PM10	NH3	warning	H2CO	SO2	TEMP	C2H3NO5	Pb	NOx	PM2.5	latitude	PRES	longitude	CH4	PAHs	CFCs	CO	O3
4.98384	6.54990	1.00000	60.98751	10.23217	-7.18581	0.02445	56.07148	5.52288	7.30580	-1.63333	1098.39294	13.58357	7.99138	7.44310	30.58912	8.89220	6.56851
6.21018	7.52927	0.00000	42.46090	6.40574	21.98796	0.03355	30.17739	8.25671	10.13552	42.97086	1177.30214	-82.42491	8.93831	6.66753	54.70564	10.43414	8.65063
9.22551	7.94717	0.00000	32.38579	7.96684	12.64802	0.13268	51.27949	9.40529	7.03750	20.88197	1151.83524	85.83334	8.63087	5.89722	53.86792	6.73750	8.20784
6.23661	4.92800	1.00000	41.04311	7.98077	23.49650	0.01753	38.39301	6.61963	9.20961	-25.54073	1146.17908	152.70493	7.96338	10.67817	57.21722	6.67750	8.31535
5.85522	6.86388	1.00000	48.63639	11.12791	3.80276	0.02771	33.76959	4.76582	9.56894	-2.68333	1113.03240	33	8.79517	8.97043	57.21520	10.51335	6.05134
7.44676	6.67789	1.00000	55.03659	8.64930	6.87927	0.04081	37.46544	6.61167	7.08964	40.53123	1151.38371	17.58522	7.23758	7.45599	54.33576	7.33903	7.90096
8.92609	5.00132	1.00000	55.86077	7.31753	21.11393	0.09861	38.99442	9.15572	9.01506	38.45598	1161.28849	48.87498	9.20066	7.78230	52.86014	7.02202	9.14120
5.84240	7.17714	1.00000	49.56433	8.00346	25.23374	0.02606	51.01288	6.10206	7.77588	48.35149	1169.00956	8.96317	8.69949	4.70703	45.32369	8.26564	9.63244
6.80578	7.82206	0.00000	54.30046	6.86031	16.19349	0.03068	40.05569	9.96820	8.82098	41.15376	1088.33384	-87.88754	8.62938	4.93189	62.74954	11.73344	7.19226
5.87072	5.37885	1.00000	60.49552	7.59488	11.86590	0.02491	80.72880	5.85157	8.16011	33.35283	1132.06500	-111.78903	8.67065	8.89065	58.58667	8.70729	7.44740
7.01152	10.72237	1.00000	22.45667	8.45841	-1.27197	0.03204	38.76658	8.24521	9.15099	12.37169	1122.39450	123.62494	8.38933	6.45806	55.07581	8.78851	8.15930
10.33044	7.74119	0.00000	40.38708	6.73894	19.62634	0.33820	23.01802	5.20108	8.26069	8.79577	1153.90228	-75.69947	6.78646	7.48507	53.63639	7.91070	7.38464
7.80608	7.26871	1.00000	44.43351	9.67699	17.27699	0.05047	42.13071	8.58640	8.01387	23.5654	1195.55638	119.58627	7.26886	9.19925	36.02722	8.75874	7.84017
8.11646	8.48311	0.00000	39.47705	6.92188	6.15305	0.06447	46.41865	6.75647	8.38470	-33.88096	1083.02744	151.07986	6.73718	6.73200	52.71211	9.38108	8.96760
8.00507	7.17436	1.00000	56.59017	10.51916	17.72326	0.05920	65.09493	8.12701	7.98807	43.1122	1148.03556	12.38878	8.67700	9.58077	55.20275	9.05875	9.14400
8.53133	6.97269	1.00000	21.78026	9.12824	19.37813	0.07891	20.00230	9.35467	8.84412	42.24113	1054.39985	-88.3162	7.54351	8.02520	43.77091	9.15316	7.78287
	6.44967	0.00000	46.31520	10.11851	23.80405	0.30268	63.64611	8.79477	7.01825	36	1191.40071	139.55722	7.35800	7.37431	43.52054	3.89063	7.44424
6.10470	7.77497	1.00000	63.15077	11.48231	13.53508	0.03264	39.51481	5.32211	8.08550	42	1119.64491	21.32778	9.13251	7.48312	44.85339	11.56053	8.26023
5.31236	6.24647	1.00000	54.57260	9.45219	15.10936	0.02886	33.93237	4.68477	6.09348	-23.44361	1184.23273	-51.87389	7.28880	7.06049	83.14273	5.21741	8.55663
6.51576	6.99801	0.00000	51.45293	6.45478	17.75198	0.03357	36.01005	11.31146	7.45746	4.94273	1097.09580	15.87735	8.37864	4.92222	38.47963	10.92467	8.55463
7.19572	2.75264	1.00000	45.66482	6.52536	26.33052	0.03356	51.08471	7.55986	9.13438	35.95664	1074.68155	36.7138	6.84949	8.47182	32.92586	3.34473	6.28459
7.27041	6.22685	1.00000	46.22611	8.31328	19.82220	0.04020	37.12955	7.96780	7.93962	19.8173	1089.60821	-97.35992	7.60315	9.24961	32.25049	8.09898	8.99988
5.72185	9.05815	1.00000	32.97819	9.94151	9.59450	0.01828	53.30194	5.96299	7.25641	53.59782	1073.46436	34.33825	8.02639	5.38870	32.46534	8.12052	7.55273
7.31392	5.72321	1.00000	57.44320	9.68179	14.80436	0.02835	35.58368	6.78175	8.10975	17.94979	1102.16432	-94.91386	6.99343	7.29333	51.72649	6.36679	8.44817
7.28728	7.46172	1.00000	48.78151	8.34522	16.40618	0.03911	37.34290	8.02574	9.21306	44.31771	1073.15983	9.32241	8.96278	6.28631	65.01269	7.70020	10.02973
9.91295	4.91061	0.00000	47.64064	6.60577	18.17324	0.23018	18.94002	5.07038	8.13423	28.15112	1166.40300	-82.46148	6.74108	7.10099	46.52095	8.04731	9.99487
7.02471	9.16093	1.00000	46.89049	8.20515	23.15312	0.04320	33.70393	8.68899	8.34666	61.72744	1152.40162	17.10558	7.11710	6.19999	64.02113	7.88587	7.92726
5.71664	6.31366	1.00000	41.88422	8.02400	40.69702	0.03142	48.22420	5.59195	8.88425	-26.93366	1137.46858	29.24152	8.89263	10.42158	32.54378	8.88550	7.86861
8.54326	7.43623	0.00000	50.21606	7.15431	27.93995	0.06783	41.28606	11.06489	8.11512	40.82232	1123.73549	-74.15987	8.06932	4.50515	77.54845	9.14556	8.99169
6.56897	8.32974	1.00000	37.60144	9.72385	28.85171	0.02960	22.82874	6.73297	9.85285	39.96097	1119.08852	-75.60804	8.39025	7.02151	34.45255	6.95481	7.19051
6.36787	3.57477	1.00000	56.96507	9.93784	9.24583	0.02546	49.37568	6.21723	6.98023	30.24706	1155.53775	115.04814	8.78676	5.37039	41.12493	5.80711	8.82044
7.39324	4.92371	0.00000	70.89788	9.04165	7.86410	0.04210	59.60464	11.64489	8.12374	52.4089	1171.30050	31.3237	9.08533	6.51114	40.03133	8.54817	6.39738
5.64430	7.80216	1.00000	68.30418	9.39808	31.45255	0.03533	43.92581	5.53460	8.64713	43.31667	1079.77804	-2.68333	8.73387	9.76631	48.72283	10.30693	9.01809
7.69291	7.86379	1.00000	57.21048	8.69184	15.15516	0.03741	38.94764	7.76485	8.17555	40.82232	1176.46701	-74.15987	8.15159	6.87631	42.72379	8.17349	8.11367
9.57022	6.03987	0.00000	39.82518	10.94603	42.42197	0.17757	53.81270	6.88332	9.04021	40.65995	1061.14576	-111.99633	7.23098	8.85516	70.12918	4.08140	8.20757
8.29265	5.99608	0.00000	16.48747	5.87193	17.52068	0.05967	21.06443	7.47110	6.27686	23.07492	1141.86221	88.28637	8.02406	6.28829	46.13381	10.13218	9.23640
9.83360	6.46249	0.00000	29.29733	9.55127	42.15778	0.22101	47.90595	9.87577	7.46933	42.67164	1118.45572	14.01481	7.69517	5.25672	60.42466	8.47902	8.43144
7.10417	9.55878	1.00000	64.02526	8.32972	30.72516	0.03225	62.38384	8.98776	6.52599	54.60528	1181.54253	18.34717	7.54889	5.55644	53.52642	8.62379	7.35393
8.19216	7.24683	0.00000	36.42125	5.15029	13.89027	0.05513	46.18976	6.46461	7.07168	38.68712	1176.21524	-4.10734	8.16594	5.29523	32.73009	10.21205	7.12577
7.62570	5.69901	0.00000	45.09554	8.89465	29.74720	0.04513	46.45223	11.77661	8.23902	47.80527	1185.33344	-122.24064	5.16123	7.90141	50.14612	5.68818	7.69754
6.79162	9.51098	1.00000	47.10671	7.95356	8.38637	0.02457	38.80139	7.89904	7.57131	34.4833	1112.40189	136.84186	9.09908	7.45841	49.38515	7.05296	8.10229
7.52764	7.44741	1.00000	31.54623	10.28459	11.41502	0.04406	64.96194	5.58096	8.30698	29.22254	1156.06867	79.5286	7.66998	8.69682	47.33272	7.37539	7.99697
4.88053	5.33001	1.00000	47.62869	9.70829	17.04889	0.02923	51.69729	4.44223	7.92165	35.05266	1197.20376	-78.87836	8.42209	9.80339	45.39876	8.04374	8.23427
8.62060	7.03701	1.00000	46.45675	7.94699	18.31419	0.09184	51.51818	8.45232	9.03649	60.97944	1089.39790	76.92421	8.16059	7.99786	67.71123	7.91570	7.78519
5.70888	7.06915	1.00000	34.55818	9.39020	15.48041	0.02303	56.63929	6.44207	5.85785	18.51957	1126.08624	73.85535	10.35777	8.04692	32.87155	9.19917	7.54483
5.50827	8.85236	1.00000	33.98223	9.10328	13.91681	0.03155	41.62946	6.53364	10.18788	-23.44361	1147.92112	-51.87389	8.31138	9.15464	48.89485	10.19701	6.06788
8.42390	5.68417	1.00000	49.60156	8.03414	13.07823	0.06516	58.31074	9.65681	8.00678	45.99194	1123.07418	29.41824	7.15642	7.31644	52.61756	6.29304	8.57816
8.07705	6.57545	0.00000	50.39079	7.97025	22.41852	0.05725	64.66495	10.44168	6.99245	35.815	1092.15162	139.6853	8.36477	4.64334	47.31321	8.58897	7.78762
8.23952	6.03467	0.00000	51.03856	9.53378	7.03339	0.05843	44.67469	10.04791	7.75220	33.98154	1057.60700	-81.23621	5.46263	7.93337	35.04172	6.64384	7.87258
8.10950	5.87025	1.00000	52.58866	8.28128	25.07082	0.05297	46.95622	8.70558	6.41329	38.10558	1177.16820	-1.86343	6.03352	7.68308	34.41661	6.23623	7.28002
4.48900	5.17899	1.00000	48.71182	7.94709	16.74290	0.02466	35.57878	4.38951	6.83821	41.84364	1068.22368	-87.71255	7.89211	10.48691	60.03954	7.88354	7.21043
7.55503	4.35404	0.00000	68.97949	9.75332	14.90592	0.03164	66.11684	6.91474	7.08770	-8.66667	1104.11385	-35.71667	8.26560	7.20059	75.85068	5.99427	10.35837
6.84717	7.18951	1.00000	61.93277	8.50036	7.25506	0.02784	38.51857	7.58050	8.08874	0.51667	1074.22813	101.44167	6.89015	6.51500	65.64531	6.75841	8.13659
8.00882	5.51862	1.00000	53.53876	8.30316	16.09444	0.05006	47.91620	6.47795	9.33888	28.15112	1176.09387	-82.46148	7.84334	12.96415	42.24339	8.95874	6.69442
9.71253	6.91458	0.00000	65.25777	6.55656	16.29779	0.19569	57.84036	6.45723	8.75303	6.33444	1141.14812	124.95278	9.21694	5.67125	42.43449	9.53175	8.03766
9.73177	9.04564	0.00000	52.46105	5.98197	30.05243	0.20903	53.10548	6.66810	7.91665	33.92946	1153.84787	-116.97725	7.82649	7.40756	80.54675	9.50161	8.12602
11.16895	7.73007	0.00000	36.10398	9.67560	12.82321	0.76172	58.40621	9.41450	8.37645	41.92361	1113.77100	20.91361	6.31909	6.76267	65.16036	5.10420	8.07282
7.79696	7.34567	0.00000	63.46607		-7.07274	0.04687	37.19581	10.77255	8.92867	13.48082	1051.41836	-86.58208	8.10020	5.92419	64.93787	7.60873	8.28859
7.24208	7.04525	1.00000	32.60547	9.63372	27.64454	0.02646	53.95873	8.43814	5.36021	51.26	1060.24435	-2.1875	6.47142	7.52232	47.67628	5.43117	7.15804
6.40812	7.65719	1.00000	50.23846	8.49556	27.90553	0.02318	48.21942	5.93167	8.66024	49.88307	1090.25477	-119.48568	6.69524	11.23903	59.94748	10.32728	7.15975
5.38929	8.62274	1.00000	52.65575	9.47495	17.65804	0.02902	46.14295	6.37895	6.76272	43.32686	1194.45033	-2.98884	8.10017	8.39104	30.42514	10.30216	7.60113
6.35689	7.88732	1.00000	51.78865	8.98483	12.31334	0.02297	33.64982	7.51938	9.99057	14.62578	1153.58708	121.12251	8.43851	9.15385	47.87642	9.12569	7.92985
7.26848	7.24600	0.00000	53.40085	8.36556	21.24645	0.03188	69.18244	7.29524	8.25579	43.4125	1124.63241	23.225	5.87627	7.65503	57.37050	9.01856	8.40063
8.01228	5.40541	0.00000	61.26654	9.17403	16.27017	0.04595	28.47503	10.84672	8.62329	-28.24	1085.98945	-48.67028	8.95280	7.19730	46.26817	7.28280	8.69570
6.05810	6.57516	1.00000	49.78269	11.33154	20.68386	0.03397	41.98660	5.81006	7.12112	40.34912	1054.94907	-111.90466	7.12885	6.96814	52.68756	5.44081	8.53749
9.13104	4.99431	1.00000	56.00029	6.25361	32.39671	0.11695	33.26108	8.98664	8.22202	-4.06667	1090.89212	37.73333	8.47205	8.43185	50.13398	9.20670	7.56729
7.23061	6.25143	1.00000	43.39954	9.15409	11.98622	0.03959	87.21156	7.49971	8.97200	41.92361	1153.82139	20.91361	9.43182	8.04205	37.42320	9.19493	6.99970
4.70987	7.66720	1.00000	40.01799	8.73159	23.13851	0.02154	58.32529	5.62674	7.61663	6.8485	1197.46440	3.64633	6.71794	8.01318	36.98049	9.85288	9.73233
6.82331	3.81084	0.00000	70.75235	7.72077	6.30400	0.02732	62.76224	6.75288		35.05266	1199.72224	-78.87836	9.56302	6.46617	61.78211	8.85108	8.11570
7.60318	5.82298	1.00000	56.85663	7.00010	9.56042	0.03490	62.37968	7.68960	9.34468	-8.73508	1153.29571	24.99798	8.56603	7.71575	46.51555	6.46289	7.87356
2.67969	2.44125	0.00000	39.23869	8.60292	21.38650	0.02528	58.46125	9.79774	8.45371	44.85278	1142.00038	65.50917	7.16833	4.88349	39.39640	10.85688	7.67495
8.68489	5.44008	0.00000	36.82467	9.42062	21.61509	0.08301	49.62209	10.38769	9.92167	41.9001	1075.25533	-71.08977	8.10599	6.00792	56.01612	8.15167	8.96211
5.82296	5.34493	1.00000	41.38317	8.77092	13.68036	0.01454	52.09469	5.10925	8.06350	10.10649	1167.43342	76.35484	7.06633	10.29364	25.68008	8.50285	8.10678
4.03614	7.49626	1.00000	60.12483	10.38649	-2.16757	0.02514	65.66468	4.47098	7.49975	-25.42778	1182.45525	-49.27306	8.73829	5.23919	22.99744	5.47913	8.28538
6.56871	7.13902	0.00000	53.98083	7.30663	8.90407	0.02090	45.73280	7.12982	6.17332	-2.68333	1078.07752	33	7.93008	7.29422	59.10813	9.30234	8.25319
7.94336	5.75000	0.00000	74.85583	6.97055	28.60325	0.04825	34.80069	7.53412	8.36277	-7.0981	1106.33987	109.3243	7.07879	6.68621	55.34529	9.78428	7.16419
12.87683	6.81146	0.00000	45.87092	12.01024	28.04009	4.08828	69.01126	6.06938	8.25358	25.87972	1095.74782	-97.50417	6.70693	7.78345	34.32729	2.92551	9.44151
5.23666	5.04270	0.00000	74.89791	6.05524	20.10962	0.02073	50.35206	7.41509	7.35276	14.0823	1075.64321	98.19151	6.85531	5.57450		10.08905	7.27948
7.31952	6.84695	1.00000	79.86438	7.77017	16.72952	0.03588	61.37218	7.35910	7.10352	-10.91722	1061.62889	-37.65	8.40266	7.19375	52.72534	7.11876	8.36601
5.72237	5.38741	0.00000	50.70898	7.88335	31.97895	0.03529	49.38732	9.77851	8.07099	47.38093	1186.79914	-122.23484	5.87836	4.67654	25.83345	11.35681	9.56776
8.31130	3.72756	1.00000	65.82887	8.54902	9.25478	0.06318	71.68844	8.90942	8.32287	47.83333	1072.13567	59.6	7.42156	7.99484	38.08245	4.76193	8.26620
8.26592	4.58857	1.00000	53.06311	8.77961	17.65011	0.05919	42.64794	8.68760	7.51603	43.50891	1096.29554	16.43915	8.39909	10.70716	55.17160	5.87909	6.59490
8.59271	4.15692	0.00000	57.36258	10.91392	19.74190	0.08185	55.83622	10.06041	6.51002	53.49389	1131.21720	-1.29243	9.81115	7.33292	53.13290	6.19627	6.73430
9.16676	6.02928	0.00000	55.96615	10.54729	-12.28447	0.10900	60.58277	8.59827	8.76178	18.18158	1135.09947	76.03889	7.75060	9.34559	49.20738	4.10892	8.74017
4.38260	7.43314	1.00000	76.83068	9.24605	28.51702	0.02114	52.93002	4.14040	8.47812	49.65186	1120.46690	26.97253	7.43461	11.32215	31.26563	9.48178	7.22695
6.26014	8.34546	1.00000	40.44950	8.59005	7.66107	0.02309	58.75815	6.37729	8.10409	53.16167	1196.70641	6.76111	7.87375	6.41088	48.44603	7.58277	9.40422
6.22711	6.63009	1.00000	44.58841	9.05584	14.10071	0.02880	47.74241	7.11515	8.12453	35.815	1051.03048	139.6853	7.83883	5.59278	29.84807	6.41480	6.95435
3.03804	9.57856	1.00000	33.27614	12.10259	12.05235	0.01729	48.98339	1.78616	7.77292	25.75728	1187.92356	75.37991	8.13117	3.64205	55.79510	8.52466	7.69056
10.28747	6.97474	0.00000	59.01300	5.94272	16.21443	0.32358	64.44460	5.55598	6.78304	53.37596	1192.34565	51.3452	7.49001	5.97696	32.91892	9.07374	7.93510
5.80048	8.56095	1.00000	52.05498	10.54256	24.92831	0.02286	28.83351	5.28503	7.67876	52.71083	1097.01560	5.74861	7.70658	4.93927	21.23025	8.86934	8.50770
11.13137	7.31801	0.00000	45.02192	10.25504	27.11052	0.73200	46.21689	9.02854	8.30254	14.62072	1141.04117	74.83554	7.59157	7.42931	51.14133	3.81429	6.97807
7.32726	8.77804	1.00000	40.10803	8.56810	5.50015		52.40330	9.23455	7.84617	6.33444	1053.32267	124.95278	7.51208	6.22621	48.43750	7.55100	8.62463
5.88648	6.39796	1.00000	57.29788	4.82797	18.73013	0.03284	48.41153	5.18391	7.89611	10.98778	1134.46304	-74.95472	7.94614	6.81876	62.23798	8.85386	7.14382
4.82717	7.83297	0.00000	13.09896	8.18439	33.38323	0.01257	60.35018	9.01080	8.08276	23.15678	1169.02638	-81.24441	7.65203	5.59461	51.06765	11.15662	7.47359
3.36238	6.36329	0.00000	43.89111	9.69463	22.20843	0.02998	58.50714	13.29974	8.86498	16.0567	1167.47933	103.65309	8.25808	4.30357	36.44367	13.04809	8.95668
5.95157	5.65673	1.00000	45.71758	8.36081	14.43074	0.02767	50.85907	6.23319	6.53725	38.70734	1092.10734	-77.02303	8.15723	9.04593	48.21051	8.32988	7.65628
5.48918	9.87066	1.00000	55.20119	10.27483	14.13825	0.02033	36.71662	7.04451	7.52843	40.53123	1071.71949	17.58522	7.55687	5.52864	37.91566	7.12289	7.14108
8.83713	6.40887	0.00000	65.71000	6.09953	8.05554	0.08684	74.96941	4.37015	7.78103	55.85	1147.05722	37.56667	8.73271	8.00224	33.50285	7.38951	9.90536
7.21494	6.86665	1.00000	66.63538	10.30438	12.52249	0.04541	59.79679	7.10048	8.75276	-4.06667	1137.95197	37.73333	9.41382	8.81786	40.49499	9.31398	6.59467
12.07679	7.31197	0.00000	69.76080	7.13670	30.22012	1.85071	69.69690	5.71201	9.38742	52.26083	1071.47119	7.00417	7.13162	7.56315	62.08844	8.60372	8.06096
9.32914	6.13705	0.00000	50.91193	9.34797	13.83538	0.13075	54.37496	10.08804	8.01765	51.40944	1122.19204	46.04833	7.94531	6.04799	50.54686	6.21324	8.30312
7.12094	8.58623	1.00000	31.50366	11.11087	26.41497	0.01914	34.23319	6.21952	7.02867	57.97472	1079.49907	33.2525	7.22330	8.33770	83.34550	12.39072	7.48737
11.64382	6.96873	0.00000	54.27761	7.34093	19.84489	1.20582	46.76929	6.15833	6.98551	53.5942	1147.38537	25.8191	7.54388	7.29465	59.42041	8.75236	8.26042
6.78591	8.60256	1.00000	55.29535	10.01655	20.59795	0.02951	64.30711	7.23815	8.38631	36	1187.36609	139.55722	9.13502	7.16337	52.18533	6.86506	8.22664
8.97090	7.50586	1.00000	48.41882	7.61904	15.19366	0.10274	73.15889	9.29451	8.15065	60.02427	1191.35125	30.28491	7.93334	7.56741	31.55178	8.62243	7.08118
8.15104	7.63661	0.00000	33.57745	7.36258	5.38490	0.06853	47.52308	10.88141	6.43699	33.4425	1151.53988	129.96972	9.53782	5.71353	45.57175	8.27715	8.84680
7.11324	5.58816	1.00000	61.06206	9.50883	13.75066	0.03182	29.01763	6.03188	7.77480	36.75965	1191.26467	137.36215	8.39641	8.10426	60.85468	10.04409	8.26736
7.69092	7.55918	1.00000	75.36352	9.74005	27.33572	0.04379	50.48892	6.01852	7.60584	36.19278	1102.70809	117.65694	8.43834		65.08006	9.73255	8.44523
7.86701	7.38589	0.00000	60.57619	7.73749	17.64207	0.04837	58.64421	9.19999	8.59552	42.58342	1135.23094	-71.8023	7.30550	6.74689	38.26361	7.27565	9.70310
4.91805	6.28576	1.00000	50.83457	10.64525	18.64888	0.02243	50.76846	4.20934	8.41219	48.15659	1094.08027	28.28489	8.46754	6.39561	49.98554	5.25875	9.24773
7.54022	6.61673	1.00000	49.43317	9.20695	8.47776	0.04598	59.43131	6.77513	7.96664	60.02427	1114.91086	30.28491	7.26760	11.74584	36.88948	9.25934	7.37742
6.67183	6.28002	1.00000	65.25797	9.81451	32.95565	0.03446	34.31830	6.41282	9.81133	4.88441	1082.47054	101.96857	7.70164	10.35544	34.62725	8.47826	9.06802
6.65453	5.38068	1.00000	48.12498	8.95744	23.80022	0.02447		7.27563	9.35599	10.10649	1154.26726	76.35484	7.05778	6.68032	57.82555	8.33101	9.09457
8.03929	5.93185	1.00000	44.99914	8.10474	9.98662	0.05398	37.94873	7.97603	7.66947	50.06	1171.47483	43.2379	10.70474	7.38985	47.09547	7.10430	9.11960
8.56271	8.08375	0.00000	24.02731	6.73162	2.81674	0.08151	59.71442	11.02713	7.14645	57.97472	1189.68410	33.2525	6.97890	4.35421	52.85373	8.78874	7.58926
9.23560	6.22414	0.00000	55.35976	9.79948	23.16233	0.12224	46.72687	7.65971	8.45646	30.17746	1132.70439	-81.38758	8.35171	6.46414	63.96778	7.99246	8.20742
6.52849	5.21747	1.00000	46.89011	8.27749	15.92394	0.03245	49.69447	5.93568	7.21869	-27.76952	1064.64771	30.79165	7.84039	9.50374	48.29847	8.93837	9.67674
5.74774	7.33576	1.00000	62.31834	9.03399	16.84259	0.02862	29.95249	5.85882	9.26563	12.37169	1102.80043	123.62494	8.41385	6.71325	19.18870	6.01200	8.59130
6.32314	8.94705	0.00000	53.15905	10.60428	9.70103	0.02682	37.30123	6.89251	8.13883	-6.91806	1069.33964	106.92667	7.60437	8.07623	51.78837	10.97296	8.48868
7.21741	8.48208	1.00000	58.05662	11.40324	0.45746	0.02730	47.28922	7.99365	7.69085	-4.06667	1069.51107	37.73333	6.33593	8.59220	49.74395	9.56971	8.59305
6.51064	7.29456	1.00000	23.58196	10.44584	22.74052	0.03127	34.60045	6.63477	7.63207	20.22816	1099.20548	-103.5687	6.73366	6.66876	42.67990	6.40224	8.20956
8.47158	5.73382	0.00000	28.40991	8.87813	-7.74599	0.06651	41.92916	11.27574	9.34671	48.86667	1073.39260	2.08333	8.10501	6.43013	54.38588	6.26218	9.35725
7.06388	6.30210	1.00000	45.25433	8.59095	1.65053	0.03729	57.06029	7.04611	10.37274	-17.83333	1078.42259	48.41667	8.34473	8.91076	51.48019	9.21859	9.03106
8.50248	5.56265	0.00000	47.37946	10.77934	8.99522	0.07823	39.62193	5.60520	8.10438	25.80565	1081.91587	68.49143	8.33740	8.88512	33.59190	6.84041	7.50779
6.93153	6.50817	1.00000	37.14797	9.06858	25.07786	0.03146	51.81068	5.68692	6.25747	10.66668	1138.73800	-61.51889	9.42719	10.64344	49.89536	10.24532	7.53150
7.84527		1.00000	61.67351	9.58813	21.00424	0.05080	64.17401	7.58078	7.22253	41.9001	1141.44024	-71.08977	8.95372	9.46871	64.58700	7.59344	7.55379
6.28925	7.72758	1.00000	66.30530	9.53648	25.44756	0.03718	74.28306	4.81058	7.41491	23.49668	1089.81829	86.68363	8.69453	6.27617	56.92751	8.56320	7.45605
5.01815	7.71339	1.00000	43.04466	9.26130	10.99817	0.02042	34.04991	6.24579	8.81493	28.88162	1109.28150	120.03308	8.17961	7.79680	55.94641	9.23439	7.20381
6.73978	6.39773	0.00000	25.97530	7.62410	14.57679	0.02602	49.75750	7.02126	8.65551	8.62261	1147.43812	-70.20749	8.63321	6.02788	46.61417	9.56921	8.68696
6.09413	7.71400	1.00000	27.73029	9.83955	-1.95759	0.02525	55.74109	7.89280	9.76591	50.23271	1183.81138	12.87117	7.38616	6.80593	64.16899	8.85883	7.73073
7.04968	6.08530	1.00000	34.20774	6.51108	12.32667	0.03944	64.40241	7.50469	8.14078	23.07492	1108.69727	88.28637	7.21737	6.04958	59.45566		7.57335
5.37957	7.67136	1.00000	58.15445	8.46472	5.49264	0.01509	48.60483	5.74888	7.69946	33.4425	1161.54293	129.96972	8.26720	11.48873	71.47757	8.92105	9.36066
8.25315	5.69910	1.00000	37.99498	7.82764	22.14390	0.05584	28.04176	8.04620	8.00236	6.95194	1078.65014	121.96361	7.45647	9.04784	50.63772	9.06805	6.21263
6.35595	4.91882	1.00000	74.71256	9.53721	16.84346	0.03030	73.73596	5.84434	6.37869	38.68712	1166.58449	-4.10734	6.40563	7.37881	72.50015	4.99811	7.17520
5.46763	7.36147	1.00000	73.53007	9.06943	6.10502	0.01957	37.59486	6.60445	9.92455	50.72043	1181.40728	11.34046	8.91397	6.12919	27.25897	9.99714	7.98656
7.60055	6.99244	1.00000	77.76107	10.91753	24.65402	0.03517	18.76402	7.74888	9.40418	23.49668	1079.27292	86.68363	7.07741	8.94623	71.28120	8.95692	7.71324
8.18444	5.93730	0.00000	58.93783	9.48207	11.96779	0.06625	34.53986	9.08417	8.94533	28.90054	1197.20795	-81.26367	7.66106	8.12130	35.81425	5.21435	7.51401
5.49706	5.06020	1.00000	49.49342	10.93525	10.59800	0.01888	55.73754	4.78564	8.49628	40.66482	1157.69892	122.22833	7.18842	6.40079	35.65157	5.13366	8.42494
6.74909	6.19246	1.00000	49.02173	7.98381	22.55707	0.03090	39.77893	7.45825	7.18885	40.57788	1134.68308	-73.95958	8.15593	9.95449	44.45139	7.91530	8.21789
7.66533	6.49835	1.00000	47.98920	8.30461	27.82295	0.04322	71.10358	7.32253	9.05727	45.51667	1167.60063	4.86667	7.73041	11.66601	50.06969	8.80918	7.26623
8.05555	6.54009	1.00000	77.85064	8.70732	14.28066	0.05224	40.06116	7.98286	6.86744	1.6	1113.96847	103.81667	8.04072	10.29259	44.82301	9.10404	7.86531
9.65191	8.70380	0.00000	50.67442	6.75410	30.84785	0.19084	56.34546	6.51676	7.72539	41.15376	1168.99478	-87.88754	7.67370	8.97638	60.23405	8.42859	7.98924
6.11179	7.45336	1.00000	64.88073	9.22140	17.08287	0.03115	30.27450	6.21511	8.20593	-20.87306	1167.64451	-48.29694	5.32557	5.42758	56.55523	7.75077	9.23930
7.32522	7.34390	1.00000	33.18498	9.79533	11.21248	0.03350	37.27730	8.85017	8.44376	14.95472	1086.70958	120.89694	7.44680	5.50741	66.74263	7.53932	7.69182
7.65066	8.02400	1.00000	35.78162	11.81030	16.29867	0.03312	47.20787	7.42319	6.73719	12.37169	1177.55763	123.62494	8.09568	8.59348	52.54982	10.29330	8.63223
6.85614	7.29873	1.00000	35.84685	9.65576	23.37732	0.03764	76.72164	5.96123	7.75631	50.23019	1172.28669	8.77155	9.13450	7.08355	37.81799	7.52413	8.28949
6.71619	5.44507	0.00000	59.59258	10.03717	21.96203	0.02955	63.90234	6.78291	8.02292	41.72059	1173.75394	-87.70172	7.37561	5.77580	65.40638	6.75745	6.57265
8.61673	5.40417	1.00000		7.31020	2.88089	0.08022	59.09798	9.28619	6.76782	48.79325	1070.32383	2.29275	7.24870	6.25899	38.74492	8.15319	7.51203
7.49226	7.02022	0.00000	53.45010	7.67808	-2.87769	0.05176	66.31363	9.97935	5.65783	38.72706	1195.08342	-9.24671	9.49745	4.96896	48.54238	11.58479	8.37177
8.59655	6.91808	1.00000	57.68596	8.59403	19.08243	0.07827	29.31892	9.31734	10.17948	20.22816	1127.95525	-103.5687	7.41350	7.69581	69.09731	7.24988	7.75654
7.14130	5.35423	1.00000	55.64818	8.08192	11.26176	0.03314	56.59411	6.60388	7.71742	51.42708	1106.61891	-0.91979	6.45972	9.16238	47.04671	9.05627	8.04674
5.26699	5.71392	1.00000	26.11420	8.60592	13.21496	0.02754	61.51190	4.75722	8.04674	41.55815	1061.99235	-73.0515	7.51827	8.35615	78.44044	9.76227	7.58665
