PAHs	latitude	PM2.5	SO2	CO	CH4	CFCs	PRES	PM10	C2H3NO5	O3	NOx	TEMP	warning	longitude	Pb	NH3	H2CO
6.04287	3.02013	5.98735	8.81293	5.96576	4.48004	70.29581	1128.15306	4.86827	0.11929	5.94084	7.98452	13.02292	0.00000	30.91105	64.23787	7.22288	51.06757
7.10637	41.63976	7.50647	8.77519	7.18242	4.67734	77.45776	1190.40479	11.11587	5.28339	6.20717	6.95971	11.06864	0.00000	2.35739	58.98438	6.88319	38.78133
6.71445	50.88506	5.80193	7.24287	6.97715	5.74789	91.66334	1055.81638	6.72206	0.18518	7.74421	9.56887	13.54486	0.00000	4.07601	46.37535	7.49597	21.18896
5.79103	20.88197	6.10414	7.91186	6.67271	7.42945	82.05473	1136.20397	6.15334	0.17366	4.50723	6.53576	17.93207	0.00000	85.83334	77.85899	8.61657	35.97405
6.18971	33.78333	5.85663	6.29545	6.65775	10.00719	77.13289	1056.00632	7.23710	0.22021	3.12160	7.84300	35.42436	0.00000	114.51667	53.82774	11.53782	42.45291
7.35005	42.24113	6.75476	7.22027	5.95404	6.83672	76.33947	1182.99724	6.13039	0.18056	5.20745	10.20941	23.74510	0.00000	-88.3162	40.18307	10.18574	41.44237
6.74581	40.87329	5.21223	6.99620	6.85584	7.62978	70.30010	1120.84280	7.53172	0.31265	4.88517	10.08508	16.48167	1.00000	14.43865	71.39762	6.48925	70.55964
6.72781	27.71809	7.75931	8.40179	8.59507	6.24899	73.32332	1057.75024	7.28671	0.29089	8.16556	8.70133	22.67542	1.00000	-82.35176	53.74851	9.08120	35.53998
5.93162	44.99012	7.23000	6.06073	6.61466	5.47478	72.65488	1086.46183	5.97273	0.17948	4.90011	7.93684	26.19664	0.00000	-123.02621	61.15494	7.09707	47.09602
8.60503	-15.675	8.96892	7.14286	7.39446	3.56305	81.52767	1126.17451	8.74697	0.65292	7.47832	6.76872	3.69231	0.00000	-38.94722	30.78637	7.71315	53.90763
7.82557	-23.85972	9.47763	8.71144	6.88710	4.66869	86.16066	1136.29590	8.69586	0.57685	8.81226	5.04905	17.47696	0.00000	35.34722	51.34738	7.59057	48.20340
6.94075	53.5942	8.98593	9.63386	4.74829	6.21520	80.05386	1063.98720	5.81749	0.17922	7.35192	10.94531	8.44487	1.00000	25.8191	62.80241	7.46642	59.77953
5.41814	-33.75881	7.54503	6.88292	6.37333	7.40998	73.69476	1100.84101	6.96017	0.16648	4.50089	11.04607	-5.98420	1.00000	150.99292	55.80368	7.17995	51.86678
6.71373	41.27621	6.48340	8.24670	6.73914	4.65649	68.17335	1068.11296	5.54294	0.18128	6.55768	9.41072	10.66931	0.00000	-72.86843	43.06748	9.65121	82.66528
7.03459	28.98002	5.16570	7.09277	7.12139	9.16438	80.98509	1056.09044	5.24325	0.12985	6.86076	7.42164	11.65096	1.00000	77.70636	59.15741	5.08340	72.30623
7.03291	40.93121	8.35321	6.97002	6.14222	4.85017	76.46777	1125.53754	7.31207	0.22845	10.22025	7.91085	12.81618	0.00000	-73.89875	45.96595	11.92112	62.52182
8.08784	35.06667	8.50942	7.29996	7.68412	6.09546	70.45168	1151.78092	7.82592	0.36606	6.64301	8.73020	21.33878	1.00000	135.21667	66.28834	8.89067	67.68486
5.01468	43.1009	8.38626	7.62444	6.85697	2.75596	59.22474	1113.28714	6.54849	0.16508	2.62111	7.70951	12.22816	1.00000	-75.23266	47.09047	8.92966	34.65836
7.30623	11.84962	9.13895	6.18804	4.59306	4.63261	59.83610	1123.71889	7.53492	0.27588	3.62298	8.65524	14.03746	1.00000	-86.19903	46.81332	8.86339	63.70933
9.24239	3.51667	6.37538	6.55528	8.32373	8.82281	74.31367	1125.05817	4.94520	0.14740	6.82849	9.11233	27.59993	1.00000	11.5	56.02876	5.05502	54.44439
7.20966	16.68911	8.96497	7.87165	8.62165	4.00680	77.84070	1194.53988	9.02183	0.71468	7.82641	7.02769	13.54437	0.00000	98.50893	57.92510	8.04464	28.82684
7.29007	34.63915	7.63483	6.71711	6.79015	6.38581	71.22266	1117.11804	8.81518	0.68196	9.31406	7.07268	28.28246	0.00000	-120.45794	83.16672	12.07441	48.44417
8.58086	52.47774	7.98122	10.18395	5.64385	7.90986	67.63892	1153.60193	6.60999	0.19166	5.55102	10.31212	-1.02305	1.00000	10.5511	42.28186	6.81864	52.00454
6.25853	36.24624	9.99060	8.17582	6.58049	6.27588	71.06904	1118.99918	9.57669	1.21333	3.94244	11.03867	-10.82611	1.00000	139.07204	45.79120	5.57375	36.47868
6.29302	33.7207	10.43292	6.36100	8.01245	8.56953	75.54787	1120.20973	6.09909	0.22303	7.86499	9.83387	14.72715	1.00000	-116.21677	64.63291	6.31006	54.81502
7.82900	27.34089	5.90817	5.84151	6.82820	7.36663	74.76183	1170.88077	8.07460	0.38760	5.81850	11.81989	24.97619	0.00000	117.4831	49.73499	7.58013	63.02528
7.90772	52.86147	6.65209	8.56571	7.12844	6.27774	70.50597	1057.61596	7.71832	0.32560	6.40056	9.49956	17.03579	0.00000	9.5926	27.37598	8.65706	69.93252
6.75198	-7.51611	8.66199	8.12944	8.21669	4.99576	77.80569	1107.98107	6.89553	0.25079	5.30991	9.18509	11.84232	1.00000	109.05389	57.40402	8.32458	62.05487
5.49300	59.80917	7.09732	6.16171	7.59286	9.01384	69.00204	1152.04354	6.22701	0.17649	6.93103	7.21469	23.76594	1.00000	30.38167	70.54921	7.17368	59.70150
8.07963	50.20528	6.11593	5.75134	6.82236	9.78941	63.53972	1198.66280	4.00560	0.09932	6.79725	6.14485	7.80054	1.00000	19.27498	61.37342	6.14614	53.04241
7.35906	52.86147	5.38694	6.82945	7.53155	7.69506	84.82609	1052.51953	4.78949	0.12556	4.24926	8.17622	9.81522	0.00000	9.5926	74.52941	9.35404	56.41657
6.90715	48.49144	9.13763	8.01376	6.79619	8.19485	71.25995	1099.69359	9.47490	1.13218	8.43614	4.57618	18.06716	0.00000	9.20427	31.71010	8.63504	52.69367
7.49993	21.59983	9.76244	7.18719	9.63537	5.31208	67.82451	1056.36407	9.55584	1.21847	8.49799	5.93317	18.36674	0.00000	71.21169	36.43648	9.89464	30.56031
7.08991	47.4943	5.46335	8.62422	7.18017	8.12383	66.57890	1171.04004	6.46730	0.14236	5.39609	8.98970	4.62923	0.00000	-122.24092	65.00201	8.35733	49.46310
7.23916	33.37526	8.91040	6.69705	6.78713	5.29232	70.95273	1087.14263	7.29126	0.20364	7.07099	5.00432	38.13771	0.00000	74.3092	45.29582	7.01384	67.33641
5.56264	48.25	6.72464	7.05978	6.52708	8.52412	80.34907	1101.40202	5.32780	0.16112	5.69648	9.39521	16.32969	1.00000	16.4	54.70208	5.51365	43.35139
6.03397	51.40148	8.38057	8.19031	7.50710	6.88551	68.16232	1121.12650	8.49076	0.41986	7.95367	10.04324	21.87227	0.00000	-1.32471	75.40499	6.36143	24.07913
6.56426	13.70167	7.62604	7.63906	6.90571	9.41733	77.45318	1115.24698	4.45312	0.12622	6.48436	7.06905	20.91101	1.00000	-89.10944	50.28215	6.13170	41.44941
7.47659	33.44872	6.79564	6.13735	9.16361	5.40086	66.08896	1199.67073	10.88438	4.18787	8.17180	7.94970	-0.43778	0.00000	-86.78777	49.13884	8.11289	71.04177
6.93884	4.88441	8.97917	7.76412	5.56484	7.03567	62.09417	1092.40964	8.85494	0.66055	8.99119	4.08386	13.03930	0.00000	101.96857	55.40045	9.19037	23.17938
8.19407	-36.9256	5.25161	9.15634	9.09983	4.65331	71.64935	1193.18932	4.31541	0.12003	6.85345	8.99207	22.34462	0.00000	-73.02841	53.11185	6.49153	46.55017
7.10081	-17.73648	8.86297	7.64181	6.45869	7.61359	67.32407	1172.61809	8.63713	0.57676	6.68072	10.19210	-2.96436	1.00000	168.31366	41.91233	6.47081	62.41953
7.02244	11.86064	6.63715	6.10402	8.79777	8.29656	69.10825	1064.97321	7.38761	0.15955	4.33753	8.77725	15.59141	0.00000	9.0027	46.70373	8.16811	45.63517
7.97083	-29.2975	9.93160	5.06800	7.39543	6.42921	68.35165	1187.22044	10.23081	2.27921	3.87953	9.66380	30.00223	1.00000	-51.50361	49.70999	7.07409	50.13371
8.69119	37.49073	4.45810	6.52643	8.43797	9.36651	73.84650	1075.48109	4.65943	0.10657	6.39876	6.50371	27.23966	1.00000	-2.77259	12.35052	5.12135	53.65466
8.06568	42.58342	7.38825	7.80036	7.14563	3.38498	74.50336	1065.86507	8.19599	0.34888	3.82407	7.51243	18.94510	1.00000	-71.8023	36.85084	8.86419	68.06872
7.89705	10.63504	8.21515	7.18006	6.63986	4.78869	66.76572	1104.83779	7.52532	0.25650	5.30546	8.47257	16.84808	1.00000	-85.43772	61.68253	8.47405	59.44169
6.88389	41.57439	5.69586	7.62566	5.86578	6.22805	75.21958	1102.47484	6.90595	0.24358	6.81785	8.55707	36.01381	0.00000	24.71204	49.60886	5.22714	62.13838
7.39626	30.21121	9.46363	5.24522	6.28248	6.70518	75.30704	1093.13774	10.38790	2.58847	4.24498	7.47540	21.09175	1.00000	74.4818	71.08276	10.97664	50.64345
6.43032	-27.4338	6.20198	6.97546	6.60867	9.66620	94.44541	1155.63999	3.00537	0.17832	6.64735	7.65515	10.97647	1.00000	-65.61427	44.19984	6.59170	39.62997
6.85146	4.96667	6.87333	6.15801	5.69180	3.39379	75.43519	1086.83221	7.38345	0.25476	5.59031	5.67660	-5.40357	1.00000	10.7	47.03039	9.35514	71.19454
8.55112	4.02219	5.79772	8.46304	6.13977	8.44738	76.86397	1140.30055	8.87264	0.70267	5.71765	7.67231	12.94961	0.00000	101.02083	67.05034	10.61649	49.09334
8.49628	31.12406	4.57262	6.08072	8.85718	6.90116	74.77259	1112.31044	9.10453	0.82695	2.99079	9.56192	18.06442	1.00000	-97.90308	39.09493	5.78446	59.41294
8.81303	-34.64966	6.75155	8.73869	7.23024	9.18677	75.59529	1196.65605	4.23996	0.16139	6.20558	8.49508	8.48052	1.00000	-58.38341	72.93620	7.26473	53.42562
8.27632	33.98154	4.19073	9.02485	6.36792	8.14498	70.05342	1091.72844	5.54692	0.16229	1.87554	7.67346	12.42584	1.00000	-81.23621	45.05897	8.71881	88.40787
7.01704	30.16688	8.93004	7.64028	6.52041	4.85232	52.23413	1170.25705	9.44280	1.10043	2.95448	8.93405	2.38978	1.00000	-96.39774	32.97569	8.36409	19.40515
8.95163	-7.51611	6.93770	6.20302	7.22917	5.72722	71.76644	1108.69800	9.13018	0.84460	7.09650	5.20359	7.31037	1.00000	109.05389	57.79856	12.61032	65.87843
8.02463	51.39323	7.17939	8.19529	7.24994	8.11659	72.60889	1150.09002	7.30853	0.19385	7.41147	9.83554	9.70012	1.00000	0.47713	63.72753	4.38825	48.64837
5.96080	50.20528	5.46001	5.98194	6.65267	5.29763	71.11245	1151.81833	4.88144	0.21509	6.49638	8.88284	20.74885	0.00000	19.27498	61.69673	9.70301	56.06922
5.86964	-21.98333	8.59179	5.58841	8.45158	9.55938	85.77128	1063.09100	5.72217	0.15187	9.52666	7.69560	29.87929	1.00000	16.91667	35.30194	6.59219	40.38162
7.02868	51.20219	9.22888	7.72450	6.56094	6.27031	88.73585	1139.70045	8.58021	0.53587	5.35200	7.74032	-1.32700	1.00000	7.36027	68.00927	10.25978	63.51116
5.48624	51.42708	7.44387	6.12913	6.13101	4.33993	68.49982	1165.58939	7.70071	0.32253	6.19872	8.14961	8.27874	1.00000	-0.91979	47.42793	6.70885	46.03708
6.14437	41.92361	8.86251	7.69349	7.89686	4.79309	65.90493	1082.25041	10.74565	3.65571	3.06759	8.36081	5.83637	1.00000	20.91361	47.28884	5.79409	52.42275
8.61230	51.42708	3.59882	7.39453	8.22034	8.86204	76.78758	1086.73180	4.61985	0.22483	4.47379	7.23578	6.38478	1.00000	-0.91979	47.10687	5.15983	50.48403
7.44707	48.8222	5.64627	6.72795	8.59052	4.28071	81.22049	1064.61473	4.63771	0.15409	6.38449	8.39624	6.35639	0.00000	2.12213	66.81982	9.34977	73.37346
7.83377	47.80527	5.55036	7.08966	8.27485	3.02414	64.75351	1146.85613	7.00647	0.10278	9.79774	10.13167	14.72023	0.00000	-122.24064	78.90213	8.86191	56.89900
6.67547	5.27247	8.63743	7.09785	6.61648	6.17829	63.66672	1105.93783	10.23815	2.18640	6.97189	4.91248	7.79959	0.00000	-3.59625	50.73859	8.09341	62.12490
7.75420	50.23019	6.61718	4.96591	5.99403	3.92138	69.88558	1190.58329	4.97575	0.16140	8.61852	8.58871	19.94347	0.00000	8.77155	48.96719	9.69023	62.43789
6.59648	-12.91667	5.12316	7.88688	6.97165	8.81766	76.29166	1066.57900	4.58309	0.11247	5.46845	8.36230	35.88057	1.00000	-39.25	51.04289	5.25315	42.21929
8.06294	11.12018	6.13361	5.82597	7.66731	5.22405	83.34334	1101.43421	5.74273	0.07852	6.51699	9.08167	13.85121	0.00000	76.11996	58.18831	8.75565	47.79136
8.04237	46.7055	5.95979	8.00333	5.75397	6.81216	62.08268	1087.19724	5.47044	0.11551	4.96632	8.12089	22.45562	0.00000	38.2739	47.30614	8.34670	37.24480
8.18307	37.49223	4.78754	7.09494	6.39453	8.87838	72.89464	1146.01930	6.24099	0.16168	6.95481	8.27885	24.07310	1.00000	15.07041	57.06507	5.81523	48.60396
7.17934	-23.85972	4.61048	6.23814	7.34977	9.73686	83.86006	1063.31595	4.04081	0.11741	7.31139	6.43864	-2.43089	1.00000	35.34722	46.11296	4.62926	32.87153
8.58000	44.75874	4.48316	6.70703	8.66683	8.63718	76.82620	1190.17161	5.44724	0.07881	5.10400		16.09131	1.00000	19.21437	34.24650	3.20714	54.90453
7.56232	50.23271	8.64215	6.11060	8.93720	6.68019	76.34518	1128.41428	7.39311	0.27186	7.86640	10.30925	26.01125	1.00000	12.87117	43.80650	6.65435	59.74305
6.61759	37.65181	8.30558	6.97379	7.46216	8.18637	66.75621	1109.43880	7.28170	0.21810	7.70711	9.81028	25.62826	1.00000	120.33063	74.50649	5.35269	61.13145
8.59166	48.8222	8.97115	6.18860	7.08933	7.01380	76.98944	1053.53786	6.73954	0.15158	9.28719	4.46937	19.38927	0.00000	2.12213	38.56427	8.94244	60.27940
6.88970	-15.675	7.00914	7.26076	8.67263	8.71473	81.04178	1103.71961	6.71736	0.22749	7.75996	7.95991	24.96736	1.00000	-38.94722	44.76180	3.97905	71.43084
7.46499	43.71032	6.01873	6.69248	6.44033	8.68098	61.68269	1194.85985	5.38057	0.18553	4.02136	7.35956	18.23717	1.00000	-1.05366	58.94457	8.17561	63.77547
6.84097	8.79577	6.86301	8.23898	7.02886	6.70815	77.30746	1084.42861	7.66646	0.28262	10.59786	6.64936	7.28572	1.00000	-75.69947	59.37340	8.85908	68.46228
7.22469	35.30889	5.86794	7.87142	7.36381	4.80515	73.39951	1162.89185	6.51545	0.17180	7.11188	8.46766	21.93697	0.00000	139.55028	28.32974	8.63626	44.62583
9.50101	32.52515	6.16260	8.02561	8.82368	4.16432	75.67394	1150.67153	3.41853	0.17762	5.49793	8.59157	24.67525	0.00000	-93.75018	58.27715	10.17792	57.10849
6.47592	36.64852	9.04493	8.21193	8.28481	8.00070	70.99493	1060.76166	9.70249	1.32580	8.35776	4.77044	13.42603	0.00000	51.49621	37.29623	9.70941	69.37473
7.63435	58.63667	2.60327	7.58337	5.37965	9.56427	59.38119	1056.64773	3.19942	0.10678	4.99411	6.49315	20.96196	1.00000	59.80222	55.08342	5.82054	44.43860
7.46345	35.8	7.47778	9.56506	7.33831	6.70930	68.60031	1111.57946	8.36218	0.47196	9.20171	6.53246	7.88820	0.00000	137.23333	65.80754	9.89114	47.00390
6.59842	14.14989	6.08298	7.19628	7.86069	9.09512	78.92520	1056.90819	5.67058	0.14605	6.74539	6.99379	4.49349	1.00000	121.3152	38.41434	5.40422	84.56578
7.64951	37.49073	8.52725	6.77735	7.62531	6.37598	75.46393	1160.79014	5.82036	0.07567	7.79424	8.15960	17.35976	0.00000	-2.77259	42.73470	11.66094	57.78293
6.74153	51.40148	2.41920	6.83709	8.04394	9.79484	65.10846	1159.87454	2.29487	0.14506	4.54581	6.52939	-6.10091	1.00000	-1.32471	36.59203	6.74461	58.37661
5.32999	45.73333	8.34648	5.72154	6.21303	6.53934	67.81036	1149.24292	9.97446	1.70635	6.08901	4.96320	18.17586	0.00000	4.91667	48.89621	5.95368	41.33294
7.59098	54.58048	4.64457	8.60008	7.24966	4.20144	74.11374	1188.95427	4.38083	0.09086	7.76125	8.54794	10.09590	0.00000	16.86194	51.33823	6.30813	42.94538
8.71612	4.96667	8.32081	8.00506	6.83331	3.65776	81.46563	1184.58007	9.31142	0.98588	8.25323	7.16300	18.96718	0.00000	10.7	63.76949	8.31369	71.39451
6.08258	51.38673	4.80429	7.95510	8.72754	9.17020	77.61562	1119.28341	4.83840	0.08925	4.61050	6.18004	16.57084	1.00000	0.30367	53.38757	7.32047	56.52079
8.58669	44.27804	9.44718	7.60590	8.24011	6.68705	72.31173	1105.67698	10.87020	4.05911	4.44561	9.37025	15.46767	1.00000	-88.27205	41.22146	7.16888	37.41535
7.84091	30.76468	7.44879	7.42401	6.21114	5.24792	73.06977	1111.70847	6.48935	0.22076	7.59032	8.49089	21.85982	1.00000	74.12286	43.72046	9.07935	59.35360
6.43883	-6.48167	7.13234	7.17227	6.35186	4.92586	71.53409	1052.92170	8.58878	0.56422	6.51109	4.34482	19.29080	1.00000	106.85417	57.52071	11.90284	54.75757
8.21926	47.76232	9.24072	7.23127	7.54992	7.27651	71.66095	1059.54285	10.20451	2.17449	5.63895	7.74265	19.92500	1.00000	-122.2054	54.82927	10.66270	54.95860
7.33261	41.91738	5.43127	6.22567	6.17594	4.49407	64.71329	1051.88885	5.34174	0.23449	6.85595	8.87476	17.23983	0.00000	3.1631	48.98159	8.99355	36.54803
7.64943	11.93381	9.44556	5.55900	6.61884	6.52633	72.75092	1092.65617	8.49990	0.51720	7.68989	3.73333	21.64871	0.00000	79.82979	60.67992	5.91388	60.06877
5.40128	31.28092	7.65731	7.04852	5.18627	5.86128	68.92856	1151.89989	7.95101	0.33613	8.37804	6.59990	16.81116	0.00000	74.85849	43.81641	10.29660	48.65798
7.64395	31.39547	8.67854	6.89546	7.11808	6.26472	73.54058	1133.58114	8.42298	0.45540	6.77416	9.74907	11.82650	1.00000	34.75699	39.91598	6.19762	56.22372
8.08495	51.26	11.03633	7.44885	6.63788	8.65843	73.41641	1172.27939	10.29181	2.42938	8.90834	3.14196	29.58904	0.00000	-2.1875	63.69083	9.26031	68.13325
8.50429	-7.57897	6.68242	5.34082	6.98580	4.21437	74.06455	1172.95595	6.67872	0.26173	7.48270	8.68897	6.14951	1.00000	112.23109	85.26445	6.68154	54.43284
8.62579	47.90771	9.14063	8.12797	6.64862	5.03686	75.97916	1110.29535	7.91452	0.37367	4.03238	11.40490	19.19907	1.00000	106.88324	53.19271	5.86214	58.55263
8.19488	43.32393	5.98246	7.75594	6.69588	9.97979	75.08645	1102.03042	4.27260	0.09247	7.54096	5.66047	-5.32111	1.00000	5.4584	54.74128	6.82422	54.70388
6.73733	32.44874	7.60831	6.12283	7.71947	5.37666	68.94386	1169.26934	9.04444	0.78686	6.27893	5.68377	32.70799	1.00000	-99.73314	40.32306	10.31759	35.00367
7.12030	25.95533	3.88798	6.41883	7.77328	8.83464	84.03950	1059.95427	5.71655	0.10147	6.27196	7.52843	20.36258	1.00000	68.88871	48.48543	4.55244	87.53385
7.45716	5.27247	6.71555	6.23210	7.24958	5.66824	66.81199	1080.84698	6.74843	0.19912	9.46111	8.09464	-1.01690	1.00000	-3.59625	38.97802	8.28708	63.08194
7.97080	48.28259	8.66775	7.45357	6.25610	8.08056	86.29650	1130.14808	6.76178	0.17317	9.75554	3.54139	33.05529	0.00000	9.72749	65.92654	8.01475	66.77739
7.05076	53.30972	7.57716	7.93129	7.57811	6.16036	79.85108	1132.35229	6.50440	0.07483	10.24730	7.63760	3.51604	0.00000	83.62389	64.84911	11.71661	67.39775
6.31090	39.57582	5.49256	5.82697	5.10007	8.43926	75.38485	1199.71786	8.79447	0.59620	6.78040	9.13654	23.94155	0.00000	-105.11221	73.47279	11.24398	51.52979
7.37003	14.62072	8.94794	6.60615	6.52389	7.34123	64.68929	1190.00793	10.06724	1.91781	8.00874	4.95791	13.58936	0.00000	74.83554	42.90807	7.41181	68.27100
6.52849	34.14251	5.70340	7.23210	5.76385	4.37851	77.18373	1153.18247	4.82930	0.14053	6.47955	8.44506	16.64417	0.00000	-118.25508	52.43990	9.49650	61.53660
7.05909	41.80753	6.03192	7.21165	5.80251	6.36935	94.07845	1169.60272	3.74164	0.15216	3.49050	7.88765	26.79608	1.00000	-87.65644	69.36287	10.87291	56.44392
8.89313	55.75556	4.49695	9.30272	6.84229	6.18629	78.95580	1063.76815	5.88885	0.20170	6.92794	8.78471	14.25764	0.00000	60.70278	51.56701	9.94824	52.29221
6.95844	28.71271	5.80895	7.47550	7.77277	4.27701	71.00154	1094.18478	5.13596	0.14260	7.21792	9.92398	15.95204	0.00000	77.656	60.53999	6.74049	58.09718
8.11776	39.71734	8.42804	6.34367	7.75893	5.83893	73.14350	1163.69736	7.62449	0.24799	9.12114	7.10859	17.15298	0.00000	-74.96933	54.57224	8.89595	36.47562
9.41218	41.09822	9.53720	7.58669	5.75147	8.45836	60.75605	1135.77890	6.76704	0.23496	8.10957	9.39621	21.04651	1.00000	120.74792	43.13734	5.46574	48.83777
7.46202	9.535	9.63167	5.38327	9.70837	5.32000	74.61704	1124.68939	8.27071	0.41457	3.48308	9.00560	28.43568	1.00000	-13.68778	40.49026	8.67878	56.07315
5.32714	30.21121	5.81286	6.07774	8.80889	5.63643	60.61709	1160.39860	6.26633	0.20348	6.18767	7.72953	7.97463	0.00000	74.4818	50.61202	4.97337	61.28805
6.49945	5.27247	5.84869	7.99376	7.36946	5.66380	73.12276	1126.94364	4.59576	0.14445	5.95298	9.56881	4.98132	1.00000	-3.59625	48.32444	8.65873	48.61242
6.45025	41.24255	6.29232	5.92325	8.99527	7.53766	68.86782	1184.92425	7.01817	0.23971	4.56464	7.37773	6.60203	0.00000	-82.61573	63.83153	5.93929	57.61214
6.84183	7.06273	9.56460	8.73170	8.70013	8.82542	72.33299	1136.35116	10.49207	2.85791	7.83532	9.80535	14.03136	1.00000	-1.4001	43.43817	7.52972	61.40577
7.48738	51.38673	6.22381	5.81154	5.74294	8.44680	72.76835	1148.53457	6.89408	0.20150	7.02248	9.10465	26.53587	1.00000	0.30367	48.38856	6.25742	56.98248
6.02750	5.84752	7.94198	8.27624	5.98997	3.29130	87.64644	1073.82650	6.36437	0.16767	4.38242	9.51642	21.56508	1.00000	-5.682	56.37179	6.40828	64.13034
8.14242	53.5942	8.71803	7.14186	7.77822	4.48392	73.97781	1116.45517	10.21821	2.18719	8.61815	7.75793	19.56187	0.00000	25.8191	63.99667	8.69670	51.64396
7.72737	-12.91667	8.06512	8.90686	7.67164	8.13690	73.50733	1114.31600	7.92273	0.31953	6.80441	9.22012	-0.99200	1.00000	-39.25	47.67152	7.50144	53.24032
6.78930	26.44931	9.54579	6.67570	5.81181	4.79166	79.41140	1088.90290	6.47151	0.20304	9.10111	5.17716	14.32630	0.00000	91.61356	70.46581	7.44264	44.72435
6.26981	33.41012	8.20532	7.36878	9.44634	8.29310	83.17949	1183.33569	7.40684	0.21200	7.22886	9.14995	14.53191	1.00000	-91.06177	57.05819	6.53900	60.18657
6.80670	43.1122	6.03260	6.69082	7.32508	6.56268	74.66117	1102.84074	8.49053	0.52342	6.94698	8.66378	18.73216	0.00000	12.38878	79.21804	9.83575	28.95453
5.93114	17.94979	7.63931	6.86018	5.77786	4.77597	65.03839	1144.44126	6.07692	0.16866	6.89213	8.54367	1.34373	1.00000	-94.91386	27.76852	8.90040	54.98134
9.67580	3.31332	8.62326	8.72703	8.74974	5.29704	77.06347	1188.57904	8.40117	0.42625	4.92947	10.15764	-0.52499	1.00000	117.59152	46.57935	6.85098	33.26118
7.52803	42.93369	6.80267	5.33351	7.21670	8.76505	61.51801	1076.30507	5.90335	0.17121	6.55800	8.35673	5.61289	1.00000	-72.27814	53.77979	7.22836	35.42271
7.72380	37.60876	8.01030	5.66002	7.41193	3.19941	76.74886	1186.18327	8.23690	0.39277	2.45196	6.70139	18.31631	1.00000	-77.37331	54.74136	10.45813	54.40551
4.48554	25.49043	5.25798	8.35079	8.39026	4.84505	55.79820	1164.11568	5.31775	0.10847	7.49877	9.35703	13.96324	0.00000	85.94001	74.69228	7.73165	68.94790
5.64171	34.9	6.94392	6.72470	8.92949	10.07042	75.10363	1116.42758	4.70943	0.14444	8.28319	5.32374	8.70379	1.00000	137.5	62.87844	6.53382	47.91911
6.97346	26.44931	4.08568	5.83155	7.16926	9.35494		1185.02987	4.21824	0.07665	5.62655	6.94576	13.61084	1.00000	91.61356	70.71600	6.35180	41.11916
7.52259	2.2139	8.22756	8.59259	8.66402	3.94344	66.16704	1134.16175	8.80782	0.63750	8.98181	8.01552	4.45962	0.00000	102.3278	43.91058	9.70653	63.03903
8.75996	48.07667	9.36450	6.33248	7.85173	7.44489	85.80821	1106.04594	10.48982	2.81099	8.98589	4.92068	13.17733	0.00000	8.64409	58.44161	7.04106	45.95382
6.79162	50.64336	4.02609	6.46176	7.28308	9.45513	65.49856	1076.42447	3.69244	0.15011	4.92783	6.42577	15.73409	1.00000	7.2278	71.85054	6.79546	64.66056
7.82116	41.15612	8.35618	7.54364	6.14225	5.81177	83.33040	1194.28649	8.22246	0.47768	9.76372	6.69411	7.39953	0.00000	1.10687	43.10428	12.00065	44.21335
7.86989	-25.54073	7.30485	7.55629	5.05749	7.48995	63.32263	1172.83016	8.05636	0.32618	5.21635	9.78138	36.65663	1.00000	152.70493	42.39612	5.47830	76.53073
8.05656	31.78336	5.81538	8.60420	5.71452	4.73140	71.35166	1108.57446	7.15866	0.21416	7.63273	9.58247	14.67815	0.00000	35.23388	63.18200	7.92560	42.55745
7.68619	-25.42778	6.04038	7.67421	8.84008	8.84286	67.22567	1086.24847	4.71285	0.14949	5.04265	8.25404	9.61184	1.00000	-49.27306	56.68245	6.76994	80.06989
6.91476	-6.91806	9.78380	8.07508	7.60319	7.17759	75.78424	1120.13039	9.43978	1.07118	5.50846	9.83661	13.36448	1.00000	106.92667	48.75204	7.81149	59.95067
7.30653	30.24706	7.77870	7.49137	6.78484	5.81892	81.41370	1192.26096	7.70366	0.33378	8.50096	7.17127	18.08403	0.00000	115.04814	53.48708	8.00617	55.50222
7.32578	33.41012	7.63769	5.35235	7.64645	5.03716	66.70163	1120.26670	6.34994	0.11722	7.17114	8.82597	12.82406	1.00000	-91.06177	31.94886	8.52602	53.49804
9.06991	44.98901	7.57860	8.45762	6.94621	4.91416	79.15932	1077.79797	5.63836	0.09348	7.82616	9.37868	36.45097	1.00000	38.94324	44.89898	6.97482	55.28201
8.11492	17.54907	6.54469	8.19487	8.85513	9.16193	66.53669	1191.42451	6.95406	0.19962	3.23562	7.47811	12.32881	0.00000	82.85749	58.97002	10.27309	50.63121
7.20637	48.28259	5.84732	7.52605	7.29333	6.71418	67.23779	1120.43603	6.00852	0.15012	5.70054	7.76049	-1.74888	0.00000	9.72749	47.76832	8.80753	46.04128
6.32554	41.29444	7.53858	7.61054	5.49056	6.89496	62.96983	1139.94834	8.90832	0.62391	10.16811	7.03060	30.80183	0.00000	69.67639	53.63949	9.75114	54.07938
8.98821	14.53767	7.96134	8.81955	7.85331	6.26207	77.33291	1088.36877	6.69374	0.20770	8.57509	6.08170	22.14775	0.00000	46.83187	68.72472	9.18161	50.21868
6.10173	41.55838	4.37636	6.82846	6.51833	7.27753	61.27252	1134.29101	7.74234	0.28044	3.57840	9.72193	16.65776	1.00000	-81.56929	66.81280	4.71979	49.42330
