C2H3NO5	CO	longitude	TEMP	NH3	PM2.5	CFCs	latitude	warning	SO2	CH4	NOx	PAHs	PM10	Pb	H2CO	O3	PRES
0.34925	7.79640	34.86563	7.26301	6.17316	6.94162	60.14354	31.92923	1.00000	10.38116	6.77111	9.66370	5.02329	8.37818	57.05294	43.34430	4.96350	1086.56034
0.35963	6.69917	65.50917	15.80343	7.45064	7.49021	48.47580	44.85278	1.00000	9.03495	4.83518	8.68361	5.97177	8.23205	46.12657	40.57157	5.47556	1105.43580
1.02820	8.45813	111.73861	16.27840	6.69020	6.76486	64.79752	35.20889	1.00000	8.17120	7.81545	8.44439	5.66324	9.51392	25.89972	60.03891	6.67807	1179.53251
0.35095	8.59408	101.18445	0.21487	6.04342	6.54571	29.48939	13.44581	1.00000	5.64028	10.09830	8.87333	8.67617	8.24542	55.43624	38.04497	7.60541	1153.64436
0.19123	6.16452	-73.47429	31.73867	7.17827	6.37133	72.97138	40.68066	1.00000	7.74305	6.14307	8.03892	4.47079	6.52427	33.72249	63.88218	5.67128	1144.90544
0.17056	7.15347	48.26258	-2.51853	8.07088	6.28544	61.02291	33.86419	1.00000	9.52904	7.15810	9.44727	4.09218	6.78379	54.25972	32.90959	3.96819	1141.02455
1.66525	6.71892	104.09701	25.36117	7.72384	5.72006	53.66676	-1.26424	1.00000	6.90309	3.56872	10.30755	7.03090	10.13300	70.87242	35.34696	4.35283	1063.64700
0.15937	7.52953	32.86389	7.39952	7.39146	6.34285	49.94178	53.95278	0.00000	5.55882	6.45939	9.65799	6.31430	6.66345	33.03002	33.04284	8.06441	1136.37956
0.36240	5.28600	-39.25	29.31027	7.68471	7.05357	43.60819	-12.91667	1.00000	6.11906	9.75993	10.37489	8.84959	8.35651	54.88838	42.76262	7.18169	1060.37082
0.36128	7.74102	-89.99038	10.96145	6.51279	7.10263	46.76702	38.58894	1.00000	8.45416	8.81188	8.29867	9.89774	8.20210	31.40990	32.63948	5.48683	1095.38990
0.12326	5.54816	-79.2663		6.10430	5.36762	50.20650	43.86682	1.00000	5.15090	9.48185	9.87633	9.01430	6.59522	37.25483	31.01497	5.21739	1120.55287
0.02881	5.06094	9.15013	3.07564	6.93895	6.12058	47.47430	13.70727	0.00000	6.30708	5.47129	12.10247	6.91468	5.77935	37.32177	62.86826	9.91288	1129.60932
0.50013	7.67114	114.68333	-22.55404	5.85293	8.41845	41.38880	23.73333	1.00000	11.34876	5.88338	6.30745	6.41745	8.75783	54.51586	39.58728	8.58966	1100.59010
0.08445	6.32101	77.24779	-0.99688	5.87985	5.62362	58.07335	10.58806	0.00000	3.52788	7.64342	10.58069	9.97475	3.27303	78.55881	59.43032	4.04900	1080.52143
0.20700	6.41616	-42.19667	16.18335	5.49773	9.76057	24.23543	-21.41222	1.00000	3.36622	10.84028	10.39187	8.99544	7.22549	61.26295	38.49579	7.74252	1113.30697
0.36667	9.20870	91.84128	13.59601	6.75885	7.16838	41.70011	22.83957	1.00000	7.27659	8.93572	8.98285	8.12382	8.32091	21.26232	46.04490	6.07697	1179.69722
0.13594	6.45537	28.88222	12.35815	7.60230	6.38351	42.17822	40.37528	1.00000	7.69557	5.14139	10.65606	3.10697	5.05796	44.36532	62.11604	2.44753	1080.25359
0.14775	7.62057	114.68333	27.69634	7.56997	6.58682	51.55890	23.73333	0.00000	7.59928	5.03120	6.52022	7.94971	6.27036	71.97600	64.61823	6.53184	1180.11467
0.27877	6.12757	-88.64235	27.29728	7.84386	7.80323	37.22676	46.09273	1.00000	9.54078	3.68750	6.71251	7.37044	7.90603	61.69070	53.59641	4.91588	1107.34956
0.13696	8.39733	-69.96533	25.25896	6.04652	7.38790	62.21816	43.91452	1.00000	7.37355	4.32211	7.31189	5.98770	6.99534	43.14569	36.04461	5.21917	1058.14923
0.38288	5.66780	-70.92866	9.35529	6.97634	8.21546	68.43723	42.52787	1.00000	10.11722	5.87747	6.59634	6.82259	8.45556	46.68167	42.17615	5.54138	1107.11208
0.51603	8.40434	5.2875	20.68157	7.87376	8.23409	28.97938	51.65333	1.00000	9.18241	6.66324	9.13219	4.79162	8.79870	31.93244	42.94299	6.75674	1071.03091
0.30461	7.82853	-86.99666	16.33786	7.09969	7.45906	77.30754	33.45122	1.00000	7.01890	9.07760	10.27625	8.59065	7.97047	52.98085	46.64863	4.95078	1152.78536
0.14455	6.55135	-117.23991	12.58350	6.92517	7.29660	42.34631	47.64995	0.00000	4.75648	8.02415	8.02661	8.79735	5.27471	60.67421	38.30075	3.51974	1127.74537
0.14405	6.33411	118.53333	3.58141	5.56736	5.96092	67.98431	27.92333	1.00000	8.09969	4.66124	9.45533	4.87456	6.33277	62.57012	38.74291	2.91774	1123.74757
1.13353	7.88629	8.88104	20.97677	6.75358	6.73191	49.14922	45.79377	1.00000	8.56164	4.06368	7.98323	8.49067	9.72250	60.57034	23.38030	3.14217	1122.88083
	5.40767	13.63617	32.53540	5.58613	6.71034	71.49666	50.50301	1.00000	7.75953	7.42816	7.81577	8.89597	8.35347	15.62734	35.17951	5.82099	1123.61871
0.24037	7.50679	-73.0515	15.52678	6.28872	7.51143	75.79412	41.55815	0.00000	5.76733	5.34903	8.60570	5.97730	7.79829	35.74707	39.26239	9.88745	1076.18908
0.25844	8.58028	-44.31389	10.32401	6.22332	5.86285	62.00167	-19.7625	1.00000	5.18760	9.74527	10.26508	9.91604	7.86906	43.70235	77.65661	7.51775	1051.53982
0.62560	9.76441	44.02488	1.79667	7.05704	6.59372	55.37243	32.61603	1.00000	7.86267	7.18452	8.45498	5.27983	9.15773	64.39638	74.14935	7.20843	1125.10351
0.52603	6.84146	37.55	22.05907	5.95440	6.70074	54.15076	6.03333	1.00000	9.04270	5.12668	8.81457	6.04340	8.86247	54.82781	71.49185	5.68646	1130.74301
0.08321	5.84956	-88.3162		7.27191	7.62940	48.98631	42.24113	0.00000	4.59627	7.84541	7.54184	7.80097	3.77838	55.57598	36.32604	5.27839	1114.91495
0.16721	5.92606	-111.99633	19.49497	7.86815	8.54546	63.41302	40.65995	0.00000	4.05886	4.09094	8.11442	6.62263	6.83028	50.61610	40.22301	7.60275	1074.16313
1.24079	5.91247	-72.97261	2.57108	6.76919	8.30729	62.45699	43.61062	0.00000	5.58225	5.88231	5.33706	4.48246	9.77074	47.48608	47.42476	7.68201	1057.48549
0.34122	8.13616	27.46153	-3.67267	4.70719	7.15189	48.88756	-21.44236	1.00000	11.42738	8.31344	8.59454	3.91742	8.23638	24.11649	16.15306	8.22113	1199.88266
0.24606	6.25777	83.62389	-2.48489	6.52518	8.77281	44.96092	53.30972	0.00000	5.58337	6.12921	7.03407	5.01054	8.03740	52.62760	52.21926	8.68771	1054.61705
0.92146	7.53671	48.87498	2.69349	8.83228	5.14160	78.84402	38.45598	1.00000	10.22484	8.19797	7.12508	5.99262	9.48816	64.57223	63.50738	7.76234	1154.43432
0.23753	6.53170	6.74549	19.95435	7.14125	7.13182	63.84297	49.5099	1.00000	8.18308	5.08309	9.11438	5.53633	7.59552	17.85176	45.76633	3.87397	1089.37101
0.16869	9.01430	83.62389	14.73634	6.89768	6.82584	62.76063	53.30972	0.00000	4.23438	7.05350	7.15467	8.32543	4.15060	17.96469	47.43297	4.88642	1098.82949
0.15253	6.12395	100.24529	12.43544	6.14820	6.82450	50.08308	5.4709	0.00000	4.34846	6.37168	7.34935	8.60324	4.91374	41.77795	58.21158	10.52474	1099.39681
0.09365	5.98004	-1.99421	6.53436	8.71380	7.68798	41.66388	51.35084	1.00000	9.19595	7.48903	8.09949	4.45670		32.43223	33.65038	3.87377	1066.02753
2.70282	5.89136	13.57661	21.25391	6.14995	7.69600	37.49772	37.31065	1.00000	6.83370	3.73699	8.19729	8.03913	10.62236	37.16550	49.97584	6.18406	1166.95803
0.07983	7.69213	-113.3187	12.51889	6.74760	7.62307	42.28894	53.51684	0.00000	4.65859	4.40634	9.50069	6.65040	5.69794	37.17024	52.55020	10.01901	1127.02590
1.16224	7.20382	11.32903	12.41830	6.85033	6.85181	60.39494	50.9803	0.00000	5.75497	5.84578	7.10406	4.82394	9.69288	49.68285	39.66178	6.48218	1147.16820
0.34259	7.49676	10.18527	17.10111	8.50253	6.18361	66.53850	47.98372	0.00000	5.94560	4.93659	9.06407	5.24448	8.13122	61.77209	55.12750	9.28152	1112.17037
0.18454	7.31643	-0.2	32.90413	7.26756	6.78317	57.54141	51.65	1.00000	8.04136	6.70891	5.61985	5.16468	5.53427	75.47524	68.75070	5.48175	1141.17990
0.38362	6.06720	-88.27205	17.86861	7.63287	6.39107	48.76774	44.27804	0.00000	5.12024	5.13456	7.64923	5.77812	8.47054	59.03864	38.88294	6.54824	1114.27905
0.10437	6.91938	-89.64066	7.84484	7.28960	7.70206	30.79311	40.56754	0.00000	6.65434	3.97017	7.50251	6.75899	5.21863	66.73178	30.05567	8.72905	1157.09630
0.10555	7.81261	-122.86705	7.22804	8.33977	5.29388	37.15328	45.49428	0.00000	6.68960	7.96688	11.83858	8.75956	5.32174	31.03894	71.45785	12.68011	1078.79657
0.96090	7.80805	-82.07842	12.17390	7.34861	5.73497	51.20686	26.91756	1.00000	10.01689	8.45009	9.10578	9.40610	9.50275	78.70825	57.78253	4.90819	1099.50278
0.40086	7.48023	-50.19556	12.32379	5.92476	7.31917	45.17173	-19.72806	0.00000	6.28934	4.66652	9.86362	4.66721	8.47246	56.22679	43.35789	9.38093	1060.38871
0.38195	5.13082	-61.51889	0.72421	7.14013	6.59463	76.32511	10.66668	1.00000	8.46476	4.79434	9.75025	5.56159	8.21955	74.86863	32.44923	4.49172	1148.62615
0.30298	4.38479	-51.87389	19.81229	7.46234	7.09023	47.36415	-23.44361	0.00000	7.05199	8.65080	9.34108	7.91563	7.88261	60.38566	42.96495	5.19758	1177.28315
0.12318	6.75142	122.22833	9.51369	7.05338	6.54474	56.12239	40.66482	1.00000	12.24315		3.09916	5.50637	6.29055	59.48002	66.39883	3.52009	1123.74520
0.15267	6.78615	70.96699	0.58214	6.75339	7.04846	55.83993	30.46907	1.00000	9.19701	7.61238	4.26561	4.71729	6.17822	26.27398	55.23777	6.61180	1146.03945
0.16177	7.42689	26.97253	19.86400	6.79135	7.03818	43.34546	49.65186	1.00000	9.35683	6.49449	5.10361	7.01602	6.93695	21.59398	62.68675	5.87789	1157.95728
0.21001	6.38398	4.91667	3.51843	7.30460	8.48412	54.07249	45.73333	1.00000	11.26745	7.85399	7.16007	7.76059	7.22863	55.83240	45.80960	3.97549	1167.94810
0.23857	9.11033	29.47306	21.12571	5.99006	8.62750	35.33556	0.49113	1.00000	7.47252	6.38690	6.96003	5.22391	7.98411	33.62037	52.09469	8.46668	1167.29252
1.51247	7.62668	-1.47217	18.19944	6.43259	7.24465	58.89383	53.46506	1.00000	5.97828	2.79926	7.58890	8.94127	9.98104	41.49277	59.12426	4.16780	1095.46747
1.03027	7.53170	79.87116	6.91692	6.19181	6.29642	61.51947	6.84019	1.00000	8.14241	8.85522	9.57599	9.51952	9.61824	65.14835	63.85003	4.94272	1123.84568
0.10264	7.84947	12.16179	1.96582	5.53560	4.83205	55.41946	48.52961	0.00000	5.08046	5.52432	7.83900	5.47825	3.97835	65.33286	53.76183	10.26970	1122.01156
0.20830	6.29620	118.53333	9.33296	7.69289	8.29635	30.75418	27.92333	1.00000	5.73513	8.23020	8.11947	3.87616	6.76273	44.11253	38.47705	5.61815	1076.05969
0.16490	6.80919	38.94324	12.20400	6.32975	8.01651	57.89867	44.98901	0.00000		4.57793	8.08425	9.01256	5.70864	43.65067	67.79643	6.37990	1101.42813
0.21879	4.28612	15.28318	16.60902	6.13093	5.72906	68.09154	-4.26613	1.00000	8.85566	5.31495	8.29125	5.19244	7.71915	41.73157	39.02093	6.70792	1166.14066
0.32037	5.39313	141.95	27.19388	7.73915	5.84175	51.33383	39.46667	1.00000	6.50168	9.67853	11.60733	9.74105	8.13229	36.95231	71.52585	5.23571	1117.83027
0.28239	6.85034	34.34691	18.40355	7.19966	8.27395	47.06571	61.78491	0.00000	5.70836	6.56760	8.08947	7.16948	8.23692	42.58130	46.61215	9.61370	1101.41577
0.42863	7.79068	9.02596	-8.14880	8.21870	5.86966	49.84738	48.21644	1.00000	7.91384	9.49854	9.90169	8.97853	8.63408	35.76855	42.68542	6.00479	1061.96950
2.13615	7.16343	12.1369	-10.94674	7.53326	6.75332	38.25840	51.04962	1.00000	8.36630	6.99533	8.84401	6.24682	10.39154	25.43332	52.92483	7.02149	1080.30256
0.44429	8.02459	6.26764	22.43881	8.41378	6.02629	44.11036	4.92675	1.00000	6.33457	3.73625	9.77854	6.56808	8.59141	62.07487	41.21253	3.53428	1180.18227
0.15469	9.58231	-97.35992	18.96238	7.62329	9.81982	48.72851	19.8173	1.00000	6.61591	8.22872	8.93489	8.25689	6.75775	40.56346	67.70727	5.03463	1146.76581
0.38440	7.26854	-75.60804	27.13921	6.99009	5.37606	54.61258	39.96097	0.00000	5.67835	5.26649	12.41632	8.56650	8.22085	61.92343	66.88906	8.88331	1164.58495
0.37675	6.22234	4.08282	29.41047	5.83826	5.62625	54.94641	36.61954	1.00000	8.56434	4.27837	9.56510	6.37809	8.51440	54.70669	60.50991	3.19479	1169.04164
0.16056	6.21732	32.86389	16.45186	5.82107	7.04873	46.65472	53.95278	0.00000	6.57961	3.53554	8.21194	7.42681	5.58750	46.42914	52.98075	8.44469	1133.08092
0.48630	7.30368	-76.78319	30.58635	6.37308	5.90069	52.92482	18.00747	1.00000	8.42535	8.08901	7.40866	6.49184	8.59600	32.85058	72.25511	7.39084	1078.47712
0.20184	6.37384	145.06667	7.79994	6.54723	6.10046	53.94781	-37.88333	0.00000	6.46604	5.69894	11.36316	5.24737	7.31068	24.81594	42.90987	9.50016	1126.32820
0.39674	6.74454	16.91667	13.56459		8.65686	48.32639	-21.98333	1.00000	10.77709	8.10460	7.51162	8.74101	8.45442	40.45262	46.58983	4.47395	1053.70069
0.12599	6.49158	-96.39774	11.61314	6.08356	5.59766	39.35795	30.16688	0.00000	6.13217	5.31819	8.22414	9.13124	5.88852	38.25851	49.75575	5.64985	1116.70469
0.23005	7.43655	-117.23991	23.71873	5.94129	8.68065	60.65006	47.64995	1.00000	7.09205	5.28627	8.90138	4.85962	7.61917	47.36682	55.46413	6.58077	1184.30253
14.00195	7.82374	75.37991	8.61996	7.22469	7.18958	76.24559	25.75728	1.00000	7.29994	10.40511	12.75052	11.94996	12.31841	62.54635	36.68773	6.62316	1093.26458
0.16711	7.12572	24.95034	10.86119	5.10019	7.83287	44.93405	60.18427	1.00000	8.97917	6.48374	9.38493	4.91000	7.39321	59.53499	48.36115	3.70916	1121.36268
0.19930	7.20146	-117.23991	7.33095	8.73975	5.12293	66.79626	47.64995	1.00000	7.59669	5.19337	10.18689	4.72547	7.34025	52.43592	55.88379	3.81838	1129.82925
0.08427	6.14846	106.88324	15.38238	7.31271	6.51771	53.19894	47.90771	0.00000	7.01101	4.89978	6.82863	9.18995	5.61198	36.84266	31.73192	5.91248	1105.35690
0.60592	6.60980	9.85	16.12439	5.99825	7.24119	61.75506	53.63333	0.00000	8.70984	2.81169	6.48677	7.78287	9.01296	23.80207	32.08054	6.90576	1120.75190
0.84895	6.96374	99.95469	0.28812	7.58351	6.74202	42.26857	13.51825	1.00000	10.07684		6.60087	6.77790	9.41208	53.72170	54.77591	6.36783	1138.09941
0.84803	6.69062	53.47103	11.08485	9.44704	6.43093	47.92788	54.48147	0.00000	6.69631	6.95179	7.40420	4.10013	9.40365	42.82354	55.56194	9.09336	1141.62599
0.16253	9.85060	9.5586	17.08560	6.88423	6.47754	57.75742	54.52156	0.00000	4.63527	6.59409	8.69241	7.88750	5.28473	42.30272	45.25385	5.83774	1168.28887
0.43337	8.22792	-52.51028	22.62166	7.60561	7.48623	77.90361	-28.81833	0.00000	5.71288	3.76670	9.58844	4.59645	8.51604	29.88361	78.47734	9.18362	1177.68594
0.36612	6.91226	114.68333	24.74589	6.71193	7.57591	46.15063	23.73333	0.00000	9.33260	8.46590	8.43630	4.57750	8.31141	51.55990	50.71354	6.44602	1180.92548
0.14254	6.64356	-3.67029	22.94913	7.03728	8.20326	62.99650	37.13548	0.00000	5.39090	6.29962	8.74753	8.98218	6.04383	36.89164	45.97406	4.65298	1115.16318
0.40767	6.74302	10.03988	17.36495	6.28987	5.84780	60.96131	53.6052	1.00000	6.04828	9.43787	8.42402	6.99102	8.62134	35.60016	41.29430	7.03469	1081.97084
0.08163	6.97144	21.32778	7.74387	6.63585	8.09589	53.51486	42	0.00000	4.49220	6.72729	8.15560	7.38071	3.99549	32.31646	36.54457	6.08164	1103.64153
0.17052	6.91686	112.19028	6.88966	8.39333	6.46296	42.64427	30.35028	1.00000	9.40466	7.73855	7.03069	3.61043	6.22527	51.14632	39.85946	8.13249	1101.29468
1.00247	6.78910	14.72443	16.79353	5.70991	7.23124	30.59527	36.92574	1.00000	8.91773	5.71281	9.16949	6.91396	9.56680	43.86265	48.07430	4.24956	1113.67349
0.30639	7.49165	-4.0573	13.98098	7.94726	7.19607	57.70396	55.82737	0.00000	5.03792	5.18742	9.31930	7.32382	7.99334	38.81368	74.80358	8.23548	1188.02048
1.32093	8.71111	75.92694	8.87157	6.54415	6.69891	35.36927	14.46693	0.00000	5.86351	5.60802	5.24423	3.42903	9.89062	67.92059	49.61490	7.40098	1147.10962
0.18622	6.59722	126.28333	12.59583	7.87034	8.61942	50.61737	45.35	0.00000	6.64502	5.99003	9.28886	11.87399	6.94515	40.05751	40.40309	2.72943	1109.47067
0.28565	6.90900	10.78222	29.71247	8.22833	7.42253	44.64456	36.46917	1.00000	6.83633	1.64348	8.76353	6.92297	7.59614	42.95789	50.86524	3.83733	1118.40646
0.09533	7.80307	8.91229	4.56223	8.32996	8.41028	49.84144	49.13645	0.00000	5.19414	6.34556	7.82654	6.83038	4.65761	44.35908	57.71716	6.96461	1095.96495
0.08339	6.42528	45.36561	17.71938	6.32114	7.33995	37.35050	41.09246	0.00000	4.56463	8.31463	9.52878	10.61805	5.27078	43.61511	53.26719	2.36378	1133.43138
0.11426	8.70561	35.34722	14.58223	6.16123	6.79793	48.52073	-23.85972	0.00000	3.12130	6.71264	9.78608	6.17494	4.11910	54.58947	47.21090	7.31731	1169.39659
0.57689	8.16501	-89.10944	18.61761	6.01234	6.89111	63.91369	13.70167	0.00000	7.16155	5.12788	7.58299	6.73107	8.84713	53.95612	38.76899	6.38066	1160.65783
1.76915	5.60460	-96.39774	31.83845	6.24594	7.18366	63.34181	30.16688	1.00000	7.04549	3.33078	10.06169	7.62663	10.21938	47.71735	64.33461	3.76779	1151.20539
4.20343	8.28455	78.40102	10.26013	5.37217	5.06681	64.18218	27.9247	1.00000	7.47711	2.88353	9.15251	8.31650	11.11564	53.09713	43.83824	4.89202	1074.05010
1.38111	8.96589	65.27258	3.22576	6.31793	7.72616	51.05607	58.04254	1.00000	6.96434	4.98610	9.49539	6.77968	9.92366	66.96690	46.01402	5.12324	1177.27031
0.16889	8.37737	-1.5443	-1.59421	5.50714	7.00158	52.21267	50.75767	0.00000	8.13787	5.27793	5.24951	8.48387	6.80548	45.97356	35.54825	5.58420	1141.44637
0.12646	5.84583	-60.47389	21.33939	7.39659	6.40672	82.09150	-34.64167	0.00000	5.04627	5.89689	9.62424	8.44626	5.70783	31.61898	39.99563	5.79943	1129.39435
0.07175	7.20228	71.30633	-13.80917	7.68727	6.14288	63.56859	21.34222	0.00000	4.53693	6.24397	10.75898	6.85704	5.32379	81.35169	70.05029	7.30379	1184.25201
0.18664	7.26665	9.17702	30.96259	6.42913	7.57122	63.00859	48.78232	1.00000	8.35131	5.49996	8.16346	5.00881	6.93702	21.75794	41.34289	5.22330	1155.91225
0.31116	8.37447	4.08282	26.40056	6.73104	8.58448	58.77168	36.61954	1.00000	9.26772	6.55207	9.04116	5.30565	8.06907	34.99498	41.13212	4.21479	1197.29105
0.71480	7.44614	125.21972	17.56594	9.34425	7.42382	43.41552	-8.99167	1.00000	7.22125	3.93573	9.07555	6.55782	9.21934	65.15116	42.57561	5.81037	1181.08549
0.21274	6.48536	13.44275	17.62410	7.44935	7.45146	62.73700	38.07789	1.00000	9.33171	7.86187	6.43027	6.44037	6.51402	51.91250	39.84941	6.34757	1083.21980
0.22896	7.84785	-78.87836	13.92995	8.10600	5.99028	55.80501	35.05266	1.00000	9.70390	7.78246	6.13633	7.06347	7.74999	49.63268	55.05490	6.09155	1125.70885
0.07948	5.20333	77.40858	10.23867	6.22395	6.52818	67.01943	24.05979	0.00000	4.51531	6.54522	8.48873	6.43008	4.42902		49.90360	7.18689	1122.57032
0.87231	7.08549	128.62667	24.83813	6.94914	6.75674	63.02564	34.8825	0.00000	4.60756	3.44042	8.71790	6.31986	9.42835	17.92819	72.01777	4.82036	1184.60567
0.13448	6.96988	17.4674	22.45459	8.74776	5.81259	46.67464	50.86079	0.00000	7.30598	6.00254	7.88630	11.09530	6.44507	42.48435	44.26412	3.48249	1102.04352
0.89925	6.08565	-91.11667	26.22636	7.01227	6.05685	43.11118	14.93333	0.00000	5.81031	6.95407	7.43282	6.48350	9.49948	41.32888	54.42601	8.45256	1098.94269
0.59233	9.12763	-76.99081	15.70304	6.88317	5.93422	55.91189	38.96372	0.00000	6.38730	6.48618	10.46321	6.44235	9.06917	50.93009	50.14859	6.02071	1097.95165
0.10177	4.59680	137.5	1.97124	6.81584	7.88372	55.63319	34.9	0.00000	6.03738	4.99187	7.87605	7.50796	5.81882	12.19463	40.49505	6.85717	1162.70344
0.53019	7.93107	104.09701	16.97475	5.82519	8.41099	87.80768	-1.26424	0.00000	5.70499	6.61457	7.12987	6.45233	8.82235	44.98624	51.96692	7.89354	1069.57923
0.65016	6.91099	-94.91386	20.77709	8.10695	7.47137	65.95567	17.94979	1.00000	8.74057	9.39945	8.01086	10.07290	9.11629	66.45335	38.74985	7.46116	1182.48967
0.07542	8.16727	12.1369	-4.11644	7.76518	7.34792	60.86971	51.04962	1.00000	10.59346	7.08522	8.48292	3.12012	5.53589	80.71870	55.51887	5.61143	1176.92506
0.15808	5.83733	26.97253	7.50269	5.97728	9.30476	72.34783	49.65186	0.00000	5.94818	5.91028	10.13004	6.65798	6.85218	78.30535	34.56562	8.61627	1193.65245
0.10925	7.71147	-65.61427	8.95164	6.64849	7.19078	54.12573	-27.4338	0.00000	7.31364	4.15441	6.61565	8.48073	5.40548	41.63886	45.92552	6.86928	1099.03648
0.15021	6.93004	118.53333	16.25421	6.63650	6.72038	50.57251	27.92333	0.00000	4.54612	3.57273	9.52451	6.00582	6.38270	78.36649	55.43495	8.06724	1073.14884
0.43239	7.39980	10.7	9.77186	7.49612	5.91873	48.37348	4.96667	1.00000	8.24644	7.23963	9.12620	5.03855	8.67231	41.74291	41.04714	5.85112	1123.67682
0.75833	8.58920	45.36561	20.32415	5.33063	6.92056	32.25666	41.09246	1.00000	8.59588	5.02158	9.80996	6.11435	9.20221	40.56086	42.10126	4.92367	1177.94474
0.19276	6.35720	-84.67837	20.05037	5.11193	5.39239	40.73616	34.06635	0.00000	6.84250	4.81346	7.57444	8.34034	6.33079	40.16031	48.39071	6.38076	1113.96210
1.01095	5.72596	137.4	14.80689	5.06918	7.45468	58.17530	34.81667	1.00000	9.76247	5.50909	8.29186	6.27641	9.60990	43.39373	48.89046	7.21418	1087.95285
0.48431	7.19848	7.02238	9.61690	6.99942	7.16891	63.04423	52.21099	1.00000	7.45803	4.55260	8.23833	6.71658	8.77875	31.70135	58.23027	5.12656	1098.38327
0.13038	6.60309	4.52514	10.16836	7.73718	6.45143	65.35833	12.74482	0.00000	6.91505	5.70197	8.73489	7.98356	6.38505	55.69438	36.36677	6.49544	1065.98442
0.19040	7.44371	7.11393	24.16496	6.97878	5.59308	50.28330	51.08468	0.00000	4.96998	5.93837	7.07930	6.42647	7.31803	42.70243	37.70615	7.60962	1094.11267
0.67070	8.84521	100.24529	17.47055	7.40860	7.01470	32.88651	5.4709	0.00000	6.60985	5.98691	7.94004	3.57812	9.12026	28.03930	45.61941	12.38142	1104.18384
1.68170	6.95424	-91.58045	28.59505	6.82597	9.56278	36.61342	41.6764	0.00000	6.12911	4.90145	8.61480	4.82744	10.12901	29.13181	39.84284	8.34798	1063.58926
0.12162	6.96030	5.22778	22.59735	5.84610	7.24841		51.955	1.00000	7.24077	6.74797	8.54802	2.93922	5.18987	50.24406	39.37974	5.52596	1153.03465
0.41698	6.26728	73.08333	29.38111	6.94507	9.14294	46.12422	19.21667	1.00000	8.28001	4.36953	8.77217	6.13656	8.54837	50.21040	44.55248	5.42354	1157.10081
2.12453	6.64540	-6.00137	17.12976	7.39153	7.59168	65.89830	33.42585	1.00000	8.63667	4.21283	7.98183	7.88348	10.39686	13.11122	55.84130	7.28422	1082.86014
0.91557	7.88322	8.4493	-4.53563	5.62328	6.91398	65.31717	50.09019	0.00000	5.47991	4.59367	8.87308	4.74745	9.49876	55.71966	45.15906	5.44493	1124.65691
1.63782	7.80481	69.01354	11.96882	9.13630	7.22048	39.80741	38.55632	1.00000	11.39593	6.54112	6.76753	7.75480	10.12004	23.08459	59.39867	6.14068	1086.17611
0.62027	7.03371	89.11943	32.11481	7.65143	7.85572	58.20143	23.9028	1.00000	7.68249	5.25001	9.61168	5.69341	9.03275	51.45377	36.18607	6.03918	1165.60163
0.09648	7.55118	46.10925	24.08895	7.94092	7.87571	59.25293	43.35071	0.00000	7.63982	3.84577	7.66483	8.93112	6.58677	48.94014	63.17425	6.72830	1131.55845
1.68189	7.44017	-38.94722	30.79839	8.40541	8.12269	37.46180	-15.675	1.00000	10.39448	7.61317	9.17944	9.96996	10.19261	39.86670	76.76376	4.76974	1070.73537
0.03959	7.45222	75.92694	19.08556	7.23833	6.60308	32.85220	14.46693	1.00000	9.23687	7.64313	7.06131	8.68302	5.57548	60.18689	64.88819	3.44687	1082.24836
0.96883	6.56925	114.10479	5.62103	6.14875	7.16405	53.39707	22.37066	0.00000	6.39523	5.99809	11.51311	7.19312	9.57323	72.74046	58.52604	8.73525	1155.69651
0.68706	7.82250	6.92917	2.74288	7.31901	8.19745	21.07067	52.31333	1.00000	9.18181	9.40875	8.19450	9.84427	9.07710	37.30843	76.13791	6.16584	1124.01059
0.11395	8.98132	78.40102	14.87605	6.93714	8.12603	37.49149	27.9247	0.00000	4.26893	8.31969	9.02583	8.40868	3.58178	50.58841	17.06144	4.90421	1177.76119
0.15756	6.16983	69.49015	14.78250	6.56743	7.65373	38.91469	56.11281	1.00000	11.97055	6.88785	7.54433	7.58991	6.55896	46.12002	50.31707	3.39003	1078.12401
0.12932	6.81803	6.74549	3.82415	6.46789	6.26593	47.38213	49.5099	1.00000	7.23045	3.43092	9.12224	5.45985	6.63204	40.68169	60.22829	3.68582	1078.48224
0.14935	8.17036	43.83992	27.88415	7.03280	5.94853	38.59151	55.39485	0.00000	5.55291	5.96175	10.10914	9.92702	5.98252	59.32951	36.82778	4.81853	1139.55362
0.16433	6.56380	3.16667	10.63385	8.00207	8.16610	64.05234	50.8	0.00000	7.45396	5.64577	7.10053	8.52957	7.41254	48.06272	36.20797	5.26767	1187.06828
0.50126	7.33824	15.46667	9.61955	6.57153	6.96339	43.76131	47.05	1.00000	8.42942	8.26123	8.17839	8.02567	8.80097	57.93950	59.65453	6.21251	1102.88309
1.69751	7.11739	-5.55835	30.73899	6.84834	7.05525	47.78778	42.64685	1.00000	10.39590	5.02897	7.46378	7.64808	10.16895	69.29044	50.53266	5.93866	1148.88967
0.19634	6.19077	6.26764	21.14790	7.64178	5.12736	30.54147	4.92675	1.00000	8.02568	2.91312	8.15594	6.36749	7.37688	42.36843	67.29248	4.55247	1064.85516
