TEMP	Pb	C2H3NO5	SO2	CFCs	warning	PM10	latitude	O3	PRES	CH4	NOx	PAHs	longitude	H2CO	CO	PM2.5	NH3
7.86322	59.98296	0.40044	9.25955	58.84843	0.00000	9.59878	28.54944	8.37109	1115.14730	5.48955	3.58045	6.99309	-81.77285	39.57654	10.34262	7.81057	9.38260
11.63962	66.70515	0.08897	5.73966	46.26613	0.00000	7.67700	-21.41222	8.23240	1137.88349	9.11492	5.71955	7.01452	-42.19667	46.94515	5.97565	7.26817	8.58953
7.13984	72.37809	0.11692	7.22430	69.72382	0.00000	7.82166	43.16547	9.55026	1145.07541	6.12491	4.27445	6.28966	-77.70066	48.70714	6.38633	7.99047	7.73670
37.20619	57.63478	0.35355	4.27623	15.55944	1.00000	9.43102	38.96372	7.42783	1169.33645	6.63117	9.28774	11.91393	-76.99081	51.90278	7.63308	6.89633	9.24938
4.64252	66.17982	0.02563	5.89005	52.75359	1.00000	6.14184	42.30865	7.41923	1080.17157	6.45690	10.38505		-83.48216	22.57443	6.96135	6.78435	7.27568
-4.29435	89.06399	0.07039	10.30409	33.54938	1.00000	6.98269	34.09668	8.92967	1150.11755	5.05230	7.31422	6.72023	-117.71978	47.84325	3.40565	8.10964	7.37054
10.57021	23.81028	0.31433		51.54359	0.00000	9.30480	-38.16604	6.03851	1092.13037	6.50864	6.27348	9.51357	145.13643	44.81754	9.40058	8.36747	7.32967
18.98400	48.78213	0.67678	10.13053	33.57156	0.00000	10.14140	22.75218	9.40602	1096.96895	7.59879	8.27111	10.75089	72.68533	54.47875	6.68567	8.35823	8.21796
34.81705	51.79486	0.14764	8.34322	66.93814	1.00000		32.35126	7.32672	1080.38886	6.97866	8.42794	10.28410	-95.30106	56.84702	6.53276	7.66810	7.48442
5.61418	76.01373	3.31345	10.30375	61.27739	1.00000	11.80034	37.49073	7.38949	1075.69805	7.29341	5.12161	9.22880	-2.77259	58.80016	9.75986	6.14641	5.90095
12.75306	54.01978	0.05399	6.45328	70.25260	1.00000	6.46959	-15.675	8.40045	1061.55767	5.99557	9.73872	9.37976	-38.94722	56.84372	6.39081	6.42109	8.67936
2.16628	54.57124	7.76796	10.80167	23.60768	0.00000	12.65668	34.9	6.67771	1163.37775	8.31756	7.23630	9.17094	137.5	40.95730	11.02805	6.96594	7.78527
30.20898	45.75847	0.03845	5.81740	62.40233	1.00000	5.51355	54.58048	9.86078	1171.47221	10.28114	7.74388	9.12800	16.86194	26.81904	6.83829	8.18257	6.24519
8.78913	61.28885	0.06949	5.41727	48.08962	0.00000	7.24226	21.53889	7.96264	1156.75397	8.02327	6.23596	8.05247	71.57737	33.60635	5.76129	9.58252	7.56439
13.19589	97.36359	0.09012	8.35606	45.37476	1.00000	7.47744	10.29085	8.02860	1105.06808	6.52862	8.25900	9.74038	105.75635	46.78802	6.36402	8.71342	8.30018
12.99601	62.22159	0.11499	7.52380	55.75570	1.00000	7.47109	22.75218	6.92270	1143.15323	7.52184	6.13338	8.47435	72.68533	70.67652	6.49701	8.28232	7.63197
15.56267	73.82746	0.04801	5.07597	36.87940	0.00000	4.66877	13.70167	8.88532	1185.55624	7.05771	6.24129	9.20706	-89.10944	30.36995	6.83415	9.70417	6.94078
-0.00525	47.50995	5.35962	8.32759	56.68008	0.00000	12.28424	51.67822	7.16257	1179.66734	9.23314	6.64026	8.24606	33.9162	51.89776	10.03035	7.31550	6.92788
32.42350	45.65941	0.03183	6.59266	34.65146	1.00000	4.18715	40.37528	7.32827	1129.89285	7.26966	9.51682	6.47358	28.88222	35.75281	6.25951	9.61695	7.61453
10.77473	45.79383	0.13514	2.49765	47.53353	1.00000	8.25664	41.20485	7.25044	1154.10152	6.72820	11.16228	12.86696	-8.33147	24.78366	8.85474	8.09638	8.06439
5.04781	55.85140	0.05360	6.05934	54.63419	0.00000	4.59174	45.47885	8.03442	1056.01452	11.83995	8.88460	7.04865	133.42825	38.04452	7.41888	7.38294	6.97897
-0.65372	40.14185	0.10678	6.87845	51.09600	0.00000	8.01649	21.46527	9.19297	1102.93917	9.06947	6.79061	6.61678	83.97573	40.49734	5.19500	7.01709	8.76457
23.32139	49.17968	0.31883	10.39720	44.11162	0.00000	9.29507	51.65333	8.60922	1113.57875	6.87862	6.52390	10.06053	5.2875	48.16393	7.64482	5.96293	6.16867
3.39470	36.56924	0.09343	6.63377	19.19417	1.00000	7.69146	43.54072	7.59125	1154.15759	7.89017	9.88447	8.37386	-116.56346	64.97099	6.91266	6.08326	8.76162
6.84844	71.28867	0.11862	4.69561	38.09768	1.00000	8.02805	34.65918	6.01082	1096.88185	6.99944	10.77614	11.24725	109.22921	61.74650	7.84685	5.76057	8.89284
-3.06091	34.04176	0.08868	8.00881	41.12286	0.00000	7.76069	48.35693	7.85965	1128.49189	9.95478	7.45778	5.50040	10.98461	41.82105	5.74008	7.03250	7.49292
4.69222	51.80844	1.02577	8.91437	61.85453	0.00000	10.59806	8.88988	9.25442	1071.45129	6.91547	6.79588	7.38584	-79.62603	60.93195	11.51232	6.84086	8.30866
44.01098	74.78699	0.08182	6.38292	58.46720	1.00000	7.26493	-38.16604	8.10803	1094.03261	10.09517	9.29112	8.64680	145.13643	41.17475	8.00282	8.35187	5.87542
10.16608	62.77558	0.08365	6.92271	39.45738	1.00000	7.51684	17.34769	9.23311	1070.11852	7.40798	9.89071	9.44732	78.55757	58.43391	6.60711	6.40912	8.07774
23.57225	53.19762	0.04516	7.96274	32.89113	1.00000	4.12902	-1.26753	8.35931	1126.69602	6.17878	11.33519	8.38423	116.82887	37.39573	6.24853	8.59757	7.84757
19.94134	69.17961	0.04721	5.98325	71.23646	0.00000	6.17527	48.98994	7.08216	1111.08603	8.34433	6.26227	7.95279	2.1699	42.79043	6.26479	7.09390	9.71742
18.60245	46.23828	0.03130	7.00293	50.27503	1.00000	6.08892	-27.4338	7.82502	1056.18594	9.07040	8.38668	10.70491	-65.61427	37.73641	6.22640	7.02415	8.28343
15.38194	44.82447	0.05408	5.59730	60.22625	0.00000	5.02240	52.61131	7.11870	1071.66348	8.82847	6.65795	7.95507	13.31783	56.66538	7.06788	7.54060	7.76600
19.11544	52.34379	0.03633	4.03970	48.57800	0.00000	5.29349	-7.54972	8.49117	1152.09832	5.97853	9.37160	6.09004	110.71639	56.49578	10.93183	7.48539	8.56222
15.96006	50.38615	0.04475	5.89789	46.96463	1.00000	4.92605	-23.44361	9.61338	1105.26001	7.21867	9.03571	7.08370	-51.87389	49.06468	6.38161	6.91318	9.43459
8.98678	61.45275	2.67969	12.55639	41.14182	0.00000	11.58391	65.84811	7.36771	1056.72155	7.43423	6.05308	10.99219	24.14662	43.62761	8.04296	7.65298	7.32165
14.24610	63.69779	0.14049	6.12055	53.94088	0.00000	8.20138	34.95303	7.21948	1131.14757	10.44460	6.94088	6.14464	-120.43572	57.59780	5.82653	8.39657	7.77703
27.16839	52.38949	0.18859	7.64876	30.93371	0.00000	8.80403	53.0233	8.99992	1051.96981	7.11872	7.73400	10.68632	-1.48119	69.67872	9.08417	10.13133	7.77353
15.47041	60.67643	0.02960	6.22080	36.20624	0.00000	4.35801	5.30383	8.33135	1077.50868	10.50868	8.53382	6.96563	-1.98956	43.12690	7.72906	8.13976	8.69994
4.20892	68.30776	0.07205	6.00579	54.89070	1.00000	6.95916	36.76775	6.83606	1070.59171	7.47003	8.26103	8.46911	2.95924	48.56112	6.45444	6.82241	8.41053
14.58676	52.80580	0.05339	4.12089	23.36565	1.00000	6.80430	37.19723	9.16054	1095.66917	7.70569	9.14029	8.03423	122.05228	48.62211	6.80133	7.31149	6.41967
19.42307	53.20328	0.03858	9.95782	64.87216	1.00000	5.42818	54.52156	7.32109	1164.48378		8.09146	8.86201	9.5586	59.39602	7.30937	7.84768	6.71353
17.99047	46.87920	0.01161	5.14326	46.67639	1.00000	5.31115	36.61033	8.37368	1085.59129	8.32349	10.88804	10.87249	-88.31476	36.56803	9.10772	7.55605	8.64156
17.28582	33.00367	0.03322	8.02838	63.83008	1.00000	3.93297	19.8173	8.06271	1150.05736	6.14415	10.12417	6.70290	-97.35992	33.48819	5.56567	9.60730	9.35465
14.39219	33.50236	0.04235	7.22773	48.36576	0.00000	6.20489	43.83125	6.74725	1091.77495	7.27292	5.07582	6.47919	5.03586	35.50229	7.04497	7.84437	
-2.55077	84.18362	0.06255	6.25896	37.38683	1.00000	6.93033	53.93361	7.00212	1064.63099	7.70263	10.58043	10.43528	37.92792	54.24235	6.43301	8.22944	6.28504
20.41178	38.99066	0.05824	8.01867	46.53583	1.00000	6.16146	40.66482	6.68817	1066.35130	6.57838	8.67694	8.08504	122.22833	55.71874	5.95947	6.30855	7.54760
13.72281	66.32874	0.03511	7.18342	45.27653	1.00000	4.82893	-22.9	8.37365	1115.27033	10.99780	10.99011	11.08406	44.53333	47.31399	6.59448	7.06804	8.50105
15.92239	37.24548	0.05916	6.35317	60.51395	0.00000	5.92497	53.51684	9.35432	1163.13402	7.48160	5.38616	6.84493	-113.3187	44.63619	7.62516	6.74277	7.26022
3.95702	73.63167	0.06758	8.39952	79.51061	1.00000	6.48413	6.33444	8.33413	1105.19157	4.13103	8.51196	6.90587	124.95278	73.31326	3.38861	6.09537	6.23236
25.81580	35.36449	0.20292	7.97694	41.49713	0.00000	8.82627	41.41204	8.77548	1082.73329	8.80156	5.88797	5.41238	2.18247	46.36766	5.22624	7.80754	6.97804
26.33973	46.15352	0.00870	7.28365	49.39288	1.00000	3.68560	8.35122	8.65639	1113.86079	8.17166	8.73831	5.67924	-62.64102	57.40374	6.49381	7.24858	8.38003
17.88522	58.33594	0.16763	4.75715	38.23077	1.00000	8.52354	13.44581	8.24279	1135.65783	8.68132	7.48656	11.42838	101.18445	38.85097	9.18859	8.27633	9.88088
9.85109	41.74625	1.66778	10.28643	48.41875	0.00000	11.09900	26.76628	8.23414	1089.66408	8.41215	9.08984	11.83504	83.36889	43.16959	7.74711	7.65725	7.13635
7.72714	53.80226	0.18932	8.06145	30.88061	1.00000	8.63385	18.65297	6.41944	1058.60892	6.91273	6.26954	10.23532	-72.09391	64.59131	7.05078	7.20496	7.68156
11.71020	56.80082	0.03170	4.98632	52.79722	0.00000	5.05555	39.00622	7.94402	1175.14006	8.76931	6.40165	7.91257	-77.4286	51.18459	7.58640	7.51860	8.26391
11.48802	58.37686	0.05196	7.68438	41.49460	1.00000	6.54456	9.92787	9.74195	1105.81980	8.56286	9.33785	9.66579	-84.13722	43.50620	6.17367	8.25962	6.92594
12.67513	50.57489	0.03768	5.31147	50.26400	0.00000	5.63283	17.34769	9.49807	1183.44165	9.10237	5.87917	7.93078	78.55757	42.24779	6.96596	8.70830	7.32534
18.21871	55.04554	0.25883	7.95270	45.02047	0.00000	9.17922	-7.51611	9.80738	1058.01666	8.03060	5.52139	5.45799	109.05389	44.86433	5.49433	7.62132	7.95858
1.57875	41.53649	0.53684	9.33949	60.36608	0.00000	9.92182	22.10194	8.21316	1065.54275	5.94852	5.36831	8.87297	85.37752	53.52288	9.74488	4.71069	8.93839
11.40524	50.67564	0.11826	9.44236	61.53683	0.00000	8.06880	47.80527	9.13178	1118.92179	4.73756	4.92240	8.67626	-122.24064	51.98125	9.16692	8.24515	6.14763
11.20643	61.94678	0.08193	5.17745	52.75578	1.00000	7.23945	26.2173	7.55890	1191.12541	5.31738	9.91476	9.89476	-80.22588	47.62764	6.02926	8.42569	7.22381
29.03127	59.99674	0.05834	6.73400	52.57365	1.00000	6.54067	34.65918	8.83807	1142.93381	4.55557	9.40243	6.83445	109.22921	58.27572	3.55392	7.66688	7.92056
21.91909	49.34210	0.05545	6.65318	37.57894	1.00000	5.92528	46.7055	7.66905	1162.61473	5.92556	7.55631	6.56844	38.2739	64.46809	5.23316	8.83784	7.56476
15.50080	67.16788	0.20854	10.74975	43.74762	0.00000	8.90964	18.51957	8.70775	1181.40009	5.56923	4.91431	10.86290	73.85535	45.34726	8.76702	6.86886	6.97891
9.93031	46.44618	0.10308	5.23548	32.36060	1.00000	7.57175	-23.44361	7.73484	1194.77280	6.70856	10.90188	10.46462	-51.87389	47.11892	6.98270	9.37390	7.45701
21.86165	44.91540	0.20508	6.33849	33.83759	1.00000	8.86833	56.9083	7.70977	1081.15841	5.93399	10.52845	9.18883	60.8019	30.66137	7.27197	8.19023	9.11143
22.49079	39.59386	0.06445	8.54908	35.95924	1.00000	6.25163	9.82564	6.99484	1118.79201	6.59653	10.04308	11.51051	78.25795	50.74027	8.00983	8.58673	9.95487
-9.53041	21.16842	0.08505	4.52658	42.41948	1.00000	7.49238	39.96097	9.50864	1181.32904	10.41180	9.47460	8.32506	-75.60804	31.04236	7.67856	5.75189	7.21237
13.90122	65.72316	0.03707	3.97867	59.99192	0.00000	1.20142	43.31667	7.92355	1131.25607	9.11417	6.06170	7.73977	-2.68333	64.18529	11.24651	9.21489	7.98592
6.06433	15.46001	0.04044	5.85043	36.16198	1.00000	5.67781	30.21121	10.22812	1097.17808	10.58862	9.81929	10.08294	74.4818	42.99734	5.50741	6.74700	8.14054
10.37465	49.72012	1.26887	12.05297	34.19052	0.00000	10.80060	14.93333	6.65960	1180.38491	7.76805	10.61029	10.47829	-91.11667	59.41701	8.85796	10.43709	7.44902
11.48862	38.03380	0.04723	6.38198	43.56452	1.00000	5.21014	41.09246	8.29126	1074.76585	10.93747	8.85610	8.68375	45.36561	62.29972	6.40556	7.92735	10.36646
27.99339	69.06739	0.11343	6.23917	41.21939	0.00000	7.98869	35.82756	7.86776	1125.55995	6.46854	7.49613	8.23039	137.95378	56.96045	8.73495	8.61314	8.65395
19.96763	21.14343	0.06001	7.62961	44.80908	0.00000	6.99085	1.6	6.92065	1105.06190	8.49226	5.83314	5.07414	103.81667	46.53561	7.52273	8.22062	7.12541
5.66295	57.15122	0.09933	6.02673	40.71008	1.00000	7.59121	34.77453	8.04902	1159.11753	5.67815	9.44933	10.28152	-96.67834	39.32484	6.53102	7.20489	6.45153
22.29319	60.44196	0.04714	7.56396	36.68843	1.00000	5.77782	47.80527	7.75020	1166.79806	3.42621	13.36575		-122.24064	49.06448	4.64004	6.60932	6.86875
7.12412	45.32785	0.31077	10.90340	55.19990	0.00000	9.36571	50.80019	7.30225	1132.99213	6.28457	7.16941	9.34871	7.20769	44.97748	11.20377	8.12922	8.79371
15.33857	51.76549	0.05500	5.91461	46.73160	1.00000	6.44464	48.90982	8.35212	1121.02056	8.04516	8.39564	12.17738	2.45012	36.32225	6.46233	7.75346	8.84411
5.07709	73.34136	0.13719	7.04346	49.03882	1.00000	8.13795	41.85059	7.21865	1146.20445	6.93314	9.60512	12.34336	-87.882	41.52066	8.04199	7.20740	8.38382
37.28912	45.19886	0.04044	7.08964	65.75865	0.00000	5.47777	29.53885	8.56145	1139.36268	10.35170	8.12248	6.02400	-95.44744	47.29597	7.36816	8.19447	7.86001
9.66883	56.64037	0.03568	4.91554	33.64884	1.00000	5.45283	-20.87306	7.92503	1157.55605	7.10606	11.89503	11.67846	-48.29694	38.85488	9.05962	8.98254	9.25144
11.44653	49.24220	0.14494	6.01836	35.93545	1.00000	8.28372	53.5942	8.32432	1119.56141	6.16898	7.85031	9.05642	25.8191	23.99346	5.85605	8.39169	7.20951
20.98926	44.23569	0.09739	8.27724	38.17384	0.00000	8.01789	24.81757	8.37338	1076.63357	5.76724	5.20706	6.10632	84.63445	50.43082	5.95942	8.10674	8.81301
24.25883	52.34357	0.02133	6.32234	55.32190	1.00000	4.68973	41.41204	8.35371	1138.86232	8.12802	10.87932	9.40527	2.18247	59.47860	8.09051	8.33378	7.97405
18.66920	74.90919	0.12346	4.01642	53.00156	1.00000	7.99488	45.35	8.00722	1164.73657	7.71224	6.73255	9.28123	126.28333	50.44179	7.37375	7.70199	8.45379
11.70409	56.06529	0.17566	3.94634	44.94771	1.00000	8.61059	48.8765	8.77573	1090.28847	7.66166	11.48109	8.12791	2.18967	49.79908	6.83485	7.24787	7.77169
18.66920	63.53580	0.94763	8.79186	41.74503	1.00000	10.53956	43.50891	9.38207	1139.02882	8.34482	8.17765	10.56250	16.43915	39.55176	7.95643	8.23787	7.46467
18.08167	65.79274	0.05876	9.28393	66.50772	0.00000	6.79093	27.92333	7.97973	1101.37219	5.81746	6.10909	11.14848	118.53333	38.13266	5.65288	5.90031	11.14769
20.95829	48.45555	0.06275	9.67268	56.96526	0.00000	6.61341	51.65	6.47878	1134.94295	5.01665	6.86949	10.05687	-0.2	31.02689	8.05343	8.25232	6.59962
34.19291	55.85245	0.03437	8.71050	37.00233	1.00000	5.77305	9.91861	6.24902	1083.71530	9.32149	5.62545	9.71691	-68.30472	25.67719	5.41788	9.13171	7.84276
19.77941	76.01404	0.03309	6.93765	43.60128	1.00000	4.62838	16.75973	7.95350	1077.79166	4.87574	14.07173	9.26304	-93.11308	41.33108	5.45314	8.31043	6.69555
30.20615	51.38603	0.06085	6.83742	54.33105	1.00000	7.45364	53.59782	8.78829	1056.03334	5.49549	9.54298	10.39650	34.33825	62.78360	6.23858	9.09175	8.65593
24.78318	49.55922	0.79828	6.65956	66.27143	0.00000	10.32997	23.04419	7.98403	1085.93962	7.90111	6.82891	8.43218	-82.00919	58.82886	8.59597	6.97647	10.00848
24.21724	35.33897	0.04207	4.71439	40.04440	0.00000	4.89489	41.66394	7.68346	1072.69682	10.76680	7.37995	8.75460	-83.55521	47.70276	6.40934	8.26646	8.58991
23.22923	60.14796	0.31140	7.55617	56.71204	0.00000	9.29951	22.49396	7.86341	1183.54558	6.98294	6.84381	7.85874	-105.36369	47.20435	10.02298	8.59781	8.54859
-4.90836	40.32203	0.06406	8.17118	38.39755	0.00000	6.71272	32.17629	9.16093	1161.75252	6.85980	9.81372	10.33961	75.06583	50.85115	8.70821	8.17430	7.87717
18.74171	54.06697	0.03661	7.98418	56.59334	1.00000	5.42614	11.50526	6.66714	1054.15748	5.49137	8.66856	6.87652	77.23826	59.00742	4.91446	9.51102	8.54023
13.27685	64.30761	0.10297	7.04995	30.57255	1.00000	7.63491	31.92923	7.99728	1175.82189	9.09883	7.76134	8.59036	34.86563	52.96709	6.58219	7.44787	8.78782
16.09667	36.18772	0.91647	9.66903	28.38400	0.00000	10.48373	19.32932	9.71130	1104.30769	7.23583	5.28624	8.23888	-98.1664	61.12168	9.84879	8.46133	8.09087
35.32000	27.46842	0.27785	7.82840	50.30070	0.00000	9.17954	28.54944	6.47673	1086.30430	6.83691	6.90929	8.39384	-81.77285	38.83334	8.25830	9.14015	6.55490
20.12545	47.27768	0.04363	8.55821	45.73940	1.00000	5.77812	7.6	9.83466	1139.58851	9.14638	7.96955	10.04246	4.18333	67.86568	5.56346	7.05488	4.44929
18.14601	51.05515	0.03264	8.99067	41.27334	1.00000	4.29606	-16.25	7.26870	1086.19543	7.48566	8.48982	6.55923	-69.08333	76.98229	6.01740	8.88714	6.62376
22.18449	73.35357	0.05327	6.36551	34.19951	1.00000	6.04609	43.86682	7.47160	1075.54974	7.34162	9.54156	9.36966	-79.2663	49.68825	7.19730	7.32347	6.37032
18.15141	31.95167	0.80583	7.55938	58.78092	0.00000	10.35554	11.50526	7.55499	1079.03409	8.98325	9.07222	10.84632	77.23826	52.23325	8.40331	7.75990	9.16751
21.44689	56.99658	0.06723	7.35029	43.76591	1.00000	7.03893	49.65186	6.49632	1142.15119	8.59294	6.86959	9.55846	26.97253	54.25727	7.32665	9.75129	9.23405
22.14559	27.08740	0.05363	7.69082	43.53419	1.00000	6.24261	21.34222	6.30309	1092.40541	6.90707	10.09568	10.20873	71.30633	51.43434	7.46618	8.09748	7.96323
-9.43331	43.92165	0.14205	5.94007	62.85417	1.00000	8.36416	25.87498	9.04328	1139.50975	8.79406	8.21587	7.21131	86.59611	50.73107	8.49005	8.57359	6.98639
9.19196	68.03767	0.08580	5.58513	55.35653	1.00000	7.26741	34.95303	8.00380	1102.23028	7.39564	8.59664	9.40106	-120.43572	37.85247	7.27182	8.05706	6.60927
18.25987	33.55480	2.26627	10.25646	51.74890	0.00000	11.39948	28.88162	6.96144	1051.44970	7.26226	6.71124	9.33407	120.03308	32.65570	10.12516	7.59796	7.24341
18.97181	63.60478	0.06602	5.75675	59.58609	1.00000	6.80090	45.35	7.83294	1191.89539	7.95637	7.59885	7.04921	126.28333	53.14762	6.15637	6.28770	5.97728
12.09061		0.04422	6.56244	48.75689	0.00000	5.86595	40.5576	6.39703	1195.95740	10.29985	7.08049	6.83291	-74.28459	41.01282	6.52397	7.35841	7.60640
11.60396	28.27524	0.11654	5.58406	70.89822	1.00000	8.02985	4.92675	7.64117	1174.56091	8.25306	10.69565	7.68171	6.26764	43.91390	6.90573	6.32682	8.21379
18.48143	55.08403	0.60667	10.71411	35.53092	0.00000	9.99666	-19.65	6.60244	1177.61330	7.41433	8.33575	11.18393	47.31667	58.69423	8.89156	9.07966	7.32017
-6.20819	57.21371	0.04873	7.43972	60.22718	0.00000	5.84914	28.90054	8.01249	1124.24552	9.71933	8.23071	10.61506	-81.26367	49.21354	4.87996	7.01700	7.55561
14.67467	59.38661	0.04531	6.50551	53.57466	0.00000	5.23295	27.85	5.73594	1061.95200	9.89217	5.75715	5.88460	112.9	28.77817	8.48293	8.43617	8.53473
38.33387	67.02471	0.05270	8.50334	38.56921	1.00000	6.45852	-2.90055	6.66856	1125.20371	8.94508	4.91640	9.53612	-79.00453	45.61760	6.26480	9.56171	7.99356
13.92952	28.85895	0.25137	4.66076	29.22699	1.00000	9.06360	-19.32556	7.12391	1175.44052	7.27931	9.39384	13.00625	-41.25528	47.77917	8.98629	6.48873	8.56891
10.33038	59.77892	0.06147	6.04469	50.71805	1.00000	4.32657	40.68066	7.32309	1109.86830	7.75186	9.51570	7.16326	-73.47429	28.98049	7.09650	7.91467	7.31004
8.02041	52.33967	1.42671	11.99991	39.59527	0.00000	10.94603	0.46005	6.38562	1119.50444	6.53025	5.54097	8.61743	34.11169	34.63090	10.87826	8.39385	9.33475
10.83499	35.15120	0.11712	6.53220	49.38499	0.00000	7.69228	36.19278	11.17410	1107.30638	6.52044	6.15599	7.67080	117.65694	64.23732	4.97655	8.33071	8.57968
15.08286	53.93499	0.03987	8.40301	47.78009	1.00000	5.43527	41.55947	7.36175	1060.96783	9.96275	7.70047	9.68128	14.66737	47.43030	6.64004	6.99686	6.56954
3.91244	71.94654	0.23355	7.63392	68.43255	0.00000	8.91013	3.3285	7.19769	1151.12435	5.95615	5.72772	8.25292	99.1625	60.19913	8.91712	7.71615	6.82225
11.66310	54.35157	0.03738	6.42080	65.39021	1.00000	6.03197	15.45144	8.76026	1183.25626	7.26588	10.06235	9.98662	78.14797	60.18998	7.61470	7.92919	8.43812
10.70168	45.70498	0.04910	6.78045	44.56003	0.00000	5.62096	33.7207	8.35190	1065.35360	8.31294	7.46478	6.38477	-116.21677	49.25516	7.67845	7.13014	8.59300
14.03327	56.18663	0.03949	7.19650	57.81074	0.00000	5.56719	49.97704	7.72481	1115.76012	7.04558	4.63483	6.17191	9.15214	32.80708	7.99310	6.80224	7.09655
8.96826	30.04244	0.04217	5.90556	49.49907	1.00000	5.20388	41.55815	8.43118	1182.51835	8.40274	8.45741	8.62335	-73.0515	48.27986	8.18811	7.79545	7.55825
25.24933	50.33844	0.10793	7.11536	43.67089	1.00000	7.63487	-21.44236	8.87203	1084.76414	5.75698	8.40444	9.81074	27.46153	54.39268	6.17324	8.05056	6.42574
18.56454	13.16960	0.23958	6.31890	42.86346	0.00000	8.95492	39.96348	8.18241	1051.08190	11.89083	4.79153	5.26238	-4.83076	57.49461	5.93369	9.32520	8.65821
14.18494	59.56155	0.09422	7.21533	66.93126	0.00000	7.52185	9.3337	10.23726	1164.67928	9.79131	6.34842	5.80697	122.8637	34.86008	6.30323	7.47768	9.96007
32.99612	60.67828	0.05203	5.25592	53.38442	0.00000	5.45894	-23.44361	8.64192	1062.05963	9.28368	4.76071	7.70550	-51.87389	47.21337	7.49756	8.13335	7.97592
27.90981	57.48139	0.38054	9.06138	59.80857	0.00000	9.53553	50.82882	7.94047	1190.47331	6.53793	6.10081		-0.32247	36.07212	9.82305	8.22075	7.20212
35.33481	55.98613	0.10613	9.54363	60.35935	0.00000	7.57368	44.97639	9.78007	1053.91912	5.96621	8.34287	9.81261	19.61222	51.47535	9.25886	8.51719	7.94541
16.75933	48.43431	0.19659	4.50529	26.14496	1.00000	8.85876	58.7002	8.31088	1147.66173	7.82921	11.74695	8.93739	59.4839	48.39423	7.53963	6.75288	7.67405
13.59372	49.01065	0.28973	5.86353	46.46060	0.00000	9.25697	-17.74431	6.75670	1121.37394	10.36627	5.63985	7.08285	-48.62789	40.97140	4.58054	8.95819	7.10241
24.91799	37.69473	0.05921	7.21607	63.57326	1.00000	6.41034	30.75545	8.77984	1131.75233	10.67790	8.56628	6.88004	20.22625	46.12459	8.22599	8.34449	9.66578
25.72475	27.32821	0.04957	6.93009	45.22146	1.00000	5.86893	50.11861	6.11259	1184.39703	10.91271	6.75768	7.43809	-5.53715	45.14286	6.85921	7.84418	7.18584
11.50109	65.61016	0.05982	6.63406	43.96742	1.00000	6.73764	23.04419	6.35322	1181.15901	8.16483	10.60184	10.25850	-82.00919	37.64827	6.14098	6.80531	8.12800
6.90879	68.56077	0.12645	3.36858	62.76736	1.00000	8.13245	51.39323	7.26760	1061.72430	8.10990	10.25838	8.89277	0.47713	38.98607	7.46337	7.52249	7.77570
7.13534	54.07932	0.04065	5.29693	39.70353	0.00000	4.17202	40.5576	7.34894	1057.65183	10.88965	6.74725	7.37532	-74.28459	61.30651	8.28364	7.50460	7.15406
26.36245	46.39084	0.12526	5.39890	42.94526	1.00000	7.90750	47.4943	8.54479	1068.26273	8.74750	8.69481	9.23187	-122.24092	51.27359	7.52588	9.31885	9.03154
13.89894	54.10824	0.12838	9.64734	39.92057	0.00000	8.30500	26.2649	7.77515	1095.07327	7.15404	6.46737	3.95292	81.54855	41.06716	6.55025	8.00104	8.65995
12.63877	31.25698	0.04427	3.05613	51.63151	0.00000	2.84175	35.50056	6.94532	1086.24176	8.61373	5.53918	9.84661	117.63083	42.83120	8.57831	8.23896	6.46080
14.13656	75.77492	0.06774	7.62065	50.92865	1.00000	7.16623	27.09978	6.58694	1115.75114	2.96557	12.10867	9.49659	-82.45426	50.56292	3.72764	8.30736	7.27155
8.86522	81.13472	0.43943	8.25471	76.18775	0.00000	9.64791	14.53767	7.55435	1135.51034	6.20081	4.10743	9.44377	46.83187	75.50170	6.07937	9.02823	7.63705
3.27061		0.05066	5.45104	72.98782	0.00000	5.90410	42.22718	9.20243	1147.97113	8.75133	5.18562	8.24189	14.39024	50.99217	6.48631	8.16872	9.80454
-12.16205	45.88413	1.51738	11.30525	58.48505	0.00000	10.99756	-26.93366	6.81607	1076.05065	5.56700	2.14554	11.86835	29.24152	41.43836	6.97879	7.04642	7.64216
37.42862	54.41403	0.04759	5.31028	33.64821	1.00000	6.88359	34.9	6.92475	1053.22018	9.44050	10.94881	9.31832	137.5	61.60813	6.34002	8.44285	8.38270
25.70437	67.34882	0.18866	4.24725	51.69057	1.00000	8.58957	45.49428	7.24360	1128.11815	8.83667	7.94051	7.72979	-122.86705	60.63642	9.34017	8.62428	9.26247
11.53121	57.13420	0.14503	5.42054	43.47526	1.00000	8.49722	37.58105	8.11060	1179.05597	7.54519	9.84368	9.69895	29.26639	46.20760	7.56468	8.32165	9.23624
18.50298	32.04818	0.05037	7.66792	38.39584	1.00000	6.06839	12.37169	5.39396	1097.71761	9.19235	7.67349	9.93253	123.62494	45.92790	5.93206	5.99222	9.40272
33.33116	45.76010	0.07951	5.22744	23.96474	0.00000	7.46516	21.01858	6.92324	1176.86052	11.61360	7.85693	7.18442	-101.2591	37.75724	5.47631	8.40209	7.61342
