CO	SO2	CH4	NH3	O3	NOx	PRES	C2H3NO5	longitude	CFCs	PM2.5	Pb	latitude	TEMP	PM10	H2CO	PAHs	warning
3.73482	4.58360	6.84124	10.95473	5.83917	5.29932	1127.84947	7.21512	17.58522	49.53048	8.22667	35.55017	40.53123	31.86596	12.57237	73.59531	7.31511	1.00000
5.49738	5.65323	7.47103	10.73157	6.66038	7.82414	1088.77413	1.27401	-84.50855	58.93251	7.29952	62.67846	39.08367	33.48143	10.81430	65.02528	7.24099	1.00000
7.56416	5.51490	5.72667	9.17430	9.06852	4.98988	1109.51496	0.07723	74.83554	35.56684	6.61212	47.62473	14.62072	18.39848	7.49103	65.84457	5.90670	0.00000
5.77653	8.30988	7.28991	7.70771	8.93329	9.66048	1143.82135	0.12727	117.4831	53.48410	10.78172	61.72197	27.34089	18.40344	8.13960	45.53796	9.04349	1.00000
4.33035	6.44455	6.61474	11.08299	8.00083	5.75613	1158.96631	1.71803	99.1625	79.12009	7.01456	62.01586	3.3285	15.18077	11.10976	49.37401	7.89374	1.00000
7.33644	10.24972	7.59507	2.99410	8.89868	7.53647	1108.45233	0.03746	85.94001	35.22952	6.60975	71.21431	25.49043	15.76549	6.77938	33.03271	8.47033	1.00000
5.11805	6.40521	7.89146	10.72458	6.41027	7.50036	1158.33405	1.09344	137.95378	47.88644	7.09532	37.35679	35.82756	15.72341	10.68085	58.27985	7.62934	1.00000
8.55582	8.03381	7.49392	10.17949	7.15605	7.09390	1188.05782	0.09721	-37.07167	64.82481	5.09053	34.84958	-10.91111	14.79552	7.76319	40.42225	6.07075	1.00000
6.92910	7.68900	8.39220	6.85931	9.76206	8.53363	1198.08255	0.69118	-51.87389	68.38685	10.30203	64.90529	-23.44361	15.86538		32.82913	10.60366	1.00000
5.27323	6.13933	9.70190	9.15102	7.30885	8.62422	1122.09440	0.26062	3.55665	51.17126	9.16383	34.38336	36.72544	29.83028	9.05374	27.60024	8.99381	1.00000
5.38607	6.59146	8.48081	10.04004	8.12367	7.96384	1195.28133	0.89410	-84.50855	65.94395	7.54019	51.81564	39.08367	8.68242	10.46895	47.89045	8.45048	1.00000
3.08546	10.12438	7.62514	8.96498	7.53515	8.62617	1067.47133	0.16895	103.61667	48.52431	9.18228	38.56460	-1.6	34.98230	8.67532	31.61879	12.25762	0.00000
5.96334	5.72134	9.11493	10.25792	7.57662	6.47846	1054.80560	0.09635	75.92694	62.79843	4.39546	44.92810	14.46693	29.19827	7.31182	38.64583	5.79147	1.00000
4.06857	8.24232	7.56078	8.78234	3.98787	7.27869	1111.07075	0.06914	10.18003	36.19442	8.89788	19.06479	24.96334	12.93039	7.02575	74.63543	9.47608	0.00000
8.06663	7.64965	7.25005	9.23920	7.65865	7.64810	1187.12331	0.04800	35.90057	48.48248	8.07318	34.12499	56.85836	32.78689	6.33279	67.61773	8.95306	0.00000
6.70264	9.24595	7.68074	5.77144	8.53951	6.83530	1057.43484	0.06882	86.00214	57.35754	10.21451	53.31704	46.51872	26.35779	7.44464	46.34323	8.73833	1.00000
4.73695	9.14172	9.34873	5.97520	7.45852	7.77259	1073.41103	0.05270	-95.44744	41.52163	7.53305	65.70445	29.53885	12.12271	7.36739	33.86528	7.20742	1.00000
7.26245	10.21249	6.78679	9.52488	8.19582	8.57346	1125.19504	0.03755	104.1451	50.92100	8.43395	53.46051	15.79408	8.50755	6.11638	53.36869	10.07239	0.00000
2.77033	10.34250	6.02395	7.29915	7.01891	5.15169	1057.62328	0.09987	0.57856	66.07914	7.98580	41.10802	40.70995	35.10242	7.92779	44.11592	6.42947	1.00000
4.25613	9.81233	9.21769	6.90532	7.75586	6.15739	1169.28147	0.19561	120.33063	41.77386	9.61435	38.88857	37.65181	-4.79197	8.83004	50.68102	9.37220	0.00000
4.30843	7.41899	6.87542	6.26729	8.25134	7.65139	1091.09882	0.08486	-93.263	50.43611	8.56712	43.83672	45.0408	9.41006	7.42810	39.54944	7.61485	1.00000
6.04458	6.91555	8.61547	11.33265	7.16631	6.77174	1064.44985	1.21679	70.96699	24.43474	6.54451	45.72632	30.46907	4.53751	10.76875	35.53766	7.50594	1.00000
3.86050	4.49965	7.37230	9.20782	7.05585	7.21458	1091.78016	3.22274	85.83636	49.76888	8.34899	37.42327	25.66795	-0.40437	11.76050	37.24824	7.17597	1.00000
7.36642	8.14235	6.64770	5.01740	7.45242	7.22086	1134.26236	0.09326	-61.51889	53.00515	9.11782	55.29790	10.66668	10.04404	7.82729	42.90636	9.88464	1.00000
8.05460	6.35257	7.61095	4.88547	8.90422	7.90345	1135.22648	0.14668	3.39467	61.32654	8.55539	59.63121	6.45407	20.91650	8.35905	45.00732	8.34243	0.00000
6.24256	7.80657	8.25869	8.00580	5.16437	7.16052	1064.20580	0.05620	171.25364	59.10383	8.58297	52.02986	-44.39672	1.33926	5.50827	54.02413	7.39748	0.00000
5.15652	7.76215	6.35475	9.70921	6.02436	5.74349	1142.04541	0.03408	103.81667	64.56232	8.21903	41.67760	1.6	25.46907	5.07934	33.22277	9.71319	0.00000
6.84218	8.82730	8.55029	3.29960	7.62189	8.82027	1098.86744	0.49562	-103.42897	71.56602	9.00869	46.53585	20.28527	6.11682	9.82650	40.65426	7.95700	1.00000
3.63211	5.23318	8.10393	13.52686	7.05172	7.21624	1091.18934	9.09121	11.18709	36.45020	8.59012	60.85008	48.73218	19.90194	12.80499	55.71239	9.07558	1.00000
6.35981	7.29177	7.02643	11.14475	7.83706	8.59955	1085.76105	0.70757	102.05461	62.19903	7.36626	25.62880	6.25947	25.01761	10.20267	46.19373	9.09730	1.00000
6.65194	6.14816	8.07821	8.62348	8.45984	7.52086	1143.54216	0.10129	126.28333	62.77378	8.78027	69.43315	45.35	21.22893	7.98207	60.61470	8.20678	1.00000
3.53980	4.81438	9.19790	10.60439	6.32446	8.21677	1154.55923	4.63892	-51.50361	47.78425	8.13726	57.96205	-29.2975	-4.78576	12.12624	30.23832	7.29618	1.00000
7.19034	7.76186	7.65854	9.15399	7.54711	7.56106	1050.28304	0.17639	26.97253	48.29334	5.50737	46.42103	49.65186	16.17143	8.73055	43.45099	5.47697	0.00000
7.09671	8.81701	7.48608	7.14640	7.54319	7.17764	1186.17434	0.50221	3.87723	83.27394	10.48867	54.57787	43.61092	18.99335	9.79753	28.88178	10.61056	1.00000
8.18503	8.82358	7.74922	3.36277	7.18679	6.62946	1148.31400	0.04634	73.7553	57.33326	7.62136	37.14053	15.5439	20.28051	5.89631	36.15248	9.50059	1.00000
5.46770	8.20376	7.57013	10.57275	7.21017	7.99227	1140.58488	0.02980	13.57661	25.23408	9.64722	41.88712	37.31065	5.87808	4.55050	40.64229	6.78504	0.00000
7.11482	7.33556	7.27172	8.49758	7.61615	7.13298	1173.61509	0.08057	-88.70464	53.50224	8.43943	49.57350	34.25807	4.52331	7.87475	40.69357	9.24192	1.00000
7.97110	5.92775	6.65661	10.03572	5.21147	7.16124	1142.07506	0.05826	-82.42491	40.64637	5.85921	41.04431	42.97086	5.81393	7.34039	61.03066	5.29931	0.00000
3.80354	9.15991	7.50818	8.23925	6.27403	6.72918	1104.31600	0.05322	128.62667	42.83960	9.42148	41.32468	34.8825	1.30794	6.20828	40.86232	9.78904	0.00000
9.43869	7.62539	7.93335	5.67416	8.30874	6.72183	1103.82762	0.15777	78.15794	61.59095	8.99424	59.20826	12.1277	13.62285	8.57045	24.48258	9.45095	1.00000
6.70074	6.08158	6.19647	8.71159	8.48491	6.34949	1192.80013	0.08599	43.83992	58.61095	7.49780	67.61418	55.39485	31.06041	7.64770	46.07314	7.25945	1.00000
8.20336	9.44583	6.67171	8.14556	7.67128	7.61024	1055.80668	0.02828	85.83636	74.87710	8.84360	68.41410	25.66795	24.24465	5.14238	48.95916	7.74542	0.00000
4.72320	5.77561	7.06642	11.29490	7.94277	7.35548	1175.64443	1.54381	18.84	51.48633	7.01869	54.86938	42.28639	3.90559	11.01153	49.34356	6.75326	1.00000
5.82292	4.62262	6.47947	10.39018	7.53581	8.04864	1053.15577	0.11273	-74.95472	64.53439	5.51726	30.09717	10.98778	21.25863	7.76391	48.90058	5.85306	0.00000
8.57929	9.74427	8.01006	4.09243	6.99945	7.22833	1065.89962	0.09052	105.75635	46.04420	8.36610	49.10709	10.29085	12.44789	7.70262	42.62059	10.23682	1.00000
3.04980	3.50473	7.19022	10.06474	7.16080	7.15223	1072.16503	0.75875	-78.19444	56.88981	9.29141	44.51922	38.91817	-0.55524	10.25530	35.35455	6.69222	1.00000
3.56944	4.76720	6.36590	9.74941	8.92195	7.57906	1075.48473	3.04936	-4.22398	29.66570	10.56870	60.40980	57.47908	36.71711	11.70288	53.28189	10.54008	1.00000
5.10151	5.14981	6.33912	7.89672	8.49344	6.38955	1158.12991	0.19616	137.36215	63.10074	9.83846	61.85910	36.75965	13.05479	8.67783	37.57849	8.32114	1.00000
4.79286	8.97969	8.33663	7.43167	6.48221	6.32984	1078.11856	0.71777	-73.81669	77.59003	5.13993	35.13753	45.44868	17.74501	10.21469	73.93618	6.70022	0.00000
6.15233	5.90562	5.52998	8.32337	5.93547	7.55978	1129.20131	0.24802	-43.80139	46.66616	9.07940	56.73376	-20.25333	12.11402	9.03113	44.80104	8.97776	1.00000
5.87620	6.65006	7.10002	9.08408	7.69282	7.16020	1052.04618	0.18938	78.27539	54.89436	9.66633	68.78469	12.95629	1.40761	8.77333	68.60629	9.94695	1.00000
8.05635	8.75921	7.65081	9.42342	6.60407	8.33963	1124.01699	0.42156	124.84472	47.33629	6.50122	100.00000	10.13361	36.40735	9.59981	47.89569	4.40998	0.00000
6.96809	6.61962	9.03942	8.84665	7.00265	6.32744	1138.15564	0.06859	122.05228	33.08603	5.15715	31.82653	37.19723	-2.37197	7.36379	33.83845	6.24577	0.00000
6.28917	5.10402	7.14748	10.78920	8.87361	7.99243	1074.60441	0.38452	117.81667	48.80982	8.04950	48.48987	36.81667	32.53139	9.48325	62.81672	6.96908	1.00000
7.48810	7.87763	6.09151	10.48652	7.27170	6.85334	1135.92441	0.04169	137.36215	54.09940	8.03284	56.61407	36.75965	10.91597	5.11262	60.30786	8.23382	0.00000
7.78444	9.71623	8.57593	6.05116	8.20474	7.66946	1134.35229	0.07804	88.1453	46.08024	8.71787	52.05991	22.4711	19.83036	7.58332	47.60911	9.02420	1.00000
4.22408	4.95850	8.47181	10.21850	8.25930	6.89435	1083.43670	0.10885	-97.54667	63.69096	6.60848	49.85862	30.5427	14.04945	7.98869	57.23862	5.49235	0.00000
5.32401	8.15943	9.84075	8.64062	6.43722	7.45182	1179.93624	0.26607	11.32903	63.09194	6.05514	48.81522	50.9803	13.66850	9.13124	42.64933	5.25626	0.00000
4.44624	13.10139	8.11952	7.57804	7.36438	6.97045	1062.05790	0.88155	124.3697	46.30005	7.34851	54.25887	9.6531	-3.34497	10.43312	38.39503	9.21554	1.00000
5.05695	5.17940	7.78750	8.35739	7.04256	6.79217	1118.62314	0.46609	34.86563	64.45682	10.11327	37.64080	31.92923	29.21799	9.78448	51.90040	9.61491	1.00000
4.74445	9.59717	7.50620	8.76178	6.72461	6.49563	1130.96471	0.60681	4.63031	36.40619	9.10707	50.80055	43.67681	12.48344	10.00455	41.80645	9.43209	1.00000
8.38672	7.40284	9.38499	7.10387	9.73867	9.88288	1184.59477	0.08783	-43.80139	50.35180	10.72431	48.66386	-20.25333	23.25866	7.47059	41.54881	11.96818	1.00000
5.70754	9.53407	8.39264	9.14877	7.57135	7.35608	1177.05166	0.05853	-91.06177	69.89480	9.15574	47.79838	33.41012	19.17151	6.21355	48.64567	9.33587	0.00000
3.65310	10.60270	8.20141	12.75020	7.02853	6.99668	1067.59221	1.55654	47.31667	57.71057	11.72917	50.02773	-19.65	27.00306	11.01807	37.05402	9.78940	1.00000
7.45235	9.54225	5.70330	4.60783	6.59788	8.31302	1151.96377	0.23764	85.94001	42.99673	6.53184	47.03104	25.49043	6.01098	9.03154	36.34724	8.03920	1.00000
2.62441	8.40479	7.64537	4.69342	7.24934	8.13808	1191.24291	0.15344	10.18527	59.13300	7.48324	41.77598	47.98372	-7.81465	8.42851	66.50114	7.37089	1.00000
8.41353	9.57416	7.99194	5.33054	7.78571	7.49334	1068.56493	1.49801	-71.08977	52.73205	8.77144	58.62702	41.9001	8.29997	10.96657	44.87058	8.23479	1.00000
6.18390	9.26448	7.11788	9.90972	8.72096	8.47420	1141.61514	0.04769	-103.5687	47.78770	8.10374	70.71800	20.22816	9.46495	6.47445	39.29952	11.43083	0.00000
3.70038	5.17608	6.78635	8.81140	8.41454	7.44169	1094.65765	0.55578	9.37082	58.44360	10.26979	36.85156	36.08497	20.51434	9.96103	24.88455	9.42134	1.00000
6.26434	3.91242	6.74174	9.04333	7.39749	6.62722	1174.80227	0.09621	92.48278	75.42107	5.92936	51.37347	58.23583	6.89214	7.87032	53.79485	7.72627	0.00000
5.63889	6.27016	8.34240	9.33052	5.48121	6.80183	1195.84237	1.07670	-77.02303	56.44364	8.91040	60.68273	38.70734	-8.62526		51.37236	9.65157	1.00000
4.47655	10.17159	9.40905	6.51894	8.57979	6.54071	1142.15078	0.48709	53.26023	52.42892	9.43121	55.55160	54.39304	21.77129	9.82834	39.94358	8.45033	1.00000
3.75659	8.66650	5.55592	5.82590	6.40259	8.56928	1096.56603	0.06251	37.49338	66.86924	9.57618	59.75565	55.62047	19.87673	6.51662	53.26428	8.76063	0.00000
6.63868	8.90712	6.77990	8.10323	6.09303	8.19073	1172.73792	0.05733	10.03478	43.22113	8.17771	40.57927	37.16911	26.82852	7.40730	42.16107	11.17591	0.00000
5.08500	7.08213	6.35717	9.47168	8.62904	7.96004	1055.36129	0.81617	-40.7475	62.26881	9.05529	37.46996	-4.16694	13.73558	10.34774	40.78527	7.21006	1.00000
4.91205	8.73121	8.37135	7.41236	7.26004	8.42652	1187.95369	1.75279	115.88782	51.08465	7.47954	35.39458	-32.05251	26.31688	11.14626	65.70924	5.58796	0.00000
5.36014	9.10464	6.14628	7.46377	9.97790	5.94079	1051.40881	0.12303	13.44275	47.11065	9.66193	43.56455	38.07789	24.74644	7.91855	30.83547	7.91219	1.00000
5.35359	5.80914	7.86527	8.65582	9.05500	9.47139	1086.26451	0.40983	145.06667	38.48193	10.73486	62.91248	-37.88333	7.42023	9.60333	60.93331	10.74818	1.00000
6.30065	5.15820	7.13425	8.81765	5.85358	6.83403	1085.46133	0.17449	125.51176	34.83238	8.47895	53.33033	42.64031	15.75559	8.42234	63.76611	7.21942	1.00000
7.99882	8.07928	8.50089	9.68357	7.89399	9.47900	1164.60294	0.09513	36.73307	66.12659	5.42845	30.08895	55.38752	8.54301	7.59003	52.96553	5.04728	1.00000
6.59044	8.41317	6.32519	5.76602	8.16441	6.11958	1063.51441	0.14055	-84.13722	39.44086	10.82649	34.20589	9.92787	21.57374	8.51231	53.10958	8.97450	1.00000
9.14559	8.54493	5.61167	9.36786	7.84508	6.59970	1081.94297	0.15533	145.06667	72.15142	4.83914	60.34522	-37.88333	10.97574	8.52617	33.87589	5.72012	0.00000
4.59585	11.91619	6.30605	5.45096	8.20881	6.68999	1082.63417	0.01541	15.28318	58.53589	5.65660	55.61219	-4.26613	18.92832	5.34651	55.16917	7.14277	1.00000
10.92752	7.02613	8.79104	6.03579	6.09832	7.89860	1073.15569	0.08829	-72.27814	51.58853	10.83239	42.97282	42.93369	14.69744	7.28495	35.35569	8.43969	1.00000
6.52807	7.95408	8.68798	4.21588	7.83604	8.16819	1141.51924	0.03561	-102.36764	61.74196	6.16473	49.86905	31.84568	13.86438	6.04669	35.93583	7.34408	1.00000
5.83757	9.68410	7.82299	6.65563	7.86989	7.47535	1171.91474	0.07172	4.85668	50.60015	9.78140	63.39444	36.27462	-1.09093	7.06623	43.26586	7.45975	0.00000
7.83413	8.61208	8.78081	5.74975	6.84098	7.49427	1155.40295	0.13430	124.3697	57.43047	7.37977	60.46584	9.6531	13.78057	8.13908	55.05996	8.94382	1.00000
3.29687	9.90380	8.12381	6.45725	8.39358	8.34061	1105.20861	0.04648	36.7138	48.57066	10.00549	47.80930	35.95664	19.88023	6.77824	58.99888	9.20537	0.00000
7.45750	4.74930	8.78158	7.24490	6.81655	8.30743	1141.90650	0.23213	4.52514	65.64142	7.47289	34.91230	12.74482	11.63048	8.97426	50.33044	8.32692	0.00000
6.49515	7.12515	7.77704	9.34071	7.56377	7.67090	1177.84644	0.18485	-103.42897	59.94698	5.70036		20.28527	13.73990	8.77472	63.42032	5.59503	0.00000
5.90687	4.14612	6.65509	9.54200	10.06507	7.67853	1199.14693	0.19243	123.89071	44.39562	7.40059	31.52506	10.31672	14.15772	8.57627	36.24105	5.97352	0.00000
7.60096	8.49529	7.31751	7.64102	6.51319	7.82180	1083.21799	0.05218	-84.50855	44.32447	7.99688	59.25319	39.08367	-5.19049	5.17391	45.43644	10.21782	0.00000
6.63024	7.01024	7.05764		8.16048	7.31161	1165.41998	0.05913	-73.26022	42.76830	10.04449	53.77899	6.46838	13.53198	6.99355	48.98485	9.42814	0.00000
6.32789	4.56142	10.35216	8.99167	8.51804	7.88023	1062.48511	0.24969	-79.00453	56.66737	9.10031	40.97612	-2.90055	32.17405	9.19701	34.85034	5.66403	0.00000
7.68326	8.29273	5.92807	9.30390	6.91459	8.60611	1093.83243	0.05002	121.3152	71.73032	8.66859	23.93928	14.14989	29.22906	4.82304	53.00020	7.15580	0.00000
5.99836	5.94808	9.03402	9.05627	8.29829	6.84482	1060.27080	0.33797	9.0027	53.34504	8.75195	35.87265	11.86064	11.02696	9.41611	29.80611	8.52603	1.00000
7.64631	7.87131	5.92317	4.89653	10.38048	7.78344	1050.12361	0.11218	-66.8499	44.48265	8.65863	39.08467	18.03496	13.48484	8.08750	49.64901	9.60889	1.00000
	7.10109	6.95542	10.70728	6.74629	7.66119	1159.87561	0.15427	-1.98956	55.63126	6.93796	42.54563	5.30383	-9.12433	8.53347	51.55536	7.31320	1.00000
5.24367	5.61024	8.35142	8.73384	7.53960	7.86712	1064.42852	0.24074	10.78222	57.49888	6.28397	30.75130	36.46917	12.12833	9.00851	50.34088	6.30191	0.00000
5.04204	5.29790	7.93879	8.77194	8.73221	7.76085	1129.71818	0.55630	7.60872	66.34201	9.04837	67.60689	43.78956	0.11934	9.95339	57.71005	8.42042	1.00000
7.97557	6.93065	7.09349	9.66883	8.84658	6.56236	1132.88371	0.05021	5.51978	55.98286	7.25020	47.82063	51.44889	22.63700	5.12081	63.75935	9.09379	0.00000
6.73548	6.86566	7.57656	11.29246	6.77663	6.77167	1176.18962	0.63451	69.67639	37.31750	7.81070	53.25794	41.29444	20.68000	10.07709	50.21042	8.69113	1.00000
8.64443	8.43211	7.93848	7.98062	6.32134	6.09805	1052.41631	0.07720	-82.35176	48.83151	7.53859	50.17211	27.71809	16.66448	7.11043	52.10241	9.08950	1.00000
4.61191	4.90986	7.58380	10.86046	7.92837	7.97211	1199.39978	0.61930	6.10237	55.14700	8.16031	65.84131	46.18396	37.86773	10.09316	52.58835	6.79586	1.00000
7.23618	8.43344	5.16188	8.89657	9.59698	8.84810	1193.82304	0.04884	34.86563	63.56103	8.65650	42.35499	31.92923	21.04022	6.07358	69.87873	6.56077	0.00000
7.49424	6.92119	8.51615	5.91167	7.80282	6.52978	1054.32884	0.13593	-81.24441	43.96047	8.47293	53.52568	23.15678	10.70282	8.17597	56.10458	9.10294	1.00000
5.12119	6.27192	6.97355	7.15961	6.11151	7.17380	1154.98322	0.61121	-73.95097	41.50106	10.05801	52.69008	40.72371	6.30327	10.06632	52.49918	10.98853	1.00000
6.46259	6.79486	7.59038	8.95244	6.65794	7.00418	1155.34882	0.26848	-85.43772	50.98284	6.35927	33.34011	10.63504	18.53403	9.14301	57.85443	5.84991	0.00000
2.46009	10.47643	8.93574	8.00960	5.72010	7.34142	1192.14366	0.08073	-73.47429	38.56325	6.78402	73.40334	40.68066	20.41039	7.23944	50.75068	7.28507	1.00000
9.78733	8.30705	8.81212	10.04008	6.16173	7.99601	1168.15812	0.04744	152.70493	59.80492	7.56400	53.29647	-25.54073	4.24616	5.48246	63.83306	7.95329	0.00000
7.10447	6.80510	9.65393	7.00308	7.19832	7.26809	1139.42492	0.11225	35.23388	69.53679	10.22947	47.03965	31.78336	14.18259	7.90019	47.78923	11.03655	1.00000
5.69804	6.85669	7.35729	8.70687	7.63736	7.66981	1097.23093	0.18838	-122.40433	73.00815	9.67088	55.24011	37.71715	8.02842	8.82620	22.48798	10.37870	1.00000
4.84971	7.52018	8.88342	8.75928	7.85118	7.19486	1189.03416	0.31351	-74.13653	45.37736	5.88239	45.40104	40.63316	11.84413	9.34508	39.42948	5.69417	0.00000
4.75304	7.30060	5.86655	5.78148	7.30348	6.10076	1191.62040	30.72375	38.2739	66.53873	9.05085	61.51769	46.7055	9.92476	14.02527	67.45165	11.00610	1.00000
5.72704	9.68730	6.74270	6.50436	9.03809	6.73972	1147.56423	0.10554	-15.6	43.79319	9.18875	45.79974	13.56667	30.03886	7.73689	57.05864	10.63414	0.00000
4.15869	6.76621	8.06191	7.88426	9.38895	7.44257	1080.98066	2.42787	-37.03861	57.58185	9.03649	51.80829	-10.90889	11.20431	11.46789	63.74643	10.58476	1.00000
6.23267	6.50376	6.60319	7.70649	8.46019	6.61267	1115.96462	0.63270	48.26258	44.79681	9.40179	48.97329	33.86419	29.09237	10.04322	53.69220	10.30460	1.00000
6.97657	7.09138	7.02917	9.80015	6.79286	8.79382	1126.84519	0.45495	-73.47429	35.07188	8.67129	53.88736	40.68066	16.58955	9.73084		10.15476	1.00000
8.64986	7.60855	7.18194	7.23729	8.08546	7.82542	1196.59418	0.03829	42.7125	43.77319	8.79450	38.79142	11.15583	16.47263	6.25346	71.89281	9.47847	1.00000
7.63257	9.09516	7.96485	7.97701	8.74794	8.38386	1199.35840	0.02222	11.32903	65.17745	7.68094	54.05481	50.9803	15.59992	5.67487	45.28309	9.93720	0.00000
7.77050	7.68124	7.79995	10.40169	6.78623	8.22696	1090.77129	0.05000	-61.51889	39.27148	7.17278	63.65694	10.66668	13.76860	6.19091	49.06898	11.20839	0.00000
7.19487	9.43997	7.92150	8.95743	7.61158	7.74324	1151.01965	0.52558	-37.65	49.28949	11.35514	40.20455	-10.91722	16.65201	9.88864	57.20780	8.51418	1.00000
5.14573	6.35437	6.64686	9.69735	6.98719	9.15068	1050.17993	0.63201	73.38333	69.07593	8.22890	19.98063	31.71667	24.80045	10.12024	52.92203	8.57222	1.00000
7.17263	8.23366	8.26936	9.05876	8.17770	7.53371	1179.95743	0.06669	-80.66756	34.85844	8.06012	49.49277	26.68451	21.83170	6.17112	39.00766	9.57868	0.00000
6.35598	6.21631	5.82351	10.09811	7.11052	6.87567	1092.13544	0.30424	102.56365	58.03784	7.79751	72.66456	13.65805	-2.74942	9.32541	49.18862	7.42731	1.00000
7.12149	7.41912	8.16693	7.39703	5.28459	6.34104	1089.52377	0.10543	99.1625	52.80347	10.81959	26.09943	3.3285	26.76358	7.82800	41.90193	12.03230	1.00000
7.48594	10.81173	6.80076	6.05808	6.94613	7.21495	1133.62270	2.60328	84.13864	58.36639	8.04362	54.95749	22.88783	4.58472	11.54366	34.65746	9.76336	1.00000
6.08599	9.59289	6.81469	10.30995	5.41625	6.80083	1123.95067	0.06442	123.62494	72.77515	8.66899	35.86829	12.37169	-2.18549	6.54345	56.53538	9.34712	0.00000
10.92186	7.30707	7.38160	4.09365	8.64913	8.21865	1179.95003	0.74211	-37.65	51.08113	10.36050	37.02155	-10.91722	22.91168	10.25176	28.26673	10.47059	1.00000
6.20662	5.87601	9.11927	8.63810	8.63392	8.16458	1164.27875	0.41622	103.81667	55.76325	7.46735	38.90569	1.6	10.88678	9.58161	45.12848	6.01588	0.00000
6.44284	10.84533	7.83206	7.12009	6.19074	6.87071	1167.01283	2.42042	4.62744	54.90956	10.43212	48.11557	36.06386	38.80509	11.47119	64.93620	9.90259	1.00000
6.51740	8.82199	7.74938	8.41370	7.02846	5.85198	1099.18921	0.35251	13.31783	54.00995	11.22452	65.76545	52.61131	14.37163	9.42929	58.31937	10.68226	1.00000
5.47398	9.93952	9.33156	7.29949	6.74253	6.90648	1098.26880	0.05376	136.61667	69.15599	9.33356	41.71071	36.53333	17.93139	7.21374	55.25519	9.06649	0.00000
10.02416	8.44319	6.97085	10.57853	7.19605	7.89523	1157.67821	0.04511	-88.70464	68.66885	7.12437	40.37397	34.25807	11.41571	5.08466	44.70886	7.95413	1.00000
9.12520	9.61974	6.71922	5.30153	7.84695	9.61192	1087.50007	0.73130	-72.27814	46.74739	7.99881	32.26306	42.93369	24.55490	10.22710	53.62751	10.07417	1.00000
4.86994	9.88396	6.25420	7.44746	7.31327	9.34406	1095.80050	0.06874	72.85107	59.49511	10.46522	59.46670	19.30157	8.32543	7.05107	43.14617	7.24272	0.00000
6.15271	6.60744	6.03065	6.79150	6.66589	8.07990	1091.18852	1.68431	135.31667	81.72523	8.14506	59.14664	34.25	9.48807	11.10336	43.98220	8.70840	1.00000
9.06196	5.88597	7.46992	11.32167	8.24003	9.86906	1148.94556	0.04376	-1.98956	62.86564	5.79793	34.05945	5.30383	21.48223	6.44002	60.49719	4.33306	0.00000
6.61643	8.48127	6.26600	6.24346	6.41827	8.55213	1186.98428	0.08479	-77.4286	59.54772	10.66501	42.47010	39.00622	23.28435	7.61527	41.48675	8.15998	1.00000
3.60212	9.41541	6.81944	7.04278	7.36353	8.43216	1066.09954	0.14150	8.73812	38.50032	8.55111	53.74543	41.91886	8.81527	8.34652	40.48641	8.66182	1.00000
4.31534	9.99139	4.93497	7.07554	9.48276	8.00735	1168.09404	0.06424	5.22778	15.26200	10.78214	61.23660	51.955	13.34883	7.24371	51.04717	7.27100	0.00000
8.49817	6.98461	7.26140	6.85495	7.60013	6.57179	1137.01165	0.61988	-101.2591	73.38817	6.21017	62.00943	21.01858	21.55260	10.07059	52.02330	8.15179	0.00000
5.74349	6.08446	8.63144	8.26959	6.33294	6.34426	1052.96442	0.78032	3.39467	47.30659	9.83096	51.54601	6.45407	-0.15049	10.31344	52.49043	10.48063	1.00000
9.24444	11.56715	6.51325	8.81322	8.68395	6.62624	1111.14582	0.31238	118.9707	43.20109	3.02743	56.80812	-3.5403	4.25307	9.36420	44.94690	4.42933	0.00000
5.98033	5.93756	8.20065	8.50935	7.66761	6.51927	1110.59417	0.34517	-48.67028	61.92389	9.07444	46.50847	-28.24	1.76075	9.34273	51.29913	9.06755	1.00000
6.04445	6.06722	7.61431	9.08582	8.11568	7.92375	1087.25847	0.08799	71.67164	62.35095	7.68123	43.74795	30.29184	-1.40141	7.94137	47.73811	6.74242	1.00000
6.86401	8.24924	7.71176	9.13030	6.29768	8.21438	1119.91413	0.03531	-77.02303	46.60286	8.39965	32.29464	38.70734	14.23087	6.23269	61.45527	9.20535	0.00000
7.16042	7.79887	5.15986	10.73171	7.04734	7.43220	1109.72171	0.01714	43.2379	56.28265	6.89009	42.95295	50.06	17.83614	5.51472	47.43576	10.75767	0.00000
6.26892	4.70928	7.44273	7.43554	7.14977	6.88882	1143.15511	0.19210	8.88104	33.32300	7.27791	31.51359	45.79377	16.75143	8.93593	39.60255	7.93714	0.00000
6.94920	6.55785	7.38443	9.94509	7.79972	5.62707	1126.94757	0.13068	-47.1725	78.35251	8.16434	41.95819	-22.57306	23.64488	8.16766	52.84576	8.35552	1.00000
7.37851	8.33345	8.33934	12.44392	7.03158	9.39022	1198.63500	0.55281	11.32903	52.29361	7.11118	82.99503	50.9803	12.08246	9.91996	48.83170	9.11903	1.00000
5.77731		9.19794	8.98334	5.68562	6.21644	1198.34654	0.04975	8.4493	45.83818	9.34895	41.79071	50.09019	19.66434	5.67268	48.66717	7.64052	0.00000
