latitude	revision	QoS	location	longitude	station
41.55838	2021-02-06	accep	America/New_York	-81.56929	Collinwood
40.66482	01/01/2013, 00:00:00	average	Asia/Shanghai	122.22833	Yingkou
8.79577	2014/05/08	building	America/Bogota	-75.69947	San Carlos
44.59445	2016-08-25	excellent	Europe/Rome	11.04979	Castelfranco Emilia
43.32686	10/22/2016, 00:00:00	excellent	Europe/Madrid	-2.98884	Leioa
45.4473	13 Oct 2020	average	America/Toronto	-73.75335	Dorval
59.37722	12/11/2021, 00:00:00	excellent	Europe/Tallinn	28.19028	Narva
17.34769	2016/09/29	building	Asia/Kolkata	78.55757	Lal Bahadur Nagar
37.60876	2016-02-11	average	America/New_York	-77.37331	Mechanicsville
23.04419	2016/04/01	excellent	America/Havana	-82.00919	Jaruco
43.50891	2018-03-24	good	Europe/Zagreb	16.43915	Split
42.93369	2020-11-26	average	America/New_York	-72.27814	Keene
-27.76952	2015-06-08	accep	Africa/Johannesburg	30.79165	Vryheid
-37.32167	2013-09-09	good	America/Argentina/Buenos_Aires	-59.13316	Tandil
31.28092	04/28/2017, 00:00:00	good	Asia/Kolkata	74.85849	Patti
51.78967	2016-10-20	accep	Europe/London	1.15597	Clacton-on-Sea
35.06667	13 Jul 2016	average	Asia/Tokyo	135.21667	Sasayama
35.85	2018/02/22	good	Asia/Shanghai	117.7	Dongdu
50.86079	03/01/2015, 00:00:00	accep	Europe/Warsaw	17.4674	Brzeg
4.94273	04/03/2022, 00:00:00	maintenance	Africa/Bangui	15.87735	Carnot
47.76232	05/17/2022, 00:00:00	average	America/Los_Angeles	-122.2054	Bothell
47.46657	19 May 2019	accep	Asia/Almaty	84.87144	Zaysan
30.35028	2021/08/17	accep	Asia/Shanghai	112.19028	Jingzhou
5.90702	11/21/2018, 00:00:00	average	Asia/Kuching	116.10146	Donggongon
48.8765	11/25/2021, 00:00:00	accep	Europe/Paris	2.18967	Rueil-Malmaison
40.64621	04 Mar 2013	good	America/New_York	-73.97069	Kensington
12.74482	18 Jun 2020	excellent	Africa/Lagos	4.52514	Argungu
44.89784	08/11/2015, 00:00:00	accep	Europe/Rome	8.86374	Tortona
5.84752	2014-07-14	accep	Africa/Abidjan	-5.682	Lakota
36.6009	04 Mar 2016	maintenance	Asia/Seoul	126.665	Hongseong
5.84752	2014/02/01	excellent	Africa/Abidjan	-5.682	Lakota
50.71229	07/16/2022, 00:00:00	excellent	Europe/Brussels	4.52529	Rixensart
41.75338	10/02/2014, 00:00:00	average	America/Indiana/Indianapolis	-86.11084	Granger
45.69558	10/28/2016, 00:00:00	accep	Europe/Paris	4.7934	Saint-Genis-Laval
38.10558	11/20/2020, 00:00:00	average	Europe/Madrid	-1.86343	Caravaca
43.16547	2013-12-25	excellent	America/New_York	-77.70066	Gates-North Gates
25.80565	2016-01-11	average	Asia/Karachi	68.49143	Bhit Shah
19.32889	2015-11-11	average	America/Mexico_City	-99.32556	San Lorenzo Acopilco
34.09611	2021/05/14	average	America/Los_Angeles	-118.10583	San Gabriel
53.7446	26 Jul 2013	average	Europe/London	-0.33525	Kingston upon Hull
51.955	2019-04-29	accep	Europe/Amsterdam	5.22778	Culemborg
39.72943	2017/01/20	excellent	America/Denver	-104.83192	Aurora
-1.26753	2021-08-26	good	Asia/Makassar	116.82887	Balikpapan
45.49428	15 Apr 2016	excellent	America/Los_Angeles	-122.86705	Aloha
48.49144	2021-10-02	accep	Europe/Berlin	9.20427	Reutlingen
53.53333	13 Oct 2016	good	Europe/Dublin	-7.35	An Muileann gCearr
37.52487	2016/10/12	excellent	America/New_York	-77.55777	Bon Air
36.08497	06/07/2016, 00:00:00	good	Africa/Tunis	9.37082	Siliana
48.52961	2014-12-31	maintenance	Europe/Berlin	12.16179	Landshut
38.37255	2022-09-20	maintenance	Europe/Istanbul	34.02537	Aksaray
32.17629	2013/02/23	average	Asia/Karachi	75.06583	Fazilpur
65.93381	2018/09/30	average	Asia/Yakutsk	111.4834	Aykhal
52.61131	2021-04-22	excellent	Europe/Berlin	13.31783	Hermsdorf
-28.44917	26 Aug 2018	average	America/Sao_Paulo	-52.2	Marau
41.41204	2018-10-01	maintenance	Europe/Madrid	2.18247	el Camp de l'Arpa del Clot
58.7002	2013/03/05	average	Asia/Yekaterinburg	59.4839	Kachkanar
23.02677	2017-03-29	accep	Asia/Shanghai	113.13148	Foshan
-2.13404	2016/03/03	average	America/Guayaquil	-79.59415	Milagro
68.79833	14 Apr 2016	acceptable	Europe/Oslo	16.54165	Harstad
23.73333	2014-12-06	good	Asia/Shanghai	114.68333	Heyuan
43.31667	2022/01/22	building	Europe/Madrid	-2.68333	Gernika-Lumo
25.75728	06/21/2019, 00:00:00	maintenance	Asia/Kolkata	75.37991	Deoli
34.86472	19 Aug 2017	excellent	Asia/Shanghai	117.55417	Zaozhuang
33.37526	2013-08-09	accep	Asia/Kolkata	74.3092	Rajaori
45.75279	2020-05-16	excellent	Asia/Shanghai	130.57211	Boli
25.6439	04/25/2020, 00:00:00	building	Asia/Kolkata	77.9129	Narwar
-33.59217	21 Feb 2015	good	America/Santiago	-70.6996	San Bernardo
38.37255	2018/06/12	average	Europe/Istanbul	34.02537	Aksaray
-2.90055	04/04/2013, 00:00:00	good	America/Guayaquil	-79.00453	Cuenca
10.58806	23 Jul 2018	accep	Asia/Kolkata	77.24779	Udumalaippettai
23.15678	01/17/2013, 00:00:00	maintenance	America/Havana	-81.24441	Varadero
40.55851	15 Oct 2016	good	Europe/Rome	17.80774	Mesagne
53.49389	2016/10/09	maintenance	Europe/London	-1.29243	Mexborough
16.455	2013-07-13	average	Asia/Manila	120.5875	La Trinidad
51.04962	01 Aug 2022	average	Europe/Berlin	12.1369	Zeitz
31.96258	2016/08/28	building	Asia/Karachi	73.97117	Naushahra Virkan
50.18545	10 Nov 2020	building	Europe/Kiev	27.06365	Shepetivka
42.55308	07/27/2016, 00:00:00	average	America/Chicago	-87.93341	Pleasant Prairie
15.45144	2019-04-19	average	Asia/Kolkata	78.14797	Betamcherla
37.56667	2018/08/06	accep	Asia/Tokyo	140.11667	Inawashiro
4.88441	06 Aug 2015	accep	Asia/Kuala_Lumpur	101.96857	Gua Musang
48.77644	12/30/2012, 00:00:00	excellent	Europe/Paris	2.29026	Sceaux
32.87533	12/19/2012, 00:00:00	excellent	Asia/Karachi	71.57118	Daud Khel
30.46907	2019-03-02	accep	Asia/Karachi	70.96699	Kot Addu
36.06386	19 Aug 2013	excellent	Africa/Algiers	4.62744	El Achir
-26.93366	2014-05-26	acceptable	Africa/Johannesburg	29.24152	Standerton
45.44868	2017/08/04	excellent	America/Toronto	-73.81669	Pointe-Claire
18.51957	2014-12-01	good	Asia/Kolkata	73.85535	Pune
36.20389	2016/04/30	good	Asia/Seoul	127.08472	Nonsan
45.39402	08/17/2014, 00:00:00	good	Europe/Rome	9.29109	San Giuliano Milanese
39.78504	19 Nov 2017	maintenance	America/Indiana/Indianapolis	-85.76942	Greenfield
-26.22861	2015/11/05	building	America/Sao_Paulo	-52.67056	Pato Branco
50.09019	2017-08-25	accep	Europe/Berlin	8.4493	Hofheim am Taunus
40.66482	2014/09/26	building	Asia/Shanghai	122.22833	Yingkou
-7.51611	2016/02/14	average	Asia/Jakarta	109.05389	Wangon
12.37169	08 Aug 2018	accep	Asia/Manila	123.62494	Masbate
-20.87306	2019-06-14	accep	America/Sao_Paulo	-48.29694	Viradouro
41.24255	01/25/2018, 00:00:00	maintenance	America/New_York	-82.61573	Norwalk
-33.75881	11/04/2014, 00:00:00	average	Australia/Sydney	150.99292	Baulkham Hills
48.25	2019-07-14	accep	Europe/Vienna	16.4	Floridsdorf
9.58126	03/30/2015, 00:00:00	excellent	Africa/Lagos	8.2926	Kafanchan
33.86419	2015/08/19	building	Asia/Tehran	48.26258	Aleshtar
37.58105	09/13/2013, 00:00:00	average	Europe/Istanbul	29.26639	Serinhisar
15.48131	10/14/2014, 00:00:00	average	America/Tegucigalpa	-86.57415	Olanchito
55.39485	09/04/2016, 00:00:00	excellent	Europe/Moscow	43.83992	Arzamas
38.72706	07/02/2021, 00:00:00	average	Europe/Lisbon	-9.24671	Carnaxide
46.18396	2014/07/18	excellent	Europe/Zurich	6.10237	Onex
40.37528	2017-06-22	excellent	Europe/Istanbul	28.88222	Mudanya
42.24113	08/20/2017, 00:00:00	excellent	America/Chicago	-88.3162	Crystal Lake
56.85836	06/17/2015, 00:00:00	excellent	Europe/Moscow	35.90057	Tver
-27.4338	2020-11-15	excellent	America/Argentina/Tucuman	-65.61427	Aguilares
50.75767	2015/08/10	average	Europe/London	-1.5443	Lymington
46.1351	2021-01-21	building	America/Glace_Bay	-60.1831	Sydney
-15.675	2021-06-09	maintenance	America/Bahia	-38.94722	Canavieiras
23.5654	12 Jun 2019	accep	Asia/Taipei	119.58627	Magong
25.92127	09/10/2022, 00:00:00	maintenance	Asia/Kolkata	86.79271	Madhipura
57.47908	07/08/2017, 00:00:00	excellent	Europe/London	-4.22398	Inverness
12.18441	09 Sep 2022	good	Africa/Ndjamena	18.69303	Mongo
3.02013	11/17/2017, 00:00:00	building	Africa/Kampala	30.91105	Arua
-34.64167	06 Jan 2020	good	America/Argentina/Buenos_Aires	-60.47389	Chacabuco
51.67822	2021-02-21	good	Europe/Kiev	33.9162	Hlukhiv
17.54907	2020-03-06	excellent	Asia/Kolkata	82.85749	Elamanchili
47.38093	2013/07/19	average	America/Los_Angeles	-122.23484	Kent
41.27194	08/08/2022, 00:00:00	average	Asia/Shanghai	123.17306	Liaoyang
30.46907	06/09/2017, 00:00:00	accep	Asia/Karachi	70.96699	Kot Addu
50.56149	2018/07/10	acceptable	Europe/Brussels	4.69889	Gembloux
53.43333	2019/01/30	accep	Europe/Dublin	-7.95	Athlone
19.64745	16 May 2013	average	America/Mexico_City	-102.04897	Paracho de Verduzco
41.41204	07/09/2022, 00:00:00	accep	Europe/Madrid	2.18247	el Camp de l'Arpa del Clot
42.64031	2016-06-20	good	Asia/Shanghai	125.51176	Dongfeng
35.72917	02/05/2016, 00:00:00	average	Africa/Tunis	10.58082	Msaken
34.14251	2016/02/23	accep	America/Los_Angeles	-118.25508	Glendale
48.06919	03/04/2014, 00:00:00	excellent	Europe/Berlin	11.37703	Gauting
18.65297	20 Aug 2016	accep	America/Port-au-Prince	-72.09391	Thomazeau
61.78491	2014-08-15	good	Europe/Moscow	34.34691	Petrozavodsk
50.76306	2021-04-22	average	Europe/London	-1.29772	Cowes
40.85158	15 May 2018	average	Asia/Shanghai	122.74754	Haicheng
-17.73648	08/15/2019, 00:00:00	excellent	Pacific/Efate	168.31366	Port-Vila
47.4943	2022/01/23	excellent	America/Los_Angeles	-122.24092	Bryn Mawr-Skyway
36.53333	24 Jul 2018	accep	Asia/Tokyo	136.61667	Nonoichi
41.1053	2021/03/02	average	Europe/Lisbon	-7.32097	Custoias
36.06523	2021-07-19	excellent	America/Los_Angeles	-119.01677	Porterville
-1.6	18 Nov 2019	accep	Asia/Jakarta	103.61667	Jambi City
34.25628	2019/01/30	accep	America/New_York	-78.04471	Leland
42.64031	24 Jun 2017	excellent	Asia/Shanghai	125.51176	Dongfeng
20.28527	2017-09-01	good	America/Mexico_City	-103.42897	Jocotepec
37.49223	2016/09/07	accep	Europe/Rome	15.07041	Catania
48.77644	09/06/2014, 00:00:00	average	Europe/Paris	2.29026	Sceaux
5.6561	2014/11/12	accep	America/Bogota	-75.87877	Andes
27.76056	10/22/2013, 00:00:00	accep	Atlantic/Canary	-15.58602	Maspalomas
31.84568	07/21/2019, 00:00:00	accep	America/Chicago	-102.36764	Odessa
58.7002	2017/11/17	good	Asia/Yekaterinburg	59.4839	Kachkanar
52.66277	2015/07/11	accep	Europe/London	-2.01111	Great Wyrley
51.47805	2018/11/04	accep	Europe/Berlin	6.8625	Oberhausen
38.91817	2014/03/06	average	America/New_York	-78.19444	Front Royal
37.51803	12/10/2012, 00:00:00	excellent	Europe/Rome	15.00913	Misterbianco
42.52787	2014/06/20	excellent	America/New_York	-70.92866	Peabody
51.35084	2014/11/26	good	Europe/London	-1.99421	Devizes
14.66	2017-09-13	accep	Asia/Manila	120.56528	Pilar
44.73941	2013-11-28	excellent	America/Chicago	-93.12577	Rosemount
17.34769	2013/07/16	accep	Asia/Kolkata	78.55757	Lal Bahadur Nagar
31.39547	03/10/2015, 00:00:00	average	Asia/Jerusalem	34.75699	Rahat
40.37528	2016/02/22	excellent	Europe/Istanbul	28.88222	Mudanya
26.91756	03/02/2016, 00:00:00	good	America/New_York	-82.07842	Punta Gorda Isles
-22.53722	2019-04-12	good	America/Sao_Paulo	-42.98194	Guapimirim
-27.50578	30 Aug 2015	excellent	Australia/Brisbane	153.10236	Carindale
10.63504	2013-05-11	good	America/Costa_Rica	-85.43772	Liberia
36.65	18 Mar 2021	average	Asia/Tokyo	138.31667	Suzaka
40.55851	09 Dec 2018	maintenance	Europe/Rome	17.80774	Mesagne
39.43534	2021-02-09	good	America/New_York	-84.20299	Lebanon
44.59445	2016/05/02	building	Europe/Rome	11.04979	Castelfranco Emilia
37.73604	2017/05/14	maintenance	America/Los_Angeles	-120.93549	Riverbank
42.35843	11/13/2012, 00:00:00	good	America/New_York	-71.05977	Boston
34.65918	08/21/2021, 00:00:00	excellent	Asia/Shanghai	109.22921	Yanliang
41.55947	2016-06-02	excellent	Europe/Rome	14.66737	Campobasso
-22.57306	2022-04-21	good	America/Sao_Paulo	-47.1725	Artur Nogueira
51.78967	09/24/2021, 00:00:00	average	Europe/London	1.15597	Clacton-on-Sea
15.5439	06/16/2018, 00:00:00	excellent	Asia/Kolkata	73.7553	Calangute
-29.2975	03 Dec 2013	excellent	America/Sao_Paulo	-51.50361	Carlos Barbosa
48.86667	05/03/2015, 00:00:00	building	Europe/Paris	2.08333	Marly-le-Roi
44.27804	2019/01/13	good	America/Chicago	-88.27205	Kaukauna
45.69558	2020-06-21	good	Europe/Paris	4.7934	Saint-Genis-Laval
25.6439	2019/07/27	good	Asia/Kolkata	77.9129	Narwar
34.75856	03 Jul 2021	accep	Asia/Tokyo	136.13108	Ueno-ebisumachi
21.59983	2021/04/23	excellent	Asia/Kolkata	71.21169	Amreli
43.50891	2021/02/25	average	Europe/Zagreb	16.43915	Split
14.67751	17 May 2016	excellent	America/Martinique	-60.94228	Le Robert
-16.25	2021-09-06	accep	America/Lima	-69.08333	Yunguyo
31.64615	2018-07-06	good	Asia/Shanghai	120.74221	Changshu City
-17.83333	01/15/2016, 00:00:00	excellent	Indian/Antananarivo	48.41667	Ambatondrazaka
52.41667	2017/04/17	average	Europe/London	0.75	Thetford
12.18441	2019-03-21	accep	Africa/Ndjamena	18.69303	Mongo
53.46506	2020/12/17	average	Europe/London	-1.47217	Chapletown
6.84019	2016-10-21	excellent	Asia/Colombo	79.87116	Dehiwala-Mount Lavinia
53.7446	14 Jul 2015	accep	Europe/London	-0.33525	Kingston upon Hull
51.78967	23 Apr 2019	building	Europe/London	1.15597	Clacton-on-Sea
23.07492	2015-11-22	excellent	Asia/Kolkata	88.28637	Pandua
36.65	2019-08-27	good	Asia/Tokyo	138.31667	Suzaka
31.92923	05/19/2015, 00:00:00	excellent	Asia/Jerusalem	34.86563	Ramla
-7.01833	2017-08-20	accep	Asia/Jakarta	107.60389	Pameungpeuk
34.85	2016/01/20	good	Asia/Shanghai	117.33333	Taozhuang
36.06386	12/27/2015, 00:00:00	acceptable	Africa/Algiers	4.62744	El Achir
18.42745	04/14/2021, 00:00:00	good	America/Puerto_Rico	-67.15407	Aguadilla
25.92493	19 Dec 2013	accep	Asia/Kolkata	73.66633	Sojat
38.40917	2016-06-28	average	Asia/Shanghai	112.73333	Xinzhou
-7.54972	01/09/2014, 00:00:00	accep	Asia/Jakarta	110.71639	Ngemplak
46.75451	06/11/2021, 00:00:00	good	Europe/Kiev	33.34864	Nova Kakhovka
19.32932	2017/08/21	accep	America/Mexico_City	-98.1664	Contla
37.49223	10/19/2015, 00:00:00	accep	Europe/Rome	15.07041	Catania
-21.98333	2017/07/17	average	Africa/Windhoek	16.91667	Okahandja
50.79205	2014/07/21	excellent	Europe/London	-1.08593	Southsea
42.52787	01/04/2021, 00:00:00	average	America/New_York	-70.92866	Peabody
36.61954	2016-03-01	average	Africa/Algiers	4.08282	Beni Douala
57.47908	03/17/2013, 00:00:00	excellent	Europe/London	-4.22398	Inverness
11.86064	2014/05/31	excellent	Africa/Lagos	9.0027	Gaya
42.67164	21 Aug 2019	excellent	Europe/Rome	14.01481	Roseto degli Abruzzi
38.06084	03 Mar 2014	building	America/Chicago	-97.92977	Hutchinson
7.50251	2017/09/10	accep	Africa/Lagos	5.06258	Igbara-Odo
39.43534	2013-07-03	excellent	America/New_York	-84.20299	Lebanon
49.41029	2014-06-27	maintenance	Europe/Zaporozhye	38.15035	Svatove
41.27621	2014-12-19	average	America/New_York	-72.86843	East Haven
39.78504	19 Mar 2021	good	America/Indiana/Indianapolis	-85.76942	Greenfield
34.25	02 Sep 2020	excellent	Asia/Tokyo	135.31667	Iwade
59.33333	01/09/2014, 00:00:00	good	Europe/Stockholm	18.28333	Boo
38.07789	15 Jun 2017	accep	Europe/Rome	13.44275	Villabate
21.59983	04/11/2015, 00:00:00	average	Asia/Kolkata	71.21169	Amreli
33.45122	03/10/2018, 00:00:00	average	America/Chicago	-86.99666	Hueytown
46.32313	05/16/2019, 00:00:00	accep	Europe/Paris	-0.45877	Niort
-13.7804	2015/01/02	average	Africa/Blantyre	34.4587	Salima
40.70995	2018-12-12	good	Europe/Madrid	0.57856	Amposta
23.49668	2015/12/22	maintenance	Asia/Kolkata	86.68363	Adra
-3.20333	2019-02-18	good	America/Santarem	-52.20639	Altamira
6.25947	2016-08-21	building	Asia/Bangkok	102.05461	Tak Bai
22.19303	2019-04-23	excellent	Asia/Kolkata	88.18466	Diamond Harbour
53.00974	2014/10/18	average	Europe/London	-3.05814	Rhosllanerchrugog
33.3213	2014-03-02	maintenance	Asia/Tokyo	130.94098	Hita
-27.50578	05/24/2014, 00:00:00	accep	Australia/Brisbane	153.10236	Carindale
53.0233	2022-06-06	maintenance	Europe/London	-1.48119	Belper
43.86682	2019/11/10	accep	America/Toronto	-79.2663	Markham
-2.13404	10/26/2019, 00:00:00	accep	America/Guayaquil	-79.59415	Milagro
31.28092	2019-10-26	maintenance	Asia/Kolkata	74.85849	Patti
42.30865	2014/03/02	accep	America/Detroit	-83.48216	Canton
34.09611	01/25/2017, 00:00:00	good	America/Los_Angeles	-118.10583	San Gabriel
3.11988	12/20/2017, 00:00:00	average	Africa/Nairobi	35.59642	Lodwar
24.05979	2019-01-01	building	Asia/Kolkata	77.40858	Leteri
-25.42944	03 Jul 2021	average	America/Sao_Paulo	-50.00639	Palmeira
1.6	18 Oct 2015	excellent	Asia/Kuala_Lumpur	103.81667	Ulu Tiram
40.37528	15 Jul 2019	excellent	Europe/Istanbul	28.88222	Mudanya
36.76775	28 Sep 2016	building	Africa/Algiers	2.95924	Cheraga
-10.91111	11/09/2012, 00:00:00	accep	America/Maceio	-37.07167	Aracaju
33.08014	20 Sep 2015	maintenance	America/New_York	-83.2321	Milledgeville
36.61954	2013-01-19	good	Africa/Algiers	4.08282	Beni Douala
-3.5403	23 Jun 2016	accep	Asia/Makassar	118.9707	Majene
40.49748	04/08/2014, 00:00:00	excellent	Asia/Yerevan	44.7662	Hrazdan
35.50056	06 Nov 2014	good	Asia/Shanghai	117.63083	Pingyi
56.56317	31 May 2017	building	Europe/London	-2.58736	Arbroath
44.59445	2022/08/04	excellent	Europe/Rome	11.04979	Castelfranco Emilia
7.50251	02/14/2020, 00:00:00	excellent	Africa/Lagos	5.06258	Igbara-Odo
26.76628	09/19/2015, 00:00:00	average	Asia/Kolkata	83.36889	Gorakhpur
32.44874	12/16/2021, 00:00:00	accep	America/Chicago	-99.73314	Abilene
56.11281	2021/09/13	good	Asia/Yekaterinburg	69.49015	Ishim
41.91738	2018-11-08	building	Europe/Madrid	3.1631	Palafrugell
34.81667	2016/12/30	excellent	Asia/Tokyo	137.4	Toyokawa
55.64776	2022/05/01	average	Europe/Moscow	38.02486	Malakhovka
54.03876	30 Jul 2018	maintenance	Europe/Moscow	43.91385	Kovylkino
18.51957	2021/07/05	excellent	Asia/Kolkata	73.85535	Pune
36.72544	09 Jul 2020	building	Africa/Algiers	3.55665	Thenia
3.27833	2020-11-07	average	Africa/Kampala	32.88667	Kitgum
4.2475	2019/02/02	building	Africa/Douala	9.00472	Idenao
48.78232	07/12/2018, 00:00:00	excellent	Europe/Berlin	9.17702	Stuttgart
31.39547	2015-03-04	excellent	Asia/Jerusalem	34.75699	Rahat
44.97639	2012-12-07	excellent	Europe/Belgrade	19.61222	Sremska Mitrovica
35.88264	2020-03-16	good	America/New_York	-80.08199	Thomasville
12.1277	2014-07-04	accep	Asia/Kolkata	78.15794	Dharmapuri
31.39547	04 Apr 2021	good	Asia/Jerusalem	34.75699	Rahat
26.32293	01 Feb 2018	good	Asia/Kolkata	91.00632	Barpeta
36.91023	2016/03/10	maintenance	America/Los_Angeles	-121.75689	Watsonville
9.89206	2015-06-13	maintenance	Africa/Mogadishu	43.38531	Baki
52.48173	2020/06/02	good	Europe/London	-2.12139	Brierley Hill
0.03813	2015/10/11	maintenance	Africa/Nairobi	36.36339	Nyahururu
40.53123	2019/01/04	average	Europe/Rome	17.58522	Francavilla Fontana
40.65995	02 Jun 2014	average	America/Denver	-111.99633	Kearns
-37.32167	2022/06/01	average	America/Argentina/Buenos_Aires	-59.13316	Tandil
22.83957	12/22/2013, 00:00:00	maintenance	Asia/Dhaka	91.84128	Manikchari
51.62907	29 Dec 2017	good	Europe/London	-0.74934	High Wycombe
51.08468	2016/03/16	average	Europe/Berlin	7.11393	Burscheid
22.4711	2015/12/11	average	Asia/Kolkata	88.1453	Pujali
-22.45667	2016/01/02	good	America/Sao_Paulo	-47.53028	Santa Gertrudes
47.05	05 Jun 2018	average	Europe/Vienna	15.46667	Sankt Peter
36.20389	2016/02/17	good	Asia/Seoul	127.08472	Nonsan
34.09668	2020-10-11	good	America/Los_Angeles	-117.71978	Claremont
65.84811	2021/02/27	average	Europe/Helsinki	24.14662	Tornio
31.82539	03/26/2014, 00:00:00	good	Asia/Karachi	72.54064	Sillanwali
8.79577	03 Feb 2021	average	America/Bogota	-75.69947	San Carlos
35.88264	2021/04/19	excellent	America/New_York	-80.08199	Thomasville
51.39323	22 Feb 2019	average	Europe/London	0.47713	Strood
56.56317	10/03/2018, 00:00:00	maintenance	Europe/London	-2.58736	Arbroath
-15.21194	05/13/2018, 00:00:00	good	America/Lima	-75.11028	Minas de Marcona
46.32313	2022/01/16	building	Europe/Paris	-0.45877	Niort
43.61062	2020-07-24	average	America/New_York	-72.97261	Rutland
40.82232	2018/01/23	accep	America/New_York	-74.15987	Nutley
1.6561	21 Jan 2019	accep	Asia/Kuala_Lumpur	103.6032	Kulai
13.56667	2017/12/30	building	Africa/Banjul	-15.6	Farafenni
47.76232	2013/12/20	maitennce	America/Los_Angeles	-122.2054	Bothell
39.08367	2018-03-12	accep	America/New_York	-84.50855	Covington
51.40944	18 Jan 2022	building	Europe/Saratov	46.04833	Privolzhskiy
12.74409	13 Sep 2019	excellent	Africa/Bamako	-8.07257	Kati
52.09	18 Aug 2018	good	Europe/Amsterdam	5.23333	Zeist
27.09978	21 Mar 2016	excellent	America/New_York	-82.45426	Venice
2.41669	2016/09/24	good	Africa/Kampala	30.98551	Paidha
41.63976	25 Jun 2020	good	Europe/Madrid	2.35739	Cardedeu
35.6803	2013/05/02	good	Asia/Tehran	51.0193	Shahre Jadide Andisheh
34.09668	30 Oct 2012	good	America/Los_Angeles	-117.71978	Claremont
34.63915	2014/03/10	accep	America/Los_Angeles	-120.45794	Lompoc
50.74497	2018/10/23	average	Europe/Brussels	3.20639	Mouscron
53.46506	2020-06-29	average	Europe/London	-1.47217	Chapletown
0.46005	08/04/2020, 00:00:00	good	Africa/Nairobi	34.11169	Busia
58.63667	2013/07/09	building	Asia/Yekaterinburg	59.80222	Lesnoy
15.73628	2014/02/02	average	Asia/Kolkata	75.96976	Gajendragarh
-7.01833	06 Jul 2019	average	Asia/Jakarta	107.60389	Pameungpeuk
-8.66667	05/02/2013, 00:00:00	accep	America/Recife	-35.71667	Catende
-17.74431	2018-05-24	average	America/Sao_Paulo	-48.62789	Caldas Novas
45.78071	2012/12/14	accep	Europe/Rome	12.84052	Portogruaro
18.00747	12 Feb 2017	good	America/Jamaica	-76.78319	New Kingston
65.93381	02/24/2013, 00:00:00	excellent	Asia/Yakutsk	111.4834	Aykhal
-54.8	28 Jul 2020	good	America/Argentina/Ushuaia	-68.3	Ushuaia
45.69558	01 Jan 2015	good	Europe/Paris	4.7934	Saint-Genis-Laval
-27.76952	2018/02/10	maintenance	Africa/Johannesburg	30.79165	Vryheid
16.455	10/02/2014, 00:00:00	average	Asia/Manila	120.5875	La Trinidad
6.8485	12/15/2018, 00:00:00	building	Africa/Lagos	3.64633	Shagamu
30.81383	2015-01-08	accep	Asia/Kolkata	75.16878	Moga
50.82709	13 Jun 2021	accep	Europe/Berlin	6.9747	Wesseling
10.98778	05/11/2014, 00:00:00	accep	America/Bogota	-74.95472	Puerto Colombia
18.51957	03/31/2021, 00:00:00	excellent	Asia/Kolkata	73.85535	Pune
-7.76667	09/20/2021, 00:00:00	accep	Africa/Dar_es_Salaam	35.7	Iringa
42.28639	2020-10-10	accep	Europe/Podgorica	18.84	Budva
40.68066	13 Oct 2012	excellent	America/New_York	-73.47429	Massapequa
40.64621	2013-11-19	excellent	America/New_York	-73.97069	Kensington
48.15659	01 Apr 2014	building	Europe/Chisinau	28.28489	Soroca
43.83125	18 Dec 2021	good	Europe/Paris	5.03586	Cavaillon
22.98212	2018/05/21	good	America/Havana	-80.58556	Corralillo
22.37066	09/23/2021, 00:00:00	good	Asia/Hong_Kong	114.10479	Tsuen Wan
37.19723	2020-04-07	accep	Asia/Shanghai	122.05228	Tianfu
16.0438	18 Mar 2019	good	Asia/Manila	120.4861	Manaoag
44.98901	04/26/2021, 00:00:00	accep	Europe/Moscow	38.94324	Yablonovskiy
26.68451	2021/07/02	average	America/New_York	-80.66756	Belle Glade
-29.2975	26 Dec 2015	average	America/Sao_Paulo	-51.50361	Carlos Barbosa
-21.15	2022/09/23	accep	Indian/Antananarivo	46.58333	Ikalamavony
43.82634	17 Nov 2019	good	Asia/Tokyo	144.09638	Motomachi
10.10649	2020-09-26	accep	Asia/Kolkata	76.35484	Alwaye
19.32932	09/26/2022, 00:00:00	building	America/Mexico_City	-98.1664	Contla
-3.5403	2018/07/06	excellent	Asia/Makassar	118.9707	Majene
36.61954	2012-12-06	accep	Africa/Algiers	4.08282	Beni Douala
-29.2975	17 May 2019	average	America/Sao_Paulo	-51.50361	Carlos Barbosa
20.22816	2018-06-05	building	America/Mexico_City	-103.5687	Zacoalco de Torres
42.50729	28 Dec 2020	good	Europe/Andorra	1.53414	les Escaldes
42.64031	2016/06/22	excellent	Asia/Shanghai	125.51176	Dongfeng
53.53333	2022/01/28	excellent	Europe/Dublin	-7.35	An Muileann gCearr
21.01858	05/25/2020, 00:00:00	good	America/Mexico_City	-101.2591	Guanajuato
52.26083	08/04/2020, 00:00:00	maintenance	Europe/Amsterdam	7.00417	Losser
52.61131	2022-01-28	excellent	Europe/Berlin	13.31783	Hermsdorf
1.6561	2018/07/28	excellent	Asia/Kuala_Lumpur	103.6032	Kulai
32.87533	2015-08-11	maintenance	Asia/Karachi	71.57118	Daud Khel
-7.81667	11/08/2012, 00:00:00	average	Asia/Jakarta	112.01667	Kediri
58.1908	2021-08-16	good	Europe/Moscow	40.17171	Danilov
47.56494	11 Jun 2018	good	Europe/Kiev	31.33078	Voznesensk
