TEMP	PM10	CH4	PRES	longitude	H2CO	NH3	NOx	PM2.5	PAHs	SO2	latitude	CFCs	warning	CO	C2H3NO5	O3	Pb
21.17597	7.12511	10.53006	1104.65888	-80.08199	39.01535	6.38906	9.62687	8.46930	11.12361	9.29758	35.88264	55.39954	0.00000	6.63089	0.09025	5.46471	43.54624
-8.84081	8.36169	6.11380	1165.84036	16.54165	51.22552	7.38705	8.42489	7.74325	12.93813	8.93046	68.79833	42.87236	1.00000	11.33638	0.17275	7.48497	47.93314
23.03399	6.82133	10.00617	1196.48361	59.4839	33.77694	5.73593	8.07362	8.56795	11.32941	8.15218	58.7002	67.52821	0.00000	6.00209	0.09682	8.56364	61.30020
16.54311	8.63376	6.42092	1098.12384	75.37991	44.69385	8.44779	5.39516	7.06913	5.97947	8.71886	25.75728	65.89609	1.00000	9.13452	0.22180	7.92869	69.42753
17.18677	4.34357	8.60187	1066.68797	-2.98884	70.10649	5.99485	7.40947	7.63709	8.24619	8.51116	43.32686	48.20122	0.00000	5.66537	0.04930	6.67243	75.77106
16.54132	8.45223	11.50938	1184.93773	-75.60804	56.16335	9.70661	9.26424	7.28262	3.72889	8.01853	39.96097	56.59384	0.00000	7.01626	0.16492	8.35940	71.56518
45.97448	8.34980	11.16778	1105.69234	-82.90375	53.61930	5.81338	9.79121	7.08717	11.40949	7.28409	32.54044	31.98116	0.00000	6.34079	0.15224	7.34226	65.89081
22.42346	8.17556	11.22985	1186.85134	68.49143	71.77641	11.40946	11.24602	8.64300	1.44423	9.41609	25.80565	49.31516	0.00000	5.21685	0.13002	7.58719	48.15099
5.41234	7.62268	8.53759	1092.40878	29.24152	46.48782	6.41535	8.15442	6.25288	9.11180	7.80581	-26.93366	61.00626	0.00000	4.79954	0.09418	6.56564	35.87157
31.92678	4.89571	5.87381	1160.33965	-48.29694	48.82574	9.55785	7.16667	7.43812	5.50675	5.84303	-20.87306	71.81567	1.00000	9.92194	0.04088	8.45185	68.33447
15.75472	9.41908	8.90191	1149.81647	8.2926	41.82929	7.10450	9.78665	7.87712	7.82004	6.11922	9.58126	50.69052	1.00000	9.24207	0.39959	9.08665	55.74937
8.67276	8.18269	8.05860	1084.15986	43.91385	54.86895	7.96851	6.62598	7.11689	10.51888	8.26970	54.03876	42.34698	1.00000	10.91308	0.16077	7.04462	60.39402
24.73585	7.16380	8.12832	1083.52313	4.62744	47.77689	6.68956	10.18690	5.73794	8.43931	8.87202	36.06386	42.50136	0.00000	6.76480	0.10300	8.94093	67.65908
14.11425	4.25727	9.10039	1180.65779	119.58627	40.71595	6.92270	9.16861	7.69787	7.69806	9.14079	23.5654	57.69804	0.00000	8.38966	0.04774	9.06625	61.48041
22.12375	7.68967	8.29064	1092.32663	11.04979	55.70860	9.78102	5.09590	5.50027	8.64561	7.60026	44.59445	51.03442	1.00000	7.26171	0.12459	7.25287	64.70783
24.23831	9.51636	8.00548	1167.84787	79.883	51.68124	7.35901	8.52986	7.00184	8.30767	9.41212	6.9909	37.79398	0.00000	8.08416	0.42486	8.07728	40.21164
13.04527	8.99731	11.10227	1195.52865	-97.92977	50.19984	6.14029	8.29270	8.60098	10.69699	8.13808	38.06084	39.79906	1.00000	11.38809	0.29661	7.68210	61.73657
8.34771	10.80216	10.65592	1095.33622	-94.74049	59.28734	5.51006	10.83874	6.28888	12.13348	7.90725	32.5007	34.81236	0.00000	5.47308	1.46284	8.08080	55.63379
16.60297	8.87935	4.48658	1189.70452	112.9	49.39372	7.71252	6.63281	6.57218	6.39027	8.66762	27.85	57.34755	1.00000	9.45175	0.27952	9.05973	54.65132
2.94500	9.15425	12.35462	1057.61609	19.91667	68.18495	4.50967	9.95438	7.60204	12.56771		-11.78333	52.34892	0.00000	5.86414	0.31424	9.46812	49.29364
15.69302	7.74486	8.24247	1160.92037	103.81667	49.64484	4.40997	9.16815	7.42599	8.98013	9.01450	1.6	44.93996	1.00000	8.02187	0.12284	7.75459	47.78465
18.19503	10.41946	6.83815	1173.65625	-80.31727	32.14978	8.70799	8.30437	9.45010	10.00668	8.31414	25.67927	52.69392	0.00000	6.86843	1.01410	8.84614	44.74896
12.21653	10.49948	4.16662	1095.76908	2.45012	63.55951	4.55762	6.50071	7.13072	7.41464	8.21720	48.90982	18.97982	1.00000	10.51224	1.09149	7.76493	53.89695
9.17848	6.79472	8.75511	1152.73187	-93.75018	51.58233	7.68684	7.28672	9.38039	10.36446	8.55833	32.52515	64.02059	1.00000	7.87340	0.08192	9.78249	53.73820
17.34728	10.72424	8.74633	1190.94727	-93.12577	38.74068	7.59406	9.83786	7.22672	10.06755	5.96142	44.73941	30.75081	1.00000	11.60697	1.36523	6.02563	33.18475
20.47233	6.16877	9.87917	1132.17078	8.86704	53.50323	6.76859	8.95206	7.84328	9.10935	8.52461	50.23805	58.63147	0.00000	6.50460	0.07506	7.65579	50.42117
12.29984	5.95225	7.48199	1078.18072	-93.12577	41.96953	6.30977	8.87206	8.10568	8.53119	9.50564	44.73941	54.58183	0.00000	5.94247	0.07954	8.17047	43.41768
7.98756	7.34395	5.53193	1103.80223	-84.50855	58.78852	8.98150	6.25431	7.41257	7.25006	8.72960	39.08367	45.57278	1.00000	8.33481	0.08076	7.23968	51.50824
15.60579	9.19776	7.99691	1178.56492	-122.2054	49.75766	7.10230	9.03883	6.66500	8.47196	7.68494	47.76232	59.87696	0.00000	4.44620	0.33202	7.53139	64.09548
19.49018	11.03488	10.81983	1084.43036	-1.05366	41.20136	5.80648	9.88927	8.79884	5.65872	8.93129	43.71032	48.25125	1.00000	7.58853	1.84486	7.26585	57.58559
2.75381	7.44058	6.43034	1069.50632	125.51176	55.98281	9.53657	5.13877	7.84529	4.75400	6.79454	42.64031	28.63118	1.00000	9.37066	0.07660	6.46052	68.34330
18.17976	9.52768	8.11988	1152.75003	10.03988	71.25466	9.77758	10.27851	8.53614	5.69341	9.54471	53.6052	34.28523	0.00000	6.42421	0.45767	7.24373	55.70298
14.74896	8.84596	11.42723	1056.48147	-0.74934	65.49413	7.71496	9.33470	7.88088	8.72013	8.53258	51.62907	45.12173	1.00000	8.27450	0.25428	9.25228	64.13229
-3.07043	9.93603	9.63458	1153.24017	-86.11084	31.45125	6.82302	11.06118	7.85432	9.03018	8.29915	41.75338	71.54706	1.00000	9.71059	0.63103	8.54542	39.48548
15.95930	6.45041	10.10234	1191.59969	-84.20299	61.46478	4.76865	9.54884	7.70275	10.83729	8.76239	39.43534	39.54953	0.00000	6.53200	0.06725	7.65130	41.24522
16.93906	5.98601	10.99312	1160.09230	-2.58736	70.86244	4.39973	8.83605	6.41939		8.86757	56.56317	28.03392	0.00000	6.96555	0.03751	8.10856	52.90772
18.99679	8.34900	7.25196	1060.48649	-87.65644	65.40454	10.19998	5.80917	8.04443	7.87844	8.03493	41.80753	51.35280	1.00000	7.39529	0.16072	9.30655	76.79970
10.07831	8.62856	8.98695	1183.31626	2.45012	39.28348	3.80253	11.09045	9.34684	9.07354	7.12373	48.90982	30.14527	1.00000	8.42666	0.22338	8.77342	75.71372
12.73967	5.01140	6.38540	1127.49771	117.63083	52.59615	10.25518	6.51832	7.39072	5.84298	8.92612	35.50056	39.21359	1.00000	9.05811	0.04411	9.56086	50.46128
-0.65176	11.02848	8.78072	1153.05422	82.85749	58.87848	8.92005	12.40442	8.33236	9.84619	7.09608	17.54907	31.26130	0.00000	7.54572	1.86003	6.89711	54.67647
19.93933	6.22389	7.08622	1075.61567	-7.35	48.12282	9.98381	7.06274	7.42004	7.07868	9.80192	53.53333	23.08465	1.00000	8.84500	0.05455	7.65284	70.56618
18.97271	7.56901	10.14723	1157.72263	-72.97261	18.39265	5.72493	7.76621	7.21346	10.78877	7.03291	43.61062	49.42369	0.00000	4.31624	0.10192	8.09546	84.02471
8.37529	8.61211	7.64253	1129.82770	-72.27814	52.73674	7.79727	9.76917	7.02230	9.33680	6.99078	42.93369	32.24955	1.00000	8.40533	0.20736	7.84709	57.07206
17.01511	10.91288	10.65830	1117.08458	103.65309	39.85583	6.53969	9.31258	7.66129	7.32755	5.88111	16.0567	58.62944	1.00000	9.86810	1.61713	7.92314	58.51310
24.08753	6.75581	5.80726	1167.86030	13.28702	41.07666	7.17201	6.64239	7.02580	5.86702	7.86236	52.4581	27.74717	1.00000	10.77839	0.06626	6.45356	73.99501
19.06843	8.75527	9.37665	1197.82852	-97.92977	72.04043	9.69820	9.60327	6.99538	6.97634	7.75441	38.06084	39.23372	0.00000	6.02196	0.25701	8.31917	46.88523
9.94035	6.73327	8.88300	1091.72427	-71.05977	40.78437	5.49996	6.53237	8.15775	9.35717	6.34474	42.35843	56.80874	0.00000	4.14069	0.07323	6.99329	66.98204
12.13474	7.86970	6.65850	1099.08108	13.10984	51.52165	7.77263	11.46066	7.33745	7.90859	7.79468	51.30001	43.90042	0.00000	6.49550	0.11480	9.55701	45.36664
23.62444	11.43531	9.67744	1139.70743	111.4834	51.55413	10.58926	8.00324	7.14442	5.45341	7.35228	65.93381	61.99955	0.00000	5.14579	2.70072	8.57312	50.20691
-8.32836	9.11551	10.87119	1104.74832	76.32756	43.68332	10.65038	10.00831	7.25869	2.96822	7.75425	9.57046	70.58286	0.00000	6.26095	0.30821	7.98844	44.52001
35.41221	9.44815	10.16150	1128.52307	124.84472	35.64332	6.11260	9.02957	8.95750	9.75050	7.19118	10.13361	27.79389	1.00000	10.71156	0.40426	8.37904	53.95818
18.17790	7.32424	5.90457	1063.45983	-72.86843	53.70291	7.89270	6.43487	7.69979	7.89516	7.46599	41.27621	64.31265	1.00000	8.84545	0.08809	7.52557	62.87448
19.42600	7.59747	6.83059	1168.49245	111.50861	67.12876	7.31167	7.37475	6.68551	10.62491	8.21678	32.54278	43.25397	1.00000	8.47068	0.11254	6.33351	53.65368
28.48943	7.63398	8.37381	1122.89216	-79.2663	54.22461	9.82876	6.47182	7.59309	7.73704	8.26962	43.86682	52.66308	1.00000	8.35444	0.10426	6.05090	78.63727
-0.75060	8.19278	9.84851	1177.41834	2.35739	53.82111	8.28156	9.46997	8.95755	6.22404	7.97715	41.63976	40.99474	0.00000	7.69365	0.16339	7.01051	58.87955
32.41776	5.94484	6.70891	1173.17559	44.7662	38.41175	6.60176	9.75804	8.49865	8.33722	8.89454	40.49748	60.25217	0.00000	7.05261	0.03522	8.92342	
4.20860	6.17382	9.85087	1199.59235	5.03586	41.92859	7.25758	8.21183	8.10185	8.32440	8.44998	43.83125	43.09356	0.00000	5.10028	0.07155	6.61889	48.09245
13.19636	11.04747	10.37207	1157.83041	-88.81395	40.23835	6.64829	10.56076	10.10444	9.52618	6.58309	35.61452	36.58195	1.00000	8.50454	1.86201	9.00236	75.15916
28.59422	8.32953	5.98653	1085.03106	-1.47217	55.05994	6.86920	7.43582	9.23265	9.61789	8.20397	53.46506	23.66229	1.00000	9.37349	0.14171	8.41576	69.22450
9.47234	3.38786	13.42373	1126.37199	1.53414	41.55595	15.04296	5.50163	7.80701	10.32123	8.17629	42.50729	26.89543	1.00000	4.90427	0.05447	7.50228	34.69155
15.02696	8.54041	9.09512	1175.69695	117.63083	62.76143	10.12453	10.17718	9.60154	6.51809	10.20177	35.50056	51.68402	0.00000	4.24718	0.17275	7.84561	60.43421
14.85536	5.93974	9.72731	1157.68536	-1.48119	77.01980	11.09078	5.81425	7.49690	8.78442	8.32542	53.0233	26.27851	1.00000	7.20154	0.07138	9.18329	59.06790
19.03749	5.08418	8.40589	1064.54400	109.05389	71.06645	7.50583	7.93370	7.31859	7.41141	7.76676	-7.51611	35.77272	0.00000	6.05815	0.05990	9.32375	56.97703
23.79904	9.30552	9.70993	1152.41880	73.97117	53.32625	8.34670	9.85112	8.11058	9.61140	6.75678	31.96258	56.49918	1.00000	8.08737	0.37087	7.57102	65.21040
7.30803	8.02817	8.69669	1066.82483	-0.45877	20.76569	6.10148	10.60242	7.46239	9.90616	8.78355	46.32313	30.37068	0.00000	6.95541	0.11704	8.05774	69.65936
-1.89065	5.68241	6.53174	1189.13486	-72.09391	59.00053	8.81304	6.85238	6.60729	6.88950	9.32850	18.65297	89.23705	1.00000	9.12606	0.03538	8.45016	71.13474
-9.05643	9.02117	9.98910	1138.62858	29.65806	80.70916	5.61473	8.98565	9.44899	10.18912	7.58887	-4.83	29.13282	0.00000	4.54820	0.30353	7.43945	36.48401
10.22873	9.02508	8.49118	1133.44725	-0.76667	51.31020	7.64838	8.74241	7.46903	8.83061	9.96201	53.38333	50.61376	1.00000	7.69744	0.27993	6.83841	57.50511
16.39331	9.88782	8.58800	1156.88732	-83.55521	38.91932	8.58659	8.40976	8.79415	7.26346	7.79438	41.66394	45.20696	0.00000	7.15319	0.63280	8.52434	64.69095
25.61810	9.40153	11.70501	1071.07076	53.26023	59.47180	6.64520	8.68416	8.99389	7.84014	6.83699	54.39304	32.72833	1.00000	9.01968	0.38137	8.47078	67.04081
7.86178	9.27761	10.09744	1111.54378	109.05389	46.42738	5.08186	11.65910	7.36195	9.64598	8.93834	-7.51611	57.25404	1.00000	8.48036	0.34715	7.91102	52.57025
17.25619	9.79445	8.82270	1189.88991	70.96699	57.02986	5.60670	9.55428	7.20160	11.04534	8.05278	30.46907	44.06790	1.00000	11.41900	0.56270	9.71060	68.17533
24.72962	11.35414	8.95260	1174.18010	119.58627	41.07241	6.07078	9.57092	10.05783	7.55410	7.40391	23.5654	43.08057	1.00000	8.36075	2.51197	7.64571	63.85046
10.84081	8.23086	11.11034	1161.85899	142.45778	51.08961	6.10231	6.44452	8.11332	8.77452	9.02810	44.35056	48.34492	1.00000	8.63121	0.15927	8.30622	43.91843
13.94601	4.42576	9.09954	1188.54184	14.30935	43.81590	7.53205	6.90150	7.74142	8.59961	8.87562	40.92298	61.58029	0.00000	6.64617	0.03610	5.94545	57.12851
11.77658	6.53493	8.30855	1082.97540	-120.93549	37.11639	6.82563	8.72614	7.45874	7.31145	8.42444	37.73604	45.64507	0.00000	5.55832	0.06440	7.90407	46.46579
15.74697	7.10156	4.51558	1180.07105	120.33063	61.34964	6.01547	8.64749	7.93318	7.46070	9.51279	37.65181	27.65286	1.00000	10.76814	0.07015	6.08400	49.91342
21.16292	10.30304	9.80570	1177.24043	2.29026	67.68517	5.52206	9.27705	8.75385	11.96942	7.53368	48.77644	50.89919	0.00000	4.33991	0.89412	8.12499	45.34248
14.26095	6.78823	4.38594	1125.50753	-72.86843	76.60081	7.19671	6.62328	6.39260	5.85055	7.91446	41.27621	42.98176	1.00000	10.22446	0.07365	7.59939	60.52642
20.38698	5.83373	8.01776	1155.89997	-75.64963	34.97624	8.04959	12.28838	5.66132	7.30350	8.21421	40.24537	41.09133	0.00000	4.55613	0.07990	9.01962	44.56197
7.53333	8.66492	10.01230	1147.17040	-123.02621	60.42947	5.10710	7.71103	9.12843	7.46556	8.70141	44.99012	53.53747	1.00000	8.74651	0.21641	8.45132	58.25754
3.40410	6.75298	5.17810	1159.44858	0.93333	46.43586	6.96864	6.16305	7.59412	5.62774	9.38950	52.68333	38.35103	1.00000	10.66012	0.10027	7.51655	69.76461
2.31334	11.34290	10.39125	1123.61016	-0.74934	65.57465	5.37141	8.54266	7.20963	6.32867	7.02858	51.62907	28.64709	1.00000	8.10572	2.48744	9.42592	39.63639
14.24825	8.63130	11.41220	1098.72835	-99.32556	65.36706	8.93468	8.23699	6.27306	6.12194	8.32277	19.32889	56.43516	0.00000	6.87482	0.21735	8.44127	65.96519
29.23349	11.52058	11.10582	1105.02691	73.97117	75.82172	8.71892	11.12117	7.23620	11.54703	7.23095	31.96258	44.46834	1.00000	11.83042	2.97623	7.96583	58.57019
11.11613	7.39308	8.19603	1057.59416	73.7553	39.53531	7.42606	10.61286	9.90688	8.60815	8.18077	15.5439	50.69235	0.00000	7.45213	0.07793	7.52779	61.09861
-3.91904	10.31270	9.21468	1160.55888	-68.3	54.89709	6.01047	7.98456	8.16051	10.78242	6.79926	-54.8	45.36525	0.00000	3.16415	0.89129	7.72178	51.57257
9.53737	7.32071	10.02441	1052.28594	-5.55835	30.08894	4.54161	7.16001	8.90522	8.74722	7.55849	42.64685	56.27403	0.00000	3.54372	0.08167	8.26823	59.56801
11.58472	6.81022	7.58320	1067.59949	-1.4001	60.01640	5.53686	9.41493	8.34597	9.24280	7.91475	7.06273	45.99240	0.00000	6.09360	0.05823	9.03000	53.36061
20.79180	10.12977	11.17905	1136.80056	8.2926	69.49647	6.77060	11.53694	7.14266	10.24757	6.79728	9.58126	59.42469	1.00000	10.35976	0.76846	6.13863	53.09880
25.04579	10.30245	9.36010	1159.54519	114.10479	55.13304	8.12706	7.30190	7.62792	6.90750	8.23613	22.37066	50.63367	0.00000	8.75982	0.87887	8.97865	34.92747
3.88551	8.21460	8.67219	1053.93891	115.88782	49.21431	6.41557	8.09703	6.65786	10.03448	8.19783	-32.05251	49.63494	1.00000	8.75593	0.16241	8.37018	67.63045
20.34526	4.50902	10.62335	1177.24389	-3.05814	33.19227	7.36611	8.43617	6.46296	9.51822	9.13512	53.00974	39.31128	0.00000	7.94271	0.01543	7.83454	55.16417
13.30010	7.05671	8.75249	1169.00256	122.22833	44.13330	6.20873	7.99377	8.32792	8.43605	7.94818	40.66482	47.19640	0.00000	5.10085	0.09637	7.32322	55.73907
11.56122	7.05362	7.80803	1129.79362	76.56719	23.46589	9.15283	6.57263	7.73773	6.15457	8.45694	24.41288	41.66164	1.00000	9.62369	0.07432	7.90051	41.41147
37.46859	7.13754	9.71202	1055.71923	0.75	48.50590	6.78653	11.66138	8.18722	10.16756	6.76258	52.41667	43.53315	0.00000	9.13271	0.05762	8.05893	43.67028
31.04053	7.46248	7.86580	1109.92684	11.32903	68.83308	7.00469	12.12501	11.02708	9.17465	7.39519	50.9803	35.93747	0.00000	9.05663	0.07706	7.54725	61.72734
13.90189	8.11903	7.45912	1139.80234	-5.682	53.95498	5.69587	9.77721	8.14049	8.90505	7.59840	5.84752	60.16276	1.00000	7.86084	0.15380	8.28818	62.91359
32.31852	9.09802	11.46137	1183.86999	136.13108	62.53686	4.33212	7.65787	8.83178	12.09176	8.90201	34.75856	45.55088	0.00000	3.38786	0.31434	8.79214	42.52480
14.48451	9.58008	9.76100	1125.12562	112.01667	43.86407	6.16413	8.08586	7.55159	10.27681	7.87821	-7.81667	67.29730	1.00000	11.05312	0.46562	6.95910	52.23535
-0.74837	6.38863	10.18229	1138.65768	-60.1831	57.64187	7.37145	9.89351	6.71983	9.61937	7.71778	46.1351	51.32516	0.00000	7.96961	0.07772	7.19045	42.91022
0.65771	7.26423	8.23059	1188.38072	77.24779	43.26691	5.90949	9.22975	8.47931	8.60947	7.55510	10.58806	56.60048	0.00000	5.80466	0.10255	8.61163	57.57744
23.33892	8.79398	9.10721	1179.37537	43.91385	48.08688	8.34946	9.31335	8.47099	6.30836	7.42369	54.03876	39.64082	0.00000	7.48094	0.23266	6.62887	51.78589
8.52365	5.91918	7.98320	1050.61839	-117.71978	66.90338	10.71652	6.06060	7.97618	7.45905	6.32493	34.09668	61.68387	1.00000	7.63884	0.07757	7.85000	18.24353
24.83184	5.47622	10.27353	1078.37090	76.35484	53.75427	6.43247	7.24241	7.11174	9.08569	7.67283	10.10649	48.77942	0.00000	5.84061	0.05186	5.11478	64.85610
32.55483	11.21373	8.92140	1125.12380	4.7934	65.14663	7.15590	9.68888	9.29563	7.96850	8.31533	45.69558	37.16619	1.00000	10.85230	2.17201	7.61451	40.58377
38.17965	9.05099	8.91696	1147.65168	-115.98391	51.30863	7.07655	9.68161	7.49241	12.36261	7.07266	36.20829	50.16171	1.00000	10.24064	0.28975	7.97119	51.09020
16.85611	10.52968	12.01344	1057.95857	120.74792	22.92139	8.08261	8.53579	8.66698	8.84030	8.81076	41.09822	44.72172	1.00000	9.38684	1.12009	8.99792	62.80180
13.02541	9.16236	11.08617	1179.55224	-1.47217	70.82983	10.64228	9.20591	6.60559	3.80759	7.68847	53.46506	31.07874	0.00000	6.25517	0.32852	10.33481	22.22875
5.17307	9.02142	6.67575	1120.88279	-47.53028	55.32314	8.73644	6.29655	9.45177	7.11379	9.85271	-22.45667	57.69413	1.00000	8.57299	0.30700	8.66536	51.79880
26.83621	9.50276	9.72572	1050.61540	-0.45877	35.31059	10.08232	9.84877	9.94777	3.98229	6.82694	46.32313	52.05802	0.00000	7.72804	0.41831	7.14315	40.84548
9.14753	10.07058	8.42553	1091.75733	48.87498	76.36193	7.97484	7.58041	8.17655	8.02930	10.82299	38.45598	42.25396	0.00000	7.65206	0.72664	8.36268	35.30650
25.33864	6.33496	5.57100	1153.86894	2.95924	47.83435	8.82778	7.05472	9.73142	6.51088	7.38387	36.76775	31.21438	1.00000	9.38880	0.04918	8.21034	46.92400
26.84155	11.26914		1113.39714	151.08057	78.45550	9.19363	6.76674	9.07065	8.86129	6.07121	-33.79176	49.11811	0.00000	7.74004	2.32822	9.21762	62.28488
35.71194	6.01232	10.83437	1117.35784	-73.86586	36.03065	7.43733	10.97845	6.88923	9.74177	7.65422	45.43341	57.33964	0.00000	9.74928	0.07219	8.15051	72.44358
6.97297	6.92085	3.74384	1108.14849	130.94098	52.66885	7.03473	7.80770	8.27359	5.14261	7.46490	33.3213	51.36945	1.00000	10.98517	0.08591	8.00657	60.91150
20.68922	11.02040	8.88494	1146.76765	-60.1831	38.45520	9.05489	7.21819	6.63508	7.90515	8.30047	46.1351	37.62068	0.00000	7.86619	1.80732	7.16606	38.48166
20.15017	8.53365	8.68808	1177.65004	-47.53028	53.14734	9.39285	5.99064	6.54302	8.42722	5.55060	-22.45667	39.96519	1.00000	7.79460	0.22057	8.25947	53.00722
4.06031	7.33716	3.02874	1150.09833	9.0027	58.87058	5.52375	7.99678	7.83163	2.38320	8.40970	11.86064	39.22307	1.00000	13.58777	0.10764	7.98608	52.58271
10.09103	9.86792	10.78279	1072.61178	86.59509	56.83579	6.88131	9.23398	8.22112	8.27839	7.53472	26.11527	48.53114	1.00000	8.10691	0.61328	8.20259	46.83623
13.68994	8.19705	6.08143	1077.69839	-86.19903	64.00031	6.96648	6.05016	10.42234	5.87776	7.55446	11.84962	53.76243	1.00000	10.56958	0.11296	8.81703	68.38416
13.82084	7.72746	6.81459	1066.24327	4.69889	50.64585	9.26359	6.37136	8.38937	8.51156	6.90577	50.56149	54.07892	1.00000	7.81719	0.13633	7.99021	44.70513
0.95273	7.12017	3.58715	1093.69307	36.7138	68.49023	7.28250	7.41378	7.68566	3.78847	8.02707	35.95664	48.06997	1.00000	11.62848	0.09653	7.60158	52.52198
20.57845	6.66221	9.10952	1143.16969	-1.47217	45.31889	7.84064	10.19555	8.48181	8.10491	9.59281	53.46506	53.65521	0.00000	5.51864	0.09022	8.33118	44.97515
20.10913	7.32585	3.65285	1114.96335	-72.47417	68.18697	6.99483	6.99529	8.17882	5.04686	8.17567	7.83389	55.95580	1.00000	10.93491	0.08217	8.36159	47.44820
26.83288	9.45084	10.16721	1112.18722	-59.13316	68.48921	9.74965	9.03876	7.97681	5.13444	8.01187	-37.32167	41.73349	0.00000	4.75354	0.40590	8.07754	46.75711
20.77318	4.95327	8.27397	1090.80270	60.70278	48.53080	10.73960	6.77036	7.48621	7.32621	6.72970	55.75556	57.51292	1.00000	8.34964	0.05722	9.57284	65.15719
16.41543	11.00285	9.65940	1064.89930	104.1451	45.46486	9.64749	7.45489	8.58402	6.26698	7.90892	15.79408	49.65569	0.00000	9.42828	1.76926	8.62712	44.63007
10.59796	9.10872	5.04346	1090.00707	77.70636	54.59448	6.63059	6.49186	9.09760	4.71521	6.27727	28.98002	37.86876	1.00000	11.37294	0.33404	8.18497	49.10841
-1.47433	5.74740	7.17054	1052.33897	5.51978	66.31046	6.98917	10.36998	8.38638	6.90940	11.77949	51.44889	43.57410	0.00000	8.44683	0.05091	9.03473	27.82633
14.10797	12.11132	7.95887	1153.17621	3.47717	78.42515	5.69944	8.59410	8.27791	7.92621	6.29739	36.76639	52.90442	1.00000	10.56893	5.28031	8.23712	43.22063
9.69608	8.97768	6.35589	1120.12678	36.36339	62.94519	6.64643	9.90505	8.43217	9.06371	8.80750	0.03813	23.05505	0.00000	8.60903	0.27249	8.99533	72.55524
22.81601	10.34023	7.80627	1101.42852	125.51176	67.67147	6.95987	7.28529	7.74312	8.90746	8.14157	42.64031	55.46734	1.00000	10.45182	0.95159	7.79161	57.29171
26.10446	6.59353	8.11951	1147.22761	-1.29243	45.23418	6.78168	9.56474	6.67028	10.41021	7.70670	53.49389	48.37984	1.00000	5.11879	0.07809	8.56239	50.44442
4.98215	4.65655	9.34861	1111.14680	-82.42491	49.71963	7.64629	10.33304	9.17716	8.10515	7.82750	42.97086	53.00541	0.00000	9.02885	0.06296	7.08332	59.05218
11.48529	7.29415	4.29008	1113.78933	116.10146	31.46868	8.41111	6.65179	9.38879	3.80509	8.30626	5.90702	22.98086	1.00000	10.88977	0.08442	9.67820	49.11155
-0.10968	5.37239	10.03236	1100.93874	86.68363	41.99896	11.79106	6.45132	8.14003	9.25283	6.15264	23.49668	45.88750	1.00000	6.63678	0.08305	7.67808	43.83475
38.20226	7.69187	7.95487	1189.74196	9.0027	34.54506	8.08884	10.52597	7.32780	7.87684	6.96362	11.86064	63.00141	0.00000	7.49400	0.10319	7.41917	81.62850
13.46476	8.18080	2.30366	1128.68446	-87.88754	50.92450	7.35555	6.11606	7.88670	3.89117	10.12667	41.15376	48.29819	1.00000	10.50263	0.17564	6.52351	54.30025
16.32279	5.37499	6.02710	1068.00888	103.6032	77.19677	11.13853	5.28598	6.65393	2.20418	9.07305	1.6561	50.69819	1.00000	10.45874	0.05001	4.92157	52.20659
4.37561	7.79506	7.50718	1188.38442	-74.15987	54.11861	10.01866	6.07307	6.32650	6.91713	7.76585	40.82232	21.46872	1.00000	8.31034	0.12294	7.13306	48.19635
7.89223	8.93867	1.99844	1169.54533	72.54064	56.03215	7.20069	5.74690	8.09653	1.95452	6.37052	31.82539	36.89371	1.00000	11.82100	0.28866	6.40156	56.11237
-2.80964	6.16943	2.84639	1089.18647	-77.03116	36.86911	4.99122	7.68927	9.24249	2.85603	7.36718	3.8801	42.29158	1.00000	13.66579	0.04439	6.33493	78.21802
35.24062	9.31847	8.86535	1148.77513	2.12213	59.78267	7.22581	10.19009	7.00236	10.64385	8.63504	48.8222	67.59844	1.00000	10.02692	0.35488	7.06224	72.84048
	8.35975	10.62320	1155.85561	8.77069	48.90245	10.16417	5.07537	6.10696	11.81957	6.37914	50.80904	12.56467	1.00000	5.40968	0.19524	8.90588	74.32021
38.72664	9.03441	9.17823	1064.86693	-88.31476	45.98851	8.44948	9.58291	7.26896	5.60353	6.87302	36.61033	64.85322	0.00000	6.93914	0.26804	6.95023	26.29994
10.36791	4.76923	9.10470	1100.60730	22.53083	40.16290	9.94593	6.77462	8.46254	8.93784	7.95738	44.22639	49.34102	1.00000	8.09134	0.05068	6.56714	61.57906
11.85890	7.75768	9.01641	1152.80884	-119.48568	56.30163	5.94245	9.18182	5.79857	10.56869	9.46128	49.88307	30.45475	0.00000	5.82997	0.14137	7.70143	50.30952
10.08079	4.80037	8.62424	1094.23018	15.87735	46.09368	11.21470	7.03583	9.25944	8.07185	7.62824	4.94273	44.62682	1.00000	7.61548	0.04301	8.71604	58.19813
14.82430	8.03200	6.16372	1111.44854	9.37082	40.64358	7.75386	7.29946	9.97854	8.07819	7.62780	36.08497	57.77917	1.00000	9.00656	0.14561	6.59101	58.01656
5.90006	6.79335	11.15457	1057.16366	129.96972	76.28862	5.92227	11.44130	7.34063	11.86724	8.51634	33.4425	40.20057	0.00000	9.22559	0.07408	8.40340	60.17188
17.75556	8.28109	4.06710	1083.20694	-7.35	56.57836	6.76810	5.78778	8.28530	2.76826	6.74583	53.53333	54.30235	1.00000	11.85945	0.16119	8.01484	50.52754
