longitude	QoS	revision	latitude	station	location
120.82747	building	25 Mar 2016	37.30553	Zhuangyuan	Asia/Shanghai
-86.99666	excellent	05/23/2022, 00:00:00	33.45122	Hueytown	America/Chicago
-95.30106	maintenance	02/02/2016, 00:00:00	32.35126	Tyler	America/Chicago
13.28702	accep	2021-01-23	52.4581	Dahlem	Europe/Berlin
-82.90375	excellent	11/05/2018, 00:00:00	32.54044	Dublin	America/New_York
-1.4001	average	05/21/2022, 00:00:00	7.06273	Mampong	Africa/Accra
-95.30106	accep	20 Jun 2017	32.35126	Tyler	America/Chicago
41.00817	accep	03/10/2014, 00:00:00	38.13708	Silvan	Europe/Istanbul
24.71204	maintenance	21 Dec 2015	41.57439	Smolyan	Europe/Sofia
-72.97261	building	04 Feb 2016	43.61062	Rutland	America/New_York
123.99333	accep	2014-03-08	12.97389	Sorsogon	Asia/Manila
37.99117	building	06/10/2019, 00:00:00	44.92934	Krymsk	Europe/Moscow
-104.83192	good	2016/04/09	39.72943	Aurora	America/Denver
14.51472	average	2013-10-03	35.89972	Valletta	Europe/Malta
24.75	average	2016/11/01	55.25	Ukmerge	Europe/Vilnius
8.70745	maintenance	08 Jul 2020	49.03685	Bretten	Europe/Berlin
-3.53261	good	2018/06/23	40.42386	San Fernando de Henares	Europe/Madrid
72.54064	building	29 Oct 2013	31.82539	Sillanwali	Asia/Karachi
28.88222	excellent	10/07/2021, 00:00:00	40.37528	Mudanya	Europe/Istanbul
14.30935	average	10 Oct 2012	40.92298	Afragola	Europe/Rome
8.77155	maintenance	2017-01-30	50.23019	Karben	Europe/Berlin
16.43915	excellent	14 Apr 2016	43.50891	Split	Europe/Zagreb
-82.61573	excellent	2018-12-08	41.24255	Norwalk	America/New_York
-69.08333	maintenance	01/03/2018, 00:00:00	-16.25	Yunguyo	America/Lima
5.03586	accep	2013/05/01	43.83125	Cavaillon	Europe/Paris
72.54064	average	10 Sep 2019	31.82539	Sillanwali	Asia/Karachi
73.06784	accep	2016-12-18	25.13915	Sheoganj	Asia/Kolkata
38.66667	excellent	04/05/2015, 00:00:00	-6.25	Mvomero	Africa/Dar_es_Salaam
146.05093	good	02/28/2014, 00:00:00	-34.28853	Griffith	Australia/Sydney
4.74161	good	02/06/2022, 00:00:00	7.62789	Ilesa	Africa/Lagos
75.06583	good	2017-09-02	32.17629	Fazilpur	Asia/Karachi
4.47124	good	09/14/2017, 00:00:00	51.95838	Schiebroek	Europe/Amsterdam
25.8191	good	2014/11/09	53.5942	Novogrudok	Europe/Minsk
29.00974	excellent	2017/06/21	-24.19436	Mokopane	Africa/Johannesburg
98.50893	accep	11/26/2019, 00:00:00	16.68911	Myawadi	Asia/Yangon
88.28637	good	18 May 2015	23.07492	Pandua	Asia/Kolkata
-77.4286	accep	2020-06-04	39.00622	Sterling	America/New_York
-75.23266	maintenance	05/03/2015, 00:00:00	43.1009	Utica	America/New_York
-0.33525	average	22 Sep 2016	53.7446	Kingston upon Hull	Europe/London
-48.52333	excellent	06 Mar 2022	-0.71667	Soure	America/Belem
37.3825	building	2019/11/18	37.05944	Gaziantep	Europe/Istanbul
-76.88442	building	07/19/2017, 00:00:00	40.2737	Harrisburg	America/New_York
24.71204	excellent	05/24/2019, 00:00:00	41.57439	Smolyan	Europe/Sofia
-0.29825	average	11/11/2020, 00:00:00	51.39148	Surbiton	Europe/London
-84.13722	accep	2019-03-10	9.92787	San Rafael	America/Costa_Rica
46.83187	average	02 Jun 2019	14.53767	Ataq	Asia/Aden
-97.54667	average	10/31/2017, 00:00:00	30.5427	Hutto	America/Chicago
-120.00865	good	09/11/2014, 00:00:00	46.32374	Sunnyside	America/Los_Angeles
-15.6	accep	07/05/2020, 00:00:00	13.56667	Farafenni	Africa/Banjul
21.32778	average	01/08/2016, 00:00:00	42	Saraj	Europe/Skopje
109.3243	average	2022-04-03	-7.0981	Randudongkal	Asia/Jakarta
1.04945	accep	23 Apr 2018	35.06544	Frenda	Africa/Algiers
60.70278	good	2019-09-12	55.75556	Ozersk	Asia/Yekaterinburg
18.34717	good	2013-01-09	54.60528	Reda	Europe/Warsaw
76.03889	maintenance	11/20/2020, 00:00:00	18.18158	Osmanabad	Asia/Kolkata
8.88104	accep	09/21/2020, 00:00:00	45.79377	Malnate	Europe/Rome
72.54566	excellent	10/16/2015, 00:00:00	29.69221	Hasilpur	Asia/Karachi
-111.78903	good	2021-03-09	33.35283	Gilbert	America/Phoenix
-1.4001	good	10/06/2014, 00:00:00	7.06273	Mampong	Africa/Accra
-116.21677	excellent	2013-01-26	33.7207	Indio	America/Los_Angeles
72.93924	good	12 Jun 2015	18.87813	Uran	Asia/Kolkata
139.07204	building	07/22/2015, 00:00:00	36.24624	Fujioka	Asia/Tokyo
-60.93173	accep	23 Sep 2020	-31.4488	Esperanza	America/Argentina/Cordoba
-0.76667	acceptable	2019/04/01	53.38333	Gainsborough	Europe/London
19.91667	excellent	2013/03/01	-11.78333	Luena	Africa/Luanda
43.63417	excellent	2020-06-07	43.96222	Novopavlovsk	Europe/Moscow
4.18333	good	09 Apr 2018	7.6	Olupona	Africa/Lagos
-122.38731	average	11 Nov 2021	45.53929	Troutdale	America/Los_Angeles
106.92667	accep	2019-09-21	-6.91806	Sukabumi	Asia/Jakarta
15.00835	maintenance	02/02/2022, 00:00:00	51.14942	Zgorzelec	Europe/Warsaw
135.21667	accep	2022-06-19	35.06667	Sasayama	Asia/Tokyo
139.55722	maintenance	09/03/2018, 00:00:00	36	Okegawa	Asia/Tokyo
41.00817	good	2016-02-12	38.13708	Silvan	Europe/Istanbul
8.77069	excellent	03/29/2016, 00:00:00	50.80904	Marburg an der Lahn	Europe/Berlin
41.77921	accep	26 Aug 2021	41.82143	Kobuleti	Asia/Tbilisi
-123.02621	good	04/27/2017, 00:00:00	44.99012	Keizer	America/Los_Angeles
-60.47389	building	03/08/2020, 00:00:00	-34.64167	Chacabuco	America/Argentina/Buenos_Aires
9.15013	building	11/13/2015, 00:00:00	13.70727	Mirriah	Africa/Niamey
91.61356	accep	02/16/2020, 00:00:00	26.44931	Rangia	Asia/Kolkata
71.57118	excellent	2013-09-15	32.87533	Daud Khel	Asia/Karachi
-86.57415	good	04/28/2022, 00:00:00	15.48131	Olanchito	America/Tegucigalpa
-4.10734	average	20 Nov 2012	38.68712	Puertollano	Europe/Madrid
8.73812	accep	2020-05-10	41.91886	Ajaccio	Europe/Paris
-68.30472	accep	2019/07/07	9.91861	Tinaquillo	America/Caracas
34.34691	average	2020/05/11	61.78491	Petrozavodsk	Europe/Moscow
106.92667	excellent	2015/06/12	-6.91806	Sukabumi	Asia/Jakarta
32.86389	excellent	2021/09/10	53.95278	Roslavl’	Europe/Moscow
71.30633	good	25 Sep 2020	21.34222	Kundla	Asia/Kolkata
77.23826	accep	2022-03-05	11.50526	Sathyamangalam	Asia/Kolkata
-82.00919	good	2015/04/29	23.04419	Jaruco	America/Havana
-88.42814	excellent	2014-10-23	42.16808	Huntley	America/Chicago
9.22796	good	16 Apr 2021	48.46458	Pfullingen	Europe/Berlin
6.10237	good	06/23/2018, 00:00:00	46.18396	Onex	Europe/Zurich
71.67164	average	2016-01-25	30.29184	Qadirpur Ran	Asia/Karachi
-50.19556	maintenance	2019-09-03	-19.72806	Iturama	America/Sao_Paulo
8.61839	average	2017/09/01	49.68369	Bensheim	Europe/Berlin
-73.75513	good	19 Dec 2021	40.60538	Far Rockaway	America/New_York
-79.2663	average	2021/09/15	43.86682	Markham	America/Toronto
73.85535	average	02/18/2016, 00:00:00	18.51957	Pune	Asia/Kolkata
115.8614	excellent	07/04/2018, 00:00:00	-31.95224	Perth	Australia/Perth
6.10237	good	2016-05-25	46.18396	Onex	Europe/Zurich
103.61667	excellent	2020-04-12	-1.6	Jambi City	Asia/Jakarta
-5.22126	excellent	27 Dec 2015	33.43443	Azrou	Africa/Casablanca
85.94001	excellent	08/04/2017, 00:00:00	25.49043	Teghra	Asia/Kolkata
83.62389	maintenance	2020/03/21	53.30972	Novosilikatnyy	Asia/Barnaul
47.3799	good	31 Jan 2022	33.14447	Darreh Shahr	Asia/Tehran
-56.52361	maintenance	2015-01-25	-33.38056	Durazno	America/Montevideo
-74.13653	accep	09/29/2018, 00:00:00	40.63316	Port Richmond	America/New_York
-82.4017	building	21 Apr 2019	23.0072	Boyeros	America/Havana
-53.13722	accep	05 Dec 2013	-22.92306	Loanda	America/Sao_Paulo
14.66737	excellent	2022-01-05	41.55947	Campobasso	Europe/Rome
-73.75513	accep	2022-08-30	40.60538	Far Rockaway	America/New_York
76.11996	good	03/27/2018, 00:00:00	11.12018	Manjeri	Asia/Kolkata
29.91582	average	2016/01/10	31.20176	Alexandria	Africa/Cairo
-156.47432	accep	27 Dec 2019	20.88953	Kahului	Pacific/Honolulu
150.60036	excellent	04/23/2022, 00:00:00	-34.88422	Nowra	Australia/Sydney
-81.23621	good	2017-12-25	33.98154	Lexington	America/New_York
6.51352	accep	2015-03-24	51.19139	Korschenbroich	Europe/Berlin
2.44892	average	2012-10-15	48.98693	Gonesse	Europe/Paris
-4.1	good	2013/12/28	48	Quimper	Europe/Paris
151.07986	excellent	2018/02/03	-33.88096	Strathfield	Australia/Sydney
-78.04471	average	2016/04/03	34.25628	Leland	America/New_York
-40.7475	maitennce	2014-07-01	-4.16694	Guaraciaba do Norte	America/Fortaleza
97.01124	average	2022-06-27	17.30858	Kyaikto	Asia/Yangon
-73.47429	building	20 Feb 2014	40.68066	Massapequa	America/New_York
29.26639	average	07/10/2014, 00:00:00	37.58105	Serinhisar	Europe/Istanbul
72.85107	excellent	12/29/2021, 00:00:00	19.30157	Bhayandar	Asia/Kolkata
24.04142	accep	2015-09-21	54.39635	Alytus	Europe/Vilnius
34.11169	average	2014-05-26	0.46005	Busia	Africa/Nairobi
98.6738	excellent	2022/06/23	3.7278	Labuhan Deli	Asia/Jakarta
-104.22884	good	2015-09-26	32.42067	Carlsbad	America/Denver
13.44275	good	08/26/2019, 00:00:00	38.07789	Villabate	Europe/Rome
-38.79084	accep	09 Mar 2016	-10.95817	Tucano	America/Bahia
-77.4286	maintenance	21 Aug 2017	39.00622	Sterling	America/New_York
70.96699	excellent	2013-04-16	30.46907	Kot Addu	Asia/Karachi
3.64633	excellent	2017-11-30	6.8485	Shagamu	Africa/Lagos
59.4839	maintenance	09/27/2022, 00:00:00	58.7002	Kachkanar	Asia/Yekaterinburg
10.5511	average	2017-10-06	52.47774	Gifhorn	Europe/Berlin
18.69303	accep	2021/07/17	12.18441	Mongo	Africa/Ndjamena
103.6032	accep	11/09/2020, 00:00:00	1.6561	Kulai	Asia/Kuala_Lumpur
53.26023	excellent	2018-01-08	54.39304	Bavly	Europe/Moscow
-91.06177	excellent	2022-08-24	33.41012	Greenville	America/Chicago
126.835	building	2014-10-02	37.65639	Goyang-si	Asia/Seoul
126.835	building	08 Feb 2019	37.65639	Goyang-si	Asia/Seoul
-70.6996	building	01/17/2022, 00:00:00	-33.59217	San Bernardo	America/Santiago
-73.97069	excellent	12/20/2020, 00:00:00	40.64621	Kensington	America/New_York
-96.72365	accep	09 Sep 2015	17.06542	Oaxaca	America/Mexico_City
-77.02303	average	2016/07/05	38.70734	Fort Washington	America/New_York
11.34046	average	03/30/2017, 00:00:00	50.72043	Rudolstadt	Europe/Berlin
122.22833	average	2021-05-13	40.66482	Yingkou	Asia/Shanghai
9.29109	good	22 Jun 2014	45.39402	San Giuliano Milanese	Europe/Rome
84.63445	average	2016/04/19	24.81757	Rafiganj	Asia/Kolkata
14.66737	good	2021-05-01	41.55947	Campobasso	Europe/Rome
4.25633	maintenance	10/14/2015, 00:00:00	51.21187	Beveren	Europe/Brussels
37.38115	excellent	27 Nov 2021	55.63711	Solntsevo	Europe/Moscow
104.1451	excellent	06 Jan 2017	15.79408	Yasothon	Asia/Bangkok
12.87117	accep	22 Aug 2017	50.23271	Karlovy Vary	Europe/Prague
-93.75018	accep	2018-11-13	32.52515	Shreveport	America/Chicago
76.35484	average	2019-05-18	10.10649	Alwaye	Asia/Kolkata
51.67462	excellent	11/25/2013, 00:00:00	32.65246	Isfahan	Asia/Tehran
-80.66756	acceptable	2022/01/20	26.68451	Belle Glade	America/New_York
-79.2663	good	25 Feb 2016	43.86682	Markham	America/Toronto
72.34424	maintenance	01/24/2014, 00:00:00	40.78206	Andijon	Asia/Tashkent
44.02488	maintenance	09/03/2022, 00:00:00	32.61603	Karbala	Asia/Baghdad
-52.35558	building	2018/07/19	-14.66463	Nova Xavantina	America/Cuiaba
-61.4867	accep	06/08/2020, 00:00:00	-31.25033	Rafaela	America/Argentina/Cordoba
113.82465	average	2017/10/21	23.29549	Licheng	Asia/Shanghai
48.87498	building	28 Apr 2015	38.45598	Astara	Asia/Baku
-0.74934	average	01/22/2013, 00:00:00	51.62907	High Wycombe	Europe/London
120.74221	average	2019-01-15	31.64615	Changshu City	Asia/Shanghai
-15.58602	building	2020/02/18	27.76056	Maspalomas	Atlantic/Canary
-72.09391	excellent	2014-04-25	18.65297	Thomazeau	America/Port-au-Prince
35.90057	maintenance	2017/05/05	56.85836	Tver	Europe/Moscow
8.88104	accep	2013-12-04	45.79377	Malnate	Europe/Rome
37.56667	good	2014/08/08	55.85	Likhobory	Europe/Moscow
135.21667	average	2016-03-15	35.06667	Sasayama	Asia/Tokyo
85.94001	accep	03 Jun 2019	25.49043	Teghra	Asia/Kolkata
34.4587	good	2020-03-08	-13.7804	Salima	Africa/Blantyre
-78.87836	excellent	2016/01/28	35.05266	Fayetteville	America/New_York
-37.03861	maintenance	2021/05/09	-10.90889	Barra dos Coqueiros	America/Maceio
9.72749	accep	29 Jul 2016	48.28259	Ehingen	Europe/Berlin
26.01649	good	29 Jan 2014	44.43579	Sector 6	Europe/Bucharest
32.86389	excellent	2016/10/14	53.95278	Roslavl’	Europe/Moscow
111.50861	average	07/06/2018, 00:00:00	32.54278	Danjiangkou	Asia/Shanghai
-88.3162	excellent	25 Feb 2014	42.24113	Crystal Lake	America/Chicago
-61.4867	building	01 Dec 2019	-31.25033	Rafaela	America/Argentina/Cordoba
11.34046	good	2014-05-15	50.72043	Rudolstadt	Europe/Berlin
-80.31727	average	01/21/2021, 00:00:00	25.67927	Kendall	America/New_York
141.95	average	07/29/2022, 00:00:00	39.46667	Yamada	Asia/Tokyo
128.63083	excellent	2013-10-30	36.82167	Eisen	Asia/Seoul
35.90057	good	02/20/2022, 00:00:00	56.85836	Tver	Europe/Moscow
-2.01111	building	2020-08-22	52.66277	Great Wyrley	Europe/London
2.18967	accep	04 Feb 2014	48.8765	Rueil-Malmaison	Europe/Paris
123.33471	maintenance	07/24/2013, 00:00:00	8.56697	Dipolog	Asia/Manila
53.26023	accep	29 May 2016	54.39304	Bavly	Europe/Moscow
-70.92866	maintenance	2019/03/29	42.52787	Peabody	America/New_York
-74.01042	good	07/11/2013, 00:00:00	41.50343	Newburgh	America/New_York
46.04833	building	08/17/2020, 00:00:00	51.40944	Privolzhskiy	Europe/Saratov
47.1192	maintenance	10/18/2020, 00:00:00	42.819	Buynaksk	Europe/Moscow
-56.52361	average	2020/01/08	-33.38056	Durazno	America/Montevideo
84.87144	maintenance	2018/03/08	47.46657	Zaysan	Asia/Almaty
-76.51552	good	10 Sep 2019	39.32011	Rosedale	America/New_York
-78.87836	building	2016/06/03	35.05266	Fayetteville	America/New_York
-63.90389	maintenance	26 Dec 2019	-8.76194	Porto Velho	America/Porto_Velho
35.59642	building	2021-02-08	3.11988	Lodwar	Africa/Nairobi
-63.13414	average	06 Oct 2012	46.23899	Charlottetown	America/Halifax
72.68533	maintenance	29 Nov 2015	22.75218	Kheda	Asia/Kolkata
72.93924	excellent	2016/11/07	18.87813	Uran	Asia/Kolkata
-88.64235	building	2014/12/10	46.09273	Iron River	America/Menominee
4.21372	excellent	2020-01-06	51.12794	Temse	Europe/Brussels
140.72287	good	01 Sep 2016	53.14657	Nikolayevsk-on-Amure	Asia/Vladivostok
115.8614	excellent	2021/12/21	-31.95224	Perth	Australia/Perth
20.22625	accep	12/21/2018, 00:00:00	30.75545	Ajdabiya	Africa/Tripoli
-103.42897	excellent	2020-03-25	20.28527	Jocotepec	America/Mexico_City
-41.45861	accep	2021-03-03	-4.42472	Pedro II	America/Fortaleza
-0.45877	excellent	2018-03-03	46.32313	Niort	Europe/Paris
-71.8023	excellent	2015-03-13	42.58342	Fitchburg	America/New_York
17.80774	good	15 Jun 2017	40.55851	Mesagne	Europe/Rome
-58.44417	building	2022-02-25	-3.14306	Itacoatiara	America/Manaus
-1.99421	accep	2018-04-24	51.35084	Devizes	Europe/London
-63.90389	maintenance	25 Mar 2015	-8.76194	Porto Velho	America/Porto_Velho
136.51667	acceptable	02/16/2015, 00:00:00	35	Komono	Asia/Tokyo
33.9162	excellent	14 Jun 2016	51.67822	Hlukhiv	Europe/Kiev
44.53333	good	2017-10-18	-22.9	Sakaraha	Indian/Antananarivo
-52.51028	average	2016-07-10	-28.81833	Soledade	America/Sao_Paulo
5.16108	good	01/20/2020, 00:00:00	48.77275	Bar-le-Duc	Europe/Paris
5.4584	accep	10/03/2021, 00:00:00	43.32393	Les Olives	Europe/Paris
74.85849	maintenance	07 Sep 2015	31.28092	Patti	Asia/Kolkata
6.26667	accep	2017/01/02	51.21667	Schwalmtal	Europe/Berlin
40.17171	accep	2015-06-20	58.1908	Danilov	Europe/Moscow
-95.36969	good	31 Aug 2021	35.74788	Muskogee	America/Chicago
10.78222	accep	2019-02-10	36.46917	Beni Khiar	Africa/Tunis
19.27498	average	02/07/2021, 00:00:00	50.20528	Jaworzno	Europe/Warsaw
136.51667	accep	2014-05-23	35	Komono	Asia/Tokyo
116.82887	average	2015/08/29	-1.26753	Balikpapan	Asia/Makassar
105.75635	building	26 Jul 2020	10.29085	Sa Dec	Asia/Ho_Chi_Minh
10.58082	maintenance	29 Jan 2020	35.72917	Msaken	Africa/Tunis
109.22921	good	2018/09/07	34.65918	Yanliang	Asia/Shanghai
37.38115	building	16 May 2021	55.63711	Solntsevo	Europe/Moscow
2.45012	accep	2019/05/29	48.90982	Bobigny	Europe/Paris
12.53463	good	2022/04/18	55.67938	Frederiksberg	Europe/Copenhagen
36.36339	maintenance	2019-12-03	0.03813	Nyahururu	Africa/Nairobi
-156.47432	building	09 Apr 2014	20.88953	Kahului	Pacific/Honolulu
178.00417	good	08/20/2018, 00:00:00	-38.65333	Gisborne	Pacific/Auckland
117.4831	accep	17 Jul 2017	27.34089	Shaowu	Asia/Shanghai
-52.51028	average	2016-08-23	-28.81833	Soledade	America/Sao_Paulo
9.5926	excellent	2014-09-17	52.86147	Walsrode	Europe/Berlin
30.98551	excellent	27 Aug 2021	2.41669	Paidha	Africa/Kampala
-119.01677	good	2019/04/17	36.06523	Porterville	America/Los_Angeles
136.13108	maintenance	2014-06-11	34.75856	Ueno-ebisumachi	Asia/Tokyo
100.24529	good	05/01/2021, 00:00:00	5.4709	Batu Feringgi	Asia/Kuala_Lumpur
34.4587	average	2020-01-09	-13.7804	Salima	Africa/Blantyre
68.75915	excellent	2018/05/13	27.52948	Khairpur Mir’s	Asia/Karachi
-97.90308	building	2019/08/01	31.12406	Copperas Cove	America/Chicago
74.4818	average	13 Jan 2021	30.21121	Malaut	Asia/Kolkata
14.34085	average	2019/11/17	40.87363	Volla	Europe/Rome
13.28702	building	2021-01-31	52.4581	Dahlem	Europe/Berlin
69.49015	building	2018/09/07	56.11281	Ishim	Asia/Yekaterinburg
4.8951	excellent	30 Dec 2021	44.92801	Valence	Europe/Paris
-13.2356	good	04/19/2022, 00:00:00	8.48714	Freetown	Africa/Freetown
-75.23266	accep	02/09/2014, 00:00:00	43.1009	Utica	America/New_York
-72.97261	average	2021/03/17	43.61062	Rutland	America/New_York
-89.64066	average	2013/09/20	40.56754	Pekin	America/Chicago
43.2379	good	2013/04/10	50.06	Mikhaylovka	Europe/Volgograd
8.62118	average	09/16/2015, 00:00:00	45.44694	Novara	Europe/Rome
10.18003	maintenance	06/28/2016, 00:00:00	24.96334	Ghat	Africa/Tripoli
11.412	building	2017/04/20	45.50369	Montecchio Maggiore-Alte Ceccato	Europe/Rome
71.52847	accep	2019/01/05	32.57756	Mianwali	Asia/Karachi
36.73307	good	2022/01/06	55.38752	Naro-Fominsk	Europe/Moscow
-120.00865	building	10/26/2013, 00:00:00	46.32374	Sunnyside	America/Los_Angeles
10.18003	accep	12 Sep 2017	24.96334	Ghat	Africa/Tripoli
-73.95097	good	2014-05-02	40.72371	Greenpoint	America/New_York
105.75635	maintenance	2017/01/26	10.29085	Sa Dec	Asia/Ho_Chi_Minh
3.16667	good	04/09/2022, 00:00:00	50.8	Wevelgem	Europe/Brussels
82.85749	acceptable	22 Oct 2021	17.54907	Elamanchili	Asia/Kolkata
139.07204	excellent	2018-11-22	36.24624	Fujioka	Asia/Tokyo
41.00817	building	09/02/2019, 00:00:00	38.13708	Silvan	Europe/Istanbul
-80.31727	acceptable	2013-01-05	25.67927	Kendall	America/New_York
34.8732	good	2017/09/04	32.05971	Ganei Tikva	Asia/Jerusalem
-0.33525	average	2017/11/29	53.7446	Kingston upon Hull	Europe/London
35.23388	excellent	2015-10-25	31.78336	East Jerusalem	Asia/Hebron
115.8614	good	09/11/2020, 00:00:00	-31.95224	Perth	Australia/Perth
-60.94228	average	28 Mar 2017	14.67751	Le Robert	America/Martinique
38.2739	average	05 Jan 2020	46.7055	Yeysk	Europe/Moscow
124.95278	maintenance	2018/10/26	6.33444	Tupi	Asia/Manila
-84.62081	maintenance	2018/06/05	42.7392	Waverly	America/Detroit
30.38167	average	02 Oct 2016	59.80917	Shushary	Europe/Moscow
122.22833	building	08/17/2020, 00:00:00	40.66482	Yingkou	Asia/Shanghai
73.06784	accep	14 Jul 2021	25.13915	Sheoganj	Asia/Kolkata
-79.62098	building	2019-02-08	9.15093	Chilibre	America/Panama
-105.11221	excellent	04/13/2020, 00:00:00	39.57582	Ken Caryl	America/Denver
-1.05366	average	04/22/2017, 00:00:00	43.71032	Dax	Europe/Paris
73.66633	average	02 Sep 2020	25.92493	Sojat	Asia/Kolkata
-73.47429	building	2013-10-12	40.68066	Massapequa	America/New_York
117.81667	accep	2015-04-01	36.81667	Zhoucun	Asia/Shanghai
-73.49484	building	03/05/2015, 00:00:00	41.14676	New Canaan	America/New_York
2.45012	building	2022-01-21	48.90982	Bobigny	Europe/Paris
8.2926	average	25 Mar 2021	9.58126	Kafanchan	Africa/Lagos
41.77921	maintenance	11 Dec 2021	41.82143	Kobuleti	Asia/Tbilisi
114.68333	maintenance	2021/01/24	23.73333	Heyuan	Asia/Shanghai
47.1192	excellent	07/04/2017, 00:00:00	42.819	Buynaksk	Europe/Moscow
36.73307	building	2015-10-01	55.38752	Naro-Fominsk	Europe/Moscow
4.07601	maintenance	2021/03/15	50.88506	Denderleeuw	Europe/Brussels
151.07986	average	2014/08/17	-33.88096	Strathfield	Australia/Sydney
-1.325	accep	2020/06/17	38.47917	Jumilla	Europe/Madrid
-82.00919	good	2021-02-07	23.04419	Jaruco	America/Havana
-8.07257	good	2019/04/27	12.74409	Kati	Africa/Bamako
88.58	accep	2019/04/09	23.18	Aistala	Asia/Kolkata
139.55028	good	08/02/2013, 00:00:00	35.30889	Kamakura	Asia/Tokyo
-2.12139	excellent	2021/08/15	52.48173	Brierley Hill	Europe/London
4.21372	accep	07/06/2014, 00:00:00	51.12794	Temse	Europe/Brussels
51.0193	good	10/14/2018, 00:00:00	35.6803	Shahre Jadide Andisheh	Asia/Tehran
6.61944	average	2021-03-02	52.57583	Hardenberg	Europe/Amsterdam
2.08333	good	01/12/2019, 00:00:00	48.86667	Marly-le-Roi	Europe/Paris
-78.19444	excellent	17 Feb 2021	38.91817	Front Royal	America/New_York
-1.4001	excellent	10 Jul 2016	7.06273	Mampong	Africa/Accra
135.6	excellent	12/31/2016, 00:00:00	34.61667	Yao	Asia/Tokyo
-1.48119	accep	27 Feb 2022	53.0233	Belper	Europe/London
30.79165	excellent	02/06/2021, 00:00:00	-27.76952	Vryheid	Africa/Johannesburg
145.18333	good	2020/03/08	-37.9	Wheelers Hill	Australia/Melbourne
43.2379	accep	2016/05/06	50.06	Mikhaylovka	Europe/Volgograd
6.10237	average	2016-01-02	46.18396	Onex	Europe/Zurich
-82.61573	excellent	2022-03-02	41.24255	Norwalk	America/New_York
33.34864	average	2022/04/09	46.75451	Nova Kakhovka	Europe/Kiev
29.26639	good	2018/08/07	37.58105	Serinhisar	Europe/Istanbul
88.28637	average	2018-04-23	23.07492	Pandua	Asia/Kolkata
137.4	building	2018/12/01	34.81667	Toyokawa	Asia/Tokyo
34.33825	maintenance	02/26/2017, 00:00:00	53.59782	Dyat’kovo	Europe/Moscow
37.92792	accep	2013-12-03	53.93361	Kireyevsk	Europe/Moscow
5.03586	average	2014-01-24	43.83125	Cavaillon	Europe/Paris
18.34717	accep	16 Jul 2019	54.60528	Reda	Europe/Warsaw
-94.41551	excellent	10 Jul 2015	39.09112	Independence	America/Chicago
-0.32247	maintenance	04 Dec 2021	50.82882	Lancing	Europe/London
-88.42814	average	2014/04/26	42.16808	Huntley	America/Chicago
141.95	good	07/13/2016, 00:00:00	39.46667	Yamada	Asia/Tokyo
-65.61427	good	10/08/2013, 00:00:00	-27.4338	Aguilares	America/Argentina/Tucuman
24.95034	average	2018/10/09	60.18427	Kallio	Europe/Helsinki
144.09638	good	10/08/2013, 00:00:00	43.82634	Motomachi	Asia/Tokyo
5.55575	excellent	02 Dec 2014	46.67535	Lons-le-Saunier	Europe/Paris
-117.14392	accep	2014/08/20	32.9156	Mira Mesa	America/Los_Angeles
76.92421	accep	02/02/2020, 00:00:00	60.97944	Izluchinsk	Asia/Yekaterinburg
-72.47417	average	03 Sep 2019	7.83389	Villa del Rosario	America/Bogota
7.00417	average	06 May 2022	52.26083	Losser	Europe/Amsterdam
8.86704	excellent	2021/03/30	50.23805	Nidderau	Europe/Berlin
71.57118	acceptable	2017/06/09	32.87533	Daud Khel	Asia/Karachi
100.04427	maintenance	05/27/2020, 00:00:00	13.8196	Nakhon Pathom	Asia/Bangkok
2.95924	excellent	18 Feb 2014	36.76775	Cheraga	Africa/Algiers
109.22921	excellent	2018-10-04	34.65918	Yanliang	Asia/Shanghai
51.3452	average	2019-03-11	53.37596	Otradnyy	Europe/Samara
-0.59543	building	08/17/2020, 00:00:00	44.80477	Talence	Europe/Paris
-48.59278	good	2015-05-21	-23.7975	Buri	America/Sao_Paulo
118.9707	accep	2014/12/03	-3.5403	Majene	Asia/Makassar
-52.20639	maintenance	05/21/2022, 00:00:00	-3.20333	Altamira	America/Santarem
-76.78319	accep	16 Jun 2022	18.00747	New Kingston	America/Jamaica
26.01649	accep	2017/10/14	44.43579	Sector 6	Europe/Bucharest
78.95693	building	2018-04-03	29.21399	Kashipur	Asia/Kolkata
71.67164	good	2014/12/28	30.29184	Qadirpur Ran	Asia/Karachi
32.88667	accep	14 Mar 2016	3.27833	Kitgum	Africa/Kampala
137.23333	average	2014-10-17	35.8	Gero	Asia/Tokyo
-73.9625	accep	05/13/2015, 00:00:00	40.81	Morningside Heights	America/New_York
-4.22398	excellent	20 Mar 2014	57.47908	Inverness	Europe/London
88.18466	accep	08/27/2020, 00:00:00	22.19303	Diamond Harbour	Asia/Kolkata
-7.35	average	12/23/2012, 00:00:00	53.53333	An Muileann gCearr	Europe/Dublin
38.01667	accep	2018-10-20	-5.41667	Chanika	Africa/Dar_es_Salaam
6.92917	accep	20 Oct 2015	52.31333	Oldenzaal	Europe/Amsterdam
-71.29144	excellent	2014/04/03	41.54566	Middletown	America/New_York
89.20083	excellent	03/22/2014, 00:00:00	55.54028	Sharypovo	Asia/Krasnoyarsk
13.57661	average	2013/08/09	37.31065	Agrigento	Europe/Rome
