PRES	SO2	warning	CH4	NOx	PAHs	CFCs	longitude	latitude	H2CO	Pb	PM10	C2H3NO5	NH3	PM2.5	O3	CO	TEMP
1173.11949	9.60235	1.00000	9.52112	9.99368	9.31809	75.58116	-79.62098	9.15093	36.35314	49.13202	8.89342	0.06888	7.76622	7.68514	7.38350	10.68074	23.47497
1128.38366	8.23130	0.00000	9.42552	9.40224	9.39619	44.78498	37.49338	55.62047	47.46960	65.64745	8.63855	0.05268	10.08031	9.16046	10.42209	9.56449	-10.70790
1053.04170	10.56556	1.00000	8.76875	8.93622	7.12795	36.18354	-89.99038	38.58894	26.31798	51.30451	12.79745	3.03276	13.39658	8.30560	11.72642	9.60178	9.54687
1067.27832	8.89763	0.00000	11.39615	8.75559	8.82825	48.69054	39.25	-6.8	55.83902	31.28143	6.20077	0.01671	5.96879	8.65718	8.79729	7.05064	22.75088
1053.94503	8.43081	1.00000	11.60912	8.88010	9.08848	56.02230	-73.75513	40.60538	44.95116	62.29997	7.07989	0.01135	7.44609	8.47986	6.26306	11.86039	15.54601
1103.74258	8.18560	1.00000	7.93005	11.30169	9.50535	41.70858	3.39467	6.45407	48.97328	43.62835	9.14888	0.08886	7.25009	7.86298	7.93701	12.92512	22.24472
1097.28153	11.20783	0.00000	9.35692	9.93291	9.48014	49.00531	103.61667	-1.6	43.11494	49.62906	8.52634	0.05697	8.93056	8.95148	4.54857	9.19864	10.88214
1123.27382	10.70747	0.00000	11.59033	10.21189	10.31901	65.84102	37.49338	55.62047	66.58479	56.57998	9.78176	0.15865	8.11477	6.03774	6.91017	7.95276	-4.94618
1096.19566	9.69901	0.00000	10.24178	8.50166	9.30882	59.74767	13.58357	-1.63333	41.25603	50.66560	9.22688	0.10362	8.02757	8.37877	6.63232	8.52959	21.05235
1188.35214	10.80535	1.00000	10.89092	9.93798	8.19765	40.33631	70.96699	30.46907	55.92854	70.34277	8.80044	0.06993	9.23791	8.15285	10.70247	8.37359	-2.78534
1196.04169	9.87089	0.00000	10.47439	8.93479	7.00463	51.44108	59.6	47.83333	49.51091	65.82542	6.34833	0.01545	7.25160	9.19740	10.68433	8.36860	9.99310
1135.04636	8.81970	0.00000	9.87054	10.53311	10.40505	51.25868	-67.15407	18.42745	51.84907	61.40875	8.11122	0.04396	5.77074	7.72390	4.20724	5.70446	34.84541
1159.14496	9.60395	1.00000	12.04564	8.77439	10.39530	23.66832	-82.07842	26.91756	38.49080	44.68969	7.66322	0.02947	9.95169	6.63823	8.29846	8.57674	17.05794
1105.10874	10.41315	0.00000	10.84922	9.35555	9.78302	24.28314	1.53414	42.50729	61.91947	52.04510	8.39252	0.05523	9.20811	6.63098	6.73524	7.02159	6.63563
1114.95438	8.64641	0.00000	11.74284	7.67866	9.23242	36.14556	75.16878	30.81383	22.92859	63.73061	12.28044	1.81236	9.74229	9.32427	8.70488	9.61284	28.69224
1178.07541	9.64390	1.00000	9.77026	8.84995	6.99696	57.39889	0.75	52.41667	65.09465	41.92992	12.94940	3.52512	13.43128	8.01114	9.75772	7.40748	-1.95226
1181.03141	6.84214	0.00000	11.16006	10.97625	7.98106	78.45091	-86.19903	11.84962	61.71108	64.37878	9.25213	0.09884	10.46174	10.22837	8.04327	8.16534	14.54163
1064.28581	7.93004	1.00000	8.42491	10.18259	9.55734	73.78158	35.59642	3.11988		50.73733	10.53860	0.33290	8.20090	4.88694	6.87037	10.95867	11.66335
1067.10779	10.02759	1.00000	11.78407	8.71692	9.31211	28.37323	113.82465	23.29549	80.62829	40.54889	7.58326	0.03583	6.89467	8.63044	9.39873	10.91325	11.01661
1051.22937	9.78569	1.00000	10.14297	10.34728	7.60963	57.87021	-88.70464	34.25807	44.67949	52.43859	10.98605	0.50783	9.67948	7.90403	11.16553	9.14864	20.82620
1082.94889	7.06943	1.00000	12.44075	10.07494	8.06604	70.57998	139.07204	36.24624	48.79337	65.17309	12.08740	1.49813	12.16216	4.64552	10.43285	3.86471	13.16218
1062.00082	9.50107	1.00000	10.07721	10.29013	9.52780	68.32713	-119.01677	36.06523	36.62821	55.96359	8.94206	0.06766	6.49410	7.22822	8.17528	11.60050	15.98939
1128.53791	8.88763	0.00000	10.49998	8.57763	8.82365	36.49885	139.07204	36.24624	31.14605	60.86716	11.13547	0.58047	10.98695	10.29032	8.67772	10.01027	31.01744
1178.07444	8.55950	0.00000	10.37610	8.42847	9.20446	34.71226	-1.48119	53.0233	25.63391	69.66676	10.28229	0.24944	8.89822	11.74128	7.59178	7.26162	19.20567
1110.60043	10.28251	0.00000	8.59117	9.66183	6.95295	49.00928	29.91582	31.20176	38.59906	48.93633	10.64278	0.36010	7.81913	11.28792	6.45455	8.35300	0.52166
1184.55220	9.70791	0.00000	9.03957	10.76044	8.41672	36.91284	24.99798	-8.73508	36.97761	40.67102	8.78130	0.06213	12.06675	12.34971	8.72594	7.42058	33.75887
1148.84965	10.87618	0.00000	13.26902	10.41555	9.97670	79.58404	-51.87389	-23.44361	48.23322	53.77419	12.66509	2.66143	11.66007	4.01600	10.81672	4.49472	26.03507
1140.43077	10.05415	1.00000	10.33791	10.82584	9.78111	58.13304	14.34085	40.87363	53.17195	64.29201	9.14166	0.08462	9.10586	7.13550	9.06644	8.18251	20.04585
1164.53160	9.67637	0.00000	9.83576	8.89528	9.22668	50.02453	-37.07167	-10.91111	44.13327	39.77771	11.38754	0.74585	8.74770	10.80605	7.76281	8.35605	16.86685
1087.89743	9.14093	0.00000	11.74510	8.63620	10.84829	59.66078	12.53463	55.67938	66.38111	68.74665	9.53668	0.13344	7.26785	7.08764	5.88776	9.71208	-1.80000
1135.51168	7.39721	1.00000	9.28667	9.76634	9.43471	56.97707	151.07986	-33.88096	43.58366	54.96821	9.92199	0.18433	9.75486	5.65934	8.81016	8.99360	23.45060
1065.83492	8.75080	1.00000	11.34257	9.60548	9.41546	60.90693	34.8732	32.05971	40.54695	51.48009	7.15637	0.02270	7.59559	8.43752	6.76905	11.91606	16.29193
1138.31219	8.91673	1.00000	10.35779	8.97085	9.36692	47.12986	124.95278	6.33444	52.76125	32.32509	9.40012	0.10578	8.23631	9.40145	9.09288	9.48293	18.37300
1110.58082	11.11735	0.00000	10.96872	10.11978	7.65672	48.34889	-94.41551	39.09112	24.17263	46.46090	7.16797	0.02569	9.33909	6.82363	9.69306	8.02958	19.89604
1136.67575	10.38015	1.00000	11.58035	10.69484	7.71822	57.83307	101.44167	0.51667	74.55204	61.75610	13.29315	4.97098	14.83654	3.85241	10.74537	3.45001	17.14555
1160.18712	11.17759	0.00000	9.78205	11.12284	9.22333	54.90505	8.64409	48.07667	58.05410	42.20196	10.32231	0.26566	11.11246	11.54175	7.47885	7.05701	17.95224
1196.06867	10.72172	1.00000	10.27471	8.35477	9.92368	64.95684	6.10237	46.18396	39.57871	62.73845	9.66323	0.14266	7.18633	6.50644	9.70581	10.72133	26.23973
1085.94676	9.60693	1.00000	8.45611	7.89575	10.15872	43.40957	-0.76773	38.38479	50.03441	44.78846	10.07528	0.20490	9.74325	11.99386	10.41502	12.79932	2.20893
1053.54796	8.79577	0.00000	10.88716	8.59824	9.23312	31.29511	-48.52333	-0.71667	63.15849	56.34101	9.42555	0.11426	11.34137	11.20566	8.46424	7.13720	12.49352
1082.53582	8.77982	1.00000	11.43168	8.86061	9.80197	42.87294	126.835	37.65639	38.99691	42.30846	7.17063	0.02170	8.95587	8.43876	7.05589	9.96591	0.75869
1164.28948	8.61372	1.00000	11.19285	9.90637	8.16878	66.11242	117.59152	3.31332	61.07751	55.33022	8.54422	0.05723	11.05469	6.69963	10.02384	6.96915	8.66113
1113.56613	10.94569	1.00000	11.02303	10.37714	8.56906	39.95586	137.23333	35.8	30.08880	66.35461	6.62966	0.02496	8.40158	9.43930	7.16435	11.31359	6.73821
1199.06928	8.04248	1.00000	11.80947	9.45997	9.93641	54.15753	-75.69947	8.79577	43.87637	70.02933	6.53963	0.01335	8.52217	8.80806	7.65881	10.71579	28.97909
1152.50336	9.76034	0.00000	11.18728	10.63079	8.65354	69.23969	31.33078	47.56494	61.81552	64.08855	9.93850	0.18768	11.24910	11.55279	7.67866	5.55344	14.91007
1122.34872	8.86255	0.00000	11.23322	8.79174	9.65205	57.10156	26.01649	44.43579	43.19670	36.83010	10.89944	0.46376	11.48753	10.48404	8.38765	7.72864	0.62540
1096.46812	8.35407	0.00000	9.14518	9.30103	9.66248	32.36824	75.92694	14.46693	43.18174	51.97840	11.49019	0.83923	12.26753	11.27359	8.00089	7.83458	16.39429
1145.11981	10.47514	1.00000	9.81816	9.85899	9.91382	40.14897	-72.09391	18.65297	27.83567	64.22056	11.96572	1.33237	11.88605	8.26444	10.24651	8.95844	19.55317
1081.16859	9.01862	1.00000	10.06816	8.37554	8.53301	40.86134	-15.58602	27.76056	55.05484	38.92902	7.18284	0.02836	7.52004	8.97742	6.21445	12.46553	13.43157
1140.82370	10.18209	0.00000	9.87334	10.27873	10.19890	43.43356	59.4839	58.7002	47.34568	47.58073	12.55324	2.37059	13.37714	7.45772	9.36018	6.76298	10.32011
1194.05328	9.34757	1.00000	12.53644	8.65743	9.61967	45.23496	35.23388	31.78336	42.20109	22.06062	8.98707	0.07631	9.34751	8.68865	9.84782	5.76907	14.38796
1159.91059	9.22296	0.00000	10.33573	8.73664	8.15596	58.28537	5.03586	43.83125	52.27248	51.17828	6.09876	0.02007	10.52811	8.67818	9.83495	6.68391	-11.71910
1102.51294	7.32898	1.00000	10.68838	9.77185	7.65319	47.49755	123.758	10.20898	78.24129	57.83814	5.72786	0.01710	5.60038	10.87809	4.59977	14.86252	12.56321
1117.15744	8.45803	0.00000	10.55766	10.84118	10.21148	48.31910	-98.15529	26.18924	51.51769	39.28575	8.40246	0.04821	6.20610	8.02755	6.43329	8.61615	40.50428
1051.43369	9.74588	1.00000	8.61103	8.16497	9.37125	58.65337	-65.61427	-27.4338	52.82182	64.82143	10.21876	0.24368	7.71655	6.55766	9.49129	10.78544	40.38067
1088.14262	8.66581	0.00000	12.04238	9.94572	8.64296	42.01790	35.90057	56.85836	24.81773	68.17610	11.29111	0.68572	9.58367	10.13560	8.55304	8.38083	17.00248
1178.86331	10.22718	1.00000	11.27545	9.04847	9.67840	61.10471	-74.73584	5.20856	66.12821		9.36294	0.10530	9.29525	8.42295	10.86056	7.93283	7.60375
1160.98811	8.83384	1.00000	11.03443	11.59116	10.11554	31.14428	39.25	-6.8	78.31650	63.56822	7.54629	0.02462	6.66567	9.38479	10.11521	12.18865	23.41119
1116.84456	8.85637	0.00000	11.05840	9.24937	8.19501	55.37675	-86.19903	11.84962	72.62740	58.53009	9.27361	0.10495	9.14057	7.51513	8.92549	9.22529	28.99064
1093.60730	8.90044	1.00000	11.25600	8.94101	7.56463	52.25784	-74.28459	40.5576	27.28975	42.22314	8.51787	0.05151	8.60047	7.36314		8.69183	-1.05186
1151.51985	8.56958	1.00000	11.32142	9.53468	10.23536	27.28122	-82.61573	41.24255	28.60583	48.40965	6.41213	0.01792	8.98694	9.30923	4.53685	9.76701	1.85731
1134.14688	9.35293	1.00000	10.76165	10.12434	10.58038	59.37154	31.33078	47.56494	29.86749	43.33294	8.39242	0.04725	8.37301	8.00441	7.78463	9.62970	4.93135
1124.74112	11.26616	1.00000	11.95216	8.35925	9.90842	48.05642	135.21667	35.06667	52.43685		8.19285	0.04203	8.91191	7.44922	10.57155	7.07334	16.70450
1172.30462	8.26243	0.00000	10.26676	9.51889	9.52165	46.87338	-52.51028	-28.81833	24.86489	43.56972	6.76040	0.01275	9.63100	8.51727	8.42539	9.31363	12.65073
1147.99423	9.03625	1.00000	9.52510	10.21194	9.15184	37.25169	72.54064	31.82539	42.00026	63.15653	9.73000	0.15502	8.81250	8.49410	12.42139	10.15914	10.81647
1095.62269	9.44271	1.00000	11.08734	8.87442	9.49907	35.22824	-75.23266	43.1009	54.32964	74.06686	9.60981	0.14262	10.21725	5.93162	11.87309	6.91981	28.52553
1164.24762	8.97898	0.00000	10.12973	9.00756	7.56697	43.19425	-1.5443	50.75767	44.08865	64.81338	11.63988	0.96261	14.31268	11.02901	11.14101	10.09033	24.48126
1199.54231	10.70846	1.00000	9.29190	8.63712	11.64003	57.74310	-56.52361	-33.38056	33.08046	57.16022	11.56088	0.88660	13.22716	7.92235	9.27880	5.94460	-2.06480
1123.60555	8.42750	1.00000	10.02652	7.40771	9.73181	50.68833	30.4347	-1.9487	45.50445	58.44880	8.87374	0.06023	8.68466	6.17537	7.99140	10.39642	26.91710
1122.33800	9.75255	1.00000	10.25745	8.67640	9.34213	25.31720	-56.52361	-33.38056	54.54401	52.30349	10.65281	0.36047	11.55500	8.03718	9.26903	6.65393	1.34717
1113.76743	9.65984	0.00000	10.34834	11.87139	9.34019	43.08834	84.63445	24.81757	36.90553	69.64135	7.65224	0.03901	6.29484	9.60784	8.48035	12.25233	16.27915
1178.85254	11.14446	1.00000	8.31730	9.67066	8.63290	56.29841	37.99117	44.92934	32.41582	62.63193	11.30993	0.68412	12.32705	8.62305	11.98964	10.05260	18.41251
1179.78413	10.12903	0.00000	10.52339	6.80982	9.98145	36.78422	13.28702	52.4581	55.24517	56.93267	7.75899	0.02655	7.52011	8.77357	7.48980	8.94092	7.82396
1122.11822	10.78736	1.00000	9.80578	10.02355	10.64529	47.29206	-76.70944	-11.94306	51.59403	42.26876	8.51941	0.05783	5.88611	8.60532	9.01337	12.64508	12.78496
1181.71213	8.83428	0.00000	11.19438	9.49271	8.60533	51.65677	109.05389	-7.51611	50.86295	51.63996	9.52998	0.12942	5.45634	5.60933	6.64697	5.84565	14.46900
1152.94993	8.60135	1.00000	7.93910	9.21042	10.14752	49.13971	71.57118	32.87533	28.77571	40.19685	11.58685	0.91154	10.81494	10.42944	9.44373	11.68651	5.72826
1187.11764	8.59394	1.00000	9.42434	9.82622	8.30999	52.90283	73.06784	25.13915	44.98991	58.87807	10.40877	0.28388	8.18416	8.46403	10.88504	11.13738	40.41478
1081.47423	7.85233	0.00000	11.75179	9.23297	9.12932	38.40324	-119.01677	36.06523	68.85271	57.58105	10.10382	0.22063	11.04319	10.15823	8.06276	7.25982	22.82106
1145.74573	7.62003	1.00000	12.05706	9.46129	11.59219	59.06967	14.66737	41.55947	62.07710	37.64817	6.33506	0.01748	9.39766	8.63089	5.98444	9.64988	13.02932
1163.30576	8.67350	1.00000	10.49972	8.46329	7.98622	50.28486	34.75699	31.39547	41.75219	63.28678		0.02551	7.28335	9.89418	6.38790	12.32580	-4.18985
1134.02947	10.44868	1.00000	9.33100	8.39470	9.27846	44.84145	72.68533	22.75218	46.88663	51.30475	10.35648	0.27890	9.07605	9.19849	9.79909	8.72270	23.36814
1177.79326	9.31265	1.00000	11.60228	9.97586	9.60787	28.63052	128.63083	36.82167	63.44050	43.57365	8.39561		6.48137	6.98539	8.96919	11.90239	20.83436
1178.71554	8.59310	1.00000	11.85503	7.39537	9.28311	73.16703	38.94324	44.98901	50.38098	63.80513	6.94573	0.02190	11.83927	7.36037	6.77681	7.17911	-13.59518
1155.96615	7.73004	1.00000	11.42593	8.83054	9.36533	63.57617	38.94324	44.98901	64.36193	57.41499	7.21955	0.02152	6.97367	7.98344	12.60771	7.51834	36.76237
1143.14106	8.14740	0.00000	9.46179	8.64481	9.95028	46.61468	-72.97261	43.61062	34.60474	58.20125	8.22220	0.03572	7.68224	8.00169	6.75268	6.90037	15.92167
1145.01712	9.34552	1.00000	8.34593	9.12236	9.96271	70.55826	-1.5443	50.75767	39.21790	49.29839	11.48043	0.81807	13.81926	9.68212	10.69966	8.49477	6.32617
1120.78069	8.21817	1.00000	10.32832	9.56095	8.73733	24.80994	2.35739	41.63976	51.02773	60.63054	10.88945	0.46032	10.34866	9.62457	9.86658	9.10323	7.84624
1159.69241	8.10706	1.00000	12.11761	8.16311	9.30685	47.46851	114.10479	22.37066	68.77949	29.57701	5.69614	0.01221	6.38301	11.13898	6.77378	12.68312	17.99642
1128.83404	8.43474	1.00000	11.27452	11.14551	9.86410	55.10845	13.28702	52.4581	78.15945	49.40365	6.35127	0.01610	9.26463	9.34460	5.79452	10.84672	-0.86613
1163.03723	9.33976	1.00000	8.93604	8.81946	9.10331	62.42002	1.15597	51.78967	64.16193	55.12483	10.53332	0.32697	10.61847	7.21110	11.12286	9.80010	22.93612
1112.54587	8.69093	1.00000	10.59326	8.52366	9.52041	49.12008	38.15035	49.41029	27.14267	57.71735	7.72732	0.03144	6.69541	8.23402	7.25826	12.82598	17.10164
1197.27507	9.56294	1.00000	12.16549	10.35435	9.29191	41.81116	-96.39774	30.16688	42.69821	58.44817	13.38901	5.47530	13.20446	6.28779	9.85753	5.13485	-3.92269
1114.91071	7.99683	0.00000	10.71289	8.35035	9.11206	81.53096	78.95693	29.21399	57.66268	61.19341	7.22688	0.01633	7.85687	7.83473	7.77329	7.02025	12.25375
1176.35949	8.53484	0.00000	9.25410	9.81423	10.59218	37.20127	71.57737	21.53889	57.80147	66.04135	7.78156	0.03009	12.27133	12.30930	7.01298	5.54238	25.82874
1098.96706	10.46730	0.00000	12.82400	9.76556	11.63534	43.49138	85.94001	25.49043	53.72536	29.14933	10.82298	0.41877	9.90241	8.82547	7.73716	7.80820	7.76561
1146.86525	9.71987	1.00000	11.97454	10.30735	9.47287	34.24032	47.3799	33.14447	50.42993	48.81483	6.12976	0.01534	10.18662	8.58131	5.28161	9.52665	11.30966
1063.31748	9.43826	0.00000	8.79081	9.23854	10.40678	66.56138	-0.32247	50.82882	59.04586	55.15771	11.33946	0.71558	11.97690	9.64713	10.03395	9.27482	32.60318
1122.06459	11.07561	1.00000	9.51911	8.60901	8.53789	33.94479	-73.95958	40.57788	43.51249	48.54144	10.05331	0.21199	7.84016	5.89936	8.67417	10.31799	31.82403
1084.82874	10.38129	1.00000	8.77658	10.64885	10.66599	52.13506	3.50309	34.15429	46.47077	43.75436	8.88726	0.07547	6.79614	7.80186	8.63173	12.32270	13.92501
1181.14973	8.30671	1.00000	11.49494	9.46855	10.34321	40.63499	-82.4017	23.0072	61.36823	42.49551	10.03425	0.20392	10.85448	8.52423	10.65788	7.48538	16.31782
1197.35072	9.17579	0.00000	9.84728	9.04303	10.34643	58.96559	-15.58602	27.76056	53.35899	54.18225	8.58745	0.05789	7.87906	9.06612	8.15198	7.79175	18.58570
1076.69817	11.82526	1.00000	7.03254	9.08584	9.27064	39.05651	41.00817	38.13708	26.99090	22.74050	9.59996	0.14063	9.51328	13.26278	9.25495	13.00856	13.48196
1172.31847	10.80726	0.00000	10.73900	10.56115	11.41267	37.38244	9.72749	48.28259	66.28621	39.34811	12.14900	1.60108	9.03494	10.41826	9.47300	9.99584	18.57935
1116.37504	10.32631	1.00000	8.70006	8.86596	9.39353	38.86871	-69.96533	43.91452	55.18448	76.36402	10.21159	0.23118	11.41508	10.64876	10.26245	10.51851	-22.60178
1063.80849	10.35445	1.00000	8.43972	8.79809	7.97068	49.84488	-117.71978	34.09668	40.42706	62.20966	12.25917	1.77288	11.95790	8.89763	10.66498	9.13361	11.28078
1147.76201	8.37068	1.00000	7.86372	7.93222	10.38680	48.87670	2.44892	48.98693	47.95183	47.75702	8.85731	0.06950	10.16350	9.95462	11.43641	11.06721	4.35531
1193.82700	9.48451	0.00000	10.57849	9.25286	7.94834	67.37515	79.5286	29.22254	48.48099	46.36430	8.86903	0.06555	7.87281	8.57663	7.36242	10.49204	12.53618
1175.11987	8.16889	1.00000	8.43533	9.01063	8.63090	45.95668	-58.44417	-3.14306	34.53728	43.34396	10.38084	0.27463	10.01805	11.34582	10.82585	11.68987	15.30467
1151.32035	8.24016	1.00000	9.97601	8.00279	7.67965	40.30667	123.758	10.20898	39.61861	50.82797	7.18628	0.02062	8.73569	9.04825	11.24896	9.56393	25.35200
1094.27113	9.24284	1.00000	8.47559	10.11942	8.57122	51.29476	57.3552	51.4781	49.35104	59.43075	10.36139	0.27497	5.32134	7.49669	9.83755	12.64949	17.44002
1138.69305	8.36672	1.00000	13.17951	8.83359	7.50077	50.59968	76.11996	11.12018	32.09773	51.43702	8.39576	0.04332	9.11856	6.36617	10.37535	7.74539	-11.92723
1054.56571	8.19675	0.00000	9.39392	9.88732	10.07379	54.09013	-73.95097	40.72371	38.53389	24.78458	9.38603	0.12112	11.13706	11.09275	7.47570	8.01940	19.40313
1158.59303	7.54176	0.00000	9.90794	8.30979	6.73726	51.63263	-42.29444	-4.24444	68.07488	56.19906	8.90385	0.06990	10.24987	11.28386	6.38424	5.96862	25.25750
1137.57702	10.53163	1.00000	9.06902	8.07519	10.50493	40.02203	-95.30106	32.35126	53.25011	61.95784	8.65328	0.06190	6.95786	8.17014	7.25842	11.77773	14.25548
1111.17042	8.48071	1.00000	9.70201	9.02996	9.99493	61.73272	114.10479	22.37066	42.97932	75.69413	9.14910	0.09384	6.60725	7.79806	9.67382	11.63471	10.35909
1167.19360	11.01122	1.00000	8.31183	9.72550	10.69780	62.22196	-69.08333	-16.25	63.19332	56.69412	8.86930	0.07176	4.12682	9.15248	9.79085	15.17823	25.21923
1190.35933	7.32281	0.00000	9.34153	9.79514	9.67459	52.58117	128.63083	36.82167	42.67533	41.43133	9.33259	0.09808	12.62667	11.77605	8.36914	7.20501	23.39756
1145.00994	8.94095	1.00000	9.71898	8.79408	8.19117	26.71902	-102.04897	19.64745	54.31612	29.09879	12.20743	1.68346	13.54642	7.89709	9.49567	6.87117	9.30884
1154.46717	8.65130	0.00000	12.00574	8.95262	9.71967	45.99305	30.98551	2.41669	52.28147	72.84817	7.65726	0.02567	7.87070	8.26203	10.73313	7.46383	10.72665
1138.54282	8.22552	0.00000	9.32102	7.01519	9.58544	82.15981	117.65694	36.19278	47.20451	40.15717	6.08580	0.01644	7.28741	10.57391	12.12959	7.19796	20.96086
1063.50684	10.28528	0.00000	11.48373	7.87702	8.44781	57.44104	37.56667	55.85	55.50015	47.06938	9.98293	0.18996	13.28552	10.46409	8.96669	7.86506	32.23912
1128.26579	7.74348	0.00000	10.40103	7.46270	10.28716	51.13103	71.30633	21.34222	55.02397	51.16112	11.56799	0.89596	11.41874	10.60508	9.09875	8.92169	34.63193
1099.45877	10.39500	0.00000	9.18340	8.96215	9.66310	38.63007	2.95924	36.76775	19.95830	45.72636	10.04736	0.20261	10.80502	11.39380	8.00614	8.52112	39.42239
1068.21236	10.43057	1.00000	9.17017	9.19399	9.08085	35.85568	-77.03116	3.8801	51.91994	46.25335	11.15617	0.59506	11.83736	9.98740	10.16708	9.95668	15.77178
1183.12212	8.62879	1.00000	11.54445	7.89050	9.12189	51.00310	-95.30106	32.35126	66.67762	28.63877	6.75221	0.01872	8.45526	9.09065	5.95398	10.18758	5.04255
1131.01075	8.78686	0.00000	8.52104	9.15422	9.34936	56.81972	-37.07167	-10.91111	59.72706	54.55741	9.78088	0.16766	13.30034	12.33692	7.22293	6.75769	16.76799
1148.68989	9.36776	0.00000	10.07771	7.90286	8.83878	71.02288	-0.91979	51.42708	40.52435	58.56793	9.63449	0.13461	7.43879	7.45473	5.37548	8.79144	24.69959
1059.56330	9.89167	1.00000	10.22152	9.56759	11.07380	60.08108	-97.90308	31.12406	33.52141	50.85642	7.95302	0.03621	10.08102	6.48712	5.23905	10.57583	29.33495
1092.61493	9.05920	1.00000	10.53968	9.68172	8.43052	61.21772	-117.71978	34.09668	49.09798	54.91515	12.46202	2.16892	10.54482	9.82642	9.89825	10.91362	11.32025
1078.25472	8.92373	1.00000	10.45630	7.96224	9.49063	34.24057	83.36889	26.76628	34.57321	56.34070	10.74818	0.39674	11.36454	7.79383	12.50329	9.25993	30.47282
1144.94842	7.63235	1.00000	11.55113	9.45576	6.43100	47.07468	-76.88442	40.2737	40.42086	52.46594	11.86772	1.20670	11.80465	8.77626	9.81169	7.26714	-2.53428
1178.35605	8.76139	1.00000	10.16916	8.74661	10.68052	50.42481	137.5	34.9	57.73376	63.93510	7.55467	0.02584	9.80520	7.07525	5.57997	11.07190	25.47090
1132.13498	10.22116	1.00000	12.44992	8.97613	9.96404	42.23756	30.38167	59.80917	52.94448	57.65591	11.87687	1.21361	12.80674	7.97325	9.74069	4.54699	
1155.99855	9.14264	1.00000	11.98294	9.88331	9.43126	79.32608	5.03586	43.83125	32.02059	37.12468	9.21546	0.10039	9.20429	5.49930	11.32912	6.52481	-1.18240
1068.51042	8.55718	1.00000	11.12228	9.93223	9.05209	69.06659	137.4	34.81667	54.88918	52.76059	8.38891	0.05266	10.05371	7.57917	8.64612	7.17863	6.71396
1092.51594	9.66712	1.00000	10.87318	9.19010	10.51308	40.39741	-0.59543	44.80477	65.94873	32.15980	7.28731	0.02497	9.52126	7.45332	5.35316	10.45229	24.30754
1124.37150	10.21491	1.00000	11.02726	7.70060	9.30289	86.98671	75.06583	32.17629	60.68943	42.81996	12.13405	1.56534	11.12388	8.75596	9.90345	6.41277	19.38476
1100.77431	8.88605	0.00000	8.29580	8.31393	8.37295	35.02404	-84.20299	39.43534	56.18283	49.77447	9.53331	0.12716	10.49591	12.64695	8.59143	8.16962	14.91385
1051.42559	8.71073	1.00000	9.65564	9.93630	8.70207	45.54397	-86.57415	15.48131	70.88073	53.23662	10.55918	0.34288	9.30079	8.90673	12.14033	9.32044	6.37107
1098.10597	9.36885	1.00000	10.45291	9.71048	11.30863	57.58321	39.8302	64.5635	54.10882	27.74030	10.32408	0.26944	11.26262	7.45868	10.02353	6.89793	2.84007
1089.87321	10.71402	0.00000	12.15753	9.66853	10.35525	61.90346	9.5926	52.86147	41.28053	55.07907	9.93615	0.18146	11.70871	9.81087	8.90473	7.86938	13.14107
1101.45952	9.71145	0.00000	9.05532	10.91503	7.89163	57.54148	13.32127	52.59319	25.77083	43.33519	9.21544	0.09699	12.16088	12.18524	7.39859	6.20326	-3.60072
1087.20984	8.67937	1.00000	11.98875	8.76328	9.08109	32.36465	35.59642	3.11988	21.38867	45.33385	6.45606	0.01675	8.76105	9.98774	9.30714	9.75745	8.28814
1056.08927	9.35453	1.00000	10.17275	8.38940	8.66151	62.10239	111.50861	32.54278	55.88136	49.87388	8.29131	0.04178	6.58540	8.87272	10.01038	11.68639	10.69820
1074.43364	9.95656	1.00000	7.02680	10.34738	10.90382	46.62698	19.61222	44.97639	33.16933	50.84057	15.77507	59.36955	12.60733	7.41121	10.01628	9.94764	28.31154
1162.43738	9.65676	1.00000	11.05248	8.59225	9.03458	47.63362	30.38167	59.80917	60.66758	56.77864	10.40498	0.27977	9.55858	8.27454	10.03967	7.64348	23.65326
1157.63364	8.79951	0.00000	10.25687	9.46452	7.48298	45.14050	29.91582	31.20176	28.79420	74.00286	10.77883	0.41410	10.97104	9.69138	6.70271	8.05224	14.24872
1177.75061	9.28972	1.00000	11.58593	9.88387	8.53124	60.94169	-74.01042	41.50343	44.77710	58.85139	6.88285	0.02067	7.97246	9.56549	6.52577	10.35077	20.88192
1171.82364	9.88617	1.00000	11.15603	10.15588	10.03616	30.37634	40.17171	58.1908	42.54890	46.85230	7.33321	0.02665	9.43013	8.50625	6.67964	9.52165	13.13598
1184.82145	7.72488	1.00000	10.06903	9.80604	9.26992	68.41924	-71.23106	-32.45242	53.82205	52.75239	12.12791	1.55695	10.35609	8.68515	11.51874	9.54168	8.35236
1118.66970	8.60461	1.00000	11.45313	9.18306	10.73832	82.09833	-96.67834	34.77453	42.02237	50.95044	8.41156	0.04555	8.11162	6.63485	6.34551	9.99397	-4.20945
1123.00246	8.77691	1.00000	11.65946	8.26951	8.53631	48.03983	-91.77127	37.95143	28.09562	75.14951	7.61169	0.02827	9.72093	7.50546	4.85015	7.99835	31.40478
1095.06588	10.66973	0.00000	12.25534	8.45953	10.17413	30.90572	-96.67834	34.77453	40.12718	47.40867	9.40462	0.11966	10.22577	9.39957	8.08853	7.36133	5.84388
