PRES	warning	PM10	C2H3NO5	TEMP	NH3	SO2	CO	longitude	CFCs	PM2.5	latitude	NOx	CH4	O3	PAHs	Pb	H2CO
1190.04985	0.00000	9.21155	10.37467	17.03234	10.73258	7.56061	3.30444	-0.59543	52.02458	7.78237	44.80477	9.88087	8.89471	9.02090	5.98315	57.18071	55.60046
1182.54272	1.00000	7.31357	2.30638	37.99584	7.56931	7.98192	7.98558	86.59509	80.46351	6.38507	26.11527	4.81073	6.35134	6.87798	8.06144	42.87835	49.09385
1125.63019	1.00000	7.38119	3.47428	20.15481	5.05290	7.77397	3.35489	-102.36764	74.41882	8.92124	31.84568	7.88594	9.68874	7.26333	8.66103	51.46342	48.44857
1083.74456	1.00000	6.43880	1.11253	14.35288	8.68280	6.85744	4.41780	29.26639	60.81685	7.27348	37.58105	8.35110	10.84600	8.79277	10.41021	44.90941	42.33284
1097.77129	1.00000	8.29430	5.64525	7.76199	7.44488	6.63199	6.32593	115.70111	53.37691	5.63834	37.73222	3.54469	6.94210	7.68150	8.70384	61.46946	39.59490
1079.13688	1.00000	5.83954	1.61676	-5.91071	6.86684	7.10425	6.89177	-60.94228	57.13829	8.46609	14.67751	5.42456	7.43973	9.04088	7.92347	66.20251	66.44603
1074.09390	1.00000	6.91575	1.94870	33.00732	9.30949	7.13611	4.81677	76.0586	64.08103	6.15674	16.06213	5.56228	7.18325	6.89161	7.02386	30.97875	50.35885
1097.61678	0.00000	8.28180	4.87118	17.81927	7.34247	8.58949	5.42392	123.99333	72.91226	3.32622	12.97389	6.64683	5.61761	7.48995	5.74201	74.97415	40.04571
1109.00683	0.00000	8.28620	5.39245	19.98023	10.19892	8.19151	10.24845	-3.05	60.78443	7.26817	53.81667		10.82822	8.62666	7.35457	64.63087	29.77938
1128.34206	1.00000	10.20642	26.90262	-12.67874	8.79621	7.04807	8.30438	-37.03861	69.51110	10.00263	-10.90889	3.43928	6.52458	8.16616	7.76840	40.81727	33.24938
1065.71715	1.00000	6.13558	2.12314	27.19934	8.95063	5.23917	4.82371	13.10984	63.03969	6.45737	51.30001	8.02304	11.85014	8.85344	10.43890	68.42432	41.78374
1125.75564	1.00000	7.52664	2.82586	20.55543	9.04622	7.17100	5.79686	99.1625	64.66002	6.65154	3.3285	6.40646	8.79996	7.65039	9.31169	20.20000	34.29294
1151.44370	1.00000	8.06199	4.96834	30.53759	5.23257	7.87636	7.17651	1.33467	50.14815	8.69411	43.61058	7.50266	12.19985	6.76598	11.37095	23.23474	56.10361
1099.50600	0.00000	7.67457	3.22583	6.27129	9.97273	7.31483	3.40550	-122.2054	62.46722	8.06113	47.76232	10.82788	6.84727	8.41441	8.26787	71.35695	40.01418
1071.85752	0.00000	8.32571	5.49694	18.97682	7.50744	7.50972	5.68054	-85.43772	60.24978	5.05932	10.63504	8.14286	6.85792	6.66863	6.28342	56.28136	45.78396
1189.57971	1.00000	6.66386	1.84617	12.26414	6.73306	8.49495	6.98639	44.02488	42.02486	7.22033	32.61603	7.18906	8.74954	7.04731	8.89601	35.31358	40.93919
1143.84113	1.00000	6.40773	2.62015	12.47755	10.77436	8.53738	6.69403	-9.24671	73.62952	5.89971	38.72706	9.20584	11.78428	6.87550	9.26020	45.55234	37.20783
1094.49663	1.00000	7.60620	2.87481	8.13714	7.96662	7.18636	7.66289	2.12213	80.14392	7.20729	48.8222	8.05006	9.30237	8.48667	10.16216	40.57018	33.48068
1087.59733	0.00000	8.31983	4.81551	8.64527	6.35764	5.82462	7.40499	-91.73625	49.59662	6.59558	35.25064	4.88519	8.62619	8.39853	10.15661	77.79647	60.58307
1071.74951	1.00000	6.66633	1.84847	29.90384	9.75601	7.80026	5.74234	27.06365	66.40181	6.39268	50.18545	9.08306	9.92384	7.44307	9.55371	37.23310	20.21040
1176.01005	1.00000	9.27666	11.24824	-3.41599	8.93493	7.30382	7.60175	43.2379	83.72195	6.12695	50.06	5.71538	6.37432	7.31712	7.69474	47.82397	74.74394
1106.59816	1.00000	9.83420	18.78560	-6.56184	8.42150	7.23899	8.69547	114.33333	51.80582	6.69444	-8.43333	5.95574	7.08961	6.52089	9.99390	87.87801	40.81713
1104.06811	0.00000	6.92406	2.38628	14.71212	5.66349	8.54499	8.16995	-0.91979	70.18700	3.23754	51.42708	5.87342	7.31789	6.27162	5.17665	52.53154	45.40355
1080.34407	1.00000	6.97951	1.83292	29.48098	7.16088	6.61336	6.10250	2.29026	70.32849	5.93740	48.77644	4.58909	7.66614	6.85120	9.68197	54.18445	50.47956
1104.42349	1.00000	6.68096	1.74543	14.32236	9.05309	7.75081	8.16894	-80.66756	79.33339	5.53326	26.68451	5.35402	6.92765	8.43054	6.33748	44.75783	63.46548
1153.24598	0.00000	6.82039	2.96086	20.17986	9.21182	8.51567	4.81299	-1.64295	77.80630	7.77228	42.8139	10.19438	8.94056	8.15124	6.84635	39.93987	33.27447
1160.39052	1.00000	6.88080	2.76742	-8.15127	3.98670	7.34484	6.75542	35.90057	64.66041	12.88643	56.85836	2.53509	8.28264	8.75470	5.05495	45.49069	42.24118
1081.57722	0.00000	8.71874	6.34518	18.35875	6.10395	6.24007	6.69347	76.12647	43.08693	7.16745	32.55531	4.85879	10.14629	8.33793	8.19801	35.54805	34.91172
1146.87545	0.00000	6.33951	0.81384	24.08211	4.55528	6.97546	5.92833	-13.68778	69.81884	5.45810	9.535	6.57025	11.41109	6.78348	7.50752	60.20780	47.23275
1081.85902	0.00000	7.36832	2.99198	23.06317	4.75262	9.24488	6.66210	68.49143	66.51017	6.74724	25.80565	5.42782	10.70371	8.33957	8.47916	40.55105	22.56485
1050.40672	1.00000	6.30177	2.26301	15.81826	5.60443	6.52920	3.94571	-84.50855	57.30623	9.77476	39.08367	8.18042	9.70482	9.71483	10.03890	40.35815	29.07010
1168.04877	0.00000	6.47192	2.13180	18.42312	9.65545	7.25170	8.12874	-102.36764	54.11199	7.70663	31.84568	9.31826	10.16969	8.92077	7.04820	48.41102	61.40575
1148.21944	1.00000	7.59636	4.31976	10.99112	9.37932	8.21426	6.51756	-69.96533	74.26702	5.87923	43.91452	5.49775	8.59297	8.39166	7.34315	36.31015	45.56953
1073.64153	1.00000	6.70795	2.71126	14.40537	11.14097	7.77629	5.87363	29.47306	50.71904	5.58323	0.49113	8.20173	12.22665	7.53831	9.20229	32.32329	54.57875
1192.52122	1.00000	8.90859	8.12313	19.07306	9.00432	6.60368	3.16123	-1.06667	64.19024	6.99905	53.78333	7.69836	10.55732	7.92600	9.52506	19.41102	76.59949
1187.83996	1.00000	8.68008	6.88792	13.93527	5.46556	6.72718	9.05109	19.27498	53.82485	9.52108	50.20528	2.91427	9.59441	7.26898	6.75873	36.63472	62.17016
1106.40601	0.00000	7.76888	3.47931	17.05808	4.73306	7.36487	6.72418	-74.01042	72.51509	6.76036	41.50343	5.43320	9.40187	7.11344	9.78633	46.91386	45.04820
1120.56160	0.00000	7.45537	2.29184	15.81292	4.92691	6.92131	5.40928	14.01481	83.20880	8.33445	42.67164	5.59939	11.81142	6.52429	8.38763	45.35965	56.59806
1115.51813	0.00000	7.06384	3.04355	19.18818	9.03470	7.14251	8.35206	100.24529	55.75437	7.43891	5.4709	7.79752	9.88868	7.10210	6.38759	52.01079	43.07652
1098.68234	1.00000	7.77926	3.26666	22.44029	10.05494	6.98745	8.89328	-39.25	50.44992	6.00846	-12.91667	7.42258		8.67635	10.23851	47.28091	33.92736
1102.40735	0.00000	7.10330	2.44445	31.32607	9.33923	7.85854	3.74938	-67.33122	56.43653	8.92955	10.22677	10.41705	7.20921	8.09744	8.41810	68.16135	22.63985
1174.16241	1.00000	10.08867	24.53253	-0.83185	8.99086	7.79391	7.23599	-82.35176	61.69687	6.23345	27.71809	7.20590	9.94837	6.46830	10.57536	65.52924	37.69522
1110.00672	0.00000	6.55279	2.32456	20.07071	9.54438	6.72527	8.27294	2.18967	59.51665	6.78782	48.8765	10.74896	11.57026	9.33839	6.66984	72.47536	46.47114
1163.96307	0.00000	7.93088	3.30312	7.89897	4.81872	8.56062	5.84978	71.30633	49.16383	5.55629	21.34222	5.33215	9.22605		9.09725	46.61376	26.23759
1106.22426	1.00000	8.08565	4.81972	12.95269	7.28186	8.94948	6.72730	39.25	75.99451	12.08509	-6.8	5.03553	8.62762	7.26732	8.62660	51.40724	55.39010
1179.38151	1.00000	7.29895	2.57130	24.66494	6.97564	7.04390	8.16672	-8.2194	56.07788	5.39040	43.48961	6.46420	5.40146	6.92444	7.95487	65.13312	21.57239
1120.27586	1.00000	8.26544	4.69671	19.04141	6.45073	8.35227	6.62759	-78.19444	66.25545	5.64700	38.91817	7.69677	8.61661	8.15210	9.89895	38.80785	58.14202
1187.76623	0.00000	5.63916	0.80853	18.01640	6.80296	8.00933	7.40904	6.26764	84.07868	4.40416	4.92675	6.55985	8.92655	7.48905	8.21664	46.51274	42.01975
1123.10339	1.00000	6.78530	1.86016	12.32606	4.27548	7.81023	5.29001	81.54855	57.99654	6.82471	26.2649	8.18315	7.58812	6.75267	9.63294	62.34530	26.50139
1168.99597	1.00000	8.81926	7.04851	18.48600	7.03380	6.83044	5.83591	116.10146	65.33378	6.91249	5.90702	5.14558	6.96021		9.35235	57.43264	22.72515
1174.42258	1.00000	7.13675	2.44822	-0.54219	3.30508	6.64314	5.88330	-15.58602	51.96037	11.28797	27.76056	5.77007	9.79184	8.02707	7.41620	46.58116	46.23162
1195.53254	1.00000	8.39905	5.30067	4.59225	10.01101	8.22313	5.87955	35.96944	62.66799	9.88480	56.03361	4.15689	9.33832	7.95324	8.73993	54.52790	52.89647
1084.78132	0.00000	5.28528	1.63445	11.94631	6.41653	9.30677	7.57301	100.24529	56.53279	7.49337	5.4709	9.25138	9.81512	6.75302	6.31896	39.81245	45.50250
1094.08827	1.00000	8.72256	6.58977	7.42833	11.41620	6.69562	7.58090	110.71639	72.35537	4.60113	-7.54972	5.46091	9.46162	7.82084	6.96603	60.13300	38.99417
1089.42030	0.00000	7.35666	2.61286	2.34678	5.95969	9.30421	6.90342	13.10984	58.67444	5.44905	51.30001	6.56585	8.61824	5.74468	9.16215	66.93729	55.35426
1101.36961	1.00000	8.04488	4.49706	14.44747	6.76474	7.64808	7.39444	-77.02303	57.81591	6.18806	38.70734	3.99169	6.91805	7.69309	8.79648	40.26448	64.58057
1053.11893	0.00000	8.80775	8.26216	32.46693	11.56960	7.99649	5.80485	124.95278	79.95919	5.98270	6.33444	9.43751	7.12684	7.47736	8.05668	46.24489	58.05822
1079.94691	1.00000	7.44755	2.20384	26.34024	9.19667	7.44137	6.80958	-3.05	50.50027	6.93426	53.81667	7.61666	9.21917	7.14848	8.83525	56.50632	41.31952
1148.87421	1.00000	6.34444	2.10209	5.14080	5.45165	7.82034	6.45103	-74.73584	65.06142	6.84262	5.20856	6.78535	8.57090	8.31483	8.77516	37.33198	46.46904
1100.44595	0.00000	6.61528	2.42949	13.65551	5.02386	7.16121	7.96647	2.45012	52.32211	7.87353	48.90982	2.22315	10.85431	5.87515	10.02664	36.94325	48.76812
1122.87398	1.00000	8.38849	4.86359	11.71398	7.06063	6.42401	5.67314	-63.90389	52.09681	9.26614	-8.76194	6.15882	7.56374	8.81769	8.98452	62.01868	61.20217
1150.47705	0.00000	7.53539	2.97474	24.26520	6.05564	8.24731	6.23423	83.36889	67.39948	7.31324	26.76628	5.99589	8.37258	9.42249	9.14824	29.82440	28.08772
1082.63155	1.00000	7.39041	2.94342	9.59216	8.42733	7.76238	5.18549	-103.5687	64.41394	6.00466	20.22816	3.93821	6.46152	7.37054	7.76041	61.92385	38.29373
1134.79024	0.00000	8.31545	5.35852	20.29365	5.39824	6.28200	6.66075	13.29371	53.15026	8.24459	52.53048	4.46010	7.96879	6.80097	11.45910	70.84532	75.49479
1187.95765	0.00000	6.61387	2.08953	24.51457	5.49521	8.90189	6.43586	-0.2	53.53068	6.75166	51.65	6.50311	8.06742	7.91940	9.86757	77.10607	51.14135
1147.35264	0.00000	8.46317	4.88852	23.00019	8.61899	6.33335	7.37390	-89.71472	49.89479	5.33840	13.73417	7.72198	7.16828	8.27880	7.09306	42.81513	45.43776
1105.99088	1.00000	6.99874	1.80961	22.03827	8.41777	9.42908	5.38012	28.67582	65.67397	4.99412	40.98894	4.87612	8.75750	6.38940	9.64876	19.55244	60.44193
1112.67966	1.00000	6.83238	1.83244	13.89521	5.84925	6.95807	5.52502	91.61356	58.74961	8.52019	26.44931	9.52388	10.09517	8.02680	13.01935	56.23366	62.94363
1107.83651	1.00000	8.68739	6.64295	25.79478	9.88768	7.08679	5.05880	35.96944	53.21195	6.42936	56.03361	7.85416	9.46218	7.53825	8.35218	46.27150	44.49690
1124.96918	1.00000	7.19374	2.17273	10.54157	8.43753	6.32790	6.39148	136.51667	70.04849	5.67466	35	4.47639	8.88038	8.42957	8.54712	35.28221	29.17907
1147.16120	1.00000	7.25687	2.78117	-11.19681	6.20214	7.58801	5.19931	85.37752	60.10554	12.82555	22.10194	6.29381	9.37499	7.63254	9.64754	42.43954	53.73752
1165.88814	1.00000	7.03326	3.01948	35.82199	10.15050	7.16867	9.04656	-87.88754	59.46037	5.54685	41.15376	4.68862	7.51974	7.21871	6.19876	39.05700	34.04654
1194.91677	0.00000	7.42762	3.07771	15.97571	4.01380	6.98008	8.45264	122.22833	62.02951	2.72915	40.66482	4.80268	6.03245	6.90793	5.27837	56.25701	44.37429
1181.19763	1.00000	9.24863	11.51508	22.03922	8.09944	7.48383	6.39131	34.37389	61.35288	8.75555	40.1675	7.02295	6.65541	7.37099	10.33770	39.40401	43.80630
1149.76850	0.00000	7.53045	3.48956	22.54443	8.43122	7.90629	5.17547	5.06258	52.88918	8.53458	7.50251	11.23837	10.17314	9.13439	6.92437	62.13133	63.77762
1176.96775	1.00000	7.02395	2.41263	23.14302	9.18501	8.33172	8.32813	120.82747	54.47205	5.59385	37.30553	4.28329	7.72282	5.35604	8.98810	41.02324	30.29051
1076.18765	1.00000	6.93546	3.34301	11.96507	6.94263	8.76772	7.04721	11.34046	52.08277	10.26163	50.72043	4.37064	8.64548	7.92232	7.47821	48.13854	76.86967
1150.40900	0.00000	7.43529	2.44215	20.29822	5.36153	6.89751	6.30487	24.14662	72.64632	2.21468	65.84811	8.08836	8.99307	6.28836	3.86203	39.35414	61.75939
1070.13329	1.00000	8.52394	6.89708	11.85445	5.35502	7.23107	5.84973	7.11393	54.05152	8.22853	51.08468	5.06502	11.16125	8.96150	8.39580	49.28669	61.35217
1096.26525	0.00000	7.17487	1.88419	1.43573	7.89867	8.13514	6.62045	34.37389	55.77831	6.69709	40.1675	7.45623	6.80476	7.16423	9.50125	46.31074	56.70047
1167.52741	0.00000	8.12491	4.44876	13.70705	8.92914	6.68469	5.43563	41.00817	61.39748	9.22459	38.13708	12.28869	10.21074	7.19055	8.03397	64.88044	52.04396
1125.45231	0.00000	7.74220	4.17258	10.59837	9.27267	8.25727	7.86353	70.96699	52.44281	4.88068	30.46907	7.27373	8.39369	7.70472	6.00310	52.24189	53.52451
1114.28530	0.00000	7.81376	3.56670	14.55184	8.81655	6.83092	5.89082	30.91105	53.98455	5.53747	3.02013	8.79221	10.36546	7.75603	4.61865	45.79912	42.56099
1063.58408	1.00000	9.54900	14.38401	22.30647	9.75224	7.71779	5.43060	15.00913	83.64559	6.13075	37.51803	6.43746	10.16795	7.12378	8.34878	64.46741	39.64112
1163.62223	0.00000	8.09685	4.35896	14.05425	9.04931	7.40964	4.53714	-83.48216	46.55817	8.47379	42.30865	9.72119	9.35053	6.02472	6.30077	30.09563	42.54996
1057.26059	1.00000	8.38879	5.22384	-5.67945	7.44014	6.99158	10.01720	-70.92866	48.66460	5.66480	42.52787	4.63501	9.40616	4.97476	12.14957	49.87386	52.43789
1079.60484	1.00000	7.51789	2.87835	16.01856	9.44121	6.54761	6.50818	77.40858	62.19229	5.94599	24.05979	6.36223	9.09349	6.72526	8.41677	54.26332	42.77734
1164.46394	0.00000	7.40147	3.06904	12.73554	6.99557	7.37906	6.71908	35.90057	74.85680	4.42007	56.85836	5.43993	8.93691	7.12829	6.84482	54.60428	64.35174
1095.57562	1.00000	8.14545	5.07073	15.77604	8.53562	9.11117	5.60709	-93.08883	72.56905	7.11456	45.16024	7.41022	11.55072	9.30268	12.30673	63.31194	45.57982
1180.33330	0.00000	5.71515	1.30085	24.36508	7.13418	7.93251	6.92425	-51.87389	61.14717	7.72353	-23.44361	4.26978	8.40949	7.40953	9.77105	51.90665	42.82350
1176.71952	1.00000	7.76473	4.04941	21.50950	8.76445	5.02963	5.70044	37.56667	63.81947	8.42352	55.85	8.65395	8.41807	5.11029	9.39626	33.03735	51.50512
1180.14855	0.00000	8.82515	7.39691	24.38451	8.55018	6.46665	4.87474	-73.49484	56.45995	8.85518	41.14676	12.50538	9.70312	7.25605	8.09789	53.04047	46.16768
1067.50420	1.00000	7.23463	3.20234	7.74810	7.18139	8.64452	7.90596	120.82747	62.19008	9.17318	37.30553	5.20028	7.12247	8.26648	8.84211	36.52947	33.58881
1184.61674	0.00000	7.99819	4.31911	18.27003	8.53285	6.62134	7.24321	35.96944	49.61890	4.87099	56.03361	8.95234	8.19539	7.23759	7.99870	54.12768	34.69556
1053.73555	0.00000	7.55510	3.12078	-0.43916	5.60918	8.40140	3.78544	-94.91386	55.30514	4.61007	17.94979	7.67036	6.74782	7.72892	4.90949	56.96239	38.53549
1082.53790	0.00000	8.25089	5.05765	2.69046	7.19168	6.36025	6.43447	73.97117	52.59792	6.17350	31.96258	8.05335	7.31305	8.34334	9.59681	69.18134	63.16518
1130.17292	1.00000	7.65128	3.84195	15.75381	5.89620	5.69479	4.39800	-6.00137	64.52640	8.99717	33.42585	5.35311	9.53821	6.99780	7.73643	52.01014	49.51897
1195.30102	1.00000	8.03837	4.05364	12.52231	6.28790	7.74051	5.13683	-75.11028	73.33463	7.24248	-15.21194	10.51728	7.08771	7.95984	11.40747	47.12762	29.84226
1150.90776	1.00000	6.01706	1.95252	6.71528	8.90547	6.53405	0.50651	6.74549	46.98431	6.25024	49.5099	4.90574	7.97262	7.17238	5.73402	51.63830	56.49047
1065.08418	1.00000	7.00490	2.31805	20.19302	4.82319	7.41849	6.65003	-81.23621	53.43406	9.51582	33.98154	6.37039	9.52787	6.79465	8.18530	64.71535	45.04031
1176.92439	0.00000	7.71040	4.02224	20.99599	7.44118	6.90402	6.23962	-84.67837	60.70886	7.01041	34.06635	6.39187	6.95432	7.38406	9.87663	40.87104	53.86324
1135.65082	0.00000	8.48976	5.18444	7.51659	3.70799	7.09991	6.65585	120.97844	55.89215	5.36512	14.8361	5.97558	10.82634	8.19752	8.36237	42.48524	32.64713
1159.27963	1.00000	5.39560	0.33305	9.94062	7.14355	7.08660	6.65918	-4.83076	88.44953	6.44091	39.96348	8.07908	7.17160	7.78166	9.43484	52.35103	39.47289
1124.55984	1.00000	7.41704	2.34855	5.66120	8.38362	7.30843	7.00854	-49.27306	64.34698	5.40893	-25.42778	4.56934	9.04324	8.60607	8.68435	48.84318	45.34982
1122.02487	1.00000	7.07410	2.59689	14.18807	9.19824	8.49142	5.87123	8.52462	51.34385	6.41911	47.30997	8.88323	10.78264	7.16992	9.93616	42.85586	47.90272
1083.16715	1.00000	7.81681	3.22969	14.29718	8.90819	6.89295	5.63434	18.28333	65.03929	7.02720	59.33333	6.40435	8.44828	7.41509	8.43920	47.62360	51.16469
1156.28549	1.00000	8.08624	4.01906	36.89673	8.64660	6.12370	6.44969	30.91105	61.76326	5.46253	3.02013	5.40896	8.23449	6.98906	9.31965	46.59139	59.56745
1199.65831	1.00000	8.18155	4.13730	18.31798	10.06574	7.67094	6.01546	-0.33525	49.47233	6.85953	53.7446	6.19092	6.87098	7.72285	5.72094	57.26444	49.26523
1114.16603	1.00000	7.77054	3.81481	12.64960	9.43612	5.39163	10.26991	123.33471	74.09460	5.34480	8.56697	4.90610	8.39962	9.93259	8.84599	25.80120	39.44701
1132.43103	0.00000	7.36980	2.42251	20.65806	8.90998	7.96770	2.28615	-71.29144	81.80224	9.13300	41.54566	11.36735	7.92740	6.10009	7.49877	51.45216	71.41053
1087.70797	0.00000	8.55244	6.03872	12.93319	12.51159	8.74233	6.63150	78.55757	48.53365	8.19061	17.34769	9.05940	8.68865	8.13130	8.01570	58.75401	43.49885
1120.94966	1.00000	7.57680	3.55342	17.69842	5.92200	7.68143	7.49972	88.18466	50.45817	9.49204	22.19303	2.51743	9.50247	7.81574	6.53031	59.49858	58.17373
1191.78446	1.00000	6.37900	2.14074	20.02492	5.01220	6.67073	7.52853	-70.20749	75.35332	6.56689	8.62261	5.67045	9.19877	8.79361	8.68761	40.26265	45.90330
1144.93508	1.00000	7.51934	3.55569	9.22755	9.89371	8.39140	7.69214	8.77155	55.89916	5.10268	50.23019	5.06269	7.55964	9.81527	5.58358	48.09146	60.66646
1193.90386	1.00000	8.24759	4.35644	19.56461	3.89802	9.70160	7.70753	125.51176	55.33248	8.80484	42.64031	7.22245	7.43984	7.21076	8.84732	25.47461	43.85336
1176.05056	1.00000	8.01088	5.06517	1.08201	9.23661	6.99389	3.57501	1.53414	78.60566	5.93665	42.50729	6.90087	10.39241	5.55568	9.52947	32.27192	69.41712
1052.03436	0.00000	6.25145	1.54169	11.19535	6.43485	8.33444	5.71461	-76.72803	67.30829	5.84677	39.32288	6.28063	6.91561	6.80316	9.34923	54.45217	56.42002
1165.24408	0.00000	7.21730	2.21079	5.96459	4.33199	6.24135	6.44751	-52.2	56.02738	5.16680	-28.44917	5.64587	10.29407	7.85395	8.13078	55.14451	52.82743
1172.43553	0.00000	6.46210	2.76063	10.35219	7.90660	7.33817	6.70776	-88.3162	53.90715	5.81841	42.24113	6.60106	9.20656	7.35307	7.17807	31.00130	46.35337
1087.32756	0.00000	6.69639	2.79689	11.48220	5.79961	7.34833	4.20214	123.62494	68.92277	4.51785	12.37169	10.47692	8.08472	8.41046	7.01057	43.21917	64.19923
1058.16565	1.00000	7.36506	2.79513	9.08378	8.88034	6.27149	4.19337	71.30633	45.60150	7.11462	21.34222	6.66168	8.30484	7.54774	8.02229	54.23541	30.28593
1116.66608	0.00000	8.18569	4.42893	-1.64265	8.01085	9.56207	5.43663	9.32241	70.63611	3.56275	44.31771	6.37775	5.98355	9.93014	5.56147	23.93951	43.15065
1197.76671	1.00000	7.51780	3.34620	19.29645	8.14842	8.60835	9.29538	71.30633	54.53709	5.55762	21.34222	4.22657	7.72931	9.02966	9.15282	32.83493	50.45447
1079.95353	1.00000	7.44358	3.33044	-2.30580	7.37061	9.15903	6.42394	120.5875	43.23089	6.78900	16.455	9.71981	7.25437	8.39927	10.71393	56.00184	37.12750
1055.81972	0.00000	5.87008	1.69915	2.62684	6.38803	7.02106	6.40748	11.34046	75.88396	4.28786	50.72043	8.85650	7.70945	6.67856	6.41015	75.47608	21.80026
1169.53324	1.00000	7.04807	2.97728	20.74146	9.67389	6.70775	7.59518	138.31667	68.93909	6.24832	36.65	6.04089	8.71629	6.24226	8.93925	42.66619	21.54712
1191.09954	0.00000	8.19357	4.64826	9.49472	9.65596	10.77506	6.03938	17.58522	44.64699	8.54469	40.53123	10.22879	10.49774	7.40939	6.46018	53.46452	63.45034
1172.78936	1.00000	7.79132	4.34813	18.09895	7.50941	5.95494	6.11962	-1.08593	56.86139	7.14136	50.79205	6.42661	6.44211	6.99280	9.45382	55.29252	32.19865
1145.57641	1.00000	7.95029	3.78011	21.61973	4.36882	8.68864	8.24216	-121.75689	56.01938	10.55572	36.91023	2.87621	10.34738	8.14274	8.34710	39.30352	42.49704
1154.74518	1.00000	7.27002	2.93622	17.09891	7.29640	8.45994	5.74818	21.32778	59.34985	5.86325	42	5.92238	10.20428	8.30546	11.99049	65.99394	65.21588
1102.38245	1.00000	8.53687	6.75186	8.00410	3.88915	5.70181	7.42351	35.90057		8.06237	56.85836	5.02737	11.41527	7.71879	8.37766	60.12917	60.19126
1110.52791	0.00000	8.14355	4.92439	-3.46591	10.45451	7.71686	8.10749	1.00288	73.41802	5.56774	49.28669	8.47526	11.10405	8.84331	5.09553	52.78265	34.73112
1112.69982	0.00000	5.74114	1.80655	4.21113	4.54158	7.00984	5.70293	78.95693	65.43476	4.24608	29.21399	4.14299	10.14559	7.84059	7.20344	48.98678	25.91596
1107.65337	0.00000	8.23959	4.76232	12.31087	10.02120	7.19044	5.82682	30.96755	61.10645	4.94643	49.07866	9.06668	9.77533	7.23102	5.09634	51.02495	67.81270
1143.13960	1.00000	6.52865	2.29883	20.84067	8.24627	8.33031	6.87713	81.54855	53.88642		26.2649	4.73636	5.63017	8.08011	5.20745	67.81617	13.12059
1121.41671	0.00000	8.46889	6.08104	9.20311	10.26008	6.70751	7.45599	-52.2	62.72777	6.70664	-28.44917	9.96792	11.33519	7.87167	5.85795	41.42847	39.16200
1092.30625	0.00000	7.51182	3.23722	17.78262	3.12458	5.64791	5.34681	137.95378	54.49735	6.06032	35.82756	6.68718	11.52837	8.35218	6.93826	54.26119	83.08963
1190.98861	1.00000	7.39572	3.80094		7.92962	7.85581	5.05448	115.70111	62.91544	7.29848	37.73222	9.15907	8.87621	7.15930	11.74211	36.62335	67.40088
1134.09200	0.00000	6.07260	1.87572	31.72290	8.67698	9.17341	4.78993	11.412	51.09191	3.99521	45.50369	7.88709	6.93364	7.41082	5.53151	54.88604	15.27957
1138.83057	0.00000	7.05319	3.20403	6.93476	9.43430	8.28007	5.34164	-66.8499	63.28932	5.87936	18.03496	8.97902	10.23911	6.60717	4.63205	40.09074	46.76458
1195.99245	0.00000	6.85252	1.63902	6.99589	8.92417	8.44852	6.56359	99.1625	72.92716	7.76751	3.3285	8.53408	7.80509	5.94561	9.35425	45.58971	43.04996
1117.33327	1.00000	6.91014	2.45966	16.47709	9.06541	6.19562	4.94882	-49.27306	57.72352	6.26090	-25.42778	8.24439	9.38860	7.95853	9.25633	38.53039	64.09431
1060.57493	1.00000	8.19125	4.24492	26.22451	6.74151	6.04830	6.33370	-78.04471	67.36220	6.98867	34.25628	7.06812	6.44104	7.15149	7.89189	55.73189	41.72687
1151.87024	1.00000	8.29546	5.35907	12.50150	4.01844	6.60756	5.88976	105.89333	72.92907	9.90874	34.56861	8.19838	9.90484	6.57577	11.34359	30.43629	26.53849
1116.59762	1.00000	8.85212	7.18999	19.97665	9.88845	7.31517	8.92087	120.33063	47.08084	5.60997	37.65181	5.76720	9.47422	8.57875	8.58658	37.07806	31.09068
1062.49040	1.00000	7.40584	3.51897	-5.15401	4.61669	6.66966	5.64275	-80.31727	64.26100	8.31869	25.67927	4.81557	10.51167	8.64304	6.97514	47.36541	49.24870
1188.91998	0.00000	8.02438	4.08792	-3.02776	9.93828	6.93192	4.19579	39.28333	64.59581	6.44566	-10.33333	10.58197	8.99473	7.44779	6.29621	25.84740	32.35740
1188.82182	1.00000	6.41196	2.95167	22.08029	7.43946	8.04571	4.92916	46.04833	57.79327	5.71194	51.40944	6.62964	11.40213	8.77163	12.56388	48.80383	35.28008
1110.08485	1.00000	9.05523	9.30130	10.47654	9.44939	7.63057	5.37136	116.11768	51.52767	6.66543	24.28859	6.39514	8.75724	5.51951	7.33068	36.83794	63.08339
1199.00510	1.00000	10.04890	22.08384	20.44517	8.86246	7.46537	2.42338	101.02083	53.68639	7.87784	4.02219	10.13305	10.14561	6.96310	7.80890	36.65350	53.73842
1055.16743	1.00000	8.69371	7.21088	2.64256	6.62573	6.90976	5.10991	97.01124	52.04247	9.38716	17.30858	6.19518	8.54527	8.31194	8.71029	41.99787	53.01549
1151.97950	0.00000	7.19943	1.61614	14.92185	9.74012	5.81706	6.15666	104.1451	66.61280	6.16412	15.79408	7.54680	8.47274	7.66890	5.83766	43.85025	48.92174
