latitude	location	longitude	code	QoS	revision
21.34222	Asia/Kolkata	71.30633	IN	average	2014/02/17
36.92574	Europe/Rome	14.72443	IT	accep	09/29/2014, 00:00:00
51.62907	Europe/London	-0.74934	GB	average	2014/05/02
51.67822	Europe/Kiev	33.9162	UA	maintenance	09 Dec 2019
18.03496	America/Puerto_Rico	-66.8499	PR	good	08/06/2019, 00:00:00
57.14369	Europe/London	-2.09814	GB	accep	01 Jun 2014
33.14447	Asia/Tehran	47.3799	IR	average	21 Jan 2021
56.03361	Europe/Moscow	35.96944	RU	good	2013-08-24
-28.81833	America/Sao_Paulo	-52.51028	BR	good	08/25/2018, 00:00:00
41.8542	America/Chicago	-87.66561	US	building	2021-02-26
15.79408	Asia/Bangkok	104.1451	TH	excellent	26 Dec 2019
53.78333	Europe/London	-1.06667	GB	maintenance	02 Aug 2018
46.08333	Asia/Shanghai	122.08333	CN	excellent	13 May 2019
38.91817	America/New_York	-78.19444	US	good	17 Dec 2021
-26.22861	America/Sao_Paulo	-52.67056	BR	accep	16 Sep 2014
51.168	Europe/Berlin	7.973	DE	average	2013-12-07
33.08014	America/New_York	-83.2321	US	accep	04/15/2018, 00:00:00
31.82539	Asia/Karachi	72.54064	PK	maintenance	2022/05/11
15.79408	Asia/Bangkok	104.1451	TH	maintenance	01/04/2016, 00:00:00
47.90771	Asia/Ulaanbaatar	106.88324	MN	accep	09/04/2021, 00:00:00
25.75728	Asia/Kolkata	75.37991	IN	average	2019-02-05
39.45621	America/New_York	-77.96389	US	accep	01/10/2013, 00:00:00
51.08468	Europe/Berlin	7.11393	DE	excellent	2015/06/14
15.46063	Asia/Bangkok	99.89166	TH	good	01/25/2016, 00:00:00
-54.8	America/Argentina/Ushuaia	-68.3	AR	good	2018/08/11
50.23019	Europe/Berlin	8.77155	DE	accep	2016/02/06
8.35122	America/Caracas	-62.64102	VE	maintenance	2018-03-27
25.87972	America/Matamoros	-97.50417	MX	building	2020/09/23
4.92675	Africa/Lagos	6.26764	NG	average	2020-02-21
-33.59217	America/Santiago	-70.6996	CL	excellent	04 May 2014
41.94175	Asia/Shanghai	123.50266	CN	excellent	2013-04-12
4.94273	Africa/Bangui	15.87735	CF	maintenance	19 Apr 2019
-24.19436	Africa/Johannesburg	29.00974	ZA	maintenance	28 Dec 2015
-10.95817	America/Bahia	-38.79084	BR	good	2019-01-17
38.38479	Europe/Madrid	-0.76773	ES	good	2020/12/23
-34.88422	Australia/Sydney	150.60036	AU	building	29 Dec 2016
47.56494	Europe/Kiev	31.33078	UA	average	03 Jun 2017
41.55815	America/New_York	-73.0515	US	building	04/27/2015, 00:00:00
7.50251	Africa/Lagos	5.06258	NG	building	02/01/2013, 00:00:00
53.7446	Europe/London	-0.33525	GB	excellent	2017-08-07
41.85059	America/Chicago	-87.882	US	good	03/29/2019, 00:00:00
-23.7975	America/Sao_Paulo	-48.59278	BR	good	23 Aug 2022
41.77583	Asia/Tokyo	140.73667	JP	good	2020-08-15
8.79577	America/Bogota	-75.69947	CO	excellent	2020/09/02
26.76628	Asia/Kolkata	83.36889	IN	excellent	2022-05-08
51.62907	Europe/London	-0.74934	GB	excellent	26 Nov 2017
34.15429	Africa/Algiers	3.50309	DZ	average	2012/10/13
43.71032	Europe/Paris	-1.05366	FR	maintenance	2022-09-06
34.4833	Asia/Tokyo	136.84186	JP	excellent	08/10/2016, 00:00:00
21.59983	Asia/Kolkata	71.21169	IN	accep	12/10/2013, 00:00:00
-11.48472	America/Bahia	-37.93278	BR	excellent	2020/11/19
55.75556	Asia/Yekaterinburg	60.70278	RU	good	01/11/2016, 00:00:00
6.25947	Asia/Bangkok	102.05461	TH	good	11/18/2021, 00:00:00
40.63316	America/New_York	-74.13653	US	good	2012/10/25
40.1675	Europe/Istanbul	34.37389	TR	excellent	25 Jul 2013
-25.42778	America/Sao_Paulo	-49.27306	BR	maintenance	2014-09-11
7.6	Africa/Lagos	4.18333	NG	maintenance	2018-12-29
53.59337	Europe/Berlin	9.47629	DE	good	08/19/2019, 00:00:00
31.96258	Asia/Karachi	73.97117	PK	excellent	2020-03-15
12.1277	Asia/Kolkata	78.15794	IN	average	2016/11/02
39.72943	America/Denver	-104.83192	US	excellent	30 Aug 2017
32.17629	Asia/Karachi	75.06583	PK	maintenance	23 Mar 2014
-38.16604	Australia/Melbourne	145.13643	AU	building	12/05/2020, 00:00:00
29.22254	Asia/Kolkata	79.5286	IN	good	05/14/2017, 00:00:00
-10.90889	America/Maceio	-37.03861	BR	good	05/30/2021, 00:00:00
29.65163	America/New_York	-82.32483	US	excellent	06 Mar 2022
-3.20333	America/Santarem	-52.20639	BR	accep	02/17/2015, 00:00:00
31.78336	Asia/Hebron	35.23388	PS	good	2017/03/02
-5.41667	Africa/Dar_es_Salaam	38.01667	TZ	accep	2018/03/05
52.47774	Europe/Berlin	10.5511	DE	excellent	2019/10/30
55.82737	Europe/London	-4.0573	GB	maintenance	2020-03-24
48.43174	Europe/Bratislava	17.8031	SK	accep	01/23/2021, 00:00:00
44.89784	Europe/Rome	8.86374	IT	average	08/06/2014, 00:00:00
37.56667	Asia/Tokyo	140.11667	JP	average	10/25/2017, 00:00:00
37.65639	Asia/Seoul	126.835	KR	excellent	2014/09/05
9.58126	Africa/Lagos	8.2926	NG	average	2019-06-04
58.63667	Asia/Yekaterinburg	59.80222	RU	average	2015/09/10
54.8421	Europe/Moscow	46.5813	RU	accep	2014/11/22
49.97704	Europe/Berlin	9.15214	DE	excellent	2020-12-08
58.7002	Asia/Yekaterinburg	59.4839	RU	good	2021-01-10
-37.9	Australia/Melbourne	145.18333	AU	excellent	2020/09/28
51.21187	Europe/Brussels	4.25633	BE	maintenance	2018/01/21
27.71809	America/New_York	-82.35176	US	excellent	12 Dec 2020
6.45407	Africa/Lagos	3.39467	NG	maintenance	2015/03/20
-21.44236	Africa/Gaborone	27.46153	BW	accep	2019/04/14
20.22816	America/Mexico_City	-103.5687	MX	good	18 Jul 2018
26.76628	Asia/Kolkata	83.36889	IN	excellent	01 Aug 2017
11.12018	Asia/Kolkata	76.11996	IN	excellent	2014/09/02
54.90083	Europe/Moscow	38.07083	RU	good	2015/12/01
-8.43333	Asia/Jakarta	114.33333	ID	average	2017-08-29
53.81667	Europe/London	-3.05	GB	maintenance	2016-02-22
-6.25	Africa/Dar_es_Salaam	38.66667	TZ	average	2015/01/09
34.63915	America/Los_Angeles	-120.45794	US	accep	2022/04/16
25.87972	America/Matamoros	-97.50417	MX	average	26 Jan 2016
-28.81833	America/Sao_Paulo	-52.51028	BR	good	02/12/2014, 00:00:00
-33.38056	America/Montevideo	-56.52361	UY	accep	11/14/2013, 00:00:00
40.56754	America/Chicago	-89.64066	US	building	2018-12-21
14.62072	Asia/Kolkata	74.83554	IN	good	11/04/2020, 00:00:00
41.55838	America/New_York	-81.56929	US	excellent	01/20/2014, 00:00:00
-34.28853	Australia/Sydney	146.05093	AU	average	09/27/2014, 00:00:00
38.13708	Europe/Istanbul	41.00817	TR	maintenance	08/27/2013, 00:00:00
49.28669	Europe/Paris	1.00288	FR	average	2020/03/07
48.8765	Europe/Paris	2.18967	FR	good	18 Sep 2015
10.22677	America/Caracas	-67.33122	VE	maintenance	2019/10/26
41.27621	America/New_York	-72.86843	US	average	07/12/2017, 00:00:00
17.94979	America/Mexico_City	-94.91386	MX	building	12/28/2021, 00:00:00
11.12018	Asia/Kolkata	76.11996	IN	average	21 Sep 2018
-1.6	Asia/Jakarta	103.61667	ID	excellent	12/31/2019, 00:00:00
-23.7975	America/Sao_Paulo	-48.59278	BR	excellent	01/10/2017, 00:00:00
10.58806	Asia/Kolkata	77.24779	IN	accep	2022/04/24
47.30997	Europe/Zurich	8.52462	CH	average	2014/02/03
42.67164	Europe/Rome	14.01481	IT	average	02/09/2014, 00:00:00
43.11667	Europe/Paris	1.6	FR	accep	27 Nov 2014
42.28639	Europe/Podgorica	18.84	ME	excellent	2013-11-12
-7.54972	Asia/Jakarta	110.71639	ID	excellent	04/17/2021, 00:00:00
39.57582	America/Denver	-105.11221	US	average	2018/04/30
41.47892	America/Chicago	-87.45476	US	good	06/05/2014, 00:00:00
19.30157	Asia/Kolkata	72.85107	IN	maintenance	11/02/2013, 00:00:00
14.62578	Asia/Manila	121.12251	PH	average	2015/07/14
42.7392	America/Detroit	-84.62081	US	excellent	30 Apr 2018
-31.4488	America/Argentina/Cordoba	-60.93173	AR	good	2014-02-27
51.40148	Europe/London	-1.32471	GB	building	2014-08-19
41.55815	America/New_York	-73.0515	US	average	2019-11-26
45.50369	Europe/Rome	11.412	IT	accep	02/03/2019, 00:00:00
37.05944	Europe/Istanbul	37.3825	TR	excellent	2016-08-02
37.49073	Europe/Madrid	-2.77259	ES	good	03/24/2021, 00:00:00
43.61092	Europe/Paris	3.87723	FR	average	21 Aug 2016
34.31	Africa/Casablanca	-2.16	MA	average	2014-04-08
5.27247	Africa/Abidjan	-3.59625	CI	accep	10/08/2013, 00:00:00
50.80019	Europe/Berlin	7.20769	DE	excellent	2012/10/28
59.80917	Europe/Moscow	30.38167	RU	accep	2021/03/31
53.59337	Europe/Berlin	9.47629	DE	excellent	06/27/2019, 00:00:00
5.4709	Asia/Kuala_Lumpur	100.24529	MY	average	2018-06-04
41.54566	America/New_York	-71.29144	US	maintenance	2016-02-08
12.97389	Asia/Manila	123.99333	PH	average	2013/11/17
40.1675	Europe/Istanbul	34.37389	TR	excellent	12/13/2013, 00:00:00
50.23271	Europe/Prague	12.87117	CZ	accep	12/25/2015, 00:00:00
58.04254	Asia/Yekaterinburg	65.27258	RU	maintenance	26 Feb 2022
26.18924	America/Chicago	-98.15529	US	accep	2019-10-30
34.15429	Africa/Algiers	3.50309	DZ	accep	20 Feb 2020
25.66795	Asia/Kolkata	85.83636	IN	maintenance	05 Jun 2016
-5.41667	Africa/Dar_es_Salaam	38.01667	TZ	average	2014-08-24
-17.74431	America/Sao_Paulo	-48.62789	BR	maintenance	2018/06/19
-23.85972	Africa/Maputo	35.34722	MZ	excellent	2015/10/01
50.7236	Europe/London	-3.52751	GB	accep	2013/05/04
44.59445	Europe/Rome	11.04979	IT	maintenance	2020/11/12
30.81383	Asia/Kolkata	75.16878	IN	good	02/27/2021, 00:00:00
40.64621	America/New_York	-73.97069	US	average	2018-03-30
19.04222	America/Mexico_City	-98.11889	MX	maintenance	2014-06-30
38.58894	America/Chicago	-89.99038	US	good	2015/02/26
33.42585	Africa/Casablanca	-6.00137	MA	good	2020-01-03
40.85158	Asia/Shanghai	122.74754	CN	good	2015/11/29
46.1351	America/Glace_Bay	-60.1831	CA	accep	17 Dec 2012
48.25	Europe/Vienna	16.4	AT	accep	05/28/2020, 00:00:00
58.63667	Asia/Yekaterinburg	59.80222	RU	accep	09/12/2017, 00:00:00
-23.44361	America/Sao_Paulo	-51.87389	BR	average	27 May 2022
-21.44345	America/La_Paz	-65.71875	BO	accep	2017-10-03
9.82564	Asia/Kolkata	78.25795	IN	building	07/21/2018, 00:00:00
41.66394	America/New_York	-83.55521	US	excellent	30 Jun 2015
-22.45667	America/Sao_Paulo	-47.53028	BR	average	12 Mar 2021
27.76056	Atlantic/Canary	-15.58602	ES	excellent	08/01/2019, 00:00:00
41.92361	Europe/Skopje	20.91361	MK	good	2020/12/02
53.59782	Europe/Moscow	34.33825	RU	excellent	2017-12-28
22.10194	Asia/Kolkata	85.37752	IN	excellent	01/22/2018, 00:00:00
-37.88333	Australia/Melbourne	145.06667	AU	average	18 Nov 2013
26.44931	Asia/Kolkata	91.61356	IN	good	2020-12-02
41.80753	America/Chicago	-87.65644	US	good	08 Mar 2015
13.70167	America/El_Salvador	-89.10944	SV	average	07 Oct 2017
14.67751	America/Martinique	-60.94228	MQ	maintenance	18 Feb 2020
42.93369	America/New_York	-72.27814	US	average	30 May 2013
29.21399	Asia/Kolkata	78.95693	IN	building	20 Jul 2022
56.85836	Europe/Moscow	35.90057	RU	accep	2016/07/01
44.80477	Europe/Paris	-0.59543	FR	good	07/21/2019, 00:00:00
6.45407	Africa/Lagos	3.39467	NG	accep	2015-08-10
40.70995	Europe/Madrid	0.57856	ES	accep	01/11/2015, 00:00:00
48.77275	Europe/Paris	5.16108	FR	building	09/22/2014, 00:00:00
30.75545	Africa/Tripoli	20.22625	LY	building	02 Oct 2018
26.67319	Africa/Cairo	31.4976	EG	accep	2021-06-16
49.28669	Europe/Paris	1.00288	FR	good	2015/11/25
65.93381	Asia/Yakutsk	111.4834	RU	excellent	2020-05-30
-44.39672	Pacific/Auckland	171.25364	NZ	good	2014-06-22
27.71809	America/New_York	-82.35176	US	excellent	12/20/2017, 00:00:00
53.16167	Europe/Amsterdam	6.76111	NL	excellent	16 Jun 2021
16.68911	Asia/Yangon	98.50893	MM	accep	20 Jul 2013
-21.41222	America/Sao_Paulo	-42.19667	BR	good	2015-01-18
15.58552	Asia/Bangkok	102.42587	TH	good	10/09/2015, 00:00:00
35.88264	America/New_York	-80.08199	US	maintenance	2020/06/06
40.67705	America/New_York	-73.89125	US	maintenance	02 Jul 2022
51.30001	Europe/Berlin	13.10984	DE	maintenance	2019/05/20
-28.44917	America/Sao_Paulo	-52.2	BR	accep	09/18/2016, 00:00:00
26.9423	Asia/Karachi	68.11759	PK	good	2016-01-20
47.98372	Europe/Berlin	10.18527	DE	average	19 Jul 2022
42.8139	Europe/Madrid	-1.64295	ES	good	2018/01/13
8.62261	America/Caracas	-70.20749	VE	excellent	2019/10/10
34.15429	Africa/Algiers	3.50309	DZ	good	15 May 2015
51.82721	Asia/Irkutsk	107.60627	RU	excellent	30 Nov 2021
57.47908	Europe/London	-4.22398	GB	good	25 Feb 2013
31.76212	America/Chicago	-95.63079	US	excellent	12/04/2016, 00:00:00
-28.44917	America/Sao_Paulo	-52.2	BR	building	12/16/2016, 00:00:00
32.5007	America/Chicago	-94.74049	US	accep	2019-05-10
-21.205	America/Sao_Paulo	-41.88778	BR	good	13 Jun 2014
51.78771	Asia/Yekaterinburg	56.36091	RU	average	2020/08/08
43.62558	Europe/Rome	13.39954	IT	building	2021/03/18
-21.98333	Africa/Windhoek	16.91667	NA	excellent	2013/12/07
37.73222	Asia/Shanghai	115.70111	CN	accep	2016/07/17
-13.7804	Africa/Blantyre	34.4587	MW	maintenance	06/23/2015, 00:00:00
-10.91722	America/Maceio	-37.65	BR	maitennce	12 Aug 2014
-1.26424	Asia/Jakarta	104.09701	ID	maintenance	24 Jul 2020
32.42067	America/Denver	-104.22884	US	average	2020/10/16
34.25807	America/Chicago	-88.70464	US	excellent	08/06/2017, 00:00:00
49.97704	Europe/Berlin	9.15214	DE	good	2019-06-15
51.47805	Europe/Berlin	6.8625	DE	maintenance	2017-12-27
37.51803	Europe/Rome	15.00913	IT	maintenance	29 Sep 2021
54.58048	Europe/Warsaw	16.86194	PL	good	09/08/2020, 00:00:00
33.4425	Asia/Tokyo	129.96972	JP	average	19 Oct 2016
3.3285	Asia/Jakarta	99.1625	ID	average	01 Dec 2020
38.58894	America/Chicago	-89.99038	US	building	19 Jan 2022
34.63915	America/Los_Angeles	-120.45794	US	accep	2022/01/28
34.25807	America/Chicago	-88.70464	US	excellent	2018/12/14
53.83333	Europe/London	-2.98333	GB	average	19 Jul 2022
60.2052	Europe/Helsinki	24.6522	FI	excellent	02/15/2019, 00:00:00
43.61092	Europe/Paris	3.87723	FR	good	2020-11-21
7.50251	Africa/Lagos	5.06258	NG	good	06 Aug 2017
35	Asia/Tokyo	136.51667	JP	accep	11 Sep 2014
36.65	Asia/Tokyo	138.31667	JP	accep	08 Jun 2022
24.28859	Asia/Shanghai	116.11768	CN	good	04/16/2015, 00:00:00
50.8	Europe/Brussels	3.16667	BE	excellent	05/24/2014, 00:00:00
37.74615	Atlantic/Azores	-25.66689	PT	building	15 Sep 2017
36.61033	America/Chicago	-88.31476	US	good	03 May 2019
17.34769	Asia/Kolkata	78.55757	IN	excellent	2014-08-13
23.5654	Asia/Taipei	119.58627	TW	accep	06/22/2020, 00:00:00
35.85	Asia/Shanghai	117.7	CN	excellent	10 Nov 2016
15.58552	Asia/Bangkok	102.42587	TH	good	2014/07/09
50.06	Europe/Volgograd	43.2379	RU	good	2019/12/18
-27.4338	America/Argentina/Tucuman	-65.61427	AR	good	12 Sep 2017
51.88333	Europe/Berlin	8.51667	DE	excellent	2022-08-23
44.27804	America/Chicago	-88.27205	US	good	2019-10-24
3.27833	Africa/Kampala	32.88667	UG	excellent	2020-02-13
35.815	Asia/Tokyo	139.6853	JP	building	2022-06-30
52.21099	Europe/Berlin	7.02238	DE	building	01/03/2017, 00:00:00
25.87972	America/Matamoros	-97.50417	MX	maintenance	2022/05/03
50.82709	Europe/Berlin	6.9747	DE	maintenance	2013-08-07
9.82564	Asia/Kolkata	78.25795	IN	accep	02/07/2013, 00:00:00
39.96097	America/New_York	-75.60804	US	average	2021/12/15
19.32889	America/Mexico_City	-99.32556	MX	accep	2018-02-19
44.31771	Europe/Rome	9.32241	IT	accep	2014/08/22
-54.8	America/Argentina/Ushuaia	-68.3	AR	excellent	2018-08-20
38.45598	Asia/Baku	48.87498	AZ	building	2017/11/14
48.77644	Europe/Paris	2.29026	FR	good	2014/09/11
42.35843	America/New_York	-71.05977	US	excellent	2016/11/12
52.53048	Europe/Berlin	13.29371	DE	accep	01/27/2019, 00:00:00
34.06635	America/New_York	-84.67837	US	average	18 May 2022
3.11988	Africa/Nairobi	35.59642	KE	average	29 Jun 2017
34.81667	Asia/Tokyo	137.4	JP	average	2017-01-03
8.35122	America/Caracas	-62.64102	VE	maintenance	09/08/2014, 00:00:00
18.87813	Asia/Kolkata	72.93924	IN	good	2016/05/02
50.71229	Europe/Brussels	4.52529	BE	accep	2015-04-27
7.50251	Africa/Lagos	5.06258	NG	average	11 Oct 2017
32.42067	America/Denver	-104.22884	US	building	08/25/2014, 00:00:00
-27.50578	Australia/Brisbane	153.10236	AU	maintenance	06/10/2015, 00:00:00
55.62047	Europe/Moscow	37.49338	RU	average	2020-10-16
44.31771	Europe/Rome	9.32241	IT	excellent	11/02/2014, 00:00:00
50.56149	Europe/Brussels	4.69889	BE	building	05/31/2022, 00:00:00
39.32288	America/New_York	-76.72803	US	excellent	02/27/2018, 00:00:00
51.04962	Europe/Berlin	12.1369	DE	average	2019-07-26
-31.4488	America/Argentina/Cordoba	-60.93173	AR	maintenance	2017-03-08
45.43341	America/Toronto	-73.86586	CA	accep	09/18/2022, 00:00:00
43.16547	America/New_York	-77.70066	US	good	08 Aug 2017
48.79325	Europe/Paris	2.29275	FR	accep	2020/10/26
45.43341	America/Toronto	-73.86586	CA	building	2020-04-13
40.98894	Europe/Istanbul	28.67582	TR	accep	10/20/2021, 00:00:00
51.30001	Europe/Berlin	13.10984	DE	accep	2021-11-25
9.535	Africa/Conakry	-13.68778	GN	excellent	2021/07/24
56.85836	Europe/Moscow	35.90057	RU	good	2016/05/23
42.24113	America/Chicago	-88.3162	US	excellent	09/08/2017, 00:00:00
18.03496	America/Puerto_Rico	-66.8499	PR	good	18 Dec 2019
32.65246	Asia/Tehran	51.67462	IR	good	2021-12-22
50.06	Europe/Volgograd	43.2379	RU	accep	2014/09/20
42.30865	America/Detroit	-83.48216	US	accep	2013-02-17
5.20856	America/Bogota	-74.73584	CO	maintenance	2018-03-11
50.23019	Europe/Berlin	8.77155	DE	maintenance	12 Jul 2017
37.31065	Europe/Rome	13.57661	IT	building	09/23/2020, 00:00:00
9.57046	Asia/Kolkata	76.32756	IN	excellent	2019-11-19
23.29549	Asia/Shanghai	113.82465	CN	average	15 Jun 2014
26.2649	Asia/Kolkata	81.54855	IN	building	28 Jan 2013
42.67164	Europe/Rome	14.01481	IT	building	25 Jan 2017
38.72706	Europe/Lisbon	-9.24671	PT	accep	2020-12-02
-19.32556	America/Sao_Paulo	-41.25528	BR	good	2021-07-29
59.33333	Europe/Stockholm	18.28333	SE	excellent	2014-01-04
9.6531	Asia/Manila	124.3697	PH	maintenance	2014/12/23
55.85	Europe/Moscow	37.56667	RU	excellent	19 Mar 2020
6.95194	Asia/Manila	121.96361	PH	accep	08/17/2014, 00:00:00
45.44694	Europe/Rome	8.62118	IT	excellent	11/23/2012, 00:00:00
47.46657	Asia/Almaty	84.87144	KZ	accep	02/09/2022, 00:00:00
41.48199	America/New_York	-81.79819	US	accep	11/23/2013, 00:00:00
24.05979	Asia/Kolkata	77.40858	IN	accep	22 Apr 2022
57.30185	Europe/Moscow	39.85331	RU	accep	2015/03/02
-2.13404	America/Guayaquil	-79.59415	EC	excellent	2021-12-06
35	Asia/Tokyo	136.51667	JP	accep	2019-04-04
53.0233	Europe/London	-1.48119	GB	good	2020-03-24
33.43443	Africa/Casablanca	-5.22126	MA	good	2012-12-05
31.12406	America/Chicago	-97.90308	US	accep	2015/11/14
52.68333	Europe/London	0.93333	GB	average	11/24/2017, 00:00:00
10.58806	Asia/Kolkata	77.24779	IN	acceptable	08/27/2020, 00:00:00
48.35149	Europe/Berlin	8.96317	DE	good	07/18/2017, 00:00:00
0.51667	Asia/Jakarta	101.44167	ID	accep	2014-08-12
24.81757	Asia/Kolkata	84.63445	IN	excellent	2012-12-12
34.14251	America/Los_Angeles	-118.25508	US	excellent	2013-03-28
52.86147	Europe/Berlin	9.5926	DE	good	19 Oct 2021
40.1675	Europe/Istanbul	34.37389	TR	building	03/30/2021, 00:00:00
-12.91667	America/Bahia	-39.25	BR	excellent	04/21/2022, 00:00:00
55.62047	Europe/Moscow	37.49338	RU	accep	11 Nov 2016
9.535	Africa/Conakry	-13.68778	GN	accep	2015/12/18
51.168	Europe/Berlin	7.973	DE	maintenance	2013-02-16
38.68712	Europe/Madrid	-4.10734	ES	excellent	2019-11-30
-21.15	Indian/Antananarivo	46.58333	MG	average	07 Sep 2018
-22.57306	America/Sao_Paulo	-47.1725	BR	excellent	2016/01/31
53.6052	Europe/Berlin	10.03988	DE	average	01 Aug 2022
32.54278	Asia/Shanghai	111.50861	CN	building	27 Apr 2019
36.46917	Africa/Tunis	10.78222	TN	good	05/06/2017, 00:00:00
-8.43333	Asia/Jakarta	114.33333	ID	excellent	2022-05-25
42.64031	Asia/Shanghai	125.51176	CN	average	2020-06-28
58.04254	Asia/Yekaterinburg	65.27258	RU	average	01/13/2020, 00:00:00
39.96348	Europe/Madrid	-4.83076	ES	good	06 Jan 2015
54.39635	Europe/Vilnius	24.04142	LT	accep	13 Jul 2019
22.49396	America/Mazatlan	-105.36369	MX	good	2021-12-07
43.16547	America/New_York	-77.70066	US	average	2020/03/23
11.00599	Asia/Kolkata	77.5609	IN	maintenance	27 Sep 2012
45.69558	Europe/Paris	4.7934	FR	average	20 Apr 2019
40.66482	Asia/Shanghai	122.22833	CN	average	20 Apr 2021
43.48961	Europe/Madrid	-8.2194	ES	excellent	30 Aug 2018
38.47917	Europe/Madrid	-1.325	ES	average	2013-04-17
52.41667	Europe/London	0.75	GB	good	2018/08/02
37.1759	Asia/Seoul	128.9889	KR	average	05 Aug 2022
29.53885	America/Chicago	-95.44744	US	average	2021/12/19
33.98154	America/New_York	-81.23621	US	maintenance	2021-07-24
45.16024	America/Chicago	-93.08883	US	good	13 Sep 2022
31.82539	Asia/Karachi	72.54064	PK	accep	01/31/2013, 00:00:00
26.2173	America/New_York	-80.22588	US	good	2013-01-01
37.49073	Europe/Madrid	-2.77259	ES	building	13 Jun 2013
35.20889	Asia/Shanghai	111.73861	CN	accep	13 Dec 2020
60.97944	Asia/Yekaterinburg	76.92421	RU	good	2014/01/07
6.33444	Asia/Manila	124.95278	PH	good	05/16/2017, 00:00:00
37.51803	Europe/Rome	15.00913	IT	accep	2012-11-28
5.20856	America/Bogota	-74.73584	CO	good	09/17/2015, 00:00:00
33.78333	Asia/Shanghai	114.51667	CN	average	2015-03-04
36.21544	Asia/Kabul	65.93249	AF	accep	2019/06/17
48.77644	Europe/Paris	2.29026	FR	average	25 Oct 2019
37.71715	America/Los_Angeles	-122.40433	US	good	2013-04-05
36.76639	Africa/Algiers	3.47717	DZ	excellent	2015/01/28
36.24624	Asia/Tokyo	139.07204	JP	building	01 May 2018
51.42708	Europe/London	-0.91979	GB	good	05/03/2015, 00:00:00
44.73941	America/Chicago	-93.12577	US	accep	10/11/2019, 00:00:00
40.42386	Europe/Madrid	-3.53261	ES	good	07/09/2018, 00:00:00
35.61452	America/Chicago	-88.81395	US	accep	2019-09-05
43.61062	America/New_York	-72.97261	US	good	2019-11-03
37.1759	Asia/Seoul	128.9889	KR	excellent	2013-07-15
9.58126	Africa/Lagos	8.2926	NG	accep	08/30/2014, 00:00:00
51.35084	Europe/London	-1.99421	GB	accep	2018-10-25
45.43341	America/Toronto	-73.86586	CA	average	09/22/2015, 00:00:00
33.42585	Africa/Casablanca	-6.00137	MA	building	09/01/2013, 00:00:00
52.68333	Europe/London	0.93333	GB	excellent	10/11/2015, 00:00:00
-25.54073	Australia/Brisbane	152.70493	AU	average	11 Mar 2022
42.50729	Europe/Andorra	1.53414	AD	good	2020-06-10
41.14676	America/New_York	-73.49484	US	excellent	2017-08-10
47.56494	Europe/Kiev	31.33078	UA	maintenance	31 Aug 2017
31.96258	Asia/Karachi	73.97117	PK	good	05/20/2015, 00:00:00
-7.54972	Asia/Jakarta	110.71639	ID	accep	2018/03/18
19.8173	America/Mexico_City	-97.35992	MX	excellent	12/25/2013, 00:00:00
41.48199	America/New_York	-81.79819	US	good	2013-01-27
-14.66463	America/Cuiaba	-52.35558	BR	good	12/23/2014, 00:00:00
15.5439	Asia/Kolkata	73.7553	IN	good	2018/05/23
10.63504	America/Costa_Rica	-85.43772	CR	average	2018-07-09
51.95838	Europe/Amsterdam	4.47124	NL	building	2014-09-06
43.11667	Europe/Paris	1.6	FR	building	05/20/2017, 00:00:00
40.2737	America/New_York	-76.88442	US	average	2013-03-14
-22.57306	America/Sao_Paulo	-47.1725	BR	good	20 Oct 2016
-19.72806	America/Sao_Paulo	-50.19556	BR	excellent	15 Jul 2022
-23.7975	America/Sao_Paulo	-48.59278	BR	average	05 Oct 2021
43.61058	Europe/Paris	1.33467	FR	average	2022-05-26
53.77166	Europe/Moscow	38.12408	RU	excellent	2015/11/04
43.4125	Europe/Sofia	23.225	BG	average	2022/02/13
10.63504	America/Costa_Rica	-85.43772	CR	building	2012/10/11
51.08468	Europe/Berlin	7.11393	DE	accep	2018-08-28
36.92574	Europe/Rome	14.72443	IT	good	12 Apr 2013
17.30858	Asia/Yangon	97.01124	MM	good	2014/02/24
-5.85746	Pacific/Port_Moresby	144.23058	PG	average	03/08/2013, 00:00:00
51.62907	Europe/London	-0.74934	GB	average	26 Jun 2017
23.9028	Asia/Dhaka	89.11943	BD	average	2017/06/07
0.49113	Africa/Lubumbashi	29.47306	CD	average	2015-01-29
34.25628	America/New_York	-78.04471	US	building	2015/10/03
48.78232	Europe/Berlin	9.17702	DE	excellent	2020/11/03
52.31333	Europe/Amsterdam	6.92917	NL	good	2018-12-01
36.02506	America/Chicago	-86.77917	US	average	2016/05/01
49.07866	Europe/Kiev	30.96755	UA	average	25 Mar 2015
9.58126	Africa/Lagos	8.2926	NG	average	2020-10-13
53.49389	Europe/London	-1.29243	GB	building	2021/08/22
47.76232	America/Los_Angeles	-122.2054	US	excellent	2018-12-18
37.71715	America/Los_Angeles	-122.40433	US	excellent	18 Apr 2017
6.84019	Asia/Colombo	79.87116	LK	good	09/06/2020, 00:00:00
49.28669	Europe/Paris	1.00288	FR	accep	09 Mar 2020
7.57944	Africa/Monrovia	-8.53778	LR	good	2019-02-08
-11.78333	Africa/Luanda	19.91667	AO	accep	25 Feb 2014
36.08497	Africa/Tunis	9.37082	TN	good	05 Jan 2017
44.97639	Europe/Belgrade	19.61222	RS	maintenance	29 May 2021
42	Europe/Skopje	21.32778	MK	excellent	2016-05-04
