revision	latitude	station	QoS	longitude	location
19 May 2016	-6.25	Mvomero	excellent	38.66667	Africa/Dar_es_Salaam
11 Dec 2019	38.68712	Puertollano	average	-4.10734	Europe/Madrid
15 Sep 2019	53.6052	Barmbek-Nord	average	10.03988	Europe/Berlin
2015/09/03	48.49144	Reutlingen	excellent	9.20427	Europe/Berlin
19 Jun 2014	9.89206	Baki	accep	43.38531	Africa/Mogadishu
2017-11-27	48.07667	Trossingen	average	8.64409	Europe/Berlin
2018-02-02	12.74409	Kati	excellent	-8.07257	Africa/Bamako
01 Mar 2016	53.77166	Bogoroditsk	average	38.12408	Europe/Moscow
2012-12-03	42.819	Buynaksk	average	47.1192	Europe/Moscow
11/21/2017, 00:00:00	48.49144	Reutlingen	accep	9.20427	Europe/Berlin
08/21/2014, 00:00:00	25.49043	Teghra	average	85.94001	Asia/Kolkata
05/18/2014, 00:00:00	48.52961	Landshut	maintenance	12.16179	Europe/Berlin
11/25/2015, 00:00:00	5.4709	Batu Feringgi	building	100.24529	Asia/Kuala_Lumpur
11/05/2018, 00:00:00	51.40148	Newbury	average	-1.32471	Europe/London
2014-12-01	42.8334	Norfolk County	accep	-80.38297	America/Toronto
21 Dec 2020	9.57046	Kalavoor	accep	76.32756	Asia/Kolkata
03/13/2013, 00:00:00	46.7055	Yeysk	accep	38.2739	Europe/Moscow
2014/12/15	40.42386	San Fernando de Henares	average	-3.53261	Europe/Madrid
30 Jul 2015	51.42708	Lower Earley	good	-0.91979	Europe/London
03/23/2017, 00:00:00	9.92787	San Rafael	excellent	-84.13722	America/Costa_Rica
12 Jul 2021	-3.14306	Itacoatiara	excellent	-58.44417	America/Manaus
2015/08/19	48.21644	Albstadt	good	9.02596	Europe/Berlin
02/11/2018, 00:00:00	32.17629	Fazilpur	average	75.06583	Asia/Karachi
03 Jun 2013	51.4781	Kuvandyk	excellent	57.3552	Asia/Yekaterinburg
02 Dec 2014	42.30865	Canton	excellent	-83.48216	America/Detroit
2019-09-18	20.28527	Jocotepec	good	-103.42897	America/Mexico_City
2021-02-17	55.75556	Ozersk	excellent	60.70278	Asia/Yekaterinburg
2019-01-20	51.67822	Hlukhiv	good	33.9162	Europe/Kiev
01 May 2017	33.7207	Indio	average	-116.21677	America/Los_Angeles
04/14/2014, 00:00:00	11.85	Debre Tabor	excellent	38.01667	Africa/Addis_Ababa
2014-06-22	48.21644	Albstadt	good	9.02596	Europe/Berlin
2022-06-05	40.58654	Redding	good	-122.39168	America/Los_Angeles
26 Aug 2022	-33.59217	San Bernardo	good	-70.6996	America/Santiago
2017/11/20	-32.05251	Willetton	excellent	115.88782	Australia/Perth
30 May 2013	34.61667	Yao	excellent	135.6	Asia/Tokyo
2020-11-16	3.27833	Kitgum	accep	32.88667	Africa/Kampala
2021-08-19	52.41667	Thetford	building	0.75	Europe/London
2015/03/29	48.52961	Landshut	average	12.16179	Europe/Berlin
06/23/2017, 00:00:00	-21.44236	Tonota	good	27.46153	Africa/Gaborone
10/30/2012, 00:00:00	48.98693	Gonesse	good	2.44892	Europe/Paris
2015-06-28	24.28859	Meizhou	accep	116.11768	Asia/Shanghai
2017/07/04	-6.8048	Kudus	accep	110.8405	Asia/Jakarta
03/14/2017, 00:00:00	36.72544	Thenia	good	3.55665	Africa/Algiers
2019/10/03	40.24537	Pottstown	excellent	-75.64963	America/New_York
09 Dec 2021	48	Quimper	maintenance	-4.1	Europe/Paris
23 Jun 2015	53.49389	Mexborough	building	-1.29243	Europe/London
2022/07/30	52.86147	Walsrode	excellent	9.5926	Europe/Berlin
2015/08/08	43.62558	Falconara Marittima	average	13.39954	Europe/Rome
2018/01/07	34.21639	Camarillo	accep	-119.0376	America/Los_Angeles
2016/01/22	48	Quimper	accep	-4.1	Europe/Paris
01/05/2016, 00:00:00	25.6439	Narwar	building	77.9129	Asia/Kolkata
2022/05/20	32.35126	Tyler	good	-95.30106	America/Chicago
2015-07-20	50.82882	Lancing	average	-0.32247	Europe/London
2014-02-15	52.41667	Thetford	building	0.75	Europe/London
2013-11-05	43.71032	Dax	good	-1.05366	Europe/Paris
2020/01/06	46.32374	Sunnyside	good	-120.00865	America/Los_Angeles
02 May 2015	45.40008	Sainte-Catherine	excellent	-73.58248	America/Toronto
08/15/2015, 00:00:00	-10.33333	Nyangao	average	39.28333	Africa/Dar_es_Salaam
2021-06-15	0.49113	Beni	excellent	29.47306	Africa/Lubumbashi
15 Dec 2013	41.1053	Custoias	good	-7.32097	Europe/Lisbon
03/30/2021, 00:00:00	21.46527	Sambalpur	good	83.97573	Asia/Kolkata
27 May 2014	51.67822	Hlukhiv	average	33.9162	Europe/Kiev
2014/06/15	36.75965	Namerikawa	average	137.36215	Asia/Tokyo
12/07/2013, 00:00:00	34.5624	Tadmur	average	38.28402	Asia/Damascus
09 Aug 2015	51.95838	Schiebroek	building	4.47124	Europe/Amsterdam
2017/07/21	34.31	Jerada	excellent	-2.16	Africa/Casablanca
2014/01/04	35.89972	Valletta	good	14.51472	Europe/Malta
24 Dec 2014	28.90054	Deltona	average	-81.26367	America/New_York
03/23/2013, 00:00:00	28.71271	Pilkhua	good	77.656	Asia/Kolkata
2020-03-12	48.21644	Albstadt	good	9.02596	Europe/Berlin
2017/05/16	37.49073	Baza	accep	-2.77259	Europe/Madrid
2017/06/10	12.35275	San Jose	excellent	121.06761	Asia/Manila
2022/06/12	45.35	Shuangcheng	average	126.28333	Asia/Shanghai
2021/02/21	51.82721	Ulan-Ude	maintenance	107.60627	Asia/Irkutsk
09 Mar 2015	34.65918	Yanliang	maintenance	109.22921	Asia/Shanghai
2019/02/22	-7.76667	Iringa	accep	35.7	Africa/Dar_es_Salaam
2017/11/01	54.39635	Alytus	average	24.04142	Europe/Vilnius
07/27/2016, 00:00:00	16.68911	Myawadi	good	98.50893	Asia/Yangon
17 Aug 2013	-12.91667	Muritiba	maintenance	-39.25	America/Bahia
21 Oct 2017	42.64685	Villaquilambre	good	-5.55835	Europe/Madrid
2014/03/17	3.51667	Mbalmayo	average	11.5	Africa/Douala
20 Jun 2019	40.55851	Mesagne	average	17.80774	Europe/Rome
2019-03-12	58.7002	Kachkanar	average	59.4839	Asia/Yekaterinburg
11 May 2013	-25.42944	Palmeira	excellent	-50.00639	America/Sao_Paulo
2022-02-09	42.8334	Norfolk County	good	-80.38297	America/Toronto
06/10/2020, 00:00:00	51.24197	Lille	acceptable	4.82313	Europe/Brussels
2021-01-30	42.50729	les Escaldes	average	1.53414	Europe/Andorra
2013/03/14	49.97704	Aschaffenburg	excellent	9.15214	Europe/Berlin
10/30/2014, 00:00:00	42.22718	Lanciano	maintenance	14.39024	Europe/Rome
12/03/2021, 00:00:00	39.96097	West Chester	accep	-75.60804	America/New_York
2016-10-28	-25.54073	Maryborough	accep	152.70493	Australia/Brisbane
03/27/2020, 00:00:00	34.25807	Tupelo	maitennce	-88.70464	America/Chicago
2012-11-18	-30.60106	Ovalle	average	-71.19901	America/Santiago
2020-01-18	23.04419	Jaruco	average	-82.00919	America/Havana
2019/01/28	-1.63333	Franceville	accep	13.58357	Africa/Libreville
2020-09-25	38.70734	Fort Washington	excellent	-77.02303	America/New_York
03/03/2014, 00:00:00	53.59337	Stade	maintenance	9.47629	Europe/Berlin
10/27/2020, 00:00:00	-20.88231	Saint-Denis	excellent	55.4504	Indian/Reunion
2019/08/27	54.60528	Reda	excellent	18.34717	Europe/Warsaw
06/15/2021, 00:00:00	43.16547	Gates-North Gates	accep	-77.70066	America/New_York
2017/04/23	45.43341	Beaconsfield	good	-73.86586	America/Toronto
2022/08/30	36.92574	Ragusa	excellent	14.72443	Europe/Rome
01 Nov 2015	39.08367	Covington	average	-84.50855	America/New_York
2013/03/25	17.54907	Elamanchili	excellent	82.85749	Asia/Kolkata
2013-02-01	-5.85746	Mount Hagen	good	144.23058	Pacific/Port_Moresby
2020-06-12	49.13645	Eppingen	accep	8.91229	Europe/Berlin
10/10/2016, 00:00:00	39.12074	Bergama	building	27.18052	Europe/Istanbul
11 Apr 2020	33.35283	Gilbert	good	-111.78903	America/Phoenix
2013/03/22	39.78504	Greenfield	excellent	-85.76942	America/Indiana/Indianapolis
2018-01-23	6.8485	Shagamu	average	3.64633	Africa/Lagos
10/31/2020, 00:00:00	41.91738	Palafrugell	average	3.1631	Europe/Madrid
2020-11-13	41.63976	Cardedeu	building	2.35739	Europe/Madrid
11/04/2019, 00:00:00	56.03361	Volokolamsk	good	35.96944	Europe/Moscow
06/12/2016, 00:00:00	32.44874	Abilene	good	-99.73314	America/Chicago
02/17/2021, 00:00:00	38.91817	Front Royal	good	-78.19444	America/New_York
09/04/2021, 00:00:00	33.92866	Temara	accep	-6.90656	Africa/Casablanca
22 Jun 2016	27.55898	Larkana	good	68.21204	Asia/Karachi
19 Jun 2018	55.67938	Frederiksberg	good	12.53463	Europe/Copenhagen
08/13/2013, 00:00:00	9.92787	San Rafael	average	-84.13722	America/Costa_Rica
12/08/2020, 00:00:00	33.86419	Aleshtar	good	48.26258	Asia/Tehran
2013-02-15	48.98994	Herblay	accep	2.1699	Europe/Paris
19 Oct 2019	50.8	Wevelgem	excellent	3.16667	Europe/Brussels
2012/09/27	58.04254	Tavda	good	65.27258	Asia/Yekaterinburg
05 Jan 2016	-20.87306	Viradouro	average	-48.29694	America/Sao_Paulo
2014-08-01	56.03361	Volokolamsk	excellent	35.96944	Europe/Moscow
01/30/2019, 00:00:00	-22.57306	Artur Nogueira	average	-47.1725	America/Sao_Paulo
10/17/2012, 00:00:00	32.54044	Dublin	average	-82.90375	America/New_York
14 Dec 2013	22.49396	Acaponeta	average	-105.36369	America/Mazatlan
2013/08/13	27.09978	Venice	accep	-82.45426	America/New_York
2014/04/06	13.44581	Phanat Nikhom	building	101.18445	Asia/Bangkok
2014-06-29	51.47805	Oberhausen	good	6.8625	Europe/Berlin
29 Nov 2021	53.43333	Athlone	average	-7.95	Europe/Dublin
2017/07/31	15.46063	Thap Than	excellent	99.89166	Asia/Bangkok
20 Nov 2014	-7.57897	Diwek	good	112.23109	Asia/Jakarta
10/15/2012, 00:00:00	40.60538	Far Rockaway	maintenance	-73.75513	America/New_York
20 Oct 2013	33.98154	Lexington	excellent	-81.23621	America/New_York
06/29/2020, 00:00:00	47.64995	Opportunity	accep	-117.23991	America/Los_Angeles
04/29/2016, 00:00:00	25.87972	Heroica Matamoros	excellent	-97.50417	America/Matamoros
11/05/2016, 00:00:00	36	Okegawa	average	139.55722	Asia/Tokyo
2018/12/30	39.43534	Lebanon	average	-84.20299	America/New_York
06 Jun 2020	53.6052	Barmbek-Nord	good	10.03988	Europe/Berlin
2018-01-04	40.70995	Amposta	accep	0.57856	Europe/Madrid
09/08/2014, 00:00:00	45.69558	Saint-Genis-Laval	average	4.7934	Europe/Paris
2021-07-23	53.78333	Selby	excellent	-1.06667	Europe/London
2016-11-06	43.82634	Motomachi	accep	144.09638	Asia/Tokyo
30 May 2013	23.9028	Kushtia	maintenance	89.11943	Asia/Dhaka
01/14/2017, 00:00:00	50.79205	Southsea	good	-1.08593	Europe/London
07 Aug 2013	22.83957	Manikchari	accep	91.84128	Asia/Dhaka
24 May 2018	7.06273	Mampong	excellent	-1.4001	Africa/Accra
2018/09/19	34.09611	San Gabriel	excellent	-118.10583	America/Los_Angeles
2020-09-08	9.6531	Jagna	excellent	124.3697	Asia/Manila
2017/07/22	23.29549	Licheng	excellent	113.82465	Asia/Shanghai
19 Sep 2014	-21.44345	Tupiza	excellent	-65.71875	America/La_Paz
11 Jul 2013	33.14447	Darreh Shahr	good	47.3799	Asia/Tehran
02/28/2021, 00:00:00	33.44872	Vestavia Hills	accep	-86.78777	America/Chicago
2018/07/31	43.50891	Split	good	16.43915	Europe/Zagreb
30 Sep 2016	15.45144	Betamcherla	accep	78.14797	Asia/Kolkata
2016/12/20	40.93333	Jalal-Abad	average	73	Asia/Bishkek
01/25/2014, 00:00:00	23.18	Aistala	average	88.58	Asia/Kolkata
06 Feb 2021	50.9803	Weimar	maintenance	11.32903	Europe/Berlin
05 Mar 2016	30.81383	Moga	building	75.16878	Asia/Kolkata
02 Mar 2015	48.06919	Gauting	average	11.37703	Europe/Berlin
05 Apr 2019	23.07492	Pandua	building	88.28637	Asia/Kolkata
31 Aug 2014	55.1904	Vitebsk	building	30.2049	Europe/Minsk
2014/02/06	53.43333	Athlone	good	-7.95	Europe/Dublin
2021-07-12	33.92946	Beaumont	accep	-116.97725	America/Los_Angeles
09/18/2014, 00:00:00	37.1759	T’aebaek	building	128.9889	Asia/Seoul
2019/03/28	35.82756	Ina	average	137.95378	Asia/Tokyo
08 Dec 2016	41.80753	New City	excellent	-87.65644	America/Chicago
15 Nov 2018	30.46907	Kot Addu	accep	70.96699	Asia/Karachi
2019/03/15	50.26729	Vernon	excellent	-119.27337	America/Vancouver
04/15/2014, 00:00:00	0.46005	Busia	good	34.11169	Africa/Nairobi
14 Feb 2020	48.98333	Mitry-Mory	average	2.61667	Europe/Paris
2016/11/07	17.06542	Oaxaca	average	-96.72365	America/Mexico_City
20 Mar 2019	14.66	Pilar	accep	120.56528	Asia/Manila
23 Jan 2016	35.20889	Changzhi	accep	111.73861	Asia/Shanghai
2015-11-02	27.71809	Sun City Center	excellent	-82.35176	America/New_York
08 May 2014	51.168	Finnentrop	good	7.973	Europe/Berlin
2018/06/04	60.97944	Izluchinsk	good	76.92421	Asia/Yekaterinburg
06/29/2020, 00:00:00	55.75556	Ozersk	maintenance	60.70278	Asia/Yekaterinburg
2022-08-05	52.21099	Gronau	good	7.02238	Europe/Berlin
06/11/2020, 00:00:00	51.30001	Oschatz	excellent	13.10984	Europe/Berlin
2018-08-09	48.28259	Ehingen	maintenance	9.72749	Europe/Berlin
07 Aug 2016	48.98994	Herblay	maintenance	2.1699	Europe/Paris
2014-06-19	13.8196	Nakhon Pathom	excellent	100.04427	Asia/Bangkok
2017-01-06	40.63316	Port Richmond	good	-74.13653	America/New_York
05/28/2015, 00:00:00	3.31332	Tarakan	accep	117.59152	Asia/Makassar
2014-05-13	55.82885	Rutherglen	acceptable	-4.21376	Europe/London
2021-10-13	19.32889	San Lorenzo Acopilco	accep	-99.32556	America/Mexico_City
2019/03/02	43.16547	Gates-North Gates	average	-77.70066	America/New_York
2017/08/05	19.8173	Teziutlan	building	-97.35992	America/Mexico_City
2016/12/12	-4.83	Mwandiga	maintenance	29.65806	Africa/Dar_es_Salaam
2013/11/15	35.8	Gero	building	137.23333	Asia/Tokyo
06 Sep 2015	-16.25	Yunguyo	good	-69.08333	America/Lima
2020/07/06	46.08333	Ulanhot	building	122.08333	Asia/Shanghai
12 Oct 2019	3.51667	Mbalmayo	excellent	11.5	Africa/Douala
06/13/2022, 00:00:00	36.24624	Fujioka	accep	139.07204	Asia/Tokyo
10/13/2013, 00:00:00	35.74788	Muskogee	excellent	-95.36969	America/Chicago
2016-10-21	33.76446	North Tustin	excellent	-117.79394	America/Los_Angeles
2014-10-22	42.67164	Roseto degli Abruzzi	excellent	14.01481	Europe/Rome
26 Jan 2019	42.28639	Budva	average	18.84	Europe/Podgorica
06/07/2022, 00:00:00	-22.57306	Artur Nogueira	accep	-47.1725	America/Sao_Paulo
05/18/2020, 00:00:00	-4.06667	Same	good	37.73333	Africa/Dar_es_Salaam
20 Mar 2021	12.74482	Argungu	acceptable	4.52514	Africa/Lagos
04/11/2020, 00:00:00	53.95278	Roslavl’	average	32.86389	Europe/Moscow
01/15/2018, 00:00:00	31.96258	Naushahra Virkan	accep	73.97117	Asia/Karachi
12/31/2020, 00:00:00	55.82737	Viewpark	accep	-4.0573	Europe/London
25 Dec 2015	45.0408	Columbia Heights	excellent	-93.263	America/Chicago
2022/04/04	-0.71667	Soure	accep	-48.52333	America/Belem
2016/12/11	31.84568	Odessa	accep	-102.36764	America/Chicago
2019/04/12	30.46907	Kot Addu	building	70.96699	Asia/Karachi
11 Aug 2020	52.31333	Oldenzaal	good	6.92917	Europe/Amsterdam
11/20/2017, 00:00:00	38.13708	Silvan	good	41.00817	Europe/Istanbul
2021/02/13	19.30157	Bhayandar	accep	72.85107	Asia/Kolkata
2022/06/18	41.8542	Lower West Side	average	-87.66561	America/Chicago
2013/06/30	31.82539	Sillanwali	good	72.54064	Asia/Karachi
07 Jun 2020	53.78333	Selby	average	-1.06667	Europe/London
04 Dec 2014	53.51684	Sherwood Park	maintenance	-113.3187	America/Edmonton
2018-06-13	48.46458	Pfullingen	building	9.22796	Europe/Berlin
06/01/2017, 00:00:00	8.88649	Tchaourou	excellent	2.59753	Africa/Porto-Novo
2022/09/18	35.74788	Muskogee	accep	-95.36969	America/Chicago
2022-01-13	43.86682	Markham	excellent	-79.2663	America/Toronto
2013/10/06	49.65186	Krasyliv	accep	26.97253	Europe/Kiev
2019/01/08	53.37596	Otradnyy	good	51.3452	Europe/Samara
2016-10-26	4.94273	Carnot	excellent	15.87735	Africa/Bangui
08/23/2019, 00:00:00	29.22254	Haldwani	maintenance	79.5286	Asia/Kolkata
11 Jul 2022	47.83333	Shalqar	building	59.6	Asia/Aqtobe
2022/05/09	34.25	Iwade	excellent	135.31667	Asia/Tokyo
11/20/2013, 00:00:00	37.73222	Hengshui	good	115.70111	Asia/Shanghai
18 Oct 2016	46.67535	Lons-le-Saunier	accep	5.55575	Europe/Paris
2014-04-25	38.68712	Puertollano	maitennce	-4.10734	Europe/Madrid
2015/04/01	-7.73379	Besuki	good	113.69785	Asia/Jakarta
2016-06-13	22.83957	Manikchari	good	91.84128	Asia/Dhaka
08/17/2018, 00:00:00	42.52787	Peabody	accep	-70.92866	America/New_York
2016-01-25	52.48173	Brierley Hill	good	-2.12139	Europe/London
10/29/2013, 00:00:00	50.20528	Jaworzno	good	19.27498	Europe/Warsaw
21 Nov 2017	-4.06667	Same	average	37.73333	Africa/Dar_es_Salaam
15 Nov 2020	35.85	Dongdu	maintenance	117.7	Asia/Shanghai
09 Apr 2022	20.28527	Jocotepec	maintenance	-103.42897	America/Mexico_City
12/03/2018, 00:00:00	29.65163	Gainesville	accep	-82.32483	America/New_York
2015/04/13	50.7236	Exeter	excellent	-3.52751	Europe/London
03 Oct 2021	5.6561	Andes	good	-75.87877	America/Bogota
2018-02-27	23.0072	Boyeros	accep	-82.4017	America/Havana
05/25/2016, 00:00:00	48.8765	Rueil-Malmaison	average	2.18967	Europe/Paris
08/29/2013, 00:00:00	32.87533	Daud Khel	accep	71.57118	Asia/Karachi
23 Oct 2019	39.72943	Aurora	excellent	-104.83192	America/Denver
11/26/2017, 00:00:00	20.74122	Santa Rosa Jauregui	building	-100.44843	America/Mexico_City
2016-05-26	48.06919	Gauting	excellent	11.37703	Europe/Berlin
18 Oct 2014	7.50251	Igbara-Odo	excellent	5.06258	Africa/Lagos
19 Jul 2013	16.68911	Myawadi	accep	98.50893	Asia/Yangon
10 Aug 2020	40.81	Morningside Heights	good	-73.9625	America/New_York
2018/01/21	43.32686	Leioa	building	-2.98884	Europe/Madrid
2018-06-13	34.95303	Santa Maria	accep	-120.43572	America/Los_Angeles
11/25/2019, 00:00:00	6.15038	Nkpor	excellent	6.83042	Africa/Lagos
07/12/2015, 00:00:00	15.5439	Calangute	building	73.7553	Asia/Kolkata
2017/07/21	43.32393	Les Olives	accep	5.4584	Europe/Paris
2019/06/21	52.48173	Brierley Hill	excellent	-2.12139	Europe/London
03/30/2017, 00:00:00	37.73222	Hengshui	maintenance	115.70111	Asia/Shanghai
2015/04/23	23.15678	Varadero	good	-81.24441	America/Havana
2019/05/11	9.3337	Santa Catalina	good	122.8637	Asia/Manila
2020-04-13	6.9909	Hendala	average	79.883	Asia/Colombo
2021-12-09	26.76628	Gorakhpur	excellent	83.36889	Asia/Kolkata
09/09/2018, 00:00:00	39.72943	Aurora	average	-104.83192	America/Denver
2022-02-15	55.38752	Naro-Fominsk	building	36.73307	Europe/Moscow
2013/09/23	41.8542	Lower West Side	excellent	-87.66561	America/Chicago
19 Oct 2016	25.67927	Kendall	building	-80.31727	America/New_York
2016/09/11	43.4125	Montana	accep	23.225	Europe/Sofia
08/30/2021, 00:00:00	39.96348	Talavera de la Reina	maintenance	-4.83076	Europe/Madrid
2019-01-03	10.7375	Talisay	building	122.9666	Asia/Manila
09 Jan 2021	27.71809	Sun City Center	accep	-82.35176	America/New_York
2017-11-26	45.47885	Lesozavodsk	good	133.42825	Asia/Vladivostok
2020/07/28	55.85	Likhobory	excellent	37.56667	Europe/Moscow
09/18/2016, 00:00:00	37.31065	Agrigento	accep	13.57661	Europe/Rome
2020-12-18	5.90702	Donggongon	average	116.10146	Asia/Kuching
17 Apr 2019	49.88307	Kelowna	building	-119.48568	America/Vancouver
09 Mar 2021	57.30185	Gavrilov-Yam	maintenance	39.85331	Europe/Moscow
2014-05-23	36.64852	Nowshahr	maintenance	51.49621	Asia/Tehran
29 Nov 2018	58.1908	Danilov	building	40.17171	Europe/Moscow
2014-07-14	45.53929	Troutdale	good	-122.38731	America/Los_Angeles
2019/08/31	41.15376	Bourbonnais	average	-87.88754	America/Chicago
09/29/2017, 00:00:00	19.8173	Teziutlan	excellent	-97.35992	America/Mexico_City
26 May 2017	46.7055	Yeysk	maintenance	38.2739	Europe/Moscow
04/02/2021, 00:00:00	-25.42944	Palmeira	excellent	-50.00639	America/Sao_Paulo
2017-08-20	50.79205	Southsea	average	-1.08593	Europe/London
12 Oct 2016	13.70727	Mirriah	maintenance	9.15013	Africa/Niamey
2020/05/29	38.07789	Villabate	accep	13.44275	Europe/Rome
08 Apr 2016	42.7392	Waverly	accep	-84.62081	America/Detroit
2020-03-22	42.67164	Roseto degli Abruzzi	maintenance	14.01481	Europe/Rome
20 Jan 2022	50.56149	Gembloux	accep	4.69889	Europe/Brussels
10/28/2020, 00:00:00	38.10558	Caravaca	building	-1.86343	Europe/Madrid
09 Oct 2014	34.4833	Toba	good	136.84186	Asia/Tokyo
16 Feb 2020	51.40148	Newbury	maintenance	-1.32471	Europe/London
07/27/2014, 00:00:00	41.50343	Newburgh	accep	-74.01042	America/New_York
04 Nov 2014	52.26083	Losser	average	7.00417	Europe/Amsterdam
2019/08/01	53.53333	An Muileann gCearr	good	-7.35	Europe/Dublin
02/09/2015, 00:00:00	53.53041	Nizhniy Lomov	building	43.67663	Europe/Moscow
09 Dec 2021	35	Komono	building	136.51667	Asia/Tokyo
2017-07-13	0.51667	Pekanbaru	maintenance	101.44167	Asia/Jakarta
10/10/2021, 00:00:00	-6.8	Magomeni	building	39.25	Africa/Dar_es_Salaam
07 Feb 2021	40.82232	Nutley	average	-74.15987	America/New_York
2012-12-10	-7.01833	Pameungpeuk	accep	107.60389	Asia/Jakarta
21 Jul 2022	53.46506	Chapletown	accep	-1.47217	Europe/London
2018-01-18	17.06542	Oaxaca	good	-96.72365	America/Mexico_City
2020-05-04	41.84364	South Lawndale	accep	-87.71255	America/Chicago
2020-01-30	10.13361	Maasin	excellent	124.84472	Asia/Manila
11/04/2014, 00:00:00	61.78491	Petrozavodsk	good	34.34691	Europe/Moscow
2014/04/08	39.78504	Greenfield	good	-85.76942	America/Indiana/Indianapolis
06 Jul 2016	42.97086	Port Huron	accep	-82.42491	America/Detroit
2022-01-26	0.49113	Beni	good	29.47306	Africa/Lubumbashi
06 Dec 2015	40.68066	Massapequa	building	-73.47429	America/New_York
14 Nov 2017	34.85	Taozhuang	building	117.33333	Asia/Shanghai
28 Mar 2021	49.28669	Elbeuf	good	1.00288	Europe/Paris
04/21/2014, 00:00:00	-21.44345	Tupiza	average	-65.71875	America/La_Paz
2018-10-15	46.1351	Sydney	average	-60.1831	America/Glace_Bay
11 Oct 2016	26.9423	Tharu Shah	excellent	68.11759	Asia/Karachi
06 Dec 2015	47.64995	Opportunity	average	-117.23991	America/Los_Angeles
2013-04-12	43.61058	Colomiers	average	1.33467	Europe/Paris
2012/10/16	2.41669	Paidha	accep	30.98551	Africa/Kampala
2013-10-05	51.955	Culemborg	good	5.22778	Europe/Amsterdam
02/24/2017, 00:00:00	10.20898	Naga	excellent	123.758	Asia/Manila
2018-06-20	30.21121	Malaut	accep	74.4818	Asia/Kolkata
05/09/2014, 00:00:00	51.42708	Lower Earley	good	-0.91979	Europe/London
2021/03/12	46.75451	Nova Kakhovka	average	33.34864	Europe/Kiev
10/03/2017, 00:00:00	4.88441	Gua Musang	maintenance	101.96857	Asia/Kuala_Lumpur
2022-08-10	52.86147	Walsrode	excellent	9.5926	Europe/Berlin
2019/01/01	55.25	Ukmerge	average	24.75	Europe/Vilnius
2022-08-16	26.91756	Punta Gorda Isles	maintenance	-82.07842	America/New_York
10/14/2017, 00:00:00	42.22718	Lanciano	accep	14.39024	Europe/Rome
21 Nov 2012	38.70734	Fort Washington	excellent	-77.02303	America/New_York
31 Jan 2016	27.71809	Sun City Center	good	-82.35176	America/New_York
15 Sep 2015	59.33333	Boo	maintenance	18.28333	Europe/Stockholm
2017-02-26	30.17746	Palm Valley	excellent	-81.38758	America/New_York
26 May 2014	46.51872	Hoxtolgay	average	86.00214	Asia/Urumqi
22 Oct 2012	43.78956	Ventimiglia	maintenance	7.60872	Europe/Rome
2017-11-03	48.35149	Hechingen	accep	8.96317	Europe/Berlin
2013/01/30	27.55898	Larkana	good	68.21204	Asia/Karachi
2013/02/08	13.65805	Paoy Paet	good	102.56365	Asia/Phnom_Penh
2020/01/20	13.70167	Ilopango	excellent	-89.10944	America/El_Salvador
2021/10/05	42.64031	Dongfeng	good	125.51176	Asia/Shanghai
2015/08/18	24.96334	Ghat	excellent	10.18003	Africa/Tripoli
2013/02/06	-33.75881	Baulkham Hills	average	150.99292	Australia/Sydney
26 Mar 2020	39.22493	Patnos	excellent	42.85693	Europe/Istanbul
2017-10-22	10.22677	La Victoria	excellent	-67.33122	America/Caracas
2015/03/15	51.4781	Kuvandyk	average	57.3552	Asia/Yekaterinburg
2014/01/21	51.78771	Saraktash	maintenance	56.36091	Asia/Yekaterinburg
04/03/2022, 00:00:00	20.88953	Kahului	maintenance	-156.47432	Pacific/Honolulu
12 Sep 2022	22.19303	Diamond Harbour	accep	88.18466	Asia/Kolkata
2015/12/21	25.67927	Kendall	excellent	-80.31727	America/New_York
2020-07-13	37.56667	Inawashiro	accep	140.11667	Asia/Tokyo
04/22/2018, 00:00:00	53.53333	An Muileann gCearr	accep	-7.35	Europe/Dublin
27 Feb 2022	37.49223	Catania	good	15.07041	Europe/Rome
01/17/2020, 00:00:00	0.49113	Beni	accep	29.47306	Africa/Lubumbashi
09/30/2013, 00:00:00	-4.24444	Barras	building	-42.29444	America/Fortaleza
2013-12-26	36.20389	Nonsan	excellent	127.08472	Asia/Seoul
02/09/2019, 00:00:00	23.04419	Jaruco	excellent	-82.00919	America/Havana
03 Jul 2016	12.18441	Mongo	accep	18.69303	Africa/Ndjamena
2015/04/02	52.21099	Gronau	accep	7.02238	Europe/Berlin
2013/02/04	41.72059	Evergreen Park	accep	-87.70172	America/Chicago
2020-12-15	20.88197	Bhuban	accep	85.83334	Asia/Kolkata
03 Nov 2020	15.45144	Betamcherla	excellent	78.14797	Asia/Kolkata
2015/10/05	32.52515	Shreveport	accep	-93.75018	America/Chicago
23 May 2021	45.51667	Vienne	building	4.86667	Europe/Paris
06/11/2014, 00:00:00	33.42585	Oulmes	accep	-6.00137	Africa/Casablanca
08 Nov 2015	-10.95817	Tucano	excellent	-38.79084	America/Bahia
06 Jul 2020	15.58552	Bua Yai	excellent	102.42587	Asia/Bangkok
21 Oct 2012	28.15112	Lutz	good	-82.46148	America/New_York
2019-01-31	15.79408	Yasothon	accep	104.1451	Asia/Bangkok
2017-07-06	42.30865	Canton	accep	-83.48216	America/Detroit
2021-11-23	40.93333	Jalal-Abad	building	73	Asia/Bishkek
2022-05-20	-23.85972	Maxixe	accep	35.34722	Africa/Maputo
