longitude	NOx	SO2	CFCs	NH3	O3	TEMP	C2H3NO5	PAHs	PRES	Pb	PM10	CH4	H2CO	warning	PM2.5	latitude	CO
10.98461	10.26013	8.79787	53.93191	7.60719	7.20596	4.75617	5.19647	11.70402	1189.81294	44.64226	11.50982	9.05617	63.15115	1.00000	5.01360	48.35693	6.57931
107.60627	5.36632	7.62814	57.90681	6.63379	9.37873	0.64887	0.06072	9.63364	1115.48501	58.28118	6.13763	7.24931	45.06640	1.00000	8.71496	51.82721	10.19806
4.7934	9.07220	8.23538	61.81892	7.48595	8.03143	18.26757	0.29682	9.28908	1102.55791	36.47549	8.26497	8.14021	51.07981	0.00000	6.55960	45.69558	10.11415
-91.11667	7.39346	6.54648	45.91654	9.20441	8.52410	2.95061	0.07674	3.85374	1189.62163	35.34299	5.32347	7.36915	40.12360	0.00000	8.34250	14.93333	7.24644
-116.97725	7.57842	8.89009	45.59691	4.87958	8.37119	-0.50754	0.09634	9.58214	1058.57637	68.61176	6.77957	7.74552	52.47880	1.00000	10.50943	33.92946	10.67367
6.76111	6.02807	7.35014	30.97255	7.47761	8.91652	3.47422	0.09294	11.08318	1113.51993	59.42613		8.28037	45.05049	1.00000	9.86068	53.16167	8.35873
46.5813	11.45007	7.32612	29.98742	10.54926	7.93220	-1.09766	2.01429	9.62663	1120.61721	36.06359	10.52324	7.84901	51.48669	0.00000	7.15075	54.8421	9.13955
8.64409	10.66921	7.25160	38.61556	8.09965	10.65258	14.05517	0.89470	12.55147	1117.74040	58.88450	9.66674	7.93046	53.78464	1.00000	4.83269	48.07667	10.66193
4.47124	8.34430	9.17097	47.92847	4.97154	7.02186	15.00353	0.14602	7.45534	1194.45492	48.22071	7.62012	6.98823	65.61246	1.00000	12.31130	51.95838	10.68729
35.96944	9.45444	7.94370	34.01382	9.08816	7.97670	3.14235	0.59301	9.37071	1173.38908	48.81327	9.26211	7.94646	46.89148	0.00000	6.75459	56.03361	9.91492
37.56667	12.11189	6.55106	56.21936	5.21444	7.25788	8.35060	1.43304	10.51814	1067.66614	41.77825	10.18402	6.51275	27.64997	1.00000	7.05391	55.85	11.16078
17.58522	11.71536	9.68776	66.55266	9.86801	8.41274	-2.29407	1.21341	8.31640	1140.55893	57.69395	10.02392	9.13604	60.09941	0.00000	8.24542	40.53123	9.91733
73	9.18228		35.76836	6.09287	7.37330	24.36230	0.28466	10.12178	1053.16529	86.19454	8.37123	7.96654	57.79809	1.00000	9.25722	40.93333	9.04667
-74.15987	6.20822	6.95547	30.44586	8.27512	7.93340	23.57810	0.08177	7.67152	1127.15420	62.05991	5.05838	7.44073	35.47550	0.00000	4.87821	40.82232	8.02735
-1.29243	8.98349	8.79060	32.10619	7.50940	7.62922	6.02434	0.25811	9.39434	1061.75581	48.67078	8.43161	9.45217	31.22646	1.00000	6.69916	53.49389	9.34079
75.16878	7.72905	9.69265	32.07128	8.57286	10.32741	19.49420	0.32026	11.78268	1120.85790	46.04983	8.37433	5.89749	65.40175	1.00000	7.11156	30.81383	6.71644
83.97573	5.88894	7.96756	65.79084	6.93808	8.23708	16.55731	0.13195	11.21421	1172.76843	61.79241	6.97689	8.83554	74.69468	1.00000	6.52971	21.46527	10.08416
152.70493	8.28388	6.53699	40.00461	10.64452	7.21675	9.28659	0.38308	8.48389	1075.47242	53.39618	8.64497	9.25408	36.31881	0.00000	6.13588	-25.54073	11.05411
-119.0376	5.23301	8.88525	84.73356	8.10632	8.03562	3.59038	0.11925	6.81125	1130.48605	62.84658	7.24783	7.63459	56.02839	0.00000	7.07625	34.21639	13.02366
-73.47429	5.76313	8.30841	38.47756	7.07626	7.15142	11.95328	0.11814	10.57908	1162.32508	54.13644	6.34657	8.64592	35.60133	1.00000	7.31562	40.68066	9.85640
-60.1831	9.06678	6.26691	68.05336	6.41468	7.26177	25.24465	3.17918	7.05599	1068.22538	50.12337	11.02056	9.32930	69.70790	1.00000	6.49725	46.1351	8.22733
12.84052	3.92266	8.86182	30.19935	7.65926	7.03859	10.68652	0.10390	11.94729	1101.85555	51.11462	5.61409	8.21519	47.46913	1.00000	8.60482	45.78071	9.21855
-75.87877	9.48456	9.53812	49.43233	10.73661	7.39964	21.97681	1.89104	9.47942	1081.04984	53.56168	10.43988	9.55644	53.38517	0.00000	6.22681	5.6561	10.50999
73.38333	10.43432	8.36465	42.24955	10.62966	7.14108	6.01169	0.15600	6.92082	1114.10864	72.64513	7.36886	9.77723	22.46746	0.00000	5.63748	31.71667	9.05093
-102.04897	7.88226	8.58699	54.63167	7.30434	9.50896	19.01910	0.33209	9.46914	1062.55125	37.22650	8.40383	7.56460	48.99466	1.00000	7.84672	19.64745	8.89966
4.47124	6.23400	8.32535	29.10213	7.78171	6.76393	11.33167	0.10147	9.86340	1143.59290	51.14707	7.03835	6.84419		1.00000	11.09452	51.95838	7.90588
-82.90375	9.73422	8.48453	41.88975	9.24148	6.56489	40.21972	0.74911	9.93788	1080.82882	48.87891	9.46641	7.12175	65.89634	0.00000	6.21877	32.54044	11.68486
-115.98391	11.97712	9.77685	38.61590	10.73202	8.13180	5.71813	1.36950		1162.64735	76.95536	10.13126	8.53421	62.61970	0.00000	10.68280	36.20829	4.94374
56.36091	10.43784	8.04799	57.72837	7.57095	9.09487	11.07096	0.42912	12.86980	1118.51029	57.23449	8.86022	7.87326	40.84449	1.00000	6.07419	51.78771	10.18202
6.76111	6.03373	6.14214	42.91733	9.72173	8.26449	16.60572	0.15631	6.56197	1069.54504	57.97366	6.75097	8.33322		0.00000	7.62916	53.16167	8.26904
8.96317	4.16003	7.63763	50.24411	7.96586	8.43543	21.59976	0.08964	11.05035	1144.07868	44.11578	5.14742	8.29297	59.59664	1.00000	8.71223	48.35149	8.76440
-2.1875	7.01534	7.93616	54.58661	5.19258	9.12968	7.67461	0.26804	10.01240	1158.28561	42.65891	8.20266	7.62538	44.55493	1.00000	7.20568	51.26	11.35725
-156.47432	11.08286	9.17447	55.62057	9.18791	7.99944	13.53730	1.02171	10.41652	1150.77581	50.93366	9.80147	10.44893	43.88529	0.00000	6.47814	20.88953	11.84280
83.97573	5.25153	9.34742	43.56576	8.58662	8.03854	18.61605	0.06038	10.93471	1139.64599	82.59284	5.48967	7.13504	30.73830	1.00000	7.25105	21.46527	8.47761
-87.65644	9.24801	7.39306	51.46379	5.63763	9.54876	0.32297	0.13047	6.27883	1055.12336	59.69787	7.21363	9.04395	31.20823	1.00000	10.70465	41.80753	10.53067
-45.94722	7.21875	7.88705	53.87369	6.00732	8.37897	20.32254	0.26937	8.71803	1059.46106	46.20501	8.23847	8.07310	32.91154	1.00000	9.61355	-21.42917	10.11379
-116.97725	10.93877	8.04543	27.83617	10.25738	8.36493	15.25930	2.38105	11.53186	1102.34903	46.66336	10.72505	8.61026	38.25011		5.89855	33.92946	9.96860
-47.1725	7.96869	6.42176	17.11392	9.37317	7.33513	20.56867	0.27939	6.74990	1091.17989	62.16323	7.13594	8.91927	46.02189	0.00000	6.73263	-22.57306	8.22437
79.41727	10.02026	6.93567	48.90493	9.50380	6.76739	17.35994	0.77142	9.04661	1093.59157	46.56991	9.46331	7.63222	59.06553	0.00000	7.45105	12.25282	10.05784
73.08333	8.09125	8.34215	44.40535	8.25485	7.46862	25.41838	0.30913	8.31803	1132.01164	60.38708	8.44283	8.80675	44.21184	0.00000	6.33962	19.21667	10.07178
137.95378	8.89308	10.04173	41.18955	4.34957	9.75949	-4.52689	0.21691	8.64222	1144.18657	62.52758	8.03495	8.04471	32.11328	1.00000	10.15753	35.82756	11.34068
-8.2503			50.26521	8.61277	6.75185	20.46733	0.11472	4.84723	1133.43927	32.24708	6.00138	8.92302	56.02809	0.00000	8.36176	37.08819	8.08272
-80.31727	7.78004	8.00155	55.69504	7.22764	9.32023	20.71914	0.61323	7.88068	1160.64819	51.24696	9.33984	7.68344	47.36084	1.00000	7.05585	25.67927	8.97370
-74.95472	8.80624	8.46956	39.42480	8.18616	6.46304	22.84874	0.90277	10.49284	1138.92444	26.19189	9.70777	9.64175	31.53547	1.00000	5.80859	10.98778	8.65021
113.69785	7.90019	7.76231	55.22564	9.11300	7.85908	9.68146	0.50874	11.07554	1056.25628	45.07450	9.03902	8.92563	53.45317	0.00000	4.37412	-7.73379	10.87771
-122.40433	5.86910	7.45172	30.01709	9.74905	8.35172	19.45742	0.14350	7.36638	1189.22273	61.75502	6.94672	7.75560	69.40772	0.00000	6.88365	37.71715	8.89731
33.9162	8.69214	8.11798	66.85047	8.48726	8.65236	13.97645	0.51751	12.98258	1057.58989	41.63268	9.16887	8.18445	28.13088	0.00000	3.86763	51.67822	11.39424
-2.98884	7.04459	8.25822	38.76329	6.41132	10.18998	25.09314	0.17764	9.97250	1076.19949	86.78589	7.35539	9.02194	47.97896	0.00000	4.57165	43.32686	9.51315
5.4584	4.76828	8.66627	61.05843	8.08909	8.88578	16.16823	0.09121	11.51268	1185.99847	52.04909	4.27670	7.58510	28.07184	1.00000	8.53798	43.32393	8.58401
-113.3187	7.71481	7.37119	51.80692	6.60838	10.82970	7.02915	1.26607	7.33976	1095.48948	63.08023	10.05216	5.94416	55.99200	1.00000	7.22704	53.51684	6.65150
-73.78458	8.24896	7.46443	69.37866	8.85875	8.73434	13.26973	0.96969	12.98556	1055.33230	57.99131	9.76606	5.98570	67.05212	0.00000	2.76361	41.0051	13.12056
18.34717	4.78823	8.19224	52.35354	8.68279	8.13320	17.33361	0.08784	12.33617	1158.41112	49.81570	6.78942	10.52979	72.67474	1.00000	8.42363	54.60528	7.57156
127.08472	6.96969	7.62560	54.29137	12.07854	6.91652	13.51585	4.88193	8.03069	1193.36605	51.16332	11.44468	7.86445	47.07273	0.00000	6.81144	36.20389	10.79007
3.39467	7.20750	9.25207	50.40810	7.15075	8.93220	19.06720	0.18965	10.17673	1141.59681	65.17326	7.89810	7.01030	64.71414	0.00000	4.75931	6.45407	11.21270
-60.93173	10.29132	7.54081	62.81261	8.12371	7.43022	26.29212	0.29055	10.75335	1135.77607	61.19763	8.30629	7.72749	15.35480	0.00000	7.09765	-31.4488	8.19876
13.44275	6.00577	9.52308	36.93819	8.51718	7.83026	8.27642	0.08436	9.44371	1171.79678	66.02479	6.31970	6.97108	40.58831	0.00000	3.67124	38.07789	9.94639
-74.01042	7.68429	9.33376	58.47860	7.59018	7.61972	7.80715	0.08055	1.67724	1080.69971	51.14964	3.35469	7.90024	62.31365	0.00000	9.33700	41.50343	8.57666
19.27498	6.56992	8.64462	39.46920	10.84804	7.57231	5.99456	2.06845	8.14193	1122.56669	71.27218	10.55653	7.12834	58.46855	0.00000	6.94092	50.20528	12.22954
-1.5443	9.67948	9.37896	42.62454	10.30477	5.74558	15.65913	2.03385	11.30459	1190.19791	42.49042	10.55026	8.02934	65.88596	0.00000	5.15642	50.75767	11.56263
24.43973	9.48908	9.47271	30.50103	7.79658	8.61938	19.78004	1.03407	9.93700	1156.59506	61.20404	9.84595	9.46961	33.61522	1.00000	5.43007	0.76755	9.04013
-1.06667	4.71359	7.70290	59.84404	7.60458	6.89537		0.04866	10.88613	1064.73276	34.17938	4.89052	7.75022	53.64980	1.00000	9.17778	53.78333	8.92090
133.42825	7.58717	8.18222	31.48262	7.66692	8.62152	15.91840	4.57110	7.89545	1064.98212	47.40850	11.38188	7.51772	47.75311	1.00000	5.39686	45.47885	7.45923
72.68533	8.64039	6.41138	74.07024	9.08106	7.77393	4.82977	0.37419	7.07889	1102.29311	32.10930	8.64612	8.97629	34.07364	0.00000	7.87862	22.75218	8.58687
-8.07257	8.17766	8.21930	29.92279	6.74125	9.18225	13.97187	0.66429	7.56729	1166.06884	62.34468	9.36370	6.87608	47.38425	1.00000	7.47411	12.74409	9.38688
-80.08199	7.83465	5.48396	52.70888	10.03587	7.41195	37.33991	0.21020	8.86159	1129.00162	48.79275	7.75573	5.40227	41.87758	0.00000	4.46577	35.88264	11.52960
-83.48216	9.76186	6.93045	47.24695	8.26187	6.48769	24.60547	0.15057	12.69179	1062.91139	49.95378	7.56737	8.01777	16.53626	1.00000	6.30032	42.30865	10.08205
79.5286	10.37838	9.49574	71.89782	6.38374	8.79543	18.23733	2.80409	8.26535	1116.70807	74.12356	10.88528	8.74740	50.98467	1.00000	5.25440	29.22254	10.02627
111.4834	9.21193	9.32842	33.25840	6.49046	9.09881	12.24356	0.60035	7.70709	1058.04678	21.01500	9.29073	8.46103	39.49679	1.00000	6.66848	65.93381	8.98802
115.04814	4.86310	7.78758	52.21983	7.86220	7.29067	15.32417	0.12361	10.46654	1144.14978	59.62625	6.43882	9.91710	43.56447	1.00000	10.18070	30.24706	8.68630
33.9162	10.36703	9.27042	56.11739	6.22522	8.05625	2.15932	0.22135	10.22598	1114.20657	41.32602	7.83781	10.07899	39.86200	1.00000	7.73204	51.67822	
44.7662	7.27702	7.81058	68.00429	7.60814	7.68656	16.75687	0.16614	10.42862	1089.53033	69.62677	7.67747	8.11623	42.10122	1.00000	8.33044	40.49748	8.98040
6.8625	6.13936	7.49150	32.39335	10.10621	8.11212	17.30821	0.41172	6.81162	1138.54819	64.12693	8.71422	8.51169	70.57781	0.00000	7.44144	51.47805	8.85795
3.55665	4.44338	9.34731	42.94533	8.42442	6.72214	1.91130	0.04119	8.64044	1129.22118	30.12819	3.88223	6.87550	32.16735	1.00000	9.06734	36.72544	8.62094
-120.00865	5.61015	8.62474	62.31820	9.08583	6.61598	3.09073	0.15522	7.32802	1185.85591	53.15914	7.00732	9.22578	61.52195	0.00000	7.16875	46.32374	8.03735
14.34085	9.09941	8.70592	24.24607	9.21221	10.46237	26.50453	1.20000	12.73356	1066.44238	49.64187	9.99614	7.59977	44.72727	1.00000	4.35104	40.87363	7.81109
68.49143	11.08522	7.43229	73.76607	6.20734	8.62904	21.35043	1.05573	10.31516	1183.24333	46.10124	9.87704	7.88726	46.49213	1.00000	6.43032	25.80565	10.44294
105.89333	4.21234	7.71079	44.34685	10.04273	7.92778	13.76258	0.10763	9.55780	1058.16439	53.29243	7.36091	8.41591	48.03729	0.00000	5.98816	34.56861	9.01759
37.73333	8.72488	7.37587	43.53442	10.54627	6.24587	27.74244	1.70087	10.11701	1161.79969	66.82225	10.35275	9.03461	62.93374	0.00000	5.07152	-4.06667	10.56601
-52.2	6.13782	8.57645	31.15411	8.08138	7.39995	9.34574	0.12042	11.13789	1131.20401	70.50633	6.77212	9.69016	31.00722	1.00000	7.78210	-28.44917	8.29160
-2.68758	8.51008	8.04334	53.96546	7.07486	8.39962	6.65811	0.88130	9.72057	1145.86672	58.55676	9.66943	9.13145	33.36276	1.00000	7.37995	53.69786	7.31324
-115.98391	8.91766	8.36709	50.00381	5.81945	7.15221	14.43617	0.15091	5.66100	1080.07020	51.37234	6.92453	9.33860	56.43423	1.00000	9.46180	36.20829	10.45583
9.22796	8.09096	9.34826	47.55782	8.64671	8.69777	15.81873	0.31761	7.87279	1089.92642	64.15870	8.37281	8.91454	53.64229	0.00000	7.76303	48.46458	7.58419
-6.90656	7.98724	8.62779	57.34266	6.62909	7.98140	2.18337	0.52014	7.06770	1115.60227	69.18488	9.02263	8.51901	33.36377	1.00000	7.50941	33.92866	8.77271
7.02238	7.45039	5.45797	30.53398	10.89020	7.81573	20.32999	0.15827	8.94699	1197.22509	69.67076	7.42248	7.88317	66.83940	0.00000	5.23374	52.21099	8.70608
-90.10674	7.92449	5.61064	41.53781	7.32138	6.55365	18.67323	0.14859	8.77947	1115.79492	66.63381	7.80184	7.94042	57.14101	1.00000	9.01799	29.84576	
-84.50855	10.17290	5.49131	38.13329	6.93795	8.42292	5.56872	0.58203	11.30203	1078.98595	75.14144	9.26953	7.48354	54.84102	1.00000	6.37937	39.08367	10.68011
103.65309	6.22694	8.45404	43.12702	6.71413	6.75842	22.28467	0.05812	5.58479	1133.78442	59.57864	3.41866	7.81313	71.01204	0.00000	6.26785	16.0567	8.07332
-65.71875	10.12555	6.56829	52.15978	9.53634	7.84209	11.94939	0.73925	9.09486	1077.22018	47.02484	9.45927	9.40986	43.20332	0.00000	7.09845	-21.44345	10.57179
11.37703	9.81253	7.09645	45.54477	6.98978	8.69314	2.17756	6.88173	8.58276	1106.01913	43.67365	11.78667	7.51706	43.90767	1.00000	4.85202	48.06919	9.87418
-74.96933	7.87322	8.95077	26.28383	7.57059	9.69080	11.54126	0.13205	10.74170	1098.99813	35.33964	6.55110	7.58839	55.50072	1.00000	8.10639	39.71734	7.75145
109.3243	7.32272	8.79860	58.65118	8.32377	8.54998	7.48685	0.40497	9.10959	1055.69185	51.84179	8.71810	6.60842	47.61907	1.00000	6.36199	-7.0981	7.63602
26.01649	6.71864	8.81155	24.64196	7.68878	7.12822	14.37181	0.34644	7.47945	1175.18581	64.61247	8.59115	8.12444	26.18925	1.00000	7.00295	44.43579	8.96052
-95.44744	8.41824	7.28875	34.75950	8.81115	5.57659	6.80086	0.17007	13.02759	1121.35938	56.11332	7.37421	8.29165	26.24472	1.00000	6.55226	29.53885	8.21832
120.56528	8.02671	9.67746	61.09366	6.38658	7.69497	17.11744	0.14152	7.82159	1188.60777	64.95123	7.28515	8.91398	56.34585	1.00000	10.88386	14.66	8.95041
14.01481	12.02009	7.76730	45.28725	9.69464	7.12222	14.65094	0.86485	7.08916	1150.19282	72.09111	9.64037	7.80142	49.37403	0.00000	9.49236	42.67164	6.38473
2.1699	9.68480	7.11470	63.80680	6.22059	8.48577	20.04345	0.82712	9.04870	1087.42967	45.98641	9.60923	9.34904	33.44403	1.00000	7.15479	48.98994	9.25685
-42.19667	7.68088	7.80344	52.70063	12.07128	8.95870	25.53959	1.07629	6.04852	1109.94489	36.78245	9.89144	7.01727	54.68276	0.00000	9.01480	-21.41222	10.69792
42.85693	7.26701	9.64568	37.70864	5.71375	10.03280	15.31377	0.21194	8.59675	1054.02594	59.70833	7.98726	5.49297	65.25119	1.00000	10.03136	39.22493	9.93438
-82.07842	10.94688	7.85551	66.61698	6.05355	8.82245	6.50045	8.50262	9.07466	1156.00207	34.33556	12.00340	6.00875	22.81166	1.00000	5.37284	26.91756	9.95290
43.67663	9.37766	7.24763	53.45044	4.90753	8.57085	11.43984	0.14156	7.35246	1093.94546	63.92303	7.29418	7.95671	42.48341	1.00000	10.96126	53.53041	10.38617
-6.00137	8.38113	8.77900	53.97361	4.29066	6.99405	21.66905	3.04900	11.07192	1151.53616	52.89628	10.96167	6.47842	34.42363	1.00000	7.65693	33.42585	11.45602
2.44892	7.65666	10.51565	66.37466	9.23159	8.01925	6.67004	0.43209	8.33645	1141.06157	41.27375	8.83842	7.73701	63.75329	0.00000	7.00966	48.98693	10.09259
44.53333	8.21902	7.61378	38.84695	5.21381	7.99311	28.78571	0.18208	8.64700	1129.12916	39.54666	7.48461	8.92412	58.36575	1.00000	9.72856	-22.9	9.84691
-2.77259	10.46600	8.16058	46.18620	6.71079	8.69311	12.05914	0.84662	10.42189	1088.79611	70.11995	9.64472	6.81449	51.68661	1.00000	6.40410	37.49073	9.17462
9.5926	9.58426	6.52734	38.78193	5.86910	7.20957	22.62028	0.45474	9.32804	1172.93576	47.16100	8.97154	6.29686	43.91607	1.00000	8.35565	52.86147	9.31211
-2.68758	9.56958	8.33048	75.19707	7.58288	6.94289	8.28217	1.22367	11.06598	1054.39730	44.33637	10.00947	6.76693	57.03089	1.00000	6.02619	53.69786	8.15683
-80.66756	7.93642	7.62024	38.52863	7.21228	7.30464	17.74520	0.43945	10.41561	1067.42730	32.27630	8.84365	8.73710	50.65070	1.00000	8.26289	26.68451	7.09844
59.4839	6.29961	8.53921	56.73570	7.91188	8.44917	-5.33033	0.04746	9.49776	1051.36964	46.54421	6.50924	7.22956	49.74641	1.00000	9.40963	58.7002	8.27091
9.72749	7.72936	7.97767	36.98626	8.06313	6.66292	8.14560	0.39996	8.28944	1155.47688	59.04558	8.65534	6.39094	71.55452	0.00000	5.54757	48.28259	8.73375
71.21169	7.19860	7.94418	43.14054	8.91591	8.55312	12.34637	0.10968	4.31239	1154.67528	18.91930	4.96811	7.43720	35.95779	0.00000	8.64108	21.59983	8.86965
-104.83192	8.33323	7.59356	57.22270	4.78857	9.29077	21.90158	0.34712	6.71026	1159.87495	72.65298	8.49612	8.02211	68.32707	1.00000	8.50776	39.72943	11.37853
83.97573	9.46182	6.42341	55.61488	9.30774	8.08221	8.47686	0.76669	8.67735	1055.84607	48.76883	9.50930	7.01867	57.04722	0.00000	6.69923	21.46527	10.38568
112.01667	10.33122	8.28449	53.00108	7.20770	6.17505	19.28862	0.96324	10.29084	1064.77882	50.27572	9.81106	8.84235	35.13392	1.00000	5.43341	-7.81667	9.64119
73.97117	7.08791	7.66056	56.43499	7.37479	6.97353	22.71562	0.29303	9.14208	1173.53089	21.65517	8.24934	7.77723	28.60642	1.00000	10.49746	31.96258	8.46951
55.4504	10.49584	7.53039	40.58867	4.84225	9.31791	15.73540	2.11591	7.68305	1071.19040	74.87986	10.60235	6.83671	78.92844	1.00000	7.93908	-20.88231	8.75516
89.11943	7.23615	7.82075	61.75863	6.80937	7.09923	14.82132	0.18495	11.31095	1176.43618	64.17761	7.66258	6.87945	58.08218	1.00000	9.30272	23.9028	8.86818
5.37429	8.05330	10.09028	61.69283	10.53448	9.07512	6.11311	1.05112	8.85865	1165.69782	55.99234	9.82982	7.94339	31.19713	0.00000	6.70752	51.03427	7.31871
-97.92977	9.33483	6.27938	34.21651	8.22665	9.87390	9.34041	0.30224	7.24656	1132.71576	68.37513	8.24728	8.75517	41.95546	0.00000	8.89879	38.06084	7.12897
-0.45877	9.61008	7.30909	51.84798	6.70555	8.19840	-4.21538	2.21918	10.11331	1158.17941	58.51953	10.66173	9.08864	40.72451	1.00000	6.44680	46.32313	8.81179
-4.10734	9.28894	6.51820	37.91339	6.72513	8.66945	31.23157	1.23890	7.48926	1066.35450	45.21341	10.03808	7.43418	66.77502	1.00000	6.04236	38.68712	9.32510
19.61222	8.46916	7.43290	44.02740	8.76021	8.06318	24.23351	0.27135	11.18268	1156.48658	58.37247	8.21896	8.33469	42.65186	1.00000	5.35084	44.97639	8.87718
-5.22126	9.54583	8.57573	46.10077	6.64527	8.42703	33.63586	0.35316	10.01418	1183.99069	39.88129	8.68785	7.14000	71.66178	1.00000	7.68025	33.43443	8.60641
12.70038	8.16654	7.40463	56.39934	7.93245	8.32615	16.31829	0.20938	9.48875	1162.35364	73.27873	7.89936	6.33492	14.95329	1.00000	6.99107	45.9836	8.52035
115.04814	8.70230	9.40013	54.52499	7.09435	8.75740	31.37851	1.72373	8.14185	1061.25335	27.92180	10.37161	8.23597	46.93264	1.00000	6.30587	30.24706	8.39301
38.28402	5.54085	7.28657	51.93703	10.84919	8.98424	28.20585	0.92648	9.55905	1073.22971	76.69009	9.73892	10.25015	42.43896	0.00000	6.19634	34.5624	12.41619
9.72749	11.47669	8.71926	45.63306	9.99472	7.55041	17.61340	1.40426	7.81877	1176.94889	75.56705	10.13754	8.19867	53.81193	0.00000	8.20374	48.28259	9.96332
0.75	10.11184	8.10821	46.88551	9.26360	8.52108	12.90011	0.93715	9.62232	1071.53405	69.12999	9.72709	8.29335	55.06934	0.00000	6.25839	52.41667	10.58581
-84.62081	7.77677	9.12415	39.92766	6.04839	7.54325	34.43235	0.11161	10.10539	1140.56786	62.56609	5.52556	7.61378	45.06755	1.00000	9.87795	42.7392	9.92041
-95.36969	6.94009	8.30472	52.28947	6.99763	7.18680	26.20747	0.05287	8.89935	1175.34220	43.18765	6.10749	9.30074	72.65643	1.00000	9.62322	35.74788	10.56778
120.5875	9.47549	7.51600	32.21754	5.77135	7.95724	41.07633	0.34273	8.52163	1181.29385	68.45309	8.67746	9.19618	66.90525	1.00000	7.91588	16.455	10.47375
42.85693	9.93946	7.40877	45.77856	5.13418	8.68213	16.59644	0.58814	8.07784	1185.15644	47.65494	9.25530	9.27736	65.74065	1.00000	8.83505	39.22493	10.15617
-41.88778	7.79978	6.44174	40.93091	10.78362	7.25788	8.38947	4.29714	13.76221	1164.53642	34.20668	11.31655	9.03157	53.55914	0.00000	1.82019	-21.205	13.18686
2.61667	10.82754	8.70581	79.46326	5.59445	6.52343	13.24407	15.01838	8.36328	1151.91779	41.80476	12.57661	8.73079	41.17675	1.00000	5.87576	48.98333	9.45900
15.46667	11.38892	10.20737	72.07011	9.38272	10.69368	12.11468	0.52071	7.38000	1051.64505	33.17780	9.05007	7.98932	50.55691	0.00000	10.64012	47.05	6.43972
51.3452	6.76274	7.63758	45.15468	8.49430	8.01698	26.80887	0.06109	2.75574	1177.00616	72.28336	5.27122	7.40368	56.10036	0.00000	9.57477	53.37596	6.44109
85.83636	10.70652	7.57192	77.87701	5.94974	6.61145	27.14555	1.06527	10.07973	1186.23577	58.17621	9.84292	8.14333	36.47664	1.00000	7.23386	25.66795	10.26125
-81.24441	8.26808	6.92125	29.65731	6.01239	8.58606	30.77688	1.34737	6.46430	1066.85078	49.71121	10.08994	7.87672	53.80006	1.00000	7.43892	23.15678	8.15373
-87.65644	9.12153	8.41728	47.17421	6.62135	8.02000	16.28178	0.07801	2.66918	1060.17277	42.03125	3.80238	6.22719	79.58106	0.00000	7.79376	41.80753	8.88676
10.5511	9.40493	8.24991	37.61698	6.15897	8.28765	12.53542	4.35258	6.57485	1077.50361	38.40687	11.32938	8.08209	61.94966	1.00000	5.53612	52.47774	9.40376
9.22796	4.41471	7.29765	49.77718	10.38502	6.04373	27.38306	1.09846	8.73954	1097.03182	44.56327	9.92094	5.49731	20.95216	0.00000	7.25446	48.46458	13.57428
9.02596	6.01252	7.81918	37.20139	7.95528	6.91559	32.28408	0.12617	8.43080	1074.66317	67.28077	6.31996	7.63731	41.95534	1.00000	8.61831	48.21644	8.88896
78.14797	4.81394	6.79820	45.12383	7.65399	8.05546	12.68992	0.11073	11.12272	1122.42699	59.79450	5.52660	8.27108	59.81219	1.00000	8.34785	15.45144	9.43891
-77.70066	7.72707	6.82580	47.21491	5.13610	6.14062	19.52496	0.25860	9.66389	1094.41288	59.45259	8.20118	6.80392	53.47078	1.00000	9.00337	43.16547	10.62202
-35.71667	10.99661	8.90952	4.27584	7.20934	8.56401	-10.87042	1.39954	11.38954	1077.85771	44.95005	10.14566	7.86240	40.63401	1.00000	5.35400	-8.66667	9.04106
2.61667	10.11618	8.88092	56.46526	9.58469	7.52044	12.73997	0.83429	8.33584	1061.07568	46.80584	9.61775	8.19704	3.49144	0.00000	8.12034	48.98333	7.61055
8.64409	10.92356	8.99911	40.57810	4.70636	7.97634	-6.29500	0.12194	9.77813	1123.48142	60.35541	6.39486	9.03319	74.14933	1.00000	9.73371	48.07667	13.38562
122.9666	8.99825	7.61708	64.42835	8.44903	9.75208	31.77645	0.33541	8.89070	1075.81408	52.81662	8.35796	7.41498	66.07955	0.00000	7.09563	10.7375	7.37453
-4.21376	4.48177	9.37033	48.08761	7.80112	7.61946	24.41628	0.10333	11.03214	1062.46350	49.37205	6.92331	5.07627	41.92922	1.00000	8.38933	55.82885	8.70603
37.55	7.36310	8.35760	64.08591	8.95897	8.83532	17.90216	0.11540	9.57756	1162.28069	39.77426	6.39768	7.73603	51.25373	0.00000	3.96704	6.03333	12.00415
-39.25	6.21822	8.77629		12.34125	8.56111	10.63176	2.81725	7.79012	1082.59416	55.17909	10.88602	8.77317	49.16694	0.00000	8.51528	-12.91667	9.01601
-100.44843	8.65852	7.82866	38.44672	7.01554	9.70951	19.78750	1.60326	7.43918	1130.32295	34.67728	10.30804	7.53506	32.18666	1.00000	5.86365	20.74122	9.08900
76.92421	9.69756	9.34270	64.90792	5.80753	8.19074	9.82485	0.89908	8.12451	1143.68461	68.86840	9.62217	7.24120	48.27024	1.00000	7.84183	60.97944	9.69161
