H2CO	CH4	PM10	NOx	PRES	PM2.5	CO	O3	PAHs	latitude	C2H3NO5	Pb	warning	CFCs	TEMP	SO2	longitude	NH3
46.93245	9.78206	7.94289	11.04905	1173.95224	9.78987	7.48584	10.68334	7.90256	14.37395	0.01683	57.76914	0.00000	51.21475	5.94461	8.29720	100.48528	7.74707
28.21589	10.33935	12.71108	10.24472	1178.37142	7.79490	6.23770	9.10165	8.79531	53.19146	1.63606			45.32079	12.70942	8.31311	-2.52398	7.53645
58.61724	9.36204	10.84847	9.48994	1177.59071	12.45428	7.97162	11.88162	7.86695	14.46693	0.26167	50.56981	1.00000	36.23863	15.25293	8.61243	75.92694	8.10784
54.60244	6.13273	10.07254	7.93988	1116.31924	9.11406	6.87348	11.70998	9.52076	37.60876	0.12310	52.26506	0.00000	58.75185	28.97231	9.35045	-77.37331	8.84713
20.82612	10.13217	11.70863	9.23300	1085.54768	7.66895	8.07084	8.43783	9.06790	33.7207	0.60016	67.58984	1.00000	53.61728	11.63590	10.01738	-116.21677	8.05677
55.62643	11.19507	9.31493	6.31754	1097.80696	9.14948	8.12203	9.48678	9.62909	51.955	0.05588	51.55168	1.00000	53.05772	12.33249	7.64524	5.22778	7.81062
41.06818	11.80156	8.65181	7.98668	1056.46297	4.30968	8.82421	8.59805	7.53877	53.83333	0.03106	51.03304	1.00000	58.63058	1.27204	9.17335	-2.98333	8.37633
75.20351	9.11387	10.84981	10.68767	1059.59774	8.88885	7.79717	10.32196	8.88828	34.25807	0.25711	38.69415	0.00000	34.19634	-0.89462	8.83046	-88.70464	9.45884
62.99288	10.34364	10.40664	8.14330	1085.95268	9.87841	8.63852	11.97814	8.65682	51.08468	0.16818	38.63534	1.00000	46.97449	2.30252	11.33512	7.11393	9.23228
50.01793	5.53426	8.78688	5.04125	1156.49075	12.52974	4.65157	11.08339	8.77303	52.61131	0.03440	47.78731	1.00000	73.04890	23.05613	8.76833	13.31783	8.68066
65.39894	10.17187	11.49133	7.26201	1130.50181	8.32600	9.24259	11.10886	9.87448	26.9423	0.48540	60.86863	1.00000	42.61075	51.80573	8.65749	68.11759	8.71288
44.22347	11.01872	9.37535	7.93260	1105.24654	11.41724	6.87532	8.25255	8.58692	42.97086	0.06508	54.87288	1.00000	81.40955	19.86817	8.29539	-82.42491	10.45607
48.69548	9.95638	9.27285	9.39725	1187.61706	6.45460	8.92700	11.01880	8.89506	53.5942	0.06034	73.14994	1.00000	44.72074	26.82927	8.70971	25.8191	9.76438
53.91469	9.80974	12.07220	10.07652	1181.21295	8.00152	6.75954	10.01690	10.35382	38.96667	0.86116	78.55007	1.00000	51.15377	27.34857	9.18293	-0.18333	11.10021
43.78157	10.91157	11.73300	10.47720	1191.82308	9.13890	5.05837	12.73575	9.78775	53.0233	0.61427	45.10888	0.00000	53.22920	27.54725	12.02571	-1.48119	7.88827
49.20632	7.61702	11.42287	9.33169	1061.75659	10.00912	8.38938	8.87962	7.61217	33.92946	0.45397	29.47383	0.00000	50.49747	-2.76990	8.38660	-116.97725	9.70572
76.51226	5.38062	10.18839	7.58464	1082.72457	9.80095	5.33269	12.05239	7.35060	27.0174	0.13851	71.23540	0.00000	51.80507	20.20426	8.97373	49.62251	8.77758
42.25016	11.94716	6.79724	11.38544	1060.80765	7.84872	7.21229	10.47910	9.58800	-8.99167	0.00618	52.74651	1.00000	38.90199	26.41688	9.42949	125.21972	9.17269
57.67066	5.88819	8.99509	10.64316	1161.09088	10.05795	8.22861	10.22089	9.56220	32.05971	0.04583	41.47407	0.00000	24.09131	16.50394	7.06186	34.8732	7.22899
54.86714	7.60837	12.05951	10.53581	1193.51739	11.37108	6.79252	8.59879	8.53134	3.11988	0.85092	52.47198	0.00000	55.82853	7.80540	8.46642	35.59642	10.58181
50.30620	9.40825	9.33921	10.53973	1105.53977	8.26734	9.20821	11.24155	8.64116	33.7207	0.05688	59.57095	1.00000	60.81913	19.72029	10.42512	-116.21677	9.31994
37.60144	6.91551	9.98955	10.09831	1059.08336	10.04356	6.75872	11.45954	8.97711	51.168	0.11122	31.58514	0.00000	45.11048	16.96731	8.01718	7.973	8.20332
69.97667	12.35164	10.17130	9.41681	1152.29958	11.86507	8.24887	9.89238	8.60615	25.80565	0.13422	54.11975	0.00000	48.82689	23.26931	9.46307	68.49143	9.99120
59.83689	10.61042	10.91442	11.94980	1089.50618	11.86413	8.79260	8.78915	8.90643	13.51825	0.27479	56.00232	0.00000	34.10579	27.78450	9.87013	99.95469	7.75622
51.03608	12.28771	10.02584	8.59381	1153.03476	11.03969	8.28576	10.53472	9.28284	36.06386	0.11794	43.55558	0.00000	47.94200	13.24880	7.78069	4.62744	8.12160
61.76784	9.60213	8.08847	11.91023	1128.90970	8.52524	8.18475	13.03656	7.65493	55.67938	0.01867	35.70230	1.00000	60.75450	17.31668	9.81946	12.53463	11.08429
57.05491	7.99057	12.09255	11.02325	1136.30571	11.10314	5.63887	9.61609	8.49456	10.31672	0.88378	39.79294	0.00000		11.63708	9.83705	123.89071	8.40847
75.41347	11.37087	13.06435	10.25324	1134.97720	8.85255	4.67514	8.90311	7.50732	46.75451	2.32299	51.21490	1.00000	37.41716	9.85478	10.22985	33.34864	6.65978
33.74755	8.81721	10.85403	5.23940	1076.49419	8.01998	4.20627	9.33034	9.99962	3.8801	0.26116	55.21512	1.00000	54.47447	12.53113	7.84200	-77.03116	8.81385
30.40753	11.91511	8.00926	9.14907	1071.69244	5.26407	7.15259	9.29562	9.70264	53.93361	0.02016	62.64881	1.00000	59.58203	19.30092	8.81105	37.92792	9.48156
28.90626	11.97258	10.47106	7.55402	1106.20709	8.12597	9.21258	10.99743	9.35946	40.5576	0.17995	74.36099	1.00000	40.87317	22.57265	10.00843	-74.28459	7.91939
72.79408	10.54914	9.27758	9.98599	1078.21139	6.78615	8.78915	9.51428	10.46882	5.20856	0.05774	58.01781	1.00000	67.36356	14.89569	9.63453	-74.73584	10.56227
51.67626	13.04666	11.12310	7.94159	1159.69849	9.87193	7.96848	11.80639	9.82525	-8.28333	0.34118	47.16623	0.00000	81.36638	24.01602	8.31606	-35.03333	9.18284
69.85580	10.62485	9.12089	10.85902	1154.63677	7.97338	7.37019	10.35253	9.20191	43.91452	0.05319	49.78532	1.00000	49.63868	5.32812	8.89728	-69.96533	8.71273
39.40891	10.47131	9.61159	11.95342	1132.34505	8.74360	6.69470	11.35550	7.68572	52.86147	0.07958	50.11841	1.00000	41.08030	17.59226	8.49927	9.5926	6.53855
45.12978	11.82665	10.64770	9.75684	1102.03688	10.75969	9.38343	10.86970	7.99020	13.48082	0.20780	25.41532	1.00000	57.41560	8.65225	8.77320	-86.58208	10.33401
87.22681	11.12183	9.89928	7.00325	1117.91715	9.64803	8.02694	9.65037	10.97596	-21.98333	0.10070	51.97250	1.00000	38.36638	6.04490	9.79931	16.91667	8.43516
50.79185	9.98070	9.81441	11.11329	1152.39082	7.81024	7.86050	10.82041	9.70063	-38.16604	0.08844	39.53588	1.00000	39.50385	1.77519	9.85410	145.13643	9.45642
64.63081	7.33471	10.60316	10.85953	1102.44027	9.91604	7.90972	9.24471	8.96727	9.91861	0.20289	50.01156	0.00000	66.84992	18.94243	9.94373	-68.30472	10.19915
59.42025	11.38736	10.53920	9.26369	1080.70993	6.26495	6.88253	9.57855		-4.06667	0.19237	50.21524	1.00000	38.88118	7.58848	9.59581	37.73333	7.59764
31.44015	9.76563	7.89365	12.40201	1194.44956	9.18735	8.14008	12.37648	7.92201	43.54072	0.01292	60.17454	1.00000	63.36881	10.44567	7.87154	-116.56346	9.35594
35.24879	10.29846	9.42689	9.14243	1080.47624	6.33966	9.08551	9.27428	9.46456	45.39402	0.06716	66.95785	1.00000	25.25047	21.27771	9.45922	9.29109	8.29887
64.27015	5.59422	8.47163	9.09473	1172.93094	10.39143	6.57290	11.54387	7.74131	41.27194	0.02857	49.93159	0.00000	33.23192	26.34140	9.77842	123.17306	9.78474
75.58572	10.28071	10.98662	8.79439	1088.58604	10.77183	8.40268	10.18647	6.69356	38.91817	0.29700	65.08728	1.00000	37.92860	25.16956	8.41022	-78.19444	8.94286
72.36321	9.71581	6.80080	10.54131	1126.02404	6.49665	10.89892	11.11593	7.53248	54.39635	0.00809	24.98172	1.00000	44.70427	34.52221	8.17110	24.04142	9.35199
41.43123	6.64531	9.21604	5.49314	1144.39192	12.48269	4.41533	9.02054	10.59165	41.15376	0.05274	56.55067	1.00000	47.80996	17.11190	9.26851	-87.88754	9.34647
68.69209	10.74635	7.30425	11.08847	1199.89904	9.34335	9.25270	10.30639	9.03111	34.25	0.01183	25.54034	0.00000	71.35899	12.32813	9.68503	135.31667	9.92178
68.90850	8.68990	9.27390	11.33527	1073.27319	12.07335	9.54313	7.41045	9.68102	50.80019	0.05601	56.07795	0.00000	46.48287	-0.45099	7.62210	7.20769	8.91522
46.93245	9.78206	7.94289	11.04905	1173.95224	9.78987	7.48584	10.68334	7.90256	14.37395	0.01683	57.76914	0.00000	51.21475	5.94461	8.29720	100.48528	7.74707
61.64176	8.65545	9.82517	8.65183	1066.62874	9.45263	9.79301	8.34616	10.14890	50.76306	0.09180	45.61453	0.00000	53.88366	1.63278	9.17998	-1.29772	9.51050
48.52067	11.49078	8.50107	6.67302	1058.12940	10.64425	7.73496	9.46136	8.67706	32.44874	0.02790	58.79625	1.00000	27.09872	30.11506	8.51216	-99.73314	9.66266
35.69819	10.73562	11.04256	7.92307	1138.07992	10.54609	9.81983	9.14864	9.54182	-20.25333	0.31196	57.41021	0.00000	39.88480	6.71737	7.58110	-43.80139	9.68591
63.12152	5.73191	8.76548	10.77126	1092.12353	10.21723	8.39009	10.36561	10.11264	27.76056	0.03449	62.71461	0.00000	59.35297	3.22970	9.30083	-15.58602	9.28270
30.64627	11.81875	10.51891	8.96986	1150.92642	7.16052	7.00453	7.50529	9.21120	59.80917	0.18520	59.67551	1.00000	56.13484	11.99208	8.45950	30.38167	8.12520
43.89594	6.86556	9.49588	8.72186	1143.82923	10.90964	7.11469	10.58183	8.92231	37.74615	0.06638	44.45687	0.00000	53.02469	10.56629	7.78037	-25.66689	9.23963
62.54800	11.07103	10.22168	10.36053	1103.23661	7.77622	5.75911	10.16949	7.70176	53.14657	0.14301	55.80038	1.00000	36.75587	17.06973	8.09981	140.72287	8.79035
52.49922	8.55355	9.11601	5.42413	1076.30767	10.36061	5.13363	10.93349	8.47213	18.87813	0.04821	45.56706	1.00000	45.71981	12.56983	11.57617	72.93924	8.07433
73.04157	14.26952	10.56661	9.85514	1128.49932	9.17303	11.11310	10.43208	9.13363	50.71229	0.19343	65.21716	1.00000	41.01828	4.55817	8.39492	4.52529	9.10282
50.50053	10.12917	11.86433	9.91601	1146.52068	9.54892	10.39512	6.45244	9.90060	42.4251	0.70555	71.81209	0.00000	70.90622	18.87172	7.21474	-71.06616	9.81670
67.93284	10.06695	10.70141	11.62444	1152.94026	9.72920	7.93711	11.21164	9.99778	40.2737	0.22215	48.47465	0.00000	60.70967	6.56545	7.34201	-76.88442	9.08094
55.20522	9.46070	9.43320	10.18448	1058.87273	8.16829	9.16324	10.56702	8.84791	51.88333	0.06429	42.60164	1.00000	53.88248	19.81088	8.04234	8.51667	7.83160
64.47084	6.19011	9.57397	10.58208	1170.27356	9.47013	7.88217	10.57667	10.00260	51.78967	0.07397	41.29478	0.00000	41.78465	-3.94900	8.48732	1.15597	8.79132
45.52231	5.09677	8.78816	9.71177	1122.53067	10.32830	7.73774	9.59761	7.88008	47.48444	0.03650	48.68377	0.00000	41.13137	13.02653	7.66340	36.25361	7.86193
64.19780	2.49965	9.53158	7.91747	1142.99905	8.63801	4.96383	13.53833	9.68989	42.30865	0.07061	57.11825	0.00000	47.49675	18.58277	8.12365	-83.48216	9.68187
55.58390	10.70178	10.96884	9.95517	1116.30746	9.02783	7.41154	11.34897	9.19332	42.30865	0.28998	73.73157	0.00000	78.04071	12.30308	8.14265	-83.48216	8.84655
42.40467	9.44324	10.47995	7.16373	1185.50909	9.50322	8.42751	12.21766	10.13801	51.95838	0.17788	38.55944	1.00000	62.45158	25.62971	8.15192	4.47124	10.71460
54.33572	9.08608	8.49653	11.11113	1129.25960	10.38153	9.12934	8.78846	8.06119	52.61131	0.02576	59.18780	0.00000	55.11453	9.63140	10.19099	13.31783	9.66896
37.46811	11.56977	12.24379	8.36122	1157.84335	7.35876	6.07585	7.87140	8.78722	10.31672	1.02518	49.19945	1.00000	47.44234	25.44771	10.12162	123.89071	8.34801
71.36786	11.59765	10.01054	8.91626	1190.59464	12.08762	8.21404	9.56142	8.53989	53.53333	0.11376	60.25057	0.00000	56.25731	12.92467	9.81829	-7.35	10.35997
63.94976	9.72188	8.88589	10.91250	1127.05701	7.74850	9.53200	11.30708	10.77892	18.87813	0.03892	54.41557	1.00000	29.15765	7.19132	10.03911	72.93924	8.60792
36.13566	8.92048	13.70599	8.66561	1149.21551	8.33437	7.89962	9.56702	9.00756	-1.63333	4.41189	61.02452	1.00000	54.32410	11.54590	8.92049	13.58357	7.64367
45.89103	9.09356	9.07361	9.17137	1171.02511	11.57907	8.71834	8.61997	8.94743	52.61131	0.04902	33.08114	0.00000	46.63086	6.94692	9.44693	13.31783	8.30828
48.94832	10.28195	11.82888	9.00060	1064.57392	9.98656	7.21149	9.79635	9.04388	-0.71667	0.67498	22.40778	1.00000	53.47880	15.26771	9.61284	-48.52333	9.65508
49.23768	5.03204	11.84460	10.99007	1062.98065	9.07163	6.88267	9.80099	9.57173	38.58894	0.69059	49.23631	0.00000	54.76486	0.01487	9.24879	-89.99038	8.77855
31.00428	9.65054	8.20663	12.87964	1132.33042	9.65336	7.71281	12.72139	8.36041	35.85	0.01913	56.00410	1.00000	53.69969	13.82896	8.66406	117.7	8.37142
41.95362	10.19865	10.51087	10.12421	1084.61615	7.29767	6.36379	10.90956	8.05936	16.06213	0.18632	69.93269	1.00000	57.57533	4.03081	6.92498	76.0586	7.90987
71.77053	9.46969	10.99058	9.70187	1119.41498	12.42148	6.42027	9.28383	7.71414	47.4943	0.29226	38.99649	0.00000	47.86269	3.94462	11.21176	-122.24092	8.88461
62.08135	7.86037	9.20938	5.07718	1089.92700	10.18025	6.34723	10.19257	9.53351	45.73333	0.04972	59.45455	1.00000	59.47079	23.98120	9.63862	4.91667	9.51694
41.88784	8.58104	8.54480	10.46431	1083.32065	10.99852	9.45831	9.05816	9.05223	53.16167	0.03147	29.27046	0.00000	64.97071	13.98714	9.89926	6.76111	8.74013
33.68743	12.07982	10.64443	8.04639	1190.22257	9.31631	7.82514	9.80066	9.06052	55.38752	0.20815	42.06174	1.00000	58.33892	9.67652	7.67946	36.73307	9.39542
57.86676	8.61311	10.85077	11.10868	1140.37660	8.66013	8.94901	11.02973	7.39947	48.49144	0.25673	61.33712	1.00000	77.24605	27.07583	8.89455	9.20427	8.97200
50.23453	11.30835	7.06881	11.29131	1072.79823	6.81763	7.98332	10.36584	7.28678	38.37255	0.01093	62.41222	1.00000	38.48431	-2.87451	9.18582	34.02537	6.74882
25.60315	8.25648	9.82290	12.16967	1186.47271	7.30915	7.50185	11.09092	10.51953	50.26729	0.09509	61.70446	0.00000	44.78734	24.16881	10.04269	-119.27337	9.93579
56.79823	10.20257	11.66251	10.91812	1113.75597	10.87124	6.41415	10.31777	8.97183	38.40917	0.57544	48.18498	0.00000	22.19176	6.94671	6.95464	112.73333	7.27895
33.71657	10.51058	9.14593	10.53965	1080.71306	8.31556	8.19296	11.40101	8.01950	-37.9	0.05184	20.50468	0.00000	67.37362	7.29283	7.63811	145.18333	8.99009
41.90348	8.96546	8.97030	7.20485	1167.97036	12.70085	7.37055	9.88092	9.70142	13.44581	0.04177	84.08093	1.00000	33.05260	18.53827	10.29971	101.18445	9.40057
61.74440	10.63049	12.46938	10.00570	1081.50879	8.61532	6.01497	8.73258	9.72620	53.49389	1.28200	52.88455	1.00000	52.40063	5.19311	9.39112	-1.29243	9.77774
30.09194	10.90686	8.80728	5.63738	1185.91658	9.33374	5.78629	10.28650	10.52950	21.46527	0.03740	48.41760	1.00000	21.27322	18.76765	7.17020	83.97573	7.49705
67.79813	7.14745	12.00606	9.34848	1095.99530	9.29371	7.92793	8.23407	8.82972	29.84576	0.81052	68.83962	0.00000	38.34757	18.48978	9.78928	-90.10674	9.00330
60.99209	11.15948	8.56591	10.82636	1148.17789	7.43967	6.90152	10.92012	10.23018	43.31667	0.03375	48.63638	1.00000	34.85134	17.33508	8.36535	-2.68333	8.52632
63.18202	10.07503	9.33268	9.51731	1069.35510	7.04897	9.53227	9.68657	9.85795	33.7207	0.06129	53.82628	1.00000	71.68093	18.43281	9.58272	-116.21677	8.21247
47.72994	8.94852	11.72932	9.86028	1099.35348	11.93718	8.73187	12.65056	9.00712	49.07866	0.61354	63.49035	1.00000	66.05517	14.71019	10.02870	30.96755	8.13897
56.32282	9.30933	8.65726	6.06360	1068.68053	10.89718	7.09083	9.81899	9.18301	-27.4338	0.03271	50.60787	1.00000	19.47913	27.64093	8.81048	-65.61427	10.80810
60.39305	10.87632	9.10400	6.48156	1127.30317	9.78669	6.19179	9.76286	9.52036	41.9001	0.05141	28.49428	1.00000	69.88060	-7.44031	8.54865	-71.08977	9.30366
45.24874	9.91856	10.49992	9.95902	1071.61508	11.61525	8.57600	8.60654	9.71947	41.72059	0.18217	58.46257	0.00000	79.76617	14.99751	7.14887	-87.70172	8.76546
57.22853	11.01100	10.82124	8.00886	1081.08198	10.20283	6.04697	8.62137	7.83428	30.76468	0.25290	41.45727	1.00000	34.21870	19.26776	8.61027	74.12286	7.95759
64.02031	9.82067	11.00380	10.23312	1132.26411	7.78853	7.56850	10.23634	9.42374	19.32932	0.30257	44.84610	1.00000	44.09157	16.06052		-98.1664	9.69350
40.26592	11.54575	12.86049	8.45391	1058.47000	8.33151	9.72450	10.59674	8.28263	13.44581	1.89616	33.30190	0.00000	38.90582	12.08375	8.62433	101.18445	7.66606
42.76865	10.06758	8.69370	11.90242	1059.93596	8.15247	7.27262	11.95821	8.62825	52.2	0.03291	50.13651	1.00000	68.22115	17.64549	7.83190	8.63333	9.46149
71.29508	10.63732	9.10358	9.44135	1082.71569	9.67187	8.43009	10.64226	8.83139	23.04419	0.05273	42.74189	0.00000	35.43412	12.21798	9.58470	-82.00919	8.24721
54.24874	8.07086	13.00707	10.14815	1175.42723	9.45540	7.97378	11.36239	8.96854	51.08468	2.19618	18.23898	1.00000	34.86249	16.33697	8.80539	7.11393	10.37410
56.64722	10.17740	11.84282	9.32621	1143.93823	7.70723	6.62724	9.29769	8.36340	32.05971	0.68825	69.80133	1.00000	37.90929	22.48050	7.49512	34.8732	9.38201
50.65019	8.97724	10.64664	10.97732	1106.02961	9.90299	9.73333	8.61424	8.87442	-11.48472	0.20862	37.94295	0.00000	36.18547	28.86183	8.50429	-37.93278	11.11325
59.88853	4.24874	9.21853	8.76313	1070.07480	9.16549	5.08361	14.20801		22.37066	0.05442	52.97734	0.00000	38.80837	26.61658	10.12831	114.10479	9.24988
40.91477	9.62298	11.17263	10.98986	1177.50154	10.86154	8.76020	8.51929	7.83089	-0.71667	0.35511	59.51450	0.00000	43.19942	-0.92671	8.34411	-48.52333	8.28084
46.30579	11.43393	8.57100	6.33514	1143.74450	10.05044	6.66249	9.63155	10.49782	-34.28853	0.03128	72.69469	1.00000	60.28108	-7.78229	8.63266	146.05093	7.90055
41.22832	10.62104	10.26429	10.18940	1121.44415	7.99705	7.36840	10.54179	10.55849	37.16911	0.14619	46.22627	1.00000	52.51344	19.58797	8.06349	10.03478	8.41997
71.74068	8.77347	8.60231	11.01899	1126.47232	10.50192	7.28449	9.86414	8.03384	34.08565	0.02794	56.15054	1.00000	45.74298	-1.89357	9.57819	74.80555	8.98789
62.30741	9.22237	9.00524	10.69486	1068.05742	8.11136	8.87811	12.27086	9.72206	32.5007	0.04911	37.93255	1.00000	78.34275	17.98478	9.18562	-94.74049	8.25743
52.36570	11.01093	8.39647	11.16670	1057.37019	7.76229	7.43176	10.31871	10.17607	-1.26424	0.02617	54.04115	1.00000	43.14573	31.22675	8.10551	104.09701	8.63220
41.72020	8.11930	13.02114	10.89854	1149.04420	9.80657	8.25554	10.89029	10.04968	48.98693	2.22966	49.04454	1.00000	52.60286	21.55320	8.14939	2.44892	8.45335
54.31516	7.29117	11.48389	10.22054	1162.19879	10.20693	8.17763	8.87421	8.17349	16.0438	0.47926	59.73853	0.00000	58.54839	20.40188	7.48599	120.4861	8.35806
55.53051	9.92395	8.52092	4.64886	1194.86883	9.60551	5.01121	9.05784	8.85284	51.26	0.02606	71.18649	1.00000	34.11502	7.48652	7.61522	-2.1875	8.64410
57.58029	9.52614	7.72916	11.79273	1128.14587	7.73527	8.59796	12.16718	9.04712	51.42708	0.01351	61.32347	1.00000	61.22283	19.82099	9.03350	-0.91979	11.52199
44.34547	10.58037	11.45448	10.31898	1161.97886	7.98596	6.26474	10.13467	8.40651	23.9028	0.46993	30.11218	1.00000	70.36387	14.88900	9.04900	89.11943	8.34809
45.29749	8.76680	10.96239	10.84064	1118.92023	10.61585	8.26907	9.70405	9.89330	7.06273	0.28712	37.77093	0.00000	60.65498	9.68873	8.91760	-1.4001	9.81037
27.44017	9.98405	11.60805	8.91406	1162.80500	6.68874	8.88314	8.82255	10.23042	36.06386	0.54724	56.57522	1.00000	38.82069	25.70928	9.48100	4.62744	8.59866
48.30270	11.10712	9.77461	11.26994	1181.30007	8.29763	6.42525	9.82432	9.33484	8.88988	0.08853	25.62844	1.00000	61.05804	5.01913	8.67645	-79.62603	8.40260
59.74952	13.42033	10.40004	7.62454	1075.76942	8.15875	7.70327	7.07308	9.15988	32.61603	0.16757	37.91741	1.00000	43.42917	18.72008	7.33607	44.02488	7.30655
29.24055	9.11559	10.77528	10.16228	1179.85111	8.27618	8.73781	10.24477	9.92971	41.57721	0.23711	82.89129	1.00000	68.49308	11.43435	8.03007	-93.71133	7.98995
59.23760	12.35191	11.50795	12.32405	1167.83611	11.76600	9.37075	8.17237	9.70586	13.44581	0.49413	32.33208	0.00000	78.23982	30.98633	7.75255	101.18445	9.63288
50.71293	11.22075	11.30770	9.95654	1137.23111	7.87180	6.16944	9.60511	9.56215	18.51957	0.40710	48.29156	1.00000	31.44650	17.48394	7.77604	73.85535	9.09104
54.04175	9.12032	9.88254	9.30280	1062.49365	13.41451	8.37726	11.05760	10.07836	36	0.09898	55.83231	1.00000	43.76547	22.71537	8.38356	139.55722	9.94319
41.24714	7.29773	9.54398	6.95079	1136.27708	12.77687	5.76456	8.98463	8.92771	44.99012	0.06849	51.39296	1.00000	36.62801	4.67954	9.53059	-123.02621	8.53662
39.44187	6.82030	10.29910	10.42083	1100.24625	9.25243	6.10251	13.12804	9.24076	3.8801	0.15270	63.13965	0.00000	47.70706	8.02370	9.89313	-77.03116	9.09490
69.45320	9.28928	9.11534	5.18879	1051.35488	9.43671	5.80803	8.28359	10.25417	47.83333	0.04801	50.83449	1.00000	52.68381	2.61459	8.45264	59.6	9.68838
47.79998	9.80623	9.09373	7.84650	1057.07888	5.00561	10.70857	9.06828	10.14953	14.62072	0.04677	39.15273	1.00000	50.75991	11.11641	8.72620	74.83554	8.61947
62.98399	11.56784	9.50316	11.66189	1056.33491	8.84256	6.08060	9.43079	8.78118	51.65	0.07179	49.06941	1.00000	57.72423	23.04301	8.13733	-0.2	7.83011
44.86699	9.80352	11.37092	10.45474	1079.89393	9.88323	7.96513	9.54179	8.70444	36.61033	0.42903	66.57609	0.00000	39.47480	7.10191	6.97923	-88.31476	10.15489
82.58954	9.84026	9.55236	10.42134	1109.33238	11.92778	6.40889	9.90391	9.25315	48.06919	0.07297	80.32528	0.00000	46.91760	39.66203	11.53263	11.37703	7.93206
57.62269	11.08802	10.26184	9.66609	1127.77794	9.96943	9.31685	9.77508	9.14746	53.81667	0.14268	43.96019	0.00000	45.98344	4.15447	9.50376	-3.05	7.40136
31.64254	9.64475	12.56674	11.08154	1167.86809	10.03151	6.46730	10.95205	9.44121	40.53123	1.41709	64.14399	1.00000	45.34940	19.05272	8.13942	17.58522	9.19557
62.22805	8.82552	9.89061	7.95751	1187.56012	11.97885	7.19254	11.75476	8.35610	-8.28333	0.10201	41.95915	1.00000	54.00474	22.74404	8.60156	-35.03333	6.95603
43.74293	8.83834	10.70937	10.04487	1110.22321	8.03495	9.54444	10.34480	11.18212	43.61058	0.22934	42.09093	1.00000	35.58250	-6.31046	10.47507	1.33467	9.11480
64.28952	10.08780	11.86539	9.46364	1103.94426	9.58574	7.31842	10.45049	11.15067	26.9423	0.70460	49.88846	0.00000	43.05780	24.90743	9.94657	68.11759	8.05351
64.97443	8.74733	10.41126	10.22358	1136.21613	10.51102	9.86284	7.08889	8.61985	-4.26613	0.16569	46.65690	0.00000	28.75162	22.70636	9.35238	15.28318	10.19150
53.27012	4.47720	9.43292	9.83863	1161.90791	9.74192	6.33139	11.36198	10.47175	-22.9	0.06447	31.97446	0.00000	43.11818	5.46463	9.78675	44.53333	8.98284
45.78290	9.27454	7.47601	10.63093	1159.00264	9.24233	9.65394	9.53722	9.28683	10.20898	0.01332	66.74545	0.00000	41.07844	9.75134	8.21694	123.758	7.76045
42.88548	9.49735	8.01148	9.10863	1061.35097	6.38338	10.93542	10.29529	8.49634	42.62833	0.01941	69.77477	1.00000	48.73865	24.21028	10.27227	20.89389	8.09544
44.79527	9.35763	8.19004	5.70426	1090.20331	11.22723	7.76334	8.96020	9.92256	-2.13404	0.02514	50.21017	1.00000	32.22750	-5.14070	8.84337	-79.59415	7.01288
70.24223	9.69543	11.03889	10.38320	1173.56768	8.52178	7.69819	10.73156	8.00258	-7.01833	0.30922	45.67849	1.00000	54.55461	23.50874	8.98268	107.60389	9.07328
31.66018	9.15870	9.84705	11.29289	1116.06801	10.65275	5.53763	10.80781	10.59106	-21.205	0.09680	49.49530	0.00000	67.17439	-0.66174	8.55015	-41.88778	7.62774
86.30446	10.01758	11.03643	11.26716	1134.70590	9.52212	6.34426	11.02584	8.04052	43.91452	0.30912	34.39626	1.00000	53.93972	18.99344	9.84165	-69.96533	7.83797
44.22346	8.68497	9.95273	11.80997	1054.93645	10.84576	8.22677		9.09836	34.09668	0.10679	56.02003	0.00000	44.18646	7.58393	10.29844	-117.71978	7.23210
37.08438	10.91771	8.67275	5.61747	1114.34633	8.91265	8.43213	10.45134	7.60319	38.96372	0.03197	60.16309	1.00000	72.80711	22.93525	9.05815	-76.99081	8.89823
41.61038	9.85710	7.34569	6.87112	1168.25156	12.90152	6.84349	8.91442	10.07096	9.89206	0.01462	54.87420	1.00000	67.57353	6.13900	8.25735	43.38531	8.60473
45.88817	8.01172	12.62126	8.07949	1156.68851	9.29085	7.09730	11.56939	11.06349	48.46458	1.49600	58.31652	1.00000	51.88195	4.78342	7.46247	9.22796	8.88414
73.79253	10.38562	9.72859	10.67253	1093.22941	10.52992	8.63363	10.51808	11.56384	38.96667	0.08995	51.69572	0.00000	37.37369	18.75587	9.37534	-0.18333	9.25845
47.72992	11.22293	9.75537	8.17523	1074.79666	10.91548	8.17774	9.33494	9.17235	52.14	0.08743	40.80483	1.00000	28.39958	0.94185	9.78495	5.58472	8.70630
50.71119	10.24886	11.04373	9.90143	1175.80446	7.08484	7.42320	9.44152	8.10570	36.82167	0.31195	46.90350	1.00000	80.98226	27.70472	8.87714	128.63083	9.26473
61.53083	7.73215	9.28632	4.37170	1196.92308	9.51380	5.44084	9.24040	9.21173	-10.91111	0.06091	66.20553	1.00000	47.67316	15.48876	8.61053	-37.07167	9.11171
45.75457	9.79399	9.81987	9.08684	1133.61650	12.67306	7.60264	11.86785	8.95631	39.59611	0.09751	50.06964	1.00000	64.19054	6.28859	8.38230	27.02444	7.63221
