latitude	QoS	location	station	revision	longitude
31.64615	average	Asia/Shanghai	Changshu City	27 Nov 2016	120.74221
13.44581	average	Asia/Bangkok	Phanat Nikhom	2018/10/26	101.18445
33.78333	excellent	Asia/Shanghai	Wacheng	12 Jan 2021	114.51667
-21.42917	excellent	America/Sao_Paulo	Alfenas	2021/02/15	-45.94722
53.43333	accep	Europe/Dublin	Athlone	2016-07-11	-7.95
-21.205	excellent	America/Sao_Paulo	Itaperuna	28 Apr 2018	-41.88778
42.93369	good	America/New_York	Keene	2016/11/09	-72.27814
-26.93366	maintenance	Africa/Johannesburg	Standerton	2020-07-06	29.24152
14.37395	accep	Asia/Bangkok	Bang Ban	03/28/2020, 00:00:00	100.48528
18.57677	accep	America/Port-au-Prince	Croix-des-Bouquets	03/01/2020, 00:00:00	-72.22625
55.64776	excellent	Europe/Moscow	Malakhovka	08/11/2017, 00:00:00	38.02486
-38.65333	accep	Pacific/Auckland	Gisborne	2014-04-19	178.00417
46.18396	good	Europe/Zurich	Onex	12/23/2021, 00:00:00	6.10237
25.6439	maintenance	Asia/Kolkata	Narwar	11/18/2018, 00:00:00	77.9129
53.59337	maintenance	Europe/Berlin	Stade	02/28/2021, 00:00:00	9.47629
33.37526	average	Asia/Kolkata	Rajaori	12/13/2014, 00:00:00	74.3092
18.03496	good	America/Puerto_Rico	Yauco	08/04/2015, 00:00:00	-66.8499
38.55632	average	Asia/Dushanbe	Vahdat	08 Mar 2016	69.01354
25.87972	good	America/Matamoros	Heroica Matamoros	31 Jul 2021	-97.50417
44.43579	accep	Europe/Bucharest	Sector 6	31 Dec 2019	26.01649
-34.28853	good	Australia/Sydney	Griffith	2017/11/02	146.05093
40.93333	average	Asia/Bishkek	Jalal-Abad	2017-04-26	73
7.65649	excellent	Africa/Lagos	Efon-Alaaye	2019/05/23	4.92235
3.11988	accep	Africa/Nairobi	Lodwar	06/15/2022, 00:00:00	35.59642
40.42386	accep	Europe/Madrid	San Fernando de Henares	2018/11/12	-3.53261
6.95194	good	Asia/Manila	Recodo	2014/01/19	121.96361
30.46907	excellent	Asia/Karachi	Kot Addu	2013/05/30	70.96699
50.80019	good	Europe/Berlin	Siegburg	2019-07-29	7.20769
40.93121	average	America/New_York	Yonkers	2016/08/28	-73.89875
53.93361	excellent	Europe/Moscow	Kireyevsk	05/31/2019, 00:00:00	37.92792
41.80753	excellent	America/Chicago	New City	12 Oct 2021	-87.65644
40.98894	building	Europe/Istanbul	Yakuplu	01/16/2021, 00:00:00	28.67582
53.49389	accep	Europe/London	Mexborough	2018/10/27	-1.29243
33.37526	excellent	Asia/Kolkata	Rajaori	2019-02-19	74.3092
52.53048	excellent	Europe/Berlin	Charlottenburg-Nord	2019/02/16	13.29371
50.75	accep	Europe/Paris	Saint-Omer	2018/12/07	2.25
51.955	average	Europe/Amsterdam	Culemborg	2015/01/13	5.22778
40.53123	excellent	Europe/Rome	Francavilla Fontana	2021-11-05	17.58522
-10.91722	excellent	America/Maceio	Lagarto	09 Nov 2013	-37.65
58.63667	maintenance	Asia/Yekaterinburg	Lesnoy	2021-12-14	59.80222
11.86064	average	Africa/Lagos	Gaya	09/07/2021, 00:00:00	9.0027
22.4711	accep	Asia/Kolkata	Pujali	2017/10/10	88.1453
50.74497	accep	Europe/Brussels	Mouscron	2015-11-03	3.20639
25.80565	maintenance	Asia/Karachi	Bhit Shah	2018/08/20	68.49143
50.8	excellent	Europe/Brussels	Wevelgem	2022-09-01	3.16667
4.2475	accep	Africa/Douala	Idenao	29 Nov 2019	9.00472
36.21544	building	Asia/Kabul	Sar-e Pul	2020-10-19	65.93249
51.26	maintenance	Europe/London	Westbury	2016-07-06	-2.1875
37.65639	accep	Asia/Seoul	Goyang-si	25 Jul 2022	126.835
41.57721	accep	America/Chicago	West Des Moines	05/23/2015, 00:00:00	-93.71133
41.15376	good	America/Chicago	Bourbonnais	2019/06/23	-87.88754
33.7207	building	America/Los_Angeles	Indio	13 Mar 2017	-116.21677
30.29184	accep	Asia/Karachi	Qadirpur Ran	2020-11-04	71.67164
41.9001	average	America/New_York	Taunton	2013-12-06	-71.08977
26.76628	building	Asia/Kolkata	Gorakhpur	05 Jan 2017	83.36889
29.84576	average	America/Chicago	Estelle	25 Sep 2014	-90.10674
38.40917	good	Asia/Shanghai	Xinzhou	19 Sep 2018	112.73333
23.29549	good	Asia/Shanghai	Licheng	01/23/2019, 00:00:00	113.82465
46.51872	average	Asia/Urumqi	Hoxtolgay	2014/05/10	86.00214
51.24197	good	Europe/Brussels	Lille	2015-08-04	4.82313
11.93381	average	Asia/Kolkata	Puducherry	07/15/2014, 00:00:00	79.82979
33.7207	accep	America/Los_Angeles	Indio	05 Feb 2017	-116.21677
60.2052	average	Europe/Helsinki	Espoo	23 Oct 2018	24.6522
43.2907	accep	Europe/Paris	Marseille 11	2022-08-27	5.4384
50.26729	excellent	America/Vancouver	Vernon	2019-06-07	-119.27337
43.1122	accep	Europe/Rome	Perugia	2019-10-29	12.38878
27.9247	accep	Asia/Kolkata	Chharra	14 Jun 2015	78.40102
1.6561	good	Asia/Kuala_Lumpur	Kulai	02/22/2019, 00:00:00	103.6032
10.31672	good	Asia/Manila	Cebu City	12/24/2018, 00:00:00	123.89071
51.42708	excellent	Europe/London	Lower Earley	10 Jun 2014	-0.91979
50.5107	maintenance	Europe/Warsaw	Strzelce Opolskie	2017/03/06	18.30056
32.54278	excellent	Asia/Shanghai	Danjiangkou	2015/05/29	111.50861
33.45122	average	America/Chicago	Hueytown	2019/08/18	-86.99666
34.25628	excellent	America/New_York	Leland	10/28/2017, 00:00:00	-78.04471
43.91452	average	America/New_York	Brunswick	01 Apr 2014	-69.96533
35.89972	average	Europe/Malta	Valletta	2013/05/27	14.51472
55.67938	good	Europe/Copenhagen	Frederiksberg	04 Feb 2016	12.53463
34.86472	average	Asia/Shanghai	Zaozhuang	17 Mar 2022	117.55417
34.25	average	Asia/Tokyo	Iwade	10 Nov 2019	135.31667
23.18	excellent	Asia/Kolkata	Aistala	2017-09-08	88.58
14.14989	good	Asia/Manila	Calauan	08/31/2021, 00:00:00	121.3152
45.53929	excellent	America/Los_Angeles	Troutdale	01 May 2014	-122.38731
14.8361	excellent	Asia/Manila	Guyong	30 Aug 2021	120.97844
4.94273	good	Africa/Bangui	Carnot	02/03/2021, 00:00:00	15.87735
43.41949	average	Asia/Almaty	Otegen Batyra	12/30/2020, 00:00:00	77.0202
-6.8	good	Africa/Dar_es_Salaam	Magomeni	05 Mar 2013	39.25
40.67705	accep	America/New_York	Cypress Hills	08/23/2016, 00:00:00	-73.89125
48.43174	maintenance	Europe/Bratislava	Hlohovec	03 Jun 2021	17.8031
39.59611	maintenance	Europe/Istanbul	Edremit	27 Nov 2014	27.02444
11.93381	good	Asia/Kolkata	Puducherry	2014-10-31	79.82979
50.82882	accep	Europe/London	Lancing	11 Jan 2018	-0.32247
-31.95224	good	Australia/Perth	Perth	2021/07/14	115.8614
0.03813	maintenance	Africa/Nairobi	Nyahururu	2014-07-08	36.36339
-36.9256	accep	America/Santiago	Chiguayante	01/11/2022, 00:00:00	-73.02841
38.13708	accep	Europe/Istanbul	Silvan	2015-06-20	41.00817
42.64031	maintenance	Asia/Shanghai	Dongfeng	14 May 2020	125.51176
48.49144	average	Europe/Berlin	Reutlingen	12 Mar 2017	9.20427
33.43443	average	Africa/Casablanca	Azrou	2022/01/21	-5.22126
10.29085	average	Asia/Ho_Chi_Minh	Sa Dec	14 Feb 2015	105.75635
31.64615	maintenance	Asia/Shanghai	Changshu City	03/01/2022, 00:00:00	120.74221
40.92298	average	Europe/Rome	Afragola	11/14/2018, 00:00:00	14.30935
25.49043	average	Asia/Kolkata	Teghra	07 Nov 2020	85.94001
37.35813	average	Europe/Madrid	San Juan de Aznalfarache	2015-04-13	-6.03731
44.75874	maintenance	Europe/Sarajevo	Bijeljina	06/21/2017, 00:00:00	19.21437
-15.675	average	America/Bahia	Canavieiras	2019/01/01	-38.94722
50.23019	average	Europe/Berlin	Karben	10 Aug 2014	8.77155
25.66795	good	Asia/Kolkata	Dalsingh Sarai	03/06/2014, 00:00:00	85.83636
49.5099	accep	Europe/Berlin	Losheim	2018-04-03	6.74549
41.55838	average	America/New_York	Collinwood	2018/07/16	-81.56929
13.70167	accep	America/El_Salvador	Ilopango	2017/01/13	-89.10944
42.35843	average	America/New_York	Boston	17 Feb 2022	-71.05977
48.46458	maintenance	Europe/Berlin	Pfullingen	07/16/2020, 00:00:00	9.22796
53.81667	excellent	Europe/London	Blackpool	2019/11/07	-3.05
34.08565	good	Asia/Kolkata	Srinagar	08/11/2020, 00:00:00	74.80555
43.50891	average	Europe/Zagreb	Split	2021-03-17	16.43915
53.14657	accep	Asia/Vladivostok	Nikolayevsk-on-Amure	2014-01-11	140.72287
50.88506	excellent	Europe/Brussels	Denderleeuw	01/27/2021, 00:00:00	4.07601
10.66668	average	America/Port_of_Spain	Port of Spain	2021-09-29	-61.51889
45.49428	average	America/Los_Angeles	Aloha	14 Jun 2022	-122.86705
29.21399	average	Asia/Kolkata	Kashipur	25 Dec 2020	78.95693
41.29444	good	Asia/Tashkent	Parkent	2016/04/15	69.67639
34.25	average	Asia/Tokyo	Iwade	2020-01-21	135.31667
14.95472	average	Asia/Manila	Baliuag	2022/05/07	120.89694
-37.88333	good	Australia/Melbourne	Carnegie	28 Sep 2013	145.06667
-4.24444	average	America/Fortaleza	Barras	26 Apr 2015	-42.29444
58.04254	good	Asia/Yekaterinburg	Tavda	2019-05-08	65.27258
10.58806	good	Asia/Kolkata	Udumalaippettai	2020-12-08	77.24779
10.61285	accep	Africa/Lagos	Biu	04 Mar 2014	12.19458
30.16688	average	America/Chicago	Brenham	06/21/2017, 00:00:00	-96.39774
50.7236	good	Europe/London	Exeter	10/06/2019, 00:00:00	-3.52751
44.31771	average	Europe/Rome	Chiavari	2019-10-11	9.32241
-33.38056	good	America/Montevideo	Durazno	2015/01/28	-56.52361
46.65581	good	Europe/Kiev	Kherson	05/17/2019, 00:00:00	32.6178
43.31667	building	Europe/Madrid	Gernika-Lumo	2020/02/11	-2.68333
36.24624	average	Asia/Tokyo	Fujioka	2020/02/21	139.07204
22.10194	accep	Asia/Kolkata	Barbil	04/14/2014, 00:00:00	85.37752
36.61954	maintenance	Africa/Algiers	Beni Douala	05 Sep 2020	4.08282
48.90472	building	Europe/Paris	La Garenne-Colombes	24 Aug 2022	2.2469
-16.25	good	America/Lima	Yunguyo	26 Jan 2018	-69.08333
36.06386	good	Africa/Algiers	El Achir	2014/04/05	4.62744
41.50343	excellent	America/New_York	Newburgh	19 May 2017	-74.01042
-2.90055	average	America/Guayaquil	Cuenca	2014-10-28	-79.00453
-8.99167	good	Asia/Dili	Maliana	11/20/2016, 00:00:00	125.21972
48.52961	accep	Europe/Berlin	Landshut	2017/09/24	12.16179
6.25947	accep	Asia/Bangkok	Tak Bai	2015/07/22	102.05461
-2.13404	maintenance	America/Guayaquil	Milagro	2021-11-22	-79.59415
-22.97056	average	America/Sao_Paulo	Valinhos	2012/11/12	-46.99583
9.82564	excellent	Asia/Kolkata	Tiruppuvanam	2017-03-06	78.25795
33.92866	accep	Africa/Casablanca	Temara	2019/07/02	-6.90656
52.86147	accep	Europe/Berlin	Walsrode	2012-12-15	9.5926
53.5942	good	Europe/Minsk	Novogrudok	03/04/2015, 00:00:00	25.8191
-33.79176	building	Australia/Sydney	Eastwood	2020-05-16	151.08057
38.55632	accep	Asia/Dushanbe	Vahdat	2017/06/18	69.01354
49.13645	excellent	Europe/Berlin	Eppingen	2013-11-08	8.91229
8.35122	good	America/Caracas	Ciudad Guayana	2013/06/28	-62.64102
11.85	good	Africa/Addis_Ababa	Debre Tabor	03/17/2019, 00:00:00	38.01667
37.74615	average	Atlantic/Azores	Ponta Delgada	01/26/2013, 00:00:00	-25.66689
18.51957	average	Asia/Kolkata	Pune	21 Sep 2016	73.85535
37.35813	excellent	Europe/Madrid	San Juan de Aznalfarache	2018/12/21	-6.03731
41.15376	accep	America/Chicago	Bourbonnais	12/06/2013, 00:00:00	-87.88754
-5.85746	excellent	Pacific/Port_Moresby	Mount Hagen	2017/02/12	144.23058
36.53333	average	Asia/Tokyo	Nonoichi	05 Apr 2019	136.61667
-19.7625	excellent	America/Sao_Paulo	Esmeraldas	2016-04-21	-44.31389
4.94273	average	Africa/Bangui	Carnot	2021-03-27	15.87735
21.59983	building	Asia/Kolkata	Amreli	14 Jun 2015	71.21169
-22.45667	accep	America/Sao_Paulo	Santa Gertrudes	2020-03-01	-47.53028
48.79325	maintenance	Europe/Paris	Fontenay-aux-Roses	2022-07-23	2.29275
10.20898	good	Asia/Manila	Naga	13 May 2021	123.758
41.47892	accep	America/Chicago	Schererville	2018/09/09	-87.45476
40.72371	excellent	America/New_York	Greenpoint	12 Dec 2018	-73.95097
53.30972	building	Asia/Barnaul	Novosilikatnyy	2020/02/04	83.62389
38.06084	maintenance	America/Chicago	Hutchinson	2018-05-28	-97.92977
14.37395	average	Asia/Bangkok	Bang Ban	15 Sep 2018	100.48528
31.78336	accep	Asia/Hebron	East Jerusalem	2018-04-06	35.23388
42.64685	average	Europe/Madrid	Villaquilambre	13 Dec 2018	-5.55835
4.88441	good	Asia/Kuala_Lumpur	Gua Musang	13 Sep 2013	101.96857
52.53048	accep	Europe/Berlin	Charlottenburg-Nord	18 Nov 2016	13.29371
25.92127	excellent	Asia/Kolkata	Madhipura	18 Nov 2018	86.79271
52.68333	excellent	Europe/London	East Dereham	10 Nov 2016	0.93333
9.535	maintenance	Africa/Conakry	Camayenne	02/17/2021, 00:00:00	-13.68778
-10.91111	accep	America/Maceio	Aracaju	02 Feb 2016	-37.07167
10.61285	good	Africa/Lagos	Biu	16 Dec 2012	12.19458
10.12268	average	Asia/Kolkata	Periyakulam	2021-09-12	77.54372
40.94065	excellent	America/New_York	Dumont	2013-08-13	-73.99681
48.28259	average	Europe/Berlin	Ehingen	09/14/2016, 00:00:00	9.72749
45.43341	average	America/Toronto	Beaconsfield	2019/09/22	-73.86586
12.35275	average	Asia/Manila	San Jose	12/27/2021, 00:00:00	121.06761
5.4709	average	Asia/Kuala_Lumpur	Batu Feringgi	2020/11/10	100.24529
42.58342	good	America/New_York	Fitchburg	11 Sep 2013	-71.8023
-21.98333	accep	Africa/Windhoek	Okahandja	2022-09-21	16.91667
38.10558	accep	Europe/Madrid	Caravaca	2014-11-23	-1.86343
25.87498	maintenance	Asia/Kolkata	Saharsa	2015-06-07	86.59611
8.35122	excellent	America/Caracas	Ciudad Guayana	2020/03/07	-62.64102
48.46458	average	Europe/Berlin	Pfullingen	07 May 2015	9.22796
50.74497	good	Europe/Brussels	Mouscron	2015-08-13	3.20639
-24.19436	good	Africa/Johannesburg	Mokopane	07/22/2022, 00:00:00	29.00974
20.88098	accep	Asia/Kolkata	Parola	05/29/2018, 00:00:00	75.11937
38.55632	excellent	Asia/Dushanbe	Vahdat	2013/08/02	69.01354
53.53333	excellent	Europe/Dublin	An Muileann gCearr	2016-11-02	-7.35
54.84444	accep	Europe/Moscow	Kashira	2019/01/08	38.16694
35.48199	excellent	Asia/Tokyo	Minokamo	2013/04/29	137.02166
49.5099	average	Europe/Berlin	Losheim	06/03/2016, 00:00:00	6.74549
14.0823	average	Asia/Yangon	Dawei	07 Mar 2020	98.19151
47.83333	good	Asia/Aqtobe	Shalqar	2017/05/07	59.6
51.44889	accep	Europe/Amsterdam	Tongelre	08 Nov 2014	5.51978
7.83389	accep	America/Bogota	Villa del Rosario	09/30/2013, 00:00:00	-72.47417
50.80019	maintenance	Europe/Berlin	Siegburg	05/29/2022, 00:00:00	7.20769
51.42708	excellent	Europe/London	Lower Earley	15 Oct 2021	-0.91979
47.38093	accep	America/Los_Angeles	Kent	07/01/2015, 00:00:00	-122.23484
32.55531	accep	Asia/Kolkata	Chamba	10 Mar 2014	76.12647
37.58105	good	Europe/Istanbul	Serinhisar	30 Mar 2013	29.26639
54.52156	building	Europe/Berlin	Schleswig	2014/08/30	9.5586
39.46667	accep	Asia/Tokyo	Yamada	04/06/2016, 00:00:00	141.95
42.22718	good	Europe/Rome	Lanciano	11/10/2018, 00:00:00	14.39024
16.0567	average	Asia/Bangkok	Roi Et	05/31/2015, 00:00:00	103.65309
43.96222	accep	Europe/Moscow	Novopavlovsk	2012/11/28	43.63417
50.76306	excellent	Europe/London	Cowes	2015-10-26	-1.29772
53.69786	average	Europe/London	Leyland	06/18/2017, 00:00:00	-2.68758
41.29444	accep	Asia/Tashkent	Parkent	17 Oct 2019	69.67639
45.16024	accep	America/Chicago	Lino Lakes	2015-01-07	-93.08883
-34.64167	accep	America/Argentina/Buenos_Aires	Chacabuco	2020-07-17	-60.47389
17.34769	average	Asia/Kolkata	Lal Bahadur Nagar	19 Oct 2013	78.55757
36.76775	good	Africa/Algiers	Cheraga	2020-07-11	2.95924
49.97704	building	Europe/Berlin	Aschaffenburg	2013-01-21	9.15214
39.22493	excellent	Europe/Istanbul	Patnos	12/09/2020, 00:00:00	42.85693
35.50056	excellent	Asia/Shanghai	Pingyi	03/18/2016, 00:00:00	117.63083
28.98002	good	Asia/Kolkata	Meerut	2021-01-15	77.70636
51.03427	acceptable	Europe/Brussels	Houthalen	2022/01/20	5.37429
44.75874	accep	Europe/Sarajevo	Bijeljina	03/12/2021, 00:00:00	19.21437
43.50891	maintenance	Europe/Zagreb	Split	26 Feb 2015	16.43915
-21.42917	accep	America/Sao_Paulo	Alfenas	23 Apr 2019	-45.94722
52.14	accep	Europe/Amsterdam	Barneveld	2019/06/24	5.58472
5.20856	average	America/Bogota	Honda	27 Jun 2018	-74.73584
50.26729	accep	America/Vancouver	Vernon	2020/02/24	-119.27337
50.23271	average	Europe/Prague	Karlovy Vary	2020-01-31	12.87117
41.91738	building	Europe/Madrid	Palafrugell	07 Mar 2020	3.1631
64.5635	good	Europe/Moscow	Severodvinsk	2019/05/27	39.8302
-29.2975	good	America/Sao_Paulo	Carlos Barbosa	2014/04/21	-51.50361
51.168	average	Europe/Berlin	Finnentrop	27 Jan 2016	7.973
6.95194	average	Asia/Manila	Recodo	2015-09-14	121.96361
18.65297	excellent	America/Port-au-Prince	Thomazeau	2019-12-23	-72.09391
20.88953	average	Pacific/Honolulu	Kahului	24 May 2013	-156.47432
36.82167	accep	Asia/Seoul	Eisen	2020-11-17	128.63083
37.73222	maintenance	Asia/Shanghai	Hengshui	24 Feb 2016	115.70111
48.07667	accep	Europe/Berlin	Trossingen	05 Jun 2015	8.64409
27.92333	building	Asia/Shanghai	Pucheng	14 Oct 2015	118.53333
5.20856	good	America/Bogota	Honda	2018/05/03	-74.73584
-32.45242	good	America/Santiago	La Ligua	2017/04/05	-71.23106
43.71032	accep	Europe/Paris	Dax	28 May 2013	-1.05366
10.31672	accep	Asia/Manila	Cebu City	2013/08/20	123.89071
52.41667	average	Europe/London	Thetford	17 Dec 2019	0.75
50.23019	building	Europe/Berlin	Karben	17 May 2022	8.77155
0.49113	accep	Africa/Lubumbashi	Beni	10 Dec 2015	29.47306
33.86419	maintenance	Asia/Tehran	Aleshtar	07/28/2018, 00:00:00	48.26258
33.93113	accep	America/Los_Angeles	Norco	07/08/2019, 00:00:00	-117.54866
51.95838	average	Europe/Amsterdam	Schiebroek	26 Feb 2018	4.47124
45.69558	excellent	Europe/Paris	Saint-Genis-Laval	12/04/2013, 00:00:00	4.7934
16.455	building	Asia/Manila	La Trinidad	2017/06/11	120.5875
35.06544	accep	Africa/Algiers	Frenda	2016/09/02	1.04945
36.76775	average	Africa/Algiers	Cheraga	06/10/2021, 00:00:00	2.95924
34.25	excellent	Asia/Tokyo	Iwade	18 Oct 2014	135.31667
43.82634	excellent	Asia/Tokyo	Motomachi	2014-03-22	144.09638
19.8173	good	America/Mexico_City	Teziutlan	2015/10/09	-97.35992
42.819	good	Europe/Moscow	Buynaksk	2020/11/06	47.1192
37.49223	excellent	Europe/Rome	Catania	05 Nov 2015	15.07041
41.27621	maintenance	America/New_York	East Haven	03/24/2020, 00:00:00	-72.86843
38.47917	accep	Europe/Madrid	Jumilla	2020-12-27	-1.325
15.48131	good	America/Tegucigalpa	Olanchito	30 Sep 2020	-86.57415
53.30972	accep	Asia/Barnaul	Novosilikatnyy	2022/02/04	83.62389
38.38479	average	Europe/Madrid	Novelda	2014/04/21	-0.76773
5.6561	maintenance	America/Bogota	Andes	11 Jun 2013	-75.87877
46.1351	accep	America/Glace_Bay	Sydney	10/24/2021, 00:00:00	-60.1831
-0.35817	maintenance	Africa/Mogadishu	Kismayo	10 Aug 2020	42.54536
38.17492	building	America/Los_Angeles	American Canyon	2022/01/10	-122.2608
23.07492	excellent	Asia/Kolkata	Pandua	11/06/2021, 00:00:00	88.28637
34.25807	good	America/Chicago	Tupelo	28 Oct 2020	-88.70464
48.15659	good	Europe/Chisinau	Soroca	2021-10-31	28.28489
45.40008	building	America/Toronto	Sainte-Catherine	02/12/2019, 00:00:00	-73.58248
8.56697	excellent	Asia/Manila	Dipolog	03/22/2020, 00:00:00	123.33471
-2.90055	average	America/Guayaquil	Cuenca	2014/10/19	-79.00453
33.93113	good	America/Los_Angeles	Norco	08 Mar 2020	-117.54866
34.56861	maintenance	Asia/Shanghai	Beidao	2016/02/14	105.89333
45.51667	average	Europe/Paris	Vienne	02 Mar 2014	4.86667
16.06213	accep	Asia/Kolkata	Hungund	2018-08-18	76.0586
51.40944	accep	Europe/Saratov	Privolzhskiy	2017/04/06	46.04833
32.52515	accep	America/Chicago	Shreveport	2015/09/18	-93.75018
9.89206	average	Africa/Mogadishu	Baki	2018-02-17	43.38531
-37.88333	excellent	Australia/Melbourne	Carnegie	17 Jun 2014	145.06667
53.37596	excellent	Europe/Samara	Otradnyy	11 May 2019	51.3452
18.03496	excellent	America/Puerto_Rico	Yauco	2020-09-08	-66.8499
-7.76667	good	Africa/Dar_es_Salaam	Iringa	14 Mar 2021	35.7
12.95629	average	Asia/Kolkata	Robertsonpet	2020/11/06	78.27539
10.66668	accep	America/Port_of_Spain	Port of Spain	2021-05-11	-61.51889
54.48147	good	Asia/Yekaterinburg	Oktyabr’skiy	12/02/2015, 00:00:00	53.47103
51.44889	accep	Europe/Amsterdam	Tongelre	2013-01-05	5.51978
30.76468	accep	Asia/Karachi	Kanganpur	2013-09-04	74.12286
33.35283	accep	America/Phoenix	Gilbert	2013/05/02	-111.78903
68.79833	excellent	Europe/Oslo	Harstad	09/28/2015, 00:00:00	16.54165
58.63667	accep	Asia/Yekaterinburg	Lesnoy	03/24/2022, 00:00:00	59.80222
29.84576	average	America/Chicago	Estelle	2013/05/28	-90.10674
26.68451	maintenance	America/New_York	Belle Glade	08/22/2019, 00:00:00	-80.66756
-10.90889	good	America/Maceio	Barra dos Coqueiros	10/25/2013, 00:00:00	-37.03861
42.35843	accep	America/New_York	Boston	2019-09-19	-71.05977
51.64316	accep	Europe/London	Bushey	2017/05/22	-0.36053
47.83333	accep	Asia/Aqtobe	Shalqar	02/28/2019, 00:00:00	59.6
-8.99167	accep	Asia/Dili	Maliana	01/19/2016, 00:00:00	125.21972
-12.91667	maintenance	America/Bahia	Muritiba	07/01/2019, 00:00:00	-39.25
51.44889	good	Europe/Amsterdam	Tongelre	16 Feb 2016	5.51978
41.09822	excellent	Asia/Shanghai	Nanpiao	2013/12/06	120.74792
48.35149	average	Europe/Berlin	Hechingen	2017-04-13	8.96317
-25.54073	excellent	Australia/Brisbane	Maryborough	09/29/2013, 00:00:00	152.70493
11.00599	building	Asia/Kolkata	Kangayam	08/14/2017, 00:00:00	77.5609
38.40917	excellent	Asia/Shanghai	Xinzhou	06/15/2019, 00:00:00	112.73333
21.59983	good	Asia/Kolkata	Amreli	2015-09-21	71.21169
31.20176	excellent	Africa/Cairo	Alexandria	10/17/2017, 00:00:00	29.91582
8.35122	average	America/Caracas	Ciudad Guayana	02 Jan 2013	-62.64102
25.13915	maintenance	Asia/Kolkata	Sheoganj	2017-04-16	73.06784
-31.25033	average	America/Argentina/Cordoba	Rafaela	02 Dec 2012	-61.4867
3.8801	good	America/Bogota	Buenaventura	2021-10-28	-77.03116
28.15112	accep	America/New_York	Lutz	02 Aug 2018	-82.46148
33.44872	excellent	America/Chicago	Vestavia Hills	2017/05/07	-86.78777
30.75545	accep	Africa/Tripoli	Ajdabiya	31 Aug 2018	20.22625
-1.63333	maintenance	Africa/Libreville	Franceville	10/19/2019, 00:00:00	13.58357
11.12018	excellent	Asia/Kolkata	Manjeri	07 Jul 2018	76.11996
12.37169	maintenance	Asia/Manila	Masbate	2015-06-13	123.62494
18.51957	good	Asia/Kolkata	Pune	2012/12/27	73.85535
54.58048	average	Europe/Warsaw	Ustka	2021-05-01	16.86194
-4.26613	accep	Africa/Brazzaville	Brazzaville	31 Mar 2018	15.28318
-20.25333	maintenance	America/Sao_Paulo	Itabirito	2022/07/01	-43.80139
23.9028	average	Asia/Dhaka	Kushtia	2017/05/13	89.11943
53.81667	good	Europe/London	Blackpool	2014/09/18	-3.05
-7.51611	building	Asia/Jakarta	Wangon	2015-08-01	109.05389
55.64776	average	Europe/Moscow	Malakhovka	2020-03-31	38.02486
41.47892	accep	America/Chicago	Schererville	04 Jun 2017	-87.45476
53.93361	good	Europe/Moscow	Kireyevsk	2020-10-26	37.92792
57.30185	excellent	Europe/Moscow	Gavrilov-Yam	2021-03-02	39.85331
36.53333	building	Asia/Tokyo	Nonoichi	2014/04/20	136.61667
30.81383	accep	Asia/Kolkata	Moga	2018-10-09	75.16878
-22.53722	average	America/Sao_Paulo	Guapimirim	12/07/2012, 00:00:00	-42.98194
6.9909	excellent	Asia/Colombo	Hendala	2013-06-03	79.883
45.47885	average	Asia/Vladivostok	Lesozavodsk	2022-07-04	133.42825
40.67705	accep	America/New_York	Cypress Hills	2013/09/12	-73.89125
-34.88422	good	Australia/Sydney	Nowra	2012-12-17	150.60036
39.08367	excellent	America/New_York	Covington	2015-12-25	-84.50855
42.4251	accep	America/New_York	Malden	10/24/2014, 00:00:00	-71.06616
8.88988	excellent	America/Panama	Veracruz	2019-03-22	-79.62603
-34.64966	good	America/Argentina/Buenos_Aires	Barracas	2013/08/05	-58.38341
46.75451	excellent	Europe/Kiev	Nova Kakhovka	25 May 2013	33.34864
40.57788	excellent	America/New_York	Brighton Beach	15 Aug 2021	-73.95958
5.6561	excellent	America/Bogota	Andes	2019-05-15	-75.87877
13.44581	good	Asia/Bangkok	Phanat Nikhom	2022/07/31	101.18445
42.8334	accep	America/Toronto	Norfolk County	30 Aug 2021	-80.38297
38.91817	building	America/New_York	Front Royal	2019-02-11	-78.19444
7.06273	good	Africa/Accra	Mampong	2017-04-17	-1.4001
36.33011	average	Asia/Tokyo	Annaka	10/09/2014, 00:00:00	138.89585
41.54566	average	America/New_York	Middletown	2020/08/15	-71.29144
51.20219	maintenance	Europe/Berlin	Radevormwald	2016/04/04	7.36027
40.5576	good	America/New_York	Woodbridge	2022-06-15	-74.28459
36.92574	good	Europe/Rome	Ragusa	04/02/2020, 00:00:00	14.72443
6.8485	excellent	Africa/Lagos	Shagamu	2020/12/12	3.64633
48.79325	building	Europe/Paris	Fontenay-aux-Roses	2012/10/10	2.29275
50.7236	maintenance	Europe/London	Exeter	12/22/2018, 00:00:00	-3.52751
50.74497	good	Europe/Brussels	Mouscron	2021/11/23	3.20639
19.8173	good	America/Mexico_City	Teziutlan	08 May 2020	-97.35992
51.40148	accep	Europe/London	Newbury	13 Oct 2018	-1.32471
-38.16604	maintenance	Australia/Melbourne	Frankston South	2018-05-06	145.13643
40.2737	excellent	America/New_York	Harrisburg	09/04/2020, 00:00:00	-76.88442
45.73333	good	Europe/Paris	Bron	2017-04-03	4.91667
38.72706	average	Europe/Lisbon	Carnaxide	2016-05-04	-9.24671
