CH4	TEMP	PRES	PM10	H2CO	warning	Pb	SO2	CFCs	CO	PAHs	NOx	PM2.5	latitude	C2H3NO5	longitude	O3	NH3
8.56218	25.60509	1090.72545	6.37751	46.90688	0.00000	54.71051	5.43365	62.11574	7.56621	9.38684	7.03334	8.72501	49.41029	1.36817	38.15035	9.16679	9.24435
6.05424	16.10902	1099.28177	7.41751	56.13673	1.00000	22.41930	4.97841	68.21848	7.55550	5.50391	7.31066	3.74741	-19.7625	3.47692	-44.31389	5.14761	10.88396
8.50652	2.57234	1152.14142	9.75791	29.32134	0.00000	76.66538	5.43400	70.49415	6.26079	6.69191	4.50503	7.59191	43.4125	24.54208	23.225	4.16439	7.32912
8.09548	37.12347	1141.23319	7.60861	45.11740	1.00000	69.74803	4.30971	73.00555	7.95921	6.65664	7.71045	5.16822	45.47885	4.35519	133.42825	9.18375	
8.42585	9.17875	1064.41249	8.35144	46.07172	1.00000	57.57834	6.64152	79.15417	9.17117	10.18386	6.82761	4.68836	-21.44236	7.17774	27.46153	4.62644	4.61292
8.10350	24.89935	1110.05726	7.89869	42.10336	0.00000	37.92753	5.32717	65.85681	9.25280	11.11472	9.47531	8.50874	35.48199	6.06126	137.02166	10.65552	5.55646
9.16255	31.19257	1103.01595	5.46870	51.69717	0.00000	59.95764	7.34821	60.50656	7.78092	7.79756	9.30324	8.95926	40.57788	1.55750	-73.95958	8.56266	
9.53638	13.68194	1129.63215	7.24837	49.12061	0.00000	42.74045	10.73421	53.71109	6.62012	4.65101	4.73249	10.94166	36.65	3.57504	138.31667	4.12292	7.13607
8.33666	32.26336	1128.69710	7.16646	47.22417	1.00000	55.43221	7.47257	65.28752	7.74597	7.60425	5.54430	9.44135	-2.68333	3.99151	33	6.72163	6.93514
7.05509	-4.28793	1180.75601	7.00006	51.43317	0.00000	54.41310	5.26746	70.81242	7.46771	7.62779	8.55381	5.44400	40.87363	3.29149	14.34085	4.37554	6.87811
7.86177	9.84878	1078.31369	7.28880	45.52559	0.00000	67.34567	8.39672	61.17690	8.25484	4.97353	4.89056	8.19672	53.16167	3.53137	6.76111	6.73126	3.59575
5.64385	17.86017	1089.95666	6.54678	36.56521	1.00000	21.67851	6.65595	64.61423	8.61345	8.98995	7.26304	6.29363	43.96222	3.14140	43.63417	6.62756	5.53302
9.39977	30.37931	1077.39821	8.70237	4.27023	1.00000	49.32012	4.83310	64.24592	6.96330	7.28946	5.12095	7.03629	24.81757	10.42203	84.63445	3.60039	8.28067
8.12454	0.98731	1131.70793	8.61447	51.54923	0.00000	87.16176	10.07103	58.88322	8.06254	6.25180	5.67765	8.60368	-34.88422	9.48760	150.60036	5.44458	3.92215
9.00387	14.31069	1161.79096	8.55789	38.37607	0.00000	57.03685	7.47477	60.72018	7.08729	9.41415	7.91293	9.87453	49.97704	9.00356	9.15214	9.52191	4.01882
7.29271	6.31467	1077.58566	7.87933	36.85833	1.00000	67.18858	3.94064	75.30256	8.63539	8.59563	7.34357	10.27345	15.5439	4.87540	73.7553	6.97781	7.16653
8.05302	16.52297	1123.42810	8.11160	38.97003	1.00000	38.92859	6.53033	59.38877	8.29454	7.76956	4.53559	9.06620	44.85278	6.25913	65.50917	4.99592	8.39688
7.69113	15.34231	1068.33868	7.59149	56.11639	1.00000	57.79195	3.54776	53.67614	6.57321	7.54906	6.71527	6.79795	3.3285	4.40372	99.1625	6.57900	7.90184
7.06337	3.04905	1066.78532	6.65871	53.15879	1.00000	41.70383	9.10708	65.43489	7.70704	6.50175	4.79749	8.45465	20.88098	3.21851	75.11937	2.46856	7.77741
7.08199	23.86725	1114.20692	8.23887	28.05314	0.00000	61.83997	5.89551	58.89536	6.92258	8.80411	9.52179	9.12655	30.29184	7.16001	71.67164	7.59844	6.32780
8.13800	25.56934	1198.05593	6.01724	56.46864	1.00000	45.20860	9.25919	85.36777	6.11845	6.67445	5.67911	8.23322	0.46005	2.02911	34.11169	7.79973	7.15722
6.88951	12.26536	1121.98199	8.45163	46.66231	1.00000	35.42289	8.34705	67.96668	7.24137	7.30489	5.48691	5.64823	32.9156	6.69801	-117.14392	7.90141	7.99733
7.76600	32.86074	1168.11186	8.08252	40.62438	0.00000	25.22588	6.66435	55.49200	8.04379	7.57381	7.34256	6.76653	26.91756	5.53651	-82.07842	7.48917	5.42546
8.48646	3.30531	1171.89882	8.08229	40.34019	1.00000	70.91107	5.80018	53.89311	6.53711	6.76977	6.78356	6.28355	42.50729	6.05880	1.53414	4.39046	8.11033
7.72655	25.03455	1147.96140	6.88730	32.42783	1.00000	47.51169	5.42774	78.92910	6.08344	7.45731	5.80700	7.87274	41.8542	3.32791	-87.66561	6.09704	8.99587
7.74011	6.48159	1107.72491	7.54376	45.03244	1.00000	44.83710	4.47274	70.85460	8.03470	6.52677	6.16918	5.67084	28.92694	4.59505	78.23456	5.48831	8.95516
6.84150	29.09161	1195.17904	7.98187	38.65937	0.00000	53.84502	9.35280	56.59401	8.14241	5.98773	7.89694	10.89548	50.74497	4.86705	3.20639	7.56607	5.21355
8.23270	17.84942	1105.25866	8.33136	63.22535	1.00000	56.36475	4.38399	73.72686	6.20335	9.38644	5.81451	6.14830	37.60876	6.78003	-77.37331	5.95503	7.16580
6.06851	11.94280	1157.94497	8.51062	48.69149	0.00000	51.15979	7.03509	49.69752	5.86929	5.98919	7.14803	9.15437	43.41949	7.87961	77.0202	8.24166	6.75317
6.35809	17.70549	1111.83445	6.85998	58.66084	1.00000	69.32416	5.09906	77.52094	8.16017	10.40325	6.53397	5.36196	37.31065	2.07520	13.57661	4.69889	4.63644
7.06749	9.04680	1164.96553	8.79919	49.24851	0.00000	68.83964	6.52832	61.18176	8.39972	7.01000	4.52696	6.11882	43.32393	9.80509	5.4584	8.43128	10.23415
7.44473	26.51489	1190.05972	8.47474	47.14606	1.00000	61.59862	4.07649	67.24718	7.39438	6.38875	6.07827	6.23845	-1.26753	7.65773	116.82887	5.98564	11.72284
8.72356	33.11682	1155.05329	7.37437	39.45483	1.00000	73.24086	7.34595	61.89136	7.50097	5.70894	6.38705	6.03405	42.8334	4.09760	-80.38297	5.78084	10.76806
6.79161	15.27539	1103.81201	8.31706	43.99075	0.00000	77.59539	9.82363	55.61812	6.14042	7.42965	7.76277	9.51950	3.02013	6.66850	30.91105	6.70018	5.67438
9.15419	34.06184	1055.45033	6.37542	35.10469	1.00000	58.99535	6.28324	60.44455	8.55691	7.81803	5.33857	5.32235	35.05266	1.72354	-78.87836	7.84838	8.40402
7.82709	-8.60459	1101.18577	8.86403	35.41408	0.00000	80.96656	8.07162	57.86531	7.81660	7.45687	6.43648	10.49855	12.35275	10.48894	121.06761	8.64691	5.64395
6.18326	22.14077	1124.56056	7.48559	69.47747	1.00000	63.21022	6.76709	59.26579	8.09574	6.74742	5.60693	7.68519	32.17629	2.57595	75.06583	7.33824	7.92141
7.95489	-2.05718	1140.88698	5.22865	32.76486	1.00000	60.45039	5.53018	53.04921	7.33439	7.28153	5.71575	7.76509	41.66394	1.19455	-83.55521	6.51927	8.32823
7.17788	13.06766	1069.35670	6.84185	57.55982	0.00000	37.04857	8.45937	46.68023	7.85989	7.76172	10.33654	8.79957	38.96372	2.31189	-76.99081	9.05011	3.44579
7.41348	21.29646	1175.79768	6.94675	50.29677	1.00000	47.33193	5.26537	63.67484	9.14251	8.91320	6.33391	6.52247	38.13708	3.90219	41.00817	6.00492	7.44508
8.77590	37.17131	1137.64238	8.42915	25.82663	0.00000	44.86272	8.62591	61.11042	8.78607	7.25139	6.64016	8.51918	33.14447	8.44398	47.3799	5.48359	6.93798
8.01892	-10.05728	1098.07195	6.47610	56.77490	0.00000	37.49346	8.60479	82.81851	7.34845	7.99001	9.65476	9.55472	40.11583	3.46425	67.84222	8.11860	2.68528
7.10245	6.63596	1107.09902	8.01926	48.13822	1.00000	45.49492	8.82610	53.31462	8.10265	4.95599	4.60057	7.51680	42.24113	5.01183	-88.3162	8.16388	8.96105
8.03441	22.36245	1142.02871	7.46124	47.59308	0.00000	54.52867	7.92972	69.74907	7.69884	2.10459	4.97299	11.55960	51.168		7.973	6.36301	0.60348
8.06988	10.20509	1170.96558	5.43299	61.14226	0.00000	60.74425	4.59678	71.14689	6.67529	9.14614	9.26323	8.63091	54.90083	2.57999	38.07083	7.16041	8.66278
5.53407	11.21060	1198.12401	7.57224	60.40487	1.00000	41.91790	7.93306	62.28800	9.25498	8.38596	5.86721	5.58681	57.97472	2.78178	33.2525	7.34392	6.42021
6.26514	1.70246	1063.46873	5.85924	59.92147	0.00000	42.61633	9.98593	69.07977	8.92472	9.18767	6.44854	6.04268	14.46693	2.26695	75.92694	4.74385	
7.92205	18.18600	1066.01540	7.67754	44.66363	0.00000	56.49387	11.01353	55.33885	7.79321	7.12249	6.07918	8.64337	41.9001	3.18994	-71.08977	6.14018	7.12535
9.15340	17.32079	1159.79389	6.68629	35.08563	1.00000	45.29561	6.50164	65.39979	8.07795	9.08503	5.55894	5.17330	50.72043	2.36531	11.34046	7.94608	5.88167
5.84049	19.06115	1053.47427	6.46136	47.90305	0.00000	54.89992	10.33148	59.23609	7.67244	5.15059	6.60479	10.32867	40.11583	0.68259	67.84222	8.65301	6.13987
8.51031	3.62361	1123.66502	6.90544	49.14728	0.00000	40.43779	5.72885	64.19313	7.63887	8.54731	8.00245	8.71254	35.48199	3.40994	137.02166	9.07198	8.61086
8.60579	18.25581	1098.71723	6.12687	32.96944	0.00000	44.59500	7.83304	66.73265	6.17772	5.14668	7.23672	10.01051	33.08014	1.96717	-83.2321	9.62187	5.90980
7.29966	14.43303	1135.88451	8.33510	52.31088	0.00000	59.45124	9.53843	75.10403	6.77802	3.09875	2.57522	8.42164	42.97086	7.16363	-82.42491	7.06944	4.90778
7.68798	14.15354	1094.24728	7.76997	28.42789	1.00000	54.43588	5.53022	75.23481	7.75107	9.06537	6.17545	6.47374	52.48173	5.34922	-2.12139	6.14816	6.93931
7.29739	13.38913	1095.74002	7.84206	49.37698	0.00000	44.12016	6.54085	64.43963	8.05485	6.30401	9.97320	8.73081	51.4781	4.73192	57.3552	7.81091	7.77076
6.92920	11.56726	1149.50757	8.23169	40.56707	1.00000	57.60885	7.64227	78.08889	8.20250	5.39902	6.68150	4.97524	15.48131	5.00682	-86.57415	8.01582	8.12059
6.86482	11.50483	1159.20168	5.86341	62.62078	1.00000	40.75582	4.38537	58.07706	6.21424	6.42287	5.49415	5.83753	18.51957	2.81506	73.85535	5.35531	10.20627
6.73821	9.69762	1099.54714	8.77742	56.33544	1.00000	38.36286	6.80328	65.29248	7.23650	5.60548	5.74071	6.16802	44.27804	10.33055	-88.27205	6.97886	10.89572
6.34499	26.62840	1090.81326	9.18506	17.22449	1.00000	80.76213	7.36010	46.02671	6.67006	5.30417	6.36534	5.17050	53.81667	14.40464	-3.05	6.35193	10.31778
8.82279	17.09472	1094.39322	6.49472	18.32892	1.00000	59.34449	5.51316	75.00645	7.33496	6.79140	5.76201	7.36124	-17.74431	1.75478	-48.62789	7.10000	6.38269
7.92702	26.82145	1128.87552	8.10115	48.93401	1.00000	66.92593	5.15171	64.29104	5.77834	8.75731	5.90652	5.57263	51.4781	5.91351	57.3552	6.81035	7.82051
7.22409	-0.59336	1194.30256	7.77753	54.67291	1.00000	28.23636	4.84552	49.13500	5.72455	6.67305	5.61194	6.93297	41.75338	5.31414	-86.11084	5.00649	9.26779
8.00443	7.71581	1068.41285	8.67672	38.71240	0.00000	68.86498	9.48350	76.65577	7.31954	7.55150	8.12358	10.50161	16.0438	8.76096	120.4861	6.02477	8.06779
7.64384	-1.75935	1160.61127	8.86811	31.73897	1.00000	54.74842	6.79865	59.51710	8.78965	7.17231	5.82196	7.95127	36.82167	9.43668	128.63083	6.06360	10.21564
8.15831	1.88122	1087.79063	5.79248	19.53747	0.00000	44.29358	4.47342	65.60776	7.60803	11.16641	8.53849	8.59349	34.21639	2.37730	-119.0376	10.94308	7.33287
7.77731	22.29719	1172.62940	7.13152	60.42639	1.00000	60.97926	7.56733	59.90412	6.58784	6.41411	6.51569	7.05474	35.05266	4.36934	-78.87836	7.28501	8.27990
9.74086	19.22645	1160.72970	8.22280	42.25650	1.00000	63.51877	8.53522	71.22132	8.47879	6.02812	6.44089	6.61411	43.62558	6.26895	13.39954	8.75859	8.21185
7.56150	17.45323	1161.42071	9.35660	40.24048	1.00000	68.49898	9.15571	61.34530	7.31192	6.06801	5.02111	8.15278	34.25	15.72326	135.31667	6.74269	7.89478
7.66207	9.57346	1074.60066	8.31066	42.93389	0.00000	63.53891	8.33568	72.59822	7.75144	7.54343	7.14335	10.36766	41.09822	6.18151	120.74792	8.94048	4.69758
7.91943	27.66773	1155.10819	9.46589	43.34357	1.00000	40.32185	6.09792	59.30429	5.57780	5.30542	6.17876	5.02513	43.31667	17.72084	-2.68333	7.66399	7.91268
7.13931	11.49879	1064.71641	7.24303	54.48910	0.00000	45.16960	10.28831	55.27568	5.68598	7.44685	4.41460	6.09827	49.41029	2.99605	38.15035	5.42950	9.03213
8.67451	14.51540	1052.97134	8.15199	47.06405	1.00000	64.30435	5.88088	60.03503	5.80316	9.93020	8.73834	9.54039	49.41029	4.68057	38.15035	5.54392	3.04436
7.25445	18.61255	1159.02663	7.90407	41.36751	0.00000	54.46137	5.85436	57.04141	9.06817	8.61002	8.67979	8.97945	61.72744	5.16486	17.10558	10.88036	7.22996
7.11794	-6.28151	1196.54629	8.46515	62.01125	0.00000	49.10491	5.67015	44.11712	7.08822	6.80418	6.35755	5.97022	34.81667	7.39682	137.4	3.54807	9.56221
7.25886	14.38244	1189.09722	8.80431	58.93736	0.00000	65.05963	6.29842	66.53939	6.50444	7.08973	6.80744	8.64126	58.23583	9.87526	92.48278	5.01328	8.47101
8.03221	3.42535	1126.05311	6.57249	47.13341	0.00000	30.84537	9.76663	71.82269	8.00256	7.02008	4.95891	7.80553	51.20219	1.22441	7.36027	3.53357	7.62798
8.96580	13.12573	1157.62609	6.80264	38.06584	1.00000	58.44523	6.36012	58.42517	8.38396	10.19185	6.18062	4.48407	35.64889	3.92776	117.27583	5.87114	4.50013
6.80758	26.64985	1178.33989	7.76750	35.79961	1.00000	52.08669	4.16868	68.60700	9.34136	6.58938	5.79653	5.72184	13.65805	4.88813	102.56365	2.91464	12.27203
8.31669	12.49161	1179.11600	6.94004	38.68929	1.00000	63.31229	6.43463	70.54626	7.38819	6.83577	5.63984	7.78705	-4.16694	3.49642	-40.7475	5.04707	11.42703
7.72666	12.03310	1137.82140	8.90323		1.00000	49.12854	8.95666	71.63652	8.37829	8.12148	5.21452	4.78780	45.0408	11.52394	-93.263	7.62775	6.18360
8.26446	18.96290	1104.82225	7.75525	24.82873	0.00000	46.02934	8.71815	67.48400	8.49918	6.64823	9.15036	9.15391	8.88649	3.73111	2.59753	7.10873	5.00176
9.06374	-10.21161	1152.69826	7.69841	38.30923	0.00000	55.28500	5.51832	84.07357	8.04661	8.49686	8.02554	9.81627	13.70727	3.20119	9.15013	10.82150	7.09878
6.91524	26.66085	1154.96254	7.42427	55.83257	0.00000	61.33854	9.20532	89.14235	7.76508	7.03725	7.70427	9.14998	27.76056	3.99031	-15.58602	6.79931	4.11809
6.36610	-1.31994	1158.50102	9.77741	23.23134	1.00000	63.41794	5.90478	58.65080	5.81169	8.45876	7.42523	8.55324	55.39485	24.42555	43.83992	5.54309	7.07528
6.79618	28.18477	1111.42800	7.94048	46.80420	1.00000	58.39027	6.15062	80.03272	9.12985	8.46589	5.60644	6.50745	48.43174	5.62046	17.8031	6.98524	7.58072
8.14857	10.44492	1178.90737	8.31994	60.23219	1.00000	70.08972	4.36198	75.94575	6.95834	9.36908	6.23828	6.57515	40.85158	6.76318	122.74754	8.77239	6.12996
8.92339	27.52907	1078.06368	7.26618	39.84059	1.00000	43.21104	6.98324	67.77282	8.54903	8.10128	6.34830	7.76793	45.78071	3.19250	12.84052	7.28485	6.86417
7.06067	11.33251	1163.56622	7.98951	45.51624	0.00000	21.54619	5.67364	66.69243	5.68588	7.98347	8.24403	9.04818	40.2737	4.70533	-76.88442	8.38923	8.59879
7.24621	17.95991	1130.80623	7.51741	48.56107	1.00000	54.34015	7.54314	59.50410	6.90454	5.75636	5.91166	6.90242	-7.51611	3.88253	109.05389	8.14606	8.84219
5.43074	7.47002	1100.38200	9.51520	44.79206	0.00000	51.54035	6.02998	75.55222	7.50489	9.53079	10.92182	7.64761	31.76212	20.34474	-95.63079	9.47016	6.03120
5.83395	1.69670	1181.33869	7.33492	33.90681	1.00000	59.74898	7.45448	46.45226	8.39703	7.17302	6.46465	7.36214	37.60876	3.94389	-77.37331	6.70635	5.98176
5.42754	13.25640	1129.65765	8.61324	49.74357	0.00000	43.33110	10.63617	59.10992	8.59416	5.69833	6.13649	9.65045	-20.88231	9.33745	55.4504	7.40193	6.17247
6.83842	18.41199	1154.59422	7.62400	54.33747	0.00000	68.63094	5.18391	61.46414	8.61938	9.01592	10.79143	8.21208	0.03813	3.68917	36.36339	8.35170	7.02282
7.81263	20.83549	1191.55884	7.80732	50.91827	1.00000	44.75238	6.16610	57.55792	8.41178	6.20216	7.98645	4.51289	-34.64167	5.77946	-60.47389	6.57185	7.86109
7.37027	31.09494	1107.04099	8.27537	38.98639	1.00000	52.18231	5.43129	65.93658	7.73095	5.33616	7.02067	4.13145	23.02677	5.47626	113.13148	4.71052	9.47428
7.28346	3.41320	1067.87907	7.54640	37.76336	0.00000	72.71937	6.66086	68.46657	7.20702	9.78543	7.74691	9.63855	37.35813	3.82114	-6.03731	8.07315	5.39805
7.42598	14.85329	1101.87235	7.93245	45.44434	1.00000	59.66009	5.59449	57.97953	8.30846	6.22468	7.64623	4.86426	33.03699	5.45466	-117.29198	3.06121	12.70600
6.49345	29.36372	1124.96905	6.74740	36.21097	1.00000	63.56343	7.04905	65.18692	4.90586	6.73094	5.84372	6.93806	-21.205	3.71794	-41.88778	7.25168	5.73115
6.76573	31.91585	1053.68612	7.40375	46.86825	1.00000	50.82057	4.81712	65.36021	8.30638	11.01402	7.86586	6.81693	35.74788	2.89329	-95.36969	3.02197	3.67829
7.07784	20.30582	1144.41789	7.54008	39.26870	1.00000	23.22746	9.68478	62.67078	7.32476		5.79750	3.10857	31.64615	4.03773	120.74221	4.83201	4.80713
7.17114	9.71993	1163.44532	7.85152	75.63764	1.00000	37.56151	5.94569	45.60896	8.07532	9.04999	6.18344	6.54661	-34.74785	3.99694	-58.70072	7.02430	6.16318
10.12636	20.44386	1122.95075	8.09601	57.92414	0.00000	61.21752	5.45482	63.33723	8.16445	10.30463	9.36349	8.00567	55.63711	5.67464	37.38115	8.98733	7.22144
7.39339	1.12971	1146.54427	6.90456	38.06743	0.00000	49.16447	9.19236	43.92286	9.56962	6.37817	5.28972	7.08799	55.82885	3.66599	-4.21376	7.26329	6.37096
7.94061	14.34314	1080.97159	7.24904	32.20440	1.00000	40.32363	6.17832	39.99284	7.39704	10.17439	6.66264	5.05936	39.00622	4.25059	-77.4286	5.82446	4.19852
9.33359	14.99390	1099.88449	6.30461	34.78395	1.00000	63.56093	4.88962	55.18102	9.11786	10.70966	8.50360	8.05225	14.14989	1.40460	121.3152	4.06118	3.20723
6.66290	6.14164	1172.95521	7.53866	44.18073	1.00000	49.96389	7.47917	58.48313	7.55706	8.60950	6.09671	5.56553	50.23805	3.72509	8.86704	5.84151	6.26483
8.27846	14.24643	1194.33186	7.96361	49.13928	1.00000	37.68917	5.14577	55.83945	8.00822	9.21962	7.20167	7.98503	35.8	5.17461	137.23333	5.15893	6.05376
5.09569	28.11599	1116.08965	7.39566	45.52720	0.00000	60.27818	8.10693	59.44151	7.81813	6.07027	5.64017	9.62688	-8.66667	2.55926	-35.71667	4.61641	9.05999
6.94309	-0.59910	1108.14273	7.00123	54.01681	1.00000	54.32062	7.24579	64.75739	9.80164	8.47494	6.29886	6.71239	-38.16604	2.10698	145.13643	4.84616	6.97264
7.82040	18.73906	1192.68106	7.41455	57.47922	0.00000	41.60977	6.24166	76.46246	6.41931	9.53968	9.88791	8.28963	50.71229	4.28406	4.52529	9.64621	5.81728
6.77527	2.37512	1139.21561	8.83128	28.56650	0.00000	60.43360	10.13721	59.72583	6.67723	4.85025	4.27457	9.62555	23.49668	10.67312	86.68363	5.80412	10.33783
8.23305	14.01628	1065.77846	6.70342	42.44350	0.00000	39.09439	6.42727	59.88595	8.88095	5.42454	4.63442	8.67037	45.40008	1.47676	-73.58248	3.47109	7.95042
8.10578	31.39765	1079.85691	8.61483	37.06713	1.00000	63.70938	8.10721	74.39647	7.90784	8.94409	6.39394	4.90946	15.48131	9.52396	-86.57415	7.67720	5.04578
6.88514	20.82593	1182.59763	8.51011	37.62275	1.00000	39.71535	10.44977	59.64665	6.80106	5.49897	5.99402	6.52130	65.84811	7.90752	24.14662	5.13162	9.29270
9.13151	8.99781	1131.95673	6.66617	49.99238	1.00000	49.81155	7.43997	52.49234	7.35060	8.66837	5.86761	6.16339	37.05944	1.34646	37.3825	6.65181	6.09008
9.01341	2.72295	1150.81526	7.27432	52.02166	0.00000	32.08916	7.98358	59.96292	7.09081	9.24175	7.62747	7.24565	49.41029	2.74473	38.15035	5.25414	11.27275
9.25812	8.98195	1056.25063	7.46130	22.83883	1.00000	70.06354	6.01994	59.30147	8.26711	9.82611	6.43061	4.89019	-7.51611	4.17847	109.05389	6.25889	5.31348
6.80668	12.77879	1107.88857	7.72511	52.59889	0.00000	56.37815	8.78943	59.77968	8.98509	5.13630	4.98418	9.56933	48.98333	5.71149	2.61667	4.03824	4.59510
8.23021	19.05327	1199.80278	6.25476	45.15631	1.00000	60.65049	6.97677	73.53604	8.04714	5.35254	6.26119	5.56031	51.21187	1.97041	4.25633	6.65218	7.97548
4.85109	16.82587	1172.74804	7.72383	56.07553	1.00000	58.08218	7.10937	57.86270	7.85270	9.36570	7.15694	7.02108	39.09112	4.98315	-94.41551	5.91434	4.41709
6.71958	27.80395	1153.09042	8.53539	49.71236	1.00000	63.22363	5.43090	66.93365	8.24651	9.25572	6.80794	6.61828	55.82885	7.84219	-4.21376	6.50657	6.17923
8.39710	13.48395	1129.51312	7.57915	16.28188	1.00000	48.22109	8.31996	55.67556	6.94519	8.29084	9.47858	9.60294	36.81667	4.73121	117.81667	4.70423	4.72480
7.62713	36.57220	1099.87807	6.85083	56.80298	0.00000	55.27638	5.17955	55.87423	6.46403	8.48785	9.95792	8.01057	40.42386	2.02716	-3.53261	7.76886	8.60229
6.46605	-14.52411	1183.65530	7.74915	45.98295	1.00000	62.36008	4.22941	60.98525	6.85038	6.68570	6.98266	4.92882	37.74615	4.35253	-25.66689	6.10498	7.88001
6.17359	13.75017	1104.10053	7.67193	50.16666	1.00000	53.78391	6.78376	63.06336	7.96236	6.44971	6.80481	6.42867	44.85278	4.11685	65.50917	6.61213	9.12370
8.13495	11.66889	1072.55454	6.62619	63.50251	1.00000	45.09649	4.65632	74.87789	7.13477	5.55738	7.50242	3.88486	32.55531	2.69547	76.12647	7.04369	9.56619
7.95449	15.53914	1078.56919	8.58990	33.98020	0.00000	57.95885	9.21655	58.60895	7.98999	6.41726	5.60321	9.11560	32.55531	8.98086	76.12647	3.94281	6.76680
7.20785	20.79012	1090.44270	7.85564	56.24057	0.00000	57.40572	8.41855	80.55912	6.62765	6.28566	6.28931	7.77468	38.55632	5.12672	69.01354	7.41428	5.37045
6.57111	16.44429	1066.81973	6.65630	54.77051	0.00000	44.63530	8.95005	64.20667	7.36449	4.51968	3.26743	9.49195	44.89784	2.78167	8.86374	2.63268	6.96819
6.68278	2.12137	1170.85995	8.28409	47.51553	0.00000	51.52331	6.72281	71.38081	7.70589	8.92208	9.06372	9.43777	15.48131	6.35033	-86.57415	11.93523	4.56370
8.41388	5.42609	1181.11273	8.95436	32.44534	0.00000	46.23801	7.44203	58.59816	6.94605	7.71259	8.62501	9.80718	-8.99167	10.61292	125.21972	9.19700	4.96112
7.50945	24.63105	1066.98349	6.19809	35.40042	0.00000	51.91482	6.16351	66.49319	7.71167	10.60532	9.04199	8.76979	37.31065	0.81607	13.57661	9.04643	5.15200
7.06576	8.67417	1051.11772	7.52901	30.90095	1.00000	34.33826	4.61049	71.34505	7.02095	5.07587	6.12089	5.02835	-4.5833	4.04000	15.16554	7.90577	10.11096
6.82438	26.49719	1116.20064	8.32515	49.36755	0.00000	68.23858	9.59327	43.72589	7.31996	7.33424	5.08868	7.07671	37.19723	5.99011	122.05228	4.36201	8.05560
9.00257	-3.64721	1173.85748	6.24958	34.19650	0.00000	58.97657	7.22192	63.01967	8.12828	3.07530		11.47333	37.31065	1.75562	13.57661	5.24084	4.18592
6.83256	-0.78235	1136.05171	6.64342	18.09259	0.00000	41.90962	11.56506	57.84264	8.27600	7.14688	6.73034	8.20196	33.52253	2.07689	-117.70755	5.91317	3.33452
7.82108	25.42724	1170.24790	8.64532	48.19659	1.00000	50.60749	7.46057	67.56074	7.98426	8.21426	5.14489	5.07822	10.58806	8.34911	77.24779	6.54782	7.76127
8.18155	11.05916	1197.66909	8.86425	30.63303	1.00000	36.23232	4.63395	72.04200	8.43644	6.72068	6.32138	5.88430	37.49223	11.20006	15.07041	4.72641	9.67877
7.82317	7.87113	1190.97271	7.40288	52.01372	0.00000	54.98253	6.72404	64.64984	8.10094	8.26617	8.83228	9.71247	40.55851	4.12947	17.80774	9.19073	5.26311
6.88587	26.09521	1116.70702	7.32640	43.37400	1.00000	32.96328	6.52416	51.31012	8.34259	5.88426	6.12197	6.18982	14.64056	3.50042	104.64992	6.39609	8.78270
9.24194	-2.37231	1085.34370	8.19266	39.45875	1.00000	47.98438	5.37110	56.41638	8.19628	8.50775	7.14285	8.32488	40.70995	5.93615	0.57856	7.84037	6.91640
9.50175	26.27507	1115.87902	7.44313	31.92538	1.00000	49.08130	7.55160	62.17439	6.68680	8.31297	5.69166	5.70590	16.75973	4.14798	-93.11308	5.30012	7.30442
9.79548	28.50079	1130.93389	6.14616	43.34839	1.00000	45.99103	7.89012	59.01730	6.19411	7.34478	5.68198	9.10002	46.75451	1.71444	33.34864	6.71892	9.17074
8.69299	20.65617	1124.21422	7.02884	35.76139	1.00000	46.70059	7.87441	68.75054	8.49374	7.04630	5.83435	7.08801	37.65639	2.43021	126.835		10.12619
9.19938	32.66774	1114.04940	5.85479	62.70811	0.00000	36.36984	9.22521	74.43907	8.47328	6.89053	6.09061	7.31660	13.70727	2.13489	9.15013	7.29814	5.59388
7.51181	0.45429	1068.81087	8.47638	64.14177	1.00000	48.15418	7.01667	71.05431	8.38513	10.18376	6.16365	5.21824	57.97472	6.66265	33.2525	5.10681	4.14694
7.75903	21.41160	1170.83938	6.54146	41.03998	1.00000	70.90901	6.09245	48.25102	7.00718	9.82746	7.26717	6.13507	48.21644	3.77179	9.02596	5.10246	4.52418
5.09931	18.24129	1154.42848	7.85937	45.23954	1.00000	57.33772	7.75927	67.84575	10.01588	8.94692	7.04792	6.34125	50.09019	5.44714	8.4493	6.75041	4.57074
6.58737	24.82201	1088.17968	7.16814	34.48617	0.00000	63.12190	8.69749	70.68479	9.63388	8.72692	8.22752	7.32858	-21.41222	3.41310	-42.19667	8.08755	6.95325
7.26605	38.10458	1194.88191	8.23884	39.40317	0.00000	37.69242	7.98386	50.60165	7.90547	7.91664	8.55194	7.59213	49.97704	5.48404	9.15214	9.25928	7.16781
6.38879	29.51839	1094.37599	8.24239	21.68140	0.00000	54.57040	7.35654	57.33920	8.46368	6.39687	4.11217	7.97400	51.95838	5.68322	4.47124	1.59750	9.19090
6.83253	22.34837	1072.68486	9.05791	60.68408	1.00000	65.12305	5.27561	59.26923	8.61248	6.18715	6.66009	6.26225	-34.64167	13.09500	-60.47389	9.52200	7.53899
