latitude	location	longitude	QoS	revision	code
55.39485	Europe/Moscow	43.83992	building	10/03/2018, 00:00:00	RU
44.27804	America/Chicago	-88.27205	maintenance	03/12/2017, 00:00:00	US
32.61603	Asia/Baghdad	44.02488	maintenance	06/08/2019, 00:00:00	IQ
35.50056	Asia/Shanghai	117.63083	good	01/28/2013, 00:00:00	CN
26.44931	Asia/Kolkata	91.61356	average	10/26/2018, 00:00:00	IN
11.50526	Asia/Kolkata	77.23826	excellent	12/29/2015, 00:00:00	IN
33.92946	America/Los_Angeles	-116.97725	good	2019/09/25	US
-12.91667	America/Bahia	-39.25	excellent	05/01/2021, 00:00:00	BR
30.29184	Asia/Karachi	71.67164	excellent	02/06/2022, 00:00:00	PK
5.84752	Africa/Abidjan	-5.682	average	02/11/2021, 00:00:00	CI
14.62578	Asia/Manila	121.12251	maintenance	12 Sep 2013	PH
28.15112	America/New_York	-82.46148	building	02 Mar 2013	US
40.93121	America/New_York	-73.89875	good	2021-03-03	US
42.62833	Europe/Belgrade	20.89389	accep	2013-06-06	XK
11.8659	Africa/Khartoum	34.3869	good	10/31/2014, 00:00:00	SD
40.98894	Europe/Istanbul	28.67582	accep	2016/08/08	TR
3.51667	Africa/Douala	11.5	maintenance	2018/11/16	CM
32.54278	Asia/Shanghai	111.50861	building	06 Apr 2018	CN
51.65333	Europe/Amsterdam	5.2875	average	02 Jun 2017	NL
37.05944	Europe/Istanbul	37.3825	building	14 Jan 2017	TR
1.6561	Asia/Kuala_Lumpur	103.6032	maintenance	18 Nov 2015	MY
38.96667	Europe/Madrid	-0.18333	good	07/09/2019, 00:00:00	ES
37.56667	Asia/Tokyo	140.11667	maintenance	13 Aug 2018	JP
30.81383	Asia/Kolkata	75.16878	excellent	2016/06/07	IN
36.61033	America/Chicago	-88.31476	excellent	14 Apr 2015	US
15.48131	America/Tegucigalpa	-86.57415	good	2019-10-08	HN
53.46506	Europe/London	-1.47217	accep	2014/07/05	GB
55.67938	Europe/Copenhagen	12.53463	excellent	2017-10-16	DK
51.39323	Europe/London	0.47713	excellent	2019/01/23	GB
35.06544	Africa/Algiers	1.04945	excellent	08/09/2022, 00:00:00	DZ
35.05266	America/New_York	-78.87836	good	06/22/2022, 00:00:00	US
29.65163	America/New_York	-82.32483	accep	01/15/2013, 00:00:00	US
37.65639	Asia/Seoul	126.835	accep	2013-11-09	KR
51.4781	Asia/Yekaterinburg	57.3552	excellent	12/04/2018, 00:00:00	RU
26.32293	Asia/Kolkata	91.00632	good	2021-10-09	IN
40.70995	Europe/Madrid	0.57856	average	2019/11/28	ES
51.65333	Europe/Amsterdam	5.2875	good	2014/04/04	NL
0.03813	Africa/Nairobi	36.36339	good	07 Mar 2017	KE
41.15612	Europe/Madrid	1.10687	maintenance	2017/12/25	ES
41.24255	America/New_York	-82.61573	average	26 Sep 2014	US
28.92694	Asia/Kolkata	78.23456	good	2013/02/22	IN
48.52961	Europe/Berlin	12.16179	good	2014-04-23	DE
51.20219	Europe/Berlin	7.36027	good	2015/04/01	DE
7.65649	Africa/Lagos	4.92235	excellent	02/11/2018, 00:00:00	NG
-30.60106	America/Santiago	-71.19901	accep	2021-03-08	CL
50.23271	Europe/Prague	12.87117	accep	2016-10-31	CZ
37.05944	Europe/Istanbul	37.3825	good	2012/11/26	TR
34.61667	Asia/Tokyo	135.6	accep	14 Jun 2020	JP
-26.22861	America/Sao_Paulo	-52.67056	average	05/24/2014, 00:00:00	BR
20.74122	America/Mexico_City	-100.44843	maintenance	2022/08/10	MX
51.30001	Europe/Berlin	13.10984	accep	09/12/2020, 00:00:00	DE
31.64615	Asia/Shanghai	120.74221	accep	06/10/2013, 00:00:00	CN
42.24113	America/Chicago	-88.3162	average	30 Mar 2016	US
41.29444	Asia/Tashkent	69.67639	accep	2015-09-14	UZ
48.86667	Europe/Paris	2.08333	average	11/11/2020, 00:00:00	FR
29.65163	America/New_York	-82.32483	accep	01 Jul 2020	US
16.455	Asia/Manila	120.5875	accep	2015/06/24	PH
46.65581	Europe/Kiev	32.6178	excellent	22 Jul 2017	UA
36.46917	Africa/Tunis	10.78222	average	08 Apr 2013	TN
35.64889	Asia/Shanghai	117.27583	maintenance	08 Aug 2022	CN
34.25	Asia/Tokyo	135.31667	accep	2014/01/17	JP
50.75932	Europe/Kiev	25.34244	maintenance	2019-01-23	UA
5.20856	America/Bogota	-74.73584	accep	02/11/2016, 00:00:00	CO
33.50921	America/Phoenix	-111.89903	accep	19 Dec 2020	US
-8.99167	Asia/Dili	125.21972	accep	11/01/2019, 00:00:00	TL
31.71667	Asia/Karachi	73.38333	average	2019/03/05	PK
20.88098	Asia/Kolkata	75.11937	good	12/31/2021, 00:00:00	IN
48.35693	Europe/Berlin	10.98461	accep	2017/05/05	DE
52.71083	Europe/Amsterdam	5.74861	building	2015/01/25	NL
51.21187	Europe/Brussels	4.25633	accep	2017/06/13	BE
37.74615	Atlantic/Azores	-25.66689	average	2017-09-24	PT
-11.48472	America/Bahia	-37.93278	average	13 Dec 2013	BR
40.24537	America/New_York	-75.64963	maintenance	02/15/2015, 00:00:00	US
27.85	Asia/Shanghai	112.9	good	2013-09-11	CN
30.16688	America/Chicago	-96.39774	average	2018/08/30	US
-8.66667	America/Recife	-35.71667	average	2020-02-19	BR
41.91738	Europe/Madrid	3.1631	building	2013-10-01	ES
54.39635	Europe/Vilnius	24.04142	accep	2022-02-17	LT
45.44694	Europe/Rome	8.62118	maintenance	2014-11-02	IT
14.37395	Asia/Bangkok	100.48528	maintenance	04 Apr 2015	TH
10.10649	Asia/Kolkata	76.35484	accep	01/27/2015, 00:00:00	IN
35.06667	Asia/Tokyo	135.21667	good	25 Dec 2018	JP
43.62558	Europe/Rome	13.39954	average	2022/09/19	IT
14.62072	Asia/Kolkata	74.83554	excellent	2013-02-28	IN
21.46527	Asia/Kolkata	83.97573	good	10 Oct 2014	IN
48.73218	Europe/Berlin	11.18709	maintenance	2014/07/08	DE
30.35028	Asia/Shanghai	112.19028	average	2014/04/21	CN
-34.88422	Australia/Sydney	150.60036	good	2012-11-01	AU
10.10649	Asia/Kolkata	76.35484	average	24 Oct 2012	IN
40.11583	Asia/Samarkand	67.84222	accep	2015-02-08	UZ
28.88162	Asia/Shanghai	120.03308	excellent	06 Apr 2018	CN
37.73222	Asia/Shanghai	115.70111	average	06 May 2015	CN
40.78206	Asia/Tashkent	72.34424	average	01/16/2020, 00:00:00	UZ
51.168	Europe/Berlin	7.973	accep	2019/05/29	DE
65.84811	Europe/Helsinki	24.14662	average	2022/04/22	FI
-6.25	Africa/Dar_es_Salaam	38.66667	good	2016/06/06	TZ
41.15612	Europe/Madrid	1.10687	accep	2013/01/03	ES
36.81667	Asia/Shanghai	117.81667	good	2013/02/20	CN
47.38093	America/Los_Angeles	-122.23484	good	2014-01-28	US
43.41949	Asia/Almaty	77.0202	excellent	2012/10/12	KZ
42.97086	America/Detroit	-82.42491	maintenance	2016-12-08	US
51.82721	Asia/Irkutsk	107.60627	accep	04/03/2022, 00:00:00	RU
30.16688	America/Chicago	-96.39774	excellent	07/19/2016, 00:00:00	US
44.98901	Europe/Moscow	38.94324	average	2018-05-27	RU
26.68451	America/New_York	-80.66756	good	06/06/2022, 00:00:00	US
40.53123	Europe/Rome	17.58522	excellent	2019-10-12	IT
52.71083	Europe/Amsterdam	5.74861	maintenance	2019/08/25	NL
65.93381	Asia/Yakutsk	111.4834	good	04/08/2020, 00:00:00	RU
-21.44345	America/La_Paz	-65.71875	excellent	02/24/2018, 00:00:00	BO
58.7002	Asia/Yekaterinburg	59.4839	excellent	05/11/2022, 00:00:00	RU
-28.81833	America/Sao_Paulo	-52.51028	good	2016/09/30	BR
-7.54972	Asia/Jakarta	110.71639	accep	2015/10/05	ID
7.57944	Africa/Monrovia	-8.53778	accep	01/23/2021, 00:00:00	LR
31.96258	Asia/Karachi	73.97117	maintenance	10/18/2017, 00:00:00	PK
32.55531	Asia/Kolkata	76.12647	maintenance	2017/05/24	IN
-8.43333	Asia/Jakarta	114.33333	good	2020-11-25	ID
6.84019	Asia/Colombo	79.87116	excellent	01/16/2019, 00:00:00	LK
35.50056	Asia/Shanghai	117.63083	excellent	2018/11/18	CN
35.50056	Asia/Shanghai	117.63083	excellent	2022/09/09	CN
-11.94306	America/Lima	-76.70944	good	2017-11-11	PE
41.8542	America/Chicago	-87.66561	good	2019-05-26	US
32.57756	Asia/Karachi	71.52847	excellent	18 Dec 2013	PK
13.70727	Africa/Niamey	9.15013	accep	07/23/2018, 00:00:00	NE
9.58126	Africa/Lagos	8.2926	accep	2017-05-22	NG
19.64745	America/Mexico_City	-102.04897	good	2020-01-25	MX
-8.28333	America/Recife	-35.03333	average	04/23/2022, 00:00:00	BR
31.76212	America/Chicago	-95.63079	good	2014-12-31	US
36.72544	Africa/Algiers	3.55665	excellent	2021/04/27	DZ
6.95194	Asia/Manila	121.96361	maintenance	11/04/2012, 00:00:00	PH
13.51825	Asia/Bangkok	99.95469	building	27 Nov 2014	TH
37.35813	Europe/Madrid	-6.03731	accep	2016-10-04	ES
-29.2975	America/Sao_Paulo	-51.50361	excellent	2019-05-14	BR
-3.14306	America/Manaus	-58.44417	excellent	03/16/2020, 00:00:00	BR
38.96372	America/New_York	-76.99081	excellent	22 Feb 2014	US
22.83957	Asia/Dhaka	91.84128	maintenance	2018/06/04	BD
-10.91111	America/Maceio	-37.07167	average	05/12/2021, 00:00:00	BR
-21.42917	America/Sao_Paulo	-45.94722	average	06/01/2018, 00:00:00	BR
5.20856	America/Bogota	-74.73584	building	16 Jun 2016	CO
31.64615	Asia/Shanghai	120.74221	accep	2018/06/19	CN
43.61092	Europe/Paris	3.87723	maitennce	23 Apr 2015	FR
53.69786	Europe/London	-2.68758	excellent	2016-06-25	GB
40.82232	America/New_York	-74.15987	average	05 Jan 2013	US
36.91023	America/Los_Angeles	-121.75689	average	2020/10/02	US
41.9001	America/New_York	-71.08977	average	2020/11/19	US
8.88649	Africa/Porto-Novo	2.59753	building	2020-12-15	BJ
40.85158	Asia/Shanghai	122.74754	maintenance	10/11/2013, 00:00:00	CN
33.14447	Asia/Tehran	47.3799	average	08/06/2022, 00:00:00	IR
50.72043	Europe/Berlin	11.34046	good	2016/07/19	DE
-29.2975	America/Sao_Paulo	-51.50361	excellent	2017/02/08	BR
57.14369	Europe/London	-2.09814	good	03/19/2015, 00:00:00	GB
48.8449	Europe/Bratislava	17.22635	building	13 Nov 2016	SK
14.67751	America/Martinique	-60.94228	accep	12/12/2015, 00:00:00	MQ
36.75965	Asia/Tokyo	137.36215	average	2016-10-12	JP
38.54491	America/Los_Angeles	-121.74052	excellent	2016-07-28	US
35.06544	Africa/Algiers	1.04945	good	2018/08/07	DZ
27.09978	America/New_York	-82.45426	average	2021/10/03	US
7.83389	America/Bogota	-72.47417	excellent	2016-02-28	CO
-20.25333	America/Sao_Paulo	-43.80139	good	10/18/2015, 00:00:00	BR
-44.39672	Pacific/Auckland	171.25364	accep	2019/12/13	NZ
48.98994	Europe/Paris	2.1699	excellent	26 May 2022	FR
-6.8048	Asia/Jakarta	110.8405	excellent	07/09/2016, 00:00:00	ID
-6.91806	Asia/Jakarta	106.92667	accep	2022-03-23	ID
44.89784	Europe/Rome	8.86374	good	04/13/2017, 00:00:00	IT
40.11583	Asia/Samarkand	67.84222	excellent	03/26/2017, 00:00:00	UZ
44.85278	Asia/Qyzylorda	65.50917	accep	2016/03/29	KZ
10.10649	Asia/Kolkata	76.35484	excellent	2013/11/16	IN
3.3285	Asia/Jakarta	99.1625	excellent	2015-01-14	ID
10.13361	Asia/Manila	124.84472	accep	2020/07/19	PH
33.03699	America/Los_Angeles	-117.29198	excellent	12/14/2015, 00:00:00	US
33.08014	America/New_York	-83.2321	accep	10/28/2020, 00:00:00	US
42.24113	America/Chicago	-88.3162	excellent	09/09/2014, 00:00:00	US
-21.15	Indian/Antananarivo	46.58333	building	2016-12-27	MG
24.81757	Asia/Kolkata	84.63445	good	2015/01/26	IN
13.8196	Asia/Bangkok	100.04427	excellent	2016-07-19	TH
42.30865	America/Detroit	-83.48216	average	2013/07/15	US
7.06273	Africa/Accra	-1.4001	average	2017/08/29	GH
39.00622	America/New_York	-77.4286	average	01/16/2017, 00:00:00	US
53.59337	Europe/Berlin	9.47629	building	18 Dec 2019	DE
12.74482	Africa/Lagos	4.52514	accep	06/09/2022, 00:00:00	NG
37.19723	Asia/Shanghai	122.05228	good	2013/01/30	CN
-21.41222	America/Sao_Paulo	-42.19667	excellent	04/04/2013, 00:00:00	BR
52.41667	Europe/London	0.75	good	2017-10-20	GB
53.78333	Europe/London	-1.06667	maitennce	20 Jan 2022	GB
-7.76667	Africa/Dar_es_Salaam	35.7	excellent	2021-06-24	TZ
43.61092	Europe/Paris	3.87723	good	2013/06/05	FR
-28.81833	America/Sao_Paulo	-52.51028	accep	01/12/2018, 00:00:00	BR
24.05979	Asia/Kolkata	77.40858	maintenance	2019-07-20	IN
42	Europe/Skopje	21.32778	excellent	2015-07-23	MK
23.1959	Asia/Kolkata	86.51499	excellent	2017-04-04	IN
42.8139	Europe/Madrid	-1.64295	good	2017/02/28	ES
47.64995	America/Los_Angeles	-117.23991	good	05/29/2018, 00:00:00	US
8.88649	Africa/Porto-Novo	2.59753	good	26 Jun 2018	BJ
25.92493	Asia/Kolkata	73.66633	average	06/07/2015, 00:00:00	IN
26.68451	America/New_York	-80.66756	acceptable	2021-05-29	US
-22.97056	America/Sao_Paulo	-46.99583	accep	07 Jul 2015	BR
37.65181	Asia/Shanghai	120.33063	average	22 Jun 2018	CN
35.82756	Asia/Tokyo	137.95378	good	11/21/2012, 00:00:00	JP
34.63915	America/Los_Angeles	-120.45794	good	05/16/2019, 00:00:00	US
7.50251	Africa/Lagos	5.06258	accep	2015/06/08	NG
15.79408	Asia/Bangkok	104.1451	average	2020-04-06	TH
35.48199	Asia/Tokyo	137.02166	accep	29 Mar 2013	JP
16.0438	Asia/Manila	120.4861	maintenance	07/12/2020, 00:00:00	PH
32.65246	Asia/Tehran	51.67462	accep	2019-02-09	IR
40.93333	Asia/Bishkek	73	maitennce	2017-07-27	KG
39.09112	America/Chicago	-94.41551	good	12/14/2019, 00:00:00	US
-4.26613	Africa/Brazzaville	15.28318	excellent	2016-08-05	CG
3.7278	Asia/Jakarta	98.6738	maintenance	18 May 2021	ID
6.45407	Africa/Lagos	3.39467	building	2018-03-10	NG
20.21322	America/Mexico_City	-100.88023	excellent	07 Dec 2020	MX
42.30865	America/Detroit	-83.48216	maintenance	02 Jul 2021	US
27.92333	Asia/Shanghai	118.53333	excellent	2021/08/18	CN
5.84752	Africa/Abidjan	-5.682	average	10 Sep 2013	CI
34.95303	America/Los_Angeles	-120.43572	accep	2017/09/07	US
-33.38056	America/Montevideo	-56.52361	accep	2014/03/15	UY
-20.87306	America/Sao_Paulo	-48.29694	average	30 Dec 2021	BR
-22.57306	America/Sao_Paulo	-47.1725	excellent	26 Nov 2017	BR
47.30997	Europe/Zurich	8.52462	good	2019/11/08	CH
25.13915	Asia/Kolkata	73.06784	excellent	02/05/2015, 00:00:00	IN
45.79377	Europe/Rome	8.88104	excellent	2021-08-14	IT
50.86079	Europe/Warsaw	17.4674	excellent	04/01/2018, 00:00:00	PL
9.535	Africa/Conakry	-13.68778	excellent	2013-11-08	GN
37.56667	Asia/Tokyo	140.11667	excellent	26 Sep 2014	JP
39.08367	America/New_York	-84.50855	maintenance	2021/04/24	US
32.17629	Asia/Karachi	75.06583	maintenance	07/01/2021, 00:00:00	PK
20.88098	Asia/Kolkata	75.11937	good	2021/01/02	IN
-36.9256	America/Santiago	-73.02841	building	2020/06/27	CL
47.38093	America/Los_Angeles	-122.23484	average	03/18/2017, 00:00:00	US
43.67681	Europe/Paris	4.63031	good	2021/09/14	FR
44.89784	Europe/Rome	8.86374	average	31 Jan 2017	IT
51.955	Europe/Amsterdam	5.22778	accep	09/29/2016, 00:00:00	NL
36.08497	Africa/Tunis	9.37082	good	2015/09/15	TN
40.11583	Asia/Samarkand	67.84222	average	2015/01/20	UZ
56.56317	Europe/London	-2.58736	average	11 Jun 2018	GB
61.78491	Europe/Moscow	34.34691	accep	30 Dec 2020	RU
37.52487	America/New_York	-77.55777	maintenance	27 Dec 2020	US
40.60538	America/New_York	-73.75513	accep	2021-07-04	US
33.45122	America/Chicago	-86.99666	average	2015/01/18	US
50.80904	Europe/Berlin	8.77069	excellent	11 Feb 2022	DE
37.05944	Europe/Istanbul	37.3825	building	2016/12/19	TR
43.32393	Europe/Paris	5.4584	accep	2014-12-05	FR
55.54028	Asia/Krasnoyarsk	89.20083	maintenance	19 Feb 2019	RU
58.63667	Asia/Yekaterinburg	59.80222	excellent	2021-03-21	RU
37.16911	Africa/Tunis	10.03478	good	09/08/2018, 00:00:00	TN
48.77644	Europe/Paris	2.29026	accep	04/12/2017, 00:00:00	FR
43.96222	Europe/Moscow	43.63417	building	09/02/2015, 00:00:00	RU
41.77583	Asia/Tokyo	140.73667	maintenance	2018/12/23	JP
53.95278	Europe/Moscow	32.86389	good	16 Aug 2019	RU
14.66	Asia/Manila	120.56528	maintenance	12/08/2012, 00:00:00	PH
5.27247	Africa/Abidjan	-3.59625	excellent	11/02/2018, 00:00:00	CI
36.92574	Europe/Rome	14.72443	building	11 Mar 2019	IT
45.78071	Europe/Rome	12.84052	maintenance	2019-01-21	IT
46.51872	Asia/Urumqi	86.00214	maintenance	23 Jul 2013	CN
12.74482	Africa/Lagos	4.52514	excellent	18 Sep 2021	NG
50.82709	Europe/Berlin	6.9747	average	2015-12-11	DE
-34.88422	Australia/Sydney	150.60036	maintenance	2016-02-17	AU
23.1959	Asia/Kolkata	86.51499	good	2020/07/13	IN
33.44872	America/Chicago	-86.78777	building	19 Apr 2022	US
53.46506	Europe/London	-1.47217	maintenance	08 Aug 2014	GB
36.91023	America/Los_Angeles	-121.75689	building	2013/02/05	US
22.49396	America/Mazatlan	-105.36369	accep	09/30/2021, 00:00:00	MX
36.20389	Asia/Seoul	127.08472	accep	16 Apr 2015	KR
43.35071	Europe/Moscow	46.10925	excellent	2017-03-24	RU
48.8449	Europe/Bratislava	17.22635	good	12/25/2014, 00:00:00	SK
13.51825	Asia/Bangkok	99.95469	accep	02/05/2020, 00:00:00	TH
-19.72806	America/Sao_Paulo	-50.19556	excellent	06/20/2021, 00:00:00	BR
19.32932	America/Mexico_City	-98.1664	good	17 Jul 2016	MX
46.75451	Europe/Kiev	33.34864	building	2013-05-21	UA
36.06386	Africa/Algiers	4.62744	maintenance	2013-09-05	DZ
45.44694	Europe/Rome	8.62118	excellent	26 Aug 2020	IT
20.88953	Pacific/Honolulu	-156.47432	accep	02 Dec 2014	US
41.94175	Asia/Shanghai	123.50266	excellent	2018-03-08	CN
38.13708	Europe/Istanbul	41.00817	building	2014-08-06	TR
39.96348	Europe/Madrid	-4.83076	average	2016/06/05	ES
53.30972	Asia/Barnaul	83.62389	maintenance	07/01/2017, 00:00:00	RU
37.74615	Atlantic/Azores	-25.66689	maintenance	07/22/2016, 00:00:00	PT
-34.74785	America/Argentina/Buenos_Aires	-58.70072	average	10/29/2020, 00:00:00	AR
11.8659	Africa/Khartoum	34.3869	excellent	2014/04/09	SD
45.51667	Europe/Paris	4.86667	average	10 Feb 2019	FR
41.92361	Europe/Skopje	20.91361	accep	2019-02-09	MK
49.97704	Europe/Berlin	9.15214	maintenance	09 Jan 2013	DE
-3.74912	America/Lima	-73.25383	accep	2020/06/09	PE
8.79577	America/Bogota	-75.69947	average	2013-02-20	CO
30.29184	Asia/Karachi	71.67164	maintenance	12/11/2019, 00:00:00	PK
51.84819	Europe/London	1.26738	accep	2020/09/02	GB
6.45407	Africa/Lagos	3.39467	accep	2020/05/28	NG
9.15093	America/Panama	-79.62098	building	2019/03/13	PA
41.91886	Europe/Paris	8.73812	good	06/21/2013, 00:00:00	FR
45.35	Asia/Shanghai	126.28333	accep	23 Aug 2022	CN
3.3285	Asia/Jakarta	99.1625	maintenance	2017-11-22	ID
-6.25	Africa/Dar_es_Salaam	38.66667	building	2021-04-12	TZ
40.72586	Europe/Rome	8.55552	excellent	2017-05-12	IT
65.84811	Europe/Helsinki	24.14662	good	2019/02/23	FI
32.54044	America/New_York	-82.90375	excellent	02/23/2022, 00:00:00	US
41.91886	Europe/Paris	8.73812	maitennce	25 Sep 2022	FR
36.27462	Africa/Algiers	4.85668	good	2016/09/22	DZ
29.53885	America/Chicago	-95.44744	good	06/15/2017, 00:00:00	US
51.84819	Europe/London	1.26738	good	2018-01-17	GB
58.23583	Asia/Krasnoyarsk	92.48278	excellent	19 Dec 2012	RU
28.92694	Asia/Kolkata	78.23456	excellent	2016/03/28	IN
40.11583	Asia/Samarkand	67.84222	maintenance	08/18/2021, 00:00:00	UZ
43.71032	Europe/Paris	-1.05366	average	2019/11/24	FR
42.8139	Europe/Madrid	-1.64295	maintenance	03 Sep 2014	ES
40.55851	Europe/Rome	17.80774	accep	08/09/2015, 00:00:00	IT
35.85	Asia/Shanghai	117.7	excellent	11/20/2012, 00:00:00	CN
31.76212	America/Chicago	-95.63079	building	02/20/2013, 00:00:00	US
36.61033	America/Chicago	-88.31476	accep	02 Jul 2014	US
32.9156	America/Los_Angeles	-117.14392	average	2015-06-12	US
9.6531	Asia/Manila	124.3697	good	2018/11/10	PH
40.70995	Europe/Madrid	0.57856	average	21 Apr 2020	ES
51.88333	Europe/Berlin	8.51667	accep	2019/11/11	DE
32.50611	Asia/Shanghai	120.14278	accep	03/20/2017, 00:00:00	CN
-17.74431	America/Sao_Paulo	-48.62789	excellent	08 Dec 2015	BR
40.64621	America/New_York	-73.97069	excellent	14 Jan 2017	US
40.85158	Asia/Shanghai	122.74754	good	03 Mar 2018	CN
-1.6	Asia/Jakarta	103.61667	building	2018-05-25	ID
25.87972	America/Matamoros	-97.50417	good	2019-10-08	MX
40.11583	Asia/Samarkand	67.84222	good	09/19/2021, 00:00:00	UZ
49.68369	Europe/Berlin	8.61839	good	2018/11/22	DE
50.82882	Europe/London	-0.32247	excellent	2012-10-17	GB
34.61667	Asia/Tokyo	135.6	average	01/29/2017, 00:00:00	JP
41.9001	America/New_York	-71.08977	good	2022-03-23	US
0.46005	Africa/Nairobi	34.11169	excellent	2021-05-15	KE
45.53069	Europe/Rome	9.40531	good	2021/11/01	IT
4.94273	Africa/Bangui	15.87735	good	2014-12-30	CF
40.87329	Europe/Rome	14.43865	maintenance	2013-06-28	IT
51.26	Europe/London	-2.1875	accep	2016-03-06	GB
35.48199	Asia/Tokyo	137.02166	average	14 Nov 2018	JP
-15.675	America/Bahia	-38.94722	building	2014/09/22	BR
53.81667	Europe/London	-3.05	good	06/14/2018, 00:00:00	GB
41.50343	America/New_York	-74.01042	building	04/10/2021, 00:00:00	US
5.90702	Asia/Kuching	116.10146	good	2022-02-05	MY
-2.90055	America/Guayaquil	-79.00453	average	26 Jun 2022	EC
3.27833	Africa/Kampala	32.88667	maintenance	03/24/2013, 00:00:00	UG
21.59983	Asia/Kolkata	71.21169	average	02/13/2017, 00:00:00	IN
-22.45667	America/Sao_Paulo	-47.53028	accep	06/07/2018, 00:00:00	BR
46.32313	Europe/Paris	-0.45877	accep	09/18/2018, 00:00:00	FR
7.57944	Africa/Monrovia	-8.53778	excellent	30 Sep 2017	LR
40.55851	Europe/Rome	17.80774	excellent	2017-04-08	IT
36.76639	Africa/Algiers	3.47717	average	2014-06-16	DZ
1.6	Asia/Kuala_Lumpur	103.81667	accep	2018-10-06	MY
38.70734	America/New_York	-77.02303	accep	01/09/2017, 00:00:00	US
-0.71667	America/Belem	-48.52333	accep	06 Dec 2015	BR
6.95194	Asia/Manila	121.96361	excellent	14 Jun 2019	PH
49.07866	Europe/Kiev	30.96755	building	11 Dec 2018	UA
41.55947	Europe/Rome	14.66737	building	2017-01-22	IT
43.82634	Asia/Tokyo	144.09638	excellent	07/08/2020, 00:00:00	JP
47.83333	Asia/Aqtobe	59.6	accep	2020/06/19	KZ
6.46346	Africa/Accra	-2.31938	building	22 Dec 2021	GH
60.02427	Europe/Moscow	30.28491	good	2021/09/03	RU
39.71734	America/New_York	-74.96933	average	2022-07-25	US
38.68712	Europe/Madrid	-4.10734	maintenance	05/28/2013, 00:00:00	ES
51.39323	Europe/London	0.47713	excellent	07 Oct 2016	GB
58.63667	Asia/Yekaterinburg	59.80222	excellent	2015-05-16	RU
33.3213	Asia/Tokyo	130.94098	building	16 Jul 2015	JP
53.53041	Europe/Moscow	43.67663	excellent	29 Jul 2014	RU
25.92127	Asia/Kolkata	86.79271	average	07 Nov 2019	IN
37.31065	Europe/Rome	13.57661	building	02/25/2018, 00:00:00	IT
36.20829	America/Los_Angeles	-115.98391	maintenance	27 Jun 2013	US
47.48444	Europe/Zaporozhye	36.25361	excellent	2013/03/08	UA
-4.5833	Africa/Kinshasa	15.16554	average	31 Jan 2022	CD
14.14989	Asia/Manila	121.3152	excellent	2014/10/19	PH
51.04962	Europe/Berlin	12.1369	good	2014-04-27	DE
-33.88096	Australia/Sydney	151.07986	excellent	2013/09/09	AU
20.88197	Asia/Kolkata	85.83334	good	07 Apr 2014	IN
50.8	Europe/Brussels	3.16667	average	17 Apr 2017	BE
53.0233	Europe/London	-1.48119	good	08/18/2022, 00:00:00	GB
41.80753	America/Chicago	-87.65644	accep	2021/09/14	US
51.40944	Europe/Saratov	46.04833	accep	01/16/2014, 00:00:00	RU
41.92361	Europe/Skopje	20.91361	good	2016-12-08	MK
43.1009	America/New_York	-75.23266	excellent	2015-04-29	US
23.9028	Asia/Dhaka	89.11943	excellent	2020/06/09	BD
43.71032	Europe/Paris	-1.05366	excellent	01 Aug 2020	FR
38.38479	Europe/Madrid	-0.76773	accep	25 Apr 2019	ES
40.37528	Europe/Istanbul	28.88222	maintenance	2019/09/28	TR
48.21644	Europe/Berlin	9.02596	accep	2014-11-26	DE
43.32393	Europe/Paris	5.4584	good	20 Dec 2020	FR
42.64685	Europe/Madrid	-5.55835	good	2018-10-10	ES
-8.76194	America/Porto_Velho	-63.90389	accep	05/13/2022, 00:00:00	BR
47.83333	Asia/Aqtobe	59.6	accep	2015-04-03	KZ
-8.73508	Africa/Lubumbashi	24.99798	accep	12 Jan 2013	CD
55.1904	Europe/Minsk	30.2049	accep	05/14/2018, 00:00:00	BY
19.30157	Asia/Kolkata	72.85107	maintenance	2018-08-15	IN
45.53929	America/Los_Angeles	-122.38731	building	02/23/2018, 00:00:00	US
43.96222	Europe/Moscow	43.63417	average	02/23/2019, 00:00:00	RU
57.97472	Europe/Moscow	33.2525	excellent	2016-04-29	RU
40.93333	Asia/Bishkek	73	accep	27 Sep 2015	KG
55.39485	Europe/Moscow	43.83992	excellent	2015-01-30	RU
51.65	Europe/London	-0.2	maintenance	2015-05-05	GB
-7.51611	Asia/Jakarta	109.05389	average	2019/09/29	ID
59.80917	Europe/Moscow	30.38167	building	02/11/2021, 00:00:00	RU
-25.42944	America/Sao_Paulo	-50.00639	average	2013/08/21	BR
14.93333	America/Guatemala	-91.11667	maintenance	11/08/2015, 00:00:00	GT
45.44868	America/Toronto	-73.81669	accep	01/01/2019, 00:00:00	CA
35.06667	Asia/Tokyo	135.21667	average	2022-09-26	JP
0.51667	Asia/Jakarta	101.44167	accep	2021-04-18	ID
48.77644	Europe/Paris	2.29026	excellent	28 Mar 2020	FR
18.42745	America/Puerto_Rico	-67.15407	accep	03/24/2019, 00:00:00	PR
33.72255	America/Los_Angeles	-116.37697	accep	2020-11-16	US
42.58342	America/New_York	-71.8023	excellent	02/21/2022, 00:00:00	US
53.16167	Europe/Amsterdam	6.76111	good	2014-08-31	NL
48.43174	Europe/Bratislava	17.8031	accep	2017/06/20	SK
43.11667	Europe/Paris	1.6	average	2016/04/09	FR
