PM10	Pb	latitude	CH4	NH3	H2CO	O3	warning	TEMP	CFCs	PM2.5	PAHs	NOx	SO2	longitude	PRES	C2H3NO5	CO
7.72114	63.81290	36.02506	7.86191	8.91984	52.57485	4.81207	1.00000	7.52380	70.40158	6.55176	8.80221	2.68455	6.93161	-86.77917	1056.47581	0.51693	8.62886
7.13682	41.08380	8.62261	4.83088	8.90174	49.87898	5.73255	1.00000	14.90956	57.83574	7.71896	8.94893	7.39451	7.40631	-70.20749	1133.16911	0.29887	6.61001
5.57306	43.83678	41.55947	8.28330	6.91065	50.47643	7.59992	1.00000	22.04247	61.87616	3.43644	8.33286	7.71015	8.73784	14.66737	1120.77854	0.21963	9.93051
9.08082	27.70567	34.65918	8.37172	8.43203	67.79232	6.94127	0.00000	15.88042	75.21463	8.27231	6.12023	9.22034	7.13472	109.22921	1178.31766	1.24855	6.78499
7.21859	33.23274	34.25	5.63349	8.66059	74.05181	6.21699	1.00000	4.94818	63.88628	9.49861	6.56720	5.84619	7.53271	135.31667	1066.58640	0.41374	5.26046
7.06113	56.95139	17.06542	8.99092	8.18284	46.49406	6.96846	1.00000	1.84303	57.57780	10.54740	7.23662	5.13324	8.34064	-96.72365	1194.00147	0.39759	6.87658
8.83018	38.29132	-1.6	10.79112	6.99687	44.55731	9.61045	1.00000	15.20045	69.48156	10.56226	8.98877	5.15348	7.97040	103.61667	1144.99063	1.08800	7.08585
10.72699	39.16039	55.25	7.26756	8.45115	47.71050	9.87108	1.00000	18.89833	64.59866	6.92866	10.15856	8.90305	7.08084	24.75	1105.44159	6.20530	5.39208
8.22125	54.40761	35.95664	9.70449	7.90189	77.27177	7.94889	1.00000	23.91784	59.84215	8.84435	8.07592	6.48453	9.26807	36.7138	1181.45258	0.70497	7.28364
7.65272	57.36802	-19.7625	9.45268	8.43274	31.83014	7.62313	1.00000	9.85684	55.91244	10.35838	7.20906	6.77197	7.11048	-44.31389	1099.77276	0.43141	5.31761
10.26916	47.28093	32.52515	8.24311	6.67228	48.49595	9.38851	1.00000	21.36686	58.75817	7.95200	7.72768	6.13540	8.71888	-93.75018	1123.11693	4.04006	7.60750
10.42879	58.32476	23.18	8.79459	7.25360	63.15850	8.85174	0.00000	13.86193	58.50259	7.66095	6.63059	10.18180	6.77693	88.58	1127.87253	4.69323	7.54755
8.47218	60.99939	34.25628	9.90120	5.37077	37.85897	10.95121	1.00000	10.01259	70.12814	11.57407	8.32089	6.43994	8.26818	-78.04471	1193.09541	0.88935	4.66683
7.70033	36.47572	11.00599	7.04671	8.22120	35.22534	4.31238	1.00000	2.31818	60.23908	6.35238	6.07486	7.29558	6.95117	77.5609	1085.70685	0.50180	6.50877
10.88130	34.37222	34.8825	7.37348	9.13168	42.44785	11.41324	0.00000	-2.81183	74.35007	6.91124	7.82256	10.04543	6.85612	128.62667	1151.65529	7.37596	10.85825
9.30526	45.81131	-33.88096	9.89905	8.20434	38.46229	8.46449	0.00000	24.84778	45.67203	5.83666	8.15074	11.92424	7.34742	151.07986	1172.26691	1.65467	7.76697
6.08764	55.98572	42.64031	7.87553	7.72944	56.23606	6.75239	1.00000	26.30508	65.31823	6.65102	7.63206	7.26456	7.12867	125.51176	1105.55066	0.38023	9.95367
9.65478	56.27682	-27.4338	8.71273	7.18551	65.71335	11.42924	1.00000	8.13434	60.03751	9.86396	7.10403	6.05090	9.61526	-65.61427	1196.67782	2.30414	6.32018
8.68962	35.67659	25.75728	7.97116	6.70585	37.00964	7.56642	0.00000	25.69386	62.36405	7.95912	6.75014	8.99438	7.44251	75.37991	1117.00871	0.84629	5.87732
8.21759	44.30349	25.87972	9.17101	7.89252	54.87055	9.40758	1.00000	7.78274	64.27722	10.77704	7.24454	6.27219	6.65724	-97.50417	1137.07893	0.70023	5.41264
11.50211	38.01873	6.9909	11.53382	6.84033	19.82702	5.83268	0.00000	8.28192	69.57180	6.36649	8.10029	11.11588	9.34214	79.883	1105.30002	13.21388	8.87002
6.43287	53.78966	48.06919	9.07522	7.68686	41.61144	6.31626	1.00000	4.24613	82.14313	6.16775	7.68069	6.83038	6.94288	11.37703	1095.79381	0.37165	10.67091
9.73542	45.77864	-44.39672	8.38677	7.09314	49.38390	9.34624	0.00000	28.13437	68.77524	8.02698	9.14004	7.28290	9.46438	171.25364	1105.53169	2.39810	9.83292
9.68945	36.03786	4.88441	10.26391	9.71647	44.59478	9.18610	0.00000	7.82853	65.26802	7.16725	6.79736	10.79327	7.59116	101.96857	1086.58231	2.25668	8.64468
8.82380	36.43698	51.62907	11.66596	7.06471	22.24652	8.56453	0.00000	17.23883	50.88530	7.26466	7.90449	10.73452	8.42455	-0.74934	1107.80616	0.95437	7.69088
11.07343	47.48146	23.49668	11.16358	7.22971	41.29150	9.29030	0.00000	20.46279	61.13889	7.72886	7.28522	10.86256	8.36486	86.68363	1164.63286	8.76581	9.61896
7.07774	55.50767	-23.7975	7.98836	7.03518	77.09803	4.88890	1.00000	32.32960	68.00253	6.54289	8.55130	6.47762	7.88414	-48.59278	1051.60518	0.32673	11.53586
8.68191	62.93585	65.84811	9.25655	8.85167	72.06425	10.11854	0.00000	21.97909	65.53011	6.67664	7.14957	9.13584	6.68547	24.14662	1072.94516	1.01431	8.67912
8.32786	58.32105	-22.45667	8.22544	6.72175	58.65888	3.36784	1.00000	17.81449	71.45537	8.30361	7.22499	3.97638	9.40535	-47.53028	1126.56903	0.68203	7.83119
7.31577	57.49067	41.9001	8.46025	6.69431	48.32846	5.50897	0.00000	28.80305	60.02907	6.29639	7.10859	8.67180	6.64713	-71.08977	1124.50376	0.47576	6.34875
9.15890	55.71459	41.85059	8.83291	9.36229	53.29051	8.52906	0.00000	15.73046	63.28403	8.61467	8.49837	6.99897	9.00029	-87.882	1102.18174	1.49332	6.40292
9.01945	51.00346	33.35283	10.32350	7.06611	56.07133	9.92154	1.00000	14.13719	73.30668	10.69117	8.05181	5.47718	6.91650	-111.78903	1135.47834	1.26353	6.44082
7.19499	49.07554	37.19723	9.71779	8.68321	76.16796	7.72589	0.00000	22.01063	66.50558	7.24031	8.48901	7.16451	7.49513	122.05228	1160.23779	0.42558	8.50728
8.70412	61.20807	52.53048	9.61720	8.02923	54.07919	9.77136	1.00000	12.86098	61.46578	10.22215	7.76498	5.92412	7.33015	13.29371	1087.96075	0.94441	6.42972
8.87757	58.73138	41.77583	8.88647	7.56400	60.92924	11.26988	1.00000	17.24246	45.86176	9.63135	8.18144	7.61247	7.36470	140.73667	1151.11368	1.15188	5.23015
8.08721	72.72417	18.03496	10.30729	8.56216	36.70504	8.45423	1.00000	27.24166	56.96490	10.43160	7.49166	4.81154	6.44695	-66.8499	1153.41047	0.54337	7.63003
7.96618	51.16424	59.80917	8.97113	6.78130	50.80114	4.22263	0.00000	18.09210	63.71445	6.47946	7.19613	8.35923	6.96635	30.38167	1060.55490	0.55628	6.69086
10.12490	30.26083	42.30865	9.05633	8.19225	46.43748	11.12690	1.00000	14.10140	65.08671	8.82313	8.50399	6.14828	7.67416	-83.48216	1151.43892	3.44337	7.18411
7.24553	62.68406	60.02427	9.77446	8.72358	62.37773	4.67869	1.00000	27.58678	62.84657	7.81128	5.64857	5.82627	5.95139	30.28491	1103.51735	0.45634	9.82600
6.44665	54.53048	15.5439	11.02551	7.78576	48.61092	6.38404	1.00000	4.10656	72.38557	3.88196	5.34898		9.16993	73.7553	1180.90905	0.32222	8.38007
10.58316	46.84664	46.09273	9.54788	6.22773	78.71191	5.70796	0.00000	9.27442	73.78938	8.13524	8.20071	9.52103	6.96589	-88.64235	1112.21067	5.42383	8.16071
5.47434	54.60097	33.35283	3.55005	6.95596	53.34016	9.01326	1.00000	17.40537	61.27143	6.29192	9.57080	5.64831	6.76610	-111.78903	1118.33766	0.28810	11.95850
6.21405	29.56495	39.08367	6.01367	6.24310	46.62001	6.58455	1.00000	4.45937	60.33826	7.63783	7.42730	8.78989	6.88633	-84.50855	1108.94134	0.29973	11.64338
9.31281	35.69304	46.09273	10.67821	7.07299	54.93557	10.81163	1.00000	8.04181	67.17652	10.80955	8.08675	4.55106	7.02383	-88.64235	1164.67929	1.63641	7.49414
8.13574	42.74386	0.49113	9.30692	6.34134		7.61530	1.00000	22.02896	70.77633	9.19899	8.16542	5.97303	8.48732	29.47306	1166.20866	0.70305	7.27825
7.41472	43.40177	55.75556	2.92883	9.26143	42.12658	5.19361	1.00000	18.54184	65.84974	6.75846	7.83954	7.56263	9.26381	60.70278	1194.20154	0.45552	9.15486
9.74139	43.30341	4.73245	7.46404	7.91456	39.00039	10.79410	0.00000	19.06846	67.67720	6.64070	8.66129	9.36008	7.36919	-74.26419	1091.13097	2.40946	9.89170
5.91718	41.24843	42.50729	6.67082	7.87459	26.19819	7.11839	1.00000	28.17906	52.98958	6.44879	8.09402	7.84260	8.67196	1.53414	1151.30804	0.30152	11.92833
9.63628	58.51235	1.6	10.58173	8.86921	44.98983	10.67348	1.00000	26.36226	55.36060	11.72341	7.19106	5.17520	7.02927	103.81667	1087.87443	2.26217	5.56302
9.07072	45.09978	11.50526	9.59774	6.96265	43.68304	9.71255	1.00000	7.13138	63.69057	9.75751	6.34614	4.73818	8.84659	77.23826	1053.54803	1.37974	7.98042
7.00385	31.53472	33.93113	7.03654	8.01644	60.53777	5.54879	1.00000	5.99535	60.77021	6.73704	7.70753	6.36989	7.12749	-117.54866	1191.80658	0.26487	8.74300
9.11038	52.48237	45.0408	11.31726	7.79756	71.57462	8.81843	0.00000	31.72034	70.85208	8.31136	8.74467	9.97243	8.28735	-93.263	1123.30988	1.38309	8.03932
9.40453	27.55636	42	10.00709	8.43564	71.32292	6.25446	0.00000	10.28385	51.63884	6.51089	6.96182	9.35553	7.98524	21.32778	1188.94896	1.84653	9.10671
6.55113	39.32311	42.7392	5.94135	7.27416	50.73157	6.40300	1.00000	26.26487	63.36990	5.82246	7.50329	6.10936	6.63539	-84.62081	1065.32639	0.27903	10.54236
9.58300	55.05017	47.92526	11.49975	5.49383	72.33126	4.63921	0.00000	19.36114	66.11808	5.07254	7.05553	9.97287	9.95168	-97.03285	1082.62113	2.04222	6.30068
10.98865	39.72262	40.55851	8.93188	5.08040	54.30698	10.14539	1.00000	7.16713	58.94718	7.48550	8.78589	7.94416	7.43518	17.80774	1097.54407	8.07459	6.19362
8.81739	70.93929	34.95303	7.58070	6.46314	36.55222	7.80211	1.00000	4.82328	60.63917	8.17972	7.34566	8.36893	7.46154	-120.43572	1060.02661	1.09542	6.02112
7.27476	43.95453	51.12794	6.06472	8.97526	41.18295	5.22921	1.00000	8.48521	55.19309	9.78954	8.85636	7.72972	7.91464	4.21372	1111.84155	0.28181	8.15135
8.23123	44.04176	35.88264	8.63159	6.92089	65.67647	6.86149	1.00000	12.57029	71.65490	9.26511	6.13769	6.81931	9.21094	-80.08199	1181.53698	0.67660	5.87489
12.47356	53.98281	-36.9256	8.29930	8.64016	25.83281	10.48245	1.00000	5.52076	59.28145	5.65611	6.88675	8.48335	6.76525	-73.02841	1065.60681	34.61530	6.95488
7.82612	46.55509	-8.05389	9.77669	8.49196	83.09395	8.31168	1.00000	24.69062	63.92218	10.05719	9.28127	6.53115	9.19785	-34.88111	1117.91910	0.63309	6.06743
6.51050	42.06054	22.98212	7.51895	7.10620	44.82655	6.36922	1.00000	16.20351	75.08804	4.37739	8.82426	6.23954	8.37395	-80.58556	1194.53921	0.31571	10.15658
8.65312	47.21234	18.65297	10.62208	9.26772	61.34995	10.55360	1.00000	27.64995	58.19823	12.03970	11.37900	6.15275	7.92788	-72.09391	1192.56561	0.92730	4.56337
8.99696	35.68670	40.63316	8.22653	7.27891	38.92228	8.62639	1.00000	10.96418	63.60036	9.42209	6.45307	5.42237	8.51406	-74.13653	1115.37166	1.19129	7.14947
8.87065	54.94030	52.31333	8.27012	6.05151	35.66901	7.64939	1.00000	33.29376	68.32959	7.79005	5.84176	7.70246	8.09558	6.92917	1091.57899	1.09765	6.42230
9.39790	60.31111	57.30185	7.95769	7.70380	43.39716	8.83795	1.00000	26.38814	67.40736	7.12610	6.72134	7.32660	6.10474	39.85331	1143.07269	1.76418	7.44158
9.33542	42.99916	43.96222	10.09405		38.57743	7.13291	0.00000	20.08027	68.32651	5.28043	7.87490	10.65445	9.47822	43.63417	1078.28728	1.76010	6.62850
6.22259	45.27094	41.29444	9.87172	8.25585	58.01750	2.89965	0.00000	15.09886	64.39155	3.88539	7.09086	8.14091	5.82358	69.67639	1171.65923	0.21372	4.30385
9.32745	53.12686	-22.9	10.13398	8.51644	44.58196	8.87062	1.00000	12.67575	76.02524	9.36168	6.80543	6.01128	8.16088	44.53333	1155.42125	1.67983	6.99040
8.67996	42.18184	48.98693	9.19150	5.39497	52.92915	7.78449	1.00000	19.29302	66.68993	8.20944	5.93619		7.37599	2.44892	1153.20455	1.11456	6.77020
8.97407	30.76663	10.63504	8.72297	7.91695	54.26687	9.00011	1.00000	20.84181	65.70660	8.92761	8.84032	6.75360	7.97285	-85.43772	1051.84216	1.18559	6.42914
11.50103	63.41908	-4.5833	10.38515	8.04258	39.58532	7.84908	0.00000	7.68713	71.91505	6.84915	8.69895	11.11574	9.55660	15.16554	1087.03877	13.30151	8.52482
6.50577	49.95599	-22.45667	5.98549	7.21948	64.84715	6.56609	1.00000	23.23793	67.57701	8.78256	8.47602	7.44334	8.78784	-47.53028	1154.38987	0.18656	9.66273
7.75745	29.39999	40.66482	6.01296	8.82646	38.35691	4.98119	1.00000	12.14396	66.70916	8.75610	9.29306	4.48160	7.62341	122.22833	1158.36370	0.47989	8.50720
8.39188	24.85455	34.25807		9.29474	21.24237	7.52499	1.00000	15.17144	62.65630	9.88172	7.08386	4.94885	7.68538	-88.70464	1097.04133	0.83819	7.38118
9.27528	63.15211	-6.8	9.01716	8.76003	48.96323	5.63048	0.00000		65.92960	7.30193	8.09795	8.74121	5.90516	39.25	1066.96065	1.53999	6.00507
8.86856	43.65690	35.72917	9.00199	8.25232	44.59324	8.46561	1.00000	24.31481	73.13364	8.85587	6.38813	6.73311	6.93177	10.58082	1109.13613	1.18413	6.54605
7.78577	24.71982	60.02427	10.08704	7.58962	45.07981	8.27699	1.00000	8.08505	60.62116	10.18224	6.04040	6.54261	7.83916	30.28491	1070.17051	0.47523	6.06894
9.15170	42.02063	37.73222	8.69516	7.78858	46.58823	9.82645	1.00000	28.75123	69.44833	8.76967	8.21441	6.33950	7.87373	115.70111	1197.81702	1.51516	7.12696
7.79562	36.24258	57.47908	7.03462	6.95319	52.48070	6.45714	0.00000	20.70860	59.77606	6.21751	9.04841	5.63881	5.95774	-4.22398	1148.46878	0.57101	3.25905
10.00983	34.68644	30.35028	8.06790	8.59219	52.89772	9.79391	1.00000	28.95881	71.17465	7.67497	7.98880	8.46068	7.41191	112.19028	1186.72390	3.10304	5.50699
8.18161	35.00609	31.82539	6.73508	6.53798	56.83104	8.60477	0.00000	23.59562	52.26028	8.49349	7.48025	8.18513	7.41884	72.54064	1119.58716	0.60939	4.81097
9.50963	53.48821	41.91886	8.52575	7.51694	72.43339	11.37198	0.00000	22.04224	55.39302	9.58032	9.54360	6.09352	6.75705	8.73812	1186.90990	1.95120	10.27690
9.92857	46.80265	68.79833	7.75332	7.72354	57.96207	9.90273	0.00000	-0.78050	55.79800	6.18973	8.07280	10.29500	8.75619	16.54165	1180.69798	2.95200	9.63588
8.51259	59.91559	-23.44361	9.42672	8.37055	49.60007	9.62284	1.00000	16.69644	67.22718	10.87023	7.16499	6.43233	7.61951	-51.87389	1162.70772	0.74870	5.11281
6.81147	27.12815	48.49144	8.97709	7.44712	28.79659	8.40462	1.00000	10.67319	69.69334	11.33720	9.38721	6.57500	7.35149	9.20427	1109.98562	0.31977	4.75391
9.74578	45.65029	47.38093	7.84699	6.81935	42.76437	8.60066	1.00000	20.46454	74.53633	7.38251	8.80746	7.50287	8.34957	-122.23484	1191.19077	2.42944	6.71015
11.06798	43.15316	37.65639	9.19474	5.99939	53.40348	7.22235	0.00000	18.88763	54.81751	6.76674	6.98911	9.36781	6.78856	126.835	1100.23315	8.54360	8.87110
6.46727	28.46010	11.86064	7.32016	6.05300	61.03005	6.99306	1.00000	21.47218	58.23756	6.85485	7.52468	5.98373	8.08196	9.0027	1119.93212	0.28690	6.94957
7.79355	53.28378	7.62789	8.47523	8.46602	59.62382	4.56368	1.00000	22.42026	56.74839	9.57158	6.93648	3.32307	5.89910	4.74161	1149.56349	0.50491	8.84118
6.91562	38.84869	-7.73379	11.20906	8.36804	67.02916	5.48650	1.00000	9.39267	78.68262	6.02636	7.52780	4.99710	7.60501	113.69785	1062.18546	0.30860	6.76315
6.35899	62.07415	41.72059	6.58615	6.84268	32.05263	6.96010	1.00000	12.38852	62.72826	7.19708	9.57223	5.50664	9.86613	-87.70172	1116.72853	0.28423	9.06669
7.17540	62.83171	35.89972	7.54866	7.57627	51.09034	4.98537	1.00000	17.92774	68.88351	7.14354	8.00148	7.06221	7.03963	14.51472	1153.70084	0.30957	9.44334
5.39416	47.05172	56.03361	7.89465	7.17361	38.67531	8.02908	1.00000	5.69516	58.51335	6.95676	6.79302	8.14122	9.16833	35.96944	1089.39839	0.07127	10.22257
9.45735	43.88492	-0.35817	7.48730	7.72997	54.76069	10.26151	1.00000	14.08029	61.69940	7.94641	8.59825	9.01201	8.65287	42.54536	1099.86178	1.85728	4.72193
8.68426	49.10922	39.43534	8.88705	8.34214	36.58977	9.11825	1.00000	13.69746	70.96726	9.67244	7.51278	7.13145	6.60097	-84.20299	1159.99896	1.06216	5.34911
9.33319	43.14960	48.49144	12.67550	7.86020	44.30583	8.65231	0.00000	13.34128	70.04330	8.21920	8.59557	9.90143	6.55197	9.20427	1079.10990	1.74670	7.12357
8.06676	48.29708	40.24537	9.72553	7.46241	56.48853	8.67611	1.00000	20.43528	68.71598	11.28841	7.74727		8.41980	-75.64963	1131.63763	0.59794	5.55854
9.66426	54.93286	-6.8	8.63952	6.91094	55.88221	10.10571	0.00000	23.72641	60.27369	8.37664	6.55809	8.38615	7.99937	39.25	1130.63425	2.25956	5.18936
8.37426	35.23389	-20.25333	9.63571	7.48194	42.22631	5.72155	0.00000	5.06706	74.59105	5.09386	9.74872	9.48263	6.79561	-43.80139	1181.67341	0.82593	4.39179
5.66021	39.33344	28.71271	10.60649	8.02143	69.98449	7.17934	1.00000	2.51460	0.00000	0.14076	6.63670	5.41239	8.52651	77.656	1172.25329	0.28235	11.20864
7.93445	49.91801	53.5942	9.54187	6.73257	82.22365	6.41615	0.00000	13.61622	61.16644	6.94043	6.64603	8.59909	7.80685	25.8191	1124.03502	0.57387	7.46116
10.77009	42.21550	51.35084	10.35274	5.38506	62.49020	10.12037	1.00000	15.67984	62.49044	8.91184	8.70271	6.34133	8.10534	-1.99421	1101.34692	6.51227	6.78879
6.56871	36.88508	-8.76194	3.61864	8.22184	60.07242	7.28073	1.00000	7.23043	49.70558	8.92652	6.84634	6.50794	7.80618	-63.90389	1054.73726	0.30178	7.23156
9.36786	33.10532	-21.41222	8.36740	7.85352	60.96123	8.87884	1.00000	14.31786	64.46889	8.14690	7.44117	5.81608	9.35874	-42.19667	1094.59227	1.73486	8.02282
9.53613	34.08794	41.9001	8.98533	6.18532	47.47312	7.26911	1.00000	12.53325	54.87604	8.09497	10.23388	7.00094	7.31150	-71.08977	1102.91658	1.99237	6.61764
8.99220	41.84454	49.28669	7.28245	6.15970	66.63897	9.07481	0.00000	12.09330	59.62308	4.19596	8.26055	8.31794	7.78828	1.00288	1111.65808	1.28516	4.99950
9.79473	34.67484	-33.38056	8.01803	7.52852	57.56116	7.27861	0.00000	19.80168	80.94123	7.67041	9.15890	8.44120	7.51445	-56.52361	1190.03224	2.51794	6.41099
9.29467	47.28420	-2.68333	10.21107	9.25796	49.32601	10.35536	0.00000	-2.56730	70.18167	3.86460	9.72807	11.44156	6.35726	33	1077.98616	1.70780	9.59474
9.03335	51.33820	23.02677	8.89612	7.60683	42.41171	7.55550	0.00000	11.56857	67.00550	5.72479	8.96409	9.30145	8.74447	113.13148	1139.23802	1.42932	5.22365
4.90445	56.66974	44.80477	8.53545	7.50428	87.06989	8.83935	1.00000	27.13621	82.09886	4.64023	7.61698	7.30239	6.77723	-0.59543	1190.97855	0.18409	11.71927
6.24257	42.34035	47.38093	6.97980	6.73851	57.22910	7.14585	1.00000	13.51739	65.96478	8.74908	6.85759	7.01753	7.04010	-122.23484	1166.54897	0.27002	8.62587
10.26649	20.03118	-11.78333	10.92025	8.15610	32.41527	5.65033	0.00000	-0.77676	70.64894	5.03942	8.03761	10.25534	7.81000	19.91667	1058.04487	3.95782	8.23019
7.78722	43.43599	32.05971	8.91149	8.30041	38.04274	7.33848		15.29774	67.15982	5.44516	8.12377	7.25222	7.77228	34.8732	1190.75131	0.53362	8.55397
8.37427	48.80347	34.81667	9.46821	6.81375	61.30511	9.39609	1.00000	27.99318	48.47495	9.99570	5.86739	7.09100	9.26744	137.4	1058.13705	0.73656	5.43118
8.90104	30.02364	8.88649	7.84334	7.70646	50.78932	8.43601	1.00000	19.04573	71.02961	7.80804	8.14583	7.37399	7.32342	2.59753	1064.96560	1.10598	6.70464
10.28845	44.69688	33.7207	7.50714	7.44130	57.35250	8.66611	1.00000	28.03013	58.98333	6.52811	7.17893	7.40990	9.91394	-116.21677	1103.29197	4.02140	7.44857
7.09125	53.84446	36.92574	5.18041	6.58568	43.65586	6.07566	1.00000	7.36929	70.65655	6.36886	9.54356	5.65712	5.92905	14.72443	1050.03295	0.36157	8.69039
7.18826	58.55895	47.83333	8.80611	7.19129	31.82240	7.54166	0.00000	7.99942	83.52886	7.10138	7.34967	6.11876	9.22907	59.6	1114.03177	0.37061	7.84083
10.25242	37.73585	52.71083	9.93943	7.10643	50.10411	6.30919	0.00000	1.87345	66.96024	5.17428	7.42476	9.08632	6.82432	5.74861	1177.09910	3.87272	8.44279
	48.78618	34.09668	9.20583	9.72972	57.04095	9.85070	0.00000	34.11688	76.78236	9.06872	7.48092	7.22769	8.45835	-117.71978	1061.19772	12.32949	9.00020
7.63320	21.60232	20.88953	8.05207	7.65303	52.30601	11.28311	0.00000	16.21581	75.41747	6.05283	8.40502	8.32935	8.76419	-156.47432	1133.63475	0.46895	9.21054
8.70513	53.16425	4.94273	10.37744	7.94366	42.47296	3.03989	0.00000	5.99872	75.16054	6.76591	9.79794	8.86015	7.27884	15.87735	1166.23675	0.98065	7.84755
6.19545	46.24304	34.86472	6.17968	7.31356	59.55427	5.22186	0.00000	3.35408	74.25569	6.09703	8.35328	5.75020	6.81919	117.55417	1126.22451	0.45606	5.14967
5.95957	34.86524	-26.22861	9.41903	9.23805	64.53692	7.14817	1.00000	23.37976	61.83333	5.63670	9.41124	6.06650	7.67828	-52.67056	1065.43385	0.26114	10.93363
8.44969	68.38202	-3.74912	12.77490	7.65023	60.80043	8.79029	0.00000	12.90429	72.40024	7.74807	8.53994	10.07387	6.84297	-73.25383	1151.87353	0.88898	7.25387
9.21190	28.91319	15.45144	7.30975	8.88068	39.45986	9.78590	0.00000	10.26848	66.41033	5.03951	6.42282	10.11438	7.55872	78.14797	1057.32177	1.49563	10.12146
6.28466	49.91297	0.03813	5.67234	8.65661	61.04442	6.89354	1.00000	20.36180	65.25848	4.13365	6.61994	6.27769	8.23270	36.36339	1195.94233	0.21807	9.77357
10.17744	16.35090	-7.57897	9.28672	7.19698	52.26067	10.02164	0.00000	15.82241	59.47622	6.48135	7.31400	9.63414	8.69856	112.23109	1151.87381	3.69664	9.44533
5.54991	62.68418	48.49144	6.17059	9.11592	42.17491	9.20423	1.00000	8.02822	54.40023	8.57961	7.16248	6.84540	8.60990	9.20427	1169.52739	0.21561	6.54353
7.04386	35.90864	-4.42472	5.23201	6.58295	71.58915	5.61104	1.00000	-9.00353	65.00148	7.41774	8.80694	7.42557	7.54842	-41.45861	1066.67696	0.37632	9.25411
6.66480	59.41544	41.92361	6.21194	8.58445	59.50168	6.14698	1.00000	13.12115	76.16694	7.71878	6.56306	6.50330	8.54068	20.91361	1064.86763	0.27675	10.92408
6.30470	49.64257	50.5107	4.89201	8.54834	38.50312	7.08728	1.00000	3.24933	54.40942	6.91002	7.36693	5.57231	7.67764	18.30056	1052.56681	0.28282	11.68261
5.65485	55.12154	45.53929	5.95090	6.97495	50.37114	7.47553	1.00000	11.65248	70.62927	2.24579	6.52241	8.44562	8.36469	-122.38731	1123.28947	0.29773	10.82389
5.34734	49.19681	-4.42472	8.66061	8.33411	50.36593	8.07217	1.00000	19.12546	59.60457	2.55738	7.89717	7.84514	7.46750	-41.45861	1126.02094	0.20586	10.09919
6.44067	29.28214	21.59983	7.67903	8.82390	60.73127	8.61472	0.00000	9.26377	63.49104	6.21492	7.31468	7.46169	9.32651	71.21169	1125.40967	0.26804	8.78077
10.55016	30.94453	37.73222	12.42463	7.21611	30.41603	8.44446	0.00000	9.31346	77.71766	9.57358	7.75830	10.43178	8.23948	115.70111	1174.25441	5.25337	7.77397
9.59306	44.69645	23.29549	7.26828	8.25246	34.47762	8.03063		14.10068	66.93156	6.78319	8.58563	7.89443	6.74202	113.82465	1099.21055	2.19921	6.73842
10.73132	43.89459	48.35149	10.58672	8.63592	43.55896	7.50376		-3.34414	53.70472	6.78368	7.61256	11.27040	7.96444	8.96317	1099.68949	6.24694	7.42491
12.95304	71.33881	33.92946	8.19387	7.75696	43.04648	11.65577	0.00000	40.31403	53.35454	7.17985	8.50902	10.79633	8.65233	-116.97725	1115.55495	55.75863	10.94503
8.86796	58.12905	43.48961	10.77303	6.38890	37.21332	3.61247	0.00000	9.02389	52.52852	5.64286		9.65712	7.22914	-8.2194	1191.92121	1.25772	7.50934
6.33499	48.52673	51.30001	5.66371	8.21767	55.28971	6.79922	1.00000	23.26566	58.84277	9.01372	8.44637	8.58618	7.55255	13.10984	1112.96489	0.32367	9.78841
7.13067	49.29585	16.0567	7.52048	8.05984	52.70988	5.51014	1.00000	20.00732	75.70735	7.80890	7.45518	5.42213	7.88430	103.65309	1103.05780	0.34672	7.69412
8.97673	57.65934	40.93333	8.31266	9.24996	70.55415	8.77212	0.00000	27.75976	66.62151	7.09566	8.49947	8.33465	8.13542	73	1174.22755	1.33035	9.11460
9.27714	41.31131	5.6561	6.49416	7.95627	39.92316	9.12613	0.00000	-11.13679	72.95037	6.17425	8.17162	7.96924	9.98315	-75.87877	1078.16386	1.60124	10.23480
9.21944	54.01358	-8.73508	8.24578	9.24826	53.65325	8.90144	0.00000	13.56204	65.37271	6.66081	7.56104	9.63228	8.11030	24.99798	1082.64227	1.56597	6.16052
6.96813	61.78185	48.49144	10.72774	7.84878	37.93846	2.39486	0.00000	20.54936	58.26192	5.29951	7.07968	8.51326	7.10452	9.20427	1177.29469	0.33466	6.86744
10.36019		41.9001	9.63236	8.39709	45.89061	11.19003	1.00000	9.31385	69.65610	9.49106	7.33937	6.87685	9.53944	-71.08977	1173.18996	4.31908	5.77335
6.28479	58.42808	-2.90055	4.46552	8.13661	63.67888	7.15320	1.00000	24.41339	69.61416	6.37947	6.92311	8.52513	6.28842	-79.00453	1158.96720	0.31534	7.17117
11.68457	59.83783	34.65918	10.65802	8.53319	36.48395	8.14229	0.00000	20.24436	47.03993	8.05137	7.38624	9.95185	6.84286	109.22921	1127.21184	15.81924	9.22446
7.38119	37.58640	26.76628	9.34175	9.25914	90.11200	8.39934	0.00000	34.19419	71.56253	4.06320	8.52369	9.99757	7.68372	83.36889	1057.87149	0.40211	8.34862
7.97345	51.27972	54.52156	7.12956	7.88349	57.18081	9.16230	1.00000	10.21986	74.96039	5.52271	8.67067	7.43263	7.45801	9.5586	1057.14150	0.45645	9.80507
