latitude	revision	location	longitude	code	QoS
-10.91111	2017/11/01	America/Maceio	-37.07167	BR	excellent
37.95143	12/26/2016, 00:00:00	America/Chicago	-91.77127	US	building
21.01858	2013/01/30	America/Mexico_City	-101.2591	MX	average
40.72371	30 Jul 2016	America/New_York	-73.95097	US	accep
6.25947	2013-09-16	Asia/Bangkok	102.05461	TH	good
34.21639	03/30/2017, 00:00:00	America/Los_Angeles	-119.0376	US	excellent
41.77583	15 Jun 2014	Asia/Tokyo	140.73667	JP	excellent
38.37255	07/16/2017, 00:00:00	Europe/Istanbul	34.02537	TR	excellent
34.81667	2019-11-15	Asia/Tokyo	137.4	JP	average
10.29085	2022-07-02	Asia/Ho_Chi_Minh	105.75635	VN	building
12.74482	2016/01/16	Africa/Lagos	4.52514	NG	maintenance
44.97639	08/28/2016, 00:00:00	Europe/Belgrade	19.61222	RS	average
34.81667	05/14/2018, 00:00:00	Asia/Tokyo	137.4	JP	accep
43.61062	04/07/2020, 00:00:00	America/New_York	-72.97261	US	building
-22.45667	2020-12-01	America/Sao_Paulo	-47.53028	BR	building
6.95194	2022-09-10	Asia/Manila	121.96361	PH	maintenance
-7.01833	2019/02/01	Asia/Jakarta	107.60389	ID	building
55.63711	10/09/2019, 00:00:00	Europe/Moscow	37.38115	RU	good
45.99194	2015/04/23	Europe/Kiev	29.41824	UA	excellent
21.46527	2020/03/10	Asia/Kolkata	83.97573	IN	maintenance
33.76446	2019-08-26	America/Los_Angeles	-117.79394	US	excellent
15.73628	2021-10-23	Asia/Kolkata	75.96976	IN	average
40.5576	09 Mar 2020	America/New_York	-74.28459	US	good
28.88162	2014-07-03	Asia/Shanghai	120.03308	CN	maintenance
53.93361	2018-06-28	Europe/Moscow	37.92792	RU	excellent
47.30997	08/26/2017, 00:00:00	Europe/Zurich	8.52462	CH	accep
36.91023	27 Mar 2020	America/Los_Angeles	-121.75689	US	accep
19.30157	10/05/2016, 00:00:00	Asia/Kolkata	72.85107	IN	good
32.35126	05/27/2017, 00:00:00	America/Chicago	-95.30106	US	maintenance
41.14676	11/13/2014, 00:00:00	America/New_York	-73.49484	US	average
40.81	2021-03-17	America/New_York	-73.9625	US	excellent
33.54428	23 Jun 2019	America/New_York	-84.23381	US	accep
40.68066	2014-06-27	America/New_York	-73.47429	US	average
41.1053	22 Aug 2015	Europe/Lisbon	-7.32097	PT	accep
42.52787	2016/04/04	America/New_York	-70.92866	US	accep
5.27247	2013-04-01	Africa/Abidjan	-3.59625	CI	maintenance
29.22254	07 Oct 2018	Asia/Kolkata	79.5286	IN	average
43.71032	17 Oct 2019	Europe/Paris	-1.05366	FR	maintenance
48.49144	26 May 2013	Europe/Berlin	9.20427	DE	excellent
26.76628	04/22/2016, 00:00:00	Asia/Kolkata	83.36889	IN	excellent
4.73245	09/19/2022, 00:00:00	America/Bogota	-74.26419	CO	average
-34.88422	24 Sep 2019	Australia/Sydney	150.60036	AU	average
6.33444	2018/01/12	Asia/Manila	124.95278	PH	average
25.92493	23 Jul 2015	Asia/Kolkata	73.66633	IN	accep
46.51872	2013-06-28	Asia/Urumqi	86.00214	CN	excellent
36.76775	15 Jul 2020	Africa/Algiers	2.95924	DZ	good
43.61058	11/18/2017, 00:00:00	Europe/Paris	1.33467	FR	average
30.35028	2015-03-29	Asia/Shanghai	112.19028	CN	good
49.28669	2018/12/13	Europe/Paris	1.00288	FR	good
45.99194	05 Feb 2013	Europe/Kiev	29.41824	UA	building
45.73333	03/28/2015, 00:00:00	Europe/Paris	4.91667	FR	accep
37.56667	2020-06-17	Asia/Tokyo	140.11667	JP	excellent
-30.60106	13 Jul 2013	America/Santiago	-71.19901	CL	accep
-0.71667	11 Aug 2018	America/Belem	-48.52333	BR	accep
39.12074	22 Sep 2014	Europe/Istanbul	27.18052	TR	accep
33.54428	2018-05-28	America/New_York	-84.23381	US	building
23.1959	11/26/2020, 00:00:00	Asia/Kolkata	86.51499	IN	good
31.82539	04/20/2015, 00:00:00	Asia/Karachi	72.54064	PK	accep
7.62789	08 May 2016	Africa/Lagos	4.74161	NG	excellent
41.09246	07/30/2014, 00:00:00	Asia/Baku	45.36561	AZ	good
42.30865	07/25/2019, 00:00:00	America/Detroit	-83.48216	US	excellent
-10.91722	12/14/2020, 00:00:00	America/Maceio	-37.65	BR	average
50.79205	2020/10/10	Europe/London	-1.08593	GB	good
43.1009	2018-09-21	America/New_York	-75.23266	US	maintenance
-17.74431	04/19/2019, 00:00:00	America/Sao_Paulo	-48.62789	BR	building
33.4425	2020-06-23	Asia/Tokyo	129.96972	JP	accep
48.8765	22 Oct 2018	Europe/Paris	2.18967	FR	accep
3.02013	2017-09-06	Africa/Kampala	30.91105	UG	good
57.47908	2021/02/11	Europe/London	-4.22398	GB	excellent
9.57046	2016-02-29	Asia/Kolkata	76.32756	IN	average
40.70995	28 Feb 2015	Europe/Madrid	0.57856	ES	maintenance
34.09668	2021/06/30	America/Los_Angeles	-117.71978	US	average
50.06	2019-05-26	Europe/Volgograd	43.2379	RU	good
34.85	2016/08/13	Asia/Shanghai	117.33333	CN	average
31.78336	21 Feb 2022	Asia/Hebron	35.23388	PS	building
35.89972	08/05/2021, 00:00:00	Europe/Malta	14.51472	MT	maintenance
23.18	2016/09/25	Asia/Kolkata	88.58	IN	good
43.32686	2021/04/16	Europe/Madrid	-2.98884	ES	maintenance
30.81383	07/17/2018, 00:00:00	Asia/Kolkata	75.16878	IN	excellent
21.46527	24 Jan 2016	Asia/Kolkata	83.97573	IN	good
47.90771	2021-05-12	Asia/Ulaanbaatar	106.88324	MN	accep
34.15429	2017-05-20	Africa/Algiers	3.50309	DZ	building
68.79833	2016/04/11	Europe/Oslo	16.54165	NO	building
32.44874	06/09/2018, 00:00:00	America/Chicago	-99.73314	US	building
49.5099	08/19/2022, 00:00:00	Europe/Berlin	6.74549	DE	good
34.95303	2021/10/30	America/Los_Angeles	-120.43572	US	accep
-26.93366	2018/07/01	Africa/Johannesburg	29.24152	ZA	accep
-21.15	02/24/2017, 00:00:00	Indian/Antananarivo	46.58333	MG	excellent
47.76232	12/23/2013, 00:00:00	America/Los_Angeles	-122.2054	US	maintenance
32.65246	04/14/2013, 00:00:00	Asia/Tehran	51.67462	IR	building
43.1009	06 Mar 2022	America/New_York	-75.23266	US	accep
41.72059	10/15/2020, 00:00:00	America/Chicago	-87.70172	US	good
53.59782	2018/09/13	Europe/Moscow	34.33825	RU	excellent
4.96667	2021/05/31	Africa/Douala	10.7	CM	accep
20.21322	2013-06-24	America/Mexico_City	-100.88023	MX	excellent
51.65333	03/06/2014, 00:00:00	Europe/Amsterdam	5.2875	NL	accep
33.93113	07/11/2017, 00:00:00	America/Los_Angeles	-117.54866	US	accep
39.72943	2016-09-28	America/Denver	-104.83192	US	average
28.88162	08/16/2021, 00:00:00	Asia/Shanghai	120.03308	CN	excellent
41.14676	2019-06-02	America/New_York	-73.49484	US	building
54.84444	2021/05/15	Europe/Moscow	38.16694	RU	average
34.25807	07/30/2020, 00:00:00	America/Chicago	-88.70464	US	accep
-3.5403	2014/01/25	Asia/Makassar	118.9707	ID	average
-17.83333	2018/12/08	Indian/Antananarivo	48.41667	MG	good
40.93333	2014/09/10	Asia/Bishkek	73	KG	good
40.87329	2017/10/25	Europe/Rome	14.43865	IT	excellent
31.82539	2016/02/03	Asia/Karachi	72.54064	PK	excellent
53.5942	2020/12/08	Europe/Minsk	25.8191	BY	average
8.35122	03/03/2019, 00:00:00	America/Caracas	-62.64102	VE	good
36.72544	14 Jul 2021	Africa/Algiers	3.55665	DZ	accep
18.42745	31 May 2016	America/Puerto_Rico	-67.15407	PR	average
-11.78333	26 Nov 2016	Africa/Luanda	19.91667	AO	excellent
37.73222	2014/06/10	Asia/Shanghai	115.70111	CN	accep
19.8173	10/25/2013, 00:00:00	America/Mexico_City	-97.35992	MX	accep
41.15612	03 Aug 2017	Europe/Madrid	1.10687	ES	accep
43.32686	07 May 2018	Europe/Madrid	-2.98884	ES	good
55.82885	02/29/2016, 00:00:00	Europe/London	-4.21376	GB	average
10.31672	2022/06/03	Asia/Manila	123.89071	PH	excellent
47.38093	11/03/2021, 00:00:00	America/Los_Angeles	-122.23484	US	good
32.87533	13 Oct 2015	Asia/Karachi	71.57118	PK	average
18.51957	2020/05/23	Asia/Kolkata	73.85535	IN	building
45.69558	2021/08/12	Europe/Paris	4.7934	FR	excellent
40.56754	2018/10/16	America/Chicago	-89.64066	US	maintenance
11.00599	2015-02-10	Asia/Kolkata	77.5609	IN	excellent
56.85836	2015/12/30	Europe/Moscow	35.90057	RU	accep
51.39148	08/02/2018, 00:00:00	Europe/London	-0.29825	GB	maintenance
33.72255	05 Jul 2018	America/Los_Angeles	-116.37697	US	excellent
2.2139	08/10/2014, 00:00:00	Asia/Kuala_Lumpur	102.3278	MY	excellent
43.32393	2014/07/21	Europe/Paris	5.4584	FR	average
48.98333	01/31/2014, 00:00:00	Europe/Paris	2.61667	FR	accep
41.72059	2022/03/15	America/Chicago	-87.70172	US	accep
43.86682	2013-07-18	America/Toronto	-79.2663	CA	building
40.85158	2013/10/30	Asia/Shanghai	122.74754	CN	good
3.27833	11/12/2015, 00:00:00	Africa/Kampala	32.88667	UG	excellent
27.09978	2013-12-09	America/New_York	-82.45426	US	accep
42.28639	2021/12/30	Europe/Podgorica	18.84	ME	average
-10.91722	04/18/2018, 00:00:00	America/Maceio	-37.65	BR	excellent
-19.7625	20 Sep 2018	America/Sao_Paulo	-44.31389	BR	average
45.40008	04/18/2016, 00:00:00	America/Toronto	-73.58248	CA	accep
49.28669	2021-06-28	Europe/Paris	1.00288	FR	average
-8.76194	2020/02/04	America/Porto_Velho	-63.90389	BR	building
55.75556	07/01/2016, 00:00:00	Asia/Yekaterinburg	60.70278	RU	accep
13.48082	2018/04/21	America/Managua	-86.58208	NI	good
-21.41222	02/08/2013, 00:00:00	America/Sao_Paulo	-42.19667	BR	building
8.88649	2016-11-01	Africa/Porto-Novo	2.59753	BJ	accep
6.9909	17 Sep 2014	Asia/Colombo	79.883	LK	excellent
-19.72806	11/03/2015, 00:00:00	America/Sao_Paulo	-50.19556	BR	accep
-0.35817	10/26/2017, 00:00:00	Africa/Mogadishu	42.54536	SO	accep
-17.83333	09/10/2017, 00:00:00	Indian/Antananarivo	48.41667	MG	average
13.70167	2018-08-28	America/El_Salvador	-89.10944	SV	average
10.29085	12/01/2020, 00:00:00	Asia/Ho_Chi_Minh	105.75635	VN	good
35.21222	27 Sep 2020	Africa/Algiers	2.31889	DZ	accep
16.75973	15 May 2014	America/Mexico_City	-93.11308	MX	excellent
-16.25	2014-12-06	America/Lima	-69.08333	PE	maintenance
41.09246	2017-05-28	Asia/Baku	45.36561	AZ	accep
39.45621	2012/10/20	America/New_York	-77.96389	US	good
7.06273	2021-11-07	Africa/Accra	-1.4001	GH	excellent
-7.81667	2018/12/28	Asia/Jakarta	112.01667	ID	excellent
34.25628	2017-07-03	America/New_York	-78.04471	US	good
-7.57897	2013/03/01	Asia/Jakarta	112.23109	ID	average
41.54566	25 Aug 2020	America/New_York	-71.29144	US	excellent
41.14676	02 Mar 2016	America/New_York	-73.49484	US	average
44.75874	10/25/2012, 00:00:00	Europe/Sarajevo	19.21437	BA	good
2.2139	2020/10/27	Asia/Kuala_Lumpur	102.3278	MY	building
41.6764	02/15/2017, 00:00:00	America/Chicago	-91.58045	US	accep
3.3285	03/07/2020, 00:00:00	Asia/Jakarta	99.1625	ID	excellent
40.87363	26 Oct 2017	Europe/Rome	14.34085	IT	good
45.0408	02/01/2022, 00:00:00	America/Chicago	-93.263	US	accep
30.76468	2021-04-27	Asia/Karachi	74.12286	PK	excellent
51.88333	2022/05/31	Europe/Berlin	8.51667	DE	good
-2.13404	30 Jul 2022	America/Guayaquil	-79.59415	EC	average
52.4089	03/15/2018, 00:00:00	Europe/Minsk	31.3237	BY	good
13.44581	08/15/2022, 00:00:00	Asia/Bangkok	101.18445	TH	excellent
23.49668	2015/02/28	Asia/Kolkata	86.68363	IN	excellent
28.71271	2021/07/25	Asia/Kolkata	77.656	IN	good
31.82539	2022/03/31	Asia/Karachi	72.54064	PK	building
-10.91111	2022-06-26	America/Maceio	-37.07167	BR	excellent
47.83333	10/03/2019, 00:00:00	Asia/Aqtobe	59.6	KZ	building
-19.72806	16 Nov 2012	America/Sao_Paulo	-50.19556	BR	maintenance
0.51667	2017-07-19	Asia/Jakarta	101.44167	ID	building
55.67938	2017/07/19	Europe/Copenhagen	12.53463	DK	excellent
-36.9256	2018/12/10	America/Santiago	-73.02841	CL	average
39.43534	2014/10/29	America/New_York	-84.20299	US	maintenance
20.14298	02/21/2019, 00:00:00	America/Havana	-77.43532	CU	average
40.94065	01/27/2013, 00:00:00	America/New_York	-73.99681	US	maintenance
21.59983	18 Mar 2022	Asia/Kolkata	71.21169	IN	good
-33.88096	2017/01/14	Australia/Sydney	151.07986	AU	excellent
53.78333	02/12/2022, 00:00:00	Europe/London	-1.06667	GB	accep
56.56317	2012-11-03	Europe/London	-2.58736	GB	good
22.83957	19 Jun 2019	Asia/Dhaka	91.84128	BD	accep
-37.88333	05 May 2013	Australia/Melbourne	145.06667	AU	excellent
10.58806	2013/05/10	Asia/Kolkata	77.24779	IN	average
50.23805	2020-06-29	Europe/Berlin	8.86704	DE	average
13.65805	2020-07-14	Asia/Phnom_Penh	102.56365	KH	accep
35.06544	2012/12/22	Africa/Algiers	1.04945	DZ	average
17.30858	2016/02/02	Asia/Yangon	97.01124	MM	good
-19.7625	06/08/2015, 00:00:00	America/Sao_Paulo	-44.31389	BR	good
26.68451	02/20/2018, 00:00:00	America/New_York	-80.66756	US	accep
10.20898	29 May 2018	Asia/Manila	123.758	PH	accep
1.6561	2022/03/06	Asia/Kuala_Lumpur	103.6032	MY	building
-13.7804	12/30/2020, 00:00:00	Africa/Blantyre	34.4587	MW	accep
48.35693	2021-03-14	Europe/Berlin	10.98461	DE	excellent
50.18545	2021/08/04	Europe/Kiev	27.06365	UA	maintenance
46.18396	26 Dec 2020	Europe/Zurich	6.10237	CH	accep
5.6561	01/26/2019, 00:00:00	America/Bogota	-75.87877	CO	average
33.45122	2017-06-17	America/Chicago	-86.99666	US	good
50.75767	2018-01-01	Europe/London	-1.5443	GB	good
33.72255	08/06/2014, 00:00:00	America/Los_Angeles	-116.37697	US	maintenance
34.86472	2015-05-07	Asia/Shanghai	117.55417	CN	building
48.06919	23 Nov 2021	Europe/Berlin	11.37703	DE	average
41.6764	14 Jun 2014	America/Chicago	-91.58045	US	excellent
33.37526	2019-09-23	Asia/Kolkata	74.3092	IN	good
41.50343	05/30/2022, 00:00:00	America/New_York	-74.01042	US	good
15.58552	15 May 2018	Asia/Bangkok	102.42587	TH	average
41.50343	03 Jan 2013	America/New_York	-74.01042	US	building
33.76446	19 Jul 2022	America/Los_Angeles	-117.79394	US	excellent
34.81667	2017/04/22	Asia/Tokyo	137.4	JP	average
42.30865	05/07/2014, 00:00:00	America/Detroit	-83.48216	US	accep
46.51872	2022/05/22	Asia/Urumqi	86.00214	CN	accep
46.08333	06 Jul 2016	Asia/Shanghai	122.08333	CN	average
49.88307	2018-01-24	America/Vancouver	-119.48568	CA	accep
50.09019	09/29/2018, 00:00:00	Europe/Berlin	8.4493	DE	accep
11.93381	01 Dec 2016	Asia/Kolkata	79.82979	IN	excellent
-6.8048	2017/10/29	Asia/Jakarta	110.8405	ID	good
39.00622	07/16/2018, 00:00:00	America/New_York	-77.4286	US	average
34.95303	30 Oct 2016	America/Los_Angeles	-120.43572	US	excellent
48.8765	07/19/2021, 00:00:00	Europe/Paris	2.18967	FR	building
-32.05251	25 Feb 2015	Australia/Perth	115.88782	AU	average
45.53929	2016-05-04	America/Los_Angeles	-122.38731	US	accep
-27.4338	02/23/2021, 00:00:00	America/Argentina/Tucuman	-65.61427	AR	maintenance
11.12018	2013-07-06	Asia/Kolkata	76.11996	IN	excellent
25.13915	2017/07/06	Asia/Kolkata	73.06784	IN	average
37.35813	2018-12-25	Europe/Madrid	-6.03731	ES	average
9.82564	2021/01/22	Asia/Kolkata	78.25795	IN	average
-26.22861	04/02/2019, 00:00:00	America/Sao_Paulo	-52.67056	BR	average
4.94273	27 Apr 2015	Africa/Bangui	15.87735	CF	accep
48.35149	2014-06-09	Europe/Berlin	8.96317	DE	good
49.5099	06/19/2013, 00:00:00	Europe/Berlin	6.74549	DE	building
-27.76952	18 Jun 2018	Africa/Johannesburg	30.79165	ZA	building
-28.44917	09 May 2020	America/Sao_Paulo	-52.2	BR	average
33.78333	2018/04/22	Asia/Shanghai	114.51667	CN	excellent
50.76306	12/29/2012, 00:00:00	Europe/London	-1.29772	GB	accep
41.15376	2018/01/15	America/Chicago	-87.88754	US	acceptable
6.95194	07/10/2016, 00:00:00	Asia/Manila	121.96361	PH	building
41.80753	2015-12-25	America/Chicago	-87.65644	US	excellent
32.50611	17 Jan 2015	Asia/Shanghai	120.14278	CN	excellent
50.23805	2013/12/11	Europe/Berlin	8.86704	DE	maintenance
32.50611	23 Dec 2019	Asia/Shanghai	120.14278	CN	good
50.50301	2016-04-07	Europe/Prague	13.63617	CZ	acceptable
36.46917	2015-09-15	Africa/Tunis	10.78222	TN	average
43.96222	26 Jan 2017	Europe/Moscow	43.63417	RU	good
32.57756	11/30/2012, 00:00:00	Asia/Karachi	71.52847	PK	accep
-21.44345	20 May 2018	America/La_Paz	-65.71875	BO	building
33.78333	15 Oct 2016	Asia/Shanghai	114.51667	CN	excellent
5.90702	02/18/2017, 00:00:00	Asia/Kuching	116.10146	MY	average
60.02427	02/22/2020, 00:00:00	Europe/Moscow	30.28491	RU	average
53.53333	05 Feb 2014	Europe/Dublin	-7.35	IE	average
-8.73508	2020-07-19	Africa/Lubumbashi	24.99798	CD	accep
36.06523	09/03/2015, 00:00:00	America/Los_Angeles	-119.01677	US	accep
19.32932	09/12/2016, 00:00:00	America/Mexico_City	-98.1664	MX	average
20.74122	13 Jul 2015	America/Mexico_City	-100.44843	MX	average
51.955	2015/02/21	Europe/Amsterdam	5.22778	NL	good
49.65186	21 Aug 2013	Europe/Kiev	26.97253	UA	accep
-4.5833	01/12/2013, 00:00:00	Africa/Kinshasa	15.16554	CD	good
50.11861	2014/11/08	Europe/London	-5.53715	GB	building
48.35149	2018-01-14	Europe/Berlin	8.96317	DE	excellent
0.03813	03 Jan 2018	Africa/Nairobi	36.36339	KE	maintenance
-4.42472	2019/02/24	America/Fortaleza	-41.45861	BR	accep
44.35056	26 Apr 2013	Asia/Tokyo	142.45778	JP	good
40.78206	01 Jan 2018	Asia/Tashkent	72.34424	UZ	good
-44.39672	08/22/2016, 00:00:00	Pacific/Auckland	171.25364	NZ	accep
-1.26424	02 Mar 2018	Asia/Jakarta	104.09701	ID	average
23.15678	02 Aug 2016	America/Havana	-81.24441	CU	building
38.38479	13 Sep 2014	Europe/Madrid	-0.76773	ES	good
27.09978	2019/05/26	America/New_York	-82.45426	US	building
38.91817	09/25/2019, 00:00:00	America/New_York	-78.19444	US	accep
6.95194	18 Oct 2021	Asia/Manila	121.96361	PH	average
14.67751	04/05/2022, 00:00:00	America/Martinique	-60.94228	MQ	excellent
40.37528	08 Nov 2018	Europe/Istanbul	28.88222	TR	good
18.03496	06 Mar 2018	America/Puerto_Rico	-66.8499	PR	building
68.79833	2013/05/17	Europe/Oslo	16.54165	NO	average
46.75451	02/09/2018, 00:00:00	Europe/Kiev	33.34864	UA	accep
-8.43333	25 Nov 2021	Asia/Jakarta	114.33333	ID	excellent
34.61667	2015-09-04	Asia/Tokyo	135.6	JP	average
4.02219	2013/02/06	Asia/Kuala_Lumpur	101.02083	MY	building
5.30383	2014-05-27	Africa/Accra	-1.98956	GH	good
-37.9	10 Feb 2020	Australia/Melbourne	145.18333	AU	maintenance
42.7392	2018/07/09	America/Detroit	-84.62081	US	maintenance
41.8542	04/10/2014, 00:00:00	America/Chicago	-87.66561	US	building
5.6561	2015/05/20	America/Bogota	-75.87877	CO	good
52.31333	04 May 2014	Europe/Amsterdam	6.92917	NL	building
55.39485	2019/10/08	Europe/Moscow	43.83992	RU	accep
35.95664	23 Dec 2016	Asia/Damascus	36.7138	SY	maintenance
14.53767	05/03/2014, 00:00:00	Asia/Aden	46.83187	YE	average
35.82756	2015-05-09	Asia/Tokyo	137.95378	JP	average
46.32313	2018/09/18	Europe/Paris	-0.45877	FR	average
56.9083	2022-04-12	Asia/Yekaterinburg	60.8019	RU	maintenance
40.60538	2022-08-28	America/New_York	-73.75513	US	accep
6.46838	07/14/2013, 00:00:00	America/Bogota	-73.26022	CO	accep
40.93333	05 Sep 2014	Asia/Bishkek	73	KG	maintenance
41.77583	10/24/2013, 00:00:00	Asia/Tokyo	140.73667	JP	average
41.54566	01/25/2022, 00:00:00	America/New_York	-71.29144	US	good
48.8449	2016/07/24	Europe/Bratislava	17.22635	SK	average
38.96372	15 Dec 2017	America/New_York	-76.99081	US	accep
32.54278	14 Jul 2013	Asia/Shanghai	111.50861	CN	maintenance
-19.65	2021/05/13	Indian/Antananarivo	47.31667	MG	good
55.8736	07/02/2014, 00:00:00	Asia/Novokuznetsk	85.4265	RU	accep
33.08014	08/29/2016, 00:00:00	America/New_York	-83.2321	US	accep
32.61603	2015/12/28	Asia/Baghdad	44.02488	IQ	average
18.65297	06/12/2018, 00:00:00	America/Port-au-Prince	-72.09391	HT	excellent
13.65805	31 May 2020	Asia/Phnom_Penh	102.56365	KH	good
11.93381	2014/01/19	Asia/Kolkata	79.82979	IN	excellent
43.11667	31 Aug 2021	Europe/Paris	1.6	FR	excellent
64.5635	03/06/2019, 00:00:00	Europe/Moscow	39.8302	RU	good
15.73628	20 Nov 2017	Asia/Kolkata	75.96976	IN	excellent
47.38093	05/24/2022, 00:00:00	America/Los_Angeles	-122.23484	US	excellent
38.37255	10/11/2014, 00:00:00	Europe/Istanbul	34.02537	TR	accep
9.3337	2017/08/25	Asia/Manila	122.8637	PH	average
6.45407	2019-06-10	Africa/Lagos	3.39467	NG	average
-11.48472	05/23/2020, 00:00:00	America/Bahia	-37.93278	BR	good
37.05944	2022/09/11	Europe/Istanbul	37.3825	TR	average
24.28859	26 Aug 2014	Asia/Shanghai	116.11768	CN	building
37.74615	2022/03/13	Atlantic/Azores	-25.66689	PT	average
14.46693	2012-11-07	Asia/Kolkata	75.92694	IN	building
28.15112	04/06/2016, 00:00:00	America/New_York	-82.46148	US	average
36.21544	2018/09/08	Asia/Kabul	65.93249	AF	good
10.13361	2021/03/19	Asia/Manila	124.84472	PH	excellent
0.03813	2020/06/01	Africa/Nairobi	36.36339	KE	average
55.25	2019-06-11	Europe/Vilnius	24.75	LT	excellent
29.53885	16 Sep 2013	America/Chicago	-95.44744	US	maintenance
41.29444	2018/05/28	Asia/Tashkent	69.67639	UZ	excellent
32.5007	2021/02/20	America/Chicago	-94.74049	US	accep
37.51803	2019/08/13	Europe/Rome	15.00913	IT	good
38.06084	05/20/2020, 00:00:00	America/Chicago	-97.92977	US	good
26.76628	2022/01/01	Asia/Kolkata	83.36889	IN	excellent
44.80477	2019-03-26	Europe/Paris	-0.59543	FR	accep
46.09273	2015-02-11	America/Menominee	-88.64235	US	average
32.54044	2013/01/23	America/New_York	-82.90375	US	good
11.50526	21 Aug 2013	Asia/Kolkata	77.23826	IN	building
32.54278	2016-01-18	Asia/Shanghai	111.50861	CN	excellent
42.50729	2019/01/22	Europe/Andorra	1.53414	AD	excellent
-1.6	23 Sep 2014	Asia/Jakarta	103.61667	ID	maintenance
25.6439	2022/05/20	Asia/Kolkata	77.9129	IN	good
48.52961	02/17/2016, 00:00:00	Europe/Berlin	12.16179	DE	accep
43.61062	2020-04-13	America/New_York	-72.97261	US	accep
42.06166	2013/01/29	Europe/Madrid	-1.60452	ES	average
42.24113	2014-01-26	America/Chicago	-88.3162	US	good
38.72706	02/19/2013, 00:00:00	Europe/Lisbon	-9.24671	PT	building
51.78771	23 Mar 2019	Asia/Yekaterinburg	56.36091	RU	accep
10.13361	2013-12-08	Asia/Manila	124.84472	PH	average
36.6009	2019/10/13	Asia/Seoul	126.665	KR	good
26.91756	12/28/2014, 00:00:00	America/New_York	-82.07842	US	accep
41.20485	01 Dec 2012	Europe/Lisbon	-8.33147	PT	average
41.9001	2012-12-29	America/New_York	-71.08977	US	maintenance
3.31332	04 May 2015	Asia/Makassar	117.59152	ID	good
53.59337	06 Apr 2022	Europe/Berlin	9.47629	DE	building
54.39635	2018-06-20	Europe/Vilnius	24.04142	LT	excellent
15.46063	07/25/2015, 00:00:00	Asia/Bangkok	99.89166	TH	building
22.83957	2020-08-24	Asia/Dhaka	91.84128	BD	good
22.83957	10/03/2021, 00:00:00	Asia/Dhaka	91.84128	BD	accep
-11.48472	05/08/2017, 00:00:00	America/Bahia	-37.93278	BR	maintenance
7.6	2021/11/08	Africa/Lagos	4.18333	NG	accep
53.43333	01/19/2019, 00:00:00	Europe/Dublin	-7.95	IE	average
-29.2975	17 Jul 2021	America/Sao_Paulo	-51.50361	BR	average
43.48961	2019-08-12	Europe/Madrid	-8.2194	ES	maintenance
36.75965	22 Jun 2020	Asia/Tokyo	137.36215	JP	acceptable
48.79325	2016-01-01	Europe/Paris	2.29275	FR	excellent
36.06523	2013/12/12	America/Los_Angeles	-119.01677	US	average
21.01858	01 Jul 2019	America/Mexico_City	-101.2591	MX	accep
55.62047	10 Aug 2018	Europe/Moscow	37.49338	RU	average
-1.6	01/27/2014, 00:00:00	Asia/Jakarta	103.61667	ID	maintenance
53.0233	2016-12-15	Europe/London	-1.48119	GB	excellent
10.63504	03/21/2016, 00:00:00	America/Costa_Rica	-85.43772	CR	accep
37.52487	06/18/2021, 00:00:00	America/New_York	-77.55777	US	accep
-23.44361	2016-07-18	America/Sao_Paulo	-51.87389	BR	average
32.54278	12/31/2016, 00:00:00	Asia/Shanghai	111.50861	CN	maintenance
45.39402	23 Jul 2013	Europe/Rome	9.29109	IT	accep
38.45598	2019/12/24	Asia/Baku	48.87498	AZ	accep
42	08 Jan 2018	Europe/Skopje	21.32778	MK	average
45.39402	2022/08/24	Europe/Rome	9.29109	IT	building
17.54907	02 Jan 2017	Asia/Kolkata	82.85749	IN	maintenance
32.55531	05 May 2016	Asia/Kolkata	76.12647	IN	accep
40.63316	2019-05-01	America/New_York	-74.13653	US	average
47.64995	26 Aug 2018	America/Los_Angeles	-117.23991	US	good
13.70727	02/08/2013, 00:00:00	Africa/Niamey	9.15013	NE	average
54.52156	26 Feb 2018	Europe/Berlin	9.5586	DE	accep
7.6	10/24/2012, 00:00:00	Africa/Lagos	4.18333	NG	good
49.03685	2017-08-13	Europe/Berlin	8.70745	DE	average
41.77583	09/26/2018, 00:00:00	Asia/Tokyo	140.73667	JP	good
42.97086	2021-09-25	America/Detroit	-82.42491	US	accep
33.92946	06/30/2018, 00:00:00	America/Los_Angeles	-116.97725	US	maintenance
51.20219	2016/07/19	Europe/Berlin	7.36027	DE	building
52.59319	2016/12/24	Europe/Berlin	13.32127	DE	accep
-27.4338	2019/10/25	America/Argentina/Tucuman	-65.61427	AR	maintenance
-20.25333	04/11/2015, 00:00:00	America/Sao_Paulo	-43.80139	BR	maintenance
48	2017/04/14	Europe/Paris	-4.1	FR	building
48.07667	2021/07/17	Europe/Berlin	8.64409	DE	maintenance
42.50729	2013-11-20	Europe/Andorra	1.53414	AD	good
15.5439	2020/01/10	Asia/Kolkata	73.7553	IN	building
-21.205	2017-06-21	America/Sao_Paulo	-41.88778	BR	excellent
41.91886	09/26/2015, 00:00:00	Europe/Paris	8.73812	FR	good
34.25	02 Mar 2013	Asia/Tokyo	135.31667	JP	average
41.54566	06/15/2019, 00:00:00	America/New_York	-71.29144	US	excellent
35.21222	2018-05-23	Africa/Algiers	2.31889	DZ	average
