SO2	C2H3NO5	CH4	NH3	O3	H2CO	TEMP	PM10	warning	PRES	Pb	PM2.5	CFCs	PAHs	latitude	longitude	CO	NOx
9.94822	0.10716	10.68910	6.66352	5.58756	49.91711	0.49648	7.50928	1.00000	1114.08711	38.58062	11.42956	32.85426	7.62802	56.03361	35.96944	9.66374	8.53447
9.60034	0.30635	7.48200	11.18888	8.02280	53.35522	28.51454	9.24279	0.00000	1169.93205	54.99799	8.46688	47.94217	8.81394	26.9423	68.11759	9.64072	8.65357
4.69357	0.10403	9.17827	11.20582	8.56950	60.96649	8.88204	7.46499	1.00000	1162.41733	57.70518	6.33961	56.86313	10.57370	48.78232	9.17702	8.77757	9.55334
6.42607	0.76618	7.21612	11.98362	7.23272	64.58316	16.91715	10.14828	1.00000	1077.18032	65.59066	6.16200	44.83274	8.73020	43.4125	23.225	8.66948	7.80641
9.20997	1.37478	11.65093	8.43358	8.12218	49.50289	26.99175	10.79418	0.00000	1181.95539	43.62079	7.32010	51.25812	9.14090	32.65246	51.67462	7.69568	7.90017
9.34878	0.05447	7.35570	4.36475	6.27814	69.26020	-0.10109	6.22189	1.00000	1187.25792	63.54797	7.22679	39.75962	7.91217	50.23019	8.77155	7.15871	8.96424
8.65390	0.50171	7.62511	8.66898	9.59159	55.98663	26.25042	9.71670	0.00000	1191.25210	49.54098	8.63413	56.57447	9.58345	19.32889	-99.32556	6.86262	7.33912
7.26275	0.07909	9.80280	8.05217	6.60081	48.60352	17.77402	7.32681	1.00000	1131.88273	34.37719	10.84821	64.61442	7.62746	14.37395	100.48528	8.62602	9.69463
11.96929	1.68044	8.69899	12.76321	7.12861	44.37918	4.48641	10.97885	0.00000	1179.15542	32.88406	7.68222	33.42562	8.50374	55.64776	38.02486	9.07057	7.69287
7.67537	1.65605	6.69827	12.26021	8.97642	68.46207	32.42598	10.97065	1.00000	1090.26533	38.40768	3.92044	40.96408	11.58147	30.5427	-97.54667	6.99116	9.31600
5.91707	3.13853	5.70587	10.53122	6.73478	39.58090	17.66217	11.63371	1.00000	1166.90064	63.20602	6.32530	45.23557	8.27829	43.32686	-2.98884	7.79720	7.14785
5.78482	5.07669	5.79345	10.80213	5.92240	37.17501	13.20822	12.11808	1.00000	1089.27376	52.88617	6.07933	48.36342	7.82369	3.3285	99.1625	8.51000	9.04226
5.58671	0.76327	6.87882	10.67009	6.44133	36.51033	9.26786	10.17339	1.00000	1158.33054	56.45233	7.87609	55.47182	8.08413	45.75279	130.57211	8.11460	8.80249
8.15651	0.06431	8.86320	5.16738	5.55379	52.80072	17.45573	4.99988	1.00000	1181.45913	39.57852	5.57699	47.99832	10.05794	42.8139	-1.64295	6.03150	9.80780
7.82263	1.43736	6.33372	9.64702	7.34782	65.25572	45.76111	10.83374	0.00000	1050.02696	50.13059	8.18774	62.10487	6.90382	-33.59217	-70.6996	8.17303	7.62744
6.78200	0.75353	6.73215	9.41662	6.57530	34.50944	21.46682	10.17150	1.00000	1123.78403	44.69127	8.85737	41.65438	8.27802	54.84444	38.16694	8.95060	8.31563
8.92266	1.02688	4.63865	7.20140	7.98876	79.04164	17.89159	10.46231	1.00000	1123.40157	33.05853	11.04639	38.46635	9.07476	23.02677	113.13148	6.16540	8.65091
6.15817	0.16064	8.16579	9.07662	8.40875	55.99703	4.84986	8.45171	1.00000	1166.53082	33.33461	7.26779	37.21858	8.43580	48.8222	2.12213	10.43639	9.51867
9.67429	0.22768	7.41782	8.06819	11.49269	47.58710	21.46759	8.88903	0.00000	1141.99897	56.18113	11.18181	61.24721	10.09392	44.31771	9.32241	7.98851	9.00892
7.43821	0.15515	7.31816	7.55426	8.51566	30.37031	15.83021	8.26653	1.00000	1064.05813	54.82675	7.62788	73.01514	7.79310	36.02506	-86.77917	8.57356	9.27861
7.77138	0.16346	5.59067	9.08314	6.74480	27.79764	15.49936	8.16454	1.00000	1107.75126	43.83307	9.67558	77.90108	9.87366	32.9156	-117.14392	8.15176	8.66506
5.91306	0.14134	10.32322	7.71382	8.36563	31.98308	22.11263	8.01215	0.00000	1067.82572	56.93084	9.21895	71.55901	10.14318	42.97086	-82.42491	10.97249	8.50466
5.28669	0.11927	9.08020	10.94807	8.68041	70.18308	6.69203	7.80772	1.00000	1162.35067	68.54465	8.45901	40.73976	8.76944	-0.71667	-48.52333	7.40205	9.22652
9.83099	0.32523	5.33527	10.71091	10.25687	44.58318	18.01907	9.23429	0.00000	1158.59056	73.24800	10.03290	75.99963	10.52442	-7.81667	112.01667	10.39251	9.43311
9.93679	3.83270	5.03088	11.99602	9.85013	27.60330	-2.98612	11.83302	0.00000	1155.43913	51.45910	9.39410	50.04035	7.44240	37.71715	-122.40433	8.71914	8.42444
6.60374	0.06468	10.81862	7.84848	8.17998	44.62525	21.62474	6.85272	0.00000	1053.69396	47.53311	10.73142	70.71428	8.79118	51.40148	-1.32471	7.05794	8.89321
7.37442	0.04298	8.75930	5.90494	5.74388	48.72533	34.31025	5.43150	1.00000	1147.52692	49.45168	5.47584	57.39462	8.21388	-33.88096	151.07986	5.00374	9.93378
6.13182	0.05246	7.04454	8.37573	6.38569	24.09014	3.08725	4.81621	1.00000	1070.71914	31.90861	5.75132	51.25094	8.72539	41.91738	3.1631	9.47513	9.86169
7.24940	0.62043	7.72849	8.85071	6.42249	72.38022	8.77689	9.93811	1.00000	1116.23970	62.98607	8.19154	52.29642	8.25086	4.02219	101.02083	8.87552	8.46991
6.48218	0.12396	10.98714	7.55518	7.05914	26.96825	28.13125	7.96903	0.00000	1182.60415	73.46292	9.06396	42.30387	8.81812	52.53048	13.29371	9.03480	8.52921
9.71019	0.20471	6.83008	9.85737	10.15383	48.15058	-18.20783	8.68001	0.00000	1180.29320	36.06112	11.20577	35.94140	8.19788	48.25	16.4	8.31853	
10.36211	0.35414	6.48841	9.84871	11.32453	67.83647	24.03049	9.31865	0.00000	1133.26802	54.60460	11.68622	67.75146	8.85062	52.59319	13.32127	9.01383	9.98846
9.04397	0.13762	7.93192	6.82879	7.38029	64.73195	18.94125	7.86694	0.00000	1111.73165	54.55276	10.01904	47.18847	9.66012	34.09611	-118.10583	10.31234	7.83109
11.84770	0.50883	5.60813	9.07837	12.30781	69.32513	24.52158	9.73821	0.00000	1072.31268	39.74273	11.70810	19.75883	10.08474	32.9156	-117.14392	9.39304	6.82802
7.88620	2.21156	6.35674	9.33199	5.08021	58.45622	15.55066	11.28640	1.00000	1192.61385	51.50111	7.02969	61.77884	8.51369	36.27462	4.85668	7.57955	8.41106
7.55119	0.09512	9.16042	7.23830	8.27888	44.57893	28.36853	7.49411	0.00000	1075.10707	50.55739	9.70362	37.38910	8.34650	48.98994	2.1699	9.90058	11.40533
8.05917	0.80350	9.15694	8.71455	9.23479	44.25568	21.30011	10.23067	0.00000	1138.45492	38.07170	8.82661	39.99702	7.58359	38.37255	34.02537	9.21561	9.67232
8.77776	0.44468	7.60829	9.64017	9.17632	59.44477	27.72300	9.57820	0.00000	1120.36749	55.17406	9.12612	34.71217	8.53459	16.455	120.5875	9.41321	9.30500
7.28831	0.14499	9.78966	6.56674	6.89373	63.28424	14.97548	8.40905	0.00000	1123.51870	42.71435	9.28320	88.70455	10.04392	47.30997	8.52462	7.49292	7.38504
9.39569	0.05638	8.64320	8.43275	7.58497	68.57508	36.50602	5.35839	0.00000	1141.58673	31.02578	11.84235	37.11537	7.88273	30.81383	75.16878	7.75769	7.35062
5.19513	0.08435	9.99807	11.16427	9.18883	53.28924	15.86855	7.37204	1.00000	1096.52128	23.08265	6.25055	56.45541	6.89877	64.5635	39.8302	7.30004	7.65852
7.44538	1.14943	5.81843	10.05208	4.61283	48.13779	11.41884	10.59032	1.00000	1051.42682	44.95679	5.77729	62.45219	7.51221	53.78333	-1.06667	9.31949	6.71046
5.40117	0.07980	11.06848	7.97269	8.79617	54.63497	20.97425	6.21763	0.00000	1163.77756	62.98118	10.60397	74.22609	10.03413	35.05266	-78.87836	7.53010	8.75519
7.68398	0.14677	10.73579	8.07105	7.15915		16.59584	8.15711	0.00000	1080.95916	47.17255	9.27490	36.77085	9.94282	-24.19436	29.00974	7.67700	10.49451
9.44199	5.48954	5.36098	9.65158	8.35151	63.19027	17.03008	12.19240	1.00000	1142.88807	52.51158	5.27955	32.41105	8.83586	-6.91806	106.92667	9.29269	7.37708
8.28593	0.08981	9.61935	9.00348	8.40874	45.34158	11.52525	7.41761	1.00000	1061.32277	53.67131	9.72292	74.25085	7.63240	41.15376	-87.88754	8.16405	8.25448
6.53559	0.09861	8.41661	9.43096	7.81203	42.41041	-6.35637	7.37722	1.00000	1102.18792	48.38174	7.29682	41.60864	7.72348	51.4781	57.3552	8.51634	8.61626
10.14663	2.22536	7.01629	9.46705	8.77980	78.95694	22.26644	11.27132	1.00000	1056.83912	40.41541	6.43691	58.52454	10.23280	34.9	137.5	9.33761	8.60344
6.21409	2.11719	5.75176	11.00506	5.14708	43.40846	4.80549	11.21889	1.00000	1178.67279	37.50128	6.11536	72.67190	8.95708	-21.42917	-45.94722	8.78805	9.86920
4.95808	1.41096	6.08646	10.55467	5.22897	43.63202	12.54074	10.82070	1.00000	1087.89047	35.42277	6.56199	50.95317	9.83147	50.23019	8.77155	8.36425	7.51645
4.07281	0.47228	13.24960	6.94051	7.07235	38.69662	-1.40758	9.65804	0.00000	1177.32359	43.73917	7.91773	68.21609	8.58811	53.46506	-1.47217	8.43128	7.98171
7.99310	0.29796	8.15344	5.90719	12.00902	67.82705	22.01063	9.07120	0.00000	1179.70431	25.73859	10.97739	64.09275	9.27062	52.41667	0.75	8.63015	8.37105
7.20454	0.11166	7.28168	6.98619	9.21543	35.32242	16.58157	7.55195	1.00000	1198.75297	57.56498	6.66440	42.34964	9.59093	46.18396	6.10237	9.03925	8.23792
8.12937	0.09620	5.05869	8.80475	6.94239	39.58768	7.22278	7.53611	1.00000	1175.70386	27.21740	9.85379	56.16921	6.15635	50.06	43.2379	9.20717	10.06934
9.89378	0.32378	7.72084	8.62077	11.34333	57.89748	27.92285	9.21539	0.00000	1109.82696	51.76318	11.87699	57.51821	7.54043	16.0567	103.65309	8.20222	9.30483
8.94962	0.78029	9.72422	10.15573	8.35488	59.79911	11.14439	10.22192	0.00000	1065.46857	47.58875	9.05776	62.25356	9.42018	40.87363	14.34085	8.92732	8.40534
7.75470	0.08022	10.66931	8.61496	7.64334	61.33212	30.08929	7.14989	0.00000	1091.77962	35.37764	10.26283	67.00417	9.58296	33.78333	114.51667	8.47538	8.83444
7.87200	0.08875	10.02339	7.81871	7.53565	36.31974	20.24483	6.39569	0.00000	1050.64874	60.07970	11.28648	36.30923	8.73300	21.53889	71.57737	7.18718	8.53997
8.13727	0.95569	6.84440	10.92161	8.04583	55.46128	9.44901	10.40568	1.00000	1072.08490	42.79848	7.20120	50.39964	7.55139	34.95303	-120.43572	9.57200	9.32201
5.41377	0.10541	11.28948	10.21688	7.58988	63.04985	21.08766	7.38070	1.00000	1197.23597	24.77501	5.81301	40.42889	8.72928	41.24255	-82.61573	7.93456	9.06232
10.37401	0.09244	8.45137	7.05638	6.22458	33.05055	20.74993	7.62720	0.00000	1096.70930	45.49794	10.44879	38.47988	8.96772	47.56494	31.33078	9.19653	10.23915
10.03222	0.22679	10.07092	7.33582	4.76429	48.00534	22.34608	8.82672	0.00000	1116.40794	56.46835	9.70403	66.37255	8.55574	23.5654	119.58627	10.26354	10.49711
6.29758	0.36209	8.38350	9.79900	7.65302	39.96690	12.94407	9.34948	1.00000	1068.74014	48.87276	8.61397	60.11343	6.66528	40.65995	-111.99633	8.09284	8.55440
6.90083	0.22509	6.67250	8.43353	10.44488	50.79604	20.23108	8.67346	1.00000	1186.81555	44.31637	7.67399	66.46211		43.32686	-2.98884	9.72593	10.30376
11.64117	2.02659	5.94337	13.35878	9.79531	58.34815	14.06223	11.19984	0.00000	1197.38164	41.14730	10.47048	67.58668	10.41531	45.16024	-93.08883	8.23433	7.67315
3.10075	0.15681	13.37827	6.93262	7.79926	53.41058	16.46490	8.28601	0.00000	1111.79986	53.77467	8.38762	37.62981	8.26117	43.35071	46.10925	9.25979	9.53437
7.35657	0.09040	9.11053	8.01053	6.97938	62.03856	9.57377	7.43730	1.00000	1177.21317	30.10668	7.16205	47.72663	10.06647	34.85	117.33333	8.18628	9.44155
6.31380	0.50082	6.97472	11.50963	8.52659	36.03658	7.13937	9.64485	1.00000	1052.15433	34.98362	6.43882	42.22695	7.12014	58.7002	59.4839	8.54446	6.97288
7.83554	0.56268	7.33195	8.25174	9.07531	54.56776	12.19636	9.84304	1.00000	1118.93002	59.29786	9.19424	61.95844	8.37548	51.26	-2.1875	10.47510	10.42493
9.45756	0.06477	8.04566	7.31265	6.90740	35.17172	-4.10183	7.03404	0.00000	1196.66865	68.22023	10.50701	43.05583	9.94540	65.84811	24.14662	7.26640	7.95284
7.34556	0.06116	11.33220	9.09055	7.94053	40.42307	18.67890	5.66716	0.00000	1092.27824	52.87781	11.04975	59.69281	9.07980	36.92574	14.72443	9.16824	7.92284
11.69081	0.49426	8.96902	11.43139	7.99166	58.13373	2.24043	9.70663	0.00000	1050.04324	44.57410	9.46994	26.27334	8.50233	34.63915	-120.45794	8.56093	8.54536
9.73271	0.14968	7.93769	4.28635	7.71026	43.84588	18.42051	7.98829	1.00000	1158.50263	52.70387	8.11189	46.55678	7.50550	-7.60361	37.00438	6.97734	8.26825
7.55857	0.10271	8.48462	7.64293	7.31635	50.43614	18.44445	7.50515	1.00000	1053.05001	70.75460	7.27555	53.46527	7.45224	14.64056	104.64992	9.06376	8.23753
7.34980	0.39373	7.67061	10.39305	7.09123	77.30390	13.10843	9.46317	1.00000	1157.01055	52.54771	7.80584	36.33193	10.45403	26.2649	81.54855	7.30651	8.15767
5.15531	11.53766	4.40410	13.44456	6.79083	61.51637	4.85534	12.94447	1.00000	1197.84774	63.11430	4.47873	42.51864	6.41310	53.19146	-2.52398	8.20927	9.16602
6.20566	0.04834	11.43976	8.53450	8.09366	38.24041	15.07915	5.49887	0.00000	1069.42378	43.02597	11.31586	56.08257	9.44861	25.66795	85.83636	7.80608	8.53047
6.35347	4.05950	5.23814	13.45912	7.33244	55.82134	6.09477	11.89110	1.00000	1180.85723	51.42825	4.55550	70.82305	8.80988	-22.97056	-46.99583	9.57168	8.90374
6.69331	0.10211	9.16223	8.75535	8.35920	50.67321	14.67344	7.26122	1.00000	1108.41782	40.56544	6.51755	53.46269	9.40082	54.90083	38.07083	9.84833	8.45633
8.40956	0.13962	6.73378	6.39340	5.43427	46.80875	-0.94925	7.75015	1.00000	1121.06154	62.06892	8.32398	46.47667	9.83999	4.73245	-74.26419	8.65476	8.90288
7.45476	0.08410	10.57574	8.28024	6.55283	57.05807	12.58167	7.24167	1.00000	1157.47731	57.12136	9.87319	52.32538	8.83934	43.1009	-75.23266	11.55716	10.87717
9.01932	0.29457	7.73585	5.78611	7.38879	57.64025	6.81296	9.01785	1.00000	1082.23807	49.29786	8.68887	33.29853	8.91624	23.1959	86.51499	8.46585	8.33821
11.30508	0.22661	7.24607	8.04379	11.65886	60.64032	11.28404	8.73896	0.00000	1162.90496	37.90538	11.35979	65.64176	9.24313	-29.2975	-51.50361	8.09635	8.76485
9.39318	0.18740	8.77976	8.35626	7.80600	29.60731	26.99354	8.58126	0.00000	1149.03643	48.63089	10.16344	40.57021	9.71055	39.12074	27.18052	9.79191	7.15688
10.82090	1.65728	4.65249	9.51126	13.77648	74.71596	33.63052	10.97961	0.00000	1196.13784	49.53197	12.65555	38.08285	10.32463	33.76446	-117.79394	7.90189	10.84214
8.51920	0.35031	7.94023	10.66889	8.64014	28.99026	36.25626	9.35707	1.00000	1121.65557	48.12650	7.46950	48.34872	10.16631	48.86667	2.08333	8.20146	9.12690
6.66863	0.27422	10.94451	7.30985	7.58043	46.90510	31.31628	8.96547	0.00000	1127.73415	27.30051	8.76387	65.34494	9.64528	30.17746	-81.38758	6.75862	9.05134
7.36847	2.03974	6.33000	10.56975		53.34713	11.00932	11.18348	1.00000	1117.24600	51.41931	6.94147	52.74278	8.98445	-54.8	-68.3	6.98812	8.15154
6.00040	0.06002		8.83679	9.51991	64.68879	19.05840	3.85072	0.00000	1106.46167	62.65690	11.87812	61.09628	9.07981	41.09246	45.36561	8.77854	9.98850
6.31178	3.15172	5.73955	10.46111	4.83247	32.78622	19.73799	11.64173	1.00000	1144.70143	46.64857	5.20753	59.51289	9.07879	41.55838	-81.56929	7.43615	8.80764
8.14529	0.43047	7.66442	6.53929	8.54273	62.54940	40.90166	9.49091	1.00000	1077.91340	55.13004	8.23982	49.35353	8.89544	52.4581	13.28702	7.73280	9.37540
7.38525	0.68914	6.68039	10.41649	8.07555	81.18070	15.35086	10.02788	1.00000	1067.73053	52.52307	6.66862	50.07356	6.39545	-20.25333	-43.80139	8.63649	8.30460
9.94219	0.78894	9.62898	10.66621	8.31778	61.52293	16.31096	10.16822	0.00000	1175.54667	18.32355	9.59659	54.55817	10.76334	50.88506	4.07601	8.47392	7.87782
8.04725	4.90924	6.09929	9.75757	6.94645	60.00470	28.78963	12.08431	1.00000	1104.18086	48.62386	6.93769	59.25686	10.70151	40.82232	-74.15987	8.68486	8.13616
9.81891	0.54681	7.31809	7.54748	12.20020	60.13465	16.03466		0.00000	1165.58922	51.95073	11.53344	19.88492	7.33767	36.72544	3.55665	7.87384	8.04729
9.44025	5.38037	5.70250	10.69005	8.59663	34.61345	14.01256	12.17907	1.00000	1087.59147	41.14652	5.67843	79.29150	10.30775	56.9083	60.8019	9.51031	8.92129
11.28856	0.52149	9.25215	9.42068	10.56182	80.09879	16.49983	9.76998	0.00000	1076.85735	47.30993	11.34622	35.28890	8.85350	26.2649	81.54855	9.19370	9.55091
6.23165	0.12982	9.66561	11.10421	7.52927	63.72039	9.23089	7.67648	1.00000	1104.45211	56.71442	6.17779	59.61563	7.86611	-7.01833	107.60389	7.53495	10.39391
10.98399	0.37553	7.03552	10.18235	10.34374	43.40603	19.92420	9.36205	0.00000	1090.11098	39.38691	11.18902	50.47673	8.65662	35.05266	-78.87836	9.09437	8.74321
7.94330	0.18205	6.11428	7.55556	7.37570	61.03758	26.81734	8.39839	1.00000	1087.22813	61.05802	8.86310	65.41708	10.04998	39.72943	-104.83192	8.79931	8.22009
6.91129	0.06319	9.63535	6.90415	7.87133	55.42482	17.11659	5.05171	0.00000	1100.65931	40.74200	10.05109	79.47072	9.19840	43.83125	5.03586	9.16313	8.56010
8.68104	0.10668	5.84953	5.50838	7.76113	65.35498	18.75172	7.37831	1.00000	1056.99178	46.64840	7.83803	53.80949	8.54992	33.95015	-118.03917	7.18774	8.43945
8.91205	0.62131	6.84635	10.29373	8.63937	39.82014	23.83418	9.93364	1.00000	1065.33458	38.11198	8.06093	21.98312	8.27199	22.88783	84.13864	7.87288	10.00092
7.96578	0.09387	8.61482	7.55966	5.89128	46.00552	16.77941	6.61530	1.00000	1132.06825	46.66459	7.64935	45.22209	10.32535	11.85	38.01667	8.65074	9.79023
10.19905	0.06760	7.51897	6.54199	5.73531	30.55234	17.13841	6.85909	0.00000	1199.82102	52.41084	10.17815	71.23726	9.27041	37.95143	-91.77127	8.01944	8.67259
10.54139	0.21658	9.90967	8.91537	10.16354	59.78766	45.09636	8.72355	0.00000	1145.34728	42.41344	11.30256	49.70109	10.31485	26.11527	86.59509	10.20472	7.81220
10.87053	1.62483	9.53185	10.09371	9.48396	61.17874	6.13094	10.95370	0.00000	1069.57088	34.13241	9.64415	48.56287	8.99102	37.65181	120.33063	8.91436	8.76093
10.57181	1.41485	9.86210	9.56992	10.26182	44.16114	22.61797	10.78920	0.00000	1167.43967	30.99770	10.43872	40.86344	7.70631	48.8222	2.12213	7.68996	11.11103
8.59199	0.04521	4.94251	5.45452	6.71070	50.79610	27.57935	6.26307	1.00000	1108.51699	61.23790	7.79255	61.82510	9.51592	14.64056	104.64992	10.03325	7.93693
3.93045	1.43399	6.65308	10.39264	7.80598	48.62844	15.50586	10.82936	1.00000	1147.28307	65.95839	8.53595	44.16615	9.60777	25.80565	68.49143	8.33044	7.38595
7.87433	0.40980	7.60893	8.72408	7.39177	31.47226	22.48844	9.49367	1.00000	1108.30100	71.63892	8.89221	36.98626	9.39801	-12.91667	-39.25	9.38995	8.54493
7.30996	0.10673	9.60386	8.15288	7.13598	51.68678	12.15893	7.59863	1.00000	1057.77507	5.63568	7.07488	71.14733	8.23664	-6.8	39.25	8.00024	9.53827
7.42076	0.32279	11.00914	7.62765	7.03694	32.21344	5.28716	9.23055	0.00000	1126.91099	34.46761	9.49996	74.12921	9.44937	-21.44345	-65.71875	9.32311	9.41622
5.70257	1.10653	7.83041	9.41005	6.34753	72.48603	10.75504	10.54703	1.00000	1119.65800	53.89623	7.90923	68.73338	7.04064	24.41288	76.56719	8.74057	10.04699
8.82023	0.41725	8.26725	8.36133	5.32716	23.84124	20.99924	9.49869	1.00000	1094.46778	45.79068	8.80384	57.22469	9.05938	36.20389	127.08472	9.00256	9.07047
10.06705	0.04766	7.72292	7.05389	6.99522	29.51488	16.81774	6.10252	0.00000	1064.18637	49.74434	11.92407	44.54249	7.97698	35.89972	14.51472	9.83700	10.05619
8.72847	0.40915	5.41927	7.76026	7.98483	21.81154	33.25592	9.48011	1.00000	1129.45471	62.50344	10.53407	59.25296	8.18950	-2.13404	-79.59415	6.35126	8.72491
6.29521	1.45889	6.24446	10.12320	5.46581	63.98672	8.96651	10.84692	1.00000	1193.02856	30.59356	6.68506	52.61030	7.63267	42.819	47.1192	8.73245	8.50500
9.75031	0.25405	4.82764	3.76878	9.21967	29.30248	17.59179	8.90150	1.00000	1115.16044	56.61187	8.93235	32.04579	9.78454	34.65918	109.22921	9.42785	7.75561
8.23297	1.90176	6.95043	10.88638	9.45167	21.12729	8.89407	11.11263	1.00000	1196.42393	61.99480	7.46410	54.68242	7.11895	4.73245	-74.26419	10.14815	8.84919
8.04169	0.06581	10.26072		7.79251	60.09041	5.61633	5.68199	0.00000	1182.78417	39.54821	11.79508	49.98991	9.09567	44.22639	22.53083	8.83726	9.50169
8.72830	0.08202	9.80778	8.49345	7.36499	56.61836	12.00044	7.18035	0.00000	1149.32035	56.70770	10.80490	63.51651	8.01500	57.30185	39.85331	8.84369	8.34927
6.21078	0.10037	11.44914	7.91386	7.54542	66.29205	23.43479	7.47642	0.00000	1060.53780	54.89452	10.14115	55.46648	7.40116	-33.38056	-56.52361	8.85485	9.05029
7.81302	0.35231	5.62753	8.35429	9.00989	28.25181	12.12919	9.34298	1.00000	1168.23467	34.38131	9.49826	49.26347	10.14231	26.68451	-80.66756	10.75110	7.97667
7.19916	0.64487	6.14733	8.04716	11.10315	70.99353	19.75312	9.97272	0.00000	1128.76654	69.72947	9.90801	47.10246	9.18131	43.1122	12.38878	10.33079	9.89161
7.32888	0.25023	6.10132	8.34592	8.21691	67.92940	13.63781	8.98315	1.00000	1102.32486	55.00985	8.93071	48.35675	8.48360	14.62072	74.83554	7.50220	8.02395
8.44170	0.57242	7.66053	7.12025	8.17292	45.67542	21.92812	9.84860	1.00000	1061.22613	57.42321	9.10212	42.57764	7.98195	51.62907	-0.74934	9.65754	8.54867
7.18356	0.30406	4.85627	9.05871	8.84555	65.21773	1.98965	9.24389	1.00000	1175.14246	38.61374	9.66099	40.88357	9.28495	23.02677	113.13148	8.47444	10.06570
7.88834	0.24810	9.91203	7.29401	6.69280	41.46683	28.65133	8.72307	0.00000	1152.35932	65.56612	8.46100	31.69121	9.60490	50.79205	-1.08593	9.39362	9.75579
8.42820	0.48041	9.78773	6.94394	9.92727	56.62400	15.04468	9.60453	0.00000	1170.70258	47.01342	9.52072	48.12990	6.69403	35	136.51667	9.47643	11.39968
5.99361	0.08417	10.88411	6.95793	7.82757	57.73377	19.62737	7.27735	0.00000	1094.34283	54.87723	9.39341	58.40040	9.27430	50.8	3.16667	7.93782	7.70021
5.56392	0.07633	11.68544	7.07342	7.26230	45.99025	12.12079	6.79105	0.00000	1090.43417	30.40095	8.90747	42.51396	9.80009	9.535	-13.68778	8.45680	9.58624
9.13272	1.46983	7.35570	8.11770	6.96924	50.03796	19.86731	10.84965	1.00000	1109.20743	55.82741	8.64559	45.98372	7.90790	-20.25333	-43.80139	8.97741	8.61327
11.05706	0.44342	7.86076	7.83016	5.06616	47.96046	6.06284	9.58893	1.00000	1070.89018	36.80634	8.30901	57.25662	7.54941	37.73604	-120.93549	7.21093	8.36613
7.83535	0.06066	10.17837	6.23179	7.87569	19.05157	17.95382	6.63752	1.00000	1176.85029	46.58103	5.54055	81.57112	8.52301	20.88953	-156.47432	9.71179	10.42492
5.83095	0.05718	11.94490	9.59196	7.76812	49.70727	14.45966	5.03702	1.00000	1154.50202	73.36680	9.96462	69.34591	8.93129	59.33333	18.28333	8.63080	9.63067
7.56706	0.17064	11.72291	5.39403	10.32566	57.95310	6.49739	8.42084	0.00000	1070.43642	58.52518	9.79931	48.39321	8.71036	48.35693	10.98461	8.94143	10.02802
8.03068	0.08010	10.34218	6.09622	6.48801	42.40432	5.95914	7.12596	1.00000	1084.15829	50.86398	13.38425	26.61720	8.18843	50.79205	-1.08593	7.29567	9.10691
6.74942	0.09577	6.94047	8.87218	7.49001	33.92233	17.58030	6.85741	1.00000	1096.39261	37.90634	7.32665	61.18695	8.86216	46.32313	-0.45877	8.34861	10.71595
10.94885	0.68508	9.50125	10.91352	9.62919	64.21126	34.23895	10.07882	0.00000	1199.26392	26.53355	11.04571	38.89443	8.03703	29.98869	122.20488	7.85908	8.86700
8.61011	0.19907	7.69901	6.14737	7.82709	28.30021	19.48532	8.76656	1.00000	1059.18603	36.61671	8.17563	63.41129	6.85851	27.71809	-82.35176	7.67155	8.60918
9.38279	1.03351	6.74844	8.50640	11.16437	50.75927	34.17584	10.48208	0.00000	1076.73239	91.52187	9.83090	54.32114	8.91132	45.39402	9.29109	10.05645	7.89845
6.23763	0.09036	11.51461	10.78754	5.98773	35.77399	8.84191	7.36624	1.00000	1124.06291	61.27172	7.29100	60.05144		16.0438	120.4861	7.27742	8.68710
9.29844	0.74334	7.72217	8.85627	10.98105	54.69764	12.17379	10.11503	0.00000	1108.62361	46.69303	10.68216	43.62340	7.50662	51.64316	-0.36053	7.76413	9.48827
4.89757	0.08548	11.45436	7.62723	8.13553	53.62553	16.80185	7.36430	0.00000	1178.07992	55.58132	8.88993	35.50755	9.67541	20.88953	-156.47432	9.44861	7.87851
7.15756	0.09411	8.45537	7.36448	8.41468	62.10766	14.53446	7.12586	1.00000	1153.80130	62.16002	6.49982	50.51760	8.73116	51.4781	57.3552	7.91900	8.46180
8.57811	0.12450	9.04265	3.93056	8.16910	42.44767	5.48267	7.83078	1.00000	1154.54768	45.25413	5.95792	43.98426	6.29722	3.31332	117.59152	9.71440	7.22719
9.00149	3.02482	5.71371	10.24738	8.00618	22.40732	17.59265	11.59811	1.00000	1150.42124	53.55884	5.19442	74.62892	10.55983	40.93333	73	8.73539	8.18865
7.62669	0.97696	7.89871	8.47419	8.43279	75.27257	40.36675	10.43094	1.00000	1194.19122	43.32372	9.50426	60.25313	8.48854	-37.9	145.18333	9.49180	6.74158
5.05507	0.09269	12.12477	6.92309	7.05183	78.80320	17.03149	7.45902	0.00000	1124.72825	51.55526	9.44884	15.24844	7.70793	35.74788	-95.36969	9.26647	9.55057
7.57073	0.08253	9.29386	6.87255	7.65608	57.49894	0.69194	5.86836	0.00000	1109.13026	40.19952	11.01358	57.33360	8.11693	11.50526	77.23826	10.23029	10.21269
7.93924	0.67829	5.95164	7.68755	8.90543	61.26590	14.08623	10.04386	1.00000	1096.78572	55.65663	9.63148	29.31631	7.97870	39.96348	-4.83076	9.43749	8.21819
