Pb	CO	TEMP	NH3	PM10	CFCs	SO2	PAHs	PRES	NOx	H2CO	C2H3NO5	longitude	O3	CH4	warning	latitude	PM2.5
64.68411		6.90741	4.21236	8.12316	68.99559	4.76775	10.28175	1080.72024	6.71699	43.70901	4.02135	16.54165	9.03622	8.76073	0.00000	68.79833	9.07855
47.09853	5.59152	20.00945	11.08838	7.57483	62.21541	7.58359	11.29257	1168.12079	9.57401	46.23586	2.76259	-117.79394	7.60327	6.93224	1.00000	33.76446	3.95170
33.67115	9.14248	8.52966	5.80590	7.73115	30.16348	8.36282	9.58576	1178.51248	6.94732	27.24016	3.85977	115.04814	7.17875	7.16244	1.00000	30.24706	7.42989
60.68052	7.86377	28.90640	8.87221	8.28234	65.29685	6.51487	7.25308	1150.11951	7.29292	43.79271	5.34139	29.65806	6.79436	7.70521	0.00000	-4.83	5.87804
59.87760	8.67123	22.41857	4.05455	8.32795	72.94209	8.66858	10.96430	1052.74095	10.34595	40.47912	5.22565	-117.70755	7.32528	8.23705	1.00000	33.52253	10.36107
54.82953	10.81372	38.94520	8.00446	4.87888	55.41713	4.44028	4.58099	1067.85033	9.65112	34.15899	0.91556	-70.6996	7.27230	6.32889	0.00000	-33.59217	6.04635
51.87347	9.29216	10.18542	8.71667	6.18429	48.06332	6.88798	4.72846	1113.12812	9.65025	43.66262	1.47599	-80.66756	7.69361	5.89573	0.00000	26.68451	6.44624
47.94204	10.06075	14.82036	4.68948	7.02579	72.15187	6.84010	7.37243	1076.12146	7.92162	43.73143	2.64234	76.12647	8.26802	8.02863	0.00000	32.55531	9.98429
33.95569	9.08167	15.56520	7.10765	7.49129	63.59211	6.22307	4.64131	1075.44774	10.75272	52.12382	2.64528	91.61356	7.85706	8.78011	0.00000	26.44931	6.64440
28.41157	6.93942	21.59235	4.61199	6.83502	76.72855	6.67362	7.11187	1142.30980	11.60906	47.67654	1.34982	113.69785	5.84277	6.86651	1.00000	-7.73379	12.26825
46.56788	7.57411	27.86888	10.10493	8.32065	55.19730	4.75227	9.24188	1080.53980	10.03539	62.58352	5.12757	18.30056	6.92711	6.32396	1.00000	50.5107	5.93160
30.02218	8.30218	23.57114	5.83482	7.30091	44.44019	5.68250	6.03720	1166.46113	11.06865	38.26078	2.59367	-3.05	6.92965	6.93240	0.00000	53.81667	7.39263
35.46327	6.26559	20.20935	5.09770	7.31299	48.67150	7.61505	9.31921	1093.86256	11.29654	47.29931	3.11007	-84.20299	7.63744	7.55604	1.00000	39.43534	12.39573
78.48469	8.82609	24.41827	5.00281	6.22122	49.29185	7.42269	8.95543	1100.56383	8.37957	46.97842	1.72805	3.1631	5.74672	6.58717	1.00000	41.91738	9.86646
41.32218	8.79425	27.22809	10.41425	8.43836	70.68409	3.78946	7.80617	1118.19075	6.72150	40.21430	5.23774	102.42587	7.53742	6.71688	0.00000	15.58552	4.91714
67.51409	8.58481	9.93510	4.98064	6.58697	67.15648	4.40339	10.50684	1118.87911	7.88575	35.62320	2.23248	115.04814	6.90945	6.04452	0.00000	30.24706	8.26879
46.46223	4.67381	29.66932	10.47838	6.71300	68.67867	7.04444	9.57200	1096.96664	8.25515	38.05598	2.98457	4.82313	7.76764	7.87653	1.00000	51.24197	4.41186
29.95896	6.23206	16.73852	8.99346	7.45491	54.59828	6.25358	6.87612	1114.89110	10.10264	59.87967	3.40083	6.10237	6.92209	6.71695	0.00000	46.18396	5.62064
35.78323	6.71910	19.19622	9.55399	7.90676	41.81658	4.06210	6.65075	1137.45621	9.23411	36.82196	3.60909	76.11996	7.83226	6.60461	1.00000	11.12018	6.96956
62.75115	10.52601	19.89229	9.56204	7.00248	54.41499	7.28810	4.66315	1198.90123	9.97746	51.17075	2.39178	32.86389	6.53656	7.20065	0.00000	53.95278	7.91200
37.99509	5.94869	20.56413	9.47903	7.81794	62.08543	4.93957	9.23937	1126.62835	9.56383	77.41513	3.56096	-48.52333	6.10987	7.42723	1.00000	-0.71667	5.92613
47.43943	7.01385	22.04789	8.48036	9.10545	38.78119	5.88414	6.40013	1077.90431	8.00697	40.64703		73.85535	7.77518	5.51141	0.00000	18.51957	5.27329
61.96427	8.30108	19.02084	7.43339	8.60476	23.83477	9.51925	8.23335	1096.52770	7.66579	45.97971	5.96525	32.86389	6.84357	6.77959	1.00000	53.95278	7.84464
55.32070	4.08431	-3.03073	5.44524	8.62109	53.27798	4.46770	9.85093	1105.88111	6.10031	10.86484	7.02496	-75.60804	6.89959	8.71814	1.00000	39.96097	4.91684
41.21875	8.35951	11.43495	6.10346	7.44776	52.56131	5.79929	9.20711	1142.97802	8.55235	51.74425	2.88873	76.32756	9.03134	9.41464	0.00000	9.57046	8.33959
36.84402	9.57347	18.01749	8.47151	6.64563	60.55574	7.41871	5.56614	1149.92783	10.67475	64.51933	1.99914	98.6738	9.09054	7.89482	0.00000	3.7278	8.21107
58.10541	8.60766	18.22352	5.54225	6.37834	34.69101	8.81059	9.97912	1081.65638	7.19549	50.67557	1.93058	9.85	5.43723	8.82093	1.00000	53.63333	9.87334
60.94977	6.01292	20.45750	6.33926	5.54797	46.06577	6.96339	7.10896	1130.09201	10.53353	38.03559	2.30143	-2.01111	5.13460	6.59112	1.00000	52.66277	8.68988
44.75626	7.49327	13.17226	9.94570	7.29691	71.78279	5.82079	8.93869	1136.76578	6.47050	29.12592	3.26793	-76.88442	6.29104	7.50757	0.00000	40.2737	5.62120
44.69130	7.75324	2.52758	9.63018	5.62745	56.09101	7.12641	7.36538	1149.08064	8.52054	34.01886	1.50912	-74.07764	7.83557	8.18140	0.00000	40.72816	6.87531
47.07066	5.53396	28.30363	12.04571	7.54927	55.77426	6.84259	10.44876	1103.83402	10.24980	60.84322	4.19561	-119.27337	8.27752	7.32994	1.00000	50.26729	4.52508
49.43806	7.97521	12.68302	6.87814	8.63596	52.60073	5.37555	10.02475	1194.53723	9.09983	36.07743	6.83952	-86.99666	7.16872	8.76328	0.00000	33.45122	7.18237
38.93365	7.34574	25.40577	9.53783	6.85387	61.84566	6.75699	10.01743	1191.62772	10.52714	44.82928	1.35508	-89.66123	7.54945	8.36926	1.00000	21.28306	6.42778
26.61421	7.81699	18.96233	7.56270	6.42138	47.47511	5.59527	5.86628	1120.02962	10.45447	44.54964	2.05837	-94.41551	8.32098	5.97666	0.00000	39.09112	5.74093
51.43071	5.57929	23.25490	5.78181	7.76684	52.12665	3.17600	9.41534	1058.72852	7.39652	51.64518	3.30564	-85.43772	7.20071	5.56396	1.00000	10.63504	5.65304
30.83625	10.18797	19.91321	8.25236	6.36429	67.92392	8.72000	5.09667	1127.17096	9.15241	69.45761	1.79729	150.99292	6.06112	8.04892	0.00000	-33.75881	8.39186
34.39633	11.84222	13.37900	9.83346	6.07847	52.65854	4.03912	5.63195	1195.53021	7.09857	34.81576	2.59603	2.1699	6.86735	7.70042	0.00000	48.98994	6.11393
49.58012	6.40686	6.83745	10.58696	6.86069	44.76410	6.22237	7.42011	1179.15499	8.20841	43.61281	2.21171	82.85749	8.57311	7.37257	0.00000	17.54907	5.36561
30.51902	9.95566	-3.75321	2.88118	7.74225	41.38776	5.31254	6.62383	1113.20144	6.71450	47.20850	3.98157	104.64992	9.23154	7.04636	0.00000	14.64056	10.44927
47.42267	6.95688	17.16381	7.17100	7.19366	62.21575	8.79787	7.10785	1136.26791	8.48138	47.91603	3.16835	120.5875	8.36452	5.57502	1.00000	16.455	7.88773
63.35147	8.86182	3.87897	7.63255	8.30307	41.57696	5.24662	9.21683	1111.53786	11.22432	36.85005	5.46233	124.3697	9.07555	6.59949	0.00000	9.6531	3.81682
15.39905	5.91429	6.71241	11.59654	8.44859	59.18655	6.52714	11.64981	1179.27007	10.82515	38.66934	5.55897	118.53333	6.65133	8.22280	1.00000	27.92333	4.70231
	9.74206	10.76824	2.96623	5.44213	59.77233	5.91033	6.86093	1190.27899	6.50150	43.45990	1.73755	-93.71133	8.08497	6.90661	0.00000	41.57721	9.96776
54.58943		27.34390	6.64619	8.39337	64.50349	9.77821	10.01325	1167.74145	11.68974	44.56570	5.08707	-5.22126	6.47034	8.30280	1.00000	33.43443	10.10861
32.77079	9.87467	19.83562	5.27663	6.50345	62.06911	9.55012	10.03089	1144.74099	8.62480	67.73698	2.63592	-46.99583	6.84575	7.13326	1.00000	-22.97056	8.41958
28.42733	7.20385	24.18907	8.43075	5.80260	58.90961	4.92729	5.47540	1181.50783	8.85431	39.10279	0.73468	37.3825	6.97804	5.30111	1.00000	37.05944	7.79622
29.72107	8.89723	23.08767	8.89799	7.57819	74.20112	4.65009	7.14373	1139.56568	7.35646	47.55081	2.62756	-0.91979	6.97974	8.28076	0.00000	51.42708	5.36034
45.31984	8.89122	12.00714	8.68617	7.22684	49.90603	7.71853	8.26495	1066.10354	5.60712	55.98302	2.47349	9.02596	7.45914	6.46236	0.00000	48.21644	7.69607
44.48571	7.38740	6.61124	7.21269	5.47025	53.24652	5.45924	9.84687	1185.67897	7.80081	51.56503	1.94325	47.31667	7.56947	7.48063	0.00000	-19.65	7.09823
38.63276	9.09073	17.08049	7.97005	7.72524	42.00110	4.85640	5.58059	1179.80264	7.20847	41.35036	3.06832	-2.77259	7.76555	6.96427	0.00000	37.49073	4.62117
37.62338	11.34651	33.01886	6.20051	8.43495	47.96253	8.87735	8.01442	1158.02610	5.73849	45.87582	5.46850	73.7553	7.57466	9.54826	1.00000	15.5439	5.11183
41.44557	7.00084	20.59440	8.96204	9.46255	54.55605	5.05646	5.67856	1099.22406	8.91339	10.82438	13.22279	137.23333	7.58423	8.73822	0.00000	35.8	4.33981
40.41942	9.33472	28.15098	5.23679	7.34327	39.19449	5.95908	10.50713	1177.29765	8.41684	30.32209	3.09871	-83.48216	6.52083	7.33761	0.00000	42.30865	8.20163
59.33183	9.63829	13.01408	6.92907	7.98773	58.87443	9.52942	8.79515	1151.36011	5.59335	45.81207	3.67652	-42.98194	6.82151	8.03904	1.00000	-22.53722	7.24682
46.27841	8.25578	8.01421	5.91217	8.34323	54.75168	5.33589	8.58716	1151.53848	7.82323	33.27939	5.70583	-81.79819	7.01596	6.67632	0.00000	41.48199	8.55561
53.01486	9.42556	24.41328	7.28873	8.20048	49.13729	7.60779	7.50006	1062.68706	5.51395	36.91250	4.74616	111.73861	7.86817	7.83348	0.00000	35.20889	7.62224
56.88430	8.34180	22.41493	7.92184	6.32318	59.74453	6.21238	6.82081	1120.92891	9.04128	55.81270	2.05235	72.93924	6.91587	7.21295	0.00000	18.87813	6.85136
43.84466	8.78090	2.43113	6.05196	5.53019	72.63158	8.41726	9.05019	1084.15801	7.81518	31.37397	1.76954	9.17702	7.98262	5.04282	1.00000	48.78232	7.56322
45.88587	4.98879	6.01717	7.64436	7.95403	70.91768	7.78505	10.04326	1081.05641	8.57123	42.99780	4.34161	-89.71472	7.38652	6.18052	1.00000	13.73417	5.86251
36.82070	6.42748	26.92249	9.27329	6.54607	38.38069	5.60245	6.81991	1144.78841	8.23700	49.18505	2.29514	-100.88023	6.44905	7.11116	1.00000	20.21322	6.17403
47.54590	9.30556	13.08126	5.09501	7.99802	74.89792	6.27380	8.01910	1116.67201	8.20337	39.30732	3.68276	34.86563	6.13721	8.06168	0.00000	31.92923	8.63583
29.41229	9.74447	20.83933	4.29633	8.51423	35.16456	8.73628	9.62996	1083.53392	10.54205	61.49295	5.66055	32.86389	6.63902	8.14716	1.00000	53.95278	8.82309
59.37057	7.19406	14.33326	5.84328	6.68418	53.16057	9.17840	8.66293	1076.63181	10.97361	25.90418	1.60072	3.47717	6.44811	7.01366	1.00000	36.76639	10.33017
42.27787	8.35946	7.56902	3.38382	7.20922	59.82145	5.80704	10.11256	1088.14945	4.11366	54.67317	2.67736	27.18052	5.42620	6.08217	0.00000	39.12074	12.46747
46.71572	5.45148		9.40680	6.21563	34.36367	5.90340	7.53840	1130.23316	9.47395	61.94147	1.44416	77.5609	7.65522	6.21861	1.00000	11.00599	6.54154
33.45200	6.24855	23.48992	7.01019	8.22648	51.33278	6.44800	8.56159	1079.90355	7.66229	24.83120	4.53363	-75.11028	6.94547	7.87870	1.00000	-15.21194	6.28881
50.35233	11.46322	-0.80286	4.59260	8.92154	59.81169	10.16515	10.85020	1061.41664	8.46742	52.91523	8.46314	-15.58602	6.95930	7.01633	1.00000	27.76056	8.60618
40.91925	8.81936	8.96163	5.56533	9.49497	47.02756	6.41708	6.77004	1099.29393	7.44176	45.84608	14.30487	3.50309	7.63872	7.18915	1.00000	34.15429	8.75396
58.32483	8.49886	-3.48614	7.02091	7.51456	45.89219	5.64240	9.10383	1067.79110	10.47941	68.98484	2.70425	113.13148	8.43706	7.03494	0.00000	23.02677	6.85349
69.36748	8.17606	-6.35060	6.63232	6.67084	58.27775	6.16476	9.63927	1182.64116	8.45700	25.79798	2.30734	73.06784	5.10788	6.95443	0.00000	25.13915	8.57010
56.80683	5.55787	15.67697	6.42019	9.23330	49.54589	6.33042	6.31197	1100.23576	11.10897	50.08675	11.27018	-111.90466	7.06379	6.03447	1.00000	40.34912	9.98875
49.85511	4.61729	6.38788	5.85887	7.68251	60.36165	5.22462	7.10489	1053.97115	5.37450	55.10509	3.56474	4.18333	6.69873	6.62493	1.00000	7.6	5.56097
49.03029	11.75491	19.86379	8.01372	8.10488	45.03198	5.86988	4.54768	1097.82497	9.13751	40.15765	4.47625	-84.13722	8.43536	8.23141	0.00000	9.92787	6.92272
44.75479	8.88150	19.14964	4.29400	8.90148	61.78957	6.23247	7.21641	1184.38627	7.15637	49.21260	7.76953	-52.51028	8.60992	5.29350	0.00000	-28.81833	9.68284
40.75245	9.55358	26.07888	10.35032	7.22199	56.42002	6.35549	6.26266	1167.45346	7.84616	56.57408	2.65067	-4.1	8.07916	7.72576	0.00000	48	6.30156
61.16033	7.23863	19.08149	11.27674	7.68299	53.12379	5.68362	13.09876	1115.86790	11.14900	48.18518	3.59930	-115.98391	6.89077	6.08364	1.00000	36.20829	4.20255
33.63982	6.24658	23.09034	9.36614	6.66087	90.24828	5.59135	8.62840	1154.25463	8.37697	47.51469	1.72808	-86.11084	8.26769	8.62327	1.00000	41.75338	5.60759
24.17382	4.79131	25.91331	8.40136	7.77667	69.53973	6.83131	7.38403	1166.99452	7.09368	36.84149	4.12341	-111.99633	7.14197	7.08838	1.00000	40.65995	5.65530
20.80801	7.88921	-3.68210	6.26256	7.90939	63.72587	10.81624	6.29164	1069.93939	8.42370	45.67454	3.48200	122.8637	6.68228	5.85575	0.00000	9.3337	9.16416
32.04432	8.05573	1.62979	8.87980	7.15249	40.62678	9.53882	7.98494	1150.35206	6.76139	44.76465	2.98365	106.88324	7.00891	7.69124	0.00000	47.90771	7.90415
31.89471	6.45652	14.26703	5.56753	4.69091	56.63967	6.16881	6.82251	1134.64591	6.86809	61.57062	1.26043	117.55417	6.03258	8.88392	1.00000	34.86472	7.26496
35.21456	6.57787	15.05233	9.76710	6.64090	73.66067	7.76063	8.56411	1078.91516	9.02036	46.35602	1.22617	-97.35992	8.35489	8.04425	1.00000	19.8173	6.06000
34.75660	8.20031	16.00989	7.02522	7.22127	63.59725	10.24874	10.37472	1137.81923	9.86514	28.95735	3.23031	-8.07257	6.59929	5.52391	1.00000	12.74409	8.29047
59.93509	8.13664	16.94331	7.32954	7.79418	62.47783	8.54847	6.70530	1163.38123	7.27398	32.49494	3.42185	31.3237	9.28621	7.46335	1.00000	52.4089	7.43169
38.70896	6.51305	2.37015	6.63950	6.89879	41.77571	3.34760	9.67781	1122.86526	8.54368	36.74173	1.59622	-117.79394	6.81006	6.29461	1.00000	33.76446	6.55772
37.42635	6.41423	7.32458	7.09880	7.75799	54.33621	9.51658	8.55503	1196.11497	10.10999	63.22545	4.07627	-91.11667	6.84762	8.32829	1.00000	14.93333	11.00873
37.38096	6.84354	20.94739	6.40979	6.60774	66.01636	7.44717	7.65738	1168.29999	7.76744	48.72764	2.52314	150.99292	7.19646	7.54752	1.00000	-33.75881	10.66186
32.88071	6.86474	10.98191	7.66797	7.16623	49.37513	5.63405	6.00157	1080.48518	9.98145	45.72330	2.63876	-91.73625	7.31141	7.39572	0.00000	35.25064	4.97487
34.59617	6.60362	3.05012	4.40812	8.85903	73.50183	4.99149	7.33900	1108.59913	6.67248	30.17487	7.82380	-41.25528	8.64919	6.22702	1.00000	-19.32556	7.48194
44.36610	7.34885	10.59095	7.83626	6.21063	58.24946	7.00634	5.98194	1093.34363	9.02894	51.56580	1.64887	-1.60452	7.90838	5.99903	0.00000	42.06166	6.21219
74.31005		28.51690	7.94194	6.39006	26.03221	5.81910	6.62399	1134.36320	7.00616	44.67441	2.16428	-94.41551	9.40164	8.47587	1.00000	39.09112	6.20730
74.02542	8.87780	11.83549	5.51969	8.56923	56.97265	8.10844	7.43911	1171.79110	8.25382	37.66472	8.04911	-73.9625	7.50180	8.08219	1.00000	40.81	8.66632
56.19676	4.93745	19.92077	9.68805	6.83894	41.34192	5.30224	8.78466	1109.93995	7.77124	50.42177	1.27767	144.23058	6.79022	7.04588	1.00000	-5.85746	4.45188
60.25953	9.15937	21.00386	3.87205	6.80582	73.69862	6.85217	8.01284	1172.17095	6.49084	34.05169	1.68931	35.90057	7.69503	6.92426	0.00000	56.85836	12.02948
39.95076	4.12256	2.85342	8.99375	7.19056	78.46433	6.48216	4.81766	1146.87424	8.77002	49.06806	2.24835	85.83334	6.96680	7.41985	1.00000	20.88197	8.14495
40.48428	10.14590	11.78103	9.32955	8.06693	59.06483	2.91361	4.65683	1146.60073	9.54629	51.25153	5.63299	8.96317	7.62444	7.38035	0.00000	48.35149	4.48379
27.22404	9.43807	32.09377	2.93628	6.26854	47.61476	7.97933	10.04159	1088.19818	12.47959	38.23337	1.49222	-117.71978	7.10097	7.37618	1.00000	34.09668	10.61691
48.02198	11.89497	5.59910	1.56826	6.59988	46.58113	7.90085	10.69982	1074.77888	10.04465	34.23697	1.86679	12.38878	5.66121	6.45273	1.00000	43.1122	10.44433
64.38001	8.26088	28.64277	13.09519	5.42983	59.34283	3.46351	9.66773	1090.45387	10.66003	44.00463	2.11264	-73.20483	4.92991	8.43969	1.00000	41.16704	4.71277
69.12385	10.17472	22.26951	8.65728	9.79114	56.56120	6.33194	6.48820	1182.57465	6.03987	64.24558	17.52744	91.84128	7.58096	8.06974	0.00000	22.83957	6.26321
56.75357	7.98574	18.37465	6.27958	8.01698	69.80531	5.75598	6.28626	1181.76976	8.94315	48.74059	4.86610	-74.15987	7.75931	6.37439	0.00000	40.82232	8.97154
39.20025	7.22076	0.09988	4.81977	8.23734	68.13629	5.58253	5.59564	1136.82722	6.71973	22.26380	5.16547	18.84	6.66672	8.32137	1.00000	42.28639	8.18898
21.41383	6.86076	12.00499	7.26283	6.58890	59.25971	6.19811	10.06672	1114.05612	8.75363	60.13764	2.46830	-122.24064	6.94168	6.94141	1.00000	47.80527	6.15157
58.89702	8.74193	4.49312	8.18664	8.33333	55.83706	7.53339	5.08948	1116.58269	10.47170	32.81377	5.03856	8.73812	7.46651	8.35320	0.00000	41.91886	7.45823
31.15742	8.22810	13.35046	7.76547	7.56930	53.43683	3.78653	8.71871	1075.37518	8.80856	39.41912	4.11379	-80.66756	6.48131	6.42784	1.00000	26.68451	6.60731
60.26096	6.68520	26.09354	5.46677	6.85389	49.02604	8.18130	8.33053	1186.52634	7.13721	62.18488	2.09950	72.68533	7.22265	7.27309	1.00000	22.75218	7.13935
20.90583	8.43353	19.76290	6.81625	8.55810	50.38881	5.97652	10.95762	1102.36289	8.73873	30.16204	5.84131	124.84472	6.97507	8.56837	0.00000	10.13361	7.56197
32.85070	7.83738	21.80146	3.88482	4.40139	65.50430	6.91105	8.63893	1075.84346	12.03917	41.05829	1.47132	122.8637	6.93160	7.54573	1.00000	9.3337	10.43592
46.57795	4.32242	27.34494	7.21743	7.41200	54.72183	9.80733	7.22053	1189.09048	7.43831	61.67293	4.17961	53.26023	7.59440	6.91288	1.00000	54.39304	6.67452
52.98293	9.29503	-10.17881	6.01489	9.09332	63.74831	7.33050	6.89949	1073.61784	7.29224	54.18626	10.08978	31.3237	7.98567	6.74136	1.00000	52.4089	7.89675
17.69862	5.55117	12.69747	9.93436	6.43358	67.16922	8.75011	9.66302	1167.35546	8.64198	51.35168	2.02867	76.12647	5.05105	6.65352	0.00000	32.55531	4.88843
68.41958	7.35838	13.93643	4.97928	9.34383	51.08427	9.51171	10.39535	1176.76276	12.06514	42.86208	12.92918	-52.51028	8.07658	6.97378	1.00000	-28.81833	11.02314
56.10070	6.06291	29.67698	8.76785	8.26773	65.23901	7.00549	7.94050	1146.52036	7.91400	37.96012	5.34622	43.91385	6.22485	7.72442	1.00000	54.03876	5.67523
54.17581	5.56419	21.68160	9.08228	8.85232	67.57554	4.75315	10.86746	1171.62343	7.75375	44.71015	7.46756	-120.43572	9.08902	6.19101	1.00000	34.95303	3.84089
34.98876	7.82408	10.63402	11.84400	8.73991	57.64719	4.55017	7.63210	1198.59225	11.44454	56.43764	7.87189	37.55	9.24215	6.76720	1.00000	6.03333	7.08280
38.23783	9.30648	22.67206	9.80019	6.33848	41.02221	4.27272	6.50675	1087.11628	7.72552	33.99112	2.33218	78.15794	8.08541	5.89017	0.00000	12.1277	5.01003
44.13641	8.23415	24.72797	5.91055	6.97688	50.72775	6.11206	6.77685	1170.65250	8.19999	35.88039	2.05814	111.50861	5.73668	7.87988	0.00000	32.54278	9.83626
18.90915	8.17390	28.08885	8.51703	9.74839	48.41589	5.38064	7.68337	1155.75954	5.53061	40.07974	16.97065	-73.26022	6.28708	8.94693	0.00000	6.46838	5.52065
30.69897	9.62546	19.01700	8.86500	7.71926	59.58825	9.18442	6.40415	1100.96105		31.29607	3.66237	37.00438	7.40964	6.09898	0.00000	-7.60361	9.06169
35.75024	8.99648	-5.12036	5.62500	6.47394	35.00638	8.37263	9.59063	1110.85833	8.79043	55.66515	2.43077	-100.44843	8.79834	6.52783	1.00000	20.74122	8.08296
53.60322	5.04768	15.26346	9.48927	5.23584	50.67497	7.62440	9.85153	1052.43634	7.50191	53.33093	1.03523	-80.66756	8.59408	7.72029	1.00000	26.68451	4.01786
55.07574	8.82098	19.22154	7.09260	8.34292	18.74010	5.39483	9.48030	1082.53815	10.35904	34.92906		-120.93549	7.59010	8.45471	0.00000	37.73604	6.00594
30.18877	7.86875	13.74918	8.00944	8.27311	11.61965	4.82332	4.98583	1052.52867	9.65332	46.39846	5.15754	-80.58556	8.54865	6.42668	0.00000	22.98212	4.76961
23.13121	9.94880	2.77526	9.66671	9.33170	51.76928	4.78123	3.85853	1132.36278	10.29640	42.30140	11.98042	-73.86586	6.14251	6.79220	0.00000	45.43341	5.47287
44.33677	6.42893	4.86677	7.77771	7.53981	43.73557	8.14460	7.60486	1058.80221	9.00354	30.20206	3.27740	-70.20749	7.21142	8.76514	1.00000	8.62261	8.73339
51.10948	6.44046	7.63112		8.25522	40.85199	7.53621	10.01431	1126.26642	11.37935	32.39476	5.28505	150.60036	6.77506	7.65814	1.00000	-34.88422	12.62767
41.11626	5.41978	2.87654	8.56580	6.87212	45.30631	7.87127	12.22429	1050.15738	10.73461	33.57777	3.24648	150.99292	6.85919	8.90080	1.00000	-33.75881	5.97476
42.98344	6.24761	23.30990	11.16123	7.88887	54.16605	6.68818	10.54777	1131.00064	9.49075	72.35147	3.52686	-47.1725	6.74476	7.89791	1.00000	-22.57306	4.47497
48.33289	6.71168	24.52525	6.87180	6.06262	50.26844	6.63975	4.50366	1081.49804	10.84359	41.46828	1.67869	-0.59543	7.82118	8.27069	1.00000	44.80477	7.09084
29.59062	9.69702	7.99720	6.85536	7.97083	45.44083	11.10860	9.69964	1087.99010	8.39033	44.94176	3.92182	77.9129	6.53944	6.55817	1.00000	25.6439	8.77864
43.71647	8.89421	28.61259	7.11943	6.70801	50.06963	9.53889	8.65156	1154.35989	7.42207	47.03389	1.47122	121.96361	6.38139	7.12286	1.00000	6.95194	7.78214
31.15714	9.47656	9.87728	6.00354	6.04435	49.80937	9.93509	9.59244	1063.46243	9.53760	56.18036	1.37638	-47.1725	6.73630	7.44606	1.00000	-22.57306	7.69395
37.43428	7.36289	25.00073	4.73901	8.44462	46.37716	7.21686	8.59786	1153.89236	12.07969	42.47168	5.77140	-35.71667	9.44328	6.40560	1.00000	-8.66667	9.18324
44.63579	6.00239	13.18759	5.79134	6.75185	41.86451	5.63477	7.12690	1125.48686	7.25528	47.67207	1.89378	76.03889	6.32473	7.34660	1.00000	18.18158	7.40702
49.64730	9.45743	19.45176	6.47621	8.58199	61.40403	8.31031	8.32832	1116.50468	5.84637	51.24104	6.35642	68.88871	5.92633	7.63760	1.00000	25.95533	7.68364
31.11795	5.58073	17.08570	10.59723	7.96860	53.53016	7.29695	9.25722	1196.65585	9.37160	65.46709	4.42401	144.09638	5.66670	6.59178	1.00000	43.82634	5.29137
45.60890	7.55029	-5.20538	6.47836	7.97402	76.61568	9.03850	8.40421	1062.41517	9.15639	42.34259	4.30955	73.97117	7.58181	6.39038	1.00000	31.96258	8.27718
30.77677	7.25417	15.35276	8.16027	7.51246	41.28476	2.62966	8.40137	1082.54033	8.02754	48.29422	4.07692	-41.25528	6.61960	6.81498	1.00000	-19.32556	5.64679
46.05355	7.78974	3.22880	12.07222	5.81937	62.44306	7.15594	7.81462	1108.48553	10.59267	28.38164	1.47505	-70.20749	6.47233	6.79351	1.00000	8.62261	6.17563
73.14141	7.48635	41.48412	8.45936	6.69545	50.48223	9.27607	8.47277	1118.73300	6.90620	46.04387	2.61698	-87.45476	8.05354	8.01387	1.00000	41.47892	7.12547
31.50460	7.09423	10.45253	8.42143	6.55990	78.31254	6.66245	8.79223	1074.08063	10.28072	44.35658	2.13399	-89.71472	7.09331	6.75293	1.00000	13.73417	7.29059
40.92867	7.65851	14.01947	8.97291	6.66537	61.28940	6.17142	6.05799	1075.72584	9.32253	49.08557	2.71427	128.62667	9.19264	7.76009	0.00000	34.8825	5.51467
53.08493	6.46234	8.37229	9.96193	7.80753	62.41992	4.34648	6.64445	1127.71253	8.34549	49.59499	3.19351	-77.70066	6.52847	9.16834	1.00000	43.16547	6.19646
56.59907	6.35158	15.81916	6.76249	7.90601	45.52790	8.10291	10.38194	1186.54129	8.59562	43.03154	4.21454	-1.47217	7.98280	8.10197	1.00000	53.46506	6.48855
39.11543	9.23648	23.90134	6.67491	8.00346	56.52660	5.42767	7.43410	1119.51007	11.71361	23.66804	3.70881	109.3243	6.92512	7.65735	0.00000	-7.0981	6.63616
37.05228	6.68789	6.79792	8.75309	8.75138	61.77845	6.53055	8.80030	1165.01595	8.82813	42.19739	7.79509	98.19151	8.25048	8.27066	1.00000	14.0823	6.09047
43.67613	8.02973	-8.36584	8.90657	7.82314	54.06130	2.17650	5.07587	1160.57686	11.40147	49.24930	3.99462	123.99333	6.85141	7.97706	0.00000	12.97389	3.92315
59.58811	8.07586	14.27191	8.80823	5.95159	67.42905	4.65072	7.14923	1089.61734	6.74288	55.51589	1.95952	31.4976	7.21109	6.95525	0.00000	26.67319	5.06824
49.50635	8.35144	21.38556	5.89832	7.22919	50.37797	8.44415	9.28353	1073.00975	7.53051	26.55685	2.77842	4.92235	8.42433	7.15961	1.00000	7.65649	11.00953
43.41929	9.87832	21.60157	5.10490	6.76115	36.03735	7.04036	8.73238	1189.09030	7.30598	57.82473	1.79806	72.34424	6.80510	7.30914	1.00000	40.78206	8.18975
56.65075	9.72651	9.07085	4.14525	6.52774	42.40443	9.10463	11.05487	1152.43568	9.92214	47.36610	2.93852	75.96976	7.84754	8.18217	1.00000	15.73628	10.14351
18.70368	5.92648	6.67061	8.98372	5.84792	57.62705	10.01702	10.81734	1162.72551	8.85799	16.13302	0.70874	140.73667	8.47748	6.00540	1.00000	41.77583	5.15273
