latitude	revision	longitude	location	code	QoS
-22.92306	08/27/2015, 00:00:00	-53.13722	America/Sao_Paulo	BR	average
54.03876	2016/06/25	43.91385	Europe/Moscow	RU	good
36.65	2019-03-01	138.31667	Asia/Tokyo	JP	maitennce
36.6009	18 Apr 2016	126.665	Asia/Seoul	KR	good
10.61285	2021/03/08	12.19458	Africa/Lagos	NG	accep
20.74122	02/14/2018, 00:00:00	-100.44843	America/Mexico_City	MX	good
-22.92306	2016-04-26	-53.13722	America/Sao_Paulo	BR	good
58.23583	2020/10/07	92.48278	Asia/Krasnoyarsk	RU	good
48.8222	2020/02/23	2.12213	Europe/Paris	FR	building
41.91738	23 Aug 2013	3.1631	Europe/Madrid	ES	good
28.54944	2017/08/18	-81.77285	America/New_York	US	maintenance
-31.95224	2017-06-23	115.8614	Australia/Perth	AU	good
52.09	2012-10-28	5.23333	Europe/Amsterdam	NL	average
47.56494	2022/02/25	31.33078	Europe/Kiev	UA	good
47.90771	11/15/2015, 00:00:00	106.88324	Asia/Ulaanbaatar	MN	excellent
24.96334	10/11/2019, 00:00:00	10.18003	Africa/Tripoli	LY	maintenance
53.38333	08 Feb 2020	-0.76667	Europe/London	GB	accep
65.84811	07/31/2014, 00:00:00	24.14662	Europe/Helsinki	FI	maitennce
31.96258	2019/01/11	73.97117	Asia/Karachi	PK	accep
41.54566	01/23/2022, 00:00:00	-71.29144	America/New_York	US	average
-54.8	04/12/2019, 00:00:00	-68.3	America/Argentina/Ushuaia	AR	accep
39.09112	01/27/2018, 00:00:00	-94.41551	America/Chicago	US	accep
-22.53722	2019-08-13	-42.98194	America/Sao_Paulo	BR	excellent
-27.4338	11/07/2020, 00:00:00	-65.61427	America/Argentina/Tucuman	AR	maitennce
-23.7975	2014/08/04	-48.59278	America/Sao_Paulo	BR	maintenance
45.43341	14 Apr 2021	-73.86586	America/Toronto	CA	average
28.92694	12/23/2016, 00:00:00	78.23456	Asia/Kolkata	IN	good
46.75451	15 Feb 2014	33.34864	Europe/Kiev	UA	excellent
31.39547	2015-07-31	34.75699	Asia/Jerusalem	IL	accep
31.20176	06 Nov 2021	29.91582	Africa/Cairo	EG	excellent
58.23583	2021-06-20	92.48278	Asia/Krasnoyarsk	RU	maintenance
-7.76667	2014/05/12	35.7	Africa/Dar_es_Salaam	TZ	maintenance
57.30185	2014-04-30	39.85331	Europe/Moscow	RU	average
39.08367	05 Jun 2015	-84.50855	America/New_York	US	good
10.15031	2017/11/07	-73.9614	America/Bogota	CO	maintenance
37.05944	11/26/2018, 00:00:00	37.3825	Europe/Istanbul	TR	average
48.06919	2016/01/28	11.37703	Europe/Berlin	DE	good
48.86667	2021-07-15	2.08333	Europe/Paris	FR	average
50.50301	10/20/2016, 00:00:00	13.63617	Europe/Prague	CZ	average
24.96334	2019/04/05	10.18003	Africa/Tripoli	LY	good
57.97472	06/03/2013, 00:00:00	33.2525	Europe/Moscow	RU	excellent
4.88441	01/08/2014, 00:00:00	101.96857	Asia/Kuala_Lumpur	MY	accep
31.12406	04/04/2018, 00:00:00	-97.90308	America/Chicago	US	good
24.41288	10/06/2013, 00:00:00	76.56719	Asia/Kolkata	IN	average
12.35275	2022-09-19	121.06761	Asia/Manila	PH	good
41.15376	28 Apr 2021	-87.88754	America/Chicago	US	average
48.8222	2015-12-05	2.12213	Europe/Paris	FR	good
53.59782	2013-12-24	34.33825	Europe/Moscow	RU	building
9.6531	18 Dec 2017	124.3697	Asia/Manila	PH	good
-8.28333	2015-07-21	-35.03333	America/Recife	BR	building
54.60528	2021/03/01	18.34717	Europe/Warsaw	PL	good
15.5439	2014-12-08	73.7553	Asia/Kolkata	IN	good
31.92923	2021/03/30	34.86563	Asia/Jerusalem	IL	excellent
34.8825	01/02/2014, 00:00:00	128.62667	Asia/Seoul	KR	accep
8.62261	23 Aug 2015	-70.20749	America/Caracas	VE	accep
3.51667	09 Jan 2018	11.5	Africa/Douala	CM	accep
26.44931	2012-11-20	91.61356	Asia/Kolkata	IN	excellent
14.62072	04 Apr 2021	74.83554	Asia/Kolkata	IN	average
33.72255	2020/08/26	-116.37697	America/Los_Angeles	US	good
12.74482	2017-07-07	4.52514	Africa/Lagos	NG	accep
50.09019	12/14/2019, 00:00:00	8.4493	Europe/Berlin	DE	accep
37.73222	2014-01-19	115.70111	Asia/Shanghai	CN	average
43.86682	2021-02-09	-79.2663	America/Toronto	CA	accep
-5.41667	2017-11-11	38.01667	Africa/Dar_es_Salaam	TZ	building
51.168	2020/05/04	7.973	Europe/Berlin	DE	good
10.98778	2014-11-28	-74.95472	America/Bogota	CO	building
15.73628	12/07/2021, 00:00:00	75.96976	Asia/Kolkata	IN	average
-37.32167	08/03/2021, 00:00:00	-59.13316	America/Argentina/Buenos_Aires	AR	good
12.1277	19 Sep 2013	78.15794	Asia/Kolkata	IN	good
53.19146	22 Jun 2015	-2.52398	Europe/London	GB	accep
25.6439	02/29/2020, 00:00:00	77.9129	Asia/Kolkata	IN	good
50.80019	11/30/2018, 00:00:00	7.20769	Europe/Berlin	DE	maintenance
-11.94306	2019/08/07	-76.70944	America/Lima	PE	excellent
9.91861	2018-12-09	-68.30472	America/Caracas	VE	average
17.54907	08/13/2022, 00:00:00	82.85749	Asia/Kolkata	IN	accep
53.95278	02/25/2022, 00:00:00	32.86389	Europe/Moscow	RU	building
52.48173	2012/12/27	-2.12139	Europe/London	GB	average
15.79408	2022-01-15	104.1451	Asia/Bangkok	TH	accep
52.47774	2022/05/15	10.5511	Europe/Berlin	DE	average
36.53333	05/06/2021, 00:00:00	136.61667	Asia/Tokyo	JP	excellent
15.48131	08/31/2017, 00:00:00	-86.57415	America/Tegucigalpa	HN	excellent
54.60528	01/04/2013, 00:00:00	18.34717	Europe/Warsaw	PL	average
22.4711	12/28/2019, 00:00:00	88.1453	Asia/Kolkata	IN	accep
16.68911	2019/12/01	98.50893	Asia/Yangon	MM	excellent
40.63316	08 Feb 2013	-74.13653	America/New_York	US	accep
11.93381	2021-07-31	79.82979	Asia/Kolkata	IN	good
53.95278	09 Jan 2021	32.86389	Europe/Moscow	RU	average
50.80019	2018/10/03	7.20769	Europe/Berlin	DE	average
50.76306	21 Nov 2016	-1.29772	Europe/London	GB	building
54.03876	2017-09-26	43.91385	Europe/Moscow	RU	accep
37.71715	2017-04-11	-122.40433	America/Los_Angeles	US	accep
47.46657	05/03/2019, 00:00:00	84.87144	Asia/Almaty	KZ	accep
29.65163	2020-08-26	-82.32483	America/New_York	US	building
45.50369	2014-07-23	11.412	Europe/Rome	IT	good
-8.66667	26 Apr 2014	-35.71667	America/Recife	BR	excellent
18.18158	2013-09-23	76.03889	Asia/Kolkata	IN	maintenance
-22.97056	06/29/2013, 00:00:00	-46.99583	America/Sao_Paulo	BR	maintenance
38.45598	05/09/2017, 00:00:00	48.87498	Asia/Baku	AZ	excellent
-12.91667	07 Oct 2021	-39.25	America/Bahia	BR	accep
1.6561	2019-09-12	103.6032	Asia/Kuala_Lumpur	MY	excellent
36.81667	2022/04/18	117.81667	Asia/Shanghai	CN	maintenance
45.50369	2015-02-16	11.412	Europe/Rome	IT	good
19.32889	05/01/2017, 00:00:00	-99.32556	America/Mexico_City	MX	average
44.85278	23 Mar 2020	65.50917	Asia/Qyzylorda	KZ	maintenance
40.82232	08/28/2014, 00:00:00	-74.15987	America/New_York	US	good
-19.32556	2014-12-21	-41.25528	America/Sao_Paulo	BR	average
51.168	03/17/2016, 00:00:00	7.973	Europe/Berlin	DE	good
37.73604	28 Mar 2018	-120.93549	America/Los_Angeles	US	accep
-8.05389	2015-04-29	-34.88111	America/Recife	BR	excellent
22.98212	2019/04/06	-80.58556	America/Havana	CU	excellent
37.30553	2016/08/15	120.82747	Asia/Shanghai	CN	average
44.27804	2020-04-26	-88.27205	America/Chicago	US	maintenance
24.81757	11/18/2012, 00:00:00	84.63445	Asia/Kolkata	IN	building
44.80477	20 Aug 2014	-0.59543	Europe/Paris	FR	accep
37.13548	16 Jan 2013	-3.67029	Europe/Madrid	ES	excellent
47.90771	18 Feb 2013	106.88324	Asia/Ulaanbaatar	MN	average
-10.33333	2016-07-28	39.28333	Africa/Dar_es_Salaam	TZ	average
53.69786	2014/02/27	-2.68758	Europe/London	GB	average
36.20829	04 Sep 2021	-115.98391	America/Los_Angeles	US	good
41.66394	08 May 2014	-83.55521	America/New_York	US	accep
46.65581	12/06/2014, 00:00:00	32.6178	Europe/Kiev	UA	accep
14.66	19 Dec 2017	120.56528	Asia/Manila	PH	good
51.14942	2018/10/03	15.00835	Europe/Warsaw	PL	building
52.61131	2013/01/14	13.31783	Europe/Berlin	DE	accep
48.35149	06/07/2013, 00:00:00	8.96317	Europe/Berlin	DE	good
42.64031	2021-03-11	125.51176	Asia/Shanghai	CN	accep
14.93333	29 Dec 2016	-91.11667	America/Guatemala	GT	excellent
30.35028	08/16/2020, 00:00:00	112.19028	Asia/Shanghai	CN	maintenance
31.28092	07/12/2019, 00:00:00	74.85849	Asia/Kolkata	IN	average
33.76446	2018/11/08	-117.79394	America/Los_Angeles	US	excellent
-29.2975	22 Dec 2012	-51.50361	America/Sao_Paulo	BR	accep
40.85158	30 Jan 2016	122.74754	Asia/Shanghai	CN	excellent
33.37526	06/01/2016, 00:00:00	74.3092	Asia/Kolkata	IN	good
-0.35817	2021/03/09	42.54536	Africa/Mogadishu	SO	average
23.02677	2018/01/21	113.13148	Asia/Shanghai	CN	good
-0.71667	2016-10-24	-48.52333	America/Belem	BR	average
53.51684	21 Jul 2017	-113.3187	America/Edmonton	CA	maintenance
5.20856	01/05/2021, 00:00:00	-74.73584	America/Bogota	CO	excellent
-34.64167	06/30/2015, 00:00:00	-60.47389	America/Argentina/Buenos_Aires	AR	good
-3.20333	2012/11/16	-52.20639	America/Santarem	BR	good
32.9156	11/01/2015, 00:00:00	-117.14392	America/Los_Angeles	US	good
28.54944	2021/04/23	-81.77285	America/New_York	US	accep
42.819	26 Jun 2013	47.1192	Europe/Moscow	RU	average
5.90702	2015-05-28	116.10146	Asia/Kuching	MY	accep
48.79325	2015-04-20	2.29275	Europe/Paris	FR	good
23.15678	16 Oct 2018	-81.24441	America/Havana	CU	building
31.12406	16 Jun 2015	-97.90308	America/Chicago	US	average
11.12018	14 May 2014	76.11996	Asia/Kolkata	IN	excellent
0.49113	06/03/2019, 00:00:00	29.47306	Africa/Lubumbashi	CD	average
18.20854	2013-02-03	-71.10077	America/Santo_Domingo	DO	excellent
42.24113	11/10/2014, 00:00:00	-88.3162	America/Chicago	US	average
51.84819	2017-10-25	1.26738	Europe/London	GB	good
48.90982	2019-09-01	2.45012	Europe/Paris	FR	excellent
41.27621	2018/03/30	-72.86843	America/New_York	US	average
-22.92306	2015-09-18	-53.13722	America/Sao_Paulo	BR	good
55.82885	23 Jul 2019	-4.21376	Europe/London	GB	accep
51.39148	09 Jun 2017	-0.29825	Europe/London	GB	excellent
41.09246	06/17/2019, 00:00:00	45.36561	Asia/Baku	AZ	average
-21.15	19 Jul 2013	46.58333	Indian/Antananarivo	MG	excellent
37.13548	17 Sep 2019	-3.67029	Europe/Madrid	ES	excellent
37.73604	2016-06-27	-120.93549	America/Los_Angeles	US	excellent
6.03333	07/09/2020, 00:00:00	37.55	Africa/Addis_Ababa	ET	good
54.39304	07/07/2022, 00:00:00	53.26023	Europe/Moscow	RU	accep
0.51667	2016-08-07	101.44167	Asia/Jakarta	ID	building
-25.54073	2015-12-28	152.70493	Australia/Brisbane	AU	good
33.98154	03/09/2021, 00:00:00	-81.23621	America/New_York	US	accep
48.43174	2017/05/23	17.8031	Europe/Bratislava	SK	accep
13.51825	17 Nov 2014	99.95469	Asia/Bangkok	TH	excellent
53.81667	09 Oct 2019	-3.05	Europe/London	GB	excellent
22.88783	24 Nov 2017	84.13864	Asia/Kolkata	IN	good
43.48961	01 May 2015	-8.2194	Europe/Madrid	ES	average
51.12794	2021/10/18	4.21372	Europe/Brussels	BE	building
54.84444	2016-05-18	38.16694	Europe/Moscow	RU	average
-33.75881	06/28/2020, 00:00:00	150.99292	Australia/Sydney	AU	good
35.6803	2021/03/06	51.0193	Asia/Tehran	IR	average
3.27833	2013/04/11	32.88667	Africa/Kampala	UG	average
-6.91806	01 Oct 2018	106.92667	Asia/Jakarta	ID	maintenance
-1.9487	2020/11/18	30.4347	Africa/Kigali	RW	excellent
51.30001	16 Nov 2020	13.10984	Europe/Berlin	DE	excellent
-27.76952	2021-01-24	30.79165	Africa/Johannesburg	ZA	average
34.21639	2019-12-19	-119.0376	America/Los_Angeles	US	average
41.94175	24 Aug 2021	123.50266	Asia/Shanghai	CN	average
9.89206	05/07/2020, 00:00:00	43.38531	Africa/Mogadishu	SO	average
41.48199	2022/04/02	-81.79819	America/New_York	US	average
57.47908	2020-07-30	-4.22398	Europe/London	GB	average
41.47892	04/11/2019, 00:00:00	-87.45476	America/Chicago	US	maintenance
-24.19436	2022/04/27	29.00974	Africa/Johannesburg	ZA	excellent
-4.26613	27 Jan 2021	15.28318	Africa/Brazzaville	CG	good
52.66277	07/04/2013, 00:00:00	-2.01111	Europe/London	GB	average
42.35843	2021/12/10	-71.05977	America/New_York	US	excellent
26.76628	2014-08-14	83.36889	Asia/Kolkata	IN	accep
-31.25033	2017-03-20	-61.4867	America/Argentina/Cordoba	AR	excellent
49.97704	2015-01-17	9.15214	Europe/Berlin	DE	good
53.6052	2021-05-23	10.03988	Europe/Berlin	DE	excellent
31.92923	25 Feb 2021	34.86563	Asia/Jerusalem	IL	average
32.9156	2017-12-14	-117.14392	America/Los_Angeles	US	excellent
45.9836	09/28/2014, 00:00:00	12.70038	Europe/Rome	IT	average
18.18158	22 Apr 2013	76.03889	Asia/Kolkata	IN	average
37.31309	12/08/2016, 00:00:00	40.74357	Europe/Istanbul	TR	accep
35	2015/07/10	136.51667	Asia/Tokyo	JP	excellent
49.65186	2021/01/17	26.97253	Europe/Kiev	UA	excellent
-1.26753	2016/04/08	116.82887	Asia/Makassar	ID	building
-21.44236	28 Dec 2015	27.46153	Africa/Gaborone	BW	accep
48.35149	08/24/2013, 00:00:00	8.96317	Europe/Berlin	DE	excellent
-10.91722	07 Apr 2016	-37.65	America/Maceio	BR	good
45.53069	07/15/2021, 00:00:00	9.40531	Europe/Rome	IT	good
3.51667	09/17/2015, 00:00:00	11.5	Africa/Douala	CM	good
50.06	2020-09-01	43.2379	Europe/Volgograd	RU	good
33.98154	2018-03-13	-81.23621	America/New_York	US	average
33.43443	2022/04/02	-5.22126	Africa/Casablanca	MA	accep
41.24264	2016-02-11	16.50104	Europe/Rome	IT	good
41.24255	2017/07/30	-82.61573	America/New_York	US	average
49.28669	2020/02/13	1.00288	Europe/Paris	FR	building
9.91861	2017-12-27	-68.30472	America/Caracas	VE	excellent
43.48961	2018/10/06	-8.2194	Europe/Madrid	ES	excellent
-8.66667	02/10/2021, 00:00:00	-35.71667	America/Recife	BR	good
48.25	28 Jun 2017	16.4	Europe/Vienna	AT	accep
-7.0981	2020/10/05	109.3243	Asia/Jakarta	ID	excellent
39.96348	2015-08-30	-4.83076	Europe/Madrid	ES	average
-1.26424	2018-11-08	104.09701	Asia/Jakarta	ID	accep
0.76755	2019-01-13	24.43973	Africa/Lubumbashi	CD	accep
45.4473	2016-11-09	-73.75335	America/Toronto	CA	average
11.00599	02/26/2021, 00:00:00	77.5609	Asia/Kolkata	IN	building
41.55815	2019-09-22	-73.0515	America/New_York	US	average
48.79325	08 Aug 2019	2.29275	Europe/Paris	FR	accep
47.76232	2016/04/19	-122.2054	America/Los_Angeles	US	good
-44.39672	2012-11-15	171.25364	Pacific/Auckland	NZ	maitennce
0.76755	2014-02-18	24.43973	Africa/Lubumbashi	CD	building
41.84364	25 Jul 2013	-87.71255	America/Chicago	US	average
52.61131	09/11/2021, 00:00:00	13.31783	Europe/Berlin	DE	average
32.5007	2021/08/23	-94.74049	America/Chicago	US	excellent
37.71715	10/28/2020, 00:00:00	-122.40433	America/Los_Angeles	US	maintenance
31.64615	2013/03/23	120.74221	Asia/Shanghai	CN	accep
45.79377	01/18/2013, 00:00:00	8.88104	Europe/Rome	IT	average
37.05944	2017/08/19	37.3825	Europe/Istanbul	TR	accep
52.59319	2015-03-16	13.32127	Europe/Berlin	DE	maintenance
3.8801	12/11/2012, 00:00:00	-77.03116	America/Bogota	CO	good
40.68066	2014/01/01	-73.47429	America/New_York	US	average
50.5107	14 Jun 2017	18.30056	Europe/Warsaw	PL	average
-8.05389	2018-02-15	-34.88111	America/Recife	BR	building
39.46667	09/10/2019, 00:00:00	141.95	Asia/Tokyo	JP	average
2.41669	05 Aug 2020	30.98551	Africa/Kampala	UG	excellent
23.18	28 Nov 2018	88.58	Asia/Kolkata	IN	maintenance
29.69221	22 Nov 2016	72.54566	Asia/Karachi	PK	average
43.54072	2021-03-05	-116.56346	America/Boise	US	accep
42.50729	11 Aug 2019	1.53414	Europe/Andorra	AD	average
26.68451	07 Apr 2020	-80.66756	America/New_York	US	excellent
46.1351	2019/05/09	-60.1831	America/Glace_Bay	CA	excellent
48.77644	11/12/2021, 00:00:00	2.29026	Europe/Paris	FR	average
4.2475	2021/06/27	9.00472	Africa/Douala	CM	accep
-4.16694	02 Jun 2016	-40.7475	America/Fortaleza	BR	excellent
-20.25333	2022/07/18	-43.80139	America/Sao_Paulo	BR	accep
-1.26424	11 Oct 2018	104.09701	Asia/Jakarta	ID	excellent
-31.4488	2019/10/16	-60.93173	America/Argentina/Cordoba	AR	average
32.54278	2021/02/13	111.50861	Asia/Shanghai	CN	building
33.14447	2018-06-12	47.3799	Asia/Tehran	IR	average
8.43333	05/22/2017, 00:00:00	99.96667	Asia/Bangkok	TH	building
33.03699	06/25/2014, 00:00:00	-117.29198	America/Los_Angeles	US	average
52.59319	2015/09/04	13.32127	Europe/Berlin	DE	accep
35.88264	2018-10-25	-80.08199	America/New_York	US	building
-0.71667	2022-08-06	-48.52333	America/Belem	BR	accep
-21.42917	17 Feb 2016	-45.94722	America/Sao_Paulo	BR	building
41.24264	10/08/2016, 00:00:00	16.50104	Europe/Rome	IT	average
52.53048	2013-10-25	13.29371	Europe/Berlin	DE	good
0.49113	02/11/2013, 00:00:00	29.47306	Africa/Lubumbashi	CD	good
42.06166	06/06/2015, 00:00:00	-1.60452	Europe/Madrid	ES	good
33.92866	04 May 2019	-6.90656	Africa/Casablanca	MA	building
-36.9256	2013/05/26	-73.02841	America/Santiago	CL	average
17.30858	2022-06-03	97.01124	Asia/Yangon	MM	good
27.0174	2015-03-27	49.62251	Asia/Riyadh	SA	excellent
51.78771	2015-07-07	56.36091	Asia/Yekaterinburg	RU	average
3.02013	07/01/2014, 00:00:00	30.91105	Africa/Kampala	UG	accep
22.83957	03/22/2018, 00:00:00	91.84128	Asia/Dhaka	BD	average
-36.9256	2014/09/13	-73.02841	America/Santiago	CL	good
-31.25033	2018/10/06	-61.4867	America/Argentina/Cordoba	AR	average
14.14989	2016-10-10	121.3152	Asia/Manila	PH	excellent
37.19723	10/30/2017, 00:00:00	122.05228	Asia/Shanghai	CN	maintenance
29.22254	03 Jul 2015	79.5286	Asia/Kolkata	IN	average
45.40008	2015-12-12	-73.58248	America/Toronto	CA	average
51.03427	07/24/2022, 00:00:00	5.37429	Europe/Brussels	BE	excellent
14.64056	19 Jul 2020	104.64992	Asia/Bangkok	TH	excellent
50.80904	2014/01/04	8.77069	Europe/Berlin	DE	accep
6.33444	2020/01/25	124.95278	Asia/Manila	PH	average
-22.53722	2012-12-27	-42.98194	America/Sao_Paulo	BR	good
38.54491	02/02/2020, 00:00:00	-121.74052	America/Los_Angeles	US	maintenance
35.8	28 Apr 2014	137.23333	Asia/Tokyo	JP	good
40.82232	02 Sep 2019	-74.15987	America/New_York	US	excellent
36.75965	01/04/2020, 00:00:00	137.36215	Asia/Tokyo	JP	excellent
38.72706	2016/08/27	-9.24671	Europe/Lisbon	PT	good
31.78336	2015/06/12	35.23388	Asia/Hebron	PS	average
14.64056	2014/08/04	104.64992	Asia/Bangkok	TH	good
-21.44236	07 Apr 2017	27.46153	Africa/Gaborone	BW	good
38.17492	2014/04/09	-122.2608	America/Los_Angeles	US	average
18.57677	2013-05-20	-72.22625	America/Port-au-Prince	HT	average
53.81667	2013/09/19	-3.05	Europe/London	GB	average
26.68451	02 Apr 2014	-80.66756	America/New_York	US	building
36.27462	02/28/2017, 00:00:00	4.85668	Africa/Algiers	DZ	excellent
41.24264	2020/08/19	16.50104	Europe/Rome	IT	accep
7.65649	2020-10-21	4.92235	Africa/Lagos	NG	maintenance
-24.19436	04/21/2015, 00:00:00	29.00974	Africa/Johannesburg	ZA	average
52.47774	18 Apr 2014	10.5511	Europe/Berlin	DE	maintenance
31.71667	2021/05/22	73.38333	Asia/Karachi	PK	building
26.67319	01/11/2017, 00:00:00	31.4976	Africa/Cairo	EG	average
-19.65	05 Jan 2020	47.31667	Indian/Antananarivo	MG	average
40.55851	2016/02/05	17.80774	Europe/Rome	IT	accep
46.18396	15 Aug 2018	6.10237	Europe/Zurich	CH	maintenance
14.53767	09/02/2017, 00:00:00	46.83187	Asia/Aden	YE	excellent
21.46527	29 Jun 2019	83.97573	Asia/Kolkata	IN	excellent
10.7375	08/23/2014, 00:00:00	122.9666	Asia/Manila	PH	good
51.35084	2020/12/21	-1.99421	Europe/London	GB	average
20.21322	2015-05-07	-100.88023	America/Mexico_City	MX	building
64.5635	2015-02-13	39.8302	Europe/Moscow	RU	good
26.67319	2021/10/13	31.4976	Africa/Cairo	EG	maintenance
52.4089	03 Nov 2016	31.3237	Europe/Minsk	BY	excellent
40.65995	12/25/2020, 00:00:00	-111.99633	America/Denver	US	good
50.79205	03 Dec 2014	-1.08593	Europe/London	GB	maintenance
-20.25333	2020-04-11	-43.80139	America/Sao_Paulo	BR	excellent
-8.43333	2018/01/28	114.33333	Asia/Jakarta	ID	accep
32.5007	2013-05-11	-94.74049	America/Chicago	US	average
34.09668	04/30/2022, 00:00:00	-117.71978	America/Los_Angeles	US	accep
12.25282	2022/02/02	79.41727	Asia/Kolkata	IN	excellent
-7.0981	2019/12/31	109.3243	Asia/Jakarta	ID	average
34.77453	05/17/2015, 00:00:00	-96.67834	America/Chicago	US	average
41.16704	12/28/2012, 00:00:00	-73.20483	America/New_York	US	excellent
6.03333	23 Jul 2020	37.55	Africa/Addis_Ababa	ET	excellent
19.8173	2014-05-31	-97.35992	America/Mexico_City	MX	building
28.98002	10/17/2015, 00:00:00	77.70636	Asia/Kolkata	IN	average
15.72892	2015-03-10	120.57224	Asia/Manila	PH	excellent
38.96372	04/09/2017, 00:00:00	-76.99081	America/New_York	US	good
40.93121	10/05/2021, 00:00:00	-73.89875	America/New_York	US	good
40.78206	08/13/2020, 00:00:00	72.34424	Asia/Tashkent	UZ	maintenance
46.23899	18 Jul 2014	-63.13414	America/Halifax	CA	excellent
-1.26424	2016-02-22	104.09701	Asia/Jakarta	ID	good
33.52253	2018/10/17	-117.70755	America/Los_Angeles	US	excellent
40.94065	10 Sep 2020	-73.99681	America/New_York	US	accep
34.86472	2022/08/27	117.55417	Asia/Shanghai	CN	average
36.76639	01 Mar 2016	3.47717	Africa/Algiers	DZ	maintenance
-21.42917	2015/03/09	-45.94722	America/Sao_Paulo	BR	accep
42.93369	10/12/2019, 00:00:00	-72.27814	America/New_York	US	accep
32.55531	23 Dec 2013	76.12647	Asia/Kolkata	IN	excellent
44.59445	21 Nov 2017	11.04979	Europe/Rome	IT	excellent
33.03699	06 Aug 2015	-117.29198	America/Los_Angeles	US	good
51.955	2018-11-09	5.22778	Europe/Amsterdam	NL	maintenance
42.7	01/26/2015, 00:00:00	27.25	Europe/Sofia	BG	accep
23.49668	2019/04/17	86.68363	Asia/Kolkata	IN	building
34.85	18 Mar 2016	117.33333	Asia/Shanghai	CN	good
3.31332	29 Apr 2015	117.59152	Asia/Makassar	ID	excellent
48	23 Feb 2015	-4.1	Europe/Paris	FR	average
51.40148	05 Jan 2022	-1.32471	Europe/London	GB	acceptable
48.78232	2022/02/03	9.17702	Europe/Berlin	DE	good
13.65805	29 Nov 2018	102.56365	Asia/Phnom_Penh	KH	average
45.78071	01/29/2020, 00:00:00	12.84052	Europe/Rome	IT	excellent
12.35275	2020-03-19	121.06761	Asia/Manila	PH	good
50.76306	30 Nov 2013	-1.29772	Europe/London	GB	building
43.1122	03/11/2020, 00:00:00	12.38878	Europe/Rome	IT	excellent
43.67681	14 Mar 2019	4.63031	Europe/Paris	FR	average
37.60876	13 Mar 2020	-77.37331	America/New_York	US	good
55.75556	2020/10/26	60.70278	Asia/Yekaterinburg	RU	accep
10.63504	12 Apr 2019	-85.43772	America/Costa_Rica	CR	excellent
46.75451	03/01/2019, 00:00:00	33.34864	Europe/Kiev	UA	accep
19.32932	09/11/2014, 00:00:00	-98.1664	America/Mexico_City	MX	good
25.13915	01/16/2021, 00:00:00	73.06784	Asia/Kolkata	IN	excellent
22.75218	2019/01/21	72.68533	Asia/Kolkata	IN	excellent
42.30865	07/22/2015, 00:00:00	-83.48216	America/Detroit	US	good
54.48147	05/13/2021, 00:00:00	53.47103	Asia/Yekaterinburg	RU	average
53.95278	07/11/2014, 00:00:00	32.86389	Europe/Moscow	RU	accep
-21.44236	2016-12-09	27.46153	Africa/Gaborone	BW	accep
43.71032	2019-11-24	-1.05366	Europe/Paris	FR	building
-28.81833	01/01/2019, 00:00:00	-52.51028	America/Sao_Paulo	BR	average
12.37169	2016/10/09	123.62494	Asia/Manila	PH	average
54.90083	23 Mar 2016	38.07083	Europe/Moscow	RU	accep
55.38752	2013-09-07	36.73307	Europe/Moscow	RU	average
41.91886	2019/09/03	8.73812	Europe/Paris	FR	accep
48.21644	29 Dec 2016	9.02596	Europe/Berlin	DE	excellent
7.06273	15 May 2016	-1.4001	Africa/Accra	GH	accep
55.82885	2021-09-25	-4.21376	Europe/London	GB	building
51.04962	2020-03-31	12.1369	Europe/Berlin	DE	good
24.96334	09/29/2012, 00:00:00	10.18003	Africa/Tripoli	LY	maintenance
14.46693	2021/10/18	75.92694	Asia/Kolkata	IN	good
24.96334	2020/05/02	10.18003	Africa/Tripoli	LY	accep
36.27462	2015/08/22	4.85668	Africa/Algiers	DZ	good
13.56667	2022-08-21	-15.6	Africa/Banjul	GM	accep
48.25	2016/09/06	16.4	Europe/Vienna	AT	average
12.37169	2016/11/13	123.62494	Asia/Manila	PH	accep
48	2013/09/29	-4.1	Europe/Paris	FR	accep
44.92934	2021/01/16	37.99117	Europe/Moscow	RU	acceptable
-6.8048	2013/10/30	110.8405	Asia/Jakarta	ID	good
3.7278	2019/10/23	98.6738	Asia/Jakarta	ID	excellent
22.75218	2015/06/18	72.68533	Asia/Kolkata	IN	building
31.20176	22 May 2013	29.91582	Africa/Cairo	EG	good
7.50251	2021/01/14	5.06258	Africa/Lagos	NG	excellent
-25.42944	06/23/2017, 00:00:00	-50.00639	America/Sao_Paulo	BR	maintenance
52.21099	05/11/2020, 00:00:00	7.02238	Europe/Berlin	DE	average
13.56667	2016/05/10	-15.6	Africa/Banjul	GM	accep
11.12018	2022/05/05	76.11996	Asia/Kolkata	IN	maintenance
23.02677	2020/05/04	113.13148	Asia/Shanghai	CN	good
-21.98333	2019/01/08	16.91667	Africa/Windhoek	NA	good
44.97639	11/23/2012, 00:00:00	19.61222	Europe/Belgrade	RS	building
37.19723	23 Jul 2019	122.05228	Asia/Shanghai	CN	good
35.8	2014/10/31	137.23333	Asia/Tokyo	JP	accep
-2.13404	21 Jun 2015	-79.59415	America/Guayaquil	EC	maintenance
34.61667	01/03/2016, 00:00:00	135.6	Asia/Tokyo	JP	maintenance
41.57721	2012-12-27	-93.71133	America/Chicago	US	accep
51.65333	2022-06-22	5.2875	Europe/Amsterdam	NL	accep
