latitude	NH3	PM2.5	CH4	NOx	warning	O3	C2H3NO5	H2CO	CO	PRES	CFCs	PM10	Pb	TEMP	PAHs	longitude	SO2
-14.66463	8.68198	11.04809	8.25203	7.69858	0.00000	6.64840	1.36403	57.15654	5.98532	1112.85254	68.37827	10.51739	75.88070	20.45124	9.72348	-52.35558	5.67219
35.61452	9.08230	7.81252	6.42553	8.84001	1.00000	7.50902	0.09958	35.12742	10.79438	1087.94290	24.89716	3.92323	51.29766	-1.38397	8.42554	-88.81395	6.11354
26.18924	9.07284	11.72163	7.33910	8.70104	1.00000	6.69096	1.21833	70.93264	8.49658	1082.68797	44.25802	10.36036	53.26362	8.33294	6.17707	-98.15529	7.90148
31.78336	7.96767	8.77715	8.64358	5.87796	0.00000	7.68756	1.40401	52.34510	7.91097	1143.37980	67.87697	10.51376	54.10399	28.56789	9.74840	35.23388	6.42288
36	6.88892	6.27214	4.54012	9.21763	1.00000	6.92099	3.33510	37.55785	7.77380	1190.91790	42.44519	11.41003	46.53852	23.73233	6.58482	139.55722	6.45100
42.64685	8.45641	10.37627	7.68751	8.49369	0.00000	7.49229	0.20913	45.24786	7.79397	1195.29203	48.50801	8.45571	39.88949	24.18234	4.00019	-5.55835	9.24430
3.27833	7.90205	9.57784	8.22940	9.58650	0.00000	6.65276	2.25211	40.38472	7.49144	1059.88292	35.62157	11.00421	47.74156	19.40649	9.71621	32.88667	5.26493
58.7002	7.47008	5.51178	7.67840	7.96987	1.00000	5.63013	0.06914	47.49100	9.49084	1124.91137	42.32369	5.82429	62.29732	18.28454	11.30268	59.4839	6.19101
41.54566	6.97366	6.36309	5.97101	7.20026	1.00000	8.30770	0.18531	47.81061	8.86146	1065.36228	58.02119	7.98081	43.68079	6.95450	9.54919	-71.29144	6.66749
35.72917	6.83370	9.31807	8.59064	7.71129	1.00000	7.20280	0.39011	46.49851	8.83351	1074.64849	44.20186	9.07657	42.73727	19.61849	6.01063	10.58082	8.43343
52.59319	6.01520	7.18376	5.56596	8.41266	0.00000	9.02419	0.45086	54.67498	5.17197	1121.25794	44.56173	9.38695	57.19191	26.02671	7.86430	13.32127	9.78108
16.455	7.71859	9.06282	4.85471	6.68210	1.00000	8.52834	0.16748	40.07910	10.60309	1143.67492	60.72853	8.12075	35.86769	-15.25677	7.28955	120.5875	9.58471
10.29085	8.38074	10.07980	5.07958	7.52873	1.00000	6.86237	0.15700	64.46668	9.13845	1083.31345	19.95529		61.39783	15.58903	4.80618	105.75635	9.82707
33.7207	6.96931	9.17245	7.09079	7.90098	1.00000	8.24997	1.77920	35.28424	11.27011	1169.22206	55.46763	10.77419	43.48463	11.97142	7.88038	-116.21677	11.12760
25.49043	6.34850	7.68194	8.28327	8.82111	1.00000	5.99192	2.50975	66.90137	9.80820	1064.86078	66.92143	11.11543	63.20353	27.53802	6.41227	85.94001	9.38620
55.8736	8.05412	10.31794	6.61998	8.27035	1.00000	5.67850	0.42477	65.38600	8.25083	1156.25149	53.82210	9.18556	52.61725	10.16219	7.35839	85.4265	7.82862
33.45122	8.44786	7.35188	7.73873	7.91930	1.00000	7.26596	0.08873	60.46094	9.62854	1148.42456	66.90702	6.87802	75.64176	13.91018	10.35305	-86.99666	8.01017
53.53333	7.29593	5.54464	5.78099	7.50289	1.00000	7.59716	0.24681	71.96701	8.52885	1080.14944	57.44694	8.66570	68.78256	11.61852	9.42677	-7.35	6.01650
24.81757	8.32038	8.54387	7.91244	10.28010	1.00000	7.30282	1.07312	53.83942	10.91781	1195.28480	45.01548	10.26292	27.92527	24.09166	7.38918	84.63445	10.47221
14.62072	9.56493	10.00207	4.57884	6.93160	1.00000	7.76556	0.28218	59.32735	10.77151	1052.85520	83.16282	8.77629	57.66200	1.65204	7.21448	74.83554	9.64216
-24.19436	5.54688	9.05764	10.15440	6.75974	0.00000	8.50065	0.06927	40.44757	3.60404	1097.76221	28.31439	5.76170	63.25829	20.39163	8.47974	29.00974	7.95574
47.05	8.93266	7.11493	7.59241	9.22478	0.00000	8.60017	0.07636	70.91445	9.26231	1135.15069	64.77499	4.31505	82.84753	23.89003	11.92867	15.46667	7.34818
23.07492	10.41048	7.48343	8.07729	8.34115	0.00000	8.36269	6.28142	66.84942	6.74922	1162.15453	54.27042	12.06119	43.19713	14.96799	5.72459	88.28637	8.10733
35.72917	7.06850	7.71170	10.79937	9.45528	0.00000	7.68763	0.16008	63.47775	5.76096	1097.32874	47.21145	7.29474	42.85353	4.67174	8.28071	10.58082	7.29602
41.77583	8.44838	3.54174	8.79398	6.71496	1.00000	7.16030	0.14798	68.28147	8.32607	1128.03928	44.81533	7.66616	75.64223	32.36947	12.92615	140.73667	7.56694
39.32011	7.34202	8.19019	7.51686	6.89729	1.00000	7.42291	1.37609	41.56782	9.94467	1138.02987	29.55467	10.54055	57.82072	4.53175	6.26230	-76.51552	9.89607
43.31667	7.35318	7.48030	5.55554	7.65714	1.00000	8.58161	0.10107	33.66436	9.63707	1117.19137	55.13056	6.43578	50.68774	8.20354	7.66514	-2.68333	5.33804
49.41029	8.34725	4.57380	9.81919	7.71649	1.00000	7.67804	0.05685	41.41220	10.52847	1070.81142	48.38379	4.62869	31.14250	7.52599	13.86716	38.15035	7.31503
13.70727	7.54555	7.48314	5.52325	7.42082	1.00000	8.26750	0.12668	36.02177	10.06406	1050.90395	60.07499	7.10022	64.05890	13.06593	6.44157	9.15013	7.07159
37.65639	8.46788	10.71667	6.60281	7.42356	0.00000	8.82629	1.09236	44.71806	7.76271	1078.85703	74.45979	10.25893	55.49040	-6.85902	5.67987	126.835	7.03226
41.85059	7.71868	5.07694	5.34274	8.30443	1.00000	6.22858	0.56909	48.98488	8.09134	1129.45440	63.39711	9.53915	74.81895	24.53449	8.33132	-87.882	8.00241
37.60876	7.53963	6.23068	6.16164	9.39877	1.00000	7.44501	0.06555	38.03458	11.60499	1192.73658	21.96100	6.64807	57.73297	9.20064	6.26305	-77.37331	5.53589
29.65163	10.42119	7.69156	6.08884	7.27347	1.00000	6.44047	0.32424	52.47875	7.80610	1053.41014	66.96328	8.90083	43.35578	25.59806	7.72744	-82.32483	8.46534
51.08468	8.76337	11.53076	7.65032	7.94906	0.00000	9.52261	40.66385	51.10611	6.30540	1158.69715	52.00124	13.93472	85.70279	14.27174	13.57189	7.11393	4.53836
-11.48472	7.03100	9.24894	11.29586	8.20760	0.00000	7.23828	0.68810	47.47103	6.93724	1121.66611	63.50419	9.74691	51.29132	16.30884	9.94049	-37.93278	7.98049
-3.74912	7.22369	10.21978	8.42742	7.40405	1.00000	8.33464	0.55665	55.71845	7.94210	1070.72870	27.48000	9.48015	41.16135	19.22617	5.65924	-73.25383	9.19285
27.76056	8.05299	7.01195	3.62976	10.02811	1.00000	8.10061	0.48278	73.92856	9.78850	1139.72437	70.21177	9.39503	43.31564	13.94716	9.98109	-15.58602	9.09958
30.16688	9.23971	8.55314	10.22336	7.84444	0.00000	7.89065	5.11865	39.23114	7.92438	1166.64800	49.25943	11.84894	46.90375	20.23182	4.71781	-96.39774	8.58296
40.65538	7.28659	10.72271	8.33325	8.94314	0.00000	7.47651	0.24909	30.15470	4.45694	1160.28517	44.45638	8.48766	56.32351	10.26377	9.33099	-74.38987	7.06080
9.57046	6.98647	8.81173	8.91112	8.58764	1.00000	7.94573	0.03140	49.51809	12.73892	1139.70454	68.32769	3.34871	39.40269	20.66238	7.58239	76.32756	7.63383
31.64615	9.85983	7.95480	5.15401	7.60179	1.00000	8.61284	0.15955	25.66549	8.63579	1084.04822	56.34564	8.04338	57.53455	5.72996	6.55202	120.74221	9.09202
36.53333	7.45786	8.74105	8.16879	7.60898	0.00000	9.05758	0.83943	84.19345	7.02719	1095.54349	34.27562	9.98562	65.33992	8.84976	10.13031	136.61667	6.03968
15.79408	6.95808	5.95449	4.29213	9.48061	1.00000	8.27440	0.64171	47.32319	6.80286	1159.33623	41.63929	9.69113	86.73417	20.15690	8.43558	104.1451	6.49851
6.46346	7.78969	10.32227	6.97317	7.44333	0.00000	6.14580	1.83158	33.34895	6.12486	1172.21341	50.06792	10.79955	60.73041	17.60270	11.14846	-2.31938	5.54922
-7.01833	9.24809	10.20967	11.02579	8.84177	0.00000	5.90314	2.54390	39.83989	9.92247	1108.23017	34.68235	11.14173	68.26128	14.41462	8.50228	107.60389	7.66084
-31.25033	8.50780	9.75978	9.44454	6.79220	0.00000	9.03462	0.11170	61.59368	5.18788	1104.65733	46.22680	6.99979	61.36412	27.77708	8.45013	-61.4867	6.92481
48.21644	8.99708	8.74715	5.17582	8.80552	1.00000	7.50264	0.27638	35.84491	9.47680	1190.91694	69.11552	8.75867	31.94585	23.41850	6.70466	9.02596	9.65563
40.67705	8.19487	8.81291	9.09612	8.42148	0.00000	9.14681	0.76532	31.24525	5.67475	1063.69731	57.36259	9.85235	58.71930	20.76303	10.46043	-73.89125	6.04541
32.50611	8.04685	9.60412	9.32360	6.36207	0.00000	7.53685	0.76999	49.17907	7.29217	1065.57926	55.36462	9.86696	44.63420	6.20658	10.00273	120.14278	6.34979
55.62047	7.20686	9.46653	5.42395	7.35392	1.00000	8.54447	0.17669	50.62602	10.57701	1090.52672	57.39548	8.07093	44.11709	22.55588	8.44036	37.49338	8.22459
30.16688	8.69575	5.83845	7.45634	8.92326	1.00000	8.32457	0.09179	41.60378	10.53444	1132.74446	20.42212	5.92627	72.34580	18.19840	10.62414	-96.39774	6.35249
48.49144	7.58560	11.02296	6.83596	8.18246	0.00000	8.67962	1.51829	58.68591	5.56514	1199.17084	32.14830	10.61943	36.82936	7.30201	10.78445	9.20427	4.43982
40.60538	6.80635	6.38295	5.72892	7.25998	0.00000	9.05418	0.40296	62.65418	5.12467	1199.00946	47.15248	9.10835	61.21944	20.10415	8.44489	-73.75513	11.22284
41.84364	6.53303	9.37626	10.36052	7.69930	0.00000	9.60934	6.52071	14.50342	9.26812	1107.15761	69.26589	12.09680	52.83227	8.12158	3.69661	-87.71255	7.77611
31.92923	7.52668	9.42927	10.43792	7.70476	0.00000	6.97067	0.64088	38.22792	8.69260	1142.07876	50.24043	9.72808	46.17423	2.17221	9.18141	34.86563	7.84489
51.26	8.02432	9.76873	10.38242	7.76496	0.00000	10.16087	0.45099	51.55863	7.62668	1091.03158	73.57999	9.27312	53.60318	5.13257	7.61691	-2.1875	6.59358
-4.5833	8.26472	6.64497	10.05135	6.30754	0.00000	9.29463	0.08990	50.80526	7.39816	1107.45328	44.55063	6.45421	51.77444	11.51565	7.32894	15.16554	7.33282
35.61452	9.25179	8.52336	9.26138	10.11258	0.00000	6.88857	1.50295	45.03745	8.65400	1061.73457	47.65397	10.59705	58.36321	20.03269	9.16556	-88.81395	5.44555
41.84364	7.14289	6.88396	7.94520	7.51717	1.00000	8.87739	0.12304	25.44950	7.27690	1187.15804	48.53287	7.28992	60.09562	19.12836	11.65655	-87.71255	9.13778
52.09	7.35168	7.65147	8.11352	8.18801	0.00000	6.37130	1.93421	60.32200	8.14919	1146.37043	51.92488	10.86019	44.60858	18.41861	9.62004	5.23333	4.50587
11.86064	7.52550	7.14184	8.08518	9.04021	1.00000	8.73954	0.06351	65.55794	10.10963	1128.86831	61.51845	6.12119	52.17416	19.54690	9.52168	9.0027	9.81767
60.18427	7.02068	12.68473	7.23462	9.92441	1.00000	6.90094	0.65650	30.74688	9.34589	1088.76235	57.62386	9.73273	30.97002	8.41125	6.37570	24.95034	9.13298
6.46346	8.97417	10.85375	9.03230	9.34096	1.00000	8.80939	2.27006	74.57236	9.13633	1170.73808	46.85972	11.02492	73.48534	7.32229	7.39809	-2.31938	8.79816
28.15112	8.38115	8.49542	6.55529	10.82344	1.00000	8.51992	0.42135	56.56875	8.77465	1103.65104	25.63975	9.11040	35.73185	8.49814	7.63778	-82.46148	8.76835
54.39304	8.23181	6.41760	5.86540	8.76794	1.00000	8.39016	0.11465	51.28723	7.49652	1190.05791	40.74203	7.38036	46.44762	15.03406		53.26023	5.70015
53.14657	9.18093	7.93218	4.84737	7.54658	1.00000	6.30180	0.38334	39.50471	10.42171	1098.78373	50.31935	9.09949	42.02339	14.97963	3.31772	140.72287	5.29986
54.39304	9.21088	9.35029	5.28415	9.53261	1.00000	8.41500	0.26710	65.41737	8.32653	1076.90423	43.95798	8.65200	48.65373	7.78629	4.69516	53.26023	9.79985
31.92923	8.60017	6.92026	6.54890	9.37004	0.00000	8.85650	0.50672	52.17435	3.87058	1122.89443	40.17825	9.43092	40.04732	10.09171	8.27886	34.86563	10.72373
0.46005	8.19649	8.60092	5.71276	6.34684	1.00000	7.94479	0.21588	39.88885	8.37030	1136.21109	53.31613	8.45975	57.61535	11.53818	7.37794	34.11169	8.63213
51.44889	7.98623	6.23019	4.51608	6.67146	0.00000	8.10276	0.12610	56.24063	2.70756	1172.57770	54.13828	7.60908	43.87093	15.30430	8.99103	5.51978	11.30398
5.90702	7.44366	7.63864	7.05549	8.39868	1.00000	7.35385	0.14450	41.59652	9.30647	1086.48275	22.04591	7.51264	58.91183	21.68825	9.12501	116.10146	9.56682
14.46693	6.49231	7.47317	5.79688	8.42608	1.00000	7.32922	1.48866	34.53784	11.20371	1117.38382	67.25757	10.58472	50.05435	22.93601	8.73794	75.92694	10.75880
27.52948	8.40407	9.68890	10.47077	7.49066	0.00000	8.35414	0.74450	37.73035	5.15283	1076.01635	45.43067	9.85830	60.86079	18.07420	11.94919	68.75915	8.53416
47.56494	5.62169	8.38917	7.77684	8.93009	1.00000	6.38225	0.04392	74.49637	10.52588	1056.15837	32.14495	5.25659	61.93303	-1.70135	9.67492	31.33078	8.04066
35.85	8.00218	9.95594	7.64428	8.67110	0.00000	7.44736	0.19451	55.61815	7.10537	1159.10937	59.02341	8.19988	47.08821	12.41986	5.20436	117.7	9.87209
51.21667	7.83161	11.18916	9.92361	9.51174	0.00000	7.41575	0.23869	54.72431	5.69531	1147.67814	73.43461	8.52113	50.77949	-0.37877	9.89111	6.26667	8.47591
43.48961	7.52187	7.01868	8.97830	9.45922	0.00000	7.95048	0.10447	57.87009	5.86662	1113.30264	52.27492	6.32071	56.24465	19.89528	7.37849	-8.2194	6.73037
-10.90889	7.62824	9.55478	7.28284	7.12982	0.00000	8.15624	0.08248	51.36316	6.50342	1095.71144	62.01940	7.45944	80.61823	2.61602	6.20231	-37.03861	11.23999
48.28259	8.50230	6.01422	7.87476	7.96901	1.00000	8.47504	0.08628	35.07029	9.50521	1170.75483	47.20905	5.39468	58.25544	5.84752	10.22260	9.72749	8.64827
48.98333	7.69946	6.66848	6.59843	7.78261	1.00000	8.26436	0.07768	47.79053	10.88652	1175.57487	86.39333	5.26213	56.97867	18.47608	7.95890	2.61667	5.99961
33.92946	10.17558	8.28673	6.11051	8.27743	0.00000	6.46767	0.07702	41.74141	4.62175	1055.49695	79.83774	7.14984	35.65645	12.33123	6.72739	-116.97725	10.91132
18.51957	8.60798	9.23342	7.83370	7.23813	1.00000	6.65595	0.08171	46.36827	11.89882	1170.77717	44.67228	3.22881	60.83253	15.26814	9.66608	73.85535	7.48116
31.78336	7.72701	7.30303	8.89938	6.49419	0.00000	8.77099	3.42176	39.35381	5.62434	1134.06853	72.37782	11.44382	25.05159	19.70137	6.73572	35.23388	9.86563
37.65639	7.63090	9.78702	7.69626	7.43016	1.00000	8.65660	0.49988	43.66508	9.25971	1057.14860	38.76934	9.40106	67.48848	19.99342	5.46080	126.835	9.16262
40.56754	7.68489	9.32169	7.99262	7.94107	0.00000	8.34917	0.25190	36.39262	5.95955	1119.42665	38.75444	8.56103	36.33390	10.61625	9.42379	-89.64066	6.76514
35.815	7.01031	10.39624	6.24442	9.11357	0.00000	9.88642	1.87192	33.83683	8.42849	1192.69273	61.81014	10.84126	66.65687	-5.36873	6.51453	139.6853	7.12479
34.86472	8.83532	8.58946	4.82656	6.33647	1.00000	6.45406	1.09238	42.75604	11.06950	1143.29084	38.31750	10.25692	55.58705	26.21159		117.55417	10.19311
28.92694	7.32303	9.00000	7.69905	6.68220	1.00000	9.34913	2.30780	32.58188	5.29899	1054.70598	31.13420	11.03251	56.14870	19.71699	11.18971	78.23456	5.38846
13.56667	8.23890	7.29221	7.66485	9.84205	1.00000	7.37729	0.05374	31.26747	10.87937	1082.05882	64.34137	5.90142	45.80218	18.03619	7.61588	-15.6	8.36418
28.88162	7.33513	7.61132	7.80363	8.73862	1.00000	7.73390	0.06340	42.77626	9.95725	1160.78788	47.48695	4.29805	53.21637	31.40212	11.05965	120.03308	7.28595
14.53767	7.86269	6.72262	8.12798	7.41749	1.00000	9.44270	0.07354	62.38291	11.03270	1062.82426	43.38061	5.71336	37.75243	17.09565	8.09735	46.83187	7.52163
9.92787	8.15964	12.16164	3.59983	6.47473	0.00000	9.24240	0.97857	36.69128	9.18456	1123.15602		10.17466	45.88570	23.63035	7.65930	-84.13722	6.06311
60.02427	7.71848	8.29375	4.67983	7.52193	0.00000	8.33705	0.18808	41.16977	5.76930	1160.63823	53.15671	8.06973	48.93367	18.53658	8.39157	30.28491	10.50375
29.38242	7.11367		2.68752	6.46581	0.00000		0.10987	68.82426	7.16257	1140.68659	33.78449	7.50747	47.88864	3.07033	9.09413	70.91106	9.44877
53.5942	7.94012	7.88218	8.61200	8.54667	1.00000	8.96124	0.09412		12.57611	1162.15263	25.76510	4.49556	48.44431	34.55541	8.04337	25.8191	7.98386
-20.88231	8.43689	7.53989	8.65547	7.00141	1.00000	7.28699	0.03786	42.91674	10.38850	1187.95061	46.45405	2.52876	53.45058	31.10195	12.20110	55.4504	7.39567
13.65805	9.42323	9.98699	7.00465	5.85860	1.00000	8.56628	0.82740	30.18401	9.58049	1169.90778	33.92813	9.96343	54.23154	17.68675	7.70950	102.56365	10.25707
54.39304	7.16082	7.39963	8.06124	8.30587	1.00000	8.43016	0.07204	57.80774	8.98558	1153.19203	43.21195	4.48087	61.77822	25.91036	11.63300	53.26023	5.61761
38.70734	8.52496	11.14808	6.22690	8.25079	0.00000	8.08292	0.12831	30.71039	6.54854	1149.83245	31.83268	7.50452	53.12723	16.37425	7.04969	-77.02303	9.92847
51.39323	7.60186	11.27753	6.88248	8.26873	1.00000	8.46318	1.13105	43.71666	10.09509	1111.16610	47.23321	10.30089	59.68624	10.94029	8.06386	0.47713	9.18268
24.81757	6.66180	8.20612	10.73215	8.14790	0.00000	7.47117	1.08459	37.58053	9.06839	1156.30812	42.59542	10.24816	41.93414	17.97866	9.60172	84.63445	7.43943
5.27247	5.86569	6.04594	3.97963	9.16820	1.00000	7.92736	0.79563	51.66777	12.04401	1134.29430	48.25765	9.94113	53.61783	4.44741	8.34214	-3.59625	10.99717
25.66795	8.87914	11.01819	7.34577	8.26057	1.00000	7.26461	0.62637	50.18511	10.32597	1116.69352	54.11482	9.62836	63.63511	23.67970	6.76048	85.83636	9.41043
40.49748	7.63520	6.48550	6.73433	8.40091	1.00000	8.11248	0.05743	35.37116	9.86092	1151.13112	45.97946	6.67637	68.73587	-2.01472	8.20815	44.7662	5.35319
53.51684	10.16520	6.76874	7.28857	9.27939	1.00000	8.63083	0.05057	61.52893	9.76703	1186.54216	18.24570	5.66569	28.12432	8.63375	9.00878	-113.3187	5.35551
14.93333	5.99628	7.60897	7.44300	6.13368	1.00000	5.72658	0.07771	63.44177	10.72730	1164.98258	46.25202	5.93988	63.48032	17.02138	7.29354	-91.11667	7.13770
45.49428	9.76710	10.14866	7.44695	7.14028	1.00000	7.57583	4.51583	54.02750	12.01118	1109.80537	55.11766	11.73546	59.01275	29.02650	9.78253	-122.86705	10.56733
41.14676	7.34748	7.59878	10.61143	8.37834	0.00000	8.87675	7.37821	70.96338	6.70067	1095.64985	65.50325	12.21683	49.48762	6.24168	5.02816	-73.49484	9.19550
-6.25	7.49226	9.23418	2.95585	10.51117	0.00000	8.82607	0.08965	56.83017	4.45723	1197.12253	31.37320	6.20237	57.79495	11.91265	8.89790	38.66667	10.35522
-28.81833	7.92371	9.11838	6.76693	7.16397	1.00000	9.09013	0.71349	68.57497	9.05883	1068.14448	33.28157	9.78687	68.48156	11.74872	7.00894	-52.51028	9.19773
35.815	8.40806	8.63004	9.33070	6.64968	1.00000	6.97598	0.54919	48.23144	7.81152	1056.90085	30.13259	9.53470	63.32977	8.26937	6.00738	139.6853	8.73068
41.75338	9.55614	5.02826	5.87418	9.10792	1.00000	8.61719	1.18219	86.50624	8.08186	1118.59306	41.72101	10.33824	45.17055	14.59229	8.97291	-86.11084	4.44590
42.52787	7.63443	9.36978	9.71413	6.48041	0.00000	8.70313	1.31775	58.67492	7.70557	1113.97864	52.10355	10.44225	49.47735	15.98212	4.89494	-70.92866	9.56844
3.31332	9.31049	6.44594	5.92024	6.85029	1.00000	7.75648	0.08271	48.72591	8.08158	1181.34481	49.57958	6.63692	54.77925	14.34203	11.17001	117.59152	5.08809
41.20485	10.58772	8.62387	7.05928	8.74982	1.00000	8.20572	0.05215	19.18923	9.91682	1121.73108	50.14183	5.62288	41.74132	15.58846	7.68600	-8.33147	8.40020
28.92694	5.36076	9.82302	6.04884	8.02614	0.00000	6.53439	1.65825	51.66067	7.75332	1079.38457	73.82515	10.73300	66.82986	18.46878	8.23340	78.23456	8.32775
37.13548	7.68507	7.17008	7.64400	7.44028	1.00000	6.84670	0.03429	67.64453	10.32336	1116.59124	45.57449	5.14960	36.85684	31.05659	10.17971	-3.67029	7.09701
-8.66667	7.82697	8.51561	8.24435	7.45273	1.00000	9.29551	0.60201	63.51372	10.13932	1128.31478	45.22056	9.62176	57.69605	32.05983	4.96501	-35.71667	10.08700
41.9001	8.83431	6.40843		8.15603	1.00000	9.30679	0.05998	27.09878	9.42766	1056.25624	43.05308	4.06899	48.89026	33.03927	13.78055	-71.08977	8.01038
47.48444	8.20928	11.00204		7.74428	0.00000	8.62729	1.47216	39.07258	6.96697	1187.12305	39.82911	10.57489	81.08023	18.95498	9.48071	36.25361	5.32133
-8.66667	8.21770	7.84974	4.93587	9.51895	1.00000	8.37143	0.20426	58.01805	9.45438	1159.76883	60.97329	8.21372	41.36358	8.08666	6.33979	-35.71667	5.49541
44.27804	6.63807	9.99642	7.41845	10.02533	1.00000	8.21398	1.44314	69.02621	9.52934	1073.99891	54.19759	10.53303	32.73676	14.18848	7.57320	-88.27205	8.86485
34.85	8.95166	6.20953	8.08182	8.82099	1.00000	6.83485	0.07479	60.36739	9.30656	1142.67851	51.17573	4.86553	30.30788	10.66915	12.58051	117.33333	5.18412
44.59445	9.36654	9.99088	11.10082	8.63424	1.00000	7.99630	7.98253	45.31188	9.36182	1095.35441	54.96935	12.30052	53.64586	4.55717	6.73701	11.04979	10.00099
51.67822	8.22599	10.43446		10.17615	0.00000	9.34665	1.12458	76.00894	8.24337	1102.38207	52.48598	10.30879	58.67221	28.68979	4.68881	33.9162	8.70203
37.05944	8.14210	10.02184	7.56279	7.42598	1.00000	9.37592	0.27724	9.43059	7.75352	1059.33637	49.24492	8.62689	40.71085	16.87272	5.61193	37.3825	8.56780
41.14676	6.91899	6.11013	7.24131	6.36916	1.00000	6.87460	0.12257	37.29324	9.06072	1102.86584	66.10204	7.55951	65.94428	17.37789	9.28894	-73.49484	5.59803
6.84019	7.79268	5.57453	8.68310	8.27666	1.00000	8.46561	0.08927	53.89362	10.25396	1168.35671	53.18366	5.91446	47.77270	25.32297	10.74107	79.87116	5.27788
40.66482	7.59998	8.90307	9.85710	8.88417	0.00000	7.50311	0.11766	58.22072	6.13252	1068.11965	57.26262	7.24487	48.35786	8.81397	7.57621	122.22833	6.97647
6.84019	7.20520	6.19830	7.00740	8.88544	1.00000	8.42531	0.16238	60.58569	7.87900	1101.00188	44.96680	8.01295	46.72435	10.39049	9.77251	79.87116	9.05638
26.44931	6.99053	9.11456	6.12215	8.09589	1.00000	8.92199	0.80981	67.85623	9.67903	1184.06194	35.47843	9.88409	44.13660	4.27428	7.36829	91.61356	9.86949
37.05944	7.17988	7.07270	5.73405	5.66889	1.00000	8.39912	0.38066	34.11059	8.99354	1138.00057	58.63490	9.03157	43.57639	26.58971	7.67007	37.3825	7.43136
0.03813	8.12909	6.79919	4.96505	8.00599	1.00000	7.44354	0.14786	47.32163	7.97473	1119.52917	32.25222	7.61582	47.73334	25.86954	9.48591	36.36339	6.77878
8.62261	6.45926		10.08110	7.92823	0.00000	7.50449	0.85651	58.48460	9.46950	1120.66734	82.68558	9.99928	55.23233	27.77093	7.37448	-70.20749	5.92657
3.27833	8.10976	8.17496	4.84801	8.22383	1.00000	6.78863	0.35661	58.26440	9.71782	1146.82499	58.63052	9.03624	51.87646	9.94006	6.89547	32.88667	9.56714
-19.32556	6.70893	10.04061	6.03341	9.60837	0.00000	8.89706	0.42721	51.24712	6.09853	1124.34337	57.87951	9.14905	60.02302	9.09681	7.54279	-41.25528	8.76472
52.59319	6.77944	5.55836	8.09223	9.27375	1.00000	9.16372	0.13410	25.71922	9.88060	1070.89533	42.31224	7.47627	25.92995	11.27252	10.90253	13.32127	8.84607
10.29085	7.77032	11.29931	8.94350	9.37620	0.00000	6.72019	5.59843	54.60003	7.97017	1087.69200	69.01046	11.94013	62.32316	9.74305	9.90517	105.75635	5.67544
-4.42472	7.91868	7.21794	6.85749	9.26236	1.00000	7.01162	0.38349	50.20513	6.35171	1198.40730	61.19248	9.01445	47.94308	4.98658	5.25644	-41.45861	8.90789
7.06273	7.22544	11.48038	7.88969	8.05252	0.00000	8.70264	2.85610	54.86215	6.26740	1072.02773	69.39016	11.25971	48.62490	18.61096	10.58315	-1.4001	5.67570
47.76232	7.02572	7.70941	4.53571	8.38595	1.00000	8.64869	0.52717	55.09314	10.18739	1119.10644	60.28507	9.39554	53.93086	-7.55237	8.47185	-122.2054	9.90785
7.06273	7.95651	8.46712	6.77949	8.43930	1.00000	6.54056	0.76347	53.85688	9.17215	1141.83872	37.55268	9.87511	60.08525	12.29592	8.54814	-1.4001	9.41078
60.97944	8.86215	6.27164	6.85309	6.75517	1.00000	8.92871	0.31707	32.09574	8.35345	1164.94826	49.93555	8.76777	82.04505	31.32069	9.62692	76.92421	8.61473
-44.39672	8.45958	10.90881	5.17671	7.70202	0.00000	8.47162	0.12342	58.47765	6.94755	1052.63716	38.96241	7.81424	34.01196	-0.75808	6.53997	171.25364	8.79138
26.9423	6.66643	11.22033	7.01636	8.67580	0.00000	7.54108	1.04673	68.23417	8.79864	1136.59368	53.64321	10.22086	53.77362	35.77906	5.51725	68.11759	7.37716
30.16688	10.07059	6.67148	5.34127	8.37325	1.00000	8.58804	0.34796	41.19611	8.24656	1144.78678	40.63127	8.97474	47.32310	17.88731	8.99557	-96.39774	5.48721
10.20898	6.62952	10.20232	4.63495	8.66346	1.00000	7.78896	0.38684	60.99287	11.36110	1118.60483	30.06446	9.15404	59.59297	15.25557	9.15074	123.758	9.84264
16.455	9.08857	7.46043	7.17144	9.18652	1.00000	7.88100	0.05940	53.51896	11.24666	1138.18503	49.31382	4.43254	53.94162	15.68673	7.75203	120.5875	6.60885
49.28669	9.25772	6.87168	3.59708	9.90637	1.00000	7.84580	0.17016	30.19124	9.12344	1169.48942	49.54182	7.98042	39.41711	14.62157	8.13486	1.00288	8.88795
37.74615	7.46015		7.25390	8.77502	1.00000	7.37211	0.09782	40.62714	9.23618	1051.89288	37.75667	4.92452	63.45623	17.82149	10.65193	-25.66689	4.42634
45.78071	8.67043	5.27137	7.22510	8.71680	1.00000	7.67190	0.10490	23.27642	10.80284	1070.32790	53.32190	7.10129	59.91138	11.32706	8.64011	12.84052	6.28575
51.47805	8.13490	10.95637	8.31433	6.43700	1.00000	7.77055	0.65864	34.42293	8.27133	1133.02314	52.39911	9.67782	65.37907	19.07025	6.13802	6.8625	8.48928
