PAHs	Pb	PM10	O3	C2H3NO5	TEMP	H2CO	PRES	CH4	CFCs	SO2	warning	latitude	CO	PM2.5	NOx	NH3	longitude
9.37840	33.36247	8.03434	11.23760	5.87005	4.86758	56.63203	1056.73384	8.36087	78.94886	6.00992	1.00000	35.06667	9.46903	9.38672	7.40325	3.69636	135.21667
7.67331	58.20374	7.50125	4.57722	4.91692	20.03621	23.22321	1078.07319	8.05958	55.67770	7.84170	1.00000	45.4473	7.12308	1.29770	8.90648	4.25269	-73.75335
8.23461	44.41445	8.63507	10.55602	7.64021	16.04553	29.59475	1161.85252	7.74952	64.70454	7.38180	1.00000	16.0567	8.99064	8.54053	6.24089	4.51720	103.65309
8.34726	43.97097	5.50088	7.93843	1.09265	31.55718	47.30794	1133.31739	8.64444	46.62478	8.55517	1.00000	55.39485	8.15808	9.22500	9.84662	6.03098	43.83992
11.42541	45.63534	7.46370	4.69697	3.12803	16.17089	57.63617	1052.96450	7.53278	79.44285	7.47193	1.00000	44.22639	11.52152	6.18594	8.94466	5.96988	22.53083
5.48697	70.30767	8.46278	11.98700	6.87934	17.80033	63.18602	1050.58598	8.11869	76.64129	7.20146	0.00000	33.93113	5.00900	9.92741	3.10218	7.92184	-117.54866
7.92991	47.49407	6.85360	3.87300	2.43846	21.40619	40.81165	1057.70251	8.27097	67.82662	9.28909	1.00000	35.21222	10.31826	4.58763	9.95333	4.58069	2.31889
7.16607	56.38979	7.31534	6.86727	4.27244	15.62877	55.77865	1110.20177	6.97317	71.13640	7.46419	1.00000	26.44931	8.93755	6.34985	9.76626	6.25637	91.61356
6.92113	14.84025	7.24182	7.51103	3.56126	21.34284	33.44210	1052.59587	6.82629	66.76224	8.39278	1.00000	41.27194	8.76452	7.04473	10.59197	6.41051	123.17306
6.67215	67.23888	7.24480	8.48070	2.22016	17.74734	74.62642	1125.62595	6.80012	65.61037	6.92927	0.00000	4.2475	7.60158	8.36180	5.17095	8.10956	9.00472
6.17568	46.75345	7.67011	5.11255	4.05491	21.01716	45.24935	1107.02442	9.08516	60.00864	7.78953	0.00000	40.68066	10.22564	7.46761	7.49264	10.70539	-73.47429
9.24132	23.27409	7.04130	5.59124	3.54109	22.91397	30.82100	1167.91168	6.80255	79.68133	7.53176	1.00000	-27.4338	10.09225	4.14588	9.74989	4.97674	-65.61427
8.85429	36.55566	6.44665	8.74442	3.23695	14.65620	48.21835	1077.64105	6.27334	61.31233	7.21502	0.00000	48.77275	6.07887	5.52468	5.28235	6.66352	5.16108
10.76613	67.63365	8.28657	9.52043	6.24399	4.11939	47.31247	1106.29253	6.72476	67.84382	8.47766	1.00000	54.39304	6.01801	7.61718	6.72397	5.58388	53.26023
8.46629	20.99124	9.25703	8.22594	13.16947	3.02376	64.21684	1075.92781	7.43353	58.85769	8.00618	0.00000	34.25807	8.21232	5.56846	7.69358	4.11739	-88.70464
10.13301	50.94252	7.80985	5.97074	3.52119	14.75407	52.29023	1082.34940	7.93695	59.79892	7.32655	1.00000	-28.44917	7.57506	4.26365	7.55649	5.66113	-52.2
4.95712	56.12521	7.76241	11.11326	3.39675	0.52626	82.31230	1051.10058	7.27806	77.31731	7.75314	0.00000	41.80753	8.09580	9.38488	6.16943	7.72940	-87.65644
6.31705	39.57677	5.39935	6.44209	0.79049	12.69185	37.65860	1124.92152	8.63572	71.20570	8.13891	1.00000	-27.76952	7.93599	8.19597	12.42201	6.70944	30.79165
11.50599	63.18586	8.73674	6.09463	8.02172	3.05724	30.97204	1133.62582	9.80218	62.60319	7.51411	1.00000	-7.73379	10.77951	7.86518	7.99886	8.17146	113.69785
7.45231	39.28417	7.77040	5.98613	5.18372	2.36958	54.58813	1125.04317	6.01188	72.91017	8.04511	1.00000	53.81667	9.25568	9.29486	9.22906	7.18634	-3.05
9.11405	28.69222	7.39711	8.62579	2.95835	19.19933	52.44277	1055.77631	6.68967	74.46852	6.93478	0.00000	49.28669	5.39915	6.44377	5.78917	6.99140	1.00288
4.13211	58.09462	7.45111	11.80887	3.12507	24.72243	44.76640	1086.55776	8.00797	73.17096	8.12649	0.00000	22.37066	7.63634	8.79595	5.61768	9.86552	114.10479
11.80070	43.90330	7.59778	5.68000	4.38749	5.46572	49.87134	1178.30694	7.02603	78.05789	8.70431	1.00000	51.26	10.25335	7.11781	8.50111	7.46725	-2.1875
5.59563	31.07238	6.81729	8.80884	2.08063	30.91975	67.00768	1091.43077	7.59230	70.58150	8.49782	0.00000	55.67938	10.22242	8.46088	8.02297	8.59342	12.53463
8.56153	51.20075	7.28786	8.82088	2.17333		43.50963	1112.56650	7.33735	72.77566	7.65398	1.00000	11.85	7.82837	7.42963	9.88819	7.13332	38.01667
9.24299	25.66365	7.55308	8.63722	3.21654	10.39749	53.95384	1070.34451	6.15545	57.48120	6.53497	0.00000	33.44872	8.61693	5.00202	5.08326	6.22249	-86.78777
6.16908	48.49294	6.12246	5.70044	2.28175	12.98572	34.29385	1128.40882	6.04175	75.13860	7.60969	1.00000	26.2649	8.30800	5.37142	10.05721	5.29606	81.54855
7.69611	52.75970	7.34960	8.23138	4.04297	24.81745	72.29765	1102.92561	5.58698	77.39347	6.48840	0.00000	52.48173	5.77754	7.16254	9.83282	3.16015	-2.12139
7.13581	39.65943	7.41857	7.76961	4.15215	19.13512	21.48336	1121.10425	7.22027	66.68997	7.00106	1.00000	23.0072	8.48204	6.67954	10.17229	5.46862	-82.4017
8.83861	26.94568	6.14295	9.30578	2.43972	-3.13114	66.31653	1117.55596	5.95526	65.27182	7.51228	0.00000	10.63504	6.10496	5.65915	4.57126	7.38679	-85.43772
8.23841	55.80874	8.46881	9.14902	5.75695	21.66349	33.88525	1064.60907	7.01976	57.33045	5.99327	0.00000	13.51825	6.15255	7.20825	8.03773	4.87638	99.95469
5.46225	28.00430	6.94384	7.64137	2.64515	16.51810	24.72365	1117.27136	6.97748	75.70418	6.95322	1.00000	43.41949	7.06441	8.94716	9.84491	6.67167	77.0202
8.46517	39.83533	6.43145	8.77155	1.87237	13.34495	49.88367	1116.66818	5.13392	70.60049	7.84066	1.00000	40.66482	9.09752	10.68537	9.97653	2.97735	122.22833
10.57719	54.91035	6.22040	7.16040	2.25571	19.00210	32.52211	1137.61030	9.16565	67.23111	5.47293	1.00000	36.61033	6.44753	6.83915	5.69372	7.76490	-88.31476
9.30409	42.00790	7.88011	8.19198	4.54415	9.60023	30.60050	1156.29099	8.57477	73.67164	6.98820	1.00000	8.56697	9.93718	8.32366	8.76166	9.15526	123.33471
10.84960	52.70763	5.68808	6.67580	2.69257	11.70508	47.15887	1054.84190	7.77019	71.86855	8.47409	1.00000	-20.87306	8.17759	10.86684	10.20092	4.92740	-48.29694
9.15491	42.79237	7.02057	8.16896	2.93948	10.97973	32.68069	1112.54572	6.58569	58.83335	8.86382	0.00000	46.51872		5.22917	5.88640	6.29645	86.00214
8.28870	63.39704	6.87688	8.05268	2.53765	23.48230	59.57954	1103.43984	6.65642	69.99405	7.60761	1.00000	43.67681	8.93663	7.83701	6.95568	7.29277	4.63031
10.21020	60.39460	8.88817	7.42922	10.48474	22.55444	73.18984	1113.93741	6.57317	68.44810	6.26122	0.00000	53.14657	8.81289	5.27043	5.57766	6.63144	140.72287
8.77272	38.49894	5.94447	7.95435	1.88898	13.70819	49.02393	1130.07364	7.08960	78.80229	7.93838	0.00000	33.37526	6.05492	9.23048	4.27725	7.06055	74.3092
7.29631	56.08007	5.58892	9.07655	1.34313	28.04694	44.18940	1118.79570	7.53017	80.85984	8.00461	0.00000	46.23899	7.65795	9.29854	3.58613	9.22909	-63.13414
5.42753	34.30676	5.68046	9.90398	1.30831	7.17969	37.98067	1167.35316	7.78516	71.05596	6.44357	0.00000	3.11988	8.41002	8.69528	4.68312	9.09312	35.59642
11.41667	64.08072	8.60824	6.82010	7.32861	2.32645	43.70685	1174.95380	9.31376	92.35783	9.23945	1.00000	-7.57897	7.28778	6.96639	7.59158	7.98704	112.23109
9.05319	51.70031	7.59565	10.03593	2.78132	10.95697	57.38473	1165.53733	8.25957	76.36710	9.11579	1.00000	-28.44917	7.44461	8.41417	8.17410	4.84959	-52.2
6.33201	35.44197	7.62887	5.14055	4.39835	37.13804	45.97500	1095.04117	8.23724	68.79784	6.44047	1.00000	41.85059	8.25898	3.79383	9.65857	3.72291	-87.882
6.41955	44.59276	7.26082	8.91262	3.21210	31.45500	37.35669	1140.29817	8.28320	77.78855	7.16232	1.00000	33.93113	9.18680	7.87016	7.96078		-117.54866
7.65327	42.79812	7.99615	4.06030	5.29281	10.01793	36.22490	1056.92598	7.61147	57.22659	8.40096	1.00000	22.83957	6.72595	6.09118	6.94889	6.07035	91.84128
8.45580	42.93815	7.01411	8.51907	3.04300	0.22114	48.38912	1141.84573	7.50198	84.43769	8.96317	1.00000	11.00599	9.39770	9.97386	7.16584	3.48262	77.5609
6.80624	42.51446	8.27327	5.07731	4.77081	8.14355	47.66681	1078.26232	5.49887	70.59647	5.44012	1.00000	36	8.57818	5.60072	8.88745	5.49746	139.55722
6.37675	40.71127	7.05202	8.34311	1.81217	11.24796	25.59336	1056.13590	7.24417	66.44149	6.52007	0.00000	51.14942	11.56915	8.50054	8.42857	9.61174	15.00835
9.68229	53.82234	8.52631	7.81449	6.77662	14.59744	49.59526	1186.41890	6.23028	65.25020	5.79967	1.00000	36.61033	10.39810	7.15489	8.86840	6.35108	-88.31476
10.00029	49.44889	6.80511	8.56364	3.49135	12.59055	39.75204	1119.58954	6.58148	68.21634	8.45932	0.00000	51.14942	5.41772	6.03380	3.23286	8.82536	15.00835
9.62721	56.76180	8.12492	7.59660	4.41458	19.27303	52.40953	1173.71786	8.44042	90.67530	6.41829	1.00000	36.19278	8.62643	9.38083	8.79539	5.04290	117.65694
10.09069	47.54616	8.58318	7.70477	6.66242	10.30797	52.17129	1175.94543	8.76793	88.13487	8.47105	1.00000	45.4473	8.89950	7.35835	8.71954	7.16787	-73.75335
7.53375	35.35474	6.03379	10.04444	1.98012	15.31932	43.15561	1073.18685	8.25890	66.29149	7.99154	0.00000	53.69786	6.09170	9.31932	4.70342	7.24889	-2.68758
7.69859	6.53246	8.45533	4.49456	7.39682	8.19312	41.82045	1152.11558	7.38282	60.61386	7.24294	1.00000	4.92675	10.08712	2.47114	10.30710	3.60586	6.26764
7.49982	29.98122	5.87429	8.82608	1.70942	31.93126	58.93376	1067.64985	8.38802	66.90877	8.37000	1.00000	10.58806	9.47049	8.47381	8.82191	6.26431	77.24779
9.78904	53.06735	6.79764	7.62729	2.62565	16.06373	46.38379	1111.34886	7.62659	67.94024	8.82411	1.00000	14.62072	8.04276	6.70319	9.03597	7.03155	74.83554
8.55114	53.57071	7.09186	9.06639	3.54237	9.34767	57.04042	1097.07313	6.03707	67.49837	8.51076	0.00000	4.96667	5.29389	6.19115	5.53380	6.45436	10.7
9.38361	35.35387	6.42995	6.73690	2.75080	36.02566	52.10950	1072.19562	6.04240	74.08554	8.91724	1.00000	38.47917	9.88731	4.83359	8.75867	6.18086	-1.325
9.02610	39.55192	6.69733	8.08690	1.01978	9.20077	55.57044	1052.27145	6.51298	62.14151	7.43520	1.00000	39.46667	8.01926	8.31736	8.25968	7.64763	141.95
7.20378	29.29446	4.59756	5.97873	2.45487	14.95451	79.87016	1100.22661	6.78309	60.68224	6.39955	1.00000	41.72059	9.88163	7.72373	9.91528	6.40912	-87.70172
9.20478	44.52645	6.83215	7.77342	4.36730	10.03302	52.66759	1087.56192	8.27392	91.35663	8.19342	0.00000	44.97639	3.63566	8.79158	7.99491	5.17284	19.61222
10.62459	52.43375	8.57013	8.68025	6.98273	13.66654	41.50184	1160.76796	8.76249	62.30780	9.85705	1.00000	35.21222	7.27586	7.41385	7.90827	9.17459	2.31889
8.20934	44.03659	8.02529	6.90231	5.51159	14.22402	57.55053	1166.90459	6.49329	74.93754	6.33944	0.00000	51.35084	9.67368	6.09154	9.56156	6.31804	-1.99421
7.30612	49.48891	5.88201	7.13333	1.33411	16.30851	74.70142	1134.30812	7.27090	66.63467	6.68831	0.00000	36.06386	9.70436	8.35693	6.95705	8.80469	4.62744
8.68278	42.55071	8.28833	5.31898	6.09599	19.52858	29.39931	1055.44230	9.76343	63.04193	7.53445	1.00000	48.8765	8.89703	6.31145	8.87796	6.27001	2.18967
6.39884	51.81909	7.46276	10.37852	4.39030	11.36851	50.88941	1137.68633	5.93185	73.69762	7.66507	0.00000	43.48961	6.28537	9.17967	4.14027	7.79870	-8.2194
10.02637	44.82189	8.81640	5.34929	8.42032	37.62036	40.57208	1193.82427	8.35379	70.54837	7.65107	1.00000	41.72059	6.19562	5.24543	7.41312	6.73300	-87.70172
7.95921	44.73679	8.66054	9.09279	8.07313	21.36092	59.43397	1131.54756	7.65199	56.26704	7.38212	0.00000	20.21322	4.08281	7.17955	7.80070	6.11236	-100.88023
9.60836	12.11561	9.49572	8.25601	17.22090	17.47960	62.40168	1117.90128	7.94982	88.04098	9.38519	0.00000	2.41669	6.62276	6.39126	5.87439	6.70710	30.98551
4.65066	41.93806	6.81731	10.64149	1.70693	-4.33651	65.92126	1150.27712	6.93622	75.89154	7.43301	0.00000	15.48131	8.12428	8.87996	6.16385	8.80967	-86.57415
6.85348	49.81581	8.56809	8.73848	7.16959	23.54015	46.92059	1172.90243	7.56442	82.88853	8.20794	1.00000	41.94175	10.45230	10.29870	11.02791	4.38576	123.50266
7.11882	62.28596	8.39304	6.29302	6.81311	7.64885	54.17119	1154.62945	6.55730	62.16605	5.91275	1.00000	40.68066	7.95266	4.34876	8.88106	4.31077	-73.47429
2.65232	28.48487	7.89711	12.57405	6.04953	11.19151	70.02107	1149.29154	7.00880	62.28265	7.38553	0.00000	40.1675	7.82727	9.03699	3.87787	10.98658	34.37389
9.62677	32.01350	6.35369	8.78077	2.47789	4.86312	82.30226	1180.66422	6.49019	65.02951	6.40452	0.00000	51.14942	6.37604	4.69578	2.42800	8.17318	15.00835
8.57478	44.87974	7.83379	9.63550	4.98997	6.55528	29.89270	1189.12180	6.54966	68.79642	8.94832	0.00000	42.8334	8.35314	10.41783	4.26557	7.66430	-80.38297
8.91471	48.55188	6.99303	3.66384	2.19723	19.26260	73.53415	1104.08971	6.43436	74.21827	6.79647	1.00000	45.78071	8.73976	5.20395	8.60558	5.57040	12.84052
8.49924	21.64040	7.64702	6.00814	3.49001	16.99492	49.25202	1069.16761	8.05704	69.06814	6.03852	0.00000	46.08333	7.19083	5.19728	7.75947	5.59722	122.08333
9.80123	46.77241	7.99561	6.57816	5.44327	19.24933	41.01588	1101.17583	7.49929	56.98003	7.61071	1.00000	46.7055	8.87191	4.80931	8.87113	6.56466	38.2739
9.49136	47.87312	6.97958	7.90101	3.35875	26.45251	52.72997	1155.75806	8.17355	70.11928	7.42653	0.00000	-8.99167	7.67297	6.18501	6.49083	5.61404	125.21972
9.53816	34.28504	8.20984	8.47005	6.80494	18.73199	49.11057	1060.04032	8.01174	68.98535	8.34607	0.00000	60.2052	7.49752	5.99340	5.73295	6.66035	24.6522
8.69509	39.95422	9.37294	8.32196	14.06332	14.35543	49.95678	1100.20792	7.06481	84.89900	8.03789	1.00000	22.98212	5.24737	6.50121	7.49188	8.05597	-80.58556
7.10263	54.47621	8.43970	8.12409	6.83271	12.84942	68.05674	1182.33935	6.79585	80.95600	7.43101	0.00000	38.68712	7.89735	8.31672	5.03922	9.41207	-4.10734
8.63131	30.06156	5.35757	6.96507	1.92894	18.77196	30.15500	1076.75595	7.62212	82.83621	7.42017	0.00000	26.2173	8.63546	4.89580	7.27221	2.06998	-80.22588
10.04153	52.07250	6.98658	6.74958	2.91146	12.86724	61.28197	1064.46915	8.33389	67.11806	8.48045	1.00000	35.95664	4.60323	5.63051	7.10360	7.44087	36.7138
9.52459	50.54336	5.77444	8.46360	2.77631	2.33734	20.94296	1075.40139	6.81109	68.29237	7.24410	1.00000	12.95629		8.21145	7.68901	6.78133	78.27539
10.02612	29.53749	7.67231	8.12747	4.16970	19.56082	53.60497	1055.24752	7.48999	73.66569	7.11780	1.00000	61.72744	7.75474	7.52373	8.27069	8.58319	17.10558
7.99450	62.49218	7.51544	10.16110	3.33890	14.24755	39.98425	1091.73697	9.50170	63.62238	8.37510	1.00000	14.53767	9.42725	10.05864	9.24091	1.94196	46.83187
7.16398	41.29027	6.89303	6.98528	2.57983	12.90320	59.42752	1120.40924	7.22657	73.74946	7.36016	1.00000	-12.91667	7.28469	7.95811	8.99382	6.59093	-39.25
6.06193	45.46697	5.97046	8.22609	1.93967	30.88597	53.15109	1107.03048	7.20729	71.49458	5.91672	1.00000	43.48961	8.89855	6.48589	10.92126	6.57928	-8.2194
7.86424	44.00913	7.87039	6.01803	5.14419	-0.82354	39.30594	1152.37407	6.34962	75.13224	7.69436	1.00000	33.7207	6.85059	6.32183	7.09062	6.63033	-116.21677
8.65124	46.37211	5.51164	8.67185	1.70632	6.43896	54.55837	1053.63264	7.85379	68.67290	6.32810	1.00000	-10.90889	8.68859	8.56955	9.17593	8.35433	-37.03861
11.10656	38.74940	8.50676	6.49240	7.40461	30.15719	59.19857	1112.60189	8.93819	70.88909	6.96383	1.00000	7.50251	7.50618	10.55510	6.66505	9.48760	5.06258
6.08216	36.72670	7.10399	9.05937	2.32434	2.77017	54.28965	1130.77882	8.81322	68.79354	7.38343	0.00000	41.91738	8.23636	8.75196	5.37804	9.72964	3.1631
10.65438	35.62650	8.29879	5.43053	5.46469	24.70907	50.52062	1197.43192	6.09533	57.14195	8.44453	1.00000	55.67938	9.39823	6.34463	8.24674	7.40357	12.53463
7.16974	63.15861	7.92916	9.16957	4.62951	36.30238	25.02973	1164.01294	7.08488	61.85016	7.07001	0.00000	45.75279	11.77206	10.30694	6.67142	8.31617	130.57211
5.81986	44.93648	7.98386	10.08732	5.74056	4.37458	36.35587	1186.36686	7.43138	74.51890	9.29475	0.00000	41.91738	7.67546	9.21994	4.33577	7.59196	3.1631
6.03653	33.71565	7.84318	6.70232	4.09951	27.65289	47.06733	1091.56874	8.01488	68.98608	7.50423	1.00000	47.4943	8.47672	7.29402	10.74746	9.00009	-122.24092
5.81730	56.42607	7.96757	7.08335	4.90945	2.75903	49.07548	1066.55032	5.83052	77.19495	8.54984	1.00000	39.32288	10.45509	5.06080	11.26678	4.21354	-76.72803
7.61025	41.78345	7.99972	6.42394	5.37797	-0.12045	33.97291	1141.02003	7.93346	87.13509	7.96559	1.00000	49.65186	7.09375	6.66831	9.08627	5.11691	26.97253
8.74300	32.74954	7.35850	6.54471	3.28106	4.73956	56.58137	1077.28181	6.48442	75.25259	7.69321	1.00000	52.57583	7.22316	8.58246	9.22313	7.18902	6.61944
6.83105	63.42494	6.88900	8.48482	2.96739	12.13044	47.46166	1073.90240	7.06706	62.46707	6.03812	0.00000	45.53069	7.31880	8.79589	5.09587	7.70494	9.40531
7.41175	65.53580	7.12629	4.21365	3.44528	3.93951	33.50252	1139.78987	6.34859	65.01086	5.69178	1.00000	49.41029	9.14491	4.59243	9.86777	5.00663	38.15035
7.57729	37.80830	7.30737	7.29639	2.81399	12.49632	48.02266	1171.75540	6.69405	58.78974	8.73856	1.00000	-0.71667	5.83155	5.02995	8.35388	5.30697	-48.52333
8.37909	40.23831	6.59774	8.68888	2.45731	13.63256	88.42368	1185.41950	6.26641	73.56016	5.48051	1.00000	15.58552	7.92736	8.54680	7.54078	4.29522	102.42587
7.07383	18.05148	7.60030	6.17377	4.71430	20.83222	44.88990	1104.50835	7.50984	52.98214	9.51711	1.00000	52.09	9.45910	8.83237	10.94023	8.62677	5.23333
7.55197	43.86953	7.10311	9.77717	1.93997	6.19846	43.98440	1125.80377	6.08318	86.23902	7.29059	1.00000	34.77453	6.08182	5.14972	6.30431	5.83671	-96.67834
7.75475	33.83866	6.40846	7.64702	2.38254	9.20509	39.46410	1163.73933	8.60426	71.54994	6.85192	1.00000	9.91861	9.99109	8.96823	9.14770	8.51467	-68.30472
7.57461	61.60951	8.71178	6.26246	8.79802	17.15814	44.72532	1055.30505	6.74078	76.35225	7.65301	1.00000	36.53333	7.26704	4.73128	8.75694	5.38821	136.61667
7.90137		9.99336	5.55114	25.91831	15.91760	78.45454	1142.79893	7.41962	80.39663	7.59480	0.00000	38.07789	9.73771	8.43408	6.02680	9.99953	13.44275
6.35215	33.89632	7.86265	8.28633	4.02601	25.77169	60.69194	1132.70695	6.62822	65.62870	5.06769	0.00000	38.47917	8.91692	8.08727	6.51138	9.56500	-1.325
6.86726	38.94930	7.07156	5.96251	3.53335	7.97903	50.48593	1171.78531	7.19637	75.35560	6.81759	1.00000	12.95629	7.28972	7.24519	8.10832	5.37678	78.27539
10.10499	27.75702	7.00676	9.96892	2.27920	12.88601	53.15741	1097.24882	4.20612	69.57804	5.93995	1.00000	34.5624	9.75208	9.76632	6.11703		38.28402
8.96936	65.23673	7.85364	7.24187	4.95536	7.09472	56.38342	1061.75415	9.16374	77.47771	7.26939	1.00000	30.16688	8.02035	9.81307	9.32268	5.92413	-96.39774
9.61086	29.76550	7.37578	6.65318	3.03521	6.72349	51.42658	1082.17005	8.55561	69.85116	5.49783	1.00000	6.46346	8.34037	5.96981	8.24626	7.13475	-2.31938
8.99637	34.38001	7.13100	10.20490	2.50967	7.43576	45.48489	1188.19868	8.46404	80.28241	6.81435	1.00000	10.58806	11.60229	10.37074	9.64795	3.28819	77.24779
11.12202	46.66521	7.71968	4.33964	3.56676	1.25909	68.82610	1189.96963	6.17356	65.01172	10.35819	1.00000	-4.5833	8.39700	3.24118	7.35058	6.18412	15.16554
10.57238	33.28529	8.46759	5.14698	6.68231	5.57663	46.69966	1088.09114	7.81761	70.47011	7.52753	1.00000	-7.81667	10.05189	4.57282	8.81852	6.83148	112.01667
8.57243	45.98977	6.84619	6.19584	2.47160	-2.51301	21.31123	1166.00668	8.74749	88.08844	7.41796	1.00000	41.72059	9.66577	10.69354	9.31715	4.81502	-87.70172
7.25735	35.02793	7.58911	10.52050	4.01123	9.58325	44.69332	1136.19288	7.31997	72.31352	6.54808	0.00000	-32.05251	6.82692	10.27802	4.06147	5.50187	115.88782
6.84841	56.87191	6.88035	8.08253	2.10824	12.00035	56.53997	1076.63861	8.46198	66.97724	6.89213	0.00000	33.78333	10.52866	8.95632	7.52001	7.11895	114.51667
5.67587	41.22869	7.58198	5.62349	4.12621	14.36357	58.13488	1176.58423	7.55508	64.09146	7.60991	1.00000	3.3285	8.34309	4.93054	10.46159	4.84866	99.1625
8.51846	54.90281	6.25456	8.32979	3.27717	25.77139	55.15434	1110.77610	7.85353	64.02117	6.23518	1.00000	10.61285	8.31564	8.02976	8.43775	7.34996	12.19458
5.09004	47.73456	6.18914	10.07597	2.14767	8.63754	23.01716	1105.22335	8.43435	70.36041	7.64843	0.00000	-37.9	8.42236	8.11433	7.36312	8.34380	145.18333
9.29745	58.29759	8.16939	4.31273	5.90431	11.15388	63.65424	1198.69939	7.78403	70.46837	6.40099	1.00000	49.03685	10.71356	4.37558	9.77608	5.19055	8.70745
9.83088	39.09389	7.73828	8.01370	4.17505	19.41099	55.05148	1087.07692	6.41297	65.84549	4.86102	0.00000	-37.9	6.74395	7.12587	6.60259	6.51105	145.18333
8.66820	42.45579	8.03939	6.32197	4.94295	21.79898	62.63514	1087.12008	8.08337	70.60468	6.07780	1.00000	53.14657	10.27717	6.82265	9.18763	6.73614	140.72287
6.07729	25.34103	7.29103	8.51447	3.08154	-2.24112	63.12732	1126.53093	7.80343	81.86722	8.42354	1.00000	43.16547	8.01940	6.70051	10.12594	10.20539	-77.70066
10.75172	31.89561	7.26872	9.89052	2.82389	9.36294	48.75157	1165.99062	6.48228	57.67595	8.02199	1.00000	37.95143	8.80205	9.98055	7.04566	4.50040	-91.77127
9.00104	11.47836	8.44489	9.12719	5.95803	12.97193	27.72733	1140.30295	6.55553	65.38594	7.52334	1.00000	32.54278	7.02518	7.56572	8.97246	8.11518	111.50861
8.00148	58.54712	6.61835	7.32618	1.53150	10.06619	51.52468	1064.56932	8.04160	62.75779	6.40984	1.00000	30.35028	6.48347	6.09811	8.20518	5.85191	112.19028
9.05438	43.52117	8.57972	9.42118	6.80234	12.31419	42.71577	1155.72340	6.88007	62.42561	8.38651	0.00000	6.15038		6.53416	5.49475	7.91818	6.83042
5.09955	29.75522	8.07378	12.09300	3.90487	8.13580	49.88085	1119.66541	7.76446	68.15378	7.10256	0.00000	48.78232	8.17373	9.44993	6.30644	6.55698	9.17702
6.26944	27.94247	7.86817	9.22826	4.63163	23.70048	68.81673	1184.37294	8.74849	75.56410	6.85402	1.00000	45.49428	10.31718	10.49632	10.62874	3.12029	-122.86705
9.80321	49.87285	6.63415	8.75363	2.08592	25.39354	22.80574	1058.53733	6.73307	78.46276	6.66417	0.00000	26.67319	8.90480	5.09228	5.02907	8.03353	31.4976
9.38310	54.24444	7.54098	8.71359	3.30079	-4.14446		1150.31689	6.86005	68.40068	6.08042	0.00000	8.56697	7.66360	5.50250	5.35166	7.15935	123.33471
8.45862	61.77255	7.22124	8.64081	2.51805	23.82790	68.89207	1187.04234	7.85458	69.92886	7.16973	0.00000	-4.06667	7.41502	6.32976	7.82450	4.63460	37.73333
9.79840	25.02922	7.15701	8.60948	2.57795	11.93810	49.96419	1139.40078	8.23522	60.60872	6.28898	1.00000	-8.66667	7.71621	8.76873	7.90267	6.95482	-35.71667
7.18258	34.03201	6.81000	9.56784	2.56260	13.44337	80.32741	1166.23961	7.55248	75.49133	7.58527	1.00000	10.29085	7.64497	9.19665	11.32569	4.50940	105.75635
10.22823	38.58304	7.06504	8.57334	2.78082	16.11725	60.46504	1158.38002	7.75979	74.97509	4.18138	1.00000	39.43534	7.60820	7.52442	8.23217	8.17878	-84.20299
8.18260	43.39064	9.01815	8.14917	10.63826	14.39087	73.51619	1147.51680	6.30441	66.77872	5.29810	0.00000	4.2475	4.97716	7.14875	8.18773	4.57195	9.00472
7.52855	74.20509	7.21245	8.29573	3.66441	28.56067	50.35337	1079.53027	7.57768	75.25278	7.45054	0.00000	-34.28853	4.32437	5.26220	5.79119	3.67029	146.05093
8.58281	33.01484	6.77851	8.43810	2.32158	16.09103	52.02442	1191.32074	8.46745	75.35912	10.32589	0.00000	39.57582	8.14520	4.96528	5.98232	4.70679	-105.11221
8.19720	22.93021	7.33138	6.27428	4.44732	39.47392	55.68051	1089.27915	6.44552	64.25404	7.70586	1.00000	-6.8048	9.57995	9.38609	7.79600	5.45626	110.8405
6.05863	63.94940	6.25365	8.62255	1.93153	-0.70066	41.08653	1127.52376	6.06902	83.31845	7.48834	0.00000	36.19278	8.04199	8.26230	6.87984	9.02538	117.65694
7.66590	36.20450	7.95436	9.23922	4.45222	23.61822	46.63083	1159.29437	7.85557	65.98769	7.23440	1.00000	-12.91667	7.75283	8.28668	8.82569	4.40428	-39.25
10.17459	56.50585	5.33708	10.70870	1.16925	22.43226	36.89813	1071.92753	7.02575	71.48726	6.69913	1.00000	50.71229	9.35591	8.95342	7.22270	3.68732	4.52529
5.94979	37.31919	8.11304	7.26924	4.50540	17.69814	54.77671	1066.89909	7.53116	58.30453	6.61358	0.00000	14.66	8.82647	7.99227	6.61668	10.54326	120.56528
11.79780	31.19816	7.62183	10.56493	3.78300	17.00581	70.84213	1177.64559	7.44171	62.28207	6.06277	1.00000	39.32288	8.37884	7.89654	5.39426	7.88199	-76.72803
6.24498	29.77517	7.46848	7.11005	3.88433	26.41087	45.73344	1164.37807	8.09238	63.98889	6.13677	1.00000	30.24706	7.08042	5.83387	10.39811	5.51707	115.04814
10.55242	45.32435	7.18431	8.89419	2.39218	19.65591	77.25776	1074.56311	7.43344	60.43231	7.62270	1.00000	-27.76952	6.75901	8.80538	8.39555	5.74481	30.79165
