NOx	Pb	TEMP	CH4	CFCs	longitude	PRES	NH3	CO	PAHs	O3	C2H3NO5	latitude	H2CO	SO2	warning	PM2.5	PM10
8.67380	43.63590	26.15835	5.38992	49.56825	9.5926	1114.90712	6.54434	7.60668	11.37521	8.01147	0.10517	52.86147	54.22769	7.46311	1.00000	6.97827	4.99650
7.58863	53.01468	11.75652	6.98154	29.09367	-78.04471	1130.46106	10.46048	5.89149	6.21151	6.41804	0.10212	34.25628	40.09760	9.00331	1.00000	8.63347	6.37926
8.37912	79.53590	17.49453	10.05871	54.85672	-88.64235	1164.50238	7.87097	7.10817	9.94582	9.11852	6.54482	46.09273	23.32692	7.72899	0.00000	5.84629	11.62353
8.27199	25.64952	23.42667	10.51036	42.25268	-1.99421	1126.29606	8.47735	9.41819	8.26796	11.41005	0.57471	51.35084	52.44085	8.55842	0.00000	8.03184	9.05698
7.58933	59.19844	25.68853	8.30755	51.75920	14.66737	1125.20515	9.86020	9.09222	10.41217	7.94468	0.12461	41.55947	37.24470	8.65113	1.00000	8.10187	6.54807
9.82066	55.91544	17.66324	5.13601	44.18874	-2.01111	1116.91730	9.57166	9.48225	8.40074	9.56708	0.12332	52.66277	42.43773	6.61483	1.00000	7.18987	5.99325
8.07645	65.89238	31.67062	5.05050	52.21930	28.19028	1113.03443	8.15863	9.55142	9.82488	8.72360	0.05662	59.37722	66.37002	8.28759	1.00000	8.80762	5.16614
8.40964	45.27680	5.86811	3.78062	28.05739	8.77155	1130.42610	10.33745	4.04310	7.46313	7.94826	0.17615	50.23019	49.84565	7.20339	1.00000	8.48772	6.78218
7.53297	70.72494	16.30973	8.25891	51.27039	32.88667	1153.51823	7.55189	10.94361	6.82974	6.73485	0.17092	3.27833	72.27565	7.13683	0.00000	9.07349	6.64875
9.13557	50.32461	5.93871	8.63826	53.10941	65.50917	1169.28021	10.55056	6.20045	5.01395	5.46160	0.42157	44.85278	52.90921	8.20080	1.00000	7.70884	8.48065
7.30697	40.03978	18.55738	5.23065	46.14817	-77.43532	1068.50398	6.68477	8.21468	12.29136	9.45817	0.05947	20.14298	66.07483	9.49219	1.00000	7.19271	5.58754
9.04460	47.84641	9.05120	11.97798	43.01497	113.13148	1125.81123	6.81374	7.03773	6.22482	10.80985	0.54582	23.02677	43.94532	6.85901	0.00000	7.74293	9.02545
7.97627	44.36710	10.15525	10.17702	46.03089	37.73333	1055.74947	5.06576	6.70518	4.61998	5.51849	0.35556	-4.06667	52.84355	7.19907	0.00000	9.91078	8.39407
8.77208	44.19583	25.64429	7.67571	52.14658	103.65309	1075.92903	9.55687	7.20174	7.05294	7.07911	0.13904	16.0567	39.90570	8.12242	1.00000	8.24779	7.13963
8.15654	62.82038	2.92192	8.05302	58.71603	-5.55835	1144.01105	7.31909	9.11894	7.58489	8.34854	0.11767	42.64685	34.63654	9.36919	1.00000	8.19652	6.66340
6.34268	55.40574	16.57289	8.83947	55.64325	46.83187	1081.67330	7.05286	10.87708	10.55589	8.92030	2.09567	14.53767	40.28943	7.48931	0.00000	8.84091	10.42163
10.04660	56.87173	25.86108	9.79197	26.94031	-74.13653	1155.09329	6.46160	10.06350	6.94504	6.15571	0.49891	40.63316	54.78964	7.61452	0.00000	7.49336	8.90011
7.21674	65.96542	-2.56475	6.38451	51.25301	101.96857	1152.39926	7.90900	6.86628	7.53237	9.50704	0.10318	4.88441	66.21062	8.00766	1.00000	9.44927	5.20363
8.20275	46.94706	13.14430	7.59573	54.15540	79.41727	1142.89608	6.91329	10.50218	12.13691	7.64649	0.58770	12.25282	64.05373	8.75674	0.00000	8.85288	9.06076
10.69664	45.95069	0.31664	8.79603	15.39103	102.56365	1057.91215	5.47589	8.96376	6.68911	7.58358	0.76430	13.65805	25.96333	8.09529	0.00000	8.42287	9.38344
8.12726	81.53294	2.74280	7.88111	10.82192	44.02488	1161.49831	10.38619	6.06591	6.31080	6.36324		32.61603	60.42554	7.98290	1.00000	8.39402	6.69397
7.88339	60.01399	-0.31856	8.78194	47.53562	78.27539	1117.48002	6.48263	8.35159	8.93271	9.38455	1.05454	12.95629	39.13688	6.37902	0.00000	8.79096	9.73718
8.46213	85.37382	24.89986	10.91290	55.54668	139.6853	1176.06477	6.35142	7.96349	6.66548	5.85617	6.57878	35.815	62.89771	7.70711	0.00000	7.23023	11.63670
8.83981	53.60497	12.49590	12.07760	51.29872	-93.11308	1155.47051	7.44780	9.99308	6.56651	4.65268	0.61439	16.75973	59.23910	7.42197	0.00000	8.84060	9.13997
8.43592	47.73885	23.28625	4.51645	70.66737	-118.25508	1142.12062	7.94834	6.66538	6.33339	5.38345	0.07642	34.14251	49.71259	8.11864	1.00000	8.54626	4.57320
7.77651	70.37120	36.81896	5.94594	39.00821	33.2525	1182.53224	7.26208	8.68101	8.67865	8.58580	0.11675	57.97472	36.27672	7.30986	0.00000	9.11350	5.50184
9.24819	64.32177	10.78184	6.66959	63.46573	-58.38341	1055.67569	12.17821	6.24044	7.90455	5.99459	0.55909	-34.64966	69.87861	7.63226	1.00000	7.30026	8.98809
8.23349	58.60882	20.73340	8.38435	49.14643	34.8732	1181.54688	5.63210	8.83516	6.85935	7.60301	2.77078	32.05971	31.10718	8.56291	0.00000	7.34194	10.74077
7.39515	60.20593	12.72671	7.25276	45.22957	128.62667	1065.28610	12.19420	9.34850	8.12935	9.81029	0.35802	34.8825	59.19933	8.99442	1.00000	8.02767	8.40601
9.13636	63.81762	11.44168	7.70555	10.97040	4.85668	1171.68621	6.92023	10.56561	7.17234	8.24994	0.61988	36.27462	64.54724	8.80673	0.00000	8.66439	9.05626
7.81638	41.74843		5.70683	42.19215	47.1192	1194.58830	8.33049	9.73361	9.75139	7.90522	0.09759	42.819	38.80714	7.51948	1.00000	6.95120	5.34301
9.40361	62.45395		11.84864	52.32220	29.00974	1113.86697	6.89707	8.49579	6.69690	5.47307	1.55610	-24.19436	35.24236	8.64378	0.00000	6.64037	10.14917
7.80277	79.83148	28.17996	7.09070	52.42452	-122.39168	1119.69467	8.15393	9.10732	11.83464	9.81852	0.14117	40.58654	46.59366	6.84063	1.00000	9.00890	6.53053
8.54779	67.81689	3.39741	8.42036	53.48842	104.64992	1103.85954	6.29057	8.56266	6.93110	8.19114	1.05740	14.64056	65.86533	8.12792	0.00000	7.60613	9.68875
8.86404	53.00614	11.69896	6.67309	28.16368	-68.30472	1160.36992	8.58237	10.66718		10.26574	0.14110	9.91861	74.25320	8.21035	1.00000	7.22996	6.62849
8.42421	71.18201	6.58896	5.06042	63.16991	-73.81669	1065.68703	9.52741	5.85246	8.37144	7.48741	0.18398	45.44868	67.36265	7.26875	1.00000	10.08766	7.30648
7.63990	63.97068	12.72013	6.64420	44.00729	-50.00639	1138.62928	9.29732	8.06405	8.55587	8.13746	0.08005	-25.42944	52.61830	8.51707	1.00000	7.97658	5.81262
9.13455	65.83315	29.47514	7.57370		15.87735	1053.23379	6.02619	10.80750	9.41105	9.47038	0.22971	4.94273	49.27501	8.95416	0.00000	5.73378	7.62671
8.40972	48.71615	15.90956	12.48645	47.10926	46.04833	1181.98753	9.11293	10.06436	7.20928	5.68259	0.20088	51.40944	47.95440	6.72435	0.00000	8.15510	7.27234
7.36060	65.11568	1.89352	5.99457	44.92429	85.4265	1141.44452	9.66658	9.35466	8.37687	10.84310	0.32030	55.8736	42.66848	8.35578	1.00000	7.21050	8.28901
8.42625	22.56707	21.15039	8.49277	42.59074	65.50917	1100.41706	3.01225	10.22669	8.22913	7.23351	0.36374	44.85278	55.18819	7.42240	0.00000	7.86781	8.56874
7.12762	81.60473	19.87091	10.52105	42.53477	36.25361	1159.78145	8.36823	9.16336	7.31835	6.42936	1.96803	47.48444	64.40616	7.85183	0.00000	8.17679	10.37885
8.17772	60.01335	9.58497	6.82536	62.57923	72.54566	1050.78280	10.74950	11.17273	10.24106	8.14621	0.11742	29.69221	49.87049	8.83487	1.00000	6.63691	6.20781
7.26411	55.00741	13.67157	6.59116	64.60223	117.55417	1084.09759	7.86662	10.65993	8.63558	8.44653	1.08473	34.86472	72.67936	8.29946	0.00000	9.19964	9.72457
8.31670	73.63190	24.06241	8.11816	55.69236	-73.81669	1096.59661	5.40530	7.22380	10.19588	7.31965	2.19877	45.44868	49.81782	7.87889	0.00000	7.27340	10.52320
8.95734	36.48832	15.50940	7.12070	59.07862	38.94324	1199.43785	8.50502	7.81186	6.91977	5.92606	0.19004	44.98901	53.17561	7.85796	1.00000	10.86690	7.21953
7.06248	77.76664	2.57518	5.13733	53.50419	16.4	1097.87313	9.13052	9.03583	9.90104	10.42715	0.14316	48.25	42.75176	8.47883	1.00000	9.26778	6.47362
7.64105	54.67016	41.28305	6.98146	31.34335	-82.61573	1071.20008	9.61533	9.34821	8.45445	9.63233	0.22804	41.24255	51.16453	6.30049	1.00000	7.87287	7.52650
8.00595	56.03863	-3.55038	6.80388	55.44983	-81.24441	1105.87404	8.57324	9.96548	9.69961	10.41775	0.09929	23.15678			1.00000	7.36942	6.87223
6.50849	49.76044	18.58390	11.06743	35.65620	2.95924	1194.58656	7.23026	9.42245	9.17814	9.29496	1.08057	36.76775	84.19374	6.63337	0.00000	5.50282	9.78068
8.27562	37.48265	10.89123	12.83562	62.97455	36.36339	1161.49996	10.47938	4.79890	6.12353	13.80071	1.15064	0.03813	54.88707	8.25376	0.00000	10.08469	9.77479
7.87877	57.86404	18.78759	9.35113	31.14233	111.50861	1056.72615	10.51077	7.33946	5.82051	6.36078	0.29071	32.54278	43.35532	7.04695	1.00000	9.33727	7.76011
9.46603	54.55747	5.78421	6.14426	44.08038	-68.3	1136.20770	8.42833	7.38526	6.48924	6.23043	0.12294	-54.8	64.34365	7.95394	1.00000		6.08041
8.23145	51.20338	9.11700	6.29680	49.01078	48.87498	1090.79525	7.62526	7.05849	6.18126	6.43971		38.45598	53.66636	7.61110	1.00000	8.18191	5.91298
6.33438	39.06117	20.29756	6.79569	82.22290	-1.99421	1110.61048	9.57466	9.29190	9.84358	11.05184	0.21056	51.35084	55.31667	8.89610	1.00000	7.03508	7.71888
7.81884	31.17700	16.21151	9.33641	67.13828	38.28402	1147.80333	7.23657	9.31192	9.58363	9.58110	2.25406	34.5624	62.23808	8.44078	0.00000	6.53253	10.53341
7.76308	53.07780	8.33961	7.91412	62.81558	-84.50855	1130.46981	6.91185	8.19179	9.07726	8.35236	0.11447	39.08367	28.43177	7.70653		9.39401	5.99751
6.59793	41.22016	12.15594	5.69937	75.16750	-88.70464	1082.00230	8.39825	7.02427	7.23825	6.42793	0.17680	34.25807	27.42284	9.19485	1.00000	7.19311	6.31424
8.69061	60.87105	15.67970	11.60051	55.37409	29.00974	1136.45487	8.42983	10.45005	11.23859	8.49743	3.27885	-24.19436	56.99601	8.44604	0.00000	7.61163	10.90479
9.53447	50.48349	23.03780	5.90085	16.70228	-98.1664	1178.11372	9.99575	10.89440	9.08183	11.46727	0.27493	19.32932	42.07766	6.52309	1.00000	7.57561	7.78346
7.67785	72.05127	5.84520	4.26385	52.44146	-72.27814	1102.77270	10.26782	5.42723	8.02997	5.57669	0.18027	42.93369	33.78805	8.46012	1.00000	7.64249	7.42060
7.93444	29.87552	28.42194	7.55999	52.13406	18.30056	1060.64739	5.81646	8.27515	6.52070	8.30369	2.37126	50.5107	40.17365	7.99401	0.00000	7.91436	10.58829
8.92156	66.98833	22.95754	6.20286	57.75066	5.2875	1197.36244	6.48261	10.49135	7.12097	8.52695	1.19598	51.65333	42.33791	7.09241	0.00000	7.36011	9.83577
7.58094	57.91054	14.21321	8.43547	53.66512	-88.42814	1100.03640	8.42503	8.76171	9.47320	7.92162	0.13855	42.16808	56.29249	7.28538	1.00000	7.95096	6.39793
8.17265	40.86393	14.49048	7.94870	50.79203	42.85693	1165.73157	10.26110	7.21991	6.13405	8.10385	0.15608	39.22493	47.22292	8.27784	1.00000	8.33761	6.92901
8.95705	56.58849	14.85225	8.90974	45.45274	38.01667	1067.41351	11.06014	10.27727	9.46735	9.35453	0.17946	11.85	74.93056	7.46995	0.00000	8.52661	7.81455
5.37781	56.67849	5.05139	7.15112	52.48405	-42.29444	1164.77783	9.20173	7.09720	5.15850	5.68551	0.11489	-4.24444	54.92009	8.34151	1.00000	7.06738	6.28398
7.71883	64.40141	23.84195	7.10308	55.24804	123.50266	1111.38384	2.35456	10.55025	9.44484	5.86128	0.25802	41.94175	39.21750	8.80410	0.00000	7.90406	7.90166
7.58522	64.19665	-6.60267	5.94889	36.85311	38.01667	1151.48326	7.69030	6.20744	4.30878	5.15607	0.08516	11.85	82.20583	6.72365	1.00000	9.56858	5.47123
8.37801	35.29244	9.86311	6.66370	39.05006	-85.43772	1118.85332	9.53419	5.63289	5.63115	7.82891	0.12663	10.63504	54.07239	9.12210	1.00000	6.86727	7.12040
7.48089	57.57085	-0.04679	6.66768	46.51981	-82.46148	1099.14636	7.65118	7.13208	5.40317	7.66992	0.11617	28.15112	48.97481	8.37636	1.00000	7.37780	4.65320
9.66480	74.96517	18.63558	4.82733	49.78664	-76.72803	1126.73358	4.15109	12.78228	13.14626	5.65952	0.54108	39.32288	43.33517	8.29371	0.00000	8.69096	8.94582
7.30989	60.08315	32.06471	4.13789	49.81762	33.2525	1068.12055	9.24694	5.30124	7.04606	6.10201	0.12089	57.97472	35.46875	7.26803	1.00000	7.82255	4.92398
8.41869	60.83775	5.13803	8.18464	40.09834	33	1098.61012	10.59217	5.33894	4.73036	7.10773	0.12737	-2.68333	54.62719	8.56827	1.00000	6.68173	6.53549
8.36851	45.70451	11.49472	7.78870	32.14577	-73.89125	1188.33521	12.09904	9.40085	7.06498	10.59117	0.70266	40.67705	64.15149	8.05307	1.00000	7.12854	9.30716
6.70426	61.13396	40.12667	8.97553	44.14285	-95.63079	1085.20816	6.96135	8.20625	6.19878	7.02905	1.52554	31.76212	47.27011	8.07010	0.00000	8.81181	10.13840
8.31578	56.41307	30.15759	8.12001	14.13123	20.22625	1189.51850	6.87737	10.63071	10.44718	9.04854	0.44182	30.75545	55.08070	9.97590	0.00000	8.07508	8.67951
8.61464	59.13219	17.23153	9.89735	63.11516	117.55417	1151.24333	9.92156	8.83332	6.14161	7.90087	0.13891	34.86472	48.34222	6.09804	1.00000	7.11535	7.05217
6.13439	72.79832	2.15291	9.48424	77.60565	120.97844	1125.15705	6.91505	9.46067	7.36417	6.81705	0.39115	14.8361	70.66795	7.27177	0.00000	8.27201	8.53817
8.86767	68.89206	31.64043	6.05753	48.24146	117.63083	1171.89245	8.24866	6.31379	5.88418	6.18402	0.11241	35.50056	59.06164	6.98028	1.00000	8.71126	6.65114
5.50715	53.69370	-1.18801	6.89628	75.29000	-74.15987	1100.97925	11.06912	5.50418	6.16555	6.09008	0.26972	40.82232	49.34880	5.72706	1.00000	6.93302	8.12091
8.15018	36.16213	13.52283	12.81721	44.04041	-37.03861	1078.09200	8.39294	9.54141	6.26876	3.83066	0.24804	-10.90889	28.98549	8.84202	0.00000	9.83101	7.94207
7.44211	54.51974	-3.42124	11.82328	95.89700	-41.88778	1117.89043	6.96122	8.09464	5.98943	4.90011	0.50280	-21.205	47.15305	7.89864	0.00000	9.19992	8.78802
8.72767	61.29153	31.45133	9.11422	46.38056	10.98461	1136.79047	11.81584	9.45157	8.00497	10.13265	0.71759	48.35693	42.86312	7.53779	1.00000	6.27109	9.22728
6.60841	48.52651	15.22579	7.92883	37.19613	-87.882	1151.51283	9.70034	8.79991	10.12189	9.55248	0.18941	41.85059	67.77671	8.29360	1.00000	8.19392	7.57342
5.80263	53.76189	20.67165	7.14226	66.35415	146.05093	1173.49220	7.79917	10.67667	9.58740	10.19375	0.09631	-34.28853	41.72149	6.48169	1.00000	7.79514	6.46819
9.91328	48.21390	9.45578	7.27798	57.38968	-37.03861	1146.32161	9.82653	7.61998	9.03717	7.32962	0.33776	-10.90889	37.40553	9.93492	1.00000	6.93226	8.41361
6.97662	47.17652	23.17052	8.53811	37.14769	126.665	1078.99504	6.50703	7.80695	6.62178	8.00828	1.57314	36.6009	47.79154	8.06161	0.00000	6.97190	10.16284
7.29386	59.75858	11.81115	10.97469	60.07553	29.65806	1106.63042	9.16094	6.53294	7.80841	11.99174	4.55712	-4.83	53.14156	9.24499	0.00000	8.38799	11.24989
7.25281	50.88698	10.67825	7.12699	40.27924	-0.29825	1074.53840	6.46677	9.97638	7.41868	7.21801	0.94538	51.39148	52.75561	8.14212	0.00000	9.06274	9.58896
7.41890	65.72781	3.99210	7.99865	39.65572	-73.89875	1088.54120	8.05971	7.99128	7.93032	9.79317	0.14323	40.93121	82.97775	8.97822	1.00000	8.03790	7.19463
8.45021	48.64162	16.76423	6.55952	53.62824	-8.53778	1158.31811	5.42583	10.09597	7.18731	7.24798	0.41154	7.57944	76.04756	8.43325	0.00000	8.22040	8.56115
7.58118	59.17612	11.00778	8.79401	59.59718	116.82887	1175.34791	4.65562	7.08821	5.09692	7.20706	1.08599	-1.26753	44.50828	8.06810	0.00000	8.97831	9.71733
7.33846	51.14686	25.68351	10.34636	58.07309	-77.37331	1139.81064	11.13939	9.20551	9.61238	8.63577	0.44295	37.60876	66.37217	9.18832	1.00000	8.48039	8.74429
8.97553	77.39185	23.84534	10.00369	54.22088	115.70111	1188.12942	6.84192	6.28328	7.21461	10.60506	0.46138	37.73222	6.58918	8.86942	0.00000	6.89524	8.82692
8.53741	64.18214	38.66960	7.44843	31.64895	1.53414	1155.44176	11.12492	10.43212	8.73374	12.15910	0.98597	42.50729	29.10887	8.08233	1.00000	6.97155	9.61050
8.48918	53.14587	19.70046	9.41249	51.86375	-3.59625	1186.75663	9.10878	9.00592	8.54768	8.87100	0.21966	5.27247	54.79273	7.57549	1.00000	7.30721	7.56561
8.25661	52.09467	9.89910	9.49721	58.53742	1.53414	1138.39895	6.68920	7.97233	8.64207	9.59924	0.47781	42.50729	67.80296	7.40792	0.00000	9.94263	8.74290
8.60315	41.55698	7.04427	8.61870	58.75672	-82.42491	1132.05446	5.22163	7.85769	6.90999	8.55315	3.09936	42.97086	37.65331	6.76021	0.00000	7.31959	10.87630
7.30905	51.56097	11.91432	7.00589	40.15176	116.82887	1067.43745	4.18867	10.06969	11.67684	5.78107	1.74233	-1.26753	60.43993	8.50010	0.00000	8.48044	10.24798
5.21338	51.35754	7.05380	8.32291	47.20393	-118.25508	1175.15031	9.73084	9.75539	8.87806	9.45082	0.23039	34.14251	42.08855	6.60332	1.00000	7.73250	7.57331
7.80966	62.26658	9.01251	7.59194	54.84471	13.32127	1127.25503	7.62231	8.98730	9.09684	10.57355	0.15297	52.59319	58.72769	7.35057	1.00000	8.10680	7.62023
8.73500	71.71219	3.75382	10.37355	60.35122	77.54372	1159.67799	7.23264	8.48913	6.37172	7.01631	1.97237	10.12268	42.49286	5.59683	0.00000	8.09774	10.40084
7.47121	45.35022	1.12465	9.65795	46.86212	-77.37331	1142.27001	7.64709	9.55474	5.92648	4.62156	0.21647	37.60876	46.55139	7.61356	1.00000	9.36000	7.55384
9.28875	61.43209	15.73543	7.17650	61.53521	101.44167	1065.46822	8.28771	9.19800	10.74962		0.12841	0.51667	76.46884	7.79712	1.00000		6.87254
8.31349	50.15048	8.22411	12.06853	46.57019	-1.4001	1119.13106	8.31136	9.25852	5.83665	4.71472	0.42237	7.06273	54.83689	7.36850	0.00000	6.98834	8.65003
7.46130	75.98858	22.73879	7.24391	52.72141	30.4347	1150.55621	8.83402	6.62247	5.07970	3.71481	0.16840	-1.9487	55.94665	8.46560	1.00000	8.19691	6.58874
7.27546	50.50164	0.53144	4.23957	83.36011	84.63445	1181.93687	9.11590	8.24554	11.32889	9.36032	0.08933	24.81757	28.19432	7.90255	1.00000	7.94463	5.83061
7.06092	65.48776	3.60834	7.02013	39.93535	15.28318	1164.15339	8.30799	13.45075	11.67150	10.25829	2.59286	-4.26613	41.96156	7.48956	0.00000	7.09800	10.67157
8.56047	55.50899	21.14730	7.49426	63.34697	-52.20639	1133.88895	9.59011	8.04528	11.81091	5.74171	0.06537	-3.20333	73.31467	7.11390	0.00000	8.08932	4.92298
6.81341	63.72526	-2.21650	3.80587	65.55372	11.34046	1178.31254	5.82091	6.96378	13.26942	10.34142	0.07362	50.72043	40.94065	9.87844	1.00000	7.15333	4.97380
7.54183	69.87447	18.08213	7.47923	31.85999	-74.15987	1050.07094	10.98639	9.71159	7.78781	9.25824	0.25526	40.82232	36.84652	6.51791	1.00000	9.03495	7.82513
8.52840	41.78413	27.02503	8.16124	58.92742	-69.96533	1149.82501	8.85922	7.60424	5.50429	6.71045	0.13448	43.91452	49.93217	6.08437	1.00000		6.21589
6.87691	33.31497	14.56120	9.49969	43.15971	-48.62789	1198.60928	8.44180	9.20642	10.37043	9.83193	0.69568	-17.74431	44.74289	8.32126	0.00000	7.05072	9.18389
8.60112	35.87339	16.37453	7.46274	27.63357	40.17171	1192.48665	7.06464	8.33779	6.51517	7.26914	0.11012	58.1908	71.53720	7.57570	1.00000	7.13174	6.31163
	68.29522	13.81986	9.35155	41.44765	103.65309	1058.96438	7.57317	10.52238	6.86332	5.71207	0.18967	16.0567	49.94996	7.11503	0.00000	9.01485	7.72898
6.02752	54.89723	5.06718	1.84907	58.11369	75.06583	1064.96539	9.56916	4.75933	10.67234	9.28280	0.11511	32.17629	44.80479	7.73279	1.00000	6.63211	6.15718
6.97555	72.40217	19.06243	7.39424	62.63678	33.2525	1062.88713	7.82248	11.00650	7.46596	7.82316	0.20655	57.97472	65.67726	6.99912	0.00000	9.37614	7.84142
8.44973	58.68191	-1.89743	7.48017	37.32551	113.82465	1148.47372	7.33093	8.96972	11.09410	9.69592	0.13532	23.29549	56.90379	6.06282	1.00000	8.86653	6.04519
8.05134	70.55687	5.37395	10.12011	46.08410	-73.81669	1199.96527	8.38869	9.89554	7.65648	7.29083	0.50518	45.44868	52.51271	9.00371	0.00000	6.24233	8.78318
9.01128	69.61213	9.39014	12.61624	60.15012	99.89166	1189.87946	9.42745	7.78864	8.36217	11.44882	1.80645	15.46063	45.13478	7.51299	0.00000	6.73621	10.31015
7.67540	58.35326	0.50397		63.63387	-48.52333	1088.18583	6.46687	9.30334	10.78410	8.92017	0.16754	-0.71667	76.03782	6.41761	1.00000	8.76773	3.91685
7.47485	54.37408	3.32214	6.05243	41.20464	-73.75335	1054.26954	10.70128	8.28680	10.32151	4.97746	0.09211	45.4473	47.06741	7.62308	1.00000	6.15721	4.02583
8.33554	38.71506	9.07168	9.33189	63.38015	42.54536	1062.44649	9.81033	8.76198	8.55598	8.43369	0.18768	-0.35817	29.65714	9.20764	1.00000	8.52973	7.39110
4.97328	38.58529	10.72573	5.93132	43.45140	8.2926	1132.43808	8.28619	7.52282	10.51826	10.67812	0.23218	9.58126	35.24176	7.05237	1.00000	8.11506	7.81551
7.33882	40.99224	19.87262	4.89307	68.27764	-95.63079	1180.95692	7.31694	8.12418	10.19827	7.99933	0.08150	31.76212	74.54943	6.59373	1.00000	8.76349	4.69952
8.42551	37.72136	16.22109	6.91740	48.60493	117.63083	1108.27192	8.04162	7.87237	7.46741	6.62292	0.21586	35.50056	33.95537	8.30000	1.00000	8.24506	7.59355
7.37564	63.72736	15.65733	7.48775	32.54525	-74.01042	1159.88720	7.94707	8.05588	5.87478	5.99080	0.18213	41.50343	53.93132	8.54474	1.00000	6.21060	6.82181
7.65283	65.96646	19.21613	10.65323	54.62649	-81.23621	1126.12243	7.78884	9.79882	8.42799	10.79065		33.98154	45.18598	7.76744	0.00000	8.49428	10.87424
8.71858	48.27294	10.21096	5.36076	45.24019	-4.21376	1124.25447	8.16251	9.02776	9.19983	9.97277	0.08328	55.82885	20.74523	6.27574	1.00000	8.98601	6.09323
7.13611	76.56891	5.18268	6.27384	58.62798	104.64992	1102.69234	9.26356	7.73621	8.78352	7.86681	0.26790	14.64056	20.50756	5.48551	1.00000	9.46784	8.10531
7.52493		12.54601	7.10495	65.62370	171.25364	1161.60326	6.45194	10.12469	9.90515	9.38856	0.41297	-44.39672	84.72836	7.38016	0.00000	8.58957	8.49386
7.97153	70.20977	-8.34285	12.11444	68.55473	-65.61427	1141.06447	9.19289	7.33803	9.62608	10.02386	4.44419	-27.4338	59.68146	6.90165	0.00000	5.95504	11.23694
9.26001	51.22561	11.95616	6.41482	25.47134	-91.77127	1082.53753	8.75539	6.90556	6.62175	7.18812	0.15161	37.95143	45.03440	7.02282	1.00000	7.06084	7.27218
6.99761	43.20485	19.35876	4.99233	56.51283	145.13643	1152.73028	7.57345	6.55226	6.91395	5.34066	0.13372	-38.16604	71.97749	9.27290	1.00000	7.78324	5.78681
8.85827	68.84527	43.78242	5.40995	51.11854	121.96361	1187.32186	9.95371	9.03783	7.17697	8.36791	0.13404	6.95194	58.79708	9.32978	1.00000	8.64245	6.40277
10.04105	35.73591	19.22860	11.15483	45.92107	-2.01111	1080.31140	7.53762	11.54693	6.38656	3.27372	0.16384	52.66277	53.35454	7.41197	0.00000	6.75794	7.11431
9.08192	74.76447	9.80819	5.45131	41.26445	9.22796	1196.32785	8.92172	6.42054	6.02612	4.88656	0.13224	48.46458	74.80826	7.13001	1.00000	5.96429	5.48714
8.25849	46.80604	30.91577	10.68974	44.89174	117.27583	1169.97099	7.51105	10.05906	6.70817	4.84244	0.64017	35.64889	67.86558	9.01313	0.00000	9.65682	9.20402
8.03733	67.81571	1.78284	10.29108	49.21699	-74.15987	1088.27222	6.17443	9.01044	6.60394	6.00082	1.08990	40.82232	64.63401	7.67112	0.00000	5.89074	9.73645
6.64182	52.96222	23.83444	10.70255	65.63872	-73.95097	1134.43261	8.59734	9.31135	4.84013	5.00387	0.30870	40.72371	52.61126	8.84367	1.00000	7.26299	8.05604
9.57801	50.36024	29.22024	2.74476	34.28150	6.76111	1091.65848	5.77954	6.69141	10.49877	9.01888	0.13023	53.16167	79.54008	6.10612	1.00000	7.44784	
8.42985	70.31099	32.14898	4.38110	49.45463	107.60389	1106.77089	8.76627	5.32636	6.41428	5.11134	0.13329	-7.01833	57.55110	8.06371	1.00000	7.50673	5.53054
6.55454	50.84944	15.35416	10.23678	54.01576	13.57661	1176.92028	7.83157	10.51124	7.87331	6.30884	0.31125	37.31065	68.54217	7.26022	0.00000	8.66688	8.04318
8.56249	54.57836	2.67667	5.90515	44.00216	120.14278	1104.03243	9.38333	8.97093	8.63556	8.96307	0.09764	32.50611	80.32466	7.51766	1.00000	8.21948	6.48493
6.71096	52.63281	8.72852	8.68536	55.61324	-83.2321	1134.01942	9.65187	9.30961	9.89001	6.52792	0.12995	33.08014	27.09984	8.28124	1.00000	9.29432	5.67736
8.10732	72.62772	12.00610	9.63830	57.65312	144.09638	1112.95718	9.95200	8.76580	5.73972	5.69989	0.34628	43.82634	31.34578	9.38618	1.00000	8.08642	8.50513
9.19556	64.43853	12.73845	6.73732	57.03922	-45.94722	1060.42485	9.58510	7.23775	10.20188	9.97018	0.34834	-21.42917	51.35914	7.73817	1.00000	8.38443	8.27332
9.38830	53.22143	14.56749	2.86859	52.07921	9.5586	1125.15029	7.88187	6.16881	10.56837	8.70777	0.09985	54.52156	57.48533	8.80884	1.00000	7.98163	5.92187
8.49974	59.25239	-2.08943	8.81285	50.37606	91.84128	1061.87765	7.31425	10.49115	9.40628	10.21877	0.36024	22.83957	55.61706	8.64897	0.00000	10.21135	8.47748
9.87131	47.52058	27.62465	9.54104	49.00556	69.67639	1159.07126	10.50858	10.06980	6.02552	9.95927	0.45943	41.29444	51.74827	7.90788	1.00000	7.68242	8.68919
6.90700	67.41226	6.13164	8.56061	73.95256	-78.04471	1070.22826	9.47026	9.74224	9.37007	11.30835	0.79479	34.25628	55.09457	5.46542	1.00000	7.23293	9.37886
8.22793	41.46500	9.18574		39.90910	-42.19667	1055.43090	9.73186	5.42195	7.75533	8.09660	0.30140	-21.41222	60.66340	8.97012	1.00000	6.90371	8.32509
