code	QoS	station	latitude	revision	longitude
PH	good	Recodo	6.95194	2014-10-29	121.96361
CN	good	Xiangtan	27.85	03/08/2018, 00:00:00	112.9
ID	good	Randudongkal	-7.0981	2021/01/09	109.3243
TR	accep	Yakuplu	40.98894	25 Oct 2017	28.67582
IN	accep	Gingee	12.25282	03 May 2020	79.41727
TW	accep	Magong	23.5654	11/19/2014, 00:00:00	119.58627
US	building	Brenham	30.16688	2017-10-04	-96.39774
GE	good	Kobuleti	41.82143	2014/01/26	41.77921
BG	good	Smolyan	41.57439	11 Nov 2013	24.71204
NL	accep	Vught	51.65333	2021-02-09	5.2875
CI	accep	Lakota	5.84752	06 Mar 2016	-5.682
TH	excellent	Phanat Nikhom	13.44581	01/09/2017, 00:00:00	101.18445
CA	accep	Kelowna	49.88307	2018-06-22	-119.48568
FR	excellent	Dax	43.71032	23 Sep 2014	-1.05366
MX	excellent	Heroica Matamoros	25.87972	05 Aug 2013	-97.50417
US	good	San Gabriel	34.09611	2021-08-26	-118.10583
CA	average	Dorval	45.4473	2016-04-15	-73.75335
DZ	accep	Cheraga	36.76775	25 Jul 2016	2.95924
CA	average	Dorval	45.4473	2015-09-18	-73.75335
PL	average	Ustka	54.58048	2021-08-07	16.86194
GB	excellent	High Wycombe	51.62907	10/01/2012, 00:00:00	-0.74934
US	average	Leland	34.25628	01/17/2020, 00:00:00	-78.04471
CN	good	Hushitai	41.94175	26 Oct 2018	123.50266
US	average	Kent	47.38093	03/17/2020, 00:00:00	-122.23484
ID	good	Tarakan	3.31332	2021-11-23	117.59152
US	accep	Bryn Mawr-Skyway	47.4943	05/14/2017, 00:00:00	-122.24092
CD	accep	Kamina	-8.73508	2016-09-15	24.99798
US	accep	Shreveport	32.52515	02/28/2022, 00:00:00	-93.75018
GB	accep	Surbiton	51.39148	2018-08-25	-0.29825
TH	building	Kantharalak	14.64056	2013-01-07	104.64992
GB	maintenance	Clacton-on-Sea	51.78967	18 Jul 2015	1.15597
ID	excellent	Jambi City	-1.6	2020/12/13	103.61667
DE	maintenance	Bensheim	49.68369	2017/03/01	8.61839
IN	excellent	Dombivli	19.21667	05 Apr 2021	73.08333
US	excellent	Tyler	32.35126	03 Aug 2020	-95.30106
NL	accep	Hoogezand	53.16167	2020/08/14	6.76111
CU	building	Varadero	23.15678	02/20/2017, 00:00:00	-81.24441
IN	accep	Bachhraon	28.92694	2020-09-26	78.23456
CN	good	Zaozhuang	34.86472	31 Jul 2013	117.55417
MM	excellent	Kyaikto	17.30858	23 Jul 2021	97.01124
US	accep	San Gabriel	34.09611	14 Jul 2018	-118.10583
DE	maintenance	Verl	51.88333	2016/06/20	8.51667
RU	average	Kashira	54.84444	15 Jul 2021	38.16694
IN	accep	Sirsi	14.62072	2016/03/09	74.83554
BR	average	Guaraciaba do Norte	-4.16694	2018-12-29	-40.7475
US	maintenance	Scarsdale	41.0051	2015-08-27	-73.78458
LT	good	Ukmerge	55.25	10/14/2014, 00:00:00	24.75
US	maintenance	Morningside Heights	40.81	2019/02/08	-73.9625
US	accep	Bridgeport	41.16704	01 Sep 2018	-73.20483
JP	excellent	Ina	35.82756	17 Feb 2022	137.95378
SL	average	Freetown	8.48714	05/03/2013, 00:00:00	-13.2356
BD	excellent	Manikchari	22.83957	14 Jun 2015	91.84128
JP	average	Toba	34.4833	24 Feb 2014	136.84186
SO	building	Kismayo	-0.35817	04 Dec 2020	42.54536
DE	accep	Ehingen	48.28259	02/20/2018, 00:00:00	9.72749
ES	accep	Segundo Ensanche	42.8139	11/12/2012, 00:00:00	-1.64295
US	good	Redding	40.58654	2021/10/15	-122.39168
UA	good	Artsyz	45.99194	20 Sep 2020	29.41824
PK	average	Fazilpur	32.17629	2022/06/05	75.06583
SK	average	Skalica	48.8449	27 May 2013	17.22635
MA	excellent	Temara	33.92866	2017-12-01	-6.90656
CN	accep	Pingyi	35.50056	12/05/2018, 00:00:00	117.63083
SL	excellent	Freetown	8.48714	2022-02-09	-13.2356
ES	accep	Ferrol	43.48961	15 Mar 2018	-8.2194
ID	maintenance	Diwek	-7.57897	2013/10/17	112.23109
DE	good	Barmbek-Nord	53.6052	2021-02-21	10.03988
CD	accep	Yangambi	0.76755	04/25/2022, 00:00:00	24.43973
AR	good	Ushuaia	-54.8	2018-01-17	-68.3
JP	average	Okegawa	36	14 Jul 2015	139.55722
US	average	Iron River	46.09273	2021-02-06	-88.64235
UA	maintenance	Polohy	47.48444	24 Oct 2015	36.25361
IT	acceptable	Ragusa	36.92574	28 Jun 2021	14.72443
SK	maintenance	Hlohovec	48.43174	2016-04-18	17.8031
GB	excellent	Barnet	51.65	11/07/2018, 00:00:00	-0.2
CN	average	Tianfu	37.19723	12/07/2018, 00:00:00	122.05228
BR	good	Altamira	-3.20333	2018-06-28	-52.20639
PS	accep	East Jerusalem	31.78336	07 Jan 2015	35.23388
US	accep	Iron River	46.09273	2013-02-14	-88.64235
BR	good	Palmeira	-25.42944	08/01/2022, 00:00:00	-50.00639
JP	good	Nonoichi	36.53333	2018/05/22	136.61667
KZ	accep	Kyzylorda	44.85278	26 Aug 2018	65.50917
CA	good	Norfolk County	42.8334	08/24/2015, 00:00:00	-80.38297
RU	good	Likhobory	55.85	2013/07/05	37.56667
FR	accep	Arles	43.67681	14 Jun 2013	4.63031
US	accep	Rolla	37.95143	2020-04-02	-91.77127
US	accep	Granger	41.75338	06/02/2014, 00:00:00	-86.11084
UG	good	Paidha	2.41669	07 May 2022	30.98551
GB	accep	Great Wyrley	52.66277	19 Sep 2016	-2.01111
NG	average	Argungu	12.74482	2015-05-25	4.52514
PK	accep	Hasilpur	29.69221	2016/01/22	72.54566
DE	accep	Zeitz	51.04962	2020/12/04	12.1369
AU	excellent	Strathfield	-33.88096	2012-10-07	151.07986
FR	accep	Niort	46.32313	2013/07/20	-0.45877
BR	accep	Barra dos Coqueiros	-10.90889	08/21/2017, 00:00:00	-37.03861
DE	average	Wittenau	52.59319	2014/12/12	13.32127
IN	excellent	Moga	30.81383	09/03/2013, 00:00:00	75.16878
US	good	South Lawndale	41.84364	07/22/2022, 00:00:00	-87.71255
ES	accep	Segundo Ensanche	42.8139	02 Feb 2020	-1.64295
IT	accep	Cordenons	45.9836	2015-03-22	12.70038
NG	good	Kafanchan	9.58126	05/15/2015, 00:00:00	8.2926
RU	building	Nizhniy Lomov	53.53041	03/08/2022, 00:00:00	43.67663
ID	good	Balikpapan	-1.26753	2019-08-18	116.82887
PL	accep	Strzelce Opolskie	50.5107	09/19/2014, 00:00:00	18.30056
FR	good	La Garenne-Colombes	48.90472	16 May 2015	2.2469
BR	good	Valinhos	-22.97056	2017/09/29	-46.99583
US	excellent	Bothell	47.76232	2017/09/28	-122.2054
CO	building	El Copey	10.15031	06 Aug 2017	-73.9614
BR	good	Itaperuna	-21.205	2019-06-04	-41.88778
IN	accep	Dharmapuri	12.1277	2014-01-08	78.15794
US	maintenance	Rutland	43.61062	2021-06-17	-72.97261
DE	accep	Wesseling	50.82709	2014-08-08	6.9747
CO	good	El Copey	10.15031	03/22/2013, 00:00:00	-73.9614
BR	accep	Itacoatiara	-3.14306	04/22/2016, 00:00:00	-58.44417
PK	building	Kot Addu	30.46907	2018-11-13	70.96699
BY	accep	Novogrudok	53.5942	2021/03/19	25.8191
RU	excellent	Buynaksk	42.819	12/07/2017, 00:00:00	47.1192
US	accep	West Chester	39.96097	06 Apr 2020	-75.60804
NG	average	Igbara-Odo	7.50251	2018/05/21	5.06258
RU	accep	Nikolayevsk-on-Amure	53.14657	2016-12-16	140.72287
IT	maintenance	Chiavari	44.31771	2019/03/08	9.32241
US	good	Claremont	34.09668	14 May 2022	-117.71978
EE	excellent	Narva	59.37722	2017/04/19	28.19028
DE	excellent	Charlottenburg-Nord	52.53048	11/26/2012, 00:00:00	13.29371
SY	accep	Tadmur	34.5624	2021-02-02	38.28402
US	average	Rosemount	44.73941	2017/07/20	-93.12577
FR	maintenance	Gonesse	48.98693	2014/08/30	2.44892
KR	average	Hongseong	36.6009	29 Jul 2021	126.665
TW	accep	Magong	23.5654	10/16/2019, 00:00:00	119.58627
CL	accep	La Ligua	-32.45242	2016-09-06	-71.23106
RU	good	Yashkino	55.8736	06/11/2020, 00:00:00	85.4265
MY	average	Donggongon	5.90702	07/10/2013, 00:00:00	116.10146
FR	accep	Fontenay-aux-Roses	48.79325	26 May 2013	2.29275
GB	excellent	Blackpool	53.81667	23 Sep 2019	-3.05
RU	average	Severodvinsk	64.5635	09/06/2018, 00:00:00	39.8302
FR	excellent	Valence	44.92801	02/26/2013, 00:00:00	4.8951
FR	maintenance	Vienne	45.51667	2020-07-17	4.86667
IT	average	Lanciano	42.22718	2015-07-13	14.39024
JP	accep	Ueno-ebisumachi	34.75856	02/03/2018, 00:00:00	136.13108
SK	excellent	Hlohovec	48.43174	06/10/2018, 00:00:00	17.8031
US	good	Encinitas	33.03699	28 Dec 2012	-117.29198
US	maintenance	Palm Valley	30.17746	2015/10/01	-81.38758
KH	maintenance	Paoy Paet	13.65805	12/21/2017, 00:00:00	102.56365
CN	average	Zhuangyuan	37.30553	2013-08-30	120.82747
PL	good	Reda	54.60528	2015/05/29	18.34717
US	good	Hueytown	33.45122	2020-02-18	-86.99666
US	building	Brenham	30.16688	01/22/2022, 00:00:00	-96.39774
MK	maintenance	Bogovinje	41.92361	2012/12/30	20.91361
UZ	average	Parkent	41.29444	2018-03-30	69.67639
AU	good	Perth	-31.95224	2019-09-17	115.8614
TH	average	Roi Et	16.0567	2022-02-17	103.65309
US	average	Opportunity	47.64995	10 Sep 2021	-117.23991
DE	accep	Finnentrop	51.168	2022-06-02	7.973
US	good	Leland	34.25628	2018/01/17	-78.04471
TH	accep	Thap Than	15.46063	22 Feb 2019	99.89166
NL	average	Schiebroek	51.95838	13 Nov 2017	4.47124
PK	excellent	Jhol	25.95533	20 Jun 2021	68.88871
US	excellent	Leland	34.25628	2021-08-16	-78.04471
US	excellent	Hutto	30.5427	2013-11-09	-97.54667
DE	excellent	Stuttgart	48.78232	05/24/2016, 00:00:00	9.17702
ME	maintenance	Budva	42.28639	2021-02-24	18.84
IN	average	Rajaori	33.37526	27 Jan 2013	74.3092
CN	excellent	Zhoushan	29.98869	10/19/2020, 00:00:00	122.20488
PH	excellent	Talisay	10.7375	18 Oct 2015	122.9666
BR	good	Catende	-8.66667	2017-03-18	-35.71667
US	good	Beaumont	33.92946	2015-07-13	-116.97725
NE	excellent	Mirriah	13.70727	11/09/2019, 00:00:00	9.15013
SO	good	Baki	9.89206	2021/09/23	43.38531
US	good	Pekin	40.56754	25 Oct 2013	-89.64066
NL	accep	Emmeloord	52.71083	2022/06/22	5.74861
DE	maintenance	Gifhorn	52.47774	27 Mar 2020	10.5511
ZA	good	Mokopane	-24.19436	20 Nov 2018	29.00974
IN	excellent	Robertsonpet	12.95629	2018-10-06	78.27539
US	building	Norwalk	41.24255	02/19/2020, 00:00:00	-82.61573
JP	average	Toba	34.4833	2020-06-18	136.84186
NL	good	Tongelre	51.44889	05/09/2015, 00:00:00	5.51978
CU	accep	Media Luna	20.14298	2014-02-03	-77.43532
MG	accep	Sakaraha	-22.9	2014-06-15	44.53333
FR	average	Bar-le-Duc	48.77275	05/10/2013, 00:00:00	5.16108
US	maintenance	Coralville	41.6764	2015/11/14	-91.58045
IT	maintenance	Perugia	43.1122	2019-10-13	12.38878
US	average	Keene	42.93369	27 Aug 2019	-72.27814
DE	good	Gauting	48.06919	2016/12/23	11.37703
KZ	accep	Kyzylorda	44.85278	14 Apr 2013	65.50917
US	average	Watsonville	36.91023	17 Dec 2021	-121.75689
MK	accep	Saraj	42	2021/12/18	21.32778
PS	building	East Jerusalem	31.78336	2018/06/27	35.23388
US	good	Chillum	38.96372	2020-12-17	-76.99081
ID	accep	Tarakan	3.31332	2016-12-20	117.59152
TJ	accep	Vahdat	38.55632	25 Jul 2017	69.01354
RU	excellent	Dyat’kovo	53.59782	27 Aug 2017	34.33825
DE	accep	Neuburg an der Donau	48.73218	2015-12-21	11.18709
PH	excellent	Guyong	14.8361	01/01/2013, 00:00:00	120.97844
UG	average	Kitgum	3.27833	2015-05-23	32.88667
BR	excellent	Itacoatiara	-3.14306	06 Apr 2022	-58.44417
CL	average	San Bernardo	-33.59217	2022/06/23	-70.6996
NL	excellent	Zeist	52.09	27 Mar 2018	5.23333
US	accep	Greenville	33.41012	2014/08/16	-91.06177
NA	maintenance	Okahandja	-21.98333	09/27/2017, 00:00:00	16.91667
PL	accep	Reda	54.60528	2013/06/02	18.34717
CA	excellent	Charlottetown	46.23899	08/11/2017, 00:00:00	-63.13414
US	good	Norwalk	41.24255	2014/06/12	-82.61573
ES	accep	Cardedeu	41.63976	10/02/2016, 00:00:00	2.35739
IN	good	Adra	23.49668	2017-03-07	86.68363
PT	accep	Custoias	41.1053	02 Jul 2022	-7.32097
SV	excellent	Sonzacate	13.73417	2014-03-19	-89.71472
TR	maintenance	Patnos	39.22493	05/18/2019, 00:00:00	42.85693
US	good	Belle Glade	26.68451	18 Dec 2021	-80.66756
GB	average	Winsford	53.19146	2017/07/28	-2.52398
GB	average	Cowes	50.76306	02/21/2019, 00:00:00	-1.29772
MX	accep	Oaxaca	17.06542	2014/01/23	-96.72365
US	excellent	Lompoc	34.63915	2017/11/21	-120.45794
US	building	Lebanon	39.43534	28 Dec 2012	-84.20299
BR	excellent	Barras	-4.24444	2019-06-12	-42.29444
CN	maitennce	Beidao	34.56861	11/12/2018, 00:00:00	105.89333
US	building	Fresno	29.53885	09/16/2016, 00:00:00	-95.44744
ET	average	Arba Minch	6.03333	29 Sep 2018	37.55
US	excellent	Aurora	39.72943	2015-10-20	-104.83192
MX	accep	Salvatierra	20.21322	2021/09/06	-100.88023
CA	building	Dorval	45.4473	09/10/2020, 00:00:00	-73.75335
JM	excellent	New Kingston	18.00747	2021-04-21	-76.78319
CN	accep	Hengshui	37.73222	03 Nov 2021	115.70111
ML	good	Kati	12.74409	03/04/2021, 00:00:00	-8.07257
CL	accep	Ovalle	-30.60106	05/25/2022, 00:00:00	-71.19901
GT	average	Chichicastenango	14.93333	05/15/2018, 00:00:00	-91.11667
TH	excellent	Roi Et	16.0567	2020/03/06	103.65309
JP	building	Annaka	36.33011	2018/06/12	138.89585
GB	good	Newbury	51.40148	2018/04/19	-1.32471
LY	accep	Ajdabiya	30.75545	12/18/2012, 00:00:00	20.22625
US	accep	Lutz	28.15112	14 Nov 2016	-82.46148
MG	accep	Ikalamavony	-21.15	18 Jul 2021	46.58333
US	excellent	Greenfield	39.78504	2019-09-20	-85.76942
IT	average	Catania	37.49223	2021-12-04	15.07041
RU	building	Novopavlovsk	43.96222	2022-02-27	43.63417
US	maintenance	Milledgeville	33.08014	10/18/2020, 00:00:00	-83.2321
MX	maintenance	Tuxtla	16.75973	2012-12-18	-93.11308
GB	good	Chapletown	53.46506	2020/04/08	-1.47217
US	excellent	Deltona	28.90054	08/29/2021, 00:00:00	-81.26367
RU	average	Malakhovka	55.64776	10 Dec 2012	38.02486
ID	good	Jambi City	-1.6	03 Mar 2013	103.61667
IT	average	Volla	40.87363	05/04/2015, 00:00:00	14.34085
MG	excellent	Sakaraha	-22.9	2012/11/19	44.53333
NZ	maitennce	Gisborne	-38.65333	13 Nov 2021	178.00417
MX	excellent	Zacoalco de Torres	20.22816	25 Nov 2020	-103.5687
RU	excellent	Privolzhskiy	51.40944	2020-12-05	46.04833
CN	good	Dongfeng	42.64031	2014/05/09	125.51176
PH	excellent	Manaoag	16.0438	2014/05/22	120.4861
CN	excellent	Jingzhou	30.35028	2016/02/13	112.19028
GB	accep	Strood	51.39323	01 Oct 2014	0.47713
IL	excellent	Ganei Tikva	32.05971	09/08/2013, 00:00:00	34.8732
RU	excellent	Malakhovka	55.64776	2018/08/06	38.02486
US	accep	Toledo	41.66394	09/18/2014, 00:00:00	-83.55521
CG	excellent	Brazzaville	-4.26613	2014-06-29	15.28318
US	excellent	South Lawndale	41.84364	19 Jul 2020	-87.71255
IT	average	Campobasso	41.55947	12/08/2016, 00:00:00	14.66737
RU	building	Danilov	58.1908	17 Mar 2018	40.17171
IN	maintenance	Supaul	26.11527	2022-03-03	86.59509
US	excellent	Kahului	20.88953	2019-05-22	-156.47432
CN	good	Huangshi	30.24706	2021-01-03	115.04814
BR	average	Pedro II	-4.42472	17 May 2013	-41.45861
GB	average	Selby	53.78333	2014-05-13	-1.06667
ES	good	Novelda	38.38479	2013/02/15	-0.76773
TR	average	Sungurlu	40.1675	18 May 2020	34.37389
US	good	Schererville	41.47892	13 Jul 2015	-87.45476
ES	building	Tudela	42.06166	07/29/2018, 00:00:00	-1.60452
RU	average	Arzamas	55.39485	2020/11/12	43.83992
ES	good	Villaquilambre	42.64685	02/04/2017, 00:00:00	-5.55835
PK	average	Mianwali	32.57756	2021-08-17	71.52847
IN	maintenance	Meerut	28.98002	03/11/2014, 00:00:00	77.70636
US	good	Rolla	37.95143	2020/11/29	-91.77127
RU	excellent	Tyoply Stan	55.62047	2014-10-22	37.49338
PH	good	Recodo	6.95194	11/29/2018, 00:00:00	121.96361
US	accep	Jersey City	40.72816	13 Aug 2019	-74.07764
US	maintenance	Beaumont	33.92946	2014/05/15	-116.97725
DE	maintenance	Zeitz	51.04962	19 Dec 2018	12.1369
US	average	Sterling	39.00622	2016-09-07	-77.4286
DZ	average	El Achir	36.06386	2014-04-19	4.62744
CU	accep	Corralillo	22.98212	07/17/2018, 00:00:00	-80.58556
CM	good	Tonga	4.96667	06/01/2020, 00:00:00	10.7
MY	good	Ulu Tiram	1.6	2016/08/04	103.81667
TZ	good	Magomeni	-6.8	2019/07/06	39.25
FR	accep	Ajaccio	41.91886	18 Feb 2019	8.73812
IN	average	Kalavoor	9.57046	2021-01-18	76.32756
DE	building	Wesseling	50.82709	2021/09/22	6.9747
GB	good	Southsea	50.79205	12 Oct 2012	-1.08593
DZ	excellent	Bordj Zemoura	36.27462	11/20/2017, 00:00:00	4.85668
ES	accep	Cardedeu	41.63976	25 Mar 2014	2.35739
BR	average	Lagarto	-10.91722	2018/07/08	-37.65
PA	excellent	Chilibre	9.15093	01 Oct 2020	-79.62098
KR	excellent	Eisen	36.82167	2020/02/21	128.63083
PL	average	Reda	54.60528	05/10/2019, 00:00:00	18.34717
RU	average	Otradnyy	53.37596	01/05/2013, 00:00:00	51.3452
US	excellent	Columbia Heights	45.0408	06 May 2022	-93.263
MY	building	Donggongon	5.90702	2015-04-28	116.10146
GB	accep	Belper	53.0233	12/23/2016, 00:00:00	-1.48119
BR	maintenance	Lagarto	-10.91722	09/28/2018, 00:00:00	-37.65
GB	excellent	Brierley Hill	52.48173	11/06/2014, 00:00:00	-2.12139
DZ	good	El Achir	36.06386	04/20/2019, 00:00:00	4.62744
CN	good	Licheng	23.29549	2013-07-05	113.82465
SV	good	Sonzacate	13.73417	29 Jan 2020	-89.71472
US	building	Greenville	33.41012	17 Dec 2012	-91.06177
BW	building	Tonota	-21.44236	2017-06-26	27.46153
PL	excellent	Brzeg	50.86079	02 Aug 2022	17.4674
PK	accep	Qadirpur Ran	30.29184	2015/10/20	71.67164
IN	building	Bachhraon	28.92694	01 Dec 2021	78.23456
BR	good	Itacoatiara	-3.14306	06 Oct 2015	-58.44417
BO	average	Tupiza	-21.44345	2016/02/26	-65.71875
US	average	Kaukauna	44.27804	2022-01-02	-88.27205
BR	accep	Esmeraldas	-19.7625	2014/03/28	-44.31389
KZ	excellent	Kyzylorda	44.85278	16 Dec 2016	65.50917
US	accep	Sunnyside	46.32374	11 Oct 2020	-120.00865
GB	average	Devizes	51.35084	22 Jul 2021	-1.99421
UA	building	Lutsk	50.75932	27 Apr 2017	25.34244
GB	good	Surbiton	51.39148	09/27/2012, 00:00:00	-0.29825
US	good	Santa Maria	34.95303	10/14/2021, 00:00:00	-120.43572
PH	average	Guyong	14.8361	04 Aug 2017	120.97844
KR	accep	Sinhyeon	34.8825	10 May 2013	128.62667
US	accep	Muskogee	35.74788	16 Aug 2022	-95.36969
CN	excellent	Licheng	23.29549	2014/02/22	113.82465
PK	good	Khairpur Mir’s	27.52948	2016-05-22	68.75915
US	accep	South Whittier	33.95015	2018-07-14	-118.03917
IL	maintenance	Ganei Tikva	32.05971	14 Dec 2019	34.8732
IT	building	Mesagne	40.55851	2021-03-27	17.80774
CN	average	Zhoucun	36.81667	04/05/2015, 00:00:00	117.81667
BR	excellent	Soledade	-28.81833	2014-09-28	-52.51028
BR	good	Viradouro	-20.87306	2014-02-22	-48.29694
US	excellent	Nutley	40.82232	03/16/2019, 00:00:00	-74.15987
UZ	average	Parkent	41.29444	12 Dec 2019	69.67639
US	good	Troutdale	45.53929	05/09/2014, 00:00:00	-122.38731
US	average	Lompoc	34.63915	10/24/2013, 00:00:00	-120.45794
CO	accep	San Carlos	8.79577	02/02/2020, 00:00:00	-75.69947
US	average	Claremont	34.09668	2016/05/30	-117.71978
GB	average	Great Wyrley	52.66277	20 Jun 2021	-2.01111
DE	accep	Schleswig	54.52156	11/21/2016, 00:00:00	9.5586
US	average	Port Huron	42.97086	01 Jun 2018	-82.42491
GB	maintenance	Arbroath	56.56317	12 Oct 2018	-2.58736
IN	building	Gingee	12.25282	03 Feb 2016	79.41727
DE	good	Siegburg	50.80019	04 Aug 2013	7.20769
US	excellent	Hutchinson	38.06084	2014-04-20	-97.92977
US	average	Bourbonnais	41.15376	2015-05-01	-87.88754
IT	excellent	Tortona	44.89784	12 Sep 2016	8.86374
IN	accep	Sojat	25.92493	06 Oct 2018	73.66633
IN	building	Dharmapuri	12.1277	08 May 2019	78.15794
CN	accep	Yingkou	40.66482	31 May 2021	122.22833
AU	average	Griffith	-34.28853	12/31/2019, 00:00:00	146.05093
BR	average	Artur Nogueira	-22.57306	03/04/2013, 00:00:00	-47.1725
DE	excellent	Finnentrop	51.168	2019-05-14	7.973
LR	average	New Yekepa	7.57944	21 Jan 2020	-8.53778
US	excellent	Middle River	39.33427	05/04/2015, 00:00:00	-76.43941
JP	building	Shimotoda	35.815	2020-09-27	139.6853
FR	excellent	Ajaccio	41.91886	2022/06/14	8.73812
US	accep	Cypress Hills	40.67705	2019/02/22	-73.89125
AT	accep	Sankt Peter	47.05	20 Feb 2017	15.46667
PL	accep	Jaworzno	50.20528	2020/08/18	19.27498
IN	average	Narwar	25.6439	2013-01-22	77.9129
MM	average	Myawadi	16.68911	2016-02-04	98.50893
ME	excellent	Budva	42.28639	03/13/2013, 00:00:00	18.84
US	good	Brunswick	43.91452	04 Jan 2019	-69.96533
US	excellent	Pottstown	40.24537	2021/08/23	-75.64963
US	average	South Lawndale	41.84364	2022-02-28	-87.71255
RU	excellent	Novosilikatnyy	53.30972	06/26/2021, 00:00:00	83.62389
PK	average	Kot Addu	30.46907	26 Mar 2017	70.96699
US	good	Riverbank	37.73604	01/13/2017, 00:00:00	-120.93549
PL	maintenance	Brzeg	50.86079	09/18/2022, 00:00:00	17.4674
US	excellent	Davis	38.54491	2015/01/13	-121.74052
GB	average	Walton-on-the-Naze	51.84819	2015/09/02	1.26738
US	excellent	Lino Lakes	45.16024	2019/06/10	-93.08883
RU	building	Naro-Fominsk	55.38752	07 Aug 2018	36.73307
US	excellent	Thomasville	35.88264	2020-04-06	-80.08199
NZ	excellent	Timaru	-44.39672	12 Jun 2020	171.25364
ID	average	Kudus	-6.8048	2019-08-05	110.8405
DE	maintenance	Eppingen	49.13645	03 Oct 2017	8.91229
RW	building	Rwamagana	-1.9487	2014/09/02	30.4347
RU	building	Kolomyagi	60.02427	2013-11-10	30.28491
DE	average	Finnentrop	51.168	05 Mar 2019	7.973
GB	average	Chapletown	53.46506	03/27/2022, 00:00:00	-1.47217
MX	maintenance	Contla	19.32932	07 Jan 2021	-98.1664
BR	accep	Aracaju	-10.91111	2017/11/08	-37.07167
CN	accep	Licheng	23.29549	2016/01/03	113.82465
RW	average	Rwamagana	-1.9487	08/10/2014, 00:00:00	30.4347
PR	accep	Aguadilla	18.42745	2020/10/29	-67.15407
IN	accep	Tiruppuvanam	9.82564	05 Mar 2016	78.25795
DE	building	Zeitz	51.04962	14 Apr 2013	12.1369
BR	excellent	Itabirito	-20.25333	2017-07-30	-43.80139
GH	maintenance	Tarkwa	5.30383	2016-08-13	-1.98956
CO	average	San Carlos	8.79577	08/15/2021, 00:00:00	-75.69947
BR	accep	Barra dos Coqueiros	-10.90889	2014-11-24	-37.03861
US	accep	Newburgh	41.50343	23 Jan 2022	-74.01042
US	good	Scottsdale	33.50921	2019-04-02	-111.89903
MX	good	Contla	19.32932	11 Oct 2019	-98.1664
CU	good	Jaruco	23.04419	05/04/2021, 00:00:00	-82.00919
CR	accep	San Rafael	9.92787	31 Aug 2013	-84.13722
CN	good	Danjiangkou	32.54278	2013/01/19	111.50861
RU	building	Yashkino	55.8736	15 Nov 2013	85.4265
SK	average	Skalica	48.8449	05/20/2015, 00:00:00	17.22635
TN	excellent	Msaken	35.72917	2022/04/21	10.58082
AF	maintenance	Sar-e Pul	36.21544	2020/09/17	65.93249
US	maintenance	Nutley	40.82232	08 May 2022	-74.15987
MX	average	Progreso	21.28306	2013/08/17	-89.66123
GB	good	Great Wyrley	52.66277	14 Oct 2021	-2.01111
BR	good	Viradouro	-20.87306	2021/05/22	-48.29694
US	excellent	Rolla	37.95143	08/30/2014, 00:00:00	-91.77127
MX	accep	Zacoalco de Torres	20.22816	08/11/2014, 00:00:00	-103.5687
RU	excellent	Solntsevo	55.63711	2022/06/01	37.38115
MD	accep	Soroca	48.15659	11/27/2019, 00:00:00	28.28489
BR	good	Viradouro	-20.87306	19 Sep 2018	-48.29694
PH	accep	Manaoag	16.0438	2014/08/27	120.4861
CL	maintenance	Ovalle	-30.60106	31 Mar 2019	-71.19901
DZ	good	Bordj Zemoura	36.27462	2019/11/19	4.85668
BR	average	Muritiba	-12.91667	2014-03-05	-39.25
ET	excellent	Debre Tabor	11.85	02/23/2020, 00:00:00	38.01667
GB	excellent	Kingston upon Hull	53.7446	06/02/2013, 00:00:00	-0.33525
PL	maintenance	Jaworzno	50.20528	19 Apr 2019	19.27498
IN	average	Kheda	22.75218	2012/12/04	72.68533
ID	building	Pekanbaru	0.51667	2022-04-28	101.44167
US	accep	Port Huron	42.97086	01 Aug 2013	-82.42491
IN	building	Gariadhar	21.53889	2017-09-02	71.57737
RU	good	Likhobory	55.85	2013/10/20	37.56667
RU	building	Mikhaylovka	50.06	2021-12-23	43.2379
US	accep	Middletown	41.54566	09/29/2017, 00:00:00	-71.29144
AR	excellent	Pontevedra	-34.74785	12 Jan 2022	-58.70072
BR	accep	Viradouro	-20.87306	2015/08/21	-48.29694
MX	excellent	Casa Blanca	19.04222	12 Jan 2015	-98.11889
BD	good	Manikchari	22.83957	01/10/2021, 00:00:00	91.84128
IN	excellent	Periyakulam	10.12268	2021/11/15	77.54372
TW	accep	Magong	23.5654	19 Dec 2019	119.58627
NG	good	Olupona	7.6	25 Mar 2018	4.18333
US	excellent	American Canyon	38.17492	05/03/2019, 00:00:00	-122.2608
US	accep	Fresno	29.53885	02 Apr 2013	-95.44744
FR	average	Sceaux	48.77644	2013/07/25	2.29026
RU	average	Buynaksk	42.819	2014-01-27	47.1192
US	average	Hueytown	33.45122	2018-02-15	-86.99666
FR	good	Montpellier	43.61092	2020-10-18	3.87723
KE	maintenance	Nyahururu	0.03813	2014/09/15	36.36339
GB	maitennce	Blackpool	53.81667	10 Jul 2016	-3.05
US	excellent	Utica	43.1009	2019/01/09	-75.23266
GT	good	Chichicastenango	14.93333	10 Dec 2018	-91.11667
FR	excellent	Lons-le-Saunier	46.67535	2014-07-13	5.55575
BR	accep	Santa Gertrudes	-22.45667	12/31/2012, 00:00:00	-47.53028
US	maintenance	Glendale	34.14251	2016/01/07	-118.25508
