longitude	CO	CFCs	NOx	warning	NH3	latitude	O3	Pb	H2CO	SO2	PM10	PAHs	C2H3NO5	CH4	TEMP	PM2.5	PRES
-2.16	7.72488	68.02812	7.93016	0.00000	4.61660	34.31	8.15362	46.22171	53.29728	6.62845	5.85043	7.09911	2.12554	9.36047	31.23636	5.45877	1065.92954
-73.49484	6.57875	67.21796	3.87508	1.00000	9.05763	41.14676	6.85874	40.21657	40.98448	7.33132	7.32023	7.36382	4.11101	4.14678	8.41661	7.58754	1190.63580
34.75699	9.87709	70.52151	11.29431	0.00000	6.54680	31.39547	10.54990	77.65060	40.79712	8.23725	7.79994	7.30129	4.39501	11.11684	-3.76674	7.15674	1087.85247
78.95693	5.88009	78.90148	5.75562	1.00000	7.51063	29.21399	7.34853	37.22803	30.74920	7.46879	7.30552	6.87074	4.02278	4.24398	29.27186	5.77685	1058.72420
15.87735	7.42613	83.73238	9.15937	1.00000	7.73501	4.94273	8.40998	45.26019	43.61261	7.79303	7.97720	7.63071	4.89275	8.07037	21.39656	8.02050	1154.30061
5.37429	10.45292	48.98573	8.07049	1.00000	7.16020	51.03427	9.29080	35.26414	47.14455	8.63969	7.28389	6.95952	3.08901	7.67042	12.63971	9.25957	1099.72956
85.94001	5.05063	52.29587	6.49694	1.00000	8.99424	25.49043	7.93714	60.32824	37.68151	7.19552	7.55600	7.47934	4.69215	3.15441	4.19743	6.82392	1124.15528
-1.06667	10.44582	76.71565	5.22020	1.00000	7.88155	53.78333	10.46388	37.94457	33.71762	8.50760	7.32339	7.87948	2.21518	5.68304	16.14621	7.59123	1094.39768
27.25	7.57181	76.68605	7.56603	1.00000	9.82857	42.7	7.26109	50.98824	66.80416	6.03209	6.17656	7.66052	2.51221	6.18910	17.06957	9.07547	1061.69119
-86.11084	10.41969	65.53683	10.20573	0.00000	6.64907	41.75338	8.99109	40.10047	49.25984	6.27351	7.33687	5.80698	4.62667	9.19514	4.55227	8.01740	1099.60936
-51.50361	7.04733	61.61484	5.19996	1.00000	9.43484	-29.2975	7.37310	56.86130	38.93504	6.44735	6.13822	7.47849	1.77593	3.46282	18.67925	7.94374	1067.02162
5.37429	9.75197	72.09334	5.47257	0.00000	7.91366	51.03427	7.03786	63.11850	28.58842	7.23728	7.45238	7.26524	4.11403	7.85274	20.75266	6.86410	1133.28431
82.85749	7.14366	58.21929	9.30732	0.00000	4.58998	17.54907	1.91042	31.30582	34.08086	8.24008	7.92283	8.58104	4.97926	8.82209	9.53533	5.33340	1127.90304
0.75	8.02878	65.26580	6.31832	1.00000	8.56429	52.41667	8.44555	31.86157	69.86250	7.85614	7.91203	7.75969	4.41737	6.05862	35.24596	8.38787	1061.59628
-87.88754	9.28553	55.20572	7.63091	1.00000	9.03046	41.15376	8.79691	63.64386	60.55992	6.18829	6.98419	8.25732	3.25960	7.04298	23.45416	9.98082	1088.96045
-1.4001	9.57272	55.69622	5.05131		9.43943	7.06273	9.09259	65.73408	38.21425	8.92033	8.40197	6.40103	7.56654	5.61213	10.11780		1085.34305
-2.52398	7.66195	62.51306	8.41462	0.00000	6.21271	53.19146	8.77649	62.93845	20.35736	8.91922	6.81099	6.22535	2.55479	8.93863	8.87740	5.17078	1147.10158
-80.22588	6.34820	66.64667	11.01031	0.00000	6.45612	26.2173	5.81859	73.74057	51.54450	9.14593	7.10255	5.58452	3.87507	8.90422	2.94547	8.27031	1129.53570
130.94098	7.62318	75.26532	7.11191	1.00000	10.53988	33.3213	8.12772	65.78273	42.18691	8.30812	7.08454	7.93249	2.40223	6.16248	-0.82462	9.64945	1180.77291
122.05228	6.82978	74.85130	7.98197	0.00000	7.16176	37.19723	5.77287	55.50601	22.64825	7.85770	7.93218	7.43439	4.34471	7.76740	10.13249	8.24469	1124.42457
37.3825	8.40916	57.98750	9.06999	0.00000	5.53194	37.05944	8.25073	42.48635	33.62933	6.54967	7.69734	8.32363	4.45899	7.59513	11.26966	6.66577	1087.49945
-74.26419	11.77330	59.70349	12.49892	0.00000	7.24146	4.73245	11.78684	25.36308	56.55812	8.20696	7.74414	7.05712	4.16893	10.52756	6.54081	8.51846	1123.78266
71.57118	6.61941	61.07424	7.09514	1.00000	9.52195	32.87533	6.78324	58.83401	27.65073	7.82835	8.86752	5.85397	9.54160	6.12187	25.96496	3.93615	1095.30273
35.7	6.42492	72.48335	5.63407	1.00000	9.16314	-7.76667	6.45898	70.44850	41.79642	8.28392	7.87237	8.73958	4.54167	4.65964	17.76923	7.32873	1060.21339
39.28333	4.26421	87.12643	7.77699	0.00000	7.04284	-10.33333	8.30469	51.82334	46.82032	7.39131	9.71916	8.27594	23.09940	8.98196	38.70295	11.47480	1112.49157
9.15214	7.53588	75.41702	5.69177	1.00000	7.07121	49.97704	9.34348	65.95674	50.95248	8.24915	5.45061	7.99866	0.81431	6.55581	25.02003	6.47400	1058.64578
35.96944	6.83771	59.33863	6.74353	1.00000	9.16015	56.03361	6.73273	39.67419	54.46421	7.29376	7.41429	7.78100	3.87809	6.42599	21.08638	4.49768	1118.83671
84.87144	8.21454	63.93833	7.43217	1.00000	9.40483	47.46657	8.83655	50.47845	43.60575	7.80590	8.93495	8.27608	11.71927	6.13024	17.89508	8.80941	1175.11665
17.58522	6.10700	70.90178	5.80108	1.00000	9.55554	40.53123	7.54103	48.84722	47.29046	7.94421	7.91346	7.77500	4.98031	4.67362	11.63328	6.73060	1059.50057
84.63445	5.37258	71.42024	6.83557	1.00000	8.22688	24.81757	5.92066	31.99954	28.51104	8.19798	6.50281	6.40392	1.78031	6.50548	17.36668	7.17178	1109.00211
-82.00919	6.92357	67.90604	3.98888	1.00000	10.64300	23.04419	8.35598	51.98583	36.23324	7.12210	8.66510	6.40676	9.01071	4.42295	2.97461	8.31656	1187.20123
139.07204	5.95682	78.90855	10.25096	0.00000	5.22859	36.24624	6.48498	62.40181	44.53377	9.89149	6.24461	7.16402	2.79621	7.06887	27.45204	8.72686	1090.03935
-2.12139	7.88071	61.15013	8.18486	1.00000	11.00592	52.48173	6.93355	65.04091	41.97604	6.96501	5.71310	6.09601	2.15904	5.99643	22.43454	11.11029	1150.48099
3.47717	4.93314	79.46224	5.97470	1.00000	7.91478	36.76639	8.11227	43.99906	46.36086	8.17578	7.54858	7.19756	3.49161	4.89826	21.92732	6.46066	1117.02186
3.87723	3.80488	56.47640	10.61274	0.00000	5.98142	43.61092	8.22888	48.04817	47.93592	6.72212	7.64125	7.25977	4.35057	8.12694	24.55656	10.81412	1189.48405
12.19458	6.11614	64.47275	4.97491	1.00000	7.53627	10.61285	6.88149	44.53612	60.74675	7.58472	7.44768	4.41137	3.53960	5.48033	-0.31098	6.29062	1093.81118
4.91667	7.08990	61.37015	5.80706	1.00000	8.71888	45.73333	4.73086	46.37175	36.19060	8.56876	8.72970	6.91407	9.97188	8.13579	22.87907	5.31315	1074.70999
-0.74934	6.86053	54.48578	7.23544	0.00000	6.44489	51.62907	6.48038	29.55039	48.60964	6.58133	6.36229	7.74532	3.74419	9.41980	5.03093	8.67783	1167.84256
91.84128	6.53086	62.70324	8.24832	1.00000	11.03901	22.83957	6.17392	32.54592	41.65695	7.86400	6.56105	5.22506	3.41085	7.15411	-3.61450	5.10479	1151.25245
20.22625	6.65437	61.71446	9.03904	0.00000	5.31684	30.75545	3.60468	63.15043	32.65601	8.50743	5.37610	7.48953	1.89036	8.89877	17.01338	6.61672	1158.72274
76.92421	5.46768	64.07447	8.01661	1.00000	9.23415	60.97944	5.78354	58.53586	43.28054	7.88604	6.97351	6.64483	2.05576	6.23314	19.14797	5.57563	1192.14403
122.05228	5.49419	60.80408	9.57513	0.00000	7.21103	37.19723	5.81387	61.76255	68.36252	8.45840	7.55647	8.38871	3.30941	8.19456	4.27673	8.91985	1191.84753
37.38115	4.06137	81.43292	11.71072	0.00000	7.26427	55.63711	10.24814	51.80295	49.94206	7.43915	8.61069	7.04069	9.33517	7.58518	29.34546	12.29583	1142.03196
-119.48568	7.06396	65.41793	5.11865	0.00000	8.97878	49.88307	6.16890	63.55271	31.39869	7.06336	7.16354	8.94722	2.07435	9.49538	-5.64965	9.08622	1152.60275
8.64409	8.09534	62.28608	4.67394	1.00000	8.84866	48.07667	7.11274	41.16585	45.90404	7.41034	6.84980	7.24715	3.39774	5.86955	5.91911	8.80944	1161.94622
15.16554	5.91105	51.55896	7.57503	1.00000	9.19164	-4.5833	6.01726	58.28771	20.72086	6.05569	7.22675	7.25468	3.21204	5.48368	8.44769	6.47324	1196.73693
9.20427	5.61226	61.86175	7.77535	1.00000	9.79818	48.49144	6.12562	49.58315	33.84832	7.30751	8.47805	7.69540	8.73514	6.19158	11.27398	7.17534	1179.99303
2.1699	6.35276	69.16907	7.08613	1.00000	9.95689	48.98994	7.59795	39.39858	46.16761	8.02537	8.06650	7.04733	5.28054	4.88313	24.12061	4.65356	1179.54562
22.53083	6.92530	64.02065	5.07245	1.00000	8.31670	44.22639	6.84281	53.56279	40.37625	5.15977	6.01978	7.11092	2.18938	5.95517	6.30979	4.27909	1157.37700
9.15214	7.49386	93.29218	5.04223	1.00000	9.19829	49.97704	6.18630	48.34140	66.71709	6.41333	7.02227	4.63357	4.49618	4.20036	13.90510	7.89332	1056.37930
-96.39774	4.24459	74.97609	6.75836	0.00000	3.79537	30.16688	6.50394	46.13832	46.35027	5.91842	7.41730	8.18225	3.16067	9.49706	32.18921	9.58031	1050.57958
5.37429	9.79862	72.20686	5.80657	1.00000	8.19361	51.03427	8.84884	62.49914	66.05188	6.78616	7.51304	7.81008	3.43467	6.40154	10.69777	8.91151	1077.34262
30.28491	2.73231	79.42879	13.70742	0.00000	3.30061	60.02427	7.40242	64.59352	46.22581	7.36818	9.74247	9.23840	23.20831	8.16237	19.10427	10.14749	1183.17980
-91.77127	5.90945	59.72057	6.10679	1.00000	9.10963	37.95143	6.98506	22.39278	51.46489	7.78110	9.11826	8.42936	12.54650	4.60384	12.34817	7.43712	1121.43681
-81.79819	7.58023	49.05727	6.45158	0.00000	7.09098	41.48199	4.45185	63.03069	31.94919	6.62485	6.34275	8.12963	2.27326	9.39233	17.09275	7.67290	1088.79926
-82.42491	6.79051	72.20059	4.67813	1.00000	6.60271	42.97086	3.99107	37.81216	46.22643	7.60904	7.59324	8.37277	3.27720	6.90313	3.33047	6.87965	1082.67860
4.82313	4.34636	57.60540		1.00000	5.06159	51.24197	6.75953	30.00661	47.67483	6.53063	7.47067	7.95051	3.88656	5.08949	-1.21014	5.89598	1071.68785
38.01667	6.07453	63.22791	4.67768	1.00000	6.10774	-5.41667	5.21657	77.70679	32.85764	7.49302	7.45107	8.70846	3.13288	5.86978	25.89539	6.01846	1074.00794
73.38333	3.80234	66.84355	8.36317	0.00000	6.01559	31.71667	7.18114	48.81200	52.30256	7.04673	6.68311	7.12345	3.11139	7.71841	27.62654	10.61756	1168.00270
4.21372	7.02982	58.89787	6.33356	1.00000	9.39288	51.12794	8.92228	40.73231	48.06165	6.67304	7.22519	7.48243	3.26864	5.75293	4.16557	7.50925	1164.60381
9.15013	6.32546	54.06000	6.34390	1.00000	8.09697	13.70727	4.80159	20.01930	41.19504	6.33771	9.39085	7.36163	16.10272	7.86269	19.24839	6.63290	1154.55365
71.67164	5.94442	68.26421	5.53754	1.00000	8.33609	30.29184	6.79066	38.79514	51.08223	5.54995	6.14829	8.22853	1.97656	5.74164	4.39619	5.91234	1153.36263
-84.20299	5.65210	68.75760	11.09602	0.00000	5.61214	39.43534	7.46493	39.76100	54.97965	7.36401	7.10847	6.42762	3.52769	8.24359	18.31418	9.61495	1139.96020
-48.29694	6.35854	67.78127	5.74874	1.00000	7.41435	-20.87306	4.89128	31.28936	39.02647	6.00357	7.12770	8.51668	3.27938	4.55832	4.32749	7.96110	1069.66516
14.72443	9.45168	69.78308	6.17081	1.00000	9.49127	36.92574	3.18640	47.92201	65.89751	7.24128	6.86681	9.68963	1.55950	9.44693	38.08188	5.64268	1195.85812
38.01667	5.37913	41.50108	6.18621	1.00000	8.87842	11.85	8.09024	62.35942	60.90575	7.00341	7.94915	7.27368	5.54799	4.20924	14.95670	7.23488	1054.53226
78.15794	6.73962	66.00156	6.89296	1.00000	9.57981	12.1277	8.29794	64.23236	48.08295	6.60890	9.85031	5.66628	24.70587	6.23225	24.50586	8.41078	1145.36754
70.96699	7.78846	60.25209	6.79119	1.00000	9.73645	30.46907	7.27946	51.33665	32.70092	8.53575	7.50316	5.65743	4.14867	6.34936	27.45840	10.07403	1169.76420
-2.68333	9.72653	59.92498	6.51145	1.00000	7.31924	43.31667	9.02520	63.24248	34.75146	7.80601	7.37024	7.85762	2.80038	6.72015	18.76541	9.00864	1196.44860
3.50309	9.91256	64.94384	6.22945	1.00000	10.81967	34.15429	9.02641	50.31478	6.99464	8.46442	7.13746	7.77548	1.56418	5.13670	36.77684	10.46883	1104.20992
115.70111	8.75335	58.93401	7.03103	0.00000	6.46302	37.73222	8.26037	51.43253	28.46981	9.32080	8.70545	6.55888	7.84447	8.33840	33.48190	5.73423	1174.30144
3.20639	9.69442	70.45467	5.54100	1.00000	8.03521	50.74497	9.35286	37.76621	26.41095	7.85389	6.95718	10.02418	3.12232	6.27243	21.98889	9.05359	1143.69990
91.61356	6.55150	69.19121	11.05825	0.00000	4.71917	26.44931	11.58813	36.66233	29.29989	6.83505	7.26014	6.22350	2.04741	10.94307	30.78402	4.76108	1142.28102
-118.10583	3.32118	51.32942	8.13161	0.00000	4.89156	34.09611	6.65041	58.11452	25.49879	7.09307	7.39780	7.94091	3.17002	8.46868	19.99561	10.25754	1075.36949
34.34691	8.61672	60.43612	5.24448	1.00000	7.65437	61.78491	3.56174	58.24878	56.84611	5.96113	6.69639	7.97196	3.62643	6.29775	8.71052	6.33357	1062.52127
6.26667	6.86786	70.50272	5.65791	1.00000	10.28453	51.21667	7.99230	65.33175	31.30410	7.16383	7.98381	6.46732	4.97417	5.54019	25.85006	8.52122	1138.40087
-76.51552	10.19235	60.56426	6.47392	1.00000	5.92434	39.32011	8.56223	53.80380	36.17887	9.09354	6.86414	7.54155	2.15908	7.53340	28.41613	8.19399	1138.82814
-122.39168	9.09136	64.31732	6.80959	0.00000	5.48406	40.58654	5.25933	55.24795	50.53413	6.72999	7.44912	7.90532	3.03445	7.81976	18.47663	5.47678	1198.78999
38.2739	5.66156	60.48899	8.98706	0.00000	3.29733	46.7055	3.67700	70.70534	51.22558	9.55095	7.23723	5.89669	2.42000	8.54246	16.55991	6.86351	1154.73840
8.55552	5.13677	66.54228	7.68870	0.00000	5.13236	40.72586	6.68923	50.08654	60.72941	8.59774	9.10180	8.41791	13.38581	6.89396	1.63478	4.70313	1148.72106
14.51472	7.42488	62.43661	6.29858	1.00000	8.19956	35.89972	8.09407	34.82942	66.91686	8.31870	8.15030	7.47240	6.44518	6.97206	11.43851	8.23726	1130.46583
8.88104	9.61252	67.37286	8.36616	0.00000	6.41391	45.79377	8.61280	45.68456	45.98131	6.51502	8.15771	5.28799	5.71764	8.97161	11.09537	7.76645	1053.29254
4.91667	3.11447	70.68759	8.60728	0.00000	5.97277	45.73333	8.09630	42.93284	38.42673	9.16074	8.43141	8.43290	7.97546	8.60342	17.76501	11.48667	1120.86356
-117.29198	6.62968	68.06717	10.87342	0.00000	6.20804	33.03699	11.45760	57.38164	38.29811	7.72547	7.30173	7.46479	4.09377	8.10503	20.76190	6.43803	1158.57453
9.22796	7.78430	59.84987	7.35337	1.00000	6.94513	48.46458	9.01623	48.63540	49.62855	8.45112	9.12852	6.42138	14.08083	7.55903	13.83778	7.51770	1055.30469
8.55552	5.06841	67.09934	3.55290	0.00000	7.71649	40.72586	7.14487	51.56790	59.24247	7.12370	7.70585	7.38595	4.79498	5.65349	28.51274	7.99614	1081.07152
84.87144	4.96509	65.78809	8.33734	1.00000	10.40177	47.46657	8.78839	65.40493	46.15293	7.42031	8.64551	8.11999	8.39106	5.54817	19.22868	4.52108	1096.66259
44.7662	5.63789	71.70254	7.15539	0.00000	8.43120	40.49748	5.76425	38.86918	56.56594	8.27391	7.88286	5.70374	5.67927	7.26259	16.80488	5.87320	1105.01262
-73.49484	4.27097	67.51116	6.12775	1.00000	7.64983	41.14676	6.22603	28.67304	32.58639	7.77113	7.74537	6.74226	5.06170	6.85474	17.56470	6.61487	1119.39859
37.92792	9.41891	74.85058	5.51825	1.00000	9.78671	53.93361	8.65021	66.24598	59.49878	6.83110	7.03675	8.75895	2.66439	5.76898	20.69516	10.11699	1072.30912
104.1451	8.01826	65.65336	8.33294	0.00000	8.33147	15.79408	7.50634	46.53424	13.13373	6.81486	6.65994	5.69000	2.24757	9.36666	8.92207	9.19680	1061.59725
-74.38987	6.22803	57.50358	8.59456	0.00000	5.86247	40.65538		44.83201	26.17152	7.25452	7.89722	7.20459	6.29306	6.62087	23.93873	3.87425	1173.19144
-89.10944	7.27551	75.56612	9.00321	0.00000	5.75364	13.70167	8.64732	75.01292	21.43887	7.70947	6.90447	7.81222	3.05028	7.43259	7.35253	5.06865	1077.69939
3.47717	10.58362	62.31419	8.69939	0.00000	5.34821	36.76639	8.95550	74.58946	21.30320	7.13558	7.61641	8.61369	4.52140	9.74776	1.93658	5.95793	1059.00531
-4.22398	8.34818	60.66744	7.63926	1.00000	9.77155	57.47908	8.67875	50.66048	47.66819	6.92827	10.02200	7.26227	30.16347	6.48529	29.14464	10.32854	1061.87382
-73.97069	7.03059	63.08172	5.27466	1.00000	10.70421	40.64621	8.07927	47.99603	46.99707	7.19572	6.80445	8.82062	3.50472	4.81111	12.22446	8.18140	1137.06984
-76.88442	4.65732	60.83872	7.45330	1.00000	8.79281	40.2737	5.58179	69.52230	46.58832	7.61397	8.91145	8.09004	10.41742	6.95022	11.25562	5.57641	1175.47281
-99.32556	8.30003	68.69607	5.54333	1.00000	8.34884	19.32889	4.19113	44.46288	35.44416	5.55514	8.28905	7.29952	7.05711	7.48820	7.12260	6.17515	1111.73696
99.1625	9.77526	59.58759	11.19934	0.00000	6.69688	3.3285	10.36766	38.66009	64.83078	6.40641	8.70892	5.25642	9.31234	9.48789	23.69744	7.31307	1106.83410
5.37429	11.62684	48.72160	10.47864	0.00000	8.04281	51.03427	10.30751	60.26617	53.78275	6.59811	7.38406	7.10742	3.92875	11.15404	15.22659	7.41376	1162.76356
-73.75513	7.61506	58.37813	5.92764	1.00000	10.79272	40.60538	8.64675	39.53351	42.36633	7.24517	7.87430	6.93618	4.47367	5.53771	5.38725	8.82046	1180.46407
10.18527	10.93081	52.60935	3.97742	1.00000	9.97791	47.98372	9.73887	36.36221	45.26524	6.66072	7.21203	7.39429	3.31495	5.05370	18.20690	9.81871	1164.20950
25.34244	6.93297	53.78909	9.27650	0.00000	5.26761	50.75932	8.37866	59.84536	39.67162	6.62868	6.88439	7.16341	2.46798	8.44412	10.38597	4.92559	1081.29924
15.07041	5.55832	59.85832	6.50270	1.00000	8.07577	37.49223	4.50161	19.24505	78.46858	7.40549	7.69215	6.08569	3.92580	7.57926	3.79463	6.63124	1193.10533
51.3452	7.24310	73.13793	5.67776	0.00000	7.39148	53.37596	6.23438	42.54216	41.49817	7.36269	8.46617	8.68592	7.67590	7.53452	11.88184	8.28166	1167.13575
34.33825	6.52771	58.13291	8.25980	0.00000	7.59340	53.59782	6.58706	44.91430	23.95145	8.13093	8.53880	6.95653	8.46419	10.27150	28.79025	9.39405	1199.17943
71.67164	6.24401	52.12453	6.80825	1.00000	9.62670	30.29184	6.62728	47.00208	39.11421	7.50010	8.08146	6.92031	5.89364	6.24389	13.25343	5.42028	1132.45094
31.33078	5.99696	64.78611	10.26581	0.00000	7.40133	47.56494	9.56688	58.49883	25.69179	7.84618	7.12875	7.09873	3.12808	8.75387	4.86380	11.09427	1117.37199
112.19028	7.49506	64.30736	4.03405	1.00000	9.61893	30.35028	7.57599	66.34193	27.37329	6.73479	9.00956	6.09834	13.26204	5.11273	-3.52685	8.29793	1091.56802
120.57224	9.70932	81.30798	9.21079	0.00000	5.74152	15.72892	9.22618	63.67526	60.38545	6.41401	5.99851	6.57933	2.66096	8.77272	8.29827	6.69043	1192.14473
-2.98884	3.60958	61.68080	6.23294	0.00000	5.19264	43.32686	5.64642	62.11659	40.21083	6.69132	8.23232	6.26700	6.84889	8.81942	20.71430	9.76458	1079.89606
77.24779	9.94715	89.45850	8.61347	1.00000	7.14845	10.58806	9.58321	50.73580	17.54311	7.93015	8.93319	6.82253	11.30197	7.48374	11.75494	8.81936	1088.57853
67.84222	8.02012	68.48875	4.14528	1.00000	7.83431	40.11583	10.05999	45.95880	52.31972	8.36604	9.26003	6.76191	14.16852	6.14728	12.39017	5.92430	1061.68578
-74.13653	5.06226	77.15135	6.23633	0.00000	9.67198	40.63316	7.85196	62.37949	55.66585	6.22333	5.94272	8.27582	2.22951	5.92463	33.50570	7.40620	1093.31239
-4.83076	8.76350	54.70559	7.38526	1.00000	7.47795	39.96348	9.27622	46.82176	56.49330	7.38385	8.14707	8.77741	5.36102	7.06614	27.36308	8.09458	1105.42996
88.18466	6.20923	84.37033	7.80067	0.00000	5.34290	22.19303	6.54119	43.24546	41.04713	7.96398	8.37753	6.59415	7.90817	6.78725	5.52291	4.73920	1141.13423
-74.96933	8.73378	72.18308	5.51129	1.00000	8.17489	39.71734	9.57169	40.46488	49.45539	6.59443	6.89931	6.48804	2.91613	6.29647	14.20113	7.92143	1133.47168
-82.42491	6.20264	57.15147	8.49342	0.00000	9.13246	42.97086	4.68779	49.18104	54.46434	7.60566	5.69876	7.46178	1.93206	7.86264	17.94316	5.43170	1122.60401
120.5875	8.47187	80.67431	5.68519	1.00000	10.11544	16.455	8.47363	38.20604	50.99592	6.24307	7.70309	6.55520	4.17827	5.31915	20.57533	9.35667	1078.68523
30.28491	7.46352	67.76422	6.76409	1.00000	7.67756	60.02427	9.11572	27.78985	47.18004	7.05660	7.04270	9.39373	4.89213	7.09336	13.78540	7.15886	1186.06816
-1.60452	9.27149	62.97327	6.27179	0.00000	7.12045	42.06166	8.49531	39.44629	34.71048	8.69910	5.92463	7.32100	1.23073	8.90132	28.14179	7.25175	1167.59096
-73.95958	9.10584	72.33703	6.06118	1.00000	7.07296	40.57788	9.58013	25.55576	29.57344	6.57704	7.78754	6.54586	4.52342	7.12627	29.56604	8.05982	1145.53353
14.51472	9.22984	68.81550	7.40533	0.00000	7.49678	35.89972	8.28518	38.37990	37.26195	8.90464	5.87111	7.91596	2.20163	8.05762	15.13555	5.54364	1176.11636
78.95693	3.81923	68.90385	4.66968	1.00000	6.52372	29.21399	7.87136	33.54649	39.22882	8.64188	9.18943	6.08784	12.10425	3.21509	14.98424	7.57884	1105.83270
-81.56929	9.04224	57.16869	6.49516	1.00000	8.56587	41.55838	8.33027	63.41304	55.23951	6.01781	7.57505	7.36659	4.90585	6.74283	12.80928	9.26123	1067.37102
118.53333	4.66381	68.83816	9.46343	0.00000	4.73099	27.92333	3.94333	39.42292	46.26366	8.06514	7.53102	9.32745	3.88441	8.77544	-2.53097	7.74662	1103.92609
13.57661	5.55359	78.12886	6.48371	0.00000	8.19729	37.31065	6.57754	51.94261	28.38436	6.56335	8.30379	7.36483	7.11022	5.79294	14.81715	6.33903	1104.23326
83.36889	7.58510	65.14495	5.58151	1.00000	8.06476	26.76628	4.99279	35.22896	54.97330	6.33503	7.62400	7.74694	4.61110	6.47130	14.31830	4.62142	1157.82710
-97.90308	8.27032	59.10409	8.17508	0.00000	6.14428	31.12406	6.55692	34.50627	27.76118	8.06436	8.23327	6.78366	5.84572	7.04341	26.90913	4.51590	1104.95071
22.53083	6.98899	66.22216	5.67669	1.00000	11.22740	44.22639	8.52925	46.27580	57.76911	8.40176	7.82278	6.46755	5.23205	4.53668	18.90611	8.55200	1097.52645
10.18527	4.22107	74.09964	5.91604	1.00000	7.28897	47.98372	6.92353	59.15427	32.00785	9.56424	8.17424	7.72716	6.60041	6.21473	27.21073	6.10149	1131.74930
26.97253	7.11704	65.51559	6.60391	1.00000	9.64836	49.65186	7.95060	65.04878	52.33385	9.03856	8.92326	7.33049	10.69664	6.18979	9.48278	8.59933	1178.33333
-50.19556	5.27834	62.32011	7.97572	1.00000	10.05809	-19.72806	7.33751	58.53989	36.99224	7.87701	6.70261	6.28360	1.85711	5.12733	15.33378	6.26907	1192.58095
-51.87389	4.08151	65.43054	5.00264	0.00000	8.65117	-23.44361	5.77938	42.68857	32.22203	8.96558	5.67183	7.43957	1.55025	5.99139	18.58461	6.68914	1190.34239
109.05389	10.23111	59.59358	7.18069	1.00000	8.39658	-7.51611	8.57912		46.72193	7.98948	5.95735	8.28469	1.78872	6.93461	-6.92033	10.55668	1131.46386
70.96699	7.64592	69.57111	7.94246	0.00000	6.77470	30.46907	6.87053	46.44466	34.67789	8.22404	7.95146	6.83916	4.68627	8.30867	23.25803	8.31811	1175.52738
15.87735	6.49083	75.25019	1.62415	1.00000	5.63416	4.94273	4.83204	36.06743	41.27482	5.90491	8.36305	6.78537	6.83258	6.47434	17.25976	6.97875	1055.02971
2.59753	5.46532	62.84263	8.55745	1.00000	10.59980	8.88649	6.25969	61.02549	42.13659	5.42704	6.72734	8.24934	2.97232	7.30928	24.70417	4.53633	1063.96228
-96.67834	4.83121	61.73475	8.78134	0.00000	4.40241	34.77453	6.15012	43.57319	54.06455	6.23699	7.68807	6.56961	4.63717	9.64574	22.28804	9.37203	1102.94960
2.44892	7.48176	49.69695	8.89043	1.00000	6.67653	48.98693	8.24686	61.69655	52.23583	8.35898	9.60081	8.48101	21.15307	7.81706	-11.40341	7.97163	1195.18071
0.47713	6.59656	63.54128	6.95526	1.00000	10.07999	51.39323	6.20246	25.86338	41.39312	7.45035	7.65386	8.64782	3.65166	6.45362	-2.40627	5.99400	1084.97312
1.04945	9.05811	67.66130	9.10578	0.00000	7.25187	35.06544	10.48848	53.26169	38.98539	7.15725	7.00246	9.10738	2.66541	9.70047	11.53445	9.34663	1127.16982
0.93333	10.94027	86.59054	9.15299	0.00000	6.38642	52.68333	7.68584	47.66957	55.93178	8.91203	7.90611	7.10779	5.43931	8.93865	34.13223	7.88804	1148.78748
86.51499	6.62466	79.91786	8.88486	1.00000	11.22733	23.1959	6.40564	40.83537	64.53585	7.05649	6.76743	6.51444	3.01972	7.77888	27.07707	4.93939	1103.21278
-2.98333	6.51658	68.28517	6.01367	1.00000	5.45563	53.83333	8.08458	56.00495	49.75810	8.12248	7.49437	8.88342	4.96320	7.06333	12.77721	4.73714	1063.02418
-56.52361	9.10429	87.17200	9.09303	0.00000	4.50156	-33.38056	9.22821	48.97612	39.65507	7.98111	8.21444	8.12655	6.40047	9.11223	13.55372	4.58545	1109.04956
107.60389	8.10811	70.58209	8.46108	1.00000	7.91984	-7.01833	8.41177	35.15898	36.97626	7.11512	6.38356	8.50849	2.00073	7.34107	9.40207	9.35613	1131.77038
-71.10077	5.41252	69.96185	7.99463	1.00000	8.97166	18.20854	6.54674	50.55358	43.91889	7.14187	6.91796	6.48743	1.44614	5.05185	2.71059	6.42372	1094.94173
120.57224	7.27168	67.70259	6.15876	1.00000	6.78224	15.72892	8.21764	52.67502	34.16313	7.68273	9.06011	7.31472	12.49036	6.84784	29.81194	6.69980	1061.53264
-122.24064	9.74970	76.73215	9.20760	0.00000	6.44465	47.80527	8.20757	49.62861	57.32392	8.05839	7.49864	8.29308	4.85175	7.75034	4.89943	4.73677	1090.63691
73.85535	6.54949	61.51550	5.60875	1.00000	8.99864	18.51957	5.80370	54.09677	25.31465	7.82430	7.15509	7.29875	4.35688	7.06992	22.85851	6.17949	1064.84048
-73.26022	9.52098	56.53036	4.36389	1.00000	8.36745	6.46838	7.49501	39.91359	40.38871	9.07930	7.66183	8.18076	4.17234	5.64726	24.45327	9.13062	1098.13645
