code	latitude	revision	longitude	location	QoS
FI	65.84811	2017-08-01	24.14662	Europe/Helsinki	average
IT	43.78956	12/22/2017, 00:00:00	7.60872	Europe/Rome	building
DE	51.20219	04/30/2013, 00:00:00	7.36027	Europe/Berlin	maintenance
RU	53.59782	2017/07/31	34.33825	Europe/Moscow	excellent
TW	23.5654	12 Jan 2016	119.58627	Asia/Taipei	average
CO	10.15031	02/25/2017, 00:00:00	-73.9614	America/Bogota	average
CH	46.18396	07 Aug 2021	6.10237	Europe/Zurich	excellent
MX	25.87972	2021/11/29	-97.50417	America/Matamoros	accep
FR	43.32393	07 May 2022	5.4584	Europe/Paris	good
MX	20.74122	2019-09-04	-100.44843	America/Mexico_City	accep
CF	4.94273	09/01/2014, 00:00:00	15.87735	Africa/Bangui	average
CN	45.35	10 Oct 2015	126.28333	Asia/Shanghai	good
US	41.55838	2017-01-05	-81.56929	America/New_York	excellent
BR	-14.66463	08/13/2013, 00:00:00	-52.35558	America/Cuiaba	good
US	37.95143	18 Apr 2019	-91.77127	America/Chicago	good
FR	48.77275	2019-06-05	5.16108	Europe/Paris	accep
CN	41.94175	11/26/2014, 00:00:00	123.50266	Asia/Shanghai	good
IN	16.06213	2021-07-12	76.0586	Asia/Kolkata	good
CM	4.2475	05/26/2021, 00:00:00	9.00472	Africa/Douala	building
DE	47.98372	18 Nov 2012	10.18527	Europe/Berlin	accep
RU	64.5635	20 Nov 2018	39.8302	Europe/Moscow	building
SE	61.72744	2020/04/29	17.10558	Europe/Stockholm	maintenance
FR	44.92801	2019-07-25	4.8951	Europe/Paris	maintenance
NE	13.70727	2019/07/18	9.15013	Africa/Niamey	building
JP	34.9	03/04/2019, 00:00:00	137.5	Asia/Tokyo	good
GB	51.84819	2022-05-28	1.26738	Europe/London	average
CN	27.85	2022-02-07	112.9	Asia/Shanghai	accep
DZ	34.15429	2020-10-19	3.50309	Africa/Algiers	good
IN	14.46693	2020-09-25	75.92694	Asia/Kolkata	average
DO	18.20854	22 Oct 2018	-71.10077	America/Santo_Domingo	average
DJ	11.15583	2021-03-30	42.7125	Africa/Djibouti	maintenance
DE	50.23019	2013/04/07	8.77155	Europe/Berlin	average
GB	52.41667	2021/04/09	0.75	Europe/London	average
CH	47.30997	30 Dec 2020	8.52462	Europe/Zurich	excellent
BR	-19.72806	2015/09/02	-50.19556	America/Sao_Paulo	average
CN	40.85158	07/01/2022, 00:00:00	122.74754	Asia/Shanghai	maintenance
IN	25.49043	02/25/2013, 00:00:00	85.94001	Asia/Kolkata	building
CN	38.40917	2020/03/07	112.73333	Asia/Shanghai	maitennce
TZ	-2.68333	2018/05/14	33	Africa/Dar_es_Salaam	excellent
US	39.57582	2014/08/30	-105.11221	America/Denver	accep
RU	57.97472	08/06/2019, 00:00:00	33.2525	Europe/Moscow	excellent
AT	47.05	08 Jun 2014	15.46667	Europe/Vienna	excellent
UA	50.18545	04/14/2021, 00:00:00	27.06365	Europe/Kiev	average
YE	14.53767	25 Jun 2016	46.83187	Asia/Aden	average
GB	57.47908	2020/01/23	-4.22398	Europe/London	maintenance
US	40.2737	2013/08/05	-76.88442	America/New_York	maintenance
SO	9.89206	2015-12-06	43.38531	Africa/Mogadishu	accep
JP	34.4833	2016/06/29	136.84186	Asia/Tokyo	accep
PK	30.46907	04/05/2022, 00:00:00	70.96699	Asia/Karachi	accep
PK	31.71667	2014-03-10	73.38333	Asia/Karachi	good
CN	28.88162	2013/12/29	120.03308	Asia/Shanghai	excellent
FI	60.18427	2014-08-06	24.95034	Europe/Helsinki	good
IR	32.65246	2015/07/14	51.67462	Asia/Tehran	average
TN	36.46917	2015/02/23	10.78222	Africa/Tunis	maintenance
BR	-10.95817	30 May 2019	-38.79084	America/Bahia	excellent
US	26.91756	2015-10-02	-82.07842	America/New_York	average
MA	33.43443	05/31/2021, 00:00:00	-5.22126	Africa/Casablanca	excellent
US	42.97086	2018/03/11	-82.42491	America/Detroit	good
ZA	-26.93366	2020/01/03	29.24152	Africa/Johannesburg	accep
CA	46.23899	04/21/2019, 00:00:00	-63.13414	America/Halifax	excellent
NL	51.44889	2016-09-08	5.51978	Europe/Amsterdam	maintenance
KZ	47.46657	2014-10-06	84.87144	Asia/Almaty	maintenance
BR	-10.91111	16 Jun 2014	-37.07167	America/Maceio	accep
RU	59.80917	11/19/2020, 00:00:00	30.38167	Europe/Moscow	excellent
PH	12.97389	2021/10/07	123.99333	Asia/Manila	maintenance
AR	-27.4338	2020/09/04	-65.61427	America/Argentina/Tucuman	good
US	38.17492	2020/10/28	-122.2608	America/Los_Angeles	good
IN	24.41288	01/29/2018, 00:00:00	76.56719	Asia/Kolkata	excellent
IT	45.39402	09/30/2019, 00:00:00	9.29109	Europe/Rome	good
ES	38.68712	2016-06-10	-4.10734	Europe/Madrid	building
CN	41.94175	2016/04/13	123.50266	Asia/Shanghai	average
IR	32.65246	05 Dec 2016	51.67462	Asia/Tehran	good
US	41.66394	2018/12/02	-83.55521	America/New_York	excellent
FR	50.75	2015-04-28	2.25	Europe/Paris	accep
IN	30.21121	04/15/2022, 00:00:00	74.4818	Asia/Kolkata	average
PH	14.66	2014-02-06	120.56528	Asia/Manila	average
BD	22.83957	2018-08-03	91.84128	Asia/Dhaka	average
PL	50.5107	12/21/2012, 00:00:00	18.30056	Europe/Warsaw	average
IN	18.51957	03/04/2014, 00:00:00	73.85535	Asia/Kolkata	average
PE	-11.94306	2016-09-03	-76.70944	America/Lima	good
AU	-34.88422	01/07/2020, 00:00:00	150.60036	Australia/Sydney	accep
JP	35.8	24 May 2018	137.23333	Asia/Tokyo	average
US	37.71715	2013/07/03	-122.40433	America/Los_Angeles	good
JP	35.815	26 Nov 2017	139.6853	Asia/Tokyo	acceptable
IT	36.92574	24 May 2015	14.72443	Europe/Rome	maintenance
RU	58.04254	02/24/2014, 00:00:00	65.27258	Asia/Yekaterinburg	excellent
CA	50.26729	21 Nov 2016	-119.27337	America/Vancouver	accep
US	41.54566	12/17/2015, 00:00:00	-71.29144	America/New_York	good
SE	59.33333	2019/12/17	18.28333	Europe/Stockholm	average
TJ	38.55632	2017/03/25	69.01354	Asia/Dushanbe	building
IN	24.05979	2014/11/07	77.40858	Asia/Kolkata	average
CI	5.27247	31 Jul 2015	-3.59625	Africa/Abidjan	good
US	39.33427	11/27/2014, 00:00:00	-76.43941	America/New_York	accep
IT	37.31065	20 Jul 2016	13.57661	Europe/Rome	excellent
DE	49.68369	05/21/2016, 00:00:00	8.61839	Europe/Berlin	excellent
US	39.32288	2017-05-13	-76.72803	America/New_York	building
CO	10.15031	03/05/2017, 00:00:00	-73.9614	America/Bogota	building
AT	47.05	04 Dec 2014	15.46667	Europe/Vienna	average
JP	34.4833	2018/12/26	136.84186	Asia/Tokyo	average
GB	50.11861	10/21/2012, 00:00:00	-5.53715	Europe/London	good
GB	50.75767	2015/01/21	-1.5443	Europe/London	average
PH	14.95472	2015/05/06	120.89694	Asia/Manila	accep
RU	54.03876	09/11/2016, 00:00:00	43.91385	Europe/Moscow	average
PL	50.5107	06/16/2013, 00:00:00	18.30056	Europe/Warsaw	excellent
MY	4.02219	06 Mar 2020	101.02083	Asia/Kuala_Lumpur	accep
US	27.09978	21 Feb 2020	-82.45426	America/New_York	maintenance
AU	-27.50578	2016/04/06	153.10236	Australia/Brisbane	excellent
ID	-7.54972	2013/05/28	110.71639	Asia/Jakarta	maintenance
US	40.60538	10 Jan 2015	-73.75513	America/New_York	average
BY	55.1904	01 May 2014	30.2049	Europe/Minsk	average
BE	51.03427	2020-01-06	5.37429	Europe/Brussels	good
EE	59.37722	2018-06-14	28.19028	Europe/Tallinn	excellent
UZ	40.11583	02 Jul 2021	67.84222	Asia/Samarkand	excellent
SD	11.8659	10 Oct 2012	34.3869	Africa/Khartoum	good
IR	32.65246	08 Feb 2016	51.67462	Asia/Tehran	building
MG	-22.9	2017-08-22	44.53333	Indian/Antananarivo	maintenance
IN	26.44931	07/24/2015, 00:00:00	91.61356	Asia/Kolkata	accep
US	26.91756	2015-08-20	-82.07842	America/New_York	building
IN	11.50526	2015-06-08	77.23826	Asia/Kolkata	accep
KZ	43.41949	2018/11/30	77.0202	Asia/Almaty	excellent
PH	12.97389	06 Oct 2018	123.99333	Asia/Manila	good
CA	45.43341	2016-12-30	-73.86586	America/Toronto	excellent
TH	14.64056	2014-06-14	104.64992	Asia/Bangkok	good
GB	53.49389	07 Feb 2013	-1.29243	Europe/London	good
AU	-34.88422	01/19/2020, 00:00:00	150.60036	Australia/Sydney	accep
RU	53.53041	2014/03/05	43.67663	Europe/Moscow	average
US	33.93113	22 Aug 2020	-117.54866	America/Los_Angeles	accep
US	40.64621	07 Aug 2018	-73.97069	America/New_York	average
US	42.97086	10/25/2017, 00:00:00	-82.42491	America/Detroit	excellent
JP	34.25	08/09/2018, 00:00:00	135.31667	Asia/Tokyo	accep
CO	5.20856	2016/09/20	-74.73584	America/Bogota	excellent
RU	56.03361	01 Nov 2016	35.96944	Europe/Moscow	accep
IN	24.05979	2020-10-06	77.40858	Asia/Kolkata	accep
FR	43.61092	2021/12/26	3.87723	Europe/Paris	excellent
ES	38.10558	03/20/2018, 00:00:00	-1.86343	Europe/Madrid	excellent
GB	51.64316	2020-08-04	-0.36053	Europe/London	good
IN	30.21121	29 Apr 2015	74.4818	Asia/Kolkata	average
MG	-17.83333	2016/02/11	48.41667	Indian/Antananarivo	average
FR	43.71032	2014/02/06	-1.05366	Europe/Paris	average
US	41.72059	2017/01/25	-87.70172	America/Chicago	maintenance
US	39.00622	06 Oct 2013	-77.4286	America/New_York	average
ID	-7.51611	05 Feb 2019	109.05389	Asia/Jakarta	good
IT	37.31065	02/21/2020, 00:00:00	13.57661	Europe/Rome	average
IN	26.11527	2015-09-22	86.59509	Asia/Kolkata	good
GB	52.48173	2013-12-31	-2.12139	Europe/London	building
IN	10.10649	2021-02-28	76.35484	Asia/Kolkata	good
DE	48.28259	14 Mar 2015	9.72749	Europe/Berlin	average
PL	51.14942	2021-03-08	15.00835	Europe/Warsaw	good
BE	51.03427	01/29/2014, 00:00:00	5.37429	Europe/Brussels	accep
JP	36.24624	2018/01/28	139.07204	Asia/Tokyo	excellent
PK	30.46907	2017/11/27	70.96699	Asia/Karachi	maitennce
IE	53.43333	30 Jan 2018	-7.95	Europe/Dublin	maintenance
KZ	44.85278	2018-06-21	65.50917	Asia/Qyzylorda	good
JP	44.35056	2018/08/14	142.45778	Asia/Tokyo	good
TR	37.31309	2016/09/16	40.74357	Europe/Istanbul	building
RU	55.39485	04 Dec 2016	43.83992	Europe/Moscow	accep
DE	52.2	2016-08-13	8.63333	Europe/Berlin	accep
MX	21.01858	10/12/2018, 00:00:00	-101.2591	America/Mexico_City	maitennce
IN	22.4711	2020/11/24	88.1453	Asia/Kolkata	accep
IN	18.87813	2014/11/23	72.93924	Asia/Kolkata	good
CN	40.66482	04 Sep 2019	122.22833	Asia/Shanghai	accep
FR	43.61058	2018/07/14	1.33467	Europe/Paris	average
DE	51.30001	11/11/2020, 00:00:00	13.10984	Europe/Berlin	excellent
IN	24.41288	06/13/2015, 00:00:00	76.56719	Asia/Kolkata	accep
US	44.73941	08/06/2016, 00:00:00	-93.12577	America/Chicago	excellent
CN	37.65181	03/11/2016, 00:00:00	120.33063	Asia/Shanghai	excellent
PR	18.03496	09 Jul 2018	-66.8499	America/Puerto_Rico	building
TW	23.5654	2019-04-17	119.58627	Asia/Taipei	excellent
BR	-23.7975	04/05/2022, 00:00:00	-48.59278	America/Sao_Paulo	maintenance
BR	-29.2975	2015-05-09	-51.50361	America/Sao_Paulo	building
RU	54.84444	2015/03/14	38.16694	Europe/Moscow	good
CN	37.30553	02 May 2017	120.82747	Asia/Shanghai	excellent
RU	61.78491	2017-01-30	34.34691	Europe/Moscow	good
DE	48.06919	17 Jul 2020	11.37703	Europe/Berlin	excellent
PH	9.6531	01/20/2017, 00:00:00	124.3697	Asia/Manila	excellent
BR	-28.24	05 Jul 2017	-48.67028	America/Sao_Paulo	good
LT	55.25	2020/10/30	24.75	Europe/Vilnius	excellent
AO	-11.78333	11/07/2014, 00:00:00	19.91667	Africa/Luanda	average
CN	35.85	04/04/2016, 00:00:00	117.7	Asia/Shanghai	maintenance
CA	53.51684	10/24/2018, 00:00:00	-113.3187	America/Edmonton	accep
MN	47.90771	2018/08/01	106.88324	Asia/Ulaanbaatar	excellent
NG	6.8485	21 May 2017	3.64633	Africa/Lagos	excellent
CR	10.63504	15 Jun 2018	-85.43772	America/Costa_Rica	average
IL	31.39547	2020-10-03	34.75699	Asia/Jerusalem	maintenance
IT	42.67164	07 Aug 2015	14.01481	Europe/Rome	accep
CN	37.73222	19 Dec 2021	115.70111	Asia/Shanghai	accep
RU	42.819	03 Nov 2014	47.1192	Europe/Moscow	excellent
IN	28.92694	2016-02-23	78.23456	Asia/Kolkata	accep
IT	36.92574	08 Dec 2013	14.72443	Europe/Rome	accep
DZ	34.15429	2021-12-12	3.50309	Africa/Algiers	accep
TH	15.46063	2018/10/13	99.89166	Asia/Bangkok	excellent
RU	53.53041	2020-10-06	43.67663	Europe/Moscow	average
MA	34.31	2015/08/11	-2.16	Africa/Casablanca	excellent
GB	53.0233	2019/02/22	-1.48119	Europe/London	accep
US	40.82232	12/01/2021, 00:00:00	-74.15987	America/New_York	average
CN	41.09822	07 Aug 2015	120.74792	Asia/Shanghai	average
BE	51.12794	2018/10/16	4.21372	Europe/Brussels	accep
NL	52.31333	2020-09-26	6.92917	Europe/Amsterdam	maintenance
AR	-31.4488	05/01/2017, 00:00:00	-60.93173	America/Argentina/Cordoba	good
TR	40.98894	2018/01/16	28.67582	Europe/Istanbul	average
IN	14.62072	2019-04-13	74.83554	Asia/Kolkata	average
IT	45.44694	06 Feb 2016	8.62118	Europe/Rome	average
SV	13.73417	2013/06/29	-89.71472	America/El_Salvador	average
CN	24.28859	09 Nov 2017	116.11768	Asia/Shanghai	average
AM	40.49748	2020/01/29	44.7662	Asia/Yerevan	accep
FR	45.73333	2022-05-18	4.91667	Europe/Paris	average
US	34.25628	20 Nov 2013	-78.04471	America/New_York	average
US	40.72816	03/02/2017, 00:00:00	-74.07764	America/New_York	good
RU	51.4781	17 Aug 2017	57.3552	Asia/Yekaterinburg	average
US	20.88953	2014/05/11	-156.47432	Pacific/Honolulu	excellent
BR	-10.91111	2021-10-23	-37.07167	America/Maceio	accep
GB	50.75767	2015/02/10	-1.5443	Europe/London	average
KH	13.65805	2014-10-27	102.56365	Asia/Phnom_Penh	good
GB	52.68333	05/16/2021, 00:00:00	0.93333	Europe/London	good
DE	48.21644	17 Feb 2020	9.02596	Europe/Berlin	maintenance
IN	25.92127	2020/09/29	86.79271	Asia/Kolkata	accep
CN	27.85	2017-10-14	112.9	Asia/Shanghai	maintenance
DE	52.86147	2020-11-25	9.5926	Europe/Berlin	good
CN	35.50056	2021/03/01	117.63083	Asia/Shanghai	average
US	30.17746	09/21/2022, 00:00:00	-81.38758	America/New_York	average
GB	53.19146	2018/05/30	-2.52398	Europe/London	average
IN	11.93381	2018/08/16	79.82979	Asia/Kolkata	good
US	43.1009	2017/03/11	-75.23266	America/New_York	excellent
ID	-7.01833	31 Dec 2013	107.60389	Asia/Jakarta	good
DE	48.46458	08/15/2015, 00:00:00	9.22796	Europe/Berlin	excellent
TH	15.46063	07 Sep 2016	99.89166	Asia/Bangkok	good
GB	53.83333	2013-11-20	-2.98333	Europe/London	good
NE	13.70727	2017/04/25	9.15013	Africa/Niamey	average
IT	41.55947	2017/10/12	14.66737	Europe/Rome	maintenance
US	33.44872	06/13/2018, 00:00:00	-86.78777	America/Chicago	good
GB	53.81667	04/16/2018, 00:00:00	-3.05	Europe/London	average
IN	10.10649	2016-07-11	76.35484	Asia/Kolkata	building
RU	59.80917	07/10/2015, 00:00:00	30.38167	Europe/Moscow	excellent
KE	0.03813	23 Sep 2020	36.36339	Africa/Nairobi	accep
BG	42.7	2016/08/08	27.25	Europe/Sofia	building
GB	51.40148	2017/12/19	-1.32471	Europe/London	excellent
DE	52.2	2019/10/26	8.63333	Europe/Berlin	good
IN	18.18158	2020/05/21	76.03889	Asia/Kolkata	excellent
US	32.44874	23 Jan 2017	-99.73314	America/Chicago	good
PL	50.5107	2013-01-09	18.30056	Europe/Warsaw	good
UZ	40.78206	12/12/2014, 00:00:00	72.34424	Asia/Tashkent	average
KZ	47.46657	02 Sep 2016	84.87144	Asia/Almaty	average
IN	14.62072	2016/04/23	74.83554	Asia/Kolkata	accep
IN	26.44931	2016-04-06	91.61356	Asia/Kolkata	accep
DE	48.21644	2020/01/09	9.02596	Europe/Berlin	excellent
US	25.67927	05/07/2016, 00:00:00	-80.31727	America/New_York	excellent
IN	29.21399	2017-12-03	78.95693	Asia/Kolkata	maintenance
TZ	-4.83	2014/06/27	29.65806	Africa/Dar_es_Salaam	building
BR	-19.32556	2021/08/17	-41.25528	America/Sao_Paulo	maintenance
IN	11.93381	03/27/2020, 00:00:00	79.82979	Asia/Kolkata	average
DE	51.21667	2013-07-09	6.26667	Europe/Berlin	accep
PH	9.3337	09 Dec 2019	122.8637	Asia/Manila	good
IN	20.88098	2016-05-12	75.11937	Asia/Kolkata	average
BR	-29.2975	2020-12-02	-51.50361	America/Sao_Paulo	accep
US	41.75338	12/11/2016, 00:00:00	-86.11084	America/Indiana/Indianapolis	average
GB	53.46506	05/04/2016, 00:00:00	-1.47217	Europe/London	maintenance
FI	60.2052	05/12/2014, 00:00:00	24.6522	Europe/Helsinki	average
DE	48.46458	10/02/2016, 00:00:00	9.22796	Europe/Berlin	excellent
US	31.12406	2021/07/13	-97.90308	America/Chicago	average
MX	25.87972	03/21/2017, 00:00:00	-97.50417	America/Matamoros	building
NO	68.79833	2017-01-02	16.54165	Europe/Oslo	accep
IN	11.93381	2016/05/11	79.82979	Asia/Kolkata	building
US	35.05266	24 Oct 2019	-78.87836	America/New_York	excellent
CN	36.19278	20 Feb 2022	117.65694	Asia/Shanghai	accep
ID	0.51667	03/09/2022, 00:00:00	101.44167	Asia/Jakarta	maintenance
DE	53.94313	06/22/2021, 00:00:00	10.30215	Europe/Berlin	excellent
CN	23.73333	08/26/2015, 00:00:00	114.68333	Asia/Shanghai	building
US	32.35126	03/17/2014, 00:00:00	-95.30106	America/Chicago	average
GE	41.82143	2017/12/27	41.77921	Asia/Tbilisi	building
CN	34.56861	21 Apr 2022	105.89333	Asia/Shanghai	excellent
JP	35	18 Jan 2017	136.51667	Asia/Tokyo	excellent
US	39.71734	10 Nov 2017	-74.96933	America/New_York	average
MY	1.6	2016/05/21	103.81667	Asia/Kuala_Lumpur	average
RU	58.23583	2015-07-30	92.48278	Asia/Krasnoyarsk	excellent
BR	-21.41222	2021-09-13	-42.19667	America/Sao_Paulo	accep
RU	53.14657	04/25/2017, 00:00:00	140.72287	Asia/Vladivostok	average
MK	41.92361	11/12/2018, 00:00:00	20.91361	Europe/Skopje	excellent
IN	26.76628	2018/09/22	83.36889	Asia/Kolkata	good
PH	6.33444	2016-03-14	124.95278	Asia/Manila	maintenance
ES	40.42386	2020-09-29	-3.53261	Europe/Madrid	average
PK	29.38242	06 Apr 2015	70.91106	Asia/Karachi	average
GB	53.78333	2022-03-12	-1.06667	Europe/London	accep
IN	27.9247	13 Aug 2021	78.40102	Asia/Kolkata	good
US	33.45122	12 Jan 2018	-86.99666	America/Chicago	average
IT	45.50369	03/07/2014, 00:00:00	11.412	Europe/Rome	building
IN	26.11527	10 Mar 2014	86.59509	Asia/Kolkata	good
IT	45.50369	2017-12-19	11.412	Europe/Rome	excellent
US	33.52253	2017/10/22	-117.70755	America/Los_Angeles	good
DE	51.19139	2015-03-08	6.51352	Europe/Berlin	excellent
ID	-7.54972	2015/01/06	110.71639	Asia/Jakarta	building
UA	49.65186	12/12/2020, 00:00:00	26.97253	Europe/Kiev	building
GB	51.35084	07 Dec 2016	-1.99421	Europe/London	maintenance
RU	54.48147	2017-02-22	53.47103	Asia/Yekaterinburg	good
CN	37.19723	03/27/2019, 00:00:00	122.05228	Asia/Shanghai	maitennce
ES	43.31667	2016/01/19	-2.68333	Europe/Madrid	good
BR	-19.32556	17 Dec 2012	-41.25528	America/Sao_Paulo	good
RU	60.97944	14 May 2014	76.92421	Asia/Yekaterinburg	maintenance
MZ	-23.85972	2020-12-09	35.34722	Africa/Maputo	maintenance
ES	42.8139	10 Mar 2020	-1.64295	Europe/Madrid	average
TZ	-10.33333	2021-01-29	39.28333	Africa/Dar_es_Salaam	average
US	40.63316	22 Jun 2013	-74.13653	America/New_York	building
US	40.63316	13 Jun 2019	-74.13653	America/New_York	excellent
MX	21.28306	01/27/2014, 00:00:00	-89.66123	America/Merida	accep
IT	41.55947	2014-12-03	14.66737	Europe/Rome	excellent
PH	9.6531	2015/10/15	124.3697	Asia/Manila	good
MT	35.89972	03/13/2015, 00:00:00	14.51472	Europe/Malta	average
GB	53.83333	2017-01-08	-2.98333	Europe/London	building
IT	42.22718	10/17/2017, 00:00:00	14.39024	Europe/Rome	building
GH	5.30383	22 Oct 2017	-1.98956	Africa/Accra	good
BR	-20.87306	07/17/2018, 00:00:00	-48.29694	America/Sao_Paulo	accep
US	43.1009	30 Dec 2013	-75.23266	America/New_York	excellent
RU	54.39304	08/29/2013, 00:00:00	53.26023	Europe/Moscow	good
DE	52.59319	11/01/2014, 00:00:00	13.32127	Europe/Berlin	accep
UA	49.07866	2021/02/18	30.96755	Europe/Kiev	accep
RU	56.85836	12/06/2018, 00:00:00	35.90057	Europe/Moscow	accep
IN	23.49668	07/03/2021, 00:00:00	86.68363	Asia/Kolkata	good
PK	31.82539	2019-11-01	72.54064	Asia/Karachi	average
AD	42.50729	11 Aug 2017	1.53414	Europe/Andorra	average
DE	53.6052	2019/02/18	10.03988	Europe/Berlin	accep
ES	39.96348	2015/06/21	-4.83076	Europe/Madrid	building
US	41.15376	03/16/2017, 00:00:00	-87.88754	America/Chicago	good
IT	45.78071	19 Dec 2018	12.84052	Europe/Rome	accep
PL	50.86079	2012-12-27	17.4674	Europe/Warsaw	average
RU	61.78491	2018/10/12	34.34691	Europe/Moscow	excellent
US	42.97086	02/24/2015, 00:00:00	-82.42491	America/Detroit	building
PH	14.62578	2013-10-14	121.12251	Asia/Manila	excellent
PH	15.72892	2022/07/30	120.57224	Asia/Manila	building
MK	42	2020-05-20	21.32778	Europe/Skopje	maintenance
SV	13.73417	2017/01/12	-89.71472	America/El_Salvador	good
CO	6.46838	11/08/2021, 00:00:00	-73.26022	America/Bogota	excellent
CN	40.85158	2016/09/06	122.74754	Asia/Shanghai	accep
PH	9.3337	2018/11/13	122.8637	Asia/Manila	good
IN	10.10649	2016/04/03	76.35484	Asia/Kolkata	maintenance
CO	10.98778	2016-07-13	-74.95472	America/Bogota	good
ES	42.06166	21 Jan 2018	-1.60452	Europe/Madrid	good
PA	9.15093	2015-09-21	-79.62098	America/Panama	good
IN	22.19303	06 Apr 2018	88.18466	Asia/Kolkata	good
JP	37.56667	17 Apr 2017	140.11667	Asia/Tokyo	average
KR	37.1759	02/18/2014, 00:00:00	128.9889	Asia/Seoul	maintenance
DE	50.23805	09/02/2016, 00:00:00	8.86704	Europe/Berlin	average
DE	48.78232	2015-04-24	9.17702	Europe/Berlin	accep
FR	48.98693	2017-03-09	2.44892	Europe/Paris	average
ES	37.35813	29 Aug 2019	-6.03731	Europe/Madrid	accep
PK	30.29184	2013-12-30	71.67164	Asia/Karachi	average
US	42.52787	2020-01-09	-70.92866	America/New_York	accep
US	40.58654	05 Nov 2019	-122.39168	America/Los_Angeles	maintenance
IT	44.89784	2020-07-16	8.86374	Europe/Rome	average
PT	41.1053	13 Sep 2019	-7.32097	Europe/Lisbon	excellent
CO	7.83389	30 Sep 2020	-72.47417	America/Bogota	excellent
RU	56.03361	2013/03/26	35.96944	Europe/Moscow	excellent
PT	41.1053	07 Oct 2014	-7.32097	Europe/Lisbon	average
US	26.2173	30 Dec 2018	-80.22588	America/New_York	building
US	41.24255	2012/10/10	-82.61573	America/New_York	accep
EC	-2.13404	2015-05-03	-79.59415	America/Guayaquil	maintenance
US	35.05266	26 Jan 2022	-78.87836	America/New_York	good
US	33.93113	11/13/2013, 00:00:00	-117.54866	America/Los_Angeles	building
CO	4.73245	2013-09-04	-74.26419	America/Bogota	good
LT	54.39635	11 Jan 2014	24.04142	Europe/Vilnius	building
IN	31.28092	2020-12-08	74.85849	Asia/Kolkata	accep
DE	50.72043	07 Feb 2016	11.34046	Europe/Berlin	average
TH	13.8196	2013/10/10	100.04427	Asia/Bangkok	average
PL	50.20528	2015-12-12	19.27498	Europe/Warsaw	good
DE	49.5099	2022-07-02	6.74549	Europe/Berlin	maintenance
IT	44.59445	2021-09-22	11.04979	Europe/Rome	maintenance
RU	44.98901	2016/08/19	38.94324	Europe/Moscow	good
MA	33.42585	05/18/2016, 00:00:00	-6.00137	Africa/Casablanca	good
US	41.66394	06/06/2014, 00:00:00	-83.55521	America/New_York	accep
DE	52.86147	2022-04-10	9.5926	Europe/Berlin	maintenance
VN	10.29085	05/26/2016, 00:00:00	105.75635	Asia/Ho_Chi_Minh	good
IN	22.75218	08/20/2015, 00:00:00	72.68533	Asia/Kolkata	average
IT	40.53123	2014-09-06	17.58522	Europe/Rome	accep
US	37.60876	04/04/2014, 00:00:00	-77.37331	America/New_York	building
US	40.67705	16 Mar 2017	-73.89125	America/New_York	excellent
CN	41.27194	11/13/2015, 00:00:00	123.17306	Asia/Shanghai	average
IT	45.50369	28 Feb 2016	11.412	Europe/Rome	accep
US	35.74788	2016/08/10	-95.36969	America/Chicago	good
IL	31.92923	10 Mar 2021	34.86563	Asia/Jerusalem	building
BR	-23.44361	08/03/2016, 00:00:00	-51.87389	America/Sao_Paulo	good
IN	10.58806	10/28/2020, 00:00:00	77.24779	Asia/Kolkata	building
BR	-4.42472	2013/08/18	-41.45861	America/Fortaleza	accep
DE	48.07667	2014-04-05	8.64409	Europe/Berlin	excellent
FR	43.61058	16 Mar 2021	1.33467	Europe/Paris	maintenance
GB	51.26	10 May 2013	-2.1875	Europe/London	good
US	35.74788	08/20/2013, 00:00:00	-95.36969	America/Chicago	accep
IQ	32.61603	2014-07-24	44.02488	Asia/Baghdad	accep
GB	51.84819	2013-03-19	1.26738	Europe/London	average
ZA	-26.93366	16 May 2019	29.24152	Africa/Johannesburg	excellent
RU	53.53041	02/06/2016, 00:00:00	43.67663	Europe/Moscow	accep
PA	9.15093	06/25/2013, 00:00:00	-79.62098	America/Panama	maitennce
UA	45.99194	2016/05/11	29.41824	Europe/Kiev	average
DE	53.59337	2013-02-08	9.47629	Europe/Berlin	accep
PE	-15.21194	2017/06/10	-75.11028	America/Lima	building
US	33.44872	2014/12/24	-86.78777	America/Chicago	average
SO	-0.35817	04 Nov 2012	42.54536	Africa/Mogadishu	accep
RU	46.7055	01/11/2021, 00:00:00	38.2739	Europe/Moscow	building
MM	16.68911	10 Dec 2013	98.50893	Asia/Yangon	building
GB	51.64316	2012/10/02	-0.36053	Europe/London	good
VE	8.62261	01 Jul 2013	-70.20749	America/Caracas	accep
BR	-10.90889	2019/03/14	-37.03861	America/Maceio	maintenance
ES	43.32686	02 Mar 2018	-2.98884	Europe/Madrid	excellent
RU	53.93361	2013/05/29	37.92792	Europe/Moscow	average
IN	28.71271	30 Jan 2022	77.656	Asia/Kolkata	accep
IN	25.66795	02/12/2015, 00:00:00	85.83636	Asia/Kolkata	average
NL	51.65333	2020/06/23	5.2875	Europe/Amsterdam	good
CA	45.40008	2022-03-07	-73.58248	America/Toronto	accep
NL	52.31333	28 Nov 2014	6.92917	Europe/Amsterdam	building
US	29.65163	2019/09/09	-82.32483	America/New_York	building
IN	14.62072	09 Aug 2020	74.83554	Asia/Kolkata	average
