TEMP	PM10	NH3	C2H3NO5	Pb	CH4	O3	warning	SO2	latitude	longitude	NOx	H2CO	PRES	CFCs	CO	PAHs	PM2.5
8.15005	9.33434	7.92958	0.23682	43.43744	9.30167	5.55551	0.00000	8.61500	11.00599	77.5609	6.34204	53.00949	1103.98882	50.99078	9.45179	9.54635	6.32697
7.45584	9.45959	10.36278	0.29266	50.95789	7.38567	8.60744	0.00000	6.38499	39.72943	-104.83192	6.71348	63.20103	1060.95313	39.72371	10.88952	6.68094	11.18801
12.06397	10.54391	7.81330	0.81399	48.80848	8.34656	5.47628	1.00000	9.02023	23.04419	-82.00919	4.71973	57.85540	1083.78245	38.04219	7.87170	10.64309	10.53955
23.40868	9.55786	9.07778	0.31889	45.55445	6.87734	7.02756	0.00000	9.81228	23.07492	88.28637	6.77214	39.70313	1056.12020	45.06409	8.81976	9.63131	6.48139
22.71324	6.57409	7.63017	0.04492	36.38064	8.50141	9.81370	0.00000	6.17068	33.41012	-91.06177	10.62761	50.25514	1100.65174	30.16904	7.93635	7.00336	5.20151
21.78110	9.45763	7.68879	0.28772	50.20009	7.39691	6.39885	1.00000	9.72313	40.85158	122.74754	6.73085	56.42728	1118.96078	45.00690	6.69120	10.00212	10.87957
33.98457	8.63309	6.49924	0.15202	41.94394	8.36177	7.07256	0.00000	7.89810	9.92787	-84.13722	7.73863	46.47587	1190.61840	54.45751	9.47387	8.56552	6.01407
27.41749	6.62795	6.60176	0.05037	54.13323	9.59316	5.45161	1.00000	7.64943	39.96348	-4.83076	9.06648	48.06698	1123.37732	41.94649	8.53585	9.26996	7.26733
9.58685	4.87670	7.25697	0.03672	51.84813	9.65995	8.72252	1.00000	8.93596	-33.59217	-70.6996	7.37678	47.85792	1120.75270	40.47485	9.92210	10.68901	7.22339
17.39934	7.72671	7.27436	0.09633	34.99382	8.33572	6.09340	0.00000	6.96890	-30.60106	-71.19901	6.30752	43.97621	1111.32996	27.39641	10.60704	8.50137	5.98982
16.21958	4.84599	7.82914	0.03703	48.53130	7.44864	8.60911	1.00000	8.60599	37.74615	-25.66689	9.19424	43.01419	1166.06553	44.32493	9.20493	8.12669	7.58400
12.37808	9.72591	8.08029	0.35851	33.21876	8.68818	8.39949	0.00000	8.97340	48.8765	2.18967	5.38287	55.43947	1057.90454	40.92928	12.25890	7.51721	13.76273
24.37821	10.48724	6.86155	0.76168	46.50289	7.08425	10.93970	0.00000	8.54918	34.09668	-117.71978	3.18443	37.43098	1073.15697	78.51879	6.46827	5.51102	5.79945
10.12592	9.22737	7.62141	0.25141	46.05794	9.57019	10.47420	0.00000	7.91928	51.955	5.22778	7.16697	54.99048	1070.44639	41.31726	7.71765	7.47150	6.22991
	7.66222	8.58815		55.06864	7.82009	8.65616	0.00000	7.30292	58.63667	59.80222	7.63574	36.35642	1095.46304	47.38808	8.54063	5.99875	11.73448
9.48712	7.56681	7.51929	0.07177	61.11073	8.02653	10.16823	0.00000	7.64147	40.92298	14.30935	6.97027	36.12934	1165.92453	39.27043	5.44057	6.01185	7.82839
7.10234	9.92186	8.41039	0.46175	63.04897	8.50757	9.34648	0.00000	6.95194	10.7375	122.9666	6.23754	49.98909	1104.56876	38.64402	10.31356	7.04314	9.66631
7.32735	7.64278	8.68290	0.06547	56.65964	7.85442	9.28900	0.00000	8.55940	25.92127	86.79271	7.16039	42.46791	1100.26304	39.93647	7.09633	6.18162	9.68757
27.87247	10.86696	8.64007	1.08946	14.38968	7.00138	6.61754	0.00000	9.96721	22.88783	84.13864	6.01605	30.35025	1121.52064	36.54241	8.57817	10.81543	6.83543
-9.01200	9.58572	10.21746	0.33790	63.75857	8.61856	9.81262	0.00000	8.92948	42.06166	-1.60452	9.52662	55.94737	1110.50093	62.30811	11.36814	9.34773	7.88229
3.54741	12.94525	8.47820	8.60879	54.78400	7.71971	6.43358	1.00000	7.38417	-22.97056	-46.99583	4.21478	43.56816	1108.48988	65.23435	3.22943	6.60227	9.01538
9.38381	9.72843	8.39092	0.36629	58.21029	6.37734	6.46920	1.00000	8.06929	-22.53722	-42.98194	5.05550	30.57838	1171.70611	44.48656	5.57214	9.46736	11.03467
14.56600	9.40717	6.54850	0.28799	19.13270	7.32415	6.26135	0.00000	7.44895	0.49113	29.47306	7.43104	52.48686	1108.51042	56.81222	10.31794	9.38876	5.42245
26.59535	6.66483	7.02469	0.05643	62.80916	6.45523	6.01019	1.00000	7.70576	-7.76667	35.7	7.66805	45.37661	1127.46274	50.21836	9.85713	9.60909	6.31164
-5.93977	8.09588	8.63938	0.08329	60.50523	5.83249	6.87607	0.00000	7.02854	22.75218	72.68533	6.43465	52.85467	1095.41462	44.77265	12.07505	8.19104	5.88961
3.21537	8.81727	6.99822	0.16078	52.81583	7.47370	9.31916	0.00000	6.50155	2.2139	102.3278	6.26202	42.67663	1132.27836	30.35284	8.28870	5.90368	9.46986
17.13429	9.42728	8.96192	0.27843	46.58892	8.65827	6.79255	0.00000	7.27089	10.15031	-73.9614	6.87433	39.64506	1090.94454	47.54729	8.59903	9.22542	6.94926
29.51189	7.77766	9.95025	0.09640	36.94488	7.58611	6.91960	1.00000	7.45744	-11.78333	19.91667	7.64615	44.79475	1103.81097	49.22692	7.70128	9.72866	10.57052
33.56136	8.52772	8.62136	0.12326	58.20602	8.32557	4.97027	0.00000	9.04845	50.82709	6.9747	7.91031	32.67969	1058.59758	42.32425	5.82878	10.58901	11.56249
21.87481	7.73529	7.74374	0.08255	73.74912	6.87459	8.04063	0.00000	7.21595	-12.91667	-39.25	6.18902	37.92487	1097.06415	26.76438	8.63022	5.42098	12.55017
-13.51023	7.93561	9.01545	0.08748	47.81589	7.94453	8.42098	0.00000	7.83572	48.77275	5.16108	7.99077	49.54233	1084.73695	43.86477	9.70485	7.32492	11.62518
13.59772	8.84188	5.93955	0.16121	29.26169	9.67541	4.58756	1.00000	8.41455	42.67164	14.01481	6.83644	70.41769	1182.20321	58.86142	6.29931	9.73871	10.36309
27.74534	5.28905	7.56336	0.03270	45.85402	7.02058	4.12305	1.00000	8.07279	25.80565	68.49143	8.57445	30.40228	1107.66681		8.77359	9.31457	9.10444
9.67880	4.65834	7.97507	0.02642	51.95666	8.55900	5.82250	1.00000	9.22867	19.32889	-99.32556	10.15167	37.38735	1149.95976	58.85507	10.16782	6.65353	8.99209
10.68024	7.90577	8.78526	0.08051	49.64543	9.70825	6.90504	1.00000	6.70445	51.35084	-1.99421	8.15314	61.75416	1199.78395	42.55382	5.62070	10.22634	5.30222
28.46205	8.00636	7.82124	0.08027	50.96864	10.96630	9.49211	1.00000	8.28814	53.38333	-0.76667	10.18581	25.57401	1198.26757	56.15005	7.16355	8.54500	9.52016
22.12340	8.73024	8.06937	0.15452	36.98006	6.51849	8.48861	0.00000	8.22298	34.25	135.31667	7.35512	40.05155	1053.75284	43.22827	10.44701	6.86944	11.71403
31.94532	9.64056	7.03003	0.32795	43.91161	8.40837	7.92249	1.00000	8.62922	31.76212	-95.63079	7.22058	30.10851	1051.81106	39.98782	6.75638	8.63935	10.67832
5.08093	5.65676	8.92933	0.04319	32.33230	8.66332	5.35605	1.00000	8.47294	38.07789	13.44275	8.66925	45.33037	1096.08938	37.48209	10.49465	9.87610	7.88979
23.10657	10.52246	7.11980	0.76904	41.89846	7.18903	8.51966	0.00000	7.91139	36.65	138.31667	3.77723	29.70313	1137.13567	27.75595	10.62696	6.20487	10.75851
12.68916	9.79365	6.05196	0.39101	45.73259	7.61746	8.85966	1.00000	5.18326	27.9247	78.40102	8.38405	51.02264	1070.00158	25.47681	9.60898	8.51629	6.09485
14.15542	9.73883	8.10715	0.38868	37.59680	8.88249	9.22540	1.00000		25.87498	86.59611	5.35009	51.96470	1145.75329	53.69710	7.11716	8.24612	10.29465
20.02515	8.67745	10.73342	0.13241	32.36124	6.73632	8.76411	0.00000	7.68344	26.67319	31.4976	6.76123	43.43189	1090.30621	39.63005	9.86728	9.04046	6.26545
23.54893	8.27873	6.67937	0.11975	39.67822	7.53408	3.29871	1.00000	7.64057	25.13915	73.06784	10.72082	42.17105	1153.12192	52.31267	7.50269	8.22626	6.79035
15.48999	6.73905	7.78444	0.03963	38.92698	8.29222	7.01310	1.00000	8.32684	41.09246	45.36561	8.38928	59.15405	1142.26849	64.49400	12.19590	10.91146	5.61337
21.35674	8.90429	8.71579	0.17461	55.81515	7.46399	5.09650	1.00000	6.66312	39.43534	-84.20299	8.83322	29.04459	1194.40619	63.52836	4.48836	9.27169	8.06840
20.02421	8.50774	8.06635	0.13795	43.03798	8.40614	6.05519	0.00000	9.52319	3.27833	32.88667	6.26499	47.30251	1196.73578	55.56160	12.01062	9.64056	4.58193
17.97142	10.45070	8.48372	0.73952	20.10280	8.41116	9.08963	0.00000	7.75311	9.57046	76.32756	7.78755	34.50685	1183.78165	24.84022	12.25053	8.34551	9.05056
12.89441	7.95109	7.04189	0.07861	37.67288	6.48996	9.10811	1.00000	7.26662	36	139.55722	8.04315	31.09831	1104.60841	22.29400	7.49249	8.21136	8.54631
15.81091	7.17744	8.58554	0.04754	53.97587	6.93481	8.47421	1.00000	7.74405	12.74409	-8.07257	5.07907	50.30597	1121.85090	32.44655	9.55248	8.98177	8.16360
9.47030	9.57247	6.26595	0.31885	51.42244	6.52829	10.11208	0.00000	8.99431	41.84364	-87.71255	6.17633	38.97089	1106.44787	61.90829	7.83941	5.95005	7.13060
14.06203	6.49627	6.94278	0.04877	64.62450	7.31877	6.98017	0.00000	6.22076	34.86472	117.55417	7.52181	58.42279	1161.83842	38.57146	8.05752	10.22702	8.87609
3.14340	10.49322	7.48710	0.76955	37.77371	6.30748	5.82130	0.00000	6.89164	50.74497	3.20639	5.49260	40.95461	1119.37765	32.24614	9.72834	9.79400	7.31351
0.32654	10.12639	6.77360	0.54164	50.80402	8.77132	8.04080	1.00000	9.05723	36.91023	-121.75689	3.90824	68.64823	1051.17560	49.54329	8.50939	9.03556	11.20357
12.07232	10.42075	8.18440	0.73003	53.05394	7.70666	6.84897	0.00000	7.87856	51.95838	4.47124	8.18962	46.61579	1169.15680	56.74788	7.82789	9.97292	6.07301
20.82283	8.24045	9.27313	0.09716	75.85701	9.35292	5.08102	1.00000	10.38038	20.21322	-100.88023	7.69228	39.75201	1119.12943	37.55385	6.92894	10.96441	5.57049
9.35958	7.41588	8.54696	0.06703	42.58288	8.78525	6.20515	0.00000	9.90983	42.67164	14.01481	8.61487	34.58336	1064.10698	69.84853	9.56661	9.72289	3.71961
3.20856	8.31153	8.19063	0.09926	38.39928	5.39013	5.06965	1.00000	7.62089	43.48961	-8.2194	5.04204	51.64130	1150.93016	43.07254	6.17086	8.43118	8.00373
20.99877	10.65371	8.31466	0.88837	62.25370	6.38521	5.90654	1.00000	7.17556	37.56667	140.11667	7.43308	31.25786	1064.84300	57.02599	5.36807	7.63744	7.71153
2.32166	7.66279	7.76292	0.06335	35.30131	9.37735	4.81257	1.00000	9.44235	37.74615	-25.66689	8.61546	45.43402	1057.06643	29.23956	7.69031	12.07795	10.53027
24.21381	9.34111	7.41060	0.24519	48.42276	10.11798	9.33390	0.00000	7.09723	-6.48167	106.85417	5.05330	46.92335	1053.63199	44.61608	8.58416	6.12720	9.65323
24.23722	10.45690	8.41393	0.75759	38.39419	8.06022	6.79158	0.00000	8.46212	36.61954	4.08282	8.20125	32.37313	1050.43331	49.44067	10.05311	10.30007	4.69837
23.94148	5.79262	7.64003	0.01578	75.37728	5.77853	6.67078	1.00000	9.28483	46.18396	6.10237	7.81760	46.15580	1142.29048	49.28347	10.38319	9.22124	6.83466
8.23859	6.74780	8.10995	0.03249	55.84577	9.68385	7.40210	1.00000	7.24850	36.76775	2.95924	9.58740	56.54976	1110.91300	61.09131	10.49053	8.87758	5.91251
25.67924	11.26140	7.84032	1.62301	41.09859	7.60003	8.11340	1.00000	6.90413	35.61452	-88.81395	4.60223	41.88871	1129.39443	31.96968	7.25500	9.02480	10.62338
20.66716	8.60182	6.47879	0.12866	58.24593	6.57330	10.09750	0.00000	7.61387	16.68911	98.50893	7.31296	33.64162	1148.71073	62.98395	6.28257	6.02071	5.41876
20.28647	7.52102	8.06572	0.07745	38.57538	8.89739	9.06035	0.00000	8.67210	24.28859	116.11768	8.44182	48.23921	1095.96710	50.32932	8.38938	7.33590	9.89700
9.97546	7.26356	7.29150	0.04669	38.96716	8.46282	6.19770	1.00000	7.56948	-33.38056	-56.52361	10.25737	27.75962	1142.72545	55.59213	6.81303	8.12356	6.46931
-2.32376	11.50880	6.30090	2.08304	20.31402	9.73580	5.94233	1.00000	8.59244	35	136.51667	5.10394	54.56190	1105.77033	36.72084	6.97446	10.76126	11.96113
27.13983	10.68961	8.39728	0.92986	57.72891	7.25748	7.45019	1.00000	7.41903	9.89206	43.38531	3.02030	42.36843	1117.22727	33.72172	9.71937	8.72066	9.51295
22.10416	7.71328	10.27786	0.10034	48.19419	7.91350	7.07945	1.00000	7.05492	13.51825	99.95469	8.65450	33.23757	1052.75640	61.67394	6.40091	10.51522	7.98349
9.56347	9.16161	7.55898	0.24631	53.43949	8.31441	6.38825	0.00000	6.32797	36.82167	128.63083	5.12632	28.99036	1123.39330	41.72882	11.15525	9.84264	6.10555
9.89896	8.71660	7.86568	0.16151	42.79140	8.29315	7.67977	0.00000	6.77414	44.98901	38.94324	6.82770	56.72901	1058.40428	22.81300	9.21543	8.59545	6.83257
8.77286	9.99380	8.15054	0.48972	37.57407	8.19112	6.11473	1.00000	6.79917	-28.24	-48.67028	7.18224	57.68453	1160.96546	56.82842	4.84867	9.23505	9.93101
13.56846	5.33400	8.14439		41.89216	8.93919		1.00000	7.94407	59.33333	18.28333	9.55457	8.65592	1173.32923	65.51217	11.07890	7.87856	7.56998
12.46997	9.21235	6.30259	0.24371	41.00300	8.15735	9.00619	1.00000	7.16394	-27.4338	-65.61427	9.51659	32.05352	1143.51681	63.65522	4.66142	11.15691	9.89601
2.99492	9.49241	8.69169	0.28628	26.82100	6.77046	5.65295	1.00000	8.79155	40.87363	14.34085	7.04201	36.91642	1147.56880	31.80414	6.13044	9.54374	10.06153
3.87187	8.84114	7.62272	0.17957	59.28482	8.19627	8.31377	1.00000	8.11683	-14.66463	-52.35558	8.35115	43.74541	1135.22917	44.27157	5.93510	7.77887	10.07322
28.78686	10.01388	7.45356	0.49259	31.16688	7.73856	4.97996	0.00000	8.85056	17.54907	82.85749	7.92555	53.29190	1123.98768	38.40461	8.70621	8.89454	6.03418
21.84455	9.76408	6.26294	0.36759	39.63979	9.22425	7.53128	0.00000	7.24243	2.41669	30.98551	7.52339	38.21656	1190.83405	29.62071	9.03107	8.96655	6.35330
22.72842	11.22244	7.06255	1.56241	62.14913	8.18227	3.33224	1.00000	9.00148	32.54278	111.50861	5.05465	70.67350	1160.45605	51.41884	5.48072	8.48605	7.62985
9.92146	9.38609	8.32039	0.25746	78.69158	7.52287	8.41215	0.00000	5.93232	43.4125	23.225	5.20817	52.98208	1052.85090	48.55464	10.01497	5.74687	11.77771
10.53367	9.28791	7.55851	0.25097	52.00083	9.93928	4.85381	1.00000	8.52023	45.50369	11.412	4.77240	49.55434	1152.81168	54.18148	7.11226	7.92578	9.23288
4.91156	11.33483	8.65000	1.75341	39.75877	7.43689	6.09588	1.00000	8.57058	37.19723	122.05228	6.59314	37.29370	1057.75049	27.64998	6.20027	11.85197	11.75911
15.85441	6.87276	6.66609	0.04172	42.77753	9.20742	9.54017	1.00000	8.68237	39.43534	-84.20299	9.06453	44.91492	1186.30500	38.56168	10.59761	10.18488	4.73262
12.86430	6.85079	7.06293	0.03822	34.64015	6.57933	8.64691	0.00000	9.04873	-2.13404	-79.59415	7.30509	39.85836	1077.37584	53.69914	9.78134	7.51793	6.15745
16.52020	5.88061	9.50110	0.04025	40.78743	6.02958	8.33433	1.00000	7.24223	33.54428	-84.23381	8.26214	65.25675	1160.36490	52.69039	10.64709	9.96151	6.19494
2.88119	8.03701	7.30853	0.09392	58.58992	6.16738	8.76625	0.00000	5.42489	28.15112	-82.46148	6.68073	51.51312	1168.04983	60.23322	8.26434	6.26272	10.35583
19.23198	6.10251	6.63420	0.04590	49.52594	8.71107	8.43410	1.00000	8.76432	-21.205	-41.88778	6.63995	55.89883	1166.00970	54.76376	8.17044	8.01963	8.15620
6.57553	7.04353	7.98297	0.05156	47.14647	8.72748	5.99058	1.00000	9.04042	-21.44236	27.46153	8.97756	34.82643	1107.80471	39.20436	9.07910	9.20583	6.33844
-4.91584	9.89030	7.83658	0.42665	36.49991	9.08899	4.37966	0.00000	6.83486	58.7002	59.4839	6.33908	37.73900	1143.55063	64.69184	9.95842	9.25512	6.40174
2.52276	10.72579	9.45315	0.96998	28.73245	7.49653	10.55326	0.00000	9.10537	48.8765	2.18967	7.38915	20.15896	1163.31263	40.98578	10.35394	8.23704	6.05550
33.19377	5.49566	8.97903	0.03531	67.72464	6.81132	6.89975	1.00000	6.07616	9.57046	76.32756	9.05019	50.37820	1150.16943	55.25222	9.69752	8.23038	7.32906
15.01420	8.95605	9.07006	0.19839	46.20848	8.48097	8.29832	0.00000	8.14085	41.14676	-73.49484	5.67289	46.88586	1184.21533	42.85850	9.04608	9.06661	7.34575
6.16953	8.56697	9.38444	0.12914	19.70253	8.95967	8.46216	0.00000	8.25547	45.43341	-73.86586	6.66360	43.59274	1186.47347	43.08786	8.48116	5.38416	9.99278
14.47848	11.68010	9.47768	2.44861	49.55888	7.25227	7.87679	1.00000	7.27281	9.15093	-79.62098	5.71396	34.48296	1136.54952	61.08025	5.86708	8.63529	9.37592
-7.92459	8.29902	7.21386	0.10016	79.39499	7.53392	4.83433	1.00000	8.44328	42.35843	-71.05977	3.21295	46.85530	1163.37329	46.72714	8.90507	8.72137	9.63231
25.68904	8.26774	7.66017	0.11312	61.35168	7.72855	8.87168	0.00000	7.72567	13.73417	-89.71472	8.66829	42.50532	1134.90844	50.84835	9.45992	8.79756	5.02709
18.95443	9.62095	7.03197	0.33878	50.04658	9.38860	6.16449	1.00000	9.10468	18.03496	-66.8499	3.35211	55.29072	1055.65635	64.89282	8.13643	8.74352	9.73247
20.46284	8.22927	7.22948	0.11656	61.29951	7.28123	3.86132	1.00000	8.37059	36.81667	117.81667	11.02810	33.59099	1176.84293	53.52927	9.21240	8.06813	6.35985
-1.95454	6.56508	7.53362	0.05939	59.29698	9.38001	7.77622	1.00000	8.80728	41.0051	-73.78458	8.30910	58.09711	1070.02992	20.04239	9.64428	10.07574	5.68302
24.02668	5.38933	8.77883	0.05185	28.80212	7.95064	7.11955	1.00000	7.41161	-10.91722	-37.65	8.25048	54.09914	1195.31461	55.96854	9.81927	8.91458	7.42111
14.75962	9.04488	7.33059	0.20570	47.84394	7.59152	10.20963	0.00000	4.87829	51.19139	6.51352	7.30561	43.04378	1153.07612	47.04365	7.34259	6.69366	5.92015
14.77810	8.43518	8.86552	0.13310	59.89657	6.80018	5.51828	1.00000	5.93010	29.65163	-82.32483	8.14196	31.66369	1187.81521	44.12147	4.10154	7.56122	7.72989
9.98950	11.18707	7.70350	1.51052	35.86387	8.48805	9.56012	0.00000	8.15039	59.37722	28.19028	7.54155	51.37082	1158.93816	69.08254	13.18545	8.53436	10.01727
13.85266	7.78719	6.90396	0.09978	33.12982	8.19312	8.89020	0.00000	10.68397	60.18427	24.95034	9.13840	31.39072	1086.61183	45.16459	8.40854	7.07654	8.26852
2.86354	5.99454	7.62679	0.05338	42.00133	7.04020	6.69345	1.00000	7.89495	37.31309	40.74357	9.77345	45.48687	1176.71846	34.03886	8.09099	7.56913	7.45164
20.50587	7.30302	6.33764	0.05227	17.00656	7.67383	5.59351	1.00000	7.98180	45.16024	-93.08883	8.13607	47.40189	1093.06807	19.14814	6.35789	8.93519	6.45894
9.86766	10.53834	7.27408	0.80300	41.45308	7.29464	4.28646	0.00000	8.07032	10.98778	-74.95472	5.12291	48.68932	1181.13360	66.84647	10.78688	10.37415	6.30787
7.44607	8.35646	6.95686	0.13741	43.61258	7.37274	9.19747	1.00000	7.48147	48.35149	8.96317	4.15588	25.43268	1130.32585	33.71968	9.42865	8.86823	10.28253
18.74613	6.69711	8.50908	0.05668	34.48040	7.61228	6.70055	1.00000	8.48148	41.82143	41.77921	7.27613	44.17347	1171.46814	47.79940	7.88210	10.79867	6.23657
-3.43103	8.78862	7.61088	0.16817	34.68601	8.76159	6.51027	1.00000	7.33955	19.04222	-98.11889	4.80399	60.44819	1079.92100	37.36190	8.64589	7.82626	9.32616
26.07746	8.30252	7.78490	0.11361	73.55182	7.80361	4.53356	1.00000	4.75181	-7.81667	112.01667	8.32173	57.40897	1164.20412	62.21722	7.05732	10.28025	5.80921
25.58952	9.17913	8.77297	0.23224	56.69839	4.99126	3.91434	0.00000	7.11610	32.42067	-104.22884	7.82810	64.62140	1096.98742	36.09263	5.49204	10.46463	9.17440
20.00576	7.31758	6.64162	0.06331	56.45465	8.56936	7.71185	0.00000	7.67271	-28.81833	-52.51028	8.53365	41.27071	1107.44862	59.97745	10.58023	8.14408	4.40054
27.10602	10.73128	7.40670	0.97569	61.87958	7.70546	3.70686	1.00000	6.66847	33.43443	-5.22126	4.32839	60.76499	1099.80508	40.69371	6.61414	12.05072	10.86704
14.16979	7.95893	7.66937	0.09895	60.43947	7.48005	7.74565	1.00000	7.61650	18.00747	-76.78319	8.72147	44.59579	1181.43199	44.25566	11.58051	12.10424	4.22806
12.01583	10.40067	6.37011	0.69854	43.28930	6.68256	7.97438	0.00000	8.48078	46.1351	-60.1831	6.73912	35.46145	1108.49600	36.30171	8.57183	8.68240	7.55078
19.93591	10.10081	8.26587	0.52974	20.74921	6.11703	5.94597	1.00000	6.93942	53.38333	-0.76667	2.89705	27.28217	1062.22766	54.34734	7.26111	7.23629	8.43372
19.73537	10.74944	8.23865	0.97377	53.48929	7.18642	5.35794	0.00000	9.27077	-22.57306	-47.1725	7.17074	41.64660	1117.36461	31.31572	8.20093	9.79372	6.82739
12.74971	9.20475	7.97480	0.23289	58.08116	8.32565	6.46161	0.00000	8.92299	11.84962	-86.19903	6.53671	43.59199	1147.15074	47.55060	6.23856	9.55790	7.88081
25.75782	6.53693	8.94873	0.04229	41.59578	6.42838	10.03706	1.00000	6.59590	48.77644	2.29026	8.98466	53.29608	1151.87958	38.38762	8.25124	9.37937	5.25063
10.70652	5.98101	7.23443	0.04584	48.75510	8.50182	7.62285	0.00000	7.82301	-31.4488	-60.93173	10.65694	19.92621	1136.82096	45.99458	8.01690	6.59817	4.63799
15.98404	7.94187	7.55648	0.10574	42.27273	8.16861	6.11650	1.00000	9.00475	48.52961	12.16179	8.69045	66.50197	1138.33077	74.67349	7.26278	10.51717	5.70375
14.49409	10.27955	8.96900	0.62100	62.20461	9.02412	5.80511	1.00000	8.62304	51.64316	-0.36053	9.45711	38.85325	1156.91630	43.94228	7.98085	10.65753	3.12536
2.66857	9.41357	6.93147	0.29299	60.82706	8.14044	4.68294	1.00000	6.45308	-12.91667	-39.25	11.57699	53.81668	1151.25997	42.54168	7.74879	8.52917	4.85207
1.62860	10.94282	8.20488	1.18966	48.90534	7.46720	4.85701	1.00000	7.49807	22.49396	-105.36369	5.33379	41.63866	1146.41898	63.10544	6.24101	9.28776	11.14428
-4.40587	10.22919	7.63300	0.61022	38.94236	7.70047	4.94832	0.00000	7.88278	53.94313	10.30215	5.57808	32.32292	1128.28898	37.86507	8.18186	10.06883	7.61854
24.16893	8.69317	8.52006	0.15682	62.66056	7.67500	6.97458	0.00000	8.81350	44.59445	11.04979	7.90169	18.73204	1147.86812	41.38224	8.07539	7.59025	7.38502
16.64804	5.08716	8.19997	0.01982		7.94717	4.17843	1.00000	9.75656	-10.91722	-37.65	9.14521	52.95501	1195.32640	43.51547	6.66533	6.90062	9.62723
19.00707	7.83869	10.67464	0.08078	43.61395	8.03649	6.04014	1.00000	7.95346	37.73604	-120.93549	6.63643	45.06020	1095.95292	52.81215	7.20537	8.54169	8.67886
16.17397	6.10657	7.55418	0.03361	57.05841	7.15607	6.14411	1.00000	8.89131	52.66277	-2.01111	11.40244	51.15384	1136.16550	42.78165	12.08529	7.04015	7.03323
10.18806	12.25061	7.48415	4.32618	45.01569	9.18617	7.38244	1.00000	8.07575	10.22677	-67.33122	6.55714	35.25154	1154.81747	55.15499	5.42210	9.63499	6.56241
11.42165	8.72228	7.61960	0.14799	58.85200	6.95974	9.16226	0.00000	6.35721	40.42386	-3.53261	7.05739	52.63302	1099.11106	52.76436	9.45174	7.51823	9.60269
30.87963	9.13213	7.31474	0.21169	45.68335	6.73281	5.10441	0.00000	7.54183	33.92946	-116.97725	6.36178	48.09168	1067.78161	39.41199	10.79419	8.42655	6.27471
20.00511	10.57724	8.22270	0.82132	53.68544	8.09696	8.74816	0.00000	6.02566	18.00747	-76.78319	4.43775	41.32424	1064.58693	49.55884	10.76799	6.38259	10.03292
17.05626	5.87873	8.08838	0.03510	47.83818	6.31010	6.68368	1.00000	8.58409	51.78967	1.15597	8.60647	72.40002	1168.27962	31.08399	6.29629	8.26628	7.64018
17.18136	10.63520	8.12311	0.87520	83.63465	8.59489	9.16633	1.00000	7.26210	36.33011	138.89585	6.24654	74.40671	1089.12393	50.91136	6.36597	8.81521	8.63082
22.60351	5.17947	8.22987	0.02382	43.83781	8.06466	5.59888	1.00000	8.53204	10.22677	-67.33122	9.01081	42.92270	1083.69807	58.19102	7.19010	7.18191	8.77117
3.28179	7.94082	9.71836	0.08004	40.34619	6.97272	7.73784	1.00000	8.94729	34.86472	117.55417	9.18009	17.81132	1138.92095	15.20732	10.48312	10.24044	4.40483
4.86055	6.33045	6.08258	0.05880	33.77288	9.15615	7.72572	1.00000	8.59025	40.67705	-73.89125	10.78190	40.79114	1156.55299	36.99075	11.60271	8.29928	6.32292
19.00679	5.18309	8.18898	0.02860	55.38126	8.88513	9.19314	1.00000	6.93368	44.89784	8.86374	8.12145	28.93057	1100.37689	25.27479	8.36731	9.32334	6.96468
18.05877	7.48830	6.60613	0.05380	46.24301	8.90820	6.84582	0.00000	9.09783	29.98869	122.20488	7.24235	29.64236	1110.72165	49.44577	8.19863	6.79413	7.70890
6.12632	6.33070	9.33677	0.06015	37.71981	6.68032	3.77039	1.00000	8.51810	43.2907	5.4384	9.31207	48.29118	1082.48732	58.59747	11.26978	8.67168	7.90508
6.31920	7.35844	8.77712	0.04964	60.58234	7.93612	7.07214	1.00000	8.40608	45.75279	130.57211	7.43986	42.25992	1114.85259	59.38511	6.16959	10.68956	10.04860
20.22236	10.80952	6.69362	1.04738	65.15491	7.93127	7.17968	1.00000	8.50096	30.46907	70.96699	8.53338	31.37665	1185.41150	30.41543	6.23670	10.28240	9.38136
17.18462	9.88071	8.81767	0.43111	45.10080	7.99444	9.85771	0.00000	8.90202	51.08468	7.11393	6.11850	52.11978	1077.44719	25.50392	8.25462	6.52807	6.66583
29.39888	2.19375	7.05774	0.02446	42.81046	7.93669	11.00986	1.00000	8.21652	48.25	16.4	5.87934	42.42182	1150.88270	37.68860	13.88314	10.70676	8.24791
14.23826	9.66432	8.14896	0.34898	56.52224	9.13609	4.90694	1.00000	5.78891	40.68066	-73.47429	9.30420	55.14401	1102.92768	63.84187	6.10957	9.74069	4.36882
24.81850	9.04087	9.32806	0.22530	59.86128	7.60192	8.40169	0.00000	8.22670	39.46667	141.95	8.10451	35.50154	1153.02390	58.51425	10.36169	7.41415	8.36530
0.08885	10.34393	9.13193	0.65791	69.07913	8.06940	4.29279	1.00000	7.97931	15.48131	-86.57415	7.32151	49.17386	1082.76566	50.53922	5.10464	8.90122	7.34430
-5.67341	9.08755	7.46617	0.20732	53.04747	6.66116	6.55400	0.00000	7.78153	45.73333	4.91667	8.29534	26.59882	1182.83966	18.79145	7.83357	8.91092	6.12355
