revision	latitude	code	location	QoS	longitude
12/28/2012, 00:00:00	53.00974	GB	Europe/London	accep	-3.05814
2016-11-18	39.96348	ES	Europe/Madrid	accep	-4.83076
2022/03/11	48.77644	FR	Europe/Paris	excellent	2.29026
05/06/2021, 00:00:00	2.41669	UG	Africa/Kampala	excellent	30.98551
08 Nov 2019	11.12018	IN	Asia/Kolkata	good	76.11996
28 Aug 2021	26.91756	US	America/New_York	maintenance	-82.07842
11 Apr 2021	36.20829	US	America/Los_Angeles	excellent	-115.98391
05/23/2019, 00:00:00	34.25628	US	America/New_York	accep	-78.04471
2018/08/11	41.9001	US	America/New_York	excellent	-71.08977
2014/07/24	15.48131	HN	America/Tegucigalpa	excellent	-86.57415
12 May 2014	41.91886	FR	Europe/Paris	maintenance	8.73812
2014-01-20	-21.42917	BR	America/Sao_Paulo	excellent	-45.94722
2021-12-02	47.92526	US	America/Chicago	building	-97.03285
03/24/2019, 00:00:00	15.58552	TH	Asia/Bangkok	excellent	102.42587
09/10/2014, 00:00:00	-7.73379	ID	Asia/Jakarta	excellent	113.69785
18 Jun 2018	13.65805	KH	Asia/Phnom_Penh	good	102.56365
06 Dec 2014	15.73628	IN	Asia/Kolkata	maintenance	75.96976
12/20/2014, 00:00:00	60.18427	FI	Europe/Helsinki	average	24.95034
2021-05-17	47.98372	DE	Europe/Berlin	building	10.18527
2013-12-18	45.40008	CA	America/Toronto	average	-73.58248
2018/06/20	37.52487	US	America/New_York	accep	-77.55777
04 Jan 2018	43.62558	IT	Europe/Rome	good	13.39954
07/23/2016, 00:00:00	-19.72806	BR	America/Sao_Paulo	maintenance	-50.19556
2019-01-08	20.88953	US	Pacific/Honolulu	average	-156.47432
03 Nov 2019	30.76468	PK	Asia/Karachi	average	74.12286
13 Dec 2017	43.41949	KZ	Asia/Almaty	average	77.0202
2016-11-20	24.28859	CN	Asia/Shanghai	building	116.11768
2022-05-10	48.43174	SK	Europe/Bratislava	excellent	17.8031
2015/04/21	42.06166	ES	Europe/Madrid	good	-1.60452
12 Jun 2020	37.16911	TN	Africa/Tunis	excellent	10.03478
2013-09-16	30.16688	US	America/Chicago	average	-96.39774
2020-04-23	18.57677	HT	America/Port-au-Prince	accep	-72.22625
2020-07-04	28.88162	CN	Asia/Shanghai	average	120.03308
19 Jan 2021	19.21667	IN	Asia/Kolkata	average	73.08333
2019-11-13	44.22639	RS	Europe/Belgrade	excellent	22.53083
07 Nov 2019	18.18158	IN	Asia/Kolkata	good	76.03889
2019-06-02	34.5624	SY	Asia/Damascus	good	38.28402
28 Nov 2015	33.3213	JP	Asia/Tokyo	excellent	130.94098
2022-05-07	48.25	AT	Europe/Vienna	good	16.4
2021-12-17	57.30185	RU	Europe/Moscow	average	39.85331
2016/05/13	18.42745	PR	America/Puerto_Rico	accep	-67.15407
08/02/2018, 00:00:00	35.88264	US	America/New_York	average	-80.08199
04/23/2017, 00:00:00	35.88264	US	America/New_York	building	-80.08199
2013/08/16	12.74409	ML	Africa/Bamako	average	-8.07257
03 Jun 2013	4.92675	NG	Africa/Lagos	accep	6.26764
14 Mar 2020	32.5007	US	America/Chicago	accep	-94.74049
10 Apr 2018	44.99012	US	America/Los_Angeles	average	-123.02621
07/31/2015, 00:00:00	3.31332	ID	Asia/Makassar	maintenance	117.59152
08/27/2020, 00:00:00	50.82882	GB	Europe/London	building	-0.32247
08/22/2019, 00:00:00	-2.90055	EC	America/Guayaquil	accep	-79.00453
2020-09-15	32.65246	IR	Asia/Tehran	building	51.67462
2015-01-07	36.20829	US	America/Los_Angeles	excellent	-115.98391
2013/03/02	34.86472	CN	Asia/Shanghai	excellent	117.55417
2012-10-22	-21.98333	NA	Africa/Windhoek	accep	16.91667
02/20/2018, 00:00:00	48.98693	FR	Europe/Paris	maintenance	2.44892
2015/10/04	37.65639	KR	Asia/Seoul	good	126.835
2022/05/15	41.16704	US	America/New_York	average	-73.20483
09/22/2018, 00:00:00	5.4709	MY	Asia/Kuala_Lumpur	accep	100.24529
2014-08-28	38.45598	AZ	Asia/Baku	excellent	48.87498
2014/05/09	13.8196	TH	Asia/Bangkok	excellent	100.04427
2016-02-17	40.70995	ES	Europe/Madrid	accep	0.57856
2021/08/13	33.43443	MA	Africa/Casablanca	excellent	-5.22126
13 Feb 2018	48.06919	DE	Europe/Berlin	average	11.37703
12/15/2021, 00:00:00	44.35056	JP	Asia/Tokyo	average	142.45778
2022/01/08	43.1122	IT	Europe/Rome	good	12.38878
01/04/2015, 00:00:00	40.94065	US	America/New_York	maitennce	-73.99681
2013-08-19	5.27247	CI	Africa/Abidjan	good	-3.59625
2016/07/19	14.46693	IN	Asia/Kolkata	average	75.92694
07/25/2013, 00:00:00	60.02427	RU	Europe/Moscow	maintenance	30.28491
2019-11-21	55.25	LT	Europe/Vilnius	maintenance	24.75
2015/05/03	27.92333	CN	Asia/Shanghai	excellent	118.53333
2019-08-19	47.90771	MN	Asia/Ulaanbaatar	excellent	106.88324
11/05/2014, 00:00:00	21.28306	MX	America/Merida	average	-89.66123
11/29/2017, 00:00:00	52.4089	BY	Europe/Minsk	average	31.3237
05 Jan 2019	48.78232	DE	Europe/Berlin	accep	9.17702
03/05/2014, 00:00:00	-32.05251	AU	Australia/Perth	accep	115.88782
16 Apr 2020	41.85059	US	America/Chicago	average	-87.882
2022-06-14	-8.73508	CD	Africa/Lubumbashi	maintenance	24.99798
2012-11-13	30.24706	CN	Asia/Shanghai	maintenance	115.04814
02/21/2013, 00:00:00	31.92923	IL	Asia/Jerusalem	average	34.86563
05/15/2021, 00:00:00	27.34089	CN	Asia/Shanghai	good	117.4831
2022/06/30	-5.41667	TZ	Africa/Dar_es_Salaam	excellent	38.01667
03/26/2016, 00:00:00	23.9028	BD	Asia/Dhaka	average	89.11943
2022-08-10	8.56697	PH	Asia/Manila	accep	123.33471
2017-05-05	6.15038	NG	Africa/Lagos	good	6.83042
17 Feb 2022	11.93381	IN	Asia/Kolkata	building	79.82979
2016/12/06	57.47908	GB	Europe/London	maintenance	-4.22398
2020/02/26	-31.4488	AR	America/Argentina/Cordoba	excellent	-60.93173
02/11/2022, 00:00:00	4.73245	CO	America/Bogota	good	-74.26419
2014-02-08	-33.75881	AU	Australia/Sydney	building	150.99292
2015-11-11	41.29444	UZ	Asia/Tashkent	average	69.67639
13 Jul 2018	18.20854	DO	America/Santo_Domingo	excellent	-71.10077
06/28/2015, 00:00:00	56.85836	RU	Europe/Moscow	good	35.90057
2021-03-03	40.24537	US	America/New_York	excellent	-75.64963
19 Sep 2021	-28.24	BR	America/Sao_Paulo	building	-48.67028
07 Nov 2017	54.58048	PL	Europe/Warsaw	average	16.86194
25 Jul 2016	48.8222	FR	Europe/Paris	good	2.12213
03/17/2017, 00:00:00	14.46693	IN	Asia/Kolkata	excellent	75.92694
11/06/2018, 00:00:00	48.77644	FR	Europe/Paris	average	2.29026
2015/10/12	23.29549	CN	Asia/Shanghai	good	113.82465
2022/04/30	47.92526	US	America/Chicago	average	-97.03285
2015/09/17	-37.88333	AU	Australia/Melbourne	excellent	145.06667
14 Oct 2017	41.80753	US	America/Chicago	excellent	-87.65644
01/25/2013, 00:00:00	4.94273	CF	Africa/Bangui	excellent	15.87735
12 Oct 2015	32.35126	US	America/Chicago	good	-95.30106
2015-12-02	37.13548	ES	Europe/Madrid	good	-3.67029
27 Apr 2016	-10.91722	BR	America/Maceio	accep	-37.65
10/20/2016, 00:00:00	34.15429	DZ	Africa/Algiers	maintenance	3.50309
01 Jun 2019	3.3285	ID	Asia/Jakarta	good	99.1625
2016/10/03	65.84811	FI	Europe/Helsinki	building	24.14662
2021-03-23	24.81757	IN	Asia/Kolkata	average	84.63445
10/12/2014, 00:00:00	-5.85746	PG	Pacific/Port_Moresby	excellent	144.23058
02/19/2020, 00:00:00	41.47892	US	America/Chicago	excellent	-87.45476
10 Sep 2022	-21.98333	NA	Africa/Windhoek	maintenance	16.91667
10 Jun 2022	-2.68333	TZ	Africa/Dar_es_Salaam	building	33
2014-05-06	16.0438	PH	Asia/Manila	good	120.4861
02 Aug 2015	31.76212	US	America/Chicago	accep	-95.63079
2014/02/08	42.22718	IT	Europe/Rome	excellent	14.39024
2018-07-05	39.32288	US	America/New_York	building	-76.72803
2015-03-07	-21.42917	BR	America/Sao_Paulo	accep	-45.94722
06/12/2020, 00:00:00	11.93381	IN	Asia/Kolkata	excellent	79.82979
12/21/2015, 00:00:00	41.55815	US	America/New_York	good	-73.0515
02 Jun 2018	25.6439	IN	Asia/Kolkata	good	77.9129
2013/08/20	4.94273	CF	Africa/Bangui	average	15.87735
2016/02/23	0.46005	KE	Africa/Nairobi	average	34.11169
2021-02-10	45.40008	CA	America/Toronto	building	-73.58248
03/01/2014, 00:00:00	30.29184	PK	Asia/Karachi	maintenance	71.67164
2016-12-31	-21.98333	NA	Africa/Windhoek	building	16.91667
11/12/2017, 00:00:00	9.57046	IN	Asia/Kolkata	good	76.32756
2021-02-17	36.53333	JP	Asia/Tokyo	good	136.61667
2022/08/09	-33.79176	AU	Australia/Sydney	good	151.08057
2022-04-09	38.37255	TR	Europe/Istanbul	excellent	34.02537
06/25/2021, 00:00:00	51.64316	GB	Europe/London	accep	-0.36053
09/01/2014, 00:00:00	-5.85746	PG	Pacific/Port_Moresby	building	144.23058
30 Nov 2012	16.455	PH	Asia/Manila	excellent	120.5875
25 Apr 2019	29.98869	CN	Asia/Shanghai	average	122.20488
2017-08-06	15.5439	IN	Asia/Kolkata	maintenance	73.7553
03 Oct 2017	48.07667	DE	Europe/Berlin	maintenance	8.64409
15 Apr 2016	27.55898	PK	Asia/Karachi	maintenance	68.21204
03/29/2015, 00:00:00	41.6764	US	America/Chicago	building	-91.58045
2014-07-11	-6.48167	ID	Asia/Jakarta	good	106.85417
03 Mar 2019	29.22254	IN	Asia/Kolkata	good	79.5286
27 Jun 2013	14.14989	PH	Asia/Manila	good	121.3152
15 Jun 2022	60.18427	FI	Europe/Helsinki	maintenance	24.95034
09/27/2022, 00:00:00	36.06386	DZ	Africa/Algiers	good	4.62744
24 Dec 2021	6.33444	PH	Asia/Manila	excellent	124.95278
2016-06-14	50.8	BE	Europe/Brussels	accep	3.16667
2019/08/28	26.67319	EG	Africa/Cairo	accep	31.4976
11/28/2013, 00:00:00	-8.73508	CD	Africa/Lubumbashi	accep	24.99798
2022-08-28	21.01858	MX	America/Mexico_City	good	-101.2591
2015/01/27	3.7278	ID	Asia/Jakarta	good	98.6738
2017/09/12	49.03685	DE	Europe/Berlin	good	8.70745
2012-10-12	18.51957	IN	Asia/Kolkata	average	73.85535
2017-01-01	12.18441	TD	Africa/Ndjamena	maintenance	18.69303
2020/01/02	3.8801	CO	America/Bogota	good	-77.03116
2021-06-09	45.50369	IT	Europe/Rome	excellent	11.412
22 Jan 2019	51.19139	DE	Europe/Berlin	average	6.51352
11 Mar 2014	38.72706	PT	Europe/Lisbon	good	-9.24671
07/10/2016, 00:00:00	-21.205	BR	America/Sao_Paulo	average	-41.88778
2017/06/26	7.57944	LR	Africa/Monrovia	building	-8.53778
22 Feb 2017	36.19278	CN	Asia/Shanghai	average	117.65694
2014-04-29	-30.60106	CL	America/Santiago	good	-71.19901
2021-11-03	50.9803	DE	Europe/Berlin	building	11.32903
2018/01/16	-6.91806	ID	Asia/Jakarta	maintenance	106.92667
2021/01/21	52.57583	NL	Europe/Amsterdam	building	6.61944
01/11/2020, 00:00:00	49.68369	DE	Europe/Berlin	good	8.61839
2019-06-26	18.87813	IN	Asia/Kolkata	building	72.93924
03/01/2017, 00:00:00	47.30997	CH	Europe/Zurich	accep	8.52462
01/30/2015, 00:00:00	43.91452	US	America/New_York	average	-69.96533
2020-08-31	17.34769	IN	Asia/Kolkata	average	78.55757
23 Dec 2012	31.20176	EG	Africa/Cairo	good	29.91582
12/02/2017, 00:00:00	13.48082	NI	America/Managua	good	-86.58208
22 Jul 2021	-31.4488	AR	America/Argentina/Cordoba	good	-60.93173
2015/10/03	56.11281	RU	Asia/Yekaterinburg	accep	69.49015
03/15/2019, 00:00:00	36.20829	US	America/Los_Angeles	good	-115.98391
2015-03-10	53.77166	RU	Europe/Moscow	good	38.12408
02/16/2017, 00:00:00	49.07866	UA	Europe/Kiev	building	30.96755
2018-03-07	42.30865	US	America/Detroit	accep	-83.48216
12/19/2021, 00:00:00	41.1053	PT	Europe/Lisbon	average	-7.32097
01 Jan 2014	54.52156	DE	Europe/Berlin	average	9.5586
09/18/2016, 00:00:00	13.70167	SV	America/El_Salvador	excellent	-89.10944
2019/02/26	53.53395	RU	Europe/Moscow	excellent	33.72798
24 Aug 2019	40.78206	UZ	Asia/Tashkent	maintenance	72.34424
02 Nov 2020	46.7055	RU	Europe/Moscow	maitennce	38.2739
2014-09-05	25.75728	IN	Asia/Kolkata	average	75.37991
06/06/2017, 00:00:00	-5.85746	PG	Pacific/Port_Moresby	average	144.23058
22 Nov 2020	31.96258	PK	Asia/Karachi	good	73.97117
2022/03/28	34.31	MA	Africa/Casablanca	good	-2.16
01 Oct 2018	43.91452	US	America/New_York	accep	-69.96533
16 Feb 2017	53.53333	IE	Europe/Dublin	good	-7.35
2021-04-15	28.15112	US	America/New_York	average	-82.46148
10 Feb 2020	13.51825	TH	Asia/Bangkok	good	99.95469
2020/05/03	-25.42778	BR	America/Sao_Paulo	maintenance	-49.27306
06/27/2020, 00:00:00	33.78333	CN	Asia/Shanghai	good	114.51667
2019-04-11	51.47805	DE	Europe/Berlin	accep	6.8625
2016-04-05	48.98994	FR	Europe/Paris	average	2.1699
2017/10/22	-1.26753	ID	Asia/Makassar	maintenance	116.82887
2018/04/08	7.57944	LR	Africa/Monrovia	good	-8.53778
2019-06-02	13.65805	KH	Asia/Phnom_Penh	accep	102.56365
27 Jul 2021	41.55815	US	America/New_York	good	-73.0515
10/11/2018, 00:00:00	21.01858	MX	America/Mexico_City	accep	-101.2591
2017/11/26	-7.0981	ID	Asia/Jakarta	excellent	109.3243
2018/02/28	13.48082	NI	America/Managua	maintenance	-86.58208
09/16/2016, 00:00:00	26.44931	IN	Asia/Kolkata	maintenance	91.61356
16 Feb 2020	40.49748	AM	Asia/Yerevan	excellent	44.7662
16 Mar 2014	51.26	GB	Europe/London	good	-2.1875
2022/02/09	36.20389	KR	Asia/Seoul	maintenance	127.08472
2016-09-23	40.60538	US	America/New_York	maintenance	-73.75513
27 Jan 2017	10.98778	CO	America/Bogota	excellent	-74.95472
2022/02/02	40.55851	IT	Europe/Rome	building	17.80774
2014/04/16	6.95194	PH	Asia/Manila	maintenance	121.96361
03/26/2015, 00:00:00	42.35843	US	America/New_York	accep	-71.05977
2013-05-26	55.1904	BY	Europe/Minsk	maintenance	30.2049
2019-07-09	45.35	CN	Asia/Shanghai	excellent	126.28333
2014-08-07	33.41012	US	America/Chicago	excellent	-91.06177
2016-05-09	50.23271	CZ	Europe/Prague	excellent	12.87117
2015-11-17	48.90472	FR	Europe/Paris	accep	2.2469
01/09/2016, 00:00:00	24.41288	IN	Asia/Kolkata	accep	76.56719
2014-06-01	-7.57897	ID	Asia/Jakarta	accep	112.23109
2020-02-15	19.30157	IN	Asia/Kolkata	good	72.85107
2014/06/03	17.54907	IN	Asia/Kolkata	good	82.85749
18 Dec 2012	55.64776	RU	Europe/Moscow	excellent	38.02486
19 Dec 2017	35.6803	IR	Asia/Tehran	good	51.0193
07 Nov 2017	35.88264	US	America/New_York	accep	-80.08199
09 Apr 2022	25.66795	IN	Asia/Kolkata	accep	85.83636
21 Dec 2019	-20.25333	BR	America/Sao_Paulo	accep	-43.80139
2021/12/06	52.09	NL	Europe/Amsterdam	good	5.23333
31 May 2022	26.18924	US	America/Chicago	good	-98.15529
16 Dec 2013	-7.81667	ID	Asia/Jakarta	building	112.01667
17 May 2018	6.46838	CO	America/Bogota	average	-73.26022
03/01/2021, 00:00:00	3.3285	ID	Asia/Jakarta	average	99.1625
08/04/2021, 00:00:00	-4.26613	CG	Africa/Brazzaville	excellent	15.28318
07 Oct 2017	4.94273	CF	Africa/Bangui	average	15.87735
09/12/2018, 00:00:00	45.78071	IT	Europe/Rome	accep	12.84052
2014/05/27	40.53123	IT	Europe/Rome	good	17.58522
2015-09-04	-19.65	MG	Indian/Antananarivo	average	47.31667
09/05/2022, 00:00:00	10.13361	PH	Asia/Manila	building	124.84472
2018-04-21	41.47892	US	America/Chicago	good	-87.45476
2017-03-13	39.96348	ES	Europe/Madrid	building	-4.83076
02/11/2020, 00:00:00	46.67535	FR	Europe/Paris	accep	5.55575
2021-05-17	51.82721	RU	Asia/Irkutsk	building	107.60627
10/16/2017, 00:00:00	37.49073	ES	Europe/Madrid	excellent	-2.77259
2014-10-31	26.9423	PK	Asia/Karachi	building	68.11759
10 Jul 2013	39.22493	TR	Europe/Istanbul	accep	42.85693
05 Jul 2022	-7.73379	ID	Asia/Jakarta	building	113.69785
07/16/2019, 00:00:00	0.03813	KE	Africa/Nairobi	accep	36.36339
26 May 2020	46.23899	CA	America/Halifax	accep	-63.13414
13 Oct 2013	23.07492	IN	Asia/Kolkata	average	88.28637
24 Sep 2019	55.62047	RU	Europe/Moscow	average	37.49338
16 Feb 2020	-7.51611	ID	Asia/Jakarta	good	109.05389
24 Feb 2016	41.24255	US	America/New_York	accep	-82.61573
2015-07-03	41.27621	US	America/New_York	building	-72.86843
2019/08/01	41.92361	MK	Europe/Skopje	average	20.91361
2021/09/21	23.04419	CU	America/Havana	average	-82.00919
2020/07/05	51.21667	DE	Europe/Berlin	good	6.26667
2016-07-10	43.67681	FR	Europe/Paris	maintenance	4.63031
2015/07/06	22.88783	IN	Asia/Kolkata	average	84.13864
24 Jul 2020	22.83957	BD	Asia/Dhaka	excellent	91.84128
13 Feb 2015	26.9423	PK	Asia/Karachi	accep	68.11759
20 Feb 2020	49.03685	DE	Europe/Berlin	average	8.70745
11/05/2021, 00:00:00	42.7	BG	Europe/Sofia	excellent	27.25
2018-03-21	-7.57897	ID	Asia/Jakarta	maintenance	112.23109
2018/08/23	24.05979	IN	Asia/Kolkata	good	77.40858
01 Jun 2018	42.35843	US	America/New_York	good	-71.05977
11/15/2021, 00:00:00	53.63333	DE	Europe/Berlin	building	9.85
2022/09/23	42.7392	US	America/Detroit	building	-84.62081
06/17/2013, 00:00:00	23.29549	CN	Asia/Shanghai	accep	113.82465
09 May 2022	45.9836	IT	Europe/Rome	average	12.70038
18 Jun 2022	5.6561	CO	America/Bogota	average	-75.87877
01/11/2017, 00:00:00	31.39547	IL	Asia/Jerusalem	excellent	34.75699
2019-11-18	39.12074	TR	Europe/Istanbul	excellent	27.18052
09/19/2016, 00:00:00	51.14942	PL	Europe/Warsaw	maintenance	15.00835
31 Jan 2018	31.84568	US	America/Chicago	average	-102.36764
2021/10/23	56.9083	RU	Asia/Yekaterinburg	maintenance	60.8019
2015/05/08	15.58552	TH	Asia/Bangkok	maintenance	102.42587
2020-01-30	26.2649	IN	Asia/Kolkata	building	81.54855
2021-01-07	41.09822	CN	Asia/Shanghai	average	120.74792
25 Jan 2015	4.92675	NG	Africa/Lagos	maintenance	6.26764
2012/12/03	9.58126	NG	Africa/Lagos	average	8.2926
2022/06/19	45.73333	FR	Europe/Paris	average	4.91667
12 Jul 2017	36.72544	DZ	Africa/Algiers	accep	3.55665
2015/01/16	22.37066	HK	Asia/Hong_Kong	accep	114.10479
03/26/2014, 00:00:00	-10.91111	BR	America/Maceio	average	-37.07167
06/20/2018, 00:00:00	20.21322	MX	America/Mexico_City	acceptable	-100.88023
2021-05-02	-20.88231	RE	Indian/Reunion	good	55.4504
04/15/2021, 00:00:00	41.29444	UZ	Asia/Tashkent	good	69.67639
07/27/2022, 00:00:00	51.03427	BE	Europe/Brussels	average	5.37429
2013-09-24	42.62833	XK	Europe/Belgrade	average	20.89389
30 Apr 2018	3.3285	ID	Asia/Jakarta	maintenance	99.1625
2013-09-04	46.08333	CN	Asia/Shanghai	maitennce	122.08333
2014-11-07	12.04161	IN	Asia/Kolkata	excellent	75.35927
09/04/2020, 00:00:00	44.43579	RO	Europe/Bucharest	average	26.01649
19 Nov 2012	39.57582	US	America/Denver	average	-105.11221
2017/05/09	20.88098	IN	Asia/Kolkata	excellent	75.11937
10 Sep 2018	50.7236	GB	Europe/London	accep	-3.52751
2018-09-29	6.95194	PH	Asia/Manila	accep	121.96361
20 Dec 2016	43.41949	KZ	Asia/Almaty	maintenance	77.0202
03/24/2021, 00:00:00	51.39323	GB	Europe/London	average	0.47713
2022/01/14	54.39304	RU	Europe/Moscow	accep	53.26023
2018/04/02	33.4425	JP	Asia/Tokyo	building	129.96972
29 May 2014	36.92574	IT	Europe/Rome	average	14.72443
2020/04/22	12.18441	TD	Africa/Ndjamena	good	18.69303
2021-10-22	-22.9	MG	Indian/Antananarivo	average	44.53333
20 Mar 2020	13.44581	TH	Asia/Bangkok	average	101.18445
2013/08/24	-1.63333	GA	Africa/Libreville	good	13.58357
16 Oct 2021	40.98894	TR	Europe/Istanbul	maintenance	28.67582
2021/06/10	17.30858	MM	Asia/Yangon	accep	97.01124
2015/07/08	48.77644	FR	Europe/Paris	average	2.29026
18 Jun 2018	43.61058	FR	Europe/Paris	good	1.33467
2016/01/06	8.88649	BJ	Africa/Porto-Novo	building	2.59753
04 Jan 2013	-10.95817	BR	America/Bahia	good	-38.79084
21 Mar 2014	28.98002	IN	Asia/Kolkata	excellent	77.70636
2017-09-15	-8.76194	BR	America/Porto_Velho	accep	-63.90389
2021-09-13	46.18396	CH	Europe/Zurich	excellent	6.10237
12/07/2014, 00:00:00	-21.44236	BW	Africa/Gaborone	accep	27.46153
2017/06/08	28.92694	IN	Asia/Kolkata	excellent	78.23456
11 Jun 2016	-15.675	BR	America/Bahia	good	-38.94722
13 Mar 2020	36.76775	DZ	Africa/Algiers	good	2.95924
26 May 2018	43.54072	US	America/Boise	average	-116.56346
2015-03-20	19.32889	MX	America/Mexico_City	excellent	-99.32556
2013-07-27	36.65	JP	Asia/Tokyo	building	138.31667
22 Apr 2016	8.88649	BJ	Africa/Porto-Novo	accep	2.59753
10/18/2015, 00:00:00	25.13915	IN	Asia/Kolkata	good	73.06784
2017-01-25	45.40008	CA	America/Toronto	average	-73.58248
17 Aug 2022	30.46907	PK	Asia/Karachi	average	70.96699
02/01/2013, 00:00:00	1.6	MY	Asia/Kuala_Lumpur	good	103.81667
2021/03/16	48.86667	FR	Europe/Paris	excellent	2.08333
2014/08/07	3.7278	ID	Asia/Jakarta	excellent	98.6738
02/25/2017, 00:00:00	18.00747	JM	America/Jamaica	excellent	-76.78319
07 May 2015	-4.24444	BR	America/Fortaleza	average	-42.29444
2014/10/06	30.5427	US	America/Chicago	building	-97.54667
2022/03/07	51.20219	DE	Europe/Berlin	accep	7.36027
2015-03-19	4.92675	NG	Africa/Lagos	good	6.26764
02/03/2020, 00:00:00	14.62072	IN	Asia/Kolkata	average	74.83554
2019-07-22	49.97704	DE	Europe/Berlin	good	9.15214
01/03/2021, 00:00:00	-22.53722	BR	America/Sao_Paulo	accep	-42.98194
07/07/2018, 00:00:00	48.21644	DE	Europe/Berlin	accep	9.02596
09/13/2015, 00:00:00	15.45144	IN	Asia/Kolkata	excellent	78.14797
01/03/2016, 00:00:00	-3.20333	BR	America/Santarem	accep	-52.20639
08 May 2017	7.65649	NG	Africa/Lagos	accep	4.92235
2013-06-26	33.7207	US	America/Los_Angeles	maintenance	-116.21677
06/22/2016, 00:00:00	-19.65	MG	Indian/Antananarivo	building	47.31667
15 Apr 2021	12.74409	ML	Africa/Bamako	accep	-8.07257
04 Aug 2013	45.50369	IT	Europe/Rome	good	11.412
14 Jun 2015	9.82564	IN	Asia/Kolkata	maintenance	78.25795
2022/01/06	49.13645	DE	Europe/Berlin	accep	8.91229
31 Mar 2018	-27.4338	AR	America/Argentina/Tucuman	accep	-65.61427
12/29/2016, 00:00:00	40.5576	US	America/New_York	excellent	-74.28459
07 Nov 2018	37.49073	ES	Europe/Madrid	good	-2.77259
2018-08-12	52.41667	GB	Europe/London	good	0.75
2019-05-31	-21.44236	BW	Africa/Gaborone	accep	27.46153
09/15/2015, 00:00:00	50.09019	DE	Europe/Berlin	excellent	8.4493
2018/02/04	7.57944	LR	Africa/Monrovia	good	-8.53778
05 May 2018	56.11281	RU	Asia/Yekaterinburg	building	69.49015
2015-06-24	42.50729	AD	Europe/Andorra	accep	1.53414
19 Feb 2016	-11.48472	BR	America/Bahia	average	-37.93278
03/01/2019, 00:00:00	-6.8048	ID	Asia/Jakarta	excellent	110.8405
2022/04/25	-0.35817	SO	Africa/Mogadishu	maintenance	42.54536
2021/11/18	33.35283	US	America/Phoenix	maintenance	-111.78903
11/13/2020, 00:00:00	51.39148	GB	Europe/London	good	-0.29825
10/25/2015, 00:00:00	5.30383	GH	Africa/Accra	good	-1.98956
2022/05/08	9.3337	PH	Asia/Manila	accep	122.8637
2018-07-23	57.30185	RU	Europe/Moscow	average	39.85331
09/26/2016, 00:00:00	40.63316	US	America/New_York	good	-74.13653
05/24/2015, 00:00:00	41.82143	GE	Asia/Tbilisi	maintenance	41.77921
01/20/2016, 00:00:00	33.37526	IN	Asia/Kolkata	good	74.3092
2015/03/23	57.47908	GB	Europe/London	excellent	-4.22398
2020/07/12	48.35693	DE	Europe/Berlin	excellent	10.98461
2013-08-16	50.64336	DE	Europe/Berlin	accep	7.2278
02/03/2013, 00:00:00	15.5439	IN	Asia/Kolkata	acceptable	73.7553
10/21/2018, 00:00:00	38.96667	ES	Europe/Madrid	accep	-0.18333
03/03/2022, 00:00:00	38.47917	ES	Europe/Madrid	good	-1.325
2019/10/27	25.92127	IN	Asia/Kolkata	good	86.79271
02/25/2021, 00:00:00	45.53069	IT	Europe/Rome	excellent	9.40531
06/03/2013, 00:00:00	-11.48472	BR	America/Bahia	maintenance	-37.93278
27 Oct 2019	-13.7804	MW	Africa/Blantyre	maintenance	34.4587
28 Mar 2019	56.03361	RU	Europe/Moscow	maintenance	35.96944
02/15/2016, 00:00:00	48.46458	DE	Europe/Berlin	building	9.22796
2019-02-09	49.07866	UA	Europe/Kiev	good	30.96755
28 Jan 2014	8.79577	CO	America/Bogota	maintenance	-75.69947
2015/05/30	17.30858	MM	Asia/Yangon	good	97.01124
2019/06/10	43.2907	FR	Europe/Paris	good	5.4384
11 Jun 2015	40.56754	US	America/Chicago	excellent	-89.64066
13 Mar 2017	47.64995	US	America/Los_Angeles	accep	-117.23991
2022-02-26	50.75767	GB	Europe/London	excellent	-1.5443
07/16/2013, 00:00:00	-24.19436	ZA	Africa/Johannesburg	good	29.00974
2022/09/15	6.9909	LK	Asia/Colombo	accep	79.883
05/06/2020, 00:00:00	53.46506	GB	Europe/London	good	-1.47217
12/18/2012, 00:00:00	40.60538	US	America/New_York	accep	-73.75513
2013/05/23	52.41667	GB	Europe/London	average	0.75
2012-11-19	54.84444	RU	Europe/Moscow	good	38.16694
2022/08/01	-7.01833	ID	Asia/Jakarta	accep	107.60389
2019/06/26	25.75728	IN	Asia/Kolkata	good	75.37991
05/31/2016, 00:00:00	54.90083	RU	Europe/Moscow	good	38.07083
05/08/2015, 00:00:00	33.43443	MA	Africa/Casablanca	excellent	-5.22126
2017-09-06	39.22493	TR	Europe/Istanbul	accep	42.85693
31 Dec 2014	30.75545	LY	Africa/Tripoli	excellent	20.22625
2021/12/01	11.84962	NI	America/Managua	maintenance	-86.19903
12/05/2014, 00:00:00	55.82737	GB	Europe/London	excellent	-4.0573
21 Dec 2017	43.32686	ES	Europe/Madrid	average	-2.98884
2021-11-24	46.67535	FR	Europe/Paris	maintenance	5.55575
2013-08-11	34.5624	SY	Asia/Damascus	average	38.28402
06 Jan 2016	39.96348	ES	Europe/Madrid	maintenance	-4.83076
09/25/2018, 00:00:00	5.20856	CO	America/Bogota	average	-74.73584
