longitude	latitude	H2CO	PM10	TEMP	O3	PM2.5	CFCs	Pb	C2H3NO5	CH4	CO	NOx	NH3	warning	PAHs	SO2	PRES
135.6	34.61667	52.02862	7.38639	12.52451	7.45215	6.04744	38.65286	46.73223	0.08340	7.58799	9.21713	6.89157	7.42755	1.00000	7.88489	7.40918	1179.85460
9.22796	48.46458	41.93993	6.91314	-4.60242	10.69517	7.78966	45.78076	50.82498	0.05679	7.29006	3.28995	11.04201	7.49028	0.00000	7.82602	6.44361	1131.04871
-49.27306	-25.42778	50.63804	4.64029	7.42052	5.25315	7.44626	35.99045	72.92874	0.06148	7.38772	9.04989	7.48857	7.40682	1.00000	6.43996	6.75996	1093.10198
-87.45476	41.47892	32.89807	6.61250	-6.75973	7.30630	7.60742	81.53625	28.28034	0.06228	8.60577	7.97094	5.32162	7.55357	1.00000	7.89100	6.26934	1117.48702
76.12647	32.55531	52.96722	7.09314	7.86752	8.11245	8.36917	60.43388	56.54319	0.05607	9.92492	7.83580	9.06367	7.37040	0.00000	8.05140	6.68641	1124.27882
-82.07842	26.91756	40.42613	6.01862	24.05174	4.95479	6.74325	41.05690	48.73776	0.04416	9.95271	9.11621	5.95461	7.96831	1.00000	9.66447	5.40554	1126.37302
109.05389	-7.51611	48.78943	4.96732	23.22182	6.84187	6.61708	57.42765	48.68865	0.04239	5.94878	6.10314	3.37434	5.46950	1.00000	7.33003	7.81147	1192.78431
-50.19556	-19.72806	61.29426	7.19951	2.45864	5.82713	7.90859	65.19365	36.82800	0.07639	10.61723	10.01824	4.67620	6.22611	1.00000	5.45358	5.74540	1139.93696
-84.20299	39.43534	38.36048	6.59057	12.24335	5.14645	8.11648	32.07447	30.39708	0.06875	7.70528	6.92951	9.72192	7.30852	0.00000	7.96846	9.22571	1149.65143
8.70745	49.03685	66.69208	7.90588	15.44759	8.41148	6.43638	48.74476	68.05359	0.11370	8.88455	5.90308	7.18408	6.80769	1.00000		8.50581	1135.05718
47.31667	-19.65	42.40788	3.87198	11.43641	5.53073	7.21470	60.22106	58.23895	0.04160	7.02253	6.01258	8.51439	9.12093	0.00000	6.90072	3.89281	1088.25612
-58.44417	-3.14306	54.78404	6.44522	27.62763	5.48061	7.88599	45.12991	66.27558	0.02590	10.36931	6.66736	8.79311	7.23941	0.00000	8.03198	7.85305	1058.33696
-94.74049	32.5007	57.93961	5.65450	12.79612	5.01116	7.66358	31.60619	35.98020	0.05372	6.95649	7.98087	9.63965	6.78446	0.00000	7.75994	7.86460	1183.58945
-2.77259	37.49073	60.82080	7.32118	1.19033	7.59636	7.37215	36.89262	49.14070	0.08134	9.50218	8.12791	4.37917	9.21498	1.00000	7.02238	5.96159	1064.38208
69.49015	56.11281	45.07083	5.79445	25.64557	4.21667	6.79600	18.48145	41.93265	0.02325	5.13588	7.19948	6.87047	9.56506	0.00000	9.08761	8.19847	1118.72232
4.86667	45.51667	60.61206	7.08816	11.85496	3.46327	7.81576	46.22462	75.65262	0.05184	4.70065	5.22650	6.94287	5.84176	0.00000	6.92711	11.11342	1139.20574
-80.08199	35.88264	53.47466	6.79281	31.71566	8.99107	6.71907	63.55656	22.47645	0.04741	9.11857	5.01059	9.11163	7.21426	0.00000	8.46180	7.65939	1091.66460
-35.71667	-8.66667	67.09132	9.09500	9.59483	7.20062	7.55613	58.96771	48.40214	0.23838	4.19722	6.07236	7.40005	7.19668	1.00000	7.33148	8.50528	1072.53677
-102.36764	31.84568	50.47732	4.31792	2.23375	4.82043	7.78495	57.72521	48.64604	0.03221	9.49017	9.00521	4.98562	7.82443	1.00000	6.95371	6.25615	1067.46291
-119.0376	34.21639	63.65974	6.77939	14.19419	5.88312	6.45728	52.92047	44.95632	0.05821	8.81472	10.47927	6.47188	6.96171	1.00000	6.43567	7.32214	1199.33399
110.71639	-7.54972	43.27366	5.68043	6.72903	6.29215	8.76623	50.37470	58.24867	0.05790	8.70005	6.75205	6.11534	6.27335	1.00000	7.03069	4.82371	1071.68065
-69.08333	-16.25	57.80253	10.15988	4.94543	3.22942	7.15285	24.16410	55.06596	0.61801	4.59977	6.39096	6.27152	7.65074	1.00000	8.04208	9.07200	1147.45228
-93.08883	45.16024	60.83637	8.27735	14.54018	5.30454	7.59196	48.18859	38.82616	0.13845	8.54831	3.70453	10.29993	7.11759	0.00000	9.29405	8.42516	1148.07360
8.70745	49.03685	50.63301	7.02444	6.62070	6.16699	6.77515	21.37784	42.45401	0.06357	4.10196	6.41655	5.02911	10.04177	1.00000	6.17572	6.51596	1167.69143
116.11768	24.28859	51.46152	6.51664	-0.43382	5.18687	7.61270	35.93172	55.73469	0.05192	5.99443	6.88703	5.25889	8.23083	1.00000	8.92035	7.15550	1137.84116
-7.32097	41.1053	32.99524	6.73725	12.24804	7.31016	7.17681	52.44260	41.63366	0.06818	7.94610	9.64840	5.66725	7.54411	1.00000	6.13158	7.15167	1145.47500
82.85749	17.54907	68.68048	7.05326	24.85754	7.07875	7.01338	21.88128	20.87780	0.06300	9.34664	5.13352	5.11070	7.86175	1.00000	6.27097	9.14469	1174.17016
-38.94722	-15.675	48.21685	5.50172	12.43660	3.58356	6.40771	54.28053	38.56509	0.04144	10.74273	8.05869	7.09047	6.22893	0.00000	8.43835	6.84268	1171.95928
13.10984	51.30001	66.91059	4.55548	23.60338	4.97080	8.57736	38.80997	57.71791	0.04706	6.78843	7.37489	9.40469	8.23777	1.00000	8.25320	6.78212	1198.39494
-71.05977	42.35843	53.89292	5.70409	13.16270	5.56902	9.60516	51.49314	46.89513	0.03913	6.77819	9.67346	8.91880	8.56851	1.00000	8.37232	8.28478	1172.10889
8.64409	48.07667	64.12355	7.13717	25.12714	6.29755	7.43839	60.73128		0.04694	11.31436	7.36551	3.83822	7.36992	1.00000	9.25085	3.20182	1120.44991
42.7125	11.15583	61.51794	4.89445	13.97640	3.89092	8.57576	48.83943	36.99247	0.06029	8.73812	7.45355	8.11971	7.44061	0.00000	9.71002	4.48589	1144.11857
16.4	48.25	24.02942	11.55998	-3.40356	5.06146	7.93367	51.44939	70.11854	2.35708	6.62922	5.74028	7.78781	7.22760	1.00000	6.79699	9.33123	1102.43693
-93.08883	45.16024	50.80716	7.21429	7.84781	7.14273	5.79265	49.92106	62.41095	0.07315	8.28257	7.82461	6.66987	7.12024	1.00000	7.84763	5.52420	1193.56723
0.57856	40.70995	62.94553	9.29812	15.41899	6.93313	8.02612	23.95263	61.33295	0.28613	5.53741	5.64645	6.73244	8.38727	1.00000	8.29748	8.54166	1152.25945
3.64633	6.8485	38.92316	5.29986	6.95409	7.24778	10.34702	75.24628	57.94243	0.03336	5.64352	3.38100	10.14976	7.44895	0.00000	7.85553	4.49494	1112.61499
126.28333	45.35	49.69748	8.47929	24.25933	7.35857	6.33044	28.88028	36.01349	0.16339	9.20547	7.73289	9.63901	6.90439		6.79268	5.96127	1123.11448
6.26667	51.21667	36.03355	5.14753	13.07822	4.95870	6.40623	62.68072	63.42097	0.04611	11.27568	7.50333	7.68120	7.65116	0.00000	6.92419	7.22047	1185.55135
-81.79819	41.48199	42.69941	6.33594	12.29058	7.55018	7.18985	29.07344	32.35744	0.05093	6.34467	5.34411	6.95162	7.21579	0.00000	7.49490	9.53407	1122.63993
75.11937	20.88098	72.10601	5.17741	18.84984	7.17854	7.77679	52.38414	45.25097	0.01545	8.50175	4.82385	9.40697	8.11334	0.00000	8.26301	5.93645	1065.50417
137.02166	35.48199	48.98404	10.11342	35.03050	5.90468	8.58965	69.93561	57.63091	0.55173	5.12412	6.31030	6.66948	7.69183	1.00000	7.36829	9.89312	1119.27005
2.2469	48.90472	38.68477	5.74785	4.58262	8.89188	5.56936	44.65933	31.76496	0.04663	5.32911	6.26267	4.75686	7.92533	1.00000	7.99772	8.08194	1148.21595
77.24779	10.58806	54.00696	7.86135	1.10300	8.37821	7.64307	63.55528	38.09987	0.10633	7.20275		10.82003	6.73043	0.00000	7.28967	6.27936	1066.43233
-88.70464	34.25807	40.31895	10.60925	17.46030	6.76034	8.44091	58.05752	67.47501	0.93150	6.09893	4.20929	7.27580		1.00000	7.73772	12.15936	1153.62908
-80.08199	35.88264	41.28903	6.84828	17.44638	7.18997	8.30985	50.76171	39.56701	0.05606	8.27076	8.44940	6.04645	5.81057	1.00000	7.88829	6.65284	1111.55526
113.82465	23.29549	41.89610	5.22904	18.46182	5.32671	6.47156	45.21459	44.92552	0.03127	9.09758	8.62078	5.92359	5.56796	1.00000	6.44861	6.25356	1136.10597
129.96972	33.4425	39.60820	11.02545	24.32424	6.50197	9.25008	56.22290	57.00422	1.41023	8.16474	5.58883	8.09837	7.36409	1.00000	7.00104	10.15392	1126.06702
-52.35558	-14.66463	39.35943		26.37090	7.55019	8.57342	66.63871	47.17745	2.82963	7.96934	6.12466	8.65098	6.92449	1.00000	8.80708	8.64926	1117.02940
20.89389	42.62833	53.18590	6.54779	23.86479	6.51492	7.46491	38.19113	42.85069	0.05801	7.95538	9.60238	6.75490	6.29394	1.00000	6.82029	7.42046	1178.37086
-120.93549	37.73604	53.58336	7.23023	2.09335	6.88077	5.93891	70.66508	50.50584	0.05194	9.93969	8.27572	4.76561	7.12898	1.00000	6.42485	5.97328	1119.02944
-48.67028	-28.24	57.59439	4.25808	9.63339	3.13119	8.32615	56.45806	53.19332	0.05059	10.43124	9.83961	5.73620	8.73650	1.00000	7.82936	4.40379	1111.75411
-82.00919	23.04419	79.32504	9.89238	19.10185	5.38474	9.16474	39.78429	60.12321	0.48017	5.75188	6.37427	6.72085	7.23733	1.00000	7.70263	8.78726	1089.69806
1.15597	51.78967	71.96777	7.55132	19.74815	8.32452	7.88759	57.19427	40.74403	0.08138	6.00783	5.84727	5.76506	8.65010	1.00000	6.91171	8.97361	1079.91270
4.8951	44.92801	61.55942	4.11329	22.31441	8.02970	5.69309	69.48133	50.49344	0.03855	6.67530	3.88459	9.49425	6.68519	0.00000	8.48428	4.23119	1087.66420
24.99798	-8.73508	61.71890	6.24758	11.34721	5.52615	5.55380	54.30122	14.52883	0.07332	8.97896	7.29974	7.36492	7.06319	1.00000	5.03370	4.85339	1132.04541
117.55417	34.86472	46.02420	6.16413	7.30810	5.17896	7.97556	58.20869	63.35401	0.05461	8.59566	9.53992	7.46167	7.60021	1.00000	7.07929	6.18703	1193.17811
79.883	6.9909	40.52716	7.74267	30.97425	9.01337	6.68312	48.53501	53.23585	0.09286	8.72622	3.69014	9.49593	8.13861	0.00000	5.71848	8.73715	1198.94054
98.6738	3.7278	47.22297	10.49420	24.13888	3.25133	7.31229	50.44898	75.09043	0.84501	3.06409	6.69673	5.83579	7.64196	1.00000	7.25232	10.21128	1169.75290
-102.36764	31.84568	47.88912	4.94671	10.54391	6.43978	8.83751	29.54381	52.88179	0.03921	8.57710	7.10273	9.23910	9.71847	0.00000	6.98526	3.94708	1056.21195
24.95034	60.18427	62.72648	5.77078	2.25820	5.14806	8.24067	30.01397	44.85586	0.05927	7.40839	7.97114	9.18288	7.90937	0.00000	7.39162	7.63832	1053.97869
-117.70755	33.52253	60.13752	11.55195	16.65317	5.06712	7.55769	41.99352	47.07436	2.33671	8.07934	6.04983	7.28166	7.18414	1.00000	6.47717	8.64046	1120.26588
76.92421	60.97944	54.09805	7.78029	20.20047	7.55051	5.91007	40.24455	35.81425	0.08381	8.08765	9.66427	6.42708	7.97703	1.00000	6.70299	8.23514	1194.30224
9.85	53.63333	65.14630	7.27001	23.71228	10.86738	7.55200	56.97876	70.74803	0.06387	9.68860	4.92916	9.90025	7.60700	0.00000	7.84271	7.57905	1052.55612
-122.24092	47.4943	33.53074	3.29164	8.21796	2.63884	7.23222	28.23115	64.91325	0.04032	8.66631	8.63441	6.27746	7.60271	0.00000	6.52609	3.34026	1080.19824
112.23109	-7.57897	46.95478	7.09384	10.32925	3.08557	7.51235	48.82216	41.77259	0.06073	6.10403	6.27617	8.32478	9.12759	1.00000	7.18901	10.55491	1115.02341
100.04427	13.8196	42.79754	6.30975	9.90718	6.00238	6.06250	52.68803	47.87754	0.03052	7.31584	6.32168	9.69810	9.60919	0.00000	6.11476	9.01148	1113.83871
3.47717	36.76639	61.00037	6.34547	17.52419	5.96067	8.13623	44.50136	41.12738	0.04843	8.95913	7.22140	6.96391	7.90432	1.00000	8.86537	5.76617	1079.09242
5.37429	51.03427	74.44337	5.34884	15.22457	5.75514	6.79165	51.77635	63.82632	0.04425	4.92980	6.22466	7.87073	6.85043	0.00000	8.85119	8.17079	1074.30206
7.36027	51.20219	60.13595	8.57971	3.99484	6.53983	7.88091	59.31699	21.50409	0.15835	6.23783	6.96310	5.66875	8.12923	1.00000	8.79722	8.54011	1187.96652
2.45012	48.90982	62.48199	7.30468	12.29433	3.58432	5.57781	25.80925	64.85761	0.09173	5.87065	6.05145	8.12094	7.80633	0.00000	6.12140	10.84369	1133.95759
13.57661	37.31065	59.46228	5.81978	10.02271	8.12520	4.84763	47.61183	40.45541	0.05243	5.90700	4.93530	9.97322	7.55059	0.00000	7.83676	8.08791	1161.44734
-82.46148	28.15112	60.44518	9.48419	26.17468	9.49516	6.70380	67.48808	37.80317	0.34996	10.87931	4.96403		6.23896	1.00000	7.45013	9.55743	1072.35972
-3.53261	40.42386	70.16201	5.70982	4.99777	8.51927	6.94976	33.62359	40.42069	0.03915	5.98644	5.48495	4.25745	6.60537	1.00000	5.61354	8.16956	1173.94616
-1.325	38.47917	44.69811	5.07516	10.62248	8.98658	6.39108	28.94904	58.68579	0.04678	6.59126	6.49242	10.48314	8.56296	0.00000	5.99224	5.81315	1056.89867
11.34046	50.72043	42.38144	5.49485	0.80275	4.98430	9.41971	53.78818	52.76762	0.02466	7.54701	8.06099	9.14191	7.53308	1.00000	8.88827	6.77277	1197.15735
36.7138	35.95664	62.03148	7.34349	12.17311	6.41304	6.15678	40.34168	41.56712	0.07698	10.40877	6.33043	9.27459	5.70650	0.00000	7.86239	8.38127	1130.53328
7.2278	50.64336	59.18193	9.39708	19.76573	5.12975	6.39880	57.00597	64.97972	0.30934	4.15572	6.13217	6.66288	7.51013	1.00000	9.21527	9.81937	1122.87867
65.27258	58.04254	28.92666	6.42664	14.57928	6.76070	7.44763	74.66925	56.63516	0.04934	7.83681	7.48458	9.27956	6.79570	0.00000	8.31244	4.08836	1117.78306
47.31667	-19.65	22.10236	6.53117	9.25430	6.21619	7.91478	50.63481	38.74205	0.05828	9.48259	8.02380	5.72304	7.03544	1.00000	4.38827	5.85666	1067.60922
-86.58208	13.48082	13.45644	8.41812	21.11056	6.73418	6.27014	43.88714	47.16546	0.12949	11.01070	10.76739	3.77431	6.02247	1.00000	8.65448	5.77060	1166.20593
-48.52333	-0.71667	54.93187	6.25680	25.11317	3.63890	8.18999	50.52407	35.01599	0.04604	7.91504	8.90472	9.43206	6.65549	0.00000	7.13133	8.43049	1050.67466
-88.70464	34.25807	52.79181	4.67776	24.08017	5.58696	7.05492	50.40447	64.57664	0.01764	5.91183	7.83785	9.55660	9.09909	0.00000	8.49969	7.13814	1125.14678
-99.73314	32.44874	61.83283	6.41777	7.43065	6.02403	6.51758	64.54407	26.59158	0.05683	10.74797	9.57301	3.48859	7.11462	1.00000	7.43230	5.66943	1055.99768
44.02488	32.61603	44.84585	7.46208	23.98595	5.93163	7.58525	55.72159	72.45555	0.07170	5.86162	5.61843	5.41310	7.39565	1.00000	6.78437	8.36783	1149.93155
102.3278	2.2139	49.09911	6.65375	40.26418	7.08961	8.39289	49.82839	55.07421	0.05280	6.07984	4.76696	8.66700	7.59844	0.00000	9.16457	9.63012	1051.93677
10.18527	47.98372	47.72286	5.20377	-7.07717	6.83384	8.46361	44.87664	17.64466	0.04021	4.20382	5.64502	8.29990	7.02130	0.00000	7.84825	7.48832	1151.63865
-104.83192	39.72943	44.13735	7.58220	15.37477	7.27422	7.80398	55.91598	35.85087	0.08018	10.31734	7.45811	4.30287	7.19371	1.00000	7.93975	5.01785	1136.41651
42.7125	11.15583	47.06547	5.82755	25.40220	6.71237	8.47130	38.54123	44.48520	0.05371	8.23474	7.78071	5.92153	8.33255	1.00000	7.58857	6.12927	1102.52258
-74.28459	40.5576	70.80278	4.30222	21.86188	4.67710	8.54337	35.33913	53.36960	0.03278	8.76347	7.47113	6.76624	8.29998	1.00000	6.42017	5.50445	1193.79253
79.82979	11.93381	42.00887	5.60964	26.21722	5.83265	8.00017	51.03572	54.70028	0.05162	7.77331	9.26138	7.09320	5.99273	1.00000	7.42916	6.91497	1087.42796
2.29026	48.77644	68.28054	10.98489	2.10080	4.61160	7.75876	24.91459	19.68705	1.33810	6.69215	6.42851	7.07190	8.06706	1.00000	7.98130	10.41749	1112.06972
8.61839	49.68369	54.63010	6.34953	18.34471	5.78106	6.97696	36.63651	70.03642	0.05577	6.69514	6.12463	10.66378	8.76487	0.00000	8.60501	8.86526	1180.55482
-73.99681	40.94065	34.95282	10.94916	24.36006	4.93838	8.08128	71.35717	44.62162	1.29328	4.59852	5.84479	6.82518	7.12437	1.00000	6.00244	10.65168	1053.38506
-71.08977	41.9001	67.72604	3.83259	26.42897	3.83369	8.72269	69.62121	54.35999	0.02185	10.00364	9.21715	5.04116	6.86870	1.00000	8.80852	4.85293	1110.32616
0.47713	51.39323	61.82415	4.04399	22.01824	5.03855	8.20266	40.19413	32.48157	0.05298	7.21501	8.04599	7.71195	8.19259	1.00000	6.80810	5.78404	1088.25249
-103.42897	20.28527	43.54559	6.97481	3.21735	6.88474	6.42165	36.20653	38.86346	0.05844	9.15696	5.97673	9.47566	5.92647	0.00000	7.54666	6.86272	1080.65368
-60.1831	46.1351	53.01913	6.65604	26.08953	4.98953	8.59326	50.35058	67.79708	0.06380	7.48203	7.49837	8.67024	8.15305	0.00000	8.10789	4.36429	1105.76769
114.51667	33.78333	31.23858	8.06804	2.82770	4.17797	5.91069	35.05982	56.41442	0.10343	10.27341	7.47272	8.67467	8.12597	0.00000	7.68186	8.44833	1103.39955
-99.73314	32.44874	61.11727	6.27695	3.47472	8.18466	7.02765	36.31993	63.02782	0.06715	6.94057	5.77734	9.46120	8.19012	0.00000	9.13112	7.92912	1107.77141
109.05389	-7.51611	61.19618	3.17300	18.81741	2.80015	7.01219	67.89613	63.32868	0.03787	7.69222	7.73804	7.27755	6.59328	0.00000	6.42716	2.19782	1190.68415
-1.325	38.47917	68.98677	7.97264	6.94967	4.31245	6.92396	59.57670	45.52550	0.10569	9.78315	5.32315	8.88504	8.65716	0.00000	7.68980	9.26600	1128.07410
2.59753	8.88649	45.79886	4.09838	14.81357	1.82212	6.88685	45.02363	58.25785	0.04417	7.33149	8.15379	6.35569	7.24927	0.00000	7.95098	3.01571	1177.97751
117.27583	35.64889	51.20100	5.38977	22.20126	5.40563	8.67712	43.55302	53.72715	0.04009	9.62090	6.48936	7.30161	7.78620	0.00000	7.81316	7.01043	1059.30560
14.72443	36.92574	54.88379	6.51391	13.73576	4.06729	8.29759	28.76762	46.74027	0.07348	10.13414	9.59097	7.59319	5.91288	0.00000	7.83899	5.21885	1164.61477
3.64633	6.8485	57.41605	7.21187	9.16191	5.17742	6.89142	44.77201	51.63688	0.05222	10.22386	10.65741	5.98932	6.93330	1.00000	6.80407	6.08829	1191.14787
-122.24092	47.4943	39.79397	6.30755	8.30143	5.52581	6.42303	37.25472	51.83717	0.02277	7.29169	6.97376	9.79962	9.42109	0.00000	7.49095	8.03266	1155.99117
8.61839	49.68369	57.75107	5.52153	19.74777	8.01853	6.80165	40.27637	48.68801	0.05105	6.80264	6.26006	10.74124	6.97082	0.00000	7.71839	7.18528	1137.10954
139.6853	35.815	46.97443	5.70808	7.21837	7.34531	7.90752	43.51849	39.57463	0.06434	10.90011	7.22700	8.50037	6.55244	0.00000	7.29365	6.80082	1192.73289
-0.36053	51.64316	54.73978	6.36991	11.54252	4.98988	8.15932	41.90288	58.47580	0.03576	6.25414	6.64351	9.02025	6.77595	0.00000	6.56544	8.49284	1058.34728
122.74754	40.85158	64.86045	8.53011	18.69800	8.17584	6.74937	40.47490	51.97214	0.15086	9.31416	9.10725	4.63932	7.00087	1.00000	6.48591	5.92734	1107.09051
37.56667	55.85	49.37100	8.18740	15.99237	7.11970	8.50556	36.58834	71.98400	0.11849	6.63668		6.16752	8.19559	1.00000	8.61883	7.55572	1171.71537
78.14797	15.45144	87.44798	6.68488	3.70351	6.71543	8.08564	51.30796	59.89772	0.06376	2.57556	7.07148	5.15645	6.48471	1.00000	7.53099	7.43466	1184.41163
137.5	34.9	53.59875	5.10668	6.67147	8.70556	8.71267	42.00289	43.10531	0.03441	5.57102	6.30289	9.49279	7.13512	0.00000	7.41917	5.72144	1084.20115
145.13643	-38.16604	32.49920	8.49070	16.92281	3.90929	9.30349	48.95509	71.84860	0.15056	2.10916	6.34662	6.22438	5.21833	1.00000	7.81008	8.90721	1178.72291
-74.95472	10.98778	65.97981	8.12007	15.98673	6.82083	8.95473	28.19102	52.67456	0.11301	7.52238	6.02915	5.75498	7.87776	1.00000	8.88132	7.33120	1158.09754
31.3237	52.4089	53.98557	5.65507	24.01645	6.52027	7.86787	35.14954	44.03184	0.04508	10.95089	7.07359	7.29720	6.78094	0.00000	6.65954	8.07560	1059.28443
73.7553	15.5439	58.13197	5.12860	7.34753	5.98088	5.58360	44.77394	32.76640	0.03239	8.85243	8.78025	4.96653	7.31508	1.00000	8.01636	5.83116	1076.37092
8.52462	47.30997	59.61311	6.73144	7.89288	5.22655	6.79819	37.01268	43.34135	0.09118	5.12603	4.71727	9.26615	7.99952	0.00000	7.77549	9.91223	1090.54220
69.67639	41.29444	54.34435	6.21531	0.45991	8.93009	7.73570	55.08248	53.08752	0.06256	7.50807	5.03066	5.70375	8.39241	1.00000	7.99844	8.87872	1063.34929
44.53333	-22.9	30.67395	7.23116	6.33179	7.44196	7.48169	54.98814	63.52229	0.07939	6.23317	5.84544	9.88942	7.65270	1.00000	7.77920	5.97019	1050.37413
118.9707	-3.5403	47.67787	7.72966	18.92419	8.93773	6.82615	43.40626	64.08297	0.08058	7.55179	4.73302	10.62204	7.55469	0.00000	5.30047	6.13177	1108.33611
4.62744	36.06386	35.20235	7.05937	5.06465	8.27050	7.42278	49.56454	41.99497	0.06828	6.72026	2.75625	9.41999	7.10116	0.00000	7.73659	7.49349	1141.76832
115.8614	-31.95224	61.38134	11.74304	11.33277	7.02480	7.30441	64.06519	13.70064	2.81461	7.42686	5.25200	9.32553	7.79395	1.00000	7.99968	9.60317	1160.58808
-6.03731	37.35813	51.33553	2.81117	27.35433	6.00130	7.75617	58.76533	44.32070	0.03580	4.59544	6.57543	2.09619	7.49459	1.00000	7.97003	7.50961	1149.51868
-87.882	41.85059	76.00315	6.88510	24.44040	4.18108	7.00831	38.56654	53.44463	0.04791	3.42525	5.55101	4.63333	7.10749	1.00000	7.10253	10.23750	1113.69877
77.9129	25.6439	49.64716	8.18889	-1.71847	6.14568	6.21311	56.44037	29.81891		10.44607	7.75199	8.63092	8.12887	0.00000	8.40536	8.30698	1177.13910
-93.71133	41.57721	61.62010	6.24473	6.78244	7.26101	7.01605	43.26938	50.92367	0.04832	7.42954	7.29132	5.48555	7.69947	1.00000	7.26331	5.61026	1113.68836
2.45012	48.90982	44.47879	6.48511	17.99228	8.14489	7.37320	60.57781	56.34581	0.05993	7.04241	8.18211	5.98760	8.80920	1.00000	8.74490	7.66500	1092.43939
77.0202	43.41949	57.36608	8.50018	8.97844	7.29123	7.62438	32.09975	56.71206	0.14843	6.72016	6.40398	6.32946	8.22489	1.00000	7.60900	8.05956	1135.70969
13.58357	-1.63333	53.87085	12.49977	18.83050	3.93923	8.37702	28.90454	54.75830	5.96997	4.85384	6.93121	8.58469	8.15855	1.00000	5.70656	8.96965	1130.74718
22.53083	44.22639	40.28367	6.46123	16.80541	5.11764	5.49137	40.88619	63.63469	0.05764	10.10719	9.38795	5.86298	8.95796	1.00000	6.77701	5.30687	1165.17453
112.23109	-7.57897	36.10871	5.13128		5.25143	8.32072	51.69319	41.26751	0.03095	8.01524	8.97560	7.25386	7.41457	1.00000	5.15837	6.71022	1148.90883
128.9889	37.1759	51.45286	12.19172	16.73866	6.74824	6.77415	43.69698	40.85202	4.39216	8.37614	6.30007	8.40797	5.72862	1.00000	7.66261	10.87836	1179.01352
-74.38987	40.65538	62.70649		0.89472	4.43544	6.70849	41.83569	66.60529	0.04073	8.79765	10.63194	6.88062	8.46536	1.00000	7.45273	6.08069	1187.26220
-50.19556	-19.72806	47.07074	8.08282	28.20586	4.59196	8.25018	47.45225	39.21421	0.10120	4.82117	5.97813	4.62561	6.38152	1.00000	7.07423	9.52048	1178.52697
-48.67028	-28.24	61.56550	6.07176	18.24266	7.95566	7.11204	31.35930	59.96221	0.03666	6.14403	5.12411	8.62031	7.39200	0.00000	6.30223	8.78442	1148.78186
37.00438	-7.60361	46.72532	6.71342	15.72923	6.19208	6.50746	29.98703	27.98256	0.08123	6.19433	5.73248	8.00915	9.52125	0.00000	8.11476	9.35580	1173.79013
2.08333	48.86667	60.88300	4.42471	17.67728	4.69523	7.75924	47.05934	47.47648	0.04285	8.53212	5.68810	7.30273	6.48693	0.00000	6.69242	5.92911	1173.73905
91.61356	26.44931	47.83457	5.69369	7.76965	8.71045	7.73521	48.68611	35.62353	0.02863	6.15700	5.66327	10.33060	7.47387	0.00000	9.42316	6.80444	1171.34691
120.74792	41.09822	34.54612	5.64435	29.49904	5.55571	6.94743	55.73946	29.69395	0.03144	5.30772	6.33407	9.69573	6.07273	0.00000	8.11118	7.40176	1183.53706
67.84222	40.11583	57.97013	6.88009	14.74853	5.54577	6.25013	50.44057	45.52975	0.05842	5.89169	6.62367	4.86140	7.62528	1.00000	7.85815	7.28541	1120.58673
-117.54866	33.93113	38.75163	7.84538	16.37178	6.79785	8.28690	55.81281	42.82451	0.08231	9.39009	4.34793	9.85763	7.23820	0.00000	7.22586	8.98363	1194.07040
2.25	50.75	56.29391	5.79719	-10.83569	5.41917	7.17744	37.79455	47.68378	0.05494	2.20480	3.80610	7.78382	7.23497	0.00000	5.59925	8.73996	1069.15622
98.6738	3.7278	30.92933	6.79526	29.10123	5.13193	6.09196	48.75646	43.13800	0.03843	9.85293	6.42297	8.17998	7.12939	0.00000	7.44528	7.58059	1069.59555
17.80774	40.55851	48.73364	9.64532	13.88142	8.03697	7.69124	48.82876	52.02586	0.36500	7.59472	6.94283	7.80353	7.78626	1.00000	8.40023	5.87474	1122.14959
76.11996	11.12018	60.19260	5.54176	6.78830	5.89094	7.50471	59.33551	34.43046	0.03464	7.59823	8.33304	9.97852	8.50825	0.00000	7.62353	6.63604	1182.52033
-97.03285	47.92526	63.26711	6.88735	22.16208	5.79255	8.18053	46.82691	31.77045	0.07297	7.24258	6.13521	8.11226	9.18464	0.00000	7.32028	5.62452	1075.32553
-117.23991	47.64995	66.93550	8.27813	8.62287	6.64146	6.32779	28.98693	45.23357	0.12520	7.15875	5.56348	5.99507	7.04113	1.00000	7.37039	8.96724	1131.07215
-156.47432	20.88953	41.72401	7.37679	24.67180	7.31740	6.80412	50.26335	54.24995	0.07156	8.85938	6.48784	9.18860	7.31155	0.00000	7.72786	6.24098	1107.59053
34.86563	31.92923	47.15414	5.60660	28.61994	6.65842	8.65560	44.35339	44.92717	0.03236	8.04053	8.28929	9.15612	8.79334	0.00000	7.29379	7.12326	1114.15420
-116.21677	33.7207	42.94367	6.65046	22.84286	3.89996	5.27718	26.57445	48.68434	0.04719	9.17630	7.74041	8.33340	7.46007	0.00000	7.36495	5.75397	1061.83144
8.61839	49.68369	59.55763	9.34842	6.77615	7.02853	8.57873	53.58333	24.87581	0.29076	7.75648	6.98277	7.44812	7.35754	1.00000	6.96869	6.74658	1180.72068
