latitude	H2CO	C2H3NO5	longitude	PRES	CH4	PM10	PM2.5	CO	TEMP	NOx	PAHs	CFCs	warning	O3	SO2	NH3	Pb
36.64852	40.70656	0.17172	51.49621	1174.96171	7.78775	7.96014	6.03318	5.36707	9.74952	5.36699	7.26113	57.07743	1.00000	7.19556	6.63211	9.81309	57.90170
-22.57306	54.63077	17.73000	-47.1725	1064.87521	6.47856	12.99864	7.67188	6.94216	34.95620	7.31940	5.54459	54.64509	1.00000	6.80128	7.32678	4.76540	51.93875
30.35028	25.32460	0.13463	112.19028	1145.18036	6.60154	7.45039	5.31903	5.39798	20.20313	4.89153	4.72426	36.31786	1.00000	8.10729	8.85404	6.42682	57.14372
10.98778	53.78486	0.07898	-74.95472	1088.43933	8.01957	6.89534	8.08112	3.83052	17.17509	5.77271	6.12714	32.89021	1.00000	6.15142	8.68219	8.49037	58.53589
15.46063	72.81495	0.21217	99.89166	1080.46671	5.48023	8.36534	7.04204	6.85462	29.81336	5.71100	7.54509	54.95605	1.00000	7.28581	7.20718	6.42521	55.27193
-31.4488	55.83293	0.29061	-60.93173	1124.14830	8.22380	8.61731	6.60094	8.62325	18.83656	4.76072	8.75139	47.26532	1.00000	7.53796	10.22804	6.91894	58.98734
-38.16604	60.48011	6.04383	145.13643	1111.16841	8.14813	11.91321	8.31669	7.21400	14.28675	5.54491	9.54271	43.54836	1.00000	9.84650	11.62199	5.27833	56.75045
-4.5833	57.03870	0.34139	15.16554	1129.79258	8.17993	8.85075	6.67647	8.65399	32.82188	7.39776	7.00726	58.03595	1.00000	7.04001	9.51416	9.75921	54.69775
35.50056	49.59256	0.06470	117.63083	1089.39905	8.44310	3.46400	6.40230	7.53911	21.96730	8.41100	8.86757	58.50745	1.00000	7.94541	10.90651	6.55578	45.73447
-22.57306	27.51435	0.30989	-47.1725	1127.69534	4.67534	8.92513	7.44776	7.67270	8.99774	6.04484	10.51100	57.39590	0.00000	8.20181	5.00650	4.71969	70.78692
22.37066	45.28969	0.43487	114.10479	1153.87272	6.72366	9.10619	7.93929	8.95646	4.64341	8.72530	5.00608	53.69362	0.00000	8.53029	7.94396	8.98304	56.31585
37.35813	40.11124	2.24225	-6.03731	1137.72236	6.70150	10.89779	4.93424	3.67561	-2.31787	7.53294	9.47628	82.87472	1.00000	7.17013	7.59056	4.19392	44.03665
0.49113	54.02862	0.24437	29.47306	1105.17823	9.06421	8.71064	7.83027	7.85406	20.94351	7.11059	6.39835	59.18600	1.00000	8.51500	11.11874	4.07424	48.53014
64.5635	48.27329	0.04347	39.8302	1160.25179	8.29338	5.68517	7.35394	8.27812	-0.59266	8.12691	8.52284	40.20133	1.00000	6.88267	10.37498	6.06663	60.60403
40.63316	58.92732	0.97289	-74.13653	1146.53902	7.30644	9.98787	8.97679	6.08239	31.76744	7.83046	11.21888	59.33172	1.00000	7.74934	12.13605	6.07380	56.88841
21.28306	60.58926	0.08065	-89.66123	1128.17206	7.71420	6.15230	7.88258	8.83477	-1.29986	7.55548	8.12505	60.71599	0.00000	8.15561	7.42521	7.13657	42.59876
56.56317	56.10654	0.11001	-2.58736	1142.60052	9.33903	7.33966	7.49394	7.48743	12.27979	5.47012	8.82633	52.17503	1.00000	7.85152	8.56686	6.75348	36.82110
48.43174	56.29161	5.34149	17.8031	1147.55760	6.64495	11.79918	7.17335	9.37992	9.24699	4.64850	8.61638	50.27277	0.00000	8.07533	5.60139	6.99200	66.53144
-25.54073	23.03132	0.15981	152.70493	1190.41788	6.30426	7.84363	8.15227	6.05108	7.96174	3.86994	8.60176	48.13162	1.00000	7.82815	7.66037	5.98053	47.26521
52.2	61.32565	16.81347	8.63333	1193.38437	7.15296	12.94412	6.48844	5.43103	5.88504	5.31606	6.66327	71.42258	1.00000	8.18117	9.08314	5.75011	40.12221
51.78967	52.84890	1.24498	1.15597	1065.52816	7.71770	10.29303	7.65977	11.18254	35.77831	8.22934	9.02721	53.74622	0.00000	6.83730	8.04978	7.95974	41.40702
37.19723	32.71038	0.10216	122.05228	1109.68288	7.99743	6.96632	6.77417	8.54500	11.19586	4.31952	5.02153	80.22422	0.00000	5.74479	7.45208	10.83668	39.78105
32.5007	52.56552	0.16837	-94.74049	1126.62982	7.83243	8.09237	6.71982	7.19286	16.18888	5.90318	10.16143	59.55284	1.00000	8.42954	9.17891	6.82343	47.59846
24.81757	55.08269	0.28710	84.63445	1153.26766	6.60505	8.81990	6.49127	10.03214	37.29900	5.05378	7.31291	39.88599	0.00000	8.58560	5.15548	7.50390	62.36784
50.74497	47.12114	0.18449	3.20639	1098.70458	6.35842	8.09961	6.31164	5.41765	31.90825	5.40626	9.80727	57.35335	1.00000	7.46816	7.96325	6.03325	49.89052
27.52948	64.81783	0.73014	68.75915	1132.45100	7.06804	9.72526	9.20536	10.66805	13.21712	5.42089	6.54483	26.42323	0.00000	5.76306	8.32548	8.92256	65.50924
10.10649	49.85176	0.04294	76.35484	1136.76441	9.45868	1.96468	7.23413	6.16408	10.49368	7.88139	7.46339	58.11251	1.00000	7.47965	8.59810	6.66986	48.16587
53.19146	41.90646	0.07451	-2.52398	1166.87014	8.87861	6.90180	6.30826	2.90707	45.85833	5.53201	6.60102	57.96828	1.00000	9.12247	6.91878	10.49134	34.37937
49.68369	77.52794	0.09338	8.61839	1066.40819	6.74759	5.57427	7.29946	6.08327	8.48011	6.31996	6.20060	60.55860	1.00000	7.45063	9.69430	6.21350	49.69586
48.49144	28.62268	0.30601	9.20427	1133.58502	7.80963	8.62234	8.26238	9.25699	1.13685	4.71661	6.42642	46.74529	0.00000	6.22187	7.09363	7.94267	46.94871
42.8334	55.66758	8.40618	-80.38297	1121.24124	6.48284	12.25259	9.67031	7.78137	17.00411	8.76401	8.26355	55.18357	0.00000	7.20256	5.38000	10.49149	17.22329
12.74482	48.69315	0.14276	4.52514	1089.64729	7.93658	6.49417	7.77457	6.01358	3.79749	5.47394	4.66716	42.38874	1.00000	8.60108	8.19622	5.59912	58.48876
17.06542		0.34764	-96.72365	1136.08595	7.76001	8.92874	6.68613	9.33712	11.15455	7.02767	9.31585	48.14571	0.00000	7.67174	6.81226	5.82619	39.29551
-4.42472	44.07172	0.42474	-41.45861	1151.62236	8.39968	9.14378	7.22264	7.12418	22.82313	6.38854	9.20302	72.92541	1.00000	8.99245	9.46991	8.31754	42.17392
35	53.09314	2.58382	136.51667	1084.02539	7.72036	11.04875	7.71258	8.95103	0.72170	3.65943	8.50739	43.50711	0.00000	8.32668	6.19493	8.59125	56.16739
10.31672	49.96615	0.07297	123.89071	1147.49780	6.13103	6.52914	9.46024	5.94932	6.95764	6.81504	6.72088	58.66772	1.00000	8.41443	8.46211	6.95473	48.64412
42.67164	45.58829	0.23146	14.01481	1161.87672	7.75265	8.25478	8.49555	5.55631	15.68678	8.45724	10.54333	50.57074	1.00000	7.20451	10.76821	6.27473	42.30448
37.30553	38.09547	0.21549	120.82747	1184.80043	6.56304	8.18323	9.22746	6.57188	16.47101	4.93257	6.69510	62.83484	1.00000	8.40967	7.22563	8.25682	46.72981
37.49073	74.71511	0.11002	-2.77259	1154.39272	9.46081	7.10116	7.85822	5.84358	17.72104	6.14846	6.05680	48.96367	1.00000	6.67509	7.81353	6.67529	60.18732
37.05944	52.34212	3.70214	37.3825	1084.37915	8.03581	11.41207	8.00804	9.66527	22.49549	7.91666	8.53364	29.01111	0.00000	9.28621	6.38027	8.62960	42.39880
12.1277	43.24164	0.36182	78.15794	1066.87545	7.75630	8.91997	8.77932	6.27650		5.65914	7.33182	52.17792	1.00000	5.46174	8.97789	6.49112	37.20279
7.83389	54.92228	0.03301	-72.47417	1105.51239	8.47761	3.83646	8.44708	8.19181	15.10663	5.87026	5.69120	49.44964	1.00000	8.28653	9.41397	4.79810	71.41253
33.14447	40.18935	0.41611	47.3799	1105.59192	8.12367	9.07328	8.15310	8.61006	4.89919	4.42489	8.51402	73.87658	0.00000	8.58770	6.82924	8.37640	42.16120
53.78333	63.85130	0.65202	-1.06667	1142.01829	5.96333	9.63216	6.38309	7.16145	9.90538	5.23950	7.85470	42.19061	1.00000	5.96578	9.77840	5.40034	47.35748
15.46063	40.30233	0.22336	99.89166	1110.83246	7.58600	8.50581	8.04203	6.48944	10.14142	4.53107	5.34872	68.19452	1.00000	7.35476	6.83655	7.19511	30.63103
41.15376	23.83831	0.03921	-87.88754	1087.03909	6.66020	6.68072	7.89879	7.77744	16.35704	4.70096	10.29362	75.40234	1.00000	8.54105	10.86406	6.09778	37.89129
28.88162	33.64118	0.26181	120.03308	1095.20711	6.62050	8.64899	9.06259	9.46011	4.35090	5.30988	6.91406	42.59820	0.00000	7.59142	5.77790	8.11046	45.72338
32.05971	51.03552	0.05790	34.8732	1060.77059	7.06813	5.28567	6.60762	5.47030	13.26869	5.44836	6.86263	65.53708	1.00000	7.80130	6.19179	9.19994	33.29401
48.90472	50.30735	0.08878	2.2469	1142.91636	7.41258	5.96019	8.25551	6.08677	17.62948	7.39409	7.93088	51.57060	1.00000	8.78130	8.79903	7.90848	59.03392
43.4125	67.43592	0.52739	23.225	1093.60423	6.22438	9.37489	5.99476	9.16911	15.25802	3.83946	6.12081	59.98226	0.00000	6.39112	6.70854	8.54161	76.90774
-24.19436	58.83877	1.26641	29.00974	1078.66785	7.55403	10.29281	7.33035	8.25283	19.52867	7.25314	8.20152	80.11180	0.00000	7.51572	4.52802	9.53593	57.36495
39.45621	64.00083	0.14768	-77.96389	1089.46104	8.32022	7.75190	7.31421	5.85089	22.24976	5.28360	5.53650	36.38080	1.00000	6.01841	9.01956	6.73542	45.30617
37.35813	30.12649	5.87637	-6.03731	1152.44266	7.70730	11.89655	8.91456	10.02648	9.57018	5.15976	8.09029	66.99050	0.00000	5.79516	6.07595	7.15535	69.40316
33.14447	84.54721	0.31699	47.3799	1086.00808	8.16518	8.70626	8.35611	7.87322	15.97868	3.25888	6.23003	50.62969	0.00000	7.19196	4.78821	10.08619	60.74567
64.5635	82.53649	0.12297	39.8302	1197.32725	8.17436	7.42570	7.95813	8.24543	15.10760	5.92067	5.25539	64.14154	1.00000	8.78769	9.90556	3.67342	66.25923
34.25807	57.71653	4.55534	-88.70464	1178.64852	8.36075	11.63265	6.35855	6.37932	4.48684	8.25583	8.36828	58.54500	1.00000	7.83732	10.17462	6.92751	53.90423
-25.42778	59.15965	0.03223	-49.27306	1062.04004	9.63687	6.32034	8.09711	7.81159	24.05998	6.12496	4.29281	45.75628	1.00000	7.33652	8.65429	2.97933	54.97963
41.63976	38.53026	0.17668	2.35739	1077.85266	7.11455	8.10713	7.43602	8.09047	11.62758	7.18694	10.02354	57.24053	0.00000	8.32876	5.45648	4.93738	58.21239
34.8825	46.05470	0.05805	128.62667	1103.69524	6.68579	4.75107	8.33040	8.78303	17.71752	3.27005	4.20486	35.92467	0.00000	8.86473	8.77393	11.71236	50.21947
41.0051	54.87304	0.05717	-73.78458	1145.05521	6.98127	5.90788	7.42688	7.45192	19.37818	5.53408	5.38914	53.33732	1.00000	7.17390	9.43088	5.09742	44.69367
38.68712	40.78330	0.11961	-4.10734	1055.60421	5.90928	7.42216	5.11602	3.60242	7.33720	6.12780	10.47917	74.35048	1.00000	6.87596	10.72781	5.96944	54.13866
19.64745	52.65873	0.70955	-102.04897	1080.50747	8.38705	9.67057	7.16707	5.30875	8.93114	6.09350	8.68910	61.11989	1.00000	7.69180	8.26807	10.49857	58.69665
45.16024	58.31952	0.07475	-93.08883	1115.30665	7.85262	5.46187	7.25327	6.45381	15.33169	6.59222	5.88335	58.18165	1.00000	7.94437	10.89957	5.13090	55.33587
43.54072	65.15221	0.49737	-116.56346	1116.06655	7.28384	9.34676	5.26818	6.78124	4.23400	5.75264	5.05492	32.85534	0.00000	7.12573	7.22893	12.55427	66.91851
37.71715	52.04557	0.93075	-122.40433	1104.56023	7.40137	9.99179	6.99567	12.61262	13.59748	9.02923	5.96777	57.89221	0.00000	9.68755	8.77167	8.42646	34.84350
37.08819	74.42885	0.08204	-8.2503	1108.45646	6.58514	6.59311	7.62282	7.95888	18.53340	6.88497	6.75234	62.57504	1.00000	7.19455	9.87030	4.99311	30.11581
42.64031	33.81198	0.15474	125.51176	1078.42998	7.80732	7.24493	7.54855	5.30649	4.96148	5.46351	7.28847	67.30416	1.00000	7.94633	6.61025	7.07451	45.32586
-11.48472	56.73540	0.23723	-37.93278	1095.05679	8.63567	8.16010	8.24238	5.94411	13.68579	5.24832	5.54307	62.87444	1.00000	6.80478	10.55326	6.33263	52.06104
16.0567	49.75586	1.33233	103.65309	1111.49509	7.85984	10.36572	8.81716	10.10336	21.91852	7.33874	9.92400	96.89548	0.00000	8.11291	7.07291	7.78758	48.31049
-22.97056	41.42311	0.12471	-46.99583	1106.39590	7.40872	6.79807	7.47215	5.24307	22.44220	7.69374	10.43578	48.81856	1.00000	8.06235	8.60604	6.49547	63.02769
0.46005	62.28137	0.90620	34.11169	1139.86696	7.77156	9.97209	8.75043	8.86956	4.42415	7.60513	10.39967	46.74665	0.00000	8.43227	5.08400	4.57332	25.46294
39.57582	37.40731	0.07922	-105.11221	1172.22670	7.98841	6.73594	9.47645	5.82464	20.19461	7.19792	5.97545	56.76148	1.00000	7.38513	9.67271	5.38148	51.53030
50.80904	60.88672	0.05873	8.77069	1056.57055	6.87808	6.02136	6.01559	6.00287	-2.86491	5.48871	4.02448	62.91604	1.00000	8.03599	9.45811	4.37197	6.14559
40.60538	56.49969	0.09289	-73.75513	1163.70192	5.54043	7.21541	8.86272	8.10705	16.82679	6.58071	6.64333	32.82450	1.00000		9.45055	5.25551	48.30139
7.83389	70.03139	0.23737	-72.47417	1124.98563	8.43693	8.51194	7.19041	8.82369	8.74930	7.58138	9.18971	28.28643	0.00000	9.32545	5.71575	4.91259	65.47938
34.95303	54.19004	0.92017	-120.43572	1126.26395	5.54607	9.99151	7.73065	7.90669	9.52043	7.04160	5.85767	49.46486	0.00000	7.69960	5.13676	8.60470	60.08191
42.93369	41.33208	0.72520	-72.27814	1091.14596	7.70029	9.71814	7.85346	0.73481	11.84528	11.28853	14.74245	44.79405	1.00000	6.41562	12.52438	2.77679	63.01748
39.09112	54.03426	0.34671	-94.41551	1095.62684	7.63456	8.99357	7.35654	8.39596	10.28106	4.84685	5.54011	68.77857	0.00000	8.72287	6.67778	9.60483	37.68878
52.57583	44.96011	0.12719	6.61944	1166.29244	7.20879	7.30829	6.42289	8.76521	13.30740	5.06738	8.02491	56.46841	1.00000	9.99716	7.18327	7.33559	51.90926
19.04222	39.28565	4.09289	-98.11889	1117.87031	8.09396	11.52411	7.96444	9.95680	16.44152	4.95678	7.35127	52.77104	0.00000	7.87101	6.02095	6.93369	46.72462
34.31	54.56429	0.10255	-2.16	1088.12469	8.40908	7.05259	8.17184	5.72180	8.06910	6.41033	9.25704	45.59244	1.00000	7.38057	8.85461	7.53628	45.56603
40.67705	35.33036	0.07092	-73.89125	1130.16236	9.36105	4.90010	8.28777	6.22293	15.80745	6.36920	6.33906	75.27232	1.00000	6.85788	7.93950	6.75611	67.40254
41.85059	50.85267	0.11486	-87.882	1149.19100	7.65513	7.77663	7.39527	8.93705	15.09587	7.37653	6.67338	60.78752	1.00000	9.28338	10.59764	3.51852	39.75372
-13.7804	72.80505	0.04832	34.4587	1144.69420	7.84265	4.31665	7.20760	5.31911	7.99533	5.82508	6.08250	88.36552	1.00000	8.00482	8.59342	7.53372	57.96278
-17.74431	33.03042	0.11442	-48.62789	1097.39419	7.83999	7.54954	7.47356	4.85578	5.01646	6.84173	8.28418	44.59676	1.00000	5.88461	10.27444	9.22897	44.51521
7.83389	42.15053	0.10308	-72.47417	1185.31936	7.32319	7.44917	7.74767	6.28505	12.58889	7.17647	8.82382	51.79846	1.00000	8.81110	7.69793	7.44673	60.27944
44.85278	28.81874	0.07057	65.50917	1159.07535	9.65722	5.13345	6.82483	5.41718	13.45484	5.40768	5.44634	65.13484	1.00000	5.74750	8.46665	7.09094	64.11298
48.86667	51.75447	0.09850	2.08333	1195.55242	7.76745	7.11722	4.91110	4.79309	16.01803	5.08474	4.40999	45.08448	1.00000	8.82065	8.27632	6.31439	49.65961
15.72892	40.93092	0.36754	120.57224	1094.74393	7.50508	8.86651	6.69734	10.25332	9.54832	6.75130	7.60583	71.86573	0.00000	7.67864	7.92832	8.55668	39.02056
0.49113	66.87905	0.06494	29.47306	1170.39283	7.78682	5.56883	7.63513		13.92792	3.47591	6.87124	43.20852	1.00000	7.01014	5.38446	8.25121	50.08968
47.38093	45.87448	0.07462	-122.23484	1114.54247	8.35910	6.55956	8.96487	6.19831	5.64939	5.62512	6.26504	54.26437	1.00000	8.53540	9.85065	6.85236	62.13144
21.28306	39.71137	0.07046	-89.66123	1071.01245	7.93186	6.14198	7.93539	5.30298	4.68242	5.00027	9.73952	87.19801	1.00000	8.56921	8.44696	6.36749	42.20417
36.20389	46.77382	0.05116	127.08472	1171.86898	8.24219	5.94077	5.77870	5.41830	20.77083	7.28636	8.68351	72.04921	1.00000	7.35316	8.80508	9.38508	53.54513
51.03427	55.06388	0.14766	5.37429	1129.09733	9.99559	7.61799	8.83263	7.16126	22.63430	6.69179	9.58330	44.81893	1.00000	8.14948	8.20387	7.47903	51.84330
35.815	62.45478	0.10055	139.6853	1185.21692	9.41670	7.39738	8.00691	5.10722	21.54142	5.91256	8.75197	62.45430	1.00000	8.16923	9.84784	6.58932	36.06499
12.35275	57.55055	0.47996	121.06761	1106.95290	7.19920	9.23411	6.96921	7.88036	23.23954	5.13961	9.84942	57.79471	0.00000	7.06814	5.42887	5.21899	63.92187
48.49144	57.68995	0.20147	9.20427	1143.35889	6.20365	8.23093	5.97089	7.04531	29.32487	7.17123	6.04977	49.74181	1.00000	8.09761	9.89998	4.56063	0.00000
40.5576	53.63476	0.08381	-74.28459	1111.05223	7.62699	5.73458	6.46470	9.52171	23.95323	3.08458	4.41878	43.99845	0.00000	7.70044	7.09185	8.51079	57.40587
6.95194	50.91650	5.02682	121.96361	1184.09352	8.92663	11.72566	8.02265	6.24993	13.27662	7.51506	8.66606	46.39400	0.00000	8.89901	10.18671	5.20137	61.30594
55.82885	23.07662	0.12382	-4.21376	1066.54324	7.65129	6.48749	7.84699	5.92866	19.46988	5.75347	4.91331	47.73605	1.00000	7.22885	8.49859	5.57587	35.52214
6.84019	63.53706	0.39595	79.87116	1139.84158	7.67981	9.14266	7.67345	7.39892	-1.27318	6.01246	6.85776	35.22499	1.00000	6.71989	7.70481	7.24936	63.14773
38.68712	57.31356	0.54991	-4.10734	1057.19176	6.73133	9.36979	7.78219	9.00045	23.06206	4.68991	10.09585	39.19639	1.00000	7.50225	9.66838	6.58117	53.98956
10.10649	51.56453	0.59338	76.35484	1067.76919	6.59886	9.50184	8.06841	6.50810	2.65989	6.67900	6.62998	79.89188	1.00000	7.46986	9.60776	6.18108	51.59504
-4.06667	59.98248	0.05848	37.73333	1170.18241	8.20069	4.80998	8.02350	5.43456	26.92645	6.13994	5.55569	58.46967	1.00000	7.44387	8.24982	6.44305	58.83017
-1.26424	53.42448	0.39173	104.09701	1150.09517	10.17062	9.13750	6.80316	8.98927	7.90172	6.15865	8.40841	42.84358	0.00000	6.67788	6.10887	7.03056	39.59483
40.5576	31.20257	1.18209	-74.28459	1199.23824	8.01792	10.25566	7.24783	9.83171	8.64821	6.87693	8.92620	35.53732	0.00000	6.27166	6.39328	5.30519	31.74311
45.43341	83.95207	0.45637	-73.86586	1112.63845	6.59754	9.20665	8.05936	9.25876	18.93350	6.18203	6.35633	71.55890	0.00000	6.93714	7.57475	9.33976	47.23719
40.98894	43.41264	1.21147	28.67582	1056.24241	6.40868	10.29700	7.85064	6.75257	16.17397	2.76861	9.73838	52.15239	0.00000	6.12325	3.98345	5.62960	64.78717
35.06544	34.64633	0.58417	1.04945	1074.85494	7.59622	9.42700	8.82670	5.72439	14.09887	6.43331	8.01945	69.01645	1.00000	9.10021	9.47655	6.78297	49.52726
20.88953	41.19027	0.07088	-156.47432	1188.41532	8.05456	6.87530	7.31445	6.53179	9.87733	6.67598	6.97035	49.69798	1.00000	7.63647	8.50265	7.00692	43.54419
43.41949	41.96198	2.45824	77.0202	1079.23228	6.04868	11.00547	6.99698	10.73020	24.21141	6.90032	8.82788	56.59307	0.00000	9.25599	7.40322	8.46931	46.86803
48.28259	39.51781	0.57386	9.72749	1069.57984	7.49290	9.51180	9.02414	7.76869	33.86429	6.50247	5.89436	63.38826	0.00000	6.36979	6.42541	10.21230	22.01332
55.75556	32.84539	0.71130	60.70278	1121.00489	8.87955	9.70624	6.80385	8.56887	37.71107	3.97555	8.64244	50.15110	0.00000	7.43184	5.12330	10.57031	54.60826
26.9423	42.92136	2.68300	68.11759	1097.20538	7.72618	11.09102	7.04049	9.41056	19.35725	11.19982	7.73542	72.01257	0.00000	7.60659	7.72368	9.83612	47.47005
43.61058	63.23463	0.11479	1.33467	1102.18567	6.67226	6.12969	6.63371	7.42316	32.21236	5.55820	9.67384	64.54199	1.00000	8.11775	9.08617	9.00287	58.05202
35.06544	55.44182	0.41050	1.04945	1111.54903	6.71308	9.05353	7.15954	10.64673	23.90970	9.61365	9.94825	77.24220	0.00000	8.26561	7.63041	5.87962	31.74379
41.6764	49.88393	0.02811	-91.58045	1105.19212	7.50990	5.21626	8.03199	4.90893	4.68911	7.58326	7.41364	36.23796	1.00000	8.11156	6.54207	9.10858	55.17075
34.95303	42.32513	0.47933	-120.43572	1100.05260	9.84111	9.27766	6.90635	7.42654	6.72877	6.85604	8.39034	34.59241	1.00000	9.05090	9.66707	7.96969	43.62586
53.78333	10.33090	0.29430	-1.06667	1191.70793	6.85559	8.69721	8.80360	7.64096	0.43938	5.56121	10.73170	62.72977	0.00000	8.44339	5.66274	5.75051	44.53110
35.89972	59.95832	0.18772	14.51472	1136.20858	7.32091	7.91908	6.85664	7.55258	1.42149	6.15143	9.78736	64.33578	1.00000	4.91798	9.34777	6.93649	51.05022
31.76212	86.86884	0.16801	-95.63079	1053.35480	6.67687	7.68245	9.41690	5.99000	17.29082	5.92473	5.55117	61.70024	1.00000	6.45140	10.56684	5.64678	48.58869
26.11527	57.11805	0.33228	86.59509	1108.36499	7.16449	8.83616	7.88592	10.27858	20.97007	7.62779	8.71005	60.52705	0.00000	6.62686	7.94767	7.43544	67.38996
50.9803	59.31087	3.07894	11.32903	1175.32250	9.28411	11.23849	7.44319	7.08038	22.38194	5.84319	10.33490	62.71417	1.00000	7.91424	11.04383	4.50857	55.04223
-25.42778	42.69111	0.06235	-49.27306	1196.10069	8.54743	4.77721	7.07555	8.10786	28.88251	7.08137	7.43075	40.14322	1.00000	8.53098	9.66113	5.75245	54.23897
43.78956	62.61883	0.05873	7.60872	1098.85833	8.10005	5.03460	7.82522	6.15711	9.97747	7.43920	8.75336	62.46016	1.00000	8.31372	8.57523	8.76608	61.48776
26.9423	59.51620	1.04813	68.11759	1112.94141	8.54161	10.11253	10.22368	4.57057	14.57246	6.87004	8.17440	43.98445	0.00000	8.19178	6.94559	4.20098	49.07904
39.57582	35.41454	0.08124	-105.11221	1175.68779	6.63273	7.09784	6.66650	9.03494	-6.76484	2.81822	7.34368	61.08059	0.00000		4.59601	9.11809	50.60191
-19.32556	42.99156	0.41197	-41.25528	1067.66234	8.47421	9.11138	5.90953	4.86606	33.42406	8.25201	11.65892	72.90166	1.00000	8.84622	11.72737	5.45856	48.73305
10.31672	51.51002	0.22353	123.89071	1105.46283	7.37811	8.14230	6.08236	3.62458	10.27734	5.46622	4.76753	28.90223	1.00000	6.17938	9.96882	6.76471	64.50217
-6.48167	78.06493	0.25501	106.85417	1139.09958	7.97673	8.58086	7.48230	8.70964	11.83286	7.79909	9.70072	61.73865	0.00000	5.33883	5.55389	4.85957	44.62953
11.85	59.27412	0.12116	38.01667	1124.39559	8.11640	6.63484	7.55868	5.62611	4.51248	6.67793	7.12009	86.39330	1.00000	7.09767	8.75200	7.43293	67.77945
-8.05389	49.00025	0.16652	-34.88111	1198.46459	8.52448	7.74944	6.34305	8.13594	17.08577	6.23038	8.67435	38.23778	1.00000	8.33287	5.86350	6.30521	58.60909
-7.81667	46.02064	0.14559	112.01667	1073.83922	9.55392	7.54114	8.66041	7.52873	8.20982	5.56463	9.46633	68.48634	0.00000	8.96690	5.83662	6.25781	63.46172
23.04419	21.66936	0.09849	-82.00919	1056.44894	8.50605	6.71832	8.50572	7.82554	20.60343	5.67232	4.39316	57.51766	1.00000	8.50687	10.65264	3.00769	45.70188
6.95194	56.92901	0.17480	121.96361	1159.89041	7.56336	7.93354	7.80727	8.90202	0.46426	5.11252	6.79984	51.64975	0.00000	6.29881	5.09881	8.81589	26.59483
40.60538	47.16549	0.10520	-73.75513	1168.80895	7.43983	6.04459	8.83050	6.78636	22.27137	7.43646	7.43222	65.41100	1.00000	7.18907	8.40453	6.66213	72.10006
58.04254	43.58497	0.44067	65.27258	1174.82435	8.12396	9.21089	6.97424	7.23544	23.45301	6.46448	9.03991	52.25377	1.00000	7.75030	9.22120	6.70799	29.66992
39.32011	45.31627	0.89109	-76.51552	1140.14680	7.64193	9.91407	7.28795	9.31484	23.98847	7.24902	9.43484	69.11544	0.00000	7.65674	5.73136	5.09973	46.09018
51.21187	85.36984	0.12450	4.25633	1091.09216	6.29271	7.48944	9.31395	7.49968	24.86237	5.43394	8.22125	65.78163	1.00000	8.75002	8.14732	8.22949	28.63611
37.31309	40.39488	2.95294	40.74357	1095.68705	8.77633	11.19371	8.40035	11.91509	19.03298	8.02316		62.99709	0.00000	7.86210	8.13933	9.40490	63.31712
37.31065	57.82539	0.20062	13.57661	1158.32372	7.88450	8.29700	7.16120	6.52003	12.41905	7.46918	9.51859	69.52039	1.00000	8.38697	8.71653	6.49172	43.76904
-29.2975	36.16573	0.05572	-51.50361	1169.15901	7.39319	5.63989	7.62760	8.20605	4.78026	6.63265	6.61546	70.66459	1.00000	6.90653	9.19440	5.17873	44.33979
21.59983	55.11093	0.57252	71.21169	1155.28751	6.16802	9.47294	5.84927	11.24802	-7.84883	7.21444	6.32629	60.33073	0.00000	7.43930	8.21893	9.56253	53.95899
-25.42944	55.15147	0.04574	-50.00639	1083.66901	7.89817	5.69022	9.14242	5.86617	32.28279	7.03096	7.04751	40.09430	1.00000	7.94722	8.64173	6.93926	49.09239
-8.28333	53.33811	4.36723	-35.03333	1132.26034	8.82099	11.56784	7.34274	3.19158	25.88471	7.99659	9.59817	58.22901	1.00000	7.66116	9.80653	4.31521	56.00094
35.815	33.85319	0.28323	139.6853	1070.05963	8.11712	8.59215	7.90245	8.49587	-7.09347	5.50177	5.79766	59.18941	0.00000	7.79405	7.75717	10.88481	58.73463
42.4251	50.33097	0.34877	-71.06616	1073.61962	7.93217	8.83383	7.96192	8.49526	17.76556	7.34671	10.55153	84.69399	0.00000	8.52068	5.71408	4.58999	59.45232
50.86079	47.00572	0.09543	17.4674	1161.26200	8.43824	7.49161	8.70721	8.07535	10.23456	7.22679	10.28253	60.73352	0.00000	7.22654	6.11357	4.31085	13.47115
-38.65333	50.55066	1.96419	178.00417	1121.88587	6.71418	10.80322	7.38475	4.63449	9.88227	7.18149	10.04039	43.18391	1.00000	7.60664	8.71202	4.91396	39.89948
23.9028	67.42858	0.39924	89.11943	1075.83317	7.18118	9.08741	8.10503	8.55419	22.59251	9.01265	6.22232	71.08061	0.00000	8.27846	5.72177	8.55885	41.12112
37.30553	45.71014	0.06004	120.82747	1155.40065	8.30996	7.14696	7.52819	5.89099	18.55615	6.01514	4.55169	44.08735	1.00000	9.00636	10.45448	4.25189	66.75966
38.96372	51.87191	0.07274	-76.99081	1190.02772	7.80440	5.66483	7.62204	7.75247	14.98656	7.57653	8.66107	50.43482	0.00000	7.25351	6.04616	4.88942	46.85152
