CH4	CFCs	Pb	PRES	C2H3NO5	PM2.5	warning	PAHs	NH3	longitude	CO	H2CO	PM10	TEMP	SO2	NOx	latitude	O3
6.77117	30.42995	59.62781	1117.97513	3.55738	8.78417	1.00000	5.35540	7.42039	5.2875	8.72945	46.96453	6.06985	29.90223	8.06957	9.42514	51.65333	7.44442
8.22116	47.23106	51.60243	1065.94460	2.38119	7.70472	1.00000	5.41987	7.38176	4.92235	9.50173	58.61798	7.31864	11.66687	5.03841	10.07910	7.65649	8.70300
7.94459	58.76741	43.25169	1175.82434	12.36702	10.10881	1.00000	6.32768	7.65157	2.2469	7.13745	47.82350	8.95288	33.59801	4.65089	3.50368	48.90472	8.61229
8.12370	50.91843	37.66749	1056.04927	16.77158	9.31501	1.00000	6.37008	7.54364	126.28333	9.58530	37.75543	9.35640	20.17565		9.14916	45.35	8.97044
7.17309	57.49115	47.60531	1065.20998	6.94855	8.36704	1.00000	5.58790	7.17698	84.63445	8.22696	33.70510	8.33088	11.05370	7.87387	8.55445	24.81757	8.50624
8.04293	60.42211	41.85625	1154.55603	5.00266	6.76432	1.00000	6.58540	7.49589	6.26667	5.69122	63.62898	7.91905	27.36445	8.17986	5.18981	51.21667	8.49793
6.04856	75.96405	48.16091	1060.64623	2.18835	11.09743	1.00000	6.52188	6.87391	130.94098	6.90291	61.56911	5.75113	14.21632	3.60888	6.11570	33.3213	9.49528
7.94404	50.86255	46.22800	1108.85002	6.22319	9.37085	1.00000	6.78917	8.19643	-72.27814	8.83198	76.83752	8.11012	2.04828	7.43661	7.56402	42.93369	8.01967
7.22034	60.71631	46.10023	1197.74302	3.15220	10.36868	1.00000	4.92139	8.00090	24.43973	6.22763	46.83451	7.16899	17.60199	4.73228	3.99215	0.76755	7.81827
7.32387	47.80456	62.35016	1128.53799	1.18988	8.36632	1.00000	7.15567	6.42985	-1.60452	6.68255	42.72493	6.60026	24.83463	5.75887	4.61030	42.06166	8.09871
7.37178	43.95638	53.00759	1155.43851	4.03592	7.90438	0.00000	7.76494	6.08680	114.33333	9.46960	54.50469	7.63292	0.74536	8.56216	5.76535	-8.43333	6.73472
6.35144	39.31241	55.37895	1151.09730	9.40830	9.00105	0.00000	7.87964	7.40748	46.04833	8.61545	37.62399	8.69050	4.64481	6.76118	5.13462	51.40944	8.96491
7.47628	54.56847	43.10601	1149.38345	2.07030	8.84515	1.00000	6.31325	6.44307	53.26023	9.09627	70.25639	5.62311	5.53177	6.28111	8.99356	54.39304	10.07468
6.72877	57.58982	36.76113	1155.71205	2.83057	10.24356	1.00000	5.28828	7.98087	-82.00919	6.41528	53.00224	7.45027	33.67340	4.66892	8.15669	23.04419	8.32544
8.35833	47.10370	63.43398	1100.22962	13.61915	8.87802	0.00000	7.82524	8.38040	30.91105	11.27538	50.46070	9.09162	6.28849	10.54769	5.53533	3.02013	11.17421
9.24870	69.19891	53.06813	1117.56283	6.70626	8.67122	0.00000	5.74357	7.87880	120.57224	7.97216	27.01685	8.18278	47.64266	8.93314	5.87691	15.72892	8.71882
7.14354	29.51862	40.86932	1104.30647	3.71113	7.37296	1.00000	7.30812	7.88019	122.74754	5.46927	52.89629	7.23790	-4.75492	7.07605	6.77808	40.85158	8.68288
7.52029	74.18088	32.95886	1134.53321	8.68769	8.55175	1.00000	6.07341	7.10995	-87.66561	4.64025	55.86783	8.50337	2.91152	7.77810	7.23967	41.8542	10.95286
7.81997	33.84443	28.37120	1190.98160	4.76024	11.06537	1.00000	8.31497	7.33420	78.55757	11.19261	68.72557	7.71003	14.94572	5.14901	10.38836	17.34769	9.08872
7.73268	54.22237	42.55754	1096.73005	4.37334	9.37384	1.00000	2.99433	7.01980	3.16667	6.06916	68.01547	6.85885	26.54928	6.27913	6.85964	50.8	7.11287
6.15424	52.22051	38.99698	1144.86280	4.08879	9.75986	1.00000	6.98484	7.96805	-2.01111	7.17715	26.21186	7.19239	39.80248	4.63420	5.47358	52.66277	9.75065
6.30768	39.86816	44.55643	1152.71083	2.70921	8.49689	1.00000	9.10161	6.12933	116.11768	6.84857	50.45441	7.09274	23.34649	5.07065	4.24114	24.28859	9.56527
7.74571	43.40969	60.59088	1091.23831	6.35508	10.26290	0.00000	7.90296	7.58653	122.05228	10.36576	44.00446	8.07830	13.99145	6.41043	4.87515	37.19723	8.46584
8.56397	94.23061	44.02372	1193.24012	9.04414	6.86454	0.00000	10.00126	7.57073	6.26667	9.63116	64.00072	8.63070	15.06240	10.71385	6.20544	51.21667	4.44330
6.80009	40.28608	42.00563	1186.03461	5.94140	8.43069	0.00000	6.60335	7.78979	-65.71875	9.84890	49.57374	8.04637	7.37708	8.83732	5.44501	-21.44345	7.11905
7.49039	57.17779	43.12604	1073.67847	7.84466	8.36158	1.00000	6.47919	6.38973	18.69303	5.67887	52.63861	8.35996	24.41366	6.60675	7.54133	12.18441	8.58601
7.72644	38.75560	46.14475	1094.34831	2.98320	9.33521	1.00000	7.08236	8.04915	88.18466	9.51666	71.08164	7.09402	25.42966	5.07350	8.84456	22.19303	8.43671
8.41527	32.85092	46.32268	1053.90271	3.19925	8.37609	1.00000	6.53395	7.56891	1.33467	6.30495	59.46644	6.61544	10.64860	6.49035	5.41591	43.61058	8.03982
7.62824	40.96779	32.43711	1191.03854	10.83216	7.13503	0.00000	5.17346	8.27980	-2.58736	8.67155	42.27932	8.85379	6.36203	7.07059	6.33022	56.56317	7.93392
5.96851	50.04643	29.77938	1092.06795	4.62257	7.68613	1.00000	4.97222	9.02725	-117.71978	5.82468	58.39258	7.61023	22.08979	7.85835	6.58628	34.09668	8.14856
7.03434	32.34827	51.59803	1180.40547	3.36350	7.97194	1.00000	4.23434	6.76364	-2.58736	7.99311	41.21924	6.58686	36.81084	6.42024	11.32134	56.56317	8.54394
8.06511	51.76498	53.91638	1103.29654	5.69283	8.46144	0.00000	4.51784	9.29577	-91.58045	8.34788	56.14305	8.15547	19.41259	9.01503	6.05294	41.6764	4.87934
5.50696	43.75600	29.52116	1191.16224	3.55400	7.05752	0.00000	5.83081	8.32838	137.5	6.46637	64.55841	7.33507	21.95968	9.06894	6.03205	34.9	9.78107
6.98993	70.37852	60.47041	1060.55298	3.98513	8.50587	0.00000	6.11218	6.68558	30.98551	8.39032	50.29589	6.52406	26.12169	8.94386	6.84114	2.41669	7.50413
7.96008	53.40249	49.61469	1174.27681	4.14200	10.36263	0.00000	4.98184	5.93090	71.21169	10.66086	32.17613	7.76513	16.86353	8.98973	4.59176	21.59983	7.15553
7.99219	58.02850	59.25175	1141.38205	3.01178	8.23548	1.00000	5.27952	7.57710	-78.04471	10.15487	58.99468	6.97089	17.33640	4.89596	10.77192	34.25628	6.45721
8.86087	80.38865	45.43004	1090.92996	12.85749	8.12736	1.00000	5.98139	7.87880	117.33333	7.77135	47.93436	9.00225	13.15035	4.38424	9.22311	34.85	11.24790
8.69040	37.21796	44.52845	1133.45636	2.74596	8.65891	1.00000	4.54633	8.47576	138.89585	6.07437	47.44502	6.52547	24.19180	7.49089	4.73346	36.33011	7.97057
6.10119	62.71392	44.89929	1180.23718	1.84667	8.32990	0.00000	6.47342	8.37529	-0.2	6.53255	22.33053	6.26637	26.15565	7.27627	4.75306	51.65	10.26807
5.49826	61.40264	41.72146	1118.90576	8.55188	7.58439	1.00000	7.93874	4.91845	-80.66756	5.62308	58.72927	8.41716	3.39913	7.11493	7.18796	26.68451	9.45157
7.21161	43.20343	36.21236	1059.43018	3.79928	12.01341	0.00000	3.21641	6.41907	85.37752	10.20576	60.06226	7.44014	3.52428	6.58473	4.73154	22.10194	7.06465
5.79447	67.16410	59.48399	1056.18389	5.56029	8.34959	1.00000	7.61145	7.08117	53.26023	9.85791	42.33150	7.58297	26.48331	4.17224	6.84313	54.39304	9.73819
8.04328	67.34164	74.12256	1091.32653	1.12898	8.54315	1.00000	7.57349	7.96288	-53.13722	10.60121	57.15221	5.78176	13.94738	6.70142	7.35015	-22.92306	9.76920
8.91514	48.40762	62.54150	1077.80908	1.99717	7.20833	0.00000	7.51391	6.60078	68.88871	8.91060	24.04148	7.07550	17.71907	8.65772	6.31801	25.95533	7.26335
9.03612	51.12589	48.19932	1180.34001	6.85524	8.26294	0.00000	6.50123	8.80544	-102.04897	8.45026	33.63551	8.12357	1.10290	9.62919	5.58861	19.64745	11.48909
8.40616	68.24035	54.96894	1077.79853	8.51235	8.53978	1.00000	5.20076	8.43746	-76.99081	4.62069	52.35692	8.46115	22.34027	7.46092	4.11866	38.96372	8.59847
6.42076	76.84457	30.17725	1164.17965	25.94772	8.37711	1.00000	5.71174	7.97370	-94.91386	8.22246	27.17783	9.72515	26.08505	6.05974	8.48643	17.94979	8.30996
6.29133	30.32199	50.08811	1166.45281	3.77483	10.66816	0.00000	7.27966	7.96272	-117.29198	12.68451	55.96618	7.18054	19.57671	9.40585	6.70114	33.03699	6.98018
7.52309	51.08065	33.16584	1050.16261	3.75670	8.33837	1.00000	5.77127	7.59049	14.34085	7.40577	44.55881	7.35758	30.12055	7.75450	7.07975	40.87363	8.04854
6.82941	67.56136	16.11611	1196.59685	30.35437	9.36437	0.00000	8.31538	7.23221	26.97253	11.59666	64.96440	9.91367	-6.12448	8.07805	5.62725	49.65186	6.85373
9.20689	41.56243	64.18445	1139.31862	4.02563	9.28989	0.00000	5.68074	7.17529	120.74792	9.17154	43.83722	7.15113	13.97453	9.62114	5.76015	41.09822	5.24005
6.64149	68.50784	55.89999	1141.05891	3.91847	11.66124	0.00000	5.46044	8.15948	43.67663	6.00564	66.61761	7.70164	7.74656	10.14432	7.86003	53.53041	7.52881
6.43086	48.26519	67.74676	1127.23051	6.53637	8.42385	1.00000	5.39650	6.69226	22.53083	7.92309	44.69693	8.03310	19.98566	5.73314	9.02633	44.22639	7.99608
7.74753	33.12516	43.30164	1143.86697	5.97915	7.78077	1.00000	2.41742	6.61294	-53.13722	6.28007	59.93052	7.75131	7.96752	8.04099	10.64229	-22.92306	4.52394
7.11498	61.00517	42.96894	1090.87471	6.35503	9.96135	1.00000	5.74420	9.18545	-71.29144	7.77004	63.66509	8.01783	20.63309	4.81716	6.29560	41.54566	8.98184
8.45936	56.88623	35.78714	1100.00913	3.50946	9.15700	0.00000	4.13588	8.52783	-1.60452	7.50421	42.23518	7.47543	16.09112	7.67117	7.31380	42.06166	5.68920
8.00785	41.36334	40.75537	1128.89891	2.54746	9.67105	1.00000	6.58943	6.21107	36.7138	7.33406	74.69215	6.70064	19.29061	4.83390	7.91639	35.95664	8.70017
6.46681	40.58123	51.26860	1153.27187	5.47060	8.79420	0.00000	7.09632	6.86352	-86.58208	9.86041	51.27034	7.52693	11.52814	7.70255	6.64965	13.48082	6.98098
8.65138	39.76173	53.53932	1054.94573	6.58453	8.95497	1.00000	5.68036	8.03086	34.37389	8.70941	73.40693	8.18778	9.46507	7.73553	7.95979	40.1675	6.38443
7.16635	75.02203	47.81451	1127.76222	5.87462	12.32602	0.00000	6.36943	7.53945	-81.24441	10.66497	42.00710	7.92327	20.39932	9.22053	4.65819	23.15678	4.59114
5.52272	62.98716	53.69480	1152.13574	10.47552	9.10902	1.00000	4.71025	6.16411	6.74549	6.24105	60.53163	8.67029	7.68471	6.41693	4.78642	49.5099	8.36627
5.74250	47.70430	46.77227	1077.95294	2.16624	8.84208	0.00000	6.46897	8.10425	-4.0573	7.89364	44.05025	6.37249	0.37509	7.27957	6.25682	55.82737	9.79501
7.55119	48.59107	41.58620	1152.63935	12.19642	12.20891	0.00000	8.21058	7.32765	-37.65	8.43465	54.15918	8.88027	11.85656	11.08874	6.60631	-10.91722	5.05762
8.14809	30.95613	33.74358	1104.75989	3.98195	8.06492	0.00000	6.29271	7.09563	74.12286	8.18387	57.54756	7.39247	24.22920	9.23635	6.49095	30.76468	5.68805
8.52106	50.92658	43.52422	1185.11794	3.07693	8.63362	0.00000	4.78607	7.73560	139.6853	9.13060	50.14184	6.94848	8.01773	10.94987	8.02515	35.815	7.36680
6.79492	58.77575	31.03740	1196.05332	9.65326	7.87644	1.00000	5.71572	6.60822	46.58333	4.40497	44.23609	8.61327	16.68487	7.79259	4.03529	-21.15	8.34037
8.23343	47.40148	33.31640	1094.58950	3.53018	7.41749	0.00000	5.38995	6.47836	1.10687	6.67288	70.94702	6.71734	29.24440	9.90797	6.70555	41.15612	7.20161
5.81854	11.13464	32.38956	1138.38203	5.22072	9.80761	1.00000	6.42548	6.55272	18.28333	9.44583	42.55466	7.85310	24.61998	5.64361	10.33167	59.33333	6.45329
9.20945	57.37671	55.47091	1127.86451	1.86607	9.43415	1.00000	6.33034	6.69319	33	6.85549	49.18896	6.75321	17.45378	5.25786	5.73830	-2.68333	8.47686
9.34265	81.65610	22.19727	1155.13180	1.36549	9.53660	1.00000	6.10606	7.56572	-48.59278	9.17862	52.09203	5.75442	24.42066	5.19985	9.52805	-23.7975	5.53255
6.97734	34.66718	46.92536	1197.43500	6.74362		0.00000	5.80947	6.77194	-86.11084	7.59392	47.99211	8.26158	11.43172	9.44810	6.23439	41.75338	8.48957
7.59895	55.27832	29.01685	1058.10317	3.76247	9.31474	1.00000	6.02620	8.58420	15.87735	7.91764	38.11426	7.10368	5.55557	9.47086	7.22382	4.94273	7.99953
5.59481	73.21933	51.66321	1113.18877	3.33354	8.24887	1.00000	6.34878	6.31691	135.6	10.39397	44.17943	6.72297	22.42137	5.45438	9.48940	34.61667	7.78509
8.46699	52.10259	55.53592	1174.70513	7.87092	7.47878	1.00000	5.48846	7.62228	73.7553	8.83332	39.97076	8.41836	29.69028	3.76764	9.26354	15.5439	8.93807
7.32229	58.57288	49.06820	1108.31065	3.62029	9.42276	0.00000	6.52564	8.53963	-1.325	10.49079	34.23457	6.89659		9.81524	6.40119	38.47917	7.06704
8.39141	50.39560	34.51378	1183.91068	11.48518	8.88924	1.00000	5.42507	8.27000	-82.90375	8.53547	100.00000	8.83326	30.44095	5.70657	11.03781	32.54044	8.76779
5.45053	39.99389	57.85438	1141.02280	3.90099	9.14305	0.00000	5.27545	6.73058	5.03586	8.03871	30.85744	7.14172	20.10914	8.31856	6.82219	43.83125	8.29630
6.76854	64.15219	39.72474	1057.89185	2.37669	9.62015	1.00000	5.90201	7.09992	138.31667	8.17823	72.36718	6.06379	7.35373	3.86852	8.33473	36.65	7.84907
7.36751	67.25806	55.79701	1177.35289	1.62823	9.99518	1.00000	5.97752	8.23509	79.87116	6.09125	49.34019	7.02276	2.15165	5.13521	7.29383	6.84019	8.99139
6.22805	47.76448	66.22227	1052.58604	3.12143	7.23546	1.00000	6.63246	5.16351	-88.42814	6.30548	36.87258	6.90563	8.46305	6.94293	7.88557	42.16808	7.75662
8.55410	68.17967	52.92099	1117.44645	4.68651	7.97530	1.00000	6.88780	7.59457	20.91361	9.17060	76.76759	6.98587	20.12744	4.22274	6.91403	41.92361	9.70300
7.72805	50.86869	30.74153	1131.19423	5.13982	9.46499	1.00000	5.69688	7.95362	136.61667	5.28205	71.24444	7.76238	3.57398	6.39855	5.39574	36.53333	9.62069
7.22141	73.52123	45.95139	1141.10917	3.07873	9.65410	1.00000	9.47224	7.03737	2.2469	10.07875	40.08764	7.59659	35.73829	4.20552	5.94513	48.90472	11.87874
6.24658	33.02881	56.61542	1160.50109	2.56648	8.95368	0.00000	6.73773	8.56193	-75.64963	9.78858	53.41042	6.11002	25.51583	9.87794	5.76208	40.24537	10.72042
7.78409	72.35116	49.63540	1142.10904	0.51098	9.11494	1.00000	4.94844	9.13738	-123.02621	7.92485	49.37378	5.77844	23.87265	4.90876	11.67372	44.99012	7.89473
8.22677	35.46067	33.23276	1164.26095	6.69967	9.26215	1.00000	5.33987	6.29578	8.73812	8.28921	59.05275	8.23862	3.21938	7.78346	9.31178	41.91886	5.67422
6.80844	32.20418	32.72713	1185.33570	6.80211	9.31547	0.00000	7.65878	7.23016	-120.00865	10.04015	64.65620	8.01638	22.65802	8.09429	5.36708	46.32374	8.79829
5.96104	34.84145	38.19426	1193.63306	4.03906	9.10762	1.00000	3.60784	9.56203	103.65309	9.37206	39.16918	6.30496	4.79434	6.41666	13.62907	16.0567	4.78906
7.20429	47.72575	53.81181	1052.51231	6.61063	8.13436	1.00000	6.24185	8.30247	34.75699	6.45638	30.34870	8.09780	19.75754	6.50365	5.65230	31.39547	8.12867
7.60011	50.48595	58.92153	1156.32748	2.19414	8.68509	1.00000	5.63656	7.95256	-5.53715	6.89801	39.83951	6.25281	-3.35106	7.49056	7.68231	50.11861	8.71001
6.88003	65.37512	60.40442	1078.15741	7.44259	7.49969	1.00000	9.07649	8.00509	101.96857	5.30313	48.65197	8.50959	11.88230	6.78742	7.29094	4.88441	8.72824
7.25086	43.75561	53.79305	1059.15889	3.00939	9.42962	0.00000	6.56964	7.72902	150.99292	8.61544	66.94729	6.37354	17.06007	9.73020	5.54858	-33.75881	4.75099
7.95677	35.67719	59.17811	1130.27711	3.52682	8.74271	1.00000	6.06443	7.89367	-82.4017	8.61876	34.13427	7.08980	7.04324	5.45597	8.91759	23.0072	8.04645
6.87682	64.12065	45.84795	1100.52550	3.69120	8.30407	1.00000	5.69537	9.09220	137.5	5.22874	62.85781	7.38377	19.73130		3.59683	34.9	8.94000
7.12422	45.30396	60.69491	1164.20513	2.30335	8.84071	0.00000	6.74755	7.10919	34.37389	8.71640	50.33013	6.48866	3.41813	8.89174	6.67251	40.1675	6.10819
7.68918	27.24946	34.04452	1138.91235	1.70256	7.85019	1.00000	6.33668	7.58062	-84.62081	9.24121	41.28165	6.48204	18.00644	6.05377	7.25231	42.7392	8.87786
7.32884	46.58485	47.71939	1149.58023	5.82320	9.15054	0.00000	7.14445	8.73718	-82.90375	10.65519	66.91533	7.57415	8.88702	7.97793	5.36449	32.54044	8.32286
7.17769	53.11763	81.41145	1054.37114	5.04766	8.25829	1.00000	6.70497	7.60160	78.55757	8.78589	62.10259	8.03976	13.52254	4.98285	7.28946	17.34769	9.21711
6.76976	42.31554	33.43921	1134.78019	9.16150	10.24417	0.00000	5.29085	7.47957	18.28333	7.53103	50.08909	8.44385	15.70326	8.27866	7.18917	59.33333	8.70447
7.62487	69.21790	66.20067	1088.32406	19.72965	9.24827	1.00000	6.77473	7.56712	85.37752	6.12485	58.52730	9.44760	24.33583	5.89538	4.73885	22.10194	9.35466
7.25508	46.60244	30.17296	1128.31954	6.65541	7.39923	0.00000	4.84925	9.63277	-73.0515	6.11236	64.81278	8.16469	5.19908		5.96146	41.55815	10.52673
7.67454	71.30569	56.57304	1150.79067	16.46409	7.55806	1.00000	6.19713	7.23337	-84.20299	9.05236	36.60275	9.27224	24.84774	7.60608	6.32325	39.43534	8.08197
9.02271	55.38851	33.15571	1057.20002	3.22698	8.54585	1.00000	5.05914	8.19840	-71.29144	6.06554	71.24636	6.97986	15.65233	7.28537	7.50505	41.54566	9.07851
7.36221	51.79448	31.81209	1110.28059	9.23796	8.20616	1.00000	4.25949	7.71619	137.36215	7.88669	52.13341	8.62588	-16.55457	6.32291	5.88325	36.75965	6.67360
6.78097	52.09825	40.86446	1175.97943	24.23712	9.46596	0.00000	5.54343	7.18543	28.28489	7.35650	48.07885	9.70618	12.55751	9.54409	7.08596	48.15659	7.19129
8.17303	69.46676	46.90902	1054.23946	3.89573	9.67553	1.00000	4.57160	8.23214	17.10558	6.31073	59.82072	7.29306	17.62240	6.29405	3.44716	61.72744	8.58517
6.45846	61.20583	42.95197	1106.72991	12.83924	8.74056	0.00000	7.05347	8.56039	75.06583	7.83251	32.73921	8.96206	-0.96483	8.71702	7.64755	32.17629	4.56612
7.46654	86.74531	42.09476	1106.55053	6.18103	8.15688	0.00000	5.84325	7.23326	11.32903	9.21906	58.37950	8.02098	11.48702	8.59014	5.95970	50.9803	6.32858
9.00878	49.34871	47.35062	1097.29997	2.26415	9.99418	1.00000	7.20206	7.28719	18.28333	5.74089	51.92240	6.72947	1.01889	5.18430	6.82228	59.33333	10.70321
6.43518	52.97018	28.99014	1096.83392	3.96082	10.75946	1.00000	8.23030	8.08793	-2.68758	10.92671	45.35993	7.38687	13.66003	4.62841	10.74467	53.69786	12.77953
6.34839	57.39736	49.97813	1133.01020	1.38004	8.43635	0.00000	6.44944	5.78572	8.51667	7.24530	57.59348	6.56947	23.62102	8.35449	4.26774	51.88333	10.72869
6.68313	55.70821	61.93766	1194.17133	2.37762	8.95515	1.00000	5.96750	7.27593	101.96857	6.13547	58.83900	6.36903	22.41575	6.34992	6.98745	4.88441	8.88868
6.94523	50.53744	52.33185	1187.21025	6.60220	8.54038	0.00000	6.49849	5.93970	74.83554	8.97141	40.53183	8.27649	32.86297	8.36125	6.94449	14.62072	7.18531
6.59897	50.00215	32.07428	1147.29973	2.42035	7.94053	1.00000	7.06543	6.06902	-48.67028	5.37442	63.08304	6.38484	36.89791	7.05703	4.27641	-28.24	8.76504
5.90421	36.65974	39.87756	1191.93407	3.30146	7.61504	0.00000	5.12834	7.55750	74.83554	5.65989	45.47073	6.55644	20.13553	7.51259	9.09200	14.62072	8.13573
8.14430	23.61492	56.86976	1144.61909	10.88747	7.70686	1.00000	5.12024	8.42251	71.21169	4.93892	38.61580	8.65503	27.63704	8.71004	6.03997	21.59983	8.90494
4.98392	51.84102	30.56557	1068.07404	5.26408	8.29914	0.00000	5.16488	8.31528	86.68363	7.83553	54.36067	7.98324	10.90724	10.96417	6.21066	23.49668	9.15827
8.74805	50.58824	26.26813	1182.50394	4.75845	9.65472	0.00000	6.79227	7.45221	-87.93341	10.81525	45.05203	7.48944	-1.85397	6.42542	10.04291	42.55308	6.93368
8.29953	31.15968	29.07240	1179.70471	4.46274	8.56259	1.00000	5.99604	7.23820	-73.89875	8.54130	47.83177	7.39207	18.52433	6.73561	8.89416	40.93121	7.88647
8.70485	58.11354	30.84259	1162.70807	4.46422	10.00220	1.00000	7.10282	7.83399	-77.37331	8.33940	54.98504	7.55045	20.58585	3.76812	7.60236	37.60876	8.97835
9.29672	60.22496	52.28831	1115.96771	2.68973	7.95523	0.00000	6.31482	7.38165	-119.27337	6.89560	64.45626	6.73433	18.40286	7.94612	5.77105	50.26729	10.11218
8.52177	54.60156	36.23207	1058.56997	2.94245	9.59252	1.00000	7.11941	9.69610	-37.65	11.61603	51.54707	6.74590	11.57798	5.32964	10.17099	-10.91722	4.26585
8.53700	86.75675	23.20725	1191.94984	3.27354	7.94137	0.00000	7.47375	6.75039	39.28333	7.40123	37.14058	7.38235	11.86877	9.54963	7.02405	-10.33333	4.04797
6.85673	34.34770	42.92901	1136.03376	2.57757	9.96913	1.00000	3.04685	6.98852	-117.23991	5.61992	32.18187	6.29272	-7.55401	6.53657	7.69653	47.64995	8.58033
8.92491	30.87925	49.01392	1198.05515	4.67600	10.12524	0.00000	7.42410	9.09182	9.17702	9.08119	28.54075	7.39153	4.89493	5.24927	5.43162	48.78232	8.49256
7.27023	38.86335	65.92394	1145.06704	4.11915	10.45728	0.00000	9.25938	7.51381	12.1369	12.40553	53.02286	7.51123	12.15366	7.37431	5.59012	51.04962	11.74154
7.20609	51.41617	40.62064	1176.92007	4.28558	7.21184	1.00000	10.07104	8.34633	77.70636	4.78593	28.27166	7.36907	-16.81527	6.81804	8.08363	28.98002	9.59029
7.43858	58.11511	52.35792	1055.68110	3.57279	9.01369	1.00000	5.19760	7.12023	30.98551	7.35117	23.85857	6.32818	20.27587	6.64846	9.95785	2.41669	9.20057
6.31198	71.97110	32.99089	1197.15496	3.06835	7.31847	0.00000	6.52567	9.25639	-80.08199	8.47559	46.41958	6.93318	7.14592	10.06779	6.62692	35.88264	9.08598
7.72919	54.40363	62.65460	1109.00685	5.24395	11.26580	0.00000	7.30958	8.14918	-120.00865	10.29461	47.36578	7.45547	11.44747	10.12852	4.80164	46.32374	4.99622
7.21489	60.39563	60.19947	1139.03977	5.61279	9.77641	0.00000	7.60792	6.42883	138.31667	9.92576	35.94428	7.98417	20.79989	6.82581	5.61838	36.65	9.30175
9.61131	39.72434	43.81188	1050.62974	3.66098	8.25583	1.00000	6.83177	6.48388	82.85749	5.72900	59.05331	6.62227	31.60539	6.61046	8.19229	17.54907	8.74214
6.90822	43.07888	50.28921	1157.72342	5.93392	8.94661	1.00000	6.57050	7.98309	105.75635	6.17682	41.51185	7.99778	-9.08835	6.20944	5.43348	10.29085	9.26376
6.21076	73.82089	56.64936	1107.39440	4.73664	9.54488	0.00000	6.37278	6.91675	101.02083	9.85749	78.16027	7.85656	22.06582	8.71643	4.94596	4.02219	2.45491
6.33092	41.39053	48.63692	1080.04346	6.19296	8.12811	0.00000	4.68331	8.80471	36.7138	7.23781	37.66698	8.28397	28.24219	10.35633	6.33366	35.95664	11.25014
7.94924	61.53062	79.46300	1170.71843	3.02582	7.05053	0.00000	7.58509	7.05619	34.02537	9.69195	34.44065	6.78582	23.44822	8.63848	6.03632	38.37255	6.30844
6.09291	62.85040	51.96719	1077.24736	5.29610	9.57170	0.00000	7.61018	9.01094	-71.8023	8.09295	47.41399	7.66260	2.05266	10.90262	6.72122	42.58342	7.56068
9.47878	42.98260	62.23400	1193.00435	3.17933	8.69010	1.00000	5.64585	8.28426	13.10984	6.23408	54.37713	7.07668	4.80803	4.77729	9.06947	51.30001	11.44607
7.61947	39.26156	30.18065	1154.59252	0.91604	8.54887	1.00000	8.48745	6.91936	39.28333	11.55152	78.76278	4.79775	15.60177	7.11958	6.20849	-10.33333	8.99610
6.19527	59.08688	68.74164	1064.63704	5.76929	8.73446	0.00000	7.59893	8.02105	-93.11308	8.87582	60.59749	8.08198	5.27787	10.10824	6.66335	16.75973	6.36301
7.27668	14.06878	46.98470	1072.97878	5.93473	10.30243	1.00000	3.81236	6.51828	106.88324	7.51590	30.88103	8.17605	26.59852	4.97942	4.66845	47.90771	7.22039
8.04555	19.86439	6.88872	1180.28460	4.71667	7.48533	0.00000	6.73275	6.87962	-74.07764	7.42585	36.62441	7.40914	19.37942	9.50026	7.25154	40.72816	5.40537
6.80539	35.21521	47.15287	1117.23114	3.69507	8.44394	0.00000	6.06997	6.99181	46.10925	9.06032	77.18728	7.32877	11.91529	9.39139	6.74296	43.35071	7.82421
6.25360	42.51548	54.10039	1077.61364	10.28432	8.89180	1.00000	4.01736	6.08100	-2.58736	7.42954	48.01937	8.69969	14.41238	6.59787	12.53107	56.56317	7.59799
7.86224	27.40645	52.68119	1171.92090	5.50361	9.41933	0.00000	5.64262	6.74578	36.25361	8.35589	21.07029	7.98125	21.24136	9.71318	6.27367	47.48444	7.03755
7.14389	71.10667	53.13400	1106.72303	7.29254	7.42123	1.00000	7.25760	7.81544	3.1631	8.91125	65.02596	8.40941	3.60110	4.83314	6.42332	41.91738	12.32101
8.47657	69.17307	54.98784	1114.83818	2.49971	9.67043	1.00000	6.09416	7.39265	28.28489	9.04002	55.06263	6.17720	5.64954	4.89079	10.29157	48.15659	7.54408
7.68823	39.99921	71.47194	1100.38191	5.45230	12.21558	0.00000	3.80795	5.98216	16.91667	7.87804	41.83933	7.85739	20.17522	8.50760	7.31584	-21.98333	7.40138
7.27375	48.03204	18.73870	1103.67781	3.93381	6.76885	1.00000	3.35250	8.08788	77.656	6.94036	44.54813	7.43900	3.74368	6.12989	8.73826	28.71271	6.02324
8.18759	40.26176	24.77091	1109.71521	2.61173	9.21387	0.00000	8.88343	8.19165	-69.96533	11.20971	59.39634	6.29508	22.88156	7.64032	5.18594	43.91452	8.49182
7.89085	15.17145	32.01860	1185.41448	5.34984	8.46210	1.00000	7.42544	7.41008	74.83554	4.30086	62.55948	7.75167	24.45277	8.03584	6.75919	14.62072	12.30069
8.57414	65.50535	21.69700	1053.33507	2.98015	8.51377	1.00000	6.46935	6.54568	8.73812	6.23254	69.94291	6.73877	5.64370	6.30791	7.93536	41.91886	8.82068
