station	latitude	code	revision	longitude	QoS
Nayoro	44.35056	JP	18 Nov 2019	142.45778	average
Bridgeport	41.16704	US	03/29/2014, 00:00:00	-73.20483	good
Esperanza	-31.4488	AR	2020/01/21	-60.93173	accep
Coralville	41.6764	US	2013/04/08	-91.58045	accep
Paidha	2.41669	UG	20 Dec 2019	30.98551	accep
Kanganpur	30.76468	PK	2021-12-14	74.12286	excellent
Haicheng	40.85158	CN	18 Oct 2018	122.74754	accep
Karatsu	33.4425	JP	2015/03/15	129.96972	average
Tupelo	34.25807	US	2014/04/07	-88.70464	good
Saint-Denis	-20.88231	RE	19 Sep 2022	55.4504	excellent
Pato Branco	-26.22861	BR	03 Jun 2014	-52.67056	accep
Estelle	29.84576	US	08/27/2021, 00:00:00	-90.10674	average
Darreh Shahr	33.14447	IR	12/25/2015, 00:00:00	47.3799	accep
Buri	-23.7975	BR	2015-06-04	-48.59278	average
Yingkou	40.66482	CN	14 Dec 2016	122.22833	maintenance
Villabate	38.07789	IT	13 Sep 2018	13.44275	average
San Carlos	8.79577	CO	14 Jul 2022	-75.69947	maintenance
Tchaourou	8.88649	BJ	04/25/2015, 00:00:00	2.59753	excellent
Sicklerville	39.71734	US	2017/08/31	-74.96933	good
Shinshiro	34.9	JP	02/13/2014, 00:00:00	137.5	excellent
Pingyi	35.50056	CN	2019/03/12	117.63083	accep
Ilopango	13.70167	SV	24 Feb 2018	-89.10944	accep
Crystal Lake	42.24113	US	2014-07-19	-88.3162	accep
Cheraga	36.76775	DZ	08/31/2016, 00:00:00	2.95924	acceptable
Afragola	40.92298	IT	09/17/2022, 00:00:00	14.30935	average
Pekanbaru	0.51667	ID	2014-06-09	101.44167	building
Xiangtan	27.85	CN	2014-12-04	112.9	excellent
Kovylkino	54.03876	RU	03/12/2013, 00:00:00	43.91385	building
Manjeri	11.12018	IN	17 Oct 2013	76.11996	good
Leioa	43.32686	ES	2016/10/09	-2.98884	accep
Ilopango	13.70167	SV	05/27/2016, 00:00:00	-89.10944	maintenance
Honda	5.20856	CO	25 Jul 2021	-74.73584	excellent
Kasangulu	-4.5833	CD	2018/01/12	15.16554	accep
Ciudad Guayana	8.35122	VE	07/02/2013, 00:00:00	-62.64102	excellent
Tavda	58.04254	RU	2018/06/28	65.27258	excellent
Jocotepec	20.28527	MX	2015/02/14	-103.42897	maintenance
Argungu	12.74482	NG	02/15/2016, 00:00:00	4.52514	accep
Frenda	35.06544	DZ	2020-07-11	1.04945	building
Hudiksvall	61.72744	SE	10 Mar 2019	17.10558	accep
Shuangcheng	45.35	CN	2016-09-23	126.28333	building
Eisen	36.82167	KR	12/01/2013, 00:00:00	128.63083	maintenance
Longview	32.5007	US	11/17/2014, 00:00:00	-94.74049	excellent
Bavly	54.39304	RU	2012/12/04	53.26023	good
Annaka	36.33011	JP	2016-05-10	138.89585	excellent
Eisen	36.82167	KR	26 Nov 2014	128.63083	excellent
Losheim	49.5099	DE	2014-08-14	6.74549	good
Pekanbaru	0.51667	ID	2018/02/13	101.44167	accep
Debre Tabor	11.85	ET	2014-11-03	38.01667	good
Losser	52.26083	NL	11/30/2018, 00:00:00	7.00417	good
Brenham	30.16688	US	01 Nov 2013	-96.39774	excellent
Tarakan	3.31332	ID	2013-09-27	117.59152	average
Alipur	29.38242	PK	12/14/2012, 00:00:00	70.91106	building
Nonoichi	36.53333	JP	08 Aug 2020	136.61667	good
Ar Ruseris	11.8659	SD	2021/04/23	34.3869	maintenance
Sungurlu	40.1675	TR	2015/10/04	34.37389	maintenance
Keizer	44.99012	US	2021-01-20	-123.02621	excellent
Emmeloord	52.71083	NL	20 Feb 2018	5.74861	excellent
Okegawa	36	JP	2020-09-26	139.55722	average
Zaozhuang	34.86472	CN	2017/10/23	117.55417	accep
Mvomero	-6.25	TZ	06 Nov 2015	38.66667	excellent
Ksar Chellala	35.21222	DZ	2019-08-22	2.31889	good
Petrozavodsk	61.78491	RU	2013/12/05	34.34691	accep
Ksar Chellala	35.21222	DZ	2021-03-09	2.31889	acceptable
Adra	23.49668	IN	31 Dec 2013	86.68363	accep
Losser	52.26083	NL	31 Jan 2022	7.00417	excellent
Port of Spain	10.66668	TT	24 Sep 2013	-61.51889	maintenance
Krasyliv	49.65186	UA	2020-10-14	26.97253	average
Sicklerville	39.71734	US	2016-08-28	-74.96933	excellent
Farafenni	13.56667	GM	2012/12/21	-15.6	accep
Mwandiga	-4.83	TZ	11 Mar 2021	29.65806	average
Glogovac	42.62833	XK	2018-07-23	20.89389	maintenance
Middle River	39.33427	US	23 Feb 2018	-76.43941	average
Imbituba	-28.24	BR	12/20/2020, 00:00:00	-48.67028	building
Halstenbek	53.63333	DE	05 Jan 2013	9.85	average
Beni	0.49113	CD	04/22/2013, 00:00:00	29.47306	average
Kashipur	29.21399	IN	30 Mar 2013	78.95693	maintenance
Carnaxide	38.72706	PT	2020/06/12	-9.24671	accep
Longgang	37.65181	CN	2015/12/13	120.33063	building
Zeitz	51.04962	DE	2017-02-22	12.1369	good
Punta Gorda Isles	26.91756	US	2018-08-01	-82.07842	accep
Chharra	27.9247	IN	2013-05-07	78.40102	excellent
Villaquilambre	42.64685	ES	12/31/2015, 00:00:00	-5.55835	average
Paidha	2.41669	UG	05 Oct 2020	30.98551	good
Hita	33.3213	JP	2017/07/04	130.94098	accep
Carlos Barbosa	-29.2975	BR	2016/08/23	-51.50361	good
Sambalpur	21.46527	IN	05 Oct 2015	83.97573	building
Namerikawa	36.75965	JP	2013/05/05	137.36215	average
Montecchio Maggiore-Alte Ceccato	45.50369	IT	08/12/2020, 00:00:00	11.412	maintenance
Dehiwala-Mount Lavinia	6.84019	LK	10/24/2018, 00:00:00	79.87116	average
Punta Gorda Isles	26.91756	US	2018-11-01	-82.07842	average
Narwar	25.6439	IN	2018-10-23	77.9129	excellent
San Juan de Aznalfarache	37.35813	ES	02/10/2021, 00:00:00	-6.03731	average
Msaken	35.72917	TN	04 Jan 2019	10.58082	excellent
Port of Spain	10.66668	TT	2015-02-04	-61.51889	average
Dalsingh Sarai	25.66795	IN	08/04/2022, 00:00:00	85.83636	good
Diamond Harbour	22.19303	IN	2021/03/19	88.18466	average
Sasayama	35.06667	JP	06 May 2022	135.21667	maintenance
Donggongon	5.90702	MY	22 Feb 2013	116.10146	excellent
Ukmerge	55.25	LT	20 Sep 2022	24.75	accep
Salvatierra	20.21322	MX	2013-08-21	-100.88023	average
Majene	-3.5403	ID	02/20/2019, 00:00:00	118.9707	good
Vahdat	38.55632	TJ	08/09/2014, 00:00:00	69.01354	excellent
Schwalmtal	51.21667	DE	2015-06-21	6.26667	average
Barra dos Coqueiros	-10.90889	BR	01/15/2013, 00:00:00	-37.03861	good
Hutto	30.5427	US	2022/04/14	-97.54667	accep
Sicklerville	39.71734	US	2019-10-22	-74.96933	excellent
Griffith	-34.28853	AU	2016-02-14	146.05093	average
Jashpurnagar	22.88783	IN	2017/05/11	84.13864	accep
Villabate	38.07789	IT	03/19/2015, 00:00:00	13.44275	average
Usagara	-2.68333	TZ	02/23/2018, 00:00:00	33	excellent
Muritiba	-12.91667	BR	2018-08-13	-39.25	good
Culemborg	51.955	NL	26 Mar 2018	5.22778	average
Bordj Zemoura	36.27462	DZ	09/06/2015, 00:00:00	4.85668	maintenance
Ehingen	48.28259	DE	2014/12/14	9.72749	excellent
Corralillo	22.98212	CU	2019/08/19	-80.58556	good
Mongo	12.18441	TD	12/01/2019, 00:00:00	18.69303	good
Naushahra Virkan	31.96258	PK	08 Jun 2018	73.97117	excellent
Baza	37.49073	ES	09 Oct 2015	-2.77259	average
Besuki	-7.73379	ID	09/16/2018, 00:00:00	113.69785	excellent
Chharra	27.9247	IN	09/27/2015, 00:00:00	78.40102	maintenance
Thomazeau	18.65297	HT	10/14/2017, 00:00:00	-72.09391	average
Barnet	51.65	GB	2020-07-15	-0.2	average
Baliuag	14.95472	PH	29 May 2019	120.89694	excellent
Barmbek-Nord	53.6052	DE	2021/03/26	10.03988	average
Zgorzelec	51.14942	PL	18 Apr 2022	15.00835	excellent
Sharypovo	55.54028	RU	2022/04/26	89.20083	accep
Exeter	50.7236	GB	2018-03-17	-3.52751	excellent
Kovylkino	54.03876	RU	11/21/2014, 00:00:00	43.91385	accep
Nidderau	50.23805	DE	22 Jun 2018	8.86704	maintenance
Winsford	53.19146	GB	08/12/2013, 00:00:00	-2.52398	excellent
Kampung Ayer Molek	2.2139	MY	2018/01/06	102.3278	accep
Svatove	49.41029	UA	05/09/2018, 00:00:00	38.15035	good
Toledo	41.66394	US	2019-03-27	-83.55521	excellent
Dalsingh Sarai	25.66795	IN	2018/02/03	85.83636	excellent
'Ali Sabieh	11.15583	DJ	2017-01-16	42.7125	building
Santa Cruz de Barahona	18.20854	DO	2016-05-22	-71.10077	average
Gorakhpur	26.76628	IN	2019-08-24	83.36889	good
Temse	51.12794	BE	09/11/2020, 00:00:00	4.21372	accep
Suzaka	36.65	JP	26 Mar 2017	138.31667	maintenance
Chichicastenango	14.93333	GT	06/06/2017, 00:00:00	-91.11667	maintenance
Malaut	30.21121	IN	03/20/2022, 00:00:00	74.4818	excellent
Lymington	50.75767	GB	24 Nov 2019	-1.5443	accep
Okahandja	-21.98333	NA	08/04/2015, 00:00:00	16.91667	excellent
Bogoroditsk	53.77166	RU	2021-06-28	38.12408	building
Kyzylorda	44.85278	KZ	02 Apr 2018	65.50917	accep
Cowes	50.76306	GB	2013-05-24	-1.29772	average
Amposta	40.70995	ES	2022-04-09	0.57856	building
Valletta	35.89972	MT	07 Jan 2014	14.51472	average
les Escaldes	42.50729	AD	2013-05-03	1.53414	building
Gorakhpur	26.76628	IN	08/13/2014, 00:00:00	83.36889	excellent
Mexborough	53.49389	GB	2021-03-22	-1.29243	good
Vught	51.65333	NL	2016/06/29	5.2875	good
Covington	39.08367	US	05 Oct 2013	-84.50855	accep
T’aebaek	37.1759	KR	2021/12/23	128.9889	good
Pilar	14.66	PH	2019-12-19	120.56528	good
Lancing	50.82882	GB	03 Apr 2015	-0.32247	maintenance
Novara	45.44694	IT	2016/12/23	8.62118	excellent
Mianwali	32.57756	PK	2022-06-21	71.52847	accep
Martinsburg	39.45621	US	08 Feb 2016	-77.96389	building
Emmeloord	52.71083	NL	04/04/2021, 00:00:00	5.74861	excellent
Catania	37.49223	IT	2020/06/28	15.07041	excellent
Hechingen	48.35149	DE	2015-04-25	8.96317	accep
Charlottetown	46.23899	CA	31 May 2014	-63.13414	good
Tupelo	34.25807	US	2012/11/25	-88.70464	average
Kovylkino	54.03876	RU	13 Jun 2021	43.91385	maintenance
Most	50.50301	CZ	2015/10/30	13.63617	excellent
Alfenas	-21.42917	BR	25 Jan 2017	-45.94722	good
San Gabriel	34.09611	US	15 Apr 2015	-118.10583	average
Contla	19.32932	MX	04/13/2019, 00:00:00	-98.1664	accep
Gaziantep	37.05944	TR	08 Aug 2022	37.3825	excellent
Varadero	23.15678	CU	2014/09/10	-81.24441	good
Brunswick	43.91452	US	2022-07-16	-69.96533	excellent
Poulton-le-Fylde	53.83333	GB	2016/06/03	-2.98333	excellent
Pandua	23.07492	IN	14 Nov 2018	88.28637	good
Shaowu	27.34089	CN	11/15/2018, 00:00:00	117.4831	excellent
Landshut	48.52961	DE	27 Jun 2013	12.16179	accep
Chamba	32.55531	IN	2013-08-31	76.12647	good
Barbil	22.10194	IN	06/28/2014, 00:00:00	85.37752	building
Middle River	39.33427	US	2022/02/20	-76.43941	good
Lal Bahadur Nagar	17.34769	IN	17 Feb 2017	78.55757	average
La Victoria	10.22677	VE	2013/03/16	-67.33122	excellent
Olupona	7.6	NG	2013-11-05	4.18333	good
Hrazdan	40.49748	AM	07/02/2014, 00:00:00	44.7662	building
Leteri	24.05979	IN	11 Jul 2019	77.40858	average
Paidha	2.41669	UG	07/04/2014, 00:00:00	30.98551	good
Hasilpur	29.69221	PK	06/09/2015, 00:00:00	72.54566	excellent
Balikpapan	-1.26753	ID	21 Mar 2013	116.82887	excellent
Andes	5.6561	CO	05/01/2021, 00:00:00	-75.87877	accep
Lagarto	-10.91722	BR	2020-11-04	-37.65	building
Huntley	42.16808	US	08/23/2017, 00:00:00	-88.42814	good
San Lorenzo Acopilco	19.32889	MX	02/08/2020, 00:00:00	-99.32556	building
Tharu Shah	26.9423	PK	2016-09-29	68.11759	good
Batu Feringgi	5.4709	MY	06/10/2014, 00:00:00	100.24529	average
Ilopango	13.70167	SV	2020/07/19	-89.10944	good
Memmingen	47.98372	DE	2022/08/02	10.18527	average
San Jose	12.35275	PH	12/06/2017, 00:00:00	121.06761	good
Tharu Shah	26.9423	PK	2014-02-19	68.11759	maintenance
Shinshiro	34.9	JP	11 Jun 2017	137.5	average
La Garenne-Colombes	48.90472	FR	03/19/2013, 00:00:00	2.2469	excellent
Agrigento	37.31065	IT	2016/05/05	13.57661	building
Tadmur	34.5624	SY	2019/04/08	38.28402	good
Santa Rosa Jauregui	20.74122	MX	01/16/2019, 00:00:00	-100.44843	average
Annaka	36.33011	JP	21 Dec 2021	138.89585	average
Les Olives	43.32393	FR	10/14/2012, 00:00:00	5.4584	excellent
Great Wyrley	52.66277	GB	02/20/2015, 00:00:00	-2.01111	accep
Freetown	8.48714	SL	08 Sep 2021	-13.2356	good
Brighton Beach	40.57788	US	28 Aug 2022	-73.95958	accep
Lal Bahadur Nagar	17.34769	IN	2016/05/03	78.55757	excellent
Longgang	37.65181	CN	2013-12-27	120.33063	average
Ponta Delgada	37.74615	PT	16 Sep 2014	-25.66689	accep
Gingee	12.25282	IN	2021-07-02	79.41727	accep
Brunswick	43.91452	US	2014/03/26	-69.96533	average
Myawadi	16.68911	MM	2013/09/01	98.50893	accep
Bad Segeberg	53.94313	DE	06 Dec 2013	10.30215	building
Las Gabias	37.13548	ES	2015-07-07	-3.67029	accep
Hoogezand	53.16167	NL	22 Sep 2016	6.76111	excellent
Amreli	21.59983	IN	12 Jan 2022	71.21169	acceptable
Tebingtinggi	3.3285	ID	19 Feb 2022	99.1625	accep
An Muileann gCearr	53.53333	IE	09/06/2017, 00:00:00	-7.35	accep
San Lorenzo Acopilco	19.32889	MX	14 Jul 2020	-99.32556	maintenance
Tonota	-21.44236	BW	10 Mar 2019	27.46153	excellent
Yangambi	0.76755	CD	2014-10-01	24.43973	average
Lons-le-Saunier	46.67535	FR	28 Jun 2020	5.55575	good
Eastwood	-33.79176	AU	2014-01-27	151.08057	average
Wittenau	52.59319	DE	03 Nov 2015	13.32127	maintenance
Kismayo	-0.35817	SO	2017-08-11	42.54536	average
Iringa	-7.76667	TZ	2022/06/24	35.7	building
Santa Cruz de Barahona	18.20854	DO	08/25/2017, 00:00:00	-71.10077	excellent
Front Royal	38.91817	US	06 Feb 2019	-78.19444	building
Vernon	50.26729	CA	2020/10/30	-119.27337	accep
Tarkwa	5.30383	GH	03/18/2022, 00:00:00	-1.98956	accep
Kediri	-7.81667	ID	24 Oct 2016	112.01667	average
Iwade	34.25	JP	10/08/2012, 00:00:00	135.31667	average
Gariadhar	21.53889	IN	2021-09-08	71.57737	average
Bavly	54.39304	RU	01/25/2021, 00:00:00	53.26023	maintenance
Taozhuang	34.85	CN	2014-05-30	117.33333	average
Penzance	50.11861	GB	09/26/2022, 00:00:00	-5.53715	maintenance
Dublin	32.54044	US	10/20/2019, 00:00:00	-82.90375	average
Astara	38.45598	AZ	09 Aug 2014	48.87498	good
Labuhan Deli	3.7278	ID	2016-02-14	98.6738	maintenance
Qazax	41.09246	AZ	2013-08-14	45.36561	maintenance
Cheraga	36.76775	DZ	2021/01/26	2.95924	good
Nonoichi	36.53333	JP	28 Mar 2021	136.61667	maintenance
Lille	51.24197	BE	09/30/2019, 00:00:00	4.82313	good
Tudela	42.06166	ES	2014-04-26	-1.60452	good
Acworth	34.06635	US	2013-03-28	-84.67837	accep
Liaoyang	41.27194	CN	2018-06-12	123.17306	maintenance
Kashipur	29.21399	IN	2022/02/17	78.95693	accep
Rutherglen	55.82885	GB	09/20/2022, 00:00:00	-4.21376	excellent
Kashipur	29.21399	IN	28 May 2020	78.95693	excellent
Naushahra Virkan	31.96258	PK	2020/12/30	73.97117	maintenance
Ksar Chellala	35.21222	DZ	13 Sep 2013	2.31889	maintenance
Dongdu	35.85	CN	2017-12-02	117.7	accep
Taozhuang	34.85	CN	09/28/2019, 00:00:00	117.33333	good
New Canaan	41.14676	US	12/12/2020, 00:00:00	-73.49484	good
Palafrugell	41.91738	ES	29 Jan 2016	3.1631	building
Ulan Bator	47.90771	MN	2022-03-02	106.88324	good
Motomachi	43.82634	JP	2014/05/23	144.09638	building
Ataq	14.53767	YE	26 Dec 2013	46.83187	accep
Newbury	51.40148	GB	07/11/2015, 00:00:00	-1.32471	average
Mira Mesa	32.9156	US	2018/10/28	-117.14392	accep
Solntsevo	55.63711	RU	2018-12-10	37.38115	good
Sungurlu	40.1675	TR	2016/04/05	34.37389	average
Puertollano	38.68712	ES	07/02/2013, 00:00:00	-4.10734	maintenance
Oaxaca	17.06542	MX	2020-03-30	-96.72365	accep
Kashipur	29.21399	IN	15 Apr 2022	78.95693	average
Yenagoa	4.92675	NG	2013/01/28	6.26764	accep
Bisceglie	41.24264	IT	2020/10/04	16.50104	excellent
Zhoucun	36.81667	CN	26 Apr 2022	117.81667	building
San Fernando de Henares	40.42386	ES	2014-03-22	-3.53261	accep
Inverness	57.47908	GB	2014-08-22	-4.22398	good
Salvatierra	20.21322	MX	07 May 2015	-100.88023	accep
Villaquilambre	42.64685	ES	12/27/2014, 00:00:00	-5.55835	excellent
Ilopango	13.70167	SV	2018-01-29	-89.10944	good
Sungurlu	40.1675	TR	04/09/2014, 00:00:00	34.37389	average
Patnos	39.22493	TR	2022/07/02	42.85693	average
Jumilla	38.47917	ES	2016-09-26	-1.325	maintenance
Tupiza	-21.44345	BO	20 Apr 2019	-65.71875	average
Cheraga	36.76775	DZ	2019/09/03	2.95924	maintenance
Norwalk	41.24255	US	01/14/2021, 00:00:00	-82.61573	good
Phanat Nikhom	13.44581	TH	15 Dec 2015	101.18445	building
Gudermes	43.35071	RU	06 Jan 2015	46.10925	maintenance
Besuki	-7.73379	ID	2020-05-10	113.69785	accep
Damnoen Saduak	13.51825	TH	21 Jan 2019	99.95469	excellent
Yenagoa	4.92675	NG	01/22/2018, 00:00:00	6.26764	excellent
Fontenay-aux-Roses	48.79325	FR	2022/05/20	2.29275	acceptable
Oldenzaal	52.31333	NL	2021/10/04	6.92917	accep
El Alia	37.16911	TN	2020/02/23	10.03478	maintenance
Kashira	54.84444	RU	03/20/2017, 00:00:00	38.16694	good
Yonkers	40.93121	US	26 Feb 2016	-73.89875	accep
Ventimiglia	43.78956	IT	03/02/2014, 00:00:00	7.60872	good
Jaruco	23.04419	CU	2014/01/16	-82.00919	average
Palm Desert	33.72255	US	2019/06/08	-116.37697	excellent
Milledgeville	33.08014	US	25 Nov 2019	-83.2321	maitennce
Aberdeen	57.14369	GB	08 Jan 2016	-2.09814	average
Soroca	48.15659	MD	01/29/2022, 00:00:00	28.28489	good
Split	43.50891	HR	05/23/2016, 00:00:00	16.43915	excellent
Kitgum	3.27833	UG	2019/08/22	32.88667	average
Thomasville	35.88264	US	2022/09/08	-80.08199	average
Wheelers Hill	-37.9	AU	07/01/2019, 00:00:00	145.18333	accep
Dongfeng	42.64031	CN	05 Jul 2020	125.51176	excellent
Nidderau	50.23805	DE	22 Apr 2016	8.86704	accep
Yauco	18.03496	PR	04 Mar 2020	-66.8499	accep
Floridsdorf	48.25	AT	2012-10-13	16.4	average
Independence	39.09112	US	09/30/2021, 00:00:00	-94.41551	good
Bron	45.73333	FR	04/23/2013, 00:00:00	4.91667	building
Espoo	60.2052	FI	2022/02/28	24.6522	building
Roi Et	16.0567	TH	27 Sep 2019	103.65309	excellent
Lesosibirsk	58.23583	RU	2012/11/27	92.48278	average
Rahat	31.39547	IL	2020/11/15	34.75699	excellent
Exeter	50.7236	GB	09/17/2013, 00:00:00	-3.52751	average
Likhobory	55.85	RU	01/06/2022, 00:00:00	37.56667	excellent
Buenaventura	3.8801	CO	2012/11/07	-77.03116	building
Yakuplu	40.98894	TR	2018/01/02	28.67582	average
Stuttgart	48.78232	DE	2019-12-26	9.17702	excellent
Longgang	37.65181	CN	2021-10-05	120.33063	maintenance
Tebingtinggi	3.3285	ID	01/06/2019, 00:00:00	99.1625	accep
Jaruco	23.04419	CU	2017-03-25	-82.00919	maintenance
Palm Desert	33.72255	US	2017-05-22	-116.37697	excellent
Kyaikto	17.30858	MM	19 Jun 2014	97.01124	average
Gorakhpur	26.76628	IN	03/12/2015, 00:00:00	83.36889	average
Jashpurnagar	22.88783	IN	2018/10/04	84.13864	maitennce
Luena	-11.78333	AO	04/21/2014, 00:00:00	19.91667	maintenance
Vught	51.65333	NL	15 Jan 2021	5.2875	good
Lille	51.24197	BE	2014-12-09	4.82313	average
Tudela	42.06166	ES	12 Jul 2014	-1.60452	building
Lower West Side	41.8542	US	05/21/2018, 00:00:00	-87.66561	good
Tharu Shah	26.9423	PK	07/17/2018, 00:00:00	68.11759	building
Keene	42.93369	US	2018/07/20	-72.27814	building
Viewpark	55.82737	GB	2013-03-04	-4.0573	accep
Barnet	51.65	GB	01/25/2020, 00:00:00	-0.2	accep
Gonesse	48.98693	FR	15 Jan 2015	2.44892	excellent
Madrid	4.73245	CO	2016-09-22	-74.26419	accep
Dipolog	8.56697	PH	05/06/2016, 00:00:00	123.33471	maintenance
Chillum	38.96372	US	2013-02-22	-76.99081	accep
Pahrump	36.20829	US	30 Jan 2022	-115.98391	good
Hasilpur	29.69221	PK	2015/01/05	72.54566	good
Kovylkino	54.03876	RU	2021-02-16	43.91385	excellent
Greenpoint	40.72371	US	26 Dec 2019	-73.95097	maintenance
Wevelgem	50.8	BE	2015/10/09	3.16667	accep
Fitchburg	42.58342	US	06 Feb 2018	-71.8023	average
Malnate	45.79377	IT	19 Jan 2017	8.88104	excellent
Yanliang	34.65918	CN	28 Nov 2018	109.22921	average
Guapimirim	-22.53722	BR	2020/08/11	-42.98194	accep
Waverly	42.7392	US	2016-01-10	-84.62081	good
Montecchio Maggiore-Alte Ceccato	45.50369	IT	2016-12-27	11.412	maintenance
Schwalmtal	51.21667	DE	03 Mar 2017	6.26667	average
Ciudad Guayana	8.35122	VE	2013/08/04	-62.64102	good
Granger	41.75338	US	02/15/2015, 00:00:00	-86.11084	maintenance
South Lawndale	41.84364	US	2020-04-29	-87.71255	maintenance
Olupona	7.6	NG	2021/01/06	4.18333	average
New Canaan	41.14676	US	10/06/2021, 00:00:00	-73.49484	excellent
Yao	34.61667	JP	2019-01-05	135.6	building
Norwalk	41.24255	US	24 Oct 2014	-82.61573	good
Marly-le-Roi	48.86667	FR	2019-06-20	2.08333	good
Penzance	50.11861	GB	2020/04/12	-5.53715	good
Rhosllanerchrugog	53.00974	GB	2015/07/07	-3.05814	accep
Aytos	42.7	BG	2022-02-24	27.25	accep
Esperanza	-31.4488	AR	2021/05/13	-60.93173	good
Carlsbad	32.42067	US	01/29/2019, 00:00:00	-104.22884	excellent
Nampa	43.54072	US	2018-02-06	-116.56346	maintenance
Kudus	-6.8048	ID	10/17/2014, 00:00:00	110.8405	excellent
Barnet	51.65	GB	2021/01/16	-0.2	maintenance
Casa Blanca	19.04222	MX	2021-10-05	-98.11889	building
Sar-e Pul	36.21544	AF	2017/09/29	65.93249	accep
Kalavoor	9.57046	IN	04/15/2015, 00:00:00	76.32756	building
Naga	10.20898	PH	2013/03/09	123.758	average
Puertollano	38.68712	ES	2013-08-27	-4.10734	good
Myawadi	16.68911	MM	10 Feb 2021	98.50893	excellent
Labuhan Deli	3.7278	ID	2021-04-01	98.6738	building
Venice	27.09978	US	2013/08/12	-82.45426	good
Buynaksk	42.819	RU	2018/11/29	47.1192	good
Licheng	23.29549	CN	2022-03-09	113.82465	accep
Wevelgem	50.8	BE	02/14/2017, 00:00:00	3.16667	building
Nyangao	-10.33333	TZ	2016/12/01	39.28333	excellent
Great Wyrley	52.66277	GB	13 Sep 2018	-2.01111	good
Progreso	21.28306	MX	2018/05/31	-89.66123	maitennce
Teziutlan	19.8173	MX	12/11/2015, 00:00:00	-97.35992	excellent
New Yekepa	7.57944	LR	2017/04/01	-8.53778	good
Tyoply Stan	55.62047	RU	05/29/2015, 00:00:00	37.49338	good
Saratoga Springs	40.34912	US	12/29/2019, 00:00:00	-111.90466	maintenance
Frederiksberg	55.67938	DK	2020/02/07	12.53463	good
Houthalen	51.03427	BE	30 Mar 2018	5.37429	maintenance
Tudela	42.06166	ES	02/23/2020, 00:00:00	-1.60452	excellent
Amreli	21.59983	IN	10/20/2021, 00:00:00	71.21169	good
Sangla Hill	31.71667	PK	2019/08/24	73.38333	accep
Brierley Hill	52.48173	GB	2013/10/14	-2.12139	good
Robertsonpet	12.95629	IN	2020/10/12	78.27539	building
Rangia	26.44931	IN	04 Feb 2022	91.61356	good
Coralville	41.6764	US	2016-07-20	-91.58045	accep
Argungu	12.74482	NG	2016/06/30	4.52514	excellent
Yauco	18.03496	PR	2020-05-31	-66.8499	building
Wittenau	52.59319	DE	2022/02/12	13.32127	excellent
Myawadi	16.68911	MM	15 Jun 2022	98.50893	accep
Shimotoda	35.815	JP	2015/08/06	139.6853	good
Leyland	53.69786	GB	2020-05-29	-2.68758	good
Vryheid	-27.76952	ZA	11/29/2013, 00:00:00	30.79165	good
Huangshi	30.24706	CN	06 Apr 2021	115.04814	good
Cardedeu	41.63976	ES	2020-11-13	2.35739	excellent
Altamira	-3.20333	BR	05/04/2016, 00:00:00	-52.20639	maintenance
Lower West Side	41.8542	US	2021-05-27	-87.66561	accep
Arzamas	55.39485	RU	2016/12/11	43.83992	average
Bergama	39.12074	TR	11/30/2019, 00:00:00	27.18052	excellent
Resplendor	-19.32556	BR	10/06/2019, 00:00:00	-41.25528	accep
Laiwu	36.19278	CN	2014/01/30	117.65694	excellent
Port Richmond	40.63316	US	2022-01-26	-74.13653	excellent
Roi Et	16.0567	TH	02 Sep 2022	103.65309	building
Sirsi	14.62072	IN	2013-07-31	74.83554	accep
les Escaldes	42.50729	AD	05/11/2021, 00:00:00	1.53414	accep
Loanda	-22.92306	BR	23 Dec 2014	-53.13722	accep
Pato Branco	-26.22861	BR	04 Aug 2016	-52.67056	average
Tonga	4.96667	CM	2020-06-07	10.7	excellent
Mira Mesa	32.9156	US	10 Jul 2020	-117.14392	average
Haicheng	40.85158	CN	2021/05/18	122.74754	average
Lesosibirsk	58.23583	RU	2016-11-30	92.48278	good
Hrazdan	40.49748	AM	2020/04/22	44.7662	accep
Weimar	50.9803	DE	04/13/2017, 00:00:00	11.32903	accep
Stockbridge	33.54428	US	2021-03-19	-84.23381	excellent
Hoogezand	53.16167	NL	2018/01/12	6.76111	accep
Schererville	41.47892	US	2016-12-07	-87.45476	building
Oschatz	51.30001	DE	05/29/2018, 00:00:00	13.10984	excellent
Eisen	36.82167	KR	30 Jan 2014	128.63083	excellent
Cabo	-8.28333	BR	2020-08-28	-35.03333	acceptable
South Lawndale	41.84364	US	2018/09/07	-87.71255	good
Silvan	38.13708	TR	10 Mar 2018	41.00817	maintenance
Belle Glade	26.68451	US	11/18/2020, 00:00:00	-80.66756	good
Lons-le-Saunier	46.67535	FR	29 Sep 2014	5.55575	maintenance
Emmeloord	52.71083	NL	2016/01/14	5.74861	excellent
South Lawndale	41.84364	US	2022-08-27	-87.71255	average
Beidao	34.56861	CN	26 Jan 2019	105.89333	excellent
Chapletown	53.46506	GB	04 May 2018	-1.47217	building
Reus	41.15612	ES	03 Jun 2019	1.10687	maintenance
Tebingtinggi	3.3285	ID	2019-04-25	99.1625	good
Baulkham Hills	-33.75881	AU	02/19/2022, 00:00:00	150.99292	excellent
Tortona	44.89784	IT	2017/06/04	8.86374	excellent
