CH4	PAHs	H2CO	warning	PM10	PM2.5	O3	PRES	NOx	longitude	CFCs	NH3	latitude	Pb	C2H3NO5	TEMP	CO	SO2
8.96911	7.26277	47.10329	1.00000	6.05001	5.26723	9.42001	1129.69492		-116.37697	57.36941	5.64757	33.72255	50.77827	4.75131	21.60190	8.82637	4.63218
6.16634	5.77406	61.25605	0.00000	8.68098	10.13956	4.63258	1146.39610	5.96993	-81.79819	57.16743	7.36958	41.48199	60.37702	20.34178	26.69671	5.44516	2.35219
8.11436	8.82941	51.79775	0.00000	7.27968	6.42124	5.04822	1117.20947	6.62180	-73.75513	39.38468	6.83882	40.60538	29.69143	8.22838	22.83254	5.55129	8.20052
10.77909	6.47919	36.42833	0.00000	6.59008	3.11603	6.90893	1159.34756	7.93221	91.00632	79.83691	4.77905	26.32293	34.53101	6.67365	36.63567	6.52846	6.71763
5.81901	3.53263	62.09415	0.00000	6.26778	5.90669	5.66633	1155.04463	6.98400	51.49621	43.02384	7.05650	36.64852	38.54522	7.13949	15.54323	11.47463	7.08426
8.10621	8.49451	52.01182	1.00000	8.51766	6.34827	7.11609	1062.56146	7.32125	-82.46148	58.40081	5.85813	28.15112	54.29849	16.46320	26.33282	5.55074	6.33058
10.45940	8.65159	46.00699	1.00000	5.86123	7.49805	3.60191	1122.76384	6.73846	-117.23991	57.89369	7.12960	47.64995	45.66130	3.50735	12.73669	4.85429	7.81807
8.89000	10.00031	68.65438	1.00000	7.39087	7.07330	8.01821	1053.36562	6.49423	-98.11889	64.78926	6.80828	19.04222	42.41482	6.94553	11.58661	7.04332	5.70935
7.97146	2.50392	42.18759	0.00000	5.65292	8.89777	4.55152	1062.20927	6.82638	77.656	56.49550	8.45510	28.71271	25.52926	6.89698	17.41729	9.73048	4.88364
6.99724	8.46032	44.55963	1.00000	5.83275	7.10831	5.43588	1134.41539	6.10975	13.28702	48.92457	8.09521	52.4581	60.90253	5.00742	22.86884	6.55057	6.26035
5.05014	7.07725	33.59581	0.00000	7.30004	7.76195	5.72637	1138.79603	6.50543	8.77155	38.66406	7.69657	50.23019	53.79069	9.00108	21.66196	7.08779	6.08317
7.68687	7.96643	54.72555	1.00000	7.60912	7.99666	5.24768	1104.55017	5.92217	-78.04471	58.10391	7.42653	34.25628	53.81419	8.04750	16.23454	5.30223	4.68952
6.13810	6.05777	55.01311	0.00000	6.41866	8.09075	5.06484	1184.68543	6.48875	5.03586	39.23664	6.28827	43.83125	57.67549	5.62148	12.64263	7.37554	5.27225
7.34314	9.04063	25.99652	0.00000	6.94132	5.83300	5.45621	1088.84241	5.63173	-71.05977	64.98207	6.95033	42.35843	81.05635	6.53466	17.54462	2.46457	5.20092
8.06293	5.74376	40.42567	1.00000	7.12916	11.01351	4.80253	1183.74826	6.18301	125.51176	72.94672	7.72554	42.64031	50.87354	5.45604	-2.22983	3.76273	4.70775
7.36113	7.42336	57.05504	1.00000	5.35886	8.46703	4.39443	1191.12906	6.39416	73.85535	63.98666	4.93808	18.51957	39.98456	3.44073	11.54039	5.45783	6.58684
9.73744	10.43858	49.54894	1.00000	7.17284	5.79680	5.48272	1140.22513	7.23492	8.86704	72.13530	7.30767	50.23805	55.08891	7.72451	27.62231	7.91261	9.04566
7.76235	8.00022	58.89533	0.00000	7.34080	5.82977	5.55296	1051.85992	6.52318	34.02537	63.25862	5.68929	38.37255	35.08242	9.95618	14.58405	5.02241	9.15903
7.08272	9.44994	68.20850	1.00000	7.16038	6.52530	6.16431	1052.27137	6.94216	123.33471	32.85642	7.47216	8.56697	20.64574	4.06326	17.48147	6.79559	7.35735
3.65014	3.68266	35.34993	0.00000	6.71550	8.22874	6.80037	1055.89423	6.98612	-1.86343	56.31376	7.16930	38.10558	47.87684	5.75081	-2.31638	9.57959	4.99842
7.64205	8.89516	78.47101	0.00000	7.31034	3.46528	5.19637	1145.92019	7.43312	13.28702	48.58058	5.02086	52.4581	62.26813	8.43253	-0.80035	4.06317	7.09806
8.16938	9.72477	67.27759	1.00000	7.05878	7.05305	6.56566	1150.78566	7.86392	26.01649	68.89455	7.55403	44.43579	26.95182	6.66675	4.05234	9.16695	6.74992
6.53241	8.11570	51.45345	0.00000	6.44036	4.74725	7.54753	1093.76309	5.88035	111.73861	43.19681	7.62623	35.20889	30.38085	3.40825	19.61694	8.85783	4.52426
3.82675	4.53948	45.56485	0.00000	8.10384	9.30256	7.91605	1194.41142	5.11961	13.39954	56.89000	6.37408	43.62558	35.48051	13.89231	15.61624	8.89010	7.35137
6.32400	8.84059	20.74706	0.00000	7.27270	7.01158	4.23703	1197.82990	6.59773	-91.06177	73.04413	6.46975	33.41012	72.35119	5.83172	9.54312	7.21645	7.32218
8.63831	8.46740	33.47033	1.00000	6.88243	7.71929	7.99001	1153.68920	6.31989	16.4	45.55120	8.72724	48.25	53.41230	8.49366	32.24630	11.38893	5.30623
8.62285	6.58856		1.00000	5.93313	4.93887	9.74586	1167.03968	6.80012	-94.74049	54.69198	6.30551	32.5007	48.81080	5.31290	9.65701	7.52204	5.10265
7.18649	6.13844	31.20985	1.00000	5.24962	2.95446	10.07791	1177.00717	6.54131	-117.71978	39.01625	6.54773	34.09668	71.68693	3.79138	15.24760	7.32540	5.44351
7.79951	7.47351	31.15117	1.00000	5.97970	6.17014	8.26431	1110.81876	6.13424	7.11393	44.70528	5.96304	51.08468	36.56221	3.84424	30.98054	8.58423	4.16487
9.21384	6.20507	52.65849		6.42014	7.01337	6.89867	1166.75957	6.09351	42.85693	59.11755	7.45740	39.22493	39.67896		17.63174	5.75260	7.85499
4.26451	3.85471	53.21539		6.34682	9.24652	5.94682	1105.16916	5.66544	51.67462	36.87797	6.90428	32.65246	53.87040	4.51448	21.24513	11.24813	8.03388
7.61285	8.10239	51.73911	0.00000	6.39839	7.68668	5.21353	1110.17597	5.89165	-88.70464	51.53297	7.32586	34.25807	55.64735	4.48501	-1.11334	6.09034	10.38938
8.32625	7.88883	34.51454	1.00000	6.04134	8.19142	5.50898	1107.26913	6.93598	-4.83076	55.88463	6.88240	39.96348	32.03980	3.75367	30.74608	5.49936	4.71709
6.96622	4.68646	49.27467	0.00000	7.00964	6.05784	5.11148	1119.99634	7.26306	-119.27337	53.27972	5.86502	50.26729	44.40759	4.92363	36.00865	9.48293	6.16256
8.06426	7.34170	37.60798	1.00000	7.83059	5.11396	9.02761	1192.77061	6.15530	89.20083	47.79767	6.94342	55.54028	56.58604	8.92006	18.26494	9.48480	4.22606
9.33908	8.26424	61.45897	1.00000	6.51307	7.85644	4.80707	1141.87849	6.73320	43.67663	54.11869	9.09810	53.53041	56.41043	6.82096	27.12716	4.64669	5.93291
6.41449	7.18753	55.85022	0.00000	6.05470	9.65371	4.44755	1050.20477	7.13651	-34.88111	72.69410	6.93741	-8.05389	54.03863	4.67358	3.72956	5.17065	3.93004
7.54880	9.69764	51.49391	1.00000	8.09582	5.23706	6.08050	1159.80701	5.12932	24.6522	61.70551	7.44611	60.2052	40.00037	12.20247	19.10186	6.61215	4.40969
6.85305	9.44442	50.43413	1.00000	6.20616	3.13278	7.06545	1123.65177	6.49467	-73.0515	48.73310	8.13965	41.55815	54.64349	6.71875	26.11330	6.84510	8.38636
	10.53600	40.44375	1.00000	5.65805	5.48039	3.45744	1163.13642	6.67206	12.70038	71.16997	6.22024	45.9836	54.37524	5.35534	13.07356	3.14371	9.34772
7.05185	8.03402	57.58035	1.00000	6.26920	8.00836	4.77830	1075.27523	8.21778	6.61944	32.12382	8.57245	52.57583	58.61865	3.68235	-8.89856	5.50884	5.94250
7.89721	5.89143	34.55789	1.00000	7.56955	10.90367	5.13382	1095.14346	7.12005	65.93249	48.36239	7.37076	36.21544	75.25315	11.05414	29.32563	2.95064	3.15130
7.40995	7.05623	49.71223	1.00000	7.69669	8.10199	4.10808	1050.10074	5.49018	-120.45794	60.01187	7.13955	34.63915	24.04748	8.99349	25.86183	3.87934	3.67551
9.12386	7.97077	50.88494	0.00000	4.64553	5.29117	5.69936	1105.57740	7.37535	-68.3	70.30884	7.18642	-54.8	34.91606	4.73147	28.50722	5.86583	11.81219
8.34016	7.93672	41.30388	1.00000	5.92555	8.07231	4.63254	1134.26673	7.23866	-77.43532	57.92458	5.67781	20.14298	56.23124	4.80693	18.39824	4.48337	5.02174
6.18531	4.97308	46.99410	0.00000	7.72571	9.03238	6.29164	1192.18262	7.43826	6.9747	56.18758	6.81120	50.82709	43.48394	10.18767	18.11687	6.99210	5.00153
7.62095	5.72471	49.25675	0.00000	6.96216	8.45429	3.40484	1195.74477	4.02122	-111.89903	57.72614	7.97632	33.50921	37.20760	6.82388	14.54013	6.10250	2.15746
7.69381	8.67901	37.34011	0.00000	6.32329	6.07140	7.20619	1129.45459	6.10364	-82.07842	73.34465	7.74300	26.91756	53.80964	5.40905	19.43395	7.69790	5.35517
6.02407	8.33643	30.24530	0.00000	9.46343	6.73118	4.52128	1180.10999	6.75955	-117.71978	56.62176	7.29623	34.09668	36.21715	40.30775	6.73328	6.62829	9.82939
10.99107	8.45222	76.42070	0.00000	5.67386	5.32675	6.16902	1108.17913	8.47780	76.03889	59.32611	7.45319	18.18158	32.59261	5.05730	3.05919	4.73853	9.18683
5.63755	6.02368	36.85744	0.00000	6.45019	5.74568		1051.93999	6.61818	77.70636	71.03251	8.49255	28.98002	64.58329	7.14778	12.70610	6.85774	4.11863
8.66437	6.59552	69.62696	0.00000	6.41916	10.11410	2.55274	1188.26316	7.33417	0.57856	59.63132	8.70529	40.70995	35.48700	4.73233	-2.90379	5.31953	3.12525
6.72156	5.58244	36.15268	0.00000	6.23062	6.90770	5.29208	1099.94829	6.71655	-76.88442	78.35028	4.93337	40.2737	48.11446	6.89503	10.39196	5.99890	2.43307
4.35543	5.61998	78.08612	0.00000	7.15921	8.05881	6.28826	1097.85810	6.05615	125.51176	66.88986	5.99086	42.64031	63.36106	8.80768	31.17172	8.34508	6.00772
6.35982	3.83540	66.70274	0.00000	6.75097	7.33700	5.79074	1116.85058	7.00516	33.9162	50.95982	7.04110	51.67822	48.82604	6.49019	19.79545	9.29098	5.48680
7.00526	6.58313	26.77644	1.00000	7.48409	9.25901	4.44349	1058.70371	7.83124	-4.83076	60.87720	5.76929	39.96348	39.02959	9.96219	21.12204	3.96614	3.99315
7.07013	4.53377	42.60449	0.00000	5.23992	9.06064	4.70406	1135.98516	6.54287	-73.89875	61.91765	5.86227	40.93121	41.90443	3.27386	24.58866	7.18784	3.47455
9.78444	7.55396	57.13553	1.00000	7.48183	10.10839	5.40871	1055.83423	7.29886	-117.54866	52.04982	6.58489	33.93113	49.59092	6.66630	14.07175	3.95220	6.17664
7.95089	6.29911	46.56864	0.00000	6.64270	2.91948	6.60748	1157.54576	5.90342	-73.95097	57.31364	7.32390	40.72371	53.26688	5.31942	19.79101	5.40006	5.12119
3.96208	4.59899	52.00459	0.00000	5.78562	7.54315	7.88121	1078.84603	7.47203	48.41667	70.75607	6.45264	-17.83333	48.23350	2.65837	-2.10163	9.25171	7.13200
7.97234	9.52745	54.81412	1.00000	5.94100	6.72079	5.99808	1088.90318	6.42191	13.63617	47.10755	7.03710	50.50301	47.26743	4.48733	4.60892	7.00927	7.17195
9.20477	6.67196	55.88731	1.00000	6.21258	10.02615	5.09709	1157.69849	6.95666	-2.98884	65.21226	6.50874	43.32686	26.17030	6.82591	18.32661	4.00822	4.57435
7.49173	6.60067	35.96501	0.00000	6.96143	8.91884	4.78993	1099.37793	5.99063	0.47713	46.91451	6.96786	51.39323	38.96476	5.91706	1.82243	5.77423	4.90597
8.77018	7.32744	23.14316	1.00000	6.53146	9.69427	4.96178	1078.53782	5.09476	-43.80139	62.08265	6.91146	-20.25333	23.55750	5.87406	15.75099	4.95869	6.92275
8.83618	6.43163	58.42019	0.00000	6.04454	6.42479	7.34895	1193.11788	7.04524	51.0193	52.81352	9.22933	35.6803	37.37281	5.53903	8.81810	2.70049	8.87777
5.92468	6.26208	56.87429	0.00000	5.57977	5.41249	6.88633	1172.16139	7.66430	-88.31476	55.32226	6.29299	36.61033	64.45044	5.28330	12.89986	8.08006	7.23882
6.82166	4.21858	47.28937	0.00000	6.04209	8.12641	4.81162	1197.18365	7.30538	-49.27306	51.82334	6.29226	-25.42778	51.10802	5.54802	12.90938	8.32737	4.19706
9.05443	8.36521	56.24245	1.00000	5.56788	6.63211	8.02591	1064.94528	6.70074	1.33467	65.12185	7.51609	43.61058	58.29696	3.77604	-0.48800	7.71361	5.89223
8.48003	8.43415	28.68763	1.00000	6.53978	6.69836	4.82879	1050.10077	5.91733	46.83187	51.42881	6.09102	14.53767	33.74543	6.23350	12.36297	6.82862	5.89924
3.31226	6.46993	52.07367	0.00000	6.91886	7.68099	7.76248	1162.72777	6.81388	-122.24092	64.54621	6.69383	47.4943	58.37596	5.67087	2.95986	8.70298	8.60107
8.12005	8.14095	47.09299	1.00000	6.92775	7.97836	5.17788	1181.66698	7.91504	-77.43532	70.55610	7.82899	20.14298	30.91662	6.78817	33.54121	5.03575	5.30320
3.89023	3.37107	68.55774	0.00000	8.57224	10.53303	4.83596	1095.54676	7.78788	37.3825	64.96447	6.86980	37.05944	69.59607	17.27978	23.08831	10.53383	5.18111
5.89592	4.98978	42.24020	0.00000	5.22684	5.90416	6.01492	1172.50836	7.21116	60.8019	42.82815	6.22506	56.9083	39.45683	4.08578	11.17853	9.09918	6.07778
7.60428	9.30370	47.92305	1.00000	5.34602	6.35732	6.52933	1194.83981	6.40433	11.37703	61.88666	7.19095	48.06919	45.13799	1.71499	11.28769	6.95275	7.29070
9.17750	5.99887	39.78405	1.00000	5.86322	10.21467	4.67351	1106.36698	6.42500	91.84128	65.20978	7.41127	22.83957	37.91933	2.72471	14.75391	2.41926	2.75024
7.76657	8.86367	50.97033	1.00000	7.15718	7.60687	6.41423	1061.46519	5.85433	-73.99681	55.26636	7.43137	40.94065	37.07895	8.80498	30.84282	8.05963	
8.37951	9.14574	53.47449	1.00000	7.20108	6.27195	7.32054	1074.99159	5.56456	32.88667	42.32718	8.41365	3.27833	45.32544	5.35779	17.89950	10.17193	4.79394
10.08648	4.16043	31.99016	0.00000	6.77996	6.12879	7.90391	1105.89382	9.32308	137.5	44.18243	7.75484	34.9	57.95104	7.78885	32.09731	7.92418	8.71581
7.50026	7.16445	67.59000	0.00000	7.71739	2.83267	5.50501	1160.50711	7.35220	3.64633	69.28206	8.30114	6.8485	37.89978	11.55995	-2.42592	7.10564	7.61351
7.73467	8.90669	75.92431	1.00000	7.03061	7.29135	6.88912	1130.66916	7.09004	-122.2608	64.48710	7.15522	38.17492	66.17230	6.72326	6.09335	10.45771	4.11254
9.23436	8.79013	35.59501	1.00000		7.74355	5.82869	1123.25909	5.47315	-93.71133	74.94374	5.84939	41.57721	50.47033	14.80433	29.12988	6.02051	6.34746
5.87418	6.59575	71.92503	0.00000	7.68116	6.54036	4.87282	1139.53939	6.83018	144.09638	53.42217	6.05477	43.82634	44.04002	10.68237	0.24168	6.61808	3.56149
6.84122	7.88461	67.15792	0.00000	7.74569	5.37933	4.56847	1169.37664	6.37005	43.63417	56.45240	6.85466	43.96222	22.14403	11.56808	17.27578	8.71625	8.08778
9.77003	7.02463	66.23990	1.00000	6.92398	5.00099	10.41722	1197.96450	6.60949	-118.10583	50.50979	5.80433	34.09611	59.07214	6.56368	25.36978	8.60836	6.87932
3.70458	6.39658	66.97052	0.00000	6.04059	8.42506	5.83299	1119.78219	7.31123	74.4818	76.64754	6.82303	30.21121	54.43843	3.10324	8.99892	7.61964	5.16173
6.42276	3.82544	58.60846	0.00000	5.26945	5.35151	6.89429	1158.23275	6.24920	-52.67056	57.34931	5.39467	-26.22861	68.17287	4.11875	35.69656	10.17110	7.16603
9.06429	9.79891	31.79783	1.00000	7.18640	6.98670	7.16753	1058.45517	5.32199	-82.46148	54.60890	7.28376	28.15112	37.07027	7.21353	17.05364	5.90439	4.02260
8.64164	5.77692	47.24677	0.00000	7.29357	7.58256	2.62708	1154.63019	5.63396	13.44275	44.05047	6.24406	38.07789	53.77123	5.09203	14.41022	7.04717	
6.31095	4.77770	38.98173	0.00000	6.35653	8.75437	5.40164	1122.25075	7.16183	0.57856	69.88866	6.04236	40.70995	41.48282	6.65733	15.26240	7.82383	4.86763
7.56331	6.76572	40.09628	1.00000	7.44359	4.42597	8.99534	1071.38984	6.79842	-60.1831	70.39822	6.98055	46.1351	37.55981	7.34166	5.30092	7.97321	3.10682
8.92864	8.13422	45.97808	1.00000	7.61606	5.78235	8.21316	1154.88771	7.48178	-4.22398	61.64438	6.47639	57.47908	58.55993	9.58318	-8.92687	9.03269	3.54186
5.73303	5.94202	37.26310	0.00000	7.73144	9.45138	4.18213	1173.91988	6.60126	85.83334	53.09265	8.24130	20.88197	53.75489	10.05031	27.94819	7.64430	4.87270
7.68207	4.95385	46.30154	0.00000	7.35638	8.09483	4.28347	1054.89077	7.43956	-84.20299	41.72544	4.58708	39.43534	49.48140	7.78778	6.58838	7.60479	4.29838
8.53694	7.41724	43.39283	1.00000	7.01777	6.24424	8.38938	1083.00786	6.30051	122.8637	67.14173	6.82179	9.3337	60.77079	8.17023	11.69133	7.04613	4.18337
9.21984	8.03170	47.02206	1.00000	7.45967	8.08317	5.07726	1139.41866	6.34161	45.36561	55.56637	6.90325	41.09246	57.55273	6.73063	20.97531	5.55773	5.89918
6.52669	7.82257	48.94374	1.00000	7.30103	5.88140	7.59808	1050.14808	6.57695	11.32903	64.08388	7.05385	50.9803	65.92018	6.74037	7.10358	8.90571	5.37869
6.59598	5.41276	34.14838	1.00000	7.29401	10.47175	3.92740	1086.59428	6.08514	-95.44744	70.53416	6.15252	29.53885	50.51176	6.15949	17.77681	3.42895	4.08761
6.44992	4.79962	61.11744	0.00000	6.79576	2.06730	7.15919	1081.54571	6.33173	-0.36053	61.43339	6.43646	51.64316	62.73983	6.52351	20.42202	5.15553	6.52895
4.33409	4.22515	46.72029	0.00000	7.90334	8.67506	6.05853	1051.15627	7.17633	128.62667	60.15589	5.89561	34.8825	40.72027	10.41011	20.69220	8.62043	4.27828
7.30577	8.40804	27.71800	1.00000	6.25105	7.45055	6.34360	1135.30204	6.04523	-86.11084	81.66559	5.93262	41.75338	48.98243	7.07028	14.18126	6.93304	4.93583
9.80438	8.48044	47.63438	1.00000	7.14583	8.75925	5.89090	1147.09985	8.23824	-91.06177	54.63394	6.70582	33.41012	35.74049	7.51716	15.01439	5.95269	7.21713
4.46365	9.34967	54.05603	1.00000	6.53647	4.22495	5.01352	1128.91857	6.39976	-87.882	67.02760	6.99289	41.85059	59.91089	5.28252	8.13281	5.54363	6.11211
9.26106	7.44254	31.24566	1.00000	7.33378	9.21752	6.44909	1068.34325	6.91314	6.9747	52.97378	7.14910	50.82709	54.93589	7.26816	16.07233	4.89613	4.11368
3.31956	4.30627	35.48687	0.00000	5.00837	9.35866	6.55387	1105.61144	6.58329	-82.4017	70.79462	7.97593	23.0072	47.06426	4.52197	27.43550	9.48635	5.88032
9.73699	6.59449	55.23471	1.00000	7.31909	3.61523	10.56357	1072.06516	7.70474	111.73861	32.24361	4.60079	35.20889	23.01414	8.30243	27.96269	7.55298	4.92129
10.80821	7.16271	59.04318	1.00000	6.77511	10.57827	5.15203	1058.56961	4.57028	7.11393	80.68691	6.20408	51.08468	60.09048	7.06082	22.68807	3.94646	6.56184
8.88445	7.51569	38.54463	1.00000	5.04890	7.20335	8.03118	1161.48605	5.93686	12.1369	62.29671	6.18533	51.04962	54.48124	2.42420	5.39655	6.88276	4.28135
9.37906	9.91413	65.63879	1.00000	7.30014	8.46375	6.54017	1111.17512	8.44281	-61.4867	36.20632	7.65427	-31.25033	49.49246	9.78435	5.54452	8.83837	6.95608
10.06760	7.79713	31.97603	1.00000	5.96103	5.13429	9.30291	1146.05135	6.41735	-37.07167	48.58247	7.52686	-10.91111	57.96006	4.17695	20.26550	7.23513	5.78376
2.14010	4.51599	43.37612	0.00000	7.54024	9.17260	7.62523	1083.39426	8.66017	-111.99633	57.94359	8.01274	40.65995	71.26224	10.97359	7.20095	9.41707	6.30252
8.54302	7.60129	37.59325	1.00000	7.37031	6.48736	8.65631	1096.77595	7.29278	4.25633	62.90665	8.34750	51.21187	51.21595	6.61837	-4.50465	7.95507	6.50666
6.61754	5.52353	44.67019	0.00000	7.84050	6.06791	4.82204	1183.13527	5.06996	-111.99633	49.74016	6.62431	40.65995	69.81696	9.22832	15.41345	8.94360	5.95087
8.46190	7.06815	67.94782	0.00000	7.76953	5.07938	7.06040	1177.71910	7.00380	-119.0376	51.28112	5.52082	34.21639	45.03007	8.56651	13.96208	1.80467	8.43480
8.51461	8.60284	50.30760	0.00000	6.44372	5.56387	5.58255	1169.89520	7.20164	-73.86586	37.08997	5.86377	45.43341	33.01586	5.10614	10.09489	4.37079	6.89504
10.45105	7.05713	76.25710	1.00000	7.13210	5.82880	9.97840	1167.25200	6.49950	24.43973	46.25973	5.91331	0.76755	61.59449	6.14095	15.56161	9.14962	3.42641
5.67146	6.00864	54.31203	1.00000	7.05553	9.99220	4.32591	1169.37891	8.76698	68.49143	85.89160	7.51549	25.80565	41.23448	5.84003	17.75792	5.05994	5.54100
10.44797	6.57135	43.93854	1.00000	5.70893	10.41626	4.24090	1089.41714	5.81702	-86.19903	79.96284	6.96519	11.84962	74.93922	3.83884	18.45791	3.83024	6.31577
8.31863	9.03611	38.79276	1.00000	5.95443	7.39678	6.74077	1195.81339	8.74546	11.18709	34.72842	5.78805	48.73218	39.39944	5.64069	6.52294	6.07882	5.46531
7.05690	10.95636	32.39655	0.00000	6.87915	6.54796	3.54961	1089.39075	6.48364	30.96755	38.44615	6.87069	49.07866	41.47977	8.55596	17.84399	5.17101	7.40896
9.48852	7.39567	58.16283	1.00000	5.85303	6.99731	9.03996	1175.26167	8.45542	45.36561	50.56217	7.73027	41.09246	51.05030	4.78760	40.56079	8.43438	5.60730
6.89556	7.40215	52.42716	1.00000	6.40212	4.55886	8.73948	1115.87279	7.99584	-49.27306	54.48834	6.59742	-25.42778	44.55405	7.40402	21.17075	9.12641	5.73103
8.36728	7.46899	32.01864	1.00000	5.95514	5.11138	9.00892	1076.60055	7.07669	121.12251	38.07548	6.86042	14.62578	65.88590	2.87917	21.86066	6.97326	6.69285
6.88958	5.61215	41.12850	0.00000	5.44669	8.15136	4.46131	1166.77980	5.43786	11.04979	57.83181	5.41517	44.59445	60.09868	4.99625	23.57218	8.58856	6.49402
5.22996	6.29720	38.07749	0.00000	6.64973	9.58608	4.85651	1076.59194	4.01153	-98.1664	62.00370	5.17268	19.32932	42.80097	4.28919	8.04365	5.60971	2.59943
8.07825	5.58818	40.02801	1.00000	8.57763	11.09807	4.82611	1199.50225	5.81270	144.09638	72.58944	6.21460	43.82634	45.71730	18.26123	0.55458	4.55934	4.78096
9.82049	9.48907	52.54189	1.00000	7.61571	7.49819	5.05259	1059.52915	7.74452	12.6723	60.81497	7.05991	41.72063	27.24678	10.23139	-8.84107	6.06136	8.79398
6.47478	8.80453	63.29301	1.00000	6.60428	6.87222	5.62876	1198.52416	7.14791	12.87117	49.71821	7.18828	50.23271	51.80279	5.46251	20.23265	5.30003	4.44147
3.71097	4.05504	57.73560	0.00000	7.26517	5.62521	8.07611	1194.39861	8.73981	128.62667	51.99611	6.72115	34.8825	62.32269	7.41596	23.08325	9.58378	5.72797
6.41947	9.98828	62.23423	1.00000	5.97223	6.16895	5.68664	1151.67028	6.53110	5.03586	49.58916	5.64891	43.83125	68.38385	4.24169	10.81679	8.19114	8.14069
6.24642	8.44451	57.93106	1.00000	5.44563	6.83238	6.48254	1172.47230	7.37612	103.65309	61.80783	7.90962	16.0567	47.26620	3.56873	5.36954	8.89116	3.97802
4.87528	5.24870	34.10059	0.00000	6.01757	10.80762	4.73071	1124.86571	6.32753	-97.92977	58.53091	8.17786	38.06084	58.34300	2.63113	4.52759	8.32725	5.54088
8.42384	7.52587	24.42706	0.00000	6.10330	6.98140	6.40125	1138.49108	8.86564	-82.42491	67.98149	5.55161	42.97086	44.01310	3.82630	0.39343	3.66375	5.72241
8.66861	8.75638	52.95764	1.00000	7.69704	6.88610	7.52615	1113.70900	7.18847	-60.1831	61.96802	5.88511	46.1351	38.34018	9.19438	1.05322	7.88191	7.11016
7.25454	8.31231	31.19698	1.00000	7.89236	6.18829	6.93959	1146.69569	6.27823	30.96755	59.29289	5.83324	49.07866	53.44560	11.28121	6.75407	6.51986	5.31209
8.49067	9.28836	44.72396	1.00000	5.46157	6.03757	7.07504	1168.91013	7.00306	-63.13414	56.75759	6.82559	46.23899	27.21014	5.11081	15.91599	8.19251	6.13267
8.62748	7.80189	62.08952	0.00000	6.66571	5.18500	5.78398	1052.87013	7.61465	-48.67028	54.79529	5.33048	-28.24	55.34854	5.81196	18.20752	5.33885	7.53300
8.80848	9.80956	33.39464	1.00000	6.18609	6.27991	5.73038	1111.21120	6.03548	12.16179	66.64455	6.67246	48.52961	39.07205	7.42704	13.31246	7.14466	7.61616
9.72029	9.64294	60.80477	1.00000	7.55873	6.34608	7.32321	1066.37377	6.44397	125.51176	61.25882	6.42374	42.64031	53.16629	11.66485	21.31808	9.19387	5.23148
	7.57005	49.28481	1.00000	7.51627	9.04086	4.47984	1183.01415	6.46517	31.33078	70.24935	6.58220	47.56494	74.47974	6.70168	29.40121	5.05147	6.57684
4.42419	6.03338	56.19829	0.00000	5.71444	5.54603	6.62562	1128.76836	5.85948	4.7934	54.99836	5.97590	45.69558	41.24742	4.51914	8.76008	8.96979	6.73239
4.44609	3.90044	26.88394	0.00000	6.25975	5.55460	7.40319	1068.70004	7.30852	72.85107	90.15765	7.29245	19.30157	72.15058	3.89993	8.05011	10.81219	7.30113
10.32011	6.61749		1.00000	5.23357	5.26774	10.50877	1092.97327	6.48428	5.58472	64.15235	8.19534	52.14	34.20938	6.00054	16.56886	7.91314	4.95650
4.03400	6.59942	49.77233	0.00000	5.42101	9.33921	6.18291	1065.38569	6.18359	128.9889	53.76156	6.89081	37.1759	52.42515	3.64230	4.38095	7.27801	6.15415
10.67170	8.73572	35.09751	0.00000	6.83113	5.74181	5.44403	1058.96922	7.35739	71.57737	49.36114	7.03363	21.53889	55.64443	7.24273	9.68143	6.55164	10.66544
5.05049	6.05546	64.94852	0.00000	8.45856	11.62444	5.07686	1127.48786	4.89815	39.8302	41.01924	6.40972	64.5635	38.43059	17.60580	17.38336	7.07604	5.80720
7.32544	6.27519	51.38227	0.00000	6.99676	3.83709	6.56690	1058.18182	7.67494	33.9162	80.51201	6.91774	51.67822	39.67260	4.30021	18.79076	5.01335	5.39850
9.76792	9.67893	48.61868	1.00000	6.27398	5.62967	6.21709	1114.71304	6.10419	4.92235	57.95087	4.69796	7.65649	30.69480	3.63978	20.53281	6.84938	5.21776
9.87984	7.94661	38.76745	1.00000	5.90829	7.78943	4.75957	1171.09754	5.84096	18.84	63.24187	6.55907	42.28639		4.47809	15.52248	5.43256	5.23710
6.89882	4.15744	48.46745	0.00000	8.71238	8.91529	4.75381	1078.28842	8.48676	9.29109	65.72504	7.25999	45.39402	33.54137	18.73376	26.39922	7.71518	3.56799
7.20584	7.20659	57.63296	1.00000	6.74935	9.00252	5.62915	1175.05484	8.52865	11.04979	44.59067	5.66369	44.59445	32.44534	6.25153	4.15682	5.05935	4.78572
6.30117	8.61600	63.49669	1.00000	6.80513	6.24717	4.73364	1085.62903	6.86105	79.883	56.13054	6.57382	6.9909	46.64009	4.53872	0.63455	5.55741	4.76714
10.50465	6.43147	53.95370	1.00000	6.23783	5.28809	10.82730	1197.11573	5.42558	137.36215	64.87391	5.53319	36.75965	49.86347	5.41918	18.10561	8.47076	4.48082
