Pb	C2H3NO5	SO2	PRES	NOx	O3	CH4	PAHs	warning	PM10	CO	H2CO	longitude	latitude	NH3	CFCs	TEMP	PM2.5
77.72502	1.96559	6.04448	1144.48765	10.14852	9.07882	6.44514	8.51620	1.00000	9.79149	10.55900	37.09101	109.05389	-7.51611	12.11181	47.89005	5.22042	7.98713
36.62613	0.62448	8.84464	1069.00687	6.89013	7.31475	4.98155	6.70728	1.00000	8.57407	7.35230	63.63043	46.10925	43.35071	7.29669	64.72190	21.44764	8.49859
60.42762	3.91840	8.65545	1057.71288	8.75824	4.50772	5.85556	8.18753	1.00000	10.52098	3.18084	32.06915	-91.06177	33.41012	6.92188	50.54637	15.75346	5.46684
42.47578	0.39774	7.81021	1087.06875	11.42867	5.83998	5.57267	7.30047	1.00000	7.80434	6.40314	54.78038	-87.88754	41.15376		32.35399	15.44651	7.56279
49.95955	0.35073	6.15811	1170.73444	6.89438	5.94152	7.30833	6.69321	1.00000	6.74608	5.08075	60.61271	103.61667	-1.6	6.32997	39.81674	17.51127	7.51876
45.30787	0.82721	6.99810	1185.19029	4.77796	10.50277	5.43277	8.07849	0.00000	8.85192	6.34602	52.71018	-82.46148	28.15112	9.35291	47.16640	21.71142	7.07862
47.52518	0.36948	9.38313	1086.93964	8.71226	9.04903	6.27051	7.09840	1.00000	7.43883	10.41136	30.85943	-91.58045	41.6764	7.82032	50.02783	27.95839	8.57424
39.64558	2.94324	7.62851	1158.86516	10.06892	8.91422	6.05789	5.35814	1.00000	10.27944	10.57040	30.32070	114.68333	23.73333	10.63577	49.19048	15.35833	7.27898
45.17002	4.46000	8.14042	1116.80124	11.01250	9.60457	4.39016	8.24022	1.00000	10.66332	10.19864	28.80623	4.21372	51.12794	12.61909	64.67729	35.68460	8.77433
55.97979	0.17733	7.46113	1150.97296	1.98558	6.23436	7.49385	8.40859	1.00000	3.84611	7.95820	39.92286	33	-2.68333	9.51323	35.43311	7.01911	7.43250
33.83069	9.99648	7.77433	1122.94607	7.65871	6.98745	4.08105	9.48938	1.00000	11.50026	6.11848	53.67227	-51.50361	-29.2975	8.57910	62.87585	5.19879	7.35466
54.41464	0.18794	4.76028	1106.44326	8.01934	5.80361	3.70003	6.25528	1.00000	5.93591	10.02052	25.38044	-74.15987	40.82232	4.03102	50.85363	24.55911	6.73761
49.63934	0.28000	6.36044	1162.53659	6.60536	5.21192	7.34843	4.97428	1.00000	6.54938	6.59849	29.42892	99.89166	15.46063	5.54257	40.57486	18.45651	6.50268
58.88864	1.14050	6.99792	1082.05351	9.21601	5.83605	9.52575	7.31841	0.00000	9.22745	8.59063	54.38410	70.96699	30.46907	5.37233	29.34330	25.31662	7.49717
61.42899	1.36812	8.45094	1137.34814	10.12903	5.05050	6.73147	7.64274	1.00000	9.43484	2.99434	39.28296	107.60389	-7.01833	5.41308	43.06084	21.33839	8.11499
50.23140	9.75038	4.44480	1137.60354	6.83723	7.13115	5.56075	6.02403	0.00000	11.48032	2.69242	37.56545	8.55552	40.72586	5.54635	74.52280	23.73424	7.69255
58.53254	1.61963	6.63182	1124.19178	10.20476	9.69957	7.03795	6.96709	1.00000	9.65925	9.96148	66.88796	8.70745	49.03685	9.84536	65.88151	-1.45146	7.00489
49.69757	1.06836	7.73073	1051.75628	7.79087	6.50673	3.65547	6.08609	1.00000	9.08309	7.01190	66.49489	-88.42814	42.16808	5.10052	48.23869	19.77321	6.73586
68.49274	0.35160	7.87431	1079.14866	7.94553	8.33074	8.29625	8.90668	0.00000	7.52028	9.44987	28.00150	74.12286	30.76468	6.52177	45.20501	1.55399	8.07379
24.62351	3.21949	8.33101	1051.37569	8.84983	9.53526	8.15255	8.93126	1.00000	10.32432	4.90749	54.64907	72.54064	31.82539	8.68446	75.82521	13.97707	7.55098
59.32286	0.28531	9.07006	1151.52380	6.26115	6.73590	6.83115	6.99124	1.00000	6.25374	8.65659	53.44352	151.07986	-33.88096	5.11065	74.16955	18.01804	7.08422
48.87120	2.32016	7.44210	1170.08745	10.86968	4.61637	8.69694	7.47370	1.00000	9.99121	7.68451	20.54819	-1.47217	53.46506	5.82904	53.51132	4.40853	7.16179
22.37744	1.43975	8.37351	1134.12769	9.87820	7.02608	10.62364	7.91042	0.00000	9.42505	10.51796	55.39979	-73.95097	40.72371	6.99005	49.69204	16.01891	7.67262
36.22165	1.62402	6.87780	1053.37775	8.42892	7.58243	5.26383	7.86389	1.00000	9.54463	10.08295	68.08151	10.18527	47.98372	9.58699	61.98309	25.78186	7.86003
75.13799	0.35681	9.40861	1053.19406	9.47392	7.75515	6.26888	6.46144	0.00000	7.64816	7.40223	47.67972	79.82979	11.93381	4.55136	48.20572	12.92590	7.60675
58.17011	0.19679	7.79207	1193.27397	9.79092	9.06656	7.31490	7.65904	1.00000	5.84062	7.66083	41.50662	120.56528	14.66	2.14262	34.33098	15.20830	8.79943
51.92405	0.19164	8.01432	1100.78423	3.90193	7.10983	7.74047	6.75076	1.00000	4.13519	5.87533	36.82320	112.01667	-7.81667	7.04349	37.02020	9.77886	7.66668
45.48597	0.25714	7.66268	1056.53386	5.43468	7.85931	5.93966	7.60872	1.00000	5.87669	5.99481	72.23908	-1.325	38.47917	6.74913	58.21086	5.58219	7.69324
33.53477	0.20390	7.38957	1148.71138	4.72008	5.27970	8.74424	7.56294	1.00000	6.02101	2.46780	48.62681	-45.94722	-21.42917	9.33272	38.79268	18.52151	8.19162
54.30368	0.84506	7.09190	1198.66699	7.14402	6.57186	9.64865	9.52492	0.00000	8.90328	7.93147	29.24646	102.56365	13.65805	6.78545	46.42596	21.30563	8.92967
53.40067	0.42949	5.58057	1113.78457	8.74340	9.02787	6.62960	8.66023	1.00000	8.03737	9.57641	56.39195	-44.31389	-19.7625	8.06602	53.21883	2.36867	7.75431
29.09451	0.27961	7.63666	1064.72783	9.81118	6.39669	8.33403	8.38792	1.00000	7.03261	4.06095	22.31061	98.6738	3.7278	4.41418	67.22758	11.62015	9.69457
54.59821	0.52826	6.26419	1146.18247	8.97502	9.39231	5.27637	7.18962	1.00000	8.38381	8.05799	34.20948	2.1699	48.98994	9.22649	55.29784	-9.15711	6.23089
42.06290	2.59127	8.61299	1062.33854	8.74476	7.77638	5.15429	6.85188	1.00000	10.11594	9.17632	75.99234	-1.29772	50.76306	11.17376	58.75853	4.57231	7.64478
48.93990	1.94533	5.95898	1129.04044	9.03887	9.27588	8.50845	6.13599	1.00000	9.80850	7.28551	58.42080	119.58627	23.5654	8.69830	58.83742	-4.01519	
69.30170	0.66248	6.50519	1134.32125	10.45824	10.58418	6.09467	7.35882	1.00000	8.37843	9.70291	35.40004	-79.00453	-2.90055	9.77474	36.57983	23.59100	7.30690
46.77620	1.87431	6.57257	1162.31214	9.20147	7.97176	5.01921	7.79405	1.00000	9.73763	10.80518	19.79644	137.36215	36.75965	10.77182	49.21007	35.10313	6.39565
57.19243	0.26912	6.55946	1073.49516	8.37019	8.82822	4.94008	8.72299	1.00000	5.90351	5.53824	44.29448	-69.96533	43.91452	5.06122	51.03485	16.26265	7.41896
24.46543	0.32264	8.97048	1171.57188	7.65478	5.83307	8.16733	7.23817	0.00000	6.88500	10.02912	52.65449	69.67639	41.29444	4.22507	39.28726	11.66197	8.03693
55.44851	0.86145	8.46844	1181.99957	10.21969	9.75703	6.93362	8.50595	1.00000	8.84012	10.90329	51.51982	34.37389	40.1675	10.47628	52.22919	24.46404	4.82232
34.53910	3.72623	8.32820	1129.28438	8.97057	8.75177	5.88129	8.31192	1.00000	10.48454	6.88610	56.60573	6.92917	52.31333	9.58554	61.44150	11.42733	8.38328
49.44298	0.10050	6.46235	1082.12138	7.35963	7.21033	6.30830	6.53935	1.00000	4.73448	5.65392	46.26171	13.29371	52.53048	6.33593	35.51067	15.62290	8.09586
45.95435	0.67202	6.59461	1160.76688	6.85919	6.24195	5.52592	7.90985	1.00000	8.68893	10.48575	44.16724	3.87723	43.61092	8.17180	43.67590	15.41892	7.39133
55.17767	3.86804	6.43914	1189.18246	8.56797	5.77633	12.83421	7.89562	0.00000	10.52729	11.54805	31.51347	-117.54866	33.93113	7.52852	54.13846	15.96328	6.74055
41.29518	0.47703	6.51985	1089.97050	4.95439	10.82199	5.01938	5.92956	0.00000	7.99708	6.60494	39.97626	-96.67834	34.77453	8.80226	42.15904	14.59013	7.88721
70.84777	0.57560	6.30575	1189.28629	4.89312	8.98663	7.67591	9.21072	0.00000	8.17806	7.15552	47.14559	-83.48216	42.30865	10.93046	50.20747	14.92647	8.86243
63.34530	1.36457	8.04322	1116.32586	8.91535	6.78027	11.17969	6.92068	0.00000	9.42912	10.14193	40.74821	2.95924	36.76775	7.59910	65.75100	3.65667	8.21833
20.93817	0.34211	6.96606	1146.50252	8.51399	8.70064	8.20879	6.56268	0.00000	7.28728	10.05097	59.26474	8.61839	49.68369	7.64121	51.54040	10.70249	7.78136
47.47150	8.71104	6.68067	1169.79698	10.91859	6.91397	13.37655	6.63818	0.00000	11.36309	12.70145	52.90814	-88.81395	35.61452	9.84788	61.19919	10.43941	8.59236
62.66273	0.70471	7.01182	1171.85027	9.05611	5.80583	8.51036	8.63058	0.00000	8.61780	8.94065	36.74815	139.07204	36.24624	5.28136	38.30927	22.58019	7.40664
57.78089	1.33755	7.75032	1101.99009	6.02256	8.28709	5.62070	7.09829	0.00000	9.41618	6.32398	47.19938	8.61839	49.68369	8.49748	64.42711	-7.64669	5.71273
44.05145	2.99351	6.43605	1114.64917	10.74760	6.02586	10.09545	7.56709	1.00000	10.24432	9.96904	57.42698	33.34864	46.75451	7.98398	72.15264	11.98588	6.65666
39.30281	0.93652	8.48881	1168.02351	8.40477	8.00927	5.50588	8.34675	1.00000	9.03456	9.75001	26.36371	-87.93341	42.55308	8.37578	58.21358	22.93577	6.51049
68.08567	0.57394	5.24878	1177.73726	8.88980	9.33092	8.14432	6.26117	1.00000	8.51457	8.35137	43.12617	117.33333	34.85	9.47849	44.81623	11.92763	10.98749
45.14855	0.89086	8.49477	1074.25333	6.38430	7.31410	11.52729	9.00093	0.00000	8.88077	10.85992	51.16789	4.52514	12.74482	8.34515	45.64996	31.98408	8.07257
44.37051	0.38055	8.30909	1144.12452	7.92903	5.37572	5.98483	7.57004	1.00000	7.60080	7.48935	48.37737	34.34691	61.78491	4.81903	55.64294	15.05651	8.78711
65.59855	0.08850	6.74397	1128.94682	5.76977	5.54910	5.23808	8.19642	1.00000	6.42034	5.57562	37.60314	4.47124	51.95838	6.91724	31.78551	13.17483	7.01291
75.85283	0.23494	6.94748	1090.62921	6.89759	8.67478	5.19678	7.77015	1.00000	6.08287	10.23942	20.99432	25.34244	50.75932	3.23233	49.91143	8.80046	6.74206
56.27467	0.28796	7.35939	1127.74548	5.03870	6.44496	5.98861	7.14961	1.00000	6.36546	5.31896	44.00173	107.60389	-7.01833	7.33120	60.25091	20.08217	7.78317
70.19198	1.21825	6.36843	1155.57334	10.03868	9.69118	6.22101	6.07550	1.00000	9.23247	9.28006	38.22908	124.3697	9.6531	11.12002	56.84658	16.38642	8.55015
33.78069	0.35971	7.09444	1130.21563	7.04938	7.52307	7.40624	5.64155	1.00000	7.85605	9.46856	38.00042	10.03478	37.16911	5.91016	56.62147	36.48668	8.72812
56.44107	3.38396	8.58454	1086.06663	9.94803	9.04399	5.33608	7.87842	1.00000	10.39318	9.66013	54.92042	-87.66561	41.8542	9.59715	47.15256	26.85650	8.51431
51.30411	0.18669	9.08845	1156.24185	3.57366	6.06591	8.44934	7.23001	1.00000	5.96491	5.08310	46.82293	-73.02841	-36.9256	8.04309	43.73848	22.51124	7.17996
45.12284	0.27380	7.68073	1191.05176	7.14711	9.35500	5.26565	7.76616	0.00000	7.29725	5.51067	37.35534	107.60627	51.82721	6.33102	21.55328	17.45409	7.83618
48.05052	0.14872	7.76831	1167.47715	2.50678	7.50103	9.17734	8.41550	1.00000		4.78893	47.84618	-104.83192	39.72943	9.36119	60.02489	25.31488	7.40887
30.22478	0.25205	6.06949	1130.16242	5.63109	5.41023	8.91601	6.62631	1.00000	6.53114	3.55366	42.55848	120.57224	15.72892	7.43447	64.85189	23.66027	8.53744
39.35273	0.43069	6.74296	1088.70233	6.11949	9.26804	6.42018	9.29085	0.00000	8.06988	7.03121	40.67481	4.47124	51.95838	9.42778	60.68007	23.82289	10.31960
52.81990	1.57428	6.60692	1139.55580	8.95573	8.07780	2.83507	8.06212	0.00000	9.63884	9.00137	42.52942	112.19028	30.35028	11.40371	54.13507	-5.17891	6.14851
51.08697	0.27591	8.93743	1158.51291	3.08379	5.48237	6.98834	7.69390	1.00000	7.14394	5.52272	32.98858	30.79165	-27.76952	8.83989	36.61612	11.02717	7.12458
44.91876	1.57276	8.83840	1098.04488	9.24807	8.84664	6.39833	7.49626	1.00000	9.63843		51.17120	2.61667	48.98333	9.01342	62.03336	16.62035	6.43867
59.08118	2.90386	8.95487	1099.26535	6.26577		4.22560	8.83622	1.00000	10.23144	5.80396	47.83482	-37.07167	-10.91111	7.73506	51.49112	28.85859	6.08684
54.79006	10.34223	8.03016	1190.06000	11.04746	5.29423	10.40237	8.94752	0.00000	11.53681	9.53737	43.50444	2.2469	48.90472	8.47692	39.47702	0.44742	7.45366
24.41242	11.84203	6.85560	1096.54989	5.33372	8.49558	3.94179	6.73325	0.00000	11.67498	4.26088	39.64325	34.3869	11.8659	7.19588	61.57435	14.87681	7.26219
36.36305	0.98839	8.09993	1156.80418	5.23401	10.98164	5.12089	7.28344	0.00000	9.09108	5.93363	55.00096	-2.58736	56.56317	9.02132	34.74493	9.74622	5.85236
58.76918	0.49736	9.06279	1086.98288	6.54172	9.39147	3.99802	9.42566	0.00000	8.09299	7.45039	67.55120	117.63083	35.50056	7.49047	41.27702	-7.74203	5.74044
66.95316	0.37945	7.79587	1187.10474	8.78397	8.42141	7.00182	7.22735	1.00000	7.87483	11.72033	27.63538	16.91667	-21.98333	9.41909	60.36953	-3.07073	8.40575
81.79089	2.35742	7.03916	1133.23193	10.12550	9.27789	3.40349	7.97372	1.00000	10.01755	9.10599	43.36055	114.68333	23.73333	11.02793	51.38773	3.05796	6.79582
56.52706	0.27596	6.51937	1083.58641	7.84669	6.08680	4.81097	6.36032	1.00000	7.21036	6.76084	54.44049	151.07986	-33.88096	5.57420	47.96947	30.12835	5.73487
32.57303	1.58450	6.95249	1149.96094	10.50718	10.23364	7.86460	8.73615	1.00000	9.55611	9.28573	38.01784	120.03308	28.88162	10.98733	47.61015	34.01803	9.37890
50.87268	0.52749	8.55649	1158.09536	5.80904	9.77947	7.72132	7.07905	0.00000	8.27754	6.89006	36.82559	-58.44417	-3.14306	10.55925	57.38476	10.48158	6.48008
27.39929	0.38574	6.84980	1069.94093	6.21202	5.79419	5.96438	7.73062	0.00000	7.48687	8.13276	39.32625	124.84472	10.13361	5.28102	63.81545	10.29471	7.72194
65.02319	2.45166	7.14905	1177.82331	7.49784	7.30487	5.02109	4.73272	0.00000	10.00845	6.27664	42.58698	-119.01677	36.06523	7.53216	36.43778	10.95563	7.34536
45.62751	0.96251	7.66209	1156.39783	5.74116	5.66921	4.22905	7.12580	1.00000	8.99897	6.07329	49.27407	-81.26367	28.90054	6.53260	33.78803	29.76115	8.40121
53.11747	1.81981	7.57637	1143.59270	7.02779	6.02349	10.78828	6.95481	0.00000	9.71341	10.23009	51.22223	-85.76942	39.78504	6.45237	35.20859	18.99410	7.55861
41.11293	4.96897	7.41427	1128.75918	11.28382	6.13013	9.96090	6.91931	0.00000	10.80947	8.88804	25.73481	-7.95	53.43333	7.47257	47.42077	39.18724	9.15587
80.78686	0.38320	8.52093	1102.68304	6.97516	7.05645	7.35783	7.55852	1.00000	7.68830	10.45441	44.08394	37.55	6.03333	7.00961	46.64092	0.86794	7.50856
48.28064	0.52770	9.04875	1109.43295		7.44561	7.38253	9.25233	1.00000	8.16240	12.04919	33.34411	74.4818	30.21121	7.62335	58.73837	24.99499	7.74518
11.72539	0.39911	8.18655	1147.54094	10.16592	10.58177	7.09706	8.07593	1.00000	7.89647	9.44907	38.93564	77.656	28.71271	10.55679	52.48638	26.12846	6.89334
51.81797	0.30838	8.25281	1168.51240	8.04222	7.74054	9.80237	8.84570	0.00000	6.85996	11.75868	49.06412	123.89071	10.31672	6.41342	57.04892	7.20962	8.63365
37.65271	0.11565	6.99018	1150.95631	6.14881	5.74702	8.16016	6.92620	1.00000	5.85646	6.50538	32.78317	-37.03861	-10.90889	4.55001	58.65036	4.79432	7.50314
35.78052	0.76252	7.07815	1173.49126	9.19799	8.90337	6.87487	8.50880	1.00000	8.72213	10.39345	74.15295	106.92667	-6.91806	9.40706	53.55550	27.22250	8.33645
34.31451	0.18130	7.64252	1189.18791	5.30332	8.38700	4.38935	7.22511	1.00000	5.62883	7.09791	43.95902	-52.2	-28.44917	6.26615	32.39213	21.33610	6.43239
55.98435	1.89681	5.90501	1121.46015	5.79664	9.44514	3.38990	5.92643	0.00000	9.78490	6.37166	52.27665	75.96976	15.73628	7.37474	67.52968	17.38223	8.34584
48.70870	0.10398	5.78285	1153.68411	3.97432	7.18146	7.44468	7.99600	1.00000	4.87106	6.08654	15.52943	76.56719	24.41288	7.29929	65.53134	20.96655	7.98709
60.14443	0.22194	6.20424	1118.81382	9.25193	5.94001	6.34444	6.22580	1.00000	6.34092	6.41002	58.27092	-81.24441	23.15678	4.82854	39.04359	18.46528	7.78335
47.38020	0.26838	9.37418	1158.97160	8.08119	5.02639	7.61691	8.13326		7.13259	3.88620	48.61852	29.00974	-24.19436	6.50728	42.68271	24.29525	7.04220
22.57947	3.34077	6.97621	1081.75376	9.22177	8.45704	7.00259	8.42445	1.00000	10.38802	8.78012	34.71684	76.56719	24.41288	10.54751	41.85864	22.56298	7.47233
48.17651		9.04854	1118.40156	7.97918	4.74935	10.49587	7.81517	0.00000	10.81298	8.63617	46.87020	14.72443	36.92574	5.82066	38.23172	29.78903	8.34694
32.99530	0.22537	7.23531	1158.56831	7.62012	6.97136	6.73710	6.80882	1.00000	6.31809	5.76116	43.01674	30.98551	2.41669	5.37393	36.41827	16.85233	7.98753
49.30448	5.34225	7.01943	1131.18862	10.64633	9.20065	5.01208	8.18122	1.00000	10.86490	10.05162	33.18040	103.65309	16.0567	12.05316	65.07954	-5.78278	7.01341
59.06578	0.19907	7.37629	1172.33429	6.08773	6.10778	7.14671	6.24637	1.00000	5.60958	5.88845	75.04931	-73.75513	40.60538	6.80069	59.31112	24.46869	6.23323
37.93816	0.15878	8.95024	1129.38099	5.09390	5.54542	9.29761	7.59299	1.00000	5.85908	4.84238	87.43956	8.61839	49.68369	7.85824	66.99836	19.13211	7.27860
36.82934	1.27561	7.44119	1197.14920	6.53003	7.91008	6.06899	8.29786	0.00000	9.23340	7.59286	63.47195	16.43915	43.50891	9.68215	50.54185	16.96323	6.12733
54.56660	0.22608	6.89621	1057.23480	7.90990	10.30493	7.48069	7.63176	0.00000	6.43031	6.05769	31.50868	-37.93278	-11.48472	7.71326	49.37698		6.14103
59.93996	0.16081	10.05311	1171.04266	6.55851	6.93151	3.57345	6.54469	1.00000	4.63265	9.98200	50.73202	73.38333	31.71667	5.78925	41.86802	17.07420	7.09869
26.16209	0.25541	7.30552	1198.53921	6.30631	6.78449	5.45405	8.92056	1.00000	6.48956	6.00521	36.12569	-82.00919	23.04419	6.45934	47.76792	16.47769	6.70015
60.93190	0.92309	7.78108	1105.53481	6.57669	9.38629	6.24223	8.31462	0.00000	8.89147	7.39255	52.76454	107.60389	-7.01833	9.71239	33.17345	9.51000	7.88406
49.05706	2.62279	7.76918	1074.25750	8.24402	5.75350	2.49774	8.23913	1.00000	10.12800	7.98679	48.68080	34.37389	40.1675	4.81777	51.30320	5.41448	8.04135
49.45890	0.26230	7.06966	1177.27040	6.83499	4.79962	9.05089	6.69236	1.00000	6.30439	4.13898	36.01604	71.67164	30.29184	7.71656	64.44259	26.01339	7.03841
48.46296	0.17401	6.99138	1079.58079	4.00267	9.26151	8.21369	7.93314	1.00000	1.42264	8.69258	40.32406	103.6032	1.6561	5.41440	64.03063	28.31546	6.10960
51.55745	2.49907	6.58796	1115.80298	8.52784	6.83063	9.78247	9.52456	0.00000	10.07343	9.06326	37.62390	-2.68758	53.69786	7.39143	66.18764	21.19537	5.15212
47.67649	0.34970	6.86889	1065.38174	6.63554	6.28750	5.17722	7.70610	1.00000	7.10925	6.53673	50.41427	8.61839	49.68369	6.17622	59.92162	20.60632	7.34586
20.63534	0.13024	8.30578	1169.31895	2.65062	7.49636	6.51235	6.85709	1.00000	4.56534	6.24547	15.45330	34.37389	40.1675	8.01760	69.36244	11.39798	9.57702
52.50268	0.74389	8.26118	1079.01900	11.04591	11.74687	4.17125	9.06872	1.00000	8.64344	6.24070	77.05578	0.30367	51.38673	12.69047	58.51981	22.21906	5.78457
54.29564	0.56296	7.71571	1176.55811	5.05306	4.54101	5.75477	8.00577	1.00000	8.23098	6.10072	20.16878	-2.12139	52.48173	8.37941	52.23058	17.06633	7.54093
51.30289	0.30380	5.98866	1126.74954	7.24955	8.29372	7.13813	9.62383	0.00000	7.63608	4.50497	60.02556	-79.00453	-2.90055	6.34211	34.71962	-6.01446	7.67298
58.70148	1.22959	7.32334	1091.50881	4.44282	11.16127	3.86774	7.04136	0.00000	9.23103	6.07184	41.62939	-73.89125	40.67705	8.69970	42.43969	18.25763	8.05541
34.23930	0.35545	7.83705	1074.85002	9.06600	7.65108	5.02253	9.79666	1.00000	7.36017	6.80609	69.09992	-74.26419	4.73245	3.58323	65.68843	12.85059	8.63457
36.96050	1.17063	7.43870	1113.50752	9.12943	7.76849	11.50596	6.99912	0.00000	9.25136	11.49113	66.57340	-1.4001	7.06273	7.95042	17.91001	15.80208	6.79170
34.98963	0.59901	7.91047	1173.99895	6.98796	9.77345	5.93921	6.56007	0.00000	8.34652	7.97463	57.67122	74.80555	34.08565	9.88949	42.36361	25.66489	6.74673
41.53595	1.55525	8.87198	1061.23592	7.92911	4.91109	8.56822	7.90975		9.54812	6.77021	69.22547	34.8732	32.05971	4.91697	61.97806	11.28644	9.38256
33.35139	1.49655	7.41191	1177.51697	10.58932	5.13532	7.25791	8.06216	0.00000	9.51963	6.48683	46.64160	-0.29825	51.39148	5.45146	69.53757	0.51539	7.20819
17.18728	0.20071	7.55103	1153.52584	8.38374	6.06603	5.00973	6.67673	1.00000	6.51659	6.99537	42.99464	5.4584	43.32393	4.26443	32.39583	22.01866	8.71961
65.87373	1.29047	7.57659	1174.40228	6.46182	9.56116	4.61623	5.84446	0.00000	9.32039	6.77546	40.27719	119.58627	23.5654	8.47863	62.69695	10.61547	8.60868
32.40133	0.80703	7.60210	1141.93606	8.83190	8.52037	5.66946	8.59088	1.00000	8.83772	9.06630	62.19281	-42.19667	-21.41222	11.21593	43.04467	35.93949	6.60463
32.39819	0.18596	7.39619	1190.03818	6.87918	6.67344	6.77643	8.41266	1.00000	5.75332	4.75646	63.44030	109.3243	-7.0981	6.88953	51.57585	10.48997	7.79460
52.50629	0.18812	8.27304	1050.95669	7.32832	8.39889	6.02427	8.10824	1.00000	5.74204	10.31008	46.68915	8.62118	45.44694	7.00593	51.72927	2.81125	7.24425
64.04664	0.70644	8.83624	1155.74947	7.97141	8.14704	4.39094	6.96121	1.00000	8.50829	8.16121	61.13125	2.12213	48.8222	8.28810	32.33471	13.19460	6.07818
36.74406	0.15500	8.20164	1156.65404	5.90374	7.41086	6.27045	9.31592	1.00000	4.92773	3.47616	67.71409	17.8031	48.43174	7.69714	46.13275	7.86042	7.40714
58.40256	0.23282	9.74937	1136.15436	4.50217	4.56996	6.70956	8.23329	1.00000	6.60119	6.71812	41.74189	18.28333	59.33333	8.19728	51.37534	-0.31874	8.97824
43.12513	1.72023	7.07840	1165.36417	8.24736	7.67039	9.05563	8.08229	0.00000	9.66781	4.94026	58.19959	29.41824	45.99194	9.22627	67.48276	21.73801	8.11732
55.10855	1.01802	8.19086	1082.02577	8.38831	9.50431	5.77398	8.90227	1.00000	8.93908	5.64719	30.14894	111.4834	65.93381	6.79792	63.66349	33.07344	8.06888
62.07974	0.62349	7.83620	1065.56229	7.32802	6.12146	7.75963	9.35989	0.00000	8.66958	7.14978	40.41581	-2.52398	53.19146	8.72075	64.48421	14.53539	7.05085
41.04110	0.46598	7.09861	1117.56234	10.20391	6.03812	7.47174	9.54951	0.00000	8.07630	7.17070	32.99225	-8.07257	12.74409	3.84983	30.76050	23.73338	8.50507
35.10772	0.66853	8.51979	1061.32327	6.59319	6.33515	6.37198	7.29407	0.00000	8.59341	6.59187	63.61651	-86.77917	36.02506	5.87092	45.01116	-4.47133	7.65739
21.76559	1.83902	7.48609	1136.41082	9.08966	8.73551	4.63609	6.81368	1.00000	9.66848	9.30284	46.35999	7.60872	43.78956	6.56505	73.54058	0.84346	8.71557
41.59588	1.28841	8.45095	1096.51858	6.34005	8.70032	4.15516	6.55138	0.00000	9.32810	7.13230	50.11487	-105.11221	39.57582	8.06481	39.87181	24.65785	7.40076
57.07271	9.58718	8.22824	1182.97567	7.74935	7.04154	5.76989	5.26060	1.00000	11.46064		47.94294	-123.02621	44.99012	9.85434	53.12574	34.27182	8.84573
49.77997	0.52997	8.02760	1132.23309	9.78850	5.92792	5.71698	7.92205	0.00000	8.20233	6.67378	53.26577	91.00632	26.32293	5.04506	38.30720	17.35083	8.50299
60.84987	0.16838	6.67287	1100.50813	6.56836	6.88451	6.04747	7.88445	1.00000	6.17223	6.96406	40.30042	-98.1664	19.32932	6.39151	43.12163	4.28370	7.18317
48.98441	5.04915	6.33979	1073.55011	9.89489	9.09147	4.48361	7.23532	1.00000	10.80116	8.28411	67.39588	34.86563	31.92923	10.61598	56.35409	7.14233	6.78633
37.58064	1.44647	8.10808	1171.73039	7.41100	6.52525	9.18199	6.72785	0.00000	9.54066	8.53487	66.64033	111.50861	32.54278	7.06534	42.91093	9.97676	8.86715
63.29847	0.76956	8.47674	1198.14954	7.99784	8.30190	7.28102	8.79685	1.00000	8.76761	8.10393	44.67198	8.86704	50.23805	8.32561	44.28035	10.08271	5.43338
66.03806	0.52925	9.68133	1117.29384	6.64994	4.88165	9.28575	9.97913	0.00000	8.21325	9.54388	42.61394	-101.2591	21.01858	5.57479	67.65917	13.65816	6.25823
58.01698	2.31109	8.09698	1097.46089	5.42877	8.53181	5.43972	7.97033	0.00000	9.96968	6.75991	53.83389	77.24779	10.58806	9.55370	53.47007	19.07289	
53.88299	0.47107	7.32682	1172.80072	8.27317	9.46813	8.51054	8.20220	1.00000	7.50602	8.17093	45.28195	-80.22588	26.2173	7.09632	25.86137	6.03542	7.16806
76.27744	0.94680	6.56054	1156.34964	8.75072	9.20110	6.38544	6.92398	1.00000	8.84017	7.25507	53.89844	6.8625	51.47805	9.53398	46.90645	14.16099	8.11230
41.01295	2.01800	9.56992	1088.29060	9.70957	3.63751	6.48103	8.60465	0.00000	9.81326	5.98844	51.33998	18.28333	59.33333	3.30049	66.10224	10.96756	7.53968
59.57503	0.30218	9.23963	1176.96873	2.03697	7.14603	5.79498	8.20076	1.00000	5.63246	6.53408	56.25523	8.70745	49.03685	8.71658	41.80451	14.78687	7.91441
32.92703	0.64647	6.86712	1166.21671	6.00047	10.53847	5.29869	9.08190	0.00000	8.48703	6.89994	28.34084	86.59509	26.11527	9.10324	56.97952	9.13194	6.95058
53.99869	0.66019	7.15715	1056.48947	5.92452	10.13492	6.81518	7.17966	1.00000	8.51391	7.02003	47.05557	9.85	53.63333	10.13620	52.66756	0.79619	7.21652
64.95660	1.03418	7.92916	1063.75120	10.13865	6.82504	10.01831	7.89222	0.00000	9.05328	9.48678	60.94470	-53.13722	-22.92306	6.91192	39.28002	24.78519	5.78978
