PAHs	NOx	latitude	NH3	PM10	O3	Pb	H2CO	CH4	SO2	TEMP	C2H3NO5	PRES	longitude	CFCs	warning	PM2.5	CO
8.40172	8.69544	9.92787	10.15744	7.10079	8.66823	54.31582	47.95476	6.28450	4.38685	11.56025	2.12268	1190.34737	-84.13722	57.33183	1.00000	11.47741	5.47054
7.51900	12.09060	41.20485	8.49984	7.18199	10.09597	46.77176	25.68176	8.63652	4.66121	6.68170	1.40001	1185.36320	-8.33147	43.33422	1.00000	9.48664	6.65086
7.39435	7.30943	42.30865	8.90918	8.26721	7.68633	40.98146	54.27986	8.44434	4.54302	11.16754	3.31587	1110.28038	-83.48216	57.55261	1.00000	7.82272	9.77928
3.19445	12.06576	41.9001	11.49593	8.10169	7.63204	59.01636	62.47594	9.71078	7.26382	5.67674	2.51302	1095.05906	-71.08977	48.86959	1.00000	10.81914	5.75173
9.24450	9.68218	49.41029	8.54289	9.30089	9.85101	52.61964	40.98409	8.19640	7.42747	25.85901	7.82506	1103.96620	38.15035	63.45024	0.00000	12.08264	9.88594
9.98047	9.48274	45.79377	9.81145	8.80507	6.29536	30.29714	55.42511	5.64526	7.15768	8.04265	5.18568	1196.40356	8.88104	81.07583	1.00000	10.40543	6.00567
12.58740	9.54099	-28.24	2.98465	7.82485	7.62062	52.45737	50.41316	9.58836	6.39697	17.23538	1.89156	1112.81671	-48.67028	79.61098	0.00000	9.55440	7.14711
5.62723	9.60957	61.72744	9.60646	10.05150	7.38268	34.74238	56.49929	10.39920	7.13876	11.38104	15.47765	1092.35367	17.10558	48.61137	1.00000	10.93127	7.98665
6.92998	10.91570	-21.98333	7.07326	6.95492	8.79297	30.33191	60.90580	8.30015	10.14151	3.22380	1.97269	1116.83054	16.91667	57.02017	0.00000	6.29857	9.41591
6.45486	10.85091	44.43579	10.11968	9.04599	7.19060	56.95374	44.31903	9.42522	7.82161	6.69770	5.44262	1067.30115	26.01649	63.79976	1.00000	11.64986	6.58476
9.89565	9.00453	52.53048	10.36272	10.00299	6.94910	61.25927	74.17309	7.32633	7.17193	14.11439	13.96973	1166.91200	13.29371	73.09848	1.00000	10.38988	6.38854
8.70997	10.00337	34.08565	7.65721	7.95570	8.16312	40.15457	80.85680	7.10830	6.62123	3.58012	2.38647	1183.82295	74.80555	53.15085	0.00000	11.54603	9.51981
9.18575	12.59215	50.26729	7.40704	10.07082	7.48484	28.12696	16.57276		10.28070	32.12701	15.47727	1196.52250	-119.27337	49.23154	0.00000	8.41893	6.48162
8.08846	9.21203	41.63976	7.05820	7.79468	7.69584		50.70024	7.68287	9.66514	12.58439	2.07579	1065.19350	2.35739	59.84822	0.00000	7.66334	6.84525
9.20266	9.40322	53.53333	9.08374	8.72014	7.62078	39.24702	59.11289	10.68895	7.16543	22.07869	3.99980	1095.07936	-7.35	68.15728	1.00000	8.24555	6.22805
10.82250	11.87017	45.53069	9.10135	7.18757	7.39343	31.91398	45.38106	8.10261	8.89408	13.74422	1.49870	1086.20268	9.40531	60.90472	1.00000	9.23323	7.56577
10.59640	8.52454	-7.76667	5.95995	7.75151	5.81325	57.50911	63.18079	8.12343	6.25661	23.58364	2.38377	1104.16669	35.7	49.46091	0.00000	9.20095	9.23582
6.95748	8.52422	-28.44917	6.56126	7.93979	9.23167	49.66915	46.96886	8.05120	8.43271	5.22671	2.57825	1099.42350	-52.2	51.20214	1.00000	5.36787	6.05540
9.32301	9.23252	31.39547	10.18816	9.52192	6.46558	24.73443	45.52580	9.80428	6.84005	6.11377	9.28962	1192.52141	34.75699	47.84798	1.00000	9.23644	5.93988
6.60804	10.64853	-7.0981	8.63399	7.28379	7.45393	35.86477	55.20561	6.47515	9.96167	6.73817	1.86916	1081.68037	109.3243	51.30145	0.00000	7.71583	7.33969
9.98788	7.28987	50.26729	5.71282	7.91417	7.65171	56.13090	49.84294	8.72464	4.10006	16.05018	2.71627	1067.43145	-119.27337	39.67882	0.00000	7.05465	8.64522
6.76890	8.02013	17.06542	9.48682	8.05187	7.40765	39.42077	46.04811	8.79285	6.96648	29.85892	2.75003	1113.25435	-96.72365	56.73555	1.00000	7.20261	5.59467
9.91441	11.27280	58.63667	6.40163	10.00894	9.23348	30.05242	71.87635	7.95575	7.49058	5.12698	13.82807	1126.29944	59.80222	35.21814	0.00000	10.19055	9.99363
7.66883	7.02364	6.95194	10.76748	8.82437	7.82821	32.51864	62.69031	6.87855	6.10632	14.39513	4.92901	1133.33728	121.96361	66.12469	1.00000	9.13900	9.24737
7.54025	9.47311	35.815	9.73806	7.87682	9.10993	60.09817	39.97181	7.75786	4.08359	13.89573	2.19819	1052.17398	139.6853	57.03228	1.00000	10.03388	6.60094
7.39694	8.42509	35.88264	6.93341	7.00543	8.48667	62.56584	61.38876	8.64805	9.84053	28.80811	1.22197	1050.99782	-80.08199	57.77604	0.00000	9.34553	6.30782
11.04239	10.53340	57.30185	5.65882	7.96127	8.77488	57.63458	62.20404	9.68108	7.85510	3.09424	3.02698	1062.61184	39.85331	49.93349	0.00000	10.10347	10.15790
10.83204	8.78496	41.66394	11.27810	8.61002	7.45591	62.68954	26.16406	9.54222	6.67069	-0.61327	4.03246	1138.78621	-83.55521	53.86302	1.00000	11.92690	7.49676
8.18303	8.43787	-7.0981	8.19443	8.07866	8.34723	55.75193	36.44684	7.98817	8.76066	19.76396	2.99161	1172.80184	109.3243	37.22464	0.00000	7.56377	4.46561
8.40148	10.09362	53.43333	7.88844	7.40336	8.08894		53.13758	9.02200	6.09099	8.05215	1.69969	1118.75344	-7.95	37.13706	0.00000	8.10086	10.55057
8.89642	9.24223	-21.205	9.41393	9.75996	7.30794	47.59725	60.09400	7.16134	6.61428	11.43254	11.34152	1102.99467	-41.88778	48.60273	1.00000	8.12736	7.89603
7.65008	7.82795	35.815	10.23852	7.88351	10.12103	46.59378	74.99069	7.82936	6.25142	0.41206	2.35137	1106.43399	139.6853	71.98132	0.00000	9.57751	10.80239
8.68091	11.12941	36.61033	8.99393	8.17056	10.31406	30.57756	51.62447	7.27820	6.91805	-6.77512	2.39931	1116.22508	-88.31476	63.23237	1.00000	8.86331	6.37236
7.10661	9.73779	24.28859		8.46626	7.69417	34.64807	57.02236	9.16995	9.48164	17.02807	3.76804	1156.72294	116.11768	60.58094	0.00000	6.41415	8.61370
7.90442	6.16946	40.5576	9.96251	6.96884	8.86084	32.20708		8.50640	5.42606	28.56917	1.04108	1181.93201	-74.28459	50.63234	1.00000	6.78325	9.18493
9.52575	10.88796	45.39402	9.42088	8.73012	8.24582	53.71594	40.88697	9.42949	7.12815	27.09790	4.27529	1055.74810	9.29109	54.01474	1.00000	9.68588	6.69533
8.15024	7.03539	53.94313	10.89652	8.29844	7.60750	29.25799	62.27619	8.38695	4.32619	32.35074	3.33283	1061.47466	10.30215	56.12817	1.00000	9.60450	7.74132
9.96469	8.54830	15.5439	9.53292	7.48039	9.38916	46.22198	56.49099	8.64943	7.57844	29.54755	2.10614	1134.28042	73.7553	56.32173	1.00000	8.20374	8.13094
6.47601	10.45184	7.6	6.64259	9.16892	7.77428	46.40084	36.92903	8.24321	9.07746	12.92496	6.41325	1073.20404	4.18333	42.96513	0.00000	7.36055	8.26329
9.42482	9.87192	48	6.95530	7.33660	8.85183	56.46155	54.75525	8.13600	8.55796	16.05933	2.11256	1061.92682	-4.1	26.10955	0.00000	10.60108	9.73728
10.95704	12.57909	33.93113	8.77274	7.73309	8.02843	31.20702	50.00626	10.02223	10.11038	-6.38223	2.00117	1088.63688	-117.54866	55.21472	1.00000	8.84374	6.86511
11.33071	11.25085	45.53069	9.72715	8.00321	7.79718	42.24463	44.30444	7.52670	10.22492	19.03707	2.10933	1168.49566	9.40531	38.69702	1.00000	8.25942	9.49139
	10.89824	54.84444	8.50038	10.61117	7.97035	37.54945	64.39210	8.05061	8.30426	6.34193	25.33183	1069.95449	38.16694	59.08464	1.00000	10.69468	7.61208
10.36727	11.89518	-20.25333	10.14872	8.83311	8.06754	44.49952	53.61531	7.44753	7.61565	2.54549	4.62185	1161.45324	-43.80139	49.74040	1.00000	10.96729	5.93254
11.18396	8.61954	-20.88231	5.32722	7.37033	7.52560	50.18603	37.91612	7.70227	5.93082	16.23401	1.70547	1133.98171	55.4504	34.48667	0.00000	10.07533	8.43166
9.76211	10.38915	-21.205	9.56061	8.55471	9.04139	58.93463	39.88264	9.10250	8.86524	24.41172	3.95067	1130.58513	-41.88778	56.63568	1.00000	11.67884	6.70486
5.05499	7.95755	5.27247	5.29553	5.33071	9.21121	50.37830	36.36919	7.48066	9.43043	20.03286	0.72950	1077.93181	-3.59625	57.42987	0.00000	6.58971	8.42109
5.07208	8.38872	52.71083	4.63544	8.30335	7.43616	48.85112	38.23633	7.20788	10.07066	17.13127	3.59319	1156.78342	5.74861	48.69292	0.00000	6.31337	9.05645
4.95388	7.59316	44.80477	7.90088	9.39459	7.43458	54.75393	32.04021	8.39625	9.93634	15.70513	7.92881	1069.47671	-0.59543	56.82050	0.00000	8.03371	5.99341
7.67238	8.80213	42.819	10.48530	7.82916	8.82925	51.58058	43.73602	9.20217	6.73569	22.45405	2.00118	1136.77798	47.1192	46.53015	1.00000	9.74302	8.42977
10.89593	10.78685	58.7002	5.63399	8.82440	9.10126	58.52908	63.23898	7.39206	7.78379	17.38005	5.22122	1159.91952	59.4839	56.13183	0.00000	11.49544	8.14840
7.00515	9.59674	17.06542	10.78401	8.98905	7.18433	30.45863	37.06876	8.71326	8.00072	17.26317	5.97217	1098.65782	-96.72365	54.85791	1.00000	8.90902	5.70516
10.09743	6.51712	19.8173	11.09015	8.81580	7.57088	41.34728	49.72960	9.66608	6.84317	19.11296	5.73464	1057.01466	-97.35992	21.54175	1.00000	10.01929	5.44978
10.59347	8.76013	-20.88231	10.58857	9.19135	10.27979	35.64688	65.42552	7.90196	8.34625	13.60404	6.29286	1195.99737	55.4504	43.27015	1.00000	8.83654	7.60647
13.05732	9.42052	-22.53722	2.23608	7.86723	9.98889	27.93681	45.53558	9.97392	5.63893	13.06636	2.52105	1106.07917	-42.98194	49.86142	0.00000	8.43870	7.63562
7.73249	11.56404	41.27194	8.75994	8.34479	8.31664	53.22351	53.46181	7.96786	8.65311	-12.98714	2.96160	1193.01932	123.17306	40.50343	1.00000	9.29477	5.88841
6.37341	10.52806	51.65	9.12393	7.53247	8.68707	52.67429	67.52935	7.36074	9.68399	3.13661	2.32884	1193.33571	-0.2	40.39421	0.00000	5.86442	8.09588
10.55334	9.42767	-6.48167	9.41757	8.25127	10.42839	44.88304	47.94411	7.31317	8.20808	20.54533	3.06110	1051.65575	106.85417	41.36959	1.00000	9.11518	8.43845
7.62278	9.63539	53.37596	7.62283	8.77762	7.98717	58.14925	47.16936	9.14005	5.24579	14.32711	4.52006	1127.13472	51.3452	28.30021	0.00000	10.02362	8.49245
10.44168	10.54523	41.57721	8.86920	9.23703	8.14070	44.61351	28.97249	7.80473	8.46704	-0.37656	6.88916	1147.58260	-93.71133	22.80511	1.00000	9.56892	7.96669
10.80495	11.28349	34.9	5.95634	8.85502	9.20281	41.85313	56.92523	8.28142	8.75825	19.22693	4.67802	1069.15835	137.5	40.47941	0.00000	10.25453	9.04184
8.21802	8.49157	54.8421	10.07162	9.18811	7.88353	41.48390	40.80599	8.67622	3.71390	11.84499	7.15575	1117.25372	46.5813	72.45153	1.00000	11.14941	7.28389
6.04250	10.62495	-10.90889	9.50420	8.43257	7.80042	63.41716	33.29452	7.61561	6.29695	26.05124	3.69815	1141.34980	-37.03861	62.24816	1.00000	11.28867	6.74139
11.83611	10.62808	39.09112	10.58775	8.56391	7.89426	47.48865	61.78374	7.42805	9.19844	21.17900	4.40682	1120.17782	-94.41551	69.52494	1.00000	10.41191	8.35603
4.84515	10.33950	19.32932	10.53051	5.79267	11.00031	49.47913		7.39707	5.72306	18.43629	0.37428	1105.01277	-98.1664	55.99387	1.00000	11.26224	9.95567
10.59974	9.06582	13.51825	9.64521	8.41090	8.33497	43.47418	44.11315	8.45249	7.96641	11.61728	3.94258	1054.39484	99.95469	49.45660	1.00000	10.24196	5.81667
10.50862	9.87895	18.57677	9.89263		9.14826	53.01949	49.66284	9.85882	9.16026	18.24504	8.41982	1170.09176	-72.22625	39.13071	1.00000	8.20863	8.89021
7.61149	7.44986	41.20485	9.14757	6.53216	8.56840	59.27831	46.32271	7.93514	6.31611	8.98549	1.52902	1187.77035	-8.33147	31.07874	1.00000	7.69193	8.01095
5.28784	7.74150	31.39547	11.08945	8.65135	9.49084	49.32505	60.54732	7.90239	8.96782	31.10198	4.44642	1056.32202	34.75699	70.41572	1.00000	6.35077	6.25674
8.82006	8.85253	-30.60106	8.64530	8.39547	9.13298	44.76810	55.35925	5.37938	6.07930	-2.21822	2.87053	1163.79309	-71.19901	35.26131	0.00000	9.51947	11.29704
11.65083	10.41652	36.06523	5.01667	8.63901	7.36198	28.02947	57.52790	7.86187	7.50535	-3.08712	4.58528	1118.06610	-119.01677	52.55407	1.00000	9.78542	9.85479
10.09254	11.02702	-7.0981	5.96733	9.89925	7.44572	48.81901	51.81155	8.79839	7.58547	11.52482	13.21179	1155.24865	109.3243	33.15461	0.00000	10.59119	9.14138
5.05646	9.60501	-7.0981	10.01888	8.12032	8.43893	59.81399	45.28117	9.29777	8.19490	-0.71025	2.97123	1062.31752	109.3243	40.20415	1.00000	7.70012	6.37457
4.75130	10.10742	23.07492	10.97385	8.46266	7.28435	58.53859	43.24190	8.17230	8.56438	20.70205	3.41513	1103.12062	88.28637	40.68624	1.00000	8.24438	7.29477
8.95544	10.78699	14.14989	5.57379	8.60137	6.87721	27.80059	38.70630	9.99302	6.18181	-5.12031	4.34730	1070.95412	121.3152	63.05689	0.00000	9.28359	8.37105
6.64136	8.16281	48.77644	8.72736	7.82457	6.59728	30.07998	58.81252	8.36111	5.26070	26.24134	2.19199	1156.60900	2.29026	75.94515	0.00000	9.03029	9.58246
9.33828	10.15978	-12.91667	7.90298	9.32094	9.34596	32.67115	37.82373	6.34790	8.67382	12.01650	7.85788	1113.47526	-39.25	49.21083	0.00000	11.09081	9.50865
9.80923	10.40621	-22.45667	7.71106	8.92259	7.15024	39.37429	55.68169	6.69944	9.04787	11.06385	5.22275	1089.59080	-47.53028	52.50073	1.00000	7.36374	6.40094
8.72150	11.34818	19.8173	7.69573	8.64886	7.63478	37.42718	64.73360	8.97535	6.01043	13.75707	4.29890	1084.25551	-97.35992	48.82200	1.00000	12.12766	8.32993
8.95822	9.93566	54.90083	5.79971	7.60722	7.57666	58.31690	29.25156	8.92334	8.78294	8.83128	1.86071	1133.12067	38.07083	66.38527	0.00000	7.55191	6.52033
3.29566	11.48203	17.06542	9.72119	9.40250	8.59722	54.45968	53.81773	8.73434	9.28986	16.31269	7.87798	1050.46290	-96.72365	41.38360	1.00000	7.99309	4.85270
7.90630	9.91636	10.98778	6.47767	9.02230	10.11496	24.38867	50.83896	8.48540	9.17383	18.33793	5.49251	1140.17222	-74.95472	58.46734	0.00000	7.61272	7.63008
10.42713	9.69530	41.27194	9.95335	9.65840	8.82908	40.37127	51.24597	7.92134	8.82881	14.68175	9.99349	1095.87722	123.17306	25.20596	1.00000	8.14367	8.54581
8.48566		43.11667	7.19500	7.54262	7.17606	38.42387	58.80676	8.17520	9.31606	14.74393	2.13429	1108.22140	1.6	62.78746	0.00000	7.11976	7.92996
5.40936	9.48355	57.14369	7.29783	7.96582	7.79497	64.20589	46.53212	7.24543	11.17202	14.13926	2.06353	1170.59497	-2.09814	49.88178	1.00000	6.32834	6.61490
9.76945	10.29929	-30.60106	10.53582	9.11769	8.23675	64.30352	33.82012	8.55995	7.16052	6.66293	6.59030	1088.30898	-71.19901	49.31974	1.00000	9.79018	6.36617
10.98868	8.57341	11.15583	9.61817	9.23290	10.79513	40.10716	54.00006	7.36406	9.94327	28.86547	7.10385	1146.74495	42.7125	72.72439	1.00000	7.49618	8.59246
7.94537	8.51424	35.72917	7.64432	7.57139	7.61703	25.40382	56.66810	9.58119	9.59428	11.20757	2.17964	1069.99076	10.58082	31.60629	1.00000	5.15698	4.05053
9.67391	9.73092	14.0823	7.45494	7.96754	8.77505	51.95306	57.82753	8.89974	8.10076	22.91060	2.50712	1114.21366	98.19151	50.98456	0.00000	10.18369	10.62169
8.50973	10.26445	34.09611	7.48406	9.31267	8.67357	81.03942	44.39130	8.19403	9.06031	11.55861	7.38005	1078.71185	-118.10583	57.19225	0.00000	6.82549	5.92357
10.01625	7.70841	19.64745	7.80014	8.39531	7.39952	26.84256	53.56054	8.82111	7.33008	10.72552	2.91933	1176.11186	-102.04897	33.92692	0.00000	8.27122	9.41800
11.86349	9.60900	35	7.48776	9.49716	7.60443	35.19255	52.94986	8.40791	9.16481	25.68232	8.32161	1088.95882	136.51667	52.30601	0.00000	12.31041	9.26803
7.59192	9.46562	-1.26753	6.96999	8.27021	8.46645	38.45220	14.64914	9.04227	4.45738	13.47533	3.18036	1134.00397	116.82887	42.67543	0.00000	6.16974	11.21457
8.29342	11.00786	45.79377	8.36187	5.87656	7.18252	38.40982	58.22997	7.06094	5.96306	20.80368	0.89009	1191.73716	8.88104	30.62616	1.00000	9.00839	7.35050
7.08713	7.51036	60.18427	11.10032	8.33904	8.55530	52.71298	38.99989	8.61547	2.12262	2.67730	3.14751	1192.69734	24.95034	46.49912	1.00000	11.32843	5.55713
9.66341	7.94380	43.50891	8.97247	8.51099	8.74121	19.22302	48.48387	7.63204	6.72469	14.06463	3.60280	1164.19720	16.43915	38.31129	1.00000	9.86449	5.99249
9.13849	8.83345	-23.7975	9.55620	6.36859	9.27666	22.40990	58.31745	7.35003	8.84153	30.65865	1.11774	1187.75020	-48.59278	44.86118	1.00000	8.11416	5.64651
9.10290	9.38644	53.00974	8.54753	7.13060	7.45948	22.42589	54.69844	8.34805	7.55733	34.24932	1.83274	1163.21915	-3.05814	44.24694	0.00000	9.76790	9.84989
11.90131	9.52263	53.7446	3.04928	8.88707	7.26417	52.66847	69.99727	7.69340	7.15024	3.51749	5.64268	1113.28938	-0.33525	58.59861	0.00000	10.34629	7.46366
7.83594	9.92369	48.98693	8.96223	7.16420	8.49616	65.99309	75.78955	9.47347	7.51701	35.54199	1.90430	1195.52141	2.44892	47.11532	0.00000	9.99397	10.45907
6.75200	8.23921	37.95143	10.01218	10.26988	10.34131	75.29368	31.29983	6.29595	5.97664	-1.02470	19.20554	1171.68516	-91.77127	35.58136	0.00000	7.20524	12.59465
8.13044	10.09106	53.59782	8.04327	9.34264	7.41147	43.56693	62.14347	8.26856	6.14204	-1.24006	7.57514	1071.42684	34.33825	59.19358	0.00000	9.74271	9.54073
7.70836	9.21791	20.74122	10.22242	9.31301	8.41946	47.86865	52.08057	7.12775	7.70167	1.98421	7.39534	1072.31107	-100.44843	26.86017	1.00000	8.56684	7.69024
9.36377	10.99001	33.52253	9.80281	7.87205	8.55211	63.81864	37.97931	8.59310	6.97381	9.89162	2.34952	1142.04962	-117.70755	44.90218	1.00000	10.11793	7.47477
9.95920	9.20420	48.90982	8.38888	9.13703	7.77221	30.17068	35.45673	7.35967	8.49492	21.51006	6.65809	1091.92571	2.45012	38.40874	1.00000	7.75679	8.13329
9.53607	11.88172	25.87972	7.96312	9.04996	7.66396	34.57782	57.67658	9.04514	7.64901	15.39793	6.01018	1121.46371	-97.50417	41.39698	0.00000	5.74051	6.92174
5.26898	10.07843	49.28669	9.00093	7.50933	7.23282	43.60780	52.96435	10.18967	4.68400	14.66928	1.64436	1158.48885	1.00288	34.84520	1.00000	9.51239	7.49107
8.45932	12.54231	48.79325	8.35705	7.18588	8.89421	50.86918	63.64068	8.92615	9.75559	15.14492	1.42052	1159.81119	2.29275	46.34842	0.00000	6.80499	7.72256
7.18054	10.48235	30.81383	8.92304	9.05220	8.69087	55.90240	44.49352	6.65991	5.29481	18.86818	5.62380	1184.34972	75.16878	30.62296	1.00000	11.15387	7.37426
9.60489	11.39252	29.38242	9.50377	8.19511	11.99749	58.42205	72.06909	7.97229	6.09143	20.73287	3.00287	1131.03550	70.91106	49.99667	1.00000	11.18570	7.00646
8.66325	9.15364	8.43333	9.44747	7.53136	8.87944	68.80346	65.93890	6.80842	5.96673	14.84885	1.44015	1140.54136	99.96667	59.68393	1.00000	8.84843	8.57468
6.42965	7.36834	33.78333	9.91519	8.70688	6.93305	26.03947	55.55859	10.93544	2.46071	2.22780	4.44038	1100.17654	114.51667	45.29113	1.00000	10.06019	5.01416
7.45059	10.14001	50.75	7.96233	8.12532	9.50432	45.02554	41.53673	7.54116	10.22318	-0.21289	2.22049	1180.71487	2.25	50.41097	0.00000	7.54314	6.20094
8.60162	11.24587	51.67822	8.69667	9.62303	8.65488	51.29968	65.70645	8.62995	6.47995	10.00146	10.00182	1185.39508	33.9162	49.23928	1.00000	8.68534	7.26134
7.88829	8.65926	13.44581	8.88649	8.54892	8.45974	57.25055	25.11759	6.94069	7.39409	26.16761	4.09133	1183.34160	101.18445	70.23297	1.00000	7.62342	6.62806
10.45931	8.77213	65.84811	10.93637	6.22788	8.92986	50.27420	63.83313	9.20072	6.19138	5.05379	0.88039	1152.71621	24.14662	39.91930	1.00000	12.16093	5.74532
6.19234	8.66432	46.32313	7.03238	8.75218	9.61450	25.78630	82.87020	7.38145	9.99898	9.83621	4.22247	1108.89533	-0.45877	46.06689	0.00000	7.73736	5.99643
6.67402	10.09667	33.92866	8.80761	7.52621	8.40777	29.88719	78.56140	6.82569	9.10192	14.65431	2.20718	1168.41184	-6.90656	30.78209	0.00000	5.19641	6.14748
5.51682	11.07043	42.93369	8.80463	8.07792	9.65938	59.61457	56.58908	7.36329	5.09844	19.27876	2.69433	1185.64150	-72.27814	42.72891	1.00000	11.28220	8.61673
10.50141	9.21915	23.5654	8.20779	9.91879	6.87127	46.01160	41.81662	6.84210	8.60740	12.54948	13.08454	1065.11299	119.58627	28.81016	1.00000	8.55102	6.98328
8.97215	10.41666	6.46838	9.10625	7.55892	8.45472	58.00216	51.41559	8.89454	6.07220	0.81224	2.56999	1085.54485	-73.26022	72.87474	1.00000	10.22027	7.14048
7.53961	8.26906	-22.53722	10.92675	9.92198	8.84962	60.56057	78.19396	9.85252	7.67739	22.55162	13.01577	1067.31874	-42.98194	38.92933	1.00000	9.37000	5.94345
4.52808	7.83867	54.39304	7.14309	10.50838	8.75889	35.46984	46.96528	8.40057	11.01388	10.14626	23.32049	1072.04865	53.26023	48.62911	0.00000	6.48782	6.66220
9.12761	8.67612	37.30553	9.04220	7.99899	8.51453	38.37414	42.56755	10.05320	6.88875	2.12885	2.28838	1150.73663	120.82747	51.78651	1.00000	7.88129	7.32283
8.10190	11.40812	40.57788	9.59332	9.36022	9.59210	66.10768	71.26654	6.54537	7.86627	14.74906	7.66472	1086.30947	-73.95958	67.56212	0.00000	11.56243	9.93680
7.13845	10.16872	44.80477	4.78687	10.09402	9.11024	28.07227	57.10935	10.34757	9.84506	6.47744	15.68777	1099.04286	-0.59543	39.15093	0.00000	6.15650	10.38379
5.38215	10.71273	-44.39672		8.48479	8.40187	37.89317	45.47473	8.98276	11.75662	13.21263	4.02366	1191.59541	171.25364	57.76631	1.00000	5.97070	4.24041
6.15853	10.74768	18.65297	5.97818	8.74761	8.54887	44.77986	51.37263	9.73788	1.37499	14.55464	4.19285	1162.92727	-72.09391	72.02359	1.00000	11.84839	11.14664
7.49350	7.95624	-22.97056	7.08950	9.02616	6.33202	78.63617	61.55758	6.47133	9.20574	35.91025	6.06213	1122.30564	-46.99583	67.07909	0.00000	7.85916	5.14740
8.86643	7.60818	9.535	10.40379	7.58493	10.73366	56.56273	49.32672	6.17817	4.92099	14.14177	2.04262	1199.20130	-13.68778	51.10408	1.00000	10.49068	7.87043
9.22547	10.00321	-0.35817	9.26883	8.06086	7.26320	31.12965	11.45561	9.03563	6.61850	16.38542	2.26051	1185.50328	42.54536	58.90804	1.00000	10.50969	6.07708
6.48081	10.60356	-4.16694	12.24422	6.25578	9.47854	56.56310	76.35162	7.14615	9.59151	21.61555	0.73381	1170.98921	-40.7475	53.68895	1.00000	11.39098	7.43563
10.36972	10.54067	37.71715	8.97206	8.75196	8.46161	37.46231	52.13829	8.41102	7.52767	14.13952	4.93249	1122.87757	-122.40433	54.53081	1.00000	10.91483	6.46191
10.89349	11.21993	3.27833	7.32848	7.44285	6.41677	45.72849	59.01225	7.69003	8.09671	7.40435	1.68205	1136.63975	32.88667	35.01260	0.00000	12.57104	9.70684
6.69701	9.49470	34.08565	5.44630	8.88087	7.10584	61.55719	45.97355	6.57229	8.65956	20.80318	5.10324	1123.43401	74.80555	49.40591	0.00000	6.73101	8.96922
9.80908	9.14885	33.41012	8.85783	10.53292	7.34913	30.86012	46.30006	7.47789	6.56331	20.19941	24.00964	1176.56271	-91.06177	46.72180	1.00000	10.47119	8.28786
11.36146	7.88429	52.26083	10.01476	6.71853	9.25501	38.26463	34.05334	9.47366	9.17186	30.33790	1.08295	1154.46318	7.00417	64.10674	1.00000	8.74201	8.39109
7.67922	10.49827	40.85158	9.78332	7.34465	9.28255	35.12856	61.18024	9.49190	4.16657	28.38748	1.66288	1190.24260	122.74754	48.02430	1.00000	10.71797	5.72654
6.51465	10.64825	52.53048	6.24826	8.82500	8.78753	39.03844	46.86644	10.37743	3.35199	20.68953	4.76796	1051.41550	13.29371	41.15259	1.00000	9.87466	7.55279
7.14472	10.12536	54.52156	7.25443	9.60700	9.94212	61.69295	30.89573	7.33491	7.05616	6.13063	10.32816	1179.82294	9.5586	72.40036	1.00000	9.13640	7.08798
5.82580	10.47600	34.25807	10.24058	8.84163	7.32173	51.11117	43.32843	8.59530	10.48931	20.45951	5.12439	1152.33214	-88.70464	46.66533	0.00000	5.20763	5.10388
8.69704	8.97682	-7.0981	10.12211	7.65123	8.28641	30.95787	86.41005	7.78375	4.60525	13.50867	2.00894	1127.70273	109.3243	29.53746	1.00000	11.11633	6.26074
8.49355	9.77359	25.6439	7.15463	9.41529	10.43114	52.15719	4.96072	8.11817	8.37214	37.11788	8.56720	1076.34978	77.9129	83.01959	0.00000	4.99667	6.32199
4.99873	10.38339	48.79325	9.64606	8.16940	7.40506	28.12672	54.01888	6.77551	6.69278	30.37227	3.01084	1087.32734	2.29275	39.26780	1.00000	11.48046	9.59629
8.97864	11.70804	38.96667	9.01469	8.41772	8.60145	48.25121	39.54441	6.90115	5.41759	28.53645	3.27851	1145.19183	-0.18333	48.94001	1.00000	12.11964	5.79844
10.99470	7.40274	31.71667	5.90159	10.16375	8.74993	51.88370	54.87682	8.07394	2.29847	17.23092	16.86596	1069.59261	73.38333	47.92752	1.00000	8.74494	8.68456
8.29186	10.05236	39.57582	4.62002	7.53240	7.47646	44.57390	46.49895	8.77649	7.86017	13.93772	1.96237	1100.00537	-105.11221	20.29164	0.00000	7.96555	10.52528
10.42892	12.56396	60.97944	6.26819	6.67536	8.76654	52.11763	44.69728	6.35276	7.40220	23.67512	1.12660	1114.16977	76.92421	66.25334	0.00000	12.98018	9.21619
9.32451	9.03439	2.41669	8.10272	7.10824	8.02303	32.00720	72.16713	8.47612	7.05667	15.33563	2.06319	1182.24649	30.98551	48.27136	0.00000	9.88870	9.13157
9.38672	9.48976	12.37169	9.26638	6.94582	6.88162	57.19965	71.20463	5.73414	7.65722	13.01198	1.69372	1171.51419	123.62494	47.41301	1.00000	7.73352	7.35013
7.07536	9.76876	37.35813	10.21561	8.48720	8.23497	58.57885	61.08265	9.20640	6.77119	14.86903	2.95831	1152.93081	-6.03731	36.13196	1.00000	11.37274	8.12320
7.37864	10.49604	58.04254	9.49598	6.51173	9.03319	49.94370	47.52525	7.48670	7.18495	14.12495	0.67264	1190.65337	65.27258	47.48539	0.00000	9.68925	11.00959
