revision	code	QoS	latitude	station	longitude
2022/06/01	US	excellent	37.95143	Rolla	-91.77127
19 Sep 2016	IN	maintenance	12.04161	Talipparamba	75.35927
28 Jul 2015	ZA	good	-27.76952	Vryheid	30.79165
26 Oct 2020	US	average	41.27621	East Haven	-72.86843
2017/08/26	MX	maintenance	17.06542	Oaxaca	-96.72365
10 Oct 2015	MX	average	19.64745	Paracho de Verduzco	-102.04897
04/23/2013, 00:00:00	EC	building	-2.90055	Cuenca	-79.00453
2018-06-01	US	average	39.09112	Independence	-94.41551
01/13/2013, 00:00:00	MA	maintenance	33.92866	Temara	-6.90656
06/02/2014, 00:00:00	US	average	20.88953	Kahului	-156.47432
2014-11-19	PK	average	27.55898	Larkana	68.21204
2021-03-07	CU	excellent	22.98212	Corralillo	-80.58556
11 Apr 2020	US	accep	42.93369	Keene	-72.27814
01/17/2014, 00:00:00	HR	good	43.50891	Split	16.43915
2017/09/20	FR	accep	43.11667	Pamiers	1.6
13 Jun 2016	TR	good	37.58105	Serinhisar	29.26639
03/09/2014, 00:00:00	PK	excellent	32.87533	Daud Khel	71.57118
11 Jun 2018	FR	excellent	45.69558	Saint-Genis-Laval	4.7934
2019-05-01	AR	good	-31.25033	Rafaela	-61.4867
2019-11-02	JP	excellent	35.48199	Minokamo	137.02166
2016/12/27	IN	excellent	23.1959	Kenda	86.51499
01 Nov 2020	US	excellent	33.03699	Encinitas	-117.29198
2019-01-10	DE	maintenance	51.04962	Zeitz	12.1369
2021-12-21	RU	average	58.7002	Kachkanar	59.4839
2016-11-15	ID	excellent	-7.0981	Randudongkal	109.3243
2021/01/27	IL	accep	31.39547	Rahat	34.75699
04/30/2017, 00:00:00	IN	accep	30.81383	Moga	75.16878
04/03/2021, 00:00:00	TH	excellent	13.51825	Damnoen Saduak	99.95469
04/07/2016, 00:00:00	FR	good	43.67681	Arles	4.63031
2013/02/02	DZ	building	36.06386	El Achir	4.62744
07 Feb 2021	LT	accep	55.25	Ukmerge	24.75
25 Dec 2016	KG	excellent	40.93333	Jalal-Abad	73
10 Feb 2016	IR	average	35.6803	Shahre Jadide Andisheh	51.0193
08/19/2018, 00:00:00	CA	average	43.86682	Markham	-79.2663
11 Mar 2017	ID	accep	-7.0981	Randudongkal	109.3243
28 May 2015	BE	accep	50.8	Wevelgem	3.16667
05 Apr 2018	SV	excellent	13.70167	Ilopango	-89.10944
2014/03/09	MD	excellent	48.15659	Soroca	28.28489
10/03/2019, 00:00:00	GB	building	53.49389	Mexborough	-1.29243
2020/05/05	US	building	33.98154	Lexington	-81.23621
2016-06-29	BO	excellent	-21.44345	Tupiza	-65.71875
08 Jul 2019	CN	accep	45.75279	Boli	130.57211
04/20/2020, 00:00:00	US	building	36.06523	Porterville	-119.01677
2018/07/04	AT	building	47.05	Sankt Peter	15.46667
24 Mar 2013	US	accep	40.63316	Port Richmond	-74.13653
13 Aug 2022	US	excellent	30.17746	Palm Valley	-81.38758
09/26/2019, 00:00:00	US	accep	35.61452	Jackson	-88.81395
01/06/2016, 00:00:00	PK	average	30.29184	Qadirpur Ran	71.67164
10/11/2016, 00:00:00	KR	average	36.82167	Eisen	128.63083
11/09/2013, 00:00:00	RU	accep	53.53041	Nizhniy Lomov	43.67663
2019-05-18	NI	building	13.48082	Somoto	-86.58208
2014-12-26	JP	accep	35.82756	Ina	137.95378
03/26/2019, 00:00:00	JP	maintenance	37.56667	Inawashiro	140.11667
09 Jun 2019	BR	average	-19.7625	Esmeraldas	-44.31389
2022-02-13	MX	excellent	19.04222	Casa Blanca	-98.11889
2019/08/21	UA	good	46.65581	Kherson	32.6178
2013/11/22	CN	good	37.73222	Hengshui	115.70111
2013/04/11	RU	accep	53.37596	Otradnyy	51.3452
2021/01/11	CO	good	5.6561	Andes	-75.87877
30 Nov 2012	IT	excellent	42.67164	Roseto degli Abruzzi	14.01481
26 Nov 2014	JP	maintenance	34.9	Shinshiro	137.5
11/21/2020, 00:00:00	DZ	building	34.15429	Messaad	3.50309
2022-02-23	NZ	average	-44.39672	Timaru	171.25364
2018-02-13	BR	accep	-22.53722	Guapimirim	-42.98194
2018-08-31	UA	excellent	46.65581	Kherson	32.6178
09/28/2020, 00:00:00	AU	accep	-25.54073	Maryborough	152.70493
12/11/2013, 00:00:00	PK	building	27.52948	Khairpur Mir’s	68.75915
12/12/2018, 00:00:00	IN	average	15.45144	Betamcherla	78.14797
07/09/2016, 00:00:00	MQ	excellent	14.67751	Le Robert	-60.94228
2019-03-30	US	average	33.35283	Gilbert	-111.78903
11/07/2015, 00:00:00	SO	maintenance	9.89206	Baki	43.38531
2022/03/11	LT	average	55.25	Ukmerge	24.75
2021-05-21	UG	excellent	3.27833	Kitgum	32.88667
2014-12-06	CL	average	-36.9256	Chiguayante	-73.02841
2021/02/11	CM	good	4.2475	Idenao	9.00472
21 Jan 2016	RU	good	54.8421	Alatyr’	46.5813
2016-03-09	IT	accep	45.78071	Portogruaro	12.84052
2012-09-27	GB	excellent	50.79205	Southsea	-1.08593
08/15/2016, 00:00:00	GH	good	6.46346	Bibiani	-2.31938
2014-01-04	ZA	maintenance	-26.93366	Standerton	29.24152
2013/10/26	RU	good	43.96222	Novopavlovsk	43.63417
06/06/2021, 00:00:00	ID	accep	-6.48167	Cibinong	106.85417
2019-01-09	JP	accep	35.815	Shimotoda	139.6853
2013-05-15	UA	maintenance	47.48444	Polohy	36.25361
2013/12/12	CN	good	37.30553	Zhuangyuan	120.82747
2017-11-03	NG	average	11.86064	Gaya	9.0027
2015-04-11	KR	average	34.8825	Sinhyeon	128.62667
2020-07-22	PK	maintenance	30.76468	Kanganpur	74.12286
06 Jun 2018	BR	good	-14.66463	Nova Xavantina	-52.35558
2016/05/23	US	accep	43.16547	Gates-North Gates	-77.70066
13 Nov 2013	ID	average	-7.54972	Ngemplak	110.71639
2015/02/16	US	excellent	40.57788	Brighton Beach	-73.95958
25 Apr 2016	FR	maintenance	43.11667	Pamiers	1.6
2017/11/29	IN	accep	33.37526	Rajaori	74.3092
22 Jan 2022	IN	accep	32.55531	Chamba	76.12647
01/03/2015, 00:00:00	RU	excellent	42.819	Buynaksk	47.1192
2021-12-12	JP	excellent	36.75965	Namerikawa	137.36215
08 Nov 2013	IT	good	37.49223	Catania	15.07041
03 Jun 2022	KG	excellent	40.93333	Jalal-Abad	73
01/03/2021, 00:00:00	ID	good	-3.5403	Majene	118.9707
2021-04-15	YE	good	14.53767	Ataq	46.83187
03/16/2016, 00:00:00	BR	accep	-11.48472	Rio Real	-37.93278
2015-12-22	JP	accep	34.9	Shinshiro	137.5
2017-05-21	BG	building	42.7	Aytos	27.25
2016-11-08	IN	accep	15.5439	Calangute	73.7553
09 May 2020	UA	average	46.65581	Kherson	32.6178
01 May 2015	CO	average	10.98778	Puerto Colombia	-74.95472
07 Sep 2019	GB	maintenance	51.65	Barnet	-0.2
23 Apr 2020	GB	excellent	52.66277	Great Wyrley	-2.01111
09 May 2019	US	building	33.03699	Encinitas	-117.29198
06/29/2021, 00:00:00	JP	maintenance	35.82756	Ina	137.95378
2022-09-11	PK	accep	32.17629	Fazilpur	75.06583
2018/07/26	IN	average	19.21667	Dombivli	73.08333
2016-02-14	MX	average	25.87972	Heroica Matamoros	-97.50417
11/04/2016, 00:00:00	ES	average	38.96667	Gandia	-0.18333
2013-06-09	TH	excellent	14.37395	Bang Ban	100.48528
10/11/2012, 00:00:00	MA	excellent	33.42585	Oulmes	-6.00137
17 Aug 2017	US	maintenance	34.09611	San Gabriel	-118.10583
05/02/2016, 00:00:00	RU	average	58.63667	Lesnoy	59.80222
15 Sep 2015	RU	building	44.92934	Krymsk	37.99117
2017-02-22	BY	maintenance	55.1904	Vitebsk	30.2049
09/16/2018, 00:00:00	US	accep	41.9001	Taunton	-71.08977
08/02/2022, 00:00:00	PH	maintenance	6.33444	Tupi	124.95278
24 Dec 2019	IN	average	15.73628	Gajendragarh	75.96976
2013/11/03	BR	excellent	-22.97056	Valinhos	-46.99583
08 May 2015	US	good	41.55815	Waterbury	-73.0515
2021-02-04	IN	accep	15.45144	Betamcherla	78.14797
2022/07/16	ES	average	43.32686	Leioa	-2.98884
2013/07/13	IN	average	15.45144	Betamcherla	78.14797
2021/06/14	IT	building	42.67164	Roseto degli Abruzzi	14.01481
2021-07-22	CN	excellent	38.40917	Xinzhou	112.73333
2018/03/26	CN	average	40.85158	Haicheng	122.74754
2020/08/28	US	excellent	43.91452	Brunswick	-69.96533
2021-10-23	AU	maintenance	-27.50578	Carindale	153.10236
2022/08/11	BY	average	55.1904	Vitebsk	30.2049
2012-11-23	DE	accep	48.28259	Ehingen	9.72749
11/11/2013, 00:00:00	GB	good	51.40148	Newbury	-1.32471
2016/03/03	AR	average	-34.64167	Chacabuco	-60.47389
2015/07/09	IN	average	9.82564	Tiruppuvanam	78.25795
2017-07-18	DE	excellent	53.94313	Bad Segeberg	10.30215
02 Jun 2013	CN	average	35.85	Dongdu	117.7
2022/08/03	TH	average	13.44581	Phanat Nikhom	101.18445
11/15/2014, 00:00:00	KZ	average	44.85278	Kyzylorda	65.50917
2020-01-14	GB	good	51.84819	Walton-on-the-Naze	1.26738
03/02/2017, 00:00:00	AF	excellent	36.21544	Sar-e Pul	65.93249
06/18/2016, 00:00:00	CN	average	33.78333	Wacheng	114.51667
2014-04-09	RU	good	53.59782	Dyat’kovo	34.33825
08/22/2014, 00:00:00	BR	good	-10.95817	Tucano	-38.79084
2018/01/12	UA	accep	51.67822	Hlukhiv	33.9162
23 Apr 2014	MX	average	21.28306	Progreso	-89.66123
06/29/2017, 00:00:00	IT	maintenance	43.78956	Ventimiglia	7.60872
2016-07-14	GB	accep	50.82882	Lancing	-0.32247
2022/04/15	RU	accep	54.8421	Alatyr’	46.5813
2018/01/15	UA	good	46.75451	Nova Kakhovka	33.34864
25 Sep 2015	MG	maintenance	-19.65	Antanifotsy	47.31667
07/23/2018, 00:00:00	DZ	average	35.06544	Frenda	1.04945
25 Feb 2015	HT	good	18.65297	Thomazeau	-72.09391
02/07/2013, 00:00:00	CO	average	6.46838	Socorro	-73.26022
2020/06/09	CU	building	20.14298	Media Luna	-77.43532
2022-05-22	RU	maintenance	53.59782	Dyat’kovo	34.33825
2019/01/31	IN	excellent	25.49043	Teghra	85.94001
2016/10/26	US	average	35.05266	Fayetteville	-78.87836
09 Feb 2022	HT	average	18.57677	Croix-des-Bouquets	-72.22625
2019/07/27	IN	accep	25.49043	Teghra	85.94001
2022/07/18	US	good	41.48199	Lakewood	-81.79819
2022-04-13	TH	maintenance	13.44581	Phanat Nikhom	101.18445
29 Jul 2021	IT	maintenance	40.87329	Somma Vesuviana	14.43865
11 Oct 2016	US	average	43.61062	Rutland	-72.97261
2020-06-10	US	excellent	47.80527	Bothell West	-122.24064
07/22/2017, 00:00:00	MX	average	16.75973	Tuxtla	-93.11308
2020/02/24	MZ	good	-23.85972	Maxixe	35.34722
2015-05-13	CZ	excellent	50.23271	Karlovy Vary	12.87117
2013/10/23	PK	accep	27.55898	Larkana	68.21204
08/16/2015, 00:00:00	IT	maintenance	43.78956	Ventimiglia	7.60872
08/25/2020, 00:00:00	CN	good	31.64615	Changshu City	120.74221
10 May 2022	KE	accep	3.11988	Lodwar	35.59642
2020-10-22	BR	excellent	-23.7975	Buri	-48.59278
2014-05-07	US	building	36.61033	Murray	-88.31476
08 Mar 2017	GE	building	41.82143	Kobuleti	41.77921
09/24/2020, 00:00:00	NG	good	7.62789	Ilesa	4.74161
02/13/2013, 00:00:00	BR	average	-22.97056	Valinhos	-46.99583
09/15/2016, 00:00:00	PK	accep	31.71667	Sangla Hill	73.38333
07/03/2018, 00:00:00	IN	building	14.62072	Sirsi	74.83554
2015/12/04	DE	building	49.5099	Losheim	6.74549
12/18/2017, 00:00:00	BR	acceptable	-19.7625	Esmeraldas	-44.31389
2019/04/09	JP	average	34.61667	Yao	135.6
2015/10/16	US	accep	35.61452	Jackson	-88.81395
18 Sep 2014	TZ	accep	-5.41667	Chanika	38.01667
2016-07-28	IN	good	11.12018	Manjeri	76.11996
2020-03-30	MX	excellent	19.32889	San Lorenzo Acopilco	-99.32556
2021/08/09	GB	average	51.65	Barnet	-0.2
2017/05/22	JP	good	41.77583	Hakodate	140.73667
15 Jan 2022	CA	maintenance	50.26729	Vernon	-119.27337
2016-04-20	IT	good	45.53069	Gorgonzola	9.40531
21 Jan 2017	BE	good	51.12794	Temse	4.21372
09/18/2014, 00:00:00	US	good	34.06635	Acworth	-84.67837
2022/09/09	US	building	40.64621	Kensington	-73.97069
2018-01-12	FR	good	43.67681	Arles	4.63031
2018-07-21	BJ	average	8.88649	Tchaourou	2.59753
2017-03-10	NZ	average	-44.39672	Timaru	171.25364
10/16/2014, 00:00:00	US	maintenance	34.09611	San Gabriel	-118.10583
2020-02-02	BR	good	-22.97056	Valinhos	-46.99583
12/09/2017, 00:00:00	CO	accep	6.46838	Socorro	-73.26022
2012/11/02	US	average	33.92946	Beaumont	-116.97725
08/31/2016, 00:00:00	ES	good	41.63976	Cardedeu	2.35739
2019-12-20	IQ	excellent	32.61603	Karbala	44.02488
11 Jul 2022	BR	good	-12.91667	Muritiba	-39.25
2020/11/22	US	acceptable	27.71809	Sun City Center	-82.35176
14 Oct 2014	PR	good	18.03496	Yauco	-66.8499
2019-07-18	ID	building	-7.01833	Pameungpeuk	107.60389
2022-03-28	US	good	35.74788	Muskogee	-95.36969
2014-02-19	ES	average	37.35813	San Juan de Aznalfarache	-6.03731
09/14/2019, 00:00:00	DE	good	54.52156	Schleswig	9.5586
12/21/2020, 00:00:00	MX	average	20.74122	Santa Rosa Jauregui	-100.44843
2018-01-09	PT	excellent	41.20485	Paredes	-8.33147
20 Dec 2019	NL	building	52.31333	Oldenzaal	6.92917
03/09/2017, 00:00:00	MK	average	41.92361	Bogovinje	20.91361
11 Aug 2017	JP	good	35.30889	Kamakura	139.55028
01 Apr 2022	US	excellent	40.60538	Far Rockaway	-73.75513
2018/01/18	US	accep	44.99012	Keizer	-123.02621
04/05/2016, 00:00:00	SE	excellent	61.72744	Hudiksvall	17.10558
2013-01-13	SD	average	11.8659	Ar Ruseris	34.3869
01/28/2021, 00:00:00	HK	excellent	22.37066	Tsuen Wan	114.10479
2016-06-16	CN	good	27.34089	Shaowu	117.4831
2013/09/13	FR	excellent	49.28669	Elbeuf	1.00288
2013-06-20	MX	accep	19.32932	Contla	-98.1664
2014/01/03	RU	good	57.97472	Valday	33.2525
2018-01-03	US	excellent	44.73941	Rosemount	-93.12577
06/27/2015, 00:00:00	MX	accep	17.94979	Acayucan	-94.91386
12 Feb 2019	CA	average	49.88307	Kelowna	-119.48568
2018/07/15	US	good	40.81	Morningside Heights	-73.9625
2017-12-04	US	building	40.68066	Massapequa	-73.47429
22 Jul 2017	NI	maitennce	13.48082	Somoto	-86.58208
01/15/2014, 00:00:00	MY	good	4.88441	Gua Musang	101.96857
12/24/2013, 00:00:00	JP	building	34.81667	Toyokawa	137.4
2021-10-10	RW	accep	-1.9487	Rwamagana	30.4347
25 May 2013	US	good	27.71809	Sun City Center	-82.35176
14 Mar 2021	TH	good	15.79408	Yasothon	104.1451
03/29/2016, 00:00:00	EE	maintenance	59.37722	Narva	28.19028
24 Jun 2013	US	accep	41.8542	Lower West Side	-87.66561
06 Jul 2017	US	excellent	45.49428	Aloha	-122.86705
02 Jun 2015	CZ	building	50.23271	Karlovy Vary	12.87117
05/22/2015, 00:00:00	JP	accep	33.3213	Hita	130.94098
24 Jul 2016	TR	good	37.58105	Serinhisar	29.26639
2014/08/25	RU	building	57.30185	Gavrilov-Yam	39.85331
2021-03-23	AU	good	-34.88422	Nowra	150.60036
2015/11/27	CU	average	22.98212	Corralillo	-80.58556
2017-06-04	CN	average	24.28859	Meizhou	116.11768
23 Apr 2016	KE	excellent	3.11988	Lodwar	35.59642
08/31/2013, 00:00:00	CN	average	36.81667	Zhoucun	117.81667
23 Mar 2014	US	average	30.16688	Brenham	-96.39774
03/15/2018, 00:00:00	CN	excellent	32.50611	Jiangyan	120.14278
12/26/2019, 00:00:00	US	maintenance	33.7207	Indio	-116.21677
20 May 2013	US	excellent	47.64995	Opportunity	-117.23991
2021-08-10	AR	building	-27.4338	Aguilares	-65.61427
2017/05/08	MX	accep	20.74122	Santa Rosa Jauregui	-100.44843
2020/02/16	RU	average	60.97944	Izluchinsk	76.92421
26 Jun 2021	LY	accep	24.96334	Ghat	10.18003
2012/12/13	GB	average	57.14369	Aberdeen	-2.09814
31 Mar 2019	US	excellent	26.91756	Punta Gorda Isles	-82.07842
2013/12/16	PH	excellent	14.14989	Calauan	121.3152
2012-12-01	US	excellent	35.88264	Thomasville	-80.08199
2018/12/12	HN	average	15.48131	Olanchito	-86.57415
02/02/2020, 00:00:00	IN	average	9.82564	Tiruppuvanam	78.25795
2016-12-12	BE	average	51.21187	Beveren	4.25633
2016/11/19	PL	average	54.60528	Reda	18.34717
2014-02-10	PT	accep	41.20485	Paredes	-8.33147
14 Apr 2017	ES	average	27.76056	Maspalomas	-15.58602
2018/09/10	BR	accep	-22.45667	Santa Gertrudes	-47.53028
08/27/2021, 00:00:00	IT	average	42.67164	Roseto degli Abruzzi	14.01481
2019/01/15	CF	accep	4.94273	Carnot	15.87735
2016-03-22	BR	maintenance	-20.25333	Itabirito	-43.80139
2020/11/19	US	average	47.80527	Bothell West	-122.24064
2017/12/27	KR	building	34.8825	Sinhyeon	128.62667
12/05/2017, 00:00:00	US	excellent	41.6764	Coralville	-91.58045
2016-09-12	FR	good	43.11667	Pamiers	1.6
2019/06/06	RU	average	55.38752	Naro-Fominsk	36.73307
2016/08/07	IT	good	45.79377	Malnate	8.88104
2020/09/20	US	accep	41.47892	Schererville	-87.45476
2015-02-19	MA	maintenance	33.92866	Temara	-6.90656
2020/07/21	ES	building	38.38479	Novelda	-0.76773
2020/03/13	RU	accep	55.62047	Tyoply Stan	37.49338
11/18/2016, 00:00:00	BR	maintenance	-11.48472	Rio Real	-37.93278
28 Oct 2018	PT	average	41.1053	Custoias	-7.32097
2021/12/06	RU	building	51.82721	Ulan-Ude	107.60627
03/20/2019, 00:00:00	DE	average	50.80904	Marburg an der Lahn	8.77069
2021/03/31	US	building	38.70734	Fort Washington	-77.02303
08 Oct 2014	MG	average	-22.9	Sakaraha	44.53333
2018-10-16	US	accep	34.25628	Leland	-78.04471
2014/05/14	MA	average	33.92866	Temara	-6.90656
02 Oct 2016	IN	building	15.73628	Gajendragarh	75.96976
16 Dec 2021	ID	good	-6.8048	Kudus	110.8405
02/25/2014, 00:00:00	PT	average	37.74615	Ponta Delgada	-25.66689
15 Oct 2013	RU	average	56.11281	Ishim	69.49015
2020/09/19	VE	good	8.35122	Ciudad Guayana	-62.64102
14 Nov 2018	TH	average	8.43333	Nakhon Si Thammarat	99.96667
08/31/2013, 00:00:00	US	good	38.96372	Chillum	-76.99081
2015-04-13	IN	accep	34.08565	Srinagar	74.80555
2021/09/09	PK	building	32.57756	Mianwali	71.52847
2015/08/20	DE	building	52.61131	Hermsdorf	13.31783
01/19/2020, 00:00:00	IN	maintenance	19.30157	Bhayandar	72.85107
10 Aug 2013	CN	good	41.27194	Liaoyang	123.17306
27 May 2017	BR	accep	-10.95817	Tucano	-38.79084
06/04/2020, 00:00:00	PK	excellent	26.9423	Tharu Shah	68.11759
12 Aug 2015	PE	average	-3.74912	Iquitos	-73.25383
25 Jun 2022	MX	maintenance	19.32932	Contla	-98.1664
08/09/2016, 00:00:00	PH	accep	10.20898	Naga	123.758
2014-05-19	US	building	42.30865	Canton	-83.48216
2013-02-25	RU	accep	60.97944	Izluchinsk	76.92421
30 Mar 2016	RU	accep	45.47885	Lesozavodsk	133.42825
2021-04-16	TJ	accep	38.55632	Vahdat	69.01354
12 Sep 2017	UZ	maintenance	40.78206	Andijon	72.34424
2019/05/11	US	average	34.09668	Claremont	-117.71978
11/23/2012, 00:00:00	AT	accep	48.25	Floridsdorf	16.4
2013/02/25	DE	average	53.6052	Barmbek-Nord	10.03988
2018-08-08	GN	average	9.535	Camayenne	-13.68778
2018/11/15	PK	good	31.96258	Naushahra Virkan	73.97117
08/14/2018, 00:00:00	FR	average	44.92801	Valence	4.8951
02 May 2022	US	average	47.80527	Bothell West	-122.24064
07/22/2019, 00:00:00	ID	building	3.7278	Labuhan Deli	98.6738
05 Mar 2021	PH	maintenance	6.95194	Recodo	121.96361
12 Jul 2016	JP	accep	36.53333	Nonoichi	136.61667
12 Aug 2016	IL	maintenance	31.39547	Rahat	34.75699
01/26/2021, 00:00:00	US	excellent	34.09611	San Gabriel	-118.10583
03/22/2020, 00:00:00	DE	excellent	53.94313	Bad Segeberg	10.30215
07/05/2021, 00:00:00	IN	building	11.50526	Sathyamangalam	77.23826
25 May 2021	LR	good	7.57944	New Yekepa	-8.53778
08/30/2017, 00:00:00	AR	average	-27.4338	Aguilares	-65.61427
09/07/2015, 00:00:00	GB	accep	53.78333	Selby	-1.06667
2022/07/20	KR	average	36.6009	Hongseong	126.665
2022/01/12	PL	building	50.86079	Brzeg	17.4674
23 Dec 2015	UA	good	50.18545	Shepetivka	27.06365
2020-10-12	GA	average	-1.63333	Franceville	13.58357
2015-08-05	CL	average	-30.60106	Ovalle	-71.19901
2020-03-13	US	accep	41.55838	Collinwood	-81.56929
2012-12-10	SE	accep	61.72744	Hudiksvall	17.10558
29 Aug 2019	US	good	39.71734	Sicklerville	-74.96933
01/08/2019, 00:00:00	TZ	excellent	-7.76667	Iringa	35.7
21 Sep 2019	JP	maitennce	35.06667	Sasayama	135.21667
2019-09-20	BR	maintenance	-8.66667	Catende	-35.71667
2020-02-02	BE	average	51.21187	Beveren	4.25633
06/30/2020, 00:00:00	BY	acceptable	52.4089	Dobrush	31.3237
2020/04/01	CA	maintenance	50.26729	Vernon	-119.27337
28 Apr 2021	FR	good	48.98994	Herblay	2.1699
2019-12-13	IN	average	14.62072	Sirsi	74.83554
2021/10/22	UA	building	49.65186	Krasyliv	26.97253
16 Mar 2016	AM	accep	40.49748	Hrazdan	44.7662
2022/07/05	RE	accep	-20.88231	Saint-Denis	55.4504
2016/03/23	YE	good	14.53767	Ataq	46.83187
2013-06-05	ZA	average	-24.19436	Mokopane	29.00974
2015/11/24	GB	accep	52.68333	East Dereham	0.93333
13 Jan 2016	SO	average	9.89206	Baki	43.38531
2016/03/09	IT	average	40.55851	Mesagne	17.80774
2016-12-24	JP	excellent	34.25	Iwade	135.31667
10 Mar 2017	FI	good	60.18427	Kallio	24.95034
18 Nov 2013	US	excellent	33.95015	South Whittier	-118.03917
09 Dec 2012	TR	maintenance	40.98894	Yakuplu	28.67582
2016/09/19	PK	good	31.82539	Sillanwali	72.54064
01 Oct 2016	BR	average	-4.16694	Guaraciaba do Norte	-40.7475
02/12/2015, 00:00:00	FR	good	43.11667	Pamiers	1.6
09/07/2015, 00:00:00	GB	average	51.64316	Bushey	-0.36053
2014/11/26	IR	accep	33.14447	Darreh Shahr	47.3799
01 Sep 2016	GB	good	53.49389	Mexborough	-1.29243
2018-06-07	US	accep	33.95015	South Whittier	-118.03917
10/14/2020, 00:00:00	DE	excellent	53.63333	Halstenbek	9.85
2021/05/04	ES	accep	42.8139	Segundo Ensanche	-1.64295
2019-08-09	HR	excellent	43.50891	Split	16.43915
11/28/2014, 00:00:00	US	excellent	40.67705	Cypress Hills	-73.89125
08/12/2021, 00:00:00	NG	maintenance	6.45407	Lagos	3.39467
09/09/2015, 00:00:00	DZ	average	35.06544	Frenda	1.04945
2021-10-17	FR	building	50.75	Saint-Omer	2.25
2020/08/29	TH	average	13.8196	Nakhon Pathom	100.04427
2022/06/03	AU	good	-25.54073	Maryborough	152.70493
2019-01-12	IN	excellent	15.5439	Calangute	73.7553
08/31/2019, 00:00:00	DE	good	48.73218	Neuburg an der Donau	11.18709
2014-02-22	GB	good	57.14369	Aberdeen	-2.09814
2015/10/30	US	average	41.55838	Collinwood	-81.56929
2019/12/15	US	maintenance	35.61452	Jackson	-88.81395
2021/07/05	FR	average	48.8765	Rueil-Malmaison	2.18967
2022/07/18	IN	excellent	34.08565	Srinagar	74.80555
13 Dec 2019	PH	good	14.62578	Antipolo	121.12251
02/24/2021, 00:00:00	BR	building	-20.25333	Itabirito	-43.80139
20 May 2014	NG	accep	7.50251	Igbara-Odo	5.06258
13 Nov 2014	ES	excellent	38.10558	Caravaca	-1.86343
2015-09-21	BR	accep	-28.44917	Marau	-52.2
2020/05/05	TZ	excellent	-7.76667	Iringa	35.7
2021-09-01	IN	excellent	25.13915	Sheoganj	73.06784
2016-05-07	JP	good	36.33011	Annaka	138.89585
09/15/2014, 00:00:00	FR	accep	48.90982	Bobigny	2.45012
04/22/2022, 00:00:00	ET	average	11.85	Debre Tabor	38.01667
2014/04/23	PK	excellent	30.76468	Kanganpur	74.12286
2013/06/17	US	excellent	41.57721	West Des Moines	-93.71133
11/10/2019, 00:00:00	DZ	average	36.72544	Thenia	3.55665
03 Jan 2016	GB	building	51.40148	Newbury	-1.32471
2022/05/06	AT	good	48.25	Floridsdorf	16.4
2014-10-27	IT	average	45.53069	Gorgonzola	9.40531
2013/09/11	US	good	42.93369	Keene	-72.27814
2018-04-08	US	accep	40.81	Morningside Heights	-73.9625
2017/05/01	IN	good	23.07492	Pandua	88.28637
2019/11/04	TW	average	23.5654	Magong	119.58627
10 Sep 2021	US	building	41.9001	Taunton	-71.08977
11/11/2017, 00:00:00	IN	excellent	11.00599	Kangayam	77.5609
11 Jun 2015	JP	excellent	44.35056	Nayoro	142.45778
2012/09/29	GB	accep	51.40148	Newbury	-1.32471
03/06/2013, 00:00:00	DE	average	53.59337	Stade	9.47629
2019/10/30	NL	good	51.955	Culemborg	5.22778
2014-09-20	CH	excellent	47.30997	Adliswil	8.52462
2021/08/19	US	accep	33.72255	Palm Desert	-116.37697
15 May 2019	US	good	35.88264	Thomasville	-80.08199
2018/03/13	RU	average	42.819	Buynaksk	47.1192
2020-09-12	ID	good	-6.91806	Sukabumi	106.92667
06/10/2015, 00:00:00	TT	average	10.66668	Port of Spain	-61.51889
2019/12/01	TT	average	10.66668	Port of Spain	-61.51889
11 Apr 2018	BY	excellent	53.5942	Novogrudok	25.8191
2022-08-26	PT	average	37.74615	Ponta Delgada	-25.66689
2018/11/18	US	good	36.06523	Porterville	-119.01677
26 Aug 2022	JP	accep	35.815	Shimotoda	139.6853
21 Apr 2019	DE	good	49.97704	Aschaffenburg	9.15214
08/28/2018, 00:00:00	NL	excellent	51.955	Culemborg	5.22778
2018/06/01	PK	excellent	27.55898	Larkana	68.21204
01/05/2018, 00:00:00	MY	accep	1.6561	Kulai	103.6032
2021/04/14	EG	acceptable	26.67319	Juhaynah	31.4976
2013/12/12	FR	good	48.98693	Gonesse	2.44892
08 Jul 2015	IN	maintenance	31.28092	Patti	74.85849
2015-05-14	FR	accep	48.98693	Gonesse	2.44892
05/31/2013, 00:00:00	PT	good	41.20485	Paredes	-8.33147
2022-09-27	CN	excellent	45.75279	Boli	130.57211
2015-08-26	IN	good	12.25282	Gingee	79.41727
24 Oct 2021	RU	average	58.1908	Danilov	40.17171
21 Nov 2020	BR	average	-10.90889	Barra dos Coqueiros	-37.03861
06 Jun 2017	DE	good	49.5099	Losheim	6.74549
2019/01/19	CO	excellent	3.8801	Buenaventura	-77.03116
03/07/2013, 00:00:00	US	excellent	41.24255	Norwalk	-82.61573
2018/09/29	DE	average	53.63333	Halstenbek	9.85
2019-12-26	BR	good	-10.91111	Aracaju	-37.07167
2015-12-26	RU	good	55.75556	Ozersk	60.70278
2013-10-02	IT	building	43.78956	Ventimiglia	7.60872
11/25/2014, 00:00:00	RU	excellent	54.90083	Stupino	38.07083
05/01/2022, 00:00:00	US	good	41.80753	New City	-87.65644
