O3	SO2	PRES	PAHs	C2H3NO5	H2CO	longitude	warning	CFCs	latitude	CH4	TEMP	PM10	NH3	NOx	Pb	PM2.5	CO
7.59235	7.01126	1068.11727	7.81006	14.16055	46.99858	-100.44843	0.00000	68.51511	20.74122	9.77231	23.77783	9.64597	5.61407	6.98626	49.40993	7.22483	6.97236
6.14075	9.87657	1070.78993	7.11649	5.50568	83.39957	141.95	1.00000	50.99659	39.46667	10.10628	10.40067	8.79143	9.90975	6.21920	32.82923	8.31310	6.47784
6.89449	8.53418	1153.96881	8.36970	2.39124	29.40288	-71.06616	1.00000	51.21118	42.4251	8.73145	16.41180	6.91187	8.60431	6.68679	46.12725	8.82306	5.27327
4.22619	8.93967	1169.21861	9.57752	8.32853	43.24257	8.51667	1.00000	52.10432	51.88333	9.66804	6.28073	8.95656	7.47014	7.67410	73.84273	8.18035	3.72929
7.75384	5.18532	1123.57466	7.81713	3.80127	40.90592	75.92694	0.00000	36.76460	14.46693	8.20802	25.77816	7.96676	8.05382	6.67457	53.49420	8.30761	9.03535
7.03597	6.74502	1074.80516	7.55889	4.66524	56.84048	117.59152	0.00000	47.32176	3.31332	8.49469	7.92728	8.39033	6.90039	8.28789	66.06470	7.33396	5.88016
6.70786	5.69294	1129.12981	6.75474	5.51692	42.22904	11.32903	1.00000	50.92065	50.9803	8.74310	32.16066	8.54098	4.70839	6.92951	49.79579	8.32133	9.40540
3.25057	9.75459	1160.42807	6.51169	2.24100	46.93196	-117.70755	1.00000	49.77295	33.52253	9.22536	17.28787	6.56977	7.92170	8.49387	41.27405	9.67899	3.79079
4.92167	10.22037	1147.81303	8.57985	2.12978	42.89386	-80.58556	1.00000	63.35520	22.98212	8.73951	12.44359	7.05163	6.81336	8.36173	61.89492	5.40958	5.85853
5.47173	8.25933	1070.52680	6.14353	1.53750	41.36043	-86.19903	1.00000	36.54705	11.84962	8.60532	26.20372	7.19867	8.94598	9.13060	23.51946	9.51851	5.15834
4.71508	9.99167	1184.04956	7.89947	0.89223	53.96952	-34.88111	1.00000	44.78364	-8.05389	7.72107	25.85259	5.64510	4.52482	6.08643	61.76333	5.82950	4.33733
5.34181	9.65312	1187.36602	7.23604	1.70600	45.77201	78.23456	1.00000	28.15804	28.92694	7.57808	6.71060	6.39816	6.25172	7.52571	54.00570	5.66442	6.10545
8.91915	7.06876	1093.46053	5.72671	2.22848	31.54497	6.92917	1.00000	49.86531	52.31333	7.47895	18.88406	7.27784	11.29165	7.89404	64.17807	9.50981	8.36142
5.86274	7.26186	1194.69589	8.53385	1.77299	43.35904	115.04814	1.00000	48.13242	30.24706	5.34529	11.91633	6.12269	5.73206	9.01391	84.42070	5.58456	7.83874
6.90506	8.56813	1162.21318	10.81572	3.89128	48.56573	-37.03861	1.00000	62.06848	-10.90889	6.32599	14.25759	8.08908	6.35517	7.24553	69.89909	6.96908	5.85205
5.92167	7.71437	1074.77584	8.34858		27.12995	74.83554	0.00000	40.18691	14.62072	3.59531	48.12407	7.95498	10.62793	7.22546	44.46133	6.36942	3.53947
6.20579	8.97478	1111.68498	8.63007	1.71308	41.25714	-76.70944	0.00000	37.98547	-11.94306	9.78687	10.81417	6.28668	7.87140	6.53488	36.39551	7.44769	6.58292
5.08102	10.31580	1181.11787	7.80311	2.27520	46.84749	-77.55777	1.00000	75.08559	37.52487	8.40029	13.65242	6.88569	5.73822	7.71431	59.04923	5.92418	4.75843
7.04350	9.11824	1153.96273	8.26153	3.29074	47.47505	27.25	1.00000	42.34224	42.7	5.23912	12.70293	7.92118	6.83137	7.71460	42.69164	6.22980	7.00302
7.48609	8.40588	1159.14799	7.05182	2.06225	35.39602	2.61667	1.00000	27.20269	48.98333	5.77612	-3.09353	6.92764	5.96101	8.12797	70.15651	7.54521	5.93596
7.36702	10.91738	1175.06866	6.35960	1.87402	35.01606	-46.99583	1.00000	47.60699	-22.97056	4.99386	16.90480	6.58556	7.64837	7.04115	35.79953	7.14416	5.52170
7.12418	7.79651	1082.38642	7.49971	1.85503	70.40526	-97.50417	1.00000	52.46515	25.87972	5.62805	4.13921	6.53888	6.94606	8.65803	48.89039	6.51365	6.98431
4.63287	6.09072	1138.01555	7.77554	3.15463	60.04178	-122.86705	1.00000	51.01432	45.49428	10.00262	24.72333	7.98727	3.78689	8.04268	60.76128	5.43481	7.53818
8.01250	7.13870	1170.05939	6.71653	1.63481	49.96252	76.12647	0.00000	61.04613	32.55531	7.71120	6.28463	6.66804	12.21405	8.69553	45.13566	5.94238	5.42197
5.75889	6.52993	1115.20254	7.53423	2.22638	50.09646	16.4	0.00000	37.31666	48.25	4.09352	12.87542	6.53032	9.39023	7.44090	52.81000	3.82833	5.92167
5.40514	6.81322	1140.20152	8.69574	3.99724	60.41729	-120.45794	0.00000	47.00669	34.63915	6.10146	9.48519	8.18207	9.18273	6.82679	51.85196	5.46385	5.65948
5.16882	10.51818	1057.01421	9.87565	1.85945	37.83656	-116.21677	1.00000	38.13334	33.7207	8.25052	20.39584	5.71940	6.83018	5.62652	61.27280	10.45411	4.57942
6.06522	8.41792	1155.91777	7.56673	1.12549	40.19628	79.5286	1.00000	40.40815	29.22254	8.48316	10.15888	6.09416	7.99120	7.51169	51.85655	9.40180	6.34347
6.86474	6.30780	1054.54655	6.47541	2.02172	48.60214	139.6853	1.00000	47.39474	35.815	5.03844	17.82951	7.35314	6.18116	6.88789	62.26081	6.24529	7.84921
5.98020	8.15130	1145.53431	7.50203	1.45598	39.54517	2.08333	1.00000	27.22184	48.86667	8.87177	27.24912	6.71926	7.96890	7.01405	28.69849	8.12770	5.03961
7.55682	9.95361	1052.74826	8.74723	2.10760	18.30662	-91.73625	1.00000	48.00398	35.25064	3.45530	17.10555	7.16819	7.34781	9.21481	44.27566	7.51405	6.00650
	6.77190	1060.09661	6.89451	1.12132	27.81715	37.73333	0.00000	32.87694	-4.06667	7.89072	9.42303	6.34303	5.30389	7.74030	61.63692	6.49896	8.63948
4.68437	6.40868	1140.60185	7.32574	30.57093	37.92745	4.69889	0.00000	36.33373	50.56149	11.08850	13.99505	10.47102	6.34319	7.46830	24.19251	6.19025	6.68594
	6.95994	1193.70975	8.38322	1.27194	56.61686	68.49143	0.00000	33.04110	25.80565	10.66626	12.00308	5.74912	5.99102	8.09924		5.71287	6.39606
5.18036	8.91485	1187.98308	7.51794	3.23406	35.62647	13.31783	1.00000	57.74438	52.61131	8.23214	22.18342	7.56305	8.00388	8.49083	29.09526	9.72686	5.60153
5.86111	6.26581	1194.02516	9.49062	5.62375	36.84412	151.08057	0.00000	54.76149	-33.79176	7.04955	30.67820	8.64781	8.53289	6.47703	51.45194	6.31172	6.23156
6.82177	9.28534	1159.88807	6.93666	1.72637	45.07717	-39.25	1.00000	44.13567	-12.91667	9.26513	10.41285	6.66615	9.02956	7.02075	47.74230	8.51791	6.62310
6.90006	9.97985	1076.30971	9.18902	10.50621	48.41978	122.08333	1.00000	56.72428	46.08333	9.28669	23.94680	9.24268	7.76600	7.53636	45.75696	8.65025	6.25825
5.59785	5.27402	1132.12403	6.78891	4.22005	59.34579	36.7138	0.00000	41.15422	35.95664	7.42333	14.69334	8.19736	3.72636	7.24055	62.58739	5.87284	4.82403
7.56944	7.72063	1179.95077	6.20444	2.04030	40.83260	37.56667	1.00000	36.34531	55.85	5.38355	-2.00395	7.07836	9.37940	9.20128	43.83759	10.76553	9.42297
6.72585	6.46996	1124.85798	7.31251	9.77703	62.70103	145.13643	0.00000	57.50279	-38.16604	6.35467	24.50175	9.16219	9.07168	7.73141	56.94868	7.91622	6.50995
7.92479	4.92088	1062.00233	7.23174	7.87116	43.69352	9.00472	0.00000	51.07042	4.2475	10.06838	9.38495	8.98652	10.01300	8.13144	52.88049	5.35046	7.77540
4.10616	9.36678	1177.52404	7.99095	4.23742	47.29915	-1.32471	1.00000	54.90039	51.40148	8.92168	14.42544	8.22750	8.04883	7.83233	71.05078	9.06229	4.68036
3.96868	4.00961	1165.81715	7.73708	2.33352	42.01864	-70.92866	0.00000	40.67173	42.52787	10.41138	18.28846	7.55160	5.61357	6.65914	48.29831	5.34370	5.57799
7.97387	6.49880	1099.25080	7.88905	2.72977	53.80766	43.63417	0.00000	57.93898	43.96222	8.56254	23.34766	7.45818	9.89798	7.05494	73.62552	5.96721	7.18274
5.08254	5.74833	1088.25815	7.33944	3.59330	60.71133	-77.96389	0.00000	59.16381	39.45621	6.40736	21.64637	7.67579	6.74782	7.01668	25.46519	3.34499	6.09255
7.58550	5.78916	1093.84542	7.10715	1.55929	24.73945	74.4818	1.00000	41.79727	30.21121	4.27366	13.12855	4.36206	4.88948	9.50954	39.65348	6.97031	8.03569
5.22929	7.91310	1078.75979	5.90007	8.10133	41.40331	126.665	1.00000	41.35018	36.6009	9.11395	22.91381	8.94319	7.61297	8.69709	38.76988	7.28006	7.58859
6.15502	10.34531	1128.46263	8.47691	5.43116	46.76753	-70.6996	1.00000	41.20014	-33.59217	6.68089	1.86581	8.36175	6.24701	8.07498	26.64452	6.61284	4.42386
9.79511	6.64926	1071.11199	5.50968	2.42343	53.98514	91.61356	0.00000	35.00505	26.44931	8.78743	13.03431	7.41656	9.23460	6.02698	48.75388	9.19635	7.88945
4.57021	8.90081	1138.26750	7.36095	1.33862	42.19852	120.97844	1.00000	50.70362	14.8361	7.10085	24.26896	6.81143	6.74864	9.96054	54.54609	8.43499	8.34264
8.07627	8.62699	1114.35901	7.19637	1.09934	46.85802	10.7	1.00000	51.43379	4.96667	8.20011	12.25715	6.35602	9.39601	8.49369	59.98787	9.78527	7.18945
5.73200	8.64684	1120.19948	7.66333	5.03239	39.86093	122.9666	1.00000	35.15324	10.7375	8.11144	4.26029	8.41799	8.94699	6.95712	66.86501	8.73369	6.79128
6.84778	6.76210	1104.05033	6.53850	3.56062	32.54938	123.99333	1.00000	39.62168	12.97389	6.15775	17.71745	7.76070	5.51034	7.19918	74.41801	6.42345	7.70463
4.88450	10.13415	1087.97533	7.24150	2.64774	57.73912	-93.75018	1.00000	55.60425	32.52515	6.93733	18.04995	7.24009	4.94990	8.39463	61.62845	5.87657	4.74844
6.97223	9.31325	1127.90444	8.45547	1.91501	61.43953	-59.13316	1.00000	53.19211	-37.32167	8.28864	15.08028	6.75840	9.19870	7.59528	68.16766	9.43527	8.79724
8.07547	10.74792	1136.26558	8.46318	4.50893	55.22595	78.23456	1.00000	49.44322	28.92694	5.54280	3.41216	8.40443	9.61841	8.28012	55.60584	6.75814	5.58498
6.00059	5.64907	1171.01952	8.07613	1.30970	48.71884	150.99292	0.00000	35.87894	-33.75881	6.76957	25.60342	5.95915	9.75087	8.68857	52.28835	5.34396	6.04478
9.20012	6.63571	1147.97156	7.03449	2.65134	44.27544	-72.47417	0.00000	60.65407	7.83389	10.95044	22.73336	6.33260	1.98994	7.40287	75.27805	7.96215	3.32196
6.88042	6.17543	1071.53682	6.59679	1.21999	46.61396	24.6522	0.00000	59.46729	60.2052	9.00809	29.78510	5.66785	7.63790	7.53471	62.98527	6.29017	5.45477
6.65168	6.70773	1165.23193	5.65348	28.79300	47.58141	110.8405	1.00000	50.12187	-6.8048	5.37633	9.40907	10.40328	5.92592	9.08353	58.63209	6.11991	8.17013
5.82801	6.43306	1151.78964	5.78053	3.01133	41.21151	-0.91979	1.00000	41.71046	51.42708	6.48333	4.45523	7.91910	5.26557	8.11449	55.77936	5.77824	7.92986
6.29368	7.56142	1073.45167	8.32134	6.13158	16.02638	-87.93341	1.00000	42.60585	42.55308	4.25517	12.99257	8.55106	6.33516		49.05326	6.14822	7.52753
4.57767	5.91167	1178.95714	7.23703	5.85807	66.36225	-89.66123	0.00000	70.53675	21.28306	4.81714	26.42113	8.53387	10.55664	8.11850	31.61481	1.90430	4.43861
6.83615	4.31859	1138.04972	7.33560	1.80262	48.82275	65.50917	0.00000	39.31003	44.85278	9.67401	6.17302	5.26588	4.21379	7.38119	70.04012	6.92914	3.84366
7.44728	8.19466	1119.10716	8.31810	2.03067	58.32089	-2.16	0.00000	61.90385	34.31	9.74380	15.77789	6.99063	4.34596	7.45321	63.02992	5.62400	6.45585
8.09136	8.24294	1062.52535	8.15500	1.64308	36.46070	5.03586	0.00000	47.06537	43.83125	5.45098	16.03117	6.78767	9.92923	7.57732	57.87646	6.78813	5.13314
3.66245	13.13539	1145.80278	8.98514	1.84811	39.49549	-85.43772	1.00000	56.40569	10.63504	8.69571	19.69194	6.60605	5.46644	8.78680	69.81598	5.26009	3.63041
4.76403	10.44603	1056.71088	8.65434	1.29156	42.82646	44.53333	1.00000	75.04342	-22.9	11.35424	8.20968	6.27905	8.58131	9.19472	64.75047	8.38004	4.70020
5.37714	7.08608	1142.57239	7.20515	28.03672	48.43137	4.74161	1.00000	45.16633	7.62789	8.19675	17.88559	10.37002	4.88983	7.28715	63.50954	5.65757	7.44104
6.21080	5.58809	1157.35812	7.64625	1.71956	30.33238	-34.88111	0.00000	39.71999	-8.05389	7.14917	29.83893	6.35232	8.65968	6.80945	70.76857	5.85902	5.99437
4.26597	8.10270	1130.14109	6.15390	1.75186	51.69203	7.973	1.00000	63.08780	51.168		27.01259	6.80642	5.53128	6.38300	44.54145	4.29263	6.88147
6.57408	6.87406	1184.14616	6.61381	7.63167	12.76380	-75.11028	0.00000	55.02930	-15.21194	9.32011	25.64317	8.90979	5.44879	6.74941	51.84370	6.08556	6.53911
6.84531	5.99886	1074.18983	6.87979	1.05015	56.05971	124.84472	0.00000	29.60935	10.13361	5.42351	19.02407	5.34140	7.81826	6.12604	74.14017	3.74584	6.19077
3.93880	7.41508	1093.33288	8.74355	5.19476	56.87250	73.08333	0.00000	10.26889	19.21667	7.76825	10.72224	8.41170	7.08169	6.18549	9.27846	2.21178	6.39562
6.98400	8.94678	1185.25110	6.70166	7.15060	60.31821	38.01667	1.00000	61.73876	11.85	9.12533	23.18604	8.81794	8.34088	7.51944	52.71851	9.48099	6.29368
7.04555	6.64404	1154.39879	8.46506	2.00113	36.76104	74.4818	0.00000	58.27618	30.21121	4.78722	20.76990	6.27639	6.66870	8.68093	43.88145	8.02045	7.51579
7.00501	8.34243	1091.18197	8.14211	11.26037	48.22285	-86.78777	1.00000	51.05902	33.44872	6.28297	0.65138	9.42297	6.46753	8.66237	45.04340	6.39508	7.40980
7.07884	7.79944	1150.34820	9.18910	1.82741	43.33733	110.8405	1.00000	39.18046	-6.8048	7.75144	21.94721	6.73935	8.47466	9.01303	42.64293	9.96907	4.96450
4.41045	7.60293	1180.00901	9.23662	10.08711	46.14533	-103.5687	0.00000	54.96758	20.22816	4.82782	0.71160	9.25378	12.27485	6.93451	39.31464	5.41642	2.46324
6.97206	9.88289	1082.40913	8.08582	3.70405	59.79441	104.09701	1.00000	56.63259	-1.26424	7.60499	21.61255	8.00672	6.37176	7.39772	94.14117	10.66686	6.86313
8.58127	6.33764	1105.27781	7.69961	3.30211	66.16087	-95.44744	0.00000	30.01626	29.53885	10.25102	15.88235	7.61301	8.02916	6.75247	54.60719	7.37497	8.61553
5.50338	7.92493	1053.65839	7.66484	3.85142	63.50055	-1.29772	0.00000	43.23736	50.76306	5.44768	19.74568	7.93067	9.72293	7.97898	38.19655	6.05171	4.57196
4.91469	6.00029	1053.12002	9.31801	5.82894	23.55322	137.4	0.00000	30.49839	34.81667	9.15479	6.76825	8.55775	6.84841	7.75206	58.61822	5.27064	6.49920
4.56624	8.53908	1114.53855	6.33599	1.10033	47.41914	122.05228	1.00000	42.89285	37.19723	9.77550	6.53023	5.67269	9.59825	5.89126	61.93501	9.38797	4.58716
8.31682	7.77464	1053.52199	6.85143	2.36958	63.56025	65.27258	0.00000	46.46085	58.04254	7.77237	27.22227	7.90496	6.03418	8.20388	62.40401	7.11818	5.54617
4.49876	6.42057	1132.91003	7.87828	1.30881	40.16473	72.93924	0.00000	66.44753	18.87813	11.23768	1.74817	6.27049	6.54997	6.79144	72.07887	4.31108	6.25363
9.71659	8.88931	1096.42102	7.07220	2.79568	65.50943	-156.47432	1.00000	29.28012	20.88953	1.94245	23.99067	7.53909	9.98500	8.59364	26.83905	8.05387	7.56464
7.25761	4.98816	1082.12176	8.81852	3.87725	39.00436	20.22625	0.00000	56.35403	30.75545		20.64311	8.19917	8.92823	7.63914	48.40264	6.39736	8.46822
6.50076	6.75827	1103.63297	7.76305	9.02025	42.58111	-73.0515	0.00000	57.33506	41.55815	9.81510	12.21706	9.15132	7.02906	8.07886	44.52238	4.93631	5.48060
6.32568	5.53098	1132.56462	9.25870	1.79913	54.60653	-73.86586	0.00000	59.16809	45.43341	3.98886	6.44022	6.74167	8.98626	8.32882	44.65589	6.08144	6.58713
5.15168	6.77863	1169.08918	7.23345	16.86404	37.94377	-69.08333	0.00000	37.00108	-16.25	10.24075	1.17782		3.87599	7.69992	47.89278	4.07924	3.92001
5.58567	9.78371	1094.74326	8.20043	8.57657	50.05921	112.9	1.00000	63.53871	27.85	8.64261	23.86521	9.13363	9.43936	5.58886	43.66458	9.92026	5.52010
7.43110	5.66961	1167.31621	8.12308	1.68553	51.68178	84.87144	0.00000	40.32554	47.46657	8.05001	15.14831	6.55583	8.29289	7.18311	37.42551	6.15240	8.68449
6.02203	9.94564	1141.72482	7.80240	6.13674	66.57911	-97.54667	1.00000	51.72207	30.5427	6.94409	-0.95170	8.71624	5.89808	7.66700	51.67543	6.46787	5.51435
6.96880	7.95590	1098.27763	6.46204	2.35031	32.44070	98.19151	1.00000	38.49527	14.0823	6.93593	11.33667	7.28076	9.04513	8.78341	51.75565	8.96880	7.16941
8.27958	9.38124	1113.71262	8.14072	2.15297	53.22822	144.09638	1.00000	63.62897	43.82634	10.30658	20.22671	6.23183	6.32910	7.90216	78.24670	6.36333	7.12371
6.70876	8.15085	1081.26145	8.08497	2.22476	49.34991	137.95378	1.00000	55.92691	35.82756	5.09415	3.61067	7.37700	5.72551	6.16894	41.76838	6.30632	6.64069
6.64199	9.49038	1053.90587	6.87139	2.44064	47.56712	19.61222	1.00000	40.83098	44.97639	6.98964	4.39142	7.66071	5.74914	7.99030	18.84275	7.59889	4.12713
3.94563	10.00535	1133.30736	6.86400	8.21321	35.62833	-0.76773	1.00000	54.45129	38.38479	9.93613	30.72910	9.07179	4.81764	6.59833	32.75963	4.89089	5.44053
7.26804	5.79606	1192.62972	7.53993	2.27544	40.96451	2.29026	0.00000	52.80485	48.77644	8.57836	16.07076	7.22568	4.29525	7.27526	34.76759	8.39540	8.08502
5.10390	10.09256	1105.46926	6.56308	1.28867	49.75161	28.67582	1.00000	53.81050	40.98894	10.03723	14.65058	6.37572	7.56514	6.85652	77.13273	8.03218	6.53220
5.21990	10.30295	1150.01413	7.62433	1.09949	50.57330	144.23058	1.00000	30.23170	-5.85746	7.48565	2.64440	5.80429	6.37822	8.11177	54.23853	5.28525	5.26256
7.24580	6.31493	1160.00182	7.87938	2.44720	66.62453	11.412	0.00000	44.02381	45.50369	11.64419	5.78482	7.27891	2.77801	5.43489	27.97307	7.19936	5.01634
7.29150	9.85765	1135.49696	5.27100	5.61651	48.34445	125.21972	1.00000	34.85975	-8.99167	9.43713	19.08758	8.55434	8.34453	7.35562	54.54876	9.81715	5.53088
5.89516	5.37315	1153.17321	6.86185	6.24315	48.28176	-79.2663	0.00000	27.47808	43.86682	9.54619	23.77890	8.42687	4.91291	6.82388	55.75875	7.07575	4.29533
5.94144	9.00976	1057.26138	7.46093	1.42340	56.82501	122.22833	1.00000	55.37383	40.66482	7.68387	16.11944	6.65838	7.11414	7.70872	33.79177	10.03179	7.04819
4.27991	6.85455	1109.27205	8.32353	2.02479	40.47332	-68.3	0.00000	35.42243	-54.8	5.13582	14.69228	7.03904	8.41523	8.45232	71.94253	6.71901	5.25643
6.87667	9.43468	1118.89882	5.95512	1.89088	36.80335	-73.75513	1.00000	60.71143	40.60538	10.71135	-2.71898	6.72785	8.35111	7.50872	47.35878	8.77331	5.38200
3.44287	4.72463	1114.82324	7.66163	3.54891	39.76242	126.28333	0.00000	49.03615	45.35	4.08349	12.06491	7.93948	8.99449	10.52825	45.85204	5.04143	5.47386
2.22320	8.80725	1107.30533	8.21228	5.77780	49.46042	129.96972	1.00000	51.13964	33.4425	9.97911	5.50967	8.47845	10.47182	7.88446	38.88028	8.05496	5.58540
8.47796	8.06356	1169.90951	7.46281	4.98637	50.48762	68.49143	1.00000	40.62331	25.80565	1.93186	7.82805	8.36639	7.29702	7.85167	64.92640	7.60664	6.63319
7.21400	7.01182	1164.86541	8.06844	1.26581	43.60844	104.09701	0.00000	33.51755	-1.26424	8.25081	26.36195	5.71236	8.67775	6.14146	46.61322	5.86866	6.17012
7.95702	10.40159	1092.89856	7.68307	2.42832	51.60504	-86.58208	1.00000	61.84984	13.48082	4.96371	11.74380	6.67126	8.46654	9.04892	38.86127	7.13647	6.10006
6.29549	8.94561	1196.95882	7.64456	2.41826	56.93099	4.82313	1.00000	46.59410	51.24197	8.97890	21.35615	7.12396	8.74157	7.18303	27.73998	8.12275	7.32208
6.79726	7.08795	1165.61251	7.70778	11.29193	55.11632	2.1699	0.00000	60.59036	48.98994	5.60737	-3.05031	9.47710	9.69092	7.99040	44.96768	6.17834	5.39648
8.62155	4.13726	1080.81308	6.46429	1.14258	71.69642	-37.03861	0.00000	57.53349	-10.90889	11.41239	15.06083	5.69304	8.63970	6.23615	54.62952	7.57313	9.35357
8.24422	6.87847	1143.02239	8.75940	2.44460	33.51289	70.96699	1.00000	63.46423	30.46907	4.67146	15.88581	7.54900	4.95411	8.77427	35.56881	8.09529	5.91564
6.11530	6.53540	1173.99248	7.92207	10.02433	41.65234	59.4839	0.00000	38.36946	58.7002	5.75995	18.20757	9.23783	9.00034	8.11725	49.51229	4.51991	4.52752
4.77754	10.28109	1062.76726	9.05110	1.14571	70.33716	-88.42814	1.00000	44.94928	42.16808	8.19072	29.77207	6.60404	6.40694	6.77668	41.23172	6.15093	4.81979
4.37351	9.87520	1123.63338	7.16533	6.22302	41.25282	-79.2663	1.00000	50.34905	43.86682	10.25889	10.63774	8.63532	7.30425	7.73865	42.76914	7.43737	6.02674
7.73114	9.54616	1081.33524	6.77362	1.78902	63.12754	36.7138	1.00000	41.54456	35.95664	9.65309	28.08584	7.41420	9.56242	8.60336	35.21109	8.26352	7.09374
6.30871	6.70515	1081.61935	5.97782	2.10358	55.56976	-93.08883	0.00000	53.17033	45.16024	8.87886	16.16581	7.44647	6.21672	8.08615	52.33552	6.08834	5.69648
5.60781	8.38119	1053.96420	9.07128	1.46228	54.33109	-9.24671	1.00000	76.22821	38.72706	8.96050	12.38892	6.41554	9.50820	8.49635	23.43347	9.24009	6.13969
6.22612	8.00912	1069.05172	7.15942	3.16724	55.89086	-76.70944	1.00000	59.12348	-11.94306	6.83220	12.95788	8.01267	4.02652	6.36316	43.60860	7.21924	5.06823
2.38547	9.78342	1159.29231	9.46934	1.60675	55.85475	137.4	1.00000	51.70877	34.81667	11.30217	19.22197	6.74952	8.38333	7.14511	36.70156	6.19290	4.23541
7.99898	6.92239	1066.58386	6.08172	3.92029	50.88847	-71.10077	1.00000	38.48531	18.20854	4.92139	17.58126	7.86740	6.67922	8.08300	62.93089	7.08663	7.88453
6.95389	9.32125	1094.79562	8.88417	4.83000	48.09258	-1.86343	1.00000	23.83145	38.10558	6.78347	12.06768	8.37473	6.71379	7.39281	22.42094	7.34474	5.46083
5.37256	6.17870	1126.20415	7.76983	3.52456	37.67788	-52.35558	0.00000	34.62300	-14.66463	8.62583	1.85327	8.03861	7.98563	7.87720	84.32961	5.68519	7.16634
3.86213	10.04801	1089.52440	7.21287	1.63562	54.96446	-84.23381	1.00000	60.63551	33.54428	10.32582	13.79985	6.67688	8.57011	7.52962	66.77819	10.15449	2.73195
5.03002	9.89639	1106.88241	7.20869	13.63896	43.38722	72.34424	1.00000	67.29179	40.78206	8.70763	23.63680	9.60064	7.34526	9.32703	69.18547	9.32972	5.51002
6.49883	8.76473	1050.08688	8.24088	3.39250	28.38194	-86.57415	1.00000	73.03125	15.48131	6.68773	11.29279	7.71248	5.58076	9.08547	45.42278	6.71148	4.97163
5.48463	8.40020	1115.79366	8.42894	10.24496	39.14869	19.61222	0.00000	41.28848	44.97639	10.42344	22.43960	9.27849	6.80542	8.49296	43.06907	4.07657	6.08109
6.82204	4.73923	1080.24859	5.97680	2.04577	30.50552	4.85668	0.00000	42.09970	36.27462	8.66983	14.87493	6.68341	7.72561	5.72581	26.89665	7.89491	6.85270
5.28219	6.81853	1089.41782	6.53655	2.51818	51.06494	5.03586	0.00000	49.32959	43.83125	10.14479	10.09476	7.27668	4.56893	7.48894	42.23743	4.34826	3.64003
8.37673	9.33236	1149.00808	8.73254	1.21595	52.66558	4.63031	0.00000	47.14674	43.67681	8.22866	20.17770	5.86987	7.81660	6.73421	67.83199	12.00017	4.86207
5.04600	9.99062	1107.70020	5.94981	6.83945	67.59491	-59.13316	1.00000	66.13131	-37.32167	9.42227	16.04820	8.77788	8.12356	6.34625	45.59191	8.49404	4.91927
5.99085	8.22083	1168.29480	6.13929	2.09873	57.99045	130.57211	1.00000	61.74832	45.75279	8.98889	7.60116	7.15713	8.28312	7.77356	55.48210	8.16633	7.94912
5.54489	7.63628	1067.56669	6.66463	2.17647	56.19384	-82.45426	0.00000	61.52203	27.09978	8.58837	14.45621	6.96874	7.52892	5.52669	41.40181	5.21948	8.22125
6.43254	10.53104	1077.73517	7.56886	2.06017	41.44260	-93.75018	1.00000	63.58672	32.52515	5.57372	20.70144	6.98701	7.28573	7.74066	57.51156	5.99786	5.82303
7.60286	6.76753	1054.71557	6.59329	6.44880	51.73585	-9.24671	1.00000	48.94849	38.72706	5.73125	25.71082	8.79442	6.65802	8.62568	41.75637	6.50941	7.93617
4.52655	9.52261	1058.49049	7.31482	1.34247	64.08629	9.00472	1.00000	48.62423	4.2475	13.16770	15.40623	6.42348	10.57635	9.30614	40.94369	5.11309	3.98001
7.27606	6.74660	1191.83027	7.67831	4.60958	45.11953	-156.47432	0.00000	52.31835	20.88953	7.44466	19.42008	8.27780	9.69671	7.79468	66.31356	7.35630	6.57517
7.26423	8.26889	1053.26238	8.55932	0.83790	53.16512	38.94324	1.00000	59.02794	44.98901	6.13698	21.82836	6.16327	5.11294	7.63457	52.53849	7.37286	6.43254
5.22617	4.89089	1188.98585	8.47651	7.64561	67.38184	85.37752	0.00000	56.16471	22.10194	4.49366	8.19588	8.80995	7.41461	7.22990	51.97715	6.40813	7.09632
	8.15307	1060.52894	6.44248	2.76511	42.75010	28.88222	0.00000	64.50199	40.37528	7.41663	37.51957	7.67934	6.02177	6.27592	45.28749	5.61109	6.31560
8.68244	7.67722	1091.04259	6.64529	2.57786	24.50337	-70.92866	0.00000	18.84049	42.52787	8.08431	11.58295	7.11491	8.30914	7.32036	42.76893	8.84555	8.04420
5.95486	8.29943	1130.09144	8.99526	5.47401	61.56799	1.15597	1.00000	63.64014	51.78967	7.89065	17.14646	8.38292	5.96123	7.56042	70.72262	6.02849	6.33926
7.46154	8.54133	1188.42302	7.88792	1.82761	48.49575	73.66633	1.00000	63.02984	25.92493	9.80944	13.53495	7.13906	10.51948	6.35367	50.01453	8.89501	5.57127
6.03524	8.86683	1159.43390	7.35118	1.71291	45.92054	2.18247	1.00000	44.99274	41.41204	9.73438	35.16481	6.10921	10.13363	8.29702	53.91680	8.35272	6.27339
5.31062	11.09171	1164.45867	5.90641	4.83960	52.95365	-39.25	1.00000	50.97299	-12.91667	7.91444	19.68422	8.46515	7.76378	8.94462	54.38674	5.08314	5.54564
8.28469	5.10043	1127.95046	7.99965	17.58320	44.02854	-60.47389	0.00000	54.79591	-34.64167	8.13282	15.19426	9.83825	7.84605	6.39217	46.91525	7.74031	9.14621
