PAHs	PM10	C2H3NO5	O3	NH3	Pb	PRES	CFCs	longitude	SO2	latitude	NOx	warning	CO	CH4	PM2.5	H2CO	TEMP
10.40410	8.78321	2.37378	6.20648	9.43167	56.34402	1159.10805	70.18289	9.5586	7.87530	54.52156	8.23331	1.00000	8.85736	10.94959	9.68583	68.43335	-4.64636
10.20717	9.82784	5.42480	10.01419	10.26439	28.85843	1065.37620	75.61560	-74.01042	7.04974	41.50343	9.95166	0.00000	9.31850	11.85785	7.52684	67.02167	4.42369
10.43391	7.44720	0.56984	7.77894	9.38040	31.67512	1192.01021	73.17608	14.39024	9.44837	42.22718	7.29140	1.00000	9.43200	9.81667	10.12245	53.03401	17.64158
10.48490	9.28119	3.47798	8.72719	7.57663	59.03003	1105.61374	64.53090	-73.75335	8.68873	45.4473	8.99828	1.00000	10.00075	9.35753	9.42688	31.83973	24.05117
8.77297	10.01583	6.54097	4.83971	7.93059	52.19474	1089.10941	76.77380	-48.59278	7.44027	-23.7975	7.08258	1.00000	7.29759	11.94744	9.59635	53.69016	8.27326
10.24895	9.10383	2.64044	6.93633	9.55142	67.16708	1134.18675	61.04263	-2.52398	8.49962	53.19146	7.39553	1.00000	8.77404	10.38023	8.83719	51.39285	6.56780
8.96389	10.14607	7.58536	9.56988	7.68377	48.19624	1192.50907	77.05681	-80.58556	8.99415	22.98212	10.61619	1.00000	8.40378	7.11689	6.93311	37.01139	8.42367
7.17853	6.76323	0.46830	4.86726	8.57632	35.78354	1167.04471	71.20514	14.72443	5.81046	36.92574	8.69492	1.00000	9.17224	10.40434	10.77882	52.31757	8.44655
11.55759	8.71236	1.91650	10.14953	6.81558	47.32319	1197.44405	73.30018	-97.92977	7.67685	38.06084	10.59681	1.00000	8.29419	10.03105	7.25210	40.10680	17.40332
11.82522	10.79946	14.38739	11.45599	9.27259	32.48718	1163.03541	68.28077	35.7	8.27306	-7.76667	10.92841	0.00000	8.08966	9.81460	6.97466	31.51270	26.26917
8.98840	6.63806	0.36557	9.93449	9.69381	37.85108	1149.86348	74.84722	-43.80139	8.43382	-20.25333	5.34559	1.00000	9.37295	7.17976	10.03419	63.82059	10.97064
8.62307	8.56982	1.56117	8.58861	8.99054	26.79129	1176.24257	72.76996	9.15013	10.67858	13.70727	9.78012	1.00000	9.67872	7.19986	10.55189	44.32779	17.79997
8.07183	8.59590	1.88571	5.94372	9.55354	59.33518	1143.00744	75.53755	-89.10944	4.94696	13.70167	7.49446	1.00000	7.53781	10.11885	8.55623	40.19464	17.48059
11.66103	8.71214	2.19484	7.99953	10.58654	73.12447	1132.42293	68.44445	112.9	6.81323	27.85	8.73724	1.00000	9.20389	8.57743	10.28626	46.39708	3.10445
10.40843	9.73335	5.18306	8.85771	8.98372	51.24315	1121.82974	75.70423	-2.09814	5.27538	57.14369	9.95865	1.00000	8.90474	11.71884	10.75272	60.29386	5.17984
5.17656	9.06820	2.82074	9.81449	7.22806	43.95859	1109.19743	68.11742	-1.32471	9.48180	51.40148	10.02236	1.00000	9.92135	7.81161	6.08308	75.86806	7.38169
9.04350	8.37341	1.13882	9.98415	8.82161	34.23769	1077.92348	63.72550	-1.08593	7.15205	50.79205	9.98120	1.00000	7.88709	8.23246	7.12580	49.17531	2.86185
8.59899	8.54630	1.64320	6.19360	8.30486	64.70474	1130.41538	73.14183	11.32903	9.21435	50.9803	6.40714	1.00000	10.01780	7.90832	11.32251	47.13315	16.99356
6.91973	8.20772	0.95475	9.95086	8.78228	51.79096	1090.15528	81.20764	30.96755	9.03865	49.07866	9.50876	0.00000	8.60024	6.79862	6.41087	51.86518	8.83199
10.33769	8.34521	1.54730	7.31753	9.43732	40.03211	1076.28201	64.49464	-1.99421	8.65700	51.35084	10.14701	0.00000	8.74028	9.31138	7.55267	59.28545	16.35132
11.50589	8.16033	1.44976	8.20902	8.52544	47.65543	1064.14710	64.82931	-5.22126	7.68065	33.43443	8.54480	1.00000	10.26091	12.42073	10.73043	57.04427	10.84708
11.40812	9.46098	4.16496	11.94440	9.73670	42.65083	1068.96144	74.56339	122.74754	5.24185	40.85158	11.08154	0.00000	7.48025	8.62398	7.67679	46.75495	14.22212
8.59073	10.09695	7.47689	10.20391	8.05149	65.87507	1195.14903	67.50679	5.4384	9.54672	43.2907	9.70138	1.00000	6.54343	7.99053	7.48793	53.17663	4.04853
7.56579	7.57232	0.83806	9.34308	9.08620	44.08767	1119.27985	67.58871	38.28402	9.76443	34.5624	8.15736	1.00000	9.52556	9.35957	8.60587	62.89316	2.43309
8.78626	7.10878	0.50698	13.30333	8.66040	61.98684	1117.31540	72.42310	127.08472	10.72239	36.20389	10.65101	0.00000	8.22643	10.58170	12.16003	76.84474	8.23868
10.44255	9.45015	3.92154	5.72639	9.21968	31.73484	1113.96343	83.77288	86.79271	10.27427	25.92127	8.32445	1.00000	7.49837	11.23568	11.73934	63.40695	29.33736
10.92978	9.65059	4.81932	6.41655	9.66707	62.97685	1172.09737	61.31562	-80.31727	6.02853	25.67927	7.18951	1.00000	10.04025	9.97271	6.64390	55.55619	21.98774
8.34981	8.76550	2.18619	8.89633	7.54628	55.30973	1175.55908	67.06578	-77.70066	6.30265	43.16547	9.38909	0.00000	9.31510	11.40080	7.33385	35.23545	23.54651
8.16685	9.88290	5.87441	8.09419	10.89713	38.21695	1073.78046	84.01968	79.41727	7.91921	12.25282	9.99535	0.00000	8.88649	10.28733	8.64296	57.38597	0.97036
12.93842	6.81183	0.46089	10.80586	8.38078	59.67980	1054.17872	68.07072	-96.67834	6.29948	34.77453	10.72939	0.00000	9.62548	10.51731	7.92523	46.82312	4.91518
9.44077	9.00651	2.36731	10.91647	8.97136	42.24582	1099.15424	82.28935	-97.03285	10.64805	47.92526	10.00019	1.00000	9.01047	7.26508	9.09067	65.62985	16.48564
13.43211	9.94796	6.40409	11.39401	8.66943	69.55186	1140.81895	68.13346	-78.87836	4.60383	35.05266	11.94800	0.00000	9.19198	10.67735	9.06808	45.55467	-0.30061
5.41715	8.70545	1.78705	10.69571	8.24938	36.16224	1188.26429	77.93093	122.8637	10.58789	9.3337	11.52555	1.00000	8.32080	6.05139	4.58154	75.23207	6.31701
12.42075	8.13165	1.21222	9.95811	8.81728	69.62895	1160.45353	68.84671	74.85849	8.73699	31.28092	10.17616	0.00000	8.69540	11.17250	6.24703	49.68937	-3.67937
9.18754	7.07193	0.56165	9.68470	8.82361	51.70026	1075.43948	70.87138	-111.99633	8.48432	40.65995	9.11209	0.00000	7.14627	11.93609	7.16287	26.87218	18.73532
5.84702	8.58415	1.83672	13.48124	9.80603	43.13419	1171.90241	66.17539	-71.8023	11.17099	42.58342	10.48825	0.00000	8.91672	9.26638	11.98391	64.47473	19.58728
8.46612	8.56305	1.55659	7.78455	9.43713	44.91935	1067.68276	64.01673	75.06583	9.77681	32.17629	10.37641	1.00000	9.26000	6.75200	7.89138	43.83005	24.65108
6.80540	8.60184	1.79105	8.95262	7.00430	45.87679	1182.46866	72.79270	-89.99038	9.18721	38.58894	8.32321	0.00000	7.02349	9.14038	8.14676	47.17014	1.17312
10.83173	7.91262	0.96479	7.07346	9.31762	57.75519	1141.86753	77.75709	114.33333	9.08286	-8.43333	8.56326	1.00000	10.25134	10.88661	12.05057	39.24546	2.76168
9.70053	8.75393	2.02202	6.27010	7.76987	48.91167	1058.71921	75.73795	8.64409	4.92088	48.07667	9.18833	1.00000	8.92533	11.45705	10.31382	66.38623	24.90153
8.81363	9.03822	2.71836	6.69371	10.30093	38.92009	1158.82963	82.75828	38.28402	11.07350	34.5624	9.72552	1.00000	8.11539	6.01731	7.34086	72.51949	26.74349
8.22396	8.08584	1.13031	9.55253	9.19911	41.84638	1077.29366	66.17593	101.44167	9.85190	0.51667	10.68371	0.00000	8.31739	9.81671	9.71850	42.23751	28.84326
7.69511	7.41466	0.70892	8.43696	9.48676	31.07812	1185.48956	79.68430	-15.6	11.79570	13.56667	14.91530	0.00000	9.48084	13.46948	10.83401	35.05067	1.17957
11.43773	8.96035	2.20763	11.79236	9.27992	79.94700	1092.78470	80.25531	20.91361	3.73750	41.92361	11.50132	0.00000	8.42509	9.00202	7.76018	41.65796	18.70692
4.30380	10.39614	9.74133	11.29101	9.50627	67.04806	1111.89465	86.45138	30.79165	9.18985	-27.76952	10.25043	1.00000	9.07257	8.46760	7.86260	49.77505	14.79410
2.77524	9.49476	3.87093	12.31480	8.86253	20.08971	1051.63174	66.49597	178.00417	10.82720	-38.65333	10.74472	1.00000	8.83213	7.28940	3.94368	63.85573	12.08580
12.37704	8.56720	1.81492	11.20786	8.85214	63.73617	1191.42501	68.97979	-71.06616	7.25986	42.4251	9.96396	0.00000	9.76432	10.51925	7.07191	66.36157	22.43760
7.97264	11.61376	32.37446	9.07002	10.21701	39.36601	1059.10066	70.67153	120.74221	6.41139	31.64615	9.28833	1.00000	10.55718	7.48322	6.32456	45.05878	13.87616
4.67111	8.23984	1.15915	9.05421	8.66517	57.85200	1067.85843	74.93507	-67.15407	10.55068	18.42745	9.65943	1.00000	8.95709	8.21789	4.20781	34.19803	16.63762
11.14595	8.42261	1.54282	8.38859	8.92231	43.95430	1054.42099	87.11171	86.59509	7.41001	26.11527	9.64692	1.00000	9.00379	12.00960	12.49123	53.28941	26.31928
11.21948	9.44722	4.16883	9.35366	8.25556	28.72781	1095.77552	72.09457	122.8637	6.18361	9.3337	10.10215	1.00000	10.39166	7.64142	8.53468	41.16369	12.80118
8.36567	9.52649	4.31031	9.40229	6.76576	48.35031	1084.99259	72.95944	-95.36969	9.79132	35.74788	10.12801	0.00000	8.66235	7.83686	7.38308	64.00748	23.30835
5.97716	7.36703	0.53323	9.71907	9.99491	40.50444	1134.75339	71.23300	-68.3	11.90535	-54.8	11.03082	1.00000	6.52085	4.89876	6.33216	55.25231	18.31653
8.02541	9.44689	3.80269	12.29183	8.10416	42.88342	1086.06421	78.03931	14.01481	7.74887	42.67164	11.05799	1.00000	7.74745	7.73602	7.68711	55.80987	13.79220
8.39993	8.59200	1.74582	4.44145	9.69908	35.30804	1121.23211	66.95732	-97.35992	4.05640	19.8173	9.10064	1.00000	9.67218	10.05888	8.61659	61.06375	10.21224
9.32495	8.66566	1.87263	8.96686	8.33113	47.17182	1162.35479	78.12581	10.18003	9.83531	24.96334	10.77120	0.00000	7.68010	10.97512	10.19069	0.00000	19.44900
13.07962	7.57285	0.97177	8.52218	8.86803	45.63951	1153.84021	67.93572	138.89585	9.59809	36.33011	9.00273	1.00000	9.09971	12.83134	12.34043	54.88726	17.26264
8.88475	9.26245	3.07852	4.67766	9.51565	68.87964	1053.11209	81.13874	46.10925	7.45703	43.35071	5.06550	1.00000	9.27406	10.02236	6.39741	26.15747	22.06583
10.54026	8.20837	1.20156	9.60321	7.68762	67.88059	1139.59700	68.79341	43.91385	8.09457	54.03876	4.18415	1.00000	9.44065	7.06632	6.02144	47.82231	11.63235
7.31682	8.66650	1.97025	12.11604	10.15349	52.57328	1156.41179	77.13318	8.88104	9.77443	45.79377	8.34016	0.00000	6.73263	9.34263	10.99458	39.64279	8.48431
9.57984	8.05303	1.09553	9.38903	10.77226	44.80545	1135.71760	83.98378	-96.39774	4.52849	30.16688	10.69503	0.00000	7.08577	10.42062	8.93112	64.08410	17.66027
7.54727	6.98337	0.38742	10.52243	9.07508	66.30734	1160.28972	78.89657	-93.12577	8.13873	44.73941	9.07811	1.00000	8.65034	9.23949	8.26030	38.02229	21.49081
13.73855	8.79440	2.40244	11.09008	8.43215	50.36557	1175.40812	70.84140	-74.13653	8.08816	40.63316	10.22299	0.00000	10.44035	11.56479	6.06102	63.65302	8.14363
6.22394	11.29852	23.57583	10.65631	10.45942	26.41492	1052.63491	70.40856	120.33063	10.68108	37.65181	10.84945	0.00000	10.23345	10.37235	10.76146	36.77046	26.74611
8.12606	9.34264	3.44670	8.01556	9.35340	56.20846	1067.90732	72.25301	-50.00639	11.22116	-25.42944	9.48318	1.00000	8.62467	6.67976	8.31739	55.30600	18.02805
11.93363	7.68945	0.96841	9.94039	7.10268	55.50550	1062.71571	73.49384	78.25795	5.64518	9.82564	11.10280	0.00000	8.68389	10.20960	7.58982	53.47090	11.61847
10.81573	8.56569	1.66769	9.21444	8.29264	48.25626	1168.04294	64.33719	4.52514	7.89986	12.74482	7.84269	1.00000	9.13170	9.10997	8.70842	74.74806	0.22714
8.66536	7.11440	0.65649	10.76771	7.98282	57.94710	1106.20001	63.12764	-7.95	10.66550	53.43333	9.78399	1.00000	9.03375	8.23160	8.88446	59.12502	17.84644
9.47513	8.41036	1.64384	8.52622	7.68531	49.48483	1072.52507	67.89085	-50.00639	7.25830	-25.42944	8.01488	1.00000	8.96532	8.31369	12.65375	54.92172	10.69930
10.46508	8.29885	1.55882	7.82594	7.89281	44.55064	1087.18259	67.26991	4.82313	11.63089	51.24197	10.02698	0.00000	7.76390	9.91867	7.47465	77.04890	-5.02870
8.14004	9.62675	4.70059	8.92115	8.31162	55.61275	1095.27065		2.08333	8.51848	48.86667	9.17260	1.00000	9.86050	8.38774	7.99384	49.57440	23.88989
10.15825	7.40675	0.58248	10.40352	10.14610	36.94639	1112.31902	90.88453	75.35927	11.02939	12.04161	8.27550	0.00000	8.07985	11.84579	5.90091	80.58856	24.63857
9.92720	8.17198	1.11802	8.93967	7.51798	47.39219	1051.10388	73.93652	-48.59278	10.92149	-23.7975	9.28207	1.00000	8.80605	7.74297	9.02555	61.45564	23.12529
10.07447	9.15804	3.05092	10.91868	7.62448	26.42420	1131.51290	60.02051	-50.00639	9.09435	-25.42944	6.69061	1.00000	6.50445	8.68716	11.52255	29.34529	14.25837
9.50166	9.94211	6.26705	8.85781	9.92501	46.15730	1079.44041	76.50793	10.18527	5.46901	47.98372	10.01662	0.00000	10.51145	10.13611	6.97072	58.65980	6.01708
8.24481	10.90225	15.94534	7.34447	9.14283	54.83152	1125.48993	69.73512	25.34244	9.03764	50.75932	9.83022	0.00000	6.65214	9.37659	8.24256	47.33733	10.83064
8.69192	9.77139	5.48510	7.69673	6.98168	67.64913	1060.74009	67.39349	11.34046	9.39225	50.72043	10.28875	0.00000	9.94155	9.98869	8.92642	38.40958	20.34539
9.86192	9.36521	3.51802	8.90838	10.72194	31.54412	1159.68585	68.86750	8.64409	9.56712	48.07667	9.03335	0.00000	8.47430	12.38718	7.19788	69.61730	12.71674
7.95707	8.30430	1.54069	9.43798	8.63579	56.62322	1172.94463	75.82398	-67.15407	7.19052	18.42745	9.54737	0.00000	8.40631	12.27092	7.45297	62.25294	17.12222
7.99716	9.46019	4.09712	10.13880	9.41891	67.70019	1162.41583	76.23220	41.00817	8.32512	38.13708	9.33107	0.00000	8.69187	11.09019	7.80436	77.03097	37.83294
11.20011	8.66920	1.74640	9.66085	7.35816	49.71956	1151.72342	73.92307	-122.24092	5.80823	47.4943	10.79116	0.00000	8.77351	8.77600	7.90771	48.61995	40.22760
11.34061	10.07707	7.24773	6.97889	9.18976	34.41528	1109.57898	70.34173	-42.19667	7.93828	-21.41222	9.28267	1.00000	9.24051	11.87796	11.00515	46.90939	15.26180
9.82965	9.79479	5.34110	10.47164		23.68914	1194.85472	65.35984	-90.10674	7.39243	29.84576	10.04619	0.00000	9.77735	9.40296	7.76888	32.75279	15.50804
3.00231	9.18695	2.89004	10.60872	8.18255	55.48126	1144.93423	76.06644	73.7553	10.99194	15.5439	8.97340	1.00000	8.73618	8.72494	4.18366	12.85706	11.88577
7.81455	6.82552	0.35246	9.96540	10.56188	45.13868	1184.04858	85.95339	10.18003	6.31570	24.96334	10.41702	0.00000	8.04910	6.78564	6.93702	49.47393	15.75011
6.21813	9.49534	3.72101	9.57235	9.31009	56.30639	1106.71812	78.12811	68.75915	10.11837	27.52948	11.56952	1.00000	8.77474	4.98789	5.32845	58.29292	7.32877
7.32031	9.03880	2.66053	9.47749	9.73785	24.70570	1148.78670	69.12574	104.09701	7.19962	-1.26424	8.96603	0.00000	8.58749	11.39663	8.31110	43.47269	17.41675
9.37030	7.83483	0.82501	6.65757	6.76399	59.84972	1063.94500	75.26459	-4.10734	5.04771	38.68712	6.14415	1.00000	7.05049	9.69721	7.83925	46.36448	23.42895
10.12567	7.60488	0.77389	4.20376	8.95963	66.44646	1139.20030	76.82959	-69.96533	5.38645	43.91452	11.35033	1.00000	9.21151	9.98983	14.74765	28.30771	9.50260
6.76036	8.26639	1.19938	6.97944	6.83379	41.90196	1075.40675	79.90636	-88.81395	9.34182	35.61452	8.33059	0.00000	7.28081	8.31188	6.16223	77.00065	2.03208
7.64267	8.02975	1.06977	10.61350	8.73519	45.90545	1153.94105	71.80863	36.73307	7.50391	55.38752	9.45844	1.00000	9.12798	8.51081	5.65537	69.41961	30.38430
10.54199	8.58202	1.86300	6.18521	9.24555	50.17752	1064.93138	81.43612	76.11996	6.77812	11.12018	6.18596	1.00000	11.62291	12.64966	5.65651	41.40990	1.53281
7.49361	8.85686	2.29072	9.90912	7.15005	66.73195	1166.96546	81.83992	9.15013	9.54272	13.70727	9.33617	0.00000	6.61869	10.31951	9.90048	72.49936	16.51232
10.26373	8.59067	1.77873	12.35156	10.25411	51.64363	1122.24654	77.58808	-93.12577	8.49257	44.73941	9.66456	0.00000	7.72434	8.67325	5.70387	31.01879	18.00059
10.44847	7.54747	0.60209	8.95368	7.88279	73.44638	1071.85415	76.67854	40.17171	8.63375	58.1908	9.20859	0.00000	10.45386	10.18197	9.66924	42.45474	28.40812
11.24010	9.57200	4.39295	9.81926	8.22349	37.33216	1148.24964	67.06621	117.55417	9.13423	34.86472	7.21060	1.00000	7.27304	8.17125	12.09025	68.56874	21.71925
10.69126	9.37468	3.48568	8.66934	6.76177	47.27558	1100.71056	75.99196	103.81667	6.98179	1.6	6.31385	1.00000	7.82479	8.34601	9.63264	60.64343	7.66404
9.42230	9.57847	4.45337	8.38257	7.64153	52.14948	1099.74131	68.01710	-4.21376	5.68031	55.82885	10.06490	0.00000	9.73767	11.92695	7.91500	31.49933	34.77819
7.02604	7.18085	0.48122	7.56701	10.53620	57.11292	1140.86206	77.36746	-116.37697	4.00325	33.72255	9.71751	1.00000	10.63018	10.12929	12.40980	45.28334	28.01517
6.31953	8.32655	1.40113	10.41404	8.42055	51.67232	1115.30381	63.98071	-87.882	10.63933	41.85059	10.55836	0.00000	6.57392	9.89529	10.36899	81.47154	19.90050
9.39565	8.41890	1.46181	5.66142	6.39014	42.72776	1198.04334	76.26757	4.62744	9.37329	36.06386	5.08859	1.00000	10.49346	9.46525	8.49770	32.18184	6.58805
12.62745	8.89488	2.26043	11.05384		39.66654	1088.00097	59.92389	-80.38297	6.83590	42.8334	10.87636	0.00000	9.10086	11.07308	7.52669	33.61757	52.72261
10.06614	8.43836	1.48807	7.37534	8.13907	46.18495	1185.25624	63.16286	47.1192	6.32199	42.819	8.06387	1.00000	9.80558	11.54933	9.50612	49.75812	12.30081
9.63090	9.27985	3.54084	10.15290	8.13773	23.74034	1148.31672	75.55339	-13.68778	6.75109	9.535	9.60947	0.00000	8.08731	10.95316	6.20414	61.07744	23.68728
8.05006	8.81367	1.93135	10.01950	9.55476	38.35923	1114.55980	58.00474	13.32127	12.68569	52.59319	9.32122	1.00000	10.02115	6.17133	7.28719	62.10330	31.59005
3.72229	7.30198	0.64301	11.42376	9.08603	44.67656	1131.31538	71.22929	-2.31938	11.36005	6.46346	10.14328	0.00000	9.60512	9.56140	9.93496	34.61472	12.90634
10.68522	7.77731	0.97465	7.07360	10.06374	42.14765	1168.97966	78.13835	46.5813	8.77667	54.8421	8.87495	1.00000	9.55614	12.35320	11.23590	42.78554	9.61277
7.86672	7.31083	0.65096	8.89355	7.14239	51.16152	1119.22707	76.77926	-71.10077	6.97436	18.20854	9.42761	0.00000	10.97663	10.35085	6.70810	65.98992	20.11053
7.17717	9.00509	2.52995	7.78940	7.75401	65.67621	1144.38511	71.86417	-43.80139	7.93543	-20.25333	9.98428	0.00000	9.48056	9.02509	7.32707	73.89209	24.93378
10.47146	8.67831	1.88430	10.59256	10.58127	52.43334	1147.13863	82.50949	98.19151	8.06188	14.0823	8.36972	1.00000	8.12522	10.04044	11.52669	39.48547	25.75876
6.39546	8.39279	1.59206	8.52543	8.51759	58.22190	1079.97782	88.59431	152.70493	8.98396	-25.54073	9.64050	1.00000	8.82732	7.42802	9.39451	35.88117	18.23532
8.96852	10.06881	7.08549	9.78171	8.95714	52.45162	1116.09450	80.20413	-3.05	4.94933	53.81667	11.07465	0.00000	6.13371	8.14850	8.08962	40.30770	11.37078
9.95949	9.19879	2.99430	7.72831	9.15634	34.60508	1139.75312	76.82145	-1.29772	10.51534	50.76306	2.87993	1.00000	8.86722	7.59480	4.88564	58.58024	13.83592
11.05049	9.66814	5.17717	5.68717	9.28634	39.94834	1140.69916	67.05237	-40.7475	7.45521	-4.16694	8.00431	1.00000	10.06226	12.85605	6.95343	68.41011	23.46906
9.77554	7.61814	1.06588	8.77458	8.98879	60.35356	1179.93861	74.22460	106.88324	8.92129	47.90771	9.29136	0.00000	8.48517	9.91254	9.53551	56.83478	23.87117
11.53098	9.70816	4.90046	9.20617	8.89679	58.93761	1117.59637	72.80472	4.25633	7.80047	51.21187	9.06055	1.00000	8.02250	10.48742	11.15227	39.89725	6.33319
6.05366	9.09058	2.67383	9.72177	10.30134	46.15941	1067.60291	78.42566	-4.22398	10.19255	57.47908	8.56316	0.00000	8.36352	10.50644	6.44820	32.40194	24.59864
8.53268	9.00916	2.44792	10.33150	10.50814	36.13690	1096.02265	64.64712	10.5511	10.11360	52.47774	9.89717	1.00000	9.14257	8.32551	6.97088	54.50021	18.67008
8.62212	8.68283	1.93492	8.40488	8.29686	53.60285	1181.88467	80.45085	-79.2663	10.70477	43.86682	12.07284	0.00000	9.38342	10.85150	8.88437	72.33720	31.81112
8.48724	8.98044	2.38271	9.05930	8.10531	36.20641	1087.23769	74.95831	102.05461	9.99741	6.25947	10.19151	0.00000	8.64736	9.68755	8.85968	54.31146	19.00567
8.46573	9.52496	4.10872	7.76411	7.65170	67.78819	1102.55918	71.08637	102.05461	7.90206	6.25947	8.80909	1.00000	8.68671	10.15751	14.38590	58.73238	16.55367
7.49517	9.96837	6.64388	12.00982	9.35215	37.01384	1162.62393	87.53466	70.96699	6.87771	30.46907	10.49277	1.00000	8.22789	8.73470	4.60696	40.57623	11.59496
11.88903	8.12919	1.25769	8.84071	9.10612	35.39998	1198.56271	82.81873	-2.68333	7.76281	43.31667	8.78032	1.00000	7.54370	8.95781	10.77083	53.33071	26.00487
6.23901	7.90282	0.96276	10.36548	8.89623	63.17294	1173.73666	67.76798	-121.75689	10.87586	36.91023	10.67993	1.00000	6.56770	9.87565	10.12681	54.88846	20.90474
10.31123	9.46080	4.09951	9.29888	9.63664	49.82735	1199.28105	68.83832	-45.94722	5.47228	-21.42917	8.79079	1.00000	8.07434	9.52002	12.40483	42.05491	22.02297
5.97558	8.58633	1.91562	11.01397	9.11937	54.42477	1182.90929	65.78294	-4.22398	10.98638	57.47908	11.22368	0.00000	7.54791	11.07329	10.95053	68.01847	2.48975
9.93595	8.16622	1.07949	10.44151	9.65835	49.62279	1063.77620	70.54888	-72.86843	7.46041	41.27621	9.68738	0.00000	8.56788	10.07006	6.91391	39.77066	21.73580
8.81856	9.53389	4.21606	4.59913	10.48168	47.93675	1054.43505	80.53032	38.2739	9.75614	46.7055	6.15809	1.00000	8.88856	9.68980	13.08045	19.95548	14.95995
6.32219	8.82413	2.17321	7.57243	9.45042	45.79954	1124.10229	70.22998	6.83042	10.48281	6.15038	10.76712	0.00000	9.83310	9.76043	7.54463	43.47468	19.52013
6.74657	10.60423	11.69030	11.07297		43.57750	1125.59918	80.17322	74.12286	10.01610	30.76468	11.58245	1.00000	8.44695	5.06141	3.77281	55.77927	23.05359
10.10758	7.73618	0.98624	9.00265	7.94680	29.18233	1077.42765	70.32394	33.72798	5.44598	53.53395	10.60125	1.00000	9.16516	11.57649	8.68876	50.20613	16.40964
9.31373	8.04733	0.92200	7.06810	7.38940	62.17485	1117.67328	58.49209	5.06258	9.47190	7.50251	10.30682	0.00000	9.25655	10.61689	7.97456	73.22351	13.50164
7.45691	7.47264	0.88739	10.23109	8.89874	49.46501	1157.93352	71.17657	24.43973	10.64152	0.76755	10.37080	0.00000	8.86516	7.63526	5.13517	40.86576	16.64187
9.96047	10.06105	7.06306	7.12503	9.05378	38.41083	1152.22587	74.92562	117.59152	9.73297	3.31332	5.93865	1.00000	8.94877	8.08497	11.82815	28.51386	5.15205
10.35412	8.97338	2.36064	8.95439	7.24456	37.49463	1074.42360	72.03604	23.225	7.89397	43.4125	10.04377	0.00000	9.19408	10.06665	8.15436	74.99432	13.66622
10.29754	8.18263	0.98028	8.44914	7.84710	60.24737	1103.86942	68.88014	-2.09814	5.70653	57.14369	7.21579	1.00000	6.61328	10.06173	8.09681	61.73167	16.04077
6.16623	7.54841	0.69340	10.97318	9.36964	44.61167	1192.45673	76.36402	-73.89875	10.00909	40.93121	9.88454	1.00000	8.16804	7.33361	8.20551	53.88012	-4.23212
12.62257	9.69505	4.88312	12.53435	7.37205	47.75223	1185.68226	76.41514	-62.64102	8.87063	8.35122	11.20217	0.00000	9.41272	6.63794	6.66678	26.74274	13.16343
8.25255	7.95096	1.19038	11.19754	10.70304	31.30390	1122.62122	81.34025	-120.43572	10.64647	34.95303	10.07692	1.00000	8.57005	6.39392	9.64157	34.10175	15.75583
10.31150	9.89068	6.03583	7.09148	8.40647	70.43961	1099.94218	55.81380	3.47717	9.19613	36.76639	6.06928	1.00000	9.21110	11.14019	9.28189	55.47430	25.84332
10.85457	10.06572	6.93543	9.29770	10.55718	23.63536	1132.05331	78.26549	-1.325	10.22013	38.47917	9.30656	0.00000	7.37636	13.09725	7.14232	44.82414	6.62963
5.75909	8.53914	1.69207	12.62375	7.50708	40.08474	1179.48938	73.59927	3.47717	9.71774	36.76639	8.36427	0.00000		9.41324	11.96824	37.93236	9.22587
9.56286	9.66481	4.92474	10.87344	8.70726	44.68427	1172.41945	75.20376	106.88324	8.26108	47.90771	9.69965	0.00000	9.49042	10.47649	6.75944	48.51806	14.18558
6.39654	7.88668	0.86222	9.83307	6.81770	37.16298	1087.22434	66.06431	-42.29444	9.49851	-4.24444	7.83319	0.00000	8.63857	7.85653	8.35093	80.46680	4.94094
8.28237	8.91411	2.52210	9.19048	8.03127	39.59669	1197.00015	75.18916	85.37752	10.25503	22.10194	10.49197	1.00000	9.52255	11.04530	9.47624	69.60313	6.95541
9.78971	8.51427	1.52082	7.19769	10.25556	55.37310	1150.38597	74.95072	101.96857	7.74010	4.88441	6.44694	1.00000	9.64010	10.16580	7.49482	62.24141	23.51685
8.61304	7.98972	1.07765	6.04998	6.80806	60.34483	1094.58211	80.80342	27.46153	4.88827	-21.44236	8.43602	1.00000	9.13352	11.35905	8.39913	79.89605	9.59621
9.70450	7.99476	1.26644	11.67084	9.85855	24.97310	1161.48918	67.16957	83.36889	8.77377	26.76628	11.64971	1.00000	6.87328	8.48796	7.53276	57.39668	11.43390
9.66735	10.93002	16.18211	4.20693	10.10964	62.42823	1144.64660	79.87938	-74.01042	9.52325	41.50343	7.29753	1.00000	9.46494	12.18966	11.99493	49.89049	-3.83956
13.58780	8.64786	1.81446	14.91230	8.99309	52.20256	1154.28568	75.99657	69.01354	6.22506	38.55632	12.42522	0.00000	8.15960	6.77486	8.68142	32.87723	5.72888
8.35994	8.60952	1.89456	9.19575	8.75357	80.42704	1057.35261	66.64514	4.7934	7.48246	45.69558	9.42577	0.00000	8.95703	9.66139	8.23060	95.15672	12.60136
8.13720	7.65131		11.23619	9.52782	44.69597	1117.25422	81.36348	1.6	9.23092	43.11667	8.46839	0.00000	8.18464	10.83912	10.96391	46.08960	-5.88843
