code	revision	station	longitude	latitude	QoS
PL	2018/02/19	Jaworzno	19.27498	50.20528	building
GB	2022/06/11	Winsford	-2.52398	53.19146	accep
DE	07/14/2019, 00:00:00	Siegburg	7.20769	50.80019	maintenance
JM	2015/10/08	New Kingston	-76.78319	18.00747	excellent
US	05/04/2015, 00:00:00	Searcy	-91.73625	35.25064	accep
UA	03 Jul 2018	Hlukhiv	33.9162	51.67822	maintenance
BA	14 Jun 2018	Bijeljina	19.21437	44.75874	accep
CA	25 Sep 2018	Kelowna	-119.48568	49.88307	accep
ID	2019/09/02	Tarakan	117.59152	3.31332	maintenance
MK	2013-12-31	Bogovinje	20.91361	41.92361	excellent
ES	15 Oct 2020	Palafrugell	3.1631	41.91738	accep
PH	2019-05-15	Baliuag	120.89694	14.95472	average
IR	2019/05/18	Aleshtar	48.26258	33.86419	excellent
IN	2022-07-28	Tiruppuvanam	78.25795	9.82564	excellent
US	10 Sep 2013	Bothell West	-122.24064	47.80527	building
GB	08/20/2014, 00:00:00	Rhosllanerchrugog	-3.05814	53.00974	excellent
CN	2021-03-14	Hoxtolgay	86.00214	46.51872	excellent
GB	2012/12/22	Westbury	-2.1875	51.26	average
DE	2014-12-12	Oberhausen	6.8625	51.47805	accep
DE	02/07/2014, 00:00:00	Schleswig	9.5586	54.52156	maintenance
FR	2020/06/19	Elbeuf	1.00288	49.28669	maintenance
US	08/17/2017, 00:00:00	Lakewood	-81.79819	41.48199	good
UG	12/22/2021, 00:00:00	Kitgum	32.88667	3.27833	average
FR	2016/06/09	Niort	-0.45877	46.32313	excellent
PH	12 Mar 2022	Tupi	124.95278	6.33444	building
AU	02/25/2016, 00:00:00	Nowra	150.60036	-34.88422	maintenance
FR	09/17/2019, 00:00:00	Elbeuf	1.00288	49.28669	excellent
NL	25 Jan 2018	Hardenberg	6.61944	52.57583	excellent
PH	2014/08/08	Burgos	120.57224	15.72892	good
AM	23 Feb 2015	Hrazdan	44.7662	40.49748	building
PH	2017-08-13	Maasin	124.84472	10.13361	accep
DE	18 Jan 2022	Barmbek-Nord	10.03988	53.6052	average
DE	2021/03/22	Karben	8.77155	50.23019	good
IT	12/27/2012, 00:00:00	Mesagne	17.80774	40.55851	accep
BR	10/09/2012, 00:00:00	Rio Real	-37.93278	-11.48472	excellent
NO	26 Jan 2020	Harstad	16.54165	68.79833	excellent
LT	10/13/2012, 00:00:00	Ukmerge	24.75	55.25	accep
AT	27 Oct 2021	Floridsdorf	16.4	48.25	maintenance
US	2021/01/08	Muskogee	-95.36969	35.74788	excellent
US	2019/11/18	Rolla	-91.77127	37.95143	excellent
SL	2019-03-19	Freetown	-13.2356	8.48714	average
US	2020-06-15	Troutdale	-122.38731	45.53929	excellent
MX	13 Sep 2021	Casa Blanca	-98.11889	19.04222	average
TZ	2020-05-30	Same	37.73333	-4.06667	good
US	08 Dec 2016	Martinsburg	-77.96389	39.45621	average
IR	21 Mar 2018	Darreh Shahr	47.3799	33.14447	good
RS	05/25/2019, 00:00:00	Sremska Mitrovica	19.61222	44.97639	accep
US	06/10/2019, 00:00:00	Fresno	-95.44744	29.53885	average
IT	2015-07-21	Francavilla Fontana	17.58522	40.53123	building
US	2014/04/29	Kensington	-73.97069	40.64621	accep
EG	2016/02/12	Juhaynah	31.4976	26.67319	maintenance
NL	2014/09/30	Hardenberg	6.61944	52.57583	accep
IT	05 Sep 2022	Misterbianco	15.00913	37.51803	accep
CD	2022-07-27	Yangambi	24.43973	0.76755	excellent
FR	2022/09/25	Sceaux	2.29026	48.77644	excellent
SE	26 Jan 2022	Hudiksvall	17.10558	61.72744	accep
US	2018/01/01	Port Richmond	-74.13653	40.63316	accep
DE	09/03/2015, 00:00:00	Halstenbek	9.85	53.63333	accep
IN	10/07/2019, 00:00:00	Hungund	76.0586	16.06213	accep
ES	20 Dec 2017	Segundo Ensanche	-1.64295	42.8139	building
TR	29 Jun 2022	Edremit	27.02444	39.59611	accep
RU	2019/04/08	Shushary	30.38167	59.80917	good
IN	2013/03/29	Bhayandar	72.85107	19.30157	accep
CN	05/04/2013, 00:00:00	Ulanhot	122.08333	46.08333	average
SK	06/03/2019, 00:00:00	Hlohovec	17.8031	48.43174	average
RU	09 Nov 2017	Kolomyagi	30.28491	60.02427	good
RU	2018-06-08	Yablonovskiy	38.94324	44.98901	building
JP	2014/01/12	Inawashiro	140.11667	37.56667	excellent
US	30 Aug 2015	Visitacion Valley	-122.40433	37.71715	good
NG	26 Nov 2017	Yenagoa	6.26764	4.92675	average
US	22 Jan 2020	Grand Forks	-97.03285	47.92526	maintenance
US	2018/07/05	New City	-87.65644	41.80753	good
US	2013-01-16	American Canyon	-122.2608	38.17492	building
RU	06 Jan 2014	Yeysk	38.2739	46.7055	accep
GB	01 Apr 2021	Southsea	-1.08593	50.79205	average
PL	2022-04-02	Ustka	16.86194	54.58048	building
IR	2019-03-12	Shahre Jadide Andisheh	51.0193	35.6803	excellent
US	2014-05-16	Opportunity	-117.23991	47.64995	average
RU	05 Feb 2014	Tyoply Stan	37.49338	55.62047	excellent
US	05/18/2016, 00:00:00	Stockbridge	-84.23381	33.54428	maintenance
NL	2019/05/31	Barneveld	5.58472	52.14	building
LY	02/29/2016, 00:00:00	Ajdabiya	20.22625	30.75545	excellent
RU	25 Aug 2015	Bogoroditsk	38.12408	53.77166	accep
UZ	2021/06/26	Jizzax	67.84222	40.11583	average
BR	2020-02-09	Carlos Barbosa	-51.50361	-29.2975	maintenance
TJ	06/10/2019, 00:00:00	Vahdat	69.01354	38.55632	average
IN	2019-07-21	Diamond Harbour	88.18466	22.19303	good
IT	19 Jan 2019	Ventimiglia	7.60872	43.78956	average
RW	2018/10/31	Rwamagana	30.4347	-1.9487	average
MG	03 Jul 2021	Ikalamavony	46.58333	-21.15	average
US	06 Nov 2015	Sicklerville	-74.96933	39.71734	accep
BE	2019-11-16	Gembloux	4.69889	50.56149	average
IN	11/20/2013, 00:00:00	Rangia	91.61356	26.44931	accep
MG	2014-11-04	Ambatondrazaka	48.41667	-17.83333	building
ID	11/03/2014, 00:00:00	Diwek	112.23109	-7.57897	excellent
NG	19 Jan 2014	Olupona	4.18333	7.6	average
US	15 Jun 2018	Middle River	-76.43941	39.33427	good
NG	2020/05/21	Lagos	3.39467	6.45407	good
FR	2019-10-06	La Garenne-Colombes	2.2469	48.90472	excellent
CN	11/18/2018, 00:00:00	Zhoushan	122.20488	29.98869	average
LK	2016/07/12	Dehiwala-Mount Lavinia	79.87116	6.84019	average
MD	07 Jul 2017	Soroca	28.28489	48.15659	average
BY	2020-07-24	Vitebsk	30.2049	55.1904	average
UA	09/23/2015, 00:00:00	Kherson	32.6178	46.65581	accep
ES	03/18/2017, 00:00:00	Tudela	-1.60452	42.06166	good
IT	05/26/2018, 00:00:00	Tortona	8.86374	44.89784	accep
DE	07 Jul 2017	Burscheid	7.11393	51.08468	average
CN	2019/08/02	Wacheng	114.51667	33.78333	maintenance
US	2015/10/04	Brighton Beach	-73.95958	40.57788	average
AR	2018/04/13	Rafaela	-61.4867	-31.25033	good
ES	17 Apr 2018	Las Gabias	-3.67029	37.13548	average
CN	2015/04/28	Zhoushan	122.20488	29.98869	good
CN	07/02/2016, 00:00:00	Shaowu	117.4831	27.34089	building
PL	04 Nov 2013	Strzelce Opolskie	18.30056	50.5107	excellent
US	2019-08-04	Woodbridge	-74.28459	40.5576	good
DZ	22 Nov 2017	Beni Douala	4.08282	36.61954	good
RU	2016/11/22	Novosilikatnyy	83.62389	53.30972	accep
CD	2016-01-30	Kasangulu	15.16554	-4.5833	accep
PK	03/08/2017, 00:00:00	Naushahra Virkan	73.97117	31.96258	excellent
ES	08/21/2021, 00:00:00	Caravaca	-1.86343	38.10558	average
NG	2021/06/17	Efon-Alaaye	4.92235	7.65649	accep
CU	2019/03/08	Jaruco	-82.00919	23.04419	average
UA	21 Aug 2014	Polohy	36.25361	47.48444	excellent
KE	09 Nov 2017	Lodwar	35.59642	3.11988	good
FR	2020/09/16	Gonesse	2.44892	48.98693	maintenance
CO	22 Sep 2016	Madrid	-74.26419	4.73245	accep
US	25 Apr 2020	New Canaan	-73.49484	41.14676	average
IN	2013/07/06	Udumalaippettai	77.24779	10.58806	accep
BR	2017-11-28	Viradouro	-48.29694	-20.87306	maintenance
UG	2014-10-29	Kitgum	32.88667	3.27833	good
DE	2017-08-03	Zeitz	12.1369	51.04962	good
BE	2014-11-15	Beveren	4.25633	51.21187	excellent
US	03 Jan 2021	Vestavia Hills	-86.78777	33.44872	maintenance
ME	2014-04-18	Budva	18.84	42.28639	good
NG	22 Mar 2018	Argungu	4.52514	12.74482	accep
US	2020/08/10	Norco	-117.54866	33.93113	maintenance
IT	06/22/2013, 00:00:00	Tortona	8.86374	44.89784	average
IN	2018-05-26	Diamond Harbour	88.18466	22.19303	building
RW	2013-11-13	Rwamagana	30.4347	-1.9487	accep
IN	21 Aug 2014	Srinagar	74.80555	34.08565	accep
TH	21 Oct 2013	Kantharalak	104.64992	14.64056	excellent
MA	2018-12-01	Azrou	-5.22126	33.43443	accep
PH	2015-06-04	Recodo	121.96361	6.95194	maintenance
DE	18 Sep 2014	Losheim	6.74549	49.5099	good
DE	2015/10/05	Gifhorn	10.5511	52.47774	good
US	07/02/2022, 00:00:00	Far Rockaway	-73.75513	40.60538	acceptable
VU	07 Sep 2019	Port-Vila	168.31366	-17.73648	building
MN	28 Nov 2019	Ulan Bator	106.88324	47.90771	accep
US	10 Jul 2016	New Canaan	-73.49484	41.14676	excellent
CA	2015-10-22	Sherwood Park	-113.3187	53.51684	average
CN	2019/05/04	Hengshui	115.70111	37.73222	excellent
RS	29 Dec 2018	Negotin	22.53083	44.22639	building
US	2014/05/07	Woodlawn	-76.72803	39.32288	good
CU	08 Feb 2022	Boyeros	-82.4017	23.0072	good
RU	21 Apr 2021	Kireyevsk	37.92792	53.93361	excellent
VN	2014/01/25	Sa Dec	105.75635	10.29085	excellent
DE	2019/01/03	Bad Honnef	7.2278	50.64336	excellent
US	2013/12/23	Kent	-122.23484	47.38093	good
US	02 Mar 2021	Odessa	-102.36764	31.84568	accep
CN	2016/05/18	Zhuangyuan	120.82747	37.30553	maintenance
PH	2022-07-28	Dipolog	123.33471	8.56697	building
KZ	2014/01/22	Otegen Batyra	77.0202	43.41949	average
PH	2016/08/19	Pilar	120.56528	14.66	excellent
TH	2021/06/29	Yasothon	104.1451	15.79408	good
IT	03/25/2018, 00:00:00	Portogruaro	12.84052	45.78071	average
IT	05 Sep 2019	Agrigento	13.57661	37.31065	building
PH	2015/08/09	Naga	123.758	10.20898	good
NG	2016-11-09	Ilesa	4.74161	7.62789	average
US	01/17/2015, 00:00:00	Canton	-83.48216	42.30865	building
CU	08 May 2018	Jaruco	-82.00919	23.04419	excellent
US	01/08/2019, 00:00:00	Aurora	-104.83192	39.72943	accep
FR	2013-01-22	Bar-le-Duc	5.16108	48.77275	average
PK	04/18/2014, 00:00:00	Sangla Hill	73.38333	31.71667	accep
ID	2016/10/11	Randudongkal	109.3243	-7.0981	average
BJ	11/06/2018, 00:00:00	Tchaourou	2.59753	8.88649	average
US	02 Dec 2014	Milledgeville	-83.2321	33.08014	excellent
DE	27 Jun 2016	Trossingen	8.64409	48.07667	average
JP	2018/10/01	Yao	135.6	34.61667	good
US	09/12/2021, 00:00:00	Keizer	-123.02621	44.99012	excellent
IN	2021/05/27	Manjeri	76.11996	11.12018	accep
IN	21 Nov 2012	Elamanchili	82.85749	17.54907	accep
FR	2021-10-15	Valence	4.8951	44.92801	excellent
BR	2022/04/19	Palmeira	-50.00639	-25.42944	excellent
RU	2015-06-27	Privolzhskiy	46.04833	51.40944	good
NL	2013-06-17	Tongelre	5.51978	51.44889	excellent
GB	02/20/2016, 00:00:00	Penzance	-5.53715	50.11861	good
PK	15 Nov 2017	Kot Addu	70.96699	30.46907	average
FI	2014-10-28	Espoo	24.6522	60.2052	accep
UA	2020/07/15	Zvenihorodka	30.96755	49.07866	accep
PH	2022-05-22	Maasin	124.84472	10.13361	average
GB	2019/07/09	Devizes	-1.99421	51.35084	accep
CA	08 Sep 2016	Norfolk County	-80.38297	42.8334	average
CN	12/26/2013, 00:00:00	Xiangtan	112.9	27.85	good
IN	2017/01/04	Kenda	86.51499	23.1959	accep
SK	2017/05/09	Hlohovec	17.8031	48.43174	average
US	2020/01/25	Shreveport	-93.75018	32.52515	accep
CR	06/02/2013, 00:00:00	San Rafael	-84.13722	9.92787	good
NA	2019-05-07	Okahandja	16.91667	-21.98333	building
BR	2020/03/01	Guaraciaba do Norte	-40.7475	-4.16694	excellent
US	2020/11/26	Odessa	-102.36764	31.84568	average
GB	2018-08-15	Great Wyrley	-2.01111	52.66277	accep
CN	09/23/2018, 00:00:00	Dongdu	117.7	35.85	excellent
DZ	2019/11/30	Cheraga	2.95924	36.76775	excellent
CA	2019-03-07	Dorval	-73.75335	45.4473	excellent
US	2017/02/13	Massapequa	-73.47429	40.68066	excellent
PH	08/27/2016, 00:00:00	Santa Catalina	122.8637	9.3337	accep
CO	2018/04/24	Buenaventura	-77.03116	3.8801	average
CO	08 Jul 2013	Andes	-75.87877	5.6561	average
IN	09/27/2016, 00:00:00	Jais	81.54855	26.2649	average
US	22 Nov 2017	Davis	-121.74052	38.54491	good
MX	2020-05-19	Progreso	-89.66123	21.28306	accep
IN	2014/08/25	Deoli	75.37991	25.75728	excellent
IT	02/23/2022, 00:00:00	Bisceglie	16.50104	41.24264	excellent
IT	19 Jan 2017	Ragusa	14.72443	36.92574	excellent
IN	2014/09/16	Malaut	74.4818	30.21121	excellent
RU	17 May 2022	Novopavlovsk	43.63417	43.96222	accep
IN	2017/02/26	Elamanchili	82.85749	17.54907	accep
JP	2014-05-13	Minokamo	137.02166	35.48199	maintenance
CO	2022-07-31	El Copey	-73.9614	10.15031	maintenance
US	05/23/2015, 00:00:00	Fort Washington	-77.02303	38.70734	maintenance
PK	2014-06-10	Larkana	68.21204	27.55898	excellent
US	02/27/2015, 00:00:00	Porterville	-119.01677	36.06523	average
AZ	2016/12/18	Qazax	45.36561	41.09246	average
BR	2013/01/25	Miracema	-42.19667	-21.41222	average
RU	2016-02-24	Solntsevo	37.38115	55.63711	excellent
KR	2015-04-21	Sinhyeon	128.62667	34.8825	accep
PH	2012/11/05	Manaoag	120.4861	16.0438	accep
DE	01/16/2013, 00:00:00	Karben	8.77155	50.23019	excellent
US	2017/09/04	Port Richmond	-74.13653	40.63316	accep
ID	10/25/2021, 00:00:00	Ngemplak	110.71639	-7.54972	accep
GB	11/07/2014, 00:00:00	Blackpool	-3.05	53.81667	accep
RU	04/16/2021, 00:00:00	Kireyevsk	37.92792	53.93361	accep
IN	2022-06-25	Kashipur	78.95693	29.21399	building
CO	22 Jul 2019	Andes	-75.87877	5.6561	good
CO	11/18/2021, 00:00:00	Buenaventura	-77.03116	3.8801	good
CN	07/21/2013, 00:00:00	Wacheng	114.51667	33.78333	good
CN	10/08/2013, 00:00:00	Xiangtan	112.9	27.85	average
ES	06/21/2018, 00:00:00	Amposta	0.57856	40.70995	maintenance
BE	08 Dec 2017	Denderleeuw	4.07601	50.88506	building
ID	01/27/2015, 00:00:00	Pameungpeuk	107.60389	-7.01833	excellent
HT	2019/03/26	Thomazeau	-72.09391	18.65297	average
IT	01/20/2022, 00:00:00	Agrigento	13.57661	37.31065	excellent
BE	09 Dec 2017	Denderleeuw	4.07601	50.88506	accep
RU	11/15/2021, 00:00:00	Naro-Fominsk	36.73307	55.38752	accep
MX	2015-06-10	Acayucan	-94.91386	17.94979	average
BR	2018-06-27	Aracaju	-37.07167	-10.91111	maintenance
UA	27 Nov 2019	Hlukhiv	33.9162	51.67822	average
PH	09 Sep 2016	Sorsogon	123.99333	12.97389	excellent
US	18 Sep 2019	Sicklerville	-74.96933	39.71734	good
RU	12/28/2012, 00:00:00	Dyat’kovo	34.33825	53.59782	building
RU	2020/12/01	Yablonovskiy	38.94324	44.98901	building
DE	2017-09-15	Bensheim	8.61839	49.68369	good
JP	09 Oct 2018	Inawashiro	140.11667	37.56667	excellent
IN	15 Oct 2016	Tiruppuvanam	78.25795	9.82564	accep
IE	04 Mar 2014	Athlone	-7.95	53.43333	maintenance
KZ	2018/12/26	Otegen Batyra	77.0202	43.41949	excellent
BR	13 Jul 2018	Aracaju	-37.07167	-10.91111	average
DE	2020-11-28	Pfullingen	9.22796	48.46458	accep
GH	2013-06-01	Tarkwa	-1.98956	5.30383	average
SK	2019-04-04	Skalica	17.22635	48.8449	building
IN	2022/01/27	Gajendragarh	75.96976	15.73628	maintenance
JP	09/21/2020, 00:00:00	Ina	137.95378	35.82756	average
MA	03/04/2015, 00:00:00	Temara	-6.90656	33.92866	maintenance
SY	16 Aug 2014	Binnish	36.7138	35.95664	average
CN	06 Apr 2020	Hoxtolgay	86.00214	46.51872	good
FR	2019/02/25	Pamiers	1.6	43.11667	maintenance
AD	2022/02/24	les Escaldes	1.53414	42.50729	excellent
US	2020-02-02	Kensington	-73.97069	40.64621	excellent
HK	2015/04/02	Tsuen Wan	114.10479	22.37066	good
US	19 Dec 2017	Bourbonnais	-87.88754	41.15376	building
RU	10/24/2015, 00:00:00	Yablonovskiy	38.94324	44.98901	building
BR	2020/09/24	Guaraciaba do Norte	-40.7475	-4.16694	good
PH	2014/09/29	Cebu City	123.89071	10.31672	excellent
US	2018/03/30	Porterville	-119.01677	36.06523	average
CN	2019/02/21	Yingkou	122.22833	40.66482	excellent
GM	18 Mar 2022	Farafenni	-15.6	13.56667	excellent
PH	31 Aug 2013	Guyong	120.97844	14.8361	good
MN	2015/05/04	Ulan Bator	106.88324	47.90771	accep
US	2019-02-26	Mechanicsville	-77.37331	37.60876	excellent
ES	2019-07-18	Gandia	-0.18333	38.96667	good
TZ	2017/05/06	Usagara	33	-2.68333	average
ID	2017/07/05	Kediri	112.01667	-7.81667	good
ET	06/27/2019, 00:00:00	Arba Minch	37.55	6.03333	excellent
NG	2016/02/18	Efon-Alaaye	4.92235	7.65649	excellent
CA	08/06/2022, 00:00:00	Sherwood Park	-113.3187	53.51684	accep
FR	08/17/2017, 00:00:00	Valence	4.8951	44.92801	good
US	2015/12/03	Scottsdale	-111.89903	33.50921	excellent
PE	2019-04-11	Chosica	-76.70944	-11.94306	good
GB	20 Dec 2020	Leyland	-2.68758	53.69786	maintenance
DE	31 May 2020	Dahlem	13.28702	52.4581	average
FR	04/21/2016, 00:00:00	Valence	4.8951	44.92801	accep
IN	01 Dec 2015	Robertsonpet	78.27539	12.95629	accep
MX	21 Apr 2016	Santa Rosa Jauregui	-100.44843	20.74122	good
PK	2016/12/24	Khairpur Mir’s	68.75915	27.52948	accep
PH	03/28/2021, 00:00:00	Manaoag	120.4861	16.0438	accep
PK	16 Jun 2013	Jhol	68.88871	25.95533	good
DE	2016/06/28	Siegburg	7.20769	50.80019	building
BR	2021/03/07	Porto Velho	-63.90389	-8.76194	average
RO	2020/02/29	Sector 6	26.01649	44.43579	good
CN	10/04/2021, 00:00:00	Jiangyan	120.14278	32.50611	good
US	05 Oct 2020	Iron River	-88.64235	46.09273	accep
IN	2012/10/31	Madhipura	86.79271	25.92127	accep
CO	27 Sep 2021	Villa del Rosario	-72.47417	7.83389	average
MY	03/16/2022, 00:00:00	Kulai	103.6032	1.6561	building
US	30 Sep 2016	Hutchinson	-97.92977	38.06084	excellent
US	13 Jul 2019	Sunnyside	-120.00865	46.32374	good
AZ	2015/01/07	Astara	48.87498	38.45598	good
RU	2013-03-25	Alatyr’	46.5813	54.8421	excellent
FR	01/22/2018, 00:00:00	Rueil-Malmaison	2.18967	48.8765	good
ID	2016/12/18	Simpang	104.09701	-1.26424	accep
FR	2014/07/29	Rueil-Malmaison	2.18967	48.8765	average
DE	08/30/2021, 00:00:00	Zeitz	12.1369	51.04962	good
IN	2016/05/28	Barbil	85.37752	22.10194	accep
DE	08/07/2021, 00:00:00	Burscheid	7.11393	51.08468	good
ES	09/06/2018, 00:00:00	el Camp de l'Arpa del Clot	2.18247	41.41204	good
ES	2018-09-27	Ferrol	-8.2194	43.48961	building
DE	2018/02/14	Zeitz	12.1369	51.04962	maintenance
TW	2021-05-29	Magong	119.58627	23.5654	average
BR	2015/02/02	Soure	-48.52333	-0.71667	average
IT	2020-04-11	Bisceglie	16.50104	41.24264	building
RU	02/03/2022, 00:00:00	Lesosibirsk	92.48278	58.23583	good
AU	2013/07/13	Maryborough	152.70493	-25.54073	excellent
ES	11/03/2016, 00:00:00	Gandia	-0.18333	38.96667	accep
CF	09 Feb 2018	Carnot	15.87735	4.94273	good
FR	2015-01-08	Valence	4.8951	44.92801	maintenance
CI	2018-06-15	Bonoua	-3.59625	5.27247	accep
US	12/18/2013, 00:00:00	Fairview Heights	-89.99038	38.58894	accep
IN	2020/01/07	Narwar	77.9129	25.6439	accep
IN	2020/02/29	Sojat	73.66633	25.92493	maintenance
US	11 Nov 2013	Malden	-71.06616	42.4251	excellent
UZ	03/06/2018, 00:00:00	Parkent	69.67639	41.29444	average
IN	10/25/2018, 00:00:00	Uran	72.93924	18.87813	excellent
RU	2013-08-02	Ulan-Ude	107.60627	51.82721	average
AM	04/20/2017, 00:00:00	Hrazdan	44.7662	40.49748	excellent
BR	02/26/2017, 00:00:00	Nova Xavantina	-52.35558	-14.66463	excellent
AU	2017/04/01	Griffith	146.05093	-34.28853	maintenance
CN	03/20/2014, 00:00:00	Nanpiao	120.74792	41.09822	excellent
FR	2021/07/19	Ajaccio	8.73812	41.91886	average
US	04/15/2019, 00:00:00	Saratoga Springs	-111.90466	40.34912	excellent
JM	16 Aug 2013	New Kingston	-76.78319	18.00747	good
MK	12 Oct 2020	Bogovinje	20.91361	41.92361	average
AU	10 Mar 2020	Nowra	150.60036	-34.88422	maitennce
US	21 Oct 2018	Toledo	-83.55521	41.66394	average
IN	04/24/2018, 00:00:00	Osmanabad	76.03889	18.18158	accep
DE	15 Apr 2016	Bretten	8.70745	49.03685	excellent
IN	05/29/2016, 00:00:00	Bhayandar	72.85107	19.30157	average
ME	23 Dec 2012	Budva	18.84	42.28639	building
IN	2015-07-31	Elamanchili	82.85749	17.54907	excellent
AU	16 Apr 2020	Nowra	150.60036	-34.88422	average
MW	20 Apr 2013	Salima	34.4587	-13.7804	excellent
US	13 Mar 2014	Pahrump	-115.98391	36.20829	average
TZ	03/01/2013, 00:00:00	Usagara	33	-2.68333	excellent
GB	2017/04/22	Selby	-1.06667	53.78333	good
RU	02 Aug 2020	Yashkino	85.4265	55.8736	excellent
RU	2018/05/20	Ozersk	60.70278	55.75556	excellent
ID	2021/02/24	Pameungpeuk	107.60389	-7.01833	maintenance
IL	2013/04/16	Ramla	34.86563	31.92923	building
UA	2016-06-09	Artsyz	29.41824	45.99194	average
JP	07 Jun 2014	Shinshiro	137.5	34.9	average
GB	2019-03-25	Poulton-le-Fylde	-2.98333	53.83333	excellent
PH	16 Aug 2019	Pilar	120.56528	14.66	average
CU	2015/08/20	Corralillo	-80.58556	22.98212	accep
FR	09 Dec 2015	Niort	-0.45877	46.32313	maintenance
US	04/02/2013, 00:00:00	Bridgeport	-73.20483	41.16704	accep
UA	12/27/2013, 00:00:00	Voznesensk	31.33078	47.56494	accep
IN	2014-02-10	Alwaye	76.35484	10.10649	good
US	2022-01-27	Greenville	-91.06177	33.41012	excellent
US	07/23/2022, 00:00:00	Evergreen Park	-87.70172	41.72059	accep
LT	2012-10-16	Alytus	24.04142	54.39635	good
US	12 Jan 2013	Fayetteville	-78.87836	35.05266	accep
US	2017/01/30	Davis	-121.74052	38.54491	maintenance
US	05/28/2014, 00:00:00	Collinwood	-81.56929	41.55838	average
JP	2021-10-07	Inawashiro	140.11667	37.56667	good
PK	2021/07/29	Fazilpur	75.06583	32.17629	average
RU	14 May 2014	Gudermes	46.10925	43.35071	average
RU	23 May 2016	Solntsevo	37.38115	55.63711	good
LT	05/09/2020, 00:00:00	Alytus	24.04142	54.39635	good
US	2013/09/23	Yonkers	-73.89875	40.93121	good
SL	2021/08/10	Freetown	-13.2356	8.48714	accep
IN	02 Oct 2019	Bachhraon	78.23456	28.92694	average
IN	15 Dec 2017	Leteri	77.40858	24.05979	average
JP	2015-06-21	Motomachi	144.09638	43.82634	good
DE	04/11/2016, 00:00:00	Bretten	8.70745	49.03685	accep
US	2016/05/30	Massapequa	-73.47429	40.68066	excellent
PT	05/23/2013, 00:00:00	Carnaxide	-9.24671	38.72706	building
BR	15 Aug 2022	Porto Velho	-63.90389	-8.76194	excellent
CL	2014/10/31	La Ligua	-71.23106	-32.45242	good
PK	08/02/2021, 00:00:00	Khairpur Mir’s	68.75915	27.52948	maintenance
US	03 Feb 2022	Bothell	-122.2054	47.76232	excellent
IN	2020/11/04	Gariadhar	71.57737	21.53889	accep
DE	2018/08/01	Karben	8.77155	50.23019	average
ID	10/12/2018, 00:00:00	Pekanbaru	101.44167	0.51667	maintenance
US	2015-03-11	Acworth	-84.67837	34.06635	average
DJ	09 Sep 2020	'Ali Sabieh	42.7125	11.15583	building
US	03/01/2017, 00:00:00	Fayetteville	-78.87836	35.05266	accep
DE	2013-12-27	Wesseling	6.9747	50.82709	maintenance
TH	12/20/2018, 00:00:00	Yasothon	104.1451	15.79408	excellent
MY	19 Mar 2014	Gua Musang	101.96857	4.88441	good
ES	2021/05/10	Gernika-Lumo	-2.68333	43.31667	excellent
FR	2018/03/31	Valence	4.8951	44.92801	excellent
RU	09 Feb 2014	Kireyevsk	37.92792	53.93361	excellent
MN	16 Jul 2018	Ulan Bator	106.88324	47.90771	accep
ID	01 Feb 2022	Wangon	109.05389	-7.51611	average
MY	2021-03-06	Kulai	103.6032	1.6561	excellent
GB	2017-10-08	Barnet	-0.2	51.65	maintenance
UZ	06/29/2014, 00:00:00	Andijon	72.34424	40.78206	excellent
IN	11/17/2018, 00:00:00	Sirsi	74.83554	14.62072	average
MZ	06/27/2018, 00:00:00	Maxixe	35.34722	-23.85972	average
PL	2016-10-21	Jaworzno	19.27498	50.20528	building
PH	2018-06-01	Burgos	120.57224	15.72892	maintenance
US	2017-01-25	Lino Lakes	-93.08883	45.16024	excellent
GN	12/29/2014, 00:00:00	Camayenne	-13.68778	9.535	good
CU	2020/03/26	Corralillo	-80.58556	22.98212	maintenance
RU	2021-01-11	Buynaksk	47.1192	42.819	good
RE	25 Mar 2013	Saint-Denis	55.4504	-20.88231	accep
DZ	2020-07-19	Cheraga	2.95924	36.76775	good
BR	02/07/2021, 00:00:00	Muritiba	-39.25	-12.91667	good
US	2017/11/01	Porterville	-119.01677	36.06523	maintenance
BR	01 Apr 2022	Palmeira	-50.00639	-25.42944	average
TH	2021-09-11	Nakhon Pathom	100.04427	13.8196	average
ES	25 Aug 2016	Palafrugell	3.1631	41.91738	excellent
PH	2016/06/01	Pilar	120.56528	14.66	accep
US	2014/08/21	Kearns	-111.99633	40.65995	maintenance
AZ	2018/12/31	Qazax	45.36561	41.09246	accep
GB	2019-02-08	Clacton-on-Sea	1.15597	51.78967	average
DE	06 Feb 2014	Charlottenburg-Nord	13.29371	52.53048	excellent
IT	01 Nov 2018	Somma Vesuviana	14.43865	40.87329	good
IN	09/30/2014, 00:00:00	Aistala	88.58	23.18	average
ES	08/27/2018, 00:00:00	Amposta	0.57856	40.70995	good
IT	07/15/2013, 00:00:00	Misterbianco	15.00913	37.51803	good
US	2020-05-25	San Gabriel	-118.10583	34.09611	excellent
NG	09/03/2020, 00:00:00	Igbara-Odo	5.06258	7.50251	good
GB	05/12/2018, 00:00:00	Hartley	0.30367	51.38673	maintenance
US	12/27/2012, 00:00:00	Lutz	-82.46148	28.15112	good
RU	2017/07/03	Buynaksk	47.1192	42.819	accep
KZ	14 Jan 2017	Zaysan	84.87144	47.46657	excellent
