longitude	Pb	NH3	PRES	H2CO	SO2	latitude	PM2.5	TEMP	C2H3NO5	CO	PM10	CFCs	PAHs	CH4	O3	NOx	warning
103.6032	51.01683	6.55802	1092.83759	57.65449	9.03036	1.6561	4.87020	18.05293	2.19134	5.29953	6.38658	63.60743	10.33812	9.09990	7.02433	11.43842	0.00000
19.91667	61.99995	8.25025	1056.43992	65.49814	7.67603	-11.78333	9.76021	10.03363	6.21125	6.15612	8.66604	62.78831	8.45078	8.97456	7.41452	6.50732	1.00000
75.37991	61.11274	4.76410	1077.62827	32.49312	12.07950	25.75728	5.54773	21.24127	4.17627	9.85993	8.23434	48.46155	10.63939	8.60425	6.69305	9.84577	0.00000
37.38115	40.67975	7.10838	1105.43216	33.11452	10.67668	55.63711	7.37077	19.23105	3.10450	5.92782	7.86948	77.48584	8.98450	8.66014	8.70981	8.46182	0.00000
-87.70172	52.32440	8.51832	1132.80779	32.82427	6.19468	41.72059	10.06446	21.33422	1.89362	10.47854	7.61907	50.97906	10.34909	9.66014	8.56895	9.81331	1.00000
31.3237	26.00633	9.34892	1068.22936	52.19894	5.52244	52.4089	13.12472	16.36402	3.26571	6.97942	7.79315	60.68936		7.55059	9.77507	13.84526	1.00000
3.39467	48.66676	4.42236	1174.35521	31.80101	7.89304	6.45407	12.09427	12.35950	10.25526	7.07731	9.27104	39.85778	10.70210	8.48283	8.21254	7.68045	1.00000
-156.47432		6.19566	1143.20274	51.11093	5.87196	20.88953	7.84233	21.97816	5.86742	8.30400	8.54605	19.34616	10.55138	9.19359	7.49507	4.42267	1.00000
10.78222	33.47770	9.29192	1177.50089	51.52779	6.91888	36.46917	11.12009	6.63254	5.96678	9.97949	8.61631	54.15078	11.89634	8.06203	8.19250	7.56011	1.00000
-1.98956	65.36440	3.91479	1168.99125	66.54327	7.28395	5.30383	8.74748	6.08296	6.62658	9.00889	8.62814	52.20304	11.37456	6.69951	7.83018	4.79032	1.00000
9.47629	57.65628	6.47959	1108.42728	73.95464	6.10362	53.59337	10.46141		2.61306	6.35505	7.27727	58.97289	8.16311	8.97145	8.32010	13.12775	1.00000
123.758	48.92283	5.95836	1147.48608	30.08141	6.43894	10.20898	9.63372	23.99151	3.64849	7.30715	8.02751	42.69389	10.33347	7.71773	7.35563	6.18827	1.00000
115.88782	44.37349	7.90258	1104.53939	49.83380	5.42686	-32.05251	7.00759	5.01957	9.29615	6.27928	9.11004	52.09844	10.41255	7.08936	7.17812	2.23682	1.00000
141.95	16.06178	5.87629	1077.44666	64.34601	9.82927	39.46667	7.67364	11.39513	2.34623	7.98807	7.32667	60.18569	9.71801	7.94507	8.34179	9.70581	0.00000
82.85749	46.81783	5.97158	1092.95934	61.84773	8.11398	17.54907	8.47132	28.76808	6.39708	8.29745	8.76790	55.63067	8.81665	8.20013	9.52944	6.63678	1.00000
-88.31476	76.81928	4.84400	1162.31729	49.25094	5.03994	36.61033	9.15130	10.69732	37.97053	4.13818	10.63188	57.57430	9.42203	8.81712	8.13336	12.30670	1.00000
106.88324	18.18658	7.67841	1186.67192	31.27565	6.01206	47.90771	10.01465	2.94802	12.10327	7.08300	9.43538	44.05435	9.01016	6.61282	7.58116	8.02096	1.00000
-0.2	60.23222	8.40299	1136.32741	38.92322	5.14129	51.65	7.74016	11.44615	4.65840	7.14281	8.35683	60.25056	8.74356	8.40479	7.26878	7.61423	1.00000
-83.55521	42.99403	9.36137	1195.45569	45.06535	6.03768	41.66394	8.16249	9.25841	1.77868	6.48743	6.68941	73.42643	5.49267	6.67800	6.96178	7.90268	0.00000
-80.38297	51.97883	9.44625	1164.35788	65.59868	7.39875	42.8334	10.02459	20.45169	18.53088	6.71901	9.94129	50.09004	7.06533	6.98204	8.56544	8.56722	1.00000
2.1699	52.22248	5.24357	1172.86405	54.59491	8.57752	48.98994	6.71176	16.39107	5.91720	4.47744	8.66326	40.39394	9.67430	7.99923	8.44143	12.01635	1.00000
16.50104	44.26969	6.58844	1109.76612	32.49290	10.13941	41.24264	9.22164	35.99931	1.45614	5.97236	6.16558	44.76022	9.88162	6.71488	8.47700	8.47427	0.00000
114.10479	61.73380	8.11337	1119.96202	35.83119	5.74376	22.37066	11.85454	26.68553	5.22089	6.54742	8.42347	42.90848	10.75960	8.48671	7.96802	12.59334	1.00000
-59.13316	41.10348	7.06759	1112.22348	43.53677	8.01613	-37.32167	10.18142	16.60331	4.04121	7.02612	8.25140	61.12992	9.06971	9.61498	8.97723	5.85403	1.00000
-76.72803	53.04582	6.85162	1189.43945	46.54368	8.71685	39.32288	7.08557	25.70269	5.32658	8.22825	8.41481	60.35559		6.38622	10.04739	10.07474	0.00000
122.20488	39.46755	5.94234	1096.78237	39.49163	8.46726	29.98869	8.82222	14.68596	2.29146	8.32488	7.26142	38.59873	9.39956	7.95917	7.27964	6.38452	1.00000
9.02596	60.82620	8.16989	1145.08619	56.79123	6.65376	48.21644	9.05748	19.19369	0.68215	6.94226	5.40580	45.84267	8.64871	7.23665	8.61138	7.39826	1.00000
-0.59543	69.64505	6.95249	1130.09087	66.92585	6.32885	44.80477	9.66795	28.19272	8.30439	7.28661	9.04329	53.81569	9.23669	7.82979	6.35596	9.61018	1.00000
5.06258	40.88201	8.54013	1151.11499	70.57943	8.50292	7.50251	8.06553	3.02371	2.17831	9.04007	6.69134	61.14968	10.74818	8.35866	9.48736	8.13531	0.00000
103.6032	53.13773	6.72644	1161.85888	65.90833	7.09979	1.6561	10.00180	18.52212	2.54382	5.25892	6.94147	56.26561	8.05420	8.42548	8.97861	11.23679	1.00000
24.95034	53.89914	7.37808	1093.29230	36.04116	7.05628	60.18427	9.88213	1.13570	1.77238	6.53426	6.58567	50.95666	9.36781	7.83251	8.06689	5.56828	1.00000
135.6	67.00439	11.59744	1157.98446	40.46770	8.17118	34.61667	3.88850	27.20100	5.78569	6.71561	8.62930	36.80330	7.76298	6.02119	10.07046	5.81550	0.00000
-77.37331	51.61010	8.92976	1077.17143	26.65642	5.78872	37.60876	7.13482	17.83347	2.23601	7.92995	6.94466	59.37275	6.20959	6.86227	8.25363	6.52134	0.00000
4.62744	53.04504	6.95212	1082.70458	53.11841	6.39699	36.06386	10.05070	12.67954	3.80621	4.52901	7.95996	52.62582	10.22496	9.28022	8.72493	11.20096	1.00000
123.758	56.47060	10.23083	1113.45622	45.20144	9.07291	10.20898	5.02862	13.75633	2.19839	5.15178	6.76188	29.56121	6.96637	9.20179	10.09986	8.01794	0.00000
14.43865	40.73604	6.83768	1148.47975	54.69911	8.24299	40.87329	7.30416	26.34649	14.46149	8.59985	9.65565	47.23231	9.05248	8.27568	8.92086	9.99611	0.00000
137.36215	41.00476	7.91959	1198.64527	54.97466	7.65962	36.75965	9.36582	11.90232	0.98427	10.63356	7.01245	48.93453	10.88483	8.49094	8.03890	6.27095	1.00000
30.28491	41.76641	4.06981	1177.33589	70.58959	10.13706	60.02427	3.45544	30.07600	20.81808	6.15876	10.03495	48.64843	10.39534	8.37398	6.95703	12.97390	0.00000
10.78222	54.05295	9.76980	1179.33427	76.48239	5.79248	36.46917	8.38240	-0.62815	18.30436	6.77615	9.87541	21.44016	7.55775	7.91766	8.37686	10.12031	1.00000
75.06583	54.65848	6.49065	1183.81537	61.73902	6.54724	32.17629	9.08003	6.11125	2.29878	6.86464	7.53565	54.38849	10.31010	10.35728	8.32064	6.22502	1.00000
38.2739	61.82612	7.59706	1120.22897	61.43715	5.78687	46.7055	10.79120	-16.73357	4.63141	9.84804	8.28285	39.80874	10.70624	8.46073	7.95021	10.14593	1.00000
2.59753	57.88509	5.15269	1076.99560	37.66611	10.27075	8.88649	9.04130	-2.71132	3.16117	8.50140	7.28995	21.14341	12.22415	7.34084	8.83770	9.37776	0.00000
72.85107	49.01530	9.58512	1089.47519	46.65416	5.92013	19.30157	5.33163	6.65787	1.94558	6.10371	7.38882	38.22688	5.00180	8.83095	7.21210	7.57710	0.00000
34.4587	28.49729	4.98468	1185.61797	43.26318	10.69027	-13.7804	8.30572	1.76913	10.06399	8.95614	9.21680	64.29032	12.37345	8.38114	7.87092	9.41972	1.00000
2.18967	72.19837	6.87420	1139.76073	33.75726	9.57060	48.8765	6.65460	9.07157	7.43575	5.23513	8.80375	53.78148	9.76801	7.25711	7.97412	9.96190	0.00000
73.66633	48.41958	11.88595	1149.82596	43.08692	8.17247	25.92493	6.27735	-4.20873	1.73138	4.52603	7.14590	56.47689	6.23741	8.59635	7.52241	8.59685	0.00000
117.4831	32.82558	6.56137	1065.94374	81.73240	8.73100	27.34089	9.58052	10.31425	7.04890	6.04655	8.86300	56.47238	8.41887	8.82718	6.69406	7.90591	1.00000
35.23388	61.32610	9.14311	1088.93901	46.24848	8.73050	31.78336	7.44045	23.54095	1.95481	6.23559	5.72349	76.03199	8.15271	7.98436	8.26821	8.11000	0.00000
39.28333	67.88925	5.44328	1116.71337	43.16066	6.83392	-10.33333	7.69806	7.00765	5.08915	7.47624	8.10283	46.86847	9.44190	6.93633	7.86574	8.28790	1.00000
-91.77127	69.40218	8.01514	1165.87855	27.92858	5.57418	37.95143	10.13361	25.47520	1.92449	6.23197	7.45100	56.55855	9.73166	7.65270	9.43436	11.72919	1.00000
-48.52333	39.05221	5.37638	1098.73849	59.37740	7.11834	-0.71667	9.69337	17.17992	2.95751	7.53599	7.28094	47.65570	10.74548	7.92565	9.22477	7.95927	1.00000
-63.90389	34.64828	10.13815	1156.10507	52.41698	8.44480	-8.76194	6.16176	19.25834	2.14665	6.19310	7.60054	34.58999	7.31414	8.75231	8.85155	7.41448	0.00000
-86.57415	53.71911	5.33386	1073.49897	41.52225	7.40256	15.48131	7.48530	14.68706	5.85065	7.48885	8.57390	45.86537	8.69004	8.27163	9.63293	8.49874	1.00000
35.59642	52.22140	7.38420	1053.00042	60.48927	8.36824	3.11988	9.97809	17.89685	6.19933	7.12694	8.62449	46.23428	8.06593	8.61520	7.21169	8.58226	1.00000
59.4839	40.94565	7.38442	1113.81092	55.86952	6.23729	58.7002	10.65732	24.95896	25.24876	7.44515	10.19737	64.57552	11.46967	8.41671	6.96832	9.45582	1.00000
113.82465	68.79675	9.84937	1138.10434	44.41625	5.52706	23.29549	10.03285	4.92008	2.44814	6.07789	7.40947	52.36879	7.64094	9.77789	8.87658	8.23274	1.00000
51.0193	53.22681	6.29968	1142.29280	41.67846	6.48731	35.6803	10.22851	7.37127	10.96461	6.57549	9.43547	26.33423	10.24820	8.39635	7.68991	7.29001	1.00000
-1.32471	31.98823	4.87488	1088.07382	37.82948	8.10603	51.40148	7.98745	25.06928	8.41637	5.18784	8.98796	45.53353	9.38456	9.32320	6.37468	7.42744	1.00000
-120.43572	36.00849	6.21611	1141.33805	47.52700	6.78925	34.95303	8.47421	19.86396	4.31841	7.80243	8.14807	19.96248	9.11919	8.67961	7.48697	9.61145	1.00000
-122.38731	49.80039	9.46454	1080.25623	46.16115	8.68165	45.53929	10.25194	32.92096	27.52563	6.73780	10.31609	61.38443	6.48675	7.58019	9.53949	8.56214	1.00000
36.36339	53.67722	8.23408	1146.08101	67.87243	8.62119	0.03813	5.14678	23.23011	9.04683	5.25533	9.17791	51.38264	8.39854	8.19204	6.33743	9.76963	0.00000
77.0202	24.69953	7.40091	1167.87143	23.68234	4.85517	43.41949	8.83075	6.25026	29.23204	8.88234	10.34924	23.48120	6.78618	7.91857	7.47364	5.99551	0.00000
-121.74052	21.61220	5.71750	1096.46414	40.18087	6.62882	38.54491	9.64881	17.61142	12.70357	6.98739	9.46753	46.19548	10.69895	9.40572	8.14686	6.32421	1.00000
13.29371	77.22206	6.24898	1158.57488	32.89914	7.79573	52.53048	9.54025	30.55610	4.53872	6.78298	8.40143	30.40901	9.78937	8.44149	8.96256	5.49362	1.00000
15.00913	49.42512	7.04779	1168.32674	52.64837	7.28854	37.51803	9.41455	11.26273	5.39329	7.17412	8.48197	47.93665	10.79307	7.25209	7.18847	7.54092	1.00000
-77.02303	41.92515	8.08579	1133.75524	56.10850	8.55374	38.70734	8.12878	11.80177	4.53490	5.66373	8.43671	41.47060	8.68595	10.20433		8.84413	0.00000
109.3243	45.54491	8.84158	1092.12583	25.46180	10.19374	-7.0981	5.92145	8.79202	32.07159	4.46921	10.48268	46.52222	7.23673	7.91440	6.79543	8.59726	0.00000
-56.52361	54.42002		1169.98071	45.11830	8.72119	-33.38056	5.73470	8.12355	4.38430	6.55180	8.39428	59.74311	7.77976	8.72431	10.33941	8.43089	0.00000
-122.38731	56.38772	4.00793	1189.55867	60.72084	12.64728	45.53929	8.91305	-5.00989	26.44495	9.06581	10.27352	45.36635	10.63543	10.19495	5.85946	8.43959	0.00000
4.69889	33.67470	6.53324	1170.11962	24.31264	6.59978	50.56149	9.24106	13.42800	13.65003	5.90714	9.63248	54.22057	8.47700	9.93748	9.42923	10.49407	1.00000
-89.64066	56.70195	7.00203	1142.49826	57.84300	9.66797	40.56754	6.75518	9.50454	4.64853	8.17643	8.40402	70.21966	9.52204	7.58342	8.10263	9.15082	0.00000
42.7125	45.08966	6.67685	1180.94849	33.79042	6.91392	11.15583	9.86100	-0.34193	1.78826	6.39257	7.05276	60.84586	9.98032	7.27002	7.03596	6.40758	1.00000
4.69889	43.16630	11.30710	1110.68338	45.33562	6.98176	50.56149	10.13443	13.93507	3.43087	7.29061	8.09612	50.41008	8.95857	8.46679	7.69537	5.82578	0.00000
141.95	51.31859	7.59877	1125.19144	37.25623	4.96278	39.46667	8.59591	3.95316	6.37713	7.71092	8.50200	63.52047	5.75808	8.04729	7.89122	7.47663	0.00000
16.54165	43.12666	8.84886	1096.51926	47.19994	8.33163	68.79833	11.02524	21.80471	9.67685	9.35199	9.20022	43.50425	10.40498	7.02433	8.49626	7.18530	1.00000
-81.26367	46.55685	7.24150	1097.71671	35.99940	6.99227	28.90054	5.89937	2.02287	5.23288	6.23835	8.49594	50.50695	4.76427	9.08799	8.33711		0.00000
4.47124	41.52310	10.14362	1198.61049	39.68640	6.79846	51.95838	8.58336	34.78054	3.84249	6.34843	8.33868	37.40988	7.93810	9.21042	7.32571	6.54289	0.00000
47.1192	49.70387	7.46772	1194.95232	37.16705	5.60102	42.819	9.13853	12.94963	1.85910	6.59185	7.56642	36.74795	9.72089	8.07145	6.09266	7.85383	1.00000
-2.58736	56.29900	6.74577	1109.33784	67.15843	5.57534	56.56317	9.15333	23.46896	1.92111	6.35017	7.66973	62.38285	10.40953	9.04990	9.10439	8.94543	1.00000
38.01667	31.74574	5.73085	1069.71312	36.78019	7.06190	11.85	9.84436	18.59080	6.53148	7.14712	8.68159	57.19660	10.49582	7.38549	7.81902	7.47537	1.00000
88.28637	37.22233	6.61876	1080.08595	14.18407	5.44279	23.07492	8.86914	17.92339	4.57161	7.60722	8.41508	59.54952	11.47458	8.89553	7.22032	9.31565	1.00000
7.36027	54.27857	10.31809	1126.35777	21.07076	8.39982	51.20219	6.80662	20.26605	5.40974	4.64410	8.47807	32.72380	6.61919	6.98432	6.70137	8.50055	0.00000
-42.19667	68.59653	6.19729	1096.60190	36.41735	6.71500	-21.41222	10.37459	26.09718	2.51319	6.41787	7.06414	46.21983	10.49109	7.48205	9.32558	6.48914	0.00000
-52.35558	21.94938	7.99633	1115.17013	51.26281	8.40944	-14.66463	10.09129	31.55969	7.76298	8.93511	8.90190	55.73859	10.50024	7.69126	9.29013	7.49565	1.00000
34.33825	59.13977	5.89969	1078.78149	47.48575	5.43552	53.59782	8.20850	2.51526	2.77435	6.41691	7.63043	65.63530	11.23684	7.51859	9.51215	5.67403	1.00000
17.10558	46.28565	5.74081	1179.79527	49.22453	6.14759	61.72744	8.31346	11.53802	4.67395	7.34114	8.64337	56.14442	8.95501	6.83922	7.77620	9.68076	1.00000
82.85749	56.21923	5.10623	1173.57505	38.64345	6.13357	17.54907	9.37443	8.43273	2.37898	8.16544	7.45597	53.26359	11.25425	7.34080	7.07029	5.67009	1.00000
78.27539	33.47558	7.11167	1148.00981	44.13092	7.82963	12.95629	9.63062	17.22297	14.78191	7.07142	9.66142	36.35420	8.34207	9.22460	8.57648	9.40368	1.00000
78.40102	59.42665	7.03606	1123.09906	33.87873	9.19111	27.9247		10.93996	1.74469	5.52633	6.93176	51.40519	9.30540	5.92217	8.22908	10.31440	1.00000
77.24779	48.93345	7.36240	1169.52496	28.69425	5.88265	10.58806	7.33263	10.31529	1.96650	8.17132	6.90536	53.13232	5.77728	9.22365	7.61929	7.20716	0.00000
38.94324	14.55811	5.49393	1092.22253	35.04498	5.66821	44.98901	12.55596	15.80763	6.88383	4.25788	8.81175	37.81163	11.69210	7.91298	9.41722	10.42394	1.00000
-72.09391	39.00655	6.28915	1082.74578	50.54785	8.39311	18.65297	9.19683	9.44837	7.90435	6.24776	8.97229	48.87856	9.63585	8.18725	10.68569	7.87572	1.00000
4.62744	66.25905	4.84326	1089.82688	41.55799	7.15455	36.06386	10.96512	6.90363	15.62447	6.66411	9.67906	48.40694	11.22171	7.70770	8.25866	8.28761	1.00000
78.95693	43.80800	8.53991	1106.74115	40.67152	8.57932	29.21399	11.19421	26.67447	1.60781	7.56901	7.02735	47.54918	6.84059	9.44300	8.73042	7.43192	1.00000
10.78222	43.05095	9.20518	1177.84329	74.90597	8.23757	36.46917	10.47290	12.30276	4.13345	8.93303	7.84778	55.80594	9.63844	8.86611	8.64535	8.06009	1.00000
-0.2	67.46691	8.42895	1134.87666	52.67625	6.91943	51.65	10.99915	26.13036	3.24471	8.33636	7.97993	41.41179	10.94893	9.47987	7.15119	9.66819	1.00000
38.01667	50.40030	9.41411	1136.57193	74.25064	8.91929	-5.41667	7.89925	9.77631	12.55770	5.46732	9.45521	69.11325	6.63434	7.44695	5.86228	7.14261	0.00000
-71.23106	53.22257	3.76052	1158.04276	59.83303	6.27771	-32.45242	7.72082	6.66435	7.58840	3.40747	8.83853	58.94188	6.91084	8.78712	8.93800	13.25178	1.00000
13.10984	48.56555	9.75708	1162.46678	51.86505	5.98218	51.30001	6.36158	16.84419	4.20992	7.64760	8.04793	58.16691	5.51505	7.86853	8.57101	6.36167	1.00000
9.15214	66.22479	7.79183	1108.19397	62.10945	4.76582	49.97704	10.29709	2.38643	2.34178	6.66838	7.64229	35.01662	10.91319	9.21295	8.34727	12.77036	1.00000
-73.9625	22.28378	7.59290	1171.06997	33.81783	6.81636	40.81	11.03359	20.51854	4.94140	6.09826	8.28341	53.84460	10.11889	8.62242	9.12321	10.35808	1.00000
78.25795	43.29310	11.00620	1177.16940	36.10083	6.06478	9.82564	5.07302	5.97634	2.77170	6.65380	7.68313	40.40561	7.22563	7.57476	8.10109	4.52808	1.00000
-113.3187	64.63664	6.61099	1120.62044		6.86040	53.51684	8.55507	3.23485	7.70426	6.94843	9.07359	70.12607	8.86756	8.70307	8.37022	9.20675	1.00000
19.27498	66.33231	7.12508	1176.07653	55.10398	6.07019	50.20528	9.74484	-1.11793	5.72467	6.64967	8.56638	48.44346	9.41469	8.09603	7.55638	8.94898	1.00000
3.39467	52.79402	6.07671	1099.04061	48.73282	6.56258	6.45407	10.02852	7.28911	0.98838	7.26159	6.13319	49.95389	10.39946	6.03787	7.48572	7.04187	1.00000
107.60627	45.90961	8.06214	1114.23750	35.96769	7.15782	51.82721	8.96704	5.27948	6.41916	6.39660	8.78289	49.79227	8.80239	8.80065	7.25646	4.56368	1.00000
-3.53261	44.90149	9.08912	1089.43000	45.41146	8.24424	40.42386	6.85311	23.32736	8.16707	6.10788	8.96222	54.41570	9.33731	8.97186	7.84133	9.02300	0.00000
1.10687	32.95054	10.96558	1132.35924	54.98384	5.60476	41.15612	9.86274	15.16434	22.06701	8.48996	10.08551	37.92641	7.40188	8.58664	7.90542	6.46033	0.00000
-73.26022	47.28752	6.90148	1079.79624	48.06609	9.88854	6.46838	9.67025	-1.69078	3.87490	8.84676	8.04247	56.08797	10.29873	6.77859	6.68881	7.79042	0.00000
137.5	56.70059	5.98617	1128.90919	60.83670	7.84642	34.9	9.35492	18.82638	3.78482	6.83738	7.97037	45.14513	10.19510	8.07111	7.28057	7.38875	1.00000
-1.98956	61.33818	7.09886	1163.29400	44.84440	10.70349	5.30383	7.19847	2.49699	1.88682	7.32120	6.41084	57.48134	9.12310	7.09087	9.27488	8.57821	0.00000
-13.68778	37.55898	6.45520	1145.77315	39.91022	9.27927	9.535	8.20784	25.50879	5.14130	7.91472	8.57633	56.76716	11.85533	8.50802	8.36819	9.60095	0.00000
9.5586	52.18559	4.98617	1095.40067	53.01067	5.91125	54.52156	9.47975	22.06346	5.70106	5.53581	8.67600	46.85414	12.19008	7.97211	7.53114	6.38103	1.00000
77.0202	66.36762	9.95761	1143.36126	46.07132	6.87175	43.41949	9.81389	28.86059	6.34500	7.51211	8.66795	62.56008	6.45716	7.74044	8.05471		1.00000
-84.23381	31.77306	9.11303	1056.64156	39.02097	8.28544	33.54428	5.15887	-3.94991	20.99398	5.11786	10.01255	48.72932	5.40004	8.11124	8.68982	9.31477	0.00000
103.6032	68.42159	7.02714	1145.83534	62.98962	8.02297	1.6561	9.53612	33.62599	5.96249	7.42082	8.70164	32.52956	8.68724	7.52810	6.70783	7.11818	1.00000
6.26764	43.19057	6.25630	1107.77444	55.47132	6.88407	4.92675	8.83212	4.41246		7.66768	7.29705	61.63279	9.83007	9.50696	7.50457	6.47647	1.00000
-39.25	60.63471	5.21408	1072.95174	34.36355	6.37643	-12.91667	8.13437	-4.65335	3.16827		7.36827	71.34882	10.41462	7.33408	7.22187	8.23237	1.00000
-111.89903	49.56554	5.48819	1183.40668	50.63300	7.79309	33.50921	8.38857	12.39962	2.06130	6.40720	7.75608	54.55382	6.19353	9.80617	6.98567	10.81924	1.00000
104.09701	52.76274	5.88364	1098.54485	51.31936	7.13596	-1.26424	8.67500	9.26676	3.31790	5.80367	7.55097	47.68033	9.83652	8.13289	7.20041	9.00614	1.00000
-119.01677	49.85466	8.44270	1184.16810	39.98584	6.89054	36.06523	10.89427	33.83979	3.52112	7.84041	7.78524	29.89523	10.61063	4.85676	8.92190	9.66895	1.00000
85.4265	51.24498	4.50297	1119.75031	43.18518	7.55875	55.8736	7.59286	23.17518	5.43148	5.24848	8.56083	56.17277	6.80541	7.20159	8.36984	9.69264	1.00000
4.62744	20.40928	6.34293	1112.90296	44.86072	6.85219	36.06386	8.92735	7.36254	29.37972	7.12486	10.37296	50.07256	10.59305	9.52926	9.51015	4.57625	1.00000
-70.92866	58.44111	10.31244	1096.14353	63.02706	7.35228	42.52787	8.09373	11.62630	3.65892	6.85810	8.09953	57.12964	8.06931	7.71756	10.27516	7.73534	0.00000
122.20488	64.83227	6.87261	1197.27772	47.56498	6.64120	29.98869	9.12643	13.10431	9.01602	7.64187	9.24676	43.42166	10.00881	8.34554	8.81879	5.29869	1.00000
-7.35	36.15489	7.85695	1141.27106	46.30616	4.83740	53.53333	8.93795	10.85739	11.04072	6.94627	9.38530	59.47087	9.72906	10.40641	7.34060	9.53799	1.00000
-91.77127	50.76424	9.12620	1062.27123	53.84218	6.40699	37.95143	5.97240	0.40779	10.10573	6.42163	9.24122	68.95562	5.18667	10.38880	7.51845	8.21189	0.00000
37.92792	62.80291	5.04034	1071.81886	38.93454	6.48055	53.93361	7.38545	14.32072	5.11122	4.59817	8.30965	44.52729	7.66250	8.77145	6.72255	11.90194	1.00000
-2.68333	70.10936	7.29569	1127.89825	66.26022	6.52065	43.31667	10.06182	24.60841	8.09935	7.05777	8.92942	40.26007	11.99161	5.99916	9.07052	8.41359	1.00000
0.57856	52.00310	6.64673	1131.23549	58.72013	9.27484	40.70995	6.37117	21.94101	4.32747	7.79451	8.11241	58.56177	12.24413	8.95020	8.78985	10.02512	0.00000
17.10558	51.12013	5.74593	1168.46814	34.91666	9.34673	61.72744	7.24007	10.89849	3.41975	9.14404	7.73392	35.23467	9.40852	7.01123	7.31607	9.93668	0.00000
17.22635	60.74865	9.49900	1125.88238	74.13149	5.92778	48.8449	8.29286	9.78330	1.74817	6.61190	6.96754	66.59498	7.86771	9.03750	9.15263	7.04178	1.00000
82.85749	56.05659	6.69844	1131.97025	35.10762	8.18457	17.54907	8.12382	19.89090	6.22301	9.03445	8.82562	46.17381	9.26570	8.53861	7.96184	6.70631	1.00000
120.57224	48.55475	11.24065	1123.06198	33.79033	5.32965	15.72892	8.05952	16.98731	2.93470	5.96376	7.39622	59.28374	5.46574	8.88011	8.17285	7.10504	0.00000
47.31667	50.76225	8.75849	1084.12082	54.68954	9.50978	-19.65	7.54914	15.31670	4.64802	7.43140	8.39042	56.98229	8.11113	9.00168	9.07322	7.76551	0.00000
14.39024	38.03092	8.27029	1106.55526	73.66203	8.06777	42.22718	8.54548	7.68633	4.32084	8.62396	8.16621	61.69298	9.41694	6.63229	8.45084	7.95791	0.00000
1.00288	50.72438	6.22258	1144.40790	60.26330	7.57850	49.28669	9.79276	20.76307	19.82668	6.25861	10.00135	74.96309	9.94466	9.62324	8.82007	7.12785	0.00000
8.86374	56.90808	4.96876	1150.66197	40.58023	4.69243	44.89784	9.56612	21.22464	16.69018	3.25161	9.78037	55.32287	9.46933	9.51015	8.54210	14.02783	1.00000
-122.38731	31.71751	8.20139	1102.07041	41.67896	4.57837	45.53929	9.20344	11.72106	10.79532	5.31354	9.29545	46.14396	10.04914	8.14586	9.25149	7.29218	1.00000
6.26667	65.08258	4.88790	1082.14710	54.79754	7.03470	51.21667	10.65809	23.15369	0.62674	6.64699	6.87846	55.83650	10.71131	7.37530	6.66979	10.55606	1.00000
-2.52398	37.72161	10.09333	1062.15562	51.57005	6.37954	53.19146	8.52161	34.23934	16.52046	7.42725	9.79500	52.25172	8.78922	7.40335	10.24461	4.90717	0.00000
-122.38731	69.68240	6.57919	1103.62750	38.25053	7.25494	45.53929	9.79228	22.88688	4.30599	8.45245	8.03163	53.93387	9.07906	6.74806	7.94850	7.63895	1.00000
145.18333	39.98982	9.10264	1065.26671	48.20988	6.81556	-37.9	6.56458	14.48890	21.62454	7.66632	10.06624	50.92009	5.38636	7.43207	6.68220	7.66079	0.00000
113.13148	64.90914	10.67890	1084.04620	62.49227	6.03814	23.02677	9.26899	8.14240	6.30840	6.09150	8.69069	46.42765	7.69274	7.86993	7.02961	6.02477	0.00000
106.88324	57.46604	7.96282	1128.41115	42.60006	7.86829	47.90771	8.66935	16.43623	3.27022	10.61218	7.27441	33.45894	11.22958	6.58458	8.01032	8.40392	0.00000
144.23058	49.52514	10.52004	1108.64095	54.14219	6.99167	-5.85746	5.75453	25.72640	10.12162	7.13047	9.21908	65.07433	6.65588	8.58771	9.48277	6.90616	0.00000
30.98551	58.10339	5.09041	1104.24419	30.35783	9.80693	2.41669	8.81647	25.22716	2.71595	8.31517	8.04239	26.70537	12.08043	6.15093	8.68170	9.80653	0.00000
47.1192	53.75400	6.88513	1055.84336	51.59014	8.19639	42.819	9.12990	11.60735	5.78184	6.92950	8.56816	52.30241	8.57606	8.29310	8.21943	7.49979	1.00000
27.02444	46.35105	6.63890	1072.95338	53.42208	8.47065	39.59611	12.92088	7.54951	21.04388	5.87187	10.05452	26.52711	8.81899	8.68054	7.95934	9.24536	1.00000
-87.88754	41.09279	4.45426	1156.37399	57.34342	9.21035	41.15376	9.52916	25.78741	3.81759	7.55561	8.12020	65.02746	10.36047	8.12196	8.48655	6.52469	1.00000
0.30367	61.23936	9.86159	1193.02021	41.10119	6.61267	51.38673		7.62649	2.76269	7.23412	7.69813	48.99193	6.80893	8.46554	7.45855	7.86827	1.00000
146.05093	32.93570	5.66204	1069.63334	60.21910	5.86773	-34.28853	9.60128	14.12756	14.41060	5.33888	9.59089	63.23918	10.34486	6.76385	7.71070	11.33106	1.00000
-13.2356	51.94429	10.24477	1067.83447	47.16576	5.71349	8.48714	8.32540	9.84635	7.64658	8.32904	9.02296	37.61763	7.83502	8.93589	7.42428	5.17480	0.00000
