warning	PM2.5	TEMP	NOx	CO	longitude	H2CO	CFCs	CH4	PRES	Pb	PM10	NH3	O3	SO2	C2H3NO5	latitude	PAHs
1.00000	8.37275	6.97846	5.25978	8.72021	68.21204	20.17185	31.55188	7.68593	1142.42455	73.53838	7.10195	4.44444	8.98487	5.88828	0.47932	27.55898	8.70476
0.00000	8.05769	13.29252	5.21201	2.94380	-75.23266	50.32306	53.56702	8.60065	1115.10491	52.19604	6.98816	7.94951	4.53652	7.45085	0.54652	43.1009	8.73229
1.00000	5.35935	10.76741	6.04012	9.67779	-15.6	51.45717	38.42866	9.28274	1071.65042	65.62988	9.45275	5.94936	4.36823	6.80047	2.52401	13.56667	8.51139
1.00000	8.16987	23.83731	6.49911	3.77342	-98.1664	53.30478	64.52689	8.57490	1106.30369	46.03987	6.98608	4.68532	7.20703	6.65444	0.48243	19.32932	7.44385
1.00000	7.14338	7.09703	4.78680	9.23176	1.53414	43.82489	29.78043	6.69538	1106.66369	40.42679	9.12124	5.70291	7.03750	7.85536	1.87783	42.50729	7.87307
1.00000	6.45574	8.09424	8.99549	3.09589	-68.30472	47.81804	44.79931	9.86307	1191.80490	69.59874	5.29875	6.74135	7.71539	7.21365	0.26655	9.91861	7.62030
1.00000	8.34817	26.28723	12.50783	4.95779	-96.67834	63.43583	61.63748	4.42483	1182.89507	41.77973	8.05981	6.83289		7.30108	0.88533	34.77453	6.25175
1.00000	6.62278	12.35487	4.50571	7.91477	-87.45476	38.08898	52.63761	6.90471	1187.95747	48.00001	7.23834	5.30333	7.65236	5.45372	0.42509	41.47892	5.86639
1.00000	6.68916	15.77210	5.65103	6.97132	4.92235	55.70218	52.50419	11.08635	1072.86038	39.97981	11.00806	7.79050	3.87161	7.13958	10.63873	7.65649	7.03836
1.00000	6.45927	44.42268	7.81191	3.72637	8.64409	43.64371	43.17410	10.11491	1178.80402	38.85877	6.69948	6.74460	8.22418	8.45182	0.44568	48.07667	7.46582
1.00000	6.13976	10.69066	6.05734	5.88163	30.38167	50.38950	51.44396	9.92882	1184.21792	54.35958	8.48651	4.68754	9.60335	7.06295	1.22552	59.80917	7.19758
0.00000	7.60022	27.84163	9.31111	7.63027	78.23456	26.41999	53.87717	4.23260	1153.64084	44.71380	8.96212	6.53282	9.00618	8.05217	1.53698	28.92694	7.54124
0.00000	6.93609	6.04585	5.75474	5.33828	41.77921	37.49986	52.01483	9.70271	1160.39135	41.06624	6.49777	5.23670	8.31732	9.48031	0.38660	41.82143	7.44044
1.00000	8.22204	11.52049	9.43536	7.60117	85.94001	33.36675	58.28811	12.42813	1093.51576	37.30760	8.14083	8.89935	6.61721	9.25809	0.95799	25.49043	7.98804
1.00000	6.58465	10.45967	5.54313	5.62579	76.92421	36.07728	51.79023	8.71367	1191.35847	28.15913	5.97710	5.69582	9.18079	8.43016	0.33735	60.97944	7.15280
1.00000	5.12913	24.41884	6.49128	5.82820	144.09638	67.19862	25.65519	8.46744	1090.13042	47.67496	8.25714	4.50197	7.66310	8.66423	0.92693	43.82634	6.22040
1.00000	6.18975	15.33364	5.53509	6.57487	17.80774	71.80084	54.96707	8.35102	1080.80626	32.72933	7.95859	3.57753	8.85597	6.86036	0.73485	40.55851	5.97857
1.00000	7.78369	16.07289	6.45877	7.73119	13.10984	60.51319	40.33452	6.72484	1135.22548	41.85008	10.17057	6.74899	7.29938	8.61978	4.85077	51.30001	7.29979
1.00000	5.47491	15.55469	5.32247	7.84858	138.89585	49.70378	49.01864	10.41576	1159.56345	70.96501	9.10042	5.67052	11.02998	7.77844	1.68845	36.33011	8.20413
1.00000	5.92606	19.00132	4.69051	8.36944	86.79271	49.10535	24.61500	8.37004	1150.06396	46.64169	7.34691	8.66766	8.33650	8.51196	0.51278	25.92127	5.89277
1.00000	6.46813	8.48840	7.12342	4.92028	124.95278	56.55371	71.47100	7.94247	1124.17982	55.41833	1.70243	7.76706	8.19358	6.86236	0.20242	6.33444	7.40759
1.00000	6.01848	13.55441	6.50824	9.82662	37.3825	54.90201	29.67865	8.75328	1178.26050	50.58459	8.80307	6.62082	5.48681	6.67914	1.34246	37.05944	7.78298
1.00000	5.95333	20.03971	8.81352	6.47383	19.21437	59.10173	58.15757	11.39296	1140.11181	54.87544	3.86152	7.40285	11.52939	6.50036	0.23042	44.75874	6.29638
0.00000	7.35775	-13.07291	6.68265	7.91173	150.99292	37.70561	59.52939	8.40037	1087.36564	65.21550	5.22976	5.76014	4.98391	5.98505	0.42060	-33.75881	6.72405
1.00000	8.62412	20.40276	7.27511	4.68955	-79.62603	55.23554	36.00597	9.19164	1069.49788	49.44983	5.65659	5.65259	8.44281	7.08706	0.30049	8.88988	7.77349
0.00000	8.03488	18.63746	11.09449	4.14098	-105.36369	62.06971	63.34205	6.04406	1179.17335	65.67658	6.84329	6.45687	8.24593	7.58710	0.45579	22.49396	8.45930
0.00000	7.49922	19.55112	10.24334	4.61241	38.12408	62.22201	38.76738	4.64541	1121.28066	57.96728	9.43836	7.05536	7.27987	7.92806	2.40741	53.77166	7.63212
1.00000	7.03318	2.88990	2.69179	8.07231	43.38531	44.05811	48.37674	6.90522	1130.07647	70.48236	5.95067	5.40845	9.06424	6.61158	0.43027	9.89206	6.77481
1.00000	9.09334	19.37786	2.85941	6.62415	6.76111	51.45556	59.31455	6.10264	1126.84297	40.95144	5.29273	6.08350	6.99316	7.48995	0.42121	53.16167	6.11416
1.00000	8.38415	-8.72845	6.44162	11.35895	-3.52751	44.01370	61.07043	5.38088	1140.07175	57.71788	6.67368	7.14763	10.22573	6.72454	0.42007	50.7236	6.39353
0.00000	7.77138	15.66230	7.20345	7.82023	6.10237	51.99669	45.87547	10.70543	1120.94846	62.66762	8.21183	7.86524	6.25231	8.97920	0.84457	46.18396	5.25325
0.00000	7.34068	22.94707	4.95641	8.24804	36.73307	41.25777	65.27585	7.03123	1085.89460	64.31539	3.52530	1.91022	5.36044	5.12089	0.13400	55.38752	8.64128
0.00000	7.08366	11.91454	6.67279	5.70970	-72.22625	39.89516	66.33881	11.12593	1127.66849	67.27384	6.71732	6.10237	7.01384	8.01175	0.60817	18.57677	6.37261
1.00000	8.49453	4.74499	5.52702	6.14392	79.41727	68.07242	28.85457	12.59022	1115.73599	74.18224	8.06051	7.60030	3.92356	6.76622	0.78136	12.25282	9.52482
1.00000	5.22728	24.14213	5.47848	10.31473	122.22833	43.75300	44.13389	8.35432	1119.10848	50.80715	6.69168	5.70183	6.75660	8.03509	0.49844	40.66482	9.91520
0.00000	6.38789	7.18658	5.43496	5.52076	75.96976	65.35468	37.83119	8.09071	1133.20589	50.93107	6.01502	5.62790	7.82919	6.68295	0.33254	15.73628	9.18318
0.00000	7.31515	9.30127	6.48576	5.69748	-0.36053	35.78179	35.75148	7.26325	1069.33244	37.33565	10.70543	6.01489	9.36960	8.28514	8.00457	51.64316	8.82089
0.00000	7.62887	17.89170	6.24558	6.58921	136.51667	69.59280	39.82288	9.15493	1054.01730	90.29937	5.76479	4.27388	9.16292	6.87300	0.07491	35	7.35394
1.00000	6.63750	32.19982	4.49687	3.90910	16.54165	56.46642	38.93167	9.47345	1158.49998	30.37619	10.30353	5.86394	5.07465	5.81714	5.40248	68.79833	7.52278
1.00000	9.04893	22.48226	5.53823	9.80007	-7.35	48.28063	42.45341	7.44986	1091.62700	43.47232	7.20048	5.20757		8.93268	0.46832	53.53333	6.16172
1.00000	8.74312	15.06203	6.30537	4.86517	106.85417	52.89744	59.94605	9.19835	1109.75428	57.01337	8.70291	5.95632	7.83035	6.11112	1.38112	-6.48167	7.64805
1.00000	6.42731	13.93884	8.30612	9.57163	-88.70464	55.91161	51.45202	7.31930	1076.90120	40.16196	9.17812	5.80815	8.21853	8.73373	1.91562	34.25807	6.67231
1.00000	6.92993	6.53748	3.28395	8.82382	-120.93549	38.52641	53.51758	6.24417	1076.22288	55.46167	6.98089	5.22879	8.10052	5.95667	0.47605	37.73604	6.72392
1.00000	8.07429	26.01732	4.67318	7.94321	-5.682	55.67616	40.28655	8.86984	1114.05500	72.16253	8.76992	5.90643	5.25350	9.41908	1.36874	5.84752	6.10506
1.00000	5.73180	16.61496	4.57106	8.37507	45.36561	32.80933	47.00459	6.06919	1078.52497	34.72594	7.65546	6.37570	6.05326	7.86753	0.66947	41.09246	6.51260
1.00000	9.21504	20.02114	5.19606	10.28732	76.12647	45.64330	69.24128	8.43761	1111.31225	31.06213	9.04073	6.70818	5.83119	7.21796	1.74426	32.55531	6.99345
0.00000	5.06502	17.15198	5.86764	4.34906	1.04945	48.79750	56.42833	8.98521	1081.44261	73.21353	7.12102	8.06790	5.36561	8.29432	0.59815	35.06544	8.48960
0.00000	8.38807	19.46293	6.59164	5.28996	-73.95958	45.98612	65.29067	9.72501	1120.69149	56.22427	7.13218	7.06604	8.56696	8.05776	0.53389	40.57788	6.85893
1.00000	6.26885	26.68095	6.79678	6.36031	-71.06616	51.14144	30.25060	7.61546	1092.60637	54.15734	6.40523	6.46841	10.23136	6.79429	0.40496	42.4251	8.24594
0.00000	5.64590	18.62336	6.73671	7.58075	76.92421	46.35724	21.23763	6.21059	1068.18141	74.01505	10.49881	3.74336	8.86516	7.19216	6.46830	60.97944	7.44396
0.00000	7.28278	3.51371	5.38742	3.78251	16.91667	36.07266	46.72915	7.83655	1185.37381	48.46503	7.47543	7.52573	5.83207	8.68710	0.64292	-21.98333	7.49413
1.00000	8.06843	21.81877	6.59241	5.81512	115.88782	46.14220	38.37600	9.40971	1143.28217	56.67708	4.51428	6.99084	9.88508	7.81266	0.13902	-32.05251	8.87251
0.00000	9.08073	11.49448	7.11862	8.20739	17.10558	22.65164	50.38812	8.30417	1172.72700	64.88674	5.44868	6.06405	5.00166	6.38299	0.34568	61.72744	6.53599
1.00000	6.87822	18.37969	6.71730	5.26925	-0.32247	52.86893	38.88011	6.27200	1125.17555	80.54790	4.29930	6.79195	5.50971	7.34510	0.28345	50.82882	7.53315
1.00000	5.24936	11.89146	5.38660	5.17129	119.58627	48.30095	67.73037	8.15210	1094.90956	43.46740	6.63192	6.32315	7.30889	6.85284	0.42502	23.5654	7.38358
1.00000	8.03146	23.20777	7.84498	9.42766	1.53414	56.05400	17.36300	11.90734	1188.60838	57.16814	9.63417	5.10876	2.69113	8.33426	2.79625	42.50729	5.76899
1.00000	6.83023	2.11430	9.54560	6.04522	37.3825	42.44340	48.60866	10.74405	1116.99512	61.67617	1.90997	10.07814	10.75437	6.08440	0.30616	37.05944	6.28973
1.00000	7.19916	-7.39323	5.52613	6.37610	141.95	52.68895	52.64140	10.09021	1117.81123	54.33569	7.85459	3.58248	4.96796	6.45097	0.89425	39.46667	5.26724
0.00000	7.28379	15.15424	6.44120	7.39043	-116.37697	46.17788	61.01330	8.23253	1149.93606	45.87265	5.43875	7.21788	4.14217	8.25074	0.27401	33.72255	8.62782
0.00000	7.18548	2.83851	9.39567	5.59826	130.94098	19.12463	47.13584	5.60363	1159.78863	33.67670	8.49617	6.27796	8.04731	7.33555	1.16775	33.3213	7.13283
1.00000	6.81945	21.95284	5.03077	7.31763	-2.52398	46.55870	63.62152	9.17800	1108.50199	38.70157	7.63882	5.75227	4.30068	8.35418	0.65562	53.19146	7.66311
1.00000	7.61961	12.74871	5.59288	7.17932	38.01667	38.86073	65.41000	9.05252	1067.34931	50.40152	10.92876	4.71536	2.90354	5.62229	9.72546	-5.41667	5.26377
1.00000	6.17497	26.38178	7.78408	3.37332	-93.263	53.32085	17.90015	9.92391	1173.82629	58.70303	4.52238	6.55008	8.88136	7.47878	0.37743	45.0408	7.25411
1.00000	7.47019	27.19937	6.49383	8.52498	-73.02841	51.63841	46.94310	12.07767	1160.90546	57.41237	6.98092	5.19545	3.02486	6.57144	0.27324	-36.9256	8.59992
1.00000	6.61590	19.37711	4.15209	5.91577	-95.30106	66.16343	55.96352	6.76324	1135.08022	31.97457	4.34918	5.23690	8.37034	6.61242	0.43535	32.35126	7.31898
0.00000	7.55350	6.80690	8.79373	3.38636	14.30935	33.01447	56.76219	6.66797	1164.32751	52.11973	10.47686	6.66830	8.88364	8.43087	6.30554	40.92298	8.31627
0.00000	8.38535	26.62638	5.75813	6.11538	37.49338	49.19019	25.87017	7.32549	1153.09426	42.98047	6.54205	7.13950	6.14752	6.71155	0.38414	55.62047	6.97179
1.00000	7.31110	9.96805	4.28085	7.78838	-86.57415	43.15242	50.83863	8.84619	1190.54968	50.54138	7.15530	5.43354	9.73171	5.26043	0.45681	15.48131	7.52522
0.00000	8.31712	22.13835	9.87153	6.78141	122.22833	60.56408	35.86921	5.36622	1155.88412	37.84114	8.84174	6.48859	7.95235	10.01466	1.49921	40.66482	5.68259
	7.84306	32.48487	5.73282	6.47406	30.96755	47.97490	29.19278	8.37339	1126.21062	68.00570	6.38123	4.18014	9.11631	8.33144	0.62195	49.07866	7.87391
1.00000	7.02367	26.99355	3.34611	6.19403	73.06784	38.99734	33.79260	6.14506	1068.28229	39.55526	7.37474	4.05622	7.59236	6.10777	0.52198	25.13915	8.44024
0.00000	6.20182	35.01245	4.95880	4.23035	-8.53778	43.84337	34.42439	8.34812	1154.56144	49.52611	6.16909	5.43846	5.78999	8.08106	0.36554	7.57944	8.46035
1.00000	8.43954	18.65853	5.31405	8.34607	38.12408	49.67726	35.85268	11.00704	1122.67196	39.17032	8.46118	5.96993	4.02385	7.29315	1.10657	53.77166	7.28970
1.00000	7.73114	18.30942	5.30632	9.86393	9.20427	55.83598	37.76668	7.32397	1104.66939	90.08556	8.86151	4.37441	6.13988	6.62610	1.43375	48.49144	7.61005
1.00000	6.38848	9.76896	6.64777	5.65445	145.13643	73.85083	51.60476	8.03380	1054.08058	54.81956	5.04102	8.25030	6.93290	6.92389	0.17801	-38.16604	7.87514
0.00000	6.94017	1.04835	7.11047	8.54812	144.09638	50.09923	57.17132	8.42468	1082.35119	56.32744	5.18893	5.59037	4.38228	6.59109	0.26109	43.82634	7.42257
0.00000	6.73998	17.71890	8.14029	6.03351	4.47124	42.15371	47.37450	7.43071	1195.50761	54.58696	7.97862	4.74071	7.99390	7.90285	0.79722	51.95838	6.87411
1.00000	8.05034	7.89067	5.89682	9.55387	-103.5687	60.28599	46.14361	7.36038	1062.64382	48.67032	9.32945	4.58527	6.23263	7.18012	2.36452	20.22816	7.36863
0.00000	6.84395	10.65816	5.49388	6.21425	-98.1664	25.04023	69.05611	7.89909	1170.23053	75.73698	5.42132	5.29910	4.92143	7.05978	0.42943	19.32932	8.15736
0.00000	7.82095	-3.50732	5.95226	6.10738	119.58627	63.64398	27.97996	8.25384	1067.82422	16.80040	9.28696	6.13755	9.66366	6.84152	2.23539	23.5654	6.66696
1.00000	6.77423	-2.13048	6.51133	7.25136	-47.53028	33.95706	57.00469	9.30770	1083.26560	50.27124	5.34907	7.27854	9.99822	6.80313	0.28539	-22.45667	9.23139
1.00000	6.84858	8.24999	7.88372	3.25522	-76.51552	32.78912	36.68311	9.89598	1148.21034	54.65185	7.47708	4.36002	8.48707	7.37475	0.64315	39.32011	8.78424
0.00000	7.96256	17.89746	9.35910	8.88441	5.16108	45.17497	43.17204	4.70593	1137.83188	51.17889	7.79014	5.43669	9.24914	6.90895	0.68044	48.77275	7.79199
1.00000	6.84341	20.11169	7.99321	6.03798	5.06258	53.30973	55.46507	10.17350	1108.13128	77.75680	8.72521	5.99059	9.04281	6.39255	1.26994	7.50251	7.34206
0.00000	7.27814	24.59577	9.69977	2.85224	3.20639	69.44179	31.24269	5.64029	1153.69689	48.70531	7.68207	7.54045	9.62612	7.47959	0.60304	50.74497	8.68768
1.00000	7.54478	2.23226		9.58163	-98.1664	58.64238	43.69938	8.28702	1141.39110	67.24167	9.95479	7.76561	4.82214	7.74755	3.76526	19.32932	7.98377
0.00000	7.90144	19.09388	5.81490	5.48892	-4.83076	61.63348	56.09433	8.21947	1052.22150	60.96073	6.04147	6.63001	4.24358	9.82954	0.29865	39.96348	7.39749
0.00000	7.64757	3.91086	5.37781	3.39723	-100.88023	76.49458	34.65992	8.46642	1137.70847	58.36588	6.72416	7.12711	3.29172	7.94216	0.26653	20.21322	4.78901
1.00000	8.60257	21.06037	5.07121	3.45588	104.09701	50.89276	53.30600	8.93444	1108.85904	65.64466	5.76106	5.90206	8.70979	6.57420	0.34284	-1.26424	7.66148
1.00000	8.96395	46.90163	7.52054	3.67868	74.4818	35.14081	49.29072	8.78540	1053.25912	44.72670	9.91449	5.06487	6.24744	6.09603	3.73749	30.21121	8.03329
1.00000	6.84535	26.79986	6.41082	11.35735	-116.21677	35.18819	48.65795	8.67263	1110.39665	60.51967	8.55689	5.54480	6.62195	5.48856	1.22755	33.7207	7.13981
1.00000	7.07093	12.37492	7.13205	10.79034	3.87723	44.85157	43.11909	7.02881	1149.41769	32.19488	8.35045	5.54118	8.35135	6.91194	0.94873	43.61092	7.88732
1.00000	6.44440	20.13332	6.73051	9.41266	67.84222	32.11356	70.44193	11.10962	1066.67144	41.95163	7.06330	7.15782	6.80456	5.94956	0.46375	40.11583	7.38354
1.00000	8.15267	14.32341	7.59176	3.82673	120.74221	58.81432	53.27141	11.67619	1117.07579	61.92891	7.86543	4.30311	10.42924	6.98665	0.64702	31.64615	8.05335
0.00000	6.06285	17.55688	6.86251	7.23626	16.91667	51.23536	33.73424	9.83262	1183.81855	59.94389	5.63972	5.32846	6.82139	7.74002	0.32147	-21.98333	6.97678
1.00000	6.59264	22.30041	5.68139	9.37330	-77.43532	76.97809	43.52627	8.85790	1117.39959	46.83204	8.53647	3.90130	4.77411	8.25809	1.15287	20.14298	7.41977
1.00000	7.29682	41.33152	7.26700	4.46325	39.28333	39.74465	69.38036	8.82483	1183.99737	49.38949	7.93625	3.62098	6.98919	7.46797	0.76286	-10.33333	7.75568
1.00000	9.07981	27.89179	6.33990	5.89814	120.57224	45.96107	48.92736	8.03253	1107.43895	53.54978	5.82575	5.93811	7.57241	7.77071	0.44736	15.72892	5.18442
1.00000	7.29064	20.89559	6.70945	6.45248	7.973	57.01317	54.35203	10.77959	1079.28411	54.02340	8.68370	4.77194	10.56953	6.84232	1.35974	51.168	6.78821
0.00000	5.41784	7.69903	6.27359	7.74564	-120.45794	51.21063	18.45562	8.72442	1192.98116	42.19889	5.09668	5.24787	5.24045	7.12328	0.31783	34.63915	7.57206
1.00000	7.98573	5.09690	6.77307	5.60211	-37.07167	17.49808		7.72324	1119.01374	57.50879	4.32397	8.18100	7.28192	7.79579	0.26064	-10.91111	9.02451
0.00000	7.35717	17.30095	5.66734	3.83528	-0.45877	58.82367	65.66334	8.73986	1111.51312	56.04780	7.69912	7.66313	7.14465	8.42744	0.62385	46.32313	7.04492
1.00000	7.25025	0.28335	3.80051	6.58770	11.412	56.35168	52.90947	6.72328	1143.65982	24.54376	4.72175	5.16119	7.76136	9.56342	0.17347	45.50369	9.11470
1.00000	8.19931	13.54189	5.85508	5.50307	4.7934	47.16267	37.72167	8.45149	1157.91812	50.97437	9.40597	4.41506	7.75620	6.65898	2.44819	45.69558	7.78633
0.00000	7.96336	-13.36976	11.24372	7.48848	65.27258	34.21866	45.90015	4.46153	1126.49205	50.41507	9.24137	5.40879	7.65071	6.75574	2.08894	58.04254	5.97755
0.00000	8.70327	23.87830	5.51109	4.18173	104.09701	41.02909	47.89484	8.84702	1190.37684	79.32140	7.03258	7.35972	6.87073	7.14014	0.50507	-1.26424	7.12939
1.00000	7.27182	31.03305	4.67524	5.76555	111.50861	67.57375	55.72618	6.57541	1192.80116	66.29065	5.11960	5.38764	7.01050	7.75784	0.31450	32.54278	7.44308
0.00000	5.67566	9.20465	4.29250	5.87959	133.42825	51.82867	59.02148	6.21545	1195.96085	53.64371	6.79640	4.81600	6.51190	8.19582	0.52682	45.47885	7.32322
1.00000	7.88329	26.73881	4.82588	6.46533	5.4584	37.78385	47.40027	9.02537	1108.28530		9.86368	6.56146	4.29298	6.81210	3.60691	43.32393	8.65957
0.00000	6.76204	16.63990	6.95639	4.27825	6.8625	50.57468	47.73249	9.56012	1110.30495	41.52531	7.90122	9.27106	6.04619	8.34358	0.68331	51.47805	7.54708
0.00000	6.45362	28.36030	6.30845	7.88353	18.28333	54.02575	54.33653	6.96212	1074.37466	45.88167	5.46422	5.80136	6.45077	8.70402	0.32322	59.33333	7.27867
0.00000	7.28366	25.74769	5.54986	7.76594	12.1369	73.34887	63.01099	7.77137	1174.39142	51.92146	4.73796	4.34861	6.58316	7.60615	0.44656	51.04962	8.16550
0.00000	5.63137	15.82396	7.19785	5.68927	24.99798	53.59649	55.87666	6.68937	1086.37797	66.30560	4.12558	6.79988	6.02979	8.82644	0.37050	-8.73508	8.60641
0.00000	5.93136	16.30509	8.41360	5.87860	10.18003	54.56339	25.52717	6.27072	1051.03579	63.84011	9.75727	6.08108	8.80247	7.43533	3.26093	24.96334	6.98660
0.00000	7.48916	11.93269	6.64147	5.88986	-1.5443	70.03858	28.81182	7.99956	1167.90808	57.58167	6.52806	8.20426	4.59156	8.83567	0.34677	50.75767	5.36621
1.00000	6.31305	33.21827	7.85312	5.99342	75.35927	60.17560	24.92621	11.16285	1176.22355	38.93552	8.40377	5.17237	10.04001	5.91373	1.12340	12.04161	8.52456
0.00000	6.45864	8.40253	5.53699	5.23857	-156.47432	21.06088	36.84897	7.88762	1145.91998	45.35719	6.27586	7.10149	4.53436	8.70598	0.39582	20.88953	7.87081
1.00000	7.14158	3.69770	4.64344	5.83156	111.50861	33.46631	22.65995	8.82033	1133.05324	49.36449	8.08127	4.19153	9.03966	9.48010	0.87088	32.54278	5.37777
1.00000	7.67544	20.83172	4.59041	6.37393	107.60389	52.34283	61.39041	7.89650	1185.20925	48.75793	8.48936	4.13554	4.86049	6.44913	1.29606	-7.01833	8.44900
1.00000	5.61167	18.20521	5.12142	7.24367	-81.23621	32.93390	41.34133	6.82246	1171.03643	42.77845	7.66426	6.54387	7.90141	9.25209	0.70491	33.98154	7.94684
0.00000	7.63879	16.68390	8.25449	5.78565	117.59152	55.32485	51.18263	5.68772	1098.89130	48.97030	7.70763	6.26876	10.28313	7.84251	0.69771	3.31332	6.04721
1.00000	8.01969	17.23233	6.64838	11.30046	48.87498	36.48908	60.36314	9.44880	1106.05596	38.54842	8.33416	6.83973	6.50621	8.95308	1.01472	38.45598	6.89467
1.00000	5.76298	24.52940	5.81521	7.34917	75.11937	76.22075	63.61184	9.23927	1060.17136	57.36545	7.68395	5.57427	5.88412	9.25583	0.56548	20.88098	7.22996
0.00000	7.52513	18.56240	5.02973	5.49916	-47.53028	71.53951	35.15576	6.41296	1154.97849	49.73696	6.29429	6.41535	6.40828	7.57136	0.43192	-22.45667	6.88065
0.00000	8.14229	-1.54707	7.99824	8.57815	59.6	53.60668	41.98249	6.32352	1170.06579	61.76673	7.06919	4.23580	8.46384	8.61395	0.53683	47.83333	8.04215
0.00000	6.42097	23.70268	9.77652	11.05725	-73.97069	74.86916	52.27114	3.75693	1116.69273	55.58300	6.63190	4.65130	8.11205	7.00715	0.30068	40.64621	7.48897
1.00000	5.35592	10.73341	5.65641	8.55098	113.69785	26.82743	30.65110	5.82471	1051.44904	65.01492	10.47418	6.86239	6.56346	8.00445	6.35071	-7.73379	5.76304
1.00000	6.06562	11.49594	6.35763	8.74398	101.96857	37.58653	41.91047	9.30225	1071.31660	54.24352	8.46865	7.01946	6.18130	6.13646	1.08556	4.88441	7.15612
0.00000	7.70237	20.46440	7.60106	6.14246	117.65694	40.69700	66.39949	6.19868	1090.08648	46.41850	9.01063	6.23540	10.61743	7.69474	1.83837	36.19278	6.50854
0.00000	7.13478	13.41020	5.53175	4.10949	101.96857	46.12470	60.91360	7.57830	1179.65563	41.86695	6.83411	6.29359	8.23022	7.00757	0.48902	4.88441	6.93941
0.00000	4.46777	16.58877	7.99461	5.63165	5.4384	57.10706	52.05394	9.18638	1066.29174	41.51845	4.81643	9.90033	7.30652	7.35561	0.24460	43.2907	8.94067
0.00000	8.10758	17.46317	8.52943	8.11130	-71.19901	58.25483	42.45949	6.52138	1194.18499	47.33385	7.03625	5.83188	8.96985	6.60949	0.36953	-30.60106	6.28120
0.00000	6.93915	13.02587	5.96983	6.14398	7.973	73.02292	43.80761	9.72506	1149.67566	57.98978	5.53526	5.29989	6.13956	7.34750	0.26825	51.168	7.69514
1.00000	6.49925	21.12192	9.91425	5.08960	0.30367	55.72139	37.93023	10.86013	1070.41989	41.32195	4.52116	7.59907	9.28319	7.65120	0.29482	51.38673	5.77812
1.00000	8.76695	20.65060	5.51977	4.78330	31.4976	47.43214	50.30762	6.68559	1133.67930	54.64830	7.62783	3.49303	6.83417	8.73794	0.57268	26.67319	6.63594
0.00000	6.19366	15.33089	6.36495	6.74435	-120.43572	11.51575	64.93460	9.42237	1188.21867	52.33743	6.37860	7.10810	6.09799	5.82566	0.52310	34.95303	7.77943
1.00000	8.57169	1.62676	5.33482	5.42380	-71.05977	42.14111	54.33337	6.78151	1100.50075	45.60978	6.43810	5.47145	6.43161	8.20483	0.42786	42.35843	8.05693
1.00000	6.71896	21.30549	7.01968	9.34610	30.79165	43.37046	50.83272	9.82939	1191.56066	59.36753	6.87142	7.12921	8.09175	7.46785	0.39347	-27.76952	6.33690
1.00000	8.97389	13.16231	3.08570	7.30891	17.58522	38.22717	59.10055	5.90613	1051.87191	38.93213	5.39753	5.97886	7.11938	6.79682	0.21172	40.53123	8.31804
0.00000	6.84004	-2.32641	5.50044	4.91724	-120.93549	33.03010	44.38742	9.09601	1101.71872	40.69977	6.74257	6.65901	5.84245	7.17866	0.38981	37.73604	6.69184
0.00000	6.82240	23.08367	5.08848	5.98625	15.46667	49.72488	38.68152	7.63292	1183.32633	65.65489	10.39537	6.32059	9.05374	6.23030	5.94296	47.05	8.45723
0.00000	6.96272	12.11638	8.64930	6.08855	5.4584	62.05323	63.14558	6.13448	1077.90670	55.83152	11.29969	5.58665	7.11087	6.01875	14.20694	43.32393	8.28812
1.00000	6.88132	19.47066	4.55541	6.51446	-51.87389	42.16535	54.08009	9.68234	1113.86249	36.31746	8.99178	6.14571	5.24467	9.63277	1.73736	-23.44361	7.83270
1.00000	6.37915	18.64935	5.85785	7.93781	8.2926	46.60561	52.93054	9.94869	1184.09169	45.81369	9.17274	5.70025	10.37716	5.95590	1.71393	9.58126	7.04372
0.00000	8.19922	16.74123	5.76258	5.46321	122.20488	46.08595	43.31430	7.53271	1194.24912	52.06828	6.40872	7.56616	3.46373	9.00986	0.48841	29.98869	7.53360
1.00000	6.36529	30.68999	8.09506	6.12284	-96.39774	43.67869	70.37312	7.89216	1112.73822	54.58109	5.02644	8.17325	6.72366	6.35067	0.44869	30.16688	6.99357
0.00000	6.81090	11.72315	5.28264	6.37189	-60.93173	58.06821	55.57514	7.78004	1081.97459	60.68094	10.08415	4.90745	9.91572	7.59231	4.20556	-31.4488	7.52431
0.00000	8.60085	16.25268	6.37911	5.06397	4.47124	77.05023	32.92782	7.89866	1134.03552	53.07607	7.44164	9.31458	4.81553	5.92918	0.60182	51.95838	6.12462
1.00000	8.48615	5.73343	6.78253	5.23090	-72.22625	48.21595	44.75684	10.16775	1129.72470	37.19454	7.04822	6.33620	9.81392	6.00278	0.37925	18.57677	7.50501
0.00000	8.18578	20.13119	6.30887	4.66241	9.00472	54.62586	24.46374	9.40169	1138.25675	33.28855	7.01520	7.27594	6.92583	7.40124	0.61232	4.2475	8.23900
1.00000	7.71148	18.03836	6.29593	7.26372	77.0202	71.65378	35.00863	9.10390	1197.23493	34.80858	6.93058	6.51832	8.98670	7.73521	0.44408	43.41949	7.36238
1.00000	6.70889	38.10962	7.97089	9.33562	-79.00453	18.87526	27.94404	8.95899	1196.05943	45.35832	8.55581	6.05869	7.09871	6.71122	1.21014	-2.90055	7.15299
