location	latitude	revision	longitude	code	QoS
Asia/Karachi	30.76468	17 Sep 2013	74.12286	PK	good
Europe/Madrid	39.96348	07 Aug 2013	-4.83076	ES	maintenance
America/Havana	23.15678	2016-09-16	-81.24441	CU	accep
Africa/Tunis	36.46917	10/20/2019, 00:00:00	10.78222	TN	accep
Europe/Amsterdam	52.26083	2020/11/18	7.00417	NL	good
Europe/London	53.49389	2016-11-24	-1.29243	GB	good
Asia/Tokyo	34.25	2019/11/21	135.31667	JP	average
America/New_York	41.50343	2016/10/05	-74.01042	US	accep
Europe/Vilnius	55.25	10/26/2015, 00:00:00	24.75	LT	maintenance
America/Chicago	41.15376	2014/12/26	-87.88754	US	accep
Asia/Tokyo	35.815	2017-10-19	139.6853	JP	average
America/Los_Angeles	33.93113	21 Sep 2013	-117.54866	US	excellent
Africa/Dar_es_Salaam	-7.60361	08 Oct 2021	37.00438	TZ	good
Africa/Mogadishu	9.89206	25 Jun 2021	43.38531	SO	good
America/New_York	40.67705	21 Oct 2019	-73.89125	US	accep
Asia/Kolkata	15.5439	13 Dec 2015	73.7553	IN	average
Asia/Tashkent	41.29444	12/09/2018, 00:00:00	69.67639	UZ	good
Europe/Minsk	53.5942	10/15/2018, 00:00:00	25.8191	BY	building
Africa/Dar_es_Salaam	-10.33333	2020-12-20	39.28333	TZ	good
Europe/London	53.81667	05/16/2020, 00:00:00	-3.05	GB	average
Asia/Jakarta	-6.91806	11/21/2015, 00:00:00	106.92667	ID	average
Europe/Minsk	53.5942	26 May 2022	25.8191	BY	maintenance
Asia/Kolkata	11.12018	01/06/2019, 00:00:00	76.11996	IN	acceptable
Europe/London	51.42708	01/01/2018, 00:00:00	-0.91979	GB	average
Asia/Kolkata	30.21121	28 Jan 2022	74.4818	IN	good
Europe/Istanbul	40.37528	2020-05-21	28.88222	TR	good
America/Maceio	-10.91722	08/02/2013, 00:00:00	-37.65	BR	accep
Asia/Bangkok	15.46063	2018/02/09	99.89166	TH	accep
Europe/Berlin	53.59337	21 Jan 2020	9.47629	DE	building
Europe/Rome	45.53069	10/17/2013, 00:00:00	9.40531	IT	accep
America/Panama	8.88988	09/07/2013, 00:00:00	-79.62603	PA	good
Asia/Tokyo	33.4425	2012-12-05	129.96972	JP	accep
America/Chicago	31.12406	06/22/2014, 00:00:00	-97.90308	US	accep
Europe/Andorra	42.50729	11/21/2020, 00:00:00	1.53414	AD	excellent
Asia/Kolkata	26.76628	18 Aug 2014	83.36889	IN	excellent
Pacific/Efate	-17.73648	2016-09-30	168.31366	VU	accep
Asia/Kolkata	28.98002	04/23/2016, 00:00:00	77.70636	IN	maintenance
America/Sao_Paulo	-28.24	06/10/2016, 00:00:00	-48.67028	BR	excellent
Indian/Reunion	-20.88231	2017/09/09	55.4504	RE	accep
Europe/Kiev	49.65186	2017-07-16	26.97253	UA	average
Asia/Shanghai	33.78333	10/21/2016, 00:00:00	114.51667	CN	excellent
Asia/Kolkata	26.76628	02/25/2020, 00:00:00	83.36889	IN	excellent
Europe/Moscow	55.62047	15 Jun 2014	37.49338	RU	accep
Asia/Karachi	27.55898	2016/11/07	68.21204	PK	average
America/Chicago	29.84576	13 Sep 2022	-90.10674	US	excellent
Europe/Kiev	45.99194	2016/06/13	29.41824	UA	excellent
Asia/Yerevan	40.49748	05/14/2016, 00:00:00	44.7662	AM	accep
Asia/Manila	15.72892	2021-12-10	120.57224	PH	excellent
Europe/Sarajevo	44.75874	05/08/2013, 00:00:00	19.21437	BA	maintenance
Asia/Yekaterinburg	58.04254	2017-09-18	65.27258	RU	excellent
Australia/Perth	-31.95224	2020-05-07	115.8614	AU	average
Asia/Seoul	36.82167	12 Jun 2016	128.63083	KR	accep
America/Cuiaba	-14.66463	2018/05/23	-52.35558	BR	building
America/Chicago	41.47892	2020/02/15	-87.45476	US	building
Africa/Johannesburg	-24.19436	10/20/2017, 00:00:00	29.00974	ZA	accep
Africa/Windhoek	-21.98333	10 Nov 2020	16.91667	NA	good
Asia/Barnaul	53.30972	2014-03-17	83.62389	RU	good
Asia/Yangon	17.30858	01 Jul 2022	97.01124	MM	accep
Asia/Tokyo	33.4425	14 Nov 2017	129.96972	JP	maintenance
Europe/Minsk	55.1904	07/02/2021, 00:00:00	30.2049	BY	accep
Asia/Jerusalem	32.05971	10 Jul 2016	34.8732	IL	excellent
Europe/Rome	45.53069	07/09/2015, 00:00:00	9.40531	IT	average
America/Los_Angeles	36.20829	2013/01/14	-115.98391	US	maintenance
America/Havana	23.04419	10/14/2014, 00:00:00	-82.00919	CU	average
Asia/Kolkata	9.82564	03/24/2016, 00:00:00	78.25795	IN	building
Europe/Madrid	41.91738	2017-09-03	3.1631	ES	average
Africa/Niamey	13.70727	06 Jan 2013	9.15013	NE	good
Africa/Tripoli	24.96334	2021-03-06	10.18003	LY	average
Asia/Manila	16.455	06/27/2013, 00:00:00	120.5875	PH	excellent
Asia/Kolkata	25.49043	01 Dec 2021	85.94001	IN	building
Africa/Dar_es_Salaam	-6.25	09/28/2016, 00:00:00	38.66667	TZ	good
Asia/Samarkand	40.11583	07/15/2018, 00:00:00	67.84222	UZ	accep
Europe/London	53.81667	2018/06/07	-3.05	GB	average
Europe/Berlin	54.52156	16 Nov 2015	9.5586	DE	average
Europe/London	53.0233	10/25/2021, 00:00:00	-1.48119	GB	maintenance
Atlantic/Azores	37.74615	2013-12-03	-25.66689	PT	accep
Africa/Lagos	4.92675	2022-04-30	6.26764	NG	accep
Asia/Kolkata	22.10194	12/11/2015, 00:00:00	85.37752	IN	building
Europe/Berlin	52.47774	2016-01-28	10.5511	DE	good
Asia/Shanghai	32.54278	2014/12/20	111.50861	CN	excellent
Asia/Karachi	30.76468	2017-04-09	74.12286	PK	average
Africa/Ndjamena	12.18441	04/07/2018, 00:00:00	18.69303	TD	excellent
Africa/Blantyre	-13.7804	2016/11/10	34.4587	MW	maitennce
America/New_York	41.48199	2017-01-17	-81.79819	US	excellent
Europe/Berlin	50.64336	2017-02-28	7.2278	DE	maintenance
Europe/Paris	48.86667	2012/12/20	2.08333	FR	building
America/New_York	43.1009	20 Aug 2014	-75.23266	US	maintenance
Europe/Vienna	48.25	26 Nov 2020	16.4	AT	average
America/Los_Angeles	37.71715	2015-10-15	-122.40433	US	good
Asia/Jakarta	-6.48167	01/21/2015, 00:00:00	106.85417	ID	excellent
Asia/Manila	12.97389	2013/11/29	123.99333	PH	good
Asia/Shanghai	35.64889	2018-10-23	117.27583	CN	excellent
Asia/Kolkata	10.12268	2022/02/12	77.54372	IN	accep
Asia/Novokuznetsk	55.8736	2022/05/29	85.4265	RU	accep
Europe/Amsterdam	52.26083	2018-12-08	7.00417	NL	average
America/Chicago	42.16808	2017/03/29	-88.42814	US	excellent
Asia/Kolkata	16.06213	19 Mar 2018	76.0586	IN	average
Europe/Moscow	53.77166	2013/02/04	38.12408	RU	good
Europe/Kiev	46.75451	07/05/2013, 00:00:00	33.34864	UA	accep
America/Bahia	-15.675	04 May 2018	-38.94722	BR	building
Asia/Yakutsk	65.93381	2019-03-24	111.4834	RU	good
America/Sao_Paulo	-28.24	2021-10-04	-48.67028	BR	accep
Asia/Yekaterinburg	51.78771	11/03/2017, 00:00:00	56.36091	RU	average
Europe/Prague	50.50301	10 Apr 2014	13.63617	CZ	good
America/Chicago	29.84576	03/27/2013, 00:00:00	-90.10674	US	accep
America/Los_Angeles	34.95303	2020-08-15	-120.43572	US	maintenance
Asia/Kolkata	23.07492	13 Apr 2018	88.28637	IN	average
America/Recife	-8.05389	27 Jul 2016	-34.88111	BR	excellent
Europe/Berlin	48.49144	09/10/2014, 00:00:00	9.20427	DE	excellent
Asia/Kolkata	19.21667	16 Aug 2017	73.08333	IN	excellent
Europe/Brussels	51.24197	04/22/2013, 00:00:00	4.82313	BE	good
Europe/Rome	41.24264	2017-12-01	16.50104	IT	accep
America/Costa_Rica	10.63504	07/17/2020, 00:00:00	-85.43772	CR	maintenance
Asia/Kolkata	12.25282	08/08/2016, 00:00:00	79.41727	IN	accep
America/Los_Angeles	34.21639	09 Aug 2016	-119.0376	US	excellent
Africa/Tripoli	24.96334	2016-09-15	10.18003	LY	accep
Asia/Kuala_Lumpur	4.88441	2013/10/05	101.96857	MY	maintenance
Asia/Tokyo	34.61667	27 Sep 2013	135.6	JP	average
Asia/Kolkata	28.98002	20 Dec 2015	77.70636	IN	average
Africa/Dar_es_Salaam	-6.25	2018/05/22	38.66667	TZ	building
Africa/Windhoek	-21.98333	2013-01-12	16.91667	NA	excellent
Europe/London	51.40148	2018/10/22	-1.32471	GB	average
America/New_York	33.98154	11 Jul 2022	-81.23621	US	maintenance
America/Chicago	39.09112	08/12/2018, 00:00:00	-94.41551	US	building
America/Argentina/Cordoba	-31.4488	11/15/2020, 00:00:00	-60.93173	AR	good
America/Los_Angeles	47.76232	10 Aug 2022	-122.2054	US	average
Europe/London	51.64316	06 Jan 2018	-0.36053	GB	excellent
Europe/Dublin	53.53333	08/03/2015, 00:00:00	-7.35	IE	excellent
Europe/Helsinki	60.18427	29 Apr 2013	24.95034	FI	building
Asia/Phnom_Penh	13.65805	22 Apr 2021	102.56365	KH	building
America/Recife	-8.28333	23 Jul 2020	-35.03333	BR	good
Europe/Amsterdam	52.57583	2014/06/20	6.61944	NL	accep
America/Sao_Paulo	-21.205	2019-07-30	-41.88778	BR	average
Asia/Shanghai	40.66482	2016-03-24	122.22833	CN	accep
Asia/Shanghai	35.64889	2017-12-14	117.27583	CN	excellent
Europe/Zurich	47.30997	29 Nov 2018	8.52462	CH	average
Europe/Paris	48.90472	2014-08-26	2.2469	FR	excellent
Europe/Paris	43.32393	2018-12-05	5.4584	FR	accep
America/New_York	40.57788	07/04/2019, 00:00:00	-73.95958	US	good
America/Chicago	42.55308	21 Jul 2013	-87.93341	US	building
Asia/Yerevan	40.49748	21 Jan 2016	44.7662	AM	good
Asia/Bishkek	40.93333	2019/11/07	73	KG	accep
Europe/Kiev	49.07866	03/10/2021, 00:00:00	30.96755	UA	good
Africa/Bamako	12.74409	10/30/2018, 00:00:00	-8.07257	ML	accep
America/Chicago	45.16024	01/28/2016, 00:00:00	-93.08883	US	excellent
Africa/Khartoum	11.8659	2021-01-23	34.3869	SD	average
Europe/Rome	40.87363	07/30/2018, 00:00:00	14.34085	IT	building
America/Chicago	35.74788	2012/11/10	-95.36969	US	maintenance
Asia/Karachi	32.17629	10/11/2014, 00:00:00	75.06583	PK	good
Asia/Shanghai	41.09822	2018-12-06	120.74792	CN	building
America/Chicago	35.25064	2015/11/15	-91.73625	US	good
Africa/Lubumbashi	0.76755	2013/03/17	24.43973	CD	maintenance
Asia/Qyzylorda	44.85278	06 Apr 2022	65.50917	KZ	average
America/Caracas	9.91861	27 Dec 2015	-68.30472	VE	maintenance
Asia/Shanghai	41.27194	19 Oct 2012	123.17306	CN	accep
Europe/Moscow	56.03361	2015/01/12	35.96944	RU	accep
America/New_York	27.71809	14 Oct 2013	-82.35176	US	average
Asia/Kuala_Lumpur	4.88441	2015/12/08	101.96857	MY	maintenance
Europe/Kiev	51.67822	2020/07/16	33.9162	UA	good
Europe/London	53.69786	05/28/2021, 00:00:00	-2.68758	GB	average
Europe/Amsterdam	52.31333	06/06/2015, 00:00:00	6.92917	NL	maintenance
Europe/Paris	48.98333	20 Feb 2021	2.61667	FR	accep
Asia/Barnaul	53.30972	23 Jul 2013	83.62389	RU	excellent
Europe/Berlin	52.61131	2022/04/16	13.31783	DE	accep
Europe/Berlin	48.06919	2021/06/18	11.37703	DE	good
Asia/Manila	14.62578	05/19/2019, 00:00:00	121.12251	PH	building
Asia/Kolkata	25.92493	2017/10/29	73.66633	IN	average
Asia/Kuala_Lumpur	1.6561	10/09/2015, 00:00:00	103.6032	MY	accep
Asia/Manila	6.33444	2014-09-04	124.95278	PH	building
Europe/Berlin	49.97704	26 May 2018	9.15214	DE	good
Asia/Manila	12.35275	10/16/2015, 00:00:00	121.06761	PH	average
Europe/London	51.42708	25 Oct 2018	-0.91979	GB	building
America/Havana	23.04419	2016/03/24	-82.00919	CU	good
America/New_York	39.08367	11/29/2014, 00:00:00	-84.50855	US	good
Europe/Stockholm	59.33333	2019-07-09	18.28333	SE	accep
Asia/Kolkata	15.73628	2016/05/18	75.96976	IN	good
Europe/Helsinki	60.2052	2013-11-07	24.6522	FI	average
Africa/Douala	4.2475	04/04/2018, 00:00:00	9.00472	CM	average
Asia/Jakarta	-6.48167	03/20/2020, 00:00:00	106.85417	ID	excellent
Asia/Kolkata	12.04161	2022-06-03	75.35927	IN	maintenance
Europe/Rome	42.22718	2013-10-22	14.39024	IT	maintenance
Africa/Abidjan	5.84752	2020-01-19	-5.682	CI	accep
Europe/Sarajevo	44.75874	2019/08/23	19.21437	BA	accep
America/Caracas	9.91861	06 Aug 2014	-68.30472	VE	building
Asia/Kolkata	25.92493	2019-06-29	73.66633	IN	average
Europe/Madrid	41.63976	19 Feb 2017	2.35739	ES	good
Australia/Perth	-32.05251	2014/04/24	115.88782	AU	good
America/New_York	41.50343	2016/09/21	-74.01042	US	excellent
Europe/Paris	44.92801	2015/06/12	4.8951	FR	excellent
America/New_York	39.45621	11 Sep 2017	-77.96389	US	average
America/Los_Angeles	33.72255	2014/11/18	-116.37697	US	good
Europe/Kiev	45.99194	08/05/2017, 00:00:00	29.41824	UA	good
Europe/Madrid	42.06166	10/10/2016, 00:00:00	-1.60452	ES	maintenance
Asia/Tokyo	35.8	2022/09/11	137.23333	JP	excellent
Asia/Tokyo	43.82634	04/26/2022, 00:00:00	144.09638	JP	average
America/Maceio	-10.91722	2019/10/01	-37.65	BR	average
Africa/Lagos	9.58126	06/16/2018, 00:00:00	8.2926	NG	good
America/New_York	42.93369	2015-01-01	-72.27814	US	maintenance
Africa/Douala	3.51667	2020/07/07	11.5	CM	excellent
America/Sao_Paulo	-22.97056	2020/12/06	-46.99583	BR	good
Africa/Bangui	4.94273	08/11/2013, 00:00:00	15.87735	CF	excellent
Europe/Rome	42.22718	2018-10-31	14.39024	IT	maintenance
Asia/Tokyo	41.77583	05 Jan 2017	140.73667	JP	average
Europe/Andorra	42.50729	2013/02/08	1.53414	AD	maintenance
Asia/Jakarta	3.7278	03 Jun 2019	98.6738	ID	excellent
Asia/Kolkata	21.59983	2015/02/02	71.21169	IN	excellent
Asia/Yekaterinburg	51.4781	2014/09/20	57.3552	RU	accep
Europe/Belgrade	42.62833	12 May 2013	20.89389	XK	good
Asia/Bangkok	15.79408	2021-03-09	104.1451	TH	good
America/New_York	40.64621	2014/10/16	-73.97069	US	good
Africa/Freetown	8.48714	08/10/2018, 00:00:00	-13.2356	SL	building
America/Argentina/Buenos_Aires	-37.32167	12 Feb 2018	-59.13316	AR	accep
America/Sao_Paulo	-22.92306	02/16/2022, 00:00:00	-53.13722	BR	accep
Asia/Kolkata	25.92127	04/04/2021, 00:00:00	86.79271	IN	accep
Asia/Kolkata	25.92493	25 Mar 2018	73.66633	IN	good
Asia/Yekaterinburg	56.11281	20 Jun 2016	69.49015	RU	accep
Asia/Manila	9.6531	11/17/2019, 00:00:00	124.3697	PH	average
Europe/London	50.75767	06/15/2019, 00:00:00	-1.5443	GB	average
America/New_York	40.2737	2020-10-14	-76.88442	US	maintenance
Europe/Madrid	40.42386	2014/03/18	-3.53261	ES	excellent
Asia/Dushanbe	38.55632	2022-07-31	69.01354	TJ	maintenance
America/Indiana/Indianapolis	41.75338	25 Jun 2018	-86.11084	US	good
Asia/Samarkand	40.11583	2017-02-18	67.84222	UZ	excellent
Asia/Tehran	33.86419	04/04/2015, 00:00:00	48.26258	IR	excellent
Asia/Jakarta	-7.54972	2014-10-26	110.71639	ID	accep
Europe/Brussels	51.21187	2016/03/16	4.25633	BE	good
Asia/Shanghai	29.98869	04/08/2020, 00:00:00	122.20488	CN	excellent
Asia/Jakarta	-7.01833	2021-01-22	107.60389	ID	average
America/Argentina/Buenos_Aires	-34.64966	2016/06/16	-58.38341	AR	excellent
Europe/Madrid	38.10558	2013/02/03	-1.86343	ES	average
Europe/Helsinki	65.84811	04/27/2016, 00:00:00	24.14662	FI	average
Africa/Djibouti	11.15583	2022-03-18	42.7125	DJ	average
Europe/Helsinki	60.18427	2013/08/12	24.95034	FI	average
Europe/Rome	45.9836	31 Mar 2022	12.70038	IT	building
America/Costa_Rica	10.63504	2013/10/24	-85.43772	CR	accep
Europe/Istanbul	37.05944	2019-05-29	37.3825	TR	excellent
America/Chicago	36.02506	15 Feb 2022	-86.77917	US	building
Europe/Zaporozhye	47.48444	04/10/2022, 00:00:00	36.25361	UA	average
Europe/Rome	45.50369	2019/06/18	11.412	IT	excellent
Asia/Manila	16.0438	2020/12/05	120.4861	PH	good
America/Denver	39.57582	2019/12/06	-105.11221	US	average
Asia/Manila	14.66	2016-12-20	120.56528	PH	building
America/Argentina/Ushuaia	-54.8	2015-10-05	-68.3	AR	good
Asia/Kolkata	30.81383	2012-12-01	75.16878	IN	maitennce
America/Los_Angeles	34.95303	2019-01-14	-120.43572	US	average
America/Mexico_City	19.8173	04 Aug 2013	-97.35992	MX	good
Asia/Seoul	37.1759	2019/08/18	128.9889	KR	average
Africa/Cairo	26.67319	2018-01-21	31.4976	EG	average
America/Martinique	14.67751	15 Jan 2019	-60.94228	MQ	good
Asia/Kolkata	22.75218	2022/01/27	72.68533	IN	average
Australia/Melbourne	-37.88333	01 Aug 2021	145.06667	AU	excellent
Asia/Yekaterinburg	56.9083	07/17/2019, 00:00:00	60.8019	RU	good
Africa/Johannesburg	-26.93366	2015-08-11	29.24152	ZA	building
Asia/Kolkata	30.21121	26 Nov 2019	74.4818	IN	excellent
America/Puerto_Rico	18.03496	2014/08/30	-66.8499	PR	average
Asia/Shanghai	27.85	20 May 2020	112.9	CN	average
Asia/Kolkata	18.51957	2018/11/03	73.85535	IN	good
America/Maceio	-10.91111	2018-11-18	-37.07167	BR	accep
Europe/Oslo	68.79833	25 Apr 2016	16.54165	NO	average
America/Mexico_City	20.28527	01/29/2013, 00:00:00	-103.42897	MX	average
Asia/Kolkata	25.6439	11/25/2017, 00:00:00	77.9129	IN	accep
Pacific/Honolulu	20.88953	2017/01/29	-156.47432	US	average
Europe/Zurich	46.18396	2021/08/29	6.10237	CH	accep
America/Los_Angeles	33.92946	2018-11-23	-116.97725	US	average
America/Los_Angeles	33.93113	2014/04/07	-117.54866	US	average
Asia/Kolkata	12.04161	03/17/2022, 00:00:00	75.35927	IN	average
Europe/Brussels	51.12794	2015/04/03	4.21372	BE	building
Asia/Manila	12.35275	2015-06-01	121.06761	PH	building
Asia/Tehran	33.86419	23 Dec 2020	48.26258	IR	excellent
Africa/Monrovia	7.57944	2021/09/17	-8.53778	LR	building
Asia/Karachi	31.96258	2020-03-15	73.97117	PK	accep
Europe/Paris	48.8222	2014/03/23	2.12213	FR	average
Europe/London	50.11861	2021-06-24	-5.53715	GB	good
America/Puerto_Rico	18.42745	13 Jul 2015	-67.15407	PR	average
Asia/Jakarta	-6.8048	2016-06-11	110.8405	ID	good
Europe/Minsk	52.4089	2013/06/29	31.3237	BY	building
Asia/Kolkata	28.92694	2021-08-23	78.23456	IN	accep
Asia/Kolkata	25.6439	11/13/2020, 00:00:00	77.9129	IN	accep
Asia/Manila	10.31672	04/15/2022, 00:00:00	123.89071	PH	average
Africa/Johannesburg	-24.19436	20 Sep 2013	29.00974	ZA	good
Europe/Berlin	53.63333	2021/12/18	9.85	DE	good
Europe/Berlin	53.94313	2014/01/27	10.30215	DE	maintenance
Asia/Kolkata	25.92127	2022/03/29	86.79271	IN	accep
America/Chicago	41.72059	20 Sep 2017	-87.70172	US	average
Europe/Madrid	42.8139	2019-12-24	-1.64295	ES	average
Europe/Rome	43.78956	02/11/2020, 00:00:00	7.60872	IT	good
America/Sao_Paulo	-23.44361	2019/05/05	-51.87389	BR	excellent
America/Havana	20.14298	19 Dec 2021	-77.43532	CU	good
Asia/Shanghai	46.08333	2018-10-09	122.08333	CN	average
Asia/Manila	14.8361	2021-02-25	120.97844	PH	average
Europe/Rome	45.44694	2019-10-20	8.62118	IT	good
Europe/Helsinki	65.84811	08 Nov 2018	24.14662	FI	excellent
America/Toronto	42.8334	11/19/2014, 00:00:00	-80.38297	CA	good
America/Chicago	42.16808	07/03/2017, 00:00:00	-88.42814	US	average
Asia/Karachi	26.9423	2013-12-25	68.11759	PK	average
America/Maceio	-10.91111	2017/08/07	-37.07167	BR	maintenance
Europe/Paris	43.61058	12/11/2016, 00:00:00	1.33467	FR	excellent
America/Chicago	31.84568	03/07/2014, 00:00:00	-102.36764	US	maintenance
America/Lima	-16.25	08/21/2013, 00:00:00	-69.08333	PE	accep
America/Santiago	-36.9256	2015/03/22	-73.02841	CL	building
America/Los_Angeles	33.03699	07/28/2020, 00:00:00	-117.29198	US	accep
Asia/Shanghai	23.02677	2016/08/31	113.13148	CN	good
Africa/Douala	4.2475	09/02/2013, 00:00:00	9.00472	CM	average
Australia/Melbourne	-37.9	11 Jan 2016	145.18333	AU	excellent
Europe/Rome	40.55851	06/11/2015, 00:00:00	17.80774	IT	good
America/La_Paz	-21.44345	2015/06/01	-65.71875	BO	accep
Asia/Kolkata	20.88197	15 Feb 2018	85.83334	IN	acceptable
Asia/Yangon	14.0823	2018/05/28	98.19151	MM	average
Europe/Moscow	55.38752	2021/10/13	36.73307	RU	excellent
America/Santiago	-30.60106	2020-10-28	-71.19901	CL	excellent
Asia/Kolkata	11.93381	22 Jan 2015	79.82979	IN	accep
Asia/Manila	14.95472	2021-11-07	120.89694	PH	building
Europe/Berlin	48.07667	23 Jan 2017	8.64409	DE	excellent
Europe/Paris	48.77644	22 Dec 2014	2.29026	FR	maintenance
America/Sao_Paulo	-19.72806	01/21/2014, 00:00:00	-50.19556	BR	good
America/Santiago	-32.45242	2014-07-06	-71.23106	CL	average
America/Los_Angeles	34.63915	2014-01-07	-120.45794	US	excellent
America/Matamoros	25.87972	2016/11/03	-97.50417	MX	excellent
Europe/Lisbon	38.72706	2013/07/11	-9.24671	PT	excellent
Asia/Manila	12.35275	24 Jan 2019	121.06761	PH	maintenance
America/Sao_Paulo	-28.81833	2016/12/09	-52.51028	BR	excellent
Atlantic/Azores	37.74615	06/14/2016, 00:00:00	-25.66689	PT	accep
Europe/Brussels	50.74497	2012-12-05	3.20639	BE	good
Asia/Kolkata	14.62072	03/23/2014, 00:00:00	74.83554	IN	accep
America/Mexico_City	20.74122	2020-02-04	-100.44843	MX	average
America/Chicago	26.18924	2022-03-05	-98.15529	US	accep
America/Chicago	41.47892	11/15/2020, 00:00:00	-87.45476	US	accep
Europe/Berlin	51.168	2015/04/13	7.973	DE	maintenance
Asia/Karachi	25.95533	15 Dec 2021	68.88871	PK	good
Europe/London	52.48173	2018-09-07	-2.12139	GB	good
America/New_York	32.54044	07 Aug 2019	-82.90375	US	average
Europe/Berlin	48.73218	05/06/2014, 00:00:00	11.18709	DE	excellent
Europe/Dublin	53.53333	27 Jan 2021	-7.35	IE	maintenance
Europe/Moscow	59.80917	2015/08/29	30.38167	RU	excellent
Asia/Colombo	6.84019	01/24/2015, 00:00:00	79.87116	LK	maintenance
America/Port-au-Prince	18.57677	2020-01-14	-72.22625	HT	good
America/Chicago	42.24113	2015/09/24	-88.3162	US	average
Asia/Kolkata	18.87813	02/26/2017, 00:00:00	72.93924	IN	average
Europe/London	53.81667	2017/06/18	-3.05	GB	maintenance
Europe/London	51.35084	2016-12-02	-1.99421	GB	average
Asia/Jakarta	0.51667	12/23/2019, 00:00:00	101.44167	ID	average
America/Los_Angeles	34.95303	23 Apr 2014	-120.43572	US	excellent
Europe/Berlin	53.63333	2014-08-18	9.85	DE	average
Asia/Kolkata	32.55531	2014/12/24	76.12647	IN	maintenance
Asia/Shanghai	37.73222	15 Feb 2015	115.70111	CN	maintenance
Europe/Berlin	51.47805	06 Nov 2013	6.8625	DE	good
Asia/Yekaterinburg	60.97944	2019/12/12	76.92421	RU	excellent
Europe/Warsaw	54.58048	2022-02-15	16.86194	PL	good
Australia/Perth	-31.95224	2015/11/02	115.8614	AU	accep
Europe/Berlin	51.04962	2021-07-18	12.1369	DE	good
Asia/Dushanbe	38.55632	02/07/2013, 00:00:00	69.01354	TJ	accep
Asia/Bangkok	14.64056	05 Feb 2017	104.64992	TH	good
Europe/Berlin	49.97704	13 Nov 2017	9.15214	DE	good
America/Los_Angeles	37.73604	02/16/2019, 00:00:00	-120.93549	US	good
Europe/Paris	48	2019-07-10	-4.1	FR	good
Europe/Paris	45.73333	2016-07-10	4.91667	FR	maintenance
Europe/London	53.0233	2012-11-20	-1.48119	GB	good
Asia/Kolkata	24.81757	22 Mar 2014	84.63445	IN	building
Asia/Kolkata	10.10649	05/11/2020, 00:00:00	76.35484	IN	accep
Europe/Madrid	37.35813	2016-11-20	-6.03731	ES	maintenance
Asia/Tokyo	39.46667	2013-09-14	141.95	JP	good
America/Havana	20.14298	2020-09-26	-77.43532	CU	average
America/Sao_Paulo	-21.41222	03/29/2020, 00:00:00	-42.19667	BR	excellent
Asia/Yekaterinburg	60.97944	2022/02/25	76.92421	RU	average
Asia/Kolkata	30.21121	23 Oct 2019	74.4818	IN	good
America/New_York	39.32288	2019-10-27	-76.72803	US	maintenance
Asia/Kolkata	31.28092	01/08/2020, 00:00:00	74.85849	IN	accep
Asia/Shanghai	32.50611	09/15/2019, 00:00:00	120.14278	CN	good
America/Los_Angeles	37.73604	2022-04-13	-120.93549	US	accep
Asia/Shanghai	23.02677	2014/12/02	113.13148	CN	average
Europe/Berlin	49.03685	2013-10-03	8.70745	DE	excellent
Europe/Berlin	54.52156	2016-08-28	9.5586	DE	good
Asia/Shanghai	27.34089	08/06/2015, 00:00:00	117.4831	CN	average
Asia/Baku	38.45598	26 Oct 2013	48.87498	AZ	excellent
Asia/Kolkata	9.57046	30 May 2019	76.32756	IN	average
Europe/Kiev	50.18545	2015/12/03	27.06365	UA	excellent
Asia/Shanghai	31.64615	2019/06/04	120.74221	CN	excellent
Asia/Kolkata	11.50526	2015/09/19	77.23826	IN	building
Asia/Kolkata	10.10649	2020/03/07	76.35484	IN	maintenance
Asia/Tokyo	35.48199	17 Aug 2021	137.02166	JP	excellent
Asia/Jerusalem	31.92923	2013/10/11	34.86563	IL	average
America/New_York	29.65163	2013-01-17	-82.32483	US	good
Asia/Kolkata	10.12268	23 Jul 2018	77.54372	IN	accep
Europe/Moscow	55.62047	10/12/2016, 00:00:00	37.49338	RU	average
America/Merida	21.28306	02/08/2015, 00:00:00	-89.66123	MX	average
Asia/Manila	14.66	2015-03-20	120.56528	PH	maintenance
America/Fortaleza	-4.42472	2019/03/08	-41.45861	BR	average
America/Chicago	41.57721	2014-03-14	-93.71133	US	accep
Asia/Colombo	6.9909	2016/03/22	79.883	LK	good
Asia/Tokyo	35.8	2020/07/24	137.23333	JP	accep
Europe/Kiev	50.18545	23 Nov 2020	27.06365	UA	accep
Asia/Jakarta	-1.26424	31 Oct 2021	104.09701	ID	maintenance
Europe/Moscow	44.92934	03/10/2013, 00:00:00	37.99117	RU	good
Asia/Manila	6.33444	23 May 2017	124.95278	PH	good
Asia/Kuala_Lumpur	4.02219	03/13/2022, 00:00:00	101.02083	MY	good
Asia/Tokyo	36.33011	2014-03-06	138.89585	JP	excellent
Asia/Taipei	23.5654	05/30/2017, 00:00:00	119.58627	TW	building
America/Sao_Paulo	-23.44361	2016/08/08	-51.87389	BR	good
Europe/Chisinau	48.15659	04/01/2013, 00:00:00	28.28489	MD	accep
Asia/Kolkata	25.6439	07/26/2016, 00:00:00	77.9129	IN	accep
Pacific/Auckland	-44.39672	2018-03-08	171.25364	NZ	accep
Europe/Amsterdam	51.65333	2013/04/09	5.2875	NL	building
Europe/Paris	48.90472	31 Mar 2017	2.2469	FR	accep
