Pb	CH4	latitude	warning	PM2.5	TEMP	longitude	NH3	PAHs	H2CO	NOx	PRES	CO	SO2	C2H3NO5	CFCs	PM10	O3
53.87103	8.16971	-2.90055	1.00000	10.43386	14.39169	-79.00453	8.82714	8.90464	42.75643	3.47488	1135.96444	7.83565	9.44955	1.74556	39.03499	8.51088	10.46093
56.63776	7.60975	34.14251	0.00000	5.23541	6.85561	-118.25508	7.28241	7.12570	49.31702	9.14262	1192.63418	8.22976	9.58456	0.49912	59.22827	6.13375	7.74294
63.64157	10.18749	9.57046	0.00000	4.97845	23.77529	76.32756	9.04982	6.03084	53.29514	8.89074	1063.72072	9.27477	11.74022	1.18944	55.77048	7.88474	7.80717
22.20278	8.15599	16.75973	0.00000	6.54607	1.62835	-93.11308	7.65498	5.93189	51.37877	9.08907	1162.70751	6.22502	11.06057	0.83869	54.73304	7.28210	6.24015
71.32941	9.49321	45.4473	0.00000	4.47005	21.42366	-73.75335	9.13077	5.95636	52.70227	6.21896	1069.27910	5.70954	6.63562	1.52093	53.12303	8.47005	7.77703
36.98484	6.97199	4.94273	0.00000	5.56652	23.45964	15.87735	8.54494	7.00868	46.80177	7.26003	1104.80043	5.27133	10.04499	2.37297	64.38559	8.79835	7.21038
41.70782	8.41142	0.49113	1.00000	10.22289	16.48775	29.47306	10.10829	7.91929	27.26292	6.49904	1051.29252	7.78176	8.15166	0.44984	61.62584	6.02014	6.99825
45.85306	9.32670	46.32313	1.00000	11.25581	20.22884	-0.45877	7.80702	10.30036	59.45018	6.75036	1167.54453	7.46923	9.63001	10.36728	59.68482	10.36218	10.02158
48.28044	7.79940	-10.33333	0.00000	8.75953	32.08424	39.28333	9.94483	9.62785	47.74207	7.57578	1145.67336	8.86877	9.36858	1.21553	56.92652	7.90703	5.82445
48.97240	8.87194	-10.33333	1.00000	8.38578	20.05929	39.28333	8.65775	11.24407	40.99278	6.80979	1069.80279	7.71010	10.31804	2.83572	48.55686	8.95286	5.40125
46.76350	7.01636	40.66482	0.00000	7.76766	18.67388	122.22833	9.03542	8.16297	47.76739	7.50926	1108.26701	7.32673	7.31400	3.32411	64.55490	9.07987	6.75021
60.22335	7.87722	4.96667	1.00000	10.65580	8.82956	10.7	8.12065	10.09134	33.86964	9.08721	1190.28088	7.87368	9.64722	0.45827	53.90973	6.36172	10.35207
46.93050	10.15990	30.21121	1.00000	10.41603	27.49679	74.4818	8.39330	8.68876	59.61535	5.84455	1198.98360	6.52595	8.96726	0.94109	56.14442	7.73584	6.65087
36.30797	7.95705	37.35813	1.00000	9.72506	15.09856	-6.03731	7.71144	9.53359	41.25342	9.10944	1178.59566	8.58419	8.47488	2.36802	43.69521	8.78898	9.20706
63.38991	6.73481	-8.66667	1.00000	9.24598	18.69168	-35.71667	8.80841	10.46550	65.40516	5.45180	1084.41964	4.29044	10.81630	2.73517	73.08356	8.99813	6.39940
56.62727	8.64131	48.98994	1.00000	9.65642	11.08963	2.1699	7.99872	8.58668	22.31646	7.12519	1177.58291	6.93115	9.44417	2.64961	51.87827	8.88123	6.81516
56.31050	9.31472	41.55815	1.00000	9.96580	-12.23689	-73.0515	9.19631	9.21011	61.82846	7.51717	1121.29529	8.66043	8.64886	0.66441	62.73322	7.19900	7.71715
37.79121	8.01683	1.6561	1.00000	9.37280	13.15192	103.6032	8.09271	7.62081	36.87579	9.29074	1124.38070	6.62184	9.57980	3.42280	50.64761	9.18090	10.27204
57.62571	9.61525	20.14298	0.00000	6.62665	16.82287	-77.43532	9.47589	9.49326	25.67538	6.71528	1144.78329	7.59728	10.65001	0.68566	55.03229	7.46055	8.88229
86.86171	8.24719	-28.81833	0.00000	5.24986	7.76550	-52.51028	7.35007	7.06517	40.70688	9.72416	1143.62489	9.56241	7.94510	0.92963	48.77013	7.77302	9.82875
62.24452	9.47995	41.84364	1.00000	8.74025	8.47200	-87.71255	8.39352	10.03749	53.16860	5.01494	1116.11472	9.04952	8.70530	0.94051	45.20095	7.54329	8.72210
37.56615	9.31292	48.35149	1.00000	7.62419	15.66489	8.96317	8.39381	10.73776	56.36340	5.83895	1133.96375	7.28313	10.37977	1.19885	60.45866	7.96271	3.38573
48.75120	7.32494	41.66394	0.00000	8.62026	15.70385	-83.55521	8.38957	6.66552	56.84720	6.79703	1123.36623	7.54418	7.11330	0.35499	61.99261	7.07018	4.09356
59.58902	8.59922	21.28306	0.00000	4.03091	13.43179	-89.66123	8.27644	4.30575	63.43575	7.58274	1075.84818	5.96219	10.40205	1.06583	52.48505	7.92602	9.27635
44.64402	10.35682	40.65538	1.00000	9.49138	18.08637	-74.38987	7.76914	9.25188	72.49516	7.85000	1186.30686	6.98172	9.86553	0.29971	68.92821	6.51754	9.83061
51.68258	8.65857	-7.81667	1.00000	10.87247	19.80490	112.01667	8.62057	9.82776	55.75933	6.79982	1102.89530	5.93790	10.37730	1.25669	55.28624	7.99075	10.07540
44.08619	8.01221	47.80527	1.00000	7.39083	6.98062	-122.24064	8.10569	9.51070	39.18284	7.03699	1185.04071	5.75178	11.14650	1.22100	64.63800	7.99171	7.60142
62.89374	7.87731	48.8449	1.00000	10.22030	4.21446	17.22635	6.90259	9.13653	49.71515	4.81153	1059.06706	6.70905	10.27314	4.43809	63.72364	9.52112	10.05049
68.71891	6.38889	36.46917	1.00000	9.52769	-8.67578	10.78222	9.21643	8.83642	60.52538	5.26093	1078.54908	4.20549	10.10126	2.51809	75.50819	8.85280	6.26440
59.25206	4.84036	32.42067	1.00000	10.25417	7.00669	-104.22884	8.39482	9.80218	49.82897	7.74285	1156.98940	7.60329	9.34338	2.10152	63.96488	8.64797	7.93405
55.27921	7.37605	57.47908	0.00000	5.43672	9.43761	-4.22398	8.93781	7.02995	62.70671	9.29971	1056.36643	7.78096	9.34374	1.49133	64.98969	8.50564	7.46676
63.12937	10.61241	48.07667	0.00000	7.11038	31.62247	8.64409	7.22500	7.71777	37.40264	7.77338	1181.61414	7.66315	7.42834	1.10253	52.69643	7.90259	5.98328
60.20810	8.53928	21.28306	0.00000	6.69840	20.09526	-89.66123	9.55050	5.41266	57.78986	6.78026	1198.60500	6.41814	6.23848	1.77793	70.47562	8.44470	6.73323
60.92555	8.31810	33.92946	0.00000	9.69539	21.80863	-116.97725	7.31543	3.93316	47.49948	9.33846	1105.18214	2.07335	10.22074	1.36151	50.05288	8.43833	6.75972
57.99886	7.31489	-27.50578	0.00000	7.09861	30.31016	153.10236	8.06521	7.30107	46.43210	11.89991	1160.01582	9.89673	8.37904	2.33045	50.71950	8.84037	7.74381
44.12871	7.85936	34.75856	0.00000	6.02949	14.22407	136.13108	8.54123	6.76031	63.96170	7.34844	1178.10533	6.96024	6.16169	1.55216	46.35939	8.29334	6.84164
48.92637	8.24935	47.98372	1.00000	8.58330	23.86806	10.18527	7.55302	7.27759	48.27370	5.87637	1102.12446	6.41130	9.64036	1.20518	78.54900	7.89396	6.95842
63.82631	8.63641	34.25628	1.00000	9.87522	25.85224	-78.04471	7.85476	10.25842	53.83346	7.62598	1083.48629	8.11089	9.51743	0.62219	60.17212	6.82808	5.57956
55.80625	7.96002	35.6803	1.00000	9.91349	5.87330	51.0193	9.69862	10.75213	53.25351	7.54213	1115.21400	7.81165	9.37750	2.80733	52.81417	8.99714	6.81838
53.63092	9.09539	37.74615	1.00000	11.77596	9.10940	-25.66689	8.15930	10.12183	59.01015	7.73722	1064.56353	8.95276	8.42567	0.71809	61.56061	6.51970	10.69381
41.92657	7.11319	41.82143		8.25851	12.02289	41.77921	8.81955	7.64514	46.23275	9.70624	1126.62589	6.00388	9.84042	2.92744	61.79982	9.01639	5.74017
45.34817	9.39432	-21.15	1.00000	8.82768	-7.61898	46.58333	8.65289	9.78026	71.31136	5.21914	1197.70678	4.41164	10.79135	1.60987	68.82420	8.32992	4.21126
53.24323	7.89004	41.47892	1.00000	10.63587	31.65461	-87.45476	9.21617	7.92772	56.68339	7.09452	1161.08690	6.66493		1.29411	63.05432	8.21366	8.61186
46.22084	7.13742	-37.88333	1.00000	9.30215	35.95160	145.06667	8.43248	9.74677	57.65433	7.14264	1120.25900	4.68785	11.11609	4.60341	63.26954	9.50922	9.45728
72.06775	7.43558	-37.88333	1.00000	10.16981	17.69777	145.06667	9.08983	9.55332	62.29814	8.09889	1067.31463	7.98732	9.20819	0.62112	51.62918	6.47628	8.42440
43.55506	7.78976	48.07667	1.00000	7.21875	13.72376	8.64409	9.91527	6.97877	55.05941	7.08948	1050.23813	6.93852	7.16234	9.54654	39.66275	10.29712	8.03534
55.82414	8.07078	40.93121	0.00000	7.58348	18.88857	-73.89875	7.34002	6.64471	80.93525	9.36864	1055.02165	5.98924	10.45721	3.72446	60.05750	9.39562	6.36855
70.26615	7.62559	-10.95817	0.00000	7.82426	-1.89865	-38.79084	8.51642	8.59964	69.92317	9.56809	1086.26150	7.45313	9.20076	3.15797	70.09534	9.20056	6.81071
56.52789	7.86266	14.95472	1.00000	10.20651	16.48512	120.89694	8.52785	10.28391	62.45995	4.93695	1062.07710	8.62301	8.65745	2.56265	55.81851	8.88124	10.22647
35.32918	7.02504	48.06919	0.00000	7.05498	3.06346	11.37703		5.76720	61.51937	6.86993	1120.53850	6.99448	6.57083	1.33618	56.70804	8.04422	6.94653
77.36096	8.16544	40.87329	1.00000	9.01129	29.51932	14.43865	7.92655	9.42312	41.36615	6.90918	1055.93068	8.93527	8.02503	1.05230	57.81044	7.39016	9.91520
65.15213	8.17863	48.07667	1.00000	8.60392	18.91839	8.64409	6.42794	8.40337	55.67543	9.83742	1165.32334	6.42890	9.53516	1.13041	61.04395	8.00822	9.62022
47.40819	8.10700	43.31667	0.00000	5.40600	5.75253	-2.68333	8.95190	6.05357	51.27904	4.28840	1169.46990	4.75063	9.20924	0.85665	51.96209	7.75645	8.06140
49.31905	8.77889	14.95472	0.00000	7.25687	18.53957	120.89694	7.37806	7.07540	31.93040	5.56073	1092.58011	6.81573	9.02792	1.08524	42.63419	7.89221	4.99356
58.67682	6.01974	-0.35817	0.00000	7.67733	22.59199	42.54536	8.94933	8.37598	47.70119	9.21868	1126.65088	5.40017	8.67542	7.64906	58.59550	10.09050	5.98363
30.21375	9.09161	47.64995	0.00000	7.93491	22.95723	-117.23991	7.11367	7.93817	74.36757	7.54189	1135.92991	7.03884	6.14945	2.26022	54.64980	8.75318	7.11474
41.17071	6.81580	40.67705	0.00000	7.03258	17.49495	-73.89125	8.18150	7.33542	53.26078	9.61963	1127.59997	5.64918	6.24885	2.86727	60.56624	8.99646	8.99885
20.89562	8.20392	41.66394	1.00000	10.93224	10.07799	-83.55521	9.32691	8.81904	47.51545	5.79604	1135.63759	6.36870	9.92415	1.76747	62.44801	8.51275	11.00849
48.07692	10.00057	26.68451	0.00000	8.49485	16.87024	-80.66756	8.84684	9.10322	49.13225	9.71924	1136.30697	7.34341	9.75014	9.81240	62.78718	10.34154	5.86994
55.14999	10.08794	-4.24444	0.00000	9.33596	21.65527	-42.29444	9.16710	10.41654	49.93753	7.54036	1099.07146	9.02402	9.76865	2.17726	58.92066	8.61532	7.24980
63.19705	7.38166	43.35071	0.00000	8.59985	28.75592	46.10925	7.54458	6.06790	49.87727	10.66316	1062.22788	6.01090	10.10590	2.00522	55.91937	8.63627	6.04699
52.93203	7.62667	38.07789	1.00000	10.59339	16.48532	13.44275	9.26117	8.17567	73.34669	7.04963	1104.67768	8.88444	7.78604	1.36351	66.87171	8.08020	7.95974
73.52870	8.27177	48.35149	0.00000	4.73283	-0.16646	8.96317	7.88921	5.93902	43.18010	7.51898	1114.97822	5.07674	9.09292	4.02611	65.04191	9.37723	8.29283
49.22152	10.73829	-37.88333	0.00000	6.34758	31.90089	145.06667	8.14647	6.93555	49.07395	7.75904	1165.13763	7.41844	6.52002	2.18366	54.32936	8.68137	4.92315
55.48551	6.85647	-7.0981	0.00000	10.81328	23.91679	109.3243	9.91665	9.40007	66.04806	9.65016	1184.67055	5.21689	9.96444	1.44120	48.82960	8.13323	10.70849
57.57828	6.73361	42.58342	0.00000	7.10605	16.21818	-71.8023	8.45856	6.55407	45.20090	5.72092	1069.95760	6.31681	8.64392	1.37660	43.25164	8.08529	6.13214
52.69058	10.70207	51.62907	1.00000	10.17016	27.64859	-0.74934	7.63025	9.57371	41.23337	6.66246	1160.40350	6.09228	9.79755	2.82198	46.65363	8.94401	8.02914
58.98306	7.48696	47.80527	1.00000	8.21682	30.61301	-122.24064	9.42135	9.87945	75.37063	6.56650	1197.88650	7.66492	9.38965	0.63614	75.39037	6.76044	8.51235
60.30383	8.63091	36.46917	0.00000	8.86803	-3.10600	10.78222	8.03913	8.73590	49.07871	10.40913	1060.51797	9.29452	3.82272	0.50658	68.35743	6.46193	6.86095
43.75452	7.65057	14.67751	1.00000	9.57274	-4.16990	-60.94228	8.15210	11.15952	50.73414	7.91460	1178.48820	8.48189	9.84821	0.46266	41.30828	7.28698	6.04787
59.45215	7.18606	40.57788	1.00000	8.61253	21.03361	-73.95958	7.49692	9.50863	65.87414	8.09908	1071.12399	8.88859	8.06644	11.51827	40.51483	10.49312	9.17078
61.52509	7.74140	40.94065	1.00000	9.42572	14.44176	-73.99681	9.90342	11.97393	73.65838	8.21802	1074.37382	8.83491	9.79245	2.12306	68.38714	8.66746	6.96199
40.84760	9.39338	33.92946	1.00000	12.19516	19.64692	-116.97725	9.56535	9.99834	74.45213	6.28959	1152.18181	3.06697	11.99208	2.27694	55.08957	8.80361	11.28866
68.35229	7.45228	40.87363	1.00000	10.94579	23.80065	14.34085	8.65977	8.49777	43.89049	6.99875	1135.92880	6.76892	10.41471	0.65105	56.54073	7.65671	10.36368
43.06335	8.13004	-32.45242	1.00000	10.80380	17.53008	-71.23106	6.32999	10.50874	44.85042	4.71874	1152.72564	6.90403	10.98899	0.92217	49.34020	7.70783	8.92382
71.09052	8.01765	53.6052	0.00000	7.34168	6.73290	10.03988	10.32289	5.51554	65.37377	10.30814	1164.33665	5.82266	8.09812	0.65032	35.14773	6.60247	8.20107
53.27628	6.54188	40.49748	0.00000	6.58805	-3.95137	44.7662	7.06961	6.85800	39.58449	5.46997	1182.43961	6.29105	9.20796	2.96691	52.50437	9.03371	6.67449
58.41794	9.68239	41.84364	1.00000	8.22687	21.38130	-87.71255	7.15425	7.62832	32.17745	8.38380	1054.14742	6.10371	9.73259	1.00047	28.86149	7.86916	10.26505
55.48155	7.90964	-6.25	0.00000	4.42885	19.28522	38.66667	8.62172	8.07768	63.09892	8.05602	1072.27988	8.23896	9.49713	2.17836	73.47849	8.80475	7.81102
46.28383	8.77598	45.4473	0.00000	6.32504	31.06990	-73.75335	6.78716	5.88982	41.04133	10.63859	1130.82797	7.65873	9.51915	1.73540	37.17920	8.34413	7.04975
44.72212	8.96364	3.02013	0.00000	10.58169	15.15767	30.91105	8.05202	7.14484	44.50442	9.22703	1167.20717	9.03015	4.60425	1.39396	67.46942	8.34891	5.70424
38.45943	9.48805	37.1759	1.00000	9.08638	12.13418	128.9889	9.65686	8.03966	56.64367	5.21753	1178.19557	4.84881	10.77936	1.47994	80.84682	8.15259	10.61249
61.40470	8.40689	34.4833	0.00000	7.59170	15.88504	136.84186	6.59710	7.67168	61.77989	5.83775	1110.61272	6.72595	9.07069	0.39232	53.92720	7.29597	7.38195
50.12135	8.42178	-7.57897	1.00000	8.60976	13.29926	112.23109	9.54712	9.21218	64.71978	2.99755	1121.93706	7.02276	10.39125	0.94426	57.82842	7.58785	8.93113
43.62148	9.56397	26.9423	0.00000	5.06262	-1.85290	68.11759	6.52216	7.11513	67.95459	7.69726	1057.14867	7.68661	6.39378	1.29478	64.16842	8.26436	6.53372
46.04996	10.41768	49.5099	1.00000	10.26971	13.61409	6.74549	8.15680	8.97837	44.08342	5.62119	1155.11886	4.55219	11.59698	0.84412	50.14868	7.71787	9.83634
55.12191	5.94419	10.10649	1.00000	9.11133	16.85935	76.35484	10.56738	10.93221	53.37163	7.55678	1061.07889	9.19980	9.46945	1.24252	55.18184	7.92534	4.94386
47.33812	8.46633	13.70167	1.00000	10.02050	17.32956	-89.10944	10.10976	10.08367	39.14835	7.23604	1056.56321	8.22656	9.51779	0.86074	73.01183	7.55084	8.51830
43.23890	8.95502	53.0233	0.00000	4.89512	5.92499	-1.48119	8.71004	4.40251	56.67306	7.25836	1130.56998	4.73959	11.27963	0.84091	54.83979	7.55092	7.89070
22.22840	6.36361	41.91738	1.00000	8.92135	11.34448	3.1631	9.68602	11.53526	50.02539	10.03057	1114.61810	6.78920	10.01002	1.60563	74.37713	8.23001	7.22006
54.70634	8.12821	-0.35817	1.00000	8.21870	7.41660	42.54536	10.13032	9.73706	52.69152	5.62460	1170.06677	6.13728	10.51746	1.26802	52.00174	8.14228	4.64825
46.14173	7.90340	12.04161	0.00000	5.96465	-5.46469	75.35927	9.63464	9.66059	54.48293	8.18998	1114.51790	7.96422	7.82199	5.43949	50.52492	9.74974	8.43675
43.43336	7.81826	32.44874	0.00000	5.80091	28.12490	-99.73314	7.04884	7.30844	41.62920	6.88962	1077.07245	6.84928	7.53051	7.22698	54.24264	10.04062	8.39501
71.67419	6.85964	35.8	1.00000	9.79301	7.58037	137.23333	8.54923	9.75132	51.57395	7.15401	1123.09720	7.27002	9.45001	2.65839	79.05422	8.99688	6.12991
68.65149	4.90270	16.455	0.00000	6.52618	0.48646	120.5875	9.41191	6.33630	28.04306	8.17537	1188.36995	8.14269	6.21775	1.69088	63.72155	8.34409	6.74458
60.91697	8.27157	40.65995	0.00000	7.75205	0.57548	-111.99633	7.23832	7.99439	58.69269	8.20388	1081.86249	6.30945	11.54587	2.54128	60.65642	8.72642	6.02538
27.77652	8.74704	53.49389	1.00000	7.01996	7.87606	-1.29243	8.76646	8.51527	73.52168	3.62156	1108.43451		10.91563	2.39740	38.38323	8.75408	2.98801
69.19408	7.91588	19.30157	0.00000	7.70246	24.14768	72.85107	9.22179	6.85719	39.60359	8.43929	1071.88464	7.35964	4.75772	2.51577	48.07984	8.94099	4.97911
64.83145	7.41352	43.35071	1.00000	9.61750	26.17178	46.10925	9.28470	9.32622	51.31182	9.46914	1161.42253	6.51922	10.04632	0.99704	54.42331	7.84976	9.28408
50.62779	8.46186	40.63316	0.00000	12.08033	15.24102	-74.13653	7.62908	11.50836	20.58229	5.37026	1198.85294	6.22128	10.23948	0.98003	35.02639	8.01849	10.28208
34.58018	9.89285	-37.88333	0.00000	6.87061	17.82202	145.06667	9.15714	6.87399	76.25229	6.35427	1102.63113	6.68453	8.46799	1.99971	57.78246	8.54703	8.00305
69.39338	8.67390	-34.28853	1.00000	12.21215	5.86043	146.05093	6.76192	11.16209	50.96639	4.05009	1063.63234	6.49388	10.05712	1.23032	57.29000	8.11435	10.90052
62.18779	7.37883	-0.35817	1.00000	11.52643	27.39845	42.54536	6.26154	9.69096	50.50150	7.51076	1062.06350	5.49461	9.71839		62.28066	9.06212	9.79480
37.13591	7.64677	51.78967	1.00000	9.23893	12.77473	1.15597	9.46682	8.71637	29.86836	7.80149	1055.75117	6.21203	9.61982	1.75032	57.29957	8.47659	10.26019
46.81786	11.30397	51.21187	0.00000	7.44512	17.62661	4.25633	9.14204	6.96687	25.22797	10.10029	1197.78478	8.34918		1.95771	51.26713	8.55925	7.85414
51.26657	8.34788	27.9247	1.00000	7.60661	1.36972	78.40102	7.25998	8.71120	42.71881	7.88104	1162.65243	7.85000	9.25765	1.58889	68.53638	8.42891	8.53621
38.32023	9.10875	-10.33333	0.00000	5.58052	23.39223	39.28333	10.07009	6.57580	43.57623	10.61278	1138.07733	8.35107	7.53690	4.87061	69.18722	9.59910	8.42019
37.09053	9.76342	48.07667	1.00000	9.83594	26.62949	8.64409	8.56064	9.33161	51.39068	7.62260	1105.66065	6.97452	9.33106	3.02824	53.78853	9.06947	7.99429
75.70922	9.13456	11.15583	1.00000	9.83447	18.58728	42.7125	8.93911	7.87407	38.79737	4.65336	1124.76980	4.34282	9.79727	2.87815	63.96531	8.94435	5.55202
48.69691	9.04413	3.02013	1.00000	7.75963	7.29598	30.91105	7.72862	7.56664	44.32518	10.11542	1061.12998	9.10019	8.04907	2.59101	63.92597	9.00797	9.68703
49.50699	8.50770	-21.205	0.00000	7.09541	33.32670	-41.88778	7.26943	7.14312	64.33526	8.55180	1084.05681	7.91793	5.53181	1.68398	71.21901	8.40823	8.71242
76.09048	8.43387	34.25	0.00000	6.18679	10.48959	135.31667	10.12000	5.17657	59.42589	6.63811	1141.99218	6.36820	6.55045	1.76813	53.91377	8.49834	7.35332
55.94068	8.37118	-7.54972	0.00000	6.92784	17.63544	110.71639	9.44064	6.53945	47.73016	4.67715	1103.72272	5.80288	10.33320	0.99961	73.27712	7.91748	4.88748
59.37709	7.26712	40.65995	0.00000	8.47528	6.94316	-111.99633	6.78345	7.64982	53.46651	8.14569	1076.72181	8.82106	6.44946	0.90217	61.36372	7.54931	6.60516
56.97002	9.28004	-10.95817	0.00000	7.40695	3.81776	-38.79084	8.31930	6.95107	60.19973	10.37427	1055.27667	8.81222	11.46781	0.91336	57.45085	7.91371	6.03672
43.89421	8.06437	44.80477	1.00000	11.05747	15.38814	-0.59543	7.24627	8.35218	47.94852	9.56971	1131.78663	7.40244	8.45533	1.77269	55.11408	8.44759	11.68859
53.40324	9.82253	47.4943	1.00000	10.24833	19.85964	-122.24092	8.65364	10.56851	72.22614	5.02587	1142.62258	7.65975	9.58904	0.54442	48.18618	7.02139	9.32069
49.03097	7.35686	40.92298	0.00000	7.02253	21.06359	14.30935	7.08949	6.89168	45.00887	9.66605	1194.91955	8.15644	10.10647	1.06063	60.98419	7.60318	7.62731
58.10973	9.11475	14.64056	1.00000	10.12715	10.92995	104.64992	9.50210	6.01796	44.41259	4.62793	1091.74247	3.18867	9.30411	1.63014	52.20481	8.41734	6.41035
50.48262	8.40221	22.83957	0.00000	7.77907	8.03427	91.84128	7.44827	8.08993	46.36055	10.27711	1172.11845	7.50242	8.72217	3.26225	59.80062	9.18013	6.84868
83.38754	8.21390	-1.26424	1.00000	9.51503	7.26727	104.09701	7.86257	9.78110	50.57001	6.57153	1165.86559	9.10512	7.35268	0.80142	47.15776	7.88417	10.56514
23.94716	8.79750	14.62072	1.00000	9.00710	11.02053	74.83554	6.08903	11.10130	53.63019	7.65658	1184.16994	6.77990	10.93248	2.46667	60.80699	8.94501	6.52923
39.78113	8.34515	53.37596	1.00000	9.56829	11.44003	51.3452	7.35881	11.84577	53.54131	8.60537	1105.04495	8.82111	9.64815	1.04497	71.38659	7.70270	8.29389
48.83300	8.36900	61.72744	1.00000	9.71699	0.50753	17.10558	7.77994	5.79299	49.19207	4.85920	1084.49637	5.91390	8.74615	3.04348	40.00558	9.11126	5.19010
58.10273	8.43037	20.88953	1.00000	10.68046	20.74221	-156.47432	9.10529	9.09128	36.96618	10.53883	1056.22086	2.90199	11.75694	0.41596	66.49077	5.75729	10.36616
62.61282	8.12095	49.65186	1.00000	9.79468	16.50497	26.97253	8.21473	9.85359	60.84841	8.84331	1064.51001	7.88952	9.26601	3.40366	54.21432	9.23058	9.30175
33.91891	9.08486	10.10649	1.00000	8.95505	21.91291	76.35484	7.15148	9.65847	53.67756	6.49116	1061.75432	5.95609	10.14561	3.13043	63.52018	9.10164	6.38717
56.39462	6.99381	14.62072	1.00000	10.25495	28.10786	74.83554	8.92992	9.45220	56.08294	5.19017	1075.08352	5.59729	10.52803	1.04923	72.20106	7.82142	10.64295
46.45353	5.46028	23.5654	1.00000	10.65692	8.16440	119.58627	8.47587	6.98249	30.23147	8.29602	1181.26391	10.20566	6.96817	4.99569	57.02569	9.57104	9.30266
43.96686	8.64377	10.10649	1.00000	10.76794	14.54531	76.35484	9.60905	10.73009	31.77927	7.83776	1114.49947	5.92537	9.80447	2.61725	62.87416	9.00519	9.84944
44.75892	8.79528	-8.05389	0.00000	8.47599	14.52302	-34.88111	8.76610	8.89598	57.00077	8.78888	1150.80941	8.56792	6.57168	1.66144	72.58713	8.37458	8.86251
47.74166	9.46787	50.80904	1.00000	8.86115	26.93811	8.77069	9.81224	8.80901	60.03518	8.38771	1136.93239	9.10094	7.40810	0.58789	57.81904	7.19156	10.51955
59.94659	8.76774	54.39304	0.00000	7.85453	10.81781	53.26023	8.31798	7.42999	48.95995	6.90913	1182.67659	6.93230	7.47214	0.91583	54.92053	7.89275	8.21985
53.54824	8.56576	-4.16694	0.00000	4.29281	18.82685	-40.7475	7.71073	6.44044	52.93480	6.34249	1164.39134	6.60163	7.85444	10.24211	58.43925	10.35479	7.75588
50.22316	9.42778	46.7055	1.00000	8.58112	16.30888	38.2739	8.51729	8.53921	61.98552	7.36337	1180.18894	5.53693	10.85884	5.78196	58.48772	9.77432	9.09220
49.78798	9.10365	43.35071	1.00000	9.26254	5.20763	46.10925	7.57693	10.56472	67.73718	8.56323	1107.68038	5.11501	11.24897	0.64450	56.40784	6.78489	7.91915
35.30567	8.01420	19.64745	0.00000	6.35445	44.95756	-102.04897	8.56285	5.94609	64.98804	9.78707	1168.20967	6.79075	10.26386	2.25144	48.50478	8.69822	6.53213
47.68048	11.13329	29.98869	0.00000	8.24784	3.56183	122.20488	9.16971	8.63564	32.05542	11.38258	1107.73737	7.20735	6.66214	5.66074	60.95066	9.72299	6.78577
69.13014	7.31849	-8.73508	0.00000	6.04368	-4.75468	24.99798	9.73858	7.23145	52.83756	3.62321	1067.55132	3.92135	10.40784	1.32233	46.90404	7.89839	8.94155
44.64915	8.64451	14.93333	1.00000	9.73224	10.60405	-91.11667	8.29542	9.60749	63.56929	7.40243	1171.68837	7.06075	9.60970	2.67100	46.45465	9.02973	6.92940
52.05854	8.40035	-26.22861	0.00000	9.66763	22.01899	-52.67056	9.32440	7.54911	68.30115	10.33503	1075.07388	9.98736	3.67345	2.05017	51.04403	8.66386	6.68722
53.02533	9.13230	48.35149	1.00000	9.40289	7.30008	8.96317	8.21863	8.14915	70.64311	6.94426	1078.77283	5.89394	10.99974	2.07999	44.08481	8.74768	9.61866
54.56563	8.01485	-2.90055	1.00000	8.80478	8.29251	-79.00453	7.06903	8.26387	57.63530	5.53826	1091.31221	6.85671	9.46696	0.93045	70.02953	7.32215	5.19011
60.14741	7.08197	40.92298	1.00000	8.40874	37.53379	14.30935	7.23974	8.51342	48.20738	7.18951	1176.02756	4.94935	10.76529	5.08819	54.98801	9.64924	9.33998
48.22031	7.57482	45.44694	1.00000	8.66579	2.14690	8.62118	9.93339	9.03500	78.32877	8.00384	1101.21454	10.72321	8.65202	0.37161	67.15513	6.85321	6.56817
66.80303	7.36950	68.79833	0.00000	7.26118	2.70435	16.54165	8.90388	8.04679	44.34465	6.70806	1122.83361	6.83367	7.39139	2.60927	38.64726	8.85540	7.97102
37.80477	8.35686	25.6439	0.00000	7.00929	16.85528	77.9129	8.88642	8.98828	54.65536	5.68236	1137.25763	6.16397	9.54928	0.89537	71.97727	7.15920	7.79248
37.50206	7.37367	50.86079	0.00000	7.26797	4.09558	17.4674	7.53834	7.01771	68.91093	12.00699	1069.87681	10.05331	8.94961	2.27734	47.89658	8.83382	7.24951
51.38765	7.42816	52.71083	1.00000	11.07765	29.52760	5.74861	9.43241	11.20528	58.23536	6.03976	1191.28123	8.91629	8.50056	0.54986	53.46033	6.57435	9.65698
47.28650	7.77821	14.95472	1.00000	10.11115	21.47806	120.89694	8.46203	12.42999	48.56059	4.63172	1167.29443	5.96250	11.12500	1.72073	54.80365	8.46146	8.02472
38.86182	7.12551	49.88307	0.00000	7.71720	16.89727	-119.48568	7.00381	6.89990	71.63560	11.98868	1139.14519	8.06130	8.11214	1.47711	40.76664	8.32667	6.94315
29.51305	9.66121	40.57788	0.00000	8.15137	12.90696	-73.95958	8.20937	7.88524	28.51851	8.15240	1171.24766	9.03388	7.10751	0.80159	52.77452	7.14321	7.17565
