PAHs	warning	PRES	CO	CH4	C2H3NO5	Pb	latitude	CFCs	H2CO	PM10	longitude	SO2	TEMP	NOx	O3	PM2.5	NH3
8.61712		1196.54043	6.00307	5.49250	13.05559	50.48654	40.85158	54.12074	21.22452	8.88418	122.74754	9.00582	8.85666	5.81585	5.66838	7.41463	7.40523
6.02498	0.00000	1146.07305	6.83834	4.53076	12.89306	38.87519	6.25947	43.54073	39.39902	8.87307	102.05461	11.23553	24.99134	5.31773	7.83506	9.24029	4.76886
8.37846	1.00000	1078.69040	7.17914	4.39627	4.07528	56.16570	41.41204	42.88216	47.18389	7.18420	2.18247	8.86962	10.99116	5.17532	5.43615	7.78230	6.75370
5.76897	0.00000	1101.99754	5.21475	4.03099	3.81488	56.76867	37.65181	63.48480	48.66979	6.18554	120.33063	14.51564	-3.71797	4.32944	8.52998	6.00788	3.39452
10.39072	0.00000	1105.70286	8.02930	9.06568	6.75662	71.80716	41.75338	37.84364	53.44514	8.14550	-86.11084	6.21162	7.68202	8.47463	7.46289	6.70657	8.45145
4.80988	1.00000	1080.15770	6.83820	8.91631	6.48332	67.73380	-6.8048		56.32939	7.75899	110.8405	7.65012	26.83679	10.31450	8.50739	7.90684	8.96682
5.67189	0.00000	1072.35309	5.06651	5.98913	4.09820	36.40965	38.70734	51.50309	38.23511	7.07944	-77.02303	8.75148	18.12783	6.72725	8.00587	8.69682	6.24194
8.55233	1.00000	1113.39707	8.35420	6.40288	5.45326	38.42114	6.25947	50.52978	56.87452	7.88419	102.05461	10.82749	18.65754	9.45590	6.81777	7.20372	6.70432
7.26718	1.00000	1152.07401	8.28950	5.39643	3.02883	39.82256	55.67938	51.58991	39.47276	6.95289	12.53463	8.85239	-2.69901	7.48712	7.33208	6.77725	7.07911
6.31456	0.00000	1126.98011	6.40015	11.76445	6.77640	75.68444	53.83333	53.02395	50.89344	8.23649	-2.98333	6.50203	30.16671	10.53431	6.93174	6.50259	4.78208
6.52726	0.00000	1174.20432	3.90132	7.77083	3.98424	61.19130	-36.9256	62.23515	44.54157	7.16861	-73.02841	11.05973	2.36806	9.48601	5.60657	7.68191	2.15755
12.29403	0.00000	1129.73490	3.53392	7.39419	4.88427	32.33559	52.59319	62.65524	49.94621	7.70173	13.32127	9.17246	13.98296	7.67012	6.18757	7.29371	6.79622
	0.00000	1165.75113	7.54638	9.00111	5.56891	40.31882	-31.4488	68.66894	46.68423	7.68028	-60.93173	9.73038	16.33596	10.36766	6.89974	7.78346	3.92833
9.24236	1.00000	1167.68138	5.28063	8.27974	5.02169	59.36875	27.55898	50.99383	61.38274	6.63493	68.21204	8.62097	1.23393	7.28785	6.09329	5.20131	11.21758
9.82496	0.00000	1170.23963	6.02539	6.63432	2.67505	51.43565	28.71271	47.01633	37.14273	6.69458	77.656	10.24842	0.24828	9.64797	7.01002	7.20032	7.52555
8.44483	0.00000	1097.56747	6.76348	10.85913	5.60534	60.52072	45.78071	45.89396	41.21709	7.92843	12.84052	6.58779	21.11715	9.89348	7.77368	8.11267	6.39573
	0.00000	1101.24662	5.42407	8.01754	5.55742	47.44787	25.87972	71.33506	38.41412	7.59746	-97.50417	8.17648	0.44472	5.67734	5.85973	7.70803	7.52222
8.85839	0.00000	1070.35272	6.37825	9.76968	3.04941	49.70492	27.0174	55.64375	61.18246	6.33064	49.62251	7.97983	17.19321	9.69624	7.60908	7.43747	6.09824
7.67041	1.00000	1161.66622	4.15242	7.11592	4.26614	14.56946	38.07789	49.82650	65.68113	7.10801	13.44275	12.07722	-12.98857	7.16716	8.34902	6.60788	9.40102
5.47386	0.00000	1141.88542	7.24127	8.26571	5.18867	48.64995	19.8173	55.73245	27.57553	6.68200	-97.35992	5.92323	2.26151	8.72505	8.00089	6.64740	8.22754
7.10609	0.00000	1171.41150	7.67180	5.70308	5.76663	65.23698	35.89972	36.92051	53.25376	7.49535	14.51472	8.43476	25.49200	5.51773	5.62028	6.78187	5.98102
3.90701	1.00000	1198.70845	7.16738	8.10154	3.64106	37.43944	43.61092	35.31430	57.90931	7.05630	3.87723	7.23791	4.02885	11.47509	7.85622	8.21646	8.31820
8.65949	1.00000	1066.99503	6.02163	9.43897	4.82304	36.89266	37.73222	58.55203	68.05051	7.69190	115.70111	10.57388	5.52430	7.84842	8.12175	8.10778	10.14497
6.55996	1.00000	1185.17944	5.05526	2.05710	3.81963	54.10286	50.88506	39.53763	53.33490	6.67420	4.07601	12.18346	10.57510	4.22820	8.63580	7.51895	8.11949
9.51193	0.00000	1176.25785	6.50801	8.23786	8.74349	44.02023	26.68451	42.56618	39.81745	8.38522	-80.66756	8.03930	13.88012	7.83898	6.75361	9.64928	10.13392
7.82208	1.00000	1068.74530	5.20371	8.00559	3.33311	29.40921	50.75767	56.32801	68.31281	7.23872	-1.5443	10.94495	19.01977	7.57866	8.60464	7.32577	8.47797
5.09797	1.00000	1166.90661	6.27895	8.89971	3.67008	25.09298	-22.92306	44.08508	32.60379	6.36981	-53.13722	9.20496	23.45129	6.78043	5.90422	8.08458	11.57300
7.16130	0.00000	1190.83458	7.32677	3.44335	4.55751	64.70216	11.15583	35.43921	41.69951	7.33507	42.7125	8.88344	25.94620	7.97616	7.04187	8.18026	9.46470
10.46947	1.00000	1156.16820	6.28957	11.45239	4.92328	56.86907	34.08565	50.73714	46.07808	7.50134	74.80555	9.76769	22.46828	6.86102	7.98126	6.49505	7.09853
7.95041	0.00000	1152.55495	7.75095	11.89378	2.48980	33.36144	27.55898	59.61334	57.36125	5.21214	68.21204	3.51867	20.67915	11.46622	7.88508	8.58481	7.65371
6.45486	1.00000	1177.23484	6.32284	8.17447	5.15626	40.89514	40.72371	52.55951	46.88943	7.43383	-73.95097	9.24297	22.05173	11.33696	6.13511	7.71917	8.56425
7.39288	0.00000	1080.06947	6.15892	9.28396	12.33996	34.07338	33.45122	49.12107	57.21139	8.73567	-86.99666	9.51299	25.36532	7.36911	8.07861	7.02175	8.48391
5.97437	1.00000	1107.54608	5.88487	7.12458	15.05417	82.97330	53.93361	68.17522	29.37565	9.13624	37.92792	9.27199	16.99539	10.51366	6.39461	8.79370	9.39795
8.27583	1.00000	1084.36014	4.65950	5.85120	3.11953	51.46415	36.06523	51.98414	44.05364	6.24723	-119.01677	9.45152	15.39981	4.88197	10.17801	8.11864	12.02293
6.78706	0.00000	1162.66584	6.50901	4.94118	8.63881	64.51835	2.41669	43.69874	82.81155	8.34068	30.98551	10.93023	5.03111	5.95078	6.95098	8.61736	6.83472
10.20422	0.00000	1191.74713	7.52281	11.55256	3.46867	21.66336	37.56667	58.81640	46.70978	6.65499	140.11667	3.94827	11.41450	9.19032	6.50413	8.89042	8.29843
4.59150	1.00000	1183.04894	6.73067	8.78950	4.49907	60.96805	52.14	69.83812	70.58672	7.42783	5.58472	7.51797	17.94688	8.41625	8.07581	8.57989	8.62700
9.00933	1.00000	1058.42685	5.10517	9.23220	5.21579	60.98922	51.65333	71.72231	34.00525	7.70843	5.2875	11.13589	9.80864	8.51102	8.06956	8.37710	9.06308
4.19939	0.00000	1193.41434	6.48978	5.88079	2.23128	45.65915	5.90702	66.19959	53.82287	6.28001	116.10146	9.12496	18.20311	8.05639	6.51642	7.12972	7.16779
6.98617	1.00000	1101.13168	9.93008	2.01318	2.32113	53.05668	33.45122	57.55246	49.92088	5.64491	-86.99666	10.43975	24.41738	5.50560	6.88213	7.14121	6.04768
5.68196	1.00000	1196.37335	6.27830	9.31743	4.74294	28.93268	-19.65	60.92143	32.30927	7.31770	47.31667	8.78765	10.92716	8.12323	6.47371	7.52948	9.19126
4.92409	1.00000	1143.58471	5.76131	7.11662	2.61271	56.56371	17.54907	65.57511	48.65876	6.19827	82.85749	9.99548	7.55973	8.45612	9.29554	4.68877	11.45804
8.96134	1.00000	1192.05362	5.06374	8.42542	1.03909	48.75147	54.39304	41.81101	61.79039	6.41906	53.26023	7.78656	11.01412	7.32273	8.72970	7.90740	9.89358
9.83963	0.00000	1184.28929	7.22456	5.94124	3.98686	64.07087	51.14942	67.28725	76.39348	7.66889	15.00835	12.03397	19.65264	8.74449	7.40772	6.56360	5.35714
8.64076	1.00000	1065.35305	8.68813	5.60092	0.73858	60.55601	7.83389	53.38794	60.10863	6.01062	-72.47417	9.42017	10.94627	7.70193	8.01692	8.43135	6.21403
8.35783	0.00000	1116.48684	5.58965	7.56974	5.09251	54.81935	-8.43333	57.52731	63.12993	7.28248	114.33333	10.15939	25.45484	9.08842	8.24666	8.00725	4.84800
7.95111	1.00000	1165.50098	7.91142	6.66383	5.14610	47.86622	-19.65	40.00529	50.08930	7.85366	47.31667	9.07960	13.91377	8.50443	6.58725	8.98646	7.77555
4.59659	1.00000	1080.73111	6.53413	6.64390	5.56608	47.63968	-3.74912	56.43837	30.94829	7.90609	-73.25383	8.94399	24.10425	10.24863	6.74730	8.53554	10.95252
6.39293	0.00000	1100.66072	6.66077	5.51750	3.27541	47.84317	55.75556	36.58084	63.94474	6.06979	60.70278	6.89922	18.50438	7.26779	9.42853	8.54379	9.33528
9.43318	1.00000	1158.88989	6.08397	8.62014	5.00741	36.54820	43.61062	33.98729	58.25411	7.72794	-72.97261	7.08471	24.89611	6.73919	6.01378	7.66486	10.90957
5.03071	1.00000	1182.77725	5.23389	7.38760	9.16481	34.14128	32.50611	47.36687	50.15421	8.54039	120.14278	9.62083	25.97886	9.15371	6.60675	7.47043	8.81045
4.77634	0.00000	1051.68845	5.85605	8.40834	2.19403	60.20249	38.38479	50.82015	40.70857	5.86915	-0.76773	9.77791	13.15281	6.79691	9.03539	6.57123	5.23277
8.94873	0.00000	1071.16889	3.73664	3.97422	3.74683	59.58212	42.819	75.55665	35.30951	7.23689	47.1192	8.81777	15.41308	6.34997	9.78831	7.51302	7.33708
7.58753	0.00000	1173.12598	4.79580	6.88271	5.32366	59.08891	25.75728	53.33923	46.87779	8.00814	75.37991	7.33536	19.26206	6.15993	8.00585	7.58263	5.75471
8.99956	1.00000	1070.60797	8.87888	6.71252	5.75565	44.95277	22.4711	69.08244	81.22260	7.86158	88.1453	7.29781	22.02191	7.46319	5.03346	8.24296	6.41116
8.05986	0.00000	1174.58818	5.47934	9.21668	5.10708	46.66288	34.95303	63.09593	35.25184	7.66475	-120.43572	7.60743	1.04052	9.47766	8.31130	6.55209	5.23109
7.45887	1.00000	1119.26450	11.41363	3.40034	5.23142	67.54633	44.89784	50.22363	26.37850	7.79921	8.86374	9.37131	-7.53510	6.96419	8.08310	8.13303	5.14695
6.65751	0.00000	1131.15685	6.95784	6.58169	6.92147	54.94118	13.51825	47.96500	62.74808	8.03419	99.95469	7.92659	22.46944	7.78710	6.65936	7.02547	6.05762
9.44128	0.00000	1151.60934	4.90204	6.98465	2.88213	54.03865	56.56317	52.64335	45.70761	6.16002	-2.58736	5.96368	-1.94857	6.36894	6.33153	6.86243	8.78089
8.58250	1.00000	1052.58027	5.20332	10.05529	3.41087	53.73332	-3.74912	50.71158	74.13075	6.27721	-73.25383		-3.69011	6.77159	7.66060	7.42876	7.46303
9.30989	1.00000	1165.10900	5.72114	6.20861	11.10834	39.73469	28.92694	49.98806	54.63390	8.80226	78.23456	10.13695	30.60854	6.93021	5.95849	8.80906	7.64559
10.49896	1.00000	1085.61719	2.79209	7.45872	8.96534	16.37755	32.57756	78.83503	45.32424	8.45436	71.52847	9.21822	22.16611	4.90763	6.24399	7.12369	10.69785
9.33692	0.00000	1135.61574	5.44799	5.69569	3.43056	43.60000	12.37169	31.65018	54.03228	6.84433	123.62494	10.08463	3.04104	7.17446	9.06858	6.20917	5.06205
7.54668	0.00000	1100.79402	6.18189	6.46282	3.66812	39.50487	35.82756	58.48526	47.84857	7.18551	137.95378	10.08338	30.68802	4.21499	8.74675	5.64220	4.80380
6.72500	1.00000	1063.92500	7.21740	10.08179	10.87930	60.94825	41.24255	61.59097	38.39766	8.86291	-82.61573	7.92987	-1.18717	9.01045	8.51069	8.41568	8.74382
9.50451	1.00000	1085.15319	7.44729	6.20117	3.42813	39.04157	19.64745	64.15396	71.04730	6.92108	-102.04897	8.79256	26.64443	6.50976	7.17135	8.46795	7.14395
9.60390	1.00000	1082.12928	2.31008	6.20972	2.81596	70.68595	42.24113	49.45623	69.14223	6.93224	-88.3162	11.45587	11.50268	5.40411	6.49124	7.48967	10.29025
7.00185	0.00000	1074.51347	5.50048	4.76946	3.76729	57.87311	43.61062	38.14799	55.81318	7.68870	-72.97261	9.91737	21.50094	8.72835	8.48678	8.06376	6.05174
9.85152	0.00000	1170.86648	8.41662	10.08507	4.62450	54.30901	27.0174	62.83863	60.82575	7.06990	49.62251	5.46287	8.83284	9.70790	8.05390	8.91359	9.74037
7.08601	1.00000	1113.41148	6.01019	8.60468	3.05486	52.27556	-6.25	36.95385	59.82983	6.42205	38.66667	9.76751	16.59146	8.06313	7.38279	8.00488	10.42927
10.44104	0.00000	1066.81649	6.39059	8.35476	6.04738	25.71724	9.6531	49.87023	42.09868	7.85438	124.3697	8.08451	2.07286	7.76957	7.64632	8.11764	8.58854
6.89018	1.00000	1138.43503	5.22453	8.84959	6.21475	47.10922	38.91817	76.06195	47.74003	8.08057	-78.19444	9.51992	-4.60004	7.26512	8.18466	8.34292	8.16723
8.48081	0.00000	1083.65545	5.49016	8.07871	4.62819	59.94163	33.14447	44.72128	43.56024	7.33013	47.3799	7.56652	25.05270	10.56540	7.92799	7.82131	5.44238
6.07536	0.00000	1076.58123	5.93188	5.09504	3.61584	41.21488	-20.88231	61.12768	49.53585	7.03610	55.4504	9.03354	8.63783	6.66277	7.10433	5.33196	5.75007
7.47064	1.00000	1106.23325	9.45651	5.85616	3.49033	51.49463	54.60528	59.02998	65.31342	7.32882	18.34717	9.21753	16.02282	8.58583	7.63889	9.54618	7.26253
8.68600	1.00000	1080.21622	5.58479	6.50108	20.94633	71.25562	31.76212	51.57144	35.10020	9.45772	-95.63079	10.45650	22.02475	7.31637	6.50350	6.48716	8.77168
9.06123	1.00000	1173.44469	4.10260	5.09526	2.46337	31.55134	25.13915	51.76904	35.04620	5.48248	73.06784	10.21917	0.37388	4.85015	7.63774	7.16944	8.39959
5.46746	1.00000	1105.02881	5.81814	7.19554	4.40635	61.49191	48.07667	35.87081	60.53072	6.50770	8.64409	10.30897	25.03093	8.90078	7.07463	7.48308	11.81807
	0.00000	1130.40809	7.02503	6.82587	4.10686	50.44428	68.79833	40.48744	20.00471	6.12766	16.54165	9.43556	8.02532	5.64283	7.69193	7.03496	5.03486
8.56431	0.00000	1062.55277	6.39322	9.16671	2.81928	30.94405	9.57046	50.67172	56.00063	6.83905	76.32756	11.33131	10.92192	7.19319	5.47051	5.75696	5.35979
11.00070	1.00000	1051.83125	3.72973	8.18118	7.19708	68.91352	-22.45667	61.20117	52.18923	8.22215	-47.53028	12.29436	25.90428	8.59756	7.07159	7.87824	8.71310
8.76887	0.00000	1153.82945	5.97092	8.98031	3.44756	54.38036	-32.45242	48.47279	60.76402	6.83328	-71.23106	10.66036	9.74623	7.71348	6.54888	8.66776	5.13663
6.97077	0.00000	1069.67432	5.53134	5.19310	4.91770	46.60149	34.81667	77.90250	27.35606	7.02133	137.4	9.28979	3.37017	6.40204	7.90756	7.37909	5.71844
9.93275	1.00000	1103.66020	5.72557	6.91356	5.79222	43.17879	47.30997	56.70764	27.66458	7.57784	8.52462	7.51231	2.02657	5.66264	10.12063	8.49969	8.60309
9.28846	0.00000	1129.58117	5.42485	10.60993	4.31830	65.04363	41.92361	46.07917	68.33732	7.60860	20.91361	8.64620	24.58950	8.83922	7.39034	6.22986	6.98658
10.32360	1.00000	1053.23822	4.72666	8.35380	2.70649	72.42208	52.14	66.09342	50.31475	6.30750	5.58472		21.52159	6.59914	7.09129	7.00116	10.72086
9.42621	1.00000	1125.58014	4.92543	5.18737	8.23251	64.19636	38.96667	50.93580	40.64689	8.07930	-0.18333	9.59121	23.24764	4.65188	6.91697	8.01028	7.91320
3.55861	0.00000	1081.42020	5.64338	5.86752	5.87743	55.22308	45.0408	43.34042	60.87549	8.09258	-93.263	11.25193	26.30166	5.56789	8.14492	7.39923	4.31356
8.04022	1.00000	1199.91565	7.52301	10.67967	21.46079	63.73586	41.15376	42.37858	28.53220	9.42568	-87.88754	7.88189	21.20761	11.39119	7.57192	7.60559	7.62878
7.16766	1.00000	1152.85043	6.01493	8.98480	16.21210	22.89344	41.91738	54.50693	50.33289	9.26051	3.1631	9.31464	19.33860	7.60204	7.29618	6.88235	9.02244
5.22923	1.00000	1167.57537	6.75837	8.79791	4.66083	41.57142	41.0051	62.65677	46.84370	7.33596	-73.78458	7.43284	10.73164	9.61776	8.16840	8.13484	8.24516
8.83930	1.00000	1196.49795	4.84497	6.61096	5.22734	39.73189	20.74122	49.98807	63.15034	7.66156	-100.44843	11.01769	15.45582	7.45433	6.06380	6.94189	8.95479
5.59438	0.00000	1176.25521	8.78628	8.86124	4.97394	46.95453	50.56149	31.14762	56.77414	7.48233	4.69889	7.87567	18.10650	6.97011	8.54204	6.61332	5.48083
5.42980	1.00000	1066.68740	6.47315	8.01008	5.79180	33.91748	40.37528	47.83475	47.16317	7.91043	28.88222	8.93937	14.08781	8.93675	7.20405	7.05724	10.01723
6.00844	1.00000	1070.32233	5.79341	8.63439	1.65285	49.28511	13.44581	62.60526	52.02637	5.24641	101.18445	8.77209	25.36989	9.13760	7.79025	8.78807	7.48434
6.01455	1.00000	1093.62976	5.90102	6.99497	6.73758	55.38853	-28.81833	60.48862	70.14514	8.29800	-52.51028	10.58590	4.00516	9.64902	8.65924	7.08340	11.31872
4.88745	1.00000	1059.74430	7.30797	10.03807	2.48184	54.89201	5.84752	50.84682	38.69331	7.20807	-5.682	6.94547	8.53135	5.69288	7.24812	7.40621	10.63015
9.40891	1.00000	1189.71065	4.57135	6.12472	3.04839	63.06161	27.0174	47.22182	45.99198	5.77915	49.62251	8.40396	27.87363	4.38098	6.15145	6.65592	10.49192
8.87428	1.00000	1056.31707	6.87671	7.01217	1.85211	54.81523	65.84811	56.38744	49.96601	6.02800	24.14662	8.04553	18.33077	6.23368	6.43507	7.69124	10.49900
9.48836	1.00000	1085.15393	5.34795	9.40723	3.16757	49.72767	14.95472	58.13471	57.86007	6.94684	120.89694	10.20912	14.43821	9.83153	7.09101	7.07366	7.11566
8.61452	1.00000	1168.16726	4.07966	3.87748	13.60102	72.46615	35.25064	40.19538	49.72849	8.96123	-91.73625	11.83257	16.08760	4.73132	8.25546	7.32985	8.59923
6.51875	1.00000	1157.83228	6.80343	8.70625	5.85850	11.82193	37.35813	55.14585	48.47710	7.86612	-6.03731	8.23957	7.48049	10.69585	8.55224	7.33811	8.72556
7.97587	1.00000	1083.94209	5.36895	3.31564	3.72890	48.35473	7.83389	63.20182	66.73867	6.66734	-72.47417	10.99842	17.42132	4.50894	6.12126	8.20176	7.36700
9.20445	1.00000	1119.38580	6.44995	6.03698	2.09579	54.95334	16.06213	44.16835	67.09125	5.88013	76.0586	9.06582	20.98160	6.15580	8.30157	6.59165	8.78631
9.94043	0.00000	1186.85042	4.97901	5.05866	8.40686	65.41339	-6.25	27.46675	62.48304	8.13856	38.66667	9.24872	18.21969	9.65738	6.90803	7.63020	6.17000
9.16643	1.00000	1079.00884	6.46170	5.86191	8.23316	49.02159	46.1351	41.68716	70.29936	8.27114	-60.1831	9.40743	10.44974	6.16478	7.67083	9.30044	8.79309
5.09456	0.00000	1110.90346	5.31818	4.97044	2.68739	37.01177	40.85158	30.04167	48.44616	5.59425	122.74754	10.87009	13.18408	5.05186	7.93059	8.88819	5.76823
8.36397	1.00000	1151.30949	4.70146	4.01131	7.18046	41.51071	47.83333	55.13896	49.25674	7.97591	59.6	11.74258	13.92019	5.05959	8.80544	8.36710	8.49030
8.34661	0.00000	1193.00132	5.23653	4.01667	5.28969	54.09166	33.45122	51.33525	34.08529	8.02538	-86.99666	10.22732	19.16405	7.30337	7.66197	6.80603	6.15814
1.78723	1.00000	1147.93066	7.04820	6.89754	6.52964	25.39515	36.19278	40.47261	42.98231	7.96985	117.65694	7.29011	17.79781	10.72143	7.78520	6.38304	10.58382
6.81927	1.00000	1085.02310	6.97173	10.05037	7.34970	51.91801	47.48444	48.46271	57.05161	8.18806	36.25361	7.71830	13.96908	9.40589	6.78830	7.73289	7.77206
8.60790	0.00000	1119.35766	7.03755	9.87279	8.48633	51.68838	5.90702	71.82888	62.42305	8.54558	116.10146	9.42139	-1.64482	8.64228	9.79758	7.61495	5.80707
5.01695	1.00000	1058.76162	6.30797	8.31086	5.91976	32.38057	33.35283	34.44389	33.66520	7.96390	-111.78903	8.28905	25.72923	8.23160	8.26970	6.63957	9.27096
7.99273	1.00000	1184.68974	8.60170	6.25348	3.20143	45.87679	48.90472	39.67174	50.50095	7.42893	2.2469	7.71964	7.02095	7.09804	8.34075	7.68088	7.72207
6.17874	0.00000	1102.93343	7.45725	5.47027	18.15348	39.41873	32.50611	66.85489	43.34790	9.23373	120.14278	10.21188	1.52792	5.60400	8.81145	7.25034	4.62084
8.34305	0.00000	1100.12605	7.71483	10.95341	3.83146	50.87809	-3.74912	39.90661	38.37782	6.97114	-73.25383	6.73160	20.63411	10.11137	7.13110	6.81774	6.95068
10.50740	0.00000	1089.35554	2.85892	9.04261	3.13688	25.33854	39.33427	35.88293	59.62034	6.47983	-76.43941	8.50562	8.52906	8.40468	6.32918	6.14167	5.06886
4.11658	1.00000	1176.42181	6.01880	8.27895	3.32189	44.37973	48.8449	47.17337	45.33855	6.11882	17.22635	7.84641	15.90633	7.69867	7.63567	7.05286	8.30887
8.05857	0.00000	1050.40089	5.58670	8.00479	4.22866	57.20360	52.14	65.21521	75.22128	7.44495	5.58472	10.64957	28.86135	8.69384	7.80729	7.00855	3.77522
8.99831	1.00000	1161.03238	5.74757	7.25237	4.74607	52.46580	10.22677	37.75743	62.45188	7.84143	-67.33122	8.48295	22.64104	6.62954	7.17042	7.20554	10.41329
7.26844	1.00000	1129.90714	6.28044	10.65613	3.58488	40.53620	19.32889	46.42891	54.73069	6.25490	-99.32556	8.75900	12.06294	6.78283	7.58463	6.08871	8.02239
11.75949	0.00000	1167.13498	1.96645	8.57522	2.15248	83.00044	-23.44361	60.62767	57.22289	6.86211	-51.87389	10.29043	25.30850	5.04492	7.49274	7.21182	5.29411
6.23901	1.00000	1151.92439	6.54626	8.93272	4.47670	61.81732	25.66795	54.56724	57.48420	7.31716	85.83636	8.76231	20.56128	9.92025	7.19731	6.91430	8.72512
8.93959	1.00000	1102.28556	7.93116	5.22591	7.31547	42.34254	23.0072	49.89018	51.51731	8.16152	-82.4017	8.18950	17.50939	5.04461	7.65695	7.64928	9.05021
4.99361	1.00000	1079.57508	6.22029	8.48434	2.87829	45.25722	37.13548	49.04073	33.84819	6.52278	-3.67029	7.92444	19.69721	7.95948	7.93764	8.44472	8.92737
8.86970	0.00000	1199.60158	8.13842	6.88764	1.81030	39.68235	16.0567	58.66904	41.96927	4.72513	103.65309	8.57242	22.72952		6.08120	9.33307	8.42924
5.26016	1.00000	1157.70870	6.11419	8.97486	4.98169	34.75316	43.67681	43.76614	39.34259	7.81091	4.63031	8.25440	13.84826	7.58371	6.75134	7.88610	8.61575
7.34390	0.00000	1178.40310	6.63596	5.73763	6.43914	12.64039	38.54491	37.79620	77.74761	7.90570	-121.74052	7.64986	-4.64772	6.44825	9.51145	6.41006	6.06229
8.84341	0.00000	1127.62919	5.50893	5.68015	3.34892	57.58543	52.31333	57.85151	76.48020	6.75219	6.92917	7.85202	36.36112	7.19673	7.50062	6.83342	5.53823
5.31345	0.00000	1093.36008	3.66014	6.26813	5.81257	40.74265	50.82882	45.73067	57.72807	7.87959	-0.32247	8.37965	8.12043	7.63012	7.06169	8.18922	7.19791
7.36948	0.00000	1054.08182	6.74450	8.98788	3.79144	69.71938	16.455	38.74529	35.85692	7.29079	120.5875	8.99644	14.69827	7.81641	6.20547	7.01036	4.50438
6.08507	1.00000	1194.12277	6.13432	9.03355	3.62389	34.52673	25.92127	58.30158	48.19187	7.25109	86.79271	8.50007	25.49844	8.09114	6.91134	8.06737	8.46102
6.88238	1.00000	1105.32065	5.71685	9.05280	5.06144	34.96289	45.99194	53.06449	44.18744	7.58939	29.41824	9.03752	25.86867	10.75139	6.84038	6.53992	6.72229
7.89791	0.00000	1184.08495	5.16773	8.23074	4.99106	38.25172	56.85836	45.06181	57.63013	7.57724	35.90057	6.47479	-0.38932	5.92350	6.63487	7.62881	7.31783
6.65996	0.00000	1183.15760	10.23706	7.82825	49.81311	73.60734	25.80565	44.65202	52.98016	10.41190	68.49143	10.05211	10.75662	10.22419	7.97543	6.88952	7.29375
8.27275	1.00000	1169.11844	7.00629	4.99321	3.20975	58.63588	53.30972	53.04082	65.38750	6.93283	83.62389	7.81675	14.44584	4.60225	8.17425	6.05181	9.29683
4.37595	1.00000	1180.14782	8.16969	9.72513	4.00909	51.78062	6.84019	50.96369	76.80573	7.38341	79.87116	5.91736	12.22046	9.87383	7.55431	7.01073	9.15086
5.23048	0.00000	1066.80137	5.90330	5.34757	3.41124	59.73863	1.6	52.77118	32.61417	7.04894	103.81667	9.95582	9.69912	6.77306	8.10675	7.73312	6.10837
8.83194	1.00000	1106.19979	7.33447	7.88225	1.77395	52.09205	53.30972	71.75984	29.07110	6.20428	83.62389	6.74551	-3.35494	7.54785	6.36114	6.51283	7.68155
7.08205	1.00000	1082.94523	5.62539	8.58124	3.79906	79.50580	44.35056	41.78988	67.94436	7.08560	142.45778	10.23011	21.55462	8.91538	9.31140	7.26193	8.83627
9.59419	1.00000	1144.99638	6.71905	8.50558	5.04475	51.87132	-22.57306	60.46785	51.68440	7.59218	-47.1725	7.29844	13.98421	7.64281	9.04664	6.17277	9.64389
8.82465	1.00000	1070.46746	7.24206	6.22030	4.48559	40.30109	48.86667	40.28123	52.93763	6.81674	2.08333	9.26577	8.57971	7.20046	6.44713	7.21642	7.77946
7.81169	1.00000	1180.93948	6.01512	10.25050	9.35945	45.17933	13.8196	58.62009	63.49832	8.66333	100.04427	9.05990	6.87256	7.29385	7.24824	5.56777	7.57609
8.23910	1.00000	1089.58259	5.63632	5.35967	5.92944	35.19854	-10.90889	42.71245	58.94029	7.98344	-37.03861	8.84569	1.62106	5.26981	7.47344	7.34982	8.96692
7.43422	0.00000	1145.86029	5.25065	5.01070	5.68153	44.41049	11.15583	54.05980	33.47664	7.74882	42.7125	8.93520	7.42484	5.45633	6.32221	8.05945	7.76714
9.56282	0.00000	1102.35177	3.26677	7.48906	4.64059	58.79517	26.44931	41.04609	62.56703	7.13735	91.61356	8.57133	16.36047	8.99168	6.18408	9.02810	4.46484
8.32650	0.00000	1146.31707	7.71351	10.47414	3.68383	27.09429	-2.90055	33.37699	43.05206	6.62308	-79.00453	6.38978	22.45563	10.10316	7.18959	8.28668	7.83646
10.29205	1.00000	1096.01189	6.79815	10.43771	7.22704	46.80157	36.21544	54.61213	43.77815	8.18063	65.93249	7.06884	23.75676	9.69878	7.81899	7.47234	8.57987
7.50826	0.00000	1160.99929	5.01400	8.52484	7.89148	52.06998	27.52948	44.08839	68.16461	8.38321	68.75915	9.82692	18.22477	5.28003	7.59059	7.47786	3.62250
10.76598	0.00000	1101.66341	7.04858	6.69385	4.05641	52.53554	32.54278	28.41196	43.32832	6.79656	111.50861	9.72936	23.72571	7.10833	7.27494	8.08516	8.49818
6.16514	1.00000	1110.37542	5.43690	8.33747	3.44123	54.45431	37.49073	26.13115	54.57335	6.03169	-2.77259	9.25123	-3.27249	6.56333	8.69979	9.26540	9.19926
3.59737	1.00000	1150.20244	8.32065	8.65435	5.14461	65.17686	-7.01833	55.69261	59.99369	6.85855	107.60389	5.34618	-0.25359	11.01297	8.19287	6.33241	8.58648
