latitude	station	longitude	revision	QoS	code
13.51825	Damnoen Saduak	99.95469	2016/10/29	average	TH
-1.6	Jambi City	103.61667	2015-05-26	maintenance	ID
37.35813	San Juan de Aznalfarache	-6.03731	07 Apr 2017	good	ES
14.66	Pilar	120.56528	12/22/2017, 00:00:00	average	PH
53.93361	Kireyevsk	37.92792	31 Mar 2017	average	RU
41.91886	Ajaccio	8.73812	25 Jan 2016	accep	FR
29.22254	Haldwani	79.5286	17 Mar 2021	good	IN
34.25628	Leland	-78.04471	2018-06-23	good	US
25.92127	Madhipura	86.79271	2022-01-14	average	IN
-3.74912	Iquitos	-73.25383	02/14/2014, 00:00:00	good	PE
31.64615	Changshu City	120.74221	2017-11-08	excellent	CN
10.22677	La Victoria	-67.33122	2013-02-07	average	VE
51.03427	Houthalen	5.37429	2013/06/11	maintenance	BE
13.56667	Farafenni	-15.6	09/18/2022, 00:00:00	accep	GM
-2.90055	Cuenca	-79.00453	05/26/2016, 00:00:00	good	EC
51.78967	Clacton-on-Sea	1.15597	19 Feb 2017	good	GB
47.48444	Polohy	36.25361	16 Sep 2018	accep	UA
51.14942	Zgorzelec	15.00835	2013/09/16	building	PL
10.10649	Alwaye	76.35484	2013-06-26	building	IN
28.88162	Guli	120.03308	11 Mar 2016	average	CN
46.1351	Sydney	-60.1831	08/02/2021, 00:00:00	average	CA
16.0567	Roi Et	103.65309	04/10/2021, 00:00:00	maintenance	TH
40.2737	Harrisburg	-76.88442	09/19/2020, 00:00:00	accep	US
38.58894	Fairview Heights	-89.99038	06 Dec 2021	excellent	US
33.86419	Aleshtar	48.26258	2018-08-19	excellent	IR
48.06919	Gauting	11.37703	2021/06/11	excellent	DE
61.78491	Petrozavodsk	34.34691	29 Jul 2016	accep	RU
47.90771	Ulan Bator	106.88324	03/26/2019, 00:00:00	maitennce	MN
55.63711	Solntsevo	37.38115	12 Jul 2017	building	RU
26.68451	Belle Glade	-80.66756	2021/12/11	building	US
61.72744	Hudiksvall	17.10558	04/23/2016, 00:00:00	accep	SE
41.57439	Smolyan	24.71204	2016/06/18	good	BG
44.59445	Castelfranco Emilia	11.04979	04 Sep 2013	building	IT
27.52948	Khairpur Mir’s	68.75915	2012-12-12	average	PK
19.21667	Dombivli	73.08333	2012/10/15	excellent	IN
35.72917	Msaken	10.58082	08 Aug 2021	good	TN
4.2475	Idenao	9.00472	2019-07-31	good	CM
39.12074	Bergama	27.18052	2016-11-24	maintenance	TR
49.03685	Bretten	8.70745	08/11/2022, 00:00:00	average	DE
5.90702	Donggongon	116.10146	06 Nov 2021	excellent	MY
-34.64966	Barracas	-58.38341	09/15/2016, 00:00:00	average	AR
39.72943	Aurora	-104.83192	01/20/2015, 00:00:00	accep	US
35.64889	Sishui	117.27583	31 Oct 2012	average	CN
40.78206	Andijon	72.34424	2014-02-23	good	UZ
36.91023	Watsonville	-121.75689	2020/02/14	average	US
-25.42778	Curitiba	-49.27306	11/16/2015, 00:00:00	good	BR
16.0438	Manaoag	120.4861	01/17/2022, 00:00:00	average	PH
26.91756	Punta Gorda Isles	-82.07842	02 Oct 2021	accep	US
39.33427	Middle River	-76.43941	28 Jul 2018	accep	US
-34.64966	Barracas	-58.38341	12/18/2012, 00:00:00	accep	AR
6.15038	Nkpor	6.83042	08/07/2015, 00:00:00	average	NG
17.54907	Elamanchili	82.85749	03/26/2019, 00:00:00	good	IN
3.02013	Arua	30.91105	2019/07/31	excellent	UG
10.12268	Periyakulam	77.54372	2020-06-01	average	IN
-22.45667	Santa Gertrudes	-47.53028	2015/05/03	building	BR
37.30553	Zhuangyuan	120.82747	25 Dec 2015	building	CN
19.32932	Contla	-98.1664	31 May 2017	average	MX
48.35693	Friedberg	10.98461	2018-02-14	average	DE
16.0438	Manaoag	120.4861	08/31/2014, 00:00:00	maintenance	PH
51.62907	High Wycombe	-0.74934	2015/09/02	average	GB
48.35693	Friedberg	10.98461	2021-08-14	accep	DE
18.20854	Santa Cruz de Barahona	-71.10077	03/31/2016, 00:00:00	good	DO
-33.75881	Baulkham Hills	150.99292	2016-04-29	average	AU
51.08468	Burscheid	7.11393	2022/07/06	building	DE
19.30157	Bhayandar	72.85107	2017/04/06	good	IN
-4.06667	Same	37.73333	2018/03/03	accep	TZ
53.69786	Leyland	-2.68758	07/12/2017, 00:00:00	excellent	GB
24.05979	Leteri	77.40858	23 Oct 2012	maintenance	IN
9.57046	Kalavoor	76.32756	07 Jan 2014	building	IN
41.55947	Campobasso	14.66737	04 Sep 2016	good	IT
26.2649	Jais	81.54855	2018-11-23	excellent	IN
-10.91722	Lagarto	-37.65	03 Jul 2020	accep	BR
38.13708	Silvan	41.00817	2021/02/07	accep	TR
31.64615	Changshu City	120.74221	2013/10/25	good	CN
8.43333	Nakhon Si Thammarat	99.96667	24 Mar 2017	accep	TH
-6.25	Mvomero	38.66667	05 Nov 2020	excellent	TZ
18.03496	Yauco	-66.8499	18 Jun 2018	good	PR
53.49389	Mexborough	-1.29243	2018/05/18	accep	GB
47.30997	Adliswil	8.52462	2022-06-12	average	CH
34.31	Jerada	-2.16	2014-10-26	good	MA
43.61062	Rutland	-72.97261	2022/07/17	accep	US
10.10649	Alwaye	76.35484	29 Nov 2014	maintenance	IN
16.455	La Trinidad	120.5875	12/24/2012, 00:00:00	average	PH
32.50611	Jiangyan	120.14278	07 Oct 2014	good	CN
34.61667	Yao	135.6	2016-11-12	building	JP
26.91756	Punta Gorda Isles	-82.07842	2019/02/09	maintenance	US
32.05971	Ganei Tikva	34.8732	2014-09-09	accep	IL
41.20485	Paredes	-8.33147	10/04/2015, 00:00:00	excellent	PT
26.44931	Rangia	91.61356	2020-09-10	good	IN
30.17746	Palm Valley	-81.38758	17 Jul 2014	good	US
24.81757	Rafiganj	84.63445	17 Sep 2017	accep	IN
13.73417	Sonzacate	-89.71472	2019/10/13	building	SV
48.90982	Bobigny	2.45012	2014-06-14	average	FR
37.08819	Albufeira	-8.2503	2012/12/04	building	PT
28.92694	Bachhraon	78.23456	31 May 2022	good	IN
38.40917	Xinzhou	112.73333	2012/10/17	accep	CN
11.8659	Ar Ruseris	34.3869	2018/08/12	maintenance	SD
41.48199	Lakewood	-81.79819	02 Nov 2014	excellent	US
47.83333	Shalqar	59.6	12/23/2020, 00:00:00	excellent	KZ
13.70727	Mirriah	9.15013	07/13/2018, 00:00:00	maintenance	NE
41.47892	Schererville	-87.45476	30 Nov 2017	good	US
37.31065	Agrigento	13.57661	2016-10-07	building	IT
-7.01833	Pameungpeuk	107.60389	2020-02-05	accep	ID
41.24255	Norwalk	-82.61573	15 Apr 2014	accep	US
40.11583	Jizzax	67.84222	2022-01-31	average	UZ
41.1053	Custoias	-7.32097	17 Dec 2016	average	PT
-19.65	Antanifotsy	47.31667	2022-08-24	excellent	MG
44.98901	Yablonovskiy	38.94324	30 Apr 2020	building	RU
44.59445	Castelfranco Emilia	11.04979	2018/11/25	building	IT
26.2649	Jais	81.54855	07/13/2020, 00:00:00	excellent	IN
36.19278	Laiwu	117.65694	2017-07-08	excellent	CN
-25.42944	Palmeira	-50.00639	11 Jun 2020	average	BR
40.67705	Cypress Hills	-73.89125	2019/09/08	good	US
59.37722	Narva	28.19028	2020/03/22	excellent	EE
30.35028	Jingzhou	112.19028	2019/04/30	accep	CN
43.54072	Nampa	-116.56346	06 Oct 2012	average	US
31.92923	Ramla	34.86563	04 Mar 2015	accep	IL
-27.76952	Vryheid	30.79165	2022-03-21	good	ZA
45.0408	Columbia Heights	-93.263	02 May 2013	accep	US
-6.25	Mvomero	38.66667	2016-03-22	excellent	TZ
18.00747	New Kingston	-76.78319	2013-01-28	excellent	JM
39.72943	Aurora	-104.83192	16 Dec 2016	accep	US
28.92694	Bachhraon	78.23456	14 Jan 2016	maintenance	IN
9.91861	Tinaquillo	-68.30472	2016-05-23	good	VE
-31.95224	Perth	115.8614	2017-06-08	good	AU
50.86079	Brzeg	17.4674	2021/02/02	average	PL
55.67938	Frederiksberg	12.53463	2014-08-10	good	DK
14.66	Pilar	120.56528	01/17/2014, 00:00:00	good	PH
-37.32167	Tandil	-59.13316	20 Sep 2015	excellent	AR
49.68369	Bensheim	8.61839	2014/05/31	excellent	DE
31.39547	Rahat	34.75699	2020-04-14	excellent	IL
12.74409	Kati	-8.07257	27 Aug 2022	building	ML
-7.76667	Iringa	35.7	01 Jan 2022	good	TZ
33.98154	Lexington	-81.23621	2014-12-04	maintenance	US
33.86419	Aleshtar	48.26258	03/17/2022, 00:00:00	excellent	IR
33.98154	Lexington	-81.23621	2021/07/30	average	US
-28.81833	Soledade	-52.51028	11 Apr 2015	accep	BR
52.26083	Losser	7.00417	08 Jul 2016	accep	NL
31.64615	Changshu City	120.74221	01 Jun 2018	maintenance	CN
34.09611	San Gabriel	-118.10583	2015/07/22	maintenance	US
32.87533	Daud Khel	71.57118	2020-04-23	maintenance	PK
53.95278	Roslavl’	32.86389	2013-06-09	building	RU
44.35056	Nayoro	142.45778	2014/04/03	good	JP
47.92526	Grand Forks	-97.03285	2015-08-06	average	US
7.57944	New Yekepa	-8.53778	05/24/2020, 00:00:00	good	LR
25.13915	Sheoganj	73.06784	08/01/2013, 00:00:00	accep	IN
36.06523	Porterville	-119.01677	03/30/2020, 00:00:00	average	US
41.92361	Bogovinje	20.91361	2015-09-06	average	MK
42.50729	les Escaldes	1.53414	10 Oct 2018	average	AD
37.56667	Inawashiro	140.11667	28 May 2022	accep	JP
6.95194	Recodo	121.96361	23 May 2019	accep	PH
18.65297	Thomazeau	-72.09391	2016/03/29	good	HT
44.89784	Tortona	8.86374	06 Sep 2019	average	IT
53.69786	Leyland	-2.68758	2013-12-07	good	GB
9.82564	Tiruppuvanam	78.25795	22 Jan 2015	building	IN
47.48444	Polohy	36.25361	05/07/2013, 00:00:00	excellent	UA
40.42386	San Fernando de Henares	-3.53261	10/11/2015, 00:00:00	building	ES
46.09273	Iron River	-88.64235	2013/11/20	accep	US
50.5107	Strzelce Opolskie	18.30056	2019-02-07	excellent	PL
23.0072	Boyeros	-82.4017	03/11/2020, 00:00:00	good	CU
43.61062	Rutland	-72.97261	2013-11-18	average	US
51.955	Culemborg	5.22778	2018/11/26	building	NL
49.88307	Kelowna	-119.48568	28 Apr 2013	accep	CA
36.08497	Siliana	9.37082	20 May 2013	average	TN
42.93369	Keene	-72.27814	01/09/2022, 00:00:00	excellent	US
38.40917	Xinzhou	112.73333	2016/06/13	accep	CN
41.0051	Scarsdale	-73.78458	05/22/2018, 00:00:00	excellent	US
-22.9	Sakaraha	44.53333	20 Sep 2014	accep	MG
40.49748	Hrazdan	44.7662	05/16/2017, 00:00:00	accep	AM
-38.16604	Frankston South	145.13643	01/10/2021, 00:00:00	maintenance	AU
23.04419	Jaruco	-82.00919	2019/05/29	accep	CU
60.02427	Kolomyagi	30.28491	10 Nov 2016	building	RU
45.79377	Malnate	8.88104	28 Mar 2017	average	IT
-8.66667	Catende	-35.71667	03 Mar 2015	accep	BR
26.44931	Rangia	91.61356	06/16/2015, 00:00:00	excellent	IN
29.69221	Hasilpur	72.54566	12 Mar 2021	accep	PK
-23.7975	Buri	-48.59278	2018/08/27	average	BR
25.13915	Sheoganj	73.06784	05/24/2021, 00:00:00	building	IN
-8.76194	Porto Velho	-63.90389	2014/06/03	maintenance	BR
-8.99167	Maliana	125.21972	03/30/2013, 00:00:00	excellent	TL
53.14657	Nikolayevsk-on-Amure	140.72287	2019/04/17	good	RU
-19.72806	Iturama	-50.19556	2015-04-29	excellent	BR
10.22677	La Victoria	-67.33122	16 Apr 2014	accep	VE
36.46917	Beni Khiar	10.78222	2021/06/24	good	TN
-4.42472	Pedro II	-41.45861	08 Apr 2015	average	BR
8.35122	Ciudad Guayana	-62.64102	28 Jun 2016	accep	VE
48.8449	Skalica	17.22635	10/01/2016, 00:00:00	good	SK
37.49073	Baza	-2.77259	01/24/2017, 00:00:00	accep	ES
27.52948	Khairpur Mir’s	68.75915	08 Jul 2016	average	PK
36.02506	Brentwood Estates	-86.77917	2021-03-20	maintenance	US
56.9083	Beryozovsky	60.8019	28 Aug 2018	accep	RU
48.86667	Marly-le-Roi	2.08333	2013-12-28	good	FR
51.20219	Radevormwald	7.36027	2018/08/07	accep	DE
51.84819	Walton-on-the-Naze	1.26738	2016-04-28	maintenance	GB
49.5099	Losheim	6.74549	18 Aug 2014	maintenance	DE
53.30972	Novosilikatnyy	83.62389	12/13/2019, 00:00:00	maintenance	RU
43.91452	Brunswick	-69.96533	06/15/2019, 00:00:00	maintenance	US
19.32889	San Lorenzo Acopilco	-99.32556	2021-03-25	accep	MX
47.05	Sankt Peter	15.46667	2022/07/12	good	AT
4.88441	Gua Musang	101.96857	2017-02-23	accep	MY
35.82756	Ina	137.95378	11 Aug 2013	good	JP
-10.33333	Nyangao	39.28333	2014-07-31	good	TZ
34.21639	Camarillo	-119.0376	06 Jul 2016	average	US
45.78071	Portogruaro	12.84052	04/19/2015, 00:00:00	excellent	IT
48.07667	Trossingen	8.64409	02/27/2015, 00:00:00	acceptable	DE
36.33011	Annaka	138.89585	2015-02-12	good	JP
42.30865	Canton	-83.48216	2022/03/14	accep	US
19.21667	Dombivli	73.08333	11 Jul 2015	good	IN
34.15429	Messaad	3.50309	08/28/2020, 00:00:00	average	DZ
35.64889	Sishui	117.27583	2016/05/10	excellent	CN
52.14	Barneveld	5.58472	02 Oct 2014	good	NL
0.49113	Beni	29.47306	08/20/2019, 00:00:00	excellent	CD
48.98333	Mitry-Mory	2.61667	2022-05-19	maintenance	FR
40.87363	Volla	14.34085	2018-08-23	building	IT
45.35	Shuangcheng	126.28333	2015/11/19	excellent	CN
37.56667	Inawashiro	140.11667	2020/02/16	maintenance	JP
42.24113	Crystal Lake	-88.3162	10/13/2018, 00:00:00	excellent	US
52.14	Barneveld	5.58472	2013/05/17	accep	NL
41.24255	Norwalk	-82.61573	2017-10-19	accep	US
27.85	Xiangtan	112.9	2015-08-23	good	CN
-32.45242	La Ligua	-71.23106	11/24/2015, 00:00:00	accep	CL
51.67822	Hlukhiv	33.9162	2019/03/23	average	UA
33.93113	Norco	-117.54866	2021/06/29	good	US
10.12268	Periyakulam	77.54372	2020/03/17	average	IN
30.75545	Ajdabiya	20.22625	20 Dec 2019	excellent	LY
-1.6	Jambi City	103.61667	2022/02/06	good	ID
44.97639	Sremska Mitrovica	19.61222	28 Nov 2016	accep	RS
32.50611	Jiangyan	120.14278	01/13/2022, 00:00:00	good	CN
-26.93366	Standerton	29.24152	2015/10/14	excellent	ZA
42.8139	Segundo Ensanche	-1.64295	03/02/2013, 00:00:00	accep	ES
44.80477	Talence	-0.59543	2021/10/28	average	FR
36.27462	Bordj Zemoura	4.85668	2019/02/25	excellent	DZ
-15.675	Canavieiras	-38.94722	22 Apr 2014	average	BR
38.91817	Front Royal	-78.19444	03/10/2022, 00:00:00	accep	US
38.13708	Silvan	41.00817	2022-09-23	good	TR
43.1122	Perugia	12.38878	2020/01/15	good	IT
14.8361	Guyong	120.97844	2019/12/02	maintenance	PH
50.11861	Penzance	-5.53715	03/26/2017, 00:00:00	maitennce	GB
43.1009	Utica	-75.23266	05 Aug 2013	average	US
-34.64167	Chacabuco	-60.47389	05 Jun 2020	excellent	AR
52.48173	Brierley Hill	-2.12139	2014-11-16	average	GB
-32.45242	La Ligua	-71.23106	11/13/2012, 00:00:00	accep	CL
0.46005	Busia	34.11169	2019/01/12	excellent	KE
43.67681	Arles	4.63031	2016/10/06	average	FR
0.03813	Nyahururu	36.36339	2022/01/18	good	KE
55.25	Ukmerge	24.75	21 Mar 2014	good	LT
38.45598	Astara	48.87498	13 Dec 2016	good	AZ
40.78206	Andijon	72.34424	08 Mar 2015	average	UZ
41.57721	West Des Moines	-93.71133	2015-08-05	accep	US
46.75451	Nova Kakhovka	33.34864	07/13/2020, 00:00:00	accep	UA
46.09273	Iron River	-88.64235	2013-11-30	accep	US
14.93333	Chichicastenango	-91.11667	03/08/2014, 00:00:00	good	GT
40.24537	Pottstown	-75.64963	19 Sep 2017	accep	US
35.72917	Msaken	10.58082	2021/03/15	maintenance	TN
38.55632	Vahdat	69.01354	04/16/2017, 00:00:00	building	TJ
-26.93366	Standerton	29.24152	2013/08/13	accep	ZA
8.43333	Nakhon Si Thammarat	99.96667	2019/12/07	building	TH
50.56149	Gembloux	4.69889	2017-11-12	average	BE
26.11527	Supaul	86.59509	2019-01-11	excellent	IN
47.38093	Kent	-122.23484	02/12/2022, 00:00:00	accep	US
60.97944	Izluchinsk	76.92421	2013/06/08	average	RU
6.46346	Bibiani	-2.31938	06 Nov 2019	excellent	GH
-26.93366	Standerton	29.24152	30 Jun 2017	average	ZA
9.89206	Baki	43.38531	09 Oct 2016	excellent	SO
41.66394	Toledo	-83.55521	24 Jul 2019	accep	US
0.03813	Nyahururu	36.36339	25 Jul 2019	excellent	KE
40.67705	Cypress Hills	-73.89125	11/19/2020, 00:00:00	acceptable	US
42.55308	Pleasant Prairie	-87.93341	2021/04/22	excellent	US
40.34912	Saratoga Springs	-111.90466	05/11/2014, 00:00:00	good	US
45.44694	Novara	8.62118	04/18/2018, 00:00:00	excellent	IT
42.8334	Norfolk County	-80.38297	2020-05-04	excellent	CA
-10.91722	Lagarto	-37.65	03/04/2017, 00:00:00	good	BR
33.45122	Hueytown	-86.99666	2014/07/05	excellent	US
45.43341	Beaconsfield	-73.86586	2012-11-29	average	CA
32.54278	Danjiangkou	111.50861	02/08/2020, 00:00:00	excellent	CN
-7.76667	Iringa	35.7	2015-05-02	good	TZ
16.06213	Hungund	76.0586	2022/06/22	building	IN
-22.92306	Loanda	-53.13722	2019/01/07	good	BR
50.75767	Lymington	-1.5443	01/25/2013, 00:00:00	good	GB
-22.92306	Loanda	-53.13722	2013/09/02	excellent	BR
34.25628	Leland	-78.04471	2022-07-13	average	US
43.67681	Arles	4.63031	17 Jul 2018	accep	FR
45.44694	Novara	8.62118	13 Oct 2018	excellent	IT
-4.42472	Pedro II	-41.45861	2022-04-17	average	BR
19.64745	Paracho de Verduzco	-102.04897	06/27/2015, 00:00:00	good	MX
52.26083	Losser	7.00417	2019/02/07	average	NL
10.12268	Periyakulam	77.54372	11/25/2017, 00:00:00	good	IN
-25.42944	Palmeira	-50.00639	12 Feb 2019	excellent	BR
52.68333	East Dereham	0.93333	03/26/2022, 00:00:00	average	GB
54.52156	Schleswig	9.5586	14 Oct 2019	excellent	DE
44.27804	Kaukauna	-88.27205	2015/08/24	accep	US
55.75556	Ozersk	60.70278	2020/06/10	maintenance	RU
34.25807	Tupelo	-88.70464	2014/03/14	excellent	US
41.24255	Norwalk	-82.61573	2012/12/02	good	US
51.12794	Temse	4.21372	12/18/2020, 00:00:00	accep	BE
54.8421	Alatyr’	46.5813	2016/03/07	average	RU
40.82232	Nutley	-74.15987	01 Feb 2016	maintenance	US
41.15376	Bourbonnais	-87.88754	2014/02/27	good	US
38.96667	Gandia	-0.18333	2022-08-21	excellent	ES
3.3285	Tebingtinggi	99.1625	01/09/2015, 00:00:00	excellent	ID
41.54566	Middletown	-71.29144	2022/01/03	good	US
52.4581	Dahlem	13.28702	10 May 2020	good	DE
25.49043	Teghra	85.94001	13 Jul 2018	average	IN
49.88307	Kelowna	-119.48568	2020-01-29	average	CA
50.64336	Bad Honnef	7.2278	06/28/2018, 00:00:00	average	DE
31.96258	Naushahra Virkan	73.97117	04 Nov 2016	accep	PK
20.21322	Salvatierra	-100.88023	06/27/2017, 00:00:00	excellent	MX
8.56697	Dipolog	123.33471	2019-09-17	accep	PH
29.98869	Zhoushan	122.20488	2014/09/28	good	CN
34.09668	Claremont	-117.71978	03/12/2017, 00:00:00	excellent	US
55.25	Ukmerge	24.75	2020/12/13	accep	LT
14.95472	Baliuag	120.89694	10 Jan 2015	accep	PH
52.57583	Hardenberg	6.61944	04/13/2016, 00:00:00	average	NL
31.84568	Odessa	-102.36764	07/15/2022, 00:00:00	excellent	US
11.12018	Manjeri	76.11996	2014/10/24	building	IN
26.2173	North Lauderdale	-80.22588	2017/11/25	average	US
37.71715	Visitacion Valley	-122.40433	2015/01/17	average	US
40.70995	Amposta	0.57856	2016-05-16	maintenance	ES
-7.81667	Kediri	112.01667	2014/03/14	accep	ID
42.67164	Roseto degli Abruzzi	14.01481	11/08/2012, 00:00:00	good	IT
32.5007	Longview	-94.74049	03/19/2017, 00:00:00	building	US
53.43333	Athlone	-7.95	2017-06-14	good	IE
38.07789	Villabate	13.44275	2013-06-26	average	IT
11.15583	'Ali Sabieh	42.7125	06/28/2020, 00:00:00	good	DJ
33.92866	Temara	-6.90656	01 Jul 2018	excellent	MA
50.56149	Gembloux	4.69889	2015-03-18	good	BE
56.56317	Arbroath	-2.58736	09 Nov 2016	good	GB
40.78206	Andijon	72.34424	03/12/2017, 00:00:00	excellent	UZ
40.92298	Afragola	14.30935	2018-10-27	excellent	IT
41.41204	el Camp de l'Arpa del Clot	2.18247	2015/02/16	accep	ES
36.19278	Laiwu	117.65694	02/26/2020, 00:00:00	excellent	CN
0.03813	Nyahururu	36.36339	21 Jan 2016	average	KE
50.11861	Penzance	-5.53715	12 Dec 2017	accep	GB
50.64336	Bad Honnef	7.2278	2016-11-30	excellent	DE
0.76755	Yangambi	24.43973	2020/06/22	accep	CD
42.06166	Tudela	-1.60452	2013-11-05	good	ES
50.26729	Vernon	-119.27337	2019/05/31	maintenance	CA
35.89972	Valletta	14.51472	2013/08/30	maintenance	MT
40.68066	Massapequa	-73.47429	2013-04-23	building	US
-3.5403	Majene	118.9707	12/17/2016, 00:00:00	accep	ID
57.14369	Aberdeen	-2.09814	19 Sep 2022	average	GB
-20.88231	Saint-Denis	55.4504	03/25/2021, 00:00:00	average	RE
51.20219	Radevormwald	7.36027	15 Dec 2019	good	DE
15.46063	Thap Than	99.89166	2017-09-05	average	TH
36.20829	Pahrump	-115.98391	2012/10/15	good	US
51.42708	Lower Earley	-0.91979	2017/12/05	accep	GB
8.88649	Tchaourou	2.59753	2017-09-14	accep	BJ
-25.42778	Curitiba	-49.27306	08/10/2020, 00:00:00	average	BR
26.2649	Jais	81.54855	2016-09-05	good	IN
12.37169	Masbate	123.62494	11 May 2019	good	PH
45.40008	Sainte-Catherine	-73.58248	09 Apr 2015	excellent	CA
35.6803	Shahre Jadide Andisheh	51.0193	08/23/2014, 00:00:00	excellent	IR
65.84811	Tornio	24.14662	2014-07-15	maintenance	FI
42.7392	Waverly	-84.62081	2022-05-27	good	US
36.81667	Zhoucun	117.81667	2012/10/25	building	CN
7.06273	Mampong	-1.4001	2015/01/09	average	GH
49.5099	Losheim	6.74549	2019/09/12	average	DE
33.35283	Gilbert	-111.78903	01/13/2018, 00:00:00	accep	US
49.65186	Krasyliv	26.97253	2015/06/26	average	UA
50.75	Saint-Omer	2.25	09/09/2014, 00:00:00	maitennce	FR
-4.06667	Same	37.73333	05/29/2015, 00:00:00	maintenance	TZ
16.06213	Hungund	76.0586	09/21/2017, 00:00:00	good	IN
9.58126	Kafanchan	8.2926	2017/01/26	good	NG
51.62907	High Wycombe	-0.74934	05/04/2022, 00:00:00	excellent	GB
37.1759	T’aebaek	128.9889	2014-04-27	accep	KR
50.80904	Marburg an der Lahn	8.77069	06/23/2020, 00:00:00	excellent	DE
18.00747	New Kingston	-76.78319	2016-12-19	accep	JM
39.43534	Lebanon	-84.20299	2015-09-03	accep	US
-6.8	Magomeni	39.25	2013-07-22	excellent	TZ
-22.92306	Loanda	-53.13722	2021/09/09	accep	BR
40.5576	Woodbridge	-74.28459	25 Mar 2021	good	US
41.20485	Paredes	-8.33147	17 Jun 2022	excellent	PT
36.46917	Beni Khiar	10.78222	02/04/2014, 00:00:00	maintenance	TN
48.35693	Friedberg	10.98461	07/12/2022, 00:00:00	good	DE
39.43534	Lebanon	-84.20299	2019-09-29	excellent	US
42.64685	Villaquilambre	-5.55835	08/23/2020, 00:00:00	accep	ES
31.64615	Changshu City	120.74221	2021/10/08	accep	CN
49.07866	Zvenihorodka	30.96755	28 Aug 2018	accep	UA
11.8659	Ar Ruseris	34.3869	08/24/2021, 00:00:00	building	SD
40.65538	Scotch Plains	-74.38987	06/08/2020, 00:00:00	average	US
33.14447	Darreh Shahr	47.3799	2020-07-27	good	IR
53.46506	Chapletown	-1.47217	2013-08-05	accep	GB
40.72371	Greenpoint	-73.95097	2013-11-15	good	US
42.24113	Crystal Lake	-88.3162	2017/05/14	excellent	US
32.5007	Longview	-94.74049	20 Nov 2014	excellent	US
41.27621	East Haven	-72.86843	2022/05/19	good	US
41.1053	Custoias	-7.32097	2015-05-17	average	PT
0.49113	Beni	29.47306	04/06/2019, 00:00:00	average	CD
-21.41222	Miracema	-42.19667	2019/10/07	excellent	BR
21.34222	Kundla	71.30633	2014-06-04	building	IN
33.43443	Azrou	-5.22126	05/11/2017, 00:00:00	average	MA
52.31333	Oldenzaal	6.92917	2012/10/06	average	NL
43.4125	Montana	23.225	2016/06/01	excellent	BG
38.17492	American Canyon	-122.2608	07/06/2018, 00:00:00	good	US
13.44581	Phanat Nikhom	101.18445	2018/12/09	accep	TH
50.26729	Vernon	-119.27337	2019-11-07	building	CA
-17.73648	Port-Vila	168.31366	09 Nov 2020	building	VU
24.81757	Rafiganj	84.63445	03/18/2022, 00:00:00	building	IN
41.50343	Newburgh	-74.01042	2022-03-03	good	US
11.86064	Gaya	9.0027	2014/05/31	good	NG
53.46506	Chapletown	-1.47217	04 Jun 2015	average	GB
41.80753	New City	-87.65644	2014/10/26	excellent	US
28.15112	Lutz	-82.46148	05/10/2014, 00:00:00	excellent	US
18.57677	Croix-des-Bouquets	-72.22625	2022/08/22	maintenance	HT
54.48147	Oktyabr’skiy	53.47103	2015/07/23	excellent	RU
28.71271	Pilkhua	77.656	2018-09-11	good	IN
55.62047	Tyoply Stan	37.49338	15 Jul 2022	accep	RU
23.15678	Varadero	-81.24441	02/28/2019, 00:00:00	accep	CU
18.65297	Thomazeau	-72.09391	2017/06/22	accep	HT
26.11527	Supaul	86.59509	2015-06-08	accep	IN
1.6561	Kulai	103.6032	03/22/2020, 00:00:00	maintenance	MY
55.67938	Frederiksberg	12.53463	2020/08/19	average	DK
47.56494	Voznesensk	31.33078	28 Jul 2017	good	UA
41.15612	Reus	1.10687	2021-01-25	average	ES
14.62578	Antipolo	121.12251	2013-07-17	excellent	PH
58.04254	Tavda	65.27258	2022-04-16	excellent	RU
6.25947	Tak Bai	102.05461	09 Aug 2016	average	TH
37.51803	Misterbianco	15.00913	01/29/2018, 00:00:00	excellent	IT
-8.43333	Muncar	114.33333	2019/01/11	good	ID
-33.79176	Eastwood	151.08057	2021-05-12	excellent	AU
48.86667	Marly-le-Roi	2.08333	2018/09/10	average	FR
51.88333	Verl	8.51667	2018/09/14	excellent	DE
34.08565	Srinagar	74.80555	06/26/2019, 00:00:00	good	IN
53.00974	Rhosllanerchrugog	-3.05814	2022-08-07	average	GB
-1.9487	Rwamagana	30.4347	2016-01-14	accep	RW
9.535	Camayenne	-13.68778	2020/03/05	accep	GN
68.79833	Harstad	16.54165	07/17/2017, 00:00:00	accep	NO
18.42745	Aguadilla	-67.15407	23 Jul 2022	average	PR
28.92694	Bachhraon	78.23456	2017-01-14	accep	IN
-22.45667	Santa Gertrudes	-47.53028	2022/06/04	average	BR
-44.39672	Timaru	171.25364	2022/07/06	average	NZ
48.06919	Gauting	11.37703	08/31/2017, 00:00:00	excellent	DE
43.54072	Nampa	-116.56346	2018-04-11	acceptable	US
55.75556	Ozersk	60.70278	2018-10-22	maintenance	RU
24.41288	Aklera	76.56719	2020-02-26	excellent	IN
58.23583	Lesosibirsk	92.48278	2017-12-23	accep	RU
-7.01833	Pameungpeuk	107.60389	22 Jul 2022	accep	ID
