Pb	CO	longitude	latitude	O3	CH4	TEMP	warning	PM2.5	PAHs	NH3	PM10	SO2	PRES	C2H3NO5	NOx	H2CO	CFCs
32.79471	10.07464	75.96976	15.73628	7.59402	7.94087	19.93484	0.00000	8.16259	5.07628	7.24806	8.26201	7.26411	1059.48428	0.45765	5.34920	42.66103	42.57433
51.53508	8.42299	-13.2356	8.48714	8.83322	10.21471	6.95116	1.00000	9.68665	8.98793	7.36682	9.55398	7.33578	1158.09914	1.34911	10.18081	35.72281	53.55371
60.22211	7.96024	78.25795	9.82564	8.02779	10.48628	26.27874	1.00000	6.57941	8.49731	8.60853	7.54037	7.83749	1063.22347	0.31893	7.93595	54.29911	62.26167
33.50394	10.09107	37.99117	44.92934	7.35566	9.25469	27.34872	1.00000	8.72142	9.80001	8.42056	12.00010	6.96697	1157.63938	13.45915	10.50156	63.67793	58.85466
25.29393		-73.99681	40.94065	8.17732	7.25149	33.10173	0.00000	7.21611	1.74236	7.42161	10.42135	7.54903	1071.97549	2.87776	5.76192	62.62332	35.04048
63.65042	6.87397	73.97117	31.96258	5.22727	12.22832	8.26641	1.00000	8.45258	8.44017	7.42412	7.37726	7.73527	1056.55488	0.30029	7.13061	47.21498	64.56473
59.19485	9.10683	122.22833	40.66482	10.21128	8.76896	14.06367	1.00000	5.97598	8.26177	8.10759	8.38776	8.94657	1195.34846	0.60400	8.21921	54.24990	54.08166
43.35680	8.31811	88.1453	22.4711	8.52480	10.64742	11.99347	1.00000	9.58180	9.62195	8.52907	9.69981	9.06925	1051.99308	1.56249	10.48888	57.99177	19.21374
51.18337	9.34037	-77.43532	20.14298	10.77988	8.17468	21.85616	1.00000	8.92310	8.97578	8.60367	7.82601	8.83838	1056.63712	0.37441	8.11778	69.51234	59.34011
42.71725	8.27915	91.84128	22.83957	8.82286	10.29899	10.55220	1.00000	7.17966	7.71927	7.39357	9.33621	9.61151	1191.07732	1.12893	9.69429	43.63938	51.95278
62.51627	11.38119	79.87116	6.84019	8.09252	9.60954	4.99465	1.00000	8.94047	11.59145	7.25058	11.96193	7.93514	1079.98678	12.95498	11.67355	39.49458	35.30439
40.40530	6.33569	9.37082	36.08497	8.77523	9.10210	29.31318	1.00000	8.12231	9.07760	9.50751	8.62524	7.70386	1151.73540	0.65341	7.47817	49.27395	32.37945
43.47063	9.18953	37.92792	53.93361	10.25629	11.42223	10.35689	1.00000	7.98859	10.40019	7.69051	8.54473	8.48126	1082.93670	0.58918	11.75393	33.24169	36.23388
42.66875	9.54733	-52.67056	-26.22861	9.13873	6.70790	26.35819	0.00000	7.58886	6.63551	8.65811	5.83493	7.31866	1169.53660	0.15228	6.08911	42.63492	54.23202
37.94924	8.70427	-87.88754	41.15376	10.12604	7.18892	26.67033	0.00000	7.34441	8.12679	7.41883	8.84816	7.52951	1129.97000	0.71710	10.57450	35.23088	50.92179
49.44228	8.52330	-70.92866	42.52787	9.58907	8.02102	20.12534		7.73540	8.73867	6.19374	8.57275	7.47769	1103.66745	0.65546	8.13446	51.39728	68.62517
49.26500	9.27719	109.05389	-7.51611	8.65124	10.27926	35.63158	1.00000	9.42097	9.69400	8.99633	10.25708	8.31160	1099.67460	2.51124	10.63132	66.75230	41.33282
44.05447	10.53775	67.84222	40.11583	10.32376	9.58170	14.09572	0.00000	7.68540	7.35182	6.29347	8.15156	6.40653	1051.08055	0.50245	8.22649	50.22142	33.03062
41.32513	11.26793	120.33063	37.65181	10.39825	9.89640	16.14885	1.00000	7.07283	12.71817	6.36772	9.30511	8.61046	1160.12885	1.02709	10.73539	64.86304	58.59778
45.16433	5.07887	17.4674	50.86079	9.81530	5.08191	25.92675	0.00000	8.16939	9.94646	7.01522	9.60304	6.44344	1175.28689	1.35252	9.03305	71.66730	42.47137
59.75540	10.21844	100.48528	14.37395	8.23178	8.41599	8.34470	1.00000	8.85541	10.91599	8.22559	11.34075	8.01509	1159.60224	6.99245	8.71757	63.18476	42.52923
50.50527	6.12027	-76.43941	39.33427	6.01027	7.80221	26.75880	1.00000	8.52213	9.94977	8.30584	4.38855	8.21012	1123.83036	0.19766	7.67546	57.33039	29.48602
23.20189	8.85971	-76.43941	39.33427	10.48781	8.98496	7.10947	1.00000	9.37505	7.44028	8.94150	7.89206	5.65018	1196.81462	0.41989	8.52764	46.66373	53.05061
53.80663	10.88012	-78.87836	35.05266	11.68274	7.95746	14.11516	1.00000	7.79229	9.55963	7.14513	7.32423	8.76549	1053.71668	0.27409	7.52828	60.11328	
25.59951	8.77450	-105.36369	22.49396	7.14880	10.00267	24.14186	1.00000	8.98010	10.89758	7.59351	4.70687	8.92680	1090.69363	0.18331	6.26036	61.28570	38.12595
56.25571	7.36666	-79.62098	9.15093	5.43531	7.21363	32.56795	0.00000	7.88717	10.25208	7.38519	10.66328	8.98770	1182.69726	3.67755	8.28392	25.19882	45.25387
37.70062	8.40569	9.00472	4.2475	9.80053	5.95802	12.57575	0.00000	9.21569	8.53624	7.86440	3.62747	8.75121	1181.74042	0.17015	5.91322	36.36680	45.20040
51.64424	9.83907	20.91361	41.92361	13.08454	9.06165	23.61236	0.00000	6.01067	9.42212	7.99867	5.60599	7.99145	1070.54621	0.18230	7.69319	25.97238	67.85499
60.41693	4.91797	-51.50361	-29.2975	5.79765	9.93076	5.66225	1.00000	8.71079	9.90594	8.39889	8.39084	7.36425	1088.96857	0.54053	5.19038	35.86233	41.28459
39.11062	8.73957	-89.64066	40.56754	9.29877	9.40844	25.73166	1.00000	9.21188	7.75653	7.97728	8.85568	7.73777	1158.81775	0.74436	8.85338	67.51829	44.76362
55.31387	9.75739	-97.50417	25.87972	9.26780	6.52580	20.22069	0.00000	7.64934	8.14757	8.00785	6.45180	10.55523	1109.63444	0.25782	5.94394	48.04364	68.07329
21.51383	8.38337	75.96976	15.73628	9.26435	10.60211	9.58321	1.00000	8.67175	8.88266	7.15155	9.02658	8.28528	1095.04226	0.89291	10.33447	39.89470	64.60648
47.68762	10.73157	7.11393	51.08468	10.11073	8.53190	30.13692	1.00000	9.19417	10.15844	7.74851	9.29437	9.76722	1062.75412	1.04688	8.65101	45.32333	61.58423
62.85706	8.96647	-73.47429	40.68066	9.79691	6.98437	39.28985	0.00000	9.21464	6.19273	9.14456	6.98761	7.37005	1186.49294	0.27722	8.28865	69.62067	55.98439
45.20952	10.13096	126.28333	45.35	10.16446	10.60686	26.96833	1.00000	10.73795	10.72378	9.08744	8.94247	8.81786	1092.07541	0.79654	10.56576	59.17372	51.72825
48.84319	10.45418	77.9129	25.6439	7.63339	6.83224	19.11753	0.00000	8.13370	4.88094	8.48062	7.57123	8.22396	1091.43123	0.27552	3.56061	51.89058	56.45160
39.20350	9.26939	-0.33525	53.7446	9.65401	9.79175	7.75002	1.00000	7.89505	8.74685	6.80466	9.17637	6.77335	1158.71626	0.96506	9.87425	24.01344	47.41184
47.51138	10.43491	78.23456	28.92694	11.18354	9.86216	17.21600	1.00000	7.36329	10.39140	8.22669	7.71239	7.78511	1104.50348	0.42957	9.83726	45.35123	51.13436
41.59486	8.78160	-87.93341	42.55308	8.79738	10.94021	21.85552	1.00000	9.85006	10.24267	7.64584	9.87069	7.28460	1087.03580	1.80246	10.89578	41.40170	56.77771
42.11439	9.34414	137.95378	35.82756	8.71895	10.35505	1.41306	1.00000	7.53322	10.14106	6.70675	10.04511	7.19288	1153.70157	2.08481	10.42915	48.56555	34.00582
64.07562	7.76528	2.44892	48.98693	7.14494	9.18015	27.94723	1.00000	5.86600	9.02866	6.89025	6.37221	8.68356	1151.81641	0.26625	6.42008	44.75929	34.06129
46.98668	8.23250	7.11393	51.08468	6.34443	12.21789	3.94910	1.00000	6.41951	9.76466	8.31432	6.35480	8.49077	1050.16809	0.26927	6.99904	56.00795	49.97063
37.71864	10.92586	69.49015	56.11281	11.95199	9.60285	1.92528	0.00000	7.63861	7.47263	8.55501	7.28169	10.28050	1139.17673	0.31932	9.55006	32.47047	52.37681
55.13452	7.45727	38.66667	-6.25	5.54272	11.67808	-1.90220	1.00000	7.49863	8.15470	9.42689	7.45999	8.98781	1068.22892	0.32354	6.97010	37.12546	44.43547
36.40371	8.35941	4.62744	36.06386	11.31223	7.17536	30.29689	0.00000	6.18695	6.67288	9.42047	9.24689	8.45184	1127.21439	0.94707		43.82406	59.94951
35.01419	8.47237	-53.13722	-22.92306	11.98168	9.91731	19.48470	0.00000	8.61908	10.99378	8.42319	6.92965	9.13324	1061.32170	0.29182	6.29627	52.59690	43.86933
50.28628	9.19591	-6.90656	33.92866	9.53848	7.15092	7.83609	0.00000	9.71333	8.46292	8.67821	6.67792	8.51792	1187.55557	0.23892	5.59270	71.38694	64.28469
41.16554	8.82985	-73.97069	40.64621	7.27665	10.79329	15.33455	1.00000	8.82534	10.01139	8.02692	11.49708	8.16860	1184.61635	8.28327	10.85599	58.23259	55.02799
47.73189	8.55178	20.22625	30.75545	6.91857	9.91148	15.29352	1.00000	9.47237	9.14068	6.63319	5.66809	7.60653	1166.59123	0.23707	8.60002	50.02583	45.91828
58.86854	5.90785	34.75699	31.39547	8.59104	6.36749	9.59538	0.00000	8.23693	8.90975	8.76500	9.89126	8.41487	1195.40244	1.84775	8.44942	41.77662	41.50806
38.52508	10.43847	-76.88442	40.2737	12.36480	5.80689	2.18846	1.00000	8.55520	7.75480	7.93978	6.62748	6.12657	1100.36968	0.19318	5.43798	19.70347	45.75203
40.73043	4.50433	-2.12139	52.48173	5.20027	7.65543	16.77601	1.00000	9.48025	8.00228	11.04739	7.60123	9.81899	1094.26313	0.30283	6.13732	27.94507	58.35667
36.08858	9.26931	38.2739	46.7055	7.64323	9.92460	-5.37549	1.00000		11.36082	8.28546	4.21726	6.84544	1133.19003	0.27141	7.38005	39.22478	34.17986
52.60619	5.47360	9.47629	53.59337	6.06834	8.62238	19.66793	1.00000	8.56814	10.24719	9.74694	6.84264	7.03239	1089.07640	0.21876	5.70135	50.39946	41.97412
27.36807	11.30824	-37.03861	-10.90889	7.68529	5.07230	9.36890	0.00000	8.27135	3.89702	8.67294	6.91266	8.47036	1113.77917	0.29115	5.08983	45.89965	48.72146
23.86061	11.89600	-62.64102	8.35122	12.11569	8.16232	19.19781	1.00000	8.24775	10.34023	8.89481	7.64207	7.41666	1112.92073	0.26027	8.89813	38.84480	50.45769
45.30445	6.07609	122.08333	46.08333	8.26258	8.27517	17.16653	1.00000	9.00749	9.85908	8.70794	8.43287	8.94098	1059.04231	0.52713	4.06298	48.11852	59.39473
39.33927	8.69741	113.13148	23.02677	9.41869	9.73477	4.23160	1.00000	9.02186	8.56475	7.16589	9.01250		1188.36561	0.85914	9.77618	55.87696	33.14727
37.50629	1.52604	-35.71667	-8.66667	8.68380	2.98630	10.83824	0.00000	7.83383	12.01915	8.50046	10.18353	9.68412	1143.68810	2.28585	7.78190	71.98045	34.30158
42.81452	9.13818	11.412	45.50369	7.74023	9.73870	23.52004	1.00000	9.51820	9.15763	8.68465	11.08054	8.33962	1118.19391	5.55305	10.68031	61.58737	46.60738
64.74349	10.39433	118.9707	-3.5403	8.72879	5.82413	6.23168	0.00000	7.79867	3.29422	7.34183	7.63540	9.81252	1130.87339	0.39419	5.32286	51.13767	44.08424
50.00088	9.78738	101.18445	13.44581	9.96331	9.23874	-2.44523	1.00000	8.13903	8.90935	7.79378	8.94515	9.37472	1196.26665	0.79636	9.16694	38.75070	56.13692
29.15172	7.61674	100.04427	13.8196	12.60692	6.10467	12.86777	0.00000	8.12081	7.40627	9.18853	8.65140	9.26286	1082.36235	0.65825	12.51180	50.86360	67.06462
43.03566	7.56257	2.44892	48.98693	8.60904	8.66388	24.10365	0.00000	9.07878	10.68865	6.35164	8.80271	7.41842	1073.78953	0.69158	6.58452	55.21404	69.27508
40.66185	10.36498	13.31783	52.61131	10.80425	8.31007	35.70565	1.00000	9.35209	9.89006	6.46270	8.20613	6.51314	1090.25057	0.50061	7.50082	8.25050	42.06142
31.10306	6.77768	-1.47217	53.46506	6.24789	10.58840	15.61387	1.00000	6.99522	10.17495	7.44069	7.25512	6.74939	1112.08382		5.86197	45.78672	58.20044
30.42035	11.08455	8.73812	41.91886	7.54692	5.68262	29.93203	0.00000	7.64740	6.80500	7.57374	4.88508	8.47355	1181.06083	0.21186	4.99480	39.02524	35.02830
60.94151	11.06568	68.49143	25.80565	10.79419	9.33510	14.08156	0.00000	6.89293	6.13747	7.97867	8.82640	7.84150	1051.65716	0.69196	8.82660	69.70219	55.05245
26.79613	8.84607	33.34864	46.75451	9.74870	7.93021	5.44910	0.00000	8.47506	4.99495	7.38456	9.38334	9.02759	1126.18155	1.11425	8.68026	52.67302	57.24558
38.51131	11.19659	89.11943	23.9028	10.90205	7.09717	11.44589	1.00000	8.77366	10.50819	9.60517	8.63649	7.41342	1148.28200	0.68083	7.22939	38.84673	47.78892
39.09413	8.97189	-81.26367	28.90054	8.02431	10.23424	22.58972	1.00000	8.84491	9.60287	7.48928	5.80823	7.92990	1196.41109	0.18475	7.48918	65.48586	43.79836
37.10206	9.61731	34.75699	31.39547	9.34923	6.22918	15.06987		8.58475	6.24692	7.39161	6.45589	7.46309	1078.96122	0.16734	6.67009	27.46632	45.80415
42.01141	8.65904	85.4265	55.8736	9.42931	8.54470	13.25255	1.00000	8.27776	4.56854	6.90268	9.29424	7.41087	1150.78742	1.00986	7.05531	39.51903	39.05472
56.19511	7.97509	-41.88778	-21.205	8.40502	8.58799	30.36465	1.00000	8.37327	10.11492	7.83201	6.34319	8.82689	1127.37064	0.26115	7.72708	28.38088	46.92007
52.72591	10.81224	77.40858	24.05979	10.35849	8.32084	10.92241	0.00000	10.28361	9.95628	7.77889	9.04002	8.27410	1113.21271	0.85682	8.83288	43.46029	49.52331
32.24297	8.32280	-117.14392	32.9156	10.70477	8.36458	15.87103	0.00000	8.61059	9.80951	6.75528	8.17367	6.94900	1051.32058	0.43870	7.73647	40.92427	34.18575
43.04016	8.23626	-105.11221	39.57582	9.70337	9.87172	1.89730	1.00000	7.90500	6.37646	6.41740	8.48145	8.48650	1054.19349	0.54878	9.36344	53.49555	38.78862
41.29344	6.73523	-82.46148	28.15112	11.15291	6.05033	17.51854	0.00000	8.17238	9.08530	6.68849	8.93566	8.10329	1196.45517	0.85390	10.17019	35.73905	41.90924
49.00188	8.35901	-73.9614	10.15031	10.94286	8.73263	7.28271	0.00000	6.48493	9.52168	7.01103	8.32724	7.66785	1107.02027	0.44749	7.37180	62.04377	34.51643
41.43513	9.68914	10.03478	37.16911	11.23939	7.68484	13.83320	1.00000	7.78593	8.69863	8.62643	7.33263	7.39357	1094.49644	0.32921	6.36763	44.20942	66.59794
37.02412	7.82127	-73.89125	40.67705	12.39665	8.74525	21.12153	0.00000	7.96036	8.93546	7.46519	7.79897	8.61623	1168.32033	0.36426	8.91777	63.86920	81.24051
33.11890	8.93221	100.48528	14.37395	8.28704	10.68196	26.96387	1.00000	7.78662	9.78701	8.44369	5.84010	7.28365	1076.19495	0.23312	8.21375	38.06285	45.40490
45.45028	7.68377	-71.05977	42.35843	7.67928		21.31729	1.00000	8.83258	9.53532	8.60185	10.50981	6.41667	1081.90189	3.19959	10.80144	66.42858	39.99097
54.37728	6.72346	43.67663	53.53041	8.10446	7.52192	-11.61451	0.00000	9.36068	10.12816	9.00445	9.79537	8.61191	1184.74184	1.67131	8.34417	28.08845	
29.25624	8.22343	4.25633	51.21187	5.81974	9.62321	19.97036	1.00000	5.09147	11.27671	9.77246	3.82611	8.91569	1176.86419	0.23951	5.19395	59.09294	43.09461
49.24665	10.09820	13.63617	50.50301	9.11476	5.89159	11.04329	0.00000	7.95025	7.81536	8.14615	5.03408	7.93233	1091.20314	0.16289	7.03829	33.80000	42.43222
29.55013	7.28097	-42.19667	-21.41222	7.73496	10.22537	24.92970	1.00000	6.81393	8.33201	8.98067	10.50024	10.45215	1157.32175	3.22765	9.94491	32.33958	56.81258
51.55091	8.00045	30.96755	49.07866	11.35728	7.95552	13.39393	0.00000	7.95088	9.84129	6.42297	7.05549	8.89428	1147.07100	0.28041	8.16974	75.33249	58.22913
30.49921	8.82439	-2.68758	53.69786	8.17561	8.02939	12.04210	0.00000	8.18387	6.08214	7.62693	6.63631	7.80810	1068.91047	0.21803	4.80696	26.67771	69.79273
40.95994	7.56091	11.04979	44.59445	7.73107	10.04407	16.07501	1.00000	9.48566	7.83162	9.45225	10.29543	7.92951	1093.39809	2.55619	10.37491	53.56410	60.64285
41.19211	8.04094	46.04833	51.40944	6.21034	9.20942	8.57820	1.00000	8.80210	7.12496	8.75301	12.39910	8.39934	1119.36674	19.97774	10.14194	71.53399	57.18247
67.59695	9.34101	106.88324	47.90771	9.93093	7.19294	28.90384	0.00000	7.21558	5.97869	7.86510	7.79842	6.03490	1145.13595	0.37825	6.63993	48.85009	56.72029
42.10783	7.47622	-84.20299	39.43534	8.21040	10.80190	0.95553	1.00000	7.10022	8.14627	7.39172	9.71214	7.77137	1129.67003	1.52331	9.73973	42.24176	27.12182
61.05155	4.40859	106.85417	-6.48167	7.92152	5.85346	17.50306	0.00000	9.55162	10.41562	8.66652	7.89055	7.53916	1077.04995	0.35086	5.95002	79.15181	66.07328
61.43495	8.60278	-1.08593	50.79205	8.48294	8.14272	-3.76691	1.00000	5.49437	7.28077	6.14728		7.75747	1077.58969	2.57981	8.62946	24.88945	44.09767
43.72692	11.76130	-73.75513	40.60538	9.98781	8.47241		1.00000	7.35102	10.71286	7.04009	9.97625	9.02012	1142.14850	1.93562	9.54145	58.08710	65.63491
38.99322	8.57200	85.37752	22.10194	10.15023	10.44227	21.46182	1.00000	10.14137	9.54532	9.09159	8.55299	9.62025	1190.72131	0.59527	7.47240	39.21316	45.07570
61.71520	11.42503	-71.05977	42.35843	9.24703	8.41834	33.05509	1.00000	9.66288	11.01120	8.24937	10.61450	8.63828	1054.03299	3.55537	9.83814	34.38374	39.78538
35.22586	8.03367	-93.263	45.0408	6.10198	10.00188	27.98300	1.00000	8.52284	11.03697	8.53208	3.88430	7.50532	1110.87851	0.14544	7.98737	30.27947	60.92727
26.87986	7.83510	-102.04897	19.64745	11.61398	6.41891	2.34256	0.00000	7.11924	8.74258	9.77756	8.69021	7.26277	1149.61550	0.69789	10.83300	44.64809	66.35159
52.44311	9.97385	13.63617	50.50301	9.43220	6.28681	-2.53633	0.00000	6.57908	5.16387	8.40618	8.19784	6.51433	1086.78028	0.49698	7.40982	72.82738	57.08331
37.38376	11.32332	76.11996	11.12018	9.24439	7.08182	29.26703	1.00000	7.52472	10.32372	8.42216	10.54890	6.45110	1157.47524	3.33255	7.92641	72.70478	43.90804
26.87486	7.79086	26.97253	49.65186	8.95087	9.93528	10.60330	1.00000	8.38185	7.12084	8.78544	9.03955	8.00936	1099.31409	0.91237	9.29705	38.74629	26.04449
31.82286	7.37894	-91.73625	35.25064	7.38982	10.13016	11.05597	1.00000	7.93291	9.11115	7.35234	10.67909	6.58232	1056.38441	3.68295	9.38015	38.68073	49.68932
26.05412	10.28204	-89.99038	38.58894	9.51984	5.74571	-0.32728	0.00000	8.98927	9.85548	8.54353	5.36901	8.35498	1156.31763	0.24954	6.04290	34.86591	28.93057
54.16733	10.45809	-51.50361	-29.2975	8.62007	4.88432	21.39834	0.00000	8.10756	7.97287	7.54951	3.51818	7.04326	1052.84664	0.13473	6.18814	52.60853	29.76236
28.11082	7.15374	33.9162	51.67822	10.08709	6.96825	3.69734	0.00000	6.81959	8.27699	8.46898	9.74686	8.24914	1057.59799	1.59131	11.88942	18.66066	62.47108
59.72787	8.92846	-34.88111	-8.05389	9.38149	11.03742	9.55853	1.00000		9.86302	8.25552	9.16738	8.26028	1084.20818	0.86729	10.69741	49.42672	42.60690
68.61633	6.28483	-0.33525	53.7446	7.36724	9.70439	-15.96475	0.00000	6.39564	8.50740	8.32660	8.20132	8.62887	1150.30466	0.47032	7.67336	62.50096	52.24249
44.91184	6.59317	-88.31476	36.61033	4.53195	12.08972	26.76842	1.00000	8.62662	7.57368	7.80351	6.84848	8.30261	1199.75372	0.20493	7.96499	53.55312	65.65764
29.02809	10.92254	35.34722	-23.85972	10.76018	9.90454	1.24898	1.00000	8.38569	10.92725	6.99768	8.63771	8.86949	1091.08264	0.63424	10.62766	44.78354	44.15206
34.91519	10.91844	-70.6996	-33.59217	7.92756	5.87162	21.05670	0.00000	7.76062	4.33853	7.70096	7.34809	6.66690	1152.21658	0.33722	4.65702	59.06658	49.09769
29.11126	9.56761	-95.36969	35.74788	9.25957	8.73812	15.51690	1.00000	7.82474	9.79262	9.48431	9.41901	9.11827	1126.75101	1.21730	8.59655	66.97355	54.29598
53.68464	7.44414	31.4976	26.67319	8.68611	10.33299	23.75102	1.00000	8.64402	7.91762	7.86116	9.18113	6.93055	1108.51869	0.99762	9.29611	63.83606	37.66251
36.79656	9.14956	112.9	27.85	10.03975	8.14734	19.46100	1.00000	6.93121	7.84041	6.16797	8.78518	7.08972	1182.16310	0.68963	7.23122	26.06929	53.42628
53.43740	6.38366	20.89389	42.62833	10.49444	4.13767	-0.05144	0.00000	7.12261	7.59244	7.43840	9.52098	7.94812	1060.66464	1.31862	11.43617	49.37188	35.12571
42.37273	7.48873	-117.79394	33.76446	8.08072	10.84345	15.02731	1.00000	10.74653	10.22765	8.68251	10.07746	8.84039	1088.11125	2.13414	10.22341	55.22511	67.59129
61.09310	7.99794	-2.68758	53.69786	8.17987	9.73539	-8.26875	1.00000	8.55940	8.71263	8.17897	10.03714	7.20448	1125.93425	2.00778	9.22287	43.76107	45.23669
51.24910		-4.22398	57.47908	9.90139	7.05588	11.82623	0.00000	6.92509	4.18517	8.74243	8.52716	7.89384	1124.51929	0.58303	7.70235	58.16489	43.77622
47.86574	4.85798	-82.4017	23.0072	6.43862	7.22086	34.08629	1.00000	8.06523	9.68275	10.21896	6.86072	8.02149	1144.98264	0.29989	5.09472	33.07672	49.80926
36.12819	6.63046	11.412	45.50369	6.58879	6.81208	24.17403	0.00000	9.36046	9.93008	7.42970	10.94693	8.73406	1061.93029	4.79507	10.93488	14.66769	53.42115
57.60068	8.77043	101.44167	0.51667	9.39446	8.31865	12.26325	0.00000	8.10136	10.37839	6.79409	8.34206	7.57827	1090.31412	0.57566	9.54939	51.60788	53.33220
41.48218	6.65639	73.08333	19.21667	8.20591	7.44068	22.45127	0.00000	9.99029	10.49075	7.75024	9.27886	7.71846	1142.71233	1.06817	7.04137	38.62673	72.87498
52.25008	8.58009	-71.19901	-30.60106	8.61312	8.95287		1.00000	8.60696	7.39100	8.88691	9.79602	6.68306	1154.38851	1.60373	9.62437	38.11558	54.73733
41.22587	5.44491	-4.83076	39.96348	4.88270	8.31625	19.19439	1.00000	8.93985	9.02116	6.56264	6.21987	7.04623	1129.67723	0.32065	7.35777	56.93188	53.38188
53.82417	9.92026	89.11943	23.9028	10.53486	8.34625	15.71960	1.00000	7.87283	8.53896	8.43939	8.42789	6.65501	1131.92903	0.58345	7.70497	67.98489	51.91419
44.28539	4.45721	9.15013	13.70727	5.06579	7.76373	-9.65025	1.00000	7.37192	6.62576	9.44356	8.68090	9.75437	1178.77187	0.67266	6.68214	34.70403	62.35774
52.21388	5.67892	112.9	27.85	5.96754	9.73168	30.29231	1.00000	8.24832	9.42809	8.25177	7.42534	8.23999	1077.83558	0.36445	5.81729	50.45254	52.44538
37.17787	8.86806	73.97117	31.96258	7.45803	10.25485	14.70682	1.00000	7.36489	10.16787	7.98620	11.28544	8.35014	1190.91032	6.60199	9.55889	44.53531	38.22547
41.51386	8.52378	4.85668	36.27462	9.11799	8.85049	-4.58581	1.00000	9.28088	9.24510	8.39320	9.30161	8.09800	1095.13434	1.05305	8.37418	56.89554	26.64448
64.78256	5.59355	9.72749	48.28259	5.43296	8.27841	-2.00178	1.00000	7.57877	8.40513	6.32151	6.83357	7.91007	1186.81714	0.21829	6.73120	43.64189	52.85383
43.53375	5.45670	38.07083	54.90083	10.64678	5.93022	20.87072	0.00000	8.41011	7.75854	9.63409	10.30070	8.72712	1149.75884	2.54617	10.05010	63.78559	59.85079
29.98388	8.31873	-71.19901	-30.60106	10.00889	7.34753	14.38428	0.00000	8.36556	8.24548	7.92550	5.79674	7.87816	1106.12264	0.25720	7.55201	63.51704	45.30650
34.02869	7.20404	13.39954	43.62558	6.03419	8.90420	13.71056	1.00000	6.75175	9.28538	9.00333	4.73101	7.85469	1168.16956	0.16592	7.87672	54.42946	51.84562
43.98901	4.38720	9.15013	13.70727	10.32605	5.04414	19.65037	0.00000	7.98928	9.45136	8.44606	9.96569	8.53305	1088.57451	1.94456	9.75066	46.52501	30.34219
29.18763	9.55368	139.6853	35.815	9.65813	8.94628	29.14219	0.00000	7.41245	10.30313	6.92128	8.11554	7.74392	1074.82352	0.47094	10.14212	44.04017	66.99538
58.62991	7.47729	114.51667	33.78333	9.39652	7.86214	7.07723	0.00000	8.76520	10.08516	6.14229	9.13885	8.10017	1056.90314	0.90545	8.63937	37.67641	59.44111
50.15847	5.79527	-4.10734	38.68712	5.72050	10.33754	3.77914	1.00000	7.43422	9.70005	7.46188	8.19059	9.39235	1160.44909	0.48717	4.37404	44.30548	53.46326
54.45047	10.38000	-80.38297	42.8334	9.29611	9.59737	17.38793	1.00000	8.07153	10.64396	6.89882	10.17827	8.67638	1155.14604	2.32197	10.62998	45.97723	49.10011
34.76195	8.72559	3.50309	34.15429	10.35273	7.92129	8.63719	0.00000	7.42875	8.54865	8.88176	7.91505	9.03180	1065.92285	0.40022	8.44033	43.22504	48.50982
48.09031	5.20770	8.51667	51.88333	5.36827	10.82216	4.30259	1.00000	7.77973	7.10869	8.10158	9.37363	7.88636	1079.09500	1.06328	6.80472	50.53380	29.88626
57.16489	10.36778	86.59509	26.11527	9.85400	8.26558	17.33213	1.00000	7.49714	10.92817	8.06119	9.11424	7.79478	1149.27373	0.93210	8.05935	42.22293	33.81262
49.34506	5.66994	2.25	50.75	5.98635	8.65934	9.73196	1.00000	7.72737	10.24147	7.62855	7.21776	7.12400	1053.51206	0.28722	3.29810	46.21246	52.81107
20.50141	8.59895	100.48528	14.37395	8.71045	10.03513	23.56815	1.00000	8.19363	8.28287	6.24735	9.75589	7.17913	1082.41129	1.53573	9.73475	48.40129	40.42355
35.56183	9.25024	-68.30472	9.91861	9.53873	8.08214	-11.22375	0.00000	9.32406	3.00915	10.92553	10.29453	7.46492	1091.72394	2.60303	6.69916	53.48546	66.85606
54.81013	5.20109	29.24152	-26.93366	6.00280	9.32244	9.51786	1.00000	7.81263	7.63268	6.40656	8.92371	8.72232	1108.48942	0.75260	6.05463	41.37605	69.19097
49.68301	6.92971	16.4	48.25	9.74583	7.03278	7.39653	0.00000	7.91093	8.59492	7.08264	9.87081	7.78574	1186.47854	1.74817	11.21856	55.33790	42.02787
55.45042	9.67902	-96.67834	34.77453	8.44645	10.03681	23.25748	1.00000	7.56085	10.15031	7.85655	10.66760	7.12690	1132.17172	3.60425	11.17094	29.56013	56.43126
42.55948	10.65260	9.5926	52.86147	9.31540	10.29542	-0.26276	1.00000	8.62337	10.40008	7.90861	10.15574	7.04841	1079.00869	2.22305	11.10852	36.98183	50.19530
36.39014	7.31109	-93.12577	44.73941	7.40942	11.26493	17.75792	1.00000	8.71698	8.60002	8.30566	7.92762	8.56895	1055.49154	0.45195	7.15886	40.28796	49.58641
44.65641	9.77258	117.63083	35.50056	7.08944	7.91023	16.78426	1.00000	8.15224	9.26403	7.64662	11.84218	8.50097	1094.01264	11.48864	8.54845	26.43945	45.76055
35.88638	9.90445	-90.10674	29.84576	9.53248	8.10257	9.05173	1.00000	7.34572	9.30764	9.32389	9.51529	8.85857	1159.52146	1.23011	8.49915	37.92457	53.87889
