latitude	longitude	code	location	revision	QoS
47.46657	84.87144	KZ	Asia/Almaty	07 Jun 2021	average
14.64056	104.64992	TH	Asia/Bangkok	28 Jul 2019	excellent
-5.85746	144.23058	PG	Pacific/Port_Moresby	12/28/2016, 00:00:00	building
51.39148	-0.29825	GB	Europe/London	2021/03/14	maintenance
18.03496	-66.8499	PR	America/Puerto_Rico	2022/01/04	good
48.25	16.4	AT	Europe/Vienna	2020/11/27	good
45.49428	-122.86705	US	America/Los_Angeles	2018-02-16	building
-13.7804	34.4587	MW	Africa/Blantyre	12/20/2021, 00:00:00	accep
34.8825	128.62667	KR	Asia/Seoul	2020/11/27	good
43.83125	5.03586	FR	Europe/Paris	05 Jun 2015	excellent
42.55308	-87.93341	US	America/Chicago	2019/01/18	average
36.82167	128.63083	KR	Asia/Seoul	07/16/2022, 00:00:00	good
19.04222	-98.11889	MX	America/Mexico_City	30 Nov 2016	good
43.11667	1.6	FR	Europe/Paris	09/30/2013, 00:00:00	accep
27.76056	-15.58602	ES	Atlantic/Canary	12/12/2021, 00:00:00	average
47.48444	36.25361	UA	Europe/Zaporozhye	2018-08-12	excellent
38.07789	13.44275	IT	Europe/Rome	09 Nov 2013	good
7.06273	-1.4001	GH	Africa/Accra	2018/11/03	building
27.76056	-15.58602	ES	Atlantic/Canary	16 Jun 2015	accep
34.9	137.5	JP	Asia/Tokyo	2014-07-21	good
42.55308	-87.93341	US	America/Chicago	2012-12-05	average
53.59782	34.33825	RU	Europe/Moscow	17 Oct 2014	building
35.48199	137.02166	JP	Asia/Tokyo	23 Apr 2016	excellent
53.19146	-2.52398	GB	Europe/London	2013/04/18	accep
34.81667	137.4	JP	Asia/Tokyo	2015-02-03	average
16.75973	-93.11308	MX	America/Mexico_City	04/07/2020, 00:00:00	accep
4.73245	-74.26419	CO	America/Bogota	2019/02/05	accep
41.55838	-81.56929	US	America/New_York	2018/08/30	average
3.7278	98.6738	ID	Asia/Jakarta	2016-12-14	maintenance
41.94175	123.50266	CN	Asia/Shanghai	2017-04-15	accep
-7.76667	35.7	TZ	Africa/Dar_es_Salaam	06/27/2016, 00:00:00	building
26.2649	81.54855	IN	Asia/Kolkata	2019/05/14	good
33.76446	-117.79394	US	America/Los_Angeles	2017/02/23	good
-21.15	46.58333	MG	Indian/Antananarivo	05/20/2019, 00:00:00	accep
-2.68333	33	TZ	Africa/Dar_es_Salaam	05/25/2015, 00:00:00	maintenance
12.25282	79.41727	IN	Asia/Kolkata	2013-01-11	excellent
51.47805	6.8625	DE	Europe/Berlin	04/11/2021, 00:00:00	average
47.48444	36.25361	UA	Europe/Zaporozhye	2014/08/24	average
36.65	138.31667	JP	Asia/Tokyo	25 Dec 2020	building
8.56697	123.33471	PH	Asia/Manila	05/13/2014, 00:00:00	average
48.07667	8.64409	DE	Europe/Berlin	30 Jul 2017	excellent
15.46063	99.89166	TH	Asia/Bangkok	2019/06/03	average
32.17629	75.06583	PK	Asia/Karachi	02/13/2015, 00:00:00	accep
32.44874	-99.73314	US	America/Chicago	2020/10/15	average
9.57046	76.32756	IN	Asia/Kolkata	02/25/2021, 00:00:00	accep
53.94313	10.30215	DE	Europe/Berlin	2012-10-05	good
37.60876	-77.37331	US	America/New_York	2013-08-23	average
18.51957	73.85535	IN	Asia/Kolkata	31 Mar 2021	good
34.09611	-118.10583	US	America/Los_Angeles	2018-01-02	good
41.48199	-81.79819	US	America/New_York	2014-11-06	building
16.0567	103.65309	TH	Asia/Bangkok	23 Oct 2020	excellent
49.13645	8.91229	DE	Europe/Berlin	2017/10/31	maintenance
0.46005	34.11169	KE	Africa/Nairobi	23 Nov 2017	average
15.72892	120.57224	PH	Asia/Manila	2015/09/19	good
-24.19436	29.00974	ZA	Africa/Johannesburg	13 Aug 2014	excellent
53.43333	-7.95	IE	Europe/Dublin	14 May 2015	good
38.10558	-1.86343	ES	Europe/Madrid	2019-01-23	average
-4.06667	37.73333	TZ	Africa/Dar_es_Salaam	11/23/2013, 00:00:00	average
28.15112	-82.46148	US	America/New_York	2020/12/25	accep
15.5439	73.7553	IN	Asia/Kolkata	04/03/2019, 00:00:00	accep
44.73941	-93.12577	US	America/Chicago	15 Oct 2016	accep
48.77275	5.16108	FR	Europe/Paris	2014/11/20	accep
51.95838	4.47124	NL	Europe/Amsterdam	2020-09-19	building
43.32393	5.4584	FR	Europe/Paris	2016/02/01	maintenance
35.20889	111.73861	CN	Asia/Shanghai	2020-05-06	good
-1.63333	13.58357	GA	Africa/Libreville	2017-12-16	accep
33.54428	-84.23381	US	America/New_York	09/11/2016, 00:00:00	average
23.49668	86.68363	IN	Asia/Kolkata	26 Jan 2017	excellent
25.80565	68.49143	PK	Asia/Karachi	25 Jan 2017	building
7.62789	4.74161	NG	Africa/Lagos	2018-03-03	good
49.68369	8.61839	DE	Europe/Berlin	02/07/2020, 00:00:00	accep
41.92361	20.91361	MK	Europe/Skopje	01/17/2022, 00:00:00	good
50.23805	8.86704	DE	Europe/Berlin	18 Mar 2017	good
39.08367	-84.50855	US	America/New_York	11 Jan 2020	excellent
34.56861	105.89333	CN	Asia/Shanghai	2016/07/28	excellent
-6.8048	110.8405	ID	Asia/Jakarta	06/16/2022, 00:00:00	good
35.88264	-80.08199	US	America/New_York	15 Dec 2012	accep
52.86147	9.5926	DE	Europe/Berlin	05/01/2021, 00:00:00	accep
-1.63333	13.58357	GA	Africa/Libreville	08/11/2016, 00:00:00	excellent
54.90083	38.07083	RU	Europe/Moscow	2014/03/26	excellent
48.21644	9.02596	DE	Europe/Berlin	2013/03/11	maintenance
41.0051	-73.78458	US	America/New_York	03/24/2015, 00:00:00	building
51.65333	5.2875	NL	Europe/Amsterdam	2017-08-04	accep
23.07492	88.28637	IN	Asia/Kolkata	2018/02/13	accep
6.45407	3.39467	NG	Africa/Lagos	2021-09-20	average
32.42067	-104.22884	US	America/Denver	2016/01/24	excellent
-24.19436	29.00974	ZA	Africa/Johannesburg	07 Aug 2022	accep
45.39402	9.29109	IT	Europe/Rome	05/26/2015, 00:00:00	excellent
40.56754	-89.64066	US	America/Chicago	24 Jan 2015	excellent
13.65805	102.56365	KH	Asia/Phnom_Penh	06 Sep 2019	accep
-3.14306	-58.44417	BR	America/Manaus	2019/08/26	excellent
35.95664	36.7138	SY	Asia/Damascus	2012-10-14	good
53.49389	-1.29243	GB	Europe/London	18 Sep 2021	good
51.24197	4.82313	BE	Europe/Brussels	10/05/2017, 00:00:00	accep
40.94065	-73.99681	US	America/New_York	12/06/2019, 00:00:00	accep
50.71229	4.52529	BE	Europe/Brussels	2018/04/04	maintenance
23.04419	-82.00919	CU	America/Havana	2019/08/01	building
51.40944	46.04833	RU	Europe/Saratov	2022-02-20	maintenance
60.02427	30.28491	RU	Europe/Moscow	11/22/2014, 00:00:00	maintenance
11.86064	9.0027	NG	Africa/Lagos	04/17/2022, 00:00:00	excellent
50.5107	18.30056	PL	Europe/Warsaw	2017-03-24	good
53.51684	-113.3187	CA	America/Edmonton	2015/10/25	maintenance
3.31332	117.59152	ID	Asia/Makassar	2014-03-14	excellent
33.35283	-111.78903	US	America/Phoenix	2016/12/30	excellent
14.64056	104.64992	TH	Asia/Bangkok	2015-04-26	good
-10.90889	-37.03861	BR	America/Maceio	2013-05-19	good
34.65918	109.22921	CN	Asia/Shanghai	09/18/2022, 00:00:00	average
6.8485	3.64633	NG	Africa/Lagos	13 Oct 2012	accep
40.85158	122.74754	CN	Asia/Shanghai	2021/05/06	maintenance
35.48199	137.02166	JP	Asia/Tokyo	2021-12-24	accep
28.90054	-81.26367	US	America/New_York	03/31/2016, 00:00:00	good
56.85836	35.90057	RU	Europe/Moscow	04 Feb 2015	good
36.20829	-115.98391	US	America/Los_Angeles	11/04/2021, 00:00:00	good
-6.8	39.25	TZ	Africa/Dar_es_Salaam	2018-03-17	good
50.75	2.25	FR	Europe/Paris	2014/10/25	good
44.31771	9.32241	IT	Europe/Rome	10/15/2017, 00:00:00	building
56.03361	35.96944	RU	Europe/Moscow	2012-11-28	good
1.6	103.81667	MY	Asia/Kuala_Lumpur	16 Jul 2022	good
40.82232	-74.15987	US	America/New_York	12/22/2021, 00:00:00	maintenance
10.63504	-85.43772	CR	America/Costa_Rica	10/20/2016, 00:00:00	excellent
45.40008	-73.58248	CA	America/Toronto	12/26/2021, 00:00:00	good
28.54944	-81.77285	US	America/New_York	26 Nov 2020	average
13.51825	99.95469	TH	Asia/Bangkok	2019/12/18	accep
36.21544	65.93249	AF	Asia/Kabul	01/16/2019, 00:00:00	excellent
13.44581	101.18445	TH	Asia/Bangkok	05/18/2017, 00:00:00	good
-26.93366	29.24152	ZA	Africa/Johannesburg	08/17/2019, 00:00:00	building
24.96334	10.18003	LY	Africa/Tripoli	2018-05-09	good
47.38093	-122.23484	US	America/Los_Angeles	02/13/2014, 00:00:00	building
37.49073	-2.77259	ES	Europe/Madrid	01/23/2019, 00:00:00	good
33.54428	-84.23381	US	America/New_York	09/22/2014, 00:00:00	average
38.47917	-1.325	ES	Europe/Madrid	29 Jan 2020	maintenance
41.77583	140.73667	JP	Asia/Tokyo	2013-11-20	building
50.72043	11.34046	DE	Europe/Berlin	26 Oct 2021	good
58.23583	92.48278	RU	Asia/Krasnoyarsk	05/31/2016, 00:00:00	accep
23.02677	113.13148	CN	Asia/Shanghai	06 Aug 2013	accep
-19.65	47.31667	MG	Indian/Antananarivo	2020/03/22	average
38.07789	13.44275	IT	Europe/Rome	2022/07/27	average
34.09611	-118.10583	US	America/Los_Angeles	25 Aug 2014	building
19.30157	72.85107	IN	Asia/Kolkata	2018-07-20	average
38.17492	-122.2608	US	America/Los_Angeles	26 Oct 2015	good
43.48961	-8.2194	ES	Europe/Madrid	19 Feb 2019	excellent
53.94313	10.30215	DE	Europe/Berlin	2013/07/12	maintenance
26.44931	91.61356	IN	Asia/Kolkata	2014-03-06	excellent
39.00622	-77.4286	US	America/New_York	2018/12/12	good
41.94175	123.50266	CN	Asia/Shanghai	25 Nov 2016	good
53.46506	-1.47217	GB	Europe/London	2017-10-09	accep
-11.48472	-37.93278	BR	America/Bahia	11/07/2013, 00:00:00	average
47.30997	8.52462	CH	Europe/Zurich	2022/03/30	maitennce
-37.9	145.18333	AU	Australia/Melbourne	12/02/2018, 00:00:00	excellent
41.91738	3.1631	ES	Europe/Madrid	21 Sep 2018	excellent
20.21322	-100.88023	MX	America/Mexico_City	2016/08/09	accep
42.24113	-88.3162	US	America/Chicago	30 Jun 2022	excellent
-20.87306	-48.29694	BR	America/Sao_Paulo	2018-11-01	excellent
-8.73508	24.99798	CD	Africa/Lubumbashi	2013-03-02	average
32.42067	-104.22884	US	America/Denver	09 Jan 2019	accep
38.06084	-97.92977	US	America/Chicago	2015-05-28	excellent
-37.32167	-59.13316	AR	America/Argentina/Buenos_Aires	10/22/2018, 00:00:00	accep
44.73941	-93.12577	US	America/Chicago	2021-01-25	excellent
40.93333	73	KG	Asia/Bishkek	2018-03-16	average
-1.26753	116.82887	ID	Asia/Makassar	17 Nov 2015	excellent
34.06635	-84.67837	US	America/New_York	11 Nov 2012	building
50.82882	-0.32247	GB	Europe/London	02 Jul 2022	good
41.24255	-82.61573	US	America/New_York	27 Nov 2020	excellent
43.96222	43.63417	RU	Europe/Moscow	11/05/2017, 00:00:00	good
48.52961	12.16179	DE	Europe/Berlin	2015-05-21	maintenance
42.28639	18.84	ME	Europe/Podgorica	22 Jan 2020	maintenance
38.96372	-76.99081	US	America/New_York	21 Apr 2018	average
51.38673	0.30367	GB	Europe/London	01/20/2015, 00:00:00	accep
22.19303	88.18466	IN	Asia/Kolkata	2022/05/04	excellent
0.46005	34.11169	KE	Africa/Nairobi	2016-10-27	good
40.81	-73.9625	US	America/New_York	12 Oct 2018	accep
40.11583	67.84222	UZ	Asia/Samarkand	27 Nov 2013	good
36.91023	-121.75689	US	America/Los_Angeles	24 Dec 2012	excellent
48.8449	17.22635	SK	Europe/Bratislava	2017/04/11	good
53.16167	6.76111	NL	Europe/Amsterdam	2012-12-20	maintenance
39.46667	141.95	JP	Asia/Tokyo	2015-06-16	good
6.33444	124.95278	PH	Asia/Manila	04/01/2015, 00:00:00	accep
45.69558	4.7934	FR	Europe/Paris	02/14/2017, 00:00:00	good
35.25064	-91.73625	US	America/Chicago	2020/01/11	accep
-34.64966	-58.38341	AR	America/Argentina/Buenos_Aires	2017-08-24	excellent
50.80904	8.77069	DE	Europe/Berlin	2015/03/01	good
53.53333	-7.35	IE	Europe/Dublin	24 May 2020	excellent
32.54278	111.50861	CN	Asia/Shanghai	01 Jul 2017	good
47.56494	31.33078	UA	Europe/Kiev	2013-06-08	excellent
8.88649	2.59753	BJ	Africa/Porto-Novo	2014/09/13	good
44.92934	37.99117	RU	Europe/Moscow	04 Jan 2014	maintenance
19.30157	72.85107	IN	Asia/Kolkata	2013/08/18	excellent
34.86472	117.55417	CN	Asia/Shanghai	2021-03-26	building
16.0438	120.4861	PH	Asia/Manila	08 Jun 2016	building
-6.91806	106.92667	ID	Asia/Jakarta	07/15/2016, 00:00:00	excellent
41.94175	123.50266	CN	Asia/Shanghai	2021/07/14	accep
38.45598	48.87498	AZ	Asia/Baku	2022-05-14	good
51.62907	-0.74934	GB	Europe/London	23 Jan 2019	accep
43.61062	-72.97261	US	America/New_York	20 Jun 2020	maintenance
36	139.55722	JP	Asia/Tokyo	2016-07-25	excellent
35.50056	117.63083	CN	Asia/Shanghai	2020/08/01	accep
5.27247	-3.59625	CI	Africa/Abidjan	2015-08-04	accep
18.03496	-66.8499	PR	America/Puerto_Rico	05/29/2019, 00:00:00	excellent
45.40008	-73.58248	CA	America/Toronto	08 Aug 2022	average
50.9803	11.32903	DE	Europe/Berlin	2018/04/04	excellent
54.39635	24.04142	LT	Europe/Vilnius	04/17/2019, 00:00:00	accep
41.15612	1.10687	ES	Europe/Madrid	2019/03/28	accep
30.24706	115.04814	CN	Asia/Shanghai	06/17/2020, 00:00:00	excellent
27.52948	68.75915	PK	Asia/Karachi	13 Mar 2019	accep
33.52253	-117.70755	US	America/Los_Angeles	08/23/2013, 00:00:00	good
26.67319	31.4976	EG	Africa/Cairo	02 Jan 2013	excellent
36.92574	14.72443	IT	Europe/Rome	2012/10/01	good
26.44931	91.61356	IN	Asia/Kolkata	2015/12/02	accep
36.21544	65.93249	AF	Asia/Kabul	2014/04/21	good
48.06919	11.37703	DE	Europe/Berlin	2015-04-11	excellent
25.80565	68.49143	PK	Asia/Karachi	18 Apr 2017	accep
53.00974	-3.05814	GB	Europe/London	13 May 2015	good
18.51957	73.85535	IN	Asia/Kolkata	2021/01/08	building
49.28669	1.00288	FR	Europe/Paris	06/21/2019, 00:00:00	excellent
43.61062	-72.97261	US	America/New_York	2021-09-24	average
32.35126	-95.30106	US	America/Chicago	02/19/2013, 00:00:00	accep
46.65581	32.6178	UA	Europe/Kiev	2016/02/28	good
-1.63333	13.58357	GA	Africa/Libreville	01/06/2014, 00:00:00	accep
34.77453	-96.67834	US	America/Chicago	2022/06/13	average
48.25	16.4	AT	Europe/Vienna	23 Jan 2021	accep
10.98778	-74.95472	CO	America/Bogota	2018-02-01	average
32.9156	-117.14392	US	America/Los_Angeles	2017-01-04	average
50.50301	13.63617	CZ	Europe/Prague	28 Jan 2022	accep
33.78333	114.51667	CN	Asia/Shanghai	09/15/2017, 00:00:00	building
35.06667	135.21667	JP	Asia/Tokyo	2013-09-20	building
22.19303	88.18466	IN	Asia/Kolkata	2015-02-17	average
36.33011	138.89585	JP	Asia/Tokyo	2022/05/18	excellent
34.77453	-96.67834	US	America/Chicago	12/19/2014, 00:00:00	building
-8.73508	24.99798	CD	Africa/Lubumbashi	13 Jun 2015	good
33.95015	-118.03917	US	America/Los_Angeles	2018/08/20	maintenance
-4.5833	15.16554	CD	Africa/Kinshasa	29 Jul 2020	good
41.63976	2.35739	ES	Europe/Madrid	2017-01-16	excellent
40.87363	14.34085	IT	Europe/Rome	2014/01/31	average
-4.83	29.65806	TZ	Africa/Dar_es_Salaam	2013-07-06	good
43.41949	77.0202	KZ	Asia/Almaty	2018-05-27	maintenance
49.88307	-119.48568	CA	America/Vancouver	03 Dec 2018	excellent
36.72544	3.55665	DZ	Africa/Algiers	06/04/2015, 00:00:00	building
36.08497	9.37082	TN	Africa/Tunis	2016-01-29	building
35.30889	139.55028	JP	Asia/Tokyo	2022/02/08	good
58.63667	59.80222	RU	Asia/Yekaterinburg	2018/11/15	excellent
43.50891	16.43915	HR	Europe/Zagreb	2016-05-19	average
-28.24	-48.67028	BR	America/Sao_Paulo	2019-03-11	good
37.08819	-8.2503	PT	Europe/Lisbon	2017/06/25	maintenance
-4.83	29.65806	TZ	Africa/Dar_es_Salaam	11/24/2014, 00:00:00	average
49.5099	6.74549	DE	Europe/Berlin	11/11/2018, 00:00:00	maintenance
29.21399	78.95693	IN	Asia/Kolkata	04/22/2016, 00:00:00	accep
-2.90055	-79.00453	EC	America/Guayaquil	02/18/2021, 00:00:00	accep
46.32313	-0.45877	FR	Europe/Paris	2020-07-31	good
12.18441	18.69303	TD	Africa/Ndjamena	2021/06/30	maintenance
41.82143	41.77921	GE	Asia/Tbilisi	2014/12/14	building
-1.9487	30.4347	RW	Africa/Kigali	08/10/2013, 00:00:00	accep
59.80917	30.38167	RU	Europe/Moscow	08/09/2015, 00:00:00	maintenance
43.96222	43.63417	RU	Europe/Moscow	2019/02/01	excellent
23.49668	86.68363	IN	Asia/Kolkata	29 Oct 2014	accep
31.64615	120.74221	CN	Asia/Shanghai	2022-02-02	good
53.81667	-3.05	GB	Europe/London	2012-11-17	average
38.91817	-78.19444	US	America/New_York	26 Dec 2013	good
27.34089	117.4831	CN	Asia/Shanghai	10 Feb 2017	building
52.66277	-2.01111	GB	Europe/London	23 Jan 2014	good
23.02677	113.13148	CN	Asia/Shanghai	2013/01/12	building
55.25	24.75	LT	Europe/Vilnius	11/05/2013, 00:00:00	building
-6.48167	106.85417	ID	Asia/Jakarta	2021-11-16	accep
55.82885	-4.21376	GB	Europe/London	08 Jul 2017	excellent
-3.5403	118.9707	ID	Asia/Makassar	2019-03-07	good
40.82232	-74.15987	US	America/New_York	2018/09/21	excellent
51.21667	6.26667	DE	Europe/Berlin	13 Oct 2015	average
51.84819	1.26738	GB	Europe/London	2017-09-14	accep
-19.7625	-44.31389	BR	America/Sao_Paulo	2018-04-13	average
56.9083	60.8019	RU	Asia/Yekaterinburg	09/06/2019, 00:00:00	maintenance
14.64056	104.64992	TH	Asia/Bangkok	2014/12/22	average
-32.05251	115.88782	AU	Australia/Perth	02/20/2017, 00:00:00	good
31.92923	34.86563	IL	Asia/Jerusalem	2022-06-04	good
11.85	38.01667	ET	Africa/Addis_Ababa	2019-05-08	average
53.53041	43.67663	RU	Europe/Moscow	2016/09/28	accep
38.17492	-122.2608	US	America/Los_Angeles	2021-02-27	average
14.37395	100.48528	TH	Asia/Bangkok	2016/01/03	average
40.55851	17.80774	IT	Europe/Rome	2013/10/05	good
48.8222	2.12213	FR	Europe/Paris	2021/08/16	accep
-37.9	145.18333	AU	Australia/Melbourne	2017/08/24	average
48.07667	8.64409	DE	Europe/Berlin	2022-07-28	average
54.8421	46.5813	RU	Europe/Moscow	02/10/2014, 00:00:00	building
-17.73648	168.31366	VU	Pacific/Efate	2018-11-09	maintenance
41.48199	-81.79819	US	America/New_York	08/30/2014, 00:00:00	good
0.49113	29.47306	CD	Africa/Lubumbashi	2015-11-30	excellent
-38.65333	178.00417	NZ	Pacific/Auckland	2020/10/14	good
-37.88333	145.06667	AU	Australia/Melbourne	03 Mar 2019	accep
-10.91722	-37.65	BR	America/Maceio	2016/08/07	excellent
35.82756	137.95378	JP	Asia/Tokyo	18 Jan 2014	accep
25.87972	-97.50417	MX	America/Matamoros	2016/01/18	average
34.15429	3.50309	DZ	Africa/Algiers	16 Nov 2013	excellent
51.42708	-0.91979	GB	Europe/London	2020/02/02	average
51.30001	13.10984	DE	Europe/Berlin	2018-07-08	average
27.9247	78.40102	IN	Asia/Kolkata	2022-04-24	excellent
26.76628	83.36889	IN	Asia/Kolkata	2016-03-11	average
26.67319	31.4976	EG	Africa/Cairo	19 Oct 2017	average
43.35071	46.10925	RU	Europe/Moscow	10 Sep 2014	maintenance
31.71667	73.38333	PK	Asia/Karachi	24 Mar 2014	excellent
55.8736	85.4265	RU	Asia/Novokuznetsk	03 Jun 2014	excellent
35.8	137.23333	JP	Asia/Tokyo	2014/06/23	good
51.38673	0.30367	GB	Europe/London	05 Apr 2015	maintenance
44.99012	-123.02621	US	America/Los_Angeles	12/20/2017, 00:00:00	building
-21.44345	-65.71875	BO	America/La_Paz	03/22/2017, 00:00:00	excellent
45.53929	-122.38731	US	America/Los_Angeles	2021-02-09	average
37.1759	128.9889	KR	Asia/Seoul	2015-12-02	average
9.6531	124.3697	PH	Asia/Manila	2013-07-02	accep
48.98693	2.44892	FR	Europe/Paris	2013-08-11	accep
20.28527	-103.42897	MX	America/Mexico_City	07/30/2015, 00:00:00	good
51.65	-0.2	GB	Europe/London	2018/03/24	accep
1.6	103.81667	MY	Asia/Kuala_Lumpur	2017/09/15	average
7.06273	-1.4001	GH	Africa/Accra	2021-10-10	accep
36.46917	10.78222	TN	Africa/Tunis	11/08/2018, 00:00:00	good
51.168	7.973	DE	Europe/Berlin	07/13/2020, 00:00:00	excellent
19.21667	73.08333	IN	Asia/Kolkata	01/23/2014, 00:00:00	accep
16.06213	76.0586	IN	Asia/Kolkata	2013-04-21	accep
56.11281	69.49015	RU	Asia/Yekaterinburg	2018-02-05	excellent
-11.78333	19.91667	AO	Africa/Luanda	10/23/2021, 00:00:00	excellent
6.45407	3.39467	NG	Africa/Lagos	2015/09/20	accep
41.63976	2.35739	ES	Europe/Madrid	04 May 2014	good
29.98869	122.20488	CN	Asia/Shanghai	02 Jan 2015	accep
37.08819	-8.2503	PT	Europe/Lisbon	2018-03-23	good
42.06166	-1.60452	ES	Europe/Madrid	2017-06-19	building
1.6	103.81667	MY	Asia/Kuala_Lumpur	2017/07/10	accep
49.88307	-119.48568	CA	America/Vancouver	08/07/2017, 00:00:00	accep
46.51872	86.00214	CN	Asia/Urumqi	2021-05-24	accep
48.06919	11.37703	DE	Europe/Berlin	29 Jul 2018	maintenance
43.48961	-8.2194	ES	Europe/Madrid	2015/12/04	good
33.7207	-116.21677	US	America/Los_Angeles	2019-05-05	maintenance
29.53885	-95.44744	US	America/Chicago	2018-11-11	average
58.63667	59.80222	RU	Asia/Yekaterinburg	06/22/2015, 00:00:00	average
35.74788	-95.36969	US	America/Chicago	02 Jan 2013	accep
32.57756	71.52847	PK	Asia/Karachi	2013-10-09	excellent
55.63711	37.38115	RU	Europe/Moscow	03/03/2022, 00:00:00	accep
15.58552	102.42587	TH	Asia/Bangkok	2021-10-12	average
18.03496	-66.8499	PR	America/Puerto_Rico	08/17/2013, 00:00:00	excellent
43.83125	5.03586	FR	Europe/Paris	08 Nov 2016	excellent
46.65581	32.6178	UA	Europe/Kiev	10 Aug 2022	building
46.65581	32.6178	UA	Europe/Kiev	02 Jun 2020	excellent
20.21322	-100.88023	MX	America/Mexico_City	08/16/2019, 00:00:00	good
37.60876	-77.37331	US	America/New_York	06/10/2021, 00:00:00	accep
-7.54972	110.71639	ID	Asia/Jakarta	2013-05-11	excellent
32.54044	-82.90375	US	America/New_York	2020-08-25	good
-3.20333	-52.20639	BR	America/Santarem	2019-04-06	building
58.1908	40.17171	RU	Europe/Moscow	07/07/2021, 00:00:00	accep
49.97704	9.15214	DE	Europe/Berlin	03 Jun 2018	building
46.32313	-0.45877	FR	Europe/Paris	2017/07/13	average
64.5635	39.8302	RU	Europe/Moscow	10 Aug 2021	accep
6.15038	6.83042	NG	Africa/Lagos	05/24/2017, 00:00:00	accep
22.4711	88.1453	IN	Asia/Kolkata	06/28/2013, 00:00:00	excellent
0.49113	29.47306	CD	Africa/Lubumbashi	2021/09/05	good
31.82539	72.54064	PK	Asia/Karachi	2017-02-24	excellent
46.65581	32.6178	UA	Europe/Kiev	2022/07/29	good
37.49223	15.07041	IT	Europe/Rome	12/07/2016, 00:00:00	excellent
-27.4338	-65.61427	AR	America/Argentina/Tucuman	2016/02/28	building
35.85	117.7	CN	Asia/Shanghai	13 May 2021	average
23.0072	-82.4017	CU	America/Havana	2014-10-07	accep
44.92801	4.8951	FR	Europe/Paris	17 Nov 2013	accep
61.72744	17.10558	SE	Europe/Stockholm	2017-02-26	accep
6.33444	124.95278	PH	Asia/Manila	2013-03-28	maintenance
26.9423	68.11759	PK	Asia/Karachi	16 May 2013	good
23.07492	88.28637	IN	Asia/Kolkata	22 May 2021	building
41.72063	12.6723	IT	Europe/Rome	2022-03-31	good
45.53929	-122.38731	US	America/Los_Angeles	07/23/2017, 00:00:00	average
12.35275	121.06761	PH	Asia/Manila	2013/09/30	accep
33.42585	-6.00137	MA	Africa/Casablanca	11/23/2017, 00:00:00	maintenance
35.06667	135.21667	JP	Asia/Tokyo	2016-12-06	accep
36.81667	117.81667	CN	Asia/Shanghai	2018/06/08	building
11.8659	34.3869	SD	Africa/Khartoum	08 Mar 2018	accep
32.54278	111.50861	CN	Asia/Shanghai	2013/08/05	excellent
-22.45667	-47.53028	BR	America/Sao_Paulo	20 Nov 2017	average
-25.42944	-50.00639	BR	America/Sao_Paulo	2015-07-29	building
12.95629	78.27539	IN	Asia/Kolkata	20 Jun 2019	average
-44.39672	171.25364	NZ	Pacific/Auckland	07/07/2019, 00:00:00	excellent
26.2173	-80.22588	US	America/New_York	2022/02/21	excellent
35.48199	137.02166	JP	Asia/Tokyo	06/01/2022, 00:00:00	excellent
39.12074	27.18052	TR	Europe/Istanbul	31 Oct 2015	good
53.30972	83.62389	RU	Asia/Barnaul	08 Jul 2013	excellent
19.30157	72.85107	IN	Asia/Kolkata	06/10/2021, 00:00:00	accep
43.61092	3.87723	FR	Europe/Paris	08/21/2019, 00:00:00	maintenance
-6.8048	110.8405	ID	Asia/Jakarta	2020/09/28	building
42.4251	-71.06616	US	America/New_York	05/03/2020, 00:00:00	average
23.18	88.58	IN	Asia/Kolkata	2015-05-22	good
45.44694	8.62118	IT	Europe/Rome	2019-05-27	excellent
34.08565	74.80555	IN	Asia/Kolkata	2018/12/09	building
44.35056	142.45778	JP	Asia/Tokyo	10/22/2013, 00:00:00	excellent
44.73941	-93.12577	US	America/Chicago	2021/01/05	excellent
36.75965	137.36215	JP	Asia/Tokyo	2020-12-12	average
42.7392	-84.62081	US	America/Detroit	2018/12/15	excellent
0.76755	24.43973	CD	Africa/Lubumbashi	2015/04/24	building
-6.91806	106.92667	ID	Asia/Jakarta	11 Nov 2016	excellent
36.33011	138.89585	JP	Asia/Tokyo	08/23/2022, 00:00:00	excellent
58.04254	65.27258	RU	Asia/Yekaterinburg	06/27/2016, 00:00:00	excellent
-24.19436	29.00974	ZA	Africa/Johannesburg	08/17/2019, 00:00:00	good
34.31	-2.16	MA	Africa/Casablanca	30 Oct 2018	accep
33.7207	-116.21677	US	America/Los_Angeles	2022-03-15	good
-6.25	38.66667	TZ	Africa/Dar_es_Salaam	06/19/2019, 00:00:00	excellent
53.53333	-7.35	IE	Europe/Dublin	08 Aug 2014	excellent
50.64336	7.2278	DE	Europe/Berlin	07/21/2022, 00:00:00	good
50.18545	27.06365	UA	Europe/Kiev	2015/12/26	excellent
-0.71667	-48.52333	BR	America/Belem	2018-03-14	maintenance
42.67164	14.01481	IT	Europe/Rome	2022/06/18	good
10.22677	-67.33122	VE	America/Caracas	06/08/2021, 00:00:00	accep
36.72544	3.55665	DZ	Africa/Algiers	09/19/2013, 00:00:00	excellent
37.30553	120.82747	CN	Asia/Shanghai	2021-12-16	accep
-22.97056	-46.99583	BR	America/Sao_Paulo	06/27/2018, 00:00:00	maintenance
