PM2.5	PAHs	CH4	NOx	latitude	O3	warning	H2CO	PRES	SO2	longitude	CFCs	TEMP	NH3	CO	PM10	C2H3NO5	Pb
9.26356	8.85873	8.91874	6.87254	42.67164	6.74126	0.00000	47.36463	1054.07193	7.61892	14.01481	63.14050	38.58333	4.99574	8.07596	9.52239	2.40595	69.67896
9.19256	9.06927	7.80522	8.46630	37.30553	7.37517	0.00000	68.03761	1195.98572	5.51787	120.82747	61.68022	7.71175	7.37253	9.10292	9.53903	2.32343	21.88691
7.68837	5.87248	8.04465	7.61956	51.30001	8.14258	1.00000	49.44091	1147.30757	9.50296	13.10984	23.10978	3.38930	8.57797	11.77977	7.31766	0.40817	49.35967
5.32405	5.82411	7.57319	6.41020	-8.05389	10.11158	0.00000	42.12574	1071.80697	10.60548	-34.88111	59.36351	20.93792	9.50696	7.24875	7.06697	0.37813	65.83124
6.30424	5.81624	8.09981	6.92296	58.63667	8.01086	0.00000	58.12286	1110.02551	8.44088	59.80222	63.36311	16.51671	6.95871	6.45685		0.76968	73.94090
10.04767	7.52962	8.39090	6.29243	35.30889	5.72892	0.00000	47.05202	1179.88952	8.20472	139.55028	58.56881	21.14231	6.38334	8.29877	10.64488	6.68330	67.61959
7.65106	7.45576	7.86602	6.71790	28.54944	9.72946	1.00000	67.55412	1159.46021	6.17522	-81.77285	39.70970	-4.98837	7.60232	7.22282	8.16292	0.74183	34.17840
5.74180	8.02749	7.15137	9.11487	33.72255	8.30860	1.00000	9.05698	1111.55048	9.43514	-116.37697	81.41339	32.49272	8.94756	8.40852	6.02238	0.41318	18.14614
7.81226	8.39425	10.25135	8.18470	-8.28333	7.57141	1.00000	48.40497	1110.07650	7.94456	-35.03333	52.33692	29.25350	8.36194	10.03250	7.77717	0.45082	67.29257
8.60021	10.22233	4.55762	10.23756	39.09112	7.25355	0.00000	38.52071	1141.64173	5.73114	-94.41551	59.41615	20.41676	9.06771	8.98670	8.15329	0.66515	43.09445
6.22223	6.05775	9.69277	9.61052	36.33011	6.00203	1.00000	47.79328	1185.92692	10.23524	138.89585	82.57311	8.52579	11.14327	8.58242	7.08990	0.37895	29.19718
5.78165	8.49444	8.17833	7.48422	41.16704	9.85321	1.00000	46.79713	1084.18209	8.07297	-73.20483	56.93324	26.49044	7.47945	7.62360	8.35402	0.84207	31.80136
10.34139	7.53355	7.46896	5.79067	14.95472	7.45037	0.00000	51.74123	1087.77809	7.87390	120.89694	39.38164	26.07375	5.94104	8.70453	11.22044	11.43591	54.73010
7.72752	7.54079	7.23765	4.34062	42.4251	6.58896	0.00000	36.81385	1089.30075	9.17089	-71.06616	37.53065	15.22850	7.06761	9.58146	8.57655	0.98146	59.70048
9.15603	6.35714	7.27186	5.59918	50.26729	9.22094	1.00000	19.49063	1052.44793	5.27352	-119.27337	79.96433	26.00170	7.41759	8.37606	6.76714	0.28163	59.43266
8.19222	8.20010	6.49503	7.15134	51.65	10.32460	1.00000	54.33041	1168.00297	7.48020	-0.2	53.45296	26.50742	9.56946	7.11514	7.93180	0.56809	41.76665
8.75265	8.76539	6.60559	6.54316	42.819	6.31208	0.00000	41.12331	1064.11400	9.67692	47.1192	41.53420	5.56610	6.38676	10.00930	9.75105	2.70545	54.66883
10.99910	7.15599	9.43938	7.59869	28.54944	6.25088	0.00000	36.53630	1166.40245	5.09327	-81.77285	65.52664	15.65482	8.11980	6.88242	9.32606	1.91693	71.52940
8.35407	8.27664	9.05268	3.52305	39.32011	7.49362	1.00000	51.66451	1124.44404	7.81269	-76.51552	55.40825	17.21766	8.99871	7.49193	10.30975	4.78170	37.18443
3.86486	8.85663	8.26970	8.89908	41.27194	6.95745	1.00000	51.51622	1117.91011	8.81844	123.17306	23.22269	6.12763	10.18813	8.08726	5.93127	0.25075	76.76161
5.93815	9.10167	7.01600	5.01269	41.41204	9.92596	0.00000	51.71460	1154.35455	10.16301	2.18247	61.34343	19.46816	10.05759	7.16658	7.95848	0.64747	32.03457
6.28041	9.68164	6.73749	5.58713	-8.66667	8.03489	1.00000	56.14709	1161.28653	8.23070	-35.71667	65.05586	20.66373	8.09421	8.67681	10.12777	4.04382	67.88206
5.80362	7.44199	7.48787	7.45989	35.48199	6.92300	1.00000	40.26424	1107.62926	10.92846	137.02166	64.14514	12.97416	11.49242	6.54060	7.77201	0.53611	48.41702
7.58516	8.51384	8.61844	9.16015	39.57582	4.90540	1.00000	32.06114	1177.62683	8.78905	-105.11221	40.83462	32.16092	10.90931	9.20929	9.27772	1.65073	38.99276
5.68074	9.12185	9.49061	9.97722	46.7055	6.02256	1.00000	48.10567	1067.90013	9.13736	38.2739	57.11556	20.11316	11.54399	7.70234	6.38037	0.28796	45.89725
9.19474		8.09121	7.81654	20.21322	11.17361	1.00000	63.40515	1182.81818	5.54965	-100.88023	46.45551	16.04627	9.38645	7.52230	7.66907	0.54543	44.38965
6.80393	6.81802	8.07293	3.91451	40.81	8.45693	0.00000	59.11341	1072.96537	10.69934	-73.9625	74.89520	11.06801	9.13755	6.55119	8.56185	1.23376	46.59257
7.45469	7.80335	7.84061	11.34938	19.04222	9.16389	0.00000	37.66571	1173.26632	4.15054	-98.11889	81.80795	7.82900	10.16658	7.51893	8.81847	1.23258	40.65755
7.21013	8.84247	7.76297	5.31171	21.46527	8.77087	0.00000	54.24221	1091.57519	9.72010	83.97573	75.83127	17.55488	9.87279	8.42696	7.75103	0.74305	23.16555
6.00249	8.39262	10.14086	7.39928	32.57756	10.56836	1.00000	30.96141	1095.85051	6.43714	71.52847	69.61250	23.90110	4.84535	9.23244	6.42457	0.35384	48.39748
7.83084	8.50745	9.10888	5.19744	28.92694	6.15114	0.00000	35.53222	1145.45257	10.16109	78.23456	53.31144	0.69268	8.36111	7.50926	10.82951	7.88034	63.03623
5.27243	7.77823	7.00798	8.08936	6.46838	6.54475	1.00000	71.39451	1195.41740	8.54197	-73.26022	52.31274	22.48102	11.06661	9.29127	7.62068	0.36034	66.62439
8.08006	8.66113	8.48648	7.41051	11.8659	7.26883	0.00000	72.35146	1178.84979	10.49251	34.3869	35.88410	29.71923	6.48802	8.12227	6.36840	0.22016	39.31265
5.94486	8.47973	8.84050	6.38742	26.76628	8.81117	1.00000	55.47964	1138.53084	7.55797	83.36889	49.56475	-2.23434	5.59595	8.17564	6.02220	0.39233	37.14546
12.24059	7.00980	7.88414	5.12561	50.76306	5.32972	1.00000	52.54999	1174.12237	8.47216	-1.29772	60.53084	18.76533	2.72989	8.03601	11.21039	11.47195	37.04278
8.39055	10.80268	8.23399	9.29383	53.49389	6.99224	1.00000	62.29516	1183.60923	7.67516	-1.29243	69.17246	3.90114	8.48143	7.46565	8.62013	1.06316	39.38530
10.76990	6.92718	6.37168	7.31821	50.50301	7.49054	0.00000	45.57034	1078.00015	6.31872	13.63617	46.69662	-0.14445	6.33633	7.35852	12.34504	34.86312	26.76540
9.38005	8.06251	9.26930	7.81429	34.86472	9.30139	1.00000	54.72612	1140.57009	4.54135	117.55417	47.43498	7.66455	8.42098	7.13994	4.88348	0.21151	56.17435
6.15218	8.21683	7.91558	8.36649	45.75279	11.54147	1.00000	42.05194	1125.59040	6.29158	130.57211	53.06785	19.04224	5.32588	9.06325	6.09748	0.28128	65.67297
7.94630	6.25021	8.43176	9.98383	50.82709	6.59501	1.00000	45.76225	1078.42697	7.57168	6.9747	39.36552	0.80366	8.96355	7.25377	7.55478	0.59108	22.52080
6.44820	8.74463	8.84645	10.66728	21.46527	7.61395	1.00000	54.53011	1189.78268	8.62902	83.97573	51.30840	13.55975	9.82866	9.50655	5.94333	0.23978	20.18144
6.29874	9.17036	6.59335	6.37109	-10.90889	8.09954	0.00000	81.09438	1085.43969	11.41352	-37.03861	41.34786	6.79668	8.46862	8.70705	7.57480	0.64294	54.36389
5.40804	9.54787	10.01327	6.49449	34.77453	10.22917	0.00000	26.31663	1060.19435	10.36753	-96.67834	36.80336	26.96949	8.40452	9.48742	7.49734	0.50875	57.78484
11.33659	7.97996	8.15022	6.80088	-1.26424	7.98764	0.00000	47.52824	1189.00860	4.20575	104.09701	70.47996	15.81273	5.13572	8.14569	9.69783	2.73056	67.45756
9.54363	7.14172	8.55252	6.57704	38.68712	5.74159	0.00000	27.98205	1129.59913	5.20560	-4.10734	40.75406	4.69608	7.82442	7.77972	7.62771	0.54418	74.25249
5.92122	8.10033	8.72233	6.65543	42.58342	8.57678	0.00000	62.63994	1110.92275	11.15875	-71.8023	52.33700	15.27216	9.24416	9.42004	7.67586	0.65030	62.65754
4.87625	7.26911	7.17704	6.54311	50.82709	9.69346	1.00000	42.35262	1111.29451	8.22928	6.9747	51.31838	11.02051	4.54039	9.37533	6.32491	0.32889	34.90906
6.37059	6.28415	8.52261	6.20550	-4.83	8.43398	1.00000	56.11921	1181.10444	7.01375	29.65806	51.19879	7.56134	5.78659	7.37815	6.40981	0.15086	63.75453
7.42183	9.24301	7.46144	7.51314	25.92127	7.73604	1.00000	31.81347	1097.81233	9.14802	86.79271	28.22956	18.71667	9.54017	8.52733	7.60449	0.48509	45.20210
7.88480	7.90055	8.03803	6.78428	58.23583	8.36558	0.00000	39.00760	1146.02405	8.04271	92.48278	82.78543	12.03442	7.51921	7.72213	9.94053	3.42383	40.52726
7.85028	7.70343	7.59342	5.67467	-28.44917	8.75211	0.00000	60.49114	1137.89280	8.45672	-52.2	54.68352	18.22021	8.89942	7.79983	7.09361	0.46137	55.65512
12.60637	8.82391	6.71114	5.30561	-4.42472	7.98273	0.00000	50.33525	1150.62362	6.18850	-41.45861	66.07479	0.45619	4.43199	7.82569	11.22625	11.69150	54.91219
5.13139	8.16289	8.44854	7.89462	-3.5403	10.22920	1.00000	49.97619	1138.64342	9.42379	118.9707	74.08498	7.26659	8.33986	8.51669	8.72286	1.18277	32.81898
5.67329	8.09903	7.20627	8.38411	48.8222	9.49726	1.00000	52.37022	1161.97205	6.96729	2.12213	69.28668	-4.23188	9.07668	8.26223	5.80780	0.26821	59.08599
9.34275	6.95696	6.94630	7.68848	53.51684	9.31584	0.00000	57.69552	1155.14838	4.70408	-113.3187	60.70143	29.49939	9.00331	7.89313	10.77198	7.55946	58.10406
7.06567	9.37691	6.90347	4.94153	3.02013	9.90356	0.00000	63.09359	1118.18364	8.16324	30.91105	42.59380	15.37968	11.31312	8.38155	8.20920	0.78127	40.72802
5.13362	8.63199	8.24209	5.78758	44.73941	12.98872	0.00000	32.98184	1124.22738	7.68326	-93.12577	59.26704	21.88522	12.25778	7.38589	7.17379	0.35311	47.07753
7.66025	8.38539	8.56037	10.54188	41.48199	5.51358	1.00000	49.76409	1160.38991	7.36424	-81.79819	32.99463	18.19387	9.99560	9.42853	9.18290	1.72753	55.94222
5.73860	7.17865	6.92912	9.55052	25.80565	7.45058	1.00000	34.48761	1149.59402	11.10807	68.49143	56.50790	20.13572	9.38030	9.58714	4.78114	0.37110	48.83206
6.89512	8.61420	7.90019	8.62907	8.88649	5.16596	0.00000	58.95068	1114.19959	9.72337	2.59753	38.69110	17.99259	11.79822	7.53078	8.42703	0.92386	22.28926
9.64032	9.06227	8.08419	8.09796	51.62907	7.19786	0.00000	33.64746	1122.93702	5.06453	-0.74934	58.25628	1.17268	8.62318	9.00937	8.62761	0.96488	29.41681
7.52112	8.10805	10.82546	8.80380	48.07667	7.56952	1.00000	60.21359	1160.96201	6.71990	8.64409	60.43237	19.80745	7.88419	8.77216	8.21453	0.88017	53.95250
10.16909	8.89758	6.18150	11.41288	12.74482	8.45209	0.00000	49.14919	1169.86526	4.52289	4.52514	70.10891	-4.82431	7.24859	7.27177	10.80244	7.68114	47.18697
9.02247	9.45501	8.71656	4.84483	37.1759	7.43141	1.00000	67.53572	1126.44769	5.46935	128.9889	35.86391	10.80570	7.20482	9.17967	5.99005	0.26910	21.86709
7.41620	8.07241	7.28300	5.22686	42.64685	8.38805	0.00000	63.48450	1084.10903	10.00380	-5.55835	61.65134	7.89621	8.89362	7.21714	7.52819	0.38939	48.95315
7.54958	8.42214	10.26867	6.48475	-6.8048	10.59283	0.00000	40.65670	1108.77611	7.24874	110.8405	63.54806	3.15610	10.47614	7.55407	6.86805	0.34729	40.68966
9.74834	8.74580	8.09848	7.00909	39.08367	8.98594	0.00000	42.15541	1099.07242	6.05966	-84.50855	66.47255	28.73612	6.23271	8.59962	11.53855	15.66407	46.33212
6.96021	9.63569	7.22276	7.86415	7.6	10.22993	0.00000	51.05226	1081.55614	8.94930	4.18333	56.46349	-5.17223	9.82001	8.44462	6.12755	0.35020	38.67973
7.57882	8.31735	9.39558	6.81322	34.8825	10.42859	1.00000	53.46102	1073.52849	4.67747	128.62667	48.05652	-4.33196	3.88628	8.78328	4.22975	0.23806	48.17358
7.80844	7.43575	6.37143	7.92439	43.83125	8.24475	0.00000	48.83786	1101.31275	9.10754	5.03586	69.52758	13.83511	8.68387	8.70112	5.78443	0.13687	53.65843
4.48731	7.94929	6.94002	8.89824	-17.74431	11.41660	1.00000	44.24292	1104.55010	9.77959	-48.62789	35.46694	29.27422	7.78172	8.09402	7.93485	0.60579	32.60584
6.21555	7.30906	7.27334	10.01971	-7.73379	3.83759	1.00000	70.92436	1102.66874	8.43378	113.69785	59.74305	25.44256	12.72070	7.27653	9.46996	2.15732	51.74115
7.71719	8.19071	7.98940	9.45290	21.01858	10.23939	0.00000	55.37900	1138.14626	9.67975	-101.2591	58.14150	16.78634	8.86720	8.07698	5.15006	0.31207	61.80911
9.31723	8.81418	8.35621	7.80065	19.64745	6.29034	1.00000	50.63171	1198.17361	8.00371	-102.04897	62.97888	10.29852	8.41811	7.04571	10.45843	5.61264	47.62874
7.43424	7.61522	9.59796	11.12946	27.71809	5.29328	1.00000	36.39594	1140.21466	8.30705	-82.35176	49.82322	9.82727	9.60208	8.31561	7.81676	0.65852	58.17473
6.80057	8.92680	8.85749	5.96882	44.89784	6.22198	1.00000	36.54715	1104.42301	6.91342	8.86374	42.13483	4.49855	11.66129	8.03112	10.99957	9.11799	53.41658
6.78774	8.06910	7.52188	8.39003	10.10649	8.98487	1.00000	52.98354	1095.25232	5.86127	76.35484	57.33475	9.70191	8.06702	8.48207	8.04922	0.66628	53.73145
6.56378	7.00908	7.25870	7.12620	42.06166	8.41824	0.00000	22.52696	1152.58498	10.49586	-1.60452	39.19688	21.63046	7.40220	9.18584	6.80843	0.30545	68.51862
7.25261	7.77572	9.32812	7.24341	14.37395	9.92945	1.00000	65.64929	1074.21836	7.93904	100.48528	86.78833	19.59394	9.38911	7.97401	8.68116	1.17904	33.58845
8.73800	6.99759	8.67024	11.08151	4.73245	6.13588	1.00000	52.43104	1067.65829	10.78850	-74.26419	51.55301	10.40275	10.36365	6.52698	6.41976	0.33913	55.56271
6.55202	7.27057	7.26339	11.46728	-19.65	5.54308	1.00000	72.63308	1065.06630	6.62149	47.31667	62.03547	1.63243	10.63822	8.02793	7.85297	0.54439	53.64622
7.86102	6.36900	8.31229	5.34328	36.64852	6.60671	1.00000	44.11692	1193.97566	7.62240	51.49621	81.76728	-20.46818	9.11887	7.38738		0.44935	60.25348
9.37494	9.18522	7.16981	8.08179	34.21639	6.57112	0.00000	63.92484	1143.92435	9.13830	-119.0376	41.43838	38.33181	9.59292	6.13018	9.44452	2.11864	57.73165
6.66178	7.86976	7.81758	8.84807	34.81667	10.97030	1.00000	67.61460	1086.74013	5.83195	137.4	64.86221	23.97909	5.41477	7.65340	3.98101	0.26627	64.55084
7.41005	8.29032	10.58608	7.65452	51.39323	7.89355	0.00000	59.46113	1114.35885	5.24656	0.47713	68.37789	-7.23419	9.39464	7.40011	9.23212	1.73527	52.83061
6.81250	8.22000	7.56768	9.64180	52.48173	7.29999	1.00000	72.69858	1060.97603	9.41034	-2.12139	41.95112	5.80345	8.50776	8.39069	6.09100	0.31248	48.85586
8.92124	8.33571	9.13714	6.92811	-21.15	10.88899	1.00000	50.42183	1117.56753	4.96647	46.58333	53.89663	12.19924	7.14262	8.20251	6.78516	0.42033	56.19526
	7.14466	7.56315	6.37462	37.49223	7.48829	1.00000	43.04618	1096.45553	7.45780	15.07041	62.83131	12.02785	6.77888	7.37077	6.02400	0.32137	54.33136
8.31704	8.61595	7.70414	9.01081	34.5624	6.79375	1.00000	60.71626	1118.53421	6.31940	38.28402	31.59877	8.66114	9.26789	8.17940	9.17239	1.78245	
7.73077	9.60261	8.25189	7.54801	-37.9	9.12362	0.00000	37.41835	1054.33605	9.14966	145.18333	76.16012	-1.78163	9.57751	6.60571		0.44190	85.05046
7.71517	8.18704	10.58064	5.88273	64.5635	8.71493	1.00000	47.74458	1062.59492	5.43683	39.8302	51.34681	19.43784	5.52455	9.32569	5.87506	0.25877	67.08710
9.96124	7.30631	8.22920	7.59374	43.32393	8.18439	0.00000	49.89483	1078.75955	5.31529	5.4584	75.08264	16.85754	7.57168	8.59513	9.88809	3.28149	47.90016
10.35289	7.11267	7.97949	4.33686	6.45407	7.82882	1.00000	38.57960	1081.58238	5.42466	3.39467	52.43773	21.95306	9.31932	7.93301	8.21492	0.84570	60.15728
8.25501	7.76788	6.89226	7.81189	51.65333	8.47294	0.00000	73.32644	1182.07176	8.86328	5.2875	57.05258	15.12720	8.49154	7.94410		0.35906	15.99641
4.59348	8.69387	7.45016		42.8334	6.01407	1.00000	58.74460	1081.47489	9.76597	-80.38297	42.77447	14.10380	8.84492	7.97053	6.43735	0.43095	56.88905
4.92754	9.66495	7.80426	10.93171	23.73333	6.37377	1.00000	46.28669	1181.13390	9.61818	114.68333	46.68369	7.94549	10.30947	6.67856	5.85054	0.36619	45.55971
9.66399	7.69850	8.20756	6.33638	31.71667	7.34019	0.00000	54.22258	1132.81010	8.40381	73.38333	28.87284	20.63939	4.60208	8.54393	10.07629	3.73962	41.17792
6.82226	7.71360	8.93108	7.86747	40.82232	10.62483	1.00000	33.02277	1176.22023	6.33599	-74.15987	37.03255	13.24775	6.25483	8.73023	5.98197	0.23704	77.55071
7.99766	7.33748	8.84748	9.95053	26.67319	5.70414	1.00000	25.81163	1140.49392	7.72534	31.4976	45.22278	17.94136	8.98165	6.49556	8.77224	1.18433	66.45837
7.33903	9.75494	6.29389	9.96099	48.90982	7.86248	1.00000	44.90184	1059.75472	9.24338	2.45012	49.18858	5.05606	8.62865	8.98314	5.71527	0.25783	61.37090
5.42615	10.61536	7.68707	6.97547	37.30553	10.02809	0.00000	50.81774	1134.10176	11.09907	120.82747	69.93752	1.81942	10.03012	7.75796	7.57128	0.52820	32.37035
5.57794	8.15985	6.21105	7.58466	-20.88231	9.38392	1.00000	57.01253	1133.12906	7.05554	55.4504	43.25944	24.07794	5.41597	8.23089	5.78882	0.41007	71.75599
7.35188	8.66322	7.42029	7.56347	-10.90889	8.24276	0.00000	28.68680	1113.56299	10.40343	-37.03861	49.95229	19.19706	7.88997	7.78601	6.36534	0.26535	50.61758
7.61308	9.30427	7.40263	6.11351	-12.91667	6.79616	1.00000	29.73274	1152.32547	7.56142	-39.25	79.07686	5.02122	10.15995	9.02276	9.90442	3.22072	50.24447
6.46344	8.22004	7.54503	9.59125	36.76639	6.97652	1.00000	69.30682	1120.03036	7.19916	3.47717	60.54149	7.00701	9.83890	7.22736	7.33796	0.44741	68.32746
6.15054	8.34496	8.28397	9.07315	52.68333	9.56118	1.00000	49.68385	1144.52576	8.31119	0.93333	52.54915	20.64452	7.52226	7.99366	5.18932	0.26783	68.28450
6.05586	9.23419	8.53107	11.60973	47.4943	6.18574	1.00000	34.78627	1105.15207	9.89272	-122.24092	61.25498	22.70399	9.03032	8.43168	5.94889	0.21921	67.04196
6.70893	8.38360	7.14422	11.53298	-7.01833	7.66200	1.00000	50.96740	1106.10680	10.88266	107.60389	42.25973	16.51719	8.34283	7.84053	4.50223	0.20910	53.42620
6.55336	8.80925	9.05481	5.91874	10.22677	8.88338	1.00000	27.15334	1107.04635	6.05025	-67.33122	36.43019	19.08738	3.21318	8.37535	2.75306	0.37758	62.14735
7.47242	9.22190	7.21785	7.68826	37.73604	7.12735	1.00000	55.09826	1103.22568	10.87338	-120.93549	58.41537	16.82311	9.55428	10.15629	7.97001	0.70928	25.32522
7.93476	9.44746	7.10449	9.85150	46.65581	7.95540	0.00000	35.03555	1189.31630	10.65454	32.6178	68.05714	23.18960	8.32440	8.18252	5.30297	0.25149	18.18408
4.55311	8.81055	9.48476	7.82874	25.92493	9.38054	1.00000	50.85467	1064.47566	8.50541	73.66633	61.52771	11.17378	5.90903	11.15923	6.28251	0.28818	50.56288
7.27695	7.49864	8.49660	5.14811	37.08819	7.43302	1.00000	40.82699	1137.48901	6.31156	-8.2503	45.65067	29.00324	5.61977	8.40130	5.68293	0.26830	49.47608
7.60873	7.65887	7.14227	9.94943	37.35813	5.61312	1.00000	56.50105	1137.49694	10.08084	-6.03731	46.97562	11.13710	10.64158	8.38687	7.68959	0.54515	61.24636
8.87721	6.33223	8.86374	9.58993	6.15038	8.89391	0.00000	40.05548	1127.66106	6.13655	6.83042	52.22762	10.73278	8.18810	7.06002	11.27129	11.97226	26.99439
8.10485	8.22174	7.38112	8.26952	34.8825	10.01240	0.00000	50.28687	1156.05770	7.38288	128.62667	88.20717	10.01657	10.13369	8.76894	6.00157	0.39159	41.65373
6.80253	6.85250	6.53639	6.03713	7.06273	8.53877	1.00000	64.76168	1107.20708	9.41899	-1.4001	53.52268	20.14120	9.29864	9.00169	7.36911	0.35181	50.54770
8.42536	7.98264	9.40547	5.47493	51.42708	8.16435	1.00000	63.98408	1140.16862	6.64424	-0.91979	50.80713	16.06559	7.96594	8.01496	6.68785	0.29954	44.86584
8.05410	8.79658	9.05501	12.30686	47.38093	7.69761	1.00000	43.43805	1193.10431	8.91026	-122.23484	51.35938	15.88402	7.91536	6.27264	5.12295	0.21109	40.11383
9.89843	9.53338	8.09966		36.02506	5.05943	1.00000	59.38493	1083.84994	8.19308	-86.77917	53.90541	10.52634	9.33499	6.61637	8.74078	1.11170	52.97974
5.96174	9.09336	8.32619	7.89511	-28.24	10.14818	0.00000	65.15174	1131.70193	9.65705	-48.67028	53.65581	20.47303	9.86137	8.64555	6.39391	0.28380	66.35690
7.23341	9.66116	7.97014	4.93913	42.30865	7.34464	0.00000	40.91592	1184.47239	8.51707	-83.48216	54.22099	31.77326	7.17438	7.80674	10.19893	4.33172	33.19347
9.22056	8.69852	8.19428	6.83543	23.9028	6.38979	1.00000	54.46200	1161.70343	7.66539	89.11943	39.77361	6.56154	10.36566	7.29159	11.37110	13.24614	52.22118
6.49128	8.53120	6.81024	12.22144	50.82882	4.53376	1.00000	42.85184	1139.66342	12.20768	-0.32247	41.70821	14.89135	11.30224	7.72189	5.72910	0.36310	40.88082
9.65725	8.26891	7.30268	8.45323	41.82143	6.73308	0.00000	45.90158	1141.38778	6.42562	41.77921	39.57306	6.26489	6.36076	8.22055	9.60475	2.61140	49.60336
7.78761	8.58931	8.39614	5.73816	41.24264	8.42441	1.00000	54.24335	1052.12622	7.40979	16.50104	58.33235	19.14622	8.52635	8.30230	7.89277	0.72669	75.47512
11.56310	8.14882	7.52193	5.93967	45.75279	4.13365	0.00000	30.66646	1108.35107	6.77208	130.57211	47.04328	12.97832	6.15746	6.99164	10.71107	7.07922	56.15871
10.85809	7.31872	8.13606	8.80712	46.32313	8.33099	0.00000	37.93549	1061.63653	4.15876	-0.45877	45.06694	12.40592	6.12568	8.64871	10.00703	3.50755	63.02896
5.76813	9.16233	9.08216	10.83033	23.49668	7.23785	1.00000	38.60230	1118.33486	9.32176	86.68363	72.64042	26.47007	8.24650	7.80713	5.86872	0.25591	42.98407
8.68627	5.98612	7.40075	7.51845	41.82143	7.54141	0.00000	63.93670	1071.32751	6.57765	41.77921	45.40547	14.99975	7.58139	7.79771	9.35319	1.93357	28.72782
8.38642	7.86010	7.30879	8.47961	38.17492	7.01220	1.00000	62.12464	1180.47172	11.32165	-122.2608		4.79629	10.44962	8.67953	7.06778	0.40780	59.85981
4.62378	9.11717	10.09763	6.56470	-8.28333	6.21455	1.00000	89.97948	1114.09793	10.32214	-35.03333	44.54247	3.09175	12.51352	8.13942	7.54759	0.42118	47.38184
6.34100	8.25797	8.25275	6.34706	42.06166	10.42975	0.00000	41.46889	1199.57382	9.28787	-1.60452	50.40502	7.11478	8.87104	9.96561	6.98835	0.38337	28.50924
9.57231	8.09291	8.69304	8.06960	45.39402	3.78890	0.00000	49.42808	1105.00884	6.20532	9.29109	71.54603	13.30137	8.41504	7.01734	7.35302	0.42820	56.08128
7.60317	9.12299	7.91138	6.02577	8.88649	7.80047	1.00000	42.63198	1167.17361	7.22171	2.59753	36.57539	-1.85265	9.46216	8.28981	9.91915	3.35805	35.88580
7.85257	6.57255	6.91215	7.57354	50.82709	9.30324	0.00000	49.81135	1143.17147	8.17653	6.9747	43.58199	24.47388	10.28327	7.02619	6.44815	0.27698	36.72246
6.81045	8.65131	7.34938	7.14867	-4.26613	10.15457	1.00000	63.71485	1191.40876	8.56642	15.28318	64.53821	-2.52828	8.75833	8.92168	7.80137	0.59957	56.85195
8.28860	8.52438	8.01787	6.40270	41.0051	9.57022	1.00000	68.19917	1168.29909	5.03359	-73.78458	44.38622	13.16002	6.18408	8.64730	5.88072	0.30786	14.88766
7.95834	8.36611	7.64685	10.13949	50.26729	5.39190	1.00000	29.81215	1174.69000	7.96485	-119.27337	45.38779	24.17114	10.15160	6.76289	9.33063	1.98475	31.41491
6.66917	7.55736	7.38278	5.79352	36.33011	10.73191	0.00000	50.18555	1133.74399	7.95979	138.89585	34.75640	18.07738	10.55182	7.11560	7.25505	0.53435	26.67344
7.24203	8.24095	8.27159	7.39748	53.53395	7.71842	1.00000	31.36468	1146.38059	8.10482	33.72798	62.32750	28.70612	8.90082	8.53079	8.08214	0.67739	56.48457
6.64548	8.55178	10.10068	8.26388	22.19303	10.13103	1.00000	42.80062	1121.14872	6.10441	88.18466	46.31695	11.94946	6.70977	6.51870	6.40200	0.21677	50.14728
5.59914	9.93439	7.19467	5.51497	43.61062	9.81069	0.00000	54.92514	1117.44754	10.23374	-72.97261	61.05273	17.07721	9.49375	7.94934	7.77100	0.62759	46.33841
4.81036	8.03151	7.59190	9.02983	33.72255	5.63368	1.00000	45.48942	1060.39868	9.51975	-116.37697	29.00554	3.70514	12.04808	8.88203	7.50767	0.76216	57.21367
7.05540	9.67719	8.15825	8.00830	8.88649	8.20156	1.00000	48.59738	1186.63666	10.15374	2.59753	67.20173	16.36186	8.87857	7.89539	6.14521	0.46408	55.81170
4.35505	9.91423	8.09698	4.51890	9.82564	6.94361	1.00000	62.27959	1198.13643	9.23038	78.25795	65.08443	22.62405	5.04471	8.29900	8.34931	0.88051	41.11689
7.75745	8.68062	8.57122	8.95500	34.77453	8.41221	0.00000	26.69706	1087.12917	9.96402	-96.67834	68.11519	22.69983	8.59380	7.15552	6.08038	0.37919	36.99019
5.86441	9.04973	9.13592	11.38752	48.8765	6.33893	1.00000	36.20190	1148.04301	11.14152	2.18967	34.59701	15.12126	9.24721	9.37332	5.40494	0.22834	50.86355
6.28409	7.43940	8.19170	4.70202	33.42585	9.71318	0.00000	48.56403	1116.06897	9.43559	-6.00137	62.41237	16.13155	10.15625	7.30313	7.74716	0.57979	43.49462
6.22077	8.90006	7.20488	6.92781	-23.44361	8.78944	1.00000	55.50493	1186.12258	5.73076	-51.87389	65.54029	5.08256	4.97902	8.39965	6.47743	0.29638	25.36379
6.99139	8.32584	10.53001	11.37630	46.65581	5.64334	1.00000	63.93486	1142.92767	11.28168	32.6178	45.85526	15.62162	9.48949	9.43192	5.74103	0.32313	78.45525
7.50125	8.10345	10.50208	6.66580	41.15612	7.94741	0.00000	55.28676	1190.80542	10.32844	1.10687	32.86022	16.62119	7.76609	9.04869	6.72011	0.40013	65.82798
