SO2	longitude	PAHs	TEMP	CH4	C2H3NO5	PM2.5	latitude	PM10	NH3	warning	H2CO	NOx	Pb	PRES	O3	CO	CFCs
7.01724	139.07204	6.94282	6.80438	10.01236	1.28890	8.56532	36.24624	9.49245	7.02658	1.00000	42.61626	7.94682	48.95888	1136.14332	5.33839	6.86189	78.33757
7.57260	28.88222	6.95058	20.10311	7.07396	0.34696	8.35452	40.37528	7.95668	7.41849	0.00000	51.69884	8.26020	61.25221	1166.28899	8.15343	7.01275	67.01555
8.99878	109.3243	9.59087	49.74253	5.35515	0.19780	10.12378	-7.0981	5.14542	7.04013	1.00000	31.85799	7.12376	63.09441	1061.89266	9.51068	5.57737	76.37457
6.18213	-8.33147	6.06627	15.90896	7.57945	0.24833	7.26813	41.20485	6.85059	9.20774	1.00000	47.67174	8.70044	40.07130	1095.27345	5.82714	7.54863	
	104.64992	4.75386	7.14862	10.28564	0.62418	7.98235	14.64056	8.59725	6.56136	1.00000	60.18567	8.25273	28.14887	1139.15840	4.54831	9.91648	83.13155
9.17160	9.5926	9.21791	17.15966	5.76348	0.24248	6.54367	52.86147	7.07778	8.62531	0.00000	23.56084	7.04486	59.92145	1169.50810	9.06712	6.40351	74.59065
5.44104	69.01354	8.63413	5.03988	6.54987	0.53010	7.77378	38.55632	8.34840	8.85310	1.00000	41.62451	6.70265	34.43920	1070.48715	8.72296	7.72396	78.87815
7.18769	37.99117	8.05210	24.71173	6.89257	0.79682	7.41764	44.92934	8.89946	5.13013	1.00000	47.22283	6.83581	65.26673	1165.79519	7.36036	9.75262	77.55734
10.05505	78.95693	10.34382	15.53479	3.50101	0.31532	8.73943	29.21399	7.62256	7.64685	0.00000	49.92302	7.08686	47.91804	1060.89652	5.72208	8.32378	72.52456
6.78454	98.50893	6.78803	16.57754	8.82169	0.40931	5.07429	16.68911	8.16929	7.38852	1.00000	61.09280	6.53089	53.47759	1173.72601	5.17421	7.75073	74.65939
8.23537	-97.54667	8.60292	4.55786	8.50767	3.88389	7.35521	30.5427	10.68073	8.39810	1.00000	30.51644	6.88214	47.27020	1195.19218	9.76436	7.52157	81.41367
3.98056	88.1453	3.79719	8.91874	10.05550	0.61392	8.60186	22.4711	8.64682	7.63764	1.00000	61.41617	8.34526	48.27250	1146.28720	3.44388	7.20938	85.01044
9.12790	-89.99038	5.76919	19.25427	9.51030	0.15910	7.62365	38.58894	6.36546	7.94306	1.00000	51.54166	8.63404	54.60724	1086.90652	4.84422	7.69256	75.51212
8.20838	-100.88023	10.55617	9.47085	9.46591	0.19590	9.26428	20.21322	4.94023	7.40104	1.00000	42.82108	7.72853	58.78952	1199.26783	8.34467	7.30560	84.10497
8.16169	28.88222	7.64472	30.41496	10.00642	1.24273	7.24468	40.37528	9.49154	8.44423	1.00000	44.08870	6.34526	50.29948	1192.88158	7.26329	6.87210	83.34878
5.53691	-75.69947	8.51039	9.50610	2.72202	0.07523	7.75284	8.79577	4.87332	8.06414	1.00000	55.86153	6.66903	50.69752	1094.79321	9.51560	8.65546	77.03115
4.63945	34.75699	6.70525	20.49879	5.78698	1.59607	6.26677	31.39547	9.79443	8.23672	1.00000	63.55024	9.07579	47.79409	1134.60749	5.53536	7.70329	77.24840
6.23846	11.04979	5.31623	22.23751	10.97395	0.59048	5.25634	44.59445	8.53154	8.31295	1.00000	53.03660	8.33860	59.67737	1116.69806	5.48344	7.50497	84.31458
8.08341	-75.87877	8.82449	9.53410	8.32754	4.51063	5.24683	5.6561	10.83860	7.35597	1.00000	40.32324	9.00366	78.22103	1124.81749	8.34282	7.14499	67.25369
6.42652	65.93249	7.84307	8.84040	7.65406	0.11832	8.13968	36.21544	5.03907	6.19776	1.00000	65.31881	9.67654	73.30083	1161.77036	6.84171	8.12554	85.61022
8.20720	124.3697	10.56217	24.62624	6.03709	0.11221	10.14961	9.6531	5.85200	8.16704	1.00000	55.59773	9.36815	37.04609	1198.60016	10.79493	7.01536	78.82724
8.08221	139.07204	8.84761	0.97592		0.16885	4.32120	36.24624	4.01208	10.11535	0.00000	61.36280	6.64153	58.55866	1187.24867	8.68184	6.87771	80.41578
5.65741	88.28637	6.77647	15.55166	5.86563	0.31796	3.67155	23.07492	7.18351	8.58987	1.00000	47.84008	7.10685	53.61184	1155.26059	5.94924	6.07888	82.18079
9.64080	-67.15407	9.77547	20.87750	7.24922	0.20591	6.27333	18.42745	5.13667	6.86097	0.00000	43.79154	7.96965	46.25030	1056.91819	8.14563	9.12265	71.02084
6.48154	6.92917	7.63386	8.67406	6.52747	0.38852	9.08679	52.31333	7.93906	6.85861	1.00000	49.68095	6.32509	44.86931	1118.91981	7.22571	8.65160	73.19122
4.92043	-94.41551	9.59407	5.53337	8.18831	1.04723	7.82420	39.09112	9.26895	6.39003	1.00000	61.90703	8.58248	32.99339	1175.24658	8.98171	8.34596	73.30007
6.21942	-4.21376	11.97950	30.14084	6.13955	0.18974	9.96527	55.82885	4.90284	8.13925	1.00000	31.44622	7.94870	71.28098	1158.92221	13.55099	6.79273	70.09622
5.47892	5.55575	6.22200	27.70202	8.75313	5.24084	3.79950	46.67535	10.99367	5.08861	1.00000	40.45022	7.22888	60.75835	1142.32353	7.29871	8.10374	74.95977
5.36484	-116.37697	6.25191	12.25278	3.75004	0.20311	7.02019	33.72255	5.61469	6.87854	1.00000	53.97940	7.93375	49.87604	1149.08993	7.51602	6.95484	73.08756
8.52591	-73.02841	2.95202	-11.95605	10.74863	0.24398	9.04192	-36.9256	6.04123	6.43522	0.00000	49.81596	6.16331	45.25513	1072.28776	4.57215	7.14007	64.26443
8.26938	-0.74934	9.28795	17.09108	7.79366	3.26578	6.47806	51.62907	10.48760	7.55987	1.00000	18.05475	7.78006	53.06954	1111.84247	8.43154	8.19623	84.30577
4.16945	11.18709	8.86451	22.79836	8.41228	0.58798	9.37549	48.73218	8.40020	8.27171	1.00000	65.59873	8.53932	47.15940	1167.48677	8.13223	8.23943	83.54942
9.60089	24.99798	9.15920	15.80471	4.68077	1.29194	7.84854	-8.73508	9.48133	9.88449	0.00000	49.60642	8.00498	80.21043	1051.30120	8.65704	8.99991	75.24327
4.57072	6.26764	9.26944	0.42719	5.88538	0.26593	9.24018	4.92675	7.04543	9.85968	1.00000	49.25034	8.69518	52.18802	1058.24536	10.50974	6.71932	73.01057
7.08413	-100.88023	4.36414	18.60779	9.88229	0.28532	9.12614	20.21322	6.84555	8.24976	0.00000	48.38745	7.59113	36.58238	1145.86069	3.87045	7.98674	83.56187
11.28246	-99.32556	8.63151	19.17334	6.01088	0.21410	10.10033	19.32889	6.34410	8.31687	0.00000	44.54954	8.50830	44.25436	1155.85681	7.40401	7.46697	64.86452
5.55173	-101.2591	7.62524	20.27685	11.86335	0.11254	5.79853	21.01858	5.73692	7.39723	0.00000	56.57967	6.63795	36.42965	1192.95208	8.46927	8.46353	59.11161
6.74500	-82.32483	3.69855	24.46154	9.33209	0.70902	8.71935	29.65163	8.83385	6.64456	0.00000	56.09233	8.71770	52.32675	1156.31855	4.84401	8.37613	79.38268
5.29956	-39.25	6.78182	27.94749	5.37911	0.75552	8.20543	-12.91667	8.84506	8.64731	1.00000	43.13769	6.14487	57.70889	1075.63653	6.31457	6.42375	69.10887
6.38830	9.20427	8.90386	3.73379	6.06119	0.16370	10.50429	48.49144	4.01766	8.79732	1.00000	56.68798	7.56556	36.49749	1081.65710	8.23900	7.58273	66.55400
7.54807	6.26667	7.09238	19.92695	11.39571	0.30919	7.79219	51.21667	7.26324	8.18493	0.00000	65.32035	7.59421	34.74480	1050.12662	7.43754	7.29983	78.60684
7.68188	15.00913	7.76746	15.77184	10.31063	3.85767	5.40737	37.51803	10.69036	6.59519	1.00000	63.19180	7.36738	67.25263	1145.22082	6.56404	6.61776	80.52569
7.58337	-2.98884	8.07616	20.90722	6.40873		4.35280	43.32686	5.44446	8.52818	0.00000	28.07089	8.07330	26.00982	1183.72549	11.20151	7.28387	76.58253
6.42128	73.85535	6.02327	30.53264	9.91655	0.22755	6.17045	18.51957	6.97601	7.26253	0.00000	70.65002	8.11989	37.28996	1075.89625	4.74452	7.38500	71.71213
7.20767	10.03478	9.63835	13.14421	5.86594	0.21106	8.04328	37.16911	6.97831	6.59018	1.00000	41.27555	6.26709	55.34418	1101.56071	9.81463	8.97080	81.59995
3.84227	7.36027	4.36219	11.94692	8.24312	1.19405	4.66937	51.20219	9.35825	6.74431	1.00000	56.83166	7.33334	60.32809	1092.19281	5.57504	9.38892	74.04042
7.34096	-1.86343	7.24293	11.06799	8.94770	0.59609	7.67511	38.10558	8.64793	5.65462	1.00000	73.46874	5.77089	31.80304	1112.23345	6.67554	6.93447	65.06995
8.97819	120.14278	7.15044	21.83339	9.70142	0.20353	8.43170	32.50611	6.31628	8.63033	0.00000	45.08651	7.48465	55.36704	1063.96152	9.22616	8.98219	71.92910
6.39707	17.22635	6.22836	24.67098		0.65516	9.18912	48.8449	8.78102	6.62449	1.00000	48.34979	7.73730	57.82283	1182.18806	5.03699	7.12237	71.72004
3.25085	-69.96533	7.47795	21.65658	6.61671	0.11817	7.50649	43.91452	5.20684	8.25190	1.00000	54.99051	7.24937	15.56213	1088.13941	7.32472	9.37780	73.77611
10.85618	103.6032	6.50247	9.69721	7.83532	0.16290	8.22657	1.6561	4.60412	8.12915	0.00000	44.26577	7.37014	48.69324	1154.21115	6.09112	5.07954	81.00077
6.89807	101.96857	8.98846	7.34999	7.61802	0.23811	8.94285	4.88441	6.97016	6.74935	0.00000	49.36743	7.65983	46.50557	1194.37880	8.84020	9.16409	76.92741
5.15454	-119.0376	6.13811	23.99417	7.14298	0.44866	3.90324	34.21639	8.31877	6.34030	1.00000	48.79689	7.68290	41.49697	1105.51417	5.21629	8.42745	63.36845
10.03896	-97.35992	10.23218	9.81055	5.67325		7.89724	19.8173	6.38568	8.01573	0.00000	47.53664	7.37105	71.49460	1171.34667	6.25550	7.89387	77.82939
8.03277	-0.18333	9.22275	6.21927	5.29536	0.17599	9.84371	38.96667	6.46150	6.76129	0.00000	65.58460	8.27276	59.31367	1072.73472	9.92321	7.23624	73.96637
6.44305	-121.74052	6.62987	21.95808	10.29138	0.29923	7.44051	38.54491	6.41050	9.40320	0.00000	31.48370	7.95604	62.63957	1061.75468	6.86045	9.61406	64.19937
6.19548	35.90057	6.35853	21.54412	7.30273	0.39295	7.65646	56.85836	7.93566	7.48539	1.00000	59.55653	7.47642	47.58988	1068.85525	7.82703	7.51615	71.46769
6.98405	7.36027	6.97827	27.05881	9.87874	3.66357	7.84664	51.20219	10.65808	6.47528	1.00000	42.05459	8.13151	34.63906	1095.50326	7.58100	6.44052	77.08183
7.70286	98.6738	8.91488	37.50397	4.37166	0.57263	6.93476	3.7278	8.52278	7.23436	0.00000	54.09994	8.27376	61.70426	1123.61211	7.70134	8.64427	79.41450
11.36816	-74.96933	7.13662	2.25411	7.14097	0.23650	9.32528	39.71734	4.93834	5.60917	0.00000	62.11509	7.74939	44.50759	1068.31979	6.56908	7.03011	84.03105
8.55880	-80.31727	7.88367	21.82669	5.40126	0.16814	6.26144	25.67927	6.93064	6.22394	0.00000	51.11635	6.84492	63.12411	1073.59177	9.32887	7.62929	70.41362
7.47024	121.06761	11.57805	9.42218	8.73557	0.41483	10.33262	12.35275	8.00871	6.68109	1.00000	44.32537	6.40887	49.23034	1149.95992	10.57946	6.66284	69.02309
9.84069	-3.52751	9.59303	33.72525	8.15907	0.12244	8.56580	50.7236	5.18920	7.40083	0.00000	49.57784	7.90061	58.50500	1071.68149	7.35910	8.23060	79.19949
6.50672	51.3452	9.77744	0.35353	4.05413	0.22664	7.72183	53.37596	6.83072	6.72758	1.00000	37.76960	6.96558	44.84007	1093.32887	10.49873	7.86148	70.06261
8.31265	101.02083	5.56334	16.73266	8.02976	0.21761	9.77165	4.02219	5.50951	7.18183	0.00000	69.57368	8.74430	44.31360	1056.11304	4.81880	8.67740	77.09866
8.45967	100.48528	8.09621	-9.34785	9.16528	0.86664	5.77484	14.37395	9.05464	6.49531	1.00000	59.98442	6.59878	61.11586	1093.14803	7.98582	6.63433	75.63767
5.56926	-96.39774	4.67974	21.36499	12.20674	2.02439	3.61203	30.16688	9.96405	5.89096	1.00000	60.00155	7.85190	28.44437	1113.06927	4.96618	5.97455	57.73082
6.45968	1.10687	6.60895	13.90923	2.17339	0.16618	6.68623	41.15612	6.41776	7.71713	1.00000	27.31230	7.56871	20.87746	1077.36230	7.51268	7.91869	86.85465
8.93855	13.44275	9.81089	17.41062	5.98490	0.17518	7.16874	38.07789	5.76480	9.83707	0.00000	50.38223	6.28249	63.03863	1112.46552	7.88156	7.28362	74.04221
6.80891	100.04427	12.84484	-5.60575	8.14035	0.18691	10.11707	13.8196	5.79690	6.71832	1.00000	43.52486	7.34822	43.46632	1172.92950	13.15124	6.33667	75.64558
9.25840	68.11759	8.12917	20.67695	5.81942	0.19810	6.12426	26.9423	6.37875	8.92484	0.00000	34.12420	9.40450	52.25948	1194.57738	8.31748	6.32746	70.73716
7.20263	-2.52398	9.73235	13.32106	5.19624	0.54014	9.05034	53.19146	8.32125	7.05439	1.00000	60.67175	7.35734	43.44068	1151.82846	9.92760	7.67829	82.30576
7.49918	77.9129	10.68341	4.68455	9.56206	0.51454	10.83660	25.6439	8.34205	8.42131	1.00000	30.81821	5.71675	42.41583	1133.87345	9.15899	7.55707	59.24519
8.08529	2.12213	7.39769	22.90942	4.59430	0.28308	5.53514	48.8222	7.31376	6.85890	0.00000	46.15016	8.10128	53.35033	1199.58962	8.39816	7.66949	72.42876
4.68632	29.65806	4.12183	16.93338	11.09779	2.16444	4.58403	-4.83	10.07184	8.35385	1.00000	39.98853	7.75689	72.44929	1145.41624	4.54711	8.20982	75.01353
8.93632	-60.94228	7.66024	29.08079	9.57046	0.17767	7.11023	14.67751	5.76763	7.18133	0.00000	40.32707	6.92601	37.40739	1063.71201	8.36920	6.98791	71.62206
9.49938	-89.71472	13.17364	21.29932	7.39363	0.26373	8.72029	13.73417	6.66742	6.62290	0.00000	54.14416	8.53393	57.17861	1149.77822	6.35017	8.01199	73.61223
7.73479	-47.53028	10.41604	11.60290	7.66867	0.16949	10.87800	-22.45667	5.59870	6.83987	1.00000	58.79449	8.12749	54.12719	1057.27375	9.57037	9.90466	72.76523
7.20018	111.4834	6.01986	13.61515	9.25956	1.40090	9.06590	65.93381	9.57088	7.29498	0.00000	29.01644	6.14298	67.81326	1089.66997	5.67036	9.93116	74.67191
9.37400	37.38115	8.02813	14.49399	6.46412	0.15438	6.34408	55.63711	5.68675	7.77159	0.00000	50.81317	7.22051	22.00042	1159.12447	10.36961	8.08003	78.13569
5.79498	98.50893	10.69882	9.68921	8.74942	0.94648	9.23556	16.68911	9.20666	8.20167	1.00000	49.10980	6.02051	42.49763	1122.41672	10.18322	8.34048	71.65607
5.40541	73.97117	5.97791	2.86457	4.15104	0.24610	6.69558	31.96258	7.05082	6.69614	1.00000	54.68276	8.26846	43.99325	1190.22780	6.05796	6.61976	72.96396
5.39895	37.38115	7.60273	23.64888	4.51403	0.68806	8.39999	55.63711	8.71625	8.06252	1.00000	57.27007	8.42974	51.19850	1163.13699	8.37947	8.22148	84.58880
9.71162	69.01354	9.66498	27.98175	7.00940	0.16091	7.73855	38.55632	5.27075	6.27311	0.00000	33.51957	8.54860	57.99070	1067.83604	6.37887	6.90663	74.33730
11.23324	98.50893	7.43061	16.77596	8.02113	0.14629	7.00326	16.68911	4.18491	7.75175	0.00000	48.78108	6.74263	69.34199	1181.83988	5.95592	6.07863	74.21800
11.14583	29.47306	10.61829	26.58099	6.41633	0.19482	6.91974	0.49113	6.69409	7.61613	0.00000	52.17324	7.81007	27.43168	1188.80386	8.13242	7.42944	79.37221
8.85890	120.33063	8.84890	23.88722	7.52726	0.20346	4.47547	37.65181	5.36779	8.78947	0.00000	55.58023	7.88252	52.06002	1186.60081	10.23823	8.23444	78.55765
7.75374	17.80774	6.97464	36.78587	10.47468	1.72278	6.07103	40.55851	9.81949	8.25102	1.00000	54.81230	6.09299	30.46357	1066.74501	7.99573	7.94937	77.32936
11.36121	6.8625	11.57962	7.25737	7.49891	0.19606	10.38159	51.47805	5.99476	8.29668	0.00000	63.80377	7.83267	43.42926	1182.72577	6.73752	8.44167	68.12587
6.89919	8.86704	6.03616	21.83430	11.14452	1.20419	7.19847	50.23805	9.45677	6.23177	1.00000	52.41943	7.85443	28.85535	1158.81782	5.37157	8.49276	77.61926
5.38181	113.69785	6.29907	-2.76807	6.29403	0.43971	3.53637	-7.73379	7.96666	6.44062	1.00000	61.87127	7.32050	30.56144	1173.16495	6.79007	9.18866	74.39482
9.41557	-73.75335	10.50043	26.25896	8.07005	0.27092	5.79242	45.4473	6.59135	8.24972	0.00000	48.73423	6.43993	51.21043	1058.84838	10.07301	8.23217	69.83379
5.70737	9.15013	5.68821	20.77915	7.13468	0.23289	5.99330	13.70727	7.33360	6.94084	1.00000	27.98418	8.83746	47.47246	1056.31998	7.15910	9.20152	66.21824
5.79852	-0.76667	6.05747	27.11358	9.22948	1.36031	6.34416	53.38333	9.48289	6.43494	1.00000	37.30466	7.46308	51.52083	1133.81973	5.26649	8.30252	65.19623
6.03380	49.62251	8.82018	7.75349	6.56023	0.13156	9.96716	27.0174	6.15883	8.91367	0.00000	47.94251	8.26468	31.82241	1145.42656	8.51604	8.25226	70.78959
7.54185	-5.682	7.68984	12.50543	8.45334	1.42262	7.07306	5.84752	9.53766	10.01800	1.00000	44.78781	6.51684	61.08132	1152.64870	7.19035	6.17070	56.37544
7.77732	-51.50361	8.20716	-8.51931	9.01704	2.74463	4.87359	-29.2975	10.33701	7.19660	1.00000	53.06224	9.48303	47.17164	1058.80025	7.94941	8.16301	77.11284
11.51191	36.25361	4.46003	18.59079	8.37187	0.15319	9.26484	47.48444	4.84542	6.72890	0.00000	54.27916	7.46276	55.43357	1116.62845	4.88238	7.29346	74.95934
9.20880	-37.65	7.75602	22.90005	6.15465	0.19356	4.94018	-10.91722	6.24678	8.21976	0.00000	45.71842	8.15024	48.14480	1078.46864	9.46583	8.97458	66.53274
8.21907	138.89585	7.68063	13.46150	5.73176	0.27118	5.45289	36.33011	6.61472	7.84481	0.00000	29.84267	8.98417	52.81445	1140.43337	10.55267	7.84188	67.54465
7.77485	-120.45794	10.05251	12.97584	3.18990	0.14374	7.90736	34.63915	4.16468	7.46237	1.00000	59.28031	7.71172	56.71442	1067.34990	12.00893	7.70930	83.81282
5.78466	-15.6	10.44541	26.07809	6.44151	0.52553	9.97909	13.56667	8.27793	8.46612	1.00000	50.20661	7.36932	51.54797	1115.72082	10.53208	6.56644	75.50071
6.12712	99.95469	5.15020	8.59091	8.48960	0.16915	10.29344	13.51825	6.16876	8.33684	1.00000	60.67581	6.99288	32.63483	1119.02065	5.60323	8.51551	79.19805
7.69494	-7.32097	7.51261	35.91078	7.62690	0.18104	3.68232	41.1053	5.61569	9.37611	0.00000	78.58476	7.34416	56.29152	1161.12085	11.50460	7.43654	77.36667
8.18669	60.70278	5.24312	29.32243	9.92017	0.32021	10.74072	55.75556	7.92502	9.16546	0.00000	25.97465	8.88576	52.79959	1166.21807	6.35079	10.74058	78.37036
8.27822	73.66633	9.47049	19.82036	5.89923	0.25489	5.61888	25.92493	7.25090	7.51681	0.00000	68.48331	7.41268	66.59689	1160.87225	10.03386	8.32571	81.64517
4.95605	17.22635	8.42607	11.54219	9.43856	0.34714	9.30823	48.8449	7.76580	9.06470	1.00000	53.26928	8.81250	40.63809	1192.96115	6.51490	7.92551	67.61469
5.87039	92.48278	5.97843	26.37583	7.76104	0.37080	8.73325	58.23583	7.52920	6.54308	1.00000	47.55120	7.07301	58.90622	1109.00481	6.19168	6.91193	61.57086
8.81851	38.28402	9.14489	17.77434	7.58659	0.19724	6.93024	34.5624	4.57288	7.46545	0.00000	42.52454	7.04913	25.64920	1161.23868	10.29952	8.58022	75.61127
7.26951	-73.99681	4.06222	11.47453	11.93474	1.22131	8.76677	40.94065	9.43267	6.18101	0.00000	33.43402	9.24867	36.79467	1140.28484	6.30844	8.93313	64.11083
9.07834	-65.71875	5.52097	21.55857	10.57484	0.15851	8.85972	-21.44345	6.00662	10.13868	0.00000	39.36601	5.80889	62.27443	1172.82988	6.40006	9.53017	78.46275
5.29458	76.35484	8.31618	20.26290	6.25295	0.16759	9.31622	10.10649	6.07735	7.74169	1.00000	62.41351	9.06444	55.79954	1197.09569	9.59072	8.45797	71.88409
8.23811	82.85749	9.02867	24.20433	7.22457	0.15571	5.44733	17.54907	4.65191	6.23218	0.00000	41.77798	7.77896	51.92839	1159.16890	10.36126	5.67767	79.91409
5.04912	-9.24671	6.17454	32.08834	7.40029	2.21095	4.62478	38.72706	10.08924	7.25440	1.00000	64.78181	9.11382	57.20122	1103.40821	6.10415	7.28628	73.66148
4.94673	47.31667	5.19129	11.96819	11.18574	1.16693	7.14450	-19.65	9.32719	7.69797	0.00000	49.29318	9.09598	56.32538	1122.69385	5.57755	7.13164	77.08635
7.51234	137.4	7.67666	13.49626	9.65629	0.25465	9.09425	34.81667	6.69224	7.41668	0.00000	45.22196	7.30950	54.41459	1072.86989	7.45122	7.45249	70.97456
4.82053	25.8191	6.81572	15.81935	3.22772	0.12258	7.00980	53.5942	4.01447	6.01354	1.00000	41.79189	6.61271	38.04863	1155.45785	7.81066	7.54036	84.39841
7.72509	7.973	7.05689	-0.51405	12.03403	5.43820	6.31915	51.168	11.02881	9.41674	1.00000	46.92019	7.48024	62.40928	1082.11583	6.40476	6.72878	73.44589
7.10188	7.973	7.97872	25.67440	8.17240	3.35709	6.58543	51.168	10.53196	8.35631	1.00000	18.57288	8.62339	53.16207	1105.31371	7.71775	7.86501	71.23161
6.53777	98.50893	7.14299	8.27850	6.91923	1.18490	8.13556	16.68911	9.43623	9.29105	1.00000	48.19582	8.40524	20.69894	1182.32441	6.44282	6.99094	69.63420
10.79654	-38.79084	8.01292	-2.04581	7.29605	0.19987	10.07243	-10.95817	5.73576	8.09573	0.00000	40.03440	8.29224	38.82074	1069.29447	5.70952	7.33414	86.62655
7.54207	178.00417	5.60763	20.22920	10.56081	0.14177	7.97716	-38.65333	4.51774	7.83133	0.00000	49.28521	7.40022	51.56302	1083.27278	5.42215	7.12016	62.54419
5.94561	8.86704	6.03697	4.68921	10.46814	2.58097	7.76575	50.23805	10.26698	9.46982	1.00000	37.49452	5.08227	47.91952	1103.36680	5.97006	9.18196	81.63089
10.41383	8.86704	11.43085	21.96167	9.88155	0.09852	8.35416	50.23805	2.49441	9.47266	0.00000	38.23270	7.61637	35.11084	1098.06770	7.40212	6.50618	91.99766
7.00724	-6.00137	8.35837	13.82295	8.54012	17.27594	2.71837	33.42585	12.21110	8.25729	1.00000	32.17945	8.01586	33.09867	1075.52371	8.33429	7.21335	83.72874
4.49147	-60.94228	4.68304	20.20647	7.57929	0.23487	7.48923	14.67751	6.60181	5.28579	1.00000	56.48162	6.89466	43.56355	1158.22781	3.68839	6.67868	81.36615
5.99367	74.83554	7.22206	19.22843	6.84673	0.29382	7.74760	14.62072	7.64004	9.51835	1.00000	61.15267	8.81166	67.40655	1196.31598	6.43393	8.05345	84.13954
5.54402	-1.29243	7.97306	9.70630	6.97269	0.47419	7.74122	53.49389	8.30469	8.24417	1.00000	50.65495	8.16715	43.42179	1055.51672	7.73367	6.52324	86.22933
9.10569	77.656	9.10149	15.28100	4.00386	0.37515	7.42845	28.71271	7.95383	7.32766	0.00000	24.11983	7.63177	65.64352	1163.04858	7.10978	7.31621	79.52167
7.10846	14.34085	6.68964	49.32318	9.55244	1.02782	6.64674	40.87363	9.29745	8.28107	1.00000	37.90520	8.11649	35.76116	1172.19133	7.11756	7.30908	58.64987
7.06505	-39.25	10.65305	22.26237	6.37029	0.20114	5.67590	-12.91667	5.26817	6.20135	0.00000	41.29583	6.82495	55.28072	1189.92953	8.18345	6.74473	82.21471
8.78566	86.79271	10.39698	19.65645	4.49833	0.21036	10.24970	25.92127	4.48260	7.38186	1.00000	28.06542	8.67437	37.58062	1164.59872	11.20053	8.98446	82.42760
9.67259	-98.15529	8.97633	6.31218	5.66467	0.27353	8.15078	26.18924	7.78253	5.86940	0.00000	48.89113	8.51957	54.98060	1123.62677	7.46999	6.71644	67.30747
5.42952	-97.54667	5.93770	21.84949	10.86774	0.52247	10.80794	30.5427	8.37583	6.32097	0.00000	35.84946	6.01552	44.41756	1101.68483	7.98502	6.97889	66.65290
7.01739	-105.36369	6.03403	2.79754	10.81148	0.59563	6.27790	22.49396	8.58536	7.26743	1.00000	65.23603	8.18036	56.51057	1180.36336	6.10815	9.04135	75.11701
7.39063	74.83554	5.82609	5.48631	10.76180	0.67236	7.29165	14.62072	8.65384	7.87003	0.00000	46.60767	7.83314	46.08802	1145.43111	6.75222	7.70023	79.43841
5.44466	-40.7475	7.95573	27.61119	5.96154	0.13094	8.62257	-4.16694	5.81075	8.39639	1.00000	44.69831	6.67588	29.65431	1146.64687	8.81445	7.89282	70.95765
8.66409	43.67663	6.99615	31.96846	9.24027	0.33222	11.33617	53.53041	7.68450	7.42723	0.00000	48.54488	6.33135	45.80364	1085.38805	7.52684	7.55971	84.81294
8.66431	2.18247	10.38173	5.74585	7.24714	0.17802	6.33393	41.41204	6.17759	7.88436	0.00000	45.22952	9.87618	63.44351	1094.12314	7.82256	9.02618	76.09396
6.77355	-3.53261	8.51315	27.92312	4.96730	0.20228	8.06769	40.42386	4.77022	7.71374	1.00000	55.48017	7.59646	50.43920	1198.01950	9.08018	7.53681	77.96650
6.05891	-2.52398	9.44035	17.45488	7.07829	0.24627	9.25149	53.19146	7.44186	8.80894	1.00000	63.23656	8.09267	50.64456	1105.90446	10.13239	8.42008	75.67951
11.50807	4.92235	9.73473	14.77062	7.73517	0.18318	8.45225	7.65649	4.84121	11.15967	0.00000	33.30619	7.23095	44.54005	1148.11235	7.14879	8.99048	
8.60765	118.9707	9.05355	2.65233	6.21547	0.16878	5.74382	-3.5403	6.07930	7.98888	1.00000	30.80015	8.19194	45.57115	1103.25857	9.94794	6.46969	73.53610
6.35297	68.11759	7.52249	11.65438	4.28217	0.17949	5.93264	26.9423	4.82533	9.58135	1.00000	41.83139	7.78180	50.53657	1157.92182	7.98826	8.45541	61.98004
6.99192	10.03988	10.82476	16.17163	8.45886	0.09532	9.31338	53.6052	6.29498	7.03007	1.00000	43.16386	7.44555	33.65668	1127.32005	10.01413	9.27576	66.17224
6.63463	14.66737	4.15032	10.62989	10.91666	0.39415	9.27766	41.55947	7.64677	8.00263	0.00000	22.18912	5.25153	45.75455	1145.82343	5.61597	6.75874	81.86997
3.56569	-0.2	3.73690	14.38869	9.09446	0.33257	5.58897	51.65	7.68307	7.72867	1.00000		6.37473	56.96193	1070.91450	2.50567	9.06440	70.47081
7.30936	47.3799	7.00455	13.17394	9.17122	0.73533	7.24879	33.14447	8.80819	7.95650	1.00000	48.07737	6.24935	30.66658	1121.73768	6.95880	8.11294	76.26996
9.52058	-1.48119	7.39334	19.22221	3.94938	0.57835	6.59504	53.0233	8.48823	6.63063	0.00000	57.58463	9.68278	57.09492	1123.82196	7.68325	8.03485	78.90780
11.95141	-60.1831	6.28971	4.03688	8.32430	0.11865	9.41679	46.1351	5.06808	8.10826	0.00000	37.42703	7.39432	34.94227	1145.58217	5.92526	6.47719	69.93436
6.43310	32.86389	8.34948	3.58617	5.75706	0.12847	8.11619	53.95278	4.92064	9.26753	1.00000	49.08057	6.78999	36.88905	1151.58159	8.62648	7.88266	64.77228
6.68093	32.6178	6.06623	28.00279	10.44223	0.92585	7.74850	46.65581	9.13145	7.97604	1.00000	50.99590	7.31902	56.55669	1190.82153	6.89207	6.91406	73.60342
