code	QoS	location	latitude	longitude	revision
US	excellent	America/New_York	26.2173	-80.22588	2012/10/06
GB	accep	Europe/London	50.11861	-5.53715	20 Jan 2021
GB	accep	Europe/London	50.76306	-1.29772	2015/11/24
GB	good	Europe/London	51.40148	-1.32471	2021/12/25
DE	average	Europe/Berlin	54.52156	9.5586	2020/01/17
DE	excellent	Europe/Berlin	49.5099	6.74549	23 Sep 2019
US	excellent	America/Los_Angeles	32.9156	-117.14392	01 Nov 2012
TR	building	Europe/Istanbul	37.05944	37.3825	2017-10-21
US	maintenance	America/Boise	43.54072	-116.56346	2018-07-27
KZ	average	Asia/Almaty	47.46657	84.87144	27 Feb 2022
US	excellent	America/Denver	39.72943	-104.83192	2015-06-27
RU	good	Europe/Moscow	54.03876	43.91385	08 Nov 2019
NG	maintenance	Africa/Lagos	6.45407	3.39467	2017/05/02
DE	excellent	Europe/Berlin	53.6052	10.03988	04/03/2017, 00:00:00
US	excellent	America/Chicago	44.27804	-88.27205	13 Jul 2018
US	accep	America/New_York	26.91756	-82.07842	12 May 2015
ID	good	Asia/Makassar	3.31332	117.59152	08/12/2013, 00:00:00
PT	average	Europe/Lisbon	41.1053	-7.32097	09/12/2014, 00:00:00
ES	excellent	Europe/Madrid	43.32686	-2.98884	04 Sep 2015
MY	accep	Asia/Kuching	5.90702	116.10146	11/09/2020, 00:00:00
LT	average	Europe/Vilnius	54.39635	24.04142	03/18/2020, 00:00:00
IN	accep	Asia/Kolkata	20.88098	75.11937	2013/01/24
RU	excellent	Europe/Moscow	42.819	47.1192	2018/01/10
RU	good	Europe/Moscow	53.59782	34.33825	07 Dec 2016
IT	excellent	Europe/Rome	41.24264	16.50104	2019-09-05
BR	average	America/Sao_Paulo	-29.2975	-51.50361	30 Jun 2015
FR	average	Europe/Paris	45.73333	4.91667	08/26/2015, 00:00:00
IE	average	Europe/Dublin	53.53333	-7.35	2012-12-30
US	excellent	America/Phoenix	33.35283	-111.78903	21 May 2017
ES	average	Europe/Madrid	42.06166	-1.60452	2021/09/27
AZ	average	Asia/Baku	38.45598	48.87498	29 Dec 2013
ID	excellent	Asia/Makassar	3.31332	117.59152	2018/08/08
MA	maintenance	Africa/Casablanca	34.31	-2.16	2020-05-17
CN	maintenance	Asia/Shanghai	37.65181	120.33063	2016-03-09
CN	good	Asia/Shanghai	37.73222	115.70111	2018-06-08
GB	building	Europe/London	55.82737	-4.0573	2018-03-24
US	excellent	America/Chicago	26.18924	-98.15529	11/05/2014, 00:00:00
CL	accep	America/Santiago	-32.45242	-71.23106	02 Nov 2021
IT	building	Europe/Rome	43.78956	7.60872	2015/04/05
GB	average	Europe/London	57.14369	-2.09814	09/23/2013, 00:00:00
US	good	America/Chicago	41.84364	-87.71255	2015-04-20
US	excellent	America/Phoenix	33.35283	-111.78903	2015/02/05
IN	excellent	Asia/Kolkata	24.05979	77.40858	2020/07/25
RU	accep	Asia/Yekaterinburg	55.75556	60.70278	07/26/2018, 00:00:00
US	accep	America/New_York	40.82232	-74.15987	2018-06-04
IT	building	Europe/Rome	45.50369	11.412	2016-01-15
SE	excellent	Europe/Stockholm	59.33333	18.28333	03 Jul 2017
BE	good	Europe/Brussels	50.8	3.16667	08 Feb 2017
BR	building	America/Fortaleza	-4.16694	-40.7475	2018/02/23
CO	accep	America/Bogota	3.8801	-77.03116	07/10/2017, 00:00:00
US	excellent	America/New_York	40.82232	-74.15987	13 Aug 2020
US	good	America/Los_Angeles	47.76232	-122.2054	13 Mar 2017
ES	average	Europe/Madrid	40.70995	0.57856	26 Mar 2013
SV	building	America/El_Salvador	13.70167	-89.10944	07/30/2013, 00:00:00
IT	building	Europe/Rome	40.87329	14.43865	02/15/2014, 00:00:00
CU	good	America/Havana	20.14298	-77.43532	2017-09-16
US	average	America/Los_Angeles	34.63915	-120.45794	08 Mar 2013
MX	excellent	America/Mexico_City	19.32932	-98.1664	2017/06/20
IN	excellent	Asia/Kolkata	12.1277	78.15794	2012/11/15
US	building	America/Denver	40.65995	-111.99633	2016-09-01
PH	maintenance	Asia/Manila	6.95194	121.96361	17 Nov 2019
ES	maintenance	Europe/Madrid	43.31667	-2.68333	18 Aug 2019
US	good	America/New_York	25.67927	-80.31727	2021-10-16
IN	excellent	Asia/Kolkata	25.49043	85.94001	01/19/2017, 00:00:00
MX	good	America/Merida	21.28306	-89.66123	2018-02-06
GB	average	Europe/London	53.00974	-3.05814	24 Jun 2017
US	excellent	America/New_York	41.54566	-71.29144	02 Nov 2021
CA	accep	America/Toronto	45.40008	-73.58248	2015-04-06
US	accep	America/Detroit	42.97086	-82.42491	22 May 2013
PE	good	America/Lima	-3.74912	-73.25383	07/06/2021, 00:00:00
ZA	accep	Africa/Johannesburg	-27.76952	30.79165	2021-12-04
CO	excellent	America/Bogota	5.20856	-74.73584	2017-02-01
CO	accep	America/Bogota	5.20856	-74.73584	2015/02/13
JP	excellent	Asia/Tokyo	35.82756	137.95378	05/05/2015, 00:00:00
MX	good	America/Mexico_City	19.32889	-99.32556	2022/04/23
FI	average	Europe/Helsinki	60.2052	24.6522	31 Jan 2020
AZ	maintenance	Asia/Baku	41.09246	45.36561	2018-12-03
IT	maintenance	Europe/Rome	37.31065	13.57661	2013-12-02
ES	excellent	Europe/Madrid	40.70995	0.57856	04 Dec 2019
MZ	accep	Africa/Maputo	-23.85972	35.34722	05 Apr 2022
BR	building	America/Sao_Paulo	-22.45667	-47.53028	10/09/2017, 00:00:00
BE	average	Europe/Brussels	50.8	3.16667	2014-08-14
PK	accep	Asia/Karachi	29.69221	72.54566	30 May 2014
RU	excellent	Europe/Moscow	57.30185	39.85331	2014/11/07
RU	good	Europe/Moscow	53.95278	32.86389	2020-04-08
IT	building	Europe/Rome	42.67164	14.01481	08/03/2016, 00:00:00
CN	excellent	Asia/Shanghai	27.34089	117.4831	2022/06/15
PH	accep	Asia/Manila	16.455	120.5875	02/14/2019, 00:00:00
NO	average	Europe/Oslo	68.79833	16.54165	2014/02/27
IT	average	Europe/Rome	45.78071	12.84052	29 Jan 2019
US	building	America/New_York	42.35843	-71.05977	03/17/2016, 00:00:00
KR	excellent	Asia/Seoul	36.82167	128.63083	2016/10/31
JP	accep	Asia/Tokyo	36.75965	137.36215	06 Sep 2013
PE	good	America/Lima	-3.74912	-73.25383	20 Dec 2012
ID	building	Asia/Makassar	3.31332	117.59152	20 Oct 2019
US	excellent	America/Chicago	38.58894	-89.99038	05/01/2018, 00:00:00
US	excellent	America/Chicago	32.52515	-93.75018	01/19/2013, 00:00:00
BR	good	America/Sao_Paulo	-21.205	-41.88778	2015/06/11
BR	good	America/Recife	-8.05389	-34.88111	20 May 2013
RS	maintenance	Europe/Belgrade	44.22639	22.53083	2022/06/17
FI	good	Europe/Helsinki	60.2052	24.6522	2018-11-23
ZA	good	Africa/Johannesburg	-27.76952	30.79165	08/28/2019, 00:00:00
TZ	average	Africa/Dar_es_Salaam	-10.33333	39.28333	27 Jul 2014
FR	accep	Europe/Paris	49.28669	1.00288	2019/02/27
RU	average	Asia/Yekaterinburg	58.04254	65.27258	2018-06-02
US	excellent	America/New_York	38.91817	-78.19444	09 Apr 2016
US	excellent	America/New_York	41.0051	-73.78458	02/24/2015, 00:00:00
RU	good	Europe/Moscow	53.53041	43.67663	09/20/2019, 00:00:00
FR	maintenance	Europe/Paris	45.51667	4.86667	2014-10-19
GB	excellent	Europe/London	51.39148	-0.29825	08/31/2018, 00:00:00
IT	excellent	Europe/Rome	37.51803	15.00913	2018-10-19
BE	average	Europe/Brussels	51.21187	4.25633	24 Sep 2016
RU	average	Asia/Novokuznetsk	55.8736	85.4265	2021/09/18
PK	maintenance	Asia/Karachi	25.95533	68.88871	2016/06/19
SY	accep	Asia/Damascus	34.5624	38.28402	2021-11-04
BR	building	America/Bahia	-10.95817	-38.79084	2012-12-06
IN	average	Asia/Kolkata	10.12268	77.54372	2019-02-15
US	excellent	America/New_York	42.52787	-70.92866	06/09/2017, 00:00:00
RU	excellent	Europe/Moscow	59.80917	30.38167	2013-08-05
DZ	building	Africa/Algiers	35.06544	1.04945	07/04/2018, 00:00:00
PL	accep	Europe/Warsaw	54.60528	18.34717	08 Jan 2019
RE	excellent	Indian/Reunion	-20.88231	55.4504	2016-08-02
IE	average	Europe/Dublin	53.53333	-7.35	20 Mar 2014
UY	excellent	America/Montevideo	-33.38056	-56.52361	01 Jul 2021
JP	building	Asia/Tokyo	36.75965	137.36215	22 Nov 2014
RU	average	Asia/Yekaterinburg	58.04254	65.27258	2022/01/01
US	building	America/Los_Angeles	38.17492	-122.2608	01/08/2014, 00:00:00
FR	average	Europe/Paris	43.67681	4.63031	2016-09-15
KR	good	Asia/Seoul	36.82167	128.63083	29 May 2017
TT	good	America/Port_of_Spain	10.66668	-61.51889	09/25/2013, 00:00:00
CN	accep	Asia/Shanghai	23.73333	114.68333	2018-12-02
TR	building	Europe/Istanbul	37.58105	29.26639	2016-11-21
US	maintenance	America/Phoenix	33.35283	-111.78903	08 Mar 2013
PE	excellent	America/Lima	-15.21194	-75.11028	2020-02-29
ID	good	Asia/Jakarta	-7.0981	109.3243	08 Jul 2020
PH	building	Asia/Manila	14.66	120.56528	2014/09/07
FR	excellent	Europe/Paris	48.86667	2.08333	2018/12/13
US	excellent	America/Chicago	29.53885	-95.44744	2017/09/03
CL	excellent	America/Santiago	-33.59217	-70.6996	04/11/2015, 00:00:00
DE	average	Europe/Berlin	48.46458	9.22796	31 Oct 2019
TH	good	Asia/Bangkok	6.25947	102.05461	07/14/2021, 00:00:00
NL	accep	Europe/Amsterdam	51.65333	5.2875	01/08/2019, 00:00:00
IN	good	Asia/Kolkata	15.5439	73.7553	2016-07-22
MX	average	America/Mexico_City	17.94979	-94.91386	2022-05-30
NI	building	America/Managua	11.84962	-86.19903	2019/12/15
US	accep	America/Menominee	46.09273	-88.64235	05/23/2013, 00:00:00
GB	excellent	Europe/London	53.0233	-1.48119	2018-01-15
MA	good	Africa/Casablanca	33.42585	-6.00137	2021-06-21
DE	accep	Europe/Berlin	53.63333	9.85	01/11/2017, 00:00:00
TR	excellent	Europe/Istanbul	39.59611	27.02444	25 Dec 2017
KE	excellent	Africa/Nairobi	3.11988	35.59642	15 Jan 2020
DE	average	Europe/Berlin	50.80904	8.77069	2013-04-08
AU	accep	Australia/Melbourne	-38.16604	145.13643	2017-04-28
US	average	America/Chicago	30.5427	-97.54667	26 May 2018
GB	average	Europe/London	57.47908	-4.22398	01/16/2019, 00:00:00
RU	excellent	Asia/Vladivostok	53.14657	140.72287	13 Jun 2022
MX	maintenance	America/Mexico_City	17.06542	-96.72365	2013/12/20
US	building	America/New_York	40.72816	-74.07764	21 Feb 2022
GB	excellent	Europe/London	51.35084	-1.99421	24 Oct 2015
IN	maintenance	Asia/Kolkata	28.98002	77.70636	09/21/2019, 00:00:00
IN	maintenance	Asia/Kolkata	19.30157	72.85107	2016-07-12
MX	maintenance	America/Mexico_City	16.75973	-93.11308	24 Nov 2015
PK	accep	Asia/Karachi	27.55898	68.21204	2022/04/21
US	accep	America/New_York	42.35843	-71.05977	2021/03/11
PL	accep	Europe/Warsaw	54.60528	18.34717	2015-09-25
CA	good	America/Toronto	45.43341	-73.86586	10/01/2020, 00:00:00
MA	good	Africa/Casablanca	33.42585	-6.00137	2017-04-10
FR	accep	Europe/Paris	41.91886	8.73812	12/06/2018, 00:00:00
IN	building	Asia/Kolkata	15.5439	73.7553	2015-09-08
NG	maintenance	Africa/Lagos	11.86064	9.0027	2015/05/22
LT	good	Europe/Vilnius	55.25	24.75	03/13/2014, 00:00:00
UA	excellent	Europe/Zaporozhye	47.48444	36.25361	2013/02/06
JP	excellent	Asia/Tokyo	36.65	138.31667	03/23/2018, 00:00:00
FI	excellent	Europe/Helsinki	65.84811	24.14662	02/17/2016, 00:00:00
BR	average	America/Sao_Paulo	-25.42944	-50.00639	04 May 2015
ZA	maintenance	Africa/Johannesburg	-24.19436	29.00974	2020-10-17
US	average	America/Chicago	47.92526	-97.03285	2019-12-20
PK	average	Asia/Karachi	27.52948	68.75915	2012-10-10
IN	average	Asia/Kolkata	30.21121	74.4818	12/31/2015, 00:00:00
PK	excellent	Asia/Karachi	30.29184	71.67164	2014-06-06
IN	good	Asia/Kolkata	21.53889	71.57737	2020-06-16
US	good	America/New_York	43.61062	-72.97261	25 Oct 2019
FR	good	Europe/Paris	48.8222	2.12213	19 May 2021
AT	excellent	Europe/Vienna	48.25	16.4	2018-04-06
US	good	America/Los_Angeles	34.21639	-119.0376	2014-12-10
US	average	America/Los_Angeles	32.9156	-117.14392	2019/09/02
IN	accep	Asia/Kolkata	28.92694	78.23456	2015/02/18
JP	average	Asia/Tokyo	35.06667	135.21667	2020-11-19
US	average	America/Los_Angeles	33.93113	-117.54866	2022/04/15
CH	excellent	Europe/Zurich	47.30997	8.52462	28 Mar 2014
IR	average	Asia/Tehran	33.86419	48.26258	06 Sep 2021
US	accep	America/Chicago	41.8542	-87.66561	06 Mar 2015
AU	excellent	Australia/Sydney	-34.88422	150.60036	13 Mar 2021
PK	good	Asia/Karachi	29.69221	72.54566	12/03/2020, 00:00:00
TR	good	Europe/Istanbul	37.31309	40.74357	2022/08/13
US	good	America/Los_Angeles	47.80527	-122.24064	2017-09-14
MY	excellent	Asia/Kuala_Lumpur	2.2139	102.3278	03/30/2020, 00:00:00
AU	good	Australia/Sydney	-33.88096	151.07986	2017-08-15
IN	maintenance	Asia/Kolkata	25.92493	73.66633	08 Jul 2017
IN	good	Asia/Kolkata	16.06213	76.0586	09 Sep 2016
GB	accep	Europe/London	53.78333	-1.06667	2012/10/05
BR	good	America/Manaus	-3.14306	-58.44417	07/16/2013, 00:00:00
ID	accep	Asia/Jakarta	0.51667	101.44167	07/07/2022, 00:00:00
IN	excellent	Asia/Kolkata	11.00599	77.5609	10/28/2014, 00:00:00
IT	good	Europe/Rome	45.79377	8.88104	11 Oct 2020
IN	average	Asia/Kolkata	28.92694	78.23456	2019/02/10
LR	building	Africa/Monrovia	7.57944	-8.53778	01/23/2022, 00:00:00
US	building	America/Chicago	41.15376	-87.88754	07/16/2021, 00:00:00
IN	accep	Asia/Kolkata	12.25282	79.41727	12/23/2014, 00:00:00
UZ	average	Asia/Tashkent	41.29444	69.67639	2016-09-30
PH	acceptable	Asia/Manila	12.97389	123.99333	2016/07/26
BR	average	America/Porto_Velho	-8.76194	-63.90389	2014/08/30
ID	maintenance	Asia/Jakarta	-6.48167	106.85417	2014/07/28
RU	excellent	Asia/Irkutsk	51.82721	107.60627	18 Aug 2015
BE	excellent	Europe/Brussels	50.74497	3.20639	2013-02-18
CN	accep	Asia/Shanghai	36.19278	117.65694	2021/12/18
GB	average	Europe/London	53.49389	-1.29243	19 Oct 2015
JP	building	Asia/Tokyo	34.61667	135.6	2018/09/13
BR	accep	America/Santarem	-3.20333	-52.20639	2016/04/22
CA	good	America/Toronto	43.86682	-79.2663	11/23/2016, 00:00:00
ES	good	Europe/Madrid	37.35813	-6.03731	25 Nov 2018
IN	building	Asia/Kolkata	22.4711	88.1453	2016-03-14
IN	excellent	Asia/Kolkata	33.37526	74.3092	2020-01-04
IN	average	Asia/Kolkata	29.22254	79.5286	2021-07-27
FR	excellent	Europe/Paris	43.67681	4.63031	07/10/2015, 00:00:00
US	maintenance	America/New_York	41.24255	-82.61573	22 Nov 2012
BR	accep	America/Sao_Paulo	-28.24	-48.67028	02 Aug 2019
TR	accep	Europe/Istanbul	39.22493	42.85693	07/09/2020, 00:00:00
IN	good	Asia/Kolkata	18.87813	72.93924	03/26/2020, 00:00:00
ID	accep	Asia/Jakarta	-1.6	103.61667	2016-01-18
ES	good	Europe/Madrid	41.63976	2.35739	01/16/2013, 00:00:00
FR	good	Europe/Paris	43.67681	4.63031	27 Sep 2019
ID	average	Asia/Jakarta	0.51667	101.44167	03/30/2014, 00:00:00
CN	good	Asia/Shanghai	35.50056	117.63083	09/27/2014, 00:00:00
ZA	good	Africa/Johannesburg	-26.93366	29.24152	2018-02-23
DE	good	Europe/Berlin	50.80904	8.77069	10/06/2017, 00:00:00
US	good	America/Chicago	30.16688	-96.39774	19 Mar 2015
IN	good	Asia/Kolkata	24.05979	77.40858	09 Jan 2015
CN	excellent	Asia/Shanghai	29.98869	122.20488	2012/12/20
GB	accep	Europe/London	51.62907	-0.74934	07 Feb 2015
PH	accep	Asia/Manila	14.8361	120.97844	06/11/2013, 00:00:00
UG	good	Africa/Kampala	3.27833	32.88667	2015-01-19
IN	excellent	Asia/Kolkata	22.4711	88.1453	12 Apr 2015
CN	average	Asia/Shanghai	36.81667	117.81667	04/15/2015, 00:00:00
US	maintenance	America/Los_Angeles	32.9156	-117.14392	13 Apr 2022
US	maintenance	America/New_York	29.65163	-82.32483	2013-07-16
ET	average	Africa/Addis_Ababa	6.03333	37.55	23 Sep 2017
EG	average	Africa/Cairo	31.20176	29.91582	12 Oct 2021
SY	maintenance	Asia/Damascus	34.5624	38.28402	2016-09-21
BE	average	Europe/Brussels	51.03427	5.37429	2021-07-18
CO	excellent	America/Bogota	10.98778	-74.95472	2020/05/01
IN	accep	Asia/Kolkata	19.21667	73.08333	02 Aug 2016
PT	average	Europe/Lisbon	41.20485	-8.33147	15 Jun 2013
MM	good	Asia/Yangon	17.30858	97.01124	2017/10/10
CN	maintenance	Asia/Shanghai	35.85	117.7	06/18/2017, 00:00:00
CN	maintenance	Asia/Shanghai	35.50056	117.63083	2022-02-27
RU	good	Europe/Moscow	55.38752	36.73307	2013-12-13
IT	accep	Europe/Rome	41.55947	14.66737	2021/05/28
UA	average	Europe/Kiev	46.75451	33.34864	03 May 2021
GB	good	Europe/London	57.14369	-2.09814	2020/04/28
ID	accep	Asia/Jakarta	-7.57897	112.23109	2021/06/19
TH	average	Asia/Bangkok	8.43333	99.96667	03/09/2022, 00:00:00
CU	accep	America/Havana	23.04419	-82.00919	04 Apr 2014
DO	good	America/Santo_Domingo	18.20854	-71.10077	2021/08/24
US	accep	America/Los_Angeles	38.54491	-121.74052	2015/10/17
JP	excellent	Asia/Tokyo	36.24624	139.07204	25 Jun 2013
IN	good	Asia/Kolkata	24.81757	84.63445	01/25/2016, 00:00:00
US	good	America/New_York	41.14676	-73.49484	05/28/2013, 00:00:00
RU	average	Asia/Yekaterinburg	58.7002	59.4839	24 Oct 2013
CN	excellent	Asia/Shanghai	30.35028	112.19028	04 Jun 2021
KE	building	Africa/Nairobi	0.03813	36.36339	2014-07-26
IN	average	Asia/Kolkata	27.9247	78.40102	02/10/2013, 00:00:00
JP	good	Asia/Tokyo	37.56667	140.11667	07/01/2016, 00:00:00
US	accep	America/New_York	40.68066	-73.47429	2018-05-02
PA	good	America/Panama	9.15093	-79.62098	22 Nov 2014
IR	average	Asia/Tehran	33.86419	48.26258	03/06/2013, 00:00:00
GT	average	America/Guatemala	14.93333	-91.11667	2016-06-27
JP	average	Asia/Tokyo	36.33011	138.89585	09 Jun 2017
FR	accep	Europe/Paris	48.90982	2.45012	03 Mar 2022
GT	maintenance	America/Guatemala	14.93333	-91.11667	13 Apr 2015
US	good	America/New_York	35.05266	-78.87836	22 Nov 2013
ES	excellent	Europe/Madrid	41.15612	1.10687	2018-06-10
CN	accep	Asia/Shanghai	35.50056	117.63083	05 Jan 2017
PH	accep	Asia/Manila	14.95472	120.89694	03 Apr 2018
DE	good	Europe/Berlin	50.72043	11.34046	2014/05/09
US	excellent	America/New_York	35.88264	-80.08199	2017/12/17
US	accep	America/New_York	41.14676	-73.49484	2013-11-20
ES	accep	Europe/Madrid	41.15612	1.10687	2018/12/29
US	excellent	America/New_York	41.50343	-74.01042	09/15/2013, 00:00:00
IT	excellent	Europe/Rome	43.78956	7.60872	2017/08/04
TH	good	Asia/Bangkok	8.43333	99.96667	2022-03-14
LK	good	Asia/Colombo	6.9909	79.883	2020/01/26
UA	accep	Europe/Kiev	45.99194	29.41824	17 Mar 2018
UA	accep	Europe/Kiev	49.07866	30.96755	2017-10-25
IN	building	Asia/Kolkata	32.55531	76.12647	08/10/2018, 00:00:00
IN	average	Asia/Kolkata	26.2649	81.54855	2015-12-10
AU	good	Australia/Sydney	-33.88096	151.07986	2016-08-16
US	good	America/Los_Angeles	47.38093	-122.23484	10/23/2018, 00:00:00
US	excellent	America/Los_Angeles	34.09611	-118.10583	09/03/2015, 00:00:00
CN	average	Asia/Shanghai	24.28859	116.11768	2017/11/10
IT	accep	Europe/Rome	40.87363	14.34085	2014/01/08
FR	accep	Europe/Paris	43.61092	3.87723	2016-10-01
MY	average	Asia/Kuala_Lumpur	2.2139	102.3278	05/20/2013, 00:00:00
IN	good	Asia/Kolkata	25.92127	86.79271	03 Jan 2017
CO	excellent	America/Bogota	5.20856	-74.73584	08/07/2013, 00:00:00
MY	building	Asia/Kuala_Lumpur	5.4709	100.24529	29 Jan 2013
KE	average	Africa/Nairobi	0.03813	36.36339	01/30/2017, 00:00:00
CN	accep	Asia/Shanghai	29.98869	122.20488	2018/12/25
CA	building	America/Edmonton	53.51684	-113.3187	2018-12-14
IN	excellent	Asia/Kolkata	17.54907	82.85749	2020/07/07
AT	good	Europe/Vienna	47.05	15.46667	2018/10/23
US	excellent	America/New_York	43.16547	-77.70066	16 Nov 2018
BR	accep	America/Cuiaba	-14.66463	-52.35558	04/12/2020, 00:00:00
IT	excellent	Europe/Rome	38.07789	13.44275	2018/04/02
IN	good	Asia/Kolkata	9.57046	76.32756	09 Mar 2020
GB	average	Europe/London	53.81667	-3.05	07 Jan 2015
CN	maintenance	Asia/Shanghai	27.34089	117.4831	2018-06-29
RU	excellent	Europe/Moscow	55.62047	37.49338	2017/02/04
MY	maintenance	Asia/Kuala_Lumpur	4.02219	101.02083	2015-05-12
TR	building	Europe/Istanbul	37.05944	37.3825	11/05/2020, 00:00:00
GB	average	Europe/London	50.76306	-1.29772	2021/04/20
GB	excellent	Europe/London	50.7236	-3.52751	2014-09-06
VE	average	America/Caracas	8.62261	-70.20749	11/16/2014, 00:00:00
CL	accep	America/Santiago	-30.60106	-71.19901	06/18/2017, 00:00:00
DE	excellent	Europe/Berlin	50.72043	11.34046	2022-07-19
UG	average	Africa/Kampala	3.02013	30.91105	2022-07-08
AU	good	Australia/Brisbane	-27.50578	153.10236	2020-01-12
BD	average	Asia/Dhaka	23.9028	89.11943	2018/09/11
RE	good	Indian/Reunion	-20.88231	55.4504	2015/08/08
GB	good	Europe/London	53.46506	-1.47217	03/08/2018, 00:00:00
BR	maintenance	America/Sao_Paulo	-25.42778	-49.27306	10/08/2021, 00:00:00
DE	average	Europe/Berlin	48.78232	9.17702	03 Nov 2014
IN	accep	Asia/Kolkata	17.54907	82.85749	2013/12/01
PH	building	Asia/Manila	8.56697	123.33471	2015/01/10
AR	building	America/Argentina/Cordoba	-31.4488	-60.93173	2018-10-04
ID	average	Asia/Jakarta	-6.48167	106.85417	10 Mar 2019
NG	good	Africa/Lagos	7.6	4.18333	2018-02-23
RU	building	Europe/Moscow	55.38752	36.73307	2013/02/16
DZ	maintenance	Africa/Algiers	36.61954	4.08282	26 Nov 2016
DE	excellent	Europe/Berlin	53.94313	10.30215	09 Jan 2021
UY	maintenance	America/Montevideo	-33.38056	-56.52361	2013/08/29
GB	accep	Europe/London	51.84819	1.26738	09/12/2017, 00:00:00
US	building	America/Los_Angeles	33.03699	-117.29198	2017/08/24
IN	accep	Asia/Kolkata	18.87813	72.93924	21 Apr 2015
GB	good	Europe/London	57.14369	-2.09814	2021/04/27
US	acceptable	America/New_York	41.55838	-81.56929	03/30/2020, 00:00:00
LK	excellent	Asia/Colombo	6.9909	79.883	2021-01-11
US	good	America/Detroit	42.30865	-83.48216	07/22/2020, 00:00:00
IN	excellent	Asia/Kolkata	30.21121	74.4818	2020-10-12
IN	maintenance	Asia/Kolkata	9.57046	76.32756	30 Jan 2016
IN	good	Asia/Kolkata	23.18	88.58	2019/09/27
GB	average	Europe/London	50.75767	-1.5443	2015/04/14
ID	excellent	Asia/Jakarta	-7.0981	109.3243	14 Jun 2020
RU	average	Asia/Krasnoyarsk	55.54028	89.20083	09/05/2018, 00:00:00
PE	average	America/Lima	-3.74912	-73.25383	2012/12/23
DZ	acceptable	Africa/Algiers	36.06386	4.62744	24 Dec 2018
CN	maintenance	Asia/Shanghai	37.30553	120.82747	25 Apr 2016
KR	average	Asia/Seoul	36.82167	128.63083	2014-08-29
DE	excellent	Europe/Berlin	50.23805	8.86704	05/31/2018, 00:00:00
FR	building	Europe/Paris	46.32313	-0.45877	2020/10/13
US	good	America/Chicago	44.73941	-93.12577	15 Oct 2015
IN	accep	Asia/Kolkata	11.50526	77.23826	07/17/2013, 00:00:00
JP	building	Asia/Tokyo	34.25	135.31667	2018/04/10
PT	building	Europe/Lisbon	38.72706	-9.24671	2015/06/01
UZ	good	Asia/Tashkent	40.78206	72.34424	2022/06/29
IN	excellent	Asia/Kolkata	21.46527	83.97573	13 Apr 2020
CA	average	America/Glace_Bay	46.1351	-60.1831	2018/11/28
US	building	America/Chicago	41.72059	-87.70172	2022-05-04
AU	average	Australia/Sydney	-33.79176	151.08057	18 Sep 2022
BR	good	America/Sao_Paulo	-22.53722	-42.98194	05/16/2019, 00:00:00
RU	excellent	Asia/Yekaterinburg	58.63667	59.80222	2022/01/28
CU	good	America/Havana	22.98212	-80.58556	2016-06-03
AR	maintenance	America/Argentina/Tucuman	-27.4338	-65.61427	2021-08-07
MX	maintenance	America/Mexico_City	19.64745	-102.04897	12 Nov 2016
DE	maintenance	Europe/Berlin	49.5099	6.74549	2022/06/16
BY	maintenance	Europe/Minsk	52.4089	31.3237	2014-07-21
RU	good	Europe/Moscow	43.35071	46.10925	22 Aug 2016
PR	good	America/Puerto_Rico	18.42745	-67.15407	2016/06/13
BR	maintenance	America/Sao_Paulo	-19.72806	-50.19556	2021/01/17
IN	building	Asia/Kolkata	25.66795	85.83636	2016/01/04
AO	accep	Africa/Luanda	-11.78333	19.91667	08/23/2021, 00:00:00
IR	average	Asia/Tehran	33.86419	48.26258	09 Jun 2016
DE	accep	Europe/Berlin	48.49144	9.20427	2022-09-21
IT	excellent	Europe/Rome	43.78956	7.60872	2014-12-16
MX	average	America/Mexico_City	19.32889	-99.32556	11/14/2016, 00:00:00
EC	accep	America/Guayaquil	-2.90055	-79.00453	05/09/2021, 00:00:00
IN	accep	Asia/Kolkata	12.95629	78.27539	22 Dec 2016
BO	average	America/La_Paz	-21.44345	-65.71875	02 Mar 2018
SE	excellent	Europe/Stockholm	59.33333	18.28333	07/05/2015, 00:00:00
CN	excellent	Asia/Shanghai	35.85	117.7	2021-05-29
JP	excellent	Asia/Tokyo	35.30889	139.55028	10/06/2012, 00:00:00
IT	excellent	Europe/Rome	44.31771	9.32241	2022/09/02
PH	average	Asia/Manila	16.455	120.5875	08/18/2013, 00:00:00
BR	excellent	America/Fortaleza	-4.24444	-42.29444	04/26/2022, 00:00:00
PH	average	Asia/Manila	12.35275	121.06761	26 Jan 2015
CU	excellent	America/Havana	23.15678	-81.24441	2017-09-03
EC	accep	America/Guayaquil	-2.13404	-79.59415	2018-05-29
RU	good	Asia/Yekaterinburg	54.48147	53.47103	12/31/2012, 00:00:00
CL	maintenance	America/Santiago	-36.9256	-73.02841	2020-09-18
NG	good	Africa/Lagos	6.8485	3.64633	2022/07/28
TR	excellent	Europe/Istanbul	40.37528	28.88222	01/19/2017, 00:00:00
GB	excellent	Europe/London	51.38673	0.30367	02 Dec 2014
VE	good	America/Caracas	8.35122	-62.64102	02/07/2016, 00:00:00
DE	accep	Europe/Berlin	50.9803	11.32903	07/27/2021, 00:00:00
ID	accep	Asia/Jakarta	-7.54972	110.71639	07/04/2013, 00:00:00
CA	accep	America/Glace_Bay	46.1351	-60.1831	05 Feb 2014
