warning	PAHs	H2CO	O3	CO	SO2	NOx	Pb	TEMP	PM2.5	C2H3NO5	CFCs	latitude	PRES	longitude	PM10	NH3	CH4
1.00000	7.09006	35.95179	5.45993	7.25853	8.88335	8.49800	52.93427	19.11189	3.57083	2.14656	73.44579	43.61092	1127.22020	3.87723	10.27327	9.18282	7.15603
0.00000	5.62257	47.86267	6.21021	8.98225	7.31952	8.62681	14.01763	15.56033	8.45588	0.14134	66.79130	40.78206	1070.54320	72.34424	6.01293	8.91264	6.18900
0.00000	7.07803	37.33024	6.91884	8.31481	9.53793	7.23194	37.01272	12.23866	7.54269	0.06184	76.69027	22.4711	1199.77619	88.1453	3.17741	10.24860	8.15136
0.00000	7.65058	42.15829	6.59218	5.06079	7.03982	7.23519	35.40890	4.85562	6.44787	0.11541	70.49863	41.14676	1128.83378	-73.49484	5.52361	8.48224	
0.00000	5.98448	53.44454	5.88934	7.91933	5.67085	8.86525	48.44161	30.53813	8.78035	0.13897	82.06771	27.52948	1051.25240	68.75915	5.66029	8.16819	8.04292
0.00000	8.51931	26.42657	6.62351	5.42832	5.76726	7.95015	37.36923	11.12602	9.02876	0.20645	86.85257	3.02013	1166.18828	30.91105	5.59824	6.09184	7.49327
1.00000	6.23048	59.98953	7.38480	9.38880	8.95898	5.13537	51.87484	10.63126	7.09343	0.19910	69.97144	-7.81667	1067.31852	112.01667	6.85790	8.02614	5.68586
1.00000	6.36088	54.18212	8.07249	8.98881	7.46041	8.73247	43.51835	10.60291	7.21238	0.14240	72.69547	26.2649	1082.46243	81.54855	6.10007	7.39642	8.53620
1.00000	8.30256	52.28382	7.80682	8.46965	7.24277	7.62653	37.70970	11.99823	7.28631	0.15352	57.00813	32.54278	1159.13377	111.50861	7.35554	6.21505	8.69479
0.00000	6.79309	72.40795	6.82484	8.40048	10.77879	8.38483	24.89137	7.76974	7.92241	0.10810	71.67819	45.50369	1164.46680	11.412	4.58691	8.08609	6.72245
1.00000	7.71820	51.03992	6.46374	5.55485	9.08870	6.72085	34.67924	43.66950	5.63404	0.45354	72.00078	19.8173	1172.44354	-97.35992	8.32118	7.93820	5.73930
1.00000	7.68243	47.20545	7.75081	7.51620	5.63757	9.28699	67.68595	10.28456	7.99992	0.32557	80.44965	37.74615	1068.95007	-25.66689	8.30163	8.96111	7.15191
0.00000	4.43711	66.35589	5.47325	8.66924	8.42751	6.86754	47.15591	27.07206	10.30036	0.22584	78.50589	40.24537	1160.19039	-75.64963	6.76631	8.98555	6.58242
1.00000	9.30664	50.26937	6.27982	8.67154	8.67660	7.14372	49.18094	7.45900	6.87078	0.80334	81.08845	42.35843	1064.34366	-71.05977	9.24840	6.40051	7.05416
1.00000	7.45425	27.61028	6.65602	8.25797	8.68601	7.13239	34.45227	24.07256	4.72416	0.44585	71.99459	56.03361	1165.09082	35.96944	8.57863	8.35010	6.03879
1.00000	5.08031	44.22813	6.47167	7.13263	9.87660	6.22142	45.64635	19.67828	3.27823	0.42429	61.41686	32.9156	1146.98395	-117.14392	8.38808	10.46971	7.27220
1.00000	12.07248	39.13299	2.04523	8.12942	9.81141	5.58658	39.18087	21.82559	11.90972	18.82375	81.96429	41.15612	1067.50068	1.10687	12.46789	13.73388	7.81344
1.00000	5.20201	42.12129	6.17241	7.77656	9.28966	5.73233	54.00097	22.70491	5.37976	0.49006	78.27754	53.51684	1190.73648	-113.3187	8.50925	9.37416	6.65960
1.00000	7.24295	46.08313	4.88995	6.52114	8.25477	9.65405	36.17968	31.42189	6.32159	2.61637	73.78071	40.81	1185.29318	-73.9625	10.48609	7.82059	7.47909
0.00000	8.24285	58.22844	10.73496	7.06100	7.34350	6.92703	44.73770	3.63703	5.97891	0.10734	67.46140	18.87813	1119.84589	72.93924	3.16472	6.00385	8.27046
1.00000	6.87975	49.28708	5.36969	8.25545	8.97883	7.98659	48.68884	17.88861	6.50030	1.36618	67.78952	-7.01833	1103.00505	107.60389	9.75075	8.11074	6.51935
1.00000	5.73359	63.89894	4.53116	8.26236	9.06452	8.92212	48.87840	25.70356	3.13288	4.15805	69.89450	49.5099	1062.05610	6.74549	10.93442	10.44760	8.43430
1.00000	7.34251	70.09810	6.27279	7.86664	8.01265	6.30719	71.72110	18.37756	7.29273	0.39287	69.37480	11.86064	1181.95544	9.0027	8.38972	7.35203	5.99088
1.00000	6.11723	53.97198	7.51869	6.34634	8.19432	6.85534	52.76134	27.20911	8.02707	0.15651	70.01338	6.45407	1175.79377	3.39467	6.49741	7.40300	7.71284
0.00000	4.01500	58.23805	5.44316	7.64413	12.41236	7.69366	39.05598	7.46850	8.91590	0.22109	71.78824	37.71715	1100.93511	-122.40433	6.90106	10.49632	7.08019
0.00000	6.99290	47.61226	6.28247	4.62665	6.82746	4.55830	75.71330	24.96405	8.12975	0.13183	65.52750	-5.85746	1052.86490	144.23058	4.43497	9.39073	7.57353
1.00000	11.11207	38.64464	8.81737	7.89209	7.34951	7.71985	54.87237	9.70488	8.99622	0.76641	76.47296	33.86419	1146.14905	48.26258	9.06366	8.09644	7.98524
0.00000	9.35806	53.26760	7.21111	7.86910	7.35037	8.56548	41.51094	-0.95361	5.47561	0.17281	76.81279	-21.205	1051.72778	-41.88778	4.99917	5.66653	8.03585
1.00000	5.35455	52.91016	3.32546	6.72148	5.34082	7.03945	47.08963	12.65831	7.50821	0.15429	79.54137	37.49073	1068.41310	-2.77259	6.72208	8.72404	6.81228
0.00000	8.05485	45.06713	6.59996	5.97516	7.97602	6.78447	54.25990	11.63203	7.36636	0.16195	74.60801	34.25807	1104.52594	-88.70464	5.81252	7.53675	7.28187
0.00000	10.22670	65.26861	11.92928	6.18459	9.50292	8.52373	37.60678	-0.32995	6.89584	0.16918	67.81554	-4.42472	1186.45963	-41.45861	5.87472	7.64378	9.12422
1.00000	8.59157	55.48851	2.39756	6.28272	7.05639	9.30052	36.66451	18.05101	10.08901	2.39488	54.26847	-1.63333	1185.45126	13.58357	10.37714	11.12788	6.38501
0.00000	7.19199	37.06885	9.28014	7.15470	8.67320	9.86459	54.16473	24.39392	5.91397	0.08765	73.84772	12.35275	1147.97980	121.06761	6.28878	4.62075	8.53713
0.00000	6.47029	66.71328	9.92714	8.24811	9.65423	9.91441	44.92848	18.85430	5.08556	0.18580	67.74412	-36.9256	1064.29490	-73.02841	6.13949	4.58619	5.63031
1.00000	7.93861	26.84344	6.15870	6.04424	4.04656	7.25347	60.24852	13.33185	8.80597	1.43532	76.11440	-30.60106	1080.29548	-71.19901	9.83381	8.98877	7.42268
1.00000	11.87812	66.42317	6.23609	6.47300	8.17765	6.91380	61.99480	11.44715	10.59404	3.22362	71.43444	44.31771	1063.05054	9.32241	10.67281	11.09738	7.62582
0.00000	7.38171	46.79018	11.79690	9.16087	10.97830	9.10181	51.30846	7.76356	6.22434	0.36935	61.47291	29.38242	1111.04266	70.91106	7.88338	5.56487	6.21489
0.00000	4.68070	30.63398	5.51947	8.58722	8.33191	9.12891	50.84880	33.76075	9.23233	0.24002	78.04053	36.75965	1096.73963	137.36215	6.60147	9.40217	6.20040
1.00000	8.76946	63.27199	3.79240	7.78564	8.56228	7.49385	29.79404	25.63111	5.53618	8.89164	65.61169	11.00599	1193.79698	77.5609	11.70963	7.87779	7.70212
1.00000	7.39989	65.71441	10.06057	6.83971	4.85469	7.12137	55.53252	10.75878	7.36092	0.28367	57.90069	33.03699	1086.54106	-117.29198	7.62333	8.03548	7.70599
0.00000	9.28223	39.77503	11.70794	6.68807	7.50706	7.64599	48.05108	4.83299	7.56995	0.12354	77.19341	8.48714	1172.11138	-13.2356	4.16316	8.32862	5.62052
1.00000	6.99558	48.71687	5.81001	7.25819	10.18817	8.23111	47.26699	18.91460	7.97311	0.41721	71.25621	34.06635	1056.66608	-84.67837	8.40580	7.88762	5.74136
0.00000	7.77944	64.77591	9.94800	8.47337	8.05360	7.12279	55.97259	8.47096	6.04473	0.12963	58.09347	35.6803	1062.81857	51.0193	5.94802		7.61867
1.00000	7.47841	47.21594	5.59218	6.11827	10.11015	7.60626	86.01331	19.53175	3.21511	1.38486	67.91831	37.05944	1199.45191	37.3825	9.77257	9.51383	7.52145
1.00000	4.67198	55.46561	6.62818	8.96000	10.00641	8.05389	36.15971	7.73859	5.94345	0.26773	78.99836	29.69221	1186.73697	72.54566	7.68538	9.70735	8.69561
1.00000	6.51044	42.69092	8.31399	8.27839	5.44019	7.73025	77.38930	18.95683	7.19716	0.17601	75.78048	33.92946	1176.55405	-116.97725	6.73884	7.70426	5.63614
1.00000	9.11877	49.88555	6.03445	8.21522	6.41577	7.77763	52.72322	34.21816	8.78453	0.68948	81.49338	6.8485	1089.87016	3.64633	8.89163	8.82767	8.03163
1.00000	4.87882	39.39726	4.94918	6.98160	8.95841	8.34550	39.24712	6.73966	4.39590	1.97512	63.00010	43.50891	1080.02085	16.43915	10.15293	10.24574	8.24741
0.00000	7.45447	53.73412	6.65078	8.08505	6.62234	7.85749	67.38118	9.74852	9.26972	0.09285	68.59635	55.38752	1055.76032	36.73307	4.54040	6.01758	9.45778
0.00000	7.89116	46.19746	6.16057	5.88653	9.68174	8.30198	49.28181	14.66984	4.86068	0.19038	74.26154	41.15376	1119.38106	-87.88754	7.09370	9.93223	6.53393
1.00000	7.26195	64.02538	3.21525	7.80231	6.14405	5.94437	56.72233	15.43294	8.50836	0.31931	69.32779	50.80904	1091.01938	8.77069	7.92912	8.97045	7.71839
1.00000	7.42573	45.67261	6.71456	7.90537	8.24105	7.98236	59.15579	12.26244	9.09188	0.19100	69.95484	47.05	1155.46700	15.46667	7.26982	6.49302	9.88027
0.00000	2.94127	39.62525	5.50267	6.56781	11.25340	7.02717	54.16707	21.98866	9.60129	0.20416	66.22552	34.5624	1149.30271	38.28402	7.23099	10.55422	7.17333
1.00000	7.67743	41.99217	4.73138	7.88680	8.51393	7.10033	44.91177	9.12433	5.33017	3.68806	74.15194	53.77166	1094.37575	38.12408	10.80039	8.27844	6.66883
1.00000	4.20414	50.16512	6.25133	7.90744	8.73753	8.87829	61.71490	8.52316	9.47931	0.24294	74.92846	-20.88231	1161.41741	55.4504	7.52000	8.34671	7.09826
0.00000	6.10405	65.92359	6.35520	9.34001	10.78426	6.24227	48.21463	39.57865	8.20068	0.14396	76.10232	46.18396	1132.45622	6.10237	6.44708	8.75137	7.23924
1.00000	9.33999	32.92172	6.66881	6.59930	6.10636	6.34333	54.18644	3.03080	9.03183	1.74872	78.67365	46.32313	1138.06556	-0.45877	10.00859	9.97142	7.43010
1.00000	9.37218	56.68455	4.91305	7.64871	7.60237	6.48758	52.24275	10.44856	8.20819	0.25772	79.09982	10.12268	1136.74030	77.54372	7.55585	7.19630	7.16794
0.00000	11.84067	45.94045	4.60091	7.27913	8.45502	8.34057	48.02221	17.89463	7.31241	0.16924	66.55619	40.78206	1177.76820	72.34424	6.41669	8.65297	7.36244
1.00000	8.52753	67.14571	4.89639	5.71097	6.60242	6.84133	60.56622	9.00127	8.39501	0.31833	75.98518	-8.76194	1104.27983	-63.90389	7.87806	7.21345	5.47437
0.00000	6.12221	48.39344	5.36202	6.50212	5.32856	7.28399	43.56591	8.05184	9.96894	0.23627	75.41045	-44.39672	1091.83271	171.25364	7.07200	7.25932	6.91716
1.00000	7.45002	41.02703	6.20269	5.71208	5.19292	9.16334	39.35137	-1.65623	7.92179	0.34992	78.03577	32.9156	1126.56667	-117.14392	8.07261	8.13017	7.44420
1.00000	10.10076	55.58671	5.43950	7.49261	8.41321	4.94418	62.74964	12.81880	9.89515	1.76774	77.82669	10.66668	1186.32769	-61.51889	10.02775	11.27279	8.02638
0.00000	7.14478	48.41008	6.50722	6.78494	8.42047	7.56372	68.74997	13.34696	6.95446	0.14733	82.29593	50.9803	1168.10784	11.32903	6.22998	9.17382	8.22240
0.00000	6.83933	44.61798	6.21990	4.25760	8.45659		77.37952	18.20936	7.55968	0.18170	77.08628	20.88098	1163.16104	75.11937	6.18272	9.12576	7.78575
1.00000	8.23319	46.68710	3.97424	7.81222	6.85270	5.53210	40.63726	16.18394	9.49169	2.38704	71.73085	-19.72806	1155.14263	-50.19556	10.35827	11.76650	5.76222
1.00000	6.22940	39.96703	8.52723	8.66819	4.76000	5.73417	61.04356	11.64961	7.42212	0.53653	77.33013	38.17492	1139.67936	-122.2608	8.62127	8.52277	6.61780
1.00000	7.16621	31.24035	6.55443	7.02916	5.60723	6.20393	33.23580	23.84966	8.57206	1.28080	78.83119	42.22718	1168.69652	14.39024	9.67971	10.24326	7.82904
1.00000	10.55892	20.02004	6.44380	6.77872	7.19225	7.35752	31.07123	15.34551	9.81836	1.37351	79.77113	41.09822	1074.82014	120.74792	9.75679	9.66681	7.04002
0.00000	7.57690	37.29028	9.55426	7.32022	11.05221	5.38861	50.22715	5.55581	5.76036	0.24850	59.07351	27.0174	1138.55851	49.62251	6.68951	5.74528	7.48953
0.00000		21.79461	5.48505	8.31953	7.94209	6.50732	54.66764	15.31216	5.28073	1.81793	70.96311	51.26	1164.30622	-2.1875	10.05244	8.41097	6.98681
0.00000	8.35405	32.71872	7.86651	8.14069	10.29341	8.32324	43.06591	-10.43627	6.69112	0.48696	61.25686	51.21187	1089.81242	4.25633	8.59648	5.59977	7.38438
1.00000	7.73798	34.90296	5.89706	8.25831	8.83515	8.10341	62.04290	27.23237	7.15773	0.64830	64.20297	40.87363	1072.46776	14.34085	8.77565	7.38844	7.81316
1.00000	4.85171	48.24125	6.37433	9.20708	8.70672	6.35636	49.34803	2.24692	5.96508	0.29095	59.35852	44.75874	1157.94411	19.21437	7.99356	9.27812	6.75512
1.00000	7.29795	37.88813	5.52014	9.78800	8.52315	8.25079	46.04133	27.90788	5.99363	1.03933	78.79652	30.81383	1102.07732	75.16878	9.38570	8.20667	8.00794
0.00000	5.77704	58.69217	6.54440	7.68003	8.86339	5.78294	51.31146	-0.18452	8.71646	0.11882	70.03249	25.92493	1173.45927	73.66633	3.84160	10.31775	7.05602
0.00000	3.04418	29.24524	5.58428	6.67311	12.12765	6.51027	59.26049	27.90556	9.23774	0.12261	60.82158	23.9028	1176.96237	89.11943	6.02744	11.48664	9.06049
1.00000	7.89157	48.69764	4.23584	5.55086	5.62006	7.14083	49.33675	14.46888	8.99407	0.83116	73.83196	38.07789	1172.33624	13.44275	9.20801	9.09560	6.84267
1.00000	9.27565	49.93726	6.06390	5.47503	6.33477	8.78460	38.09959	-9.34314	8.74860	0.35960	59.49275	47.05	1120.71241	15.46667	7.97533	7.52161	7.53947
1.00000	5.26891	53.44207	5.17103	5.77389	9.35644	8.11028	48.70235	25.88355	8.90204	0.71259	73.32628	55.63711	1181.05014	37.38115	8.93581	8.20161	7.01679
1.00000	2.59012	72.58600	6.88067	7.21720	9.77796	6.33538	49.60028	23.95861	5.94806	0.15937	64.73746	64.5635	1168.68472	39.8302	6.62382	10.95661	7.24060
1.00000	10.62050	44.99154	3.44476	8.60980	8.32980	8.21098	33.94957	11.76396	9.57768	0.94445	82.76956	41.91886	1197.42042	8.73812	9.34113	9.37175	6.69911
0.00000	4.64148	52.26042	5.86165	9.11807	6.67025	7.38920	32.00227	30.06646	8.65458	0.13637	72.72080	49.07866	1097.11975	30.96755	5.44729	10.20342	7.48986
0.00000	6.94651	53.68571	7.38226	6.67926	11.46794	8.28272	39.80736	21.81805	8.64945	0.06668	74.86579	28.92694	1139.72370	78.23456	5.59423	6.32848	9.95381
1.00000	5.03172	56.04041	6.59392	7.91418	1.82893	7.73319	21.89459	22.40127	6.33531	0.16735	74.21017	53.51684	1054.11557	-113.3187	6.65417	5.39422	6.51259
1.00000	7.43016	44.71108	6.46120	7.63359	6.31733	7.41216	31.30873	2.41160	7.79601	0.22555	85.68634	-21.205	1080.38765	-41.88778	7.73685	8.99260	7.65955
0.00000	8.13303	55.18103	7.22886	8.53221	9.83045	7.39631	68.34907	14.29273	5.73810	0.59970	69.83467	41.6764	1057.59223	-91.58045	8.74249	5.04274	7.60609
1.00000	6.53171	34.75102	6.56183	8.01647	3.75900	6.74987	47.46113	4.57324	7.42460	0.32100	51.94405	37.73222	1057.41821	115.70111	7.84003	8.15670	7.78826
1.00000	8.82015	48.05298	7.21054	6.12404	5.98139	7.22305	25.62604	5.80612	9.66502	6.16136	71.71196	41.48199	1121.08400	-81.79819	11.33067	12.40630	6.95351
1.00000	6.05785	14.17328	6.13945	7.24525	8.85458	5.85981	39.75324	-6.54410	5.49464	0.43411	74.27904	38.40917	1098.38679	112.73333	8.56385	9.00067	8.96721
1.00000	6.75402	61.61227	6.30160	7.18733	8.88262	6.66969	64.72445	10.33607	5.32929	0.67230	76.15970	52.21099	1136.44177	7.02238	8.89877	8.51447	7.12916
1.00000	8.48968	60.28925	5.86937	7.78009	5.35661	7.52160	29.85091	13.59263	8.63931	0.37528	65.55183	-27.50578	1112.34605	153.10236	8.36085	8.34764	7.56186
1.00000	11.99266	58.93879	4.58536	6.39052	9.31858	6.93112	19.08072	24.66324	11.25683	3.40404	66.35658	50.56149	1059.87782	4.69889	10.73687	11.69337	4.86183
0.00000	8.32611	43.87210	8.17024	7.84939	7.36518	6.77172	56.13411	-0.37015	5.32776	0.10431	81.92920	-21.44345	1054.28747	-65.71875	3.35715	5.89686	8.38873
1.00000	6.49240	32.75959	5.62392	6.01537	4.88360	7.71150	39.10173	21.23327	6.98822	0.13310	70.57271	30.16688	1165.87119	-96.39774	6.28225	7.13614	8.03618
0.00000	6.17637	53.64583	9.98973	7.55228	7.74988	6.42022	56.65347	16.13336	4.69104	0.10900	66.33380	32.52515	1181.20063	-93.75018	3.97429	4.45202	6.97707
0.00000	5.27532	15.29482	6.06394	5.04637	10.10472	7.09943	40.15083	4.25685	10.15253	0.17801	68.59912	46.75451	1121.01377	33.34864	5.77633	7.96385	6.86562
0.00000	8.97082	21.86622	7.11477	8.68243	7.79471	9.62789	59.85139	16.70867	6.01658	0.15597	71.88002	47.30997	1129.55844	8.52462	6.48275	5.38781	8.19672
0.00000	7.43231	29.93883	6.68752	7.34328	8.63355	6.55035	53.73310	20.55917	8.25776	0.12361	77.27693	16.75973	1109.32938	-93.11308	3.75584	9.35007	6.12787
0.00000	6.51950	54.09508	6.61763	8.92033	8.15204	7.72188	46.11629	31.05629	8.26611	0.13013	65.32488	-4.16694	1176.70198	-40.7475	5.65068	7.44923	6.17174
1.00000	8.78076	41.41937	5.50434	7.19149	6.73970	7.96679	49.73275	8.57825	9.42149	1.56097	66.44307	36.76775	1170.00419	2.95924	9.91205	10.40304	7.62524
1.00000	9.59795	53.50177	5.78428	6.63248	6.24018	7.89944	49.80387	21.66322	9.00387	0.52747	72.61423	-33.75881	1165.42854	150.99292	8.80281	8.47120	7.34513
0.00000	5.98097	66.64351	6.55217	9.18874	9.87765	7.55898	31.98747	19.97934	9.62197	0.12701	76.58088	29.69221	1174.21877	72.54566	4.46415	8.52328	6.30610
0.00000		61.78549	8.86136	7.68983	9.53727	6.57558	40.81185	1.00033	5.62359	0.13679	85.17165	35.8	1122.72536	137.23333	7.24403	4.62751	9.20512
0.00000	5.36818	46.82365	5.71279	6.96894	8.12776	7.97151	43.43093	18.89266	10.87471	0.08409	76.65213	54.60528	1170.50733	18.34717	6.17450	7.87471	8.16719
0.00000	5.85371	40.51157	6.55710	7.44040	10.26808	5.82935	53.90096	29.57034	10.18240	0.10852	78.84626	23.49668	1061.72924	86.68363	5.77440	6.66634	5.72715
0.00000	8.20832	56.52236	8.81277	8.72202	7.33448	7.25151	52.61435	26.71960	5.30419	0.11421	76.99946	-6.48167	1178.63045	106.85417	5.18230	5.26437	6.13946
1.00000	8.42298	43.71494	6.47055	7.55109	9.46627	8.01392	69.24387	18.91989	5.22396	0.59971	88.31687	51.04962	1073.71780	12.1369	8.88651	7.79938	6.32143
1.00000	10.16766	54.62349	7.81534	6.37011	6.03422	6.67904	42.84070	10.33308	9.35970	1.87562	72.06427	57.14369	1127.44571	-2.09814	10.11874	9.01484	7.10791
0.00000	8.26066	50.44938	6.92891	6.61624	10.89904	7.87430	48.84136	21.92472	6.49427	0.19928	73.86922	47.05	1199.34739	15.46667	6.81582	7.18104	5.42393
1.00000	6.37132	48.71243	7.58900	7.15660	6.98840	8.03943	54.56834	19.71246	6.58560	0.24242	75.58822	-10.33333	1189.23753	39.28333	7.23776	7.48163	8.78746
0.00000	7.94250	58.55674	7.40375	6.57330	10.41566	8.53850	45.80046	16.50007	5.75646	0.26423	86.23610	53.69786	1114.14921	-2.68758	7.59399	4.37584	7.72988
1.00000	9.33833	55.94023	7.15273	6.64119	7.25305	7.87658	37.19462	10.31978	9.00126	1.24507	84.28694	7.50251	1196.88025	5.06258	9.64825	10.59327	7.48575
0.00000	5.83726	34.77156	5.40179	6.84712	7.31360	6.90262	61.44332	7.26170	8.18348	0.25080	67.11261	-11.78333	1147.93880	19.91667	7.19219	9.62149	7.17183
1.00000	8.29860	31.84415	5.39704	6.89187	7.79881	7.10145	34.76419	34.99345	4.50611	2.27402	80.14620	53.95278	1175.21458	32.86389	10.31639	7.89746	8.15730
1.00000	6.69483	21.81739	4.69387	8.92691	9.89690	8.18388	81.70942	17.83242		2.41825	62.46167	52.68333	1108.12955	0.93333	10.38297	10.23691	6.34180
1.00000	9.51866	53.04168	4.32013	8.10311	6.16678	7.21637	59.91483	13.14828	9.30917	0.51111	87.68676	-6.48167	1195.32086	106.85417	8.52610	7.91252	7.63152
1.00000	4.49070	55.33687	7.37311	6.18332	2.86905	8.10048	53.49187	-6.68549	5.53503	0.08132	79.21627	33.08014	1180.16633	-83.2321	5.32204	5.76383	6.88588
0.00000	9.46976	62.05773	5.56484	7.06121	8.04711	6.62008	67.27863	19.27113	5.77742	0.08192	72.43194	36.82167	1125.98596	128.63083	6.41767	6.32344	6.84997
1.00000	7.56793	48.18709	5.88758	6.51187	7.21780	6.95035	28.96656	12.45379	7.61807	0.86570	76.58662	42.52787	1160.75811	-70.92866	9.18377		6.78758
0.00000	5.05412	31.25354	5.88009	5.88075	10.62323	7.41960	42.01996	36.94944	8.96352	0.15907	68.39139	26.18924	1063.04897	-98.15529	5.97393	10.20016	9.88492
0.00000	6.08361	58.52095	6.31900	6.46073	9.18850	6.76595	49.06344	10.71113	8.41266	0.18810	71.90433	33.86419	1154.84438	48.26258	6.33211	8.18230	8.67851
0.00000	10.00935	51.83627	11.97848	9.12203	8.16239	7.30038	43.92776	26.68224	8.06355	0.14902	69.88958	65.84811	1187.89066	24.14662	3.62781	8.02298	8.10957
0.00000	5.38559	38.14862	5.38874	6.17530	8.27275	5.93074	53.07539	29.04043	11.22711	0.25428	84.83314	9.57046	1109.21101	76.32756	7.21383	6.51602	8.97700
1.00000	10.42445	41.22599	10.10250	5.92260	6.22846	7.26006	43.50344	16.78129	8.96178	0.37001	70.66046	49.97704	1175.38959	9.15214	8.33766	7.98052	7.02747
0.00000	5.66987	90.49757	6.13951	7.56770	8.36396	7.47035	58.75737	16.48386	9.09623	0.12734	70.96171	40.58654	1080.54302	-122.39168	6.50497	6.39325	7.72847
1.00000	10.03727	37.22101	3.44349	6.42518	7.91886	7.50313	46.29636	12.71379	9.63081	1.35281	85.70918	36.76775	1108.37419	2.95924	9.75584	9.37729	8.64813
0.00000	6.37951	63.39998	7.67565	7.86711	5.11276	8.88418	35.08017	20.67078	7.71246	0.57204	60.58605	18.00747	1196.12241	-76.78319	8.57836	8.84109	7.28941
1.00000	8.08067	39.25056	4.16945	5.84018	9.71015	7.12143	58.95768	9.05845	8.29118	3.57228	82.36295	41.92361	1179.36018	20.91361	10.79367	7.16095	6.59927
1.00000	3.85990	77.96671	6.67934	7.24760	9.00684	6.67868	37.62238	13.40417	7.22745	0.16999	63.01660	35.06544	1089.31785	1.04945	7.00206	9.35871	4.60538
1.00000	4.91131	18.56258	3.94368	5.85252	9.87158	6.32089	62.51307	31.47805	6.67871	3.84109	77.24951	51.4781	1168.37060	57.3552	10.84136	9.85128	5.50248
1.00000	6.22149	20.30189	5.66875	5.82075	8.65997	7.96668	48.32586	3.51625	5.03101	0.88511	70.70590	56.9083	1079.90430	60.8019	9.28234	9.17385	6.10795
0.00000	5.47335	50.15944	6.17529	7.86740	9.23625	6.24417	69.63961	2.58143	8.95926	0.13102	55.03064	57.14369	1157.18244	-2.09814	5.87191	7.92565	7.78705
0.00000	9.39578	60.59954	7.39101	9.56590	8.66458	7.42744	39.35137	-6.36530	6.19294	0.26606	82.63397	26.11527	1112.18451	86.59509	7.84942	6.00518	5.61983
0.00000	6.14002	52.70846	8.78746	6.23498	10.76798	7.29676	73.15602	29.03619	5.41522	0.16485	85.25561	58.23583	1176.12691	92.48278	7.45138	4.16840	7.70780
1.00000	8.88755	23.45443	3.62757	9.51228	6.28766	7.33611	51.88317	3.38724	9.68787	2.53015	73.00647	35.82756	1116.81805	137.95378	10.40933	10.04787	7.45109
0.00000	6.11764	58.16031	6.40377	9.51203	6.63775	8.53226	36.45196	2.47265	8.53287	0.10138	72.86697	51.21187	1103.77851	4.25633	5.43887	8.81955	7.71960
1.00000	8.23048	32.10671	4.86460	9.20605	5.96522	7.96150	8.45821	25.23671	9.36997	2.42764	83.18285	41.92361	1149.31106	20.91361	10.38276	11.38323	9.08495
0.00000	7.86943	38.48684	5.99288	6.91179	6.22475	7.18352	50.39471	12.49028	8.35373	0.15161	60.49567	48.49144	1063.25392	9.20427	6.16254	7.70268	8.15251
1.00000	11.17458	27.19664	7.12895	4.78208	6.37154	7.06474	59.79406	20.32898	9.21773	0.52268	60.63028	40.60538	1169.84456	-73.75513	8.81093	7.50151	6.97264
1.00000	11.33027	49.82317	5.41843	6.26372	9.05801	6.94831	73.78024	10.59003	9.50445	0.23294	70.33687	50.23019	1117.11588	8.77155	7.67553	8.55403	7.43033
1.00000	10.41380	12.64667	4.39423	7.80015	7.47140	7.57803	42.46778	23.67361	9.59305	0.81875	52.39028	46.09273	1065.09460	-88.64235	9.27508	9.41430	6.44849
0.00000	7.64809	42.86922	6.70804	9.69661	9.11532	6.87772	46.74412	3.63842	7.71635	0.03582	64.57194	57.14369	1057.25967	-2.09814	5.83355	7.92467	5.93441
1.00000	8.59611	48.74966	5.67381	9.02941	8.76787	6.02030	56.85494	11.21042	3.89815	1.48321	62.20350	26.91756	1147.69793	-82.07842	9.84931	8.17811	5.66248
0.00000	7.29187	48.21404	5.69091	7.18440	5.54903	8.39771	58.93809	-2.42210	10.76131	0.16021	79.26047	49.5099	1174.14053	6.74549	6.98055	5.10932	6.77971
0.00000	10.29040	62.05824	7.72635	6.63291	9.73717	7.32679	38.89247	6.73759	6.07265	0.26041	78.25915	29.98869	1177.62943	122.20488	7.66950	5.82014	6.91683
1.00000	3.05292	42.13852	6.30453	7.40528	8.93420	7.61616	56.43383	15.81338	6.30962	0.20037	72.33718	-24.19436	1139.59117	29.00974	7.34242	10.30622	7.79333
1.00000	6.81349	61.34317	6.83828	6.84576	5.60680	6.60330	40.69267	6.86074	7.65190	0.36631	69.80874	36.06523	1153.78077	-119.01677	8.07767	8.33178	7.56852
0.00000	9.39284	38.05641	9.48214	6.65986	6.10395	7.16155	40.64242	23.47286	6.11582	0.14575	74.18580	40.72816	1069.26514	-74.07764	1.68394	7.37842	7.52726
0.00000	9.48200	44.94581	9.23575	6.08569	8.07641	6.42127	30.12943	14.28817	6.03400	0.08647	70.84632	23.9028	1147.50285	89.11943	5.26631	7.94096	8.62888
0.00000	5.89214	35.13764	6.29603	5.32598	11.30534	8.67930	60.49943	16.38445	5.99043	0.17437	59.26982	53.69786	1066.86935	-2.68758	5.92812	10.78722	7.50318
1.00000	6.95052	60.13038	6.28766	6.57461	7.84932	7.40911	49.35320	7.61079	6.00596	0.55341	77.19404	29.98869	1191.04398	122.20488	8.62728	7.91907	7.10650
