SO2	latitude	PM2.5	PRES	NOx	O3	NH3	warning	Pb	CH4	CO	TEMP	CFCs	C2H3NO5	longitude	PM10	H2CO	PAHs
8.44038	27.0174	6.95165	1122.48483	8.45112	7.12487	6.96372	0.00000	42.90016	6.99561	7.69112	17.67177	61.54400	0.22965	49.62251	9.06643	63.48169	11.43351
9.55893	51.78967	7.13808	1099.84340	8.51201	7.52239	7.52526	1.00000	45.26447	9.76197	7.20669	15.26605	48.26587	0.04503	1.15597	6.20779	50.15963	7.64905
7.01134	49.68369	7.83829	1120.88663	6.02153	5.66312	7.25801	0.00000	33.16558	8.36976	9.03616	30.51231	54.25138	0.59349	8.61839	10.04697	43.60322	6.95673
10.49985	-7.51611	6.09504	1135.32693	7.29020	6.49707	9.82579	1.00000	35.58422	7.48586	6.22311	-4.81283	43.97193	0.05994	109.05389	7.10555	58.76807	6.44397
5.68682	37.73222	5.22640	1167.28829	7.93049	6.54743	7.36035	1.00000	49.61000	7.80357	9.93982	22.43743	32.34314	0.26384	115.70111	9.14475	41.48709	10.15323
7.20100	52.57583	7.23399	1183.81125	7.21373	7.24206	6.69856	0.00000	52.05759	9.50521	7.87595	11.26428	67.38891	0.37013	6.61944	9.56883	65.21039	10.07994
8.52771	-25.54073	8.10523	1105.46310	9.05796	4.52986	8.96160	1.00000	69.88849	8.48284	7.64297	30.81939	58.51234	0.04757	152.70493	6.38452	40.60833	10.62392
7.03046	41.8542	6.55904	1056.41998	9.99346	7.62202	7.23457	0.00000	50.30881	6.45858	7.63718	18.66997	62.52691	0.06406	-87.66561	7.23710	63.98601	8.90248
10.25792	-32.05251	5.50327	1066.63737	6.85122	4.30805	7.86633	1.00000	36.24499	9.44425	7.43485	10.42925	41.23131	0.06214	115.88782	6.71170	46.68286	5.74863
7.52538	46.08333	8.46960	1078.82534	8.56890	4.70255	8.35792	1.00000	45.43436	7.24238	6.76278	11.45823	37.16073	0.15698	122.08333	8.54230	69.43016	12.59109
8.93443	34.25807	6.88887	1053.79631	7.72732	8.00887	7.45666	1.00000	51.03115	7.30021	4.47614	31.25867	49.87201	0.03909	-88.70464	6.74948	65.21770	9.86707
10.79543	37.51803	5.90983	1102.06124	6.91226	4.40786	6.55230	1.00000	32.42983	7.50998	7.93092	17.00472	65.03679	0.04861	15.00913	6.95368	58.71679	8.64543
7.82712	56.9083	6.01263	1114.29778	8.94099	7.14268	9.01198	1.00000	41.96750	7.88191	7.26189	7.58431	51.87289	0.03920	60.8019	4.87949	50.10659	3.87462
13.31858	-10.91111	8.73147	1182.75981	9.62876	7.31632	8.82377	1.00000	37.56495	8.18785	2.00809	17.76779	69.35983	6.21416	-37.07167	12.47496	62.19188	7.14831
7.14972	46.65581	7.76718	1089.15315	7.87942	6.26470	7.03348	0.00000	44.77509	10.63483	9.48236	16.43379	61.13310	0.85674	32.6178	10.45276	62.20130	8.59111
11.71315	42.35843	6.79301	1105.04953	8.89257	5.29803	7.65639	1.00000	57.52090	7.25192	7.32106	-6.58871	35.67207	0.07698	-71.05977		69.81891	7.97233
9.49252	53.95278	6.98130	1145.13229	9.07933	5.97034	9.70971	1.00000	36.78276	7.90453	5.75473	-13.85365	57.41334	0.11510	32.86389	8.22097	42.39200	7.91135
9.54672	43.91452	5.88748	1190.10884	9.24219	8.45630	8.37889	1.00000	66.55237	7.43742	5.41414	6.91091	70.59800	0.07267	-69.96533	5.96872	66.85505	7.70924
3.99818	25.49043	5.84425	1124.23256	10.11784	5.16328	10.03043	0.00000	28.08624	7.34645	12.05281	14.99212	35.68479	0.26706	85.94001	9.12838	60.80547	6.06691
8.83293	40.37528	6.73275	1197.41856	9.21214	6.39154	7.10825	1.00000	40.37293	8.42213	5.65055	10.76143	49.77309	0.08732	28.88222	7.82877	36.87364	7.56752
6.45943	55.54028	5.45857	1126.77448	10.17124	6.36004	9.19370	0.00000	36.46077	6.55114	10.87851	15.85545	47.10195	0.18752	89.20083	8.71085	47.76529	8.30949
8.44955	5.90702	3.52267	1105.74533	8.33284	10.30487	9.26253	1.00000	24.96334	7.80959	3.04625	-2.02035	25.24391	0.04403	116.10146	5.74245	40.77199	5.24859
8.37891	31.39547	8.60913	1066.79313	10.06875	4.82429	8.03331	1.00000	33.80808	7.89428	7.26074	23.73300	48.37201	0.06643	34.75699	7.12338	63.57142	12.14589
8.91456	41.27194	6.02737	1070.66496	7.27293	6.32653	6.91912	1.00000	43.56162	7.55637	7.71831	13.43825	47.08913	0.77317	123.17306	10.33833	46.78334	10.08818
10.48501	-10.91111	7.07769	1055.80152	8.05652	7.15380	7.28083	1.00000	49.97683	6.91215	5.02251	-4.09598	53.42062	0.13891	-37.07167	8.41231	49.73583	6.42996
7.54938	42.8139	5.98455	1086.43795	7.94020	5.50721	9.02996	0.00000	35.35449	8.57109	10.50176	19.05058	43.03857	1.73534	-1.64295	11.18741	76.29307	7.88357
9.51839	36.46917	7.14889	1063.40011	8.10368	6.88437	7.51325	1.00000	36.65013	9.01835	7.02573	6.91353	61.29770	0.05553	10.78222	6.67265	40.44040	7.44982
7.35601	38.96667	6.17535	1141.73794	8.59933	7.59062	8.69483	0.00000	47.89162	7.23070	5.99640	19.25676	84.78854	0.62016	-0.18333	10.14964	35.50219	9.87228
6.36259	36.46917	7.60465	1164.49532	8.54752	5.89883	7.55371	0.00000	36.80361	8.37491	10.10458	10.29853	59.44912	0.46899	10.78222	9.83515	25.35887	8.99178
10.03298	33.37526	7.05641	1080.97558	6.67089	7.82254	10.39965	1.00000	35.99485	6.00506	5.44085	10.02581	54.80159	0.09569	74.3092	7.53738	49.04571	6.60891
10.01506	41.9001	7.66827	1189.82455	8.21069	7.59811	6.23707	1.00000	44.77236	7.11188	4.58083	1.50851	50.08297	0.21168	-71.08977	8.88572	50.29325	7.07670
9.10560	50.23019	5.80455	1096.15984	7.48053	8.70617	10.27361	1.00000	40.27669	7.69086	5.96689	11.29894	59.29537	0.03435	8.77155	4.87741	39.10557	7.78516
10.17144	14.14989	5.09115	1086.85136	7.11118	3.55780	9.22620	1.00000	27.79623	8.97379	7.75707	2.43187	28.86503	0.01219	121.3152	6.51213	54.91148	5.95450
8.59327	23.07492	7.66792	1067.07444	7.70486	7.87254	8.64619	1.00000	43.58079	7.77189	5.95892	16.62419	42.20567	0.07723	88.28637	7.68368	36.69091	9.75287
6.83784	48.73218	6.13656	1088.43342	7.00746	8.09300	6.65723	0.00000	49.32782	8.59771	7.93780	8.53780	27.26036	0.05051	11.18709	6.80626	62.10731	8.79973
8.23732	36.61954	4.78752	1167.72681	8.74633	8.24870	9.22578	0.00000	42.15390	10.17105	8.77171	19.44234	63.52089		4.08282	8.17288	67.53077	10.44382
6.71454	37.74615	6.74188	1099.72027	8.68216	6.67880	7.72160	0.00000	45.71011	7.31726	7.15492	-0.51508	36.02132	0.54467	-25.66689	9.92883	61.57115	9.88337
6.27186	48.06919	6.45380	1139.73598	7.13945	6.81584	8.71853	0.00000	54.52546	7.32969	9.21203	5.80162	60.13914	0.11403	11.37703	8.29767	51.44201	10.96667
8.60358	30.21121	7.63715	1101.44992	8.61567	8.76470	8.23256	1.00000	65.16256	6.68375	6.37954	3.50859	47.75641	0.05713	74.4818	6.62842	32.03022	8.40328
9.80507	51.40148	4.79633	1127.56342	8.18459	7.67856	7.41087	1.00000	38.80669	9.01726	7.30257	0.05277	49.97603	0.54466	-1.32471	9.95819	46.70762	8.03071
11.28083	7.65649	6.67803	1111.05820	7.90805	6.66467	8.49824	1.00000	62.73815	7.71533	5.68300	28.54697	70.45230	0.10143	4.92235	7.99289	38.85499	7.10791
9.65791	37.13548	5.35441	1113.32631	6.79239	6.51931	7.12719	1.00000	59.44359	8.81679	8.07840	19.50544	46.12826	0.17711	-3.67029	8.68105	52.73088	7.90582
	50.80904	7.50133	1134.04833	8.23030	6.79161	9.17419	1.00000	28.95404	7.29341	4.82258	21.55188	52.71656	0.23905	8.77069	9.07919	41.18263	6.41405
10.71407	45.49428	7.67152	1118.28907	7.69541	7.27242	10.32605	1.00000	35.21544	7.61694	6.03842	6.65562	57.77373	0.10451	-122.86705	7.67613	56.14843	5.58389
7.52417	-29.2975	11.43119	1052.54782	7.24975	6.83409	7.57282	0.00000	52.91086	8.26234	8.91604	16.44662	51.78199	0.65278	-51.50361	10.15813	42.88403	6.86379
4.67818	39.43534	9.75349	1164.32575	8.07912	6.62545	6.81057	0.00000	46.27467	8.88187	9.83767	7.52331	62.23563	0.43079	-84.20299	9.74700	52.21417	4.48934
10.57945	26.91756	7.15333	1051.84393	7.97100	5.89021	6.36691	1.00000	46.97413	9.63182	5.76395	11.91199	36.56113	0.12650	-82.07842	8.34842	59.27517	6.50664
5.21695	21.28306	4.68738	1111.59274	7.35047	3.78060	7.40711	0.00000	54.12792	7.64830	10.40128	15.79787	58.36252	0.10481	-89.66123	8.22099	44.19352	7.11162
7.54221	32.05971	6.06684	1104.02741	9.03334	7.05059	8.63095	0.00000	54.39437	6.98990	8.64337	14.55553	43.71464	1.30127	34.8732	10.88186	49.92774	9.42739
8.19202	33.08014	4.13791	1154.35374	5.66006	7.93385	8.46702	0.00000	52.03485	5.89541	9.46451	5.31965	33.01824	0.11698	-83.2321	8.06579	37.56248	9.27851
5.22973	38.17492	7.09657	1145.59553	8.61419	5.84136	9.66093	0.00000	40.01610	8.35800	9.73898	31.76659	63.55361	0.57993	-122.2608	10.05542	61.90365	5.15467
6.97265	35.06544	8.15427	1100.53021	8.88063	6.46795	8.19374	0.00000	50.41846	6.79312	8.75115	25.70071	44.94757	0.21555	1.04945	8.92789	41.04108	7.38129
10.78495	50.09019	6.23721	1185.73444	7.93887	4.68890	7.20374	1.00000	34.20562	7.39679	7.24274	-3.70867	62.60194	0.09365	8.4493	7.32796	54.60240	7.31276
7.31694	55.85	6.85736	1121.06753	6.13077	8.18015	7.45344	1.00000	21.48855	6.99369	5.80102	25.18605	43.17986	0.14628	37.56667	8.45095	28.97008	10.09637
10.53787	51.62907	6.84010	1138.88384	9.34045	8.49203	5.66657	1.00000	71.65757	9.47473	6.09591	24.86973	51.94353	0.05498	-0.74934	6.34386	43.40290	8.51743
9.37915	53.00974	7.27562	1112.32702	10.48205	5.97849	7.75346	1.00000	35.56076	8.98700	6.52983	20.54567	37.72634	0.11017	-3.05814	7.97207	41.32851	9.42790
9.22756	28.90054	8.38613	1165.62971	8.79438	7.04864	7.45928	0.00000	58.14549	7.80511	8.24409	5.39593	36.28598	0.09381	-81.26367	7.62410	54.82398	11.16058
5.85758	51.65333	7.55614	1143.12307	7.92357	6.82120	7.71205	0.00000	69.12534	8.08524	8.12030	7.00002	57.39546	0.21858	5.2875	8.98144	54.99552	9.25249
9.51081	25.49043	7.83725	1131.53331	8.50183	6.54571	8.93342	1.00000	40.35860	6.09944	9.33250	18.11850	77.52500	0.03172	85.94001	5.52183	75.92875	9.73563
5.75342	53.16167	7.77880	1133.14779	6.38746	5.62737	7.22018	0.00000	41.79185	8.87635	12.31322	29.41890	60.74765	0.18196	6.76111	8.77092	52.31367	6.73255
10.70622	-38.65333	6.00494	1116.01033	9.60861	5.41405	8.93542	1.00000	53.95063	9.55274	6.84323	4.83001	49.82071	0.07704	178.00417	7.27107	30.76914	7.43199
7.83231	37.73222	7.31392	1132.43571	8.75133	7.04931	7.59269	0.00000	57.39157	8.81857	7.50014	1.30965	73.64887	0.19653	115.70111	8.92301	45.73774	10.10460
6.89682	39.32288	7.14940	1090.12574	9.86171	7.04555	7.95374	0.00000	39.35128	5.97100	8.70854	-3.95855	78.14525	0.29488	-76.72803	9.27290	54.90509	9.68905
6.44263	-26.22861	5.12594	1071.62815	7.89493	5.82795	7.65814	0.00000	56.13796	7.40971	12.56153	22.45052	50.82072	0.78160	-52.67056	10.34395	32.40480	10.26976
9.73926	41.6764	6.00260	1165.87308	8.30752	7.93805	9.62643	1.00000	49.61518	8.65357	6.35877	26.55990	62.19013	0.01636	-91.58045	4.09525	62.39187	7.79081
8.11732	4.96667	7.07754	1118.95293	9.32990	5.62976	8.26026	0.00000	45.08444	5.85863	7.15561	-1.96174	45.26107	0.14941	10.7	8.36628	46.66582	8.60972
6.07272	-7.51611	5.44852	1068.99685	7.52899	3.53655	9.46777	0.00000	61.46898	8.57459	7.91285	14.26394	39.59927	0.15860	109.05389	8.39781	59.93348	6.78060
6.35753	40.72586	6.10817	1163.83529	8.36606	6.68242	8.19793	0.00000	46.02409	8.19430	7.12518	10.10105	54.48886	1.76537	8.55552	11.18765	37.50293	10.82402
10.08573	8.88988	7.06266	1127.95669	7.37731	6.54020	7.72274	1.00000	42.78198	8.08105	6.88583	24.42324	43.79426	0.01692	-79.62603	3.71095	48.10317	8.22469
9.17879	-2.13404	6.73792	1146.53126	7.08080	8.04100	7.72618	1.00000	27.03132	6.87678	4.52197	5.44433	53.02906	0.02262	-79.59415	5.68029	64.85299	9.51726
11.95955	48.35149	8.57206	1156.40022	8.28752	8.99481	7.86552	1.00000	58.66404	7.94861	3.20200	13.85129	56.51418	0.63532	8.96317	10.14315	47.23226	5.53020
8.62451	-22.53722	3.90561	1127.93509	8.03619	6.29656	8.56558	1.00000	41.56026	8.54872	7.79798	25.98777	39.57483	0.33856	-42.98194	9.50088	18.22992	7.45196
9.82975	-8.28333	5.15523	1130.11552	7.94706	8.91908	7.87542	1.00000	31.25355	7.78162	6.10766	18.51527	61.54267	0.02286	-35.03333	6.01075	55.04921	6.78708
7.78630	15.5439	7.71488	1197.42123	9.32049	3.71130	7.56128	0.00000	35.07730	8.68770	7.55099	10.37105	57.58562	0.15745	73.7553	8.48437	70.04486	7.26356
6.67634	53.7446	10.54008	1128.39596	8.14794	7.90608	5.94318	0.00000	55.53488	9.20577	9.54108	26.82002	24.88925	0.39711	-0.33525	9.61355	51.93168	6.65547
10.21121	41.6764	8.26833	1156.79768	8.93765	9.61093	7.98729	1.00000	51.34887	8.09971	2.08071	15.55581	43.36209	1.14615	-91.58045	10.76624	45.84446	8.01148
7.05417	41.55947	6.78639	1136.96627	8.15816	9.11780	6.80551	1.00000	42.00459	8.03919	5.58058	5.62760	57.25674	0.04293	14.66737	6.04199	55.62212	6.31169
6.81352	5.27247	10.38588	1118.60181	8.34295	7.00725	7.82259	0.00000	47.45138	7.58501	12.11726	21.67653	41.06171	0.67452	-3.59625	10.21785	50.34006	6.54420
8.56570	42.7	5.42434	1099.24188	7.03566	8.53888	7.30421	0.00000	64.17342	8.46281	8.80765	10.62954	54.10501	0.01289	27.25	4.96603	62.02861	9.75358
7.10620	41.55947	5.26294	1190.99937	5.96106	5.00701	7.55777	1.00000	61.84142	7.66364	10.80953	-9.09703	38.02708	0.05207	14.66737	2.41604	51.04646	6.48806
7.22477	52.57583	7.63151	1073.86446	7.92129	7.15344	8.77170	0.00000	40.35320	7.29345	7.31677	1.01049	63.47987	0.13944	6.61944	8.45260	48.12836	7.71297
7.59393	-22.45667	7.98413	1156.23652	9.82144	8.02173	6.84688		20.51987	9.12901	6.04037	31.47311	35.81902	0.10046	-47.53028	8.05815	71.03984	9.92124
9.23764	50.82882	8.70846	1110.29510	5.77637	10.47157	7.80425	1.00000	44.19751	9.47809	5.67327	16.10319	56.95904	0.04977	-0.32247	7.22255	47.70785	8.97909
10.55943	41.24255	6.12782	1117.46452	7.04112	8.73533	7.61142	1.00000	39.03011	8.00627	5.60304	6.42512	49.58216	0.06425	-82.61573	5.61628	35.43285	7.78066
10.08577	54.03876	6.74079	1191.71561	8.91943	6.42317	7.26303	1.00000	76.28718	8.16520	7.60423	27.71584	61.28626	0.03071	43.91385	6.30739	47.72975	
4.55930	36.92574	9.63901	1081.09640	8.62454	6.79370	7.46145	0.00000	40.83586	8.64694	11.66972	24.31601	57.35388	0.94049	14.72443	10.54678	51.35110	4.05199
9.98630	41.75338	6.84301	1070.85575	8.05190	6.25849	9.08024	1.00000	38.16662	8.56230	5.10674	19.05868	53.67858	0.18583	-86.11084	8.85495	52.74894	8.27770
6.94744	14.14989	9.19080	1086.94502	8.62764	7.29120	8.71194	0.00000	41.68885	7.77234	7.58733	5.52769	58.99370	0.57474	121.3152	10.05092	55.53252	7.03574
9.38403	51.42708	6.40896	1107.03726	7.56330	7.29838	7.27734	1.00000	39.85785	9.56809	5.31630	26.07607	44.72573	0.02626	-0.91979	6.09641	27.20779	9.10075
9.15196	40.56754	5.35068	1182.68680	7.56672	5.74068	9.42848	1.00000	43.29582	8.85182	6.53241	35.71211	58.94661	0.04416	-89.64066	6.14194	32.47637	4.21627
6.89353	55.82885	5.94071	1081.48458	8.66242	7.46087	8.10075	0.00000	65.03061	8.51572	9.94888	29.40148	59.34781	0.05770	-4.21376	7.26654	62.62243	9.97947
9.59799	30.5427	5.78749	1097.45358	7.75870	5.08730	6.79553	1.00000	54.49059	7.26430	6.15301	31.01337	53.56163	0.09399	-97.54667	7.39238	42.99256	6.10211
11.24856	10.20898	6.30556	1065.66497	7.21071	6.76895	8.23165	1.00000	69.00625	8.38698	8.30105	10.77816	51.14372	0.12662	123.758	7.99381	38.15200	8.51212
11.35068	-3.5403	8.10402	1067.96863	7.54649	5.80530	5.53066	1.00000	46.13207	6.82589	7.77604	24.64057	38.85855	0.09523	118.9707	8.09684	71.44265	10.38111
6.74294	34.85	6.54342	1181.71515	7.63344	4.55119	8.98847	0.00000	40.67278	9.35598	10.16175	19.32460	41.29119	0.19653	117.33333	8.69984	58.85593	7.33586
8.44274	33.78333	6.77073	1072.08288	9.06878	10.04841	7.64009	1.00000	44.92680	8.29292	5.12287	15.82134	75.56318	0.05032	114.51667	6.05170	27.77232	3.94829
5.87364	50.18545	10.27228	1189.20138	9.00613	6.21745	7.41059	0.00000	30.29672	7.99585	8.05603	4.28967	47.55059	0.25725	27.06365	9.19088	44.54806	4.73471
8.63440	49.03685	7.76156	1050.81851	6.89536	9.49416	8.36674	1.00000	38.12082	8.32999	5.75141	20.31125	41.87010	0.04776	8.70745	6.66719	51.43729	7.42918
9.27937	38.38479	5.88722	1114.14352	7.52884	3.88801	5.71599	1.00000	40.65436	7.62343	9.50219	8.06793	42.26772	0.02561	-0.76773	5.05921	53.51377	6.58820
5.98984	31.71667	9.34806	1099.40229	6.87999	6.06494	9.26733	0.00000	54.65391	7.95052	11.93808	11.39144	42.87290	0.31257	73.38333	9.36918	40.45793	6.24350
9.73288	0.51667	6.72737	1137.59241	7.20806	7.95825	7.62165	1.00000	24.89092	7.13704	6.83690	20.27738	59.31828	0.17928	101.44167	8.63547	38.85168	
10.18618	29.84576	7.02398	1193.97838	7.94862	6.86162	8.71264	1.00000	42.41146	10.16750	4.40916	-10.03695	51.02354	0.28337	-90.10674	9.32176	61.15899	8.20273
10.02458	34.08565	8.87518	1146.01325	7.72458	9.67928	6.14120	1.00000	64.71988	8.55304	1.98836	21.60271	31.48478	1.72054	74.80555	11.16390	49.19095	8.46741
8.33916	44.27804	14.28523	1105.63623	7.14987	7.45018	8.02855	0.00000	66.68820	7.38735	6.49893	39.05029	36.60843	0.31025	-88.27205	9.34421	46.91767	6.42836
8.79468	-25.42778	6.45590	1089.07694	8.56216	6.78546	8.42844	0.00000	24.34124	5.97830	9.97009	33.61415	66.81310	0.26980	-49.27306	9.13649	24.20519	7.74801
10.51828	52.4581	6.45461	1059.72042	7.53277	4.70841	9.54043	1.00000	44.41684	8.49845	9.35896	13.90713	23.45751	0.50110	13.28702	9.88292	56.65966	8.88101
9.11957	50.18545	7.15853	1154.93224	7.48569	5.38813	11.06261	1.00000	47.09632	6.47902	7.16974	5.94341	50.06626	0.06771	27.06365	7.11361	69.29490	7.24704
10.59944	23.18	5.06433	1174.42849	7.67383	6.61834	9.76830	1.00000	22.85130	8.22259	9.07989	25.38877	67.02782	0.25502	88.58	9.12003	36.64461	7.41598
8.33752	45.47885	9.04053	1155.15433	8.56378	7.05266	8.25959	0.00000	40.15618		7.06988	20.49974	60.18799	0.15644	133.42825	8.38411	43.31145	8.65188
6.18975	4.02219	6.78330	1137.22399	7.24879	6.16901	9.34802	0.00000	56.05662	7.32744	10.20240	10.46046	44.12142	0.18102	101.02083	8.73131	59.32903	9.08863
7.58765	43.16547	9.00662	1185.63976	7.58724	5.91338	8.20481	0.00000	31.39907	7.29703	8.99690	7.33692	53.59946	0.18047	-77.70066	8.79581	63.34413	9.27414
6.21686	-6.8048	8.57958	1148.19174	8.57263	6.36472	7.69395	0.00000	37.12817	7.13664	8.41558	10.43314	37.62354	0.33217	110.8405	9.50400	45.91610	8.05928
6.84526	-23.85972	7.42990	1053.34203	7.86842	6.12154	7.92559	0.00000	49.99464	8.63009	9.36576	10.79521	40.60077	0.24123	35.34722	9.09111	49.22945	7.34671
8.87513	53.77166	5.34159	1060.89527	7.64317	9.46481	9.73917	1.00000	51.37931	8.41467	3.78772	21.80141	39.67138	0.04021	38.12408	4.48180	48.25479	7.03219
7.35565	38.54491	8.88665	1146.88526	9.46119	5.43820	7.40422	0.00000	40.83873	7.29219	8.14407	-5.23180	30.46261	0.27130	-121.74052	9.21447	45.65251	7.25317
10.67337	34.25807	7.43227	1125.10466	7.75539	6.19810	6.57476	1.00000	43.27885	7.70533	7.64778	33.06206	67.92194	0.06071	-88.70464	7.41847	37.31826	9.31706
9.49489	54.03876	7.46730	1127.80445	7.62771	7.59628	6.07681	1.00000	54.68534	8.76426	6.46578	28.35006	56.08480	0.01497	43.91385	4.18400	81.27149	9.59710
9.25180	22.10194	5.39564	1107.48589	7.48282	5.10513	7.40056	1.00000	34.60982	8.44507	6.90029	35.81517	63.72646	0.04349	85.37752	6.44267	45.37281	5.69236
7.53364	36.46917	5.59122	1188.29941	7.07657	5.33769	9.13527	0.00000	72.27768	7.27956	9.70976	6.92336	55.38240	0.05267	10.78222	7.36633	46.74973	10.28652
6.15761	39.46667	3.67112	1158.03191	9.00928	7.92405	9.30852	0.00000	44.48246	6.96163	9.49399	8.54006	39.95537	0.18305	141.95	8.78488	65.36373	9.61362
8.75378	16.455	6.20541	1116.56124	7.75095	6.07269	9.04616	1.00000	49.15609	7.58540	7.68551	22.30226	56.91778	0.04366	120.5875	6.94038	68.83016	9.16831
13.03439	-7.51611	8.47904	1162.35846	6.39439	7.01411	8.37818	1.00000	32.65395	6.45228	8.76141	8.63872	38.10793	0.03953	109.05389	3.75500	55.46496	7.83433
7.31565	33.14447	11.89016	1102.14266	8.27702	7.52160	8.10981	0.00000	47.82512	8.52394	8.88362	19.98545	51.97462	0.16610	47.3799	8.63121	51.84947	6.73011
9.67323	45.50369	8.29599	1140.21960	8.92887	7.39478	8.76699	1.00000	39.57943	8.21079	5.53602	-0.00036	29.18320	0.05825	11.412	3.14126	51.08375	9.89225
5.79469	8.43333	5.37847	1141.22120	8.97103	6.67640	7.38077	0.00000	46.66817	9.01967	10.12902	17.03253	57.36616	0.54310	99.96667	9.93294	72.86736	9.79383
9.10159	55.85	6.10712	1116.62155	8.51144	4.62433	8.76928	1.00000	53.57452	8.76878	9.23715	-4.90413	51.75381	0.02996	37.56667	5.43642	38.31349	10.42760
11.68977	51.95838	6.64860	1155.11511	8.81537	7.08336	7.92716	1.00000	31.63666	9.65650	8.41199	21.77209	26.16685	0.07107	4.47124	6.56943	35.36619	7.88174
10.14050	46.32374	6.83001	1146.05451	7.73522	5.42453	8.37951	1.00000	49.08677	8.80520	8.66428	15.02956	53.28506	0.09383	-120.00865	8.02765	60.56092	9.35212
11.69208	39.00622	6.15771	1193.63854	6.79475	7.05214	6.50135	1.00000	40.01197	7.76270	9.00313	12.04463	54.29285	0.06201	-77.4286	6.97824	43.74179	6.80614
5.78251	57.97472	9.00367	1118.78088	7.08619	6.58132	7.45655	1.00000	40.73341	8.11474	10.22124	18.62830	64.48090	0.69305	33.2525	10.21176	44.37853	4.91147
9.73520	53.49389	6.28040	1138.96089	6.86827	8.97095	7.77378	1.00000	60.48538	7.35231	4.26269	29.27476	55.56441	0.03397	-1.29243	4.04935	47.70133	7.60744
6.70846	50.82882	8.47747	1076.79801	7.69108	5.48940	5.92572	0.00000	20.86165	8.22264	10.20825	21.99126	47.76912	0.35091	-0.32247	9.47461	53.68546	7.02840
8.56168	9.92787	4.72168	1177.73549	9.54140	7.02891	8.37241	1.00000	45.21848	8.87954	6.77242	14.50978	57.98255	0.10122	-84.13722	7.91128	69.59301	7.65429
5.90265	45.49428	9.52899	1143.82592	6.95369	7.78756	9.84163	0.00000	40.81122	7.52881	8.20425	25.98463	44.10570	0.50593	-122.86705	9.91845	43.79673	5.01891
10.70925	51.08468	7.61616	1146.22532	8.82405	7.03618	6.67280	1.00000	49.40198	5.33240	6.66682	14.94919	67.76199	0.04009	7.11393	3.83185	48.29677	8.98404
6.93254	57.97472	8.10438	1128.65030	8.75413	10.90877	8.62860	1.00000	32.56358	7.26686	5.48327	27.20211	53.05464	0.03508	33.2525	6.17558	69.27551	6.71307
10.70576	42.7	5.79506	1117.50017	7.94454	5.04474	9.35105	1.00000	32.49195	5.58526	6.27446	40.99870	43.50381	0.08733	27.25	7.60143	51.99696	6.24146
8.86291	33.92946	9.06391	1118.34698	7.78583	6.32302	7.06620	0.00000	28.12951	6.50033	7.43566	15.41487	64.67651	0.16608	-116.97725	8.49733	55.12466	9.65040
8.28054	41.09822	10.19905	1112.01598	7.43729	8.49494	7.73775	0.00000	32.56494	9.32666	7.04176	19.76372	45.29924	0.41138	120.74792	9.64371	40.19319	7.67432
6.29222	32.65246	6.71833	1190.87863	7.24661	6.04226		0.00000	60.77333	8.85092	9.53589	14.35520	81.16440	0.65716	51.67462	10.18384	55.44669	8.81114
7.89131	51.20219	7.47860	1193.42040	7.88281	4.39972	6.85465	1.00000	45.89038	8.16432	7.01689	15.96304	57.25465	0.31299	7.36027	9.33790	32.45318	11.57747
6.55942	57.97472	7.42473	1136.85027	7.08316	7.40756	8.13789	0.00000	20.91047	8.33293	9.20891	32.99614	36.91375	0.40546	33.2525	9.66274	36.11556	6.72284
6.37999	53.59337	6.51529	1095.15130	10.11723	4.57171	7.54898	0.00000	25.56445	8.89796	8.66230	14.43140	52.79201	0.34800	9.47629	9.44235	45.57070	6.07982
6.99556	39.78504	11.14402	1157.76557	10.94681	6.93405	7.84535	0.00000	76.48992	7.44443	10.70546	29.85057	49.19092	0.25875	-85.76942	8.95423	54.15478	6.54714
8.69434	34.65918	7.92418	1121.72776	8.55257	9.89157	8.74209	0.00000	34.32375	9.02557	5.27038	8.71951	71.19353	0.07083	109.22921	7.25735	59.28891	7.86063
11.12185	50.09019	6.29118	1114.20998	8.44351	5.69152	8.90561	1.00000	33.22730	8.32985	8.92991	15.48647	43.54060	0.05553	8.4493	6.96444	53.49788	7.44526
10.08415	49.65186	5.56812	1104.52630	8.21409	4.91956	8.59375	1.00000	28.97800	8.22230	8.32428	21.47672	55.90389	2.85429	26.97253	11.68898	53.14647	9.29947
8.22239	-7.76667	6.72304	1132.11805	7.10024	9.03270	7.32760	1.00000	65.62801	7.61465	5.15853	20.13369	56.45807	0.04311	35.7	6.46614	67.23132	5.13435
9.51818	20.88953	6.21326	1076.13732	9.10384	6.27233	6.97094	1.00000	48.23597	8.03202	6.67474	25.40313	53.84443	0.02418	-156.47432	5.70714	36.08139	8.12623
11.09125	41.72063	5.84355	1144.66111	7.26943	5.60019	8.63835	1.00000	44.04230	8.11853	4.86227	25.96437	54.21017	0.16467	12.6723	8.59895	37.51765	6.04212
6.99338	40.85158	6.34068	1116.48505	7.21099	6.19225	6.70895	1.00000	31.31301	7.82047	8.69715	15.94400	61.52230	0.02836	122.74754	4.34246	40.31030	7.14654
7.60352	37.73604	7.54671	1102.92673	6.52115	6.66597	8.56778	1.00000	48.35122	10.13427	8.98701	13.72753	52.78482	0.13000	-120.93549	8.31411	61.27080	9.09721
